English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Armenian Word
trump	0	0	0	0	0	0	0	0	1	0	հաղթաթուղթ
trumpet	0	0	0	0	0	1	0	0	0	0	շեփոր
trumpeter	0	0	0	0	0	0	0	0	0	0	շեփորահար
truncate	0	0	0	0	0	0	0	0	0	0	կրճատել
truncated	0	0	0	0	0	0	0	0	0	0	կտրված
trundle	0	0	0	0	0	0	0	0	0	0	ճոպանել
trunk	0	0	0	0	0	0	0	0	0	0	բեռնախցիկ
truss	0	0	0	0	0	0	0	0	0	1	ֆերմա
trust	0	0	0	0	0	0	0	0	0	1	վստահություն
trustee	0	0	0	0	0	0	0	0	0	1	հոգաբարձու
trusty	0	0	0	0	0	0	1	0	0	0	վստահելի
truth	0	0	0	0	0	0	1	0	0	1	ճշմարտություն
truthful	0	0	0	0	0	0	0	0	0	1	ճշմարիտ
truthfulness	0	0	0	0	0	0	1	0	0	1	ճշմարտացիություն
tryout	0	0	0	0	0	0	0	0	0	0	փորձարկում
tub	0	0	0	0	0	0	0	0	0	0	լողանալ
tube	0	0	0	0	0	0	0	0	0	0	խողովակ
tubular	0	0	0	0	0	0	0	0	0	0	խողովակաձեւ
tubule	0	0	0	0	0	0	0	0	0	0	խողովակ
tuck	0	0	0	0	0	0	0	0	0	0	թակել
tucker	0	0	0	0	0	0	0	0	0	0	թակեր
tufted	0	0	0	0	0	0	0	0	0	0	տուֆտա
tug	0	0	0	0	0	0	0	0	0	0	քաշքշել
tuition	0	0	0	0	0	0	0	0	0	0	ուսման վարձը
tulip	0	0	0	0	0	0	0	0	0	0	կակաչ
tumble	0	0	0	0	0	1	0	0	0	0	գլորվել
tumbler	0	0	0	0	0	0	0	0	0	0	ըմպելիք
tumor	0	0	0	1	0	1	0	0	0	0	ուռուցք
tumour	0	0	0	1	0	1	0	1	0	0	ուռուցք
tumult	1	0	0	1	0	1	0	0	1	0	իրարանցում
tumultuous	1	0	0	1	0	1	0	0	0	0	բուռն
tun	0	0	0	0	0	0	0	0	0	0	տուն
tuna	0	0	0	0	0	0	0	0	0	0	թունա
tunable	0	0	0	0	0	0	0	0	0	0	կարգավորելի
tune	0	0	0	0	0	0	0	0	0	0	մեղեդի
tunic	0	0	0	0	0	0	0	0	0	0	տունիկա
tuning	0	0	0	0	0	0	0	0	0	0	թյունինգ
tunnel	0	0	0	0	0	0	0	0	0	0	թունել
turban	0	0	0	0	0	0	0	0	0	0	չալմա
turbidity	0	0	0	0	0	0	0	0	0	0	պղտորություն
turbine	0	0	0	0	0	0	0	0	0	0	տուրբին
turbulence	1	0	0	1	0	1	0	0	0	0	տուրբուլենտություն
turbulent	0	0	0	1	0	1	0	0	0	0	բուռն
turf	0	0	0	0	0	0	0	0	0	0	տորֆ
turmeric	0	0	0	0	0	0	0	0	0	0	քրքում
turmoil	1	0	0	1	0	1	0	1	0	0	իրարանցում
turn	0	0	0	0	0	0	0	0	0	0	շրջադարձ
turning	0	0	0	0	0	0	0	0	0	0	շրջադարձային
turnkey	0	0	0	0	0	0	0	0	0	0	բանտապահ
turnpike	0	0	0	0	0	0	0	0	0	0	շրջադարձ
turntable	0	0	0	0	0	0	0	0	0	0	պտտվող սեղան
turquoise	0	0	0	0	0	0	0	0	0	0	փիրուզագույն
turret	0	0	0	0	0	0	0	0	0	0	աշտարակ
turtleneck	0	0	0	0	0	0	0	0	0	0	կրիա պարանոց
tussle	1	0	0	0	0	0	0	0	0	0	վիճաբանություն
tutelage	0	0	0	0	0	0	1	0	0	1	խնամակալությունը
tutor	0	0	0	0	0	0	1	0	0	0	դաստիարակ
tweak	0	0	0	0	0	0	0	0	0	0	կսմթել
twelfth	0	0	0	0	0	0	0	0	0	0	տասներկուերորդ
twelve	0	0	0	0	0	0	0	0	0	0	տասներկու
twentieth	0	0	0	0	0	0	0	0	0	0	քսաներորդ
twenty	0	0	0	0	0	0	0	0	0	0	քսան
twig	0	0	0	0	0	0	0	0	0	0	ոստ
twilight	0	0	0	0	0	0	0	0	0	0	մթնշաղ
twill	0	0	0	0	0	0	0	0	0	0	շղարշ
twin	0	0	0	0	0	0	1	0	0	0	երկվորյակ
twine	0	0	0	0	0	0	0	0	0	0	պարան
twinkle	0	1	0	0	1	0	1	0	0	0	փայլատակել
twins	0	0	0	0	0	0	0	0	0	0	երկվորյակներ
twist	0	0	0	0	0	0	0	0	0	0	շրջադարձ
twisted	0	0	0	0	0	0	0	0	0	0	ոլորված
twitch	0	0	0	0	0	1	0	0	0	0	կծկվել
twofold	0	0	0	0	0	0	0	0	0	0	երկակի
tycoon	0	0	0	0	0	0	0	0	0	0	մեծահարուստ
type	0	0	0	0	0	0	0	0	0	0	տիպ
typewriter	0	0	0	0	0	0	0	0	0	0	գրամեքենա
typhoon	0	0	0	1	0	1	0	0	0	0	թայֆուն
typically	0	0	0	0	0	0	0	0	0	0	սովորաբար
typist	0	0	0	0	0	0	0	0	0	0	մեքենագրուհի
typography	0	0	0	0	0	0	0	0	0	0	տպագրություն
tyrannical	1	0	1	1	0	1	0	0	0	0	բռնակալ
tyranny	0	0	0	1	0	1	0	1	0	0	բռնակալություն
tyrant	1	0	1	1	0	1	0	1	0	0	բռնակալ
tyre	0	0	0	0	0	0	0	0	0	0	անվադող
ubiquitous	0	0	0	0	0	0	0	0	0	0	ամենուր
ubiquity	0	0	0	0	0	0	0	0	0	0	համատարածություն
ugliness	0	0	1	1	0	1	0	1	0	0	այլանդակություն
ugly	0	0	1	0	0	1	0	0	0	0	տգեղ
ulcer	1	0	1	1	0	1	0	1	0	0	խոց
ulterior	0	0	0	0	0	1	0	0	0	0	հետին
ultimate	0	1	0	0	0	0	0	1	0	0	վերջնական
ultimately	0	1	0	0	0	0	1	0	0	0	ի վերջո
ultimatum	1	0	0	1	0	1	0	0	0	0	վերջնագիր
ultimo	0	0	0	0	0	0	0	0	0	0	վերջնագիր
ultraviolet	0	0	0	0	0	0	0	0	0	0	ուլտրամանուշակագույն
umbilical	0	0	0	0	0	0	0	0	0	0	umbilical
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	հովանոց
umpire	0	0	0	0	0	0	1	0	0	1	մրցավար
unabashed	0	0	0	0	0	0	0	0	0	0	անմխիթար
unabated	0	0	0	0	0	0	0	0	0	0	անմնացորդ
unable	0	0	0	0	0	1	0	1	0	0	անկարող
unacceptable	0	0	0	0	0	1	0	1	0	0	անընդունելի
unaccompanied	0	0	0	0	0	0	0	0	0	0	առանց ուղեկցության
unaccountable	0	1	1	0	0	1	0	1	0	1	անպատասխանատու
unacknowledged	0	0	0	0	0	0	0	1	0	0	չճանաչված
unadulterated	0	0	0	0	0	0	0	0	0	0	անարատ
unaided	0	0	0	0	0	0	0	0	0	0	անօգնական
unaltered	0	0	0	0	0	0	0	0	0	0	անփոփոխ
unambiguous	0	0	0	0	0	0	0	0	0	0	միանշանակ
unanimity	0	0	0	0	0	0	1	0	0	0	միաձայնություն
unanimous	0	0	0	0	0	0	1	0	0	0	միաձայն
unanimously	0	0	0	0	0	0	0	0	0	0	միաձայն
unanticipated	0	0	0	0	0	0	0	0	1	0	անսպասելի
unapproved	0	0	0	0	0	1	0	0	0	0	չհաստատված
unarmed	0	0	0	0	0	0	0	0	0	0	անզեն
unassisted	0	0	0	0	0	0	0	0	0	0	չօժանդակված
unassuming	0	0	0	0	0	0	1	0	0	0	անհնազանդ
unattached	0	0	0	0	0	1	0	0	0	0	չկապված
unattainable	1	0	0	0	0	1	0	1	0	0	անհասանելի
unattended	0	0	0	0	0	0	0	0	0	0	առանց հսկողության
unattractive	0	0	1	0	0	1	0	1	0	0	անհրապույր
unauthorized	0	0	0	0	0	1	0	0	0	0	չարտոնված
unavoidable	0	0	0	0	0	1	0	0	0	0	անխուսափելի
unaware	0	0	0	0	0	1	0	0	0	0	անտեղյակ
unbalanced	0	0	0	0	0	0	0	0	0	0	անհավասարակշիռ
unbearable	0	0	1	0	0	1	0	1	0	0	անտանելի
unbeaten	0	1	0	0	1	1	1	1	1	0	անպարտելի
unbelief	0	0	0	0	0	1	0	0	0	0	անհավատություն
unbelievable	0	0	0	0	0	1	0	0	0	0	անհավատալի
unbiased	0	0	0	0	0	0	1	0	0	0	անաչառ
unborn	0	0	0	0	0	1	0	0	0	0	չծնված
unbound	0	0	0	0	0	0	0	0	0	0	անկաշկանդ
unbounded	0	0	0	0	0	0	0	0	0	0	անսահմանափակ
unbreakable	0	0	0	0	0	0	1	0	0	0	անկոտրում
unbridled	1	1	0	1	0	1	1	0	1	0	անսանձ
unbroken	0	0	0	0	0	0	1	0	0	1	անխախտ
uncanny	0	0	0	1	0	1	0	0	1	0	անսովոր
uncaring	1	0	1	0	0	1	0	1	0	0	անտարբեր
uncertain	1	0	1	1	0	1	0	0	1	0	անորոշ
uncertainty	0	0	0	0	0	0	0	0	0	0	անորոշություն
unchallenged	0	0	0	0	0	0	0	0	0	0	անառարկելի
unchangeable	0	0	0	0	0	1	0	0	0	0	անփոփոխելի
unchanged	0	0	0	0	0	0	0	0	0	0	անփոփոխ
unclaimed	0	0	0	0	0	0	0	0	0	0	չպահանջված
uncle	0	0	0	0	0	0	0	0	0	0	հորեղբայր
unclean	0	0	1	0	0	1	0	0	0	0	անմաքուր
uncomfortable	0	0	0	0	0	1	0	0	0	0	անհարմար
uncommon	0	0	0	0	0	0	0	0	0	0	հազվադեպ
uncommonly	0	0	0	0	0	0	0	0	0	0	հազվադեպ
uncompromising	0	0	0	0	0	0	0	0	0	0	անզիջում
unconcerned	0	0	0	0	0	0	0	0	0	0	անհանգստացած
unconfirmed	0	0	0	0	0	0	0	0	0	0	չհաստատված
unconnected	0	0	0	0	0	0	0	0	0	0	չկապված
unconscionable	0	0	1	0	0	1	0	0	0	0	անբարեխիղճ
unconscious	0	0	0	0	0	1	0	0	0	0	անգիտակից վիճակում
unconsciousness	0	0	0	0	0	0	0	0	0	0	անգիտակիցություն
unconstitutional	0	0	0	0	0	1	0	0	0	0	հակասահմանադրական
unconstrained	0	0	0	0	1	0	1	0	0	0	անկաշկանդ
uncontested	0	0	0	0	0	0	0	0	0	0	անվիճելի
uncontrollable	1	1	0	0	0	1	0	0	1	0	անվերահսկելի
uncontrolled	0	0	0	0	0	1	0	0	0	0	անվերահսկելի
unconventional	0	0	0	0	0	0	0	0	0	0	ոչ ավանդական
unconvinced	0	0	0	0	0	0	0	0	0	0	անհամոզված
uncooked	0	0	0	0	0	0	0	0	0	0	չեփած
uncorrelated	0	0	0	0	0	0	0	0	0	0	անկապ
uncover	0	0	0	0	0	0	0	0	1	0	բացահայտել
uncritical	0	0	0	0	0	0	0	0	0	0	ոչ քննադատական
uncut	0	0	0	0	0	0	0	0	0	0	չկտրված
undecided	0	1	0	1	0	1	0	0	0	0	անորոշ
undefined	0	0	0	0	0	0	0	0	0	0	չսահմանված
undeniable	0	0	0	0	0	0	0	0	0	0	անհերքելի
undercover	0	0	0	0	0	0	0	0	0	0	ծածուկ
undercurrent	0	0	0	0	0	0	0	0	0	0	ստորգետնյա հոսանք
underestimate	0	0	0	0	0	0	0	0	1	0	թերագնահատում
undergo	0	0	0	0	0	0	0	0	0	0	ենթարկվել
undergraduate	0	0	0	0	0	0	0	0	0	0	բակալավրիատ
underground	0	0	0	0	0	0	0	0	0	0	ստորգետնյա
underlie	0	0	0	0	0	0	0	0	0	0	հիմքում ընկած
underline	0	0	0	0	0	0	1	0	0	0	ընդգծել
undermined	0	0	0	0	0	1	0	0	0	0	խարխլված
underneath	0	0	0	0	0	0	0	0	0	0	տակը
underpaid	1	0	0	0	0	1	0	1	0	0	քիչ վճարված
underpants	0	0	0	0	0	0	0	0	0	0	անդրավարտիք
underscore	0	0	0	0	0	0	0	0	0	0	ընդգծել
undersized	0	0	0	0	0	1	0	0	0	0	փոքր չափսերով
understanding	0	0	0	0	0	0	1	0	0	1	ըմբռնում
understood	0	0	0	0	0	0	0	0	0	0	հասկացել է
undertake	0	0	0	0	0	0	0	0	0	0	ձեռնարկել
undertaker	0	0	0	0	0	0	0	1	0	0	ձեռնարկող
undertaking	0	1	0	0	0	0	0	0	0	0	ձեռնարկում
underwood	0	0	0	0	0	0	0	0	0	0	անդրփայտ
underwrite	0	0	0	0	0	0	1	0	0	1	տեղագրել
underwriter	0	0	0	0	0	0	0	0	0	0	տեղաբաշխող
undeserved	0	0	0	0	0	0	0	0	0	0	անարժան
undesirable	1	0	1	1	0	1	0	1	0	0	անցանկալի
undesired	0	0	0	0	0	1	0	1	0	0	անցանկալի
undeveloped	0	0	0	0	0	0	0	0	0	0	չմշակված
undirected	0	0	0	0	0	0	0	0	0	0	չուղղորդված
undisclosed	0	1	0	0	0	0	0	0	0	0	չբացահայտված
undiscovered	0	0	0	0	0	0	0	0	1	0	չբացահայտված
undisputed	0	0	0	0	0	0	0	0	0	0	անվիճելի
undisturbed	0	0	0	0	0	0	0	0	0	0	անխռով
undivided	0	0	0	0	0	0	1	0	0	0	չբաժանված
undo	0	0	0	0	0	1	0	0	0	0	հետարկել
undoing	0	0	0	0	0	0	0	0	0	0	չեղարկում
undoubted	0	1	1	0	0	0	0	0	0	0	անկասկած
undress	0	0	0	0	0	0	0	0	0	0	մերկանալ
undressed	0	0	0	0	0	0	0	0	0	0	մերկացած
undue	0	0	0	0	0	0	0	0	0	0	անհարկի
undying	0	1	0	0	1	0	1	1	0	1	անմահ
unearned	0	0	0	0	0	0	0	0	0	0	չվաստակած
unearth	0	0	0	0	0	0	0	0	0	0	բացել
uneasiness	0	1	0	0	0	1	0	1	0	0	անհանգստություն
uneasy	0	0	1	1	0	1	0	0	0	0	անհանգիստ
uneducated	0	0	0	0	0	1	0	1	0	0	անկիրթ
unemployed	0	0	0	1	0	1	0	1	0	0	գործազուրկ
unencumbered	0	0	0	0	0	0	0	0	0	0	անկաշկանդ
unending	0	0	0	0	0	0	0	0	0	0	անվերջ
unequal	1	0	1	1	0	1	0	1	0	0	անհավասար
unequalled	0	0	0	0	0	0	0	0	0	0	անզուգական
unequivocal	0	0	0	0	0	0	0	0	0	1	միանշանակ
unequivocally	0	0	0	0	0	0	1	0	0	0	միանշանակ
uneven	0	0	0	0	0	1	0	0	0	0	անհավասար
uneventful	0	0	0	0	0	0	0	0	0	0	առանց իրադարձությունների
unexpected	0	1	0	1	1	1	1	0	1	0	անսպասելի
unexpectedly	0	0	0	0	0	0	0	0	1	0	անսպասելիորեն
unexplained	0	1	0	0	0	1	0	1	0	0	անբացատրելի
unexplored	0	0	0	0	0	0	0	0	0	0	չուսումնասիրված
unfailing	0	0	0	0	0	0	0	0	0	0	անխափան
unfair	1	0	1	0	0	1	0	1	0	0	անարդար
unfairness	1	0	0	0	0	1	0	1	0	0	անարդարություն
unfaithful	0	0	1	0	0	1	0	0	0	0	անհավատարիմ
unfamiliar	0	0	0	0	0	0	0	0	0	0	անծանոթ
unfavorable	0	0	1	0	0	1	0	1	0	0	անբարենպաստ
unfettered	0	0	0	0	0	0	0	0	0	0	անկաշկանդ
unfinished	0	0	0	0	0	1	0	0	0	0	անավարտ
unflinching	0	0	0	0	0	0	0	0	0	0	անսասան
unfold	0	1	0	0	0	0	1	0	0	0	բացվել
unforeseen	0	0	0	0	0	0	0	0	1	0	չնախատեսված
unforgiving	1	0	0	0	0	1	0	1	0	0	աններող
unfortunate	0	0	0	0	0	1	0	1	0	0	դժբախտ
unfriendly	1	0	1	1	0	1	0	1	0	0	անբարյացակամ
unfulfilled	1	1	0	0	0	1	0	1	1	0	չկատարված
unfurnished	0	0	0	0	0	1	0	0	0	0	չկահավորված
ungodly	0	0	0	0	0	1	0	1	0	0	անաստված
ungrateful	1	0	1	0	0	1	0	0	0	0	անշնորհակալ
unguarded	0	0	0	0	0	0	0	0	1	0	անպաշտպան
unhappiness	0	0	0	0	0	1	0	1	0	0	դժբախտություն
unhappy	1	0	1	0	0	1	0	1	0	0	դժբախտ
unharmed	0	0	0	0	0	0	0	0	0	0	անվնաս
unhealthy	0	0	1	1	0	1	0	1	0	0	անառողջ
unhindered	0	0	0	0	0	0	0	0	0	0	անխոչընդոտ
unholy	0	0	0	1	0	1	0	0	0	0	անսուրբ
unicorn	0	0	0	0	0	0	0	0	0	0	միաեղջյուր
unification	0	1	0	0	1	0	1	0	0	1	միավորում
uniform	0	0	0	0	0	0	0	0	0	0	համազգեստ
uniformity	0	0	0	0	0	0	0	0	0	0	միատարրություն
uniformly	0	0	0	0	0	0	1	0	0	0	միատեսակ
unimaginable	0	0	0	0	0	1	1	0	1	0	աներևակայելի
unimportant	0	0	0	0	0	1	0	1	0	0	անկարեւոր
unimpressed	0	0	0	0	0	1	0	0	0	0	տպավորված չէ
unimproved	0	0	0	0	0	1	0	0	0	0	չբարելավված
uninfected	0	0	0	0	0	0	1	0	0	0	չվարակված
uninformed	0	0	0	0	0	1	0	0	0	0	անտեղյակ
uninhabited	0	0	0	0	0	0	0	0	0	0	անմարդաբնակ
uninitiated	0	0	0	0	0	1	0	0	0	0	չնախաձեռնված
uninspired	0	0	0	0	0	1	0	1	0	0	չներշնչված
unintelligible	0	0	0	0	0	1	0	0	0	0	անհասկանալի
unintended	0	0	0	0	0	0	0	0	1	0	չնախատեսված
unintentional	0	0	0	0	0	0	0	0	1	0	ոչ միտումնավոր
unintentionally	0	0	0	0	0	1	0	0	1	0	ակամա
uninterested	0	0	0	0	0	1	0	1	0	0	անհետաքրքիր
uninteresting	0	0	0	0	0	1	0	1	0	0	անհետաքրքիր
uninterrupted	0	0	0	0	0	0	0	0	0	0	անխափան
uninvited	0	0	0	0	0	0	0	1	0	0	անկոչ
union	0	0	0	0	0	0	0	0	0	0	միություն
unique	0	0	0	0	0	0	1	0	1	0	եզակի
unison	0	0	0	0	0	0	1	0	0	0	միաձայն
unit	0	0	0	0	0	0	0	0	0	0	միավոր
unitary	0	0	0	0	0	0	1	0	0	0	ունիտար
unite	0	0	0	0	0	0	0	0	0	0	միավորվել
united	0	0	0	0	0	0	1	0	0	1	միասնական
unity	0	0	0	0	0	0	1	0	0	1	միասնություն
universal	0	0	0	0	0	0	0	0	0	0	ունիվերսալ
universality	0	0	0	0	0	0	0	0	0	0	ունիվերսալություն
universe	0	0	0	0	0	0	0	0	0	0	տիեզերք
university	0	1	0	0	0	0	1	0	0	0	համալսարան
unjust	1	0	0	0	0	1	0	0	0	0	անարդար
unjustifiable	1	0	1	1	0	1	0	0	0	0	անհիմն
unjustified	0	0	0	0	0	1	0	0	0	0	չարդարացված
unkind	1	0	1	1	0	1	0	1	0	0	անբարյացակամ
unknowable	0	0	0	0	0	0	0	0	0	0	անճանաչելի
unknown	0	1	0	1	0	1	0	0	0	0	անհայտ
unlawful	1	0	1	1	0	1	0	1	0	0	անօրինական
unleash	0	0	0	0	0	0	0	0	0	0	սանձազերծել
unlicensed	0	0	0	0	0	1	0	0	0	0	չլիցենզավորված
unlike	0	0	0	0	0	0	0	0	0	0	ի տարբերություն
unlimited	0	0	0	0	0	0	1	0	0	0	անսահմանափակ
unload	0	0	0	0	0	0	0	0	0	0	բեռնաթափել
unloaded	0	0	0	0	0	0	0	0	0	0	բեռնաթափված
unlock	0	0	0	0	0	0	0	0	0	0	բացել
unlucky	1	0	1	1	0	1	0	1	0	0	անհաջողակ
unmanageable	0	0	1	0	0	1	0	0	0	0	անկառավարելի
unmarked	0	0	0	0	0	0	0	0	0	0	չնշված
unmarried	0	0	0	0	0	0	0	0	0	0	չամուսնացած
unmask	0	0	0	0	0	0	0	0	0	0	դիմակազերծել
unmatched	0	0	0	0	0	0	0	0	0	0	անզուգական
unmistakable	0	0	0	0	0	0	0	0	0	0	անվրեպ
unmitigated	0	0	0	0	0	0	0	0	0	0	անմեղսունակ
unmoved	0	0	0	0	0	0	0	0	0	0	անշարժ
unnamed	0	0	0	0	0	0	0	0	0	0	անանուն
unnatural	0	0	1	1	0	1	0	0	0	0	անբնական
unnecessary	0	0	0	0	0	0	0	0	0	0	ավելորդ
unneeded	0	0	0	0	0	0	0	0	0	0	անպետք
unnoticed	0	0	0	0	0	0	0	0	0	0	աննկատ
unnumbered	0	0	0	0	0	0	0	0	0	0	անհամար
unobserved	0	0	0	0	0	0	0	0	0	0	չնկատված
unobstructed	0	0	0	0	0	0	0	0	0	0	անխոչընդոտ
unobtrusive	0	0	0	0	0	0	0	0	0	0	աննկատ
unoccupied	0	0	0	0	0	0	0	0	0	0	չզբաղված
unofficial	0	0	0	0	0	1	0	0	0	0	ոչ պաշտոնական
unopened	0	0	0	0	0	0	0	0	0	0	չբացված
unopposed	0	0	0	0	0	0	0	0	0	0	անհակառակ
unordered	0	0	0	0	0	0	0	0	0	0	չպատվիրված
unorganized	0	0	0	0	0	0	0	0	0	0	անկազմակերպ
unorthodox	0	0	0	0	0	0	0	0	0	0	անօրինական
unpack	0	0	0	0	0	0	0	0	0	0	բացել փաթեթավորումը
unpaid	1	0	0	0	0	1	0	1	0	0	չվճարված
unpleasant	0	0	1	0	0	1	0	1	0	0	տհաճ
unpopular	0	0	1	0	0	1	0	1	0	0	ոչ սիրված
unprecedented	0	0	0	0	0	0	0	0	1	0	աննախադեպ
unpredictable	0	0	0	0	0	1	0	0	1	0	անկանխատեսելի
unprepared	0	0	0	0	0	1	0	0	0	0	անպատրաստ
unpretentious	0	0	0	0	0	0	1	0	0	0	unpretentious
unproductive	0	0	0	0	0	1	0	0	0	0	անարդյունավետ
unprofitable	0	0	0	0	0	1	0	0	0	0	անշահավետ
unprotected	0	0	0	0	0	1	0	0	0	0	անպաշտպան
unproven	0	0	0	0	0	0	0	0	0	0	չապացուցված
unpublished	0	1	0	0	0	1	0	1	0	0	չհրապարակված
unquestionable	0	0	0	0	0	0	1	0	0	1	անկասկածելի
unquestionably	0	0	0	0	0	0	1	0	0	1	անկասկած
unquestioned	0	0	0	0	0	0	1	0	0	1	անկասկած
unread	0	0	0	0	0	0	0	0	0	0	չկարդացված
unreal	0	0	0	0	0	0	0	0	0	0	անիրական
unrealistic	0	0	0	0	0	0	0	0	0	0	անիրատեսական
unrecorded	0	0	0	0	0	0	0	0	0	0	չգրանցված
unregistered	0	0	0	0	0	0	0	0	0	0	չգրանցված
unregulated	0	0	0	0	0	0	0	0	0	0	չկարգավորված
unrelated	0	0	0	0	0	0	0	0	0	0	անկապ
unrelenting	0	0	0	0	0	0	0	0	0	0	անողոք
unreliable	0	0	0	0	0	1	0	0	0	1	անվստահելի
unrepentant	0	0	0	0	0	0	0	0	0	0	չզղջացող
unrequited	0	0	0	0	0	1	0	1	0	0	անպատասխան
unresolved	0	1	0	0	0	0	0	0	0	0	չլուծված
unrest	0	0	0	1	0	0	0	1	0	0	անկարգություններ
unrestrained	0	0	0	0	0	0	0	0	0	0	անզուսպ
unrestricted	0	0	0	0	0	0	0	0	0	0	անսահմանափակ
unruly	1	0	1	1	0	1	0	0	0	0	անհնազանդ
unsafe	0	0	0	1	0	1	0	0	0	0	անապահով
unsatisfactory	0	0	1	0	0	1	0	0	0	0	անբավարար
unsatisfied	0	0	1	0	0	1	0	1	0	0	չբավարարված
unsavory	0	0	0	0	0	1	0	0	0	0	անճաշակ
unscathed	0	0	0	0	0	0	1	0	0	0	անվնաս
unscientific	0	0	0	0	0	0	0	0	0	0	ոչ գիտական
unscrupulous	0	0	0	0	0	1	0	0	0	0	անբարեխիղճ
unseat	0	0	0	0	0	0	0	1	0	0	նստատեղ
unseen	0	0	0	0	0	0	0	0	0	0	անտեսանելի
unselfish	0	0	0	0	0	0	1	0	0	0	անշահախնդիր
unsettled	1	0	1	1	0	1	0	0	0	0	չկարգավորված
unsightly	0	0	1	0	0	1	0	0	0	0	անհրապույր
unsophisticated	0	0	0	0	0	1	0	0	0	0	ոչ բարդ
unspeakable	0	0	0	1	0	1	0	0	0	0	անասելի
unspecified	0	0	0	0	0	0	0	0	0	0	չճշտված
unstable	0	0	0	1	0	1	0	0	1	0	անկայուն
unsteady	0	0	0	1	0	0	0	0	0	0	անկայուն
unsuccessful	0	0	0	0	0	1	0	1	0	0	անհաջող
unsuitable	0	0	0	0	0	1	0	0	0	0	ոչ պիտանի
unsung	0	0	0	0	0	1	0	0	0	0	չերգված
unsupported	0	0	0	0	0	1	0	0	0	0	չաջակցվող
unsurpassed	0	1	0	1	1	0	1	0	0	1	անգերազանցելի
unsuspecting	0	0	0	0	0	0	0	0	1	0	անկասկած
unsustainable	0	0	0	0	0	1	0	0	0	0	անկայուն
unsweetened	0	0	0	0	0	0	0	0	0	0	չքաղցրած
unsympathetic	1	0	0	0	0	1	0	0	0	0	ոչ համակրելի
untamed	0	0	0	0	0	1	0	0	0	0	անզուսպ
untenable	0	0	0	0	0	1	0	0	0	0	անհիմն
untested	0	0	0	0	0	0	0	0	0	0	չփորձարկված
unthinkable	1	0	1	1	0	1	0	0	0	0	աներեւակայելի
untidy	0	0	1	0	0	1	0	0	0	0	անբարեկարգ
untie	0	0	0	0	1	1	1	0	0	0	արձակել
untimely	0	0	0	0	0	1	0	0	0	0	անժամանակ
untitled	0	0	0	0	0	1	0	1	0	0	անվերնագիր
untold	0	1	0	0	0	1	0	0	0	0	անպատմելի
untouched	0	0	0	0	0	0	0	0	0	0	անձեռնմխելի
untoward	1	0	1	0	0	1	0	0	0	0	անբարենպաստ
untrained	0	0	0	0	0	1	0	0	0	0	չմարզված
untranslated	0	0	0	0	0	0	0	0	0	0	անթարգմանված
untrue	0	0	0	0	0	1	0	0	0	0	իրականությանը չհամապատասխանող
untrustworthy	1	0	0	0	0	1	0	0	0	0	անվստահելի
unused	0	0	0	0	0	0	0	0	0	0	չօգտագործված
unusual	0	0	0	0	0	0	0	0	0	0	անսովոր
unusually	0	0	0	0	0	0	0	0	0	0	անսովոր կերպով
unveil	0	0	0	0	0	0	0	0	0	0	բացել
unveiling	0	0	0	0	0	0	0	0	0	0	բացում
unverified	0	1	0	0	0	0	0	0	0	0	չստուգված
unwarranted	0	0	0	0	0	1	0	0	0	0	անհիմն
unwary	0	0	0	0	0	0	0	0	0	0	անզգույշ
unwashed	0	0	1	0	0	1	0	0	0	0	չլվացված
unwavering	0	0	0	0	0	0	1	0	0	1	անսասան
unwelcome	0	0	0	0	0	1	0	1	0	0	անցանկալի
unwell	0	0	0	0	0	1	0	1	0	0	վատառողջ
unwilling	0	0	0	0	0	0	0	0	0	0	ակամա
unwillingly	0	0	0	0	0	0	0	0	0	0	ակամա
unwillingness	0	0	0	0	0	1	0	0	0	0	չկամություն
unwind	0	0	0	0	0	0	0	0	0	0	լիցքաթափվել
unwise	0	0	0	0	0	1	0	0	0	0	անխոհեմ
unwitting	0	0	0	0	0	1	0	0	0	0	ակամա
unwittingly	0	0	0	0	0	0	0	0	0	0	ակամա
unworthy	0	0	1	0	0	1	0	0	0	0	անարժան
unwritten	0	0	0	0	0	0	0	0	0	0	չգրված
unyielding	0	0	0	0	0	1	0	0	0	0	անզիջող
upheaval	1	0	0	1	0	1	0	1	0	0	ցնցում
uphill	0	1	0	1	0	1	1	0	0	0	վերև
upholstery	0	0	0	0	0	0	0	0	0	0	պաստառագործություն
upland	0	0	0	0	0	0	0	0	0	0	բարձրադիր
uplands	0	0	0	0	0	0	0	0	0	0	բարձրավանդակներ
uplift	0	1	0	0	1	0	1	0	0	1	վերելք
upper	0	0	0	0	0	0	0	0	0	0	վերին
upright	0	0	0	0	0	0	1	0	0	1	ուղղաձիգ
uprising	1	1	0	1	0	1	0	0	0	0	ապստամբություն
uproar	0	0	0	0	0	1	0	0	0	0	աղմուկ
upset	1	0	0	0	0	1	0	1	0	0	վրդովված
upshot	0	0	0	0	0	0	0	0	0	0	արդյունքը
upstairs	0	0	0	0	0	0	0	0	0	0	վերևում
upstart	0	0	0	0	0	0	0	0	0	0	սկզբից
