English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Romanian Word
singularly	0	0	0	0	0	0	0	0	1	0	singular
sinister	1	0	1	1	0	1	0	0	0	0	sinistru
sink	0	0	0	0	0	0	0	0	0	0	chiuvetă
sinner	1	0	1	1	0	1	0	1	0	0	păcătos
sinning	0	0	1	0	0	1	0	0	0	0	păcătuind
sinus	0	0	0	0	0	0	0	0	0	0	sinusurilor
sip	0	0	0	0	0	0	0	0	0	0	înghiţitură
siphon	0	0	0	0	0	0	0	0	0	0	sifon
sir	0	0	0	0	0	0	1	0	0	1	domnule
sire	0	0	0	0	0	0	0	0	0	0	sire
siren	0	0	0	1	0	1	0	0	0	0	sirenă
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	sora
sisterhood	1	0	0	0	0	0	1	1	1	1	fraternitate
site	0	0	0	0	0	0	0	0	0	0	site-ul
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	stând
situate	0	0	0	0	0	0	0	0	0	0	situa
situated	0	0	0	0	0	0	0	0	0	0	situat
situation	0	0	0	0	0	0	0	0	0	0	situatie
sixth	0	0	0	0	0	0	0	0	0	0	şaselea
sixty	0	0	0	0	0	0	0	0	0	0	şaizeci
size	0	0	0	0	0	0	0	0	0	0	mărimea
sizzle	1	0	0	0	0	0	0	0	0	0	sfârâie
skate	0	0	0	0	0	0	0	0	0	0	patine
skating	0	0	0	0	0	0	0	0	0	0	patinaj
skein	0	0	0	0	0	0	0	0	0	0	jurubiţă
skeleton	0	0	0	0	0	0	0	0	0	0	schelet
skeptic	0	0	0	0	0	0	0	0	0	0	sceptic
skeptical	0	0	0	0	0	1	0	0	0	0	sceptic
skepticism	0	0	0	0	0	0	0	0	0	0	scepticism
sketch	0	0	0	0	0	0	0	0	0	0	schiță
sketchy	0	0	0	0	0	1	0	0	0	0	supusă
skewed	1	1	0	0	0	1	0	0	0	0	deformat
skewer	0	0	0	0	0	0	0	0	0	0	frigarui
ski	0	0	0	0	0	0	0	0	0	0	schi
skid	1	0	0	1	0	1	0	1	0	0	derapaj
skiff	0	0	0	0	0	0	0	0	0	0	schif
skill	0	0	0	0	0	0	0	0	0	0	pricepere
skilled	0	0	0	0	0	0	1	0	0	0	calificat
skillet	0	0	0	0	0	0	0	0	0	0	tigaie
skillful	0	0	0	0	0	0	1	0	0	1	abil
skim	0	0	0	0	0	0	0	0	0	0	degresare
skin	0	0	0	0	0	0	0	0	0	0	piele
skinny	0	0	0	0	0	0	0	0	0	0	slab
skip	0	0	0	0	0	1	0	0	0	0	ocolire
skipper	0	0	0	0	0	0	0	0	0	0	căpitanul
skirmish	1	0	0	0	0	1	0	0	0	0	încăierare
skirt	0	0	0	0	0	0	0	0	0	0	fusta
skirting	0	0	0	0	0	0	0	0	0	0	plinte
skirts	0	0	0	0	0	0	0	0	0	0	fuste
skit	0	0	0	0	0	0	0	0	0	0	satiră
skull	0	0	0	0	0	0	0	0	0	0	craniu
skunk	0	0	0	0	0	0	0	0	0	0	sconcs
sky	0	0	0	0	0	0	1	0	0	0	cer
skyscraper	0	0	0	0	0	0	0	0	0	0	zgârie-nori
slab	0	0	0	0	0	0	0	0	0	0	dală
slack	0	0	0	0	0	1	0	0	0	0	leneş
slag	0	0	0	0	0	1	0	0	0	0	zgură
slam	1	0	0	1	0	1	0	0	1	0	trânti
slander	1	0	1	0	0	1	0	0	0	0	calomnie
slanderous	0	0	0	0	0	1	0	0	0	0	calomnios
slang	0	0	0	0	0	0	0	0	0	0	argou
slant	0	0	0	0	0	0	0	0	0	0	înclinat
slap	1	0	0	0	0	1	0	0	1	0	palmă
slash	1	0	0	0	0	0	0	0	0	0	bară oblică
slashes	0	0	0	0	0	0	0	0	0	0	tăieturi
slate	0	0	0	0	0	0	1	0	0	0	ardezie
slates	0	0	0	0	0	0	0	0	0	0	ardezie
slaughter	1	0	1	1	0	1	0	1	1	0	sacrificarea
slaughterhouse	1	0	1	1	0	1	0	1	0	0	abator
slaughtering	1	0	1	1	0	1	0	1	1	0	sacrificarea
slave	1	0	0	1	0	1	0	1	0	0	sclav
slavery	1	0	1	1	0	1	0	1	0	0	robie
slay	1	0	0	0	0	1	0	0	0	0	ucide
slayer	1	0	1	1	0	1	0	1	1	0	ucigaș
sledge	0	0	0	0	0	0	0	0	0	0	Culisare
sleek	0	0	0	0	0	0	1	0	0	0	elegant
sleep	0	0	0	0	0	0	0	0	0	0	dormi
sleeper	0	0	0	0	0	0	0	0	0	0	vagon de dormit
sleeping	0	0	0	0	0	0	0	0	0	0	dormit
sleeplessness	0	0	0	0	0	0	0	0	0	0	insomnie
sleepy	0	0	0	0	0	0	0	0	0	0	somnoros
sleet	0	0	0	0	0	1	0	0	0	0	lapoviță
sleeve	0	0	0	0	0	0	0	0	0	0	mânecă
sleeveless	0	0	0	0	0	0	0	0	0	0	fără mâneci
sleigh	0	0	0	0	0	0	0	0	0	0	sanie
sleight	0	0	0	0	0	0	0	0	0	0	joc de joc
slender	0	0	0	0	0	0	1	0	0	0	subţire
sleuth	0	0	0	0	0	0	0	0	0	0	detectiv
slice	0	0	0	0	0	0	0	0	0	0	felie
slick	0	0	0	0	0	0	0	0	0	0	slick
slide	0	0	0	0	0	0	0	0	0	0	diapozitiv
sliding	0	0	0	0	0	0	0	0	0	0	alunecare
slight	0	0	0	0	0	0	0	0	0	0	uşor
slightly	0	0	0	0	0	0	0	0	0	0	puțin
slim	0	0	0	0	0	0	1	0	0	0	subţire
slime	0	0	1	0	0	0	0	0	0	0	slime
slimy	0	0	1	0	0	1	0	0	0	0	vâscos
sling	0	0	0	0	0	0	0	0	0	0	praştie
slink	0	0	0	0	0	1	0	0	0	0	se furişa
slip	0	0	0	0	0	1	0	0	1	0	alunecare
slipper	0	0	0	0	0	0	0	0	0	0	papuc
slippers	0	0	0	0	0	0	0	0	0	0	papuci
slit	0	0	0	0	0	0	0	0	0	0	fantă
sliver	0	0	0	0	0	0	0	0	0	0	surcea
slogan	0	0	0	0	0	0	0	0	0	0	slogan
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	panta
slope	0	0	0	0	0	0	0	0	0	0	pantă
sloppy	0	0	1	0	0	1	0	0	0	0	neglijent
slot	0	0	0	0	0	0	0	0	0	0	slot
sloth	0	0	1	0	0	1	0	0	0	0	Lene
slouch	0	0	0	0	0	1	0	0	0	0	nepriceput
slough	0	0	0	0	0	1	0	0	0	0	mlaştină
slow	0	0	0	0	0	0	0	0	0	0	încet
slowly	0	0	0	0	0	0	0	0	0	0	încet
slowness	0	0	0	0	0	1	0	0	0	0	încetineala
sludge	0	0	1	0	0	1	0	0	0	0	nămol
slug	0	0	1	0	0	1	0	0	0	0	melc
sluggish	0	0	0	0	0	1	0	1	0	0	lent
sluice	0	0	0	0	0	0	0	0	0	0	ecluză
slum	0	0	1	0	0	1	0	0	0	0	mahala
slumber	0	0	0	0	0	0	0	0	0	0	dormita
slump	0	0	0	0	0	1	0	1	0	0	criză
slur	1	0	1	0	0	1	0	1	0	0	Insulta
slush	0	0	1	0	0	1	0	0	1	0	noroi
slut	1	0	1	0	0	1	0	0	0	0	curvă
sly	1	0	1	1	0	1	0	0	0	0	viclean
smack	1	0	0	0	0	1	0	0	0	0	scrack
small	0	0	0	0	0	1	0	0	0	0	mic
smaller	0	0	0	0	0	0	0	0	0	0	mai mici
smallest	0	0	0	0	0	0	0	0	0	0	cel mai mic
smash	1	0	0	1	0	1	0	0	0	0	lovitura
smashed	0	0	0	0	0	1	0	0	0	0	zdrobit
smattering	0	0	0	0	0	1	0	0	0	0	brumă
smear	0	0	0	0	0	0	0	0	0	0	frotiu
smell	1	0	1	0	0	1	0	0	0	0	miros
smelling	0	0	1	0	0	1	0	0	0	0	mirosind
smelt	0	0	0	0	0	0	0	0	0	0	mirosit
smile	0	0	0	0	1	0	1	0	1	1	zâmbet
smiling	0	0	0	0	1	0	1	0	0	0	zâmbitor
smirk	0	0	0	0	0	1	0	0	0	0	rânjet
smite	1	0	0	1	0	1	0	1	0	0	lovi
smith	0	0	0	0	0	0	0	0	0	1	fierar
smitten	0	0	0	0	0	0	1	0	0	0	lovit
smoker	0	0	0	0	0	1	0	0	0	0	fumător
smokey	0	0	0	0	0	0	0	0	0	0	afumat
smoking	0	0	0	0	0	0	0	0	0	0	fumat
smoky	0	0	0	0	0	0	0	0	0	0	fumuriu
smoldering	0	0	0	0	0	0	0	0	0	0	mocnit
smoothly	0	0	0	0	0	0	0	0	0	0	lin
smoothness	0	0	0	0	0	0	1	0	0	0	finete
smother	1	0	0	0	0	1	0	0	0	0	sufoca
smudge	0	0	0	0	0	1	0	0	0	0	pete
smug	0	0	0	0	0	1	0	0	0	0	îngâmfat
smuggle	0	0	0	1	0	1	0	0	0	0	contrabandă
smuggler	1	0	1	1	0	1	0	0	0	0	contrabandist
smuggling	0	0	0	0	0	1	0	0	0	0	contrabandă
smut	0	0	1	1	0	1	0	0	0	0	negru de fum
snack	0	0	0	0	0	0	0	0	0	0	gustare
snacks	0	0	0	0	0	0	0	0	0	0	gustări
snag	0	0	0	0	0	1	0	0	1	0	inconvenient
snags	0	0	0	0	0	1	0	0	0	0	zăvoare
snail	0	0	0	0	0	0	0	0	0	0	melc
snake	0	0	1	1	0	1	0	0	0	0	şarpe
snap	0	0	0	0	0	0	0	0	0	0	snap
snapshot	0	0	0	0	0	0	0	0	0	0	instantaneu
snare	0	0	0	1	0	1	0	0	0	0	cursă
snarl	1	0	1	0	0	1	0	0	0	0	mârâit
snarling	1	0	0	0	0	1	0	0	0	0	mârâind
snatch	0	0	0	0	0	0	0	0	0	0	smulge
sneak	1	0	0	1	0	1	0	0	1	0	a strecura
sneakers	0	0	0	0	0	0	0	0	0	0	adidași
sneaking	0	1	0	1	0	1	0	0	0	1	furișându-se
sneer	1	0	1	0	0	1	0	0	0	0	insinuare
sneeze	0	0	1	0	0	1	0	0	1	0	strănut
sneezing	0	0	0	0	0	0	0	0	0	0	strănut
snicker	0	0	0	0	0	0	1	0	0	0	nechezat
snide	0	0	0	0	0	1	0	0	0	0	şmecheresc
sniff	0	0	0	0	0	0	0	0	0	0	Adulmeca
snip	0	0	0	0	0	0	0	0	0	0	croitor
snipe	0	0	0	0	0	0	0	0	0	0	becatina
snippet	0	0	0	0	0	0	0	0	0	0	fragment
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	pui de somn
snore	0	0	0	0	0	0	0	0	0	0	sforăit
snort	0	0	0	0	0	0	0	1	0	0	pufni
snout	0	0	0	0	0	0	0	0	0	0	bot
snow	0	0	0	0	0	0	0	0	0	0	zăpadă
snowball	0	0	0	0	0	0	0	0	0	0	bulgare de zapada
snowflake	0	0	0	0	0	0	0	0	0	0	fulg de nea
snowy	0	0	0	0	0	0	0	0	0	0	înzăpezit
snuff	0	0	0	0	0	0	0	0	0	0	tutun
soak	0	0	0	0	0	1	0	0	0	0	înmuiat
soaking	0	0	0	0	0	0	0	0	0	0	înmuiere
soap	0	0	0	0	0	0	0	0	0	0	săpun
soapy	0	0	0	0	0	0	0	0	0	0	cu săpun
soaring	0	0	0	0	0	0	0	0	0	0	avântându-se
sob	0	0	0	0	0	1	0	1	0	0	suspin
sobriety	0	0	0	0	0	0	1	0	0	1	sobrietate
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	fotbal
sociable	0	0	0	0	0	0	1	0	0	0	sociabil
social	0	0	0	0	0	0	0	0	0	0	social
socialism	0	0	1	1	0	0	0	0	0	0	socialism
socialist	1	0	1	1	0	1	0	1	0	0	socialist
society	0	0	0	0	0	0	0	0	0	0	societate
sock	0	0	0	0	0	0	0	0	0	0	ciorap
socket	0	0	0	0	0	0	0	0	0	0	priză
sod	0	0	0	0	0	0	0	0	0	0	gazon
sofa	0	0	0	0	0	0	0	0	0	0	canapea
softening	0	0	0	0	0	0	0	0	0	0	înmuiere
softness	0	0	0	0	0	0	0	0	0	0	moliciune
soggy	0	0	0	0	0	0	0	0	0	0	ud
soil	0	0	1	0	0	1	0	0	0	0	sol
soiled	0	0	1	0	0	1	0	0	0	0	murdarit
sojourn	0	0	0	0	0	0	0	0	0	0	şederea
solace	0	0	0	0	0	0	1	0	0	0	consolare
solar	0	0	0	0	0	0	0	0	0	0	solar
solder	0	0	0	0	0	0	0	0	0	0	lipire
soldering	0	0	0	0	0	0	0	0	0	0	lipirea
soldier	1	0	0	0	0	0	1	1	0	0	soldat
sole	0	0	0	0	0	0	0	0	0	0	unic
solicit	0	0	0	0	0	0	0	0	0	0	solicita
solicitation	0	0	0	0	0	0	0	0	0	0	solicitare
solicitor	0	0	0	0	0	0	0	0	0	0	avocat
solid	0	0	0	0	0	0	1	0	0	0	solid
solidarity	0	0	0	0	0	0	0	0	0	1	solidaritate
solidification	0	0	0	0	0	0	0	0	0	0	solidificare
solidified	0	0	0	0	0	0	0	0	0	0	solidificat
solidify	0	0	0	0	0	0	0	0	0	0	solidifica
solidity	0	0	0	0	0	0	1	0	0	1	soliditate
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	solitar
solitude	0	0	0	0	0	0	0	0	0	0	singurătate
solo	0	0	0	0	0	0	0	0	0	0	solo
solubility	0	0	0	0	0	0	0	0	0	0	solubilitate
soluble	0	0	0	0	0	0	0	0	0	0	solubil
solution	0	0	0	0	0	0	1	0	0	0	soluţie
solve	0	0	0	0	0	0	0	0	0	0	rezolva
solvency	0	0	0	0	0	0	1	0	0	0	solvabilitate
solvent	0	0	0	0	0	0	0	0	0	0	solvent
somatic	0	0	0	0	0	1	0	0	1	0	somatic
somber	0	0	0	0	0	1	0	1	0	0	sumbru
son	0	0	0	0	0	0	0	0	0	0	fiul
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonată
song	0	0	0	0	0	0	0	0	0	0	cântec
sonnet	0	0	0	0	1	0	1	1	0	0	sonet
sonorous	0	0	0	0	1	0	1	0	0	0	sonor
soot	0	0	1	0	0	1	0	0	0	0	funingine
soothe	0	0	0	0	0	0	1	0	0	0	calma
soothing	0	0	0	0	1	0	1	0	0	1	liniştitor
sophomore	0	0	0	0	0	0	0	0	0	0	student al doilea
soprano	0	0	0	0	0	0	0	0	0	0	soprană
sorcerer	0	0	0	0	0	0	0	0	0	0	vrăjitor
sorcery	0	1	0	1	0	1	0	0	1	0	vrăjitorie
sordid	1	0	1	1	0	1	0	1	0	0	sordid
sore	1	0	0	0	0	1	0	1	0	0	inflamat
sorely	0	0	0	0	0	1	0	1	0	0	amarnic
soreness	0	0	1	0	0	1	0	1	0	0	durere
sorghum	0	0	0	0	0	0	0	0	0	0	sorg
sorority	0	0	0	0	0	0	0	0	0	0	sorority
sorrow	0	0	0	1	0	1	0	1	0	0	întristare
sorrowful	0	0	0	0	0	1	0	1	0	0	întristată
sort	0	0	0	0	0	0	0	0	0	0	fel
sorter	0	0	0	0	0	0	1	0	0	0	sortator
sortie	0	0	0	1	0	1	0	0	0	0	ieşire
sorting	0	0	0	0	0	0	0	0	0	0	triere
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	fără suflet
soulmate	0	0	0	1	0	1	0	0	0	0	suflet pereche
sound	0	0	0	0	0	0	0	0	0	0	sunet
sounding	0	0	0	0	0	0	0	0	0	0	sunând
soundness	0	1	0	0	1	0	1	0	0	1	soliditatea
soup	0	0	0	0	0	0	1	0	0	0	supă
sour	0	0	1	0	0	1	0	0	0	0	acru
source	0	0	0	0	0	0	0	0	0	0	sursă
souvenir	0	0	0	0	0	0	0	0	0	0	suvenir
sovereign	0	0	0	0	0	0	0	0	0	1	suveran
sovereignty	0	0	0	0	0	0	0	0	0	0	suveranitate
sow	0	0	0	0	0	0	0	0	0	0	scroafă
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	spaţiu
spacious	0	0	0	0	0	0	1	0	0	0	spatios
spade	0	0	0	0	0	0	0	0	0	0	cazma
span	0	0	0	0	0	0	0	0	0	0	span
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	lovitură
spanking	1	0	0	0	0	0	0	0	0	0	bătaie
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	de rezervă
sparingly	0	0	0	0	0	0	0	0	0	0	cu cumpătare
spark	0	0	0	0	0	0	0	0	0	0	scânteie
sparkle	0	1	0	0	1	0	1	0	1	0	scânteie
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	rar
spasm	0	0	0	1	0	1	0	0	0	0	spasm
spat	1	0	0	0	0	1	0	0	0	0	scuipat
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	icre
speaker	0	0	0	0	0	0	0	0	0	0	difuzor
speaking	0	0	0	0	0	0	0	0	0	0	vorbitor
spear	1	1	0	1	0	1	0	0	0	0	suliţă
special	0	0	0	0	1	0	1	0	0	0	special
specialist	0	0	0	0	0	0	0	0	0	1	specialist
speciality	0	0	0	0	0	0	0	0	0	0	specialitate
specialize	0	0	0	0	0	0	0	0	0	1	se specializează
specially	0	0	0	0	0	0	0	0	0	0	special
specie	0	0	0	0	0	0	1	0	0	0	specie
species	0	0	0	0	0	0	0	0	0	0	specii
specific	0	0	0	0	0	0	0	0	0	0	specific
specification	0	0	0	0	0	0	0	0	0	0	specificație
specimen	0	0	0	0	0	0	0	0	0	0	specimen
speck	0	0	1	0	0	1	0	0	0	0	pata
speckled	0	0	0	0	0	0	0	0	0	0	pătat
specs	0	0	0	0	0	0	0	0	0	0	specificații
spectacle	0	0	0	0	0	1	1	0	0	0	spectacol
spectacles	0	0	0	0	0	0	0	0	0	0	ochelari
spectacular	0	1	0	0	0	0	0	0	1	0	spectaculos
spectator	0	0	0	0	0	0	0	0	0	0	spectator
specter	0	0	0	1	0	1	0	1	0	0	spectru
spectral	0	0	0	0	0	1	0	0	0	0	spectral
spectrometer	0	0	0	0	0	0	0	0	0	0	spectrometru
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrofotometru
spectroscopy	0	0	0	0	0	0	0	0	0	0	spectroscopie
spectrum	0	0	0	0	0	0	0	0	0	0	spectru
speculate	0	0	0	0	0	0	0	0	0	0	specula
speculation	0	0	0	1	0	1	0	1	0	0	speculație
speculative	0	1	0	0	0	0	0	0	0	0	speculativ
speculum	0	0	0	0	0	0	0	0	0	0	speculum
speech	0	0	0	0	0	0	1	0	0	0	vorbire
speechless	0	0	0	0	0	0	0	0	0	0	mut
speed	0	0	0	0	0	0	0	0	0	0	viteză
speedily	0	0	0	0	0	0	0	0	0	0	repede
speedometer	0	0	0	0	0	0	0	0	0	0	vitezometru
speedway	0	0	0	0	0	0	0	0	0	0	autostradă
speedy	0	0	0	0	0	0	1	0	0	0	rapid
spellbound	0	0	0	0	0	0	0	0	0	0	vrăjit
spelling	0	0	0	0	0	0	1	0	0	0	ortografie
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	petrece
spent	0	0	0	0	0	1	0	0	0	0	a petrecut
sperm	0	0	0	0	0	0	0	0	0	0	sperma
spew	0	0	1	0	0	0	0	0	0	0	scuipa
sphere	0	0	0	0	0	0	0	0	0	0	sferă
spherical	0	0	0	0	0	0	0	0	0	0	sferic
sphinx	0	0	0	0	0	0	0	0	0	0	Sfinx
spice	0	0	0	0	0	0	1	0	0	0	condiment
spicy	0	0	0	0	0	0	0	0	0	0	picant
spider	0	0	1	1	0	0	0	0	0	0	păianjen
spigot	0	0	0	0	0	0	0	0	0	0	robinet
spike	0	0	0	1	0	0	0	0	0	0	ţeapă
spiked	0	0	0	0	0	0	0	0	0	0	ghimpat
spiky	0	0	0	0	0	0	0	0	0	0	ţepos
spill	0	0	0	0	0	0	0	0	0	0	deversare
spin	0	0	0	0	0	0	0	0	0	0	a învârti
spinal	0	0	0	0	0	0	0	0	0	0	spinal
spindle	0	0	0	0	0	0	0	0	0	0	ax
spine	1	0	0	0	0	1	1	0	0	0	coloana vertebrală
spinning	0	0	0	0	0	0	0	0	0	0	învârtire
spinster	0	0	0	1	0	1	0	1	0	0	fată bătrână
spiny	0	0	0	0	0	0	0	0	0	0	spinos
spiral	0	0	0	0	0	0	0	0	0	0	spirală
spire	0	0	0	0	0	0	0	0	0	0	turlă
spirit	0	0	0	0	0	0	1	0	0	0	spirit
spirits	0	1	0	0	1	0	1	0	1	0	spiritele
spiritual	0	0	0	0	0	0	0	0	0	0	spiritual
spirituality	0	0	0	0	0	0	0	0	0	0	spiritualitate
spit	0	0	1	0	0	0	0	0	0	0	scuipat
spite	1	0	0	0	0	1	0	0	0	0	ciudă
spiteful	1	0	0	0	0	1	0	0	0	0	duşmănos
splash	0	0	0	0	0	0	0	0	1	0	stropi
spleen	0	0	0	0	0	0	0	0	0	0	splină
splendid	0	0	0	0	1	0	1	0	1	0	splendid
splendor	0	1	0	0	1	0	1	0	1	0	splendoare
splice	0	0	0	0	0	0	0	0	0	0	lipitură
spline	0	0	0	0	0	0	0	0	0	0	splina
splint	0	0	0	0	0	0	0	0	0	0	atelă
splinter	0	0	0	0	0	1	0	0	0	0	aşchie
split	0	0	0	0	0	1	0	0	0	0	Despică
splitting	0	0	0	0	0	1	0	1	0	0	despicare
splurge	0	0	0	0	0	0	0	0	0	0	a se răsfăța
spoil	0	0	1	0	0	1	0	0	0	0	strica
spoiler	0	0	0	0	0	1	0	1	0	0	spoiler
spoiling	0	0	0	0	0	0	0	0	0	0	stricarea
spoke	0	0	0	0	0	1	0	0	0	0	vorbit
spoken	0	0	0	0	0	0	0	0	0	0	vorbit
spokesman	0	0	0	0	0	0	0	0	0	1	purtător de cuvânt
sponge	0	0	0	0	0	1	0	0	0	0	burete
spongy	0	0	0	0	0	0	0	0	0	0	spongios
sponsor	0	0	0	0	0	0	1	0	0	1	sponsor
sponsorship	0	0	0	0	0	0	0	0	0	0	sponsorizare
spoof	0	0	0	0	0	0	0	0	0	0	falsificare
spook	0	0	0	1	0	1	0	0	0	0	sperie
spoon	0	0	0	0	0	0	0	0	0	0	linguriţă
spoonful	0	0	0	0	0	0	0	0	0	0	lingură
sporadic	0	0	0	0	0	0	0	0	0	0	sporadic
spore	0	0	0	0	0	0	0	0	0	0	spor
sport	0	0	0	0	0	0	0	0	0	0	sport
sporting	0	0	0	0	0	0	0	0	0	0	sportiv
sports	0	0	0	0	0	0	0	0	0	0	sport
sportsman	0	0	0	0	0	0	0	0	0	0	sportiv
spot	0	0	0	0	0	0	0	0	0	0	loc
spotless	0	0	0	0	0	0	1	0	0	1	imaculat
spotted	0	0	0	0	0	0	0	0	0	0	pestriţ
spotty	0	0	0	0	0	0	0	0	0	0	plină de coșuri
spousal	0	0	0	0	0	0	0	0	0	0	soţ
spouse	0	0	0	0	1	0	1	0	0	1	soție
spout	0	0	0	0	0	0	0	0	0	0	gura de scurgere
sprain	0	0	0	0	0	1	0	1	0	0	entorsă
sprawl	0	0	0	0	0	0	0	0	0	0	întindere
spray	0	0	0	0	0	0	0	0	0	0	spray
spread	0	0	0	0	0	0	0	0	0	0	răspândire
spree	0	0	0	0	0	1	0	0	0	0	sindrofie
sprinkling	0	0	0	0	0	0	0	0	0	0	stropire
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	germina
spruce	0	0	0	0	0	0	1	0	0	0	molid
spur	0	0	0	1	0	0	0	0	0	0	pinten
spurious	0	0	1	0	0	1	0	0	0	0	fals
spurred	0	0	0	0	0	0	0	0	0	0	incurajat
spurt	0	0	0	0	0	0	0	0	0	0	izbucni
spy	0	0	0	0	0	0	0	0	0	0	spion
squad	0	0	0	0	0	0	0	0	0	0	echipă
squadron	0	0	0	0	0	0	0	0	0	0	escadron
squall	0	0	0	1	0	1	0	1	0	0	vijelie
squamous	0	0	0	0	0	0	0	0	0	0	scuamoase
square	0	0	0	0	0	0	0	0	0	0	pătrat
squat	0	0	0	0	0	0	0	0	0	0	Genuflexiune
squatter	0	0	0	0	0	1	0	0	0	0	persoană care stă ghemuită
squeak	0	0	0	0	0	0	0	0	0	0	chiţăit
squeal	0	0	0	0	0	0	0	0	0	0	scârțâit
squeamish	0	0	1	1	0	1	0	0	0	0	zguduitor
squeeze	0	0	0	0	0	0	0	0	0	0	stoarce
squeezing	0	0	0	0	0	0	0	0	0	0	strângerea
squelch	1	0	1	0	0	1	0	0	0	0	squelch
squint	0	0	0	0	0	0	0	0	0	0	strabism
squire	0	0	0	0	0	0	0	0	0	0	scutier
squirm	0	0	1	0	0	1	0	0	0	0	se agita
squirrel	0	0	0	0	0	0	0	0	0	0	veveriţă
squirt	0	0	0	0	0	0	0	0	0	0	uda
stab	1	0	0	1	0	1	0	1	1	0	înjunghia
stability	0	0	0	0	0	0	0	0	0	0	stabilitate
stable	0	0	0	0	0	0	1	0	0	1	grajd
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	grămadă
staff	0	0	0	0	0	0	0	0	0	0	personal
stag	0	0	0	0	0	0	0	0	0	0	cerb
stage	0	0	0	0	0	0	0	0	0	0	etapă
stagger	0	0	0	0	0	0	0	0	1	0	clătina
staggering	0	0	0	0	0	1	0	0	0	0	zguduitoare
stagnant	0	0	0	0	0	1	0	1	0	0	stagnantă
stagnation	0	0	0	0	0	0	0	0	0	0	stagnare
staid	0	0	0	0	0	0	0	0	0	0	neschimbat
stain	0	0	1	0	0	1	0	0	0	0	pata
stainless	0	0	0	0	0	0	1	0	0	0	inoxidabil
stair	0	0	0	0	0	0	0	0	0	0	scara
staircase	0	0	0	0	0	0	0	0	0	0	scară
stairway	0	0	0	0	0	0	0	0	0	0	scara
stake	0	0	0	0	0	0	0	0	0	0	miza
stale	0	0	0	0	0	1	0	0	0	0	stătut
stalemate	1	0	1	0	0	0	0	0	0	0	impas
stalk	0	0	0	1	0	1	0	0	0	0	tulpină
stall	0	0	1	0	0	0	0	0	0	0	stand
stallion	0	0	0	0	0	0	1	0	0	0	armăsar
stalls	0	0	0	0	0	0	0	0	0	0	grajduri
stalwart	0	0	0	0	0	0	1	0	0	0	stăruitor
stamina	0	0	0	0	0	0	1	0	0	1	rezistență
stamp	0	0	0	0	0	0	0	0	0	0	timbru
stand	0	0	0	0	0	0	0	0	0	0	stand
standard	0	0	0	0	0	0	0	0	0	0	standard
standardize	0	0	0	0	0	0	0	0	0	0	standardiza
standing	0	0	0	0	0	0	1	0	0	0	permanent
standoff	1	0	0	1	0	1	0	0	0	0	standoff
standpoint	0	0	0	0	0	0	0	0	0	0	punct de vedere
standstill	1	0	0	0	0	1	0	0	0	0	oprire
stanza	0	0	0	0	0	0	0	0	0	0	strofă
staple	0	0	0	0	0	0	0	0	0	0	capsă
star	0	1	0	0	1	0	1	0	0	1	stea
starboard	0	0	0	0	0	0	0	0	0	0	tribord
starch	0	0	0	0	0	0	0	0	0	0	amidon
stare	0	0	0	0	0	0	0	0	0	0	privirea
staring	0	0	0	0	0	1	0	0	0	0	uitându-se
stark	0	0	0	0	0	1	0	0	0	1	puternic
starlight	0	0	0	0	0	0	1	0	0	0	lumina stelelor
starry	0	1	0	0	1	0	1	0	0	0	înstelat
stars	0	0	0	0	0	0	0	0	0	0	stele
start	0	1	0	0	0	0	0	0	0	0	start
