English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Traditional Word
subpoena	0	0	0	0	0	1	0	0	0	0	傳票
subscribe	0	1	0	0	0	0	0	0	0	0	訂閱
subscription	0	0	0	0	0	0	0	0	0	0	訂閱
subsequence	0	0	0	0	0	0	0	0	0	0	子序列
subsequent	0	0	0	0	0	0	0	0	0	0	隨後的
subsequently	0	0	0	0	0	0	0	0	0	0	隨後
subset	0	0	0	0	0	0	0	0	0	0	子集
subside	0	0	0	0	0	0	0	0	0	0	塌陷
subsidence	0	0	0	0	0	1	0	1	0	0	沉降
subsidiary	0	0	0	0	0	0	0	0	0	0	子公司
subsidize	0	0	0	0	0	0	0	0	0	0	資助
subsidy	1	0	1	0	0	1	0	0	0	0	補貼
subsist	0	0	0	0	0	1	0	0	0	0	生存
subsistence	0	0	0	0	0	0	0	0	0	0	維持生計
subsoil	0	0	0	0	0	0	0	0	0	0	底土
substance	0	0	0	0	0	0	1	0	0	0	物質
substantially	0	0	0	0	0	0	0	0	0	0	實質上
substantiate	0	0	0	0	0	0	0	0	0	1	證實
substantive	0	0	0	0	0	0	1	0	0	0	實質性
substitute	0	0	0	0	0	0	0	0	0	0	代替
substituted	0	0	0	0	0	0	0	0	0	0	取代
substitution	0	0	0	0	0	0	0	0	0	0	替代
substructure	0	0	0	0	0	0	0	0	0	0	子結構
subterranean	0	0	0	0	0	0	0	0	0	0	地下
subtle	0	0	0	0	0	0	0	0	0	0	微妙的
subtlety	0	0	0	0	0	0	0	0	0	0	微妙
subtract	0	0	0	0	0	1	0	0	0	0	減去
subtraction	0	0	0	0	0	0	0	0	0	0	減法
subtype	0	0	0	0	0	0	0	0	0	0	亞型
suburb	0	0	0	0	0	0	0	0	0	0	市郊
suburban	0	0	0	0	0	0	0	0	0	0	郊區的
suburbs	0	0	0	0	0	0	0	0	0	0	郊區
subversion	1	0	0	1	0	1	0	0	0	0	顛覆
subversive	1	0	0	0	0	1	0	0	1	0	顛覆性的
subvert	0	0	1	1	0	1	0	1	0	0	顛覆
subway	0	0	0	0	0	0	0	0	0	0	地鐵
succeed	0	1	0	0	1	0	1	0	1	1	成功
succeeding	0	1	0	0	1	0	1	0	0	1	成功
success	0	1	0	0	1	0	1	0	0	0	成功
successful	0	1	0	0	1	0	1	0	0	1	成功的
succession	0	0	0	0	0	0	0	0	0	0	演替
successive	0	0	0	0	0	0	0	0	0	0	連續
successor	0	0	0	0	0	0	0	0	0	0	接班人
succinct	0	0	0	0	0	0	1	0	0	0	簡潔
succulent	0	0	0	0	0	1	1	0	0	0	多汁的
succumb	0	0	0	0	0	1	0	0	0	0	屈服
suck	0	0	0	0	0	1	0	0	0	0	吸
sucker	1	0	0	0	0	1	0	0	0	0	吸盤
sucking	0	0	0	0	0	0	0	0	0	0	吸吮
suckling	0	0	0	0	0	0	0	0	0	0	乳
suction	0	0	0	0	0	0	0	0	0	0	吸
sudden	0	0	0	0	0	0	0	0	1	0	突然
suddenly	0	0	0	0	0	0	0	0	1	0	突然
sue	1	0	0	0	0	1	0	1	0	0	起訴
suffer	0	0	0	0	0	1	0	0	0	0	遭受
sufferer	0	0	0	1	0	1	0	1	0	0	患者
suffering	0	0	1	1	0	1	0	1	0	0	痛苦
suffice	0	0	0	0	0	0	0	0	0	0	夠了
sufficiency	0	0	0	0	0	0	1	0	0	0	充分性
sufficient	0	0	0	0	0	0	0	0	0	0	充足的
sufficiently	0	0	0	0	0	0	0	0	0	0	充分地
suffix	0	0	0	0	0	0	0	0	0	0	後綴
suffocating	0	0	1	1	0	1	0	1	0	0	令人窒息的
suffocation	1	0	0	1	0	1	0	0	0	0	窒息
sugar	0	0	0	0	0	0	1	0	0	0	糖
suggest	0	0	0	0	0	0	0	0	0	1	建議
suggestion	0	0	0	0	0	0	0	0	0	0	建議
suggestive	0	0	0	0	0	0	0	0	0	0	暗示的
suicidal	1	0	1	1	0	1	0	1	0	0	自殺的
suicide	1	0	0	1	0	1	0	1	0	0	自殺
suit	0	0	0	0	0	0	0	0	0	0	套裝
suitable	0	0	0	0	0	0	1	0	0	0	合適的
suite	0	0	0	0	0	0	0	0	0	0	套房
suitor	0	0	0	0	0	0	0	0	0	0	求婚者
sullen	1	0	0	0	0	1	0	1	0	0	憂鬱
sulphur	0	0	0	0	0	0	0	0	0	0	硫
sultan	0	0	0	1	0	0	0	0	0	0	蘇丹
sultry	0	0	0	0	0	0	1	0	0	0	悶熱
sum	0	0	0	0	0	0	0	0	0	0	和
summarily	0	0	0	0	0	0	0	0	0	0	概括地說
summarize	0	0	0	0	0	0	0	0	0	0	總結
summary	0	0	0	0	0	0	0	0	0	0	概括
summation	0	0	0	0	0	0	0	0	0	0	求和
summer	0	0	0	0	0	0	0	0	0	0	夏天
summit	0	0	0	0	0	0	0	0	0	0	首腦
summon	0	0	0	0	0	0	0	0	0	0	召喚
summons	0	0	0	0	0	1	0	0	0	0	傳票
sumo	0	0	0	0	0	0	0	0	0	0	相撲
sump	0	0	1	0	0	0	0	0	0	0	油底殼
sumptuous	0	0	0	0	0	0	0	0	0	0	豪華
sun	0	1	0	0	1	0	1	0	1	1	太陽
sunbeam	0	0	0	0	0	0	0	0	0	0	陽光
sundial	0	1	0	0	0	0	0	0	0	1	晷
sundown	0	0	0	0	0	0	0	0	0	0	日落
sundry	0	0	0	0	0	0	0	0	0	0	雜項
sunglass	0	0	0	0	0	0	0	0	0	0	太陽鏡
sunglasses	0	0	0	0	0	0	0	0	0	0	太陽鏡
sunk	0	0	1	1	0	1	0	1	0	0	沉沒
sunless	0	0	0	0	0	0	0	0	0	0	沒有陽光的
sunlight	0	0	0	0	0	0	0	0	0	0	陽光
sunny	0	1	0	0	1	0	1	0	1	0	晴天
sunrise	0	0	0	0	0	0	0	0	0	0	日出
sunset	0	1	0	0	0	0	1	0	0	0	日落
sunshine	0	0	0	0	1	0	1	0	0	0	陽光
superannuation	0	0	0	0	0	0	0	0	0	0	退休金
superb	0	0	0	0	0	0	1	0	0	0	高超
superficial	0	0	0	0	0	1	0	0	0	0	淺
superfluous	0	0	0	0	0	1	0	0	0	0	多餘
superhuman	0	0	0	0	0	0	1	0	0	0	超人
superimposed	0	0	0	0	0	0	0	0	0	0	疊加
superintendent	0	0	0	0	0	0	0	0	0	0	主管
superior	0	0	0	0	0	0	1	0	0	0	優越的
superiority	0	0	0	0	0	0	1	0	0	0	優勢
superlative	0	0	0	0	0	0	0	0	0	0	最高級的
superman	0	0	0	0	1	0	1	0	0	1	超人
supermarket	0	0	0	0	0	0	0	0	0	0	超級市場
supernatant	0	0	0	0	0	0	0	0	0	0	上清
supernatural	0	0	0	0	0	0	0	0	0	0	超自然
superposition	0	0	0	0	0	0	0	0	0	0	疊加
supersede	0	0	0	0	0	0	0	0	0	0	取代
superstar	0	0	0	0	1	0	1	0	0	1	超級明星
superstition	0	0	0	1	0	1	1	0	0	0	迷信
superstitious	0	1	0	1	0	1	0	0	0	0	迷信的
supervise	0	0	0	0	0	0	0	0	0	0	監督
supervision	0	0	0	0	0	0	0	0	0	0	監督
supervisor	0	0	0	0	0	0	0	0	0	0	導師
supper	0	0	0	0	0	0	0	0	0	0	晚餐
supplant	0	0	0	0	0	0	0	0	0	0	取代
supple	0	0	0	0	0	0	0	0	0	0	柔軟的
supplement	0	0	0	0	0	0	0	0	0	0	補充
supplemental	0	0	0	0	0	0	0	0	0	0	補充的
supplementary	0	0	0	0	0	0	0	0	0	0	補充
supplication	0	0	0	0	0	0	1	0	0	1	懇求
supplies	0	0	0	0	0	0	1	0	0	0	補給品
supply	0	0	0	0	0	0	1	0	0	0	供應
supported	0	0	0	0	0	0	1	0	0	0	支持的
supporter	0	0	0	0	1	0	1	0	0	1	支持者
supporters	0	0	0	0	0	0	0	0	0	0	支持者
supporting	0	0	0	0	0	0	1	0	0	1	支持
suppose	0	0	0	0	0	0	0	0	0	0	認為
supposing	0	0	0	0	0	0	0	0	0	0	假如
supposition	0	0	0	0	0	0	0	0	0	0	假設
suppress	1	0	0	1	0	1	0	1	0	0	壓制
suppression	1	0	1	1	0	1	0	0	0	0	抑制
supremacy	1	1	0	1	1	1	1	0	1	1	霸權
supreme	0	0	0	0	0	0	1	0	0	0	最高
supremely	0	0	0	0	0	0	1	0	0	0	至高無上
surcharge	1	0	0	0	0	1	0	0	0	0	附加費
surety	0	0	0	0	0	0	1	0	0	1	保證
surf	0	0	0	0	0	0	0	0	0	0	衝浪
surface	0	0	0	0	0	0	0	0	0	0	表面
surge	0	0	0	0	0	0	0	0	1	0	湧
surgeon	0	0	0	0	0	0	0	0	0	0	外科醫生
surgery	0	0	0	1	0	0	0	1	0	0	手術
surly	1	0	1	0	0	1	0	0	0	0	粗暴
surmise	0	0	0	0	0	0	1	0	0	0	推測
surname	0	0	0	0	0	0	0	0	0	0	姓
surpassing	0	0	0	0	0	0	1	0	0	0	超越
surplus	0	0	0	0	0	0	0	0	0	0	剩餘
surprise	0	0	0	1	1	0	1	0	1	0	驚喜
surprised	0	0	0	0	0	0	0	0	1	0	吃驚
surprising	0	0	0	0	0	0	0	0	1	0	奇怪
surprisingly	0	1	0	0	0	0	0	0	1	0	出奇
surrender	0	0	0	1	0	1	0	1	0	0	投降
surrendering	0	0	0	0	0	1	0	1	0	0	投降
surrogate	0	0	0	0	0	0	0	0	0	1	代理
surround	0	1	0	0	0	1	1	0	0	0	環繞
surrounding	0	0	0	0	0	0	0	0	0	0	周圍
surroundings	0	0	0	0	0	0	0	0	0	0	環境
surveillance	0	0	0	1	0	0	0	0	0	0	監視
survey	0	0	0	0	0	0	0	0	0	0	民意調查
surveying	0	0	0	0	0	0	1	0	0	0	測量
surveyor	0	0	0	0	0	0	0	0	0	0	測量員
survival	0	0	0	0	0	0	0	0	0	0	生存
survive	0	0	0	0	0	0	1	0	0	0	存活
surviving	0	0	0	0	0	0	0	0	0	0	倖存下來
susceptibility	0	0	0	0	0	0	0	0	0	0	易感性
susceptible	0	0	0	0	0	1	0	0	0	0	易受影響的
suspect	0	0	0	1	0	1	0	0	0	0	嫌疑犯
suspected	0	0	0	0	0	0	0	0	0	0	懷疑
suspend	0	0	0	0	0	0	0	0	0	0	暫停
suspended	0	0	0	0	0	0	0	0	0	0	暫停
suspenders	0	0	0	0	0	0	0	0	0	0	吊帶
suspense	0	1	0	1	0	0	0	0	1	0	懸念
suspension	0	0	0	1	0	1	0	0	0	0	暫停
suspicion	0	0	0	1	0	1	0	0	0	0	懷疑
suspicions	0	0	0	0	0	0	0	0	0	0	懷疑
suspicious	1	1	0	0	0	1	0	0	0	0	可疑的
sustained	0	0	0	0	0	0	0	0	0	0	持續
sustenance	0	0	0	0	0	0	0	0	0	0	寄託
suture	0	0	0	0	0	0	0	0	0	0	縫合
swab	0	0	0	0	0	1	0	0	0	0	拭子
swag	0	0	0	0	0	0	0	0	0	0	贓物
swagger	0	0	0	0	0	0	0	0	0	0	昂首闊步
swallow	0	0	0	0	0	0	0	0	0	0	吞
swamp	0	0	1	1	0	1	0	0	0	0	沼澤
swamped	0	0	0	0	0	0	0	0	0	0	淹沒
swampy	0	0	1	1	0	1	0	0	0	0	沼澤
swan	0	0	0	0	0	0	0	0	0	0	天鵝
swap	0	0	0	0	0	0	0	0	0	0	交換
swarm	0	0	1	0	0	0	0	0	0	0	一群
swarming	0	0	0	0	0	0	0	0	0	0	蜂擁而至
swastika	1	0	0	1	0	1	0	0	0	0	卍
sway	0	0	0	0	0	0	0	0	0	0	搖擺
swear	0	0	0	0	0	0	1	0	0	1	發誓
swearing	0	0	0	0	0	0	0	0	0	0	咒罵
sweat	0	0	0	1	0	0	0	0	0	0	流汗
sweater	0	0	0	0	0	0	0	0	0	0	毛衣
sweating	0	0	0	0	0	0	0	0	0	0	出汗
sweep	0	0	0	0	0	0	0	0	0	0	掃
sweeping	0	0	0	0	0	0	0	0	0	0	掃地
sweet	0	1	0	0	1	0	1	0	1	1	甜的
sweeten	0	0	0	0	0	0	0	0	0	0	變甜
sweetened	0	0	0	0	0	0	0	0	0	0	加糖的
sweetener	0	0	0	0	0	0	0	0	0	0	甜味劑
sweetheart	0	1	0	0	1	0	1	1	0	1	親愛的
sweetie	0	0	0	0	0	0	1	0	0	0	甜心
sweetness	0	0	0	0	0	0	1	0	0	0	甜味
sweets	0	1	0	0	1	0	1	0	0	0	糖果
swell	0	0	0	0	0	0	0	0	0	0	脹
swelling	0	0	0	1	0	1	0	0	0	0	腫脹
sweltering	0	0	0	0	0	0	0	0	0	0	悶熱
swerve	0	0	0	1	0	0	0	0	1	0	轉向
swift	0	0	0	0	0	0	1	0	0	0	迅速
swiftly	0	0	0	0	0	0	0	0	0	0	迅速
swig	0	0	1	0	0	1	0	0	0	0	痛飲
swim	0	1	0	1	1	0	1	0	0	0	游泳
swimming	0	0	0	0	0	0	0	0	0	0	游泳
swine	0	0	1	0	0	1	0	0	0	0	豬
swing	0	0	0	0	0	0	0	0	0	0	搖擺
swinging	0	0	0	0	0	0	0	0	0	0	搖擺
swish	0	0	0	0	0	0	0	0	0	0	嗖嗖
switch	0	0	0	0	0	0	0	0	0	0	轉變
swivel	0	0	0	0	0	0	0	0	0	0	旋轉
swollen	0	0	0	0	0	1	0	0	0	0	腫
swoon	0	0	0	0	0	0	0	0	0	0	昏厥
swoop	0	0	0	0	0	0	0	0	0	0	猛撲
sword	0	0	0	0	0	0	0	0	0	0	劍
syllable	0	0	0	0	0	0	0	0	0	0	音節
syllabus	0	0	0	0	0	0	0	0	0	0	教學大綱
symbol	0	0	0	0	0	0	0	0	0	0	象徵
symbolic	0	0	0	0	0	0	1	0	0	0	象徵性的
symbolically	0	0	0	0	0	0	0	0	0	0	象徵性地
symbolism	0	0	0	0	0	0	0	0	0	0	象徵主義
symbolize	0	0	0	0	0	0	0	0	0	0	象徵
symmetric	0	0	0	0	0	0	0	0	0	0	對稱的
symmetrical	0	0	0	0	0	0	1	0	0	0	對稱的
symmetry	0	0	0	0	1	0	1	0	0	1	對稱
sympathetic	0	0	0	1	1	0	1	1	0	1	同情的
sympathize	0	0	0	0	0	0	0	1	0	0	同情
sympathy	0	0	0	0	0	0	1	1	0	0	同情
symphony	0	1	0	0	1	0	1	0	0	0	交響樂
symptom	0	0	0	0	0	1	0	0	0	0	症狀
symptomatic	0	0	0	0	0	0	0	0	0	0	有症狀的
synagogue	0	0	0	0	0	0	0	0	0	0	猶太教堂
synchronize	0	1	0	0	1	0	1	0	1	1	同步
synchronous	0	0	0	0	0	0	0	0	0	0	同步
syncope	0	0	0	1	0	1	0	1	1	0	昏厥
syndicate	0	0	0	0	0	0	0	0	0	0	辛迪加
synergistic	0	0	0	0	0	0	1	0	0	1	協同的
synergy	0	0	0	0	0	0	0	0	0	0	協同作用
synod	0	0	0	0	0	0	1	0	0	1	大會
synonym	0	0	0	0	0	0	0	0	0	0	代名詞
synonymous	0	0	0	1	0	1	1	0	0	1	同義詞
synopsis	0	0	0	0	0	0	0	0	0	0	概要
synoptic	0	0	0	0	0	0	0	0	0	0	概要
syntax	0	0	0	0	0	0	0	0	0	0	句法
synthesis	0	0	0	0	0	0	0	0	0	0	合成
synthetic	0	0	0	0	0	0	0	0	0	0	合成的
syringe	0	0	0	1	0	0	0	0	0	0	注射器
syrup	0	0	0	0	0	0	0	0	0	0	糖漿
system	0	0	0	0	0	0	0	0	0	1	系統
systematic	0	0	0	0	0	0	0	0	0	0	系統的
systematically	0	0	0	0	0	0	0	0	0	0	系統地
tabby	0	0	0	0	0	0	0	0	0	0	虎斑貓
tabernacle	0	0	0	0	0	0	0	0	0	0	帳幕
table	0	0	0	0	0	0	0	0	0	0	桌子
tableau	0	0	0	0	0	0	0	0	0	0	畫面
tablespoon	0	0	0	0	0	0	0	0	0	0	湯匙
tablet	0	0	0	0	0	0	0	0	0	0	藥片
tableware	0	0	0	0	0	0	0	0	0	0	餐具
taboo	0	0	1	1	0	1	0	0	0	0	忌諱
tabular	0	0	0	0	0	0	0	0	0	0	表格
tabulate	0	1	0	0	0	0	0	0	0	0	製表
tabulation	0	0	0	0	0	0	0	0	0	0	製表
tachometer	0	0	0	0	0	0	0	0	0	0	轉速表
tacit	0	0	0	0	0	0	0	0	0	0	默契
tack	0	0	0	0	0	0	0	0	0	0	釘
tackle	1	0	0	0	0	0	0	0	1	0	處理
tackling	0	0	0	0	0	0	0	0	0	0	應對
tacky	0	0	0	0	0	0	0	0	0	0	俗氣
tact	0	0	0	0	0	0	1	0	0	0	機智
tactics	0	0	0	1	0	0	0	0	0	1	策略
tactile	0	0	0	0	0	0	0	0	0	0	觸
taffeta	0	0	0	0	0	0	0	0	0	0	塔夫綢
taffy	0	0	0	0	0	0	0	0	0	0	太妃糖
tag	0	0	0	0	0	0	0	0	0	0	標籤
tail	0	0	0	0	0	0	0	0	0	0	尾巴
tailed	0	0	0	0	0	0	0	0	0	0	尾隨
tailings	0	0	0	0	0	0	0	0	0	0	尾礦
tailor	0	0	0	0	0	0	0	0	0	0	裁縫
tailoring	0	0	0	0	0	0	0	0	0	0	剪裁
taint	0	0	0	0	0	1	0	1	0	0	污點
taker	0	0	0	0	0	0	0	0	0	0	接受者
tale	0	0	0	0	0	0	1	0	0	0	故事
talent	0	0	0	0	0	0	1	0	0	0	天賦
talented	0	0	0	0	0	0	0	0	0	0	才華橫溢
talisman	0	0	0	0	0	0	1	0	0	0	護符
talk	0	0	0	0	0	0	1	0	0	0	講話
talkative	0	0	0	0	0	0	0	0	0	0	健談
talker	0	0	0	0	0	0	0	0	0	0	說話者
tall	0	0	0	0	0	0	0	0	0	0	高
tallies	0	0	0	0	0	0	0	0	0	0	計票
tallow	0	0	0	0	0	0	0	0	0	0	脂
tally	0	0	0	0	0	0	0	0	0	0	相符
talons	1	0	0	1	0	1	0	0	0	0	爪子
tambourine	0	0	0	0	0	0	0	0	0	0	手鼓
taming	0	0	0	0	0	0	0	0	0	0	馴服
tan	0	0	0	0	0	0	0	0	0	0	棕褐色
tandem	0	0	0	0	0	0	0	0	0	1	串聯
tang	0	0	0	0	0	0	0	0	0	0	唐
tangent	0	0	0	0	0	0	0	0	0	0	切線
tangle	0	0	0	0	0	0	0	0	0	0	糾紛
tangled	0	0	0	0	0	1	0	0	0	0	糾結
tank	0	0	0	0	0	0	0	0	0	0	坦克
tanned	0	0	0	0	0	0	1	0	0	0	曬黑
tantalizing	0	1	0	0	1	1	1	0	1	0	誘人的
tantamount	0	0	0	0	0	0	0	0	0	1	無異於
tap	0	0	0	0	0	0	0	0	0	0	輕敲
tape	0	0	0	0	0	0	0	0	0	0	膠帶
taper	0	0	0	0	0	0	0	0	0	0	錐度
tapering	0	0	0	0	0	0	0	0	0	0	逐漸變細
tapestry	0	0	0	0	0	0	0	0	0	0	掛毯
tar	0	0	0	0	0	0	0	0	0	0	柏油
tardiness	0	0	0	0	0	1	0	0	0	0	遲到
tardy	0	0	0	0	0	1	0	0	0	0	遲遲
target	0	0	0	0	0	0	0	0	0	0	目標
tariff	1	0	1	0	0	1	0	0	0	0	關稅
tarnish	0	0	1	0	0	1	0	1	0	0	玷污
tarry	0	0	0	0	0	1	0	0	0	0	等待
tart	0	0	0	0	0	0	0	0	0	0	酸
tartan	0	0	0	0	0	0	0	0	0	0	格子呢
tartar	0	0	0	0	0	0	0	0	0	0	韃靼
task	0	0	0	0	0	0	1	0	0	0	任務
tassel	0	0	0	0	0	0	0	0	0	0	流蘇
taste	0	0	0	0	0	0	0	0	0	0	品嚐
tasteful	0	0	0	0	0	0	1	0	0	0	有品位的
tasteless	0	0	1	0	0	1	0	0	0	0	無味
tasting	0	0	0	0	0	0	0	0	0	0	品嚐
tasty	0	0	0	0	0	0	1	0	0	0	可口
tat	0	0	0	0	0	0	0	0	0	0	達
tattoo	0	0	0	0	0	0	0	0	0	0	紋身
taught	0	0	0	0	0	0	0	0	0	1	教過
taunt	1	0	0	1	0	1	0	1	0	0	嘲諷
taut	0	0	0	0	0	0	0	0	0	0	繃緊
tavern	0	0	0	0	0	0	0	0	0	0	酒館
tawny	0	0	1	0	0	0	0	0	0	0	黃褐色
tax	0	0	0	0	0	1	0	1	0	0	稅
taxicab	0	0	0	0	0	0	0	0	0	0	出租車
taxonomy	0	0	0	0	0	0	0	0	0	0	分類
tea	0	0	0	0	0	0	0	0	0	0	茶
teach	0	0	0	0	1	0	1	0	1	1	教
teacher	0	0	0	0	0	0	1	0	0	1	老師
teaching	0	0	0	0	0	0	0	0	0	0	教學
team	0	0	0	0	0	0	0	0	0	1	團隊
tearful	0	0	1	1	0	0	0	1	0	0	內牛滿面
tease	1	1	0	0	0	1	0	1	0	0	逗
teaser	0	0	0	0	0	0	0	0	0	0	預告片
teasing	1	0	0	1	0	1	0	0	0	0	戲弄
teat	0	0	0	0	0	0	0	0	0	0	乳頭
technical	0	0	0	0	0	0	0	0	0	0	技術的
technicality	0	0	0	0	0	0	0	0	0	0	技術性
technician	0	0	0	0	0	0	0	0	0	0	技術員
technology	0	0	0	0	0	0	1	0	0	0	技術
ted	0	0	0	0	0	0	0	0	0	0	泰德
tedious	0	0	0	0	0	1	0	0	0	0	乏味
tedium	0	0	0	0	0	1	0	0	0	0	乏味
teeming	0	0	1	0	0	0	0	0	0	0	人山人海
teens	0	0	0	0	0	1	1	0	0	0	青少年
teeth	0	0	0	0	0	0	0	0	0	0	牙齒
teflon	0	0	0	0	0	0	0	0	0	0	鐵氟龍
telegram	0	0	0	0	0	0	0	0	0	0	電報
telegraph	0	0	0	0	0	0	0	0	0	0	電報
telephone	0	0	0	0	0	0	0	0	0	0	電話
telescope	0	0	0	0	0	0	0	0	0	0	望遠鏡
telescopic	0	0	0	0	0	0	0	0	0	0	伸縮
television	0	0	0	0	0	0	0	0	0	0	電視
teller	0	0	0	0	0	0	0	0	0	0	出納員
telling	0	0	0	0	0	0	0	0	0	0	告訴
telltale	0	0	0	0	0	0	0	0	0	0	告密
temper	0	0	0	0	0	0	0	0	0	0	脾氣
tempera	0	0	0	0	0	0	0	0	0	0	蛋彩畫
temperament	0	0	0	0	0	0	0	0	0	0	氣質
temperance	0	0	0	0	0	0	1	0	0	0	節制
temperate	0	0	0	0	0	0	0	0	0	1	溫帶
temperature	0	0	0	0	0	0	0	0	0	0	溫度
tempered	0	0	0	0	0	0	1	0	0	0	回火
tempest	1	1	0	1	0	1	0	1	1	0	暴風雨
temple	0	0	0	0	0	0	0	0	0	0	寺廟
temporal	0	0	0	0	0	0	0	0	0	0	顳
temporarily	0	0	0	0	0	0	0	0	0	0	暫時地
temporary	0	0	0	0	0	0	0	0	0	0	暫時的
tempt	0	0	0	0	0	0	0	0	0	0	誘惑
temptation	0	0	0	0	0	1	0	0	0	0	誘惑
tempting	0	0	0	0	0	0	0	0	0	0	誘人的
ten	0	0	0	0	0	0	0	0	0	0	十
tenable	0	0	0	0	0	0	1	0	0	0	站得住腳
tenacious	0	0	0	0	0	0	1	0	0	0	頑強
tenacity	0	0	0	0	0	0	1	0	0	0	韌性
tenancy	0	0	0	0	0	0	1	0	0	0	租約
tenant	0	0	0	0	0	0	1	0	0	0	租戶
tendency	0	0	0	0	0	0	0	0	0	0	趨勢
tender	0	0	0	0	1	0	1	0	0	1	投標
tenderness	0	0	0	0	1	0	1	0	0	0	壓痛
tending	0	0	0	0	0	0	0	0	0	0	照料
tendon	0	0	0	0	0	0	0	0	0	0	肌腱
tenement	0	0	0	0	0	1	0	0	0	0	物業單位
tenet	0	0	0	0	0	0	0	0	0	0	宗旨
tenets	0	0	0	0	0	0	0	0	0	0	宗旨
tenfold	0	0	0	0	0	0	0	0	0	0	十倍
tennis	0	0	0	0	0	0	0	0	0	0	網球
tense	0	0	0	0	0	0	0	0	0	0	緊張
tensile	0	0	0	0	0	0	0	0	0	0	拉伸
tension	1	0	0	0	0	0	0	0	0	0	緊張
tent	0	0	0	0	0	0	0	0	0	0	帳篷
tentacle	0	0	0	0	0	0	0	0	0	0	觸手
tentative	0	0	0	0	0	0	0	0	0	0	暫定的
tenth	0	0	0	0	0	0	0	0	0	0	第十
tenths	0	0	0	0	0	0	0	0	0	0	十分之一
tenuous	0	0	0	0	0	0	0	0	0	0	脆弱的
tenure	0	0	0	0	0	0	0	0	0	0	任期
tepid	0	0	0	0	0	0	0	0	0	0	不溫不火
term	0	0	0	0	0	0	0	0	0	0	學期
terminal	0	0	0	1	0	1	0	1	0	0	終端
terminate	0	0	0	0	0	0	0	1	0	0	終止
termination	0	0	0	0	0	1	0	1	0	0	終止
terminus	0	0	0	0	0	0	0	0	0	0	終點站
termite	0	0	1	0	0	1	0	0	0	0	白蟻
terms	0	0	0	0	0	0	0	0	0	0	條款
tern	0	0	0	0	0	0	0	0	0	0	燕鷗
ternary	0	0	0	0	0	0	0	0	0	0	三元
terrace	0	0	0	0	0	0	0	0	0	0	陽台
terrestrial	0	0	0	0	0	0	0	0	0	0	陸地的
terrible	1	0	1	1	0	1	0	1	0	0	糟糕的
terribly	0	0	0	0	0	0	0	1	0	0	可怕
terrier	0	0	0	0	0	0	0	0	0	0	梗犬
terrific	0	0	0	0	0	0	0	1	0	0	了不起
territorial	0	0	0	0	0	0	0	0	0	0	領土的
territory	0	0	0	0	0	0	0	0	0	0	領土
terror	0	0	0	1	0	1	0	0	0	0	恐怖
terrorism	1	0	1	1	0	1	0	1	0	0	恐怖主義
terrorist	1	0	1	1	0	1	0	1	1	0	恐怖分子
terrorize	1	0	0	1	0	1	0	1	0	0	恐嚇
terse	0	0	0	0	0	0	0	0	0	0	簡潔
tertiary	0	0	0	0	0	0	0	0	0	0	第三
test	0	0	0	0	0	0	0	0	0	0	測試
testament	0	1	0	0	0	0	0	0	0	1	遺囑
testify	0	0	0	0	0	0	0	0	0	0	作證
testimonial	0	0	0	0	0	0	0	0	0	0	見證
testimony	0	0	0	0	0	0	0	0	0	1	見證
tetanus	0	0	1	0	0	1	0	0	0	0	破傷風
tether	0	0	0	0	0	1	0	0	0	0	繫繩
tethered	0	0	0	0	0	0	0	0	0	0	束縛
tetrahedral	0	0	0	0	0	0	0	0	0	0	四面體
text	0	0	0	0	0	0	0	0	0	0	文本
textbook	0	0	0	0	0	0	0	0	0	0	教科書
textile	0	0	0	0	0	0	0	0	0	0	紡織品
textural	0	0	0	0	0	0	0	0	0	0	質地
texture	0	0	0	0	0	0	0	0	0	0	質地
thankful	0	0	0	0	1	0	1	0	0	0	感恩的
thanksgiving	0	0	0	0	1	0	1	0	0	0	感恩
thatch	0	0	0	0	0	0	0	0	0	0	苫
thaw	0	0	0	0	0	0	0	0	0	0	解凍
theater	0	0	0	0	0	0	0	0	0	0	劇院
theatrical	0	0	0	0	0	0	0	0	0	0	戲劇
theft	1	0	1	1	0	1	0	1	0	0	盜竊
theism	0	0	1	0	0	1	0	0	0	0	有神論
theistic	0	0	0	0	0	0	0	0	0	0	有神論的
theme	0	0	0	0	0	0	0	0	0	0	主題
theocracy	0	0	0	0	0	0	0	0	0	0	神權政治
theocratic	1	0	0	1	0	1	0	1	0	1	神權的
theologian	0	0	0	0	0	0	0	0	0	0	神學家
theological	0	0	0	0	0	0	0	0	0	1	神學
theology	0	1	0	0	0	0	0	0	0	0	神學
theorem	0	0	0	0	0	0	0	0	0	1	定理
theoretical	0	0	0	0	0	0	1	0	0	0	理論上的
theory	0	1	0	0	0	0	0	0	0	1	理論
therapeutic	0	0	0	0	1	0	1	0	0	1	治療性的
therapeutics	0	0	0	0	0	0	1	0	0	0	療法
thereabouts	0	0	0	0	0	0	0	0	0	0	左右
thereof	0	0	0	0	0	0	0	0	0	0	其中
therewith	0	0	0	0	0	0	0	0	0	0	隨之而來
thermal	0	0	0	0	0	0	0	0	0	0	熱的
thermocouple	0	1	0	0	0	0	0	0	0	0	熱電偶
