English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Georgian Word
underline	0	0	0	0	0	0	1	0	0	0	ხაზი გაუსვით
undermined	0	0	0	0	0	1	0	0	0	0	შეარყია
underneath	0	0	0	0	0	0	0	0	0	0	ქვეშ
underpaid	1	0	0	0	0	1	0	1	0	0	ნაკლებანაზღაურებადი
underpants	0	0	0	0	0	0	0	0	0	0	ქვედა შარვალი
underscore	0	0	0	0	0	0	0	0	0	0	ხაზგასმა
undersized	0	0	0	0	0	1	0	0	0	0	მცირე ზომის
understanding	0	0	0	0	0	0	1	0	0	1	გაგება
understood	0	0	0	0	0	0	0	0	0	0	მიხვდა
undertake	0	0	0	0	0	0	0	0	0	0	აღება
undertaker	0	0	0	0	0	0	0	1	0	0	მესაფლავე
undertaking	0	1	0	0	0	0	0	0	0	0	წამოწყება
underwood	0	0	0	0	0	0	0	0	0	0	ქვეტყე
underwrite	0	0	0	0	0	0	1	0	0	1	ანდერრატი
underwriter	0	0	0	0	0	0	0	0	0	0	ანდერრაიტერი
undeserved	0	0	0	0	0	0	0	0	0	0	დაუმსახურებელი
undesirable	1	0	1	1	0	1	0	1	0	0	არასასურველი
undesired	0	0	0	0	0	1	0	1	0	0	არასასურველი
undeveloped	0	0	0	0	0	0	0	0	0	0	განუვითარებელი
undirected	0	0	0	0	0	0	0	0	0	0	არამიმართული
undisclosed	0	1	0	0	0	0	0	0	0	0	გაურკვეველი
undiscovered	0	0	0	0	0	0	0	0	1	0	აღმოუჩენელი
undisputed	0	0	0	0	0	0	0	0	0	0	უდავო
undisturbed	0	0	0	0	0	0	0	0	0	0	შეუფერხებელი
undivided	0	0	0	0	0	0	1	0	0	0	განუყოფელი
undo	0	0	0	0	0	1	0	0	0	0	გაუქმება
undoing	0	0	0	0	0	0	0	0	0	0	გაუქმება
undoubted	0	1	1	0	0	0	0	0	0	0	უეჭველი
undress	0	0	0	0	0	0	0	0	0	0	გაშიშვლება
undressed	0	0	0	0	0	0	0	0	0	0	გაშიშვლებული
undue	0	0	0	0	0	0	0	0	0	0	არასათანადო
undying	0	1	0	0	1	0	1	1	0	1	უკვდავი
unearned	0	0	0	0	0	0	0	0	0	0	გამოუმუშავებელი
unearth	0	0	0	0	0	0	0	0	0	0	ამოთხრა
uneasiness	0	1	0	0	0	1	0	1	0	0	უხერხულობა
uneasy	0	0	1	1	0	1	0	0	0	0	უხერხული
uneducated	0	0	0	0	0	1	0	1	0	0	გაუნათლებელი
unemployed	0	0	0	1	0	1	0	1	0	0	უმუშევარი
unencumbered	0	0	0	0	0	0	0	0	0	0	დაუტვირთული
unending	0	0	0	0	0	0	0	0	0	0	დაუსრულებელი
unequal	1	0	1	1	0	1	0	1	0	0	არათანაბარი
unequalled	0	0	0	0	0	0	0	0	0	0	შეუდარებელი
unequivocal	0	0	0	0	0	0	0	0	0	1	ცალსახა
unequivocally	0	0	0	0	0	0	1	0	0	0	ცალსახად
uneven	0	0	0	0	0	1	0	0	0	0	არათანაბარი
uneventful	0	0	0	0	0	0	0	0	0	0	უპრობლემოდ
unexpected	0	1	0	1	1	1	1	0	1	0	მოულოდნელი
unexpectedly	0	0	0	0	0	0	0	0	1	0	მოულოდნელად
unexplained	0	1	0	0	0	1	0	1	0	0	აუხსნელი
unexplored	0	0	0	0	0	0	0	0	0	0	შეუსწავლელი
unfailing	0	0	0	0	0	0	0	0	0	0	შეუვალი
unfair	1	0	1	0	0	1	0	1	0	0	უსამართლო
unfairness	1	0	0	0	0	1	0	1	0	0	უსამართლობას
unfaithful	0	0	1	0	0	1	0	0	0	0	მოღალატე
unfamiliar	0	0	0	0	0	0	0	0	0	0	უცნობი
unfavorable	0	0	1	0	0	1	0	1	0	0	არახელსაყრელი
unfettered	0	0	0	0	0	0	0	0	0	0	შეუზღუდავი
unfinished	0	0	0	0	0	1	0	0	0	0	დაუმთავრებელი
unflinching	0	0	0	0	0	0	0	0	0	0	ურყევი
unfold	0	1	0	0	0	0	1	0	0	0	გაშლა
unforeseen	0	0	0	0	0	0	0	0	1	0	გაუთვალისწინებელი
unforgiving	1	0	0	0	0	1	0	1	0	0	შეუბრალებელი
unfortunate	0	0	0	0	0	1	0	1	0	0	უბედური
unfriendly	1	0	1	1	0	1	0	1	0	0	არამეგობრული
unfulfilled	1	1	0	0	0	1	0	1	1	0	შეუსრულებელი
unfurnished	0	0	0	0	0	1	0	0	0	0	უავეთოდ
ungodly	0	0	0	0	0	1	0	1	0	0	უღმერთო
ungrateful	1	0	1	0	0	1	0	0	0	0	უმადური
unguarded	0	0	0	0	0	0	0	0	1	0	დაუცველი
unhappiness	0	0	0	0	0	1	0	1	0	0	უბედურება
unhappy	1	0	1	0	0	1	0	1	0	0	უბედური
unharmed	0	0	0	0	0	0	0	0	0	0	უვნებელი
unhealthy	0	0	1	1	0	1	0	1	0	0	არაჯანსაღი
unhindered	0	0	0	0	0	0	0	0	0	0	შეუფერხებლად
unholy	0	0	0	1	0	1	0	0	0	0	უწმინდური
unicorn	0	0	0	0	0	0	0	0	0	0	unicorn
unification	0	1	0	0	1	0	1	0	0	1	გაერთიანება
uniform	0	0	0	0	0	0	0	0	0	0	ერთიანი
uniformity	0	0	0	0	0	0	0	0	0	0	ერთგვაროვნება
uniformly	0	0	0	0	0	0	1	0	0	0	ერთიანად
unimaginable	0	0	0	0	0	1	1	0	1	0	წარმოუდგენელი
unimportant	0	0	0	0	0	1	0	1	0	0	უმნიშვნელო
unimpressed	0	0	0	0	0	1	0	0	0	0	შთაბეჭდილების გარეშე
unimproved	0	0	0	0	0	1	0	0	0	0	გაუუმჯობესებელი
uninfected	0	0	0	0	0	0	1	0	0	0	არაინფიცირებული
uninformed	0	0	0	0	0	1	0	0	0	0	არაინფორმირებული
uninhabited	0	0	0	0	0	0	0	0	0	0	დაუსახლებელი
uninitiated	0	0	0	0	0	1	0	0	0	0	შეუცნობელი
uninspired	0	0	0	0	0	1	0	1	0	0	შთაგონებული
unintelligible	0	0	0	0	0	1	0	0	0	0	გაუგებარი
unintended	0	0	0	0	0	0	0	0	1	0	გაუთვალისწინებელი
unintentional	0	0	0	0	0	0	0	0	1	0	უნებლიე
unintentionally	0	0	0	0	0	1	0	0	1	0	უნებურად
uninterested	0	0	0	0	0	1	0	1	0	0	უინტერესო
uninteresting	0	0	0	0	0	1	0	1	0	0	უინტერესო
uninterrupted	0	0	0	0	0	0	0	0	0	0	უწყვეტი
uninvited	0	0	0	0	0	0	0	1	0	0	დაუპატიჟებელი
union	0	0	0	0	0	0	0	0	0	0	გაერთიანება
unique	0	0	0	0	0	0	1	0	1	0	უნიკალური
unison	0	0	0	0	0	0	1	0	0	0	უნისონი
unit	0	0	0	0	0	0	0	0	0	0	ერთეული
unitary	0	0	0	0	0	0	1	0	0	0	უნიტარული
unite	0	0	0	0	0	0	0	0	0	0	გაერთიანდნენ
united	0	0	0	0	0	0	1	0	0	1	გაერთიანებული
unity	0	0	0	0	0	0	1	0	0	1	ერთიანობა
universal	0	0	0	0	0	0	0	0	0	0	უნივერსალური
universality	0	0	0	0	0	0	0	0	0	0	უნივერსალურობა
universe	0	0	0	0	0	0	0	0	0	0	სამყარო
university	0	1	0	0	0	0	1	0	0	0	უნივერსიტეტი
unjust	1	0	0	0	0	1	0	0	0	0	უსამართლო
unjustifiable	1	0	1	1	0	1	0	0	0	0	გაუმართლებელი
unjustified	0	0	0	0	0	1	0	0	0	0	გაუმართლებელი
unkind	1	0	1	1	0	1	0	1	0	0	არაკეთილსინდისიერი
unknowable	0	0	0	0	0	0	0	0	0	0	შეუცნობელი
unknown	0	1	0	1	0	1	0	0	0	0	უცნობი
unlawful	1	0	1	1	0	1	0	1	0	0	უკანონო
unleash	0	0	0	0	0	0	0	0	0	0	გაჩაღება
unlicensed	0	0	0	0	0	1	0	0	0	0	არალიცენზირებული
unlike	0	0	0	0	0	0	0	0	0	0	განსხვავებით
unlimited	0	0	0	0	0	0	1	0	0	0	შეუზღუდავი
unload	0	0	0	0	0	0	0	0	0	0	განტვირთვა
unloaded	0	0	0	0	0	0	0	0	0	0	გადმოტვირთა
unlock	0	0	0	0	0	0	0	0	0	0	განბლოკვა
unlucky	1	0	1	1	0	1	0	1	0	0	უიღბლო
unmanageable	0	0	1	0	0	1	0	0	0	0	უმართავი
unmarked	0	0	0	0	0	0	0	0	0	0	დაუსახელებელი
unmarried	0	0	0	0	0	0	0	0	0	0	გაუთხოვარი
unmask	0	0	0	0	0	0	0	0	0	0	ნიღბის ამოღება
unmatched	0	0	0	0	0	0	0	0	0	0	შეუდარებელი
unmistakable	0	0	0	0	0	0	0	0	0	0	უტყუარი
unmitigated	0	0	0	0	0	0	0	0	0	0	შეუმსუბუქებელი
unmoved	0	0	0	0	0	0	0	0	0	0	უმოძრაო
unnamed	0	0	0	0	0	0	0	0	0	0	უსახელო
unnatural	0	0	1	1	0	1	0	0	0	0	არაბუნებრივი
unnecessary	0	0	0	0	0	0	0	0	0	0	არასაჭირო
unneeded	0	0	0	0	0	0	0	0	0	0	არასაჭირო
unnoticed	0	0	0	0	0	0	0	0	0	0	შეუმჩნევლად
unnumbered	0	0	0	0	0	0	0	0	0	0	უნომრო
unobserved	0	0	0	0	0	0	0	0	0	0	დაუკვირვებელი
unobstructed	0	0	0	0	0	0	0	0	0	0	შეუფერხებლად
unobtrusive	0	0	0	0	0	0	0	0	0	0	შეუმჩნეველი
unoccupied	0	0	0	0	0	0	0	0	0	0	დაუკავებელი
unofficial	0	0	0	0	0	1	0	0	0	0	არაოფიციალური
unopened	0	0	0	0	0	0	0	0	0	0	გაუხსნელი
unopposed	0	0	0	0	0	0	0	0	0	0	დაუპირისპირებელი
unordered	0	0	0	0	0	0	0	0	0	0	მოუწესრიგებელი
unorganized	0	0	0	0	0	0	0	0	0	0	არაორგანიზებული
unorthodox	0	0	0	0	0	0	0	0	0	0	არაორდინალური
unpack	0	0	0	0	0	0	0	0	0	0	ამოალაგე
unpaid	1	0	0	0	0	1	0	1	0	0	გადაუხდელი
unpleasant	0	0	1	0	0	1	0	1	0	0	უსიამოვნო
unpopular	0	0	1	0	0	1	0	1	0	0	არაპოპულარული
unprecedented	0	0	0	0	0	0	0	0	1	0	უპრეცედენტო
unpredictable	0	0	0	0	0	1	0	0	1	0	არაპროგნოზირებადი
unprepared	0	0	0	0	0	1	0	0	0	0	მოუმზადებელი
unpretentious	0	0	0	0	0	0	1	0	0	0	უპრეტენზიო
unproductive	0	0	0	0	0	1	0	0	0	0	არაპროდუქტიული
unprofitable	0	0	0	0	0	1	0	0	0	0	წამგებიანი
unprotected	0	0	0	0	0	1	0	0	0	0	დაუცველი
unproven	0	0	0	0	0	0	0	0	0	0	დაუმტკიცებელი
unpublished	0	1	0	0	0	1	0	1	0	0	გამოუქვეყნებელი
unquestionable	0	0	0	0	0	0	1	0	0	1	უდავო
unquestionably	0	0	0	0	0	0	1	0	0	1	უეჭველად
unquestioned	0	0	0	0	0	0	1	0	0	1	უეჭველი
unread	0	0	0	0	0	0	0	0	0	0	წაუკითხავი
unreal	0	0	0	0	0	0	0	0	0	0	არარეალური
unrealistic	0	0	0	0	0	0	0	0	0	0	არარეალური
unrecorded	0	0	0	0	0	0	0	0	0	0	დაუწერელი
unregistered	0	0	0	0	0	0	0	0	0	0	დაურეგისტრირებელი
unregulated	0	0	0	0	0	0	0	0	0	0	დაურეგულირებელი
unrelated	0	0	0	0	0	0	0	0	0	0	დაუკავშირებელი
unrelenting	0	0	0	0	0	0	0	0	0	0	შეუპოვარი
unreliable	0	0	0	0	0	1	0	0	0	1	არასანდო
unrepentant	0	0	0	0	0	0	0	0	0	0	მოუნანიებელი
unrequited	0	0	0	0	0	1	0	1	0	0	უპასუხო
unresolved	0	1	0	0	0	0	0	0	0	0	გადაუჭრელი
unrest	0	0	0	1	0	0	0	1	0	0	არეულობა
unrestrained	0	0	0	0	0	0	0	0	0	0	შეუზღუდავი
unrestricted	0	0	0	0	0	0	0	0	0	0	შეუზღუდავი
unruly	1	0	1	1	0	1	0	0	0	0	უმართავი
unsafe	0	0	0	1	0	1	0	0	0	0	სახიფათო
unsatisfactory	0	0	1	0	0	1	0	0	0	0	არადამაკმაყოფილებელი
unsatisfied	0	0	1	0	0	1	0	1	0	0	უკმაყოფილო
unsavory	0	0	0	0	0	1	0	0	0	0	არასასიამოვნო
unscathed	0	0	0	0	0	0	1	0	0	0	უვნებელი
unscientific	0	0	0	0	0	0	0	0	0	0	არამეცნიერული
unscrupulous	0	0	0	0	0	1	0	0	0	0	არაკეთილსინდისიერი
unseat	0	0	0	0	0	0	0	1	0	0	დასაჯდომი
unseen	0	0	0	0	0	0	0	0	0	0	უხილავი
unselfish	0	0	0	0	0	0	1	0	0	0	უანგარო
unsettled	1	0	1	1	0	1	0	0	0	0	მოუწესრიგებელი
unsightly	0	0	1	0	0	1	0	0	0	0	ულამაზესი
unsophisticated	0	0	0	0	0	1	0	0	0	0	დახვეწილი
unspeakable	0	0	0	1	0	1	0	0	0	0	უთქმელი
unspecified	0	0	0	0	0	0	0	0	0	0	დაუზუსტებელი
unstable	0	0	0	1	0	1	0	0	1	0	არასტაბილური
unsteady	0	0	0	1	0	0	0	0	0	0	არასტაბილური
unsuccessful	0	0	0	0	0	1	0	1	0	0	წარუმატებელი
unsuitable	0	0	0	0	0	1	0	0	0	0	შეუფერებელი
unsung	0	0	0	0	0	1	0	0	0	0	უმღერო
unsupported	0	0	0	0	0	1	0	0	0	0	მხარდაუჭერელი
unsurpassed	0	1	0	1	1	0	1	0	0	1	შეუდარებელი
unsuspecting	0	0	0	0	0	0	0	0	1	0	უეჭველი
unsustainable	0	0	0	0	0	1	0	0	0	0	არამდგრადი
unsweetened	0	0	0	0	0	0	0	0	0	0	უშაქრო
unsympathetic	1	0	0	0	0	1	0	0	0	0	არასიმპატიური
untamed	0	0	0	0	0	1	0	0	0	0	მოუთვინიერებელი
untenable	0	0	0	0	0	1	0	0	0	0	გაუსაძლისი
untested	0	0	0	0	0	0	0	0	0	0	შეუმოწმებელი
unthinkable	1	0	1	1	0	1	0	0	0	0	წარმოუდგენელი
untidy	0	0	1	0	0	1	0	0	0	0	მოუწესრიგებელი
untie	0	0	0	0	1	1	1	0	0	0	გაშალე
untimely	0	0	0	0	0	1	0	0	0	0	უდროო
untitled	0	0	0	0	0	1	0	1	0	0	უსათაურო
untold	0	1	0	0	0	1	0	0	0	0	უთქმელი
untouched	0	0	0	0	0	0	0	0	0	0	ხელუხლებელი
untoward	1	0	1	0	0	1	0	0	0	0	უსიამოვნო
untrained	0	0	0	0	0	1	0	0	0	0	მოუმზადებელი
untranslated	0	0	0	0	0	0	0	0	0	0	უთარგმნელი
untrue	0	0	0	0	0	1	0	0	0	0	უტყუარი
untrustworthy	1	0	0	0	0	1	0	0	0	0	არასანდო
unused	0	0	0	0	0	0	0	0	0	0	გამოუყენებელი
unusual	0	0	0	0	0	0	0	0	0	0	უჩვეულო
unusually	0	0	0	0	0	0	0	0	0	0	უჩვეულოდ
unveil	0	0	0	0	0	0	0	0	0	0	გამოაშკარავება
unveiling	0	0	0	0	0	0	0	0	0	0	გამჟღავნება
unverified	0	1	0	0	0	0	0	0	0	0	გადაუმოწმებელი
unwarranted	0	0	0	0	0	1	0	0	0	0	დაუსაბუთებელი
unwary	0	0	0	0	0	0	0	0	0	0	გაუფრთხილებელი
unwashed	0	0	1	0	0	1	0	0	0	0	დაუბანელი
unwavering	0	0	0	0	0	0	1	0	0	1	ურყევი
unwelcome	0	0	0	0	0	1	0	1	0	0	არასასურველი
unwell	0	0	0	0	0	1	0	1	0	0	ცუდად
unwilling	0	0	0	0	0	0	0	0	0	0	უნებლიე
unwillingly	0	0	0	0	0	0	0	0	0	0	უნებურად
unwillingness	0	0	0	0	0	1	0	0	0	0	უნებლიეობა
unwind	0	0	0	0	0	0	0	0	0	0	განტვირთვა
unwise	0	0	0	0	0	1	0	0	0	0	უგუნური
unwitting	0	0	0	0	0	1	0	0	0	0	უნებლიე
unwittingly	0	0	0	0	0	0	0	0	0	0	უნებურად
unworthy	0	0	1	0	0	1	0	0	0	0	უღირსი
unwritten	0	0	0	0	0	0	0	0	0	0	დაუწერელი
unyielding	0	0	0	0	0	1	0	0	0	0	შეუპოვარი
upheaval	1	0	0	1	0	1	0	1	0	0	აჯანყება
uphill	0	1	0	1	0	1	1	0	0	0	აღმართზე
upholstery	0	0	0	0	0	0	0	0	0	0	upholstery
upland	0	0	0	0	0	0	0	0	0	0	ზეგანი
uplands	0	0	0	0	0	0	0	0	0	0	მაღლობები
uplift	0	1	0	0	1	0	1	0	0	1	ამაღლება
upper	0	0	0	0	0	0	0	0	0	0	ზედა
upright	0	0	0	0	0	0	1	0	0	1	თავდაყირა
uprising	1	1	0	1	0	1	0	0	0	0	აჯანყება
uproar	0	0	0	0	0	1	0	0	0	0	აჟიოტაჟი
upset	1	0	0	0	0	1	0	1	0	0	ნაწყენი
upshot	0	0	0	0	0	0	0	0	0	0	შედეგი
upstairs	0	0	0	0	0	0	0	0	0	0	ზევით
upstart	0	0	0	0	0	0	0	0	0	0	დაწყებული
upwards	0	0	0	0	0	0	0	0	0	0	ზევით
uranium	0	0	0	0	0	0	0	0	0	0	ურანი
urban	0	0	0	0	0	0	0	0	0	0	ქალაქური
urchin	0	0	0	0	0	1	0	0	0	0	ჭინჭრის ციება
urge	0	0	0	0	0	0	0	0	0	0	მოწოდება
urgency	0	1	0	1	0	0	0	0	1	0	სასწრაფოობა
urgent	0	1	0	1	0	1	0	0	1	0	სასწრაფო
urinalysis	0	0	0	0	0	0	0	0	0	0	შარდის ანალიზი
urn	0	0	0	0	0	0	0	1	0	0	ურნა
usage	0	0	0	0	0	0	0	0	0	0	გამოყენება
usefully	0	0	0	0	0	0	0	0	0	0	სასარგებლოდ
usefulness	0	0	0	0	0	0	1	0	0	0	სარგებლიანობა
useless	0	0	0	0	0	1	0	0	0	0	უსარგებლო
usher	0	0	0	0	0	0	1	0	0	1	დამწყებ
usual	0	0	0	0	0	0	1	0	0	1	ჩვეულებრივი
usurp	1	0	0	0	0	1	0	0	0	0	უზურპაცია
usurped	1	0	0	1	0	1	0	0	0	0	უზურპირებული
usury	0	0	0	0	0	1	0	0	0	0	უზრდელობა
utensil	0	0	0	0	0	0	0	0	0	0	ჭურჭელი
utilitarian	0	0	0	0	0	0	0	0	0	0	უტილიტარული
utility	0	0	0	0	0	0	1	0	0	0	სასარგებლო
utilization	0	0	0	0	0	0	0	0	0	0	უტილიზაცია
utilize	0	0	0	0	0	0	0	0	0	0	გამოიყენოს
utmost	0	0	0	0	0	0	0	0	0	0	მაქსიმალურად
utopian	0	1	0	0	1	0	1	0	0	1	უტოპიური
utterance	0	0	0	0	0	0	0	0	0	0	გამოთქმა
utterly	0	0	0	0	0	0	0	0	0	0	სრულიად
vacancy	0	0	0	0	0	1	0	0	0	0	ვაკანსია
vacation	0	1	0	0	1	0	1	0	0	0	შვებულება
vaccination	0	0	0	0	0	0	0	0	0	0	ვაქცინაცია
vaccine	0	0	0	0	0	0	1	0	0	0	ვაქცინა
vacuolar	0	0	0	0	0	0	0	0	0	0	ვაკუოლარული
vacuole	0	0	0	0	0	0	0	0	0	0	ვაკუოლი
vacuous	0	0	1	0	0	1	0	0	0	0	ვაკუური
vacuum	0	0	0	0	0	0	0	0	0	0	ვაკუუმი
vague	0	0	0	0	0	1	0	0	0	0	ბუნდოვანი
vagueness	0	0	0	0	0	1	0	0	0	0	გაურკვევლობა
vainly	0	0	1	0	0	1	0	1	0	0	ამაოდ
valance	0	0	0	0	0	0	0	0	0	0	ვალანსი
vale	0	0	0	0	0	0	0	0	0	0	ვალე
valet	0	0	0	0	0	0	0	0	0	0	კამერდინერი
valiant	0	0	0	0	0	0	1	0	0	0	ვაჟკაცი
validity	0	0	0	1	0	0	0	0	0	0	მოქმედების
valley	0	0	0	0	0	0	0	0	0	0	ხეობა
valor	0	0	0	0	0	0	1	0	0	1	ვაჟკაცობა
valuable	0	0	0	0	0	0	1	0	0	0	ღირებული
valuation	0	0	0	0	0	0	0	0	0	0	შეფასება
valve	0	0	0	0	0	0	0	0	0	0	სარქველი
vamp	0	0	0	0	0	0	0	0	0	0	ვამპი
vampire	1	0	1	1	0	1	0	0	0	0	ვამპირი
van	0	0	0	0	0	0	0	0	0	0	ფურგონი
vane	0	0	0	0	0	0	0	0	0	0	ფანქარი
vanguard	0	0	0	0	0	0	1	0	0	0	ავანგარდი
vanilla	0	0	0	0	0	0	0	0	0	0	ვანილი
vanish	0	0	0	0	0	0	0	0	1	0	გაქრება
vanished	0	0	0	1	0	1	0	1	1	0	გაქრა
vanity	0	0	0	0	0	1	0	0	0	0	ამაოება
vanquish	0	0	0	0	0	0	1	0	0	0	დამარცხება
vapor	0	0	0	0	0	0	0	0	0	0	ორთქლი
vara	0	0	0	0	0	0	0	0	0	0	ვარა
variable	0	0	0	0	0	0	0	0	1	0	ცვლადი
variance	0	0	0	0	0	0	0	0	0	0	დისპერსიას
variation	0	0	0	0	0	0	0	0	0	0	ვარიაცია
variations	0	0	0	0	0	0	0	0	0	0	ვარიაციები
varicella	0	0	1	1	0	1	0	1	0	0	ვარიცელა
varicose	0	0	0	0	0	1	0	0	0	0	ვარიკოზული
varied	0	0	0	0	0	0	0	0	0	0	მრავალფეროვანი
variegated	0	0	0	0	0	0	0	0	0	0	ჭრელი
variety	0	0	0	0	0	0	0	0	0	0	მრავალფეროვნება
vary	0	0	0	0	0	0	0	0	0	0	განსხვავდება
vascular	0	0	0	0	0	0	0	0	0	0	სისხლძარღვოვანი
vase	0	0	0	0	0	0	0	0	0	0	ვაზა
vast	0	0	0	0	0	0	0	0	0	0	უზარმაზარი
vat	0	0	0	0	0	0	0	0	0	0	კვ
vaudeville	0	0	0	0	0	0	0	0	0	0	ვოდევილი
vault	0	0	0	0	0	0	0	0	0	0	სარდაფით
vaulted	0	0	0	0	0	0	0	0	0	0	კამარიანი
vaulting	0	0	0	0	0	0	0	0	0	0	სარდაფით
veal	0	0	0	0	0	0	0	1	0	1	ხბოს ხორცი
vector	0	0	0	0	0	0	0	0	0	0	ვექტორი
veer	0	0	0	1	0	0	0	0	1	0	გადახვევა
vega	0	0	0	0	0	0	0	0	0	0	ვეგა
vegetable	0	0	0	0	0	0	0	0	0	0	ბოსტნეულის
vegetarian	0	0	0	0	0	0	0	0	0	0	ვეგეტარიანელი
vegetarianism	0	0	0	0	0	0	0	0	0	0	ვეგეტარიანელობა
vegetation	0	0	0	0	0	0	0	0	0	0	მცენარეულობა
vegetative	0	0	1	0	0	1	0	1	0	0	მცენარეული
vehement	1	0	0	1	0	1	0	0	0	0	სასტიკი
vehicle	0	0	0	0	0	0	0	0	0	0	მანქანა
veil	0	0	0	0	0	0	0	0	0	0	ფარდა
veiled	0	0	0	0	0	0	0	0	0	0	შეფარებული
vein	0	0	0	0	0	0	0	0	0	0	ვენა
veined	0	0	0	0	0	0	0	0	0	0	ძარღვიანი
vellum	0	0	0	0	0	0	0	0	0	0	ტილო
velocity	0	0	0	0	0	0	0	0	0	0	სიჩქარე
velour	0	0	0	0	0	0	0	0	0	0	ხავერდოვანი
velvet	0	0	0	0	0	0	1	0	0	0	ხავერდოვანი
velvety	0	0	0	0	0	0	1	0	0	0	ხავერდოვანი
vena	0	0	0	0	0	0	0	0	0	0	ვენა
vendetta	1	0	0	1	0	1	0	1	0	0	ვენდეტა
vendor	0	0	0	0	0	0	0	0	0	0	გამყიდველი
veneer	0	0	0	0	0	0	0	0	0	0	ვინირი
venerable	0	1	0	0	1	0	1	0	0	1	მხცოვანი
veneration	0	0	0	0	0	0	1	0	0	0	თაყვანისცემა
vengeance	1	0	0	0	0	1	0	0	0	0	შურისძიება
vengeful	1	0	0	1	0	1	0	0	0	0	შურისმაძიებელი
venison	0	0	0	0	0	0	0	0	0	0	ძროხის ხორცი
venom	1	0	1	1	0	1	0	0	0	0	შხამი
venomous	1	0	1	1	0	1	0	0	0	0	შხამიანი
venous	0	0	0	0	0	0	0	0	0	0	ვენური
vent	1	0	0	0	0	0	0	0	0	0	გამწოვი
ventilation	0	0	0	0	0	0	0	0	0	0	ვენტილაცია
ventilator	0	0	0	0	0	0	0	0	0	0	ვენტილატორი
ventricle	0	0	0	0	0	0	0	0	0	0	პარკუჭის
ventricular	0	0	0	0	0	0	0	0	0	0	პარკუჭოვანი
venture	0	0	0	0	0	0	0	0	0	0	წამოწყება
venue	0	0	0	0	0	0	0	0	0	0	ადგილი
veracity	0	1	0	0	1	0	1	0	1	1	სიმართლე
veranda	0	0	0	0	0	0	0	0	0	0	ვერანდა
verbal	0	0	0	0	0	0	0	0	0	0	სიტყვიერი
verbatim	0	0	0	0	0	0	0	0	0	0	სიტყვასიტყვით
verbiage	0	0	0	0	0	0	0	0	0	0	სიტყვიერება
verbose	0	0	0	0	0	0	0	0	0	0	სიტყვიერი
verbosity	0	0	0	0	0	1	0	0	0	0	სიტყვიერება
verdant	0	0	0	0	0	0	1	0	0	0	მწვანე
verdict	0	0	0	1	0	0	0	0	0	0	განაჩენი
verge	0	1	0	1	0	1	0	0	0	0	პირას
verification	0	0	0	0	0	0	1	0	0	1	გადამოწმება
verified	0	0	0	0	0	0	1	0	0	1	დამოწმებული
verify	0	0	0	0	0	0	0	0	0	0	გადაამოწმეთ
verily	0	0	0	0	0	0	1	0	0	1	ჭეშმარიტად
veritable	0	0	0	0	0	0	1	0	0	0	ნამდვილი
vermin	1	0	1	1	0	1	0	0	0	0	მავნებელი
vernacular	0	0	0	0	0	0	0	0	0	0	ხალხური
vernal	0	0	0	0	1	0	1	0	0	0	გაზაფხულის
veronica	0	0	0	0	0	0	0	0	0	0	ვერონიკა
versatile	0	0	0	0	0	0	0	0	0	0	მრავალმხრივი
versatility	0	0	0	0	0	0	0	0	0	0	მრავალმხრივობა
verse	0	0	0	0	0	0	0	0	0	0	ლექსი
version	0	0	0	0	0	0	0	0	0	0	ვერსია
versus	1	0	0	0	0	1	0	0	0	0	წინააღმდეგ
vert	0	0	0	0	0	0	0	0	0	0	ვერტ
vertebra	0	0	0	0	0	0	0	0	0	0	ხერხემლის
vertebral	0	0	0	0	0	0	0	0	0	0	ხერხემლიანი
vertex	0	0	0	0	0	0	0	0	0	0	წვერო
vertical	0	0	0	0	0	0	0	0	0	0	ვერტიკალური
vertically	0	0	0	0	0	0	0	0	0	0	ვერტიკალურად
vertigo	0	0	0	1	0	1	0	0	0	0	თავბრუსხვევა
verve	0	0	0	0	0	0	1	0	0	0	ვერცხლისწყალი
vesicle	0	0	0	0	0	0	0	0	0	0	ვეზიკულა
vesicular	0	0	1	0	0	0	0	0	0	0	ვეზიკულური
vessel	0	0	0	0	0	0	0	0	0	0	ჭურჭელი
vest	0	0	0	0	0	0	0	0	0	0	ჟილეტი
vested	0	0	0	0	0	0	0	0	0	0	ჟილეტიანი
vestibule	0	0	0	0	0	0	0	0	0	0	ვესტიბიული
vestige	0	0	0	0	0	0	0	0	0	0	ნაშთი
vet	0	0	0	0	0	0	0	0	0	0	ვეტერინარი
veteran	0	0	0	0	0	0	1	0	0	1	ვეტერანი
veterinarian	0	0	0	0	0	0	0	0	0	0	ვეტერინარი
veto	1	0	0	0	0	1	0	0	0	0	ვეტო
viability	0	0	0	0	0	0	0	0	0	0	სიცოცხლისუნარიანობა
viable	0	0	0	0	0	0	0	0	0	0	სიცოცხლისუნარიანი
viaduct	0	0	0	0	0	0	0	0	0	0	ვიადუკი
vial	0	0	0	0	0	0	0	0	0	0	ფლაკონი
vibrate	0	0	0	0	0	0	0	0	0	0	ვიბრაცია
vibration	0	0	0	0	0	0	0	0	0	0	ვიბრაცია
vibratory	0	0	0	0	0	0	0	0	0	0	ვიბრაციული
