English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Punjabi Word
salve	0	0	0	0	0	0	1	0	0	0	ਸਾਲਵ
samba	0	0	0	0	0	0	0	0	0	0	ਸਾਂਬਾ
sameness	0	0	0	0	0	0	0	0	0	0	ਸਮਾਨਤਾ
samurai	0	0	0	1	0	0	1	0	0	0	ਸਮੁਰਾਈ
sanctification	0	0	0	0	1	0	1	0	0	1	ਪਵਿੱਤਰੀਕਰਨ
sanctified	0	0	0	0	0	0	0	0	0	0	ਪਵਿੱਤਰ ਕੀਤਾ
sanctify	0	1	0	0	1	0	1	1	1	1	ਪਵਿੱਤਰ ਕਰਨਾ
sanction	0	0	0	0	0	0	0	0	0	0	ਮਨਜ਼ੂਰੀ
sanctioned	0	0	0	0	0	0	0	0	0	0	ਮਨਜ਼ੂਰ ਕੀਤਾ
sanctity	0	0	0	0	0	0	0	0	0	0	ਪਵਿੱਤਰਤਾ
sanctuary	0	1	0	0	1	0	1	0	0	1	ਅਸਥਾਨ
sand	0	0	0	0	0	0	0	0	0	0	ਰੇਤ
sandal	0	0	0	0	0	0	0	0	0	0	ਸੈਂਡਲ
sander	0	0	0	0	0	0	0	0	0	0	ਸੈਂਡਰ
sands	0	0	0	0	0	0	0	0	0	0	ਰੇਤ
sandy	0	0	0	0	0	0	0	0	0	0	ਰੇਤਲੀ
sane	0	0	0	0	0	0	0	0	0	0	ਸਮਝਦਾਰ
sanguine	0	0	0	0	0	0	1	0	0	0	ਸੁਹਾਵਣਾ
sanitary	0	0	0	0	0	0	1	0	0	0	ਸੈਨੇਟਰੀ
sanity	0	0	0	0	0	0	0	0	0	0	ਸਮਝਦਾਰੀ
sans	0	0	0	0	0	0	0	0	0	0	ਬਿਨਾਂ
sap	0	0	0	0	0	1	0	1	0	0	ਰਸ
sapphire	0	0	0	0	0	0	0	0	0	0	ਨੀਲਮ
sappy	0	0	0	0	0	0	0	0	0	1	ਖੁਸ਼ਹਾਲ
sarcasm	1	0	1	0	0	1	0	1	0	0	ਵਿਅੰਗ
sarcoma	0	0	0	1	0	1	0	1	0	0	ਸਾਰਕੋਮਾ
sardonic	0	0	0	0	0	1	0	0	0	0	ਵਿਅੰਗਾਤਮਕ
sash	0	0	0	0	0	0	0	0	0	0	ਸੈਸ਼
satanic	1	0	0	0	0	1	0	0	0	0	ਸ਼ੈਤਾਨੀ
satchel	0	0	0	0	0	0	0	0	0	0	ਥੈਲਾ
sate	0	0	0	0	0	0	0	0	0	0	ਬੈਠਣਾ
satellite	0	0	0	0	0	0	0	0	0	0	ਸੈਟੇਲਾਈਟ
satin	0	0	0	0	0	0	1	0	0	0	ਸਾਟਿਨ
satire	0	0	0	0	0	0	0	0	0	0	ਵਿਅੰਗ
satirical	0	0	0	0	0	0	0	0	0	0	ਵਿਅੰਗਾਤਮਕ
satisfaction	0	0	0	0	0	0	0	0	0	0	ਸੰਤੁਸ਼ਟੀ
satisfactorily	0	0	0	0	0	0	1	0	0	0	ਤਸੱਲੀਬਖਸ਼
satisfied	0	0	0	0	1	0	1	0	0	0	ਸੰਤੁਸ਼ਟ
saturate	0	0	0	0	0	0	0	0	0	0	ਸੰਤ੍ਰਿਪਤ
saturated	0	0	1	0	0	1	0	0	0	0	ਸੰਤ੍ਰਿਪਤ
saturation	0	0	0	0	0	0	0	0	0	0	ਸੰਤ੍ਰਿਪਤਾ
sauce	0	0	0	0	0	0	0	0	0	0	ਚਟਣੀ
saucepan	0	0	0	0	0	0	0	0	0	0	ਸੌਸਪੈਨ
saucer	0	0	0	0	0	0	0	0	0	0	ਤਸ਼ਤਰੀ
saucy	0	0	0	0	0	0	0	0	0	0	ਸੌਖੀ
sauerkraut	0	0	0	0	0	0	0	0	0	0	sauerkraut
sauna	0	0	0	0	0	0	0	0	0	0	ਸੌਨਾ
savage	1	0	0	1	0	1	0	0	0	0	ਜੰਗਲੀ
savagery	1	0	0	1	0	1	0	0	0	0	ਬੇਰਹਿਮੀ
savanna	0	0	0	0	0	0	0	0	0	0	ਸਵਾਨਾ
save	0	0	0	0	1	0	1	0	0	1	ਬਚਾਓ
saving	0	0	0	0	0	0	0	0	0	0	ਬੱਚਤ
savings	0	0	0	0	0	0	1	0	0	0	ਬਚਤ
savor	0	1	1	0	1	0	1	1	0	1	ਸੁਆਦ
savory	0	0	0	0	0	0	1	0	0	0	ਸੁਆਦੀ
savvy	0	0	0	0	0	0	1	0	0	0	ਸਮਝਦਾਰ
sawdust	0	0	0	0	0	0	0	0	0	0	ਬਰਾ
sax	0	0	0	0	0	0	0	0	0	0	ਸੈਕਸ
saxophone	0	0	0	0	0	0	0	0	0	0	ਸੈਕਸੋਫੋਨ
scab	0	0	0	0	0	1	0	0	0	0	ਖੁਰਕ
scabbard	0	0	0	0	0	0	0	0	0	0	scabbard
scaffold	0	0	0	1	0	1	0	0	0	0	ਸਕੈਫੋਲਡ
scaffolding	0	0	0	0	0	0	0	0	0	0	ਸਕੈਫੋਲਡਿੰਗ
scale	0	0	0	0	0	0	0	0	0	0	ਸਕੇਲ
scales	0	0	0	0	0	0	0	0	0	0	ਸਕੇਲ
scallop	0	0	0	0	0	0	0	0	0	0	ਸਕਾਲਓਪ
scalp	0	0	0	0	0	0	0	0	0	0	ਖੋਪੜੀ
scalpel	0	0	0	1	0	1	0	0	0	0	scalpel
scaly	0	0	0	0	0	1	0	0	0	0	ਖੁਰਲੀ
scan	0	0	0	0	0	0	0	0	0	0	ਸਕੈਨ
scandal	0	0	0	1	0	1	0	0	0	0	ਸਕੈਂਡਲ
scandalous	1	0	0	0	0	1	0	0	0	0	ਬਦਨਾਮ
scanty	0	0	0	0	0	1	0	0	0	0	ਘੱਟ
scape	0	0	0	0	0	0	0	0	0	0	ਸਕੈਪ
scapegoat	1	0	0	1	0	1	0	0	0	0	ਬਲੀ ਦਾ ਬੱਕਰਾ
scar	1	0	1	1	0	1	0	1	0	0	ਦਾਗ
scarab	0	0	0	0	0	0	0	0	0	0	scarab
scarce	0	0	0	1	0	1	0	1	0	0	ਦੁਰਲਭ
scarcely	0	0	0	0	0	1	0	1	0	0	ਸ਼ਾਇਦ ਹੀ
scarcity	1	0	0	1	0	1	0	1	0	0	ਕਮੀ
scare	1	1	0	1	0	1	0	0	1	0	ਡਰਾਉਣਾ
scarecrow	0	0	0	1	0	1	1	0	0	0	ਡਰਾਮਾ
scarf	0	0	0	0	0	0	0	0	0	0	ਸਕਾਰਫ਼
scarlet	0	0	0	0	0	0	0	0	0	0	ਲਾਲ ਰੰਗ ਦਾ
scatter	0	0	0	0	0	0	0	0	0	0	ਸਕੈਟਰ
scattered	0	0	0	0	0	0	0	0	0	0	ਖਿੰਡੇ ਹੋਏ
scattering	0	0	0	0	0	0	0	0	0	0	ਖਿੰਡਾਉਣਾ
scavenger	0	0	0	0	0	1	0	0	0	0	ਸਫ਼ਾਈ ਕਰਨ ਵਾਲਾ
scene	0	0	0	0	0	0	0	0	0	0	ਦ੍ਰਿਸ਼
scenery	0	0	0	0	0	0	0	0	0	0	ਦ੍ਰਿਸ਼
scenic	0	0	0	0	0	0	0	0	0	0	ਸੁੰਦਰ
scent	0	0	0	0	0	0	0	0	0	0	ਖੁਸ਼ਬੂ
sceptical	0	0	0	0	0	0	0	0	0	1	ਸ਼ੱਕੀ
scepticism	0	0	0	0	0	0	0	0	0	0	ਸੰਦੇਹਵਾਦ
schematic	0	0	0	0	0	0	0	0	0	0	ਯੋਜਨਾਬੱਧ
scheme	0	0	0	0	0	1	0	0	0	0	ਸਕੀਮ
schism	1	0	0	0	0	1	0	0	0	0	ਫੁੱਟ
schizophrenia	1	0	1	1	0	1	0	1	0	0	ਸ਼ਾਈਜ਼ੋਫਰੀਨੀਆ
scholar	0	0	0	0	0	0	1	0	0	0	ਵਿਦਵਾਨ
scholarly	0	0	0	0	0	0	0	0	0	0	ਵਿਦਵਾਨ
scholarship	0	0	0	0	1	0	1	0	0	0	ਸਕਾਲਰਸ਼ਿਪ
school	0	0	0	0	0	0	0	0	0	1	ਵਿਦਿਆਲਾ
schoolboy	0	0	0	0	0	0	0	0	0	0	ਸਕੂਲੀ ਲੜਕਾ
schooling	0	0	0	0	0	0	0	0	0	0	ਸਕੂਲਿੰਗ
schoolmaster	0	0	0	0	0	0	0	0	0	0	ਸਕੂਲ ਮਾਸਟਰ
schooner	0	0	0	0	0	0	0	0	0	0	ਸਕੂਨਰ
sciatica	0	0	0	0	0	1	0	0	0	0	ਗਠੀਏ
science	0	0	0	0	0	0	0	0	0	0	ਵਿਗਿਆਨ
scientific	0	0	0	0	0	0	1	0	0	1	ਵਿਗਿਆਨਕ
scientist	0	1	0	0	0	0	1	0	0	1	ਵਿਗਿਆਨੀ
scintilla	0	0	0	0	0	0	1	0	0	0	ਸਿੰਟੀਲਾ
scintillation	0	0	0	0	0	0	0	0	0	0	ਝਿੱਲੀ
scintillator	0	0	0	0	0	0	0	0	0	0	ਸਿੰਟੀਲੇਟਰ
scion	0	0	0	0	0	0	0	0	0	0	ਵੰਸ਼ਜ
scissors	0	0	0	0	0	0	0	0	0	0	ਕੈਚੀ
scoff	1	0	1	0	0	1	0	0	0	0	ਮਖੌਲ
scold	1	0	1	1	0	1	0	1	0	0	ਝਿੜਕਣਾ
scolding	1	0	0	0	0	1	0	0	0	0	ਝਿੜਕਣਾ
scoop	0	0	0	0	0	0	0	0	0	0	ਸਕੂਪ
scope	0	0	0	0	0	0	0	0	0	0	ਦਾਇਰੇ
scorching	1	0	0	0	0	1	0	0	0	0	ਝੁਲਸਣਾ
score	0	1	0	0	1	0	1	0	1	0	ਸਕੋਰ
scores	0	0	0	0	0	0	0	0	0	0	ਸਕੋਰ
scorn	1	0	0	0	0	1	0	0	0	0	ਅਪਮਾਨ
scorpion	1	0	1	1	0	1	0	0	1	0	ਬਿੱਛੂ
scotch	0	0	0	0	0	1	0	0	0	0	ਸਕਾਚ
scoundrel	1	0	1	1	0	1	0	0	0	1	ਬਦਮਾਸ਼
scour	0	0	0	0	0	0	0	0	0	0	ਰਗੜਨਾ
scourge	1	0	0	1	0	1	0	1	0	0	ਕੋਰਾ
scout	0	0	0	0	0	0	0	0	0	0	ਸਕਾਊਟ
scrabble	0	0	0	0	0	0	0	0	0	0	ਸਕ੍ਰੈਬਲ
scramble	0	0	0	0	0	0	0	0	0	0	ਰਗੜਨਾ
scrambling	0	0	0	0	0	1	0	0	0	0	ਰਗੜਨਾ
scrape	0	0	0	0	0	0	0	0	0	0	ਖੁਰਚਣਾ
scrapie	1	0	0	1	0	1	0	1	0	0	scrapie
scraping	0	0	0	0	0	0	0	0	0	0	ਸਕ੍ਰੈਪਿੰਗ
scratch	0	0	0	0	0	0	0	0	0	0	ਸਕ੍ਰੈਚ
scream	1	0	1	1	0	1	0	0	1	0	ਚੀਕਣਾ
screaming	1	0	1	1	0	1	0	0	0	0	ਚੀਕਣਾ
screech	0	0	0	1	0	1	0	0	1	0	ਚੀਕਣਾ
screen	0	0	0	0	0	0	0	0	0	0	ਸਕਰੀਨ
screwdriver	0	0	0	0	0	0	0	0	0	0	ਪੇਚਕੱਸ
screwed	1	0	0	0	0	1	0	0	0	0	ਪੇਚ
scribble	0	0	0	0	0	0	0	0	0	0	ਲਿਖਣਾ
scribe	0	0	0	0	0	0	1	0	0	0	ਲਿਖਾਰੀ
scrimmage	0	0	0	0	0	1	0	0	1	0	ਝਗੜਾ
scrip	0	0	0	0	0	0	0	0	0	0	ਸਕ੍ਰਿਪ
script	0	0	0	0	0	0	1	0	0	0	ਸਕ੍ਰਿਪਟ
scriptural	0	0	0	0	0	0	0	0	0	0	ਸ਼ਾਸਤਰ ਸੰਬੰਧੀ
scripture	0	0	0	0	0	0	0	0	0	1	ਪੋਥੀ
scroll	0	0	0	0	0	0	0	0	0	0	ਸਕਰੋਲ
scrub	0	0	1	0	0	1	0	0	0	0	ਰਗੜਨਾ
scrumptious	0	0	0	0	0	0	1	0	0	0	ਸ਼ਾਨਦਾਰ
scrupulous	0	0	0	0	0	0	0	0	0	0	ਇਮਾਨਦਾਰ
scrutinize	0	1	0	0	0	1	0	0	0	0	ਪੜਤਾਲ
scrutiny	0	0	0	0	0	1	0	0	0	0	ਪੜਤਾਲ
sculptor	0	0	0	0	0	0	0	0	0	0	ਮੂਰਤੀਕਾਰ
sculpture	0	0	0	0	0	0	1	0	0	0	ਮੂਰਤੀ
sculptured	0	0	0	0	0	0	0	0	0	0	ਮੂਰਤੀ
scum	0	0	1	0	0	1	0	0	0	0	ਕੂੜ
sea	0	0	0	0	0	0	1	0	0	0	ਸਮੁੰਦਰ
seaboard	0	0	0	0	0	0	0	0	0	0	ਸਮੁੰਦਰੀ ਕਿਨਾਰੇ
seal	0	0	0	0	0	0	1	0	0	1	ਮੋਹਰ
seals	0	0	0	0	0	0	0	0	0	1	ਸੀਲਾਂ
seam	0	0	0	0	0	0	0	0	0	0	ਸੀਮ
seaman	0	0	0	0	0	0	0	0	0	0	ਸਮੁੰਦਰੀ ਜਹਾਜ਼
seamless	0	0	0	0	0	0	0	0	0	0	ਸਹਿਜ
seamstress	0	0	0	0	0	0	0	0	0	0	ਸੀਮਸਟਰੈਸ
seaport	0	0	0	0	0	0	0	0	0	0	ਬੰਦਰਗਾਹ
sear	0	0	0	0	0	1	0	0	0	0	ਸੀਅਰ
search	0	0	0	0	0	0	0	0	0	0	ਖੋਜ
searching	0	0	0	0	0	0	0	0	0	0	ਖੋਜ
seared	0	0	0	0	0	0	0	0	0	0	ਸੀਰਡ
seaside	0	0	0	0	0	0	0	0	0	0	ਸਮੁੰਦਰੀ ਕਿਨਾਰੇ
season	0	0	0	0	0	0	0	0	0	0	ਸੀਜ਼ਨ
seasoned	0	0	0	0	0	0	1	0	0	0	ਤਜਰਬੇਕਾਰ
seasoning	0	0	0	0	0	0	0	0	0	0	ਮਸਾਲਾ
seat	0	0	0	0	0	0	0	0	0	0	ਸੀਟ
secession	0	0	0	0	0	1	0	0	0	0	ਵੱਖ ਹੋਣਾ
secluded	0	0	0	0	0	1	0	1	0	0	ਇਕਾਂਤ
seclusion	0	0	0	1	0	1	1	0	0	0	ਇਕਾਂਤ
secondary	0	0	0	0	0	0	0	0	0	0	ਸੈਕੰਡਰੀ
secondhand	0	0	0	0	0	1	0	0	0	0	ਪੁਰਾਨਾ
secrecy	0	0	0	0	0	0	0	0	1	1	ਗੁਪਤਤਾ
secret	0	0	0	0	0	0	0	0	0	1	ਗੁਪਤ
secretariat	0	0	0	0	0	0	1	0	0	0	ਸਕੱਤਰੇਤ
secretary	0	0	0	0	0	0	0	0	0	0	ਸਕੱਤਰ
secrete	0	0	1	0	0	0	0	0	0	0	secrete
secretion	0	0	1	0	0	1	0	0	0	0	secretion
secretive	0	0	0	0	0	1	0	0	0	0	ਗੁਪਤ
secretly	0	0	0	0	0	0	0	0	0	0	ਗੁਪਤ ਰੂਪ ਵਿੱਚ
sect	0	0	0	0	0	0	0	0	0	0	ਸੰਪਰਦਾ
sectarian	1	0	0	1	0	1	0	0	0	0	ਸੰਪਰਦਾਇਕ
sectional	0	0	0	0	0	0	0	0	0	0	ਵਿਭਾਗੀ
sector	0	0	0	0	0	0	0	0	0	0	ਸੈਕਟਰ
secular	0	1	0	0	0	0	0	0	0	0	ਧਰਮ ਨਿਰਪੱਖ
secularism	0	0	0	0	0	0	0	0	0	0	ਧਰਮ ਨਿਰਪੱਖਤਾ
securities	0	0	0	0	0	0	0	0	0	1	ਪ੍ਰਤੀਭੂਤੀਆਂ
security	0	0	0	0	0	0	0	0	0	0	ਸੁਰੱਖਿਆ
sedan	0	0	0	0	0	0	0	0	0	0	ਸੇਡਾਨ
sedate	0	0	0	0	0	0	0	0	0	0	ਸ਼ਾਂਤ
sedative	0	0	0	0	0	0	0	0	0	0	ਸੈਡੇਟਿਵ
sedentary	0	0	0	0	0	0	0	0	0	0	ਬੈਠਣ ਵਾਲਾ
sedge	0	0	0	0	0	0	0	0	0	0	ਸੇਜ
sediment	0	0	0	0	0	0	0	0	0	0	ਤਲਛਟ
sedimentary	0	0	0	0	0	0	0	0	0	0	ਤਲਛਟ
sedition	1	0	0	0	0	1	0	1	0	0	ਦੇਸ਼ਧ੍ਰੋਹ
seduce	0	0	0	0	0	1	0	0	0	0	ਭਰਮਾਉਣਾ
seducing	0	0	0	0	0	0	0	0	0	0	ਭਰਮਾਉਣਾ
seduction	0	0	0	0	0	1	0	0	0	0	ਭਰਮਾਉਣਾ
seductive	0	1	0	0	0	0	0	0	0	0	ਭਰਮਾਉਣ ਵਾਲਾ
seed	0	0	0	0	0	0	0	0	0	0	ਬੀਜ
seedling	0	0	0	0	0	0	0	0	0	0	seedling
seek	0	1	0	0	0	0	0	0	0	0	ਭਾਲ
seeker	0	0	0	0	0	0	0	0	0	0	ਖੋਜੀ
seemingly	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਤੀਤ ਹੁੰਦਾ ਹੈ
seer	0	0	0	0	0	0	0	0	0	0	ਦਰਸ਼ਕ
seething	0	0	0	0	0	0	0	0	0	0	ਸੀਥਿੰਗ
segment	0	0	0	0	0	0	0	0	0	0	ਖੰਡ
segregate	1	0	1	0	0	1	0	1	0	0	ਵੱਖ ਕਰਨਾ
segregated	0	0	0	0	0	1	0	0	0	0	ਵੱਖ ਕੀਤਾ
segregation	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰਨਾ
seize	0	0	0	1	0	1	0	0	0	0	ਜ਼ਬਤ
seizure	0	0	0	1	0	0	0	0	0	0	ਦੌਰਾ
seldom	0	0	0	0	0	0	0	0	0	0	ਘੱਟ ਹੀ
select	0	0	0	0	0	0	0	0	0	0	ਚੁਣੋ
selection	0	0	0	0	0	0	0	0	0	0	ਚੋਣ
selfish	1	0	1	0	0	1	0	0	0	0	ਸੁਆਰਥੀ
selfishness	0	0	0	0	0	1	0	0	0	0	ਸਵਾਰਥ
sell	0	0	0	0	0	0	0	0	0	0	ਵੇਚੋ
seller	0	0	0	0	0	0	0	0	0	0	ਵੇਚਣ ਵਾਲਾ
semaphore	0	0	0	0	0	0	0	0	0	0	ਸੈਮਾਫੋਰ
semblance	0	0	0	0	0	0	0	0	0	0	ਝਲਕ
semen	0	0	0	0	0	0	0	0	0	0	ਵੀਰਜ
semicolon	0	0	0	0	0	0	0	0	0	0	ਸੈਮੀਕੋਲਨ
seminal	0	0	0	0	0	0	0	0	0	0	ਸੈਮੀਨਲ
seminar	0	0	0	0	0	0	0	0	0	0	ਸੈਮੀਨਾਰ
seminary	0	0	0	0	0	0	0	0	0	0	ਸੈਮੀਨਰੀ
semiotics	0	0	0	0	0	0	0	0	0	0	ਸੈਮੀਓਟਿਕਸ
senate	0	0	0	0	0	0	0	0	0	1	ਸੈਨੇਟ
senator	0	0	0	0	0	0	0	0	0	0	ਸੈਨੇਟਰ
send	0	0	0	0	0	0	0	0	0	0	ਭੇਜੋ
senescence	0	0	0	0	0	0	0	0	0	0	ਬੁਢਾਪਾ
senile	0	0	0	1	0	1	0	1	0	0	ਬੁੱਢੇ
senior	0	0	0	0	0	0	0	0	0	0	ਸੀਨੀਅਰ
seniority	0	0	0	0	0	0	1	0	0	1	ਸੀਨੀਅਰਤਾ
sensation	0	0	0	0	0	0	0	0	0	0	ਸਨਸਨੀ
sensational	0	0	0	0	1	0	1	0	0	0	ਸਨਸਨੀਖੇਜ਼
sense	0	0	0	0	0	0	1	0	0	0	ਭਾਵਨਾ
senseless	1	0	1	1	0	1	0	1	1	0	ਬੇਸਮਝ
senses	0	0	0	0	0	0	0	0	0	0	ਇੰਦਰੀਆਂ
sensibility	0	0	0	0	0	0	1	0	0	0	ਸੰਵੇਦਨਸ਼ੀਲਤਾ
sensibly	0	0	0	0	0	0	1	0	0	0	ਸਮਝਦਾਰੀ ਨਾਲ
sensitive	0	0	0	0	0	0	0	0	0	0	ਸੰਵੇਦਨਸ਼ੀਲ
sensory	0	0	0	0	0	0	0	0	0	0	ਸੰਵੇਦੀ
sensual	0	1	0	0	1	1	1	0	1	1	ਸੰਵੇਦੀ
sensuality	0	1	0	0	1	0	1	0	0	0	ਕਾਮੁਕਤਾ
sensuous	0	0	0	0	1	0	1	0	0	0	ਸੰਵੇਦੀ
sentence	1	1	1	1	0	1	0	1	0	0	ਵਾਕ
sentient	0	0	0	0	0	0	0	0	0	0	ਸੰਵੇਦਨਸ਼ੀਲ
sentiment	0	0	0	0	0	0	0	0	0	0	ਭਾਵਨਾ
sentimental	0	0	0	0	0	0	1	0	0	0	ਭਾਵਨਾਤਮਕ
sentimentality	0	0	0	0	0	0	1	0	0	0	ਭਾਵਨਾਤਮਕਤਾ
sentinel	0	0	0	0	0	0	1	0	0	1	ਸੈਨਟੀਨਲ
sentry	0	0	0	0	0	0	0	0	0	1	ਸੰਤਰੀ
separable	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰਨ ਯੋਗ
separate	0	0	0	0	0	0	0	0	0	0	ਵੱਖਰਾ
separately	0	0	0	0	0	0	0	0	0	0	ਵੱਖਰੇ ਤੌਰ 'ਤੇ
separation	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਹੋਣਾ
separatist	1	0	1	0	0	1	0	0	0	0	ਵੱਖਵਾਦੀ
sepia	0	0	0	0	0	0	0	0	0	0	ਸੇਪੀਆ
sepsis	0	0	0	1	0	1	0	1	0	0	ਸੇਪਸਿਸ
sept	0	0	0	0	0	0	0	0	0	0	ਸਤੰਬਰ
septic	0	0	1	0	0	1	0	0	0	0	ਸੈਪਟਿਕ
septum	0	0	0	0	0	0	0	0	0	0	septum
sequel	0	1	0	0	0	0	0	0	0	0	ਸੀਕਵਲ
sequence	0	0	0	0	0	0	0	0	0	0	ਕ੍ਰਮ
sequent	0	0	0	0	0	0	0	0	0	0	ਕ੍ਰਮ
sequestered	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕੀਤਾ
sequestration	0	0	0	0	0	1	0	1	0	0	ਜ਼ਬਤ
serene	0	0	0	0	0	1	0	0	0	1	ਸ਼ਾਂਤ
serenity	0	1	0	0	1	0	1	0	0	1	ਸ਼ਾਂਤੀ
sergeant	0	0	0	0	0	0	0	0	0	0	ਸਾਰਜੈਂਟ
serial	0	1	0	0	0	0	0	0	0	0	ਸੀਰੀਅਲ
series	0	0	0	0	0	0	0	0	0	1	ਲੜੀ
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	ਗੰਭੀਰਤਾ
sermon	0	0	0	0	0	0	1	0	0	1	ਉਪਦੇਸ਼
serpent	0	0	1	1	0	1	0	0	0	0	ਸੱਪ
serpentine	0	0	0	0	0	0	0	0	0	0	ਸੱਪ
serrated	0	0	0	0	0	0	0	0	0	0	serrated
serum	0	0	0	0	0	0	1	0	0	0	ਸੀਰਮ
servant	0	0	0	0	0	1	0	0	0	1	ਨੌਕਰ
serve	0	0	0	0	0	1	0	0	0	1	ਸੇਵਾ ਕਰੋ
service	0	0	0	0	0	0	0	0	0	0	ਸੇਵਾ
serviceable	0	0	0	0	0	0	0	0	0	0	ਸੇਵਾਯੋਗ
servile	0	0	1	1	0	1	0	1	0	0	ਸੇਵਾਦਾਰ
servitude	0	0	0	0	0	1	0	0	0	0	ਗੁਲਾਮੀ
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	ਸੈਸ਼ਨ
sessions	0	0	0	0	0	0	0	0	0	0	ਸੈਸ਼ਨ
set	0	0	0	0	0	0	0	0	0	0	ਸੈੱਟ
setback	0	0	0	0	0	1	0	1	0	0	ਝਟਕਾ
sett	0	0	0	0	0	0	0	0	0	0	ਸੈੱਟ
setter	0	0	0	0	0	0	0	0	0	0	ਸੇਟਰ
settle	0	0	0	0	0	0	0	0	0	0	ਸੈਟਲ
settled	0	0	0	0	0	0	0	0	0	0	ਸੈਟਲ
settler	0	0	0	0	0	0	0	0	0	0	ਵਸਨੀਕ
settlor	0	0	0	1	0	0	1	0	0	0	ਵਸਨੀਕ
seventh	0	0	0	0	0	0	0	0	0	0	ਸੱਤਵਾਂ
seventy	0	0	0	0	0	0	0	0	0	0	ਸੱਤਰ
sever	0	0	0	0	0	1	0	0	0	0	ਅਲੱਗ
severable	0	0	0	0	0	0	0	0	0	0	ਤੋੜਨਯੋਗ
severally	0	0	0	0	0	0	0	0	0	0	ਵੱਖਰੇ ਤੌਰ 'ਤੇ
severance	0	0	0	0	0	0	0	1	0	0	ਵਿਛੋੜਾ
severely	0	0	0	0	0	0	0	0	0	0	ਗੰਭੀਰਤਾ ਨਾਲ
severity	0	0	0	0	0	0	0	0	0	0	ਗੰਭੀਰਤਾ
sew	0	0	0	0	0	0	0	0	0	0	ਸੀਵ
sewage	0	0	1	0	0	1	0	0	0	0	ਸੀਵਰੇਜ
sewer	0	0	1	0	0	0	0	0	0	0	ਸੀਵਰ
sewerage	0	0	1	0	0	1	0	0	0	0	ਸੀਵਰੇਜ
sex	0	1	0	0	1	0	1	0	0	1	ਸੈਕਸ
sexuality	0	0	0	0	0	0	0	0	0	0	ਲਿੰਗਕਤਾ
sexy	0	0	0	0	0	0	0	0	0	0	ਸੈਕਸੀ
shabby	0	0	1	0	0	1	0	0	0	0	ਗੰਧਲਾ
shack	0	0	1	0	0	1	0	1	0	0	ਝੁੱਗੀ
shackle	1	1	1	1	0	1	0	1	0	0	ਬੇੜੀ
shade	0	0	0	0	0	0	0	0	0	0	ਛਾਂ
shades	0	0	0	0	0	0	0	0	0	0	ਸ਼ੇਡ
shading	0	0	0	0	0	0	0	0	0	0	ਰੰਗਤ
shadow	0	0	0	0	0	0	0	0	0	0	ਪਰਛਾਵਾਂ
shadowy	0	0	0	0	0	0	0	0	0	0	ਪਰਛਾਵੇਂ
shady	0	0	0	1	0	1	0	0	0	0	ਛਾਂਦਾਰ
shaft	0	0	0	0	0	0	0	0	0	0	ਸ਼ਾਫਟ
shag	0	0	0	0	0	0	0	0	0	0	ਸ਼ੈਗ
shaggy	0	0	0	0	0	0	0	0	0	0	shaggy
shake	0	0	0	0	0	0	0	0	0	0	ਹਿਲਾ
shaken	0	0	0	0	0	0	0	0	0	0	ਹਿੱਲ ਗਿਆ
shaking	0	0	0	1	0	1	0	0	0	0	ਹਿੱਲਣਾ
shaky	1	1	0	1	0	1	0	0	0	0	ਕੰਬਣੀ
sham	1	0	1	0	0	1	0	0	0	0	ਸ਼ਰਮ
shaman	0	0	0	0	0	0	0	0	0	0	shaman
shambles	0	0	0	0	0	1	0	0	0	0	ਝੰਜੋੜਨਾ
shame	0	0	1	1	0	1	0	1	0	0	ਸ਼ਰਮ
shameful	0	0	0	0	0	1	0	1	0	0	ਸ਼ਰਮਨਾਕ
shameless	0	0	1	0	0	1	0	0	0	0	ਬੇਸ਼ਰਮ
shanghai	0	0	1	1	0	1	0	0	0	0	ਸ਼ੰਘਾਈ
shank	0	0	0	1	0	0	0	0	0	0	ਸ਼ੰਕ
shanty	0	0	0	0	0	0	0	0	0	0	ਝੌਂਪੜੀ
shape	0	0	0	0	0	0	1	0	0	0	ਸ਼ਕਲ
shapely	0	0	0	0	0	0	1	0	0	0	ਸੁੰਦਰ
share	0	1	0	0	1	0	1	0	0	1	ਸ਼ੇਅਰ
shareholder	0	0	0	0	0	0	0	0	0	0	ਸ਼ੇਅਰਧਾਰਕ
shark	0	0	0	0	0	1	0	0	0	0	ਸ਼ਾਰਕ
sharpen	1	1	0	0	0	0	0	0	0	0	ਤਿੱਖਾ ਕਰੋ
sharpened	0	0	0	0	0	0	0	0	0	0	ਤਿੱਖਾ
sharpener	0	0	0	0	0	0	0	0	0	0	ਸ਼ਾਰਪਨਰ
sharpness	0	0	0	0	0	0	0	0	0	0	ਤਿੱਖਾਪਨ
