English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Frisian Word
tightness	0	0	0	0	0	0	0	0	0	0	tightness
tights	0	0	0	0	0	0	0	0	0	0	panty
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	tegel
tiling	0	0	0	0	0	0	1	0	0	0	tegels
till	0	0	0	0	0	0	0	0	0	0	oant
tillage	0	0	0	0	0	0	0	0	0	0	bewurking
tiller	0	0	0	0	0	0	0	0	0	0	tiller
tilt	0	0	0	0	0	0	0	0	0	0	tilt
tilting	0	0	0	0	0	0	0	0	0	0	tilting
timber	0	0	0	0	0	0	0	0	0	0	hout
timberland	0	0	0	0	0	0	0	0	0	0	timberland
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	tiid
timeliness	0	0	0	0	0	0	0	0	0	0	aktualiteit
timely	0	0	0	0	0	0	1	0	0	0	tydlik
timepiece	0	0	0	0	0	0	0	0	0	0	timepiece
timid	0	0	0	1	0	1	0	1	0	0	timid
timidity	0	1	0	1	0	1	0	0	0	0	timidity
tin	0	0	0	0	0	0	0	0	0	0	tin
tincture	0	0	0	0	0	0	0	0	0	0	tincture
tine	0	0	0	0	0	0	0	0	0	0	tine
tinge	0	0	0	0	0	0	0	0	0	0	tinge
tingle	0	0	0	0	0	0	0	0	0	0	tintelje
tingling	0	0	0	0	0	0	0	0	0	0	tinteljen
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	tinken
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	tinsel
tint	0	0	0	0	0	0	0	0	0	0	tint
tiny	0	0	0	0	0	0	0	0	0	0	lyts
tip	0	0	0	0	0	0	0	0	0	0	punt
tipsy	0	0	0	0	0	1	0	0	0	0	tipsy
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	bân
tired	0	0	0	0	0	1	0	0	0	0	wurch
tiredness	0	0	0	0	0	1	0	0	0	0	wurgens
tiresome	0	0	0	0	0	1	0	0	0	0	saai
tissue	0	0	0	0	0	0	0	0	0	0	weefsel
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	titanic
tithe	0	0	0	0	0	0	0	0	0	0	tsiende
title	0	0	0	0	0	0	1	0	0	1	titel
titled	0	0	0	0	0	0	0	0	0	0	titele
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	titulêr
toad	0	0	1	0	0	1	0	0	0	0	Pod
toast	0	0	0	0	1	0	1	0	0	0	toast
tobacco	0	0	0	0	0	1	0	0	0	0	tabak
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	hjoed
toe	0	0	0	0	0	0	0	0	0	0	tean
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	arbeidzje
toilet	0	0	1	0	0	1	0	0	0	0	húske
toils	0	0	0	0	0	1	0	0	0	0	toils
token	0	0	0	0	0	0	0	0	0	0	token
tolerance	0	0	0	0	0	0	0	0	0	0	tolerânsje
tolerant	0	0	0	0	0	0	1	0	0	0	ferdraachsum
tolerate	1	0	0	0	0	1	0	1	0	0	tolerearje
toleration	0	0	0	0	0	0	1	0	0	0	tolerânsje
toll	0	0	0	0	0	0	0	0	0	0	tol
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	grêf
tomcat	0	0	0	0	0	0	0	0	0	0	tomke
tome	0	0	0	0	0	0	0	0	0	0	tsjin my
tomorrow	0	1	0	0	0	0	0	0	0	0	moarn
ton	0	0	0	0	0	0	0	0	0	0	ton
tone	0	0	0	0	0	0	0	0	0	0	toan
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	tange
tongue	0	0	0	0	0	0	0	0	0	0	tonge
tonic	0	0	0	0	0	0	0	0	0	0	tonic
tonnage	0	0	0	0	0	0	0	0	0	0	tonnage
tonsils	0	0	0	0	0	0	0	0	0	0	tonsils
tooling	0	0	0	0	0	0	0	0	0	0	tooling
tooth	0	0	0	0	0	0	0	0	0	0	tosk
toothache	0	0	0	1	0	1	0	0	0	0	kiespijn
toothed	0	0	0	0	0	0	0	0	0	0	tosken
toothless	0	0	0	0	0	0	0	0	0	0	toskeleas
top	0	1	0	0	0	0	1	0	0	1	top
topaz	0	0	0	0	0	0	0	0	0	0	topaz
topic	0	0	0	0	0	0	0	0	0	0	ûnderwerp
topical	0	0	0	0	0	0	0	0	0	0	aktueel
topographic	0	0	0	0	0	0	0	0	0	0	topografysk
topographical	0	0	0	0	0	0	0	0	0	0	topografysk
topography	0	0	0	0	0	0	0	0	0	0	topografy
topple	0	0	0	0	0	0	0	0	1	0	omslaan
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	fakkel
torment	1	0	0	1	0	1	0	1	0	0	pine
torn	0	0	0	0	0	1	0	0	0	0	torn
tornado	0	0	0	1	0	0	0	0	0	0	tornado
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	torrent
torrid	0	0	0	0	0	1	0	0	0	0	torrid
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	romp
tort	0	0	0	0	0	1	0	0	0	0	tort
tortious	1	0	1	0	0	1	0	0	0	0	tortious
tortoise	0	0	0	0	0	0	0	0	0	0	tortoise
tortuous	0	0	0	0	0	0	0	0	0	0	bochtige
torture	1	1	1	1	0	1	0	1	0	0	marteling
toss	0	0	0	0	0	0	0	0	0	0	smyt
total	0	0	0	0	0	0	0	0	0	0	totaal
totality	0	0	0	0	0	0	0	0	0	0	totaliteit
totally	0	0	0	0	0	0	0	0	0	0	hielendal
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	oanreitsje
touched	0	0	0	0	0	1	0	0	0	0	oanrekke
touching	0	0	0	0	0	0	0	0	0	0	oandwaanlik
touchy	1	0	0	0	0	1	0	1	0	0	oandwaanlik
tough	0	0	0	0	0	1	0	1	0	0	taai
toughness	1	0	0	1	0	0	1	0	0	1	hurdens
tour	0	0	0	0	0	0	0	0	0	0	reis
tourist	0	0	0	0	0	0	0	0	0	0	toerist
tourmaline	0	0	0	0	0	0	0	0	0	0	toermalyn
tournament	0	0	0	0	0	0	0	0	0	0	toernoai
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	tow
towel	0	0	0	0	0	0	0	0	0	0	handoek
tower	0	0	0	0	0	0	1	0	0	0	toer
towering	0	1	0	1	0	0	1	0	0	0	tuorren
town	0	0	0	0	0	0	0	0	0	0	stêd
townhouse	0	0	0	0	0	0	0	0	0	0	doarpshûs
toxic	0	0	1	0	0	1	0	0	0	0	giftich
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	toxine
toy	0	0	0	0	0	0	0	0	0	0	boartersguod
trace	0	0	0	0	0	0	0	0	0	0	trace
traces	0	0	0	0	0	0	0	0	0	0	spoaren
trachea	0	0	0	0	0	0	0	0	0	0	trachea
tracing	0	0	0	0	0	0	0	0	0	0	tracing
track	0	1	0	0	0	0	0	0	0	0	spoar
tract	0	0	0	1	0	0	0	0	0	0	traktaat
tractable	0	0	0	0	0	0	0	0	0	0	traktabel
traction	0	0	0	0	0	0	0	0	0	0	traksje
tractor	0	0	0	0	0	0	0	0	0	0	trekker
trade	0	0	0	0	0	0	0	0	0	1	handel
trader	0	0	0	0	0	0	0	0	0	0	hanneler
tradesman	0	0	0	0	0	0	0	0	0	0	hannelsman
trading	0	0	0	0	0	0	0	0	0	0	hannel
tradition	0	0	0	0	0	0	0	0	0	0	tradysje
traditional	0	0	0	0	0	0	1	0	0	0	tradisjoneel
traffic	0	0	0	0	0	0	0	0	0	0	ferkear
tragedy	0	0	0	1	0	1	0	1	0	0	trageedzje
tragic	0	0	0	0	0	1	0	0	0	0	tragysk
trail	0	0	0	0	0	0	0	0	0	0	paad
train	0	0	0	0	0	0	0	0	0	0	trein
trained	0	0	0	0	0	0	0	0	0	0	oplaat
trainer	0	0	0	0	0	0	0	0	0	1	trener
training	0	0	0	0	0	0	0	0	0	0	trening
trait	0	0	0	0	0	0	0	0	0	0	eigenskip
traitor	1	0	1	1	0	1	0	1	0	0	ferrieder
trajectory	0	0	0	0	0	0	0	0	0	0	trajekt
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	swalker
tramway	0	0	0	0	0	0	0	0	0	0	tramwei
trance	0	0	0	0	0	1	0	0	0	0	trance
tranquil	0	0	0	0	1	0	1	0	0	0	rêstich
tranquility	0	0	0	0	1	0	1	0	0	1	rêst
transact	0	0	0	0	0	0	0	0	0	0	transact
transaction	0	0	0	0	0	0	0	0	0	1	transaksje
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantyske
transcendence	0	1	0	0	1	0	1	0	1	1	transcendence
transcendent	0	0	0	0	0	0	0	0	0	0	transzendint
transcendental	0	0	0	0	0	0	1	0	0	0	transzendintaal
transcribe	0	0	0	0	0	0	0	0	0	0	transkrije
transcriber	0	0	0	0	0	0	0	0	0	0	oerskriuwster
transcript	0	0	0	0	0	0	0	0	0	1	transkripsje
transcription	0	0	0	0	0	0	0	0	0	0	transkripsje
transfer	0	0	0	0	0	0	0	0	0	0	oerdracht
transference	0	0	0	0	0	0	0	0	0	0	oerdracht
transferred	0	0	0	0	0	0	0	0	0	0	oerdroegen
transfixed	0	0	0	0	0	0	0	0	0	0	transfixed
transform	0	0	0	0	0	0	0	0	0	0	transformearje
transformation	0	0	0	0	0	0	0	0	0	0	transformaasje
transfusion	0	0	0	0	0	0	0	0	0	0	transfúzje
transgression	0	0	0	0	0	1	0	0	0	0	oertrêding
transient	0	0	0	0	0	0	0	0	0	0	transient
transit	0	0	0	0	0	0	0	0	0	0	transit
transition	0	0	0	0	0	0	0	0	0	0	oergong
transitional	0	1	0	0	0	0	0	0	0	0	transitional
transitive	0	0	0	0	0	0	0	0	0	0	transitive
transitory	0	0	0	0	0	0	0	0	0	0	oergean
translate	0	0	0	0	0	0	0	0	0	0	oersette
translation	0	0	0	0	0	0	0	0	0	1	oersetting
translocation	0	0	0	0	0	0	0	0	0	0	translokaasje
translucent	0	0	0	0	0	0	0	0	0	0	trochsichtich
transmission	0	0	0	0	0	0	0	0	0	0	oerdracht
transmit	0	0	0	0	0	0	0	0	0	0	trochjaan
transmutation	0	0	0	0	0	0	0	0	0	0	transmutaasje
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	transparânsje
transparent	0	0	0	0	0	0	0	0	0	0	trochsichtich
transplant	0	0	0	0	0	0	0	0	0	0	transplant
transplantation	0	0	0	0	0	0	0	0	0	0	transplantaasje
transport	0	0	0	0	0	0	0	0	0	0	ferfier
transportation	0	0	0	0	0	0	0	0	0	0	transport
transpose	0	0	0	0	0	0	0	0	0	0	transpose
transposition	0	0	0	0	0	0	0	0	0	0	transposysje
transverse	0	0	0	0	0	0	0	0	0	0	dwers
trap	0	0	0	0	0	0	0	0	0	0	trap
trapping	0	0	0	0	0	0	0	0	0	0	trapping
trappings	0	0	0	0	0	1	0	0	0	0	trappings
traps	0	0	0	0	0	1	0	0	0	0	traps
trash	0	0	1	0	0	1	0	1	0	0	Rommel
trashy	0	0	1	0	0	1	0	0	0	0	jiskefet
traumatic	1	0	0	1	0	1	0	1	0	0	traumatysk
travail	0	0	0	0	0	1	0	0	0	0	travail
travel	0	0	0	0	0	0	0	0	0	0	reizgje
traveler	0	0	0	0	0	0	0	0	0	0	reizger
traveling	0	0	0	0	0	0	1	0	0	0	reizgjen
traverse	0	0	0	0	0	0	0	0	0	0	traverse
travesty	0	0	1	1	0	1	0	1	0	0	travesty
trawl	0	0	0	0	0	0	0	0	0	0	trawl
trawler	0	0	0	0	0	0	0	0	0	0	trawler
tray	0	0	0	0	0	0	0	0	0	0	tray
treacherous	1	0	1	1	0	1	0	0	0	0	ferriederlik
treachery	1	0	0	1	0	1	0	1	1	0	ferried
tread	0	0	0	0	0	0	0	0	0	0	trede
treadmill	0	1	0	0	0	0	0	0	0	0	treadmill
treason	1	0	1	1	0	1	0	0	1	0	Ferrie
treasure	0	1	0	0	1	0	1	0	0	1	skat
treasurer	0	0	0	0	0	0	0	0	0	1	ponghâlder
treasury	0	0	0	0	0	0	0	0	0	0	skatkiste
treat	1	1	1	1	1	1	1	1	1	1	behannelje
treatise	0	0	0	0	0	0	0	0	0	0	traktaat
treatment	0	0	0	0	0	0	0	0	0	0	behanneling
treaty	0	0	0	0	0	0	0	0	0	0	ferdrach
treble	0	0	0	0	0	0	0	0	0	0	treble
tree	1	1	1	0	1	0	1	0	1	1	beam
trek	0	0	0	0	0	0	0	0	0	0	trek
trellis	0	0	0	0	0	0	0	0	0	0	trellis
tremble	0	0	0	0	0	0	0	0	0	0	trilje
trembling	0	0	0	1	0	1	0	0	0	0	triljen
tremendous	0	0	0	0	0	0	0	0	0	0	enoarm
tremendously	0	0	0	0	0	0	1	0	0	0	geweldig
tremor	1	1	0	1	0	1	0	1	0	0	tremor
trench	0	0	0	0	0	0	0	0	0	0	trench
trend	0	0	0	0	0	0	1	0	0	0	trend
trending	0	0	0	0	0	0	0	0	0	0	trending
trendy	0	0	0	0	0	0	1	0	0	0	trendy
trepidation	0	1	0	1	0	1	0	0	1	0	trepidation
trespass	1	0	0	0	0	1	0	0	0	0	oertreding
triad	0	0	0	0	0	0	0	0	0	0	triade
triangle	0	0	0	0	0	0	0	0	0	0	trijehoek
triangular	0	0	0	0	0	0	0	0	0	0	trijehoekich
tribe	0	0	0	0	0	0	0	0	0	1	folksstam
tribulation	0	0	0	1	0	1	0	1	0	0	ferdrukking
tribunal	0	1	1	1	0	1	0	0	0	1	tribunaal
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	sydrivier
tribute	0	0	0	0	0	0	1	0	0	0	earbetoan
trick	0	0	0	0	0	1	0	0	1	0	trúk
trickery	1	0	1	1	0	1	0	1	1	0	trickery
trickle	0	0	0	0	0	0	0	0	0	0	trickle
tricky	0	0	0	0	0	0	0	0	0	0	lestich
tricycle	0	0	0	0	0	0	0	0	0	0	trijewieler
trident	0	0	0	0	0	0	0	0	0	0	trident
trifle	0	0	0	0	0	1	0	0	0	0	trifle
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	trekker
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometry
trillion	0	0	0	0	0	0	0	0	0	0	triljoen
trim	0	0	0	0	0	0	0	0	0	0	trim
trimmer	0	0	0	0	0	0	0	0	0	0	trimmer
trimming	0	0	0	0	0	0	0	0	0	0	trimmen
trine	0	0	0	0	0	0	0	0	0	0	trien
trinity	0	0	0	0	0	0	0	0	0	0	trije-ienheid
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	reis
tripartite	0	0	0	0	0	0	0	0	0	0	trijetalich
triple	0	0	0	0	0	0	0	0	0	0	triple
triplet	0	0	0	0	0	0	0	0	0	0	triplet
triplicate	0	0	0	0	0	0	0	0	0	0	triplicate
tripod	0	0	0	0	0	0	0	0	0	0	tripod
tripping	1	0	0	0	0	1	0	1	0	0	tripping
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	triomf
triumphant	0	1	0	0	1	0	1	0	0	1	triomfantlik
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	trolley
trombone	0	0	0	0	0	0	0	0	0	0	tromboane
troop	0	0	0	0	0	0	0	0	0	0	troep
trooper	0	0	0	0	0	0	0	0	0	0	trooper
troops	0	0	0	0	0	0	0	0	0	0	troepen
trophy	0	1	0	0	1	0	1	0	1	1	trofee
tropical	0	0	0	0	0	0	0	0	0	0	tropysk
trot	0	0	0	0	0	0	0	0	0	0	trot
troublesome	1	0	0	1	0	1	0	0	0	0	lestich
trough	0	0	0	0	0	0	0	0	0	0	trog
troupe	0	0	0	0	0	0	0	0	0	0	troupe
trousers	0	0	0	0	0	0	0	0	0	0	broek
trout	0	0	0	0	0	0	0	0	0	0	forel
trowel	0	0	0	0	0	0	0	0	0	0	troffel
truce	0	0	0	0	1	0	1	0	0	1	wapenstilstân
truck	0	0	0	0	0	0	0	0	0	1	frachtauto
true	0	0	0	0	1	0	1	0	0	1	wier
truism	0	0	0	0	0	0	0	0	0	0	truism
trump	0	0	0	0	0	0	0	0	1	0	troef
trumpet	0	0	0	0	0	1	0	0	0	0	trompet
trumpeter	0	0	0	0	0	0	0	0	0	0	trompettist
truncate	0	0	0	0	0	0	0	0	0	0	truncate
truncated	0	0	0	0	0	0	0	0	0	0	ôfkoarte
trundle	0	0	0	0	0	0	0	0	0	0	triuwe
trunk	0	0	0	0	0	0	0	0	0	0	romp
truss	0	0	0	0	0	0	0	0	0	1	truss
trust	0	0	0	0	0	0	0	0	0	1	fertrouwe
trustee	0	0	0	0	0	0	0	0	0	1	kurator
trusty	0	0	0	0	0	0	1	0	0	0	trusty
truth	0	0	0	0	0	0	1	0	0	1	wierheid
truthful	0	0	0	0	0	0	0	0	0	1	wierheidich
truthfulness	0	0	0	0	0	0	1	0	0	1	wierheid
tryout	0	0	0	0	0	0	0	0	0	0	Besykje
tub	0	0	0	0	0	0	0	0	0	0	tobbe
tube	0	0	0	0	0	0	0	0	0	0	tube
tubular	0	0	0	0	0	0	0	0	0	0	tubular
tubule	0	0	0	0	0	0	0	0	0	0	tubule
tuck	0	0	0	0	0	0	0	0	0	0	tûke
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	tufted
tug	0	0	0	0	0	0	0	0	0	0	tug
tuition	0	0	0	0	0	0	0	0	0	0	lesgeld
tulip	0	0	0	0	0	0	0	0	0	0	tulp
tumble	0	0	0	0	0	1	0	0	0	0	tumble
tumbler	0	0	0	0	0	0	0	0	0	0	tumbler
tumor	0	0	0	1	0	1	0	0	0	0	tumor
tumour	0	0	0	1	0	1	0	1	0	0	tumor
tumult	1	0	0	1	0	1	0	0	1	0	tumult
tumultuous	1	0	0	1	0	1	0	0	0	0	tumultuous
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	ôfstimd
tune	0	0	0	0	0	0	0	0	0	0	tune
tunic	0	0	0	0	0	0	0	0	0	0	tunyk
tuning	0	0	0	0	0	0	0	0	0	0	tuning
tunnel	0	0	0	0	0	0	0	0	0	0	tunnel
turban	0	0	0	0	0	0	0	0	0	0	turban
turbidity	0	0	0	0	0	0	0	0	0	0	troebelens
turbine	0	0	0	0	0	0	0	0	0	0	turbine
turbulence	1	0	0	1	0	1	0	0	0	0	turbulinsje
turbulent	0	0	0	1	0	1	0	0	0	0	turbulent
turf	0	0	0	0	0	0	0	0	0	0	turf
turmeric	0	0	0	0	0	0	0	0	0	0	koarmerke
turmoil	1	0	0	1	0	1	0	1	0	0	Reboelje
turn	0	0	0	0	0	0	0	0	0	0	draaie
turning	0	0	0	0	0	0	0	0	0	0	draaie
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	turnpike
turntable	0	0	0	0	0	0	0	0	0	0	draaitafel
turquoise	0	0	0	0	0	0	0	0	0	0	turquoise
turret	0	0	0	0	0	0	0	0	0	0	turret
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	tútsje
tutelage	0	0	0	0	0	0	1	0	0	1	tutelage
tutor	0	0	0	0	0	0	1	0	0	0	tutor
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	tolfde
twelve	0	0	0	0	0	0	0	0	0	0	tolve
twentieth	0	0	0	0	0	0	0	0	0	0	tweintichste
twenty	0	0	0	0	0	0	0	0	0	0	tweintich
twig	0	0	0	0	0	0	0	0	0	0	twig
twilight	0	0	0	0	0	0	0	0	0	0	twiljocht
twill	0	0	0	0	0	0	0	0	0	0	keper
twin	0	0	0	0	0	0	1	0	0	0	twilling
twine	0	0	0	0	0	0	0	0	0	0	twine
twinkle	0	1	0	0	1	0	1	0	0	0	glimke
twins	0	0	0	0	0	0	0	0	0	0	twilling
twist	0	0	0	0	0	0	0	0	0	0	twist
twisted	0	0	0	0	0	0	0	0	0	0	ferdraaid
twitch	0	0	0	0	0	1	0	0	0	0	twich
twofold	0	0	0	0	0	0	0	0	0	0	twafâldich
tycoon	0	0	0	0	0	0	0	0	0	0	tycoon
type	0	0	0	0	0	0	0	0	0	0	type
typewriter	0	0	0	0	0	0	0	0	0	0	skriuwmasine
typhoon	0	0	0	1	0	1	0	0	0	0	tyfoon
typically	0	0	0	0	0	0	0	0	0	0	typysk
typist	0	0	0	0	0	0	0	0	0	0	typist
typography	0	0	0	0	0	0	0	0	0	0	typografy
tyrannical	1	0	1	1	0	1	0	0	0	0	tirannysk
tyranny	0	0	0	1	0	1	0	1	0	0	tiranny
tyrant	1	0	1	1	0	1	0	1	0	0	tiran
tyre	0	0	0	0	0	0	0	0	0	0	bân
ubiquitous	0	0	0	0	0	0	0	0	0	0	ubiquitous
ubiquity	0	0	0	0	0	0	0	0	0	0	ubiquity
ugliness	0	0	1	1	0	1	0	1	0	0	ûnsjoch
ugly	0	0	1	0	0	1	0	0	0	0	ûnsjoch
ulcer	1	0	1	1	0	1	0	1	0	0	ulcer
ulterior	0	0	0	0	0	1	0	0	0	0	ulterior
ultimate	0	1	0	0	0	0	0	1	0	0	ultimate
ultimately	0	1	0	0	0	0	1	0	0	0	úteinlik
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	ultimo
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraviolet
umbilical	0	0	0	0	0	0	0	0	0	0	umbilical
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	paraplu
umpire	0	0	0	0	0	0	1	0	0	1	skiedsrjochter
unabashed	0	0	0	0	0	0	0	0	0	0	ûnbeskoft
unabated	0	0	0	0	0	0	0	0	0	0	ûnfermindere
unable	0	0	0	0	0	1	0	1	0	0	net yn steat
unacceptable	0	0	0	0	0	1	0	1	0	0	ûnakseptabel
unaccompanied	0	0	0	0	0	0	0	0	0	0	sûnder begelieding
unaccountable	0	1	1	0	0	1	0	1	0	1	ûnferantwurdlik
unacknowledged	0	0	0	0	0	0	0	1	0	0	net erkend
unadulterated	0	0	0	0	0	0	0	0	0	0	ûnferfalske
unaided	0	0	0	0	0	0	0	0	0	0	sûnder help
unaltered	0	0	0	0	0	0	0	0	0	0	ûnferoare
unambiguous	0	0	0	0	0	0	0	0	0	0	unambiguous
unanimity	0	0	0	0	0	0	1	0	0	0	ienriedigens
unanimous	0	0	0	0	0	0	1	0	0	0	unanym
unanimously	0	0	0	0	0	0	0	0	0	0	unanym
unanticipated	0	0	0	0	0	0	0	0	1	0	ûnferwachte
unapproved	0	0	0	0	0	1	0	0	0	0	net goedkard
unarmed	0	0	0	0	0	0	0	0	0	0	ûnbewapene
unassisted	0	0	0	0	0	0	0	0	0	0	sûnder help
unassuming	0	0	0	0	0	0	1	0	0	0	unassuming
unattached	0	0	0	0	0	1	0	0	0	0	net ferbûn
unattainable	1	0	0	0	0	1	0	1	0	0	ûnberikber
unattended	0	0	0	0	0	0	0	0	0	0	sûnder tafersjoch
unattractive	0	0	1	0	0	1	0	1	0	0	net oantreklik
unauthorized	0	0	0	0	0	1	0	0	0	0	sûnder foech
unavoidable	0	0	0	0	0	1	0	0	0	0	ûnûntkomber
unaware	0	0	0	0	0	1	0	0	0	0	ûnbewust
unbalanced	0	0	0	0	0	0	0	0	0	0	ûnbalâns
unbearable	0	0	1	0	0	1	0	1	0	0	ûndraachlik
unbeaten	0	1	0	0	1	1	1	1	1	0	ûnferslein
unbelief	0	0	0	0	0	1	0	0	0	0	ûnleauwe
unbelievable	0	0	0	0	0	1	0	0	0	0	unbelievable
unbiased	0	0	0	0	0	0	1	0	0	0	unbiased
unborn	0	0	0	0	0	1	0	0	0	0	ûnberne
unbound	0	0	0	0	0	0	0	0	0	0	ûnbûn
unbounded	0	0	0	0	0	0	0	0	0	0	ûnbeheind
unbreakable	0	0	0	0	0	0	1	0	0	0	ûnbrûkber
unbridled	1	1	0	1	0	1	1	0	1	0	ûnbeheind
unbroken	0	0	0	0	0	0	1	0	0	1	ûnbrutsen
uncanny	0	0	0	1	0	1	0	0	1	0	ûnferjitlik
uncaring	1	0	1	0	0	1	0	1	0	0	ûnferskillich
uncertain	1	0	1	1	0	1	0	0	1	0	ûnwis
uncertainty	0	0	0	0	0	0	0	0	0	0	ûnwissichheid
unchallenged	0	0	0	0	0	0	0	0	0	0	ûnbestriden
unchangeable	0	0	0	0	0	1	0	0	0	0	ûnferoarlik
unchanged	0	0	0	0	0	0	0	0	0	0	ûnferoare
unclaimed	0	0	0	0	0	0	0	0	0	0	unclaimed
uncle	0	0	0	0	0	0	0	0	0	0	omke
unclean	0	0	1	0	0	1	0	0	0	0	ûnrein
uncomfortable	0	0	0	0	0	1	0	0	0	0	ûngemaklik
uncommon	0	0	0	0	0	0	0	0	0	0	ûngewoan
uncommonly	0	0	0	0	0	0	0	0	0	0	ûngewoan
uncompromising	0	0	0	0	0	0	0	0	0	0	kompromisearjend
unconcerned	0	0	0	0	0	0	0	0	0	0	ûnbesoarge
unconfirmed	0	0	0	0	0	0	0	0	0	0	net befêstige
unconnected	0	0	0	0	0	0	0	0	0	0	net ferbûn
unconscionable	0	0	1	0	0	1	0	0	0	0	ûnbewust
unconscious	0	0	0	0	0	1	0	0	0	0	ûnbewust
unconsciousness	0	0	0	0	0	0	0	0	0	0	bewusteloosheid
unconstitutional	0	0	0	0	0	1	0	0	0	0	unconstitutional
unconstrained	0	0	0	0	1	0	1	0	0	0	ûnbeheind
uncontested	0	0	0	0	0	0	0	0	0	0	ûnbestriden
uncontrollable	1	1	0	0	0	1	0	0	1	0	net te kontrolearjen
uncontrolled	0	0	0	0	0	1	0	0	0	0	uncontrolled
unconventional	0	0	0	0	0	0	0	0	0	0	ûnkonvinsjonele
unconvinced	0	0	0	0	0	0	0	0	0	0	net oertsjûge
uncooked	0	0	0	0	0	0	0	0	0	0	ûnkookt
uncorrelated	0	0	0	0	0	0	0	0	0	0	unkorrelearre
uncover	0	0	0	0	0	0	0	0	1	0	ûntdekke
uncritical	0	0	0	0	0	0	0	0	0	0	ûnkritysk
uncut	0	0	0	0	0	0	0	0	0	0	uncut
undecided	0	1	0	1	0	1	0	0	0	0	ûnbeslist
undefined	0	0	0	0	0	0	0	0	0	0	ûndefiniearre
undeniable	0	0	0	0	0	0	0	0	0	0	ûnbestriden
undercover	0	0	0	0	0	0	0	0	0	0	undercover
undercurrent	0	0	0	0	0	0	0	0	0	0	ûnderstream
underestimate	0	0	0	0	0	0	0	0	1	0	ûnderskatte
