English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malayalam Word
resort	0	0	0	0	0	0	0	0	0	0	റിസോർട്ട്
resounding	0	0	0	0	0	0	0	0	0	0	മുഴങ്ങുന്നു
resources	0	0	0	0	1	0	1	0	0	1	വിഭവങ്ങൾ
respect	0	1	0	0	1	0	1	0	0	1	ബഹുമാനം
respectability	0	0	0	0	0	0	1	0	0	0	മാന്യത
respectable	0	0	0	0	0	0	1	0	0	1	ആദരണീയമായ
respected	0	0	0	0	0	0	0	0	0	0	ബഹുമാന്യനായ
respectful	0	0	0	0	0	0	1	0	0	1	ആദരവുള്ള
respecting	0	0	0	0	0	0	1	0	0	0	ബഹുമാനിക്കുന്നു
respective	0	0	0	0	0	0	0	0	0	0	യഥാക്രമം
respects	0	0	0	0	0	0	1	0	0	1	ബഹുമാനിക്കുന്നു
respiration	0	0	0	0	0	0	0	0	0	0	ശ്വസനം
respirator	0	0	0	0	0	0	0	0	0	0	റെസ്പിറേറ്റർ
respite	0	0	0	0	1	0	1	0	0	1	വിശ്രമം
resplendent	0	0	0	0	1	0	1	0	0	0	തിളങ്ങുന്ന
respond	0	0	0	0	0	0	0	0	0	0	പ്രതികരിക്കുക
respondent	0	0	0	0	0	0	0	0	0	0	പ്രതികരിക്കുന്നവൻ
response	0	0	0	0	0	0	0	0	0	0	പ്രതികരണം
responsibility	0	0	0	0	0	0	0	0	0	0	ഉത്തരവാദിത്തം
responsible	0	0	0	0	0	0	1	0	0	1	ഉത്തരവാദിയായ
responsive	0	1	0	0	0	0	1	0	0	1	പ്രതികരിക്കുന്ന
rest	0	0	0	0	0	0	1	0	0	0	വിശ്രമം
restaurant	0	0	0	0	0	0	0	0	0	0	ഭക്ഷണശാല
restful	0	0	0	0	0	0	1	0	0	0	വിശ്രമിക്കുന്ന
restitution	1	0	0	0	0	0	1	0	0	0	തിരിച്ചടവ്
restlessness	0	1	0	0	0	0	0	0	0	0	അസ്വസ്ഥത
restoration	0	0	0	0	0	0	0	0	0	0	പുനസ്ഥാപിക്കൽ
restorative	0	1	0	0	1	0	1	0	0	1	പുനഃസ്ഥാപിക്കുന്ന
restored	0	0	0	0	0	0	0	0	0	0	പുനഃസ്ഥാപിച്ചു
restoring	0	0	0	0	0	0	1	0	0	0	പുനഃസ്ഥാപിക്കുന്നു
restrain	1	0	0	1	0	1	0	0	0	0	നിയന്ത്രിക്കുക
restrained	0	0	0	1	0	0	0	0	0	0	തടഞ്ഞു
restraint	0	0	0	0	0	0	1	0	0	0	സംയമനം
restrict	0	0	0	0	0	1	0	1	0	0	നിയന്ത്രിക്കുക
restricted	0	0	0	0	0	0	0	0	0	0	നിയന്ത്രിച്ചു
restriction	1	0	0	1	0	1	0	1	0	0	നിയന്ത്രണവുമായി
restrictive	0	0	0	0	0	1	0	0	0	0	നിയന്ത്രിത
result	0	1	0	0	0	0	0	0	0	0	ഫലമായി
resultant	0	1	0	0	0	0	0	0	0	0	ഫലമായി
resumption	0	0	0	0	0	0	1	0	0	0	പുനരാരംഭിക്കൽ
resurrection	0	0	0	0	0	0	0	0	0	0	പുനരുത്ഥാനം
resuscitation	0	0	0	0	0	0	0	0	0	0	പുനരുജ്ജീവനം
retail	0	0	0	0	0	0	0	0	0	0	റീട്ടെയിൽ
retailer	0	0	0	0	0	0	0	0	0	0	ചില്ലറ വ്യാപാരി
retain	0	0	0	0	0	0	0	0	0	1	നിലനിർത്തുക
retaining	0	0	0	0	0	0	0	0	0	0	നിലനിർത്തുന്നു
retake	0	0	0	0	0	0	0	0	0	0	തിരിച്ചെടുക്കുക
retaliate	1	0	0	0	0	1	0	0	0	0	തിരിച്ചടിക്കുക
retaliation	1	0	0	1	0	1	0	0	0	0	പ്രതികാരം
retaliatory	1	0	0	0	0	1	0	0	0	0	പ്രതികാരമായി
retard	0	0	1	1	0	1	0	1	0	0	മന്ദബുദ്ധി
retardation	0	0	0	0	0	1	0	0	0	0	മന്ദത
retention	0	0	0	0	0	0	1	0	0	0	നിലനിർത്തൽ
retentive	0	0	0	0	0	0	0	0	0	0	നിലനിർത്തുന്ന
reticent	0	0	0	1	0	1	0	0	0	0	അനുസരണയുള്ള
retina	0	0	0	0	0	0	0	0	0	0	റെറ്റിന
retired	0	0	0	0	0	0	0	0	0	0	വിരമിച്ചു
retirement	0	1	0	1	1	1	1	1	0	1	വിരമിക്കൽ
retiring	0	0	0	0	0	0	0	0	0	0	വിരമിക്കുന്നു
retold	0	0	0	0	0	0	0	0	0	0	വീണ്ടും പറഞ്ഞു
retort	0	0	0	0	0	1	0	0	0	0	തിരിച്ചടിക്കുക
retrace	0	0	0	0	0	0	0	0	0	0	തിരിച്ചെടുക്കുക
retract	1	0	0	0	0	1	0	0	0	0	പിൻവലിക്കുക
retraction	0	0	0	0	0	1	0	0	0	0	പിൻവലിക്കൽ
retrenchment	0	0	0	1	0	1	0	0	0	0	പിരിച്ചുവിടൽ
retribution	1	0	0	1	0	1	0	1	0	0	പ്രതികാരം
retrieval	0	0	0	0	0	0	0	0	0	0	വീണ്ടെടുക്കല്
retrieve	0	0	0	0	0	0	0	0	0	0	വീണ്ടെടുക്കുക
retriever	0	0	0	0	0	0	0	0	0	0	റിട്രീവർ
retroactive	0	0	0	0	0	0	0	0	0	0	പിൻവാങ്ങൽ
retrograde	0	0	0	0	0	1	0	0	0	0	പിന്തിരിപ്പൻ
retrospect	0	0	0	0	0	0	0	0	0	0	പിന്നാമ്പുറം
retrospective	0	0	0	0	0	0	0	0	0	0	റിട്രോസ്പെക്റ്റീവ്
retrospectively	0	0	0	0	0	0	0	0	0	0	മുൻകാലഘട്ടത്തിൽ
return	0	0	0	0	0	0	0	0	0	0	മടങ്ങുക
reunion	0	1	0	0	0	0	1	0	0	1	പുനഃസമാഗമം
reveal	0	0	0	0	0	0	0	0	0	0	വെളിപ്പെടുത്തുക
revel	0	0	0	0	1	0	1	0	0	0	ആനന്ദിക്കുക
revelation	0	0	0	0	0	0	0	0	0	0	വെളിപ്പെടുന്ന
revels	0	0	0	0	1	0	1	0	0	0	ആനന്ദിക്കുന്നു
revenge	1	1	0	1	0	1	0	0	1	0	പ്രതികാരം
revenue	0	0	0	0	0	0	0	0	0	0	വരുമാനം
reverberation	0	0	0	0	0	0	0	0	0	0	അനുരണനം
revere	0	1	0	0	1	0	1	0	0	1	ബഹുമാനിക്കുന്നു
reverence	0	0	0	0	1	0	1	0	0	1	ബഹുമാനം
reverend	0	0	0	0	1	0	1	0	0	0	ബഹുമാന്യനായ
reverent	0	0	0	0	0	0	0	0	0	0	ഭക്തിയുള്ള
reverie	0	0	0	0	1	0	1	0	0	1	ആദരവ്
reversal	1	0	1	0	0	1	0	0	1	0	വിപരീതം
reverse	0	0	0	0	0	0	0	0	0	0	വിപരീതം
reversion	0	0	0	0	0	0	0	0	0	0	വിപരീതം
revert	0	0	0	0	0	0	0	0	0	0	തിരിച്ചെടുക്കുക
reverting	0	0	0	0	0	0	0	0	0	0	തിരിച്ചെടുക്കുന്നു
review	0	0	0	0	0	0	0	0	0	0	അവലോകനം
reviewer	0	0	0	0	0	0	0	0	0	0	നിരൂപകൻ
revise	0	0	0	0	0	0	1	0	0	0	പരിഷ്കരിക്കുക
revision	0	0	0	0	0	0	0	0	0	0	പുനരവലോകനം
revisit	0	0	0	0	0	0	0	0	0	0	വീണ്ടും സന്ദർശിക്കുക
revival	0	1	0	0	1	0	1	0	0	1	പുനരുജ്ജീവനം
revive	0	1	0	0	0	1	1	0	0	0	പുനരുജ്ജീവിപ്പിക്കുക
revocation	0	0	0	0	0	1	0	0	0	0	അസാധുവാക്കൽ
revoke	1	0	1	1	0	1	0	1	0	0	റദ്ദാക്കുക
revolt	1	0	0	0	0	1	0	0	1	0	കലാപം
revolting	1	0	1	1	0	1	0	0	0	0	കലാപം
revolution	1	1	0	1	0	1	1	1	1	0	വിപ്ലവം
revolutionary	0	0	0	0	0	0	1	0	0	0	വിപ്ലവകാരി
revolutionize	0	0	0	0	0	0	0	0	0	0	വിപ്ലവം ചെയ്യുക
revolve	0	0	0	0	0	0	0	0	0	0	കറങ്ങുക
revolver	1	0	0	1	0	1	0	1	0	0	റിവോൾവർ
revulsion	1	0	1	1	0	1	0	0	0	0	വെറുപ്പ്
reward	0	1	0	0	1	0	1	0	1	1	പ്രതിഫലം
rhetoric	0	0	0	0	0	0	0	0	0	0	വാചാടോപം
rhetorical	0	0	0	0	0	0	0	0	0	0	വാചാടോപപരമായ
rheumatism	1	0	0	1	0	1	0	1	0	0	വാതം
rhyme	0	0	0	0	0	0	0	0	0	0	പ്രാസം
rhyming	0	0	0	0	0	0	0	0	0	0	പ്രാസങ്ങൾ
rhythm	0	0	0	0	0	0	1	0	0	0	താളം
rhythmical	0	0	0	0	1	0	1	0	1	0	താളാത്മകമായ
rib	0	0	0	0	0	0	0	0	0	0	വാരിയെല്ല്
ribbed	0	0	0	0	0	0	0	0	0	0	വാരിയെല്ലുള്ള
ribbon	1	1	0	0	1	0	1	0	0	0	റിബൺ
rice	0	0	0	0	0	0	0	0	0	0	അരി
riches	0	0	0	0	0	0	0	0	0	0	സമ്പത്ത്
richness	0	0	0	0	0	0	1	0	0	0	സമ്പത്ത്
rick	0	0	0	0	0	0	0	0	0	0	റിക്ക്
rickety	0	0	0	0	0	1	0	0	0	0	പരുക്കൻ
rid	0	0	0	0	0	0	0	0	0	0	ഒഴിവാക്കുക
riddance	0	0	0	0	0	0	0	0	0	0	ഒഴിവാക്കല്
riddle	0	0	0	0	0	0	0	0	1	0	കടംകഥ
riddled	0	0	0	0	0	1	0	0	0	0	കടങ്കഥ
ride	0	0	0	0	0	0	0	0	0	0	സവാരി
rider	0	0	0	0	0	0	1	0	0	0	റൈഡർ
ridge	0	0	0	0	0	0	0	0	0	0	വരമ്പ്
ridicule	1	0	1	0	0	1	0	1	0	0	പരിഹാസം
ridiculous	1	0	1	0	0	1	0	0	0	0	പരിഹാസ്യമായ
riding	0	0	0	0	0	0	0	0	0	0	സവാരി
rife	0	0	0	0	0	1	0	0	0	0	നിറഞ്ഞു
rifle	1	0	0	1	0	1	0	0	0	0	റൈഫിൾ
rifles	0	0	0	0	0	0	0	0	0	0	റൈഫിളുകൾ
rift	0	0	0	0	0	1	0	0	0	0	വിള്ളൽ
rig	0	0	0	0	0	0	0	0	0	0	റിഗ്
rigging	0	0	0	0	0	0	0	0	0	0	റിഗ്ഗിംഗ്
righteous	0	0	0	0	0	0	1	0	0	0	നീതിമാൻ
rightful	0	0	0	0	0	0	1	0	0	0	ശരിയായ
rightly	0	0	0	0	0	0	1	0	0	0	ശരിയായി
rigid	0	0	0	0	0	1	0	0	0	0	അയവില്ലാത്ത
rigidity	0	0	0	0	0	1	0	0	0	0	കാഠിന്യം
rigor	0	0	1	1	0	1	0	0	0	0	കാഠിന്യം
rigorous	0	0	0	0	0	1	0	0	0	0	കഠിനമായ
rim	0	0	0	0	0	0	0	0	0	0	റിം
rind	0	0	0	0	0	0	0	0	0	0	പുറംതൊലി
ring	0	0	0	0	0	0	0	0	0	0	മോതിരം
ringer	1	0	0	0	0	1	0	0	0	0	റിംഗർ
ringing	0	0	0	0	0	0	0	0	0	0	മുഴങ്ങുന്നു
rink	0	0	0	0	0	0	0	0	0	0	റിങ്ക്
rinse	0	0	0	0	0	0	0	0	0	0	കഴുകുക
riot	1	0	0	1	0	1	0	0	0	0	കലാപം
riotous	1	0	0	1	0	1	0	0	1	0	കലാപകാരികൾ
riparian	0	0	0	0	0	0	0	0	0	0	നദിക്കര
ripe	0	0	0	0	0	0	1	0	0	0	പാകമായ
ripen	0	1	0	0	0	0	1	0	0	0	പാകമാകുക
ripening	0	0	0	0	0	0	0	0	0	0	പാകമാകുന്നത്
ripple	0	0	0	0	0	0	0	0	0	0	അലകൾ
rise	0	0	0	0	0	0	0	0	0	0	ഉയരുക
rising	0	1	0	0	1	0	1	0	0	0	ഉയരുന്നു
risk	0	1	0	1	0	1	0	0	0	0	അപകടം
risky	0	1	0	1	0	1	0	0	0	0	അപകടകരമായ
rite	0	0	0	0	0	0	0	0	0	0	ആചാരം
ritual	0	0	0	0	0	0	0	0	0	0	ആചാരം
ritualistic	0	0	0	0	0	0	0	0	0	0	ആചാരപരമായ
rival	0	0	0	0	0	0	0	0	0	0	എതിരാളി
rivalry	1	0	0	0	0	1	0	0	0	0	മത്സരം
river	0	0	0	0	0	0	0	0	0	0	നദി
riverbank	0	0	0	0	0	0	0	0	0	0	നദീതീരം
rivet	0	0	0	0	0	0	0	0	0	0	റിവറ്റ്
riveted	0	0	0	0	0	0	0	0	0	0	riveted
riveting	0	0	0	0	0	0	1	0	0	0	റിവറ്റിംഗ്
road	0	0	0	0	0	0	0	0	0	0	റോഡ്
roads	0	0	0	0	0	0	0	0	0	0	റോഡുകൾ
roadster	0	0	0	0	1	0	1	0	0	1	റോഡ്സ്റ്റർ
roadway	0	0	0	0	0	0	0	0	0	0	റോഡ്വേ
roam	0	0	0	0	0	0	0	0	0	0	കറങ്ങുക
roar	0	0	0	0	0	0	0	0	0	0	ഗർജ്ജിക്കുക
roast	0	0	0	0	0	0	0	0	0	0	വറുത്തെടുക്കുക
rob	1	0	1	1	0	1	0	1	0	0	കവര്ച്ച
robber	0	0	1	1	0	1	0	0	0	0	കൊള്ളക്കാരൻ
robbery	1	0	1	1	0	1	0	1	0	0	കവർച്ച
robe	0	0	0	0	0	0	0	0	0	0	അങ്കി
robot	0	0	0	0	0	0	0	0	0	0	റോബോട്ട്
robotics	0	0	0	0	0	0	0	0	0	0	റോബോട്ടിക്സ്
robust	0	0	0	0	0	0	1	0	0	0	ദൃഢമായ
roc	0	0	0	0	0	0	0	0	0	0	റോക്ക്
rock	0	0	0	0	0	0	1	0	0	0	പാറ
rocket	1	0	0	0	0	0	0	0	0	0	റോക്കറ്റ്
rocks	0	0	0	0	0	0	0	0	0	0	പാറകൾ
rod	0	0	0	1	0	0	1	0	0	1	വടി
roe	0	0	0	0	0	0	0	0	0	0	റോയ്
rogue	0	0	1	0	0	1	0	0	0	0	തെമ്മാടി
role	0	0	0	0	0	0	0	0	0	0	പങ്ക്
roll	0	0	0	0	0	0	0	0	0	0	ഉരുളുക
roller	0	0	0	0	0	0	0	0	0	0	റോളർ
rollers	0	0	0	0	0	0	0	0	0	0	റോളറുകൾ
rollicking	0	0	0	0	1	0	1	0	0	0	ഉരുളുന്നു
rolling	0	0	0	0	0	0	0	0	0	0	ഉരുളുന്നു
romance	0	1	0	1	1	0	1	1	1	1	പ്രണയം
romantic	0	1	0	0	1	0	1	0	0	1	റൊമാന്റിക്
romanticism	0	0	0	0	1	0	1	0	0	0	റൊമാന്റിസിസം
romp	0	0	0	0	1	0	1	0	0	0	ചങ്കൂറ്റം
roof	0	0	0	0	0	0	0	0	0	0	മേൽക്കൂര
rook	1	0	1	0	0	1	0	0	0	0	റൂക്ക്
room	0	0	0	0	0	0	0	0	0	0	മുറി
roomy	0	0	0	0	0	0	0	0	0	0	ഇടമുള്ള
roost	0	0	0	0	0	0	0	0	0	0	റൂസ്റ്റ്
rooster	0	0	0	0	0	0	0	0	0	0	കോഴി
root	0	0	0	0	0	0	0	0	0	0	റൂട്ട്
rooted	0	0	0	0	0	0	1	0	0	1	വേരൂന്നിയ
rope	0	0	0	0	0	0	0	0	0	0	കയർ
rosary	0	0	0	0	0	0	0	0	0	0	ജപമാല
rose	0	0	0	0	0	0	0	0	0	0	ഉയർന്നു
rosemary	0	0	0	0	0	0	0	0	0	0	റോസ്മേരി
rosette	0	0	0	0	0	0	0	0	0	0	റോസാപ്പൂവ്
roster	0	0	0	0	0	0	0	0	0	0	പട്ടിക
rosy	0	0	0	0	0	0	1	0	0	0	റോസി
rot	0	0	1	1	0	1	0	1	0	0	ചെംചീയൽ
rota	0	0	0	0	0	0	1	0	0	1	റോട്ട
rotary	0	0	0	0	0	0	0	0	0	0	റോട്ടറി
rotate	0	0	0	0	0	0	0	0	0	0	തിരിക്കുക
rotation	0	0	0	0	0	0	0	0	0	0	ഭ്രമണം
rote	0	0	0	0	0	0	0	0	0	0	കറങ്ങുക
rotor	0	0	0	0	0	0	0	0	0	0	റോട്ടർ
rotting	0	0	1	0	0	1	0	0	0	0	അഴുകുന്നു
rouge	0	0	0	0	0	0	0	0	0	0	റൂജ്
rough	0	0	0	0	0	0	0	0	0	0	പരുക്കൻ
roughly	0	0	0	0	0	0	0	0	0	0	ഏകദേശം
roughness	0	0	0	0	0	1	0	0	0	0	പരുഷത
roulette	0	1	0	0	0	0	0	0	0	0	റൗലറ്റ്
round	0	0	0	0	0	0	0	0	0	0	വൃത്താകൃതിയിലുള്ള
roundabout	0	0	0	0	0	0	0	0	0	0	റൗണ്ട് എബൗട്ട്
rounded	0	0	0	0	0	0	0	0	0	0	വൃത്താകൃതിയിലുള്ള
roundup	0	0	0	0	0	0	0	0	0	0	റൗണ്ട് അപ്പ്
rouse	0	0	0	0	0	0	0	0	0	0	ഉണർത്തുക
rouser	0	0	0	0	0	0	0	0	0	0	റോസർ
rousing	0	0	0	0	0	0	0	0	0	0	ഉണർത്തുന്നു
rout	0	0	0	0	0	1	0	0	0	0	വഴിതിരിച്ചുവിടുക
route	0	0	0	0	0	0	0	0	0	0	റൂട്ട്
routine	0	0	0	0	0	0	1	0	0	1	ദിനചര്യ
rover	0	0	0	0	0	0	0	0	0	0	റോവർ
roving	0	0	0	0	0	0	0	0	0	0	കറങ്ങുന്നു
row	1	0	0	0	0	1	0	0	0	0	വരി
rowdy	0	0	0	0	0	1	0	0	0	0	റൗഡി
royal	0	0	0	0	0	0	0	0	0	0	രാജകീയമായ
royalty	0	0	0	0	0	0	1	0	0	0	റോയൽറ്റി
rub	0	0	0	0	0	0	0	0	0	0	തടവുക
rubber	0	0	0	0	0	0	0	0	0	0	റബ്ബർ
rubbers	0	0	0	0	0	0	0	0	0	0	റബ്ബറുകൾ
rubbing	0	0	0	0	0	0	0	0	0	0	തിരുമ്മൽ
rubbish	0	0	1	0	0	1	0	0	0	0	ചവറുകൾ
rubble	0	0	0	1	0	1	0	1	0	0	അവശിഷ്ടങ്ങൾ
rubric	0	0	0	0	0	0	1	0	0	0	റൂബ്രിക്ക്
ruby	0	0	0	0	0	0	0	0	0	0	മാണിക്യം
rudder	0	0	0	0	0	0	0	0	0	0	ചുക്കാൻ
ruddy	0	0	0	0	0	0	0	0	0	0	റഡ്ഡി
rudimentary	0	0	0	0	0	0	0	0	0	0	അടിസ്ഥാനപരമായ
rudiments	0	0	0	0	0	0	0	0	0	0	അടിസ്ഥാനങ്ങൾ
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	റഫിൾ
rug	0	0	0	0	0	0	0	0	0	0	പരവതാനി
rugged	0	0	0	0	0	1	0	0	0	0	പരുക്കൻ
ruin	0	0	0	1	0	1	0	1	0	0	നാശം
ruined	1	0	1	1	0	1	0	1	0	0	നശിച്ചു
ruinous	1	0	1	1	0	1	0	1	0	0	വിനാശകരമായ
ruins	0	0	0	0	0	0	0	0	0	0	അവശിഷ്ടങ്ങൾ
rule	0	0	0	1	0	0	0	0	0	1	ഭരണം
ruler	0	0	0	0	0	0	0	0	0	0	ഭരണാധികാരി
ruling	0	0	0	0	0	0	0	0	0	0	ഭരിക്കുന്നത്
rum	0	0	0	0	0	0	0	0	0	0	റം
rumble	0	0	0	0	0	0	0	0	0	0	മുഴങ്ങുക
rummage	0	0	0	0	0	0	0	0	0	0	അലമുറയിടൽ
rumor	0	0	0	0	0	1	0	1	0	0	കിംവദന്തി
rumored	0	0	0	0	0	0	0	0	0	0	കിംവദന്തി
rump	0	0	0	0	0	0	0	0	0	0	മുൾപടർപ്പു
runaway	0	0	0	0	0	1	0	1	0	0	ഓടിപ്പോകുക
runes	0	0	0	0	0	0	0	0	0	0	റണ്ണുകൾ
rung	0	0	0	0	0	0	0	0	0	0	ഓട്ടം
runner	0	0	0	0	0	0	0	0	0	0	ഓട്ടക്കാരൻ
running	0	0	0	0	0	0	0	0	0	0	പ്രവർത്തിക്കുന്ന
runway	0	0	0	0	0	0	0	0	0	0	റൺവേ
rupture	0	0	0	1	0	1	0	1	1	0	പിളര്പ്പ്
rural	0	0	0	0	0	0	0	0	0	0	ഗ്രാമീണ
ruse	0	0	0	0	0	1	0	0	0	0	കുതന്ത്രം
rush	0	0	0	0	0	0	0	0	0	0	തിരക്ക്
rust	0	0	0	0	0	1	0	0	0	0	തുരുമ്പ്
rustic	0	0	0	0	0	0	0	0	0	0	നാടൻ
rustle	0	0	0	0	0	0	0	0	0	0	തുരുതുരാ
rusty	0	0	0	0	0	1	0	0	0	0	തുരുമ്പിച്ച
rut	0	0	0	0	0	0	0	0	0	0	റൂട്ട്
ruth	0	0	0	0	0	0	1	0	0	0	രൂത്ത്
ruthless	1	0	1	1	0	1	0	0	0	0	നിഷ്കരുണം
rye	0	0	0	0	0	0	0	0	0	0	തേങ്ങല്
saber	1	0	0	1	0	1	0	0	0	0	സേബർ
sable	0	0	0	0	0	0	0	0	0	0	സേബിൾ
sabotage	1	0	1	1	0	1	0	1	1	0	അട്ടിമറി
sac	0	0	0	0	0	0	0	0	0	0	സഞ്ചി
sack	0	0	0	0	0	0	0	0	0	0	ചാക്ക്
sacrament	0	0	0	0	0	0	0	0	0	0	കൂദാശ
sacred	0	0	0	0	0	0	0	0	0	0	പവിത്രമായ
sacrifices	0	0	1	1	0	1	0	1	0	0	ത്യാഗങ്ങൾ
saddle	0	0	0	0	0	0	0	0	0	0	സാഡിൽ
sadly	0	0	0	0	0	1	0	1	0	0	സങ്കടത്തോടെ
sadness	0	0	0	0	0	1	0	1	0	1	ദുഃഖം
safe	0	0	0	0	1	0	1	0	0	1	സുരക്ഷിതം
safeguard	0	0	0	0	0	0	1	0	0	1	സംരക്ഷണം
safekeeping	0	0	0	0	0	0	0	0	0	1	ഭദ്രമായി സൂക്ഷിക്കൽ
safety	0	0	0	0	0	0	0	0	0	0	സുരക്ഷ
saffron	0	0	0	0	0	0	0	0	0	0	കുങ്കുമം
sag	0	0	0	1	0	1	0	0	0	0	തളർച്ച
saga	0	0	0	0	0	0	0	0	0	0	സാഗ
sage	0	0	0	0	0	0	1	0	0	1	മുനി
sail	0	0	0	0	0	0	0	0	0	0	കപ്പലോട്ടം
sailing	0	0	0	0	0	0	0	0	0	0	കപ്പലോട്ടം
sailor	0	0	0	0	0	0	0	0	0	0	നാവികൻ
saint	0	1	0	0	1	0	1	0	1	1	വിശുദ്ധൻ
saintly	0	1	0	0	1	0	1	0	1	1	വിശുദ്ധൻ
salad	0	0	0	0	0	0	0	0	0	0	സാലഡ്
salamander	0	0	0	0	0	0	0	0	0	0	സലാമാണ്ടർ
salary	0	1	0	0	1	0	1	0	0	1	ശമ്പളം
sale	0	0	0	0	0	0	0	0	0	0	വിൽപ്പന
salesman	0	0	0	0	0	0	0	0	0	0	വിൽപ്പനക്കാരൻ
salient	0	0	0	0	0	0	1	0	0	0	ശ്രദ്ധേയമായ
saline	0	0	0	0	0	0	0	0	0	0	ഉപ്പുവെള്ളം
saliva	0	1	0	0	0	0	0	0	0	0	ഉമിനീർ
sally	0	0	0	0	0	0	0	0	1	0	സാലി
salon	0	0	0	0	0	0	0	0	0	0	മുടിവെട്ടുന്ന സ്ഥലം
saloon	1	0	0	0	0	0	0	0	0	0	സലൂൺ
salt	0	0	0	0	0	0	0	0	0	0	ഉപ്പ്
salty	0	0	0	0	0	0	0	0	0	0	ഉപ്പിട്ട
salutary	0	0	0	0	1	0	1	0	0	1	സൽക്കാരം
salutation	0	0	0	0	0	0	0	0	0	0	വന്ദനം
salute	0	0	0	0	1	0	1	0	0	0	വന്ദനം
salvage	0	0	0	0	0	0	0	0	0	0	രക്ഷ
salvation	0	1	0	0	1	0	1	0	0	1	രക്ഷ
salve	0	0	0	0	0	0	1	0	0	0	അടിമ
samba	0	0	0	0	0	0	0	0	0	0	സാംബ
sameness	0	0	0	0	0	0	0	0	0	0	സമാനത
samurai	0	0	0	1	0	0	1	0	0	0	സമുറായി
sanctification	0	0	0	0	1	0	1	0	0	1	വിശുദ്ധീകരണം
sanctified	0	0	0	0	0	0	0	0	0	0	വിശുദ്ധീകരിക്കപ്പെട്ടു
sanctify	0	1	0	0	1	0	1	1	1	1	വിശുദ്ധീകരിക്കുക
sanction	0	0	0	0	0	0	0	0	0	0	അനുമതി
sanctioned	0	0	0	0	0	0	0	0	0	0	അനുവദിച്ചത്
sanctity	0	0	0	0	0	0	0	0	0	0	വിശുദ്ധി
sanctuary	0	1	0	0	1	0	1	0	0	1	സങ്കേതം
sand	0	0	0	0	0	0	0	0	0	0	മണല്
sandal	0	0	0	0	0	0	0	0	0	0	ചെരിപ്പ്
sander	0	0	0	0	0	0	0	0	0	0	സാൻഡർ
sands	0	0	0	0	0	0	0	0	0	0	മണൽ
sandy	0	0	0	0	0	0	0	0	0	0	മണൽ നിറഞ്ഞ
sane	0	0	0	0	0	0	0	0	0	0	സുബോധമുള്ള
sanguine	0	0	0	0	0	0	1	0	0	0	സാങ്കുയിൻ
sanitary	0	0	0	0	0	0	1	0	0	0	സാനിറ്ററി
sanity	0	0	0	0	0	0	0	0	0	0	വിവേകം
sans	0	0	0	0	0	0	0	0	0	0	സാൻസ്
sap	0	0	0	0	0	1	0	1	0	0	സ്രവം
sapphire	0	0	0	0	0	0	0	0	0	0	നീലക്കല്ല്
sappy	0	0	0	0	0	0	0	0	0	1	രസമുള്ള
sarcasm	1	0	1	0	0	1	0	1	0	0	പരിഹാസം
sarcoma	0	0	0	1	0	1	0	1	0	0	സാർകോമ
sardonic	0	0	0	0	0	1	0	0	0	0	സാർഡോണിക്
sash	0	0	0	0	0	0	0	0	0	0	സാഷ്
satanic	1	0	0	0	0	1	0	0	0	0	പൈശാചിക
satchel	0	0	0	0	0	0	0	0	0	0	സാച്ചൽ
sate	0	0	0	0	0	0	0	0	0	0	ഇരിക്കുക
satellite	0	0	0	0	0	0	0	0	0	0	ഉപഗ്രഹം
satin	0	0	0	0	0	0	1	0	0	0	സാറ്റിൻ
satire	0	0	0	0	0	0	0	0	0	0	ആക്ഷേപഹാസ്യം
satirical	0	0	0	0	0	0	0	0	0	0	ആക്ഷേപഹാസ്യം
satisfaction	0	0	0	0	0	0	0	0	0	0	സംതൃപ്തി
satisfactorily	0	0	0	0	0	0	1	0	0	0	തൃപ്തികരമായി
satisfied	0	0	0	0	1	0	1	0	0	0	തൃപ്തിയായി
saturate	0	0	0	0	0	0	0	0	0	0	പൂരിത
saturated	0	0	1	0	0	1	0	0	0	0	പൂരിത
saturation	0	0	0	0	0	0	0	0	0	0	സാച്ചുറേഷൻ
sauce	0	0	0	0	0	0	0	0	0	0	സോസ്
saucepan	0	0	0	0	0	0	0	0	0	0	എണ്ന
saucer	0	0	0	0	0	0	0	0	0	0	സോസർ
saucy	0	0	0	0	0	0	0	0	0	0	സോസി
sauerkraut	0	0	0	0	0	0	0	0	0	0	മിഴിഞ്ഞു
sauna	0	0	0	0	0	0	0	0	0	0	നീരാവിക്കുളം
savage	1	0	0	1	0	1	0	0	0	0	കാട്ടാളൻ
savagery	1	0	0	1	0	1	0	0	0	0	വന്യത
savanna	0	0	0	0	0	0	0	0	0	0	സാവന്ന
save	0	0	0	0	1	0	1	0	0	1	രക്ഷിക്കും
saving	0	0	0	0	0	0	0	0	0	0	സംരക്ഷിക്കുന്നത്
savings	0	0	0	0	0	0	1	0	0	0	സമ്പാദ്യം
savor	0	1	1	0	1	0	1	1	0	1	ആസ്വദിക്കുക
savory	0	0	0	0	0	0	1	0	0	0	രുചികരമായ
