English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Belarusian Word
resemble	0	0	0	0	0	0	0	0	0	0	нагадваць
resembling	0	0	0	0	0	0	0	0	0	0	які нагадвае
resent	1	0	0	0	0	1	0	0	0	0	абурацца
resentful	1	0	0	0	0	1	0	0	0	0	крыўдлівы
resentment	1	0	1	0	0	1	0	1	0	0	крыўда
reservation	0	0	0	0	0	0	0	0	0	0	браніраванне
reserve	0	0	0	0	0	0	1	0	0	0	рэзерв
reserved	0	0	0	0	0	0	0	0	0	0	зарэзерваваны
reserves	0	0	0	0	0	0	0	0	0	0	рэзервы
reservoir	0	0	0	0	0	0	0	0	0	0	вадасховішча
reside	0	0	0	0	0	0	0	0	0	0	пражываць
residence	0	0	0	0	0	0	0	0	0	0	месца жыхарства
residences	0	0	0	0	0	0	0	0	0	0	рэзідэнцыі
resident	0	0	0	0	0	0	1	0	0	0	рэзідэнт
residual	0	0	0	0	0	0	0	0	0	0	рэшткавы
residue	0	0	0	0	0	0	0	0	0	0	астатак
resign	1	0	1	1	0	1	0	1	0	0	сысці ў адстаўку
resignation	0	0	0	0	0	1	0	1	1	0	адстаўка
resigned	0	0	0	0	0	1	0	1	0	0	падаў у адстаўку
resilience	0	0	0	0	0	0	0	0	0	0	ўстойлівасць
resilient	0	0	0	0	0	0	1	0	0	0	пругкі
resin	0	0	0	0	0	0	0	0	0	0	смала
resist	0	0	0	0	0	1	0	0	0	0	супраціўляцца
resistance	1	0	0	0	0	1	0	0	0	0	супраціў
resistant	0	0	0	1	0	1	0	0	0	0	ўстойлівы
resisting	1	0	0	1	0	1	0	1	0	0	супраціўляючыся
resistive	0	0	0	0	0	0	1	0	0	0	рэзістыўны
resolute	0	0	0	0	0	0	0	0	0	0	рашучы
resolutely	0	0	0	0	0	0	1	0	0	0	рашуча
resolution	0	0	0	0	0	0	0	0	0	0	дазвол
resolve	0	0	0	0	0	0	0	0	0	0	вырашыць
resolved	0	0	0	0	0	0	0	0	0	0	вырашана
resonance	0	0	0	0	0	0	0	0	0	0	рэзананс
resonant	0	0	0	0	0	0	0	0	0	0	рэзанансны
resonate	0	0	0	0	0	0	0	0	0	0	рэзаніраваць
resonator	0	0	0	0	0	0	0	0	0	0	рэзанатар
resort	0	0	0	0	0	0	0	0	0	0	курорт
resounding	0	0	0	0	0	0	0	0	0	0	звонкі
resources	0	0	0	0	1	0	1	0	0	1	рэсурсаў
respect	0	1	0	0	1	0	1	0	0	1	павага
respectability	0	0	0	0	0	0	1	0	0	0	рэспектабельнасць
respectable	0	0	0	0	0	0	1	0	0	1	рэспектабельны
respected	0	0	0	0	0	0	0	0	0	0	паважаны
respectful	0	0	0	0	0	0	1	0	0	1	паважлівы
respecting	0	0	0	0	0	0	1	0	0	0	паважаючы
respective	0	0	0	0	0	0	0	0	0	0	адпаведны
respects	0	0	0	0	0	0	1	0	0	1	паважае
respiration	0	0	0	0	0	0	0	0	0	0	дыханне
respirator	0	0	0	0	0	0	0	0	0	0	рэспіратар
respite	0	0	0	0	1	0	1	0	0	1	перадышка
resplendent	0	0	0	0	1	0	1	0	0	0	бліскучы
respond	0	0	0	0	0	0	0	0	0	0	адказаць
respondent	0	0	0	0	0	0	0	0	0	0	рэспандэнт
response	0	0	0	0	0	0	0	0	0	0	адказ
responsibility	0	0	0	0	0	0	0	0	0	0	адказнасць
responsible	0	0	0	0	0	0	1	0	0	1	адказны
responsive	0	1	0	0	0	0	1	0	0	1	спагадны
rest	0	0	0	0	0	0	1	0	0	0	адпачынак
restaurant	0	0	0	0	0	0	0	0	0	0	рэстаран
restful	0	0	0	0	0	0	1	0	0	0	спакойны
restitution	1	0	0	0	0	0	1	0	0	0	рэстытуцыя
restlessness	0	1	0	0	0	0	0	0	0	0	няўседлівасць
restoration	0	0	0	0	0	0	0	0	0	0	рэстаўрацыя
restorative	0	1	0	0	1	0	1	0	0	1	аднаўленчы
restored	0	0	0	0	0	0	0	0	0	0	адноўлены
restoring	0	0	0	0	0	0	1	0	0	0	аднаўляючы
restrain	1	0	0	1	0	1	0	0	0	0	стрымліваць
restrained	0	0	0	1	0	0	0	0	0	0	стрыманы
restraint	0	0	0	0	0	0	1	0	0	0	стрыманасць
restrict	0	0	0	0	0	1	0	1	0	0	абмежаваць
restricted	0	0	0	0	0	0	0	0	0	0	абмежаваны
restriction	1	0	0	1	0	1	0	1	0	0	абмежаванне
restrictive	0	0	0	0	0	1	0	0	0	0	абмежавальны
result	0	1	0	0	0	0	0	0	0	0	вынік
resultant	0	1	0	0	0	0	0	0	0	0	выніковы
resumption	0	0	0	0	0	0	1	0	0	0	аднаўленне
resurrection	0	0	0	0	0	0	0	0	0	0	уваскрасенне
resuscitation	0	0	0	0	0	0	0	0	0	0	рэанімацыя
retail	0	0	0	0	0	0	0	0	0	0	рознічны гандаль
retailer	0	0	0	0	0	0	0	0	0	0	рознічны гандляр
retain	0	0	0	0	0	0	0	0	0	1	захаваць
retaining	0	0	0	0	0	0	0	0	0	0	захоўваючы
retake	0	0	0	0	0	0	0	0	0	0	пераздаць
retaliate	1	0	0	0	0	1	0	0	0	0	помсціць
retaliation	1	0	0	1	0	1	0	0	0	0	адплата
retaliatory	1	0	0	0	0	1	0	0	0	0	у адказ
retard	0	0	1	1	0	1	0	1	0	0	адсталы
retardation	0	0	0	0	0	1	0	0	0	0	адсталасць
retention	0	0	0	0	0	0	1	0	0	0	захаванне
retentive	0	0	0	0	0	0	0	0	0	0	рэтэнцыйная
reticent	0	0	0	1	0	1	0	0	0	0	стрыманы
retina	0	0	0	0	0	0	0	0	0	0	сятчатка
retired	0	0	0	0	0	0	0	0	0	0	на пенсіі
retirement	0	1	0	1	1	1	1	1	0	1	выхад на пенсію
retiring	0	0	0	0	0	0	0	0	0	0	выхад на пенсію
retold	0	0	0	0	0	0	0	0	0	0	пераказаў
retort	0	0	0	0	0	1	0	0	0	0	рэпліка
retrace	0	0	0	0	0	0	0	0	0	0	адсочваць
retract	1	0	0	0	0	1	0	0	0	0	адцягнуць
retraction	0	0	0	0	0	1	0	0	0	0	ўцягванне
retrenchment	0	0	0	1	0	1	0	0	0	0	скарачэнне штатаў
retribution	1	0	0	1	0	1	0	1	0	0	адплата
retrieval	0	0	0	0	0	0	0	0	0	0	пошук
retrieve	0	0	0	0	0	0	0	0	0	0	здабываць
retriever	0	0	0	0	0	0	0	0	0	0	рэтрывер
retroactive	0	0	0	0	0	0	0	0	0	0	задняй датай
retrograde	0	0	0	0	0	1	0	0	0	0	рэтраградны
retrospect	0	0	0	0	0	0	0	0	0	0	рэтраспекцыя
retrospective	0	0	0	0	0	0	0	0	0	0	рэтраспектыўны
retrospectively	0	0	0	0	0	0	0	0	0	0	рэтраспектыўна
return	0	0	0	0	0	0	0	0	0	0	вяртанне
reunion	0	1	0	0	0	0	1	0	0	1	уз'яднанне
reveal	0	0	0	0	0	0	0	0	0	0	раскрыць
revel	0	0	0	0	1	0	1	0	0	0	разгуляцца
revelation	0	0	0	0	0	0	0	0	0	0	адкрыццё
revels	0	0	0	0	1	0	1	0	0	0	гулянкі
revenge	1	1	0	1	0	1	0	0	1	0	помста
revenue	0	0	0	0	0	0	0	0	0	0	даход
reverberation	0	0	0	0	0	0	0	0	0	0	рэверберацыя
revere	0	1	0	0	1	0	1	0	0	1	шанаваць
reverence	0	0	0	0	1	0	1	0	0	1	шанаванне
reverend	0	0	0	0	1	0	1	0	0	0	вялебны
reverent	0	0	0	0	0	0	0	0	0	0	шаноўны
reverie	0	0	0	0	1	0	1	0	0	1	летуценнасць
reversal	1	0	1	0	0	1	0	0	1	0	разварот
reverse	0	0	0	0	0	0	0	0	0	0	зваротны
reversion	0	0	0	0	0	0	0	0	0	0	рэверсія
revert	0	0	0	0	0	0	0	0	0	0	вярнуцца
reverting	0	0	0	0	0	0	0	0	0	0	вяртаючыся
review	0	0	0	0	0	0	0	0	0	0	агляд
reviewer	0	0	0	0	0	0	0	0	0	0	рэцэнзент
revise	0	0	0	0	0	0	1	0	0	0	перагледзець
revision	0	0	0	0	0	0	0	0	0	0	рэвізія
revisit	0	0	0	0	0	0	0	0	0	0	перагледзець
revival	0	1	0	0	1	0	1	0	0	1	адраджэнне
revive	0	1	0	0	0	1	1	0	0	0	адрадзіць
revocation	0	0	0	0	0	1	0	0	0	0	адкліканне
revoke	1	0	1	1	0	1	0	1	0	0	адклікаць
revolt	1	0	0	0	0	1	0	0	1	0	бунт
revolting	1	0	1	1	0	1	0	0	0	0	агідны
revolution	1	1	0	1	0	1	1	1	1	0	рэвалюцыя
revolutionary	0	0	0	0	0	0	1	0	0	0	рэвалюцыйны
revolutionize	0	0	0	0	0	0	0	0	0	0	рэвалюцыянізаваць
revolve	0	0	0	0	0	0	0	0	0	0	круціцца
revolver	1	0	0	1	0	1	0	1	0	0	рэвальвер
revulsion	1	0	1	1	0	1	0	0	0	0	агіда
reward	0	1	0	0	1	0	1	0	1	1	Узнагарода
rhetoric	0	0	0	0	0	0	0	0	0	0	рыторыка
rhetorical	0	0	0	0	0	0	0	0	0	0	рытарычны
rheumatism	1	0	0	1	0	1	0	1	0	0	рэўматызм
rhyme	0	0	0	0	0	0	0	0	0	0	рыфма
rhyming	0	0	0	0	0	0	0	0	0	0	рыфмаваны
rhythm	0	0	0	0	0	0	1	0	0	0	рытм
rhythmical	0	0	0	0	1	0	1	0	1	0	рытмічны
rib	0	0	0	0	0	0	0	0	0	0	рэбры
ribbed	0	0	0	0	0	0	0	0	0	0	рабрыстыя
ribbon	1	1	0	0	1	0	1	0	0	0	стужка
rice	0	0	0	0	0	0	0	0	0	0	рысу
riches	0	0	0	0	0	0	0	0	0	0	багацці
richness	0	0	0	0	0	0	1	0	0	0	багацце
rick	0	0	0	0	0	0	0	0	0	0	Рык
rickety	0	0	0	0	0	1	0	0	0	0	рахітычны
rid	0	0	0	0	0	0	0	0	0	0	пазбавіць
riddance	0	0	0	0	0	0	0	0	0	0	пазбаўленне
riddle	0	0	0	0	0	0	0	0	1	0	загадка
riddled	0	0	0	0	0	1	0	0	0	0	прасякнуты
ride	0	0	0	0	0	0	0	0	0	0	ездзіць
rider	0	0	0	0	0	0	1	0	0	0	вершнік
ridge	0	0	0	0	0	0	0	0	0	0	грэбень
ridicule	1	0	1	0	0	1	0	1	0	0	насмешкі
ridiculous	1	0	1	0	0	1	0	0	0	0	смешна
riding	0	0	0	0	0	0	0	0	0	0	верхавая язда
rife	0	0	0	0	0	1	0	0	0	0	паўсюдна
rifle	1	0	0	1	0	1	0	0	0	0	вінтоўка
rifles	0	0	0	0	0	0	0	0	0	0	вінтоўкі
rift	0	0	0	0	0	1	0	0	0	0	разлом
rig	0	0	0	0	0	0	0	0	0	0	буравая ўстаноўка
rigging	0	0	0	0	0	0	0	0	0	0	такелаж
righteous	0	0	0	0	0	0	1	0	0	0	праведны
rightful	0	0	0	0	0	0	1	0	0	0	правамерна
rightly	0	0	0	0	0	0	1	0	0	0	правільна
rigid	0	0	0	0	0	1	0	0	0	0	жорсткі
rigidity	0	0	0	0	0	1	0	0	0	0	калянасць
rigor	0	0	1	1	0	1	0	0	0	0	строгасць
rigorous	0	0	0	0	0	1	0	0	0	0	строгі
rim	0	0	0	0	0	0	0	0	0	0	вобад
rind	0	0	0	0	0	0	0	0	0	0	лупіна
ring	0	0	0	0	0	0	0	0	0	0	кальцо
ringer	1	0	0	0	0	1	0	0	0	0	званок
ringing	0	0	0	0	0	0	0	0	0	0	звонкі
rink	0	0	0	0	0	0	0	0	0	0	каток
rinse	0	0	0	0	0	0	0	0	0	0	прамыць
riot	1	0	0	1	0	1	0	0	0	0	бунт
riotous	1	0	0	1	0	1	0	0	1	0	буянскі
riparian	0	0	0	0	0	0	0	0	0	0	прыбярэжны
ripe	0	0	0	0	0	0	1	0	0	0	саспелыя
ripen	0	1	0	0	0	0	1	0	0	0	паспяваць
ripening	0	0	0	0	0	0	0	0	0	0	паспяванне
ripple	0	0	0	0	0	0	0	0	0	0	рабізна
rise	0	0	0	0	0	0	0	0	0	0	падняцца
rising	0	1	0	0	1	0	1	0	0	0	падымаючыся
risk	0	1	0	1	0	1	0	0	0	0	рызыка
risky	0	1	0	1	0	1	0	0	0	0	рызыкоўна
rite	0	0	0	0	0	0	0	0	0	0	абрад
ritual	0	0	0	0	0	0	0	0	0	0	рытуал
ritualistic	0	0	0	0	0	0	0	0	0	0	абрадавыя
rival	0	0	0	0	0	0	0	0	0	0	супернік
rivalry	1	0	0	0	0	1	0	0	0	0	суперніцтва
river	0	0	0	0	0	0	0	0	0	0	рака
riverbank	0	0	0	0	0	0	0	0	0	0	бераг ракі
rivet	0	0	0	0	0	0	0	0	0	0	заклёпкі
riveted	0	0	0	0	0	0	0	0	0	0	кляпаныя
riveting	0	0	0	0	0	0	1	0	0	0	заклёпвання
road	0	0	0	0	0	0	0	0	0	0	дарога
roads	0	0	0	0	0	0	0	0	0	0	дарогі
roadster	0	0	0	0	1	0	1	0	0	1	родстэр
roadway	0	0	0	0	0	0	0	0	0	0	праезная частка
roam	0	0	0	0	0	0	0	0	0	0	блукаць
roar	0	0	0	0	0	0	0	0	0	0	роў
roast	0	0	0	0	0	0	0	0	0	0	смажанае
rob	1	0	1	1	0	1	0	1	0	0	рабаваць
robber	0	0	1	1	0	1	0	0	0	0	разбойнік
robbery	1	0	1	1	0	1	0	1	0	0	рабаванне
robe	0	0	0	0	0	0	0	0	0	0	халат
robot	0	0	0	0	0	0	0	0	0	0	робат
robotics	0	0	0	0	0	0	0	0	0	0	робататэхніка
robust	0	0	0	0	0	0	1	0	0	0	трывалы
roc	0	0	0	0	0	0	0	0	0	0	Рок
rock	0	0	0	0	0	0	1	0	0	0	рок
rocket	1	0	0	0	0	0	0	0	0	0	ракета
rocks	0	0	0	0	0	0	0	0	0	0	горныя пароды
rod	0	0	0	1	0	0	1	0	0	1	стрыжань
roe	0	0	0	0	0	0	0	0	0	0	казуля
rogue	0	0	1	0	0	1	0	0	0	0	ізгоі
role	0	0	0	0	0	0	0	0	0	0	ролю
roll	0	0	0	0	0	0	0	0	0	0	рулет
roller	0	0	0	0	0	0	0	0	0	0	валік
rollers	0	0	0	0	0	0	0	0	0	0	ролікі
rollicking	0	0	0	0	1	0	1	0	0	0	шалапутны
rolling	0	0	0	0	0	0	0	0	0	0	пракаткі
romance	0	1	0	1	1	0	1	1	1	1	рамантыка
romantic	0	1	0	0	1	0	1	0	0	1	рамантычны
romanticism	0	0	0	0	1	0	1	0	0	0	рамантызм
romp	0	0	0	0	1	0	1	0	0	0	валтузня
roof	0	0	0	0	0	0	0	0	0	0	дах
rook	1	0	1	0	0	1	0	0	0	0	ладдзя
room	0	0	0	0	0	0	0	0	0	0	пакой
roomy	0	0	0	0	0	0	0	0	0	0	прасторны
roost	0	0	0	0	0	0	0	0	0	0	курасадні
rooster	0	0	0	0	0	0	0	0	0	0	певень
root	0	0	0	0	0	0	0	0	0	0	корань
rooted	0	0	0	0	0	0	1	0	0	1	ўкараніліся
rope	0	0	0	0	0	0	0	0	0	0	вяроўка
rosary	0	0	0	0	0	0	0	0	0	0	ружанец
rose	0	0	0	0	0	0	0	0	0	0	ружа
rosemary	0	0	0	0	0	0	0	0	0	0	размарын
rosette	0	0	0	0	0	0	0	0	0	0	разетка
roster	0	0	0	0	0	0	0	0	0	0	спіс
rosy	0	0	0	0	0	0	1	0	0	0	ружовы
rot	0	0	1	1	0	1	0	1	0	0	гнілата
rota	0	0	0	0	0	0	1	0	0	1	рота
rotary	0	0	0	0	0	0	0	0	0	0	паваротны
rotate	0	0	0	0	0	0	0	0	0	0	круціцца
rotation	0	0	0	0	0	0	0	0	0	0	кручэнне
rote	0	0	0	0	0	0	0	0	0	0	на памяць
rotor	0	0	0	0	0	0	0	0	0	0	ротар
rotting	0	0	1	0	0	1	0	0	0	0	гніенне
rouge	0	0	0	0	0	0	0	0	0	0	румяны
rough	0	0	0	0	0	0	0	0	0	0	грубы
roughly	0	0	0	0	0	0	0	0	0	0	прыкладна
roughness	0	0	0	0	0	1	0	0	0	0	шурпатасць
roulette	0	1	0	0	0	0	0	0	0	0	рулетка
round	0	0	0	0	0	0	0	0	0	0	круглы
roundabout	0	0	0	0	0	0	0	0	0	0	кругазварот
rounded	0	0	0	0	0	0	0	0	0	0	круглявая
roundup	0	0	0	0	0	0	0	0	0	0	зганяць
rouse	0	0	0	0	0	0	0	0	0	0	абудзіць
rouser	0	0	0	0	0	0	0	0	0	0	бунтар
rousing	0	0	0	0	0	0	0	0	0	0	абуджаючы
rout	0	0	0	0	0	1	0	0	0	0	разгром
route	0	0	0	0	0	0	0	0	0	0	маршрут
routine	0	0	0	0	0	0	1	0	0	1	руціна
rover	0	0	0	0	0	0	0	0	0	0	марсаход
roving	0	0	0	0	0	0	0	0	0	0	вандроўныя
row	1	0	0	0	0	1	0	0	0	0	шэраг
rowdy	0	0	0	0	0	1	0	0	0	0	хуліганіць
royal	0	0	0	0	0	0	0	0	0	0	каралеўскі
royalty	0	0	0	0	0	0	1	0	0	0	роялці
rub	0	0	0	0	0	0	0	0	0	0	руб
rubber	0	0	0	0	0	0	0	0	0	0	гумавая
rubbers	0	0	0	0	0	0	0	0	0	0	гумы
rubbing	0	0	0	0	0	0	0	0	0	0	расціранне
rubbish	0	0	1	0	0	1	0	0	0	0	смецце
rubble	0	0	0	1	0	1	0	1	0	0	друз
rubric	0	0	0	0	0	0	1	0	0	0	рубрыка
ruby	0	0	0	0	0	0	0	0	0	0	рубін
rudder	0	0	0	0	0	0	0	0	0	0	руль
ruddy	0	0	0	0	0	0	0	0	0	0	румяны
rudimentary	0	0	0	0	0	0	0	0	0	0	рудыментарны
rudiments	0	0	0	0	0	0	0	0	0	0	рудыменты
rue	0	0	0	0	0	1	0	1	0	0	рута
ruff	0	0	0	0	0	0	0	0	0	0	ярш
ruffle	0	0	0	0	0	1	0	0	0	0	фальбонамі
rug	0	0	0	0	0	0	0	0	0	0	дыван
rugged	0	0	0	0	0	1	0	0	0	0	трывалы
ruin	0	0	0	1	0	1	0	1	0	0	разбурэнне
ruined	1	0	1	1	0	1	0	1	0	0	разбураны
ruinous	1	0	1	1	0	1	0	1	0	0	разбуральны
ruins	0	0	0	0	0	0	0	0	0	0	руіны
rule	0	0	0	1	0	0	0	0	0	1	правіла
ruler	0	0	0	0	0	0	0	0	0	0	лінейка
ruling	0	0	0	0	0	0	0	0	0	0	пастанова
rum	0	0	0	0	0	0	0	0	0	0	ром
rumble	0	0	0	0	0	0	0	0	0	0	грукат
rummage	0	0	0	0	0	0	0	0	0	0	корпацца
rumor	0	0	0	0	0	1	0	1	0	0	чуткі
rumored	0	0	0	0	0	0	0	0	0	0	па чутках
rump	0	0	0	0	0	0	0	0	0	0	крупы
runaway	0	0	0	0	0	1	0	1	0	0	уцякаць
runes	0	0	0	0	0	0	0	0	0	0	руны
rung	0	0	0	0	0	0	0	0	0	0	званок
runner	0	0	0	0	0	0	0	0	0	0	бягун
running	0	0	0	0	0	0	0	0	0	0	бег
runway	0	0	0	0	0	0	0	0	0	0	узлётна-пасадачная паласа
rupture	0	0	0	1	0	1	0	1	1	0	разрыў
rural	0	0	0	0	0	0	0	0	0	0	сельскі
ruse	0	0	0	0	0	1	0	0	0	0	хітрасць
rush	0	0	0	0	0	0	0	0	0	0	спяшацца
rust	0	0	0	0	0	1	0	0	0	0	іржа
rustic	0	0	0	0	0	0	0	0	0	0	вясковы
rustle	0	0	0	0	0	0	0	0	0	0	шоргат
rusty	0	0	0	0	0	1	0	0	0	0	іржавы
rut	0	0	0	0	0	0	0	0	0	0	каляіна
ruth	0	0	0	0	0	0	1	0	0	0	Рут
ruthless	1	0	1	1	0	1	0	0	0	0	бязлітасны
rye	0	0	0	0	0	0	0	0	0	0	жыта
saber	1	0	0	1	0	1	0	0	0	0	шабля
sable	0	0	0	0	0	0	0	0	0	0	собаль
sabotage	1	0	1	1	0	1	0	1	1	0	сабатаж
sac	0	0	0	0	0	0	0	0	0	0	мяшочак
sack	0	0	0	0	0	0	0	0	0	0	мяшок
sacrament	0	0	0	0	0	0	0	0	0	0	сакрамэнт
sacred	0	0	0	0	0	0	0	0	0	0	сакральны
sacrifices	0	0	1	1	0	1	0	1	0	0	ахвяры
saddle	0	0	0	0	0	0	0	0	0	0	сядло
sadly	0	0	0	0	0	1	0	1	0	0	сумна
sadness	0	0	0	0	0	1	0	1	0	1	смутак
safe	0	0	0	0	1	0	1	0	0	1	бяспечны
safeguard	0	0	0	0	0	0	1	0	0	1	абарона
safekeeping	0	0	0	0	0	0	0	0	0	1	захаванне
safety	0	0	0	0	0	0	0	0	0	0	бяспекі
saffron	0	0	0	0	0	0	0	0	0	0	шафран
sag	0	0	0	1	0	1	0	0	0	0	правіснуць
saga	0	0	0	0	0	0	0	0	0	0	сага
sage	0	0	0	0	0	0	1	0	0	1	шалфей
sail	0	0	0	0	0	0	0	0	0	0	ветразь
sailing	0	0	0	0	0	0	0	0	0	0	парусны спорт
sailor	0	0	0	0	0	0	0	0	0	0	матрос
saint	0	1	0	0	1	0	1	0	1	1	святы
saintly	0	1	0	0	1	0	1	0	1	1	святы
salad	0	0	0	0	0	0	0	0	0	0	салата
salamander	0	0	0	0	0	0	0	0	0	0	саламандра
salary	0	1	0	0	1	0	1	0	0	1	зарплата
sale	0	0	0	0	0	0	0	0	0	0	продаж
salesman	0	0	0	0	0	0	0	0	0	0	прадавец
salient	0	0	0	0	0	0	1	0	0	0	прыкметны
saline	0	0	0	0	0	0	0	0	0	0	фізіялагічны раствор
saliva	0	1	0	0	0	0	0	0	0	0	сліна
sally	0	0	0	0	0	0	0	0	1	0	салі
salon	0	0	0	0	0	0	0	0	0	0	салон
saloon	1	0	0	0	0	0	0	0	0	0	салон
salt	0	0	0	0	0	0	0	0	0	0	соль
salty	0	0	0	0	0	0	0	0	0	0	салёная
salutary	0	0	0	0	1	0	1	0	0	1	выратавальны
salutation	0	0	0	0	0	0	0	0	0	0	прывітанне
salute	0	0	0	0	1	0	1	0	0	0	салют
salvage	0	0	0	0	0	0	0	0	0	0	выратаванне
salvation	0	1	0	0	1	0	1	0	0	1	выратаванне
salve	0	0	0	0	0	0	1	0	0	0	мазь
samba	0	0	0	0	0	0	0	0	0	0	самба
sameness	0	0	0	0	0	0	0	0	0	0	аднолькавасць
samurai	0	0	0	1	0	0	1	0	0	0	самурай
sanctification	0	0	0	0	1	0	1	0	0	1	асвячэнне
sanctified	0	0	0	0	0	0	0	0	0	0	асвечаны
sanctify	0	1	0	0	1	0	1	1	1	1	асвяціць
sanction	0	0	0	0	0	0	0	0	0	0	санкцыя
sanctioned	0	0	0	0	0	0	0	0	0	0	санкцыянаваны
sanctity	0	0	0	0	0	0	0	0	0	0	святасць
sanctuary	0	1	0	0	1	0	1	0	0	1	свяцілішча
sand	0	0	0	0	0	0	0	0	0	0	пясок
sandal	0	0	0	0	0	0	0	0	0	0	сандалі
sander	0	0	0	0	0	0	0	0	0	0	шліфавальная машынка
sands	0	0	0	0	0	0	0	0	0	0	пяскі
sandy	0	0	0	0	0	0	0	0	0	0	пясчаны
sane	0	0	0	0	0	0	0	0	0	0	разумны
sanguine	0	0	0	0	0	0	1	0	0	0	сангвінік
sanitary	0	0	0	0	0	0	1	0	0	0	санітарны
sanity	0	0	0	0	0	0	0	0	0	0	разумнасць
sans	0	0	0	0	0	0	0	0	0	0	без
sap	0	0	0	0	0	1	0	1	0	0	сок
sapphire	0	0	0	0	0	0	0	0	0	0	сапфір
sappy	0	0	0	0	0	0	0	0	0	1	сакавіты
sarcasm	1	0	1	0	0	1	0	1	0	0	сарказм
sarcoma	0	0	0	1	0	1	0	1	0	0	саркома
sardonic	0	0	0	0	0	1	0	0	0	0	сарданічны
sash	0	0	0	0	0	0	0	0	0	0	створкі
satanic	1	0	0	0	0	1	0	0	0	0	сатанінскі
satchel	0	0	0	0	0	0	0	0	0	0	ранец
sate	0	0	0	0	0	0	0	0	0	0	насычаць
satellite	0	0	0	0	0	0	0	0	0	0	спадарожнік
satin	0	0	0	0	0	0	1	0	0	0	сацін
satire	0	0	0	0	0	0	0	0	0	0	сатыр
satirical	0	0	0	0	0	0	0	0	0	0	сатырычны
satisfaction	0	0	0	0	0	0	0	0	0	0	задавальненне
satisfactorily	0	0	0	0	0	0	1	0	0	0	здавальняюча
satisfied	0	0	0	0	1	0	1	0	0	0	задаволены
saturate	0	0	0	0	0	0	0	0	0	0	насычаць
saturated	0	0	1	0	0	1	0	0	0	0	насычаны
saturation	0	0	0	0	0	0	0	0	0	0	насычанасць
sauce	0	0	0	0	0	0	0	0	0	0	соусам
saucepan	0	0	0	0	0	0	0	0	0	0	рондаль
saucer	0	0	0	0	0	0	0	0	0	0	сподак
saucy	0	0	0	0	0	0	0	0	0	0	дзёрзкі
sauerkraut	0	0	0	0	0	0	0	0	0	0	квашаная капуста
sauna	0	0	0	0	0	0	0	0	0	0	сауна
savage	1	0	0	1	0	1	0	0	0	0	дзікун
savagery	1	0	0	1	0	1	0	0	0	0	дзікунства
savanna	0	0	0	0	0	0	0	0	0	0	саванна
save	0	0	0	0	1	0	1	0	0	1	захаваць
saving	0	0	0	0	0	0	0	0	0	0	захаванне
savings	0	0	0	0	0	0	1	0	0	0	зберажэнні
savor	0	1	1	0	1	0	1	1	0	1	смакаваць
savory	0	0	0	0	0	0	1	0	0	0	пікантны
savvy	0	0	0	0	0	0	1	0	0	0	кемлівы
sawdust	0	0	0	0	0	0	0	0	0	0	пілавінне
sax	0	0	0	0	0	0	0	0	0	0	саксафон
saxophone	0	0	0	0	0	0	0	0	0	0	саксафон
scab	0	0	0	0	0	1	0	0	0	0	кароста
scabbard	0	0	0	0	0	0	0	0	0	0	ножны
scaffold	0	0	0	1	0	1	0	0	0	0	эшафот
scaffolding	0	0	0	0	0	0	0	0	0	0	будаўнічыя лясы
scale	0	0	0	0	0	0	0	0	0	0	маштаб
scales	0	0	0	0	0	0	0	0	0	0	шалі
scallop	0	0	0	0	0	0	0	0	0	0	грабеньчык
scalp	0	0	0	0	0	0	0	0	0	0	скура галавы
scalpel	0	0	0	1	0	1	0	0	0	0	скальпель
scaly	0	0	0	0	0	1	0	0	0	0	лускаваты
scan	0	0	0	0	0	0	0	0	0	0	сканаваць
scandal	0	0	0	1	0	1	0	0	0	0	скандал
scandalous	1	0	0	0	0	1	0	0	0	0	скандальна
scanty	0	0	0	0	0	1	0	0	0	0	мізэрны
scape	0	0	0	0	0	0	0	0	0	0	пейзаж
scapegoat	1	0	0	1	0	1	0	0	0	0	казёл адпушчэння
scar	1	0	1	1	0	1	0	1	0	0	шнар
scarab	0	0	0	0	0	0	0	0	0	0	скарабей
scarce	0	0	0	1	0	1	0	1	0	0	дэфіцытны
scarcely	0	0	0	0	0	1	0	1	0	0	ледзьве
scarcity	1	0	0	1	0	1	0	1	0	0	дэфіцыт
scare	1	1	0	1	0	1	0	0	1	0	напалохаць
scarecrow	0	0	0	1	0	1	1	0	0	0	страшыдла
scarf	0	0	0	0	0	0	0	0	0	0	шалік
scarlet	0	0	0	0	0	0	0	0	0	0	пунсовы
scatter	0	0	0	0	0	0	0	0	0	0	рассейваць
scattered	0	0	0	0	0	0	0	0	0	0	рассеяны
scattering	0	0	0	0	0	0	0	0	0	0	рассейванне
scavenger	0	0	0	0	0	1	0	0	0	0	сметнік
scene	0	0	0	0	0	0	0	0	0	0	сцэна
scenery	0	0	0	0	0	0	0	0	0	0	дэкарацыі
scenic	0	0	0	0	0	0	0	0	0	0	сцэнічны
scent	0	0	0	0	0	0	0	0	0	0	водар
sceptical	0	0	0	0	0	0	0	0	0	1	скептычна
scepticism	0	0	0	0	0	0	0	0	0	0	скептыцызм
