English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latin Word
timid	0	0	0	1	0	1	0	1	0	0	timidus
timidity	0	1	0	1	0	1	0	0	0	0	timiditas
tin	0	0	0	0	0	0	0	0	0	0	tin
tincture	0	0	0	0	0	0	0	0	0	0	tincturam
tine	0	0	0	0	0	0	0	0	0	0	Aventino
tinge	0	0	0	0	0	0	0	0	0	0	tinge
tingle	0	0	0	0	0	0	0	0	0	0	tinniant
tingling	0	0	0	0	0	0	0	0	0	0	medullis
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	tinkering
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	fuco
tint	0	0	0	0	0	0	0	0	0	0	tint
tiny	0	0	0	0	0	0	0	0	0	0	minima
tip	0	0	0	0	0	0	0	0	0	0	tip
tipsy	0	0	0	0	0	1	0	0	0	0	temulentus
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	tire
tired	0	0	0	0	0	1	0	0	0	0	defessus
tiredness	0	0	0	0	0	1	0	0	0	0	languor
tiresome	0	0	0	0	0	1	0	0	0	0	inportunum
tissue	0	0	0	0	0	0	0	0	0	0	TEXTUS
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	Titanic
tithe	0	0	0	0	0	0	0	0	0	0	decimatio
title	0	0	0	0	0	0	1	0	0	1	titulus
titled	0	0	0	0	0	0	0	0	0	0	intitulari
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	titulus
toad	0	0	1	0	0	1	0	0	0	0	bufonem emittunt
toast	0	0	0	0	1	0	1	0	0	0	PRAEBIBO
tobacco	0	0	0	0	0	1	0	0	0	0	tobacco
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	hodie
toe	0	0	0	0	0	0	0	0	0	0	pollicem
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	labor
toilet	0	0	1	0	0	1	0	0	0	0	CULTUS
toils	0	0	0	0	0	1	0	0	0	0	labores
token	0	0	0	0	0	0	0	0	0	0	indicium
tolerance	0	0	0	0	0	0	0	0	0	0	tolerantia
tolerant	0	0	0	0	0	0	1	0	0	0	tolerans
tolerate	1	0	0	0	0	1	0	1	0	0	tolerare
toleration	0	0	0	0	0	0	1	0	0	0	toleratio
toll	0	0	0	0	0	0	0	0	0	0	vectigal
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	tomb
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	mihi
tomorrow	0	1	0	0	0	0	0	0	0	0	cras
ton	0	0	0	0	0	0	0	0	0	0	ton
tone	0	0	0	0	0	0	0	0	0	0	sono
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	forcipes
tongue	0	0	0	0	0	0	0	0	0	0	lingua
tonic	0	0	0	0	0	0	0	0	0	0	tonic
tonnage	0	0	0	0	0	0	0	0	0	0	tonagium
tonsils	0	0	0	0	0	0	0	0	0	0	tonsillas
tooling	0	0	0	0	0	0	0	0	0	0	tooling
tooth	0	0	0	0	0	0	0	0	0	0	dens
toothache	0	0	0	1	0	1	0	0	0	0	dolore dentium
toothed	0	0	0	0	0	0	0	0	0	0	dentatus
toothless	0	0	0	0	0	0	0	0	0	0	vacua
top	0	1	0	0	0	0	1	0	0	1	top
topaz	0	0	0	0	0	0	0	0	0	0	topaz
topic	0	0	0	0	0	0	0	0	0	0	topic
topical	0	0	0	0	0	0	0	0	0	0	thema
topographic	0	0	0	0	0	0	0	0	0	0	topographic 
topographical	0	0	0	0	0	0	0	0	0	0	topographical
topography	0	0	0	0	0	0	0	0	0	0	topography
topple	0	0	0	0	0	0	0	0	1	0	topple
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	fax
torment	1	0	0	1	0	1	0	1	0	0	tormentum
torn	0	0	0	0	0	1	0	0	0	0	scissa
tornado	0	0	0	1	0	0	0	0	0	0	turbo
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	torrens
torrid	0	0	0	0	0	1	0	0	0	0	torrida
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	bustum
tort	0	0	0	0	0	1	0	0	0	0	iniuriam
tortious	1	0	1	0	0	1	0	0	0	0	injuriosum
tortoise	0	0	0	0	0	0	0	0	0	0	testudo
tortuous	0	0	0	0	0	0	0	0	0	0	tortuosus
torture	1	1	1	1	0	1	0	1	0	0	tormentum
toss	0	0	0	0	0	0	0	0	0	0	iactare
total	0	0	0	0	0	0	0	0	0	0	total
totality	0	0	0	0	0	0	0	0	0	0	totum
totally	0	0	0	0	0	0	0	0	0	0	prorsus
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	tactus
touched	0	0	0	0	0	1	0	0	0	0	tetigit
touching	0	0	0	0	0	0	0	0	0	0	tactus
touchy	1	0	0	0	0	1	0	1	0	0	touchy
tough	0	0	0	0	0	1	0	1	0	0	lenta
toughness	1	0	0	1	0	0	1	0	0	1	fortitudo
tour	0	0	0	0	0	0	0	0	0	0	tour
tourist	0	0	0	0	0	0	0	0	0	0	Tornacense
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	torneamentum
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	stuppa
towel	0	0	0	0	0	0	0	0	0	0	linteum
tower	0	0	0	0	0	0	1	0	0	0	turrim
towering	0	1	0	1	0	0	1	0	0	0	arduus
town	0	0	0	0	0	0	0	0	0	0	oppidum
townhouse	0	0	0	0	0	0	0	0	0	0	townhouse
toxic	0	0	1	0	0	1	0	0	0	0	toxicus
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	toxin
toy	0	0	0	0	0	0	0	0	0	0	toy
trace	0	0	0	0	0	0	0	0	0	0	vestigium
traces	0	0	0	0	0	0	0	0	0	0	vestigia
trachea	0	0	0	0	0	0	0	0	0	0	arteriam
tracing	0	0	0	0	0	0	0	0	0	0	typum
track	0	1	0	0	0	0	0	0	0	0	track
tract	0	0	0	1	0	0	0	0	0	0	tractus
tractable	0	0	0	0	0	0	0	0	0	0	mitem
traction	0	0	0	0	0	0	0	0	0	0	tractus
tractor	0	0	0	0	0	0	0	0	0	0	tractor
trade	0	0	0	0	0	0	0	0	0	1	commercium
trader	0	0	0	0	0	0	0	0	0	0	mercator
tradesman	0	0	0	0	0	0	0	0	0	0	negotiator
trading	0	0	0	0	0	0	0	0	0	0	negotiatione
tradition	0	0	0	0	0	0	0	0	0	0	traditio
traditional	0	0	0	0	0	0	1	0	0	0	traditum
traffic	0	0	0	0	0	0	0	0	0	0	negotiatio
tragedy	0	0	0	1	0	1	0	1	0	0	tragoedia
tragic	0	0	0	0	0	1	0	0	0	0	tragicus
trail	0	0	0	0	0	0	0	0	0	0	trahentium
train	0	0	0	0	0	0	0	0	0	0	agmine
trained	0	0	0	0	0	0	0	0	0	0	exercitatus
trainer	0	0	0	0	0	0	0	0	0	1	educator
training	0	0	0	0	0	0	0	0	0	0	disciplina
trait	0	0	0	0	0	0	0	0	0	0	proditor
traitor	1	0	1	1	0	1	0	1	0	0	proditor
trajectory	0	0	0	0	0	0	0	0	0	0	trajectoriam
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	cornipedum
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	mentis excessus
tranquil	0	0	0	0	1	0	1	0	0	0	tranquillus
tranquility	0	0	0	0	1	0	1	0	0	1	tranquillitas
transact	0	0	0	0	0	0	0	0	0	0	agant
transaction	0	0	0	0	0	0	0	0	0	1	transaction
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlanticum
transcendence	0	1	0	0	1	0	1	0	1	1	transcendentia
transcendent	0	0	0	0	0	0	0	0	0	0	transcendens
transcendental	0	0	0	0	0	0	1	0	0	0	transcendentalis
transcribe	0	0	0	0	0	0	0	0	0	0	transcribere
transcriber	0	0	0	0	0	0	0	0	0	0	librarius
transcript	0	0	0	0	0	0	0	0	0	1	transcript
transcription	0	0	0	0	0	0	0	0	0	0	transcription
transfer	0	0	0	0	0	0	0	0	0	0	translatio
transference	0	0	0	0	0	0	0	0	0	0	translationem
transferred	0	0	0	0	0	0	0	0	0	0	transfertur
transfixed	0	0	0	0	0	0	0	0	0	0	transfixus
transform	0	0	0	0	0	0	0	0	0	0	transform
transformation	0	0	0	0	0	0	0	0	0	0	transformatio
transfusion	0	0	0	0	0	0	0	0	0	0	transfusio
transgression	0	0	0	0	0	1	0	0	0	0	praevaricatio
transient	0	0	0	0	0	0	0	0	0	0	transiens
transit	0	0	0	0	0	0	0	0	0	0	transit
transition	0	0	0	0	0	0	0	0	0	0	transitus
transitional	0	1	0	0	0	0	0	0	0	0	transitionis
transitive	0	0	0	0	0	0	0	0	0	0	transitivum
transitory	0	0	0	0	0	0	0	0	0	0	transitorium
translate	0	0	0	0	0	0	0	0	0	0	translate
translation	0	0	0	0	0	0	0	0	0	1	translation
translocation	0	0	0	0	0	0	0	0	0	0	translocation
translucent	0	0	0	0	0	0	0	0	0	0	translucens
transmission	0	0	0	0	0	0	0	0	0	0	tradenda
transmit	0	0	0	0	0	0	0	0	0	0	transmittere
transmutation	0	0	0	0	0	0	0	0	0	0	transmutatio
transom	0	0	0	0	0	0	0	0	0	0	superliminare
transparency	0	0	0	0	0	0	0	0	0	0	diaphanum
transparent	0	0	0	0	0	0	0	0	0	0	perspicuus
transplant	0	0	0	0	0	0	0	0	0	0	traducere
transplantation	0	0	0	0	0	0	0	0	0	0	translationi
transport	0	0	0	0	0	0	0	0	0	0	transportari
transportation	0	0	0	0	0	0	0	0	0	0	translationem
transpose	0	0	0	0	0	0	0	0	0	0	transponunt
transposition	0	0	0	0	0	0	0	0	0	0	transpositio
transverse	0	0	0	0	0	0	0	0	0	0	transversus
trap	0	0	0	0	0	0	0	0	0	0	captionem
trapping	0	0	0	0	0	0	0	0	0	0	captanda
trappings	0	0	0	0	0	1	0	0	0	0	phaleras
traps	0	0	0	0	0	1	0	0	0	0	insidias
trash	0	0	1	0	0	1	0	1	0	0	quisquiliae
trashy	0	0	1	0	0	1	0	0	0	0	trashy
traumatic	1	0	0	1	0	1	0	1	0	0	traumatica
travail	0	0	0	0	0	1	0	0	0	0	partur
travel	0	0	0	0	0	0	0	0	0	0	itinerantur
traveler	0	0	0	0	0	0	0	0	0	0	viator
traveling	0	0	0	0	0	0	1	0	0	0	iter
traverse	0	0	0	0	0	0	0	0	0	0	lustrare
travesty	0	0	1	1	0	1	0	1	0	0	deridiculum
trawl	0	0	0	0	0	0	0	0	0	0	trawl
trawler	0	0	0	0	0	0	0	0	0	0	trawler
tray	0	0	0	0	0	0	0	0	0	0	lance
treacherous	1	0	1	1	0	1	0	0	0	0	perfidus
treachery	1	0	0	1	0	1	0	1	1	0	fraude
tread	0	0	0	0	0	0	0	0	0	0	calcare
treadmill	0	1	0	0	0	0	0	0	0	0	antliam
treason	1	0	1	1	0	1	0	0	1	0	perduellionis
treasure	0	1	0	0	1	0	1	0	0	1	thesaurus
treasurer	0	0	0	0	0	0	0	0	0	1	arcarius
treasury	0	0	0	0	0	0	0	0	0	0	aerarium
treat	1	1	1	1	1	1	1	1	1	1	tractare
treatise	0	0	0	0	0	0	0	0	0	0	tractatus
treatment	0	0	0	0	0	0	0	0	0	0	curatio
treaty	0	0	0	0	0	0	0	0	0	0	foedus
treble	0	0	0	0	0	0	0	0	0	0	triplum
tree	1	1	1	0	1	0	1	0	1	1	Arbor
trek	0	0	0	0	0	0	0	0	0	0	Iter
trellis	0	0	0	0	0	0	0	0	0	0	oribus
tremble	0	0	0	0	0	0	0	0	0	0	tremefacit
trembling	0	0	0	1	0	1	0	0	0	0	tremens
tremendous	0	0	0	0	0	0	0	0	0	0	ingentis
tremendously	0	0	0	0	0	0	1	0	0	0	notus
tremor	1	1	0	1	0	1	0	1	0	0	tremor
trench	0	0	0	0	0	0	0	0	0	0	fossam
trend	0	0	0	0	0	0	1	0	0	0	trend
trending	0	0	0	0	0	0	0	0	0	0	trending
trendy	0	0	0	0	0	0	1	0	0	0	trendy
trepidation	0	1	0	1	0	1	0	0	1	0	trepidatio
trespass	1	0	0	0	0	1	0	0	0	0	delictum
triad	0	0	0	0	0	0	0	0	0	0	trias
triangle	0	0	0	0	0	0	0	0	0	0	triangulus
triangular	0	0	0	0	0	0	0	0	0	0	triangularis
tribe	0	0	0	0	0	0	0	0	0	1	tribus
tribulation	0	0	0	1	0	1	0	1	0	0	tribulatio
tribunal	0	1	1	1	0	1	0	0	0	1	tribunal
tribune	0	0	0	0	0	0	0	0	0	1	tribunus
tributary	0	1	0	0	0	0	1	0	0	0	tributarius
tribute	0	0	0	0	0	0	1	0	0	0	tributum
trick	0	0	0	0	0	1	0	0	1	0	fraudem
trickery	1	0	1	1	0	1	0	1	1	0	fraudes
trickle	0	0	0	0	0	0	0	0	0	0	tenuis
tricky	0	0	0	0	0	0	0	0	0	0	tricky
tricycle	0	0	0	0	0	0	0	0	0	0	tricycle
trident	0	0	0	0	0	0	0	0	0	0	tridenti
trifle	0	0	0	0	0	1	0	0	0	0	nugae
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	felis
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometria
trillion	0	0	0	0	0	0	0	0	0	0	trillion
trim	0	0	0	0	0	0	0	0	0	0	absumpto
trimmer	0	0	0	0	0	0	0	0	0	0	putator
trimming	0	0	0	0	0	0	0	0	0	0	tondet
trine	0	0	0	0	0	0	0	0	0	0	trinum
trinity	0	0	0	0	0	0	0	0	0	0	trinitas
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	iter
tripartite	0	0	0	0	0	0	0	0	0	0	tripartitum
triple	0	0	0	0	0	0	0	0	0	0	triplum
triplet	0	0	0	0	0	0	0	0	0	0	tergeminus
triplicate	0	0	0	0	0	0	0	0	0	0	triplicatum
tripod	0	0	0	0	0	0	0	0	0	0	tripode
tripping	1	0	0	0	0	1	0	1	0	0	labi
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	triumphum
triumphant	0	1	0	0	1	0	1	0	0	1	triumphans
troll	1	0	0	1	0	1	0	0	0	0	troglodytam
trolley	0	0	0	0	0	0	0	0	0	0	trahit
trombone	0	0	0	0	0	0	0	0	0	0	tubae
troop	0	0	0	0	0	0	0	0	0	0	turma
trooper	0	0	0	0	0	0	0	0	0	0	eques
troops	0	0	0	0	0	0	0	0	0	0	milites
trophy	0	1	0	0	1	0	1	0	1	1	tropaeum
tropical	0	0	0	0	0	0	0	0	0	0	tropical
trot	0	0	0	0	0	0	0	0	0	0	trot
troublesome	1	0	0	1	0	1	0	0	0	0	molestum
trough	0	0	0	0	0	0	0	0	0	0	alveum
troupe	0	0	0	0	0	0	0	0	0	0	cohorte
trousers	0	0	0	0	0	0	0	0	0	0	tiaris
trout	0	0	0	0	0	0	0	0	0	0	tructa
trowel	0	0	0	0	0	0	0	0	0	0	trulla
truce	0	0	0	0	1	0	1	0	0	1	indutiae
truck	0	0	0	0	0	0	0	0	0	1	salsissimus
true	0	0	0	0	1	0	1	0	0	1	verum
truism	0	0	0	0	0	0	0	0	0	0	truism
trump	0	0	0	0	0	0	0	0	1	0	tuba
trumpet	0	0	0	0	0	1	0	0	0	0	tubae
trumpeter	0	0	0	0	0	0	0	0	0	0	buccinator
truncate	0	0	0	0	0	0	0	0	0	0	truncatum
truncated	0	0	0	0	0	0	0	0	0	0	truncata
trundle	0	0	0	0	0	0	0	0	0	0	trundle
trunk	0	0	0	0	0	0	0	0	0	0	truncus
truss	0	0	0	0	0	0	0	0	0	1	truss
trust	0	0	0	0	0	0	0	0	0	1	confido
trustee	0	0	0	0	0	0	0	0	0	1	fideicommissarius
trusty	0	0	0	0	0	0	1	0	0	0	fidus
truth	0	0	0	0	0	0	1	0	0	1	veritas
truthful	0	0	0	0	0	0	0	0	0	1	verax
truthfulness	0	0	0	0	0	0	1	0	0	1	veritas
tryout	0	0	0	0	0	0	0	0	0	0	experiri
tub	0	0	0	0	0	0	0	0	0	0	tub
tube	0	0	0	0	0	0	0	0	0	0	tube
tubular	0	0	0	0	0	0	0	0	0	0	tubulosae
tubule	0	0	0	0	0	0	0	0	0	0	tubulus
tuck	0	0	0	0	0	0	0	0	0	0	LATESCO
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	caespitosus
tug	0	0	0	0	0	0	0	0	0	0	trahitis
tuition	0	0	0	0	0	0	0	0	0	0	nactus
tulip	0	0	0	0	0	0	0	0	0	0	tulip
tumble	0	0	0	0	0	1	0	0	0	0	lupiter
tumbler	0	0	0	0	0	0	0	0	0	0	heminam
tumor	0	0	0	1	0	1	0	0	0	0	tumor
tumour	0	0	0	1	0	1	0	1	0	0	tumor
tumult	1	0	0	1	0	1	0	0	1	0	tumultus
tumultuous	1	0	0	1	0	1	0	0	0	0	tumultuosa
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	tunable
tune	0	0	0	0	0	0	0	0	0	0	tune
tunic	0	0	0	0	0	0	0	0	0	0	tunicam
tuning	0	0	0	0	0	0	0	0	0	0	tuning
tunnel	0	0	0	0	0	0	0	0	0	0	cuniculum
turban	0	0	0	0	0	0	0	0	0	0	tiara
turbidity	0	0	0	0	0	0	0	0	0	0	turbido
turbine	0	0	0	0	0	0	0	0	0	0	Turbine
turbulence	1	0	0	1	0	1	0	0	0	0	turbulentum
turbulent	0	0	0	1	0	1	0	0	0	0	turbulentos
turf	0	0	0	0	0	0	0	0	0	0	caespes
turmeric	0	0	0	0	0	0	0	0	0	0	turmeric
turmoil	1	0	0	1	0	1	0	1	0	0	tumultus
turn	0	0	0	0	0	0	0	0	0	0	vertere
turning	0	0	0	0	0	0	0	0	0	0	conversus
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	turnpike
turntable	0	0	0	0	0	0	0	0	0	0	turntable
turquoise	0	0	0	0	0	0	0	0	0	0	carbunculus
turret	0	0	0	0	0	0	0	0	0	0	turriculam
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	luctatio
tutelage	0	0	0	0	0	0	1	0	0	1	tutela
tutor	0	0	0	0	0	0	1	0	0	0	paedagogus
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	duodecimus
twelve	0	0	0	0	0	0	0	0	0	0	duodecim
twentieth	0	0	0	0	0	0	0	0	0	0	vicesimum
twenty	0	0	0	0	0	0	0	0	0	0	viginti
twig	0	0	0	0	0	0	0	0	0	0	vimen
twilight	0	0	0	0	0	0	0	0	0	0	crepusculum
twill	0	0	0	0	0	0	0	0	0	0	twill
twin	0	0	0	0	0	0	1	0	0	0	geminae
twine	0	0	0	0	0	0	0	0	0	0	plectere
twinkle	0	1	0	0	1	0	1	0	0	0	scintillare
twins	0	0	0	0	0	0	0	0	0	0	geminos
twist	0	0	0	0	0	0	0	0	0	0	torquent
twisted	0	0	0	0	0	0	0	0	0	0	retorta
twitch	0	0	0	0	0	1	0	0	0	0	pervellam
twofold	0	0	0	0	0	0	0	0	0	0	duplex
tycoon	0	0	0	0	0	0	0	0	0	0	tycoon
type	0	0	0	0	0	0	0	0	0	0	type
typewriter	0	0	0	0	0	0	0	0	0	0	scabo
typhoon	0	0	0	1	0	1	0	0	0	0	typhon
typically	0	0	0	0	0	0	0	0	0	0	typically
typist	0	0	0	0	0	0	0	0	0	0	typist
typography	0	0	0	0	0	0	0	0	0	0	typography
tyrannical	1	0	1	1	0	1	0	0	0	0	tyrannice
tyranny	0	0	0	1	0	1	0	1	0	0	tyrannide
tyrant	1	0	1	1	0	1	0	1	0	0	tyrannus
tyre	0	0	0	0	0	0	0	0	0	0	tire
ubiquitous	0	0	0	0	0	0	0	0	0	0	ubiquitous
ubiquity	0	0	0	0	0	0	0	0	0	0	ubiquity
ugliness	0	0	1	1	0	1	0	1	0	0	deformitas
ugly	0	0	1	0	0	1	0	0	0	0	deformis
ulcer	1	0	1	1	0	1	0	1	0	0	ulceris
ulterior	0	0	0	0	0	1	0	0	0	0	ulterior
ultimate	0	1	0	0	0	0	0	1	0	0	ultimate
ultimately	0	1	0	0	0	0	1	0	0	0	ultimately
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	ultimo
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraviolet
umbilical	0	0	0	0	0	0	0	0	0	0	umbilicus
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	umbella
umpire	0	0	0	0	0	0	1	0	0	1	arbiter
unabashed	0	0	0	0	0	0	0	0	0	0	unabashed
unabated	0	0	0	0	0	0	0	0	0	0	irrevocabiliter
unable	0	0	0	0	0	1	0	1	0	0	non 
unacceptable	0	0	0	0	0	1	0	1	0	0	inconveniens
unaccompanied	0	0	0	0	0	0	0	0	0	0	sine
unaccountable	0	1	1	0	0	1	0	1	0	1	inexplicabilis
unacknowledged	0	0	0	0	0	0	0	1	0	0	incognitus
unadulterated	0	0	0	0	0	0	0	0	0	0	sine dolo
unaided	0	0	0	0	0	0	0	0	0	0	adjutus
unaltered	0	0	0	0	0	0	0	0	0	0	inmutatus
unambiguous	0	0	0	0	0	0	0	0	0	0	indubium
unanimity	0	0	0	0	0	0	1	0	0	0	unanimitas
unanimous	0	0	0	0	0	0	1	0	0	0	unanimis
unanimously	0	0	0	0	0	0	0	0	0	0	unanimiter
unanticipated	0	0	0	0	0	0	0	0	1	0	praeventus
unapproved	0	0	0	0	0	1	0	0	0	0	reprobi
unarmed	0	0	0	0	0	0	0	0	0	0	inermis
unassisted	0	0	0	0	0	0	0	0	0	0	unassisted
unassuming	0	0	0	0	0	0	1	0	0	0	demissorum
unattached	0	0	0	0	0	1	0	0	0	0	solutus
unattainable	1	0	0	0	0	1	0	1	0	0	consequi non potest
unattended	0	0	0	0	0	0	0	0	0	0	incomitata
unattractive	0	0	1	0	0	1	0	1	0	0	invenustum
unauthorized	0	0	0	0	0	1	0	0	0	0	alienum
unavoidable	0	0	0	0	0	1	0	0	0	0	inevitabilis
unaware	0	0	0	0	0	1	0	0	0	0	ignarus
unbalanced	0	0	0	0	0	0	0	0	0	0	inaequalis
unbearable	0	0	1	0	0	1	0	1	0	0	intolerabilis
unbeaten	0	1	0	0	1	1	1	1	1	0	invictus
unbelief	0	0	0	0	0	1	0	0	0	0	infidelitas
unbelievable	0	0	0	0	0	1	0	0	0	0	incredibilis
unbiased	0	0	0	0	0	0	1	0	0	0	incorrupto
unborn	0	0	0	0	0	1	0	0	0	0	innatus
unbound	0	0	0	0	0	0	0	0	0	0	solutus
unbounded	0	0	0	0	0	0	0	0	0	0	immensus
unbreakable	0	0	0	0	0	0	1	0	0	0	indissolubilis
unbridled	1	1	0	1	0	1	1	0	1	0	effreno
unbroken	0	0	0	0	0	0	1	0	0	1	continens
uncanny	0	0	0	1	0	1	0	0	1	0	insolitum
uncaring	1	0	1	0	0	1	0	1	0	0	otiosus
uncertain	1	0	1	1	0	1	0	0	1	0	incertum
uncertainty	0	0	0	0	0	0	0	0	0	0	dubitationem
unchallenged	0	0	0	0	0	0	0	0	0	0	indubitatus
unchangeable	0	0	0	0	0	1	0	0	0	0	incommutabilis
unchanged	0	0	0	0	0	0	0	0	0	0	immutatus
unclaimed	0	0	0	0	0	0	0	0	0	0	occupata
uncle	0	0	0	0	0	0	0	0	0	0	avunculus
unclean	0	0	1	0	0	1	0	0	0	0	immundus
uncomfortable	0	0	0	0	0	1	0	0	0	0	incommoditas
uncommon	0	0	0	0	0	0	0	0	0	0	rarus
uncommonly	0	0	0	0	0	0	0	0	0	0	egregie
uncompromising	0	0	0	0	0	0	0	0	0	0	absolute
unconcerned	0	0	0	0	0	0	0	0	0	0	incuriosus
unconfirmed	0	0	0	0	0	0	0	0	0	0	confirmatus
unconnected	0	0	0	0	0	0	0	0	0	0	seiuncta
unconscionable	0	0	1	0	0	1	0	0	0	0	improbae
unconscious	0	0	0	0	0	1	0	0	0	0	Ignarus
unconsciousness	0	0	0	0	0	0	0	0	0	0	ignaro
unconstitutional	0	0	0	0	0	1	0	0	0	0	unconstitutional
unconstrained	0	0	0	0	1	0	1	0	0	0	incontinens
uncontested	0	0	0	0	0	0	0	0	0	0	uncotested
uncontrollable	1	1	0	0	0	1	0	0	1	0	inextinguibilis
uncontrolled	0	0	0	0	0	1	0	0	0	0	immoderata
unconventional	0	0	0	0	0	0	0	0	0	0	ligula
unconvinced	0	0	0	0	0	0	0	0	0	0	unconvinced
uncooked	0	0	0	0	0	0	0	0	0	0	crudum
uncorrelated	0	0	0	0	0	0	0	0	0	0	uncorrelated
uncover	0	0	0	0	0	0	0	0	1	0	discoperiet
uncritical	0	0	0	0	0	0	0	0	0	0	uncritical
uncut	0	0	0	0	0	0	0	0	0	0	saxis informibus
undecided	0	1	0	1	0	1	0	0	0	0	iniudicatus
undefined	0	0	0	0	0	0	0	0	0	0	Proin
undeniable	0	0	0	0	0	0	0	0	0	0	negari non potest
undercover	0	0	0	0	0	0	0	0	0	0	undercover
undercurrent	0	0	0	0	0	0	0	0	0	0	undercurrent
underestimate	0	0	0	0	0	0	0	0	1	0	MINORIS AESTIMO
undergo	0	0	0	0	0	0	0	0	0	0	subire
undergraduate	0	0	0	0	0	0	0	0	0	0	adipiscing
underground	0	0	0	0	0	0	0	0	0	0	sub terra
underlie	0	0	0	0	0	0	0	0	0	0	substet
underline	0	0	0	0	0	0	1	0	0	0	underline
undermined	0	0	0	0	0	1	0	0	0	0	subruit
underneath	0	0	0	0	0	0	0	0	0	0	subter
underpaid	1	0	0	0	0	1	0	1	0	0	underpaid
underpants	0	0	0	0	0	0	0	0	0	0	underpants
underscore	0	0	0	0	0	0	0	0	0	0	underscore
undersized	0	0	0	0	0	1	0	0	0	0	improcera
understanding	0	0	0	0	0	0	1	0	0	1	intellectus
understood	0	0	0	0	0	0	0	0	0	0	intellexerunt
undertake	0	0	0	0	0	0	0	0	0	0	suscipere
undertaker	0	0	0	0	0	0	0	1	0	0	susceptor
undertaking	0	1	0	0	0	0	0	0	0	0	inceptio
underwood	0	0	0	0	0	0	0	0	0	0	underwood
underwrite	0	0	0	0	0	0	1	0	0	1	underwrite
underwriter	0	0	0	0	0	0	0	0	0	0	underwriter
undeserved	0	0	0	0	0	0	0	0	0	0	indignus
undesirable	1	0	1	1	0	1	0	1	0	0	malum
undesired	0	0	0	0	0	1	0	1	0	0	necopinatus
undeveloped	0	0	0	0	0	0	0	0	0	0	rudis
