English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Japanese Word
strobe	0	0	0	0	0	0	0	0	0	0	ストロボ
stroke	0	0	0	1	0	1	0	1	0	0	脳卒中
stroll	0	0	0	0	0	0	0	0	0	0	散歩
stronghold	0	0	0	0	0	0	0	0	0	0	拠点
strongly	0	0	0	0	0	0	1	0	0	0	強く
structural	0	0	0	0	0	0	0	0	0	1	構造的
structure	0	0	0	0	0	0	1	0	0	1	構造
struggle	1	0	0	1	0	1	0	1	0	0	闘争
strut	0	0	0	0	0	1	0	0	0	0	ストラット
stubble	0	0	0	0	0	0	0	0	0	0	無精ひげ
stubbornness	0	0	0	0	0	0	0	0	0	0	頑固
stubby	0	0	0	0	0	0	0	0	0	0	ずんぐりした
stucco	0	0	0	0	0	0	0	0	0	0	スタッコ
stuck	0	0	0	0	0	0	0	0	0	0	立ち往生
stud	0	0	0	0	0	0	1	0	0	0	スタッド
studded	0	0	0	0	0	0	0	0	0	0	ちりばめられた
student	0	0	0	0	0	0	0	0	0	0	学生
studied	0	0	0	0	0	0	0	0	0	0	勉強した
studio	0	0	0	0	0	0	0	0	0	0	スタジオ
study	0	0	0	0	0	0	1	0	0	0	勉強
stuff	0	0	0	0	0	0	0	0	0	0	もの
stuffing	0	0	0	0	0	0	0	0	0	0	詰め物
stuffy	0	0	0	0	0	1	0	0	0	0	息苦しい
stumble	0	0	0	0	0	1	0	0	0	0	つまずく
stump	0	0	0	0	0	0	0	0	0	0	切り株
stunned	0	0	0	1	0	1	0	0	1	0	唖然
stunt	0	0	0	0	0	0	0	0	0	0	スタント
stunted	0	0	0	0	0	1	0	0	0	0	発育不全
stupendous	0	0	0	0	0	0	0	0	0	0	途方もない
stupid	0	0	0	0	0	1	0	0	0	0	バカ
stupidity	0	0	0	0	0	1	0	0	0	0	愚かさ
stupor	0	0	0	0	0	1	0	0	0	0	昏迷
sturdy	0	0	0	0	0	0	1	0	0	0	頑丈
sturgeon	0	0	0	0	0	0	0	0	0	0	チョウザメ
stutter	0	0	0	0	0	0	0	0	0	0	吃音
sty	0	0	1	0	0	1	0	0	0	0	ものもらい
style	0	0	0	0	0	0	0	0	0	0	スタイル
stylish	0	0	0	0	0	0	0	0	0	0	スタイリッシュ
subatomic	0	0	0	0	0	0	0	0	0	0	素粒子
subcommittee	0	0	0	0	0	0	0	0	0	0	分科会
subconscious	0	0	0	0	0	0	0	0	0	0	潜在意識
subcutaneous	0	0	0	0	0	0	0	0	0	0	皮下
subdivide	0	0	0	0	0	0	0	0	0	0	分割する
subdivision	0	0	0	0	0	0	0	0	0	0	細分化
subduction	0	0	0	0	0	0	0	0	0	0	沈み込み
subdue	0	0	0	0	0	1	0	0	0	0	征服する
subdued	0	0	0	0	0	0	0	0	0	0	落ち着いた
subito	0	0	0	0	0	0	0	0	1	0	すびと
subject	0	0	0	0	0	1	0	0	0	0	主題
subjected	0	0	0	0	0	1	0	1	0	0	対象
subjection	0	0	0	0	0	1	0	0	0	0	服従
subjective	0	0	0	0	0	0	0	0	0	0	主観的な
subjugation	1	0	1	1	0	1	0	1	0	0	征服
sublimation	0	0	0	0	1	0	1	0	0	0	昇華
subliminal	0	0	0	0	0	0	0	0	0	0	サブリミナル
submarine	0	0	0	0	0	0	0	0	0	0	潜水艦
submerged	0	0	0	0	0	0	0	0	0	0	水没した
submersible	0	0	0	0	0	0	0	0	0	0	潜水可能
submission	0	0	0	0	0	0	0	0	0	0	提出
submit	0	1	0	0	0	0	0	0	0	0	参加する
subordinate	0	0	0	1	0	1	0	0	0	0	下位
subordination	0	0	0	0	0	0	0	0	0	0	従属
subplot	0	0	0	0	0	0	0	0	0	0	サブプロット
subpoena	0	0	0	0	0	1	0	0	0	0	召喚
subscribe	0	1	0	0	0	0	0	0	0	0	申し込む
subscription	0	0	0	0	0	0	0	0	0	0	サブスクリプション
subsequence	0	0	0	0	0	0	0	0	0	0	サブシーケンス
subsequent	0	0	0	0	0	0	0	0	0	0	後続
subsequently	0	0	0	0	0	0	0	0	0	0	続いて
subset	0	0	0	0	0	0	0	0	0	0	サブセット
subside	0	0	0	0	0	0	0	0	0	0	治まる
subsidence	0	0	0	0	0	1	0	1	0	0	沈下
subsidiary	0	0	0	0	0	0	0	0	0	0	子会社
subsidize	0	0	0	0	0	0	0	0	0	0	助成する
subsidy	1	0	1	0	0	1	0	0	0	0	補助金
subsist	0	0	0	0	0	1	0	0	0	0	存続する
subsistence	0	0	0	0	0	0	0	0	0	0	自給自足
subsoil	0	0	0	0	0	0	0	0	0	0	下層土
substance	0	0	0	0	0	0	1	0	0	0	物質
substantially	0	0	0	0	0	0	0	0	0	0	実質的に
substantiate	0	0	0	0	0	0	0	0	0	1	立証する
substantive	0	0	0	0	0	0	1	0	0	0	実質的な
substitute	0	0	0	0	0	0	0	0	0	0	代わりの
substituted	0	0	0	0	0	0	0	0	0	0	代用
substitution	0	0	0	0	0	0	0	0	0	0	代用
substructure	0	0	0	0	0	0	0	0	0	0	下部構造
subterranean	0	0	0	0	0	0	0	0	0	0	地下の
subtle	0	0	0	0	0	0	0	0	0	0	微妙
subtlety	0	0	0	0	0	0	0	0	0	0	繊細さ
subtract	0	0	0	0	0	1	0	0	0	0	減算
subtraction	0	0	0	0	0	0	0	0	0	0	引き算
subtype	0	0	0	0	0	0	0	0	0	0	サブタイプ
suburb	0	0	0	0	0	0	0	0	0	0	郊外
suburban	0	0	0	0	0	0	0	0	0	0	郊外
suburbs	0	0	0	0	0	0	0	0	0	0	郊外
subversion	1	0	0	1	0	1	0	0	0	0	転覆
subversive	1	0	0	0	0	1	0	0	1	0	破壊的な
subvert	0	0	1	1	0	1	0	1	0	0	覆す
subway	0	0	0	0	0	0	0	0	0	0	地下鉄
succeed	0	1	0	0	1	0	1	0	1	1	成功した
succeeding	0	1	0	0	1	0	1	0	0	1	成功する
success	0	1	0	0	1	0	1	0	0	0	成功
successful	0	1	0	0	1	0	1	0	0	1	成功
succession	0	0	0	0	0	0	0	0	0	0	継承
successive	0	0	0	0	0	0	0	0	0	0	連続
successor	0	0	0	0	0	0	0	0	0	0	後継
succinct	0	0	0	0	0	0	1	0	0	0	簡潔
succulent	0	0	0	0	0	1	1	0	0	0	ジューシーな
succumb	0	0	0	0	0	1	0	0	0	0	屈する
suck	0	0	0	0	0	1	0	0	0	0	吸う
sucker	1	0	0	0	0	1	0	0	0	0	吸盤
sucking	0	0	0	0	0	0	0	0	0	0	しゃぶり
suckling	0	0	0	0	0	0	0	0	0	0	授乳中
suction	0	0	0	0	0	0	0	0	0	0	吸引
sudden	0	0	0	0	0	0	0	0	1	0	突然
suddenly	0	0	0	0	0	0	0	0	1	0	突然
sue	1	0	0	0	0	1	0	1	0	0	訴える
suffer	0	0	0	0	0	1	0	0	0	0	苦しむ
sufferer	0	0	0	1	0	1	0	1	0	0	被害者
suffering	0	0	1	1	0	1	0	1	0	0	苦しむ
suffice	0	0	0	0	0	0	0	0	0	0	十分
sufficiency	0	0	0	0	0	0	1	0	0	0	十分
sufficient	0	0	0	0	0	0	0	0	0	0	十分な
sufficiently	0	0	0	0	0	0	0	0	0	0	十分に
suffix	0	0	0	0	0	0	0	0	0	0	サフィックス
suffocating	0	0	1	1	0	1	0	1	0	0	息苦しい
suffocation	1	0	0	1	0	1	0	0	0	0	窒息
sugar	0	0	0	0	0	0	1	0	0	0	シュガー
suggest	0	0	0	0	0	0	0	0	0	1	提案
suggestion	0	0	0	0	0	0	0	0	0	0	提案
suggestive	0	0	0	0	0	0	0	0	0	0	挑発的な
suicidal	1	0	1	1	0	1	0	1	0	0	自殺的な
suicide	1	0	0	1	0	1	0	1	0	0	自殺
suit	0	0	0	0	0	0	0	0	0	0	スーツ
suitable	0	0	0	0	0	0	1	0	0	0	適切
suite	0	0	0	0	0	0	0	0	0	0	スイート
suitor	0	0	0	0	0	0	0	0	0	0	求婚者
sullen	1	0	0	0	0	1	0	1	0	0	むっつり
sulphur	0	0	0	0	0	0	0	0	0	0	硫黄
sultan	0	0	0	1	0	0	0	0	0	0	スルタン
sultry	0	0	0	0	0	0	1	0	0	0	蒸し暑い
sum	0	0	0	0	0	0	0	0	0	0	和
summarily	0	0	0	0	0	0	0	0	0	0	要約すると
summarize	0	0	0	0	0	0	0	0	0	0	要約する
summary	0	0	0	0	0	0	0	0	0	0	まとめ
summation	0	0	0	0	0	0	0	0	0	0	総和
summer	0	0	0	0	0	0	0	0	0	0	夏
summit	0	0	0	0	0	0	0	0	0	0	サミット
summon	0	0	0	0	0	0	0	0	0	0	召喚する
summons	0	0	0	0	0	1	0	0	0	0	召喚
sumo	0	0	0	0	0	0	0	0	0	0	相撲
sump	0	0	1	0	0	0	0	0	0	0	サンプ
sumptuous	0	0	0	0	0	0	0	0	0	0	豪華な
sun	0	1	0	0	1	0	1	0	1	1	太陽
sunbeam	0	0	0	0	0	0	0	0	0	0	サンビーム
sundial	0	1	0	0	0	0	0	0	0	1	日時計
sundown	0	0	0	0	0	0	0	0	0	0	日没
sundry	0	0	0	0	0	0	0	0	0	0	雑多な
sunglass	0	0	0	0	0	0	0	0	0	0	サングラス
sunglasses	0	0	0	0	0	0	0	0	0	0	サングラス
sunk	0	0	1	1	0	1	0	1	0	0	沈んだ
sunless	0	0	0	0	0	0	0	0	0	0	日の当たらない
sunlight	0	0	0	0	0	0	0	0	0	0	日光
sunny	0	1	0	0	1	0	1	0	1	0	晴れ
sunrise	0	0	0	0	0	0	0	0	0	0	日の出
sunset	0	1	0	0	0	0	1	0	0	0	日没
sunshine	0	0	0	0	1	0	1	0	0	0	日光
superannuation	0	0	0	0	0	0	0	0	0	0	年金
superb	0	0	0	0	0	0	1	0	0	0	見事
superficial	0	0	0	0	0	1	0	0	0	0	表面的な
superfluous	0	0	0	0	0	1	0	0	0	0	余分な
superhuman	0	0	0	0	0	0	1	0	0	0	超人的
superimposed	0	0	0	0	0	0	0	0	0	0	重畳
superintendent	0	0	0	0	0	0	0	0	0	0	監督
superior	0	0	0	0	0	0	1	0	0	0	優れました
superiority	0	0	0	0	0	0	1	0	0	0	優位性
superlative	0	0	0	0	0	0	0	0	0	0	最上級
superman	0	0	0	0	1	0	1	0	0	1	スーパーマン
supermarket	0	0	0	0	0	0	0	0	0	0	スーパーマーケット
supernatant	0	0	0	0	0	0	0	0	0	0	上清
supernatural	0	0	0	0	0	0	0	0	0	0	超自然的
superposition	0	0	0	0	0	0	0	0	0	0	重ね合わせ
supersede	0	0	0	0	0	0	0	0	0	0	取って代わる
superstar	0	0	0	0	1	0	1	0	0	1	スーパースター
superstition	0	0	0	1	0	1	1	0	0	0	迷信
superstitious	0	1	0	1	0	1	0	0	0	0	迷信的な
supervise	0	0	0	0	0	0	0	0	0	0	監督する
supervision	0	0	0	0	0	0	0	0	0	0	監督
supervisor	0	0	0	0	0	0	0	0	0	0	スーパーバイザー
supper	0	0	0	0	0	0	0	0	0	0	夕食
supplant	0	0	0	0	0	0	0	0	0	0	取って代わる
supple	0	0	0	0	0	0	0	0	0	0	しなやか
supplement	0	0	0	0	0	0	0	0	0	0	補足
supplemental	0	0	0	0	0	0	0	0	0	0	補足
supplementary	0	0	0	0	0	0	0	0	0	0	補足
supplication	0	0	0	0	0	0	1	0	0	1	嘆願
supplies	0	0	0	0	0	0	1	0	0	0	用品
supply	0	0	0	0	0	0	1	0	0	0	供給
supported	0	0	0	0	0	0	1	0	0	0	サポートされています
supporter	0	0	0	0	1	0	1	0	0	1	サポーター
supporters	0	0	0	0	0	0	0	0	0	0	サポーター
supporting	0	0	0	0	0	0	1	0	0	1	サポート
suppose	0	0	0	0	0	0	0	0	0	0	仮定する
supposing	0	0	0	0	0	0	0	0	0	0	仮に
supposition	0	0	0	0	0	0	0	0	0	0	仮定
suppress	1	0	0	1	0	1	0	1	0	0	抑える
suppression	1	0	1	1	0	1	0	0	0	0	抑制
supremacy	1	1	0	1	1	1	1	0	1	1	覇権
supreme	0	0	0	0	0	0	1	0	0	0	最高
supremely	0	0	0	0	0	0	1	0	0	0	最高に
surcharge	1	0	0	0	0	1	0	0	0	0	追加料金
surety	0	0	0	0	0	0	1	0	0	1	保証人
surf	0	0	0	0	0	0	0	0	0	0	サーフィン
surface	0	0	0	0	0	0	0	0	0	0	水面
surge	0	0	0	0	0	0	0	0	1	0	うねり
surgeon	0	0	0	0	0	0	0	0	0	0	外科医
surgery	0	0	0	1	0	0	0	1	0	0	手術
surly	1	0	1	0	0	1	0	0	0	0	無愛想
surmise	0	0	0	0	0	0	1	0	0	0	推測する
surname	0	0	0	0	0	0	0	0	0	0	姓
surpassing	0	0	0	0	0	0	1	0	0	0	凌駕
surplus	0	0	0	0	0	0	0	0	0	0	余剰
surprise	0	0	0	1	1	0	1	0	1	0	サプライズ
surprised	0	0	0	0	0	0	0	0	1	0	驚いた
surprising	0	0	0	0	0	0	0	0	1	0	驚くべき
surprisingly	0	1	0	0	0	0	0	0	1	0	驚くほど
surrender	0	0	0	1	0	1	0	1	0	0	降伏
surrendering	0	0	0	0	0	1	0	1	0	0	降伏
surrogate	0	0	0	0	0	0	0	0	0	1	代理
surround	0	1	0	0	0	1	1	0	0	0	囲む
surrounding	0	0	0	0	0	0	0	0	0	0	周囲
surroundings	0	0	0	0	0	0	0	0	0	0	周囲
surveillance	0	0	0	1	0	0	0	0	0	0	監視
survey	0	0	0	0	0	0	0	0	0	0	調査
surveying	0	0	0	0	0	0	1	0	0	0	測量
surveyor	0	0	0	0	0	0	0	0	0	0	測量士
survival	0	0	0	0	0	0	0	0	0	0	サバイバル
survive	0	0	0	0	0	0	1	0	0	0	生き残ります
surviving	0	0	0	0	0	0	0	0	0	0	生き残った
susceptibility	0	0	0	0	0	0	0	0	0	0	感受性
susceptible	0	0	0	0	0	1	0	0	0	0	影響を受けやすいです
suspect	0	0	0	1	0	1	0	0	0	0	容疑者
suspected	0	0	0	0	0	0	0	0	0	0	疑われる
suspend	0	0	0	0	0	0	0	0	0	0	サスペンド
suspended	0	0	0	0	0	0	0	0	0	0	一時停止
suspenders	0	0	0	0	0	0	0	0	0	0	サスペンダー
suspense	0	1	0	1	0	0	0	0	1	0	サスペンス
suspension	0	0	0	1	0	1	0	0	0	0	サスペンション
suspicion	0	0	0	1	0	1	0	0	0	0	疑い
suspicions	0	0	0	0	0	0	0	0	0	0	疑惑
suspicious	1	1	0	0	0	1	0	0	0	0	疑わしい
sustained	0	0	0	0	0	0	0	0	0	0	持続
sustenance	0	0	0	0	0	0	0	0	0	0	栄養
suture	0	0	0	0	0	0	0	0	0	0	縫合
swab	0	0	0	0	0	1	0	0	0	0	綿棒
swag	0	0	0	0	0	0	0	0	0	0	みやげ品
swagger	0	0	0	0	0	0	0	0	0	0	闊歩する
swallow	0	0	0	0	0	0	0	0	0	0	飲み込む
swamp	0	0	1	1	0	1	0	0	0	0	沼地
swamped	0	0	0	0	0	0	0	0	0	0	圧倒された
swampy	0	0	1	1	0	1	0	0	0	0	沼地
swan	0	0	0	0	0	0	0	0	0	0	白鳥
swap	0	0	0	0	0	0	0	0	0	0	スワップ
swarm	0	0	1	0	0	0	0	0	0	0	群れ
swarming	0	0	0	0	0	0	0	0	0	0	群がる
swastika	1	0	0	1	0	1	0	0	0	0	卍
sway	0	0	0	0	0	0	0	0	0	0	揺れる
swear	0	0	0	0	0	0	1	0	0	1	誓う
swearing	0	0	0	0	0	0	0	0	0	0	宣誓
sweat	0	0	0	1	0	0	0	0	0	0	汗
sweater	0	0	0	0	0	0	0	0	0	0	セーター
sweating	0	0	0	0	0	0	0	0	0	0	発汗
sweep	0	0	0	0	0	0	0	0	0	0	掃く
sweeping	0	0	0	0	0	0	0	0	0	0	掃除
sweet	0	1	0	0	1	0	1	0	1	1	甘い
sweeten	0	0	0	0	0	0	0	0	0	0	甘くする
sweetened	0	0	0	0	0	0	0	0	0	0	甘くした
sweetener	0	0	0	0	0	0	0	0	0	0	甘味料
sweetheart	0	1	0	0	1	0	1	1	0	1	恋人
sweetie	0	0	0	0	0	0	1	0	0	0	甘いもの
sweetness	0	0	0	0	0	0	1	0	0	0	甘味
sweets	0	1	0	0	1	0	1	0	0	0	お菓子
swell	0	0	0	0	0	0	0	0	0	0	うねる
swelling	0	0	0	1	0	1	0	0	0	0	腫れ
sweltering	0	0	0	0	0	0	0	0	0	0	うだるような
swerve	0	0	0	1	0	0	0	0	1	0	それる
swift	0	0	0	0	0	0	1	0	0	0	迅速
swiftly	0	0	0	0	0	0	0	0	0	0	素早く
swig	0	0	1	0	0	1	0	0	0	0	小枝
swim	0	1	0	1	1	0	1	0	0	0	泳ぐ
swimming	0	0	0	0	0	0	0	0	0	0	水泳
swine	0	0	1	0	0	1	0	0	0	0	豚
swing	0	0	0	0	0	0	0	0	0	0	スイング
swinging	0	0	0	0	0	0	0	0	0	0	揺れる
swish	0	0	0	0	0	0	0	0	0	0	ヒュッと振る
switch	0	0	0	0	0	0	0	0	0	0	スイッチ
swivel	0	0	0	0	0	0	0	0	0	0	スイベル
swollen	0	0	0	0	0	1	0	0	0	0	腫れた
swoon	0	0	0	0	0	0	0	0	0	0	気絶
swoop	0	0	0	0	0	0	0	0	0	0	急降下
sword	0	0	0	0	0	0	0	0	0	0	剣
syllable	0	0	0	0	0	0	0	0	0	0	音節
syllabus	0	0	0	0	0	0	0	0	0	0	シラバス
symbol	0	0	0	0	0	0	0	0	0	0	シンボル
symbolic	0	0	0	0	0	0	1	0	0	0	シンボリック
symbolically	0	0	0	0	0	0	0	0	0	0	象徴的に
symbolism	0	0	0	0	0	0	0	0	0	0	象徴主義
symbolize	0	0	0	0	0	0	0	0	0	0	象徴する
symmetric	0	0	0	0	0	0	0	0	0	0	対称
symmetrical	0	0	0	0	0	0	1	0	0	0	対称
symmetry	0	0	0	0	1	0	1	0	0	1	対称
sympathetic	0	0	0	1	1	0	1	1	0	1	同情的な
sympathize	0	0	0	0	0	0	0	1	0	0	同情する
sympathy	0	0	0	0	0	0	1	1	0	0	シンパシー
symphony	0	1	0	0	1	0	1	0	0	0	交響曲
symptom	0	0	0	0	0	1	0	0	0	0	症状
symptomatic	0	0	0	0	0	0	0	0	0	0	症候性の
synagogue	0	0	0	0	0	0	0	0	0	0	シナゴーグ
synchronize	0	1	0	0	1	0	1	0	1	1	同期する
synchronous	0	0	0	0	0	0	0	0	0	0	同期
syncope	0	0	0	1	0	1	0	1	1	0	失神
syndicate	0	0	0	0	0	0	0	0	0	0	シンジケート
synergistic	0	0	0	0	0	0	1	0	0	1	相乗的
synergy	0	0	0	0	0	0	0	0	0	0	相乗効果
synod	0	0	0	0	0	0	1	0	0	1	教会会議
synonym	0	0	0	0	0	0	0	0	0	0	シノニム
synonymous	0	0	0	1	0	1	1	0	0	1	同義
synopsis	0	0	0	0	0	0	0	0	0	0	あらすじ
synoptic	0	0	0	0	0	0	0	0	0	0	あらすじ
syntax	0	0	0	0	0	0	0	0	0	0	構文
synthesis	0	0	0	0	0	0	0	0	0	0	合成
synthetic	0	0	0	0	0	0	0	0	0	0	合成
syringe	0	0	0	1	0	0	0	0	0	0	シリンジ
syrup	0	0	0	0	0	0	0	0	0	0	シロップ
system	0	0	0	0	0	0	0	0	0	1	システム
systematic	0	0	0	0	0	0	0	0	0	0	系統的
systematically	0	0	0	0	0	0	0	0	0	0	体系的に
tabby	0	0	0	0	0	0	0	0	0	0	ぶち
tabernacle	0	0	0	0	0	0	0	0	0	0	幕屋
table	0	0	0	0	0	0	0	0	0	0	テーブル
tableau	0	0	0	0	0	0	0	0	0	0	タブロー
tablespoon	0	0	0	0	0	0	0	0	0	0	大さじ
tablet	0	0	0	0	0	0	0	0	0	0	タブレット
tableware	0	0	0	0	0	0	0	0	0	0	食器
taboo	0	0	1	1	0	1	0	0	0	0	タブー
tabular	0	0	0	0	0	0	0	0	0	0	表形式
tabulate	0	1	0	0	0	0	0	0	0	0	表にする
tabulation	0	0	0	0	0	0	0	0	0	0	作表
tachometer	0	0	0	0	0	0	0	0	0	0	タコメーター
tacit	0	0	0	0	0	0	0	0	0	0	暗黙
tack	0	0	0	0	0	0	0	0	0	0	タック
tackle	1	0	0	0	0	0	0	0	1	0	タックル
tackling	0	0	0	0	0	0	0	0	0	0	取り組む
tacky	0	0	0	0	0	0	0	0	0	0	不潔な服
tact	0	0	0	0	0	0	1	0	0	0	機転
tactics	0	0	0	1	0	0	0	0	0	1	戦術
tactile	0	0	0	0	0	0	0	0	0	0	触覚
taffeta	0	0	0	0	0	0	0	0	0	0	タフタ
taffy	0	0	0	0	0	0	0	0	0	0	タフィー
tag	0	0	0	0	0	0	0	0	0	0	鬼ごっこ
tail	0	0	0	0	0	0	0	0	0	0	しっぽ
tailed	0	0	0	0	0	0	0	0	0	0	尾を引いた
tailings	0	0	0	0	0	0	0	0	0	0	尾鉱
tailor	0	0	0	0	0	0	0	0	0	0	テーラー
tailoring	0	0	0	0	0	0	0	0	0	0	仕立て
taint	0	0	0	0	0	1	0	1	0	0	汚染
taker	0	0	0	0	0	0	0	0	0	0	テイカー
tale	0	0	0	0	0	0	1	0	0	0	物語
talent	0	0	0	0	0	0	1	0	0	0	タレント
talented	0	0	0	0	0	0	0	0	0	0	才能のある
talisman	0	0	0	0	0	0	1	0	0	0	お守り
talk	0	0	0	0	0	0	1	0	0	0	話
talkative	0	0	0	0	0	0	0	0	0	0	おしゃべり
talker	0	0	0	0	0	0	0	0	0	0	話し手
tall	0	0	0	0	0	0	0	0	0	0	高い
tallies	0	0	0	0	0	0	0	0	0	0	集計
tallow	0	0	0	0	0	0	0	0	0	0	獣脂
tally	0	0	0	0	0	0	0	0	0	0	集計する
talons	1	0	0	1	0	1	0	0	0	0	鉤爪
tambourine	0	0	0	0	0	0	0	0	0	0	タンバリン
taming	0	0	0	0	0	0	0	0	0	0	飼いならす
tan	0	0	0	0	0	0	0	0	0	0	日焼け
tandem	0	0	0	0	0	0	0	0	0	1	タンデム
tang	0	0	0	0	0	0	0	0	0	0	トング
tangent	0	0	0	0	0	0	0	0	0	0	正接
tangle	0	0	0	0	0	0	0	0	0	0	もつれ
tangled	0	0	0	0	0	1	0	0	0	0	もつれた
tank	0	0	0	0	0	0	0	0	0	0	タンク
tanned	0	0	0	0	0	0	1	0	0	0	日焼けした
tantalizing	0	1	0	0	1	1	1	0	1	0	食欲をそそる
tantamount	0	0	0	0	0	0	0	0	0	1	同額
tap	0	0	0	0	0	0	0	0	0	0	タップ
tape	0	0	0	0	0	0	0	0	0	0	テープ
taper	0	0	0	0	0	0	0	0	0	0	テーパー
tapering	0	0	0	0	0	0	0	0	0	0	テーパリング
tapestry	0	0	0	0	0	0	0	0	0	0	タペストリー
tar	0	0	0	0	0	0	0	0	0	0	タール
tardiness	0	0	0	0	0	1	0	0	0	0	遅刻
tardy	0	0	0	0	0	1	0	0	0	0	遅刻
target	0	0	0	0	0	0	0	0	0	0	目標
tariff	1	0	1	0	0	1	0	0	0	0	関税
tarnish	0	0	1	0	0	1	0	1	0	0	変色させる
tarry	0	0	0	0	0	1	0	0	0	0	タリー
tart	0	0	0	0	0	0	0	0	0	0	タルト
tartan	0	0	0	0	0	0	0	0	0	0	タータン
tartar	0	0	0	0	0	0	0	0	0	0	歯石
task	0	0	0	0	0	0	1	0	0	0	仕事
tassel	0	0	0	0	0	0	0	0	0	0	タッセル
taste	0	0	0	0	0	0	0	0	0	0	味
tasteful	0	0	0	0	0	0	1	0	0	0	上品な
tasteless	0	0	1	0	0	1	0	0	0	0	無味
tasting	0	0	0	0	0	0	0	0	0	0	テイスティング
tasty	0	0	0	0	0	0	1	0	0	0	美味しい
tat	0	0	0	0	0	0	0	0	0	0	た
tattoo	0	0	0	0	0	0	0	0	0	0	入れ墨
taught	0	0	0	0	0	0	0	0	0	1	教えた
taunt	1	0	0	1	0	1	0	1	0	0	挑発する
taut	0	0	0	0	0	0	0	0	0	0	ぴんと張る
tavern	0	0	0	0	0	0	0	0	0	0	肩掛け
tawny	0	0	1	0	0	0	0	0	0	0	黄褐色
tax	0	0	0	0	0	1	0	1	0	0	税
taxicab	0	0	0	0	0	0	0	0	0	0	タクシー
taxonomy	0	0	0	0	0	0	0	0	0	0	分類法
tea	0	0	0	0	0	0	0	0	0	0	お茶
teach	0	0	0	0	1	0	1	0	1	1	教える
teacher	0	0	0	0	0	0	1	0	0	1	先生
teaching	0	0	0	0	0	0	0	0	0	0	教える
team	0	0	0	0	0	0	0	0	0	1	チーム
tearful	0	0	1	1	0	0	0	1	0	0	涙ぐむ
tease	1	1	0	0	0	1	0	1	0	0	からかう
teaser	0	0	0	0	0	0	0	0	0	0	ティーザー
teasing	1	0	0	1	0	1	0	0	0	0	からかい
teat	0	0	0	0	0	0	0	0	0	0	乳頭
technical	0	0	0	0	0	0	0	0	0	0	テクニカル
technicality	0	0	0	0	0	0	0	0	0	0	専門性
technician	0	0	0	0	0	0	0	0	0	0	技術者
technology	0	0	0	0	0	0	1	0	0	0	テクノロジー
ted	0	0	0	0	0	0	0	0	0	0	テッド
tedious	0	0	0	0	0	1	0	0	0	0	退屈な
tedium	0	0	0	0	0	1	0	0	0	0	退屈
teeming	0	0	1	0	0	0	0	0	0	0	にぎやか
teens	0	0	0	0	0	1	1	0	0	0	十代の若者たち
teeth	0	0	0	0	0	0	0	0	0	0	歯
teflon	0	0	0	0	0	0	0	0	0	0	テフロン
telegram	0	0	0	0	0	0	0	0	0	0	電報
telegraph	0	0	0	0	0	0	0	0	0	0	電信
telephone	0	0	0	0	0	0	0	0	0	0	電話
telescope	0	0	0	0	0	0	0	0	0	0	望遠鏡
telescopic	0	0	0	0	0	0	0	0	0	0	伸縮自在
television	0	0	0	0	0	0	0	0	0	0	テレビ
teller	0	0	0	0	0	0	0	0	0	0	テラー
telling	0	0	0	0	0	0	0	0	0	0	言う
telltale	0	0	0	0	0	0	0	0	0	0	証拠
temper	0	0	0	0	0	0	0	0	0	0	気性
tempera	0	0	0	0	0	0	0	0	0	0	テンペラ
temperament	0	0	0	0	0	0	0	0	0	0	気質
temperance	0	0	0	0	0	0	1	0	0	0	禁酒
temperate	0	0	0	0	0	0	0	0	0	1	温帯
temperature	0	0	0	0	0	0	0	0	0	0	温度
tempered	0	0	0	0	0	0	1	0	0	0	強化された
tempest	1	1	0	1	0	1	0	1	1	0	嵐
temple	0	0	0	0	0	0	0	0	0	0	寺
temporal	0	0	0	0	0	0	0	0	0	0	一時的な
temporarily	0	0	0	0	0	0	0	0	0	0	一時的に
temporary	0	0	0	0	0	0	0	0	0	0	一時的
tempt	0	0	0	0	0	0	0	0	0	0	誘惑する
temptation	0	0	0	0	0	1	0	0	0	0	誘惑
tempting	0	0	0	0	0	0	0	0	0	0	魅力的
ten	0	0	0	0	0	0	0	0	0	0	十
tenable	0	0	0	0	0	0	1	0	0	0	耐えられる
tenacious	0	0	0	0	0	0	1	0	0	0	粘り強い
tenacity	0	0	0	0	0	0	1	0	0	0	粘り強さ
tenancy	0	0	0	0	0	0	1	0	0	0	テナント
tenant	0	0	0	0	0	0	1	0	0	0	テナント
tendency	0	0	0	0	0	0	0	0	0	0	傾向
tender	0	0	0	0	1	0	1	0	0	1	入札
tenderness	0	0	0	0	1	0	1	0	0	0	優しさ
tending	0	0	0	0	0	0	0	0	0	0	世話をしている
tendon	0	0	0	0	0	0	0	0	0	0	腱
tenement	0	0	0	0	0	1	0	0	0	0	長屋
tenet	0	0	0	0	0	0	0	0	0	0	信条
tenets	0	0	0	0	0	0	0	0	0	0	信条
tenfold	0	0	0	0	0	0	0	0	0	0	十倍
tennis	0	0	0	0	0	0	0	0	0	0	テニス
tense	0	0	0	0	0	0	0	0	0	0	時制
tensile	0	0	0	0	0	0	0	0	0	0	引っ張り
tension	1	0	0	0	0	0	0	0	0	0	テンション
