English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yiddish Word
rummage	0	0	0	0	0	0	0	0	0	0	רומאַגע
rumor	0	0	0	0	0	1	0	1	0	0	קלאַנג
rumored	0	0	0	0	0	0	0	0	0	0	רומערד
rump	0	0	0	0	0	0	0	0	0	0	ראַמפּ
runaway	0	0	0	0	0	1	0	1	0	0	לויף אוועק
runes	0	0	0	0	0	0	0	0	0	0	רונז
rung	0	0	0	0	0	0	0	0	0	0	רינג
runner	0	0	0	0	0	0	0	0	0	0	לויפער
running	0	0	0	0	0	0	0	0	0	0	פליסנדיק
runway	0	0	0	0	0	0	0	0	0	0	סטאַרטפּאַס
rupture	0	0	0	1	0	1	0	1	1	0	בראָך
rural	0	0	0	0	0	0	0	0	0	0	דאָרפיש
ruse	0	0	0	0	0	1	0	0	0	0	רוסע
rush	0	0	0	0	0	0	0	0	0	0	קאַמיש
rust	0	0	0	0	0	1	0	0	0	0	זשאַווער
rustic	0	0	0	0	0	0	0	0	0	0	פּויעריש
rustle	0	0	0	0	0	0	0	0	0	0	ראַסאַל
rusty	0	0	0	0	0	1	0	0	0	0	פאַרזשאַווערט
rut	0	0	0	0	0	0	0	0	0	0	רוט
ruth	0	0	0	0	0	0	1	0	0	0	רות
ruthless	1	0	1	1	0	1	0	0	0	0	גרויזאַם
rye	0	0	0	0	0	0	0	0	0	0	קאָרן
saber	1	0	0	1	0	1	0	0	0	0	סייבער
sable	0	0	0	0	0	0	0	0	0	0	סאַבלע
sabotage	1	0	1	1	0	1	0	1	1	0	סאַבאָטאַזש
sac	0	0	0	0	0	0	0	0	0	0	סאַק
sack	0	0	0	0	0	0	0	0	0	0	זאַק
sacrament	0	0	0	0	0	0	0	0	0	0	סאַקראַמענט
sacred	0	0	0	0	0	0	0	0	0	0	הייליק
sacrifices	0	0	1	1	0	1	0	1	0	0	קרבנות
saddle	0	0	0	0	0	0	0	0	0	0	זאָטל
sadly	0	0	0	0	0	1	0	1	0	0	טרויעריק
sadness	0	0	0	0	0	1	0	1	0	1	טרויעריק
safe	0	0	0	0	1	0	1	0	0	1	זיכער
safeguard	0	0	0	0	0	0	1	0	0	1	באַוואָרעניש
safekeeping	0	0	0	0	0	0	0	0	0	1	זיכערהייט
safety	0	0	0	0	0	0	0	0	0	0	זיכערקייַט
saffron	0	0	0	0	0	0	0	0	0	0	זאַפרען
sag	0	0	0	1	0	1	0	0	0	0	sag
saga	0	0	0	0	0	0	0	0	0	0	סאַגע
sage	0	0	0	0	0	0	1	0	0	1	חכם
sail	0	0	0	0	0	0	0	0	0	0	זעגל
sailing	0	0	0	0	0	0	0	0	0	0	געפארן
sailor	0	0	0	0	0	0	0	0	0	0	מאַטראָס
saint	0	1	0	0	1	0	1	0	1	1	הייליקער
saintly	0	1	0	0	1	0	1	0	1	1	הייליק
salad	0	0	0	0	0	0	0	0	0	0	סאַלאַט
salamander	0	0	0	0	0	0	0	0	0	0	סאַלאַמאַנדער
salary	0	1	0	0	1	0	1	0	0	1	געצאָלט
sale	0	0	0	0	0	0	0	0	0	0	פאַרקויף
salesman	0	0	0	0	0	0	0	0	0	0	פאַרקויפער
salient	0	0	0	0	0	0	1	0	0	0	בולט
saline	0	0	0	0	0	0	0	0	0	0	סאַלינע
saliva	0	1	0	0	0	0	0	0	0	0	שפּייַעכץ
sally	0	0	0	0	0	0	0	0	1	0	sally
salon	0	0	0	0	0	0	0	0	0	0	סאַלאָן
saloon	1	0	0	0	0	0	0	0	0	0	שענק
salt	0	0	0	0	0	0	0	0	0	0	זאַלץ
salty	0	0	0	0	0	0	0	0	0	0	געזאָלצן
salutary	0	0	0	0	1	0	1	0	0	1	געזונט
salutation	0	0	0	0	0	0	0	0	0	0	גרוס
salute	0	0	0	0	1	0	1	0	0	0	באַגריסן
salvage	0	0	0	0	0	0	0	0	0	0	ראַטעווען
salvation	0	1	0	0	1	0	1	0	0	1	ישועה
salve	0	0	0	0	0	0	1	0	0	0	זאַלב
samba	0	0	0	0	0	0	0	0	0	0	samba
sameness	0	0	0	0	0	0	0	0	0	0	סימלעכקייט
samurai	0	0	0	1	0	0	1	0	0	0	סאַמעריי
sanctification	0	0	0	0	1	0	1	0	0	1	קדושה
sanctified	0	0	0	0	0	0	0	0	0	0	געהייליקט
sanctify	0	1	0	0	1	0	1	1	1	1	פאַרהייליקן
sanction	0	0	0	0	0	0	0	0	0	0	סאַנקציע
sanctioned	0	0	0	0	0	0	0	0	0	0	סאַנגקשאַנד
sanctity	0	0	0	0	0	0	0	0	0	0	קדושה
sanctuary	0	1	0	0	1	0	1	0	0	1	מיזבייעך
sand	0	0	0	0	0	0	0	0	0	0	זאַמד
sandal	0	0	0	0	0	0	0	0	0	0	סאַנדאַל
sander	0	0	0	0	0	0	0	0	0	0	סאַנדער
sands	0	0	0	0	0	0	0	0	0	0	סאַנדז
sandy	0	0	0	0	0	0	0	0	0	0	זאַמדיק
sane	0	0	0	0	0	0	0	0	0	0	געזונט
sanguine	0	0	0	0	0	0	1	0	0	0	סאַנגוינע
sanitary	0	0	0	0	0	0	1	0	0	0	היגיעניש
sanity	0	0	0	0	0	0	0	0	0	0	מייושעוודיקייַט
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	זאַפט
sapphire	0	0	0	0	0	0	0	0	0	0	שאַפיר
sappy	0	0	0	0	0	0	0	0	0	1	סאַפּי
sarcasm	1	0	1	0	0	1	0	1	0	0	סאַרקאַזם
sarcoma	0	0	0	1	0	1	0	1	0	0	סאַרקאָמאַ
sardonic	0	0	0	0	0	1	0	0	0	0	סאַרדאָניק
sash	0	0	0	0	0	0	0	0	0	0	צעטל
satanic	1	0	0	0	0	1	0	0	0	0	סאַטאַניק
satchel	0	0	0	0	0	0	0	0	0	0	רעטעך
sate	0	0	0	0	0	0	0	0	0	0	סאַטע
satellite	0	0	0	0	0	0	0	0	0	0	סאַטעליט
satin	0	0	0	0	0	0	1	0	0	0	אַטלעס
satire	0	0	0	0	0	0	0	0	0	0	סאַטירע
satirical	0	0	0	0	0	0	0	0	0	0	סאַטיריש
satisfaction	0	0	0	0	0	0	0	0	0	0	צופֿרידנקייט
satisfactorily	0	0	0	0	0	0	1	0	0	0	באַפרידיקנדיק
satisfied	0	0	0	0	1	0	1	0	0	0	צופֿרידן
saturate	0	0	0	0	0	0	0	0	0	0	אָנזעטיקן
saturated	0	0	1	0	0	1	0	0	0	0	סאַטשערייטאַד
saturation	0	0	0	0	0	0	0	0	0	0	זעטיקונג
sauce	0	0	0	0	0	0	0	0	0	0	סאָוס
saucepan	0	0	0	0	0	0	0	0	0	0	פאַן
saucer	0	0	0	0	0	0	0	0	0	0	טעצל
saucy	0	0	0	0	0	0	0	0	0	0	סאַסי
sauerkraut	0	0	0	0	0	0	0	0	0	0	סאַוערקראַוט
sauna	0	0	0	0	0	0	0	0	0	0	סאָנאַ
savage	1	0	0	1	0	1	0	0	0	0	ווילד
savagery	1	0	0	1	0	1	0	0	0	0	ווילדקייט
savanna	0	0	0	0	0	0	0	0	0	0	סאַוואַנאַ
save	0	0	0	0	1	0	1	0	0	1	ראַטעווען
saving	0	0	0	0	0	0	0	0	0	0	שפּאָרן
savings	0	0	0	0	0	0	1	0	0	0	סייווינגז
savor	0	1	1	0	1	0	1	1	0	1	גוסטירן
savory	0	0	0	0	0	0	1	0	0	0	סייווערי
savvy	0	0	0	0	0	0	1	0	0	0	סאַווי
sawdust	0	0	0	0	0	0	0	0	0	0	זעגעכץ
sax	0	0	0	0	0	0	0	0	0	0	סאַקס
saxophone	0	0	0	0	0	0	0	0	0	0	סאַקסאָפאָן
scab	0	0	0	0	0	1	0	0	0	0	סקאַב
scabbard	0	0	0	0	0	0	0	0	0	0	שערן
scaffold	0	0	0	1	0	1	0	0	0	0	סקאַפאַלד
scaffolding	0	0	0	0	0	0	0	0	0	0	סקאַפאַלדינג
scale	0	0	0	0	0	0	0	0	0	0	וואָג
scales	0	0	0	0	0	0	0	0	0	0	וואָג
scallop	0	0	0	0	0	0	0	0	0	0	סקאַלאַפּ
scalp	0	0	0	0	0	0	0	0	0	0	סקאַלפּ
scalpel	0	0	0	1	0	1	0	0	0	0	סקאַלפּעל
scaly	0	0	0	0	0	1	0	0	0	0	סקאַלי
scan	0	0	0	0	0	0	0	0	0	0	יבערקוקן
scandal	0	0	0	1	0	1	0	0	0	0	סקאַנדאַל
scandalous	1	0	0	0	0	1	0	0	0	0	סקאַנדאַליעז
scanty	0	0	0	0	0	1	0	0	0	0	קנאַפּ
scape	0	0	0	0	0	0	0	0	0	0	scape
scapegoat	1	0	0	1	0	1	0	0	0	0	שיפּעגאָאַט
scar	1	0	1	1	0	1	0	1	0	0	שראַם
scarab	0	0	0	0	0	0	0	0	0	0	סקאַראַב
scarce	0	0	0	1	0	1	0	1	0	0	קנאַפּ
scarcely	0	0	0	0	0	1	0	1	0	0	קוים
scarcity	1	0	0	1	0	1	0	1	0	0	דוחק
scare	1	1	0	1	0	1	0	0	1	0	יבערשרעקן
scarecrow	0	0	0	1	0	1	1	0	0	0	סקאַרעקראָוו
scarf	0	0	0	0	0	0	0	0	0	0	שאַל
scarlet	0	0	0	0	0	0	0	0	0	0	שאַרלעכ רויט
scatter	0	0	0	0	0	0	0	0	0	0	צעוואָרפן
scattered	0	0	0	0	0	0	0	0	0	0	צעוואָרפן
scattering	0	0	0	0	0	0	0	0	0	0	צעשפּרייטונג
scavenger	0	0	0	0	0	1	0	0	0	0	סקאַוואַנדזשער
scene	0	0	0	0	0	0	0	0	0	0	סצענע
scenery	0	0	0	0	0	0	0	0	0	0	דעקאראציע
scenic	0	0	0	0	0	0	0	0	0	0	סיניק
scent	0	0	0	0	0	0	0	0	0	0	רייעך
sceptical	0	0	0	0	0	0	0	0	0	1	סקעפּטיקאַל
scepticism	0	0	0	0	0	0	0	0	0	0	סקעפּטיסיזאַם
schematic	0	0	0	0	0	0	0	0	0	0	סכעמאַטיש
scheme	0	0	0	0	0	1	0	0	0	0	סכעמע
schism	1	0	0	0	0	1	0	0	0	0	סקיסם
schizophrenia	1	0	1	1	0	1	0	1	0	0	סטשיזאָפרעניאַ
scholar	0	0	0	0	0	0	1	0	0	0	געלערנטע
scholarly	0	0	0	0	0	0	0	0	0	0	געלערנטע
scholarship	0	0	0	0	1	0	1	0	0	0	וויסנשאַפט
school	0	0	0	0	0	0	0	0	0	1	שולע
schoolboy	0	0	0	0	0	0	0	0	0	0	סקולבוי
schooling	0	0	0	0	0	0	0	0	0	0	שולע
schoolmaster	0	0	0	0	0	0	0	0	0	0	סקולמאַסטער
schooner	0	0	0	0	0	0	0	0	0	0	שונער
sciatica	0	0	0	0	0	1	0	0	0	0	ססיאַטיקאַ
science	0	0	0	0	0	0	0	0	0	0	וויסנשאַפֿט
scientific	0	0	0	0	0	0	1	0	0	1	וויסנשאפטלעכע
scientist	0	1	0	0	0	0	1	0	0	1	געלערנטער
scintilla	0	0	0	0	0	0	1	0	0	0	סינטיללאַ
scintillation	0	0	0	0	0	0	0	0	0	0	סינטילאַטיאָן
scintillator	0	0	0	0	0	0	0	0	0	0	סינטילאַטאָר
scion	0	0	0	0	0	0	0	0	0	0	ססיאָן
scissors	0	0	0	0	0	0	0	0	0	0	שער
scoff	1	0	1	0	0	1	0	0	0	0	סקאָף
scold	1	0	1	1	0	1	0	1	0	0	שילדערן
scolding	1	0	0	0	0	1	0	0	0	0	אויסשרעקן
scoop	0	0	0	0	0	0	0	0	0	0	שעפּ
scope	0	0	0	0	0	0	0	0	0	0	פאַרנעם
scorching	1	0	0	0	0	1	0	0	0	0	ברענען
score	0	1	0	0	1	0	1	0	1	0	כעזשבן
scores	0	0	0	0	0	0	0	0	0	0	סקאָרז
scorn	1	0	0	0	0	1	0	0	0	0	שאָטן
scorpion	1	0	1	1	0	1	0	0	1	0	סקאָרפּיאָן
scotch	0	0	0	0	0	1	0	0	0	0	סקאַטש
scoundrel	1	0	1	1	0	1	0	0	0	1	נבלה
scour	0	0	0	0	0	0	0	0	0	0	שרייען
scourge	1	0	0	1	0	1	0	1	0	0	פּלאָג
scout	0	0	0	0	0	0	0	0	0	0	ויסקוקער
scrabble	0	0	0	0	0	0	0	0	0	0	קראַבל
scramble	0	0	0	0	0	0	0	0	0	0	שטופּן זיך
scrambling	0	0	0	0	0	1	0	0	0	0	סקראַמבאַלינג
scrape	0	0	0	0	0	0	0	0	0	0	קראצן
scrapie	1	0	0	1	0	1	0	1	0	0	סקראַפּיע
scraping	0	0	0	0	0	0	0	0	0	0	סקראַפּינג
scratch	0	0	0	0	0	0	0	0	0	0	קראַץ
scream	1	0	1	1	0	1	0	0	1	0	שרייען
screaming	1	0	1	1	0	1	0	0	0	0	שרייענדיק
screech	0	0	0	1	0	1	0	0	1	0	געשריי
screen	0	0	0	0	0	0	0	0	0	0	פאַרשטעלן
screwdriver	0	0	0	0	0	0	0	0	0	0	שרויפנ - ציער
screwed	1	0	0	0	0	1	0	0	0	0	סקרוד
scribble	0	0	0	0	0	0	0	0	0	0	שריפטלעך
scribe	0	0	0	0	0	0	1	0	0	0	שרייבער
scrimmage	0	0	0	0	0	1	0	0	1	0	סקרימאַגע
scrip	0	0	0	0	0	0	0	0	0	0	סקריפּ
script	0	0	0	0	0	0	1	0	0	0	שריפט
scriptural	0	0	0	0	0	0	0	0	0	0	סקריפּטשעראַל
scripture	0	0	0	0	0	0	0	0	0	1	פסוק
scroll	0	0	0	0	0	0	0	0	0	0	מעגילע
scrub	0	0	1	0	0	1	0	0	0	0	רייַבן
scrumptious	0	0	0	0	0	0	1	0	0	0	סקרומפּטיאָוס
scrupulous	0	0	0	0	0	0	0	0	0	0	סקרופּיאַלאַס
scrutinize	0	1	0	0	0	1	0	0	0	0	דורכקוקן
scrutiny	0	0	0	0	0	1	0	0	0	0	דורכקוק
sculptor	0	0	0	0	0	0	0	0	0	0	סקולפּטאָר
sculpture	0	0	0	0	0	0	1	0	0	0	סקולפּטור
sculptured	0	0	0	0	0	0	0	0	0	0	סקאַלפּטשערד
scum	0	0	1	0	0	1	0	0	0	0	סקאַם
sea	0	0	0	0	0	0	1	0	0	0	ים
seaboard	0	0	0	0	0	0	0	0	0	0	סעבאָרד
seal	0	0	0	0	0	0	1	0	0	1	פּלאָמבע
seals	0	0	0	0	0	0	0	0	0	1	סתימות
seam	0	0	0	0	0	0	0	0	0	0	נעט
seaman	0	0	0	0	0	0	0	0	0	0	סעמאַן
seamless	0	0	0	0	0	0	0	0	0	0	סימלאַס
seamstress	0	0	0	0	0	0	0	0	0	0	נייטאָרין
seaport	0	0	0	0	0	0	0	0	0	0	יאַמ - פּאָרט
sear	0	0	0	0	0	1	0	0	0	0	שערן
search	0	0	0	0	0	0	0	0	0	0	זוכן
searching	0	0	0	0	0	0	0	0	0	0	זוכן
seared	0	0	0	0	0	0	0	0	0	0	געצערט
seaside	0	0	0	0	0	0	0	0	0	0	ים
season	0	0	0	0	0	0	0	0	0	0	צייַט
seasoned	0	0	0	0	0	0	1	0	0	0	סיזאַנד
seasoning	0	0	0	0	0	0	0	0	0	0	געווירץ
seat	0	0	0	0	0	0	0	0	0	0	אַוועקזעצן
secession	0	0	0	0	0	1	0	0	0	0	צעשיידונג
secluded	0	0	0	0	0	1	0	1	0	0	אפגעשיידט
seclusion	0	0	0	1	0	1	1	0	0	0	אפגעזונדערטקייט
secondary	0	0	0	0	0	0	0	0	0	0	צווייטיק
secondhand	0	0	0	0	0	1	0	0	0	0	צווייטע האנט
secrecy	0	0	0	0	0	0	0	0	1	1	בעסאָדיקייַט
secret	0	0	0	0	0	0	0	0	0	1	סוד
secretariat	0	0	0	0	0	0	1	0	0	0	סעקרעטאַריאַט
secretary	0	0	0	0	0	0	0	0	0	0	סעקרעטאר
secrete	0	0	1	0	0	0	0	0	0	0	באַשיידן
secretion	0	0	1	0	0	1	0	0	0	0	ויסשיידונג
secretive	0	0	0	0	0	1	0	0	0	0	סודותדיק
secretly	0	0	0	0	0	0	0	0	0	0	בעסאָד
sect	0	0	0	0	0	0	0	0	0	0	סעקטע
sectarian	1	0	0	1	0	1	0	0	0	0	סעקטאַריש
sectional	0	0	0	0	0	0	0	0	0	0	סעקשאַנאַל
sector	0	0	0	0	0	0	0	0	0	0	סעקטאָר
secular	0	1	0	0	0	0	0	0	0	0	וועלטלעך
secularism	0	0	0	0	0	0	0	0	0	0	סעקולאַריזם
securities	0	0	0	0	0	0	0	0	0	1	סיקיוראַטיז
security	0	0	0	0	0	0	0	0	0	0	זיכערהייַט
sedan	0	0	0	0	0	0	0	0	0	0	טראָג
sedate	0	0	0	0	0	0	0	0	0	0	באַרויקן
sedative	0	0	0	0	0	0	0	0	0	0	באַרועכץ
sedentary	0	0	0	0	0	0	0	0	0	0	זיציק
sedge	0	0	0	0	0	0	0	0	0	0	זידלען
sediment	0	0	0	0	0	0	0	0	0	0	אָפּזאַץ
sedimentary	0	0	0	0	0	0	0	0	0	0	סעדאַמענטערי
sedition	1	0	0	0	0	1	0	1	0	0	סעדיציע
seduce	0	0	0	0	0	1	0	0	0	0	פאַרפירן
seducing	0	0	0	0	0	0	0	0	0	0	פאַרפירעריש
seduction	0	0	0	0	0	1	0	0	0	0	פאַרפירונג
seductive	0	1	0	0	0	0	0	0	0	0	פאַרפירעריש
seed	0	0	0	0	0	0	0	0	0	0	זוימען
seedling	0	0	0	0	0	0	0	0	0	0	סידלינג
seek	0	1	0	0	0	0	0	0	0	0	זוכן
seeker	0	0	0	0	0	0	0	0	0	0	זוכער
seemingly	0	0	0	0	0	0	0	0	0	0	לכאורה
seer	0	0	0	0	0	0	0	0	0	0	זען
seething	0	0	0	0	0	0	0	0	0	0	זידנדיק
segment	0	0	0	0	0	0	0	0	0	0	אָפּשניט
segregate	1	0	1	0	0	1	0	1	0	0	סעגרעגירן
segregated	0	0	0	0	0	1	0	0	0	0	אפגעשיידט
segregation	0	0	0	0	0	0	0	0	0	0	סעגרעגאַציע
seize	0	0	0	1	0	1	0	0	0	0	אָנכאַפּן
seizure	0	0	0	1	0	0	0	0	0	0	פאַרכאַפּונג
seldom	0	0	0	0	0	0	0	0	0	0	זעלטן
select	0	0	0	0	0	0	0	0	0	0	אויסקלייַבן
selection	0	0	0	0	0	0	0	0	0	0	סעלעקציע
selfish	1	0	1	0	0	1	0	0	0	0	עגאָיסטיש
selfishness	0	0	0	0	0	1	0	0	0	0	עגאָיזם
sell	0	0	0	0	0	0	0	0	0	0	פאַרקויפן
seller	0	0	0	0	0	0	0	0	0	0	טרעגער
semaphore	0	0	0	0	0	0	0	0	0	0	סעמאַפאָר
semblance	0	0	0	0	0	0	0	0	0	0	סימבלאַנס
semen	0	0	0	0	0	0	0	0	0	0	זיירע
semicolon	0	0	0	0	0	0	0	0	0	0	סעקוילאָן
seminal	0	0	0	0	0	0	0	0	0	0	סעמינאַל
seminar	0	0	0	0	0	0	0	0	0	0	סעמינאַר
seminary	0	0	0	0	0	0	0	0	0	0	סעמינאַר
semiotics	0	0	0	0	0	0	0	0	0	0	סעמיאָטיקס
senate	0	0	0	0	0	0	0	0	0	1	סענאַט
senator	0	0	0	0	0	0	0	0	0	0	סענאַטאָר
send	0	0	0	0	0	0	0	0	0	0	שיקן
senescence	0	0	0	0	0	0	0	0	0	0	זינען
senile	0	0	0	1	0	1	0	1	0	0	סענילע
senior	0	0	0	0	0	0	0	0	0	0	עלטער
seniority	0	0	0	0	0	0	1	0	0	1	עלטער
sensation	0	0	0	0	0	0	0	0	0	0	געפיל
sensational	0	0	0	0	1	0	1	0	0	0	סענסיישאַנאַל
sense	0	0	0	0	0	0	1	0	0	0	זינען
senseless	1	0	1	1	0	1	0	1	1	0	ומזיניק
senses	0	0	0	0	0	0	0	0	0	0	זינען
sensibility	0	0	0	0	0	0	1	0	0	0	סענסיביליטי
sensibly	0	0	0	0	0	0	1	0	0	0	פיליק
sensitive	0	0	0	0	0	0	0	0	0	0	שפּירעוודיק
sensory	0	0	0	0	0	0	0	0	0	0	סענסערי
sensual	0	1	0	0	1	1	1	0	1	1	כושיק
sensuality	0	1	0	0	1	0	1	0	0	0	סענסואַליטי
sensuous	0	0	0	0	1	0	1	0	0	0	סענסואַס
sentence	1	1	1	1	0	1	0	1	0	0	זאַץ
sentient	0	0	0	0	0	0	0	0	0	0	סענסיענט
sentiment	0	0	0	0	0	0	0	0	0	0	סענטימענט
sentimental	0	0	0	0	0	0	1	0	0	0	סענטימענטאַל
sentimentality	0	0	0	0	0	0	1	0	0	0	סענטימענטאַליטעט
sentinel	0	0	0	0	0	0	1	0	0	1	סענטינעל
sentry	0	0	0	0	0	0	0	0	0	1	וועכטער
separable	0	0	0	0	0	0	0	0	0	0	סעפּאַראַבלע
separate	0	0	0	0	0	0	0	0	0	0	באַזונדער
separately	0	0	0	0	0	0	0	0	0	0	באַזונדער
separation	0	0	0	0	0	0	0	0	0	0	צעשיידונג
separatist	1	0	1	0	0	1	0	0	0	0	סעפּעראַטיסט
sepia	0	0	0	0	0	0	0	0	0	0	סעפּיאַ
sepsis	0	0	0	1	0	1	0	1	0	0	סעפּסיס
sept	0	0	0	0	0	0	0	0	0	0	סעפטעמבער
septic	0	0	1	0	0	1	0	0	0	0	סעפּטיק
septum	0	0	0	0	0	0	0	0	0	0	סעפּטום
sequel	0	1	0	0	0	0	0	0	0	0	סיקוואַל
sequence	0	0	0	0	0	0	0	0	0	0	סיקוואַנס
sequent	0	0	0	0	0	0	0	0	0	0	סיקווענט
sequestered	0	0	0	0	0	0	0	0	0	0	סעקוועסטערד
sequestration	0	0	0	0	0	1	0	1	0	0	סיקוואַסטריישאַן
serene	0	0	0	0	0	1	0	0	0	1	קלאָר
serenity	0	1	0	0	1	0	1	0	0	1	קלאָרקייט
sergeant	0	0	0	0	0	0	0	0	0	0	סערזשאַנט
serial	0	1	0	0	0	0	0	0	0	0	סיריאַל
series	0	0	0	0	0	0	0	0	0	1	סעריע
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	ערנסטקייט
sermon	0	0	0	0	0	0	1	0	0	1	דרשה
serpent	0	0	1	1	0	1	0	0	0	0	שלאַנג
serpentine	0	0	0	0	0	0	0	0	0	0	סערפּאַנטיין
serrated	0	0	0	0	0	0	0	0	0	0	סערייטיד
serum	0	0	0	0	0	0	1	0	0	0	סערום
servant	0	0	0	0	0	1	0	0	0	1	קנעכט
serve	0	0	0	0	0	1	0	0	0	1	דינען
service	0	0	0	0	0	0	0	0	0	0	דינסט
serviceable	0	0	0	0	0	0	0	0	0	0	סערוויסאַבלע
servile	0	0	1	1	0	1	0	1	0	0	דינען
servitude	0	0	0	0	0	1	0	0	0	0	קנעכטשאפט
sess	0	0	0	0	0	0	0	0	0	0	סס
session	0	0	0	0	0	0	0	0	0	0	סעסיע
sessions	0	0	0	0	0	0	0	0	0	0	סעשאַנז
set	0	0	0	0	0	0	0	0	0	0	שטעלן
setback	0	0	0	0	0	1	0	1	0	0	צוריקקערן
sett	0	0	0	0	0	0	0	0	0	0	סעט
setter	0	0	0	0	0	0	0	0	0	0	זעצער
settle	0	0	0	0	0	0	0	0	0	0	פאַרענטפערן
settled	0	0	0	0	0	0	0	0	0	0	געזעצט
settler	0	0	0	0	0	0	0	0	0	0	זעצער
settlor	0	0	0	1	0	0	1	0	0	0	סעטלאָר
seventh	0	0	0	0	0	0	0	0	0	0	זיבעטער
seventy	0	0	0	0	0	0	0	0	0	0	זיבעציק
sever	0	0	0	0	0	1	0	0	0	0	sever
severable	0	0	0	0	0	0	0	0	0	0	סעפּעראַבלע
severally	0	0	0	0	0	0	0	0	0	0	באַזונדער
severance	0	0	0	0	0	0	0	1	0	0	סעיוואַנס
severely	0	0	0	0	0	0	0	0	0	0	שטרענג
severity	0	0	0	0	0	0	0	0	0	0	שטרענגקייט
sew	0	0	0	0	0	0	0	0	0	0	נייען
sewage	0	0	1	0	0	1	0	0	0	0	אָפּגאַנג
sewer	0	0	1	0	0	0	0	0	0	0	קאַנאַליזאַציע
sewerage	0	0	1	0	0	1	0	0	0	0	קאַנאַליזאַציע
sex	0	1	0	0	1	0	1	0	0	1	געשלעכט
sexuality	0	0	0	0	0	0	0	0	0	0	סעקשואַלאַטי
sexy	0	0	0	0	0	0	0	0	0	0	סעקסי
shabby	0	0	1	0	0	1	0	0	0	0	אָפּגעלאָזן
shack	0	0	1	0	0	1	0	1	0	0	שאַק
shackle	1	1	1	1	0	1	0	1	0	0	שאַקל
shade	0	0	0	0	0	0	0	0	0	0	שאָטן
shades	0	0	0	0	0	0	0	0	0	0	שיידז
shading	0	0	0	0	0	0	0	0	0	0	שיידינג
shadow	0	0	0	0	0	0	0	0	0	0	שאָטן
shadowy	0	0	0	0	0	0	0	0	0	0	שאָטנדיק
shady	0	0	0	1	0	1	0	0	0	0	שאָטנדיק
shaft	0	0	0	0	0	0	0	0	0	0	שטיל
shag	0	0	0	0	0	0	0	0	0	0	שאַג
shaggy	0	0	0	0	0	0	0	0	0	0	צעשויבערט
shake	0	0	0	0	0	0	0	0	0	0	שאָקלען
shaken	0	0	0	0	0	0	0	0	0	0	אויפגעטרייסלט
shaking	0	0	0	1	0	1	0	0	0	0	שאָקלען
shaky	1	1	0	1	0	1	0	0	0	0	שוידערלעך
sham	1	0	1	0	0	1	0	0	0	0	שווינדל
shaman	0	0	0	0	0	0	0	0	0	0	שאַמאַן
shambles	0	0	0	0	0	1	0	0	0	0	שאַמבאַלז
shame	0	0	1	1	0	1	0	1	0	0	בושה
shameful	0	0	0	0	0	1	0	1	0	0	שענדלעך
shameless	0	0	1	0	0	1	0	0	0	0	בושה
shanghai	0	0	1	1	0	1	0	0	0	0	שאַנגהאַי
shank	0	0	0	1	0	0	0	0	0	0	שאַנק
shanty	0	0	0	0	0	0	0	0	0	0	שאנטי
shape	0	0	0	0	0	0	1	0	0	0	פאָרעם
shapely	0	0	0	0	0	0	1	0	0	0	געשטאַלט
share	0	1	0	0	1	0	1	0	0	1	טיילן
shareholder	0	0	0	0	0	0	0	0	0	0	אַקציאָנער
shark	0	0	0	0	0	1	0	0	0	0	הייַפיש
sharpen	1	1	0	0	0	0	0	0	0	0	שלייַפן
sharpened	0	0	0	0	0	0	0	0	0	0	שאַרפּאַנד
sharpener	0	0	0	0	0	0	0	0	0	0	שאַרפּענער
sharpness	0	0	0	0	0	0	0	0	0	0	שארפקייט
shatter	1	0	0	1	0	1	0	1	1	0	צעשמעטערן
shattered	0	0	0	0	0	1	0	1	0	0	צעבראָכן
shave	0	0	0	0	0	0	0	0	0	0	גאָלן
shaving	0	0	0	0	0	0	0	0	0	0	סטרושקע
shawl	0	0	0	0	0	0	0	0	0	0	שאַל
sheaf	0	0	0	0	0	0	0	0	0	0	שעף
shear	0	0	0	0	0	0	0	0	0	0	שערן
shears	0	0	0	0	0	0	0	0	0	0	שער
sheath	0	0	0	0	0	0	0	0	0	0	שייד
sheathing	0	0	0	0	0	0	0	0	0	0	שידינג
shed	0	0	0	0	0	1	0	0	0	0	אָפּדאַך
sheen	0	0	0	0	0	0	0	0	0	0	שיין
sheep	0	0	0	0	0	0	0	0	0	0	שעפּס
sheer	0	0	0	0	0	0	0	0	0	0	לויטער
sheet	0	0	0	0	0	0	0	0	0	0	בויגן
shelf	0	0	0	0	0	0	0	0	0	0	פּאָליצע
shell	1	0	0	1	0	1	0	1	1	0	שאָל
shellfish	0	0	0	0	0	0	0	0	0	0	שעללפיש
shelter	0	0	0	0	0	0	1	0	0	1	באַשיצן
shelved	0	0	0	0	0	1	0	0	0	0	שעלווד
shepherd	0	0	0	0	0	0	1	0	0	1	פּאַסטעך
sheriff	0	0	0	0	0	0	0	0	0	1	שעריף
