English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malagasy Word
tail	0	0	0	0	0	0	0	0	0	0	rambo
tailed	0	0	0	0	0	0	0	0	0	0	vorompano
tailings	0	0	0	0	0	0	0	0	0	0	fetr'andro
tailor	0	0	0	0	0	0	0	0	0	0	mpanjaitra
tailoring	0	0	0	0	0	0	0	0	0	0	fanjairana
taint	0	0	0	0	0	1	0	1	0	0	handova
taker	0	0	0	0	0	0	0	0	0	0	mpamono olona
tale	0	0	0	0	0	0	1	0	0	0	angano
talent	0	0	0	0	0	0	1	0	0	0	Talent
talented	0	0	0	0	0	0	0	0	0	0	manan-talenta
talisman	0	0	0	0	0	0	1	0	0	0	ody atao fiaro
talk	0	0	0	0	0	0	1	0	0	0	lahateny
talkative	0	0	0	0	0	0	0	0	0	0	be resaka
talker	0	0	0	0	0	0	0	0	0	0	mpiresaka
tall	0	0	0	0	0	0	0	0	0	0	lava
tallies	0	0	0	0	0	0	0	0	0	0	tallies
tallow	0	0	0	0	0	0	0	0	0	0	tallow
tally	0	0	0	0	0	0	0	0	0	0	tally
talons	1	0	0	1	0	1	0	0	0	0	talons
tambourine	0	0	0	0	0	0	0	0	0	0	ny ampongatapaka
taming	0	0	0	0	0	0	0	0	0	0	mampiomehy
tan	0	0	0	0	0	0	0	0	0	0	tan
tandem	0	0	0	0	0	0	0	0	0	1	tandem
tang	0	0	0	0	0	0	0	0	0	0	tang
tangent	0	0	0	0	0	0	0	0	0	0	tangent
tangle	0	0	0	0	0	0	0	0	0	0	mikorontana
tangled	0	0	0	0	0	1	0	0	0	0	Feno tahotra
tank	0	0	0	0	0	0	0	0	0	0	tanky
tanned	0	0	0	0	0	0	1	0	0	0	tanned
tantalizing	0	1	0	0	1	1	1	0	1	0	tantalizing
tantamount	0	0	0	0	0	0	0	0	0	1	olona.
tap	0	0	0	0	0	0	0	0	0	0	paompy
tape	0	0	0	0	0	0	0	0	0	0	scotch
taper	0	0	0	0	0	0	0	0	0	0	taper
tapering	0	0	0	0	0	0	0	0	0	0	tapering
tapestry	0	0	0	0	0	0	0	0	0	0	tapestry
tar	0	0	0	0	0	0	0	0	0	0	tara
tardiness	0	0	0	0	0	1	0	0	0	0	fahataran'i
tardy	0	0	0	0	0	1	0	0	0	0	tara
target	0	0	0	0	0	0	0	0	0	0	tanjona
tariff	1	0	1	0	0	1	0	0	0	0	tarif
tarnish	0	0	1	0	0	1	0	1	0	0	manimba
tarry	0	0	0	0	0	1	0	0	0	0	mitoera eto amiko,
tart	0	0	0	0	0	0	0	0	0	0	tarta
tartan	0	0	0	0	0	0	0	0	0	0	an'i Tartana
tartar	0	0	0	0	0	0	0	0	0	0	taratara
task	0	0	0	0	0	0	1	0	0	0	ASA
tassel	0	0	0	0	0	0	0	0	0	0	tassel
taste	0	0	0	0	0	0	0	0	0	0	tsiro
tasteful	0	0	0	0	0	0	1	0	0	0	mitory aza
tasteless	0	0	1	0	0	1	0	0	0	0	matsatso
tasting	0	0	0	0	0	0	0	0	0	0	nanandrana
tasty	0	0	0	0	0	0	1	0	0	0	matsiro
tat	0	0	0	0	0	0	0	0	0	0	faty loatra
tattoo	0	0	0	0	0	0	0	0	0	0	tombokavatsa
taught	0	0	0	0	0	0	0	0	0	1	nampianatra
taunt	1	0	0	1	0	1	0	1	0	0	fanesoana
taut	0	0	0	0	0	0	0	0	0	0	tehina
tavern	0	0	0	0	0	0	0	0	0	0	Fiovana farany
tawny	0	0	1	0	0	0	0	0	0	0	lisy
tax	0	0	0	0	0	1	0	1	0	0	HETRA
taxicab	0	0	0	0	0	0	0	0	0	0	taxicab
taxonomy	0	0	0	0	0	0	0	0	0	0	panasokajiana
tea	0	0	0	0	0	0	0	0	0	0	dite
teach	0	0	0	0	1	0	1	0	1	1	Ampianaro
teacher	0	0	0	0	0	0	1	0	0	1	MPAMPIANATRA
teaching	0	0	0	0	0	0	0	0	0	0	fampianarana
team	0	0	0	0	0	0	0	0	0	1	ekipa
tearful	0	0	1	1	0	0	0	1	0	0	nitomany
tease	1	1	0	0	0	1	0	1	0	0	mpandrangitra
teaser	0	0	0	0	0	0	0	0	0	0	teaser
teasing	1	0	0	1	0	1	0	0	0	0	ny hanihany
teat	0	0	0	0	0	0	0	0	0	0	teat
technical	0	0	0	0	0	0	0	0	0	0	ara-teknika
technicality	0	0	0	0	0	0	0	0	0	0	Ara-teknika
technician	0	0	0	0	0	0	0	0	0	0	teknisianina
technology	0	0	0	0	0	0	1	0	0	0	TECHNOLOGY
ted	0	0	0	0	0	0	0	0	0	0	ted
tedious	0	0	0	0	0	1	0	0	0	0	mandreraka
tedium	0	0	0	0	0	1	0	0	0	0	mandreraka
teeming	0	0	1	0	0	0	0	0	0	0	mikisaka
teens	0	0	0	0	0	1	1	0	0	0	ankizy adolantsento
teeth	0	0	0	0	0	0	0	0	0	0	nify
teflon	0	0	0	0	0	0	0	0	0	0	teflon
telegram	0	0	0	0	0	0	0	0	0	0	telegrama
telegraph	0	0	0	0	0	0	0	0	0	0	telegrafy
telephone	0	0	0	0	0	0	0	0	0	0	TELEFAONINA
telescope	0	0	0	0	0	0	0	0	0	0	teleskaopy
telescopic	0	0	0	0	0	0	0	0	0	0	teleskopika
television	0	0	0	0	0	0	0	0	0	0	fahitalavitra
teller	0	0	0	0	0	0	0	0	0	0	mpilaza
telling	0	0	0	0	0	0	0	0	0	0	filàzany
telltale	0	0	0	0	0	0	0	0	0	0	milaza
temper	0	0	0	0	0	0	0	0	0	0	tezitra
tempera	0	0	0	0	0	0	0	0	0	0	tempera
temperament	0	0	0	0	0	0	0	0	0	0	toetra
temperance	0	0	0	0	0	0	1	0	0	0	fahononam-po
temperate	0	0	0	0	0	0	0	0	0	1	mahonon-tena
temperature	0	0	0	0	0	0	0	0	0	0	hafanana
tempered	0	0	0	0	0	0	1	0	0	0	malemy fanahy
tempest	1	1	0	1	0	1	0	1	1	0	tafio-drivotra
temple	0	0	0	0	0	0	0	0	0	0	TEMPOLY
temporal	0	0	0	0	0	0	0	0	0	0	ara-nofo
temporarily	0	0	0	0	0	0	0	0	0	0	vonjimaika
temporary	0	0	0	0	0	0	0	0	0	0	vonjimaika
tempt	0	0	0	0	0	0	0	0	0	0	maka fanahy
temptation	0	0	0	0	0	1	0	0	0	0	ny fakam-panahy
tempting	0	0	0	0	0	0	0	0	0	0	fakam-panahy
ten	0	0	0	0	0	0	0	0	0	0	FOLO
tenable	0	0	0	0	0	0	1	0	0	0	azo zakaina
tenacious	0	0	0	0	0	0	1	0	0	0	mafy orina
tenacity	0	0	0	0	0	0	1	0	0	0	fikirizana
tenancy	0	0	0	0	0	0	1	0	0	0	fanofana
tenant	0	0	0	0	0	0	1	0	0	0	mpanofa
tendency	0	0	0	0	0	0	0	0	0	0	fironana
tender	0	0	0	0	1	0	1	0	0	1	fanahy
tenderness	0	0	0	0	1	0	1	0	0	0	fitiavana
tending	0	0	0	0	0	0	0	0	0	0	FIKARAKARANA
tendon	0	0	0	0	0	0	0	0	0	0	tendon
tenement	0	0	0	0	0	1	0	0	0	0	tenement
tenet	0	0	0	0	0	0	0	0	0	0	-pinoany
tenets	0	0	0	0	0	0	0	0	0	0	fotopinoana,
tenfold	0	0	0	0	0	0	0	0	0	0	avo folo heny
tennis	0	0	0	0	0	0	0	0	0	0	tenisy
tense	0	0	0	0	0	0	0	0	0	0	henjana
tensile	0	0	0	0	0	0	0	0	0	0	tensile
tension	1	0	0	0	0	0	0	0	0	0	olana
tent	0	0	0	0	0	0	0	0	0	0	lay
tentacle	0	0	0	0	0	0	0	0	0	0	tentacle
tentative	0	0	0	0	0	0	0	0	0	0	andrana
tenth	0	0	0	0	0	0	0	0	0	0	fahafolo
tenths	0	0	0	0	0	0	0	0	0	0	ampahafolon'ny
tenuous	0	0	0	0	0	0	0	0	0	0	malemy
tenure	0	0	0	0	0	0	0	0	0	0	fotoam
tepid	0	0	0	0	0	0	0	0	0	0	mafana
term	0	0	0	0	0	0	0	0	0	0	teny
terminal	0	0	0	1	0	1	0	1	0	0	Terminus
terminate	0	0	0	0	0	0	0	1	0	0	hamarana
termination	0	0	0	0	0	1	0	1	0	0	famaranana
terminus	0	0	0	0	0	0	0	0	0	0	gara farany
termite	0	0	1	0	0	1	0	0	0	0	vitsikazo taloha
terms	0	0	0	0	0	0	0	0	0	0	Anarana iombonana
tern	0	0	0	0	0	0	0	0	0	0	tern
ternary	0	0	0	0	0	0	0	0	0	0	ternary
terrace	0	0	0	0	0	0	0	0	0	0	lavarangana
terrestrial	0	0	0	0	0	0	0	0	0	0	terestrialy
terrible	1	0	1	1	0	1	0	1	0	0	mahatsiravina
terribly	0	0	0	0	0	0	0	1	0	0	mafy
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	mahafinaritra
territorial	0	0	0	0	0	0	0	0	0	0	Faritany
territory	0	0	0	0	0	0	0	0	0	0	FARITANY
terror	0	0	0	1	0	1	0	0	0	0	mihorohoro
terrorism	1	0	1	1	0	1	0	1	0	0	ASA fampihorohoroana
terrorist	1	0	1	1	0	1	0	1	1	0	MPAMPIHOROHORO
terrorize	1	0	0	1	0	1	0	1	0	0	hampihorohoroana
terse	0	0	0	0	0	0	0	0	0	0	fohy
tertiary	0	0	0	0	0	0	0	0	0	0	fahatelon'ny lanjan'ny
test	0	0	0	0	0	0	0	0	0	0	fitsapana
testament	0	1	0	0	0	0	0	0	0	1	testament
testify	0	0	0	0	0	0	0	0	0	0	mijoro ho vavolombelona
testimonial	0	0	0	0	0	0	0	0	0	0	Testimonial
testimony	0	0	0	0	0	0	0	0	0	1	Fijoroana ho Vavolombelona
tetanus	0	0	1	0	0	1	0	0	0	0	tetanosy
tether	0	0	0	0	0	1	0	0	0	0	hampijanona
tethered	0	0	0	0	0	0	0	0	0	0	tady
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetrahedral
text	0	0	0	0	0	0	0	0	0	0	lahatsoratra
textbook	0	0	0	0	0	0	0	0	0	0	boky
textile	0	0	0	0	0	0	0	0	0	0	lamba
textural	0	0	0	0	0	0	0	0	0	0	textural
texture	0	0	0	0	0	0	0	0	0	0	mihasimba
thankful	0	0	0	0	1	0	1	0	0	0	feno fisaorana
thanksgiving	0	0	0	0	1	0	1	0	0	0	fisaorana
thatch	0	0	0	0	0	0	0	0	0	0	bozaka
thaw	0	0	0	0	0	0	0	0	0	0	levona
theater	0	0	0	0	0	0	0	0	0	0	Theatre
theatrical	0	0	0	0	0	0	0	0	0	0	tsehatra
theft	1	0	1	1	0	1	0	1	0	0	halatra
theism	0	0	1	0	0	1	0	0	0	0	theism
theistic	0	0	0	0	0	0	0	0	0	0	theistic
theme	0	0	0	0	0	0	0	0	0	0	foto-kevitra
theocracy	0	0	0	0	0	0	0	0	0	0	teokrasia
theocratic	1	0	0	1	0	1	0	1	0	1	NY ASAN'I
theologian	0	0	0	0	0	0	0	0	0	0	teolojianina
theological	0	0	0	0	0	0	0	0	0	1	ara-teôlôjia
theology	0	1	0	0	0	0	0	0	0	0	Ny teolojia
theorem	0	0	0	0	0	0	0	0	0	1	theorem
theoretical	0	0	0	0	0	0	1	0	0	0	teorika
theory	0	1	0	0	0	0	0	0	0	1	-kevitra
therapeutic	0	0	0	0	1	0	1	0	0	1	pahasalamana
therapeutics	0	0	0	0	0	0	1	0	0	0	fitsaboana
thereabouts	0	0	0	0	0	0	0	0	0	0	eo
thereof	0	0	0	0	0	0	0	0	0	0	aminy
therewith	0	0	0	0	0	0	0	0	0	0	ahiahy
thermal	0	0	0	0	0	0	0	0	0	0	mafana
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	thermodynamics
thermometer	0	0	0	0	0	0	0	0	0	1	fitsapana hafanana
thermostat	0	0	0	0	0	0	0	0	0	0	thermostat
thesaurus	0	0	0	0	0	0	0	0	0	0	thesaurus
thesis	0	0	0	0	0	0	0	0	0	0	thesis
thick	0	0	0	0	0	0	0	0	0	0	matevina
thicken	0	0	0	0	0	0	0	0	0	0	manify
thickening	0	0	0	0	0	0	0	0	0	0	thickening
thicket	0	0	0	0	0	0	0	0	0	0	kirihitrala
thickness	0	0	0	0	0	0	0	0	0	0	hateviny
thief	1	0	1	1	0	1	0	1	1	0	mpangalatra
thimble	0	0	0	0	0	0	0	0	0	0	thimble
thin	0	0	0	0	0	0	0	0	0	0	mahia
thing	0	0	0	0	0	0	0	0	0	0	zavatra
things	0	0	0	0	0	0	0	0	0	0	ZAVATRA
thinker	0	0	0	0	0	0	1	0	0	0	mpandinika
thinking	0	0	0	0	0	0	0	0	0	0	mieritreritra
thirds	0	0	0	0	0	0	0	0	0	0	ampahatelony
thirst	0	1	0	0	0	0	0	1	1	0	hetahetan
thirsty	0	0	0	0	0	1	0	0	0	0	mangetaheta
thirteen	0	0	0	0	0	0	0	0	0	0	telo ambin'ny folo
thirteenth	0	0	0	1	0	0	0	0	0	0	fahatelo ambin'ny folo
thistle	0	0	0	0	0	0	0	0	0	0	tsilo
thither	0	0	0	0	0	0	0	0	0	0	any
thong	0	0	0	0	0	0	0	0	0	0	fehin
thorn	0	0	0	0	0	1	0	0	0	0	tsilo
thorny	0	0	0	1	0	1	0	0	0	0	tsilo
thoroughbred	0	0	0	0	0	0	1	0	0	0	tera-tany
thoroughfare	0	0	0	0	0	0	0	0	0	0	lalambe
thought	0	1	0	0	0	0	0	0	0	0	eritreritra
thoughtful	0	0	0	0	0	0	1	0	0	1	voahevitra
thoughtfulness	0	0	0	0	0	0	1	0	0	0	fiahiana
thoughtless	1	0	1	0	0	1	0	0	0	0	voahevitra
thoughts	0	0	0	0	0	0	0	0	0	0	hevitra
thousand	0	0	0	0	0	0	0	0	0	0	arivo
thrash	1	0	1	1	0	1	0	1	0	0	thrash
thread	0	0	0	0	0	0	0	0	0	0	tari-dresaka
threat	1	0	0	1	0	1	0	0	0	0	fandrahonana
threaten	1	1	0	1	0	1	0	0	0	0	NAMPITAHOTRA
threatening	1	0	1	1	0	1	0	0	0	0	mandrahona
threefold	0	0	0	0	0	0	0	0	0	0	avo telo heny
thresh	1	0	0	1	0	1	0	1	0	0	miveleza
threshold	0	0	0	0	0	0	0	0	0	0	tokonam-baravarana
thrice	0	0	0	0	0	0	0	0	0	0	intelo
thrift	0	0	1	0	0	0	1	0	0	1	ny fitsitsiana
thrifty	0	0	0	0	0	0	0	0	0	0	mitsitsy
thrill	0	1	0	1	1	0	1	0	1	0	mampangitakitaka
thrilling	0	1	0	0	1	0	1	0	1	0	Nahafinaritra ny
thriving	0	1	0	0	1	0	1	0	0	0	miroborobo
throat	0	0	0	0	0	0	0	0	0	0	tenda
throb	0	0	0	1	0	1	0	1	0	0	fihetsehana
throbbing	0	0	0	0	0	0	0	0	0	0	mitebiteby
throne	0	0	0	0	0	0	1	0	0	1	seza fiandrianana
throng	0	0	0	0	0	0	0	0	0	0	vahoaka
throttle	1	0	0	0	0	1	0	0	0	0	throttle
throw	0	0	0	0	0	0	0	0	0	0	manary
thrush	0	0	0	0	0	0	0	0	0	0	thrush
thrust	0	0	0	0	0	0	0	0	0	0	naroson'ilay
thud	0	0	0	0	0	0	0	0	0	0	feo nidoboka kely
thug	1	0	1	1	0	1	0	0	0	0	jiolahimboto
thumb	0	0	0	0	0	0	0	0	0	0	ankihibe
thump	1	0	0	0	0	1	0	0	0	0	mikapoka
thumping	0	0	0	1	0	0	0	0	0	0	mikapoka
thunder	0	0	0	0	0	0	0	0	0	0	kotrokorana
thunderbolt	0	0	0	0	0	0	0	0	0	0	varatra
thundering	1	0	0	1	0	1	0	0	0	0	kotroka
thunderstorm	0	0	0	0	0	0	0	0	0	0	thunderstorm
thwart	0	0	0	0	0	1	0	0	1	0	hampandamòka
thyme	0	0	0	0	0	0	0	0	0	0	thyme
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	mifidy
ticker	0	0	0	0	0	0	0	0	0	0	ticker
ticket	0	0	0	0	0	0	0	0	0	0	tapakila
tickle	0	1	0	0	1	0	1	0	1	1	hahafinaritra
ticklish	0	0	0	0	0	0	0	0	0	0	mikitikitika
tidal	0	0	0	0	0	0	0	0	0	0	Tidala
tidbit	0	0	0	0	0	0	0	0	0	0	tidbit
tide	0	0	0	0	0	0	0	0	0	0	ranomasina
tidings	0	0	0	0	0	0	0	0	0	0	mahafaly
tie	0	0	0	0	0	0	0	0	0	0	fatorana
tier	0	0	0	0	0	0	0	0	0	0	dia ambany noho
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	Tigra
tighten	1	0	0	0	0	0	0	0	0	0	hanenjanana kokoa
tightness	0	0	0	0	0	0	0	0	0	0	henjana
tights	0	0	0	0	0	0	0	0	0	0	tights
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	kapila tanimanga
tiling	0	0	0	0	0	0	1	0	0	0	tafo tanimanga
till	0	0	0	0	0	0	0	0	0	0	mandra
tillage	0	0	0	0	0	0	0	0	0	0	akaikin'ny fambolenay
tiller	0	0	0	0	0	0	0	0	0	0	mpiasa
tilt	0	0	0	0	0	0	0	0	0	0	Jery mitongilana
tilting	0	0	0	0	0	0	0	0	0	0	mitongilana
timber	0	0	0	0	0	0	0	0	0	0	hazo
timberland	0	0	0	0	0	0	0	0	0	0	timberland
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	fotoana
timeliness	0	0	0	0	0	0	0	0	0	0	fotoana nilany azy
timely	0	0	0	0	0	0	1	0	0	0	ara-potoana
timepiece	0	0	0	0	0	0	0	0	0	0	famantaranandro
timid	0	0	0	1	0	1	0	1	0	0	saro-kenatra
timidity	0	1	0	1	0	1	0	0	0	0	henatra
tin	0	0	0	0	0	0	0	0	0	0	firapotsy
tincture	0	0	0	0	0	0	0	0	0	0	tincture
tine	0	0	0	0	0	0	0	0	0	0	tine
tinge	0	0	0	0	0	0	0	0	0	0	maneno
tingle	0	0	0	0	0	0	0	0	0	0	mpanomponao
tingling	0	0	0	0	0	0	0	0	0	0	mangorintsina
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	mikitikitika
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	haingony boribory na miolanolana
tint	0	0	0	0	0	0	0	0	0	0	loko
tiny	0	0	0	0	0	0	0	0	0	0	kely
tip	0	0	0	0	0	0	0	0	0	0	tendron'ny
tipsy	0	0	0	0	0	1	0	0	0	0	matimaty
tirade	1	0	1	0	0	1	0	0	0	0	manaratsy
tire	0	0	0	0	0	0	0	0	0	0	kodiarana
tired	0	0	0	0	0	1	0	0	0	0	RERAKA
tiredness	0	0	0	0	0	1	0	0	0	0	harerahana
tiresome	0	0	0	0	0	1	0	0	0	0	mandreraka
tissue	0	0	0	0	0	0	0	0	0	0	sela
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	titanika
tithe	0	0	0	0	0	0	0	0	0	0	fahafolon-karena
title	0	0	0	0	0	0	1	0	0	1	lohateny
titled	0	0	0	0	0	0	0	0	0	0	mitondra ny lohateny hoe
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	tompon-
toad	0	0	1	0	0	1	0	0	0	0	saobakaka
toast	0	0	0	0	1	0	1	0	0	0	toast
tobacco	0	0	0	0	0	1	0	0	0	0	sigara
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	amin'izao fotoana izao
toe	0	0	0	0	0	0	0	0	0	0	rantsan-tongony
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	fisasaran'ny
toilet	0	0	1	0	0	1	0	0	0	0	trano fidiovana
toils	0	0	0	0	0	1	0	0	0	0	miasa mafy
token	0	0	0	0	0	0	0	0	0	0	famantarana
tolerance	0	0	0	0	0	0	0	0	0	0	fandeferana
tolerant	0	0	0	0	0	0	1	0	0	0	mandefitra
tolerate	1	0	0	0	0	1	0	1	0	0	handefitra
toleration	0	0	0	0	0	0	1	0	0	0	handefitra intsony
toll	0	0	0	0	0	0	0	0	0	0	Peazy
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	PASANA
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	ho ahy
tomorrow	0	1	0	0	0	0	0	0	0	0	rahampitso
ton	0	0	0	0	0	0	0	0	0	0	taonina
tone	0	0	0	0	0	0	0	0	0	0	fihetseham-po
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	hetin
tongue	0	0	0	0	0	0	0	0	0	0	fiteny
tonic	0	0	0	0	0	0	0	0	0	0	tonika
tonnage	0	0	0	0	0	0	0	0	0	0	taonina
tonsils	0	0	0	0	0	0	0	0	0	0	Tonsils
tooling	0	0	0	0	0	0	0	0	0	0	fitaovana
tooth	0	0	0	0	0	0	0	0	0	0	nify
toothache	0	0	0	1	0	1	0	0	0	0	marary nify
toothed	0	0	0	0	0	0	0	0	0	0	nify
toothless	0	0	0	0	0	0	0	0	0	0	banga ridana
top	0	1	0	0	0	0	1	0	0	1	ambony
topaz	0	0	0	0	0	0	0	0	0	0	topaza
topic	0	0	0	0	0	0	0	0	0	0	Lohahevitra
topical	0	0	0	0	0	0	0	0	0	0	loha
topographic	0	0	0	0	0	0	0	0	0	0	sarin-
topographical	0	0	0	0	0	0	0	0	0	0	topografika
topography	0	0	0	0	0	0	0	0	0	0	soridrefitany
topple	0	0	0	0	0	0	0	0	1	0	hihozongozona
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	fanilo
torment	1	0	0	1	0	1	0	1	0	0	fampijaliana
torn	0	0	0	0	0	1	0	0	0	0	rovitra
tornado	0	0	0	1	0	0	0	0	0	0	tornado
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	falehan-driaka
torrid	0	0	0	0	0	1	0	0	0	0	torid
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	tratra
tort	0	0	0	0	0	1	0	0	0	0	tort
tortious	1	0	1	0	0	1	0	0	0	0	tortious
tortoise	0	0	0	0	0	0	0	0	0	0	sokatra
tortuous	0	0	0	0	0	0	0	0	0	0	miolakolaka
torture	1	1	1	1	0	1	0	1	0	0	hazo
toss	0	0	0	0	0	0	0	0	0	0	misamboaravoara
total	0	0	0	0	0	0	0	0	0	0	sokajy
totality	0	0	0	0	0	0	0	0	0	0	manontolo
totally	0	0	0	0	0	0	0	0	0	0	tanteraka
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	mikasika
touched	0	0	0	0	0	1	0	0	0	0	nanohina
touching	0	0	0	0	0	0	0	0	0	0	mampihetsi-po
touchy	1	0	0	0	0	1	0	1	0	0	touchy
tough	0	0	0	0	0	1	0	1	0	0	mafy
toughness	1	0	0	1	0	0	1	0	0	1	diso mikasika ny Fahasarotana
tour	0	0	0	0	0	0	0	0	0	0	fitetezam-paritra
tourist	0	0	0	0	0	0	0	0	0	0	mpizaha tany
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	fifaninanana
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	, tout
tow	0	0	0	0	0	0	0	0	0	0	fahamaiton'ny taretra rongony,
towel	0	0	0	0	0	0	0	0	0	0	lamba famaohana
tower	0	0	0	0	0	0	1	0	0	0	tilikambo
towering	0	1	0	1	0	0	1	0	0	0	mijoalajoala
town	0	0	0	0	0	0	0	0	0	0	tanàna
townhouse	0	0	0	0	0	0	0	0	0	0	trano fonenana
toxic	0	0	1	0	0	1	0	0	0	0	misy poizina
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	poizina
toy	0	0	0	0	0	0	0	0	0	0	kilalao
trace	0	0	0	0	0	0	0	0	0	0	soritry
traces	0	0	0	0	0	0	0	0	0	0	soritra
trachea	0	0	0	0	0	0	0	0	0	0	trachea
tracing	0	0	0	0	0	0	0	0	0	0	hay fantarina
track	0	1	0	0	0	0	0	0	0	0	manara-maso
tract	0	0	0	1	0	0	0	0	0	0	taratasy mivalona
tractable	0	0	0	0	0	0	0	0	0	0	azo trakta
traction	0	0	0	0	0	0	0	0	0	0	vahana
tractor	0	0	0	0	0	0	0	0	0	0	traktera
trade	0	0	0	0	0	0	0	0	0	1	ara-barotra
trader	0	0	0	0	0	0	0	0	0	0	mpivarotra
tradesman	0	0	0	0	0	0	0	0	0	0	mpivarotra
trading	0	0	0	0	0	0	0	0	0	0	varotra
tradition	0	0	0	0	0	0	0	0	0	0	fomban-drazana
traditional	0	0	0	0	0	0	1	0	0	0	nentim-paharazana
traffic	0	0	0	0	0	0	0	0	0	0	fifamoivoizana
tragedy	0	0	0	1	0	1	0	1	0	0	zava-doza
tragic	0	0	0	0	0	1	0	0	0	0	-doza
trail	0	0	0	0	0	0	0	0	0	0	lalana
train	0	0	0	0	0	0	0	0	0	0	fiaran-dalamby
trained	0	0	0	0	0	0	0	0	0	0	Ampiofanina
trainer	0	0	0	0	0	0	0	0	0	1	mpanazatra
training	0	0	0	0	0	0	0	0	0	0	Training
trait	0	0	0	0	0	0	0	0	0	0	toetra
traitor	1	0	1	1	0	1	0	1	0	0	mpamadika
trajectory	0	0	0	0	0	0	0	0	0	0	leha
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	tramp
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	azon-tsindrimandry
tranquil	0	0	0	0	1	0	1	0	0	0	milamina
tranquility	0	0	0	0	1	0	1	0	0	1	filaminana
transact	0	0	0	0	0	0	0	0	0	0	fifampiraharahana
transaction	0	0	0	0	0	0	0	0	0	1	raharaham-barotra
transatlantic	0	0	0	0	0	0	0	0	0	0	hamidy ho
transcendence	0	1	0	0	1	0	1	0	1	1	Ny fahamboniana
transcendent	0	0	0	0	0	0	0	0	0	0	mihoatra ny tsapa
transcendental	0	0	0	0	0	0	1	0	0	0	ambony dia
transcribe	0	0	0	0	0	0	0	0	0	0	hanoratra
transcriber	0	0	0	0	0	0	0	0	0	0	nandika
transcript	0	0	0	0	0	0	0	0	0	1	fandikana
transcription	0	0	0	0	0	0	0	0	0	0	fandikana
transfer	0	0	0	0	0	0	0	0	0	0	famindrana
transference	0	0	0	0	0	0	0	0	0	0	famindrana
transferred	0	0	0	0	0	0	0	0	0	0	nafindra
transfixed	0	0	0	0	0	0	0	0	0	0	transfixed
transform	0	0	0	0	0	0	0	0	0	0	hanova
transformation	0	0	0	0	0	0	0	0	0	0	fiovana
transfusion	0	0	0	0	0	0	0	0	0	0	Fampidiran
transgression	0	0	0	0	0	1	0	0	0	0	fandikan-dalàna
transient	0	0	0	0	0	0	0	0	0	0	mandalo
transit	0	0	0	0	0	0	0	0	0	0	fitaterana
transition	0	0	0	0	0	0	0	0	0	0	tetezamita
transitional	0	1	0	0	0	0	0	0	0	0	tetezamita
transitive	0	0	0	0	0	0	0	0	0	0	: transitive
