English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Vietnamese Word
shine	0	0	0	0	0	0	1	0	0	0	chiếu sáng
shingle	0	0	0	0	0	0	0	0	0	0	ván lợp
shining	0	1	0	0	1	0	1	0	0	0	sáng
shiny	0	0	0	0	0	0	0	0	0	0	sáng bóng
ship	0	1	0	0	0	0	0	0	0	0	vận chuyển
shipment	0	0	0	0	0	0	0	0	0	0	chuyến hàng
shipping	0	0	0	0	0	0	0	0	0	0	Đang chuyển hàng
shipwreck	0	0	0	1	0	1	0	1	0	0	sự chìm tàu
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	áo sơ mi
shit	1	0	1	0	0	1	0	0	0	0	Chết tiệt
shiver	1	1	0	1	0	1	0	1	0	0	rùng mình
shivering	0	0	0	0	0	0	0	0	0	0	rùng mình
shoals	0	0	0	0	0	0	0	0	0	0	bãi cạn
shock	1	0	0	1	0	1	0	0	1	0	sốc
shockingly	0	0	0	0	0	0	0	0	1	0	đáng kinh ngạc
shoddy	1	0	1	0	0	1	0	0	0	0	kém chất lượng
shoe	0	0	0	0	0	0	0	0	0	0	giày
shoemaker	0	0	0	0	0	0	0	0	0	0	thợ đóng giày
shoot	1	0	0	1	0	1	0	0	0	0	bắn
shooter	0	0	0	1	0	0	0	0	0	0	người bắn súng
shooting	1	0	0	1	0	1	0	0	0	0	chụp
shop	0	0	0	0	0	0	0	0	0	0	cửa tiệm
shopkeeper	0	0	0	0	0	0	0	0	0	1	người bán hàng
shoplifting	1	0	1	0	0	1	0	0	0	0	trộm cắp
shopping	0	1	0	0	1	0	1	0	1	1	mua đồ
shore	0	0	0	0	0	0	0	0	0	0	bờ biển
shorn	0	0	0	0	0	0	0	0	0	0	rút ngắn
short	0	0	0	0	0	0	0	0	0	0	ngắn
shortage	1	0	0	1	0	1	0	1	0	0	sự thiếu
shortcoming	0	0	0	0	0	1	0	0	0	0	sự thiếu sót
shorten	0	0	0	0	0	0	0	0	0	0	rút ngắn
shortening	0	0	0	0	0	0	0	0	0	0	sự làm ngắn lại
shorthand	0	0	0	0	0	0	0	0	0	0	tốc ký
shortly	0	1	0	0	0	0	0	0	0	0	trong thời gian ngắn
shortness	0	0	0	0	0	0	0	0	0	0	sự ngắn ngủi
shorts	0	0	0	0	0	0	0	0	0	0	quần short
shot	1	0	0	1	0	1	0	1	1	0	bắn
shotgun	0	0	0	0	0	0	0	0	0	0	súng ngắn
shoulder	0	0	0	0	0	0	1	0	0	1	vai
shout	1	0	0	0	0	0	0	0	1	0	kêu la
shove	1	0	0	0	0	1	0	0	0	0	xô
shovel	0	0	0	0	0	0	0	0	0	0	xẻng
shoveling	0	0	0	0	0	0	0	0	0	0	xẻng
show	0	0	0	0	0	0	0	0	0	1	buổi bieu diễn
shower	0	0	0	0	0	0	0	0	0	0	vòi hoa sen
showing	0	0	0	0	0	0	0	0	0	0	hiển thị
showy	0	0	0	0	0	1	0	0	0	0	sặc sỡ
shrapnel	0	0	0	1	0	0	0	0	0	0	mảnh đạn
shred	0	0	0	0	0	0	0	0	0	0	cắt nhỏ
shrewd	0	0	0	0	0	0	1	0	0	0	thông minh
shriek	1	0	0	1	0	1	0	1	1	0	ré lên
shrill	1	0	0	1	0	1	0	0	1	0	chói tai
shrimp	0	0	0	0	0	0	0	0	0	0	con tôm
shrine	0	0	0	0	0	0	0	0	0	0	điện thờ
shrink	0	0	0	1	0	1	0	1	0	0	co lại
shrinking	0	0	0	0	0	0	0	0	0	0	co lại
shroud	0	0	0	0	0	0	0	1	0	0	vải liệm
shrub	0	0	0	0	0	0	0	0	0	0	cây bụi
shrubbery	0	0	0	0	0	0	0	0	0	0	cây dâu
shrug	0	0	0	0	0	0	0	0	0	0	nhún vai
shrunk	0	0	0	0	0	1	0	0	0	0	thu nhỏ lại
shudder	0	0	0	1	0	1	0	0	0	0	rùng mình
shuffle	0	0	0	0	0	0	0	0	0	0	xáo trộn
shuffling	0	0	0	0	0	0	0	0	0	0	xáo trộn
shun	1	0	1	0	0	1	0	1	0	0	xa lánh
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	đóng cửa
shutter	0	0	0	0	0	0	0	0	0	0	màn trập
shuttle	0	0	0	0	0	0	0	0	0	0	đưa đón
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	bị ốm
sickening	1	0	1	1	0	1	0	1	0	0	ốm yếu
sickle	0	0	0	0	0	0	0	0	0	0	lưỡi liềm
sickly	0	0	1	0	0	1	0	1	0	0	ốm yếu
sickness	0	0	1	1	0	1	0	1	0	0	bệnh tật
side	0	0	0	0	0	0	0	0	0	0	cạnh
sideboard	0	0	0	0	0	0	0	0	0	0	tủ sắt
sidestep	0	0	0	0	0	0	0	0	0	0	tránh né
sideways	0	0	0	0	0	0	0	0	0	0	một bên
siege	0	0	0	0	0	0	0	0	0	0	bao vây
siesta	0	0	0	0	0	0	0	0	0	0	ngủ trưa
sieve	0	0	0	0	0	0	0	0	0	0	sàng
sifting	0	0	0	0	0	0	0	0	0	0	sàng lọc
sigh	0	0	0	0	0	0	0	0	0	0	thở dài
sight	0	0	0	0	0	0	0	0	0	0	thị giác
sign	0	0	0	0	0	0	0	0	0	0	dấu hiệu
signal	0	0	0	0	0	0	0	0	0	0	dấu hiệu
signature	0	0	0	0	0	0	0	0	0	1	Chữ ký
significance	0	0	0	0	0	0	0	0	0	0	ý nghĩa
significant	0	0	0	0	0	0	0	0	0	0	có ý nghĩa
signification	0	0	0	0	0	0	0	0	0	0	ý nghĩa
signify	0	1	0	0	0	0	0	0	0	0	biểu thị
signpost	0	0	0	0	0	0	0	0	0	0	biển chỉ dẫn
silent	0	0	0	0	0	0	0	0	0	0	im lặng
silently	0	0	0	0	0	0	0	0	0	0	thầm lặng
silhouette	0	0	0	0	0	0	0	0	0	0	hình bóng
silk	0	0	0	0	0	0	1	0	0	0	lụa
silken	0	0	0	0	0	0	0	0	0	0	mềm
silky	0	0	0	0	0	0	0	0	0	0	mướt
sill	0	0	0	0	0	0	0	0	0	0	ngưỡng cửa
silliness	0	0	0	0	0	0	0	0	0	0	Phần bên dưới
silly	0	0	0	0	1	1	0	0	0	0	ngốc nghếch
silt	0	0	0	0	0	0	0	0	0	0	phù sa
silver	0	0	0	0	0	0	0	0	0	0	màu bạc
silvery	0	0	0	0	0	0	0	0	0	0	bạc
similar	0	0	0	0	0	0	0	0	0	0	tương tự
similarity	0	0	0	0	0	0	0	0	0	0	giống nhau
simile	0	0	0	0	0	0	0	0	0	0	ví von
simmer	1	1	0	0	0	0	0	0	0	0	ninh
simmering	0	1	0	0	0	0	0	0	0	0	sôi sục
simple	0	0	0	0	0	0	0	0	0	0	giản dị
simples	0	0	0	0	0	0	0	0	0	0	đơn giản
simplify	0	1	0	0	1	0	1	0	1	1	đơn giản hóa
simply	0	0	0	0	0	0	0	0	0	0	đơn giản
simulate	0	0	0	0	0	0	0	0	0	0	mô phỏng
simulated	0	0	0	0	0	0	0	0	0	0	mô phỏng
simulating	0	0	0	0	0	0	0	0	0	0	mô phỏng
simulation	0	0	0	0	0	0	0	0	0	0	mô phỏng
simultaneous	0	0	0	0	0	0	0	0	0	0	đồng thời
simultaneously	0	0	0	0	0	0	0	0	0	0	đồng thời
sin	1	0	1	1	0	1	0	1	0	0	tội
sincere	0	0	0	0	0	0	1	0	0	1	chân thành
sincerity	0	0	0	0	0	0	1	0	0	0	sự chân thành
sinful	1	0	1	1	0	1	0	1	0	0	tội lỗi
sing	0	1	0	0	1	0	1	1	0	1	hát
singer	0	0	0	0	0	0	0	0	0	0	ca sĩ
single	0	0	0	0	0	0	0	0	0	0	Độc thân
singly	0	0	0	0	0	0	1	0	0	0	đơn lẻ
singular	0	0	0	0	0	0	0	0	0	0	số ít
singularity	0	0	0	0	0	0	0	0	0	0	điểm kỳ dị
singularly	0	0	0	0	0	0	0	0	1	0	đặc biệt
sinister	1	0	1	1	0	1	0	0	0	0	nham hiểm
sink	0	0	0	0	0	0	0	0	0	0	bồn rửa
sinner	1	0	1	1	0	1	0	1	0	0	Người phạm tội
sinning	0	0	1	0	0	1	0	0	0	0	phạm tội
sinus	0	0	0	0	0	0	0	0	0	0	xoang
sip	0	0	0	0	0	0	0	0	0	0	một hớp
siphon	0	0	0	0	0	0	0	0	0	0	xi phông
sir	0	0	0	0	0	0	1	0	0	1	quý ngài
sire	0	0	0	0	0	0	0	0	0	0	sire
siren	0	0	0	1	0	1	0	0	0	0	còi báo động
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	chị gái
sisterhood	1	0	0	0	0	0	1	1	1	1	tình chị em
site	0	0	0	0	0	0	0	0	0	0	Địa điểm
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	ngồi
situate	0	0	0	0	0	0	0	0	0	0	Tọa lạc
situated	0	0	0	0	0	0	0	0	0	0	nằm
situation	0	0	0	0	0	0	0	0	0	0	tình hình
sixth	0	0	0	0	0	0	0	0	0	0	thứ sáu
sixty	0	0	0	0	0	0	0	0	0	0	sáu mươi
size	0	0	0	0	0	0	0	0	0	0	kích thước
sizzle	1	0	0	0	0	0	0	0	0	0	Xông khói
skate	0	0	0	0	0	0	0	0	0	0	giày trượt băng
skating	0	0	0	0	0	0	0	0	0	0	trượt băng
skein	0	0	0	0	0	0	0	0	0	0	con quay
skeleton	0	0	0	0	0	0	0	0	0	0	bộ xương
skeptic	0	0	0	0	0	0	0	0	0	0	hoài nghi
skeptical	0	0	0	0	0	1	0	0	0	0	hoài nghi
skepticism	0	0	0	0	0	0	0	0	0	0	sự hoài nghi
sketch	0	0	0	0	0	0	0	0	0	0	bản phác thảo
sketchy	0	0	0	0	0	1	0	0	0	0	sơ sài
skewed	1	1	0	0	0	1	0	0	0	0	lệch
skewer	0	0	0	0	0	0	0	0	0	0	xiên que
ski	0	0	0	0	0	0	0	0	0	0	trượt tuyết
skid	1	0	0	1	0	1	0	1	0	0	trượt
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	kỹ năng
skilled	0	0	0	0	0	0	1	0	0	0	có tay nghề cao
skillet	0	0	0	0	0	0	0	0	0	0	chảo rán
skillful	0	0	0	0	0	0	1	0	0	1	khéo léo
skim	0	0	0	0	0	0	0	0	0	0	hớt bọt
skin	0	0	0	0	0	0	0	0	0	0	làn da
skinny	0	0	0	0	0	0	0	0	0	0	gầy
skip	0	0	0	0	0	1	0	0	0	0	nhảy
skipper	0	0	0	0	0	0	0	0	0	0	đội trưởng
skirmish	1	0	0	0	0	1	0	0	0	0	cuộc giao tranh
skirt	0	0	0	0	0	0	0	0	0	0	váy
skirting	0	0	0	0	0	0	0	0	0	0	chân váy
skirts	0	0	0	0	0	0	0	0	0	0	váy
skit	0	0	0	0	0	0	0	0	0	0	tiểu phẩm
skull	0	0	0	0	0	0	0	0	0	0	đầu lâu
skunk	0	0	0	0	0	0	0	0	0	0	chồn hôi
sky	0	0	0	0	0	0	1	0	0	0	bầu trời
skyscraper	0	0	0	0	0	0	0	0	0	0	tòa nhà chọc trời
slab	0	0	0	0	0	0	0	0	0	0	phiến
slack	0	0	0	0	0	1	0	0	0	0	chùng xuống
slag	0	0	0	0	0	1	0	0	0	0	xỉ
slam	1	0	0	1	0	1	0	0	1	0	sập
slander	1	0	1	0	0	1	0	0	0	0	vu khống
slanderous	0	0	0	0	0	1	0	0	0	0	vu khống
slang	0	0	0	0	0	0	0	0	0	0	tiếng lóng
slant	0	0	0	0	0	0	0	0	0	0	xiên
slap	1	0	0	0	0	1	0	0	1	0	cái tát
slash	1	0	0	0	0	0	0	0	0	0	gạch chéo
slashes	0	0	0	0	0	0	0	0	0	0	gạch chéo
slate	0	0	0	0	0	0	1	0	0	0	đá phiến
slates	0	0	0	0	0	0	0	0	0	0	đá phiến
slaughter	1	0	1	1	0	1	0	1	1	0	sự tàn sát
slaughterhouse	1	0	1	1	0	1	0	1	0	0	lò mổ
slaughtering	1	0	1	1	0	1	0	1	1	0	giết mổ
slave	1	0	0	1	0	1	0	1	0	0	nô lệ
slavery	1	0	1	1	0	1	0	1	0	0	chế độ nô lệ
slay	1	0	0	0	0	1	0	0	0	0	giết người
slayer	1	0	1	1	0	1	0	1	1	0	kẻ giết người
sledge	0	0	0	0	0	0	0	0	0	0	xe trượt tuyết
sleek	0	0	0	0	0	0	1	0	0	0	trơn
sleep	0	0	0	0	0	0	0	0	0	0	ngủ
sleeper	0	0	0	0	0	0	0	0	0	0	người ngủ nướng
sleeping	0	0	0	0	0	0	0	0	0	0	đang ngủ
sleeplessness	0	0	0	0	0	0	0	0	0	0	mất ngủ
sleepy	0	0	0	0	0	0	0	0	0	0	ngáy ngủ
sleet	0	0	0	0	0	1	0	0	0	0	mưa đá
sleeve	0	0	0	0	0	0	0	0	0	0	tay áo
sleeveless	0	0	0	0	0	0	0	0	0	0	không tay
sleigh	0	0	0	0	0	0	0	0	0	0	xe trượt tuyết
sleight	0	0	0	0	0	0	0	0	0	0	bóng tối
slender	0	0	0	0	0	0	1	0	0	0	mảnh khảnh
sleuth	0	0	0	0	0	0	0	0	0	0	tay sai
slice	0	0	0	0	0	0	0	0	0	0	lát cắt
slick	0	0	0	0	0	0	0	0	0	0	bóng bẩy
slide	0	0	0	0	0	0	0	0	0	0	trượt
sliding	0	0	0	0	0	0	0	0	0	0	trượt
slight	0	0	0	0	0	0	0	0	0	0	mảnh dẻ
slightly	0	0	0	0	0	0	0	0	0	0	khinh bỉ
slim	0	0	0	0	0	0	1	0	0	0	mảnh mai
slime	0	0	1	0	0	0	0	0	0	0	chất nhờn
slimy	0	0	1	0	0	1	0	0	0	0	nhầy nhụa
sling	0	0	0	0	0	0	0	0	0	0	treo lên
slink	0	0	0	0	0	1	0	0	0	0	lỉnh đi
slip	0	0	0	0	0	1	0	0	1	0	trượt
slipper	0	0	0	0	0	0	0	0	0	0	dép
slippers	0	0	0	0	0	0	0	0	0	0	dép lê
slit	0	0	0	0	0	0	0	0	0	0	rạch
sliver	0	0	0	0	0	0	0	0	0	0	Bạc
slogan	0	0	0	0	0	0	0	0	0	0	phương châm
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	luộm thuộm
slope	0	0	0	0	0	0	0	0	0	0	dốc
sloppy	0	0	1	0	0	1	0	0	0	0	luộm thuộm
slot	0	0	0	0	0	0	0	0	0	0	chỗ
sloth	0	0	1	0	0	1	0	0	0	0	Sự lười biếng
slouch	0	0	0	0	0	1	0	0	0	0	lười biếng
slough	0	0	0	0	0	1	0	0	0	0	lấm lem
slow	0	0	0	0	0	0	0	0	0	0	chậm
slowly	0	0	0	0	0	0	0	0	0	0	chậm rãi
slowness	0	0	0	0	0	1	0	0	0	0	sự chậm chạp
sludge	0	0	1	0	0	1	0	0	0	0	bùn
slug	0	0	1	0	0	1	0	0	0	0	con sên
sluggish	0	0	0	0	0	1	0	1	0	0	chậm chạp
sluice	0	0	0	0	0	0	0	0	0	0	cống
slum	0	0	1	0	0	1	0	0	0	0	khu ổ chuột
slumber	0	0	0	0	0	0	0	0	0	0	giấc ngủ
slump	0	0	0	0	0	1	0	1	0	0	sụt giảm
slur	1	0	1	0	0	1	0	1	0	0	nước lèo
slush	0	0	1	0	0	1	0	0	1	0	trầm mặc
slut	1	0	1	0	0	1	0	0	0	0	con đĩ
sly	1	0	1	1	0	1	0	0	0	0	ranh mãnh
smack	1	0	0	0	0	1	0	0	0	0	đập
small	0	0	0	0	0	1	0	0	0	0	nhỏ bé
smaller	0	0	0	0	0	0	0	0	0	0	nhỏ hơn
smallest	0	0	0	0	0	0	0	0	0	0	nhỏ nhất
smash	1	0	0	1	0	1	0	0	0	0	đập vỡ
smashed	0	0	0	0	0	1	0	0	0	0	đập tan
smattering	0	0	0	0	0	1	0	0	0	0	tiếng kêu lạch cạch
smear	0	0	0	0	0	0	0	0	0	0	bôi nhọ
smell	1	0	1	0	0	1	0	0	0	0	đánh hơi
smelling	0	0	1	0	0	1	0	0	0	0	ngửi
smelt	0	0	0	0	0	0	0	0	0	0	có mùi
smile	0	0	0	0	1	0	1	0	1	1	nụ cười
smiling	0	0	0	0	1	0	1	0	0	0	mỉm cười
smirk	0	0	0	0	0	1	0	0	0	0	nhếch mép
smite	1	0	0	1	0	1	0	1	0	0	đánh lén
smith	0	0	0	0	0	0	0	0	0	1	thợ rèn
smitten	0	0	0	0	0	0	1	0	0	0	smitten
smoker	0	0	0	0	0	1	0	0	0	0	người hút thuốc
smokey	0	0	0	0	0	0	0	0	0	0	sương khói
smoking	0	0	0	0	0	0	0	0	0	0	hút thuốc
smoky	0	0	0	0	0	0	0	0	0	0	có khói
smoldering	0	0	0	0	0	0	0	0	0	0	âm ỉ
smoothly	0	0	0	0	0	0	0	0	0	0	thông suốt
smoothness	0	0	0	0	0	0	1	0	0	0	êm ái
smother	1	0	0	0	0	1	0	0	0	0	sương khói
smudge	0	0	0	0	0	1	0	0	0	0	lem luốc
smug	0	0	0	0	0	1	0	0	0	0	tự mãn
smuggle	0	0	0	1	0	1	0	0	0	0	buôn lậu
smuggler	1	0	1	1	0	1	0	0	0	0	người buôn lậu
smuggling	0	0	0	0	0	1	0	0	0	0	buôn lậu
smut	0	0	1	1	0	1	0	0	0	0	nói bậy
snack	0	0	0	0	0	0	0	0	0	0	bữa ăn nhẹ
snacks	0	0	0	0	0	0	0	0	0	0	đồ ăn nhẹ
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	ốc sên
snake	0	0	1	1	0	1	0	0	0	0	con rắn
snap	0	0	0	0	0	0	0	0	0	0	búng tay
snapshot	0	0	0	0	0	0	0	0	0	0	ảnh chụp nhanh
snare	0	0	0	1	0	1	0	0	0	0	cạm bẫy
snarl	1	0	1	0	0	1	0	0	0	0	tiếng gầm gừ
snarling	1	0	0	0	0	1	0	0	0	0	gầm gừ
snatch	0	0	0	0	0	0	0	0	0	0	chộp lấy
sneak	1	0	0	1	0	1	0	0	1	0	đánh lén
sneakers	0	0	0	0	0	0	0	0	0	0	giày thể thao
sneaking	0	1	0	1	0	1	0	0	0	1	lén lút
sneer	1	0	1	0	0	1	0	0	0	0	chế nhạo
sneeze	0	0	1	0	0	1	0	0	1	0	hắt hơi
sneezing	0	0	0	0	0	0	0	0	0	0	hắt xì
snicker	0	0	0	0	0	0	1	0	0	0	người ăn cắp vặt
snide	0	0	0	0	0	1	0	0	0	0	bắn tỉa
sniff	0	0	0	0	0	0	0	0	0	0	bị nghẹt mũi
snip	0	0	0	0	0	0	0	0	0	0	bắn tỉa
snipe	0	0	0	0	0	0	0	0	0	0	bắn tỉa
snippet	0	0	0	0	0	0	0	0	0	0	đoạn trích
snob	0	0	0	0	0	1	0	0	0	0	hợm hĩnh
snoopy	0	0	0	0	0	0	0	0	0	0	hợm hĩnh
snooze	0	0	0	0	0	0	0	0	0	0	giấc ngủ ngắn
snore	0	0	0	0	0	0	0	0	0	0	ngủ ngáy
snort	0	0	0	0	0	0	0	1	0	0	khịt mũi
snout	0	0	0	0	0	0	0	0	0	0	mõm
snow	0	0	0	0	0	0	0	0	0	0	tuyết
snowball	0	0	0	0	0	0	0	0	0	0	quả cầu tuyết
snowflake	0	0	0	0	0	0	0	0	0	0	bông tuyết
snowy	0	0	0	0	0	0	0	0	0	0	có tuyết rơi
snuff	0	0	0	0	0	0	0	0	0	0	hít đất
soak	0	0	0	0	0	1	0	0	0	0	ngâm
soaking	0	0	0	0	0	0	0	0	0	0	ngâm
soap	0	0	0	0	0	0	0	0	0	0	xà bông
soapy	0	0	0	0	0	0	0	0	0	0	xà phòng
soaring	0	0	0	0	0	0	0	0	0	0	bay bổng
sob	0	0	0	0	0	1	0	1	0	0	nức nở
sobriety	0	0	0	0	0	0	1	0	0	1	tỉnh táo
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	bóng đá
sociable	0	0	0	0	0	0	1	0	0	0	Hòa đồng
social	0	0	0	0	0	0	0	0	0	0	xã hội
socialism	0	0	1	1	0	0	0	0	0	0	chủ nghĩa xã hội
socialist	1	0	1	1	0	1	0	1	0	0	nhà xã hội học
society	0	0	0	0	0	0	0	0	0	0	xã hội
sock	0	0	0	0	0	0	0	0	0	0	bít tất
socket	0	0	0	0	0	0	0	0	0	0	ổ cắm
sod	0	0	0	0	0	0	0	0	0	0	cỏ nhân tạo
sofa	0	0	0	0	0	0	0	0	0	0	ghế sô pha
softening	0	0	0	0	0	0	0	0	0	0	làm mềm
softness	0	0	0	0	0	0	0	0	0	0	sự mềm mại
soggy	0	0	0	0	0	0	0	0	0	0	sũng nước
soil	0	0	1	0	0	1	0	0	0	0	đất
soiled	0	0	1	0	0	1	0	0	0	0	bẩn thỉu
sojourn	0	0	0	0	0	0	0	0	0	0	sojourn
solace	0	0	0	0	0	0	1	0	0	0	an ủi
solar	0	0	0	0	0	0	0	0	0	0	hệ mặt trời
solder	0	0	0	0	0	0	0	0	0	0	chất hàn
soldering	0	0	0	0	0	0	0	0	0	0	hàn
soldier	1	0	0	0	0	0	1	1	0	0	lính
sole	0	0	0	0	0	0	0	0	0	0	Duy Nhất
solicit	0	0	0	0	0	0	0	0	0	0	gạ gẫm
solicitation	0	0	0	0	0	0	0	0	0	0	gạ gẫm
solicitor	0	0	0	0	0	0	0	0	0	0	cố vấn pháp luật
solid	0	0	0	0	0	0	1	0	0	0	chất rắn
solidarity	0	0	0	0	0	0	0	0	0	1	tinh thần đoàn kết
solidification	0	0	0	0	0	0	0	0	0	0	sự đông đặc
solidified	0	0	0	0	0	0	0	0	0	0	làm rắn chắc
solidify	0	0	0	0	0	0	0	0	0	0	làm rắn chắc
solidity	0	0	0	0	0	0	1	0	0	1	sự vững chắc
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	đơn độc
solitude	0	0	0	0	0	0	0	0	0	0	cô độc
solo	0	0	0	0	0	0	0	0	0	0	đấu
solubility	0	0	0	0	0	0	0	0	0	0	sự hòa tan
soluble	0	0	0	0	0	0	0	0	0	0	hòa tan
solution	0	0	0	0	0	0	1	0	0	0	dung dịch
solve	0	0	0	0	0	0	0	0	0	0	giải quyết
solvency	0	0	0	0	0	0	1	0	0	0	khả năng thanh toán
solvent	0	0	0	0	0	0	0	0	0	0	dung môi
somatic	0	0	0	0	0	1	0	0	1	0	dạng cơ thể
somber	0	0	0	0	0	1	0	1	0	0	ủ rũ
son	0	0	0	0	0	0	0	0	0	0	Con trai
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	bài hát
sonnet	0	0	0	0	1	0	1	1	0	0	sonnet
sonorous	0	0	0	0	1	0	1	0	0	0	kêu to
soot	0	0	1	0	0	1	0	0	0	0	bồ hóng
soothe	0	0	0	0	0	0	1	0	0	0	xoa dịu
soothing	0	0	0	0	1	0	1	0	0	1	êm dịu
sophomore	0	0	0	0	0	0	0	0	0	0	sinh viên năm hai
soprano	0	0	0	0	0	0	0	0	0	0	giọng nữ cao
sorcerer	0	0	0	0	0	0	0	0	0	0	thầy phù thủy
sorcery	0	1	0	1	0	1	0	0	1	0	phép thuật
sordid	1	0	1	1	0	1	0	1	0	0	bẩn thỉu
sore	1	0	0	0	0	1	0	1	0	0	đau
sorely	0	0	0	0	0	1	0	1	0	0	đau đớn
soreness	0	0	1	0	0	1	0	1	0	0	đau nhức
sorghum	0	0	0	0	0	0	0	0	0	0	lúa miến
sorority	0	0	0	0	0	0	0	0	0	0	nữ tu sĩ
sorrow	0	0	0	1	0	1	0	1	0	0	nỗi buồn
sorrowful	0	0	0	0	0	1	0	1	0	0	sầu thảm
sort	0	0	0	0	0	0	0	0	0	0	loại
sorter	0	0	0	0	0	0	1	0	0	0	người sắp xếp
sortie	0	0	0	1	0	1	0	0	0	0	xuất kích
sorting	0	0	0	0	0	0	0	0	0	0	sắp xếp
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	vô hồn
soulmate	0	0	0	1	0	1	0	0	0	0	tri kỷ
sound	0	0	0	0	0	0	0	0	0	0	âm thanh
sounding	0	0	0	0	0	0	0	0	0	0	âm thanh
soundness	0	1	0	0	1	0	1	0	0	1	âm thanh
soup	0	0	0	0	0	0	1	0	0	0	Súp
sour	0	0	1	0	0	1	0	0	0	0	chua
source	0	0	0	0	0	0	0	0	0	0	nguồn
souvenir	0	0	0	0	0	0	0	0	0	0	quà lưu niệm
sovereign	0	0	0	0	0	0	0	0	0	1	tối cao
sovereignty	0	0	0	0	0	0	0	0	0	0	chủ quyền
sow	0	0	0	0	0	0	0	0	0	0	gieo
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	không gian
spacious	0	0	0	0	0	0	1	0	0	0	rộng rãi
spade	0	0	0	0	0	0	0	0	0	0	thuổng
span	0	0	0	0	0	0	0	0	0	0	nhịp
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	đánh đòn
spanking	1	0	0	0	0	0	0	0	0	0	đánh đòn
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	bổ sung
sparingly	0	0	0	0	0	0	0	0	0	0	tiết kiệm
spark	0	0	0	0	0	0	0	0	0	0	tia lửa
sparkle	0	1	0	0	1	0	1	0	1	0	lấp lánh
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	thưa thớt
spasm	0	0	0	1	0	1	0	0	0	0	co thắt
spat	1	0	0	0	0	1	0	0	0	0	nhổ
spatula	0	0	0	0	0	0	0	0	0	0	cái thìa
spawn	0	0	0	0	0	0	0	0	0	0	đẻ trứng
speaker	0	0	0	0	0	0	0	0	0	0	loa
speaking	0	0	0	0	0	0	0	0	0	0	nói
spear	1	1	0	1	0	1	0	0	0	0	thương
special	0	0	0	0	1	0	1	0	0	0	đặc biệt
specialist	0	0	0	0	0	0	0	0	0	1	chuyên gia
speciality	0	0	0	0	0	0	0	0	0	0	chuyên môn
specialize	0	0	0	0	0	0	0	0	0	1	chuyên môn hóa
specially	0	0	0	0	0	0	0	0	0	0	đặc biệt
specie	0	0	0	0	0	0	1	0	0	0	specie
species	0	0	0	0	0	0	0	0	0	0	loài
specific	0	0	0	0	0	0	0	0	0	0	riêng
specification	0	0	0	0	0	0	0	0	0	0	sự chỉ rõ
specimen	0	0	0	0	0	0	0	0	0	0	mẫu vật
speck	0	0	1	0	0	1	0	0	0	0	lấm tấm
speckled	0	0	0	0	0	0	0	0	0	0	lốm đốm
specs	0	0	0	0	0	0	0	0	0	0	thông số kỹ thuật
spectacle	0	0	0	0	0	1	1	0	0	0	cảnh tượng
spectacles	0	0	0	0	0	0	0	0	0	0	kính đeo mắt
spectacular	0	1	0	0	0	0	0	0	1	0	hùng vĩ
spectator	0	0	0	0	0	0	0	0	0	0	khán giả
specter	0	0	0	1	0	1	0	1	0	0	bóng ma
spectral	0	0	0	0	0	1	0	0	0	0	thuộc về phổ
spectrometer	0	0	0	0	0	0	0	0	0	0	máy đo quang phổ
spectrophotometer	0	0	0	0	0	0	0	0	0	0	máy quang phổ
spectroscopy	0	0	0	0	0	0	0	0	0	0	quang phổ
spectrum	0	0	0	0	0	0	0	0	0	0	quang phổ
