English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Azerbaijani Word
recreational	0	1	0	0	1	0	1	0	0	0	istirahət
recruit	0	0	0	0	0	0	0	0	0	0	işə götürmək
recruiting	0	0	0	0	0	0	0	0	0	0	işə qəbul
recruits	0	0	0	0	0	0	0	0	0	1	işə qəbul edir
rectangle	0	0	0	0	0	0	0	0	0	0	düzbucaqlı
rectangular	0	0	0	0	0	0	0	0	0	0	düzbucaqlı
rectification	0	0	0	0	0	0	0	0	0	0	düzəltmə
rectify	0	0	0	0	0	0	1	0	0	0	düzəltmək
rector	0	0	0	0	0	0	0	0	0	0	rektor
rectory	0	0	0	0	0	0	0	0	0	0	rektorluq
recumbent	0	0	0	0	0	0	0	0	0	0	uzanmış
recuperation	0	0	0	0	0	0	0	0	0	0	sağalma
recur	0	0	0	0	0	0	0	0	0	0	təkrar
recurrence	0	0	0	0	0	0	0	0	0	0	təkrarlanma
recurrent	0	1	0	0	0	0	0	0	0	0	təkrarlanan
recurring	0	0	0	0	0	0	0	0	0	0	təkrarlanan
recursion	0	0	0	0	0	0	0	0	0	0	rekursiya
recursive	0	0	0	0	0	0	0	0	0	0	rekursiv
recursively	0	0	0	0	0	0	0	0	0	0	rekursiv şəkildə
red	0	0	0	0	0	0	0	0	0	0	qırmızı
reddish	0	0	0	0	0	0	0	0	0	0	qırmızımtıl
redemption	0	0	0	0	0	0	1	0	0	0	satınalma
redness	0	0	0	0	0	0	0	0	0	0	qızartı
redress	0	0	0	0	0	0	1	0	0	0	düzəltmək
reduced	0	0	0	0	0	0	0	0	0	0	azaldılmış
reduction	0	0	0	0	0	0	0	0	0	0	azalma
redundancy	0	0	0	0	0	0	0	0	0	0	artıqlıq
redundant	0	0	0	0	0	1	0	0	0	0	lazımsız
reed	0	0	0	0	0	0	0	0	0	0	qamış
reef	0	0	0	0	0	0	0	0	0	0	rif
reefs	0	0	0	0	0	0	0	0	0	0	qayalar
reel	0	0	0	0	0	0	0	0	0	0	çarx
reestablish	0	0	0	0	0	0	0	0	0	0	yenidən qurmaq
referee	0	0	0	0	0	0	0	0	0	1	hakim
reference	0	0	0	0	0	0	0	0	0	0	istinad
referendum	0	0	0	0	0	0	0	0	0	0	referendum
refine	0	0	0	0	0	0	1	0	0	0	saflaşdırmaq
refinement	0	0	0	0	0	0	1	0	0	0	zəriflik
refinery	0	0	0	0	0	0	0	0	0	0	neft emalı zavodu
refining	0	0	0	0	0	0	0	0	0	0	saflaşdırma
refit	0	0	0	0	0	0	0	0	0	0	yenidən düzəldin
reflect	0	0	0	0	0	0	0	0	0	0	əks etdirmək
reflecting	0	0	0	0	0	0	0	0	0	0	əks etdirən
reflection	0	0	0	0	0	0	0	0	0	0	əks
reflective	0	0	0	0	0	0	0	0	0	0	əks etdirən
reflector	0	0	0	0	0	0	0	0	0	0	reflektor
reflex	0	0	0	0	0	0	0	0	1	0	refleks
reflux	0	0	1	0	0	1	0	0	0	0	reflü
reform	0	0	0	0	0	0	1	0	0	0	islahat
reformation	0	0	0	0	0	0	1	0	0	0	islahat
reformer	0	0	0	0	0	0	1	0	0	0	islahatçı
refraction	0	0	0	0	0	0	0	0	0	0	qırılma
refractor	0	0	0	0	0	0	0	0	0	0	refrakter
refractory	0	0	0	0	0	1	0	0	0	0	odadavamlı
refrain	0	0	0	0	0	0	0	0	0	0	çəkinmək
refraining	0	0	0	0	0	0	0	0	0	0	çəkinmək
refreshing	0	0	0	0	0	0	1	0	0	0	təravətləndirici
refrigerate	0	0	0	0	0	0	0	0	0	0	soyudun
refrigeration	0	0	0	0	0	0	0	0	0	0	soyuducu
refrigerator	0	0	0	0	0	0	0	0	0	0	soyuducu
refuge	0	0	0	0	0	0	0	0	0	0	sığınacaq
refugee	0	0	0	0	0	0	0	1	0	0	qaçqın
refund	0	0	0	0	0	0	0	0	0	0	geri qaytarmaq
refurbish	0	0	0	0	0	0	1	0	0	0	təmir etmək
refusal	0	0	0	0	0	1	0	0	0	0	imtina
refuse	0	0	0	0	0	1	0	0	0	0	imtina
refused	0	0	0	0	0	1	0	1	0	0	imtina etdi
refusing	0	0	0	0	0	0	0	0	0	0	imtina edir
refutation	0	0	0	1	0	0	0	0	0	0	təkzib
refute	0	0	0	0	0	0	0	0	0	0	təkzib etmək
regain	0	0	0	0	0	0	0	0	0	0	bərpa etmək
regal	0	0	0	0	0	0	1	0	0	1	kral
regalia	0	0	0	0	0	0	0	0	0	0	reqaliya
regatta	0	1	0	0	0	0	0	0	0	0	reqata
regency	0	0	0	0	0	0	0	0	0	0	regentlik
regenerate	0	0	0	0	0	0	0	0	0	0	bərpa etmək
regeneration	0	0	0	0	0	0	0	0	0	0	regenerasiya
regent	0	0	0	0	0	0	1	0	0	1	regent
regime	0	0	0	0	0	0	0	0	0	0	rejim
regimen	0	0	0	0	0	0	0	0	0	0	rejim
regiment	0	0	0	1	0	0	0	0	0	0	alay
region	0	0	0	0	0	0	0	0	0	0	bölgə
regional	0	0	0	0	0	0	0	0	0	0	regional
regionalism	0	0	0	0	0	0	0	0	0	0	regionalizm
register	0	0	0	0	0	0	0	0	0	0	qeydiyyatdan keçin
registrar	0	0	0	0	0	0	0	0	0	0	qeydiyyatçı
registration	0	0	0	0	0	0	0	0	0	0	qeydiyyat
registry	0	0	0	0	0	0	0	0	0	1	reyestr
regress	0	0	0	0	0	1	0	0	0	0	geriləmə
regression	0	0	0	0	0	1	0	0	0	0	reqressiya
regressive	0	0	0	0	0	1	1	0	0	0	reqressiv
regret	0	0	0	0	0	1	0	1	0	0	təəssüf
regrettable	0	0	0	0	0	1	0	1	0	0	təəssüfləndirici
regretted	0	0	0	0	0	1	0	1	0	0	peşman oldu
regretting	0	0	0	0	0	1	0	1	0	0	peşmançılıq
regular	0	0	0	0	0	0	0	0	0	0	müntəzəm
regularity	0	1	0	0	0	0	1	0	0	1	müntəzəmlik
regulars	0	0	0	0	0	0	0	0	0	0	müntəzəmlər
regulate	0	0	0	0	0	0	1	0	0	0	tənzimləmək
regulated	0	0	0	0	0	0	0	0	0	0	tənzimlənir
regulation	0	0	0	0	0	0	0	0	0	0	tənzimləmə
regulatory	0	0	0	1	0	1	0	0	0	0	tənzimləyici
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitasiya
rehabilitate	0	0	0	0	0	0	1	0	0	0	reabilitasiya etmək
rehabilitation	0	1	0	0	0	0	1	0	0	0	reabilitasiya
rehearsal	0	0	0	0	0	0	0	0	0	0	məşq
reign	0	0	0	0	0	0	0	0	0	0	hökmranlıq etmək
reimburse	0	0	0	0	0	0	1	0	0	0	geri qaytarmaq
reimbursement	0	0	0	0	0	0	1	0	0	1	kompensasiya
rein	0	0	0	0	0	1	0	0	0	0	cilovlamaq
reindeer	0	0	0	0	0	0	0	0	0	0	şimal maralı
reinforce	0	0	0	0	0	0	0	0	0	0	gücləndirmək
reinforcement	0	0	0	0	0	0	1	0	0	1	möhkəmləndirmə
reinforcements	0	0	0	0	0	0	0	0	0	1	armaturlar
reins	0	0	0	0	0	0	0	0	0	0	cilov
reinstall	0	0	0	0	0	0	0	0	0	0	yenidən quraşdırın
reinstate	0	0	0	0	0	0	1	0	0	0	bərpa etmək
reinstatement	0	0	0	0	0	0	0	0	0	0	bərpa
reinvest	0	0	0	0	0	0	0	0	0	0	yenidən investisiya etmək
reinvestment	0	0	0	0	0	0	0	0	0	0	yenidən investisiya
reiterate	0	0	0	0	0	0	0	0	0	0	təkrar etmək
reject	1	0	0	1	0	1	0	1	0	0	rədd etmək
rejected	0	0	0	0	0	1	0	0	0	0	rədd edildi
rejection	1	0	1	1	0	1	0	1	0	0	imtina
rejects	1	0	0	1	0	1	0	1	0	0	rədd edir
rejoice	0	1	0	0	1	0	1	0	1	1	sevinmək
rejoicing	0	1	0	0	1	0	1	0	1	0	sevindirici
rejoin	0	0	0	0	0	0	0	0	0	0	yenidən qoşulmaq
rejuvenate	0	0	0	0	0	0	1	0	0	0	cavanlaşdırmaq
rejuvenated	0	0	0	0	0	0	1	0	0	0	cavanlaşmış
rekindle	0	1	0	1	1	1	1	0	1	0	yenidən alovlanmaq
relapse	0	0	0	1	0	1	0	1	0	0	residiv
relate	0	0	0	0	0	0	0	0	0	0	aid etmək
related	0	0	0	0	0	0	0	0	0	1	əlaqəli
relation	0	0	0	0	0	0	0	0	0	0	münasibət
relationship	0	0	0	0	0	0	0	0	0	0	münasibət
relative	0	0	0	0	0	0	0	0	0	1	qohum
relativity	0	0	0	0	0	0	0	0	0	0	nisbilik
relaxant	0	0	0	0	0	0	0	0	0	0	rahatlaşdırıcı
relaxation	0	0	0	0	0	0	1	0	0	0	istirahət
relaxed	0	0	0	0	0	0	0	0	0	0	rahat
relay	0	0	0	0	0	0	0	0	0	0	rele
release	0	0	0	0	0	0	0	0	0	0	azad edin
released	0	0	0	0	0	0	0	0	0	0	sərbəst buraxıldı
relegation	0	0	0	0	0	1	0	0	0	0	aşağı liqaya düşmə
relevancy	0	0	0	0	0	0	0	0	0	0	aktuallıq
relevant	0	0	0	0	0	0	1	0	0	1	müvafiq
reliability	0	0	0	0	0	0	1	0	0	1	etibarlılıq
reliable	0	0	0	0	0	0	1	0	0	1	etibarlı
reliance	0	0	0	0	0	0	1	0	0	1	güvənmək
relic	0	0	0	0	0	0	0	0	0	0	relikt
relics	0	0	0	0	0	0	0	1	0	0	qalıqlar
relief	0	0	0	0	0	0	1	0	0	0	relyef
relieving	0	0	0	0	0	0	1	0	0	0	yüngülləşdirici
religion	0	0	0	0	0	0	0	0	0	1	din
religious	0	0	0	0	0	0	0	0	0	0	dini
relinquish	0	0	0	0	0	1	0	0	0	0	imtina etmək
relish	0	0	0	0	0	0	0	0	0	0	dadmaq
reluctance	0	0	0	0	0	0	0	0	0	0	istəksizlik
reluctant	0	0	0	1	0	1	0	0	0	0	istəksiz
remainder	0	0	0	0	0	0	0	0	0	0	qalıq
remaining	0	0	0	0	0	0	0	0	0	0	qalan
remains	0	0	1	1	0	1	1	0	0	1	qalır
remake	0	0	0	0	0	0	1	0	0	0	yenidən etmək
remand	1	0	0	0	0	1	0	0	0	0	həbs
remark	0	0	0	0	0	0	0	0	0	0	qeyd
remarkable	0	0	0	0	1	0	1	0	1	1	əlamətdar
remarkably	0	0	0	0	0	0	1	0	0	0	diqqətəlayiq şəkildə
remedial	0	0	0	0	0	1	0	0	0	0	islahedici
remedy	0	1	0	0	1	0	1	0	0	1	çarə
remember	0	0	0	0	0	0	0	0	0	0	xatırlayın
remembered	0	0	0	0	0	0	0	0	0	0	yadda
remembering	0	0	0	0	0	0	0	0	0	0	xatırlayaraq
remembrance	0	0	0	0	0	0	0	0	0	0	xatırlama
remind	0	0	0	0	0	0	0	0	0	0	xatırlatmaq
reminder	0	0	0	0	0	0	0	0	0	0	xatırlatma
remiss	1	0	1	0	0	1	0	1	0	0	bağışlamaq
remission	0	0	0	0	0	0	1	0	0	0	remissiya
remit	0	0	0	0	0	0	0	0	0	0	ötürmək
remittance	0	0	0	0	0	0	0	0	0	0	pul köçürməsi
remnant	0	0	0	0	0	0	0	0	0	0	qalıq
remodel	0	0	0	0	0	0	1	0	0	0	yenidən qurulması
remorse	0	0	0	0	0	1	0	1	0	0	peşmançılıq
remote	0	0	0	0	0	0	0	0	0	0	uzaqdan
remoteness	0	0	0	0	0	0	0	0	0	0	uzaqlıq
removal	0	0	0	0	0	1	0	0	0	0	çıxarılması
remove	1	0	0	1	0	1	0	1	0	0	çıxarın
remuneration	0	0	0	0	0	0	0	0	0	0	mükafat
renaissance	0	0	0	0	0	0	1	0	0	0	intibah
rencontre	0	0	0	0	0	1	0	0	0	0	recontre
rend	0	0	0	0	0	1	0	0	0	0	parçalamaq
render	0	0	0	0	0	0	1	0	0	0	göstərmək
rendering	0	0	0	0	0	0	0	0	0	0	göstərilməsi
rendezvous	0	0	0	0	0	0	0	0	0	0	görüş
rendition	0	0	0	0	0	0	0	0	0	0	ifa
renegade	1	0	0	0	0	1	0	0	0	0	dönük
renewal	0	0	0	0	0	0	1	0	0	0	yenilənmə
renounce	1	0	0	0	0	1	0	0	0	0	imtina etmək
renovate	0	1	0	0	0	0	1	0	0	0	təmir etmək
renovated	0	0	0	0	0	0	0	0	0	0	təmir olunub
renovation	0	1	0	0	1	0	1	0	0	0	təmir
renown	0	0	0	0	0	0	1	0	0	0	şöhrət
renowned	0	0	0	0	0	0	1	0	0	0	tanınmış
rent	0	0	0	0	0	0	0	0	0	0	icarə
rental	0	0	0	0	0	0	0	0	0	0	Avtomobil kirayəsi
renter	0	0	0	0	0	0	0	0	0	0	kirayəçi
renunciation	0	0	0	0	0	1	0	0	0	0	imtina
reorganization	0	0	0	0	0	0	0	0	0	0	yenidən təşkili
reorganize	0	0	0	0	0	0	1	0	0	0	yenidən təşkil etmək
repair	0	0	0	0	0	0	0	0	0	0	təmir
reparation	0	0	0	0	0	0	1	0	0	1	təzminat
repay	1	1	0	0	1	0	1	0	0	1	qaytarmaq
repayment	0	0	0	0	0	0	0	0	0	0	geri ödəmə
repeal	0	0	0	0	0	0	0	0	0	0	ləğv etmək
repeat	0	0	0	0	0	0	0	0	0	0	təkrarlamaq
repeated	0	0	0	0	0	0	0	0	0	0	təkrarlandı
repeatedly	0	0	0	0	0	0	0	0	0	0	dəfələrlə
repeater	0	0	0	0	0	0	0	0	0	0	təkrarlayıcı
repellant	0	0	1	1	0	1	0	0	0	0	itələyici
repellent	1	0	1	1	0	1	0	0	0	0	kovucu
repelling	0	0	1	0	0	1	0	0	0	0	dəf edən
repent	0	0	0	1	0	0	1	0	0	0	tövbə etmək
repentance	0	0	0	0	0	0	0	0	0	0	tövbə
repertoire	0	0	0	0	0	0	0	0	0	0	repertuar
repertory	0	0	0	0	0	0	0	0	0	0	repertuarı
repetition	0	0	0	0	0	0	0	0	0	0	təkrar
replace	0	0	0	0	0	0	0	0	0	0	əvəz et
replacement	0	0	0	0	0	0	0	0	0	0	yerdəyişmə
replenish	0	0	0	0	0	0	1	0	0	0	doldurmaq
replete	0	0	0	0	0	0	1	0	0	0	dolu
replication	0	0	0	0	0	0	0	0	0	0	replikasiya
reply	0	0	0	0	0	0	0	0	0	0	cavab ver
report	0	0	0	0	0	0	0	0	0	0	hesabat
reported	0	0	0	0	0	0	0	0	0	0	məlumat verdi
reporter	0	0	0	0	0	0	1	0	0	1	müxbir
repose	0	0	0	0	0	0	1	0	0	0	dincəlmək
reposition	0	0	0	0	0	0	0	0	0	0	yerini dəyişdirmək
repository	0	0	0	0	0	0	0	0	0	0	anbar
representation	0	0	0	0	0	0	0	0	0	0	təmsil
representative	0	0	0	0	0	0	0	0	0	0	nümayəndəsi
represented	0	0	0	0	0	0	1	0	0	0	təmsil olunan
representing	0	1	0	0	0	0	0	0	0	0	təmsil edir
repress	0	0	0	0	0	1	0	1	0	0	repressiya etmək
repressed	0	0	0	0	0	0	0	0	0	0	repressiya edilmişdir
repression	0	0	0	1	0	1	0	0	0	0	repressiya
reprieve	0	0	0	0	0	0	0	0	0	0	möhlət vermək
reprimand	1	0	0	0	0	1	0	0	0	0	töhmət
reprint	0	0	0	0	0	1	0	0	0	0	yenidən çap edin
reprisal	1	0	0	1	0	1	0	1	0	0	repressiya
reprise	0	0	0	0	0	0	0	0	0	0	təkrar
reproach	1	0	1	0	0	1	0	1	0	0	məzəmmət
reproduce	0	0	0	0	0	0	0	0	0	0	çoxaltmaq
reproduction	0	0	0	0	0	0	0	0	0	0	reproduksiya
reproductive	0	0	0	0	1	0	1	0	0	0	reproduktiv
reptile	0	0	0	0	0	0	0	0	0	0	sürünən
republic	0	0	0	0	0	1	0	0	0	0	respublika
republican	0	0	0	0	0	0	0	0	0	0	respublika
repudiation	1	0	1	0	0	1	0	0	0	0	inkar
repulsion	0	0	1	1	0	1	0	0	0	0	itələmə
repurchase	0	0	0	0	0	0	0	0	0	0	geri alqı-satqı
reputable	0	0	0	0	0	0	1	0	0	1	nüfuzlu
reputation	0	0	0	0	0	0	0	0	0	0	reputasiya
repute	0	0	0	0	0	0	0	0	0	0	nüfuz
request	0	0	0	0	0	0	0	0	0	0	xahiş
requiem	0	0	0	0	0	0	0	1	0	0	rekviyem
required	0	0	0	0	0	0	0	0	0	0	tələb olunur
requirement	0	0	0	0	0	0	0	0	0	0	tələb
requisite	0	0	0	0	0	0	0	0	0	0	şərt
requisition	0	0	0	0	0	0	0	0	0	0	rekvizisiya
rescind	0	0	0	0	0	1	0	0	0	0	ləğv etmək
rescission	0	0	0	0	0	1	0	0	0	0	ləğv
rescue	0	1	0	0	1	0	1	0	1	1	xilas
research	0	0	0	0	0	0	0	0	0	0	tədqiqat
resection	0	0	0	1	0	0	0	0	0	0	rezeksiyası
resemblance	0	0	0	0	0	0	0	0	0	0	oxşarlıq
resemble	0	0	0	0	0	0	0	0	0	0	bənzəmək
resembling	0	0	0	0	0	0	0	0	0	0	bənzəyir
resent	1	0	0	0	0	1	0	0	0	0	küsmək
resentful	1	0	0	0	0	1	0	0	0	0	küskün
resentment	1	0	1	0	0	1	0	1	0	0	inciklik
reservation	0	0	0	0	0	0	0	0	0	0	rezervasiya
reserve	0	0	0	0	0	0	1	0	0	0	ehtiyat
reserved	0	0	0	0	0	0	0	0	0	0	qorunur
reserves	0	0	0	0	0	0	0	0	0	0	ehtiyatlar
reservoir	0	0	0	0	0	0	0	0	0	0	su anbarı
reside	0	0	0	0	0	0	0	0	0	0	yaşamaq
residence	0	0	0	0	0	0	0	0	0	0	yaşayış yeri
residences	0	0	0	0	0	0	0	0	0	0	yaşayış yerləri
resident	0	0	0	0	0	0	1	0	0	0	sakini
residual	0	0	0	0	0	0	0	0	0	0	qalıq
residue	0	0	0	0	0	0	0	0	0	0	qalıq
resign	1	0	1	1	0	1	0	1	0	0	istefa ver
resignation	0	0	0	0	0	1	0	1	1	0	istefa
resigned	0	0	0	0	0	1	0	1	0	0	istefa verdi
resilience	0	0	0	0	0	0	0	0	0	0	dözümlülük
resilient	0	0	0	0	0	0	1	0	0	0	möhkəm
resin	0	0	0	0	0	0	0	0	0	0	qatran
resist	0	0	0	0	0	1	0	0	0	0	müqavimət göstərmək
resistance	1	0	0	0	0	1	0	0	0	0	müqavimət
resistant	0	0	0	1	0	1	0	0	0	0	davamlı
resisting	1	0	0	1	0	1	0	1	0	0	müqavimət göstərmək
resistive	0	0	0	0	0	0	1	0	0	0	müqavimətli
resolute	0	0	0	0	0	0	0	0	0	0	qətiyyətli
resolutely	0	0	0	0	0	0	1	0	0	0	qətiyyətlə
resolution	0	0	0	0	0	0	0	0	0	0	görüntü imkanı
resolve	0	0	0	0	0	0	0	0	0	0	həll etmək
resolved	0	0	0	0	0	0	0	0	0	0	həll olundu
resonance	0	0	0	0	0	0	0	0	0	0	rezonans
resonant	0	0	0	0	0	0	0	0	0	0	rezonanslı
resonate	0	0	0	0	0	0	0	0	0	0	rezonans doğurur
resonator	0	0	0	0	0	0	0	0	0	0	rezonator
resort	0	0	0	0	0	0	0	0	0	0	kurort
resounding	0	0	0	0	0	0	0	0	0	0	gurultulu
resources	0	0	0	0	1	0	1	0	0	1	resurslar
respect	0	1	0	0	1	0	1	0	0	1	hörmət
respectability	0	0	0	0	0	0	1	0	0	0	hörmətlilik
respectable	0	0	0	0	0	0	1	0	0	1	hörmətli
respected	0	0	0	0	0	0	0	0	0	0	hörmətli
respectful	0	0	0	0	0	0	1	0	0	1	hörmətli
respecting	0	0	0	0	0	0	1	0	0	0	hörmətlə
respective	0	0	0	0	0	0	0	0	0	0	əlaqədar
respects	0	0	0	0	0	0	1	0	0	1	hörmət edir
respiration	0	0	0	0	0	0	0	0	0	0	tənəffüs
respirator	0	0	0	0	0	0	0	0	0	0	respirator
respite	0	0	0	0	1	0	1	0	0	1	möhlət
resplendent	0	0	0	0	1	0	1	0	0	0	parlaq
respond	0	0	0	0	0	0	0	0	0	0	cavab ver
respondent	0	0	0	0	0	0	0	0	0	0	cavabdeh
response	0	0	0	0	0	0	0	0	0	0	cavab
responsibility	0	0	0	0	0	0	0	0	0	0	məsuliyyət
responsible	0	0	0	0	0	0	1	0	0	1	məsul
responsive	0	1	0	0	0	0	1	0	0	1	cavab verən
rest	0	0	0	0	0	0	1	0	0	0	istirahət
restaurant	0	0	0	0	0	0	0	0	0	0	restoran
restful	0	0	0	0	0	0	1	0	0	0	rahat
restitution	1	0	0	0	0	0	1	0	0	0	restitusiya
restlessness	0	1	0	0	0	0	0	0	0	0	narahatlıq
restoration	0	0	0	0	0	0	0	0	0	0	bərpa
restorative	0	1	0	0	1	0	1	0	0	1	bərpaedici
restored	0	0	0	0	0	0	0	0	0	0	bərpa olunub
restoring	0	0	0	0	0	0	1	0	0	0	bərpa edir
restrain	1	0	0	1	0	1	0	0	0	0	cilovlamaq
restrained	0	0	0	1	0	0	0	0	0	0	təmkinli
restraint	0	0	0	0	0	0	1	0	0	0	təmkin
restrict	0	0	0	0	0	1	0	1	0	0	məhdudlaşdırmaq
restricted	0	0	0	0	0	0	0	0	0	0	məhdudlaşdırılıb
restriction	1	0	0	1	0	1	0	1	0	0	məhdudiyyət
restrictive	0	0	0	0	0	1	0	0	0	0	məhdudlaşdırıcı
result	0	1	0	0	0	0	0	0	0	0	nəticə
resultant	0	1	0	0	0	0	0	0	0	0	nəticəsidir
resumption	0	0	0	0	0	0	1	0	0	0	bərpa
resurrection	0	0	0	0	0	0	0	0	0	0	dirilmə
resuscitation	0	0	0	0	0	0	0	0	0	0	reanimasiya
retail	0	0	0	0	0	0	0	0	0	0	pərakəndə
retailer	0	0	0	0	0	0	0	0	0	0	pərakəndə satıcı
retain	0	0	0	0	0	0	0	0	0	1	saxlamaq
retaining	0	0	0	0	0	0	0	0	0	0	saxlanması
retake	0	0	0	0	0	0	0	0	0	0	yenidən götürmək
retaliate	1	0	0	0	0	1	0	0	0	0	qisas almaq
retaliation	1	0	0	1	0	1	0	0	0	0	qisas
retaliatory	1	0	0	0	0	1	0	0	0	0	qisasçı
retard	0	0	1	1	0	1	0	1	0	0	ləngimək
retardation	0	0	0	0	0	1	0	0	0	0	geriləmə
retention	0	0	0	0	0	0	1	0	0	0	saxlama
retentive	0	0	0	0	0	0	0	0	0	0	saxlayan
reticent	0	0	0	1	0	1	0	0	0	0	susqun
retina	0	0	0	0	0	0	0	0	0	0	tor qişa
retired	0	0	0	0	0	0	0	0	0	0	təqaüdçü
retirement	0	1	0	1	1	1	1	1	0	1	pensiya
retiring	0	0	0	0	0	0	0	0	0	0	təqaüdə çıxır
retold	0	0	0	0	0	0	0	0	0	0	təkrar danışdı
retort	0	0	0	0	0	1	0	0	0	0	cavab vermək
retrace	0	0	0	0	0	0	0	0	0	0	retrace
retract	1	0	0	0	0	1	0	0	0	0	geri çəkmək
retraction	0	0	0	0	0	1	0	0	0	0	geri çəkilmə
retrenchment	0	0	0	1	0	1	0	0	0	0	ixtisar
retribution	1	0	0	1	0	1	0	1	0	0	qisas
retrieval	0	0	0	0	0	0	0	0	0	0	axtarış
retrieve	0	0	0	0	0	0	0	0	0	0	almaq
retriever	0	0	0	0	0	0	0	0	0	0	retriever
retroactive	0	0	0	0	0	0	0	0	0	0	geriyə
retrograde	0	0	0	0	0	1	0	0	0	0	retrograd
retrospect	0	0	0	0	0	0	0	0	0	0	retrospektiv
retrospective	0	0	0	0	0	0	0	0	0	0	retrospektiv
retrospectively	0	0	0	0	0	0	0	0	0	0	retrospektiv olaraq
return	0	0	0	0	0	0	0	0	0	0	qayıtmaq
reunion	0	1	0	0	0	0	1	0	0	1	qovuşmaq
reveal	0	0	0	0	0	0	0	0	0	0	aşkar etmək
revel	0	0	0	0	1	0	1	0	0	0	əylənmək
revelation	0	0	0	0	0	0	0	0	0	0	vəhy
revels	0	0	0	0	1	0	1	0	0	0	əylənir
revenge	1	1	0	1	0	1	0	0	1	0	intiqam
revenue	0	0	0	0	0	0	0	0	0	0	gəlir
reverberation	0	0	0	0	0	0	0	0	0	0	əks-səda
revere	0	1	0	0	1	0	1	0	0	1	hörmət etmək
reverence	0	0	0	0	1	0	1	0	0	1	ehtiram
reverend	0	0	0	0	1	0	1	0	0	0	möhtərəm
reverent	0	0	0	0	0	0	0	0	0	0	hörmətli
reverie	0	0	0	0	1	0	1	0	0	1	xəyal
reversal	1	0	1	0	0	1	0	0	1	0	tərs çevrilmə
reverse	0	0	0	0	0	0	0	0	0	0	tərs
reversion	0	0	0	0	0	0	0	0	0	0	dönüş
revert	0	0	0	0	0	0	0	0	0	0	qayıtmaq
reverting	0	0	0	0	0	0	0	0	0	0	geri dönən
review	0	0	0	0	0	0	0	0	0	0	baxış-icmal
reviewer	0	0	0	0	0	0	0	0	0	0	rəyçi
revise	0	0	0	0	0	0	1	0	0	0	yenidən nəzərdən keçirmək
revision	0	0	0	0	0	0	0	0	0	0	təftiş
revisit	0	0	0	0	0	0	0	0	0	0	yenidən nəzərdən keçirin
revival	0	1	0	0	1	0	1	0	0	1	dirçəliş
revive	0	1	0	0	0	1	1	0	0	0	canlandırmaq
revocation	0	0	0	0	0	1	0	0	0	0	ləğv
revoke	1	0	1	1	0	1	0	1	0	0	ləğv etmək
revolt	1	0	0	0	0	1	0	0	1	0	üsyan
revolting	1	0	1	1	0	1	0	0	0	0	üsyankar
revolution	1	1	0	1	0	1	1	1	1	0	inqilab
revolutionary	0	0	0	0	0	0	1	0	0	0	inqilabi
revolutionize	0	0	0	0	0	0	0	0	0	0	inqilab etmək
revolve	0	0	0	0	0	0	0	0	0	0	fırlanmaq
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	nifrət
reward	0	1	0	0	1	0	1	0	1	1	mükafat
rhetoric	0	0	0	0	0	0	0	0	0	0	ritorika
rhetorical	0	0	0	0	0	0	0	0	0	0	ritorik
rheumatism	1	0	0	1	0	1	0	1	0	0	revmatizm
rhyme	0	0	0	0	0	0	0	0	0	0	qafiyə
rhyming	0	0	0	0	0	0	0	0	0	0	qafiyəli
rhythm	0	0	0	0	0	0	1	0	0	0	ritm
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmik
rib	0	0	0	0	0	0	0	0	0	0	qabırğa
ribbed	0	0	0	0	0	0	0	0	0	0	qabırğalı
ribbon	1	1	0	0	1	0	1	0	0	0	lent
rice	0	0	0	0	0	0	0	0	0	0	düyü
riches	0	0	0	0	0	0	0	0	0	0	sərvətlər
richness	0	0	0	0	0	0	1	0	0	0	zənginlik
rick	0	0	0	0	0	0	0	0	0	0	rik
rickety	0	0	0	0	0	1	0	0	0	0	cılız
rid	0	0	0	0	0	0	0	0	0	0	qurtarmaq
riddance	0	0	0	0	0	0	0	0	0	0	qurtarmaq
riddle	0	0	0	0	0	0	0	0	1	0	tapmaca
riddled	0	0	0	0	0	1	0	0	0	0	deşik-deşik
ride	0	0	0	0	0	0	0	0	0	0	Sürmək
rider	0	0	0	0	0	0	1	0	0	0	atlı
ridge	0	0	0	0	0	0	0	0	0	0	silsiləsi
ridicule	1	0	1	0	0	1	0	1	0	0	istehza
ridiculous	1	0	1	0	0	1	0	0	0	0	gülünc
riding	0	0	0	0	0	0	0	0	0	0	sürmək
rife	0	0	0	0	0	1	0	0	0	0	bol
rifle	1	0	0	1	0	1	0	0	0	0	tüfəng
rifles	0	0	0	0	0	0	0	0	0	0	tüfənglər
rift	0	0	0	0	0	1	0	0	0	0	yarıq
rig	0	0	0	0	0	0	0	0	0	0	qurğu
rigging	0	0	0	0	0	0	0	0	0	0	armatur
righteous	0	0	0	0	0	0	1	0	0	0	saleh
rightful	0	0	0	0	0	0	1	0	0	0	haqlı
rightly	0	0	0	0	0	0	1	0	0	0	haqlı olaraq
rigid	0	0	0	0	0	1	0	0	0	0	sərt
