English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Estonian Word
separately	0	0	0	0	0	0	0	0	0	0	eraldi
separation	0	0	0	0	0	0	0	0	0	0	eraldamine
separatist	1	0	1	0	0	1	0	0	0	0	separatist
sepia	0	0	0	0	0	0	0	0	0	0	seepia
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sept
septic	0	0	1	0	0	1	0	0	0	0	septik
septum	0	0	0	0	0	0	0	0	0	0	vahesein
sequel	0	1	0	0	0	0	0	0	0	0	järg
sequence	0	0	0	0	0	0	0	0	0	0	järjestus
sequent	0	0	0	0	0	0	0	0	0	0	järjestikused
sequestered	0	0	0	0	0	0	0	0	0	0	sekvestreeritud
sequestration	0	0	0	0	0	1	0	1	0	0	sekvestreerimine
serene	0	0	0	0	0	1	0	0	0	1	rahulik
serenity	0	1	0	0	1	0	1	0	0	1	rahulikkus
sergeant	0	0	0	0	0	0	0	0	0	0	seersant
serial	0	1	0	0	0	0	0	0	0	0	sari
series	0	0	0	0	0	0	0	0	0	1	seeria
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	tõsidus
sermon	0	0	0	0	0	0	1	0	0	1	jutlus
serpent	0	0	1	1	0	1	0	0	0	0	madu
serpentine	0	0	0	0	0	0	0	0	0	0	serpentiin
serrated	0	0	0	0	0	0	0	0	0	0	sakiline
serum	0	0	0	0	0	0	1	0	0	0	seerum
servant	0	0	0	0	0	1	0	0	0	1	sulane
serve	0	0	0	0	0	1	0	0	0	1	teenima
service	0	0	0	0	0	0	0	0	0	0	teenust
serviceable	0	0	0	0	0	0	0	0	0	0	töökorras
servile	0	0	1	1	0	1	0	1	0	0	serviilne
servitude	0	0	0	0	0	1	0	0	0	0	pärisorjus
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	istungil
sessions	0	0	0	0	0	0	0	0	0	0	istungid
set	0	0	0	0	0	0	0	0	0	0	seatud
setback	0	0	0	0	0	1	0	1	0	0	tagasilöök
sett	0	0	0	0	0	0	0	0	0	0	sett
setter	0	0	0	0	0	0	0	0	0	0	seadja
settle	0	0	0	0	0	0	0	0	0	0	lahendama
settled	0	0	0	0	0	0	0	0	0	0	lahendatud
settler	0	0	0	0	0	0	0	0	0	0	asunik
settlor	0	0	0	1	0	0	1	0	0	0	asunik
seventh	0	0	0	0	0	0	0	0	0	0	seitsmes
seventy	0	0	0	0	0	0	0	0	0	0	seitsekümmend
sever	0	0	0	0	0	1	0	0	0	0	katkestama
severable	0	0	0	0	0	0	0	0	0	0	eraldatav
severally	0	0	0	0	0	0	0	0	0	0	mitu korda
severance	0	0	0	0	0	0	0	1	0	0	lahkuminek
severely	0	0	0	0	0	0	0	0	0	0	tõsiselt
severity	0	0	0	0	0	0	0	0	0	0	tõsidus
sew	0	0	0	0	0	0	0	0	0	0	õmblema
sewage	0	0	1	0	0	1	0	0	0	0	kanalisatsioon
sewer	0	0	1	0	0	0	0	0	0	0	kanalisatsioon
sewerage	0	0	1	0	0	1	0	0	0	0	kanalisatsioon
sex	0	1	0	0	1	0	1	0	0	1	seks
sexuality	0	0	0	0	0	0	0	0	0	0	seksuaalsus
sexy	0	0	0	0	0	0	0	0	0	0	seksikas
shabby	0	0	1	0	0	1	0	0	0	0	räbal
shack	0	0	1	0	0	1	0	1	0	0	onn
shackle	1	1	1	1	0	1	0	1	0	0	köidikuga
shade	0	0	0	0	0	0	0	0	0	0	varju
shades	0	0	0	0	0	0	0	0	0	0	toonid
shading	0	0	0	0	0	0	0	0	0	0	varjutamine
shadow	0	0	0	0	0	0	0	0	0	0	vari
shadowy	0	0	0	0	0	0	0	0	0	0	varjuline
shady	0	0	0	1	0	1	0	0	0	0	varjuline
shaft	0	0	0	0	0	0	0	0	0	0	võll
shag	0	0	0	0	0	0	0	0	0	0	shag
shaggy	0	0	0	0	0	0	0	0	0	0	pulstunud
shake	0	0	0	0	0	0	0	0	0	0	raputama
shaken	0	0	0	0	0	0	0	0	0	0	raputatud
shaking	0	0	0	1	0	1	0	0	0	0	raputades
shaky	1	1	0	1	0	1	0	0	0	0	raputav
sham	1	0	1	0	0	1	0	0	0	0	teeseldud
shaman	0	0	0	0	0	0	0	0	0	0	šamaan
shambles	0	0	0	0	0	1	0	0	0	0	segamini
shame	0	0	1	1	0	1	0	1	0	0	häbi
shameful	0	0	0	0	0	1	0	1	0	0	häbiväärne
shameless	0	0	1	0	0	1	0	0	0	0	häbematu
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	sääre
shanty	0	0	0	0	0	0	0	0	0	0	sänt
shape	0	0	0	0	0	0	1	0	0	0	kuju
shapely	0	0	0	0	0	0	1	0	0	0	vormikas
share	0	1	0	0	1	0	1	0	0	1	jagada
shareholder	0	0	0	0	0	0	0	0	0	0	aktsionär
shark	0	0	0	0	0	1	0	0	0	0	hai
sharpen	1	1	0	0	0	0	0	0	0	0	teritama
sharpened	0	0	0	0	0	0	0	0	0	0	teritatud
sharpener	0	0	0	0	0	0	0	0	0	0	teritaja
sharpness	0	0	0	0	0	0	0	0	0	0	teravus
shatter	1	0	0	1	0	1	0	1	1	0	purustada
shattered	0	0	0	0	0	1	0	1	0	0	purustatud
shave	0	0	0	0	0	0	0	0	0	0	raseerima
shaving	0	0	0	0	0	0	0	0	0	0	raseerimine
shawl	0	0	0	0	0	0	0	0	0	0	rätik
sheaf	0	0	0	0	0	0	0	0	0	0	vits
shear	0	0	0	0	0	0	0	0	0	0	lõikamine
shears	0	0	0	0	0	0	0	0	0	0	käärid
sheath	0	0	0	0	0	0	0	0	0	0	ümbris
sheathing	0	0	0	0	0	0	0	0	0	0	ümbris
shed	0	0	0	0	0	1	0	0	0	0	kuur
sheen	0	0	0	0	0	0	0	0	0	0	sära
sheep	0	0	0	0	0	0	0	0	0	0	lambad
sheer	0	0	0	0	0	0	0	0	0	0	puhas
sheet	0	0	0	0	0	0	0	0	0	0	leht
shelf	0	0	0	0	0	0	0	0	0	0	riiul
shell	1	0	0	1	0	1	0	1	1	0	kest
shellfish	0	0	0	0	0	0	0	0	0	0	karbid
shelter	0	0	0	0	0	0	1	0	0	1	peavarju
shelved	0	0	0	0	0	1	0	0	0	0	riiulitel
shepherd	0	0	0	0	0	0	1	0	0	1	karjane
sheriff	0	0	0	0	0	0	0	0	0	1	šerif
sherry	0	0	0	0	0	0	0	0	0	0	šerri
shield	0	0	0	0	0	0	0	0	0	0	kilp
shift	0	0	0	0	0	0	0	0	0	0	nihe
shifting	0	0	0	0	0	0	0	0	0	0	nihutamine
shilling	0	0	0	0	0	0	0	0	0	0	šilling
shimmer	0	0	0	0	0	0	0	0	0	0	virvendama
shin	0	0	0	0	0	0	0	0	0	0	säär
shine	0	0	0	0	0	0	1	0	0	0	särama
shingle	0	0	0	0	0	0	0	0	0	0	sindel
shining	0	1	0	0	1	0	1	0	0	0	särav
shiny	0	0	0	0	0	0	0	0	0	0	läikiv
ship	0	1	0	0	0	0	0	0	0	0	laev
shipment	0	0	0	0	0	0	0	0	0	0	saadetis
shipping	0	0	0	0	0	0	0	0	0	0	saatmine
shipwreck	0	0	0	1	0	1	0	1	0	0	laevahukk
shire	0	0	0	0	0	0	0	0	0	0	maakond
shirt	0	0	0	0	0	0	0	0	0	0	särk
shit	1	0	1	0	0	1	0	0	0	0	jama
shiver	1	1	0	1	0	1	0	1	0	0	värisema
shivering	0	0	0	0	0	0	0	0	0	0	värisemine
shoals	0	0	0	0	0	0	0	0	0	0	madalikud
shock	1	0	0	1	0	1	0	0	1	0	šokk
shockingly	0	0	0	0	0	0	0	0	1	0	šokeerivalt
shoddy	1	0	1	0	0	1	0	0	0	0	kehv
shoe	0	0	0	0	0	0	0	0	0	0	kinga
shoemaker	0	0	0	0	0	0	0	0	0	0	kingsepp
shoot	1	0	0	1	0	1	0	0	0	0	tulistada
shooter	0	0	0	1	0	0	0	0	0	0	laskur
shooting	1	0	0	1	0	1	0	0	0	0	tulistamist
shop	0	0	0	0	0	0	0	0	0	0	pood
shopkeeper	0	0	0	0	0	0	0	0	0	1	poepidaja
shoplifting	1	0	1	0	0	1	0	0	0	0	poevargused
shopping	0	1	0	0	1	0	1	0	1	1	ostlemine
shore	0	0	0	0	0	0	0	0	0	0	kaldal
shorn	0	0	0	0	0	0	0	0	0	0	pügatud
short	0	0	0	0	0	0	0	0	0	0	lühike
shortage	1	0	0	1	0	1	0	1	0	0	puudus
shortcoming	0	0	0	0	0	1	0	0	0	0	puudujääk
shorten	0	0	0	0	0	0	0	0	0	0	lühendada
shortening	0	0	0	0	0	0	0	0	0	0	lühendamine
shorthand	0	0	0	0	0	0	0	0	0	0	kiirkiri
shortly	0	1	0	0	0	0	0	0	0	0	varsti
shortness	0	0	0	0	0	0	0	0	0	0	lühidus
shorts	0	0	0	0	0	0	0	0	0	0	lühikesed püksid
shot	1	0	0	1	0	1	0	1	1	0	tulistas
shotgun	0	0	0	0	0	0	0	0	0	0	jahipüss
shoulder	0	0	0	0	0	0	1	0	0	1	õlg
shout	1	0	0	0	0	0	0	0	1	0	karjuda
shove	1	0	0	0	0	1	0	0	0	0	lükkama
shovel	0	0	0	0	0	0	0	0	0	0	labidas
shoveling	0	0	0	0	0	0	0	0	0	0	kühveldamine
show	0	0	0	0	0	0	0	0	0	1	näidata
shower	0	0	0	0	0	0	0	0	0	0	dušš
showing	0	0	0	0	0	0	0	0	0	0	näitamine
showy	0	0	0	0	0	1	0	0	0	0	efektne
shrapnel	0	0	0	1	0	0	0	0	0	0	šrapnellid
shred	0	0	0	0	0	0	0	0	0	0	hakkima
shrewd	0	0	0	0	0	0	1	0	0	0	kaval
shriek	1	0	0	1	0	1	0	1	1	0	karjuda
shrill	1	0	0	1	0	1	0	0	1	0	kriiskav
shrimp	0	0	0	0	0	0	0	0	0	0	krevetid
shrine	0	0	0	0	0	0	0	0	0	0	pühamu
shrink	0	0	0	1	0	1	0	1	0	0	kahanema
shrinking	0	0	0	0	0	0	0	0	0	0	kahanevad
shroud	0	0	0	0	0	0	0	1	0	0	surilina
shrub	0	0	0	0	0	0	0	0	0	0	põõsas
shrubbery	0	0	0	0	0	0	0	0	0	0	põõsastik
shrug	0	0	0	0	0	0	0	0	0	0	kehita õlgu
shrunk	0	0	0	0	0	1	0	0	0	0	kahanenud
shudder	0	0	0	1	0	1	0	0	0	0	värisema
shuffle	0	0	0	0	0	0	0	0	0	0	segada
shuffling	0	0	0	0	0	0	0	0	0	0	segamine
shun	1	0	1	0	0	1	0	1	0	0	vältima
shunt	0	0	0	0	0	0	0	0	0	0	šunt
shut	0	0	0	0	0	0	0	0	0	0	kinni
shutter	0	0	0	0	0	0	0	0	0	0	katik
shuttle	0	0	0	0	0	0	0	0	0	0	süstik
sib	0	0	0	0	0	0	0	0	0	1	õde
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	haige
sickening	1	0	1	1	0	1	0	1	0	0	haiget tekitav
sickle	0	0	0	0	0	0	0	0	0	0	sirp
sickly	0	0	1	0	0	1	0	1	0	0	haiglane
sickness	0	0	1	1	0	1	0	1	0	0	haigus
side	0	0	0	0	0	0	0	0	0	0	pool
sideboard	0	0	0	0	0	0	0	0	0	0	puhvetkapp
sidestep	0	0	0	0	0	0	0	0	0	0	kõrvalsamm
sideways	0	0	0	0	0	0	0	0	0	0	külili
siege	0	0	0	0	0	0	0	0	0	0	piiramine
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	sõela
sifting	0	0	0	0	0	0	0	0	0	0	sõelumine
sigh	0	0	0	0	0	0	0	0	0	0	ohkama
sight	0	0	0	0	0	0	0	0	0	0	nägemine
sign	0	0	0	0	0	0	0	0	0	0	märk
signal	0	0	0	0	0	0	0	0	0	0	signaal
signature	0	0	0	0	0	0	0	0	0	1	allkiri
significance	0	0	0	0	0	0	0	0	0	0	tähtsus
significant	0	0	0	0	0	0	0	0	0	0	märkimisväärne
signification	0	0	0	0	0	0	0	0	0	0	tähistamine
signify	0	1	0	0	0	0	0	0	0	0	tähistama
signpost	0	0	0	0	0	0	0	0	0	0	teeviit
silent	0	0	0	0	0	0	0	0	0	0	vaikne
silently	0	0	0	0	0	0	0	0	0	0	vaikselt
silhouette	0	0	0	0	0	0	0	0	0	0	siluett
silk	0	0	0	0	0	0	1	0	0	0	siid
silken	0	0	0	0	0	0	0	0	0	0	siidine
silky	0	0	0	0	0	0	0	0	0	0	siidine
sill	0	0	0	0	0	0	0	0	0	0	künnis
silliness	0	0	0	0	0	0	0	0	0	0	rumalus
silly	0	0	0	0	1	1	0	0	0	0	rumal
silt	0	0	0	0	0	0	0	0	0	0	muda
silver	0	0	0	0	0	0	0	0	0	0	hõbedane
silvery	0	0	0	0	0	0	0	0	0	0	hõbedane
similar	0	0	0	0	0	0	0	0	0	0	sarnased
similarity	0	0	0	0	0	0	0	0	0	0	sarnasus
simile	0	0	0	0	0	0	0	0	0	0	sarnasus
simmer	1	1	0	0	0	0	0	0	0	0	hauta
simmering	0	1	0	0	0	0	0	0	0	0	podisedes
simple	0	0	0	0	0	0	0	0	0	0	lihtne
simples	0	0	0	0	0	0	0	0	0	0	lihtsad
simplify	0	1	0	0	1	0	1	0	1	1	lihtsustama
simply	0	0	0	0	0	0	0	0	0	0	lihtsalt
simulate	0	0	0	0	0	0	0	0	0	0	simuleerida
simulated	0	0	0	0	0	0	0	0	0	0	simuleeritud
simulating	0	0	0	0	0	0	0	0	0	0	simuleerides
simulation	0	0	0	0	0	0	0	0	0	0	simulatsioon
simultaneous	0	0	0	0	0	0	0	0	0	0	samaaegne
simultaneously	0	0	0	0	0	0	0	0	0	0	samaaegselt
sin	1	0	1	1	0	1	0	1	0	0	patt
sincere	0	0	0	0	0	0	1	0	0	1	siiras
sincerity	0	0	0	0	0	0	1	0	0	0	siirus
sinful	1	0	1	1	0	1	0	1	0	0	patune
sing	0	1	0	0	1	0	1	1	0	1	laulma
singer	0	0	0	0	0	0	0	0	0	0	laulja
single	0	0	0	0	0	0	0	0	0	0	vallaline
singly	0	0	0	0	0	0	1	0	0	0	üksikult
singular	0	0	0	0	0	0	0	0	0	0	ainsus
singularity	0	0	0	0	0	0	0	0	0	0	singulaarsus
singularly	0	0	0	0	0	0	0	0	1	0	üksikult
sinister	1	0	1	1	0	1	0	0	0	0	kurjakuulutav
sink	0	0	0	0	0	0	0	0	0	0	kraanikauss
sinner	1	0	1	1	0	1	0	1	0	0	patune
sinning	0	0	1	0	0	1	0	0	0	0	patustamist
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	lonks
siphon	0	0	0	0	0	0	0	0	0	0	sifoon
sir	0	0	0	0	0	0	1	0	0	1	härra
sire	0	0	0	0	0	0	0	0	0	0	isa
siren	0	0	0	1	0	1	0	0	0	0	sireen
sissy	0	0	0	0	0	1	0	0	0	0	õeke
sister	0	0	0	0	0	0	0	0	0	0	õde
sisterhood	1	0	0	0	0	0	1	1	1	1	õdekond
site	0	0	0	0	0	0	0	0	0	0	saidile
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	istudes
situate	0	0	0	0	0	0	0	0	0	0	asetada
situated	0	0	0	0	0	0	0	0	0	0	asub
situation	0	0	0	0	0	0	0	0	0	0	olukord
sixth	0	0	0	0	0	0	0	0	0	0	kuues
sixty	0	0	0	0	0	0	0	0	0	0	kuuskümmend
size	0	0	0	0	0	0	0	0	0	0	suurus
sizzle	1	0	0	0	0	0	0	0	0	0	siblima
skate	0	0	0	0	0	0	0	0	0	0	uisutada
skating	0	0	0	0	0	0	0	0	0	0	uisutamine
skein	0	0	0	0	0	0	0	0	0	0	tokk
skeleton	0	0	0	0	0	0	0	0	0	0	skelett
skeptic	0	0	0	0	0	0	0	0	0	0	skeptik
skeptical	0	0	0	0	0	1	0	0	0	0	skeptiline
skepticism	0	0	0	0	0	0	0	0	0	0	skeptilisus
sketch	0	0	0	0	0	0	0	0	0	0	eskiis
sketchy	0	0	0	0	0	1	0	0	0	0	visandlik
skewed	1	1	0	0	0	1	0	0	0	0	viltu
skewer	0	0	0	0	0	0	0	0	0	0	varras
ski	0	0	0	0	0	0	0	0	0	0	suusatada
skid	1	0	0	1	0	1	0	1	0	0	libisemine
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	oskus
skilled	0	0	0	0	0	0	1	0	0	0	oskuslikud
skillet	0	0	0	0	0	0	0	0	0	0	pannil
skillful	0	0	0	0	0	0	1	0	0	1	osav
skim	0	0	0	0	0	0	0	0	0	0	koorima
skin	0	0	0	0	0	0	0	0	0	0	nahka
skinny	0	0	0	0	0	0	0	0	0	0	kõhn
skip	0	0	0	0	0	1	0	0	0	0	vahele jätma
skipper	0	0	0	0	0	0	0	0	0	0	kapten
skirmish	1	0	0	0	0	1	0	0	0	0	tüli
skirt	0	0	0	0	0	0	0	0	0	0	seelik
skirting	0	0	0	0	0	0	0	0	0	0	põrandaliistud
skirts	0	0	0	0	0	0	0	0	0	0	seelikud
skit	0	0	0	0	0	0	0	0	0	0	skits
skull	0	0	0	0	0	0	0	0	0	0	kolju
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	taevas
skyscraper	0	0	0	0	0	0	0	0	0	0	pilvelõhkuja
slab	0	0	0	0	0	0	0	0	0	0	plaat
slack	0	0	0	0	0	1	0	0	0	0	lõtv
slag	0	0	0	0	0	1	0	0	0	0	räbu
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	laim
slanderous	0	0	0	0	0	1	0	0	0	0	laimav
slang	0	0	0	0	0	0	0	0	0	0	släng
slant	0	0	0	0	0	0	0	0	0	0	kaldus
slap	1	0	0	0	0	1	0	0	1	0	laks
slash	1	0	0	0	0	0	0	0	0	0	kaldkriips
slashes	0	0	0	0	0	0	0	0	0	0	kaldkriipsud
slate	0	0	0	0	0	0	1	0	0	0	kiltkivi
slates	0	0	0	0	0	0	0	0	0	0	kiltkivid
slaughter	1	0	1	1	0	1	0	1	1	0	tapmine
slaughterhouse	1	0	1	1	0	1	0	1	0	0	tapamaja
slaughtering	1	0	1	1	0	1	0	1	1	0	tapmine
slave	1	0	0	1	0	1	0	1	0	0	ori
slavery	1	0	1	1	0	1	0	1	0	0	orjus
slay	1	0	0	0	0	1	0	0	0	0	tapma
slayer	1	0	1	1	0	1	0	1	1	0	tapja
sledge	0	0	0	0	0	0	0	0	0	0	kelk
sleek	0	0	0	0	0	0	1	0	0	0	klanitud
sleep	0	0	0	0	0	0	0	0	0	0	magama
sleeper	0	0	0	0	0	0	0	0	0	0	magaja
sleeping	0	0	0	0	0	0	0	0	0	0	magab
sleeplessness	0	0	0	0	0	0	0	0	0	0	unetus
sleepy	0	0	0	0	0	0	0	0	0	0	unine
sleet	0	0	0	0	0	1	0	0	0	0	lörtsi
sleeve	0	0	0	0	0	0	0	0	0	0	varrukas
sleeveless	0	0	0	0	0	0	0	0	0	0	varrukateta
sleigh	0	0	0	0	0	0	0	0	0	0	kelk
sleight	0	0	0	0	0	0	0	0	0	0	kelk
slender	0	0	0	0	0	0	1	0	0	0	sihvakas
sleuth	0	0	0	0	0	0	0	0	0	0	luusik
slice	0	0	0	0	0	0	0	0	0	0	viil
slick	0	0	0	0	0	0	0	0	0	0	libe
slide	0	0	0	0	0	0	0	0	0	0	libisema
sliding	0	0	0	0	0	0	0	0	0	0	libistades
slight	0	0	0	0	0	0	0	0	0	0	vähene
slightly	0	0	0	0	0	0	0	0	0	0	veidi
slim	0	0	0	0	0	0	1	0	0	0	sale
slime	0	0	1	0	0	0	0	0	0	0	lima
slimy	0	0	1	0	0	1	0	0	0	0	limane
sling	0	0	0	0	0	0	0	0	0	0	tropp
slink	0	0	0	0	0	1	0	0	0	0	libisema
slip	0	0	0	0	0	1	0	0	1	0	libisemine
slipper	0	0	0	0	0	0	0	0	0	0	suss
slippers	0	0	0	0	0	0	0	0	0	0	sussid
slit	0	0	0	0	0	0	0	0	0	0	pilu
sliver	0	0	0	0	0	0	0	0	0	0	killuke
slogan	0	0	0	0	0	0	0	0	0	0	loosung
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	lohk
slope	0	0	0	0	0	0	0	0	0	0	kalle
sloppy	0	0	1	0	0	1	0	0	0	0	lohakas
slot	0	0	0	0	0	0	0	0	0	0	pesa
sloth	0	0	1	0	0	1	0	0	0	0	laiskloom
slouch	0	0	0	0	0	1	0	0	0	0	loid
slough	0	0	0	0	0	1	0	0	0	0	lörts
slow	0	0	0	0	0	0	0	0	0	0	aeglane
slowly	0	0	0	0	0	0	0	0	0	0	aeglaselt
slowness	0	0	0	0	0	1	0	0	0	0	aeglus
sludge	0	0	1	0	0	1	0	0	0	0	muda
slug	0	0	1	0	0	1	0	0	0	0	nälkjas
sluggish	0	0	0	0	0	1	0	1	0	0	loid
sluice	0	0	0	0	0	0	0	0	0	0	lüüsist
slum	0	0	1	0	0	1	0	0	0	0	slumm
slumber	0	0	0	0	0	0	0	0	0	0	uni
slump	0	0	0	0	0	1	0	1	0	0	madalseis
slur	1	0	1	0	0	1	0	1	0	0	lärm
slush	0	0	1	0	0	1	0	0	1	0	lörts
slut	1	0	1	0	0	1	0	0	0	0	lits
sly	1	0	1	1	0	1	0	0	0	0	kaval
smack	1	0	0	0	0	1	0	0	0	0	maitsma
small	0	0	0	0	0	1	0	0	0	0	väike
smaller	0	0	0	0	0	0	0	0	0	0	väiksem
smallest	0	0	0	0	0	0	0	0	0	0	väikseim
smash	1	0	0	1	0	1	0	0	0	0	purustada
smashed	0	0	0	0	0	1	0	0	0	0	purustatud
smattering	0	0	0	0	0	1	0	0	0	0	segane
smear	0	0	0	0	0	0	0	0	0	0	määrima
smell	1	0	1	0	0	1	0	0	0	0	lõhn
smelling	0	0	1	0	0	1	0	0	0	0	lõhnav
smelt	0	0	0	0	0	0	0	0	0	0	haises
smile	0	0	0	0	1	0	1	0	1	1	naerata
smiling	0	0	0	0	1	0	1	0	0	0	naeratades
smirk	0	0	0	0	0	1	0	0	0	0	muigama
smite	1	0	0	1	0	1	0	1	0	0	lööma
smith	0	0	0	0	0	0	0	0	0	1	sepp
smitten	0	0	0	0	0	0	1	0	0	0	löödud
smoker	0	0	0	0	0	1	0	0	0	0	suitsetaja
smokey	0	0	0	0	0	0	0	0	0	0	suitsune
smoking	0	0	0	0	0	0	0	0	0	0	suitsetamine
smoky	0	0	0	0	0	0	0	0	0	0	suitsune
smoldering	0	0	0	0	0	0	0	0	0	0	hõõguv
smoothly	0	0	0	0	0	0	0	0	0	0	sujuvalt
smoothness	0	0	0	0	0	0	1	0	0	0	siledus
smother	1	0	0	0	0	1	0	0	0	0	lämmatama
smudge	0	0	0	0	0	1	0	0	0	0	plekk
smug	0	0	0	0	0	1	0	0	0	0	enesetundeline
smuggle	0	0	0	1	0	1	0	0	0	0	salakaubavedu
smuggler	1	0	1	1	0	1	0	0	0	0	salakaubavedaja
smuggling	0	0	0	0	0	1	0	0	0	0	salakaubavedu
smut	0	0	1	1	0	1	0	0	0	0	sodi
snack	0	0	0	0	0	0	0	0	0	0	suupiste
snacks	0	0	0	0	0	0	0	0	0	0	suupisted
snag	0	0	0	0	0	1	0	0	1	0	tüügas
snags	0	0	0	0	0	1	0	0	0	0	tõrked
snail	0	0	0	0	0	0	0	0	0	0	tigu
snake	0	0	1	1	0	1	0	0	0	0	madu
snap	0	0	0	0	0	0	0	0	0	0	klõps
snapshot	0	0	0	0	0	0	0	0	0	0	hetktõmmis
snare	0	0	0	1	0	1	0	0	0	0	lõksu
snarl	1	0	1	0	0	1	0	0	0	0	urisema
snarling	1	0	0	0	0	1	0	0	0	0	nurrudes
snatch	0	0	0	0	0	0	0	0	0	0	kahmama
sneak	1	0	0	1	0	1	0	0	1	0	hiilima
sneakers	0	0	0	0	0	0	0	0	0	0	tossud
sneaking	0	1	0	1	0	1	0	0	0	1	hiilimine
sneer	1	0	1	0	0	1	0	0	0	0	irvitama
sneeze	0	0	1	0	0	1	0	0	1	0	aevastama
sneezing	0	0	0	0	0	0	0	0	0	0	aevastamine
snicker	0	0	0	0	0	0	1	0	0	0	naerma
snide	0	0	0	0	0	1	0	0	0	0	nõksu
sniff	0	0	0	0	0	0	0	0	0	0	nuusutama
snip	0	0	0	0	0	0	0	0	0	0	lõikama
snipe	0	0	0	0	0	0	0	0	0	0	näkk
snippet	0	0	0	0	0	0	0	0	0	0	katkend
snob	0	0	0	0	0	1	0	0	0	0	snoob
snoopy	0	0	0	0	0	0	0	0	0	0	nuusklik
snooze	0	0	0	0	0	0	0	0	0	0	uinak
snore	0	0	0	0	0	0	0	0	0	0	norskama
snort	0	0	0	0	0	0	0	1	0	0	norskama
snout	0	0	0	0	0	0	0	0	0	0	koon
snow	0	0	0	0	0	0	0	0	0	0	lumi
snowball	0	0	0	0	0	0	0	0	0	0	lumepall
snowflake	0	0	0	0	0	0	0	0	0	0	lumehelves
snowy	0	0	0	0	0	0	0	0	0	0	lumine
snuff	0	0	0	0	0	0	0	0	0	0	nuusktubakas
soak	0	0	0	0	0	1	0	0	0	0	leotada
soaking	0	0	0	0	0	0	0	0	0	0	leotamine
soap	0	0	0	0	0	0	0	0	0	0	seep
soapy	0	0	0	0	0	0	0	0	0	0	seebine
soaring	0	0	0	0	0	0	0	0	0	0	hüppeliselt
sob	0	0	0	0	0	1	0	1	0	0	nutma
sobriety	0	0	0	0	0	0	1	0	0	1	kainus
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	jalgpall
sociable	0	0	0	0	0	0	1	0	0	0	seltskondlik
social	0	0	0	0	0	0	0	0	0	0	sotsiaalne
socialism	0	0	1	1	0	0	0	0	0	0	sotsialism
socialist	1	0	1	1	0	1	0	1	0	0	sotsialistlik
society	0	0	0	0	0	0	0	0	0	0	ühiskond
sock	0	0	0	0	0	0	0	0	0	0	sokk
socket	0	0	0	0	0	0	0	0	0	0	pistikupesa
sod	0	0	0	0	0	0	0	0	0	0	mätas
sofa	0	0	0	0	0	0	0	0	0	0	diivan
softening	0	0	0	0	0	0	0	0	0	0	pehmendamine
softness	0	0	0	0	0	0	0	0	0	0	pehmus
soggy	0	0	0	0	0	0	0	0	0	0	märg
soil	0	0	1	0	0	1	0	0	0	0	mulda
soiled	0	0	1	0	0	1	0	0	0	0	määrdunud
sojourn	0	0	0	0	0	0	0	0	0	0	viibimine
solace	0	0	0	0	0	0	1	0	0	0	lohutust
solar	0	0	0	0	0	0	0	0	0	0	päikeseenergia
solder	0	0	0	0	0	0	0	0	0	0	jootma
soldering	0	0	0	0	0	0	0	0	0	0	jootmine
soldier	1	0	0	0	0	0	1	1	0	0	sõdur
sole	0	0	0	0	0	0	0	0	0	0	tald
solicit	0	0	0	0	0	0	0	0	0	0	paluma
solicitation	0	0	0	0	0	0	0	0	0	0	pakkumine
solicitor	0	0	0	0	0	0	0	0	0	0	advokaat
solid	0	0	0	0	0	0	1	0	0	0	tahke
solidarity	0	0	0	0	0	0	0	0	0	1	solidaarsus
solidification	0	0	0	0	0	0	0	0	0	0	tahkumine
solidified	0	0	0	0	0	0	0	0	0	0	tahkunud
solidify	0	0	0	0	0	0	0	0	0	0	tahkuma
solidity	0	0	0	0	0	0	1	0	0	1	tugevus
solitaire	0	0	0	0	0	0	0	0	0	0	pasjanss
solitary	0	0	0	0	0	0	0	0	0	0	üksildane
