English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Basque Word
servitude	0	0	0	0	0	1	0	0	0	0	morrontza
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	saioa
sessions	0	0	0	0	0	0	0	0	0	0	saioak
set	0	0	0	0	0	0	0	0	0	0	ezarri
setback	0	0	0	0	0	1	0	1	0	0	atzerakada
sett	0	0	0	0	0	0	0	0	0	0	ezarri
setter	0	0	0	0	0	0	0	0	0	0	ezartzailea
settle	0	0	0	0	0	0	0	0	0	0	finkatu
settled	0	0	0	0	0	0	0	0	0	0	finkatu
settler	0	0	0	0	0	0	0	0	0	0	kolono
settlor	0	0	0	1	0	0	1	0	0	0	kolonizatzaile
seventh	0	0	0	0	0	0	0	0	0	0	zazpigarrena
seventy	0	0	0	0	0	0	0	0	0	0	hirurogeita hamar
sever	0	0	0	0	0	1	0	0	0	0	moztu
severable	0	0	0	0	0	0	0	0	0	0	zatigarriak
severally	0	0	0	0	0	0	0	0	0	0	banan-banan
severance	0	0	0	0	0	0	0	1	0	0	kentzea
severely	0	0	0	0	0	0	0	0	0	0	larriki
severity	0	0	0	0	0	0	0	0	0	0	larritasun
sew	0	0	0	0	0	0	0	0	0	0	josi
sewage	0	0	1	0	0	1	0	0	0	0	ur zikinak
sewer	0	0	1	0	0	0	0	0	0	0	estolda
sewerage	0	0	1	0	0	1	0	0	0	0	estolderia
sex	0	1	0	0	1	0	1	0	0	1	sexua
sexuality	0	0	0	0	0	0	0	0	0	0	sexualitatea
sexy	0	0	0	0	0	0	0	0	0	0	sexy
shabby	0	0	1	0	0	1	0	0	0	0	zakarra
shack	0	0	1	0	0	1	0	1	0	0	txabola
shackle	1	1	1	1	0	1	0	1	0	0	giltza
shade	0	0	0	0	0	0	0	0	0	0	itzala
shades	0	0	0	0	0	0	0	0	0	0	itzalak
shading	0	0	0	0	0	0	0	0	0	0	itzaldura
shadow	0	0	0	0	0	0	0	0	0	0	itzala
shadowy	0	0	0	0	0	0	0	0	0	0	itzaltsu
shady	0	0	0	1	0	1	0	0	0	0	itzaltsu
shaft	0	0	0	0	0	0	0	0	0	0	ardatza
shag	0	0	0	0	0	0	0	0	0	0	txakurra
shaggy	0	0	0	0	0	0	0	0	0	0	zakarra
shake	0	0	0	0	0	0	0	0	0	0	astindu
shaken	0	0	0	0	0	0	0	0	0	0	astindu
shaking	0	0	0	1	0	1	0	0	0	0	dardarka
shaky	1	1	0	1	0	1	0	0	0	0	dardarka
sham	1	0	1	0	0	1	0	0	0	0	itxurakeria
shaman	0	0	0	0	0	0	0	0	0	0	xamana
shambles	0	0	0	0	0	1	0	0	0	0	nahasiak
shame	0	0	1	1	0	1	0	1	0	0	lotsa
shameful	0	0	0	0	0	1	0	1	0	0	lotsagarria
shameless	0	0	1	0	0	1	0	0	0	0	lotsagabea
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	zurtoin
shanty	0	0	0	0	0	0	0	0	0	0	txabola
shape	0	0	0	0	0	0	1	0	0	0	forma
shapely	0	0	0	0	0	0	1	0	0	0	moldatu
share	0	1	0	0	1	0	1	0	0	1	partekatu
shareholder	0	0	0	0	0	0	0	0	0	0	akziodun
shark	0	0	0	0	0	1	0	0	0	0	marrazoa
sharpen	1	1	0	0	0	0	0	0	0	0	zorroztu
sharpened	0	0	0	0	0	0	0	0	0	0	zorroztu
sharpener	0	0	0	0	0	0	0	0	0	0	zorrozkailu
sharpness	0	0	0	0	0	0	0	0	0	0	zorroztasuna
shatter	1	0	0	1	0	1	0	1	1	0	apurtu
shattered	0	0	0	0	0	1	0	1	0	0	puskatua
shave	0	0	0	0	0	0	0	0	0	0	bizartu
shaving	0	0	0	0	0	0	0	0	0	0	bizarra
shawl	0	0	0	0	0	0	0	0	0	0	xala
sheaf	0	0	0	0	0	0	0	0	0	0	axa
shear	0	0	0	0	0	0	0	0	0	0	zizaila
shears	0	0	0	0	0	0	0	0	0	0	zizaila
sheath	0	0	0	0	0	0	0	0	0	0	zorroa
sheathing	0	0	0	0	0	0	0	0	0	0	estaldura
shed	0	0	0	0	0	1	0	0	0	0	estalpea
sheen	0	0	0	0	0	0	0	0	0	0	distira
sheep	0	0	0	0	0	0	0	0	0	0	ardiak
sheer	0	0	0	0	0	0	0	0	0	0	hutsala
sheet	0	0	0	0	0	0	0	0	0	0	fitxa
shelf	0	0	0	0	0	0	0	0	0	0	apala
shell	1	0	0	1	0	1	0	1	1	0	oskola
shellfish	0	0	0	0	0	0	0	0	0	0	itsaskiak
shelter	0	0	0	0	0	0	1	0	0	1	aterpea
shelved	0	0	0	0	0	1	0	0	0	0	apalategian
shepherd	0	0	0	0	0	0	1	0	0	1	artzaina
sheriff	0	0	0	0	0	0	0	0	0	1	sheriff
sherry	0	0	0	0	0	0	0	0	0	0	jerez
shield	0	0	0	0	0	0	0	0	0	0	ezkutu
shift	0	0	0	0	0	0	0	0	0	0	txandaka
shifting	0	0	0	0	0	0	0	0	0	0	aldatuz
shilling	0	0	0	0	0	0	0	0	0	0	txelina
shimmer	0	0	0	0	0	0	0	0	0	0	dirdira
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	distira
shingle	0	0	0	0	0	0	0	0	0	0	xafla
shining	0	1	0	0	1	0	1	0	0	0	distiratsu
shiny	0	0	0	0	0	0	0	0	0	0	distiratsua
ship	0	1	0	0	0	0	0	0	0	0	itsasontzia
shipment	0	0	0	0	0	0	0	0	0	0	bidalketa
shipping	0	0	0	0	0	0	0	0	0	0	Bidalketa
shipwreck	0	0	0	1	0	1	0	1	0	0	naufragioa
shire	0	0	0	0	0	0	0	0	0	0	konderria
shirt	0	0	0	0	0	0	0	0	0	0	alkandora
shit	1	0	1	0	0	1	0	0	0	0	kaka
shiver	1	1	0	1	0	1	0	1	0	0	dardarka
shivering	0	0	0	0	0	0	0	0	0	0	dardarka
shoals	0	0	0	0	0	0	0	0	0	0	ertzak
shock	1	0	0	1	0	1	0	0	1	0	shock
shockingly	0	0	0	0	0	0	0	0	1	0	harrigarriki
shoddy	1	0	1	0	0	1	0	0	0	0	eskasa
shoe	0	0	0	0	0	0	0	0	0	0	zapata
shoemaker	0	0	0	0	0	0	0	0	0	0	zapatari
shoot	1	0	0	1	0	1	0	0	0	0	tiro egin
shooter	0	0	0	1	0	0	0	0	0	0	jaurtitzailea
shooting	1	0	0	1	0	1	0	0	0	0	tiroka
shop	0	0	0	0	0	0	0	0	0	0	denda
shopkeeper	0	0	0	0	0	0	0	0	0	1	dendari
shoplifting	1	0	1	0	0	1	0	0	0	0	dendetan lapurreta
shopping	0	1	0	0	1	0	1	0	1	1	erosketak
shore	0	0	0	0	0	0	0	0	0	0	itsasertza
shorn	0	0	0	0	0	0	0	0	0	0	moztuta
short	0	0	0	0	0	0	0	0	0	0	laburra
shortage	1	0	0	1	0	1	0	1	0	0	eskasia
shortcoming	0	0	0	0	0	1	0	0	0	0	gabezia
shorten	0	0	0	0	0	0	0	0	0	0	laburtu
shortening	0	0	0	0	0	0	0	0	0	0	laburtzea
shorthand	0	0	0	0	0	0	0	0	0	0	takigrafia
shortly	0	1	0	0	0	0	0	0	0	0	laster
shortness	0	0	0	0	0	0	0	0	0	0	laburtasuna
shorts	0	0	0	0	0	0	0	0	0	0	galtza motzak
shot	1	0	0	1	0	1	0	1	1	0	jaurtiketa
shotgun	0	0	0	0	0	0	0	0	0	0	eskopeta
shoulder	0	0	0	0	0	0	1	0	0	1	sorbalda
shout	1	0	0	0	0	0	0	0	1	0	oihu egin
shove	1	0	0	0	0	1	0	0	0	0	bulkatu
shovel	0	0	0	0	0	0	0	0	0	0	pala
shoveling	0	0	0	0	0	0	0	0	0	0	palan
show	0	0	0	0	0	0	0	0	0	1	erakutsi
shower	0	0	0	0	0	0	0	0	0	0	dutxa
showing	0	0	0	0	0	0	0	0	0	0	erakusten
showy	0	0	0	0	0	1	0	0	0	0	ikusgarria
shrapnel	0	0	0	1	0	0	0	0	0	0	metraila
shred	0	0	0	0	0	0	0	0	0	0	puskatu
shrewd	0	0	0	0	0	0	1	0	0	0	maltzurra
shriek	1	0	0	1	0	1	0	1	1	0	oihu egin
shrill	1	0	0	1	0	1	0	0	1	0	garratza
shrimp	0	0	0	0	0	0	0	0	0	0	ganbak
shrine	0	0	0	0	0	0	0	0	0	0	ermita
shrink	0	0	0	1	0	1	0	1	0	0	txikitu
shrinking	0	0	0	0	0	0	0	0	0	0	txikituz
shroud	0	0	0	0	0	0	0	1	0	0	estalkia
shrub	0	0	0	0	0	0	0	0	0	0	zuhaixka
shrubbery	0	0	0	0	0	0	0	0	0	0	zuhaixka
shrug	0	0	0	0	0	0	0	0	0	0	sorbaldak altxatu
shrunk	0	0	0	0	0	1	0	0	0	0	txikitu
shudder	0	0	0	1	0	1	0	0	0	0	dardarka
shuffle	0	0	0	0	0	0	0	0	0	0	nahastu
shuffling	0	0	0	0	0	0	0	0	0	0	nahastuz
shun	1	0	1	0	0	1	0	1	0	0	baztertu
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	itxi
shutter	0	0	0	0	0	0	0	0	0	0	pertsiana
shuttle	0	0	0	0	0	0	0	0	0	0	anezka
sib	0	0	0	0	0	0	0	0	0	1	anaia
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	gaixo
sickening	1	0	1	1	0	1	0	1	0	0	gaiztoa
sickle	0	0	0	0	0	0	0	0	0	0	igitaia
sickly	0	0	1	0	0	1	0	1	0	0	eritsu
sickness	0	0	1	1	0	1	0	1	0	0	gaixotasun
side	0	0	0	0	0	0	0	0	0	0	alde
sideboard	0	0	0	0	0	0	0	0	0	0	armairua
sidestep	0	0	0	0	0	0	0	0	0	0	alboratu
sideways	0	0	0	0	0	0	0	0	0	0	alboan
siege	0	0	0	0	0	0	0	0	0	0	setioa
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	bahea
sifting	0	0	0	0	0	0	0	0	0	0	bahetzen
sigh	0	0	0	0	0	0	0	0	0	0	hasperen
sight	0	0	0	0	0	0	0	0	0	0	ikusmena
sign	0	0	0	0	0	0	0	0	0	0	sinatu
signal	0	0	0	0	0	0	0	0	0	0	seinalea
signature	0	0	0	0	0	0	0	0	0	1	sinadura
significance	0	0	0	0	0	0	0	0	0	0	esangura
significant	0	0	0	0	0	0	0	0	0	0	esanguratsua
signification	0	0	0	0	0	0	0	0	0	0	esangura
signify	0	1	0	0	0	0	0	0	0	0	adierazi
signpost	0	0	0	0	0	0	0	0	0	0	seinalea
silent	0	0	0	0	0	0	0	0	0	0	isilik
silently	0	0	0	0	0	0	0	0	0	0	isilik
silhouette	0	0	0	0	0	0	0	0	0	0	silueta
silk	0	0	0	0	0	0	1	0	0	0	zeta
silken	0	0	0	0	0	0	0	0	0	0	zetatsu
silky	0	0	0	0	0	0	0	0	0	0	zetatsua
sill	0	0	0	0	0	0	0	0	0	0	zokaloa
silliness	0	0	0	0	0	0	0	0	0	0	txorakeria
silly	0	0	0	0	1	1	0	0	0	0	tontoa
silt	0	0	0	0	0	0	0	0	0	0	limoa
silver	0	0	0	0	0	0	0	0	0	0	zilarra
silvery	0	0	0	0	0	0	0	0	0	0	zilarrezkoak
similar	0	0	0	0	0	0	0	0	0	0	antzekoa
similarity	0	0	0	0	0	0	0	0	0	0	Antzekotasun
simile	0	0	0	0	0	0	0	0	0	0	antzekoa
simmer	1	1	0	0	0	0	0	0	0	0	egosi
simmering	0	1	0	0	0	0	0	0	0	0	sutan
simple	0	0	0	0	0	0	0	0	0	0	sinplea
simples	0	0	0	0	0	0	0	0	0	0	sinpleak
simplify	0	1	0	0	1	0	1	0	1	1	sinplifikatu
simply	0	0	0	0	0	0	0	0	0	0	besterik gabe
simulate	0	0	0	0	0	0	0	0	0	0	simulatu
simulated	0	0	0	0	0	0	0	0	0	0	simulatu
simulating	0	0	0	0	0	0	0	0	0	0	simulatzen
simulation	0	0	0	0	0	0	0	0	0	0	simulazioa
simultaneous	0	0	0	0	0	0	0	0	0	0	aldiberekoa
simultaneously	0	0	0	0	0	0	0	0	0	0	aldi berean
sin	1	0	1	1	0	1	0	1	0	0	bekatua
sincere	0	0	0	0	0	0	1	0	0	1	zintzoa
sincerity	0	0	0	0	0	0	1	0	0	0	zintzotasuna
sinful	1	0	1	1	0	1	0	1	0	0	bekatari
sing	0	1	0	0	1	0	1	1	0	1	abestu
singer	0	0	0	0	0	0	0	0	0	0	abeslaria
single	0	0	0	0	0	0	0	0	0	0	bakarrekoa
singly	0	0	0	0	0	0	1	0	0	0	bakarka
singular	0	0	0	0	0	0	0	0	0	0	singularra
singularity	0	0	0	0	0	0	0	0	0	0	berezitasuna
singularly	0	0	0	0	0	0	0	0	1	0	bakarrean
sinister	1	0	1	1	0	1	0	0	0	0	maltzurra
sink	0	0	0	0	0	0	0	0	0	0	konketa
sinner	1	0	1	1	0	1	0	1	0	0	bekataria
sinning	0	0	1	0	0	1	0	0	0	0	bekatu egiten
sinus	0	0	0	0	0	0	0	0	0	0	sinusa
sip	0	0	0	0	0	0	0	0	0	0	zurrutada
siphon	0	0	0	0	0	0	0	0	0	0	sifoia
sir	0	0	0	0	0	0	1	0	0	1	jauna
sire	0	0	0	0	0	0	0	0	0	0	jauna
siren	0	0	0	1	0	1	0	0	0	0	sirena
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	arreba
sisterhood	1	0	0	0	0	0	1	1	1	1	ahizpatasuna
site	0	0	0	0	0	0	0	0	0	0	gunea
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	eserita
situate	0	0	0	0	0	0	0	0	0	0	kokatu
situated	0	0	0	0	0	0	0	0	0	0	kokatua
situation	0	0	0	0	0	0	0	0	0	0	egoera
sixth	0	0	0	0	0	0	0	0	0	0	seigarrena
sixty	0	0	0	0	0	0	0	0	0	0	hirurogei
size	0	0	0	0	0	0	0	0	0	0	tamaina
sizzle	1	0	0	0	0	0	0	0	0	0	txirrindu
skate	0	0	0	0	0	0	0	0	0	0	patinetan
skating	0	0	0	0	0	0	0	0	0	0	patinajea
skein	0	0	0	0	0	0	0	0	0	0	mataza
skeleton	0	0	0	0	0	0	0	0	0	0	hezurdura
skeptic	0	0	0	0	0	0	0	0	0	0	eszeptiko
skeptical	0	0	0	0	0	1	0	0	0	0	eszeptikoa
skepticism	0	0	0	0	0	0	0	0	0	0	eszeptizismoa
sketch	0	0	0	0	0	0	0	0	0	0	zirriborroa
sketchy	0	0	0	0	0	1	0	0	0	0	zirriborratua
skewed	1	1	0	0	0	1	0	0	0	0	okertu
skewer	0	0	0	0	0	0	0	0	0	0	pintxoa
ski	0	0	0	0	0	0	0	0	0	0	eskia
skid	1	0	0	1	0	1	0	1	0	0	irristatu
skiff	0	0	0	0	0	0	0	0	0	0	eskifa
skill	0	0	0	0	0	0	0	0	0	0	trebetasuna
skilled	0	0	0	0	0	0	1	0	0	0	trebea
skillet	0	0	0	0	0	0	0	0	0	0	zartagina
skillful	0	0	0	0	0	0	1	0	0	1	trebea
skim	0	0	0	0	0	0	0	0	0	0	gaingabetu
skin	0	0	0	0	0	0	0	0	0	0	azala
skinny	0	0	0	0	0	0	0	0	0	0	argal
skip	0	0	0	0	0	1	0	0	0	0	saltatu
skipper	0	0	0	0	0	0	0	0	0	0	patroia
skirmish	1	0	0	0	0	1	0	0	0	0	liskarra
skirt	0	0	0	0	0	0	0	0	0	0	gona
skirting	0	0	0	0	0	0	0	0	0	0	inguratuz
skirts	0	0	0	0	0	0	0	0	0	0	gonak
skit	0	0	0	0	0	0	0	0	0	0	sketch
skull	0	0	0	0	0	0	0	0	0	0	garezurra
skunk	0	0	0	0	0	0	0	0	0	0	mofeta
sky	0	0	0	0	0	0	1	0	0	0	zerua
skyscraper	0	0	0	0	0	0	0	0	0	0	etxe orratz
slab	0	0	0	0	0	0	0	0	0	0	lauza
slack	0	0	0	0	0	1	0	0	0	0	laxoa
slag	0	0	0	0	0	1	0	0	0	0	zepa
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	kalumnia
slanderous	0	0	0	0	0	1	0	0	0	0	kalumniatsu
slang	0	0	0	0	0	0	0	0	0	0	argot
slant	0	0	0	0	0	0	0	0	0	0	okerra
slap	1	0	0	0	0	1	0	0	1	0	zaplazteko
slash	1	0	0	0	0	0	0	0	0	0	barra-barra
slashes	0	0	0	0	0	0	0	0	0	0	barrak
slate	0	0	0	0	0	0	1	0	0	0	arbela
slates	0	0	0	0	0	0	0	0	0	0	arbelak
slaughter	1	0	1	1	0	1	0	1	1	0	sarraskia
slaughterhouse	1	0	1	1	0	1	0	1	0	0	hiltegia
slaughtering	1	0	1	1	0	1	0	1	1	0	sarraskia
slave	1	0	0	1	0	1	0	1	0	0	esklabo
slavery	1	0	1	1	0	1	0	1	0	0	esklabotza
slay	1	0	0	0	0	1	0	0	0	0	hil
slayer	1	0	1	1	0	1	0	1	1	0	hiltzailea
sledge	0	0	0	0	0	0	0	0	0	0	lera
sleek	0	0	0	0	0	0	1	0	0	0	dotorea
sleep	0	0	0	0	0	0	0	0	0	0	lo egin
sleeper	0	0	0	0	0	0	0	0	0	0	logela
sleeping	0	0	0	0	0	0	0	0	0	0	lotan
sleeplessness	0	0	0	0	0	0	0	0	0	0	lo eza
sleepy	0	0	0	0	0	0	0	0	0	0	loguratsua
sleet	0	0	0	0	0	1	0	0	0	0	txorrota
sleeve	0	0	0	0	0	0	0	0	0	0	mahuka
sleeveless	0	0	0	0	0	0	0	0	0	0	mahukarik gabe
sleigh	0	0	0	0	0	0	0	0	0	0	lera
sleight	0	0	0	0	0	0	0	0	0	0	sleight
slender	0	0	0	0	0	0	1	0	0	0	liraina
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	xerra
slick	0	0	0	0	0	0	0	0	0	0	liskarra
slide	0	0	0	0	0	0	0	0	0	0	diapositiba
sliding	0	0	0	0	0	0	0	0	0	0	irristakorra
slight	0	0	0	0	0	0	0	0	0	0	arina
slightly	0	0	0	0	0	0	0	0	0	0	apur bat
slim	0	0	0	0	0	0	1	0	0	0	argala
slime	0	0	1	0	0	0	0	0	0	0	lohi
slimy	0	0	1	0	0	1	0	0	0	0	likatsua
sling	0	0	0	0	0	0	0	0	0	0	eslinga
slink	0	0	0	0	0	1	0	0	0	0	slip
slip	0	0	0	0	0	1	0	0	1	0	irristatu
slipper	0	0	0	0	0	0	0	0	0	0	zapatila
slippers	0	0	0	0	0	0	0	0	0	0	zapatilak
slit	0	0	0	0	0	0	0	0	0	0	zirrikitu
sliver	0	0	0	0	0	0	0	0	0	0	xirra
slogan	0	0	0	0	0	0	0	0	0	0	leloa
sloop	0	0	0	0	0	0	0	0	0	0	balandra
slop	0	0	1	0	0	1	0	0	0	0	malda
slope	0	0	0	0	0	0	0	0	0	0	malda
sloppy	0	0	1	0	0	1	0	0	0	0	lohiak
slot	0	0	0	0	0	0	0	0	0	0	zirrikitua
sloth	0	0	1	0	0	1	0	0	0	0	alferra
slouch	0	0	0	0	0	1	0	0	0	0	makurtu
slough	0	0	0	0	0	1	0	0	0	0	lurra
slow	0	0	0	0	0	0	0	0	0	0	motela
slowly	0	0	0	0	0	0	0	0	0	0	poliki-poliki
slowness	0	0	0	0	0	1	0	0	0	0	moteltasuna
sludge	0	0	1	0	0	1	0	0	0	0	lohiak
slug	0	0	1	0	0	1	0	0	0	0	bareak
sluggish	0	0	0	0	0	1	0	1	0	0	geldoa
sluice	0	0	0	0	0	0	0	0	0	0	itxita
slum	0	0	1	0	0	1	0	0	0	0	txabola
slumber	0	0	0	0	0	0	0	0	0	0	lozorroa
slump	0	0	0	0	0	1	0	1	0	0	erorketa
slur	1	0	1	0	0	1	0	1	0	0	irinkeria
slush	0	0	1	0	0	1	0	0	1	0	loria
slut	1	0	1	0	0	1	0	0	0	0	puta
sly	1	0	1	1	0	1	0	0	0	0	maltzurra
smack	1	0	0	0	0	1	0	0	0	0	zaparrada
small	0	0	0	0	0	1	0	0	0	0	txikia
smaller	0	0	0	0	0	0	0	0	0	0	txikiagoak
smallest	0	0	0	0	0	0	0	0	0	0	txikiena
smash	1	0	0	1	0	1	0	0	0	0	apurtu
smashed	0	0	0	0	0	1	0	0	0	0	apurtu
smattering	0	0	0	0	0	1	0	0	0	0	aspergarria
smear	0	0	0	0	0	0	0	0	0	0	lohitu
smell	1	0	1	0	0	1	0	0	0	0	usaina
smelling	0	0	1	0	0	1	0	0	0	0	usaintzen
smelt	0	0	0	0	0	0	0	0	0	0	usaindu
smile	0	0	0	0	1	0	1	0	1	1	irribarre
smiling	0	0	0	0	1	0	1	0	0	0	irribarrez
smirk	0	0	0	0	0	1	0	0	0	0	irribarre egin
smite	1	0	0	1	0	1	0	1	0	0	zartatu
smith	0	0	0	0	0	0	0	0	0	1	errementaria
smitten	0	0	0	0	0	0	1	0	0	0	jota
smoker	0	0	0	0	0	1	0	0	0	0	erretzailea
smokey	0	0	0	0	0	0	0	0	0	0	ketua
smoking	0	0	0	0	0	0	0	0	0	0	erretzea
smoky	0	0	0	0	0	0	0	0	0	0	ketsua
smoldering	0	0	0	0	0	0	0	0	0	0	sutan
smoothly	0	0	0	0	0	0	0	0	0	0	leunki
smoothness	0	0	0	0	0	0	1	0	0	0	leuntasuna
smother	1	0	0	0	0	1	0	0	0	0	ito
smudge	0	0	0	0	0	1	0	0	0	0	zikindu
smug	0	0	0	0	0	1	0	0	0	0	txukun
smuggle	0	0	0	1	0	1	0	0	0	0	kontrabandoa
smuggler	1	0	1	1	0	1	0	0	0	0	kontrabandista
smuggling	0	0	0	0	0	1	0	0	0	0	kontrabandoa
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	merienda
snacks	0	0	0	0	0	0	0	0	0	0	pintxoak
snag	0	0	0	0	0	1	0	0	1	0	lotu
snags	0	0	0	0	0	1	0	0	0	0	trabak
snail	0	0	0	0	0	0	0	0	0	0	barraskiloa
snake	0	0	1	1	0	1	0	0	0	0	sugea
snap	0	0	0	0	0	0	0	0	0	0	lotu
snapshot	0	0	0	0	0	0	0	0	0	0	argazkia
snare	0	0	0	1	0	1	0	0	0	0	amarrua
snarl	1	0	1	0	0	1	0	0	0	0	irrintzi
snarling	1	0	0	0	0	1	0	0	0	0	garrasika
snatch	0	0	0	0	0	0	0	0	0	0	lapurtu
sneak	1	0	0	1	0	1	0	0	1	0	makurtu
sneakers	0	0	0	0	0	0	0	0	0	0	zapatilak
sneaking	0	1	0	1	0	1	0	0	0	1	ezkutuan
sneer	1	0	1	0	0	1	0	0	0	0	iseka
sneeze	0	0	1	0	0	1	0	0	1	0	doministiku egin
sneezing	0	0	0	0	0	0	0	0	0	0	doministiku egiten
snicker	0	0	0	0	0	0	1	0	0	0	barrezka
snide	0	0	0	0	0	1	0	0	0	0	larritu
sniff	0	0	0	0	0	0	0	0	0	0	usaindu
snip	0	0	0	0	0	0	0	0	0	0	moztu
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	zatitxoa
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	loratu
snore	0	0	0	0	0	0	0	0	0	0	zurrunga
snort	0	0	0	0	0	0	0	1	0	0	zurrupa egin
snout	0	0	0	0	0	0	0	0	0	0	muturra
snow	0	0	0	0	0	0	0	0	0	0	elurra
snowball	0	0	0	0	0	0	0	0	0	0	elur-bola
snowflake	0	0	0	0	0	0	0	0	0	0	elur maluta
snowy	0	0	0	0	0	0	0	0	0	0	elurra
snuff	0	0	0	0	0	0	0	0	0	0	tabakoa
soak	0	0	0	0	0	1	0	0	0	0	busti
soaking	0	0	0	0	0	0	0	0	0	0	bustitzea
soap	0	0	0	0	0	0	0	0	0	0	xaboia
soapy	0	0	0	0	0	0	0	0	0	0	xaboitsua
soaring	0	0	0	0	0	0	0	0	0	0	goraka
sob	0	0	0	0	0	1	0	1	0	0	negar-zotinka
sobriety	0	0	0	0	0	0	1	0	0	1	soiltasuna
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	futbola
sociable	0	0	0	0	0	0	1	0	0	0	soziala
social	0	0	0	0	0	0	0	0	0	0	sozialak
socialism	0	0	1	1	0	0	0	0	0	0	sozialismoa
socialist	1	0	1	1	0	1	0	1	0	0	sozialista
society	0	0	0	0	0	0	0	0	0	0	gizartea
sock	0	0	0	0	0	0	0	0	0	0	galtzerdi
socket	0	0	0	0	0	0	0	0	0	0	entxufea
sod	0	0	0	0	0	0	0	0	0	0	soda
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	bigundu
softness	0	0	0	0	0	0	0	0	0	0	leuntasuna
soggy	0	0	0	0	0	0	0	0	0	0	busti
soil	0	0	1	0	0	1	0	0	0	0	lurzorua
soiled	0	0	1	0	0	1	0	0	0	0	zikinduta
sojourn	0	0	0	0	0	0	0	0	0	0	egonaldia
solace	0	0	0	0	0	0	1	0	0	0	sosegua
solar	0	0	0	0	0	0	0	0	0	0	eguzkia
solder	0	0	0	0	0	0	0	0	0	0	soldadura
soldering	0	0	0	0	0	0	0	0	0	0	soldadura
soldier	1	0	0	0	0	0	1	1	0	0	soldadu
sole	0	0	0	0	0	0	0	0	0	0	zola
solicit	0	0	0	0	0	0	0	0	0	0	eskatu
solicitation	0	0	0	0	0	0	0	0	0	0	eskaera
solicitor	0	0	0	0	0	0	0	0	0	0	prokuradore
solid	0	0	0	0	0	0	1	0	0	0	solidoa
solidarity	0	0	0	0	0	0	0	0	0	1	elkartasuna
solidification	0	0	0	0	0	0	0	0	0	0	solidotzea
solidified	0	0	0	0	0	0	0	0	0	0	sendotu
solidify	0	0	0	0	0	0	0	0	0	0	sendotu
solidity	0	0	0	0	0	0	1	0	0	1	sendotasuna
solitaire	0	0	0	0	0	0	0	0	0	0	bakarka
solitary	0	0	0	0	0	0	0	0	0	0	bakartia
solitude	0	0	0	0	0	0	0	0	0	0	bakardadea
solo	0	0	0	0	0	0	0	0	0	0	bakarka
solubility	0	0	0	0	0	0	0	0	0	0	disolbagarritasuna
soluble	0	0	0	0	0	0	0	0	0	0	disolbagarriak
solution	0	0	0	0	0	0	1	0	0	0	irtenbidea
solve	0	0	0	0	0	0	0	0	0	0	konpondu
solvency	0	0	0	0	0	0	1	0	0	0	kaudimena
solvent	0	0	0	0	0	0	0	0	0	0	disolbatzailea
somatic	0	0	0	0	0	1	0	0	1	0	somatiko
somber	0	0	0	0	0	1	0	1	0	0	iluna
son	0	0	0	0	0	0	0	0	0	0	semea
sonar	0	1	0	0	0	0	1	0	0	0	sonarra
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	abestia
sonnet	0	0	0	0	1	0	1	1	0	0	sonetoa
sonorous	0	0	0	0	1	0	1	0	0	0	soinutsua
soot	0	0	1	0	0	1	0	0	0	0	kedar
soothe	0	0	0	0	0	0	1	0	0	0	baretu
soothing	0	0	0	0	1	0	1	0	0	1	lasaigarria
sophomore	0	0	0	0	0	0	0	0	0	0	bigarren mailako ikaslea
soprano	0	0	0	0	0	0	0	0	0	0	sopranoa
sorcerer	0	0	0	0	0	0	0	0	0	0	aztia
sorcery	0	1	0	1	0	1	0	0	1	0	sorginkeria
