English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bosnian Word
recount	0	0	0	0	0	0	0	0	0	0	recount
recoup	0	0	0	0	0	0	1	0	0	0	recoup
recourse	0	0	0	0	0	0	0	0	0	0	regres
recoverable	0	0	0	0	0	0	0	0	0	0	nadoknadivo
recovery	0	0	0	0	0	0	1	0	0	0	oporavak
recreation	0	1	0	0	1	0	1	0	0	0	rekreacija
recreational	0	1	0	0	1	0	1	0	0	0	rekreativno
recruit	0	0	0	0	0	0	0	0	0	0	regrutovati
recruiting	0	0	0	0	0	0	0	0	0	0	regrutovanje
recruits	0	0	0	0	0	0	0	0	0	1	regruti
rectangle	0	0	0	0	0	0	0	0	0	0	pravougaonik
rectangular	0	0	0	0	0	0	0	0	0	0	pravougaona
rectification	0	0	0	0	0	0	0	0	0	0	ispravljanje
rectify	0	0	0	0	0	0	1	0	0	0	ispraviti
rector	0	0	0	0	0	0	0	0	0	0	rektor
rectory	0	0	0	0	0	0	0	0	0	0	rektorat
recumbent	0	0	0	0	0	0	0	0	0	0	ležeći
recuperation	0	0	0	0	0	0	0	0	0	0	oporavak
recur	0	0	0	0	0	0	0	0	0	0	recur
recurrence	0	0	0	0	0	0	0	0	0	0	recidiv
recurrent	0	1	0	0	0	0	0	0	0	0	ponavljajuća
recurring	0	0	0	0	0	0	0	0	0	0	ponavljajući
recursion	0	0	0	0	0	0	0	0	0	0	rekurzija
recursive	0	0	0	0	0	0	0	0	0	0	rekurzivno
recursively	0	0	0	0	0	0	0	0	0	0	rekurzivno
red	0	0	0	0	0	0	0	0	0	0	crvena
reddish	0	0	0	0	0	0	0	0	0	0	crvenkasta
redemption	0	0	0	0	0	0	1	0	0	0	otkupljenje
redness	0	0	0	0	0	0	0	0	0	0	crvenilo
redress	0	0	0	0	0	0	1	0	0	0	obeštećenje
reduced	0	0	0	0	0	0	0	0	0	0	smanjena
reduction	0	0	0	0	0	0	0	0	0	0	smanjenje
redundancy	0	0	0	0	0	0	0	0	0	0	redundantnost
redundant	0	0	0	0	0	1	0	0	0	0	suvišan
reed	0	0	0	0	0	0	0	0	0	0	trska
reef	0	0	0	0	0	0	0	0	0	0	greben
reefs	0	0	0	0	0	0	0	0	0	0	grebeni
reel	0	0	0	0	0	0	0	0	0	0	kolut
reestablish	0	0	0	0	0	0	0	0	0	0	ponovo uspostaviti
referee	0	0	0	0	0	0	0	0	0	1	sudija
reference	0	0	0	0	0	0	0	0	0	0	referenca
referendum	0	0	0	0	0	0	0	0	0	0	referendum
refine	0	0	0	0	0	0	1	0	0	0	rafinirati
refinement	0	0	0	0	0	0	1	0	0	0	prefinjenost
refinery	0	0	0	0	0	0	0	0	0	0	rafinerija
refining	0	0	0	0	0	0	0	0	0	0	rafiniranje
refit	0	0	0	0	0	0	0	0	0	0	refit
reflect	0	0	0	0	0	0	0	0	0	0	odraziti
reflecting	0	0	0	0	0	0	0	0	0	0	reflektirajući
reflection	0	0	0	0	0	0	0	0	0	0	refleksija
reflective	0	0	0	0	0	0	0	0	0	0	reflektirajuće
reflector	0	0	0	0	0	0	0	0	0	0	reflektor
reflex	0	0	0	0	0	0	0	0	1	0	refleks
reflux	0	0	1	0	0	1	0	0	0	0	refluks
reform	0	0	0	0	0	0	1	0	0	0	reforma
reformation	0	0	0	0	0	0	1	0	0	0	reformacija
reformer	0	0	0	0	0	0	1	0	0	0	reformator
refraction	0	0	0	0	0	0	0	0	0	0	refrakcija
refractor	0	0	0	0	0	0	0	0	0	0	refraktor
refractory	0	0	0	0	0	1	0	0	0	0	vatrostalna
refrain	0	0	0	0	0	0	0	0	0	0	refren
refraining	0	0	0	0	0	0	0	0	0	0	uzdržavanje
refreshing	0	0	0	0	0	0	1	0	0	0	osvježavajuće
refrigerate	0	0	0	0	0	0	0	0	0	0	ohladiti
refrigeration	0	0	0	0	0	0	0	0	0	0	hlađenje
refrigerator	0	0	0	0	0	0	0	0	0	0	frižider
refuge	0	0	0	0	0	0	0	0	0	0	utočište
refugee	0	0	0	0	0	0	0	1	0	0	izbjeglica
refund	0	0	0	0	0	0	0	0	0	0	povrat novca
refurbish	0	0	0	0	0	0	1	0	0	0	refurbish
refusal	0	0	0	0	0	1	0	0	0	0	odbijanje
refuse	0	0	0	0	0	1	0	0	0	0	odbiti
refused	0	0	0	0	0	1	0	1	0	0	odbio
refusing	0	0	0	0	0	0	0	0	0	0	odbijajući
refutation	0	0	0	1	0	0	0	0	0	0	pobijanje
refute	0	0	0	0	0	0	0	0	0	0	opovrgnuti
regain	0	0	0	0	0	0	0	0	0	0	povratiti
regal	0	0	0	0	0	0	1	0	0	1	kraljevski
regalia	0	0	0	0	0	0	0	0	0	0	regalije
regatta	0	1	0	0	0	0	0	0	0	0	regata
regency	0	0	0	0	0	0	0	0	0	0	regency
regenerate	0	0	0	0	0	0	0	0	0	0	regenerisati
regeneration	0	0	0	0	0	0	0	0	0	0	regeneracija
regent	0	0	0	0	0	0	1	0	0	1	regent
regime	0	0	0	0	0	0	0	0	0	0	režim
regimen	0	0	0	0	0	0	0	0	0	0	režim
regiment	0	0	0	1	0	0	0	0	0	0	puk
region	0	0	0	0	0	0	0	0	0	0	region
regional	0	0	0	0	0	0	0	0	0	0	regionalni
regionalism	0	0	0	0	0	0	0	0	0	0	regionalizam
register	0	0	0	0	0	0	0	0	0	0	registar
registrar	0	0	0	0	0	0	0	0	0	0	matičar
registration	0	0	0	0	0	0	0	0	0	0	registracija
registry	0	0	0	0	0	0	0	0	0	1	registar
regress	0	0	0	0	0	1	0	0	0	0	nazadovanje
regression	0	0	0	0	0	1	0	0	0	0	regresija
regressive	0	0	0	0	0	1	1	0	0	0	regresivan
regret	0	0	0	0	0	1	0	1	0	0	žaljenje
regrettable	0	0	0	0	0	1	0	1	0	0	žaljenje
regretted	0	0	0	0	0	1	0	1	0	0	požalio
regretting	0	0	0	0	0	1	0	1	0	0	žaljenje
regular	0	0	0	0	0	0	0	0	0	0	redovno
regularity	0	1	0	0	0	0	1	0	0	1	regularnost
regulars	0	0	0	0	0	0	0	0	0	0	regulars
regulate	0	0	0	0	0	0	1	0	0	0	regulisati
regulated	0	0	0	0	0	0	0	0	0	0	regulisano
regulation	0	0	0	0	0	0	0	0	0	0	regulacija
regulatory	0	0	0	1	0	1	0	0	0	0	regulatorni
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitacija
rehabilitate	0	0	0	0	0	0	1	0	0	0	rehabilitirati
rehabilitation	0	1	0	0	0	0	1	0	0	0	rehabilitacija
rehearsal	0	0	0	0	0	0	0	0	0	0	proba
reign	0	0	0	0	0	0	0	0	0	0	vladavina
reimburse	0	0	0	0	0	0	1	0	0	0	nadoknaditi
reimbursement	0	0	0	0	0	0	1	0	0	1	nadoknada
rein	0	0	0	0	0	1	0	0	0	0	uzde
reindeer	0	0	0	0	0	0	0	0	0	0	irvasi
reinforce	0	0	0	0	0	0	0	0	0	0	pojačati
reinforcement	0	0	0	0	0	0	1	0	0	1	pojačanje
reinforcements	0	0	0	0	0	0	0	0	0	1	pojačanja
reins	0	0	0	0	0	0	0	0	0	0	uzde
reinstall	0	0	0	0	0	0	0	0	0	0	ponovo instalirati
reinstate	0	0	0	0	0	0	1	0	0	0	obnoviti
reinstatement	0	0	0	0	0	0	0	0	0	0	reinstatement
reinvest	0	0	0	0	0	0	0	0	0	0	reinvestirati
reinvestment	0	0	0	0	0	0	0	0	0	0	reinvestiranje
reiterate	0	0	0	0	0	0	0	0	0	0	ponoviti
reject	1	0	0	1	0	1	0	1	0	0	odbiti
rejected	0	0	0	0	0	1	0	0	0	0	odbijeno
rejection	1	0	1	1	0	1	0	1	0	0	odbacivanje
rejects	1	0	0	1	0	1	0	1	0	0	odbija
rejoice	0	1	0	0	1	0	1	0	1	1	raduj se
rejoicing	0	1	0	0	1	0	1	0	1	0	radujući se
rejoin	0	0	0	0	0	0	0	0	0	0	ponovo se pridružiti
rejuvenate	0	0	0	0	0	0	1	0	0	0	podmladiti
rejuvenated	0	0	0	0	0	0	1	0	0	0	podmlađen
rekindle	0	1	0	1	1	1	1	0	1	0	ponovo zapaliti
relapse	0	0	0	1	0	1	0	1	0	0	recidiv
relate	0	0	0	0	0	0	0	0	0	0	odnositi se
related	0	0	0	0	0	0	0	0	0	1	povezane
relation	0	0	0	0	0	0	0	0	0	0	odnos
relationship	0	0	0	0	0	0	0	0	0	0	odnos
relative	0	0	0	0	0	0	0	0	0	1	relativno
relativity	0	0	0	0	0	0	0	0	0	0	relativnost
relaxant	0	0	0	0	0	0	0	0	0	0	opuštajuće
relaxation	0	0	0	0	0	0	1	0	0	0	opuštanje
relaxed	0	0	0	0	0	0	0	0	0	0	opušten
relay	0	0	0	0	0	0	0	0	0	0	relej
release	0	0	0	0	0	0	0	0	0	0	pustiti
released	0	0	0	0	0	0	0	0	0	0	pušten
relegation	0	0	0	0	0	1	0	0	0	0	ispadanje
relevancy	0	0	0	0	0	0	0	0	0	0	relevantnost
relevant	0	0	0	0	0	0	1	0	0	1	relevantan
reliability	0	0	0	0	0	0	1	0	0	1	pouzdanost
reliable	0	0	0	0	0	0	1	0	0	1	pouzdan
reliance	0	0	0	0	0	0	1	0	0	1	oslanjanje
relic	0	0	0	0	0	0	0	0	0	0	relikvija
relics	0	0	0	0	0	0	0	1	0	0	relikvije
relief	0	0	0	0	0	0	1	0	0	0	olakšanje
relieving	0	0	0	0	0	0	1	0	0	0	olakšavajuće
religion	0	0	0	0	0	0	0	0	0	1	religija
religious	0	0	0	0	0	0	0	0	0	0	vjerski
relinquish	0	0	0	0	0	1	0	0	0	0	odustati
relish	0	0	0	0	0	0	0	0	0	0	naslađivati se
reluctance	0	0	0	0	0	0	0	0	0	0	nevoljkost
reluctant	0	0	0	1	0	1	0	0	0	0	nevoljko
remainder	0	0	0	0	0	0	0	0	0	0	ostatak
remaining	0	0	0	0	0	0	0	0	0	0	preostali
remains	0	0	1	1	0	1	1	0	0	1	ostaci
remake	0	0	0	0	0	0	1	0	0	0	remake
remand	1	0	0	0	0	1	0	0	0	0	pritvor
remark	0	0	0	0	0	0	0	0	0	0	primjedba
remarkable	0	0	0	0	1	0	1	0	1	1	izvanredan
remarkably	0	0	0	0	0	0	1	0	0	0	izuzetno
remedial	0	0	0	0	0	1	0	0	0	0	popravni
remedy	0	1	0	0	1	0	1	0	0	1	lijek
remember	0	0	0	0	0	0	0	0	0	0	zapamti
remembered	0	0	0	0	0	0	0	0	0	0	zapamtio
remembering	0	0	0	0	0	0	0	0	0	0	sjećanje
remembrance	0	0	0	0	0	0	0	0	0	0	sjećanje
remind	0	0	0	0	0	0	0	0	0	0	podsjetiti
reminder	0	0	0	0	0	0	0	0	0	0	podsjetnik
remiss	1	0	1	0	0	1	0	1	0	0	remiss
remission	0	0	0	0	0	0	1	0	0	0	remisija
remit	0	0	0	0	0	0	0	0	0	0	remit
remittance	0	0	0	0	0	0	0	0	0	0	doznaka
remnant	0	0	0	0	0	0	0	0	0	0	ostatak
remodel	0	0	0	0	0	0	1	0	0	0	remodel
remorse	0	0	0	0	0	1	0	1	0	0	kajanje
remote	0	0	0	0	0	0	0	0	0	0	daljinski
remoteness	0	0	0	0	0	0	0	0	0	0	udaljenost
removal	0	0	0	0	0	1	0	0	0	0	odstranjivanje
remove	1	0	0	1	0	1	0	1	0	0	ukloniti
remuneration	0	0	0	0	0	0	0	0	0	0	naknada
renaissance	0	0	0	0	0	0	1	0	0	0	renesansa
rencontre	0	0	0	0	0	1	0	0	0	0	rencontre
rend	0	0	0	0	0	1	0	0	0	0	rend
render	0	0	0	0	0	0	1	0	0	0	render
rendering	0	0	0	0	0	0	0	0	0	0	rendering
rendezvous	0	0	0	0	0	0	0	0	0	0	sastanak
rendition	0	0	0	0	0	0	0	0	0	0	izvođenje
renegade	1	0	0	0	0	1	0	0	0	0	renegade
renewal	0	0	0	0	0	0	1	0	0	0	obnavljanje
renounce	1	0	0	0	0	1	0	0	0	0	odreći se
renovate	0	1	0	0	0	0	1	0	0	0	renovirati
renovated	0	0	0	0	0	0	0	0	0	0	renoviran
renovation	0	1	0	0	1	0	1	0	0	0	renoviranje
renown	0	0	0	0	0	0	1	0	0	0	renome
renowned	0	0	0	0	0	0	1	0	0	0	renomirani
rent	0	0	0	0	0	0	0	0	0	0	najam
rental	0	0	0	0	0	0	0	0	0	0	iznajmljivanje
renter	0	0	0	0	0	0	0	0	0	0	iznajmljivač
renunciation	0	0	0	0	0	1	0	0	0	0	odricanje
reorganization	0	0	0	0	0	0	0	0	0	0	reorganizacija
reorganize	0	0	0	0	0	0	1	0	0	0	reorganizovati
repair	0	0	0	0	0	0	0	0	0	0	popraviti
reparation	0	0	0	0	0	0	1	0	0	1	reparacija
repay	1	1	0	0	1	0	1	0	0	1	otplatiti
repayment	0	0	0	0	0	0	0	0	0	0	otplata
repeal	0	0	0	0	0	0	0	0	0	0	ukidanje
repeat	0	0	0	0	0	0	0	0	0	0	ponovi
repeated	0	0	0	0	0	0	0	0	0	0	ponovljeno
repeatedly	0	0	0	0	0	0	0	0	0	0	više puta
repeater	0	0	0	0	0	0	0	0	0	0	repetitor
repellant	0	0	1	1	0	1	0	0	0	0	repelent
repellent	1	0	1	1	0	1	0	0	0	0	repelent
repelling	0	0	1	0	0	1	0	0	0	0	odbijajući
repent	0	0	0	1	0	0	1	0	0	0	pokajte se
repentance	0	0	0	0	0	0	0	0	0	0	pokajanje
repertoire	0	0	0	0	0	0	0	0	0	0	repertoar
repertory	0	0	0	0	0	0	0	0	0	0	repertoar
repetition	0	0	0	0	0	0	0	0	0	0	ponavljanje
replace	0	0	0	0	0	0	0	0	0	0	zamijeniti
replacement	0	0	0	0	0	0	0	0	0	0	zamjena
replenish	0	0	0	0	0	0	1	0	0	0	dopuniti
replete	0	0	0	0	0	0	1	0	0	0	prepun
replication	0	0	0	0	0	0	0	0	0	0	replikacija
reply	0	0	0	0	0	0	0	0	0	0	reply
report	0	0	0	0	0	0	0	0	0	0	izvještaj
reported	0	0	0	0	0	0	0	0	0	0	prijavljen
reporter	0	0	0	0	0	0	1	0	0	1	reporter
repose	0	0	0	0	0	0	1	0	0	0	odmoriti se
reposition	0	0	0	0	0	0	0	0	0	0	repozicija
repository	0	0	0	0	0	0	0	0	0	0	spremište
representation	0	0	0	0	0	0	0	0	0	0	reprezentacija
representative	0	0	0	0	0	0	0	0	0	0	predstavnik
represented	0	0	0	0	0	0	1	0	0	0	zastupljeni
representing	0	1	0	0	0	0	0	0	0	0	predstavljanje
repress	0	0	0	0	0	1	0	1	0	0	potisnuti
repressed	0	0	0	0	0	0	0	0	0	0	potisnuti
repression	0	0	0	1	0	1	0	0	0	0	represija
reprieve	0	0	0	0	0	0	0	0	0	0	reprieve
reprimand	1	0	0	0	0	1	0	0	0	0	ukor
reprint	0	0	0	0	0	1	0	0	0	0	reprint
reprisal	1	0	0	1	0	1	0	1	0	0	odmazde
reprise	0	0	0	0	0	0	0	0	0	0	reprise
reproach	1	0	1	0	0	1	0	1	0	0	prijekor
reproduce	0	0	0	0	0	0	0	0	0	0	reprodukovati
reproduction	0	0	0	0	0	0	0	0	0	0	reprodukcija
reproductive	0	0	0	0	1	0	1	0	0	0	reproduktivni
reptile	0	0	0	0	0	0	0	0	0	0	reptila
republic	0	0	0	0	0	1	0	0	0	0	republika
republican	0	0	0	0	0	0	0	0	0	0	republikanski
repudiation	1	0	1	0	0	1	0	0	0	0	odbacivanje
repulsion	0	0	1	1	0	1	0	0	0	0	odbojnost
repurchase	0	0	0	0	0	0	0	0	0	0	otkup
reputable	0	0	0	0	0	0	1	0	0	1	reputable
reputation	0	0	0	0	0	0	0	0	0	0	reputacija
repute	0	0	0	0	0	0	0	0	0	0	ugled
request	0	0	0	0	0	0	0	0	0	0	zahtjev
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	potrebno
requirement	0	0	0	0	0	0	0	0	0	0	zahtjev
requisite	0	0	0	0	0	0	0	0	0	0	potrebnu
requisition	0	0	0	0	0	0	0	0	0	0	rekvizicija
rescind	0	0	0	0	0	1	0	0	0	0	opozvati
rescission	0	0	0	0	0	1	0	0	0	0	ukidanje
rescue	0	1	0	0	1	0	1	0	1	1	spašavanje
research	0	0	0	0	0	0	0	0	0	0	istraživanja
resection	0	0	0	1	0	0	0	0	0	0	resekcija
resemblance	0	0	0	0	0	0	0	0	0	0	sličnost
resemble	0	0	0	0	0	0	0	0	0	0	sličiti
resembling	0	0	0	0	0	0	0	0	0	0	nalik
resent	1	0	0	0	0	1	0	0	0	0	negodovati
resentful	1	0	0	0	0	1	0	0	0	0	ogorčen
resentment	1	0	1	0	0	1	0	1	0	0	ogorčenost
reservation	0	0	0	0	0	0	0	0	0	0	rezervacija
reserve	0	0	0	0	0	0	1	0	0	0	rezerva
reserved	0	0	0	0	0	0	0	0	0	0	rezervisano
reserves	0	0	0	0	0	0	0	0	0	0	rezerve
reservoir	0	0	0	0	0	0	0	0	0	0	rezervoar
reside	0	0	0	0	0	0	0	0	0	0	boraviti
residence	0	0	0	0	0	0	0	0	0	0	prebivalište
residences	0	0	0	0	0	0	0	0	0	0	rezidencija
resident	0	0	0	0	0	0	1	0	0	0	rezident
residual	0	0	0	0	0	0	0	0	0	0	rezidualni
residue	0	0	0	0	0	0	0	0	0	0	ostatak
resign	1	0	1	1	0	1	0	1	0	0	podneti ostavku
resignation	0	0	0	0	0	1	0	1	1	0	ostavku
resigned	0	0	0	0	0	1	0	1	0	0	dao ostavku
resilience	0	0	0	0	0	0	0	0	0	0	otpornost
resilient	0	0	0	0	0	0	1	0	0	0	otporan
resin	0	0	0	0	0	0	0	0	0	0	smola
resist	0	0	0	0	0	1	0	0	0	0	otpor
resistance	1	0	0	0	0	1	0	0	0	0	otpor
resistant	0	0	0	1	0	1	0	0	0	0	otporan
resisting	1	0	0	1	0	1	0	1	0	0	opiranje
resistive	0	0	0	0	0	0	1	0	0	0	otporan
resolute	0	0	0	0	0	0	0	0	0	0	odlučan
resolutely	0	0	0	0	0	0	1	0	0	0	odlučno
resolution	0	0	0	0	0	0	0	0	0	0	rezoluciju
resolve	0	0	0	0	0	0	0	0	0	0	rešiti
resolved	0	0	0	0	0	0	0	0	0	0	riješeno
resonance	0	0	0	0	0	0	0	0	0	0	rezonancija
resonant	0	0	0	0	0	0	0	0	0	0	rezonantan
resonate	0	0	0	0	0	0	0	0	0	0	rezonirati
resonator	0	0	0	0	0	0	0	0	0	0	rezonator
resort	0	0	0	0	0	0	0	0	0	0	resort
resounding	0	0	0	0	0	0	0	0	0	0	odjekujući
resources	0	0	0	0	1	0	1	0	0	1	resurse
respect	0	1	0	0	1	0	1	0	0	1	poštovanje
respectability	0	0	0	0	0	0	1	0	0	0	ugled
respectable	0	0	0	0	0	0	1	0	0	1	ugledan
respected	0	0	0	0	0	0	0	0	0	0	poštovan
respectful	0	0	0	0	0	0	1	0	0	1	poštovanjem
respecting	0	0	0	0	0	0	1	0	0	0	poštujući
respective	0	0	0	0	0	0	0	0	0	0	odnosno
respects	0	0	0	0	0	0	1	0	0	1	poštuje
respiration	0	0	0	0	0	0	0	0	0	0	disanje
respirator	0	0	0	0	0	0	0	0	0	0	respirator
respite	0	0	0	0	1	0	1	0	0	1	predah
resplendent	0	0	0	0	1	0	1	0	0	0	sjajan
respond	0	0	0	0	0	0	0	0	0	0	odgovoriti
respondent	0	0	0	0	0	0	0	0	0	0	ispitanik
response	0	0	0	0	0	0	0	0	0	0	odgovor
responsibility	0	0	0	0	0	0	0	0	0	0	odgovornost
responsible	0	0	0	0	0	0	1	0	0	1	odgovoran
responsive	0	1	0	0	0	0	1	0	0	1	responsive
rest	0	0	0	0	0	0	1	0	0	0	odmor
restaurant	0	0	0	0	0	0	0	0	0	0	restoran
restful	0	0	0	0	0	0	1	0	0	0	mirna
restitution	1	0	0	0	0	0	1	0	0	0	restitucija
restlessness	0	1	0	0	0	0	0	0	0	0	nemir
restoration	0	0	0	0	0	0	0	0	0	0	restauracija
restorative	0	1	0	0	1	0	1	0	0	1	restorative
restored	0	0	0	0	0	0	0	0	0	0	restauriran
restoring	0	0	0	0	0	0	1	0	0	0	restauriranje
restrain	1	0	0	1	0	1	0	0	0	0	obuzdati
restrained	0	0	0	1	0	0	0	0	0	0	uzdržan
restraint	0	0	0	0	0	0	1	0	0	0	suzdržanost
restrict	0	0	0	0	0	1	0	1	0	0	ograničiti
restricted	0	0	0	0	0	0	0	0	0	0	ograničeno
restriction	1	0	0	1	0	1	0	1	0	0	ograničenje
restrictive	0	0	0	0	0	1	0	0	0	0	restriktivni
result	0	1	0	0	0	0	0	0	0	0	rezultat
resultant	0	1	0	0	0	0	0	0	0	0	rezultantno
resumption	0	0	0	0	0	0	1	0	0	0	nastavak
resurrection	0	0	0	0	0	0	0	0	0	0	uskrsnuće
resuscitation	0	0	0	0	0	0	0	0	0	0	reanimacija
retail	0	0	0	0	0	0	0	0	0	0	maloprodaja
retailer	0	0	0	0	0	0	0	0	0	0	trgovac na malo
retain	0	0	0	0	0	0	0	0	0	1	zadržati
retaining	0	0	0	0	0	0	0	0	0	0	zadržavanje
retake	0	0	0	0	0	0	0	0	0	0	ponovo uzeti
retaliate	1	0	0	0	0	1	0	0	0	0	osvetiti se
retaliation	1	0	0	1	0	1	0	0	0	0	odmazde
retaliatory	1	0	0	0	0	1	0	0	0	0	osvetnički
retard	0	0	1	1	0	1	0	1	0	0	retard
retardation	0	0	0	0	0	1	0	0	0	0	retardacija
retention	0	0	0	0	0	0	1	0	0	0	zadržavanje
retentive	0	0	0	0	0	0	0	0	0	0	retentive
reticent	0	0	0	1	0	1	0	0	0	0	reticent
retina	0	0	0	0	0	0	0	0	0	0	retina
retired	0	0	0	0	0	0	0	0	0	0	u penziji
retirement	0	1	0	1	1	1	1	1	0	1	odlazak u penziju
retiring	0	0	0	0	0	0	0	0	0	0	penzionisanje
retold	0	0	0	0	0	0	0	0	0	0	prepričavano
retort	0	0	0	0	0	1	0	0	0	0	retort
retrace	0	0	0	0	0	0	0	0	0	0	retrace
retract	1	0	0	0	0	1	0	0	0	0	povući
retraction	0	0	0	0	0	1	0	0	0	0	povlačenje
retrenchment	0	0	0	1	0	1	0	0	0	0	retrenchment
retribution	1	0	0	1	0	1	0	1	0	0	odmazda
retrieval	0	0	0	0	0	0	0	0	0	0	pronalaženje
retrieve	0	0	0	0	0	0	0	0	0	0	povratiti
retriever	0	0	0	0	0	0	0	0	0	0	retriver
retroactive	0	0	0	0	0	0	0	0	0	0	retroaktivno
retrograde	0	0	0	0	0	1	0	0	0	0	retrogradno
retrospect	0	0	0	0	0	0	0	0	0	0	retrospektiva
retrospective	0	0	0	0	0	0	0	0	0	0	retrospektivno
retrospectively	0	0	0	0	0	0	0	0	0	0	retrospektivno
return	0	0	0	0	0	0	0	0	0	0	povratak
reunion	0	1	0	0	0	0	1	0	0	1	ponovno okupljanje
reveal	0	0	0	0	0	0	0	0	0	0	otkriti
revel	0	0	0	0	1	0	1	0	0	0	revel
revelation	0	0	0	0	0	0	0	0	0	0	otkrovenje
revels	0	0	0	0	1	0	1	0	0	0	revels
revenge	1	1	0	1	0	1	0	0	1	0	osveta
revenue	0	0	0	0	0	0	0	0	0	0	prihoda
reverberation	0	0	0	0	0	0	0	0	0	0	odjek
revere	0	1	0	0	1	0	1	0	0	1	revere
reverence	0	0	0	0	1	0	1	0	0	1	poštovanje
reverend	0	0	0	0	1	0	1	0	0	0	velečasni
reverent	0	0	0	0	0	0	0	0	0	0	reverent
reverie	0	0	0	0	1	0	1	0	0	1	sanjarenje
reversal	1	0	1	0	0	1	0	0	1	0	preokret
reverse	0	0	0	0	0	0	0	0	0	0	obrnuto
reversion	0	0	0	0	0	0	0	0	0	0	reverzija
revert	0	0	0	0	0	0	0	0	0	0	vratiti
reverting	0	0	0	0	0	0	0	0	0	0	vraćanje
review	0	0	0	0	0	0	0	0	0	0	recenzija
reviewer	0	0	0	0	0	0	0	0	0	0	recenzent
revise	0	0	0	0	0	0	1	0	0	0	revidirati
revision	0	0	0	0	0	0	0	0	0	0	revizija
revisit	0	0	0	0	0	0	0	0	0	0	ponovo posjetiti
revival	0	1	0	0	1	0	1	0	0	1	preporod
revive	0	1	0	0	0	1	1	0	0	0	oživiti
revocation	0	0	0	0	0	1	0	0	0	0	opoziv
revoke	1	0	1	1	0	1	0	1	0	0	opozvati
revolt	1	0	0	0	0	1	0	0	1	0	revolt
revolting	1	0	1	1	0	1	0	0	0	0	revoltiran
revolution	1	1	0	1	0	1	1	1	1	0	revolucija
revolutionary	0	0	0	0	0	0	1	0	0	0	revolucionarno
revolutionize	0	0	0	0	0	0	0	0	0	0	revolucionisati
revolve	0	0	0	0	0	0	0	0	0	0	okretati
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	odbojnost
reward	0	1	0	0	1	0	1	0	1	1	nagrada
rhetoric	0	0	0	0	0	0	0	0	0	0	retorika
rhetorical	0	0	0	0	0	0	0	0	0	0	retorički
rheumatism	1	0	0	1	0	1	0	1	0	0	reumatizam
rhyme	0	0	0	0	0	0	0	0	0	0	rima
rhyming	0	0	0	0	0	0	0	0	0	0	rimovanje
rhythm	0	0	0	0	0	0	1	0	0	0	ritam
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmično
rib	0	0	0	0	0	0	0	0	0	0	rebro
ribbed	0	0	0	0	0	0	0	0	0	0	rebrasto
ribbon	1	1	0	0	1	0	1	0	0	0	traka
rice	0	0	0	0	0	0	0	0	0	0	pirinač
riches	0	0	0	0	0	0	0	0	0	0	bogatstvo
richness	0	0	0	0	0	0	1	0	0	0	bogatstvo
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	raskliman
rid	0	0	0	0	0	0	0	0	0	0	rid
riddance	0	0	0	0	0	0	0	0	0	0	riddance
riddle	0	0	0	0	0	0	0	0	1	0	zagonetka
riddled	0	0	0	0	0	1	0	0	0	0	izrešetano
ride	0	0	0	0	0	0	0	0	0	0	ride
rider	0	0	0	0	0	0	1	0	0	0	jahač
ridge	0	0	0	0	0	0	0	0	0	0	greben
ridicule	1	0	1	0	0	1	0	1	0	0	ismijavanje
ridiculous	1	0	1	0	0	1	0	0	0	0	smiješno
riding	0	0	0	0	0	0	0	0	0	0	jahanje
rife	0	0	0	0	0	1	0	0	0	0	rasprostranjen
rifle	1	0	0	1	0	1	0	0	0	0	puška
rifles	0	0	0	0	0	0	0	0	0	0	puške
rift	0	0	0	0	0	1	0	0	0	0	rift
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigging
righteous	0	0	0	0	0	0	1	0	0	0	pravedni
rightful	0	0	0	0	0	0	1	0	0	0	opravdano
rightly	0	0	0	0	0	0	1	0	0	0	ispravno
rigid	0	0	0	0	0	1	0	0	0	0	krut
rigidity	0	0	0	0	0	1	0	0	0	0	rigidnost
rigor	0	0	1	1	0	1	0	0	0	0	rigor
rigorous	0	0	0	0	0	1	0	0	0	0	rigorozna
rim	0	0	0	0	0	0	0	0	0	0	obod
rind	0	0	0	0	0	0	0	0	0	0	kora
ring	0	0	0	0	0	0	0	0	0	0	prsten
ringer	1	0	0	0	0	1	0	0	0	0	zvono
ringing	0	0	0	0	0	0	0	0	0	0	zvoni
rink	0	0	0	0	0	0	0	0	0	0	klizalište
rinse	0	0	0	0	0	0	0	0	0	0	isperite
riot	1	0	0	1	0	1	0	0	0	0	nered
riotous	1	0	0	1	0	1	0	0	1	0	bunovan
riparian	0	0	0	0	0	0	0	0	0	0	priobalni
ripe	0	0	0	0	0	0	1	0	0	0	zreo
