English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Czech Word
tome	0	0	0	0	0	0	0	0	0	0	ke mě
tomorrow	0	1	0	0	0	0	0	0	0	0	zítra
ton	0	0	0	0	0	0	0	0	0	0	tón
tone	0	0	0	0	0	0	0	0	0	0	tón
tong	0	0	0	0	0	0	0	0	0	0	kleště
tongs	0	0	0	0	0	0	0	0	0	0	kleště
tongue	0	0	0	0	0	0	0	0	0	0	jazyk
tonic	0	0	0	0	0	0	0	0	0	0	tonikum
tonnage	0	0	0	0	0	0	0	0	0	0	tonáž
tonsils	0	0	0	0	0	0	0	0	0	0	mandle
tooling	0	0	0	0	0	0	0	0	0	0	nářadí
tooth	0	0	0	0	0	0	0	0	0	0	zub
toothache	0	0	0	1	0	1	0	0	0	0	bolest zubů
toothed	0	0	0	0	0	0	0	0	0	0	ozubený
toothless	0	0	0	0	0	0	0	0	0	0	bezzubý
top	0	1	0	0	0	0	1	0	0	1	horní
topaz	0	0	0	0	0	0	0	0	0	0	topas
topic	0	0	0	0	0	0	0	0	0	0	téma
topical	0	0	0	0	0	0	0	0	0	0	aktuální
topographic	0	0	0	0	0	0	0	0	0	0	topografický
topographical	0	0	0	0	0	0	0	0	0	0	místopisný
topography	0	0	0	0	0	0	0	0	0	0	topografie
topple	0	0	0	0	0	0	0	0	1	0	svrhnout
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	pochodeň
torment	1	0	0	1	0	1	0	1	0	0	trápení
torn	0	0	0	0	0	1	0	0	0	0	roztržený
tornado	0	0	0	1	0	0	0	0	0	0	tornádo
torpedo	1	0	0	0	0	1	0	0	0	0	torpédo
torrent	0	0	0	1	0	0	0	0	0	0	torrent
torrid	0	0	0	0	0	1	0	0	0	0	vášnivý
torsion	0	0	0	0	0	0	0	0	0	0	kroucení
torso	0	0	0	0	0	0	0	0	0	0	trup
tort	0	0	0	0	0	1	0	0	0	0	přečin
tortious	1	0	1	0	0	1	0	0	0	0	delikventní
tortoise	0	0	0	0	0	0	0	0	0	0	želva
tortuous	0	0	0	0	0	0	0	0	0	0	klikatý
torture	1	1	1	1	0	1	0	1	0	0	mučení
toss	0	0	0	0	0	0	0	0	0	0	přehazovat
total	0	0	0	0	0	0	0	0	0	0	celkový
totality	0	0	0	0	0	0	0	0	0	0	celek
totally	0	0	0	0	0	0	0	0	0	0	naprosto
tote	0	0	0	0	0	0	0	0	0	0	vozit
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	dotek
touched	0	0	0	0	0	1	0	0	0	0	dotkl
touching	0	0	0	0	0	0	0	0	0	0	dojemný
touchy	1	0	0	0	0	1	0	1	0	0	nedůtklivý
tough	0	0	0	0	0	1	0	1	0	0	tvrdý
toughness	1	0	0	1	0	0	1	0	0	1	houževnatost
tour	0	0	0	0	0	0	0	0	0	0	prohlídka
tourist	0	0	0	0	0	0	0	0	0	0	turista
tourmaline	0	0	0	0	0	0	0	0	0	0	turmalín
tournament	0	0	0	0	0	0	0	0	0	0	turnaj
tourniquet	0	0	0	0	0	0	0	0	0	0	turniket
tout	0	0	0	0	0	0	0	0	0	0	nadávat
tow	0	0	0	0	0	0	0	0	0	0	vlek
towel	0	0	0	0	0	0	0	0	0	0	ručník
tower	0	0	0	0	0	0	1	0	0	0	věž
towering	0	1	0	1	0	0	1	0	0	0	tyčící se
town	0	0	0	0	0	0	0	0	0	0	město
townhouse	0	0	0	0	0	0	0	0	0	0	městský dům
toxic	0	0	1	0	0	1	0	0	0	0	toxický
toxicology	0	0	0	0	0	0	0	0	0	0	toxikologie
toxin	0	0	0	1	0	1	0	0	0	0	toxin
toy	0	0	0	0	0	0	0	0	0	0	hračka
trace	0	0	0	0	0	0	0	0	0	0	stopa
traces	0	0	0	0	0	0	0	0	0	0	stopy
trachea	0	0	0	0	0	0	0	0	0	0	průdušnice
tracing	0	0	0	0	0	0	0	0	0	0	trasování
track	0	1	0	0	0	0	0	0	0	0	dráha
tract	0	0	0	1	0	0	0	0	0	0	trakt
tractable	0	0	0	0	0	0	0	0	0	0	povolný
traction	0	0	0	0	0	0	0	0	0	0	trakce
tractor	0	0	0	0	0	0	0	0	0	0	traktor
trade	0	0	0	0	0	0	0	0	0	1	obchod
trader	0	0	0	0	0	0	0	0	0	0	obchodník
tradesman	0	0	0	0	0	0	0	0	0	0	živnostník
trading	0	0	0	0	0	0	0	0	0	0	obchodování
tradition	0	0	0	0	0	0	0	0	0	0	tradice
traditional	0	0	0	0	0	0	1	0	0	0	tradiční
traffic	0	0	0	0	0	0	0	0	0	0	provoz
tragedy	0	0	0	1	0	1	0	1	0	0	tragédie
tragic	0	0	0	0	0	1	0	0	0	0	tragický
trail	0	0	0	0	0	0	0	0	0	0	stezka
train	0	0	0	0	0	0	0	0	0	0	vlak
trained	0	0	0	0	0	0	0	0	0	0	vyškolený
trainer	0	0	0	0	0	0	0	0	0	1	trenér
training	0	0	0	0	0	0	0	0	0	0	výcvik
trait	0	0	0	0	0	0	0	0	0	0	vlastnost
traitor	1	0	1	1	0	1	0	1	0	0	zrádce
trajectory	0	0	0	0	0	0	0	0	0	0	trajektorie
tram	0	0	0	0	0	0	0	0	0	0	tramvaj
tramp	0	0	1	1	0	1	0	1	0	0	tulák
tramway	0	0	0	0	0	0	0	0	0	0	tramvají
trance	0	0	0	0	0	1	0	0	0	0	trans
tranquil	0	0	0	0	1	0	1	0	0	0	klidný
tranquility	0	0	0	0	1	0	1	0	0	1	klid
transact	0	0	0	0	0	0	0	0	0	0	obchodovat
transaction	0	0	0	0	0	0	0	0	0	1	transakce
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantický
transcendence	0	1	0	0	1	0	1	0	1	1	transcendence
transcendent	0	0	0	0	0	0	0	0	0	0	transcendentní
transcendental	0	0	0	0	0	0	1	0	0	0	transcendentální
transcribe	0	0	0	0	0	0	0	0	0	0	přepsat
transcriber	0	0	0	0	0	0	0	0	0	0	přepisovatel
transcript	0	0	0	0	0	0	0	0	0	1	přepis
transcription	0	0	0	0	0	0	0	0	0	0	transkripce
transfer	0	0	0	0	0	0	0	0	0	0	převod
transference	0	0	0	0	0	0	0	0	0	0	přenos
transferred	0	0	0	0	0	0	0	0	0	0	přestoupil
transfixed	0	0	0	0	0	0	0	0	0	0	transfixovaný
transform	0	0	0	0	0	0	0	0	0	0	přeměnit
transformation	0	0	0	0	0	0	0	0	0	0	proměna
transfusion	0	0	0	0	0	0	0	0	0	0	transfúze
transgression	0	0	0	0	0	1	0	0	0	0	přestupek
transient	0	0	0	0	0	0	0	0	0	0	přechodný
transit	0	0	0	0	0	0	0	0	0	0	tranzit
transition	0	0	0	0	0	0	0	0	0	0	přechod
transitional	0	1	0	0	0	0	0	0	0	0	přechodný
transitive	0	0	0	0	0	0	0	0	0	0	tranzitivní
transitory	0	0	0	0	0	0	0	0	0	0	přechodný
translate	0	0	0	0	0	0	0	0	0	0	přeložit
translation	0	0	0	0	0	0	0	0	0	1	překlad
translocation	0	0	0	0	0	0	0	0	0	0	translokace
translucent	0	0	0	0	0	0	0	0	0	0	průsvitný
transmission	0	0	0	0	0	0	0	0	0	0	přenos
transmit	0	0	0	0	0	0	0	0	0	0	vysílat
transmutation	0	0	0	0	0	0	0	0	0	0	proměna
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	průhlednost
transparent	0	0	0	0	0	0	0	0	0	0	průhledný
transplant	0	0	0	0	0	0	0	0	0	0	transplantace
transplantation	0	0	0	0	0	0	0	0	0	0	transplantace
transport	0	0	0	0	0	0	0	0	0	0	doprava
transportation	0	0	0	0	0	0	0	0	0	0	přeprava
transpose	0	0	0	0	0	0	0	0	0	0	přemístit
transposition	0	0	0	0	0	0	0	0	0	0	transpozice
transverse	0	0	0	0	0	0	0	0	0	0	příčný
trap	0	0	0	0	0	0	0	0	0	0	past
trapping	0	0	0	0	0	0	0	0	0	0	odchyt
trappings	0	0	0	0	0	1	0	0	0	0	ozdoby
traps	0	0	0	0	0	1	0	0	0	0	pasti
trash	0	0	1	0	0	1	0	1	0	0	odpadky
trashy	0	0	1	0	0	1	0	0	0	0	kýčovitý
traumatic	1	0	0	1	0	1	0	1	0	0	traumatický
travail	0	0	0	0	0	1	0	0	0	0	dřina
travel	0	0	0	0	0	0	0	0	0	0	cestovat
traveler	0	0	0	0	0	0	0	0	0	0	cestovatel
traveling	0	0	0	0	0	0	1	0	0	0	cestování
traverse	0	0	0	0	0	0	0	0	0	0	přejít
travesty	0	0	1	1	0	1	0	1	0	0	travestie
trawl	0	0	0	0	0	0	0	0	0	0	vlečná síť
trawler	0	0	0	0	0	0	0	0	0	0	trawler
tray	0	0	0	0	0	0	0	0	0	0	zásobník
treacherous	1	0	1	1	0	1	0	0	0	0	zrádný
treachery	1	0	0	1	0	1	0	1	1	0	zrada
tread	0	0	0	0	0	0	0	0	0	0	šlapat
treadmill	0	1	0	0	0	0	0	0	0	0	běžecký pás
treason	1	0	1	1	0	1	0	0	1	0	zrada
treasure	0	1	0	0	1	0	1	0	0	1	poklad
treasurer	0	0	0	0	0	0	0	0	0	1	pokladník
treasury	0	0	0	0	0	0	0	0	0	0	státní pokladna
treat	1	1	1	1	1	1	1	1	1	1	zacházet
treatise	0	0	0	0	0	0	0	0	0	0	pojednání
treatment	0	0	0	0	0	0	0	0	0	0	léčba
treaty	0	0	0	0	0	0	0	0	0	0	dohoda
treble	0	0	0	0	0	0	0	0	0	0	ztrojnásobit
tree	1	1	1	0	1	0	1	0	1	1	strom
trek	0	0	0	0	0	0	0	0	0	0	trek
trellis	0	0	0	0	0	0	0	0	0	0	mřížovina
tremble	0	0	0	0	0	0	0	0	0	0	třást se
trembling	0	0	0	1	0	1	0	0	0	0	chvění
tremendous	0	0	0	0	0	0	0	0	0	0	obrovský
tremendously	0	0	0	0	0	0	1	0	0	0	nesmírně
tremor	1	1	0	1	0	1	0	1	0	0	třes
trench	0	0	0	0	0	0	0	0	0	0	příkop
trend	0	0	0	0	0	0	1	0	0	0	trend
trending	0	0	0	0	0	0	0	0	0	0	trendy
trendy	0	0	0	0	0	0	1	0	0	0	moderní
trepidation	0	1	0	1	0	1	0	0	1	0	chvění
trespass	1	0	0	0	0	1	0	0	0	0	přestupek
triad	0	0	0	0	0	0	0	0	0	0	trojice
triangle	0	0	0	0	0	0	0	0	0	0	trojúhelník
triangular	0	0	0	0	0	0	0	0	0	0	trojúhelníkový
tribe	0	0	0	0	0	0	0	0	0	1	kmen
tribulation	0	0	0	1	0	1	0	1	0	0	soužení
tribunal	0	1	1	1	0	1	0	0	0	1	tribunál
tribune	0	0	0	0	0	0	0	0	0	1	tribuna
tributary	0	1	0	0	0	0	1	0	0	0	přítok
tribute	0	0	0	0	0	0	1	0	0	0	hold
trick	0	0	0	0	0	1	0	0	1	0	trik
trickery	1	0	1	1	0	1	0	1	1	0	podvod
trickle	0	0	0	0	0	0	0	0	0	0	pramínek
tricky	0	0	0	0	0	0	0	0	0	0	záludný
tricycle	0	0	0	0	0	0	0	0	0	0	tříkolka
trident	0	0	0	0	0	0	0	0	0	0	trojzubec
trifle	0	0	0	0	0	1	0	0	0	0	maličkost
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	spoušť
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometrie
trillion	0	0	0	0	0	0	0	0	0	0	bilion
trim	0	0	0	0	0	0	0	0	0	0	oříznout
trimmer	0	0	0	0	0	0	0	0	0	0	zastřihovač
trimming	0	0	0	0	0	0	0	0	0	0	ořezávání
trine	0	0	0	0	0	0	0	0	0	0	trigon
trinity	0	0	0	0	0	0	0	0	0	0	Trojice
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	výlet
tripartite	0	0	0	0	0	0	0	0	0	0	tripartita
triple	0	0	0	0	0	0	0	0	0	0	trojnásobný
triplet	0	0	0	0	0	0	0	0	0	0	trojice
triplicate	0	0	0	0	0	0	0	0	0	0	trojnásobný
tripod	0	0	0	0	0	0	0	0	0	0	stativ
tripping	1	0	0	0	0	1	0	1	0	0	zakopnutí
trite	0	0	0	0	0	0	0	0	0	0	banální
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	triumf
triumphant	0	1	0	0	1	0	1	0	0	1	triumfální
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	vozík
trombone	0	0	0	0	0	0	0	0	0	0	pozoun
troop	0	0	0	0	0	0	0	0	0	0	oddíl
trooper	0	0	0	0	0	0	0	0	0	0	voják
troops	0	0	0	0	0	0	0	0	0	0	vojsko
trophy	0	1	0	0	1	0	1	0	1	1	trofej
tropical	0	0	0	0	0	0	0	0	0	0	tropický
trot	0	0	0	0	0	0	0	0	0	0	klus
troublesome	1	0	0	1	0	1	0	0	0	0	namáhavý
trough	0	0	0	0	0	0	0	0	0	0	koryto
troupe	0	0	0	0	0	0	0	0	0	0	soubor
trousers	0	0	0	0	0	0	0	0	0	0	kalhoty
trout	0	0	0	0	0	0	0	0	0	0	pstruh
trowel	0	0	0	0	0	0	0	0	0	0	zednická lžíce
truce	0	0	0	0	1	0	1	0	0	1	příměří
truck	0	0	0	0	0	0	0	0	0	1	nákladní auto
true	0	0	0	0	1	0	1	0	0	1	skutečný
truism	0	0	0	0	0	0	0	0	0	0	truismus
trump	0	0	0	0	0	0	0	0	1	0	trumf
trumpet	0	0	0	0	0	1	0	0	0	0	trubka
trumpeter	0	0	0	0	0	0	0	0	0	0	trumpetista
truncate	0	0	0	0	0	0	0	0	0	0	zkrátit
truncated	0	0	0	0	0	0	0	0	0	0	zkrácený
trundle	0	0	0	0	0	0	0	0	0	0	trundle
trunk	0	0	0	0	0	0	0	0	0	0	kmen
truss	0	0	0	0	0	0	0	0	0	1	vazník
trust	0	0	0	0	0	0	0	0	0	1	důvěra
trustee	0	0	0	0	0	0	0	0	0	1	správce
trusty	0	0	0	0	0	0	1	0	0	0	věrný
truth	0	0	0	0	0	0	1	0	0	1	pravda
truthful	0	0	0	0	0	0	0	0	0	1	pravdivý
truthfulness	0	0	0	0	0	0	1	0	0	1	pravdivost
tryout	0	0	0	0	0	0	0	0	0	0	vyzkoušet
tub	0	0	0	0	0	0	0	0	0	0	vana
tube	0	0	0	0	0	0	0	0	0	0	trubka
tubular	0	0	0	0	0	0	0	0	0	0	trubkový
tubule	0	0	0	0	0	0	0	0	0	0	trubička
tuck	0	0	0	0	0	0	0	0	0	0	zastrčit
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	všívané
tug	0	0	0	0	0	0	0	0	0	0	tahat
tuition	0	0	0	0	0	0	0	0	0	0	výuka
tulip	0	0	0	0	0	0	0	0	0	0	tulipán
tumble	0	0	0	0	0	1	0	0	0	0	pád
tumbler	0	0	0	0	0	0	0	0	0	0	sklenice
tumor	0	0	0	1	0	1	0	0	0	0	nádor
tumour	0	0	0	1	0	1	0	1	0	0	nádor
tumult	1	0	0	1	0	1	0	0	1	0	hluk
tumultuous	1	0	0	1	0	1	0	0	0	0	bouřlivý
tun	0	0	0	0	0	0	0	0	0	0	káď
tuna	0	0	0	0	0	0	0	0	0	0	tuňák
tunable	0	0	0	0	0	0	0	0	0	0	naladitelný
tune	0	0	0	0	0	0	0	0	0	0	naladit
tunic	0	0	0	0	0	0	0	0	0	0	tunika
tuning	0	0	0	0	0	0	0	0	0	0	ladění
tunnel	0	0	0	0	0	0	0	0	0	0	tunel
turban	0	0	0	0	0	0	0	0	0	0	turban
turbidity	0	0	0	0	0	0	0	0	0	0	zákal
turbine	0	0	0	0	0	0	0	0	0	0	turbína
turbulence	1	0	0	1	0	1	0	0	0	0	turbulence
turbulent	0	0	0	1	0	1	0	0	0	0	turbulentní
turf	0	0	0	0	0	0	0	0	0	0	rašelina
turmeric	0	0	0	0	0	0	0	0	0	0	kurkuma
turmoil	1	0	0	1	0	1	0	1	0	0	zmatek
turn	0	0	0	0	0	0	0	0	0	0	otočit se
turning	0	0	0	0	0	0	0	0	0	0	otáčení
turnkey	0	0	0	0	0	0	0	0	0	0	na klíč
turnpike	0	0	0	0	0	0	0	0	0	0	mýto
turntable	0	0	0	0	0	0	0	0	0	0	gramofon
turquoise	0	0	0	0	0	0	0	0	0	0	tyrkysový
turret	0	0	0	0	0	0	0	0	0	0	věžička
turtleneck	0	0	0	0	0	0	0	0	0	0	rolák
tussle	1	0	0	0	0	0	0	0	0	0	zápas
tutelage	0	0	0	0	0	0	1	0	0	1	opatrovnictví
tutor	0	0	0	0	0	0	1	0	0	0	tutor
tweak	0	0	0	0	0	0	0	0	0	0	vyladit
twelfth	0	0	0	0	0	0	0	0	0	0	dvanáctý
twelve	0	0	0	0	0	0	0	0	0	0	dvanáct
twentieth	0	0	0	0	0	0	0	0	0	0	dvacetina
twenty	0	0	0	0	0	0	0	0	0	0	dvacet
twig	0	0	0	0	0	0	0	0	0	0	větvička
twilight	0	0	0	0	0	0	0	0	0	0	soumrak
twill	0	0	0	0	0	0	0	0	0	0	kepr
twin	0	0	0	0	0	0	1	0	0	0	dvojče
twine	0	0	0	0	0	0	0	0	0	0	motouz
twinkle	0	1	0	0	1	0	1	0	0	0	blikat
twins	0	0	0	0	0	0	0	0	0	0	dvojčata
twist	0	0	0	0	0	0	0	0	0	0	kroutit
twisted	0	0	0	0	0	0	0	0	0	0	zkroucený
twitch	0	0	0	0	0	1	0	0	0	0	škubnutí
twofold	0	0	0	0	0	0	0	0	0	0	dvojí
tycoon	0	0	0	0	0	0	0	0	0	0	magnát
type	0	0	0	0	0	0	0	0	0	0	typ
typewriter	0	0	0	0	0	0	0	0	0	0	psací stroj
typhoon	0	0	0	1	0	1	0	0	0	0	tajfun
typically	0	0	0	0	0	0	0	0	0	0	typicky
typist	0	0	0	0	0	0	0	0	0	0	písařka
typography	0	0	0	0	0	0	0	0	0	0	typografie
tyrannical	1	0	1	1	0	1	0	0	0	0	tyranský
tyranny	0	0	0	1	0	1	0	1	0	0	tyranie
tyrant	1	0	1	1	0	1	0	1	0	0	tyran
tyre	0	0	0	0	0	0	0	0	0	0	pneumatika
ubiquitous	0	0	0	0	0	0	0	0	0	0	všudypřítomný
ubiquity	0	0	0	0	0	0	0	0	0	0	všudypřítomnost
ugliness	0	0	1	1	0	1	0	1	0	0	ošklivost
ugly	0	0	1	0	0	1	0	0	0	0	škaredý
ulcer	1	0	1	1	0	1	0	1	0	0	vřed
ulterior	0	0	0	0	0	1	0	0	0	0	postranní
ultimate	0	1	0	0	0	0	0	1	0	0	Ultimátni
ultimately	0	1	0	0	0	0	1	0	0	0	nakonec
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	ultimo
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultrafialový
umbilical	0	0	0	0	0	0	0	0	0	0	pupeční
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	deštník
umpire	0	0	0	0	0	0	1	0	0	1	rozhodčí
unabashed	0	0	0	0	0	0	0	0	0	0	nestoudný
unabated	0	0	0	0	0	0	0	0	0	0	nezmenšená
unable	0	0	0	0	0	1	0	1	0	0	neschopný
unacceptable	0	0	0	0	0	1	0	1	0	0	nepřijatelný
unaccompanied	0	0	0	0	0	0	0	0	0	0	bez doprovodu
unaccountable	0	1	1	0	0	1	0	1	0	1	nevysvětlitelný
unacknowledged	0	0	0	0	0	0	0	1	0	0	nepřiznaný
unadulterated	0	0	0	0	0	0	0	0	0	0	ryzí
unaided	0	0	0	0	0	0	0	0	0	0	bez pomoci
unaltered	0	0	0	0	0	0	0	0	0	0	nezměněný
unambiguous	0	0	0	0	0	0	0	0	0	0	jednoznačný
unanimity	0	0	0	0	0	0	1	0	0	0	jednomyslnost
unanimous	0	0	0	0	0	0	1	0	0	0	jednomyslný
unanimously	0	0	0	0	0	0	0	0	0	0	jednomyslně
unanticipated	0	0	0	0	0	0	0	0	1	0	neočekávané
unapproved	0	0	0	0	0	1	0	0	0	0	neschválené
unarmed	0	0	0	0	0	0	0	0	0	0	neozbrojený
unassisted	0	0	0	0	0	0	0	0	0	0	bez pomoci
unassuming	0	0	0	0	0	0	1	0	0	0	nenáročný
unattached	0	0	0	0	0	1	0	0	0	0	nepřipojený
unattainable	1	0	0	0	0	1	0	1	0	0	nedosažitelný
unattended	0	0	0	0	0	0	0	0	0	0	bez dozoru
unattractive	0	0	1	0	0	1	0	1	0	0	neatraktivní
unauthorized	0	0	0	0	0	1	0	0	0	0	neoprávněný
unavoidable	0	0	0	0	0	1	0	0	0	0	nevyhnutelný
unaware	0	0	0	0	0	1	0	0	0	0	nevědomý
unbalanced	0	0	0	0	0	0	0	0	0	0	nevyvážený
unbearable	0	0	1	0	0	1	0	1	0	0	nesnesitelný
unbeaten	0	1	0	0	1	1	1	1	1	0	neporažený
unbelief	0	0	0	0	0	1	0	0	0	0	nevěra
unbelievable	0	0	0	0	0	1	0	0	0	0	neuvěřitelný
unbiased	0	0	0	0	0	0	1	0	0	0	objektivní
unborn	0	0	0	0	0	1	0	0	0	0	nenarozený
unbound	0	0	0	0	0	0	0	0	0	0	bez závazků
unbounded	0	0	0	0	0	0	0	0	0	0	neomezený
unbreakable	0	0	0	0	0	0	1	0	0	0	nerozbitný
unbridled	1	1	0	1	0	1	1	0	1	0	nespoutaný
unbroken	0	0	0	0	0	0	1	0	0	1	nezlomený
uncanny	0	0	0	1	0	1	0	0	1	0	podivné
uncaring	1	0	1	0	0	1	0	1	0	0	bezstarostný
uncertain	1	0	1	1	0	1	0	0	1	0	nejistý
uncertainty	0	0	0	0	0	0	0	0	0	0	nejistota
unchallenged	0	0	0	0	0	0	0	0	0	0	nenapadnuto
unchangeable	0	0	0	0	0	1	0	0	0	0	neměnný
unchanged	0	0	0	0	0	0	0	0	0	0	beze změny
unclaimed	0	0	0	0	0	0	0	0	0	0	nevyzvednuté
uncle	0	0	0	0	0	0	0	0	0	0	strýc
unclean	0	0	1	0	0	1	0	0	0	0	nečistý
uncomfortable	0	0	0	0	0	1	0	0	0	0	nepříjemný
uncommon	0	0	0	0	0	0	0	0	0	0	neobvyklé
uncommonly	0	0	0	0	0	0	0	0	0	0	nezvykle
uncompromising	0	0	0	0	0	0	0	0	0	0	nekompromisní
unconcerned	0	0	0	0	0	0	0	0	0	0	nezaujatý
unconfirmed	0	0	0	0	0	0	0	0	0	0	nepotvrzený
unconnected	0	0	0	0	0	0	0	0	0	0	nepřipojené
unconscionable	0	0	1	0	0	1	0	0	0	0	nesvědomitý
unconscious	0	0	0	0	0	1	0	0	0	0	nevědomý
unconsciousness	0	0	0	0	0	0	0	0	0	0	bezvědomí
unconstitutional	0	0	0	0	0	1	0	0	0	0	neústavní
unconstrained	0	0	0	0	1	0	1	0	0	0	neomezený
uncontested	0	0	0	0	0	0	0	0	0	0	nesporné
uncontrollable	1	1	0	0	0	1	0	0	1	0	neovladatelný
uncontrolled	0	0	0	0	0	1	0	0	0	0	nekontrolovaně
unconventional	0	0	0	0	0	0	0	0	0	0	nekonvenční
unconvinced	0	0	0	0	0	0	0	0	0	0	nepřesvědčený
uncooked	0	0	0	0	0	0	0	0	0	0	nevařené
uncorrelated	0	0	0	0	0	0	0	0	0	0	nekorelované
uncover	0	0	0	0	0	0	0	0	1	0	odhalit
uncritical	0	0	0	0	0	0	0	0	0	0	nekritický
uncut	0	0	0	0	0	0	0	0	0	0	nesestříhaný
undecided	0	1	0	1	0	1	0	0	0	0	nerozhodný
undefined	0	0	0	0	0	0	0	0	0	0	nedefinováno
undeniable	0	0	0	0	0	0	0	0	0	0	nepopiratelný
undercover	0	0	0	0	0	0	0	0	0	0	v utajení
undercurrent	0	0	0	0	0	0	0	0	0	0	spodní proud
underestimate	0	0	0	0	0	0	0	0	1	0	podcenění
undergo	0	0	0	0	0	0	0	0	0	0	podstoupit
undergraduate	0	0	0	0	0	0	0	0	0	0	vysokoškolák
underground	0	0	0	0	0	0	0	0	0	0	podzemí
underlie	0	0	0	0	0	0	0	0	0	0	podložit
underline	0	0	0	0	0	0	1	0	0	0	zdůraznit
undermined	0	0	0	0	0	1	0	0	0	0	podkopané
underneath	0	0	0	0	0	0	0	0	0	0	pod
underpaid	1	0	0	0	0	1	0	1	0	0	nedostatečně zaplaceno
underpants	0	0	0	0	0	0	0	0	0	0	spodky
underscore	0	0	0	0	0	0	0	0	0	0	podtrhnout
undersized	0	0	0	0	0	1	0	0	0	0	poddimenzovaný
understanding	0	0	0	0	0	0	1	0	0	1	porozumění
understood	0	0	0	0	0	0	0	0	0	0	pochopil
undertake	0	0	0	0	0	0	0	0	0	0	podniknout
undertaker	0	0	0	0	0	0	0	1	0	0	pohřebák
undertaking	0	1	0	0	0	0	0	0	0	0	závazek
underwood	0	0	0	0	0	0	0	0	0	0	Pod dřevem
underwrite	0	0	0	0	0	0	1	0	0	1	upisovat
underwriter	0	0	0	0	0	0	0	0	0	0	upisovatel
undeserved	0	0	0	0	0	0	0	0	0	0	nezasloužený
undesirable	1	0	1	1	0	1	0	1	0	0	nežádoucí
undesired	0	0	0	0	0	1	0	1	0	0	nežádoucí
undeveloped	0	0	0	0	0	0	0	0	0	0	nevyvinutý
undirected	0	0	0	0	0	0	0	0	0	0	neorientovaný
undisclosed	0	1	0	0	0	0	0	0	0	0	nezveřejněno
undiscovered	0	0	0	0	0	0	0	0	1	0	neobjevený
undisputed	0	0	0	0	0	0	0	0	0	0	nesporný
undisturbed	0	0	0	0	0	0	0	0	0	0	nerušený
undivided	0	0	0	0	0	0	1	0	0	0	nerozdělené
undo	0	0	0	0	0	1	0	0	0	0	vrátit
undoing	0	0	0	0	0	0	0	0	0	0	zkáza
undoubted	0	1	1	0	0	0	0	0	0	0	nesporný
undress	0	0	0	0	0	0	0	0	0	0	svléknout
undressed	0	0	0	0	0	0	0	0	0	0	svlečený
undue	0	0	0	0	0	0	0	0	0	0	nepatřičné
undying	0	1	0	0	1	0	1	1	0	1	nehynoucí
unearned	0	0	0	0	0	0	0	0	0	0	nezasloužené
unearth	0	0	0	0	0	0	0	0	0	0	odhalit
uneasiness	0	1	0	0	0	1	0	1	0	0	neklid
uneasy	0	0	1	1	0	1	0	0	0	0	nepříjemný
uneducated	0	0	0	0	0	1	0	1	0	0	nevzdělaný
unemployed	0	0	0	1	0	1	0	1	0	0	bez práce
unencumbered	0	0	0	0	0	0	0	0	0	0	nezatížené
unending	0	0	0	0	0	0	0	0	0	0	nekonečný
unequal	1	0	1	1	0	1	0	1	0	0	nerovný
unequalled	0	0	0	0	0	0	0	0	0	0	nepřekonatelný
unequivocal	0	0	0	0	0	0	0	0	0	1	jednoznačný
unequivocally	0	0	0	0	0	0	1	0	0	0	jednoznačně
uneven	0	0	0	0	0	1	0	0	0	0	nerovný
uneventful	0	0	0	0	0	0	0	0	0	0	jednotvárný
unexpected	0	1	0	1	1	1	1	0	1	0	neočekávané
unexpectedly	0	0	0	0	0	0	0	0	1	0	nečekaně
unexplained	0	1	0	0	0	1	0	1	0	0	nevysvětlitelné
unexplored	0	0	0	0	0	0	0	0	0	0	neprozkoumaný
unfailing	0	0	0	0	0	0	0	0	0	0	neselhávající
unfair	1	0	1	0	0	1	0	1	0	0	nespravedlivé
unfairness	1	0	0	0	0	1	0	1	0	0	nespravedlnost
unfaithful	0	0	1	0	0	1	0	0	0	0	nevěrný
unfamiliar	0	0	0	0	0	0	0	0	0	0	neznámý
unfavorable	0	0	1	0	0	1	0	1	0	0	nepříznivý
