English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Uzbek Word
stormy	0	0	0	1	0	1	0	0	0	0	bo'ronli
story	0	0	0	0	0	0	0	0	0	0	hikoya
stout	0	0	0	0	0	0	0	0	0	0	baquvvat
stove	0	0	0	0	0	0	0	0	0	0	pechka
stow	0	0	0	0	0	0	0	0	0	0	to'plash
straddle	0	0	0	0	0	0	0	0	0	0	oyoqqa turmoq
straighten	0	0	0	0	0	0	0	0	0	0	tekislang
straightforward	0	0	0	0	0	0	1	0	0	1	to'g'ri
straightway	0	0	0	0	0	0	0	0	0	0	darhol
strained	1	0	0	0	0	1	0	0	0	0	taranglashgan
strait	0	0	0	0	0	0	0	0	0	0	bo'g'oz
straits	0	0	0	1	0	1	0	0	0	0	bo'g'ozlar
strand	0	0	0	0	0	0	0	0	0	0	ip
stranded	0	0	0	0	0	1	0	0	0	0	qolib ketgan
stranger	0	0	0	1	0	1	0	0	0	0	begona
strangle	1	0	1	1	0	1	0	1	1	0	bo'g'moq
strap	0	0	0	0	0	0	0	0	0	0	tasma
strapping	0	0	0	0	0	0	0	0	0	0	bog'lash
strata	0	0	0	0	0	0	0	0	0	0	qatlamlar
strategic	0	0	0	0	0	0	1	0	0	0	strategik
strategist	0	1	0	0	0	0	1	0	0	1	strateg
strategy	0	0	0	0	0	0	0	0	0	0	strategiya
stratification	0	0	0	0	0	0	0	0	0	0	tabaqalanish
stratum	0	0	0	0	0	0	0	0	0	0	qatlam
stratus	0	0	0	0	0	0	0	0	0	0	qatlam
straw	0	0	0	0	0	0	0	0	0	0	somon
stray	0	0	0	0	0	1	0	0	0	0	adashgan
streak	0	0	0	0	0	0	0	0	0	0	chiziq
streaked	0	0	0	0	0	0	0	0	0	0	chiziqli
stream	0	0	0	0	0	0	0	0	0	0	oqim
streamer	0	0	0	0	0	0	0	0	0	0	oqimchi
streaming	0	0	0	0	0	0	0	0	0	0	oqim
street	0	0	0	0	0	0	0	0	0	0	ko'cha
strength	0	0	0	0	0	0	1	0	0	1	kuch
strengthen	0	0	0	0	0	0	1	0	0	0	mustahkamlash
strengthening	0	0	0	0	1	0	1	0	0	1	mustahkamlash
strenuous	0	0	0	0	0	0	0	0	0	0	mashaqqatli
stress	0	0	0	0	0	1	0	0	0	0	stress
stretch	0	0	0	0	0	0	0	0	0	0	cho'zish
stretcher	0	0	0	1	0	0	0	1	0	0	zambil
stricken	0	0	0	0	0	0	0	1	0	0	urilgan
stride	0	0	0	0	0	0	0	0	0	0	qadam tashlash
strife	1	0	0	0	0	1	0	0	0	0	janjal
strike	1	0	0	0	0	1	0	0	0	0	zarba berish
striking	0	0	0	0	0	0	1	0	0	0	hayratlanarli
strikingly	0	0	0	0	0	0	1	0	0	0	hayratlanarli darajada
string	0	0	0	0	0	0	0	0	0	0	ip
stringy	0	0	0	0	0	0	0	0	0	0	ipli
strip	0	0	0	0	0	1	0	1	0	0	tasma
stripe	0	0	0	0	0	1	0	0	0	0	chiziq
stripped	1	1	1	1	0	1	0	1	0	0	yechib olingan
strive	0	1	0	0	0	0	0	0	0	0	intilmoq
strobe	0	0	0	0	0	0	0	0	0	0	strob
stroke	0	0	0	1	0	1	0	1	0	0	insult
stroll	0	0	0	0	0	0	0	0	0	0	sayr qilish
stronghold	0	0	0	0	0	0	0	0	0	0	qo'rg'on
strongly	0	0	0	0	0	0	1	0	0	0	kuchli
structural	0	0	0	0	0	0	0	0	0	1	strukturaviy
structure	0	0	0	0	0	0	1	0	0	1	tuzilishi
struggle	1	0	0	1	0	1	0	1	0	0	kurash
strut	0	0	0	0	0	1	0	0	0	0	tirgak
stubble	0	0	0	0	0	0	0	0	0	0	soqol
stubbornness	0	0	0	0	0	0	0	0	0	0	qaysarlik
stubby	0	0	0	0	0	0	0	0	0	0	qaysar
stucco	0	0	0	0	0	0	0	0	0	0	shlyapa
stuck	0	0	0	0	0	0	0	0	0	0	tiqilib qolgan
stud	0	0	0	0	0	0	1	0	0	0	stud
studded	0	0	0	0	0	0	0	0	0	0	tikilgan
student	0	0	0	0	0	0	0	0	0	0	talaba
studied	0	0	0	0	0	0	0	0	0	0	o'rgangan
studio	0	0	0	0	0	0	0	0	0	0	studiya
study	0	0	0	0	0	0	1	0	0	0	o'rganish
stuff	0	0	0	0	0	0	0	0	0	0	narsalar
stuffing	0	0	0	0	0	0	0	0	0	0	to'ldirish
stuffy	0	0	0	0	0	1	0	0	0	0	tiqilib qolgan
stumble	0	0	0	0	0	1	0	0	0	0	qoqilish
stump	0	0	0	0	0	0	0	0	0	0	dum
stunned	0	0	0	1	0	1	0	0	1	0	hayratda qoldi
stunt	0	0	0	0	0	0	0	0	0	0	kaskadyorlik
stunted	0	0	0	0	0	1	0	0	0	0	pakana
stupendous	0	0	0	0	0	0	0	0	0	0	ajoyib
stupid	0	0	0	0	0	1	0	0	0	0	ahmoq
stupidity	0	0	0	0	0	1	0	0	0	0	ahmoqlik
stupor	0	0	0	0	0	1	0	0	0	0	ahmoqlik
sturdy	0	0	0	0	0	0	1	0	0	0	mustahkam
sturgeon	0	0	0	0	0	0	0	0	0	0	bakir baliqlari
stutter	0	0	0	0	0	0	0	0	0	0	duduqlanish
sty	0	0	1	0	0	1	0	0	0	0	atirgul
style	0	0	0	0	0	0	0	0	0	0	uslub
stylish	0	0	0	0	0	0	0	0	0	0	zamonaviy
subatomic	0	0	0	0	0	0	0	0	0	0	atom osti
subcommittee	0	0	0	0	0	0	0	0	0	0	quyi qo'mita
subconscious	0	0	0	0	0	0	0	0	0	0	ongsiz
subcutaneous	0	0	0	0	0	0	0	0	0	0	teri osti
subdivide	0	0	0	0	0	0	0	0	0	0	bo'linish
subdivision	0	0	0	0	0	0	0	0	0	0	bo'linma
subduction	0	0	0	0	0	0	0	0	0	0	subduktsiya
subdue	0	0	0	0	0	1	0	0	0	0	bo'ysundirmoq
subdued	0	0	0	0	0	0	0	0	0	0	bo'ysundirilgan
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	Mavzu
subjected	0	0	0	0	0	1	0	1	0	0	bo'ysundirilgan
subjection	0	0	0	0	0	1	0	0	0	0	bo'ysunish
subjective	0	0	0	0	0	0	0	0	0	0	sub'ektiv
subjugation	1	0	1	1	0	1	0	1	0	0	bo'ysunish
sublimation	0	0	0	0	1	0	1	0	0	0	sublimatsiya
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	suv osti kemasi
submerged	0	0	0	0	0	0	0	0	0	0	suv ostida qolgan
submersible	0	0	0	0	0	0	0	0	0	0	suv osti
submission	0	0	0	0	0	0	0	0	0	0	topshirish
submit	0	1	0	0	0	0	0	0	0	0	topshirish
subordinate	0	0	0	1	0	1	0	0	0	0	bo'ysunuvchi
subordination	0	0	0	0	0	0	0	0	0	0	bo'ysunish
subplot	0	0	0	0	0	0	0	0	0	0	subplot
subpoena	0	0	0	0	0	1	0	0	0	0	chaqiruv qog'ozi
subscribe	0	1	0	0	0	0	0	0	0	0	obuna bo'ling
subscription	0	0	0	0	0	0	0	0	0	0	obuna
subsequence	0	0	0	0	0	0	0	0	0	0	keyingi ketma-ketlik
subsequent	0	0	0	0	0	0	0	0	0	0	keyingi
subsequently	0	0	0	0	0	0	0	0	0	0	keyinchalik
subset	0	0	0	0	0	0	0	0	0	0	pastki to'plam
subside	0	0	0	0	0	0	0	0	0	0	tushish
subsidence	0	0	0	0	0	1	0	1	0	0	cho'kish
subsidiary	0	0	0	0	0	0	0	0	0	0	sho'ba korxonasi
subsidize	0	0	0	0	0	0	0	0	0	0	subsidiyalash
subsidy	1	0	1	0	0	1	0	0	0	0	subsidiya
subsist	0	0	0	0	0	1	0	0	0	0	yashash
subsistence	0	0	0	0	0	0	0	0	0	0	tirikchilik
subsoil	0	0	0	0	0	0	0	0	0	0	yer osti boyliklari
substance	0	0	0	0	0	0	1	0	0	0	modda
substantially	0	0	0	0	0	0	0	0	0	0	sezilarli darajada
substantiate	0	0	0	0	0	0	0	0	0	1	asoslash
substantive	0	0	0	0	0	0	1	0	0	0	mazmunli
substitute	0	0	0	0	0	0	0	0	0	0	almashtirmoq
substituted	0	0	0	0	0	0	0	0	0	0	almashtirilgan
substitution	0	0	0	0	0	0	0	0	0	0	almashtirish
substructure	0	0	0	0	0	0	0	0	0	0	quyi tuzilma
subterranean	0	0	0	0	0	0	0	0	0	0	yer osti
subtle	0	0	0	0	0	0	0	0	0	0	nozik
subtlety	0	0	0	0	0	0	0	0	0	0	noziklik
subtract	0	0	0	0	0	1	0	0	0	0	ayirish
subtraction	0	0	0	0	0	0	0	0	0	0	ayirish
subtype	0	0	0	0	0	0	0	0	0	0	kichik turi
suburb	0	0	0	0	0	0	0	0	0	0	chekka
suburban	0	0	0	0	0	0	0	0	0	0	shahar atrofi
suburbs	0	0	0	0	0	0	0	0	0	0	chekka hududlar
subversion	1	0	0	1	0	1	0	0	0	0	buzg'unchilik
subversive	1	0	0	0	0	1	0	0	1	0	buzg'unchi
subvert	0	0	1	1	0	1	0	1	0	0	buzish
subway	0	0	0	0	0	0	0	0	0	0	metro
succeed	0	1	0	0	1	0	1	0	1	1	muvaffaqiyatga erishing
succeeding	0	1	0	0	1	0	1	0	0	1	muvaffaqiyatli
success	0	1	0	0	1	0	1	0	0	0	muvaffaqiyat
successful	0	1	0	0	1	0	1	0	0	1	omadli
succession	0	0	0	0	0	0	0	0	0	0	vorislik
successive	0	0	0	0	0	0	0	0	0	0	ketma-ket
successor	0	0	0	0	0	0	0	0	0	0	vorisi
succinct	0	0	0	0	0	0	1	0	0	0	qisqacha
succulent	0	0	0	0	0	1	1	0	0	0	shirali
succumb	0	0	0	0	0	1	0	0	0	0	taslim bo'lish
suck	0	0	0	0	0	1	0	0	0	0	emish
sucker	1	0	0	0	0	1	0	0	0	0	so'rg'ich
sucking	0	0	0	0	0	0	0	0	0	0	emish
suckling	0	0	0	0	0	0	0	0	0	0	emizish
suction	0	0	0	0	0	0	0	0	0	0	so'rish
sudden	0	0	0	0	0	0	0	0	1	0	to'satdan
suddenly	0	0	0	0	0	0	0	0	1	0	birdan
sue	1	0	0	0	0	1	0	1	0	0	sudga berish
suffer	0	0	0	0	0	1	0	0	0	0	azob chekish
sufferer	0	0	0	1	0	1	0	1	0	0	jabrlanuvchi
suffering	0	0	1	1	0	1	0	1	0	0	azob chekish
suffice	0	0	0	0	0	0	0	0	0	0	yetarli
sufficiency	0	0	0	0	0	0	1	0	0	0	yetarlilik
sufficient	0	0	0	0	0	0	0	0	0	0	yetarli
sufficiently	0	0	0	0	0	0	0	0	0	0	yetarlicha
suffix	0	0	0	0	0	0	0	0	0	0	qo'shimchasi
suffocating	0	0	1	1	0	1	0	1	0	0	bo'g'uvchi
suffocation	1	0	0	1	0	1	0	0	0	0	bo'g'ilish
sugar	0	0	0	0	0	0	1	0	0	0	shakar
suggest	0	0	0	0	0	0	0	0	0	1	taklif qilish
suggestion	0	0	0	0	0	0	0	0	0	0	taklif
suggestive	0	0	0	0	0	0	0	0	0	0	taklif qiluvchi
suicidal	1	0	1	1	0	1	0	1	0	0	o'z joniga qasd qilish
suicide	1	0	0	1	0	1	0	1	0	0	o'z joniga qasd qilish
suit	0	0	0	0	0	0	0	0	0	0	kostyum
suitable	0	0	0	0	0	0	1	0	0	0	mos
suite	0	0	0	0	0	0	0	0	0	0	komplekt
suitor	0	0	0	0	0	0	0	0	0	0	da'vogar
sullen	1	0	0	0	0	1	0	1	0	0	xira
sulphur	0	0	0	0	0	0	0	0	0	0	oltingugurt
sultan	0	0	0	1	0	0	0	0	0	0	sulton
sultry	0	0	0	0	0	0	1	0	0	0	qizg'in
sum	0	0	0	0	0	0	0	0	0	0	so'm
summarily	0	0	0	0	0	0	0	0	0	0	qisqacha
summarize	0	0	0	0	0	0	0	0	0	0	umumlashtirish
summary	0	0	0	0	0	0	0	0	0	0	xulosa
summation	0	0	0	0	0	0	0	0	0	0	jamlash
summer	0	0	0	0	0	0	0	0	0	0	yoz
summit	0	0	0	0	0	0	0	0	0	0	sammit
summon	0	0	0	0	0	0	0	0	0	0	chaqirish
summons	0	0	0	0	0	1	0	0	0	0	chaqirish
sumo	0	0	0	0	0	0	0	0	0	0	sumo
sump	0	0	1	0	0	0	0	0	0	0	quyqa
sumptuous	0	0	0	0	0	0	0	0	0	0	dabdabali
sun	0	1	0	0	1	0	1	0	1	1	quyosh
sunbeam	0	0	0	0	0	0	0	0	0	0	quyosh nuri
sundial	0	1	0	0	0	0	0	0	0	1	quyosh soati
sundown	0	0	0	0	0	0	0	0	0	0	quyosh botishi
sundry	0	0	0	0	0	0	0	0	0	0	har xil
sunglass	0	0	0	0	0	0	0	0	0	0	quyoshdan saqlaydigan ko'zoynak
sunglasses	0	0	0	0	0	0	0	0	0	0	quyoshdan saqlaydigan ko'zoynaklar
sunk	0	0	1	1	0	1	0	1	0	0	cho'kib ketgan
sunless	0	0	0	0	0	0	0	0	0	0	quyoshsiz
sunlight	0	0	0	0	0	0	0	0	0	0	quyosh nuri
sunny	0	1	0	0	1	0	1	0	1	0	quyoshli
sunrise	0	0	0	0	0	0	0	0	0	0	quyosh chiqishi
sunset	0	1	0	0	0	0	1	0	0	0	quyosh botishi
sunshine	0	0	0	0	1	0	1	0	0	0	quyosh nuri
superannuation	0	0	0	0	0	0	0	0	0	0	pensiya
superb	0	0	0	0	0	0	1	0	0	0	ajoyib
superficial	0	0	0	0	0	1	0	0	0	0	yuzaki
superfluous	0	0	0	0	0	1	0	0	0	0	ortiqcha
superhuman	0	0	0	0	0	0	1	0	0	0	g'ayritabiiy
superimposed	0	0	0	0	0	0	0	0	0	0	ustiga qo'yilgan
superintendent	0	0	0	0	0	0	0	0	0	0	nazoratchi
superior	0	0	0	0	0	0	1	0	0	0	ustun
superiority	0	0	0	0	0	0	1	0	0	0	ustunlik
superlative	0	0	0	0	0	0	0	0	0	0	ustun
superman	0	0	0	0	1	0	1	0	0	1	supermen
supermarket	0	0	0	0	0	0	0	0	0	0	Supermarket
supernatant	0	0	0	0	0	0	0	0	0	0	supernatant
supernatural	0	0	0	0	0	0	0	0	0	0	g'ayritabiiy
superposition	0	0	0	0	0	0	0	0	0	0	superpozitsiya
supersede	0	0	0	0	0	0	0	0	0	0	o'rnini bosadi
superstar	0	0	0	0	1	0	1	0	0	1	super yulduz
superstition	0	0	0	1	0	1	1	0	0	0	xurofot
superstitious	0	1	0	1	0	1	0	0	0	0	xurofot
supervise	0	0	0	0	0	0	0	0	0	0	nazorat qilish
supervision	0	0	0	0	0	0	0	0	0	0	nazorat qilish
supervisor	0	0	0	0	0	0	0	0	0	0	nazoratchi
supper	0	0	0	0	0	0	0	0	0	0	kechki ovqat
supplant	0	0	0	0	0	0	0	0	0	0	almashtirish
supple	0	0	0	0	0	0	0	0	0	0	egiluvchan
supplement	0	0	0	0	0	0	0	0	0	0	qo'shimcha
supplemental	0	0	0	0	0	0	0	0	0	0	qo'shimcha
supplementary	0	0	0	0	0	0	0	0	0	0	qo'shimcha
supplication	0	0	0	0	0	0	1	0	0	1	iltijo
supplies	0	0	0	0	0	0	1	0	0	0	ta'minot
supply	0	0	0	0	0	0	1	0	0	0	ta'minlash
supported	0	0	0	0	0	0	1	0	0	0	qo'llab-quvvatlanadi
supporter	0	0	0	0	1	0	1	0	0	1	tarafdori
supporters	0	0	0	0	0	0	0	0	0	0	tarafdorlari
supporting	0	0	0	0	0	0	1	0	0	1	qo'llab-quvvatlovchi
suppose	0	0	0	0	0	0	0	0	0	0	deylik
supposing	0	0	0	0	0	0	0	0	0	0	taxmin qilish
supposition	0	0	0	0	0	0	0	0	0	0	taxmin
suppress	1	0	0	1	0	1	0	1	0	0	bostirish
suppression	1	0	1	1	0	1	0	0	0	0	bostirish
supremacy	1	1	0	1	1	1	1	0	1	1	ustunlik
supreme	0	0	0	0	0	0	1	0	0	0	oliy
supremely	0	0	0	0	0	0	1	0	0	0	oliy darajada
surcharge	1	0	0	0	0	1	0	0	0	0	qo'shimcha to'lov
surety	0	0	0	0	0	0	1	0	0	1	kafillik
surf	0	0	0	0	0	0	0	0	0	0	bemaqsad
surface	0	0	0	0	0	0	0	0	0	0	sirt
surge	0	0	0	0	0	0	0	0	1	0	to'lqin
surgeon	0	0	0	0	0	0	0	0	0	0	jarroh
surgery	0	0	0	1	0	0	0	1	0	0	jarrohlik
surly	1	0	1	0	0	1	0	0	0	0	qo'pol
surmise	0	0	0	0	0	0	1	0	0	0	taxmin qilish
surname	0	0	0	0	0	0	0	0	0	0	familiya
surpassing	0	0	0	0	0	0	1	0	0	0	orttirish
surplus	0	0	0	0	0	0	0	0	0	0	ortiqcha
surprise	0	0	0	1	1	0	1	0	1	0	ajablanib
surprised	0	0	0	0	0	0	0	0	1	0	hayron
surprising	0	0	0	0	0	0	0	0	1	0	hayratlanarli
surprisingly	0	1	0	0	0	0	0	0	1	0	hayratlanarli
surrender	0	0	0	1	0	1	0	1	0	0	taslim bo'lish
surrendering	0	0	0	0	0	1	0	1	0	0	taslim bo'lish
surrogate	0	0	0	0	0	0	0	0	0	1	surrogat
surround	0	1	0	0	0	1	1	0	0	0	o'rab olish
surrounding	0	0	0	0	0	0	0	0	0	0	atrofdagi
surroundings	0	0	0	0	0	0	0	0	0	0	atrof-muhit
surveillance	0	0	0	1	0	0	0	0	0	0	nazorat
survey	0	0	0	0	0	0	0	0	0	0	tadqiqot
surveying	0	0	0	0	0	0	1	0	0	0	o'lchash
surveyor	0	0	0	0	0	0	0	0	0	0	geodezik
survival	0	0	0	0	0	0	0	0	0	0	omon qolish
survive	0	0	0	0	0	0	1	0	0	0	omon qolish
surviving	0	0	0	0	0	0	0	0	0	0	omon qolgan
susceptibility	0	0	0	0	0	0	0	0	0	0	sezuvchanlik
susceptible	0	0	0	0	0	1	0	0	0	0	sezgir
suspect	0	0	0	1	0	1	0	0	0	0	shubhali
suspected	0	0	0	0	0	0	0	0	0	0	gumon qilingan
suspend	0	0	0	0	0	0	0	0	0	0	to'xtatib turish
suspended	0	0	0	0	0	0	0	0	0	0	to'xtatilgan
suspenders	0	0	0	0	0	0	0	0	0	0	askılar
suspense	0	1	0	1	0	0	0	0	1	0	shubha
suspension	0	0	0	1	0	1	0	0	0	0	to'xtatib turish
suspicion	0	0	0	1	0	1	0	0	0	0	shubha
suspicions	0	0	0	0	0	0	0	0	0	0	shubhalar
suspicious	1	1	0	0	0	1	0	0	0	0	shubhali
sustained	0	0	0	0	0	0	0	0	0	0	barqaror
sustenance	0	0	0	0	0	0	0	0	0	0	rizq
suture	0	0	0	0	0	0	0	0	0	0	tikuv
swab	0	0	0	0	0	1	0	0	0	0	tampon
swag	0	0	0	0	0	0	0	0	0	0	o'lja; undirib olingan boylik
swagger	0	0	0	0	0	0	0	0	0	0	shavqatsiz
swallow	0	0	0	0	0	0	0	0	0	0	yutish
swamp	0	0	1	1	0	1	0	0	0	0	botqoq
swamped	0	0	0	0	0	0	0	0	0	0	botqoqlangan
swampy	0	0	1	1	0	1	0	0	0	0	botqoqli
swan	0	0	0	0	0	0	0	0	0	0	oqqush
swap	0	0	0	0	0	0	0	0	0	0	almashtirish
swarm	0	0	1	0	0	0	0	0	0	0	to'da
swarming	0	0	0	0	0	0	0	0	0	0	to'planish
swastika	1	0	0	1	0	1	0	0	0	0	svastika
sway	0	0	0	0	0	0	0	0	0	0	chayqalish
swear	0	0	0	0	0	0	1	0	0	1	qasam iching
swearing	0	0	0	0	0	0	0	0	0	0	qasam ichish
sweat	0	0	0	1	0	0	0	0	0	0	ter
sweater	0	0	0	0	0	0	0	0	0	0	sviter
sweating	0	0	0	0	0	0	0	0	0	0	terlash
sweep	0	0	0	0	0	0	0	0	0	0	supurish
sweeping	0	0	0	0	0	0	0	0	0	0	supurish
sweet	0	1	0	0	1	0	1	0	1	1	shirin
sweeten	0	0	0	0	0	0	0	0	0	0	shirinlashtirmoq
sweetened	0	0	0	0	0	0	0	0	0	0	shirinlangan
sweetener	0	0	0	0	0	0	0	0	0	0	tatlandırıcı
sweetheart	0	1	0	0	1	0	1	1	0	1	Jonginam
sweetie	0	0	0	0	0	0	1	0	0	0	sevgilim
sweetness	0	0	0	0	0	0	1	0	0	0	shirinlik
sweets	0	1	0	0	1	0	1	0	0	0	shirinliklar
swell	0	0	0	0	0	0	0	0	0	0	shishiradi
swelling	0	0	0	1	0	1	0	0	0	0	shishish
sweltering	0	0	0	0	0	0	0	0	0	0	qaynoq
swerve	0	0	0	1	0	0	0	0	1	0	burilish
swift	0	0	0	0	0	0	1	0	0	0	tez
swiftly	0	0	0	0	0	0	0	0	0	0	tez
swig	0	0	1	0	0	1	0	0	0	0	suzmoq
swim	0	1	0	1	1	0	1	0	0	0	suzish
swimming	0	0	0	0	0	0	0	0	0	0	suzish
swine	0	0	1	0	0	1	0	0	0	0	cho'chqa
swing	0	0	0	0	0	0	0	0	0	0	belanchak
swinging	0	0	0	0	0	0	0	0	0	0	tebranish
swish	0	0	0	0	0	0	0	0	0	0	chayqalish
switch	0	0	0	0	0	0	0	0	0	0	almashtirish
swivel	0	0	0	0	0	0	0	0	0	0	aylanuvchi
swollen	0	0	0	0	0	1	0	0	0	0	shishgan
swoon	0	0	0	0	0	0	0	0	0	0	hushidan ketish
swoop	0	0	0	0	0	0	0	0	0	0	surish
sword	0	0	0	0	0	0	0	0	0	0	qilich
syllable	0	0	0	0	0	0	0	0	0	0	bo'g'in
syllabus	0	0	0	0	0	0	0	0	0	0	o'quv rejasi
symbol	0	0	0	0	0	0	0	0	0	0	ramzi
symbolic	0	0	0	0	0	0	1	0	0	0	ramziy
symbolically	0	0	0	0	0	0	0	0	0	0	ramziy ma'noda
symbolism	0	0	0	0	0	0	0	0	0	0	ramziylik
symbolize	0	0	0	0	0	0	0	0	0	0	ramziy qiladi
symmetric	0	0	0	0	0	0	0	0	0	0	simmetrik
symmetrical	0	0	0	0	0	0	1	0	0	0	simmetrik
symmetry	0	0	0	0	1	0	1	0	0	1	simmetriya
sympathetic	0	0	0	1	1	0	1	1	0	1	hamdard
sympathize	0	0	0	0	0	0	0	1	0	0	hamdardlik bildirish
sympathy	0	0	0	0	0	0	1	1	0	0	hamdardlik
symphony	0	1	0	0	1	0	1	0	0	0	simfoniya
symptom	0	0	0	0	0	1	0	0	0	0	simptom
symptomatic	0	0	0	0	0	0	0	0	0	0	simptomatik
synagogue	0	0	0	0	0	0	0	0	0	0	sinagoga
synchronize	0	1	0	0	1	0	1	0	1	1	sinxronlash
synchronous	0	0	0	0	0	0	0	0	0	0	sinxron
syncope	0	0	0	1	0	1	0	1	1	0	hushidan ketish
syndicate	0	0	0	0	0	0	0	0	0	0	sindikat
synergistic	0	0	0	0	0	0	1	0	0	1	sinergetik
synergy	0	0	0	0	0	0	0	0	0	0	sinergiya
synod	0	0	0	0	0	0	1	0	0	1	sinod
synonym	0	0	0	0	0	0	0	0	0	0	sinonimi
synonymous	0	0	0	1	0	1	1	0	0	1	sinonim
synopsis	0	0	0	0	0	0	0	0	0	0	konspekt
synoptic	0	0	0	0	0	0	0	0	0	0	sinoptik
syntax	0	0	0	0	0	0	0	0	0	0	sintaksis
synthesis	0	0	0	0	0	0	0	0	0	0	sintez
synthetic	0	0	0	0	0	0	0	0	0	0	sintetik
syringe	0	0	0	1	0	0	0	0	0	0	shprits
syrup	0	0	0	0	0	0	0	0	0	0	sirop
system	0	0	0	0	0	0	0	0	0	1	tizimi
systematic	0	0	0	0	0	0	0	0	0	0	tizimli
systematically	0	0	0	0	0	0	0	0	0	0	tizimli ravishda
tabby	0	0	0	0	0	0	0	0	0	0	tabby
tabernacle	0	0	0	0	0	0	0	0	0	0	chodir
table	0	0	0	0	0	0	0	0	0	0	stol
tableau	0	0	0	0	0	0	0	0	0	0	jadval
tablespoon	0	0	0	0	0	0	0	0	0	0	osh qoshiq
tablet	0	0	0	0	0	0	0	0	0	0	planshet
tableware	0	0	0	0	0	0	0	0	0	0	dasturxon
taboo	0	0	1	1	0	1	0	0	0	0	tabu
tabular	0	0	0	0	0	0	0	0	0	0	jadvalli
tabulate	0	1	0	0	0	0	0	0	0	0	jadval tuzing
tabulation	0	0	0	0	0	0	0	0	0	0	jadval tuzish
tachometer	0	0	0	0	0	0	0	0	0	0	takometr
tacit	0	0	0	0	0	0	0	0	0	0	sokin
tack	0	0	0	0	0	0	0	0	0	0	yopish
tackle	1	0	0	0	0	0	0	0	1	0	hal qilish
tackling	0	0	0	0	0	0	0	0	0	0	hal qilish
tacky	0	0	0	0	0	0	0	0	0	0	yopishqoq
tact	0	0	0	0	0	0	1	0	0	0	xushmuomalalik
tactics	0	0	0	1	0	0	0	0	0	1	taktika
tactile	0	0	0	0	0	0	0	0	0	0	teginish
taffeta	0	0	0	0	0	0	0	0	0	0	tafta
taffy	0	0	0	0	0	0	0	0	0	0	shirin
tag	0	0	0	0	0	0	0	0	0	0	teg
tail	0	0	0	0	0	0	0	0	0	0	quyruq
tailed	0	0	0	0	0	0	0	0	0	0	dumli
tailings	0	0	0	0	0	0	0	0	0	0	qoldiqlari
tailor	0	0	0	0	0	0	0	0	0	0	tikuvchi
tailoring	0	0	0	0	0	0	0	0	0	0	tikuvchilik
taint	0	0	0	0	0	1	0	1	0	0	iflos
taker	0	0	0	0	0	0	0	0	0	0	oluvchi
tale	0	0	0	0	0	0	1	0	0	0	ertak
talent	0	0	0	0	0	0	1	0	0	0	iste'dod
talented	0	0	0	0	0	0	0	0	0	0	iste'dodli
talisman	0	0	0	0	0	0	1	0	0	0	tumor
talk	0	0	0	0	0	0	1	0	0	0	gapirish
talkative	0	0	0	0	0	0	0	0	0	0	suhbatdosh
talker	0	0	0	0	0	0	0	0	0	0	gapiruvchi
tall	0	0	0	0	0	0	0	0	0	0	baland
tallies	0	0	0	0	0	0	0	0	0	0	hisoblar
tallow	0	0	0	0	0	0	0	0	0	0	mayin yog'i
tally	0	0	0	0	0	0	0	0	0	0	hisob
talons	1	0	0	1	0	1	0	0	0	0	tirnoqlar
tambourine	0	0	0	0	0	0	0	0	0	0	tambur
taming	0	0	0	0	0	0	0	0	0	0	bo'ysundirish
tan	0	0	0	0	0	0	0	0	0	0	sarg'ish
tandem	0	0	0	0	0	0	0	0	0	1	tandem
tang	0	0	0	0	0	0	0	0	0	0	tang
tangent	0	0	0	0	0	0	0	0	0	0	tangens
tangle	0	0	0	0	0	0	0	0	0	0	chalkash
tangled	0	0	0	0	0	1	0	0	0	0	chigallashgan
tank	0	0	0	0	0	0	0	0	0	0	tank
tanned	0	0	0	0	0	0	1	0	0	0	tanlangan
tantalizing	0	1	0	0	1	1	1	0	1	0	jozibali
tantamount	0	0	0	0	0	0	0	0	0	1	teng
tap	0	0	0	0	0	0	0	0	0	0	teging
tape	0	0	0	0	0	0	0	0	0	0	lenta
taper	0	0	0	0	0	0	0	0	0	0	konus
tapering	0	0	0	0	0	0	0	0	0	0	toraytirish
tapestry	0	0	0	0	0	0	0	0	0	0	gobelen
tar	0	0	0	0	0	0	0	0	0	0	smola
tardiness	0	0	0	0	0	1	0	0	0	0	kechikish
tardy	0	0	0	0	0	1	0	0	0	0	kechikkan
target	0	0	0	0	0	0	0	0	0	0	maqsad
tariff	1	0	1	0	0	1	0	0	0	0	tarif
tarnish	0	0	1	0	0	1	0	1	0	0	qoralash
tarry	0	0	0	0	0	1	0	0	0	0	qatron
tart	0	0	0	0	0	0	0	0	0	0	tort
tartan	0	0	0	0	0	0	0	0	0	0	tartan
tartar	0	0	0	0	0	0	0	0	0	0	tatar
task	0	0	0	0	0	0	1	0	0	0	vazifa
tassel	0	0	0	0	0	0	0	0	0	0	to'qmoq
taste	0	0	0	0	0	0	0	0	0	0	ta'mi
