English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Somali Word
shining	0	1	0	0	1	0	1	0	0	0	dhalaalaya
shiny	0	0	0	0	0	0	0	0	0	0	dhalaalaya
ship	0	1	0	0	0	0	0	0	0	0	markab
shipment	0	0	0	0	0	0	0	0	0	0	shixnadda
shipping	0	0	0	0	0	0	0	0	0	0	maraakiibta
shipwreck	0	0	0	1	0	1	0	1	0	0	burburtay
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	shaadhka
shit	1	0	1	0	0	1	0	0	0	0	xaar
shiver	1	1	0	1	0	1	0	1	0	0	gariir
shivering	0	0	0	0	0	0	0	0	0	0	gariirid
shoals	0	0	0	0	0	0	0	0	0	0	shoals
shock	1	0	0	1	0	1	0	0	1	0	naxdin
shockingly	0	0	0	0	0	0	0	0	1	0	naxdin leh
shoddy	1	0	1	0	0	1	0	0	0	0	xishood badan
shoe	0	0	0	0	0	0	0	0	0	0	kabo
shoemaker	0	0	0	0	0	0	0	0	0	0	kabo-sameeyaha
shoot	1	0	0	1	0	1	0	0	0	0	toogtaan
shooter	0	0	0	1	0	0	0	0	0	0	toogte
shooting	1	0	0	1	0	1	0	0	0	0	toogashada
shop	0	0	0	0	0	0	0	0	0	0	dukaan
shopkeeper	0	0	0	0	0	0	0	0	0	1	dukaanle
shoplifting	1	0	1	0	0	1	0	0	0	0	dukaan dhac
shopping	0	1	0	0	1	0	1	0	1	1	wax iibsiga
shore	0	0	0	0	0	0	0	0	0	0	xeebta
shorn	0	0	0	0	0	0	0	0	0	0	la xiiray
short	0	0	0	0	0	0	0	0	0	0	gaaban
shortage	1	0	0	1	0	1	0	1	0	0	yaraan
shortcoming	0	0	0	0	0	1	0	0	0	0	nusqaan
shorten	0	0	0	0	0	0	0	0	0	0	gaabin
shortening	0	0	0	0	0	0	0	0	0	0	gaabin
shorthand	0	0	0	0	0	0	0	0	0	0	gacan gaaban
shortly	0	1	0	0	0	0	0	0	0	0	wax yar ka dib
shortness	0	0	0	0	0	0	0	0	0	0	gaaban
shorts	0	0	0	0	0	0	0	0	0	0	gaaban gaaban
shot	1	0	0	1	0	1	0	1	1	0	toogtay
shotgun	0	0	0	0	0	0	0	0	0	0	qoriga toogashada
shoulder	0	0	0	0	0	0	1	0	0	1	garabka
shout	1	0	0	0	0	0	0	0	1	0	qayli
shove	1	0	0	0	0	1	0	0	0	0	gariir
shovel	0	0	0	0	0	0	0	0	0	0	majarafad
shoveling	0	0	0	0	0	0	0	0	0	0	majarafad
show	0	0	0	0	0	0	0	0	0	1	show
shower	0	0	0	0	0	0	0	0	0	0	qubeyska
showing	0	0	0	0	0	0	0	0	0	0	muujinaya
showy	0	0	0	0	0	1	0	0	0	0	bandhig
shrapnel	0	0	0	1	0	0	0	0	0	0	xaaqid
shred	0	0	0	0	0	0	0	0	0	0	jeexjeex
shrewd	0	0	0	0	0	0	1	0	0	0	caqli badan
shriek	1	0	0	1	0	1	0	1	1	0	qaylo
shrill	1	0	0	1	0	1	0	0	1	0	qaylo
shrimp	0	0	0	0	0	0	0	0	0	0	shrimp
shrine	0	0	0	0	0	0	0	0	0	0	macbad
shrink	0	0	0	1	0	1	0	1	0	0	dhimid
shrinking	0	0	0	0	0	0	0	0	0	0	yaraanaya
shroud	0	0	0	0	0	0	0	1	0	0	maro
shrub	0	0	0	0	0	0	0	0	0	0	geed gaaban
shrubbery	0	0	0	0	0	0	0	0	0	0	geedo yaryar
shrug	0	0	0	0	0	0	0	0	0	0	garbaduub
shrunk	0	0	0	0	0	1	0	0	0	0	maqashay
shudder	0	0	0	1	0	1	0	0	0	0	gariir
shuffle	0	0	0	0	0	0	0	0	0	0	isku shaandhayn
shuffling	0	0	0	0	0	0	0	0	0	0	isku shaandhayn
shun	1	0	1	0	0	1	0	1	0	0	iska ilaali
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	xidhid
shutter	0	0	0	0	0	0	0	0	0	0	xirid
shuttle	0	0	0	0	0	0	0	0	0	0	shuttle
sib	0	0	0	0	0	0	0	0	0	1	walaal
sic	0	0	0	0	0	0	0	0	0	0	sida
sick	0	0	1	0	0	1	0	1	0	0	buka
sickening	1	0	1	1	0	1	0	1	0	0	buka
sickle	0	0	0	0	0	0	0	0	0	0	sixir
sickly	0	0	1	0	0	1	0	1	0	0	jirran
sickness	0	0	1	1	0	1	0	1	0	0	jirro
side	0	0	0	0	0	0	0	0	0	0	dhinac
sideboard	0	0	0	0	0	0	0	0	0	0	sabuuradda
sidestep	0	0	0	0	0	0	0	0	0	0	dhinac u jeedid
sideways	0	0	0	0	0	0	0	0	0	0	dhinac ah
siege	0	0	0	0	0	0	0	0	0	0	go'doomin
siesta	0	0	0	0	0	0	0	0	0	0	siista
sieve	0	0	0	0	0	0	0	0	0	0	shaandho
sifting	0	0	0	0	0	0	0	0	0	0	shaandhayn
sigh	0	0	0	0	0	0	0	0	0	0	taah
sight	0	0	0	0	0	0	0	0	0	0	aragga
sign	0	0	0	0	0	0	0	0	0	0	saxiix
signal	0	0	0	0	0	0	0	0	0	0	calaamad
signature	0	0	0	0	0	0	0	0	0	1	saxiix
significance	0	0	0	0	0	0	0	0	0	0	muhiimadda
significant	0	0	0	0	0	0	0	0	0	0	muhiim ah
signification	0	0	0	0	0	0	0	0	0	0	tilmaamid
signify	0	1	0	0	0	0	0	0	0	0	tilmaami
signpost	0	0	0	0	0	0	0	0	0	0	calaamad
silent	0	0	0	0	0	0	0	0	0	0	aamusan
silently	0	0	0	0	0	0	0	0	0	0	aamusnaan
silhouette	0	0	0	0	0	0	0	0	0	0	silhouette
silk	0	0	0	0	0	0	1	0	0	0	xariir
silken	0	0	0	0	0	0	0	0	0	0	xariir
silky	0	0	0	0	0	0	0	0	0	0	xariir
sill	0	0	0	0	0	0	0	0	0	0	sil
silliness	0	0	0	0	0	0	0	0	0	0	nacasnimo
silly	0	0	0	0	1	1	0	0	0	0	nacasnimo
silt	0	0	0	0	0	0	0	0	0	0	ciid
silver	0	0	0	0	0	0	0	0	0	0	qalin
silvery	0	0	0	0	0	0	0	0	0	0	qalin leh
similar	0	0	0	0	0	0	0	0	0	0	la mid ah
similarity	0	0	0	0	0	0	0	0	0	0	isu ekaanshaha
simile	0	0	0	0	0	0	0	0	0	0	tusaale ahaan
simmer	1	1	0	0	0	0	0	0	0	0	karkari
simmering	0	1	0	0	0	0	0	0	0	0	shiidid
simple	0	0	0	0	0	0	0	0	0	0	fudud
simples	0	0	0	0	0	0	0	0	0	0	fudud
simplify	0	1	0	0	1	0	1	0	1	1	fududeeyo
simply	0	0	0	0	0	0	0	0	0	0	sifudud
simulate	0	0	0	0	0	0	0	0	0	0	masalo
simulated	0	0	0	0	0	0	0	0	0	0	la ekaaday
simulating	0	0	0	0	0	0	0	0	0	0	matalaysa
simulation	0	0	0	0	0	0	0	0	0	0	jilitaanka
simultaneous	0	0	0	0	0	0	0	0	0	0	isku mar ah
simultaneously	0	0	0	0	0	0	0	0	0	0	isku mar
sin	1	0	1	1	0	1	0	1	0	0	dembi
sincere	0	0	0	0	0	0	1	0	0	1	daacadnimo
sincerity	0	0	0	0	0	0	1	0	0	0	daacadnimo
sinful	1	0	1	1	0	1	0	1	0	0	dembiile
sing	0	1	0	0	1	0	1	1	0	1	hees
singer	0	0	0	0	0	0	0	0	0	0	Fanaan
single	0	0	0	0	0	0	0	0	0	0	hal
singly	0	0	0	0	0	0	1	0	0	0	keligiis
singular	0	0	0	0	0	0	0	0	0	0	keli
singularity	0	0	0	0	0	0	0	0	0	0	kalinimo
singularly	0	0	0	0	0	0	0	0	1	0	kali ahaan
sinister	1	0	1	1	0	1	0	0	0	0	xumaan
sink	0	0	0	0	0	0	0	0	0	0	quusin
sinner	1	0	1	1	0	1	0	1	0	0	dembiile
sinning	0	0	1	0	0	1	0	0	0	0	dembaabi
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	kabasho
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	mudane
sire	0	0	0	0	0	0	0	0	0	0	seere
siren	0	0	0	1	0	1	0	0	0	0	seeriga
sissy	0	0	0	0	0	1	0	0	0	0	sis
sister	0	0	0	0	0	0	0	0	0	0	walaashay
sisterhood	1	0	0	0	0	0	1	1	1	1	walaalnimo
site	0	0	0	0	0	0	0	0	0	0	goobta
sith	0	0	0	0	0	0	0	0	0	0	fadhiid
sitting	0	0	0	0	0	0	0	0	0	0	fadhiya
situate	0	0	0	0	0	0	0	0	0	0	goob
situated	0	0	0	0	0	0	0	0	0	0	ku yaal
situation	0	0	0	0	0	0	0	0	0	0	xaalad
sixth	0	0	0	0	0	0	0	0	0	0	lixaad
sixty	0	0	0	0	0	0	0	0	0	0	lixdan
size	0	0	0	0	0	0	0	0	0	0	cabbirka
sizzle	1	0	0	0	0	0	0	0	0	0	sixir
skate	0	0	0	0	0	0	0	0	0	0	skate
skating	0	0	0	0	0	0	0	0	0	0	barafka barafka
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	qalfoofka
skeptic	0	0	0	0	0	0	0	0	0	0	shakiyey
skeptical	0	0	0	0	0	1	0	0	0	0	shakisan
skepticism	0	0	0	0	0	0	0	0	0	0	shakiga
sketch	0	0	0	0	0	0	0	0	0	0	sawir
sketchy	0	0	0	0	0	1	0	0	0	0	qabyo
skewed	1	1	0	0	0	1	0	0	0	0	qalloocan
skewer	0	0	0	0	0	0	0	0	0	0	skewer
ski	0	0	0	0	0	0	0	0	0	0	barafka barafka
skid	1	0	0	1	0	1	0	1	0	0	taraarax
skiff	0	0	0	0	0	0	0	0	0	0	suufi
skill	0	0	0	0	0	0	0	0	0	0	xirfad
skilled	0	0	0	0	0	0	1	0	0	0	xirfad leh
skillet	0	0	0	0	0	0	0	0	0	0	skillet
skillful	0	0	0	0	0	0	1	0	0	1	xirfad leh
skim	0	0	0	0	0	0	0	0	0	0	iska dhaaf
skin	0	0	0	0	0	0	0	0	0	0	maqaarka
skinny	0	0	0	0	0	0	0	0	0	0	caato ah
skip	0	0	0	0	0	1	0	0	0	0	ka bood
skipper	0	0	0	0	0	0	0	0	0	0	kabtan
skirmish	1	0	0	0	0	1	0	0	0	0	dagaal
skirt	0	0	0	0	0	0	0	0	0	0	goonnada
skirting	0	0	0	0	0	0	0	0	0	0	gooyn
skirts	0	0	0	0	0	0	0	0	0	0	goonnada
skit	0	0	0	0	0	0	0	0	0	0	iska tuur
skull	0	0	0	0	0	0	0	0	0	0	dhafoor
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	cirka
skyscraper	0	0	0	0	0	0	0	0	0	0	dhisme sare
slab	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slack	0	0	0	0	0	1	0	0	0	0	caajisnimo
slag	0	0	0	0	0	1	0	0	0	0	dharbaaxo
slam	1	0	0	1	0	1	0	0	1	0	dharbaaxo
slander	1	0	1	0	0	1	0	0	0	0	aflagaado
slanderous	0	0	0	0	0	1	0	0	0	0	aflagaado
slang	0	0	0	0	0	0	0	0	0	0	af-soomaali
slant	0	0	0	0	0	0	0	0	0	0	dhugan
slap	1	0	0	0	0	1	0	0	1	0	dharbaaxo
slash	1	0	0	0	0	0	0	0	0	0	dharbaaxo
slashes	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slate	0	0	0	0	0	0	1	0	0	0	dharbaaxo
slates	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slaughter	1	0	1	1	0	1	0	1	1	0	gowrac
slaughterhouse	1	0	1	1	0	1	0	1	0	0	kawaanka
slaughtering	1	0	1	1	0	1	0	1	1	0	gawraca
slave	1	0	0	1	0	1	0	1	0	0	addoon
slavery	1	0	1	1	0	1	0	1	0	0	addoonsiga
slay	1	0	0	0	0	1	0	0	0	0	dilid
slayer	1	0	1	1	0	1	0	1	1	0	dilaa
sledge	0	0	0	0	0	0	0	0	0	0	dharbaaxo
sleek	0	0	0	0	0	0	1	0	0	0	qurxin
sleep	0	0	0	0	0	0	0	0	0	0	hurdo
sleeper	0	0	0	0	0	0	0	0	0	0	hurdo
sleeping	0	0	0	0	0	0	0	0	0	0	hurdo
sleeplessness	0	0	0	0	0	0	0	0	0	0	hurdo la'aan
sleepy	0	0	0	0	0	0	0	0	0	0	hurdo
sleet	0	0	0	0	0	1	0	0	0	0	duufaan
sleeve	0	0	0	0	0	0	0	0	0	0	cudud
sleeveless	0	0	0	0	0	0	0	0	0	0	gacmo la'aan
sleigh	0	0	0	0	0	0	0	0	0	0	hurdo
sleight	0	0	0	0	0	0	0	0	0	0	hurdo
slender	0	0	0	0	0	0	1	0	0	0	caato ah
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	jeex
slick	0	0	0	0	0	0	0	0	0	0	jilicsan
slide	0	0	0	0	0	0	0	0	0	0	simbiriirixan
sliding	0	0	0	0	0	0	0	0	0	0	simbiriirixid
slight	0	0	0	0	0	0	0	0	0	0	yar
slightly	0	0	0	0	0	0	0	0	0	0	wax yar
slim	0	0	0	0	0	0	1	0	0	0	caato ah
slime	0	0	1	0	0	0	0	0	0	0	caato
slimy	0	0	1	0	0	1	0	0	0	0	caato ah
sling	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slink	0	0	0	0	0	1	0	0	0	0	dharbaaxo
slip	0	0	0	0	0	1	0	0	1	0	simbiriirixasho
slipper	0	0	0	0	0	0	0	0	0	0	dacas
slippers	0	0	0	0	0	0	0	0	0	0	dacas
slit	0	0	0	0	0	0	0	0	0	0	jeexjeex
sliver	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slogan	0	0	0	0	0	0	0	0	0	0	halhays
sloop	0	0	0	0	0	0	0	0	0	0	habacsanaan
slop	0	0	1	0	0	1	0	0	0	0	dabac
slope	0	0	0	0	0	0	0	0	0	0	jiirada
sloppy	0	0	1	0	0	1	0	0	0	0	jilicsan
slot	0	0	0	0	0	0	0	0	0	0	Afyare
sloth	0	0	1	0	0	1	0	0	0	0	caajisnimo
slouch	0	0	0	0	0	1	0	0	0	0	jahawareer
slough	0	0	0	0	0	1	0	0	0	0	gariir
slow	0	0	0	0	0	0	0	0	0	0	gaabis ah
slowly	0	0	0	0	0	0	0	0	0	0	si tartiib ah
slowness	0	0	0	0	0	1	0	0	0	0	gaabis
sludge	0	0	1	0	0	1	0	0	0	0	dhoobo
slug	0	0	1	0	0	1	0	0	0	0	caajisnimo
sluggish	0	0	0	0	0	1	0	1	0	0	caajisnimo
sluice	0	0	0	0	0	0	0	0	0	0	dharbaaxo
slum	0	0	1	0	0	1	0	0	0	0	isku raran
slumber	0	0	0	0	0	0	0	0	0	0	hurdo
slump	0	0	0	0	0	1	0	1	0	0	hoos u dhac
slur	1	0	1	0	0	1	0	1	0	0	cay
slush	0	0	1	0	0	1	0	0	1	0	dharbaaxo
slut	1	0	1	0	0	1	0	0	0	0	caajisnimo
sly	1	0	1	1	0	1	0	0	0	0	khiyaano
smack	1	0	0	0	0	1	0	0	0	0	dharbaaxid
small	0	0	0	0	0	1	0	0	0	0	yar
smaller	0	0	0	0	0	0	0	0	0	0	ka yar
smallest	0	0	0	0	0	0	0	0	0	0	ugu yar
smash	1	0	0	1	0	1	0	0	0	0	burburin
smashed	0	0	0	0	0	1	0	0	0	0	jajabiyey
smattering	0	0	0	0	0	1	0	0	0	0	dharbaaxo
smear	0	0	0	0	0	0	0	0	0	0	dhuuqid
smell	1	0	1	0	0	1	0	0	0	0	ur
smelling	0	0	1	0	0	1	0	0	0	0	urinta
smelt	0	0	0	0	0	0	0	0	0	0	dhalaalin
smile	0	0	0	0	1	0	1	0	1	1	dhoola cadeyn
smiling	0	0	0	0	1	0	1	0	0	0	dhoola cadeynaya
smirk	0	0	0	0	0	1	0	0	0	0	dhoola cadeyn
smite	1	0	0	1	0	1	0	1	0	0	garaacid
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	garaacid
smoker	0	0	0	0	0	1	0	0	0	0	sigaar cabbid
smokey	0	0	0	0	0	0	0	0	0	0	qiiqaysan
smoking	0	0	0	0	0	0	0	0	0	0	sigaarka
smoky	0	0	0	0	0	0	0	0	0	0	qiiqa
smoldering	0	0	0	0	0	0	0	0	0	0	qiiqaya
smoothly	0	0	0	0	0	0	0	0	0	0	si habsami leh
smoothness	0	0	0	0	0	0	1	0	0	0	simannaan
smother	1	0	0	0	0	1	0	0	0	0	qiiq
smudge	0	0	0	0	0	1	0	0	0	0	dhuuqid
smug	0	0	0	0	0	1	0	0	0	0	qarsoodi
smuggle	0	0	0	1	0	1	0	0	0	0	tahriib
smuggler	1	0	1	1	0	1	0	0	0	0	tahriibiye
smuggling	0	0	0	0	0	1	0	0	0	0	tahriibin
smut	0	0	1	1	0	1	0	0	0	0	xumeyn
snack	0	0	0	0	0	0	0	0	0	0	cunto fudud
snacks	0	0	0	0	0	0	0	0	0	0	cunto fudud
snag	0	0	0	0	0	1	0	0	1	0	dharbaaxo
snags	0	0	0	0	0	1	0	0	0	0	dhuuqid
snail	0	0	0	0	0	0	0	0	0	0	dabayl
snake	0	0	1	1	0	1	0	0	0	0	abeeso
snap	0	0	0	0	0	0	0	0	0	0	deg deg
snapshot	0	0	0	0	0	0	0	0	0	0	sawir qaade
snare	0	0	0	1	0	1	0	0	0	0	dabin
snarl	1	0	1	0	0	1	0	0	0	0	jahawareerin
snarling	1	0	0	0	0	1	0	0	0	0	gariir
snatch	0	0	0	0	0	0	0	0	0	0	dafid
sneak	1	0	0	1	0	1	0	0	1	0	dhuumasho
sneakers	0	0	0	0	0	0	0	0	0	0	kabaha kabaha
sneaking	0	1	0	1	0	1	0	0	0	1	dhuumasho
sneer	1	0	1	0	0	1	0	0	0	0	jeesjees
sneeze	0	0	1	0	0	1	0	0	1	0	hindhiso
sneezing	0	0	0	0	0	0	0	0	0	0	hindhisada
snicker	0	0	0	0	0	0	1	0	0	0	snicker
snide	0	0	0	0	0	1	0	0	0	0	dhuuqid
sniff	0	0	0	0	0	0	0	0	0	0	uriso
snip	0	0	0	0	0	0	0	0	0	0	dharbaaxo
snipe	0	0	0	0	0	0	0	0	0	0	toogte
snippet	0	0	0	0	0	0	0	0	0	0	jeexjeex
snob	0	0	0	0	0	1	0	0	0	0	khushuuc
snoopy	0	0	0	0	0	0	0	0	0	0	dhuuqsanaan
snooze	0	0	0	0	0	0	0	0	0	0	hindhiso
snore	0	0	0	0	0	0	0	0	0	0	khuurada
snort	0	0	0	0	0	0	0	1	0	0	khuurada
snout	0	0	0	0	0	0	0	0	0	0	sanka
snow	0	0	0	0	0	0	0	0	0	0	baraf
snowball	0	0	0	0	0	0	0	0	0	0	kubbadda barafka
snowflake	0	0	0	0	0	0	0	0	0	0	barafka
snowy	0	0	0	0	0	0	0	0	0	0	baraf leh
snuff	0	0	0	0	0	0	0	0	0	0	buuriga
soak	0	0	0	0	0	1	0	0	0	0	qooyn
soaking	0	0	0	0	0	0	0	0	0	0	qoolayn
soap	0	0	0	0	0	0	0	0	0	0	saabuun
soapy	0	0	0	0	0	0	0	0	0	0	saabuun
soaring	0	0	0	0	0	0	0	0	0	0	kor u kacaysa
sob	0	0	0	0	0	1	0	1	0	0	sob
sobriety	0	0	0	0	0	0	1	0	0	1	miyir qabid
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	kubbadda cagta
sociable	0	0	0	0	0	0	1	0	0	0	bulsho ahaan
social	0	0	0	0	0	0	0	0	0	0	bulsho
socialism	0	0	1	1	0	0	0	0	0	0	hantiwadaaga
socialist	1	0	1	1	0	1	0	1	0	0	hantiwadaag
society	0	0	0	0	0	0	0	0	0	0	bulshada
sock	0	0	0	0	0	0	0	0	0	0	sharabaad
socket	0	0	0	0	0	0	0	0	0	0	godad
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	fadhiga fadhiga
softening	0	0	0	0	0	0	0	0	0	0	jilicsanaansho
softness	0	0	0	0	0	0	0	0	0	0	jilicsanaansho
soggy	0	0	0	0	0	0	0	0	0	0	qoyan
soil	0	0	1	0	0	1	0	0	0	0	ciidda
soiled	0	0	1	0	0	1	0	0	0	0	wasakhaysan
sojourn	0	0	0	0	0	0	0	0	0	0	degganaansho
solace	0	0	0	0	0	0	1	0	0	0	nasteexo
solar	0	0	0	0	0	0	0	0	0	0	qorraxdu
solder	0	0	0	0	0	0	0	0	0	0	iibiye
soldering	0	0	0	0	0	0	0	0	0	0	alxanka
soldier	1	0	0	0	0	0	1	1	0	0	askari
sole	0	0	0	0	0	0	0	0	0	0	kali ah
solicit	0	0	0	0	0	0	0	0	0	0	codsato
solicitation	0	0	0	0	0	0	0	0	0	0	codsi
solicitor	0	0	0	0	0	0	0	0	0	0	garyaqaan
solid	0	0	0	0	0	0	1	0	0	0	adag
solidarity	0	0	0	0	0	0	0	0	0	1	midnimo
solidification	0	0	0	0	0	0	0	0	0	0	adkayn
solidified	0	0	0	0	0	0	0	0	0	0	la adkeeyey
solidify	0	0	0	0	0	0	0	0	0	0	adkayn
solidity	0	0	0	0	0	0	1	0	0	1	adkaansho
solitaire	0	0	0	0	0	0	0	0	0	0	kalinimo
solitary	0	0	0	0	0	0	0	0	0	0	kalinimo
solitude	0	0	0	0	0	0	0	0	0	0	kalinimo
solo	0	0	0	0	0	0	0	0	0	0	kali ah
solubility	0	0	0	0	0	0	0	0	0	0	milmayn
soluble	0	0	0	0	0	0	0	0	0	0	milmay
solution	0	0	0	0	0	0	1	0	0	0	xal
solve	0	0	0	0	0	0	0	0	0	0	xaliyo
solvency	0	0	0	0	0	0	1	0	0	0	xalinta
solvent	0	0	0	0	0	0	0	0	0	0	dareere
somatic	0	0	0	0	0	1	0	0	1	0	somatic
somber	0	0	0	0	0	1	0	1	0	0	miyir beelid
son	0	0	0	0	0	0	0	0	0	0	wiil
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	hees
sonnet	0	0	0	0	1	0	1	1	0	0	sonnet
sonorous	0	0	0	0	1	0	1	0	0	0	sonorous
soot	0	0	1	0	0	1	0	0	0	0	danbas
soothe	0	0	0	0	0	0	1	0	0	0	nafis
soothing	0	0	0	0	1	0	1	0	0	1	nasteexo
sophomore	0	0	0	0	0	0	0	0	0	0	dugsiga sare
soprano	0	0	0	0	0	0	0	0	0	0	soprano
sorcerer	0	0	0	0	0	0	0	0	0	0	saaxirad
sorcery	0	1	0	1	0	1	0	0	1	0	sixirnimo
sordid	1	0	1	1	0	1	0	1	0	0	sirdid
sore	1	0	0	0	0	1	0	1	0	0	xanuun
sorely	0	0	0	0	0	1	0	1	0	0	xanuun badan
soreness	0	0	1	0	0	1	0	1	0	0	xanuun
sorghum	0	0	0	0	0	0	0	0	0	0	hadhuudh
sorority	0	0	0	0	0	0	0	0	0	0	soornimo
sorrow	0	0	0	1	0	1	0	1	0	0	murugo
sorrowful	0	0	0	0	0	1	0	1	0	0	murugo leh
sort	0	0	0	0	0	0	0	0	0	0	kala soocid
sorter	0	0	0	0	0	0	1	0	0	0	kala soocida
sortie	0	0	0	1	0	1	0	0	0	0	kala soocida
sorting	0	0	0	0	0	0	0	0	0	0	kala soocida
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	naf la'aan
soulmate	0	0	0	1	0	1	0	0	0	0	naf-wadaag
sound	0	0	0	0	0	0	0	0	0	0	dhawaaq
sounding	0	0	0	0	0	0	0	0	0	0	ka dhawaajisay
soundness	0	1	0	0	1	0	1	0	0	1	caafimaad ahaan
soup	0	0	0	0	0	0	1	0	0	0	Maraq
sour	0	0	1	0	0	1	0	0	0	0	Dhanaan
source	0	0	0	0	0	0	0	0	0	0	isha
souvenir	0	0	0	0	0	0	0	0	0	0	xusuus
sovereign	0	0	0	0	0	0	0	0	0	1	madax-bannaani
sovereignty	0	0	0	0	0	0	0	0	0	0	qaranimada
sow	0	0	0	0	0	0	0	0	0	0	beero
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	meel bannaan
spacious	0	0	0	0	0	0	1	0	0	0	waasac
spade	0	0	0	0	0	0	0	0	0	0	baraf
span	0	0	0	0	0	0	0	0	0	0	taako
spaniel	0	0	0	0	1	0	1	0	0	1	isbaanish
spank	1	0	0	1	0	1	0	1	0	0	dharbaaxo
spanking	1	0	0	0	0	0	0	0	0	0	dharbaaxo
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	firaaqo
sparingly	0	0	0	0	0	0	0	0	0	0	si yar
spark	0	0	0	0	0	0	0	0	0	0	dhimbiil
sparkle	0	1	0	0	1	0	1	0	1	0	dhalaalid
sparring	0	0	0	0	0	0	0	0	0	0	dhuuban
sparse	0	0	0	0	0	0	0	0	0	0	dhuuban
spasm	0	0	0	1	0	1	0	0	0	0	xamaasad
spat	1	0	0	0	0	1	0	0	0	0	candhuuf
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	dhaleen
speaker	0	0	0	0	0	0	0	0	0	0	ku hadla
speaking	0	0	0	0	0	0	0	0	0	0	hadlaya
spear	1	1	0	1	0	1	0	0	0	0	waran
special	0	0	0	0	1	0	1	0	0	0	gaar ah
specialist	0	0	0	0	0	0	0	0	0	1	takhasus leh
speciality	0	0	0	0	0	0	0	0	0	0	takhasus
specialize	0	0	0	0	0	0	0	0	0	1	takhasusay
specially	0	0	0	0	0	0	0	0	0	0	gaar ahaan
specie	0	0	0	0	0	0	1	0	0	0	nooc
species	0	0	0	0	0	0	0	0	0	0	noocyada
specific	0	0	0	0	0	0	0	0	0	0	gaar ah
specification	0	0	0	0	0	0	0	0	0	0	qeexid
specimen	0	0	0	0	0	0	0	0	0	0	muunad
speck	0	0	1	0	0	1	0	0	0	0	xabo
speckled	0	0	0	0	0	0	0	0	0	0	dhibicyo leh
specs	0	0	0	0	0	0	0	0	0	0	sifooyin
spectacle	0	0	0	0	0	1	1	0	0	0	daawasho
spectacles	0	0	0	0	0	0	0	0	0	0	muraayadaha
spectacular	0	1	0	0	0	0	0	0	1	0	cajiib ah
spectator	0	0	0	0	0	0	0	0	0	0	daawade
specter	0	0	0	1	0	1	0	1	0	0	daawasho
spectral	0	0	0	0	0	1	0	0	0	0	muuqaal
spectrometer	0	0	0	0	0	0	0	0	0	0	spectrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrophotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spectroscopy
spectrum	0	0	0	0	0	0	0	0	0	0	spectrum
speculate	0	0	0	0	0	0	0	0	0	0	qiyaasid
speculation	0	0	0	1	0	1	0	1	0	0	mala-awaal
speculative	0	1	0	0	0	0	0	0	0	0	mala awaal ah
speculum	0	0	0	0	0	0	0	0	0	0	mala-awaal
speech	0	0	0	0	0	0	1	0	0	0	hadal
speechless	0	0	0	0	0	0	0	0	0	0	hadal la'aan
speed	0	0	0	0	0	0	0	0	0	0	xawaaraha
speedily	0	0	0	0	0	0	0	0	0	0	degdeg ah
speedometer	0	0	0	0	0	0	0	0	0	0	cabbirka xawaaraha
speedway	0	0	0	0	0	0	0	0	0	0	jidka dheereeya
speedy	0	0	0	0	0	0	1	0	0	0	degdeg ah
spellbound	0	0	0	0	0	0	0	0	0	0	higgaadin
spelling	0	0	0	0	0	0	1	0	0	0	higaada
