English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Norwegian Word
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	vaklevoren
rid	0	0	0	0	0	0	0	0	0	0	kvitt
riddance	0	0	0	0	0	0	0	0	0	0	riddance
riddle	0	0	0	0	0	0	0	0	1	0	gåte
riddled	0	0	0	0	0	1	0	0	0	0	gåtefull
ride	0	0	0	0	0	0	0	0	0	0	ri
rider	0	0	0	0	0	0	1	0	0	0	rytter
ridge	0	0	0	0	0	0	0	0	0	0	rygg
ridicule	1	0	1	0	0	1	0	1	0	0	latterlig
ridiculous	1	0	1	0	0	1	0	0	0	0	latterlig
riding	0	0	0	0	0	0	0	0	0	0	ridning
rife	0	0	0	0	0	1	0	0	0	0	utbredt
rifle	1	0	0	1	0	1	0	0	0	0	rifle
rifles	0	0	0	0	0	0	0	0	0	0	rifler
rift	0	0	0	0	0	1	0	0	0	0	rift
rig	0	0	0	0	0	0	0	0	0	0	rigg
rigging	0	0	0	0	0	0	0	0	0	0	rigger
righteous	0	0	0	0	0	0	1	0	0	0	rettferdig
rightful	0	0	0	0	0	0	1	0	0	0	rettmessig
rightly	0	0	0	0	0	0	1	0	0	0	med rette
rigid	0	0	0	0	0	1	0	0	0	0	ubøyelig
rigidity	0	0	0	0	0	1	0	0	0	0	stivhet
rigor	0	0	1	1	0	1	0	0	0	0	strenghet
rigorous	0	0	0	0	0	1	0	0	0	0	strenge
rim	0	0	0	0	0	0	0	0	0	0	kant
rind	0	0	0	0	0	0	0	0	0	0	svor
ring	0	0	0	0	0	0	0	0	0	0	ringe
ringer	1	0	0	0	0	1	0	0	0	0	ringetone
ringing	0	0	0	0	0	0	0	0	0	0	ringer
rink	0	0	0	0	0	0	0	0	0	0	skøytebane
rinse	0	0	0	0	0	0	0	0	0	0	skylle
riot	1	0	0	1	0	1	0	0	0	0	opptøyer
riotous	1	0	0	1	0	1	0	0	1	0	opprørsk
riparian	0	0	0	0	0	0	0	0	0	0	elvebredden
ripe	0	0	0	0	0	0	1	0	0	0	moden
ripen	0	1	0	0	0	0	1	0	0	0	modne
ripening	0	0	0	0	0	0	0	0	0	0	modning
ripple	0	0	0	0	0	0	0	0	0	0	krusning
rise	0	0	0	0	0	0	0	0	0	0	stige
rising	0	1	0	0	1	0	1	0	0	0	stigende
risk	0	1	0	1	0	1	0	0	0	0	Fare
risky	0	1	0	1	0	1	0	0	0	0	risikabelt
rite	0	0	0	0	0	0	0	0	0	0	rite
ritual	0	0	0	0	0	0	0	0	0	0	ritual
ritualistic	0	0	0	0	0	0	0	0	0	0	ritualistisk
rival	0	0	0	0	0	0	0	0	0	0	rival
rivalry	1	0	0	0	0	1	0	0	0	0	rivalisering
river	0	0	0	0	0	0	0	0	0	0	elv
riverbank	0	0	0	0	0	0	0	0	0	0	elvebredden
rivet	0	0	0	0	0	0	0	0	0	0	nagle
riveted	0	0	0	0	0	0	0	0	0	0	naglet
riveting	0	0	0	0	0	0	1	0	0	0	nagler
road	0	0	0	0	0	0	0	0	0	0	vei
roads	0	0	0	0	0	0	0	0	0	0	veier
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	kjørebane
roam	0	0	0	0	0	0	0	0	0	0	streife
roar	0	0	0	0	0	0	0	0	0	0	brøle
roast	0	0	0	0	0	0	0	0	0	0	steke
rob	1	0	1	1	0	1	0	1	0	0	rane
robber	0	0	1	1	0	1	0	0	0	0	raner
robbery	1	0	1	1	0	1	0	1	0	0	ran
robe	0	0	0	0	0	0	0	0	0	0	kappe
robot	0	0	0	0	0	0	0	0	0	0	robot
robotics	0	0	0	0	0	0	0	0	0	0	robotikk
robust	0	0	0	0	0	0	1	0	0	0	robust
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	stein
rocket	1	0	0	0	0	0	0	0	0	0	rakett
rocks	0	0	0	0	0	0	0	0	0	0	steiner
rod	0	0	0	1	0	0	1	0	0	1	stang
roe	0	0	0	0	0	0	0	0	0	0	rogn
rogue	0	0	1	0	0	1	0	0	0	0	useriøs
role	0	0	0	0	0	0	0	0	0	0	rolle
roll	0	0	0	0	0	0	0	0	0	0	rull
roller	0	0	0	0	0	0	0	0	0	0	rulle
rollers	0	0	0	0	0	0	0	0	0	0	ruller
rollicking	0	0	0	0	1	0	1	0	0	0	rullende
rolling	0	0	0	0	0	0	0	0	0	0	rullende
romance	0	1	0	1	1	0	1	1	1	1	romanse
romantic	0	1	0	0	1	0	1	0	0	1	romantisk
romanticism	0	0	0	0	1	0	1	0	0	0	romantikk
romp	0	0	0	0	1	0	1	0	0	0	boltre seg
roof	0	0	0	0	0	0	0	0	0	0	tak
rook	1	0	1	0	0	1	0	0	0	0	tårn
room	0	0	0	0	0	0	0	0	0	0	rom
roomy	0	0	0	0	0	0	0	0	0	0	romslig
roost	0	0	0	0	0	0	0	0	0	0	hvile
rooster	0	0	0	0	0	0	0	0	0	0	hane
root	0	0	0	0	0	0	0	0	0	0	rot
rooted	0	0	0	0	0	0	1	0	0	1	forankret
rope	0	0	0	0	0	0	0	0	0	0	tau
rosary	0	0	0	0	0	0	0	0	0	0	rosenkrans
rose	0	0	0	0	0	0	0	0	0	0	rose
rosemary	0	0	0	0	0	0	0	0	0	0	rosmarin
rosette	0	0	0	0	0	0	0	0	0	0	rosett
roster	0	0	0	0	0	0	0	0	0	0	vaktliste
rosy	0	0	0	0	0	0	1	0	0	0	rosenrød
rot	0	0	1	1	0	1	0	1	0	0	råtne
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	roterende
rotate	0	0	0	0	0	0	0	0	0	0	rotere
rotation	0	0	0	0	0	0	0	0	0	0	rotasjon
rote	0	0	0	0	0	0	0	0	0	0	rote
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	råtnende
rouge	0	0	0	0	0	0	0	0	0	0	rouge
rough	0	0	0	0	0	0	0	0	0	0	ujevn
roughly	0	0	0	0	0	0	0	0	0	0	omtrent
roughness	0	0	0	0	0	1	0	0	0	0	ruhet
roulette	0	1	0	0	0	0	0	0	0	0	rulett
round	0	0	0	0	0	0	0	0	0	0	rund
roundabout	0	0	0	0	0	0	0	0	0	0	rundkjøring
rounded	0	0	0	0	0	0	0	0	0	0	avrundet
roundup	0	0	0	0	0	0	0	0	0	0	roundup
rouse	0	0	0	0	0	0	0	0	0	0	vekke
rouser	0	0	0	0	0	0	0	0	0	0	rouser
rousing	0	0	0	0	0	0	0	0	0	0	oppløftende
rout	0	0	0	0	0	1	0	0	0	0	rute
route	0	0	0	0	0	0	0	0	0	0	rute
routine	0	0	0	0	0	0	1	0	0	1	rutine
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	roving
row	1	0	0	0	0	1	0	0	0	0	rad
rowdy	0	0	0	0	0	1	0	0	0	0	bøllete
royal	0	0	0	0	0	0	0	0	0	0	kongelig
royalty	0	0	0	0	0	0	1	0	0	0	kongelige
rub	0	0	0	0	0	0	0	0	0	0	gni
rubber	0	0	0	0	0	0	0	0	0	0	gummi
rubbers	0	0	0	0	0	0	0	0	0	0	gummier
rubbing	0	0	0	0	0	0	0	0	0	0	gnir
rubbish	0	0	1	0	0	1	0	0	0	0	søppel
rubble	0	0	0	1	0	1	0	1	0	0	steinsprut
rubric	0	0	0	0	0	0	1	0	0	0	rubrikk
ruby	0	0	0	0	0	0	0	0	0	0	rubin
rudder	0	0	0	0	0	0	0	0	0	0	ror
ruddy	0	0	0	0	0	0	0	0	0	0	rødmosset
rudimentary	0	0	0	0	0	0	0	0	0	0	rudimentær
rudiments	0	0	0	0	0	0	0	0	0	0	rudimenter
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	ruffle
rug	0	0	0	0	0	0	0	0	0	0	teppe
rugged	0	0	0	0	0	1	0	0	0	0	robust
ruin	0	0	0	1	0	1	0	1	0	0	ruin
ruined	1	0	1	1	0	1	0	1	0	0	ruinert
ruinous	1	0	1	1	0	1	0	1	0	0	ødeleggende
ruins	0	0	0	0	0	0	0	0	0	0	ruiner
rule	0	0	0	1	0	0	0	0	0	1	regel
ruler	0	0	0	0	0	0	0	0	0	0	Hersker
ruling	0	0	0	0	0	0	0	0	0	0	kjennelse
rum	0	0	0	0	0	0	0	0	0	0	rom
rumble	0	0	0	0	0	0	0	0	0	0	rumle
rummage	0	0	0	0	0	0	0	0	0	0	rote
rumor	0	0	0	0	0	1	0	1	0	0	rykte
rumored	0	0	0	0	0	0	0	0	0	0	ryktes
rump	0	0	0	0	0	0	0	0	0	0	rumpe
runaway	0	0	0	0	0	1	0	1	0	0	løpsk
runes	0	0	0	0	0	0	0	0	0	0	runer
rung	0	0	0	0	0	0	0	0	0	0	trinn
runner	0	0	0	0	0	0	0	0	0	0	løper
running	0	0	0	0	0	0	0	0	0	0	løping
runway	0	0	0	0	0	0	0	0	0	0	rullebane
rupture	0	0	0	1	0	1	0	1	1	0	ruptur
rural	0	0	0	0	0	0	0	0	0	0	landlig
ruse	0	0	0	0	0	1	0	0	0	0	ruse
rush	0	0	0	0	0	0	0	0	0	0	skynde
rust	0	0	0	0	0	1	0	0	0	0	rust
rustic	0	0	0	0	0	0	0	0	0	0	rustikk
rustle	0	0	0	0	0	0	0	0	0	0	rasle
rusty	0	0	0	0	0	1	0	0	0	0	rusten
rut	0	0	0	0	0	0	0	0	0	0	brunst
ruth	0	0	0	0	0	0	1	0	0	0	ruth
ruthless	1	0	1	1	0	1	0	0	0	0	hensynsløs
rye	0	0	0	0	0	0	0	0	0	0	rug
saber	1	0	0	1	0	1	0	0	0	0	sabel
sable	0	0	0	0	0	0	0	0	0	0	sobel
sabotage	1	0	1	1	0	1	0	1	1	0	sabotasje
sac	0	0	0	0	0	0	0	0	0	0	sekk
sack	0	0	0	0	0	0	0	0	0	0	sekk
sacrament	0	0	0	0	0	0	0	0	0	0	sakrament
sacred	0	0	0	0	0	0	0	0	0	0	hellig
sacrifices	0	0	1	1	0	1	0	1	0	0	ofre
saddle	0	0	0	0	0	0	0	0	0	0	sal
sadly	0	0	0	0	0	1	0	1	0	0	dessverre
sadness	0	0	0	0	0	1	0	1	0	1	tristhet
safe	0	0	0	0	1	0	1	0	0	1	sikker
safeguard	0	0	0	0	0	0	1	0	0	1	sikre
safekeeping	0	0	0	0	0	0	0	0	0	1	oppbevaring
safety	0	0	0	0	0	0	0	0	0	0	sikkerhet
saffron	0	0	0	0	0	0	0	0	0	0	safran
sag	0	0	0	1	0	1	0	0	0	0	sag
saga	0	0	0	0	0	0	0	0	0	0	saga
sage	0	0	0	0	0	0	1	0	0	1	salvie
sail	0	0	0	0	0	0	0	0	0	0	seile
sailing	0	0	0	0	0	0	0	0	0	0	seiling
sailor	0	0	0	0	0	0	0	0	0	0	sjømann
saint	0	1	0	0	1	0	1	0	1	1	helgen
saintly	0	1	0	0	1	0	1	0	1	1	hellig
salad	0	0	0	0	0	0	0	0	0	0	salat
salamander	0	0	0	0	0	0	0	0	0	0	salamander
salary	0	1	0	0	1	0	1	0	0	1	lønn
sale	0	0	0	0	0	0	0	0	0	0	salg
salesman	0	0	0	0	0	0	0	0	0	0	ekspeditør
salient	0	0	0	0	0	0	1	0	0	0	fremtredende
saline	0	0	0	0	0	0	0	0	0	0	saltvann
saliva	0	1	0	0	0	0	0	0	0	0	spytt
sally	0	0	0	0	0	0	0	0	1	0	sally
salon	0	0	0	0	0	0	0	0	0	0	salong
saloon	1	0	0	0	0	0	0	0	0	0	salong
salt	0	0	0	0	0	0	0	0	0	0	salt
salty	0	0	0	0	0	0	0	0	0	0	salt
salutary	0	0	0	0	1	0	1	0	0	1	helsebringende
salutation	0	0	0	0	0	0	0	0	0	0	hilsen
salute	0	0	0	0	1	0	1	0	0	0	honnør
salvage	0	0	0	0	0	0	0	0	0	0	berging
salvation	0	1	0	0	1	0	1	0	0	1	frelse
salve	0	0	0	0	0	0	1	0	0	0	salve
samba	0	0	0	0	0	0	0	0	0	0	samba
sameness	0	0	0	0	0	0	0	0	0	0	likhet
samurai	0	0	0	1	0	0	1	0	0	0	samurai
sanctification	0	0	0	0	1	0	1	0	0	1	helliggjørelse
sanctified	0	0	0	0	0	0	0	0	0	0	helliggjort
sanctify	0	1	0	0	1	0	1	1	1	1	helliggjøre
sanction	0	0	0	0	0	0	0	0	0	0	godkjennelse
sanctioned	0	0	0	0	0	0	0	0	0	0	sanksjonert
sanctity	0	0	0	0	0	0	0	0	0	0	hellighet
sanctuary	0	1	0	0	1	0	1	0	0	1	helligdom
sand	0	0	0	0	0	0	0	0	0	0	sand
sandal	0	0	0	0	0	0	0	0	0	0	sandal
sander	0	0	0	0	0	0	0	0	0	0	slipemaskin
sands	0	0	0	0	0	0	0	0	0	0	sand
sandy	0	0	0	0	0	0	0	0	0	0	sand-
sane	0	0	0	0	0	0	0	0	0	0	tilregnelig
sanguine	0	0	0	0	0	0	1	0	0	0	sangvinsk
sanitary	0	0	0	0	0	0	1	0	0	0	sanitær
sanity	0	0	0	0	0	0	0	0	0	0	tilregnelighet
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	sevje
sapphire	0	0	0	0	0	0	0	0	0	0	safir
sappy	0	0	0	0	0	0	0	0	0	1	sappy
sarcasm	1	0	1	0	0	1	0	1	0	0	sarkasme
sarcoma	0	0	0	1	0	1	0	1	0	0	sarkom
sardonic	0	0	0	0	0	1	0	0	0	0	sardonisk
sash	0	0	0	0	0	0	0	0	0	0	ramme
satanic	1	0	0	0	0	1	0	0	0	0	satanisk
satchel	0	0	0	0	0	0	0	0	0	0	veske
sate	0	0	0	0	0	0	0	0	0	0	sate
satellite	0	0	0	0	0	0	0	0	0	0	satellitt
satin	0	0	0	0	0	0	1	0	0	0	sateng
satire	0	0	0	0	0	0	0	0	0	0	satire
satirical	0	0	0	0	0	0	0	0	0	0	satirisk
satisfaction	0	0	0	0	0	0	0	0	0	0	tilfredshet
satisfactorily	0	0	0	0	0	0	1	0	0	0	tilfredsstillende
satisfied	0	0	0	0	1	0	1	0	0	0	fornøyd
saturate	0	0	0	0	0	0	0	0	0	0	mette
saturated	0	0	1	0	0	1	0	0	0	0	mettet
saturation	0	0	0	0	0	0	0	0	0	0	metning
sauce	0	0	0	0	0	0	0	0	0	0	saus
saucepan	0	0	0	0	0	0	0	0	0	0	kjele
saucer	0	0	0	0	0	0	0	0	0	0	tallerken
saucy	0	0	0	0	0	0	0	0	0	0	frekk
sauerkraut	0	0	0	0	0	0	0	0	0	0	surkål
sauna	0	0	0	0	0	0	0	0	0	0	badstue
savage	1	0	0	1	0	1	0	0	0	0	villmann
savagery	1	0	0	1	0	1	0	0	0	0	villskap
savanna	0	0	0	0	0	0	0	0	0	0	savanne
save	0	0	0	0	1	0	1	0	0	1	lagre
saving	0	0	0	0	0	0	0	0	0	0	sparing
savings	0	0	0	0	0	0	1	0	0	0	besparelser
savor	0	1	1	0	1	0	1	1	0	1	nyt
savory	0	0	0	0	0	0	1	0	0	0	velsmakende
savvy	0	0	0	0	0	0	1	0	0	0	erfarne
sawdust	0	0	0	0	0	0	0	0	0	0	sagflis
sax	0	0	0	0	0	0	0	0	0	0	sax
saxophone	0	0	0	0	0	0	0	0	0	0	saksofon
scab	0	0	0	0	0	1	0	0	0	0	skorpe
scabbard	0	0	0	0	0	0	0	0	0	0	slire
scaffold	0	0	0	1	0	1	0	0	0	0	stillas
scaffolding	0	0	0	0	0	0	0	0	0	0	stillas
scale	0	0	0	0	0	0	0	0	0	0	skala
scales	0	0	0	0	0	0	0	0	0	0	vekter
scallop	0	0	0	0	0	0	0	0	0	0	kamskjell
scalp	0	0	0	0	0	0	0	0	0	0	hodebunn
scalpel	0	0	0	1	0	1	0	0	0	0	skalpell
scaly	0	0	0	0	0	1	0	0	0	0	skjellete
scan	0	0	0	0	0	0	0	0	0	0	skanning
scandal	0	0	0	1	0	1	0	0	0	0	skandale
scandalous	1	0	0	0	0	1	0	0	0	0	skandaløst
scanty	0	0	0	0	0	1	0	0	0	0	snaut
scape	0	0	0	0	0	0	0	0	0	0	scape
scapegoat	1	0	0	1	0	1	0	0	0	0	syndebukk
scar	1	0	1	1	0	1	0	1	0	0	arr
scarab	0	0	0	0	0	0	0	0	0	0	skarabee
scarce	0	0	0	1	0	1	0	1	0	0	knapp
scarcely	0	0	0	0	0	1	0	1	0	0	knapt
scarcity	1	0	0	1	0	1	0	1	0	0	knapphet
scare	1	1	0	1	0	1	0	0	1	0	skremme
scarecrow	0	0	0	1	0	1	1	0	0	0	fugleskremsel
scarf	0	0	0	0	0	0	0	0	0	0	skjerf
scarlet	0	0	0	0	0	0	0	0	0	0	skarlagenrød
scatter	0	0	0	0	0	0	0	0	0	0	spre
scattered	0	0	0	0	0	0	0	0	0	0	spredt
scattering	0	0	0	0	0	0	0	0	0	0	spredning
scavenger	0	0	0	0	0	1	0	0	0	0	plyndrer
scene	0	0	0	0	0	0	0	0	0	0	scene
scenery	0	0	0	0	0	0	0	0	0	0	natur
scenic	0	0	0	0	0	0	0	0	0	0	naturskjønne
scent	0	0	0	0	0	0	0	0	0	0	duft
sceptical	0	0	0	0	0	0	0	0	0	1	skeptisk
scepticism	0	0	0	0	0	0	0	0	0	0	skepsis
schematic	0	0	0	0	0	0	0	0	0	0	skjematisk
scheme	0	0	0	0	0	1	0	0	0	0	ordningen
schism	1	0	0	0	0	1	0	0	0	0	skisma
schizophrenia	1	0	1	1	0	1	0	1	0	0	schizofreni
scholar	0	0	0	0	0	0	1	0	0	0	lærd
scholarly	0	0	0	0	0	0	0	0	0	0	vitenskapelig
scholarship	0	0	0	0	1	0	1	0	0	0	stipend
school	0	0	0	0	0	0	0	0	0	1	skole
schoolboy	0	0	0	0	0	0	0	0	0	0	skolegutt
schooling	0	0	0	0	0	0	0	0	0	0	skolegang
schoolmaster	0	0	0	0	0	0	0	0	0	0	skolemester
schooner	0	0	0	0	0	0	0	0	0	0	skonnert
sciatica	0	0	0	0	0	1	0	0	0	0	isjias
science	0	0	0	0	0	0	0	0	0	0	vitenskap
scientific	0	0	0	0	0	0	1	0	0	1	vitenskapelig
scientist	0	1	0	0	0	0	1	0	0	1	forsker
scintilla	0	0	0	0	0	0	1	0	0	0	scintilla
scintillation	0	0	0	0	0	0	0	0	0	0	scintillasjon
scintillator	0	0	0	0	0	0	0	0	0	0	scintillator
scion	0	0	0	0	0	0	0	0	0	0	scion
scissors	0	0	0	0	0	0	0	0	0	0	saks
scoff	1	0	1	0	0	1	0	0	0	0	hån
scold	1	0	1	1	0	1	0	1	0	0	skjenne
scolding	1	0	0	0	0	1	0	0	0	0	skjenn ut
scoop	0	0	0	0	0	0	0	0	0	0	scoop
scope	0	0	0	0	0	0	0	0	0	0	omfang
scorching	1	0	0	0	0	1	0	0	0	0	sviende
score	0	1	0	0	1	0	1	0	1	0	score
scores	0	0	0	0	0	0	0	0	0	0	score
scorn	1	0	0	0	0	1	0	0	0	0	hån
scorpion	1	0	1	1	0	1	0	0	1	0	skorpion
scotch	0	0	0	0	0	1	0	0	0	0	skotsk
scoundrel	1	0	1	1	0	1	0	0	0	1	kjeltring
scour	0	0	0	0	0	0	0	0	0	0	skure
scourge	1	0	0	1	0	1	0	1	0	0	svøpe
scout	0	0	0	0	0	0	0	0	0	0	speider
scrabble	0	0	0	0	0	0	0	0	0	0	scrabble
scramble	0	0	0	0	0	0	0	0	0	0	rusle
scrambling	0	0	0	0	0	1	0	0	0	0	kryptering
scrape	0	0	0	0	0	0	0	0	0	0	skrape
scrapie	1	0	0	1	0	1	0	1	0	0	skrantesjuke
scraping	0	0	0	0	0	0	0	0	0	0	skraping
scratch	0	0	0	0	0	0	0	0	0	0	ripe
scream	1	0	1	1	0	1	0	0	1	0	hyle
screaming	1	0	1	1	0	1	0	0	0	0	skriking
screech	0	0	0	1	0	1	0	0	1	0	skrik
screen	0	0	0	0	0	0	0	0	0	0	skjerm
screwdriver	0	0	0	0	0	0	0	0	0	0	skrujern
screwed	1	0	0	0	0	1	0	0	0	0	skrudd
scribble	0	0	0	0	0	0	0	0	0	0	skrible
scribe	0	0	0	0	0	0	1	0	0	0	skribent
scrimmage	0	0	0	0	0	1	0	0	1	0	scrimmage
scrip	0	0	0	0	0	0	0	0	0	0	skrip
script	0	0	0	0	0	0	1	0	0	0	manus
scriptural	0	0	0	0	0	0	0	0	0	0	skriftmessige
scripture	0	0	0	0	0	0	0	0	0	1	skrift
scroll	0	0	0	0	0	0	0	0	0	0	bla
scrub	0	0	1	0	0	1	0	0	0	0	skrubbe
scrumptious	0	0	0	0	0	0	1	0	0	0	deilig
scrupulous	0	0	0	0	0	0	0	0	0	0	samvittighetsfull
scrutinize	0	1	0	0	0	1	0	0	0	0	granske
scrutiny	0	0	0	0	0	1	0	0	0	0	granskning
sculptor	0	0	0	0	0	0	0	0	0	0	skulptør
sculpture	0	0	0	0	0	0	1	0	0	0	skulptur
sculptured	0	0	0	0	0	0	0	0	0	0	skulpturert
scum	0	0	1	0	0	1	0	0	0	0	avskum
sea	0	0	0	0	0	0	1	0	0	0	hav
seaboard	0	0	0	0	0	0	0	0	0	0	sjøbord
seal	0	0	0	0	0	0	1	0	0	1	Tetning
seals	0	0	0	0	0	0	0	0	0	1	sel
seam	0	0	0	0	0	0	0	0	0	0	søm
seaman	0	0	0	0	0	0	0	0	0	0	sjømann
seamless	0	0	0	0	0	0	0	0	0	0	sømløs
seamstress	0	0	0	0	0	0	0	0	0	0	syerske
seaport	0	0	0	0	0	0	0	0	0	0	havneby
sear	0	0	0	0	0	1	0	0	0	0	svi
search	0	0	0	0	0	0	0	0	0	0	Søk
searching	0	0	0	0	0	0	0	0	0	0	søker
seared	0	0	0	0	0	0	0	0	0	0	svidd
seaside	0	0	0	0	0	0	0	0	0	0	sjøsiden
season	0	0	0	0	0	0	0	0	0	0	årstid
seasoned	0	0	0	0	0	0	1	0	0	0	erfarne
seasoning	0	0	0	0	0	0	0	0	0	0	krydder
seat	0	0	0	0	0	0	0	0	0	0	sete
secession	0	0	0	0	0	1	0	0	0	0	løsrivelse
secluded	0	0	0	0	0	1	0	1	0	0	tilbaketrukket
seclusion	0	0	0	1	0	1	1	0	0	0	skjerming
secondary	0	0	0	0	0	0	0	0	0	0	sekundær
secondhand	0	0	0	0	0	1	0	0	0	0	brukt
secrecy	0	0	0	0	0	0	0	0	1	1	hemmelighold
secret	0	0	0	0	0	0	0	0	0	1	hemmelig
secretariat	0	0	0	0	0	0	1	0	0	0	sekretariat
secretary	0	0	0	0	0	0	0	0	0	0	sekretær
secrete	0	0	1	0	0	0	0	0	0	0	utskille
secretion	0	0	1	0	0	1	0	0	0	0	sekresjon
secretive	0	0	0	0	0	1	0	0	0	0	hemmelighetsfull
secretly	0	0	0	0	0	0	0	0	0	0	i hemmelighet
sect	0	0	0	0	0	0	0	0	0	0	sekt
sectarian	1	0	0	1	0	1	0	0	0	0	sekterisk
sectional	0	0	0	0	0	0	0	0	0	0	seksjonert
sector	0	0	0	0	0	0	0	0	0	0	sektor
secular	0	1	0	0	0	0	0	0	0	0	sekulære
secularism	0	0	0	0	0	0	0	0	0	0	sekularisme
securities	0	0	0	0	0	0	0	0	0	1	verdipapirer
security	0	0	0	0	0	0	0	0	0	0	sikkerhet
sedan	0	0	0	0	0	0	0	0	0	0	sedan
sedate	0	0	0	0	0	0	0	0	0	0	beroligende
sedative	0	0	0	0	0	0	0	0	0	0	beroligende middel
sedentary	0	0	0	0	0	0	0	0	0	0	stillesittende
sedge	0	0	0	0	0	0	0	0	0	0	sedge
sediment	0	0	0	0	0	0	0	0	0	0	sediment
sedimentary	0	0	0	0	0	0	0	0	0	0	sedimentære
sedition	1	0	0	0	0	1	0	1	0	0	oppvigleri
seduce	0	0	0	0	0	1	0	0	0	0	forføre
seducing	0	0	0	0	0	0	0	0	0	0	forførende
seduction	0	0	0	0	0	1	0	0	0	0	forførelse
seductive	0	1	0	0	0	0	0	0	0	0	forførende
seed	0	0	0	0	0	0	0	0	0	0	frø
seedling	0	0	0	0	0	0	0	0	0	0	frøplante
seek	0	1	0	0	0	0	0	0	0	0	søke
seeker	0	0	0	0	0	0	0	0	0	0	søker
seemingly	0	0	0	0	0	0	0	0	0	0	tilsynelatende
seer	0	0	0	0	0	0	0	0	0	0	seer
seething	0	0	0	0	0	0	0	0	0	0	syder
segment	0	0	0	0	0	0	0	0	0	0	segmentet
segregate	1	0	1	0	0	1	0	1	0	0	segregere
segregated	0	0	0	0	0	1	0	0	0	0	segregert
segregation	0	0	0	0	0	0	0	0	0	0	segregering
seize	0	0	0	1	0	1	0	0	0	0	gripe
seizure	0	0	0	1	0	0	0	0	0	0	anfall
seldom	0	0	0	0	0	0	0	0	0	0	sjeldent
select	0	0	0	0	0	0	0	0	0	0	å velge
selection	0	0	0	0	0	0	0	0	0	0	utvalg
selfish	1	0	1	0	0	1	0	0	0	0	selvopptatt
selfishness	0	0	0	0	0	1	0	0	0	0	egoisme
sell	0	0	0	0	0	0	0	0	0	0	selge
seller	0	0	0	0	0	0	0	0	0	0	selger
semaphore	0	0	0	0	0	0	0	0	0	0	semafor
semblance	0	0	0	0	0	0	0	0	0	0	skinn
semen	0	0	0	0	0	0	0	0	0	0	sæd
semicolon	0	0	0	0	0	0	0	0	0	0	semikolon
seminal	0	0	0	0	0	0	0	0	0	0	seminal
seminar	0	0	0	0	0	0	0	0	0	0	seminar
seminary	0	0	0	0	0	0	0	0	0	0	seminar
semiotics	0	0	0	0	0	0	0	0	0	0	semiotikk
senate	0	0	0	0	0	0	0	0	0	1	senatet
senator	0	0	0	0	0	0	0	0	0	0	senator
send	0	0	0	0	0	0	0	0	0	0	sende
senescence	0	0	0	0	0	0	0	0	0	0	alderdom
senile	0	0	0	1	0	1	0	1	0	0	senil
senior	0	0	0	0	0	0	0	0	0	0	senior
seniority	0	0	0	0	0	0	1	0	0	1	ansiennitet
sensation	0	0	0	0	0	0	0	0	0	0	følelse
sensational	0	0	0	0	1	0	1	0	0	0	oppsiktsvekkende
sense	0	0	0	0	0	0	1	0	0	0	føle
senseless	1	0	1	1	0	1	0	1	1	0	meningsløs
senses	0	0	0	0	0	0	0	0	0	0	sanser
sensibility	0	0	0	0	0	0	1	0	0	0	følsomhet
sensibly	0	0	0	0	0	0	1	0	0	0	fornuftig
sensitive	0	0	0	0	0	0	0	0	0	0	følsom
sensory	0	0	0	0	0	0	0	0	0	0	sensorisk
sensual	0	1	0	0	1	1	1	0	1	1	sensuell
sensuality	0	1	0	0	1	0	1	0	0	0	sensualitet
sensuous	0	0	0	0	1	0	1	0	0	0	sanselig
sentence	1	1	1	1	0	1	0	1	0	0	setning
sentient	0	0	0	0	0	0	0	0	0	0	selvbevisst
sentiment	0	0	0	0	0	0	0	0	0	0	sentiment
sentimental	0	0	0	0	0	0	1	0	0	0	sentimental
sentimentality	0	0	0	0	0	0	1	0	0	0	sentimentalitet
sentinel	0	0	0	0	0	0	1	0	0	1	vakt
sentry	0	0	0	0	0	0	0	0	0	1	vaktpost
separable	0	0	0	0	0	0	0	0	0	0	separerbar
separate	0	0	0	0	0	0	0	0	0	0	skille
separately	0	0	0	0	0	0	0	0	0	0	hver for seg
separation	0	0	0	0	0	0	0	0	0	0	atskillelse
separatist	1	0	1	0	0	1	0	0	0	0	separatist
sepia	0	0	0	0	0	0	0	0	0	0	sepia
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sept
