English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Shona Word
regulars	0	0	0	0	0	0	0	0	0	0	nguva dzose
regulate	0	0	0	0	0	0	1	0	0	0	regulate
regulated	0	0	0	0	0	0	0	0	0	0	regulated
regulation	0	0	0	0	0	0	0	0	0	0	mutemo
regulatory	0	0	0	1	0	1	0	0	0	0	regulatory
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitation
rehabilitate	0	0	0	0	0	0	1	0	0	0	rehabilitate
rehabilitation	0	1	0	0	0	0	1	0	0	0	rehabilitation
rehearsal	0	0	0	0	0	0	0	0	0	0	rehearsal
reign	0	0	0	0	0	0	0	0	0	0	kutonga
reimburse	0	0	0	0	0	0	1	0	0	0	reimburse
reimbursement	0	0	0	0	0	0	1	0	0	1	reimbursement
rein	0	0	0	0	0	1	0	0	0	0	rein
reindeer	0	0	0	0	0	0	0	0	0	0	reindeer
reinforce	0	0	0	0	0	0	0	0	0	0	kusimbisa
reinforcement	0	0	0	0	0	0	1	0	0	1	kusimbisa
reinforcements	0	0	0	0	0	0	0	0	0	1	reinforcements
reins	0	0	0	0	0	0	0	0	0	0	reins
reinstall	0	0	0	0	0	0	0	0	0	0	reinstall
reinstate	0	0	0	0	0	0	1	0	0	0	dzorera
reinstatement	0	0	0	0	0	0	0	0	0	0	kudzorerwa
reinvest	0	0	0	0	0	0	0	0	0	0	reinvest
reinvestment	0	0	0	0	0	0	0	0	0	0	reinvestment
reiterate	0	0	0	0	0	0	0	0	0	0	dzokorora
reject	1	0	0	1	0	1	0	1	0	0	ramba
rejected	0	0	0	0	0	1	0	0	0	0	rambwa
rejection	1	0	1	1	0	1	0	1	0	0	kurambwa
rejects	1	0	0	1	0	1	0	1	0	0	anoramba
rejoice	0	1	0	0	1	0	1	0	1	1	farai
rejoicing	0	1	0	0	1	0	1	0	1	0	vachifara
rejoin	0	0	0	0	0	0	0	0	0	0	rejoin
rejuvenate	0	0	0	0	0	0	1	0	0	0	rejuvenate
rejuvenated	0	0	0	0	0	0	1	0	0	0	rejuvenated
rekindle	0	1	0	1	1	1	1	0	1	0	rekindle
relapse	0	0	0	1	0	1	0	1	0	0	kudzokerazve
relate	0	0	0	0	0	0	0	0	0	0	rondedzera
related	0	0	0	0	0	0	0	0	0	1	zvine chekuita
relation	0	0	0	0	0	0	0	0	0	0	ukama
relationship	0	0	0	0	0	0	0	0	0	0	ukama
relative	0	0	0	0	0	0	0	0	0	1	hama
relativity	0	0	0	0	0	0	0	0	0	0	relativity
relaxant	0	0	0	0	0	0	0	0	0	0	relaxant
relaxation	0	0	0	0	0	0	1	0	0	0	kuzorora
relaxed	0	0	0	0	0	0	0	0	0	0	kusununguka
relay	0	0	0	0	0	0	0	0	0	0	relay
release	0	0	0	0	0	0	0	0	0	0	release
released	0	0	0	0	0	0	0	0	0	0	kusunungurwa
relegation	0	0	0	0	0	1	0	0	0	0	relegation
relevancy	0	0	0	0	0	0	0	0	0	0	relevancy
relevant	0	0	0	0	0	0	1	0	0	1	zvakakodzera
reliability	0	0	0	0	0	0	1	0	0	1	kuvimbika
reliable	0	0	0	0	0	0	1	0	0	1	akavimbika
reliance	0	0	0	0	0	0	1	0	0	1	kuvimba
relic	0	0	0	0	0	0	0	0	0	0	chisaririra
relics	0	0	0	0	0	0	0	1	0	0	zvisaririra
relief	0	0	0	0	0	0	1	0	0	0	zororo
relieving	0	0	0	0	0	0	1	0	0	0	kusunungura
religion	0	0	0	0	0	0	0	0	0	1	chitendero
religious	0	0	0	0	0	0	0	0	0	0	zvechitendero
relinquish	0	0	0	0	0	1	0	0	0	0	relinquish
relish	0	0	0	0	0	0	0	0	0	0	kufara
reluctance	0	0	0	0	0	0	0	0	0	0	kusada
reluctant	0	0	0	1	0	1	0	0	0	0	kuzeza
remainder	0	0	0	0	0	0	0	0	0	0	zvasara
remaining	0	0	0	0	0	0	0	0	0	0	zvakasara
remains	0	0	1	1	0	1	1	0	0	1	zvinosara
remake	0	0	0	0	0	0	1	0	0	0	remake
remand	1	0	0	0	0	1	0	0	0	0	remand
remark	0	0	0	0	0	0	0	0	0	0	remark
remarkable	0	0	0	0	1	0	1	0	1	1	zvinoshamisa
remarkably	0	0	0	0	0	0	1	0	0	0	zvinoshamisa
remedial	0	0	0	0	0	1	0	0	0	0	kugadzirisa
remedy	0	1	0	0	1	0	1	0	0	1	mushonga
remember	0	0	0	0	0	0	0	0	0	0	rangarira
remembered	0	0	0	0	0	0	0	0	0	0	rangarira
remembering	0	0	0	0	0	0	0	0	0	0	kurangarira
remembrance	0	0	0	0	0	0	0	0	0	0	ndangariro
remind	0	0	0	0	0	0	0	0	0	0	yeuchidza
reminder	0	0	0	0	0	0	0	0	0	0	chiyeuchidzo
remiss	1	0	1	0	0	1	0	1	0	0	remiss
remission	0	0	0	0	0	0	1	0	0	0	kuregererwa
remit	0	0	0	0	0	0	0	0	0	0	remit
remittance	0	0	0	0	0	0	0	0	0	0	remittance
remnant	0	0	0	0	0	0	0	0	0	0	vakasara
remodel	0	0	0	0	0	0	1	0	0	0	remodel
remorse	0	0	0	0	0	1	0	1	0	0	kudemba
remote	0	0	0	0	0	0	0	0	0	0	kure
remoteness	0	0	0	0	0	0	0	0	0	0	kureba
removal	0	0	0	0	0	1	0	0	0	0	kubviswa
remove	1	0	0	1	0	1	0	1	0	0	Bvisa
remuneration	0	0	0	0	0	0	0	0	0	0	muripo
renaissance	0	0	0	0	0	0	1	0	0	0	renaissance
rencontre	0	0	0	0	0	1	0	0	0	0	rencontre
rend	0	0	0	0	0	1	0	0	0	0	rend
render	0	0	0	0	0	0	1	0	0	0	render
rendering	0	0	0	0	0	0	0	0	0	0	rendering
rendezvous	0	0	0	0	0	0	0	0	0	0	rendezvous
rendition	0	0	0	0	0	0	0	0	0	0	rendition
renegade	1	0	0	0	0	1	0	0	0	0	renegade
renewal	0	0	0	0	0	0	1	0	0	0	kuvandudzwa
renounce	1	0	0	0	0	1	0	0	0	0	ramba
renovate	0	1	0	0	0	0	1	0	0	0	renovate
renovated	0	0	0	0	0	0	0	0	0	0	renovated
renovation	0	1	0	0	1	0	1	0	0	0	kugadzirisa
renown	0	0	0	0	0	0	1	0	0	0	mukurumbira
renowned	0	0	0	0	0	0	1	0	0	0	nomukurumbira
rent	0	0	0	0	0	0	0	0	0	0	rent
rental	0	0	0	0	0	0	0	0	0	0	rental
renter	0	0	0	0	0	0	0	0	0	0	renter
renunciation	0	0	0	0	0	1	0	0	0	0	renunciation
reorganization	0	0	0	0	0	0	0	0	0	0	kuronga patsva
reorganize	0	0	0	0	0	0	1	0	0	0	kurongazve
repair	0	0	0	0	0	0	0	0	0	0	repair
reparation	0	0	0	0	0	0	1	0	0	1	reparation
repay	1	1	0	0	1	0	1	0	0	1	dzorera
repayment	0	0	0	0	0	0	0	0	0	0	muripo
repeal	0	0	0	0	0	0	0	0	0	0	kubvisa
repeat	0	0	0	0	0	0	0	0	0	0	dzokorora
repeated	0	0	0	0	0	0	0	0	0	0	akadzokororwa
repeatedly	0	0	0	0	0	0	0	0	0	0	kakawanda
repeater	0	0	0	0	0	0	0	0	0	0	repeater
repellant	0	0	1	1	0	1	0	0	0	0	repellant
repellent	1	0	1	1	0	1	0	0	0	0	repellent
repelling	0	0	1	0	0	1	0	0	0	0	repelling
repent	0	0	0	1	0	0	1	0	0	0	tendeukai
repentance	0	0	0	0	0	0	0	0	0	0	kutendeuka
repertoire	0	0	0	0	0	0	0	0	0	0	repertoire
repertory	0	0	0	0	0	0	0	0	0	0	repertory
repetition	0	0	0	0	0	0	0	0	0	0	kudzokorora
replace	0	0	0	0	0	0	0	0	0	0	tsiva
replacement	0	0	0	0	0	0	0	0	0	0	kutsiva
replenish	0	0	0	0	0	0	1	0	0	0	replenish
replete	0	0	0	0	0	0	1	0	0	0	replete
replication	0	0	0	0	0	0	0	0	0	0	replication
reply	0	0	0	0	0	0	0	0	0	0	pindura
report	0	0	0	0	0	0	0	0	0	0	report
reported	0	0	0	0	0	0	0	0	0	0	yakashuma
reporter	0	0	0	0	0	0	1	0	0	1	mutori wenhau
repose	0	0	0	0	0	0	1	0	0	0	zorora
reposition	0	0	0	0	0	0	0	0	0	0	reposition
repository	0	0	0	0	0	0	0	0	0	0	repository
representation	0	0	0	0	0	0	0	0	0	0	kumiririra
representative	0	0	0	0	0	0	0	0	0	0	mumiririri
represented	0	0	0	0	0	0	1	0	0	0	kumiririrwa
representing	0	1	0	0	0	0	0	0	0	0	kumiririra
repress	0	0	0	0	0	1	0	1	0	0	dzvanyirira
repressed	0	0	0	0	0	0	0	0	0	0	kudzvinyirirwa
repression	0	0	0	1	0	1	0	0	0	0	kudzvinyirirwa
reprieve	0	0	0	0	0	0	0	0	0	0	dzorera
reprimand	1	0	0	0	0	1	0	0	0	0	kutsiura
reprint	0	0	0	0	0	1	0	0	0	0	kudhindazve
reprisal	1	0	0	1	0	1	0	1	0	0	kutsiva
reprise	0	0	0	0	0	0	0	0	0	0	reprise
reproach	1	0	1	0	0	1	0	1	0	0	kunyadziswa
reproduce	0	0	0	0	0	0	0	0	0	0	kubereka
reproduction	0	0	0	0	0	0	0	0	0	0	kubereka
reproductive	0	0	0	0	1	0	1	0	0	0	kubereka
reptile	0	0	0	0	0	0	0	0	0	0	reptile
republic	0	0	0	0	0	1	0	0	0	0	republic
republican	0	0	0	0	0	0	0	0	0	0	republican
repudiation	1	0	1	0	0	1	0	0	0	0	repudiation
repulsion	0	0	1	1	0	1	0	0	0	0	repulsion
repurchase	0	0	0	0	0	0	0	0	0	0	repurchase
reputable	0	0	0	0	0	0	1	0	0	1	ane mbiri
reputation	0	0	0	0	0	0	0	0	0	0	mukurumbira
repute	0	0	0	0	0	0	0	0	0	0	mbiri
request	0	0	0	0	0	0	0	0	0	0	chikumbiro
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	zvinodiwa
requirement	0	0	0	0	0	0	0	0	0	0	zvinodiwa
requisite	0	0	0	0	0	0	0	0	0	0	zvinodiwa
requisition	0	0	0	0	0	0	0	0	0	0	requisition
rescind	0	0	0	0	0	1	0	0	0	0	rescind
rescission	0	0	0	0	0	1	0	0	0	0	rescission
rescue	0	1	0	0	1	0	1	0	1	1	nunura
research	0	0	0	0	0	0	0	0	0	0	research
resection	0	0	0	1	0	0	0	0	0	0	resection
resemblance	0	0	0	0	0	0	0	0	0	0	kufanana
resemble	0	0	0	0	0	0	0	0	0	0	kufanana
resembling	0	0	0	0	0	0	0	0	0	0	kufanana
resent	1	0	0	0	0	1	0	0	0	0	kugumbuka
resentful	1	0	0	0	0	1	0	0	0	0	kugumbuka
resentment	1	0	1	0	0	1	0	1	0	0	kugumbuka
reservation	0	0	0	0	0	0	0	0	0	0	reserved
reserve	0	0	0	0	0	0	1	0	0	0	reserve
reserved	0	0	0	0	0	0	0	0	0	0	reserved
reserves	0	0	0	0	0	0	0	0	0	0	reserves
reservoir	0	0	0	0	0	0	0	0	0	0	dura
reside	0	0	0	0	0	0	0	0	0	0	gara
residence	0	0	0	0	0	0	0	0	0	0	pekugara
residences	0	0	0	0	0	0	0	0	0	0	dzimba dzekugara
resident	0	0	0	0	0	0	1	0	0	0	mugari
residual	0	0	0	0	0	0	0	0	0	0	residual
residue	0	0	0	0	0	0	0	0	0	0	residu
resign	1	0	1	1	0	1	0	1	0	0	resign
resignation	0	0	0	0	0	1	0	1	1	0	kusiya basa
resigned	0	0	0	0	0	1	0	1	0	0	akasiya basa
resilience	0	0	0	0	0	0	0	0	0	0	resilience
resilient	0	0	0	0	0	0	1	0	0	0	resilient
resin	0	0	0	0	0	0	0	0	0	0	resin
resist	0	0	0	0	0	1	0	0	0	0	kuramba
resistance	1	0	0	0	0	1	0	0	0	0	resistance
resistant	0	0	0	1	0	1	0	0	0	0	resistant
resisting	1	0	0	1	0	1	0	1	0	0	kuramba
resistive	0	0	0	0	0	0	1	0	0	0	resistive
resolute	0	0	0	0	0	0	0	0	0	0	akatsunga
resolutely	0	0	0	0	0	0	1	0	0	0	zvakasimba
resolution	0	0	0	0	0	0	0	0	0	0	resolution
resolve	0	0	0	0	0	0	0	0	0	0	resolution
resolved	0	0	0	0	0	0	0	0	0	0	zvakagadziriswa
resonance	0	0	0	0	0	0	0	0	0	0	resonance
resonant	0	0	0	0	0	0	0	0	0	0	resonant
resonate	0	0	0	0	0	0	0	0	0	0	resonate
resonator	0	0	0	0	0	0	0	0	0	0	resonator
resort	0	0	0	0	0	0	0	0	0	0	resort
resounding	0	0	0	0	0	0	0	0	0	0	inorira
resources	0	0	0	0	1	0	1	0	0	1	zviwanikwa
respect	0	1	0	0	1	0	1	0	0	1	rukudzo
respectability	0	0	0	0	0	0	1	0	0	0	kuremekedzwa
respectable	0	0	0	0	0	0	1	0	0	1	anoremekedzwa
respected	0	0	0	0	0	0	0	0	0	0	kuremekedzwa
respectful	0	0	0	0	0	0	1	0	0	1	kuremekedza
respecting	0	0	0	0	0	0	1	0	0	0	kuremekedza
respective	0	0	0	0	0	0	0	0	0	0	zvichienderana
respects	0	0	0	0	0	0	1	0	0	1	ruremekedzo
respiration	0	0	0	0	0	0	0	0	0	0	kufema
respirator	0	0	0	0	0	0	0	0	0	0	respirator
respite	0	0	0	0	1	0	1	0	0	1	respite
resplendent	0	0	0	0	1	0	1	0	0	0	resplendent
respond	0	0	0	0	0	0	0	0	0	0	pindura
respondent	0	0	0	0	0	0	0	0	0	0	akapindura
response	0	0	0	0	0	0	0	0	0	0	mhinduro
responsibility	0	0	0	0	0	0	0	0	0	0	mutoro
responsible	0	0	0	0	0	0	1	0	0	1	mutoro
responsive	0	1	0	0	0	0	1	0	0	1	pindura
rest	0	0	0	0	0	0	1	0	0	0	zorora
restaurant	0	0	0	0	0	0	0	0	0	0	restaurant
restful	0	0	0	0	0	0	1	0	0	0	kuzorora
restitution	1	0	0	0	0	0	1	0	0	0	kudzorerwa
restlessness	0	1	0	0	0	0	0	0	0	0	kusagadzikana
restoration	0	0	0	0	0	0	0	0	0	0	kudzorerwa
restorative	0	1	0	0	1	0	1	0	0	1	restorative
restored	0	0	0	0	0	0	0	0	0	0	kudzorerwa
restoring	0	0	0	0	0	0	1	0	0	0	kudzorera
restrain	1	0	0	1	0	1	0	0	0	0	dzora
restrained	0	0	0	1	0	0	0	0	0	0	kudzorwa
restraint	0	0	0	0	0	0	1	0	0	0	kuzvidzora
restrict	0	0	0	0	0	1	0	1	0	0	rambidza
restricted	0	0	0	0	0	0	0	0	0	0	kurambidzwa
restriction	1	0	0	1	0	1	0	1	0	0	kurambidzwa
restrictive	0	0	0	0	0	1	0	0	0	0	inorambidza
result	0	1	0	0	0	0	0	0	0	0	mhedzisiro
resultant	0	1	0	0	0	0	0	0	0	0	resultant
resumption	0	0	0	0	0	0	1	0	0	0	kutangazve
resurrection	0	0	0	0	0	0	0	0	0	0	rumuko
resuscitation	0	0	0	0	0	0	0	0	0	0	resuscitation
retail	0	0	0	0	0	0	0	0	0	0	retail
retailer	0	0	0	0	0	0	0	0	0	0	mutengesi
retain	0	0	0	0	0	0	0	0	0	1	chengetedza
retaining	0	0	0	0	0	0	0	0	0	0	kuchengetedza
retake	0	0	0	0	0	0	0	0	0	0	retake
retaliate	1	0	0	0	0	1	0	0	0	0	dzorera
retaliation	1	0	0	1	0	1	0	0	0	0	kutsiva
retaliatory	1	0	0	0	0	1	0	0	0	0	kutsiva
retard	0	0	1	1	0	1	0	1	0	0	retard
retardation	0	0	0	0	0	1	0	0	0	0	kunonoka
retention	0	0	0	0	0	0	1	0	0	0	kuchengetedza
retentive	0	0	0	0	0	0	0	0	0	0	chengetedza
reticent	0	0	0	1	0	1	0	0	0	0	reticent
retina	0	0	0	0	0	0	0	0	0	0	retina
retired	0	0	0	0	0	0	0	0	0	0	retired
retirement	0	1	0	1	1	1	1	1	0	1	retirement
retiring	0	0	0	0	0	0	0	0	0	0	retiring
retold	0	0	0	0	0	0	0	0	0	0	retold
retort	0	0	0	0	0	1	0	0	0	0	retort
retrace	0	0	0	0	0	0	0	0	0	0	dzokorora
retract	1	0	0	0	0	1	0	0	0	0	retract
retraction	0	0	0	0	0	1	0	0	0	0	retraction
retrenchment	0	0	0	1	0	1	0	0	0	0	retrenchment
retribution	1	0	0	1	0	1	0	1	0	0	kutsiva
retrieval	0	0	0	0	0	0	0	0	0	0	kudzorera
retrieve	0	0	0	0	0	0	0	0	0	0	retrieve
retriever	0	0	0	0	0	0	0	0	0	0	retriever
retroactive	0	0	0	0	0	0	0	0	0	0	retroactive
retrograde	0	0	0	0	0	1	0	0	0	0	retrograde
retrospect	0	0	0	0	0	0	0	0	0	0	retrospect
retrospective	0	0	0	0	0	0	0	0	0	0	retrospective
retrospectively	0	0	0	0	0	0	0	0	0	0	rangarira
return	0	0	0	0	0	0	0	0	0	0	return
reunion	0	1	0	0	0	0	1	0	0	1	kusanganazve
reveal	0	0	0	0	0	0	0	0	0	0	ratidza
revel	0	0	0	0	1	0	1	0	0	0	revel
revelation	0	0	0	0	0	0	0	0	0	0	chizaruro
revels	0	0	0	0	1	0	1	0	0	0	revels
revenge	1	1	0	1	0	1	0	0	1	0	kutsiva
revenue	0	0	0	0	0	0	0	0	0	0	mari
reverberation	0	0	0	0	0	0	0	0	0	0	reverberation
revere	0	1	0	0	1	0	1	0	0	1	revere
reverence	0	0	0	0	1	0	1	0	0	1	ruremekedzo
reverend	0	0	0	0	1	0	1	0	0	0	reverend
reverent	0	0	0	0	0	0	0	0	0	0	kuremekedza
reverie	0	0	0	0	1	0	1	0	0	1	reverie
reversal	1	0	1	0	0	1	0	0	1	0	reversal
reverse	0	0	0	0	0	0	0	0	0	0	reverse
reversion	0	0	0	0	0	0	0	0	0	0	reversion
revert	0	0	0	0	0	0	0	0	0	0	revert
reverting	0	0	0	0	0	0	0	0	0	0	kudzokera shure
review	0	0	0	0	0	0	0	0	0	0	wongororo
reviewer	0	0	0	0	0	0	0	0	0	0	muongorori
revise	0	0	0	0	0	0	1	0	0	0	dzokorora
revision	0	0	0	0	0	0	0	0	0	0	revision
revisit	0	0	0	0	0	0	0	0	0	0	revisit
revival	0	1	0	0	1	0	1	0	0	1	rumutsiriro
revive	0	1	0	0	0	1	1	0	0	0	mutsa
revocation	0	0	0	0	0	1	0	0	0	0	kubviswa
revoke	1	0	1	1	0	1	0	1	0	0	revoke
revolt	1	0	0	0	0	1	0	0	1	0	kumukira
revolting	1	0	1	1	0	1	0	0	0	0	kumukira
revolution	1	1	0	1	0	1	1	1	1	0	chimurenga
revolutionary	0	0	0	0	0	0	1	0	0	0	chimurenga
revolutionize	0	0	0	0	0	0	0	0	0	0	revolutionize
revolve	0	0	0	0	0	0	0	0	0	0	tenderera
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	revulsion
reward	0	1	0	0	1	0	1	0	1	1	mubayiro
rhetoric	0	0	0	0	0	0	0	0	0	0	rhetoric
rhetorical	0	0	0	0	0	0	0	0	0	0	rhetorical
rheumatism	1	0	0	1	0	1	0	1	0	0	rheumatism
rhyme	0	0	0	0	0	0	0	0	0	0	rhyme
rhyming	0	0	0	0	0	0	0	0	0	0	rhyming
rhythm	0	0	0	0	0	0	1	0	0	0	rhythm
rhythmical	0	0	0	0	1	0	1	0	1	0	rhythmical
rib	0	0	0	0	0	0	0	0	0	0	mbabvu
ribbed	0	0	0	0	0	0	0	0	0	0	ribbed
ribbon	1	1	0	0	1	0	1	0	0	0	ribhoni
rice	0	0	0	0	0	0	0	0	0	0	mupunga
riches	0	0	0	0	0	0	0	0	0	0	pfuma
richness	0	0	0	0	0	0	1	0	0	0	upfumi
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	rickety
rid	0	0	0	0	0	0	0	0	0	0	bvisa
riddance	0	0	0	0	0	0	0	0	0	0	riddance
riddle	0	0	0	0	0	0	0	0	1	0	chirahwe
riddled	0	0	0	0	0	1	0	0	0	0	riddled
ride	0	0	0	0	0	0	0	0	0	0	ride
rider	0	0	0	0	0	0	1	0	0	0	mutasvi
ridge	0	0	0	0	0	0	0	0	0	0	ridge
ridicule	1	0	1	0	0	1	0	1	0	0	kuseka
ridiculous	1	0	1	0	0	1	0	0	0	0	ridiculous
riding	0	0	0	0	0	0	0	0	0	0	kutasva
rife	0	0	0	0	0	1	0	0	0	0	rife
rifle	1	0	0	1	0	1	0	0	0	0	pfuti
rifles	0	0	0	0	0	0	0	0	0	0	pfuti
rift	0	0	0	0	0	1	0	0	0	0	rift
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigging
righteous	0	0	0	0	0	0	1	0	0	0	akarurama
rightful	0	0	0	0	0	0	1	0	0	0	zvakakodzera
rightly	0	0	0	0	0	0	1	0	0	0	zvakarurama
rigid	0	0	0	0	0	1	0	0	0	0	rigid
rigidity	0	0	0	0	0	1	0	0	0	0	rigidity
rigor	0	0	1	1	0	1	0	0	0	0	rigor
rigorous	0	0	0	0	0	1	0	0	0	0	rigorous
rim	0	0	0	0	0	0	0	0	0	0	rim
rind	0	0	0	0	0	0	0	0	0	0	rind
ring	0	0	0	0	0	0	0	0	0	0	ring
ringer	1	0	0	0	0	1	0	0	0	0	ringer
ringing	0	0	0	0	0	0	0	0	0	0	kurira
rink	0	0	0	0	0	0	0	0	0	0	rink
rinse	0	0	0	0	0	0	0	0	0	0	sukurudza
riot	1	0	0	1	0	1	0	0	0	0	bongozozo
riotous	1	0	0	1	0	1	0	0	1	0	mhirizhonga
riparian	0	0	0	0	0	0	0	0	0	0	riparian
ripe	0	0	0	0	0	0	1	0	0	0	kuibva
ripen	0	1	0	0	0	0	1	0	0	0	ripen
ripening	0	0	0	0	0	0	0	0	0	0	kuibva
ripple	0	0	0	0	0	0	0	0	0	0	ripple
rise	0	0	0	0	0	0	0	0	0	0	simuka
rising	0	1	0	0	1	0	1	0	0	0	achisimuka
risk	0	1	0	1	0	1	0	0	0	0	ngozi
risky	0	1	0	1	0	1	0	0	0	0	risky
rite	0	0	0	0	0	0	0	0	0	0	rite
ritual	0	0	0	0	0	0	0	0	0	0	tsika
ritualistic	0	0	0	0	0	0	0	0	0	0	ritualistic
rival	0	0	0	0	0	0	0	0	0	0	mukwikwidzi
rivalry	1	0	0	0	0	1	0	0	0	0	kukwikwidzana
river	0	0	0	0	0	0	0	0	0	0	rwizi
riverbank	0	0	0	0	0	0	0	0	0	0	mahombekombe erwizi
rivet	0	0	0	0	0	0	0	0	0	0	rivet
riveted	0	0	0	0	0	0	0	0	0	0	riveted
riveting	0	0	0	0	0	0	1	0	0	0	riveting
road	0	0	0	0	0	0	0	0	0	0	road
roads	0	0	0	0	0	0	0	0	0	0	migwagwa
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	roadway
roam	0	0	0	0	0	0	0	0	0	0	roam
roar	0	0	0	0	0	0	0	0	0	0	roar
roast	0	0	0	0	0	0	0	0	0	0	roast
rob	1	0	1	1	0	1	0	1	0	0	rob
robber	0	0	1	1	0	1	0	0	0	0	gororo
robbery	1	0	1	1	0	1	0	1	0	0	umbavha
robe	0	0	0	0	0	0	0	0	0	0	nguo
robot	0	0	0	0	0	0	0	0	0	0	robhoti
robotics	0	0	0	0	0	0	0	0	0	0	marobhoti
robust	0	0	0	0	0	0	1	0	0	0	yakasimba
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	rock
rocket	1	0	0	0	0	0	0	0	0	0	rocket
rocks	0	0	0	0	0	0	0	0	0	0	matombo
rod	0	0	0	1	0	0	1	0	0	1	tsvimbo
roe	0	0	0	0	0	0	0	0	0	0	roe
rogue	0	0	1	0	0	1	0	0	0	0	rogue
role	0	0	0	0	0	0	0	0	0	0	basa
roll	0	0	0	0	0	0	0	0	0	0	roll
roller	0	0	0	0	0	0	0	0	0	0	roller
rollers	0	0	0	0	0	0	0	0	0	0	rollers
rollicking	0	0	0	0	1	0	1	0	0	0	rollicking
rolling	0	0	0	0	0	0	0	0	0	0	rolling
romance	0	1	0	1	1	0	1	1	1	1	romance
romantic	0	1	0	0	1	0	1	0	0	1	romantic
romanticism	0	0	0	0	1	0	1	0	0	0	romanticism
romp	0	0	0	0	1	0	1	0	0	0	romp
roof	0	0	0	0	0	0	0	0	0	0	denga
rook	1	0	1	0	0	1	0	0	0	0	rook
room	0	0	0	0	0	0	0	0	0	0	room
roomy	0	0	0	0	0	0	0	0	0	0	roomy
roost	0	0	0	0	0	0	0	0	0	0	roost
rooster	0	0	0	0	0	0	0	0	0	0	jongwe
root	0	0	0	0	0	0	0	0	0	0	mudzi
rooted	0	0	0	0	0	0	1	0	0	1	midzi
rope	0	0	0	0	0	0	0	0	0	0	tambo
rosary	0	0	0	0	0	0	0	0	0	0	rosary
rose	0	0	0	0	0	0	0	0	0	0	rose
rosemary	0	0	0	0	0	0	0	0	0	0	rosemary
rosette	0	0	0	0	0	0	0	0	0	0	rosette
roster	0	0	0	0	0	0	0	0	0	0	roster
rosy	0	0	0	0	0	0	1	0	0	0	rosy
rot	0	0	1	1	0	1	0	1	0	0	kuora
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	rotary
rotate	0	0	0	0	0	0	0	0	0	0	tenderera
rotation	0	0	0	0	0	0	0	0	0	0	kutenderera
rote	0	0	0	0	0	0	0	0	0	0	rote
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	kuora
rouge	0	0	0	0	0	0	0	0	0	0	rouge
rough	0	0	0	0	0	0	0	0	0	0	rough
roughly	0	0	0	0	0	0	0	0	0	0	zvishoma
roughness	0	0	0	0	0	1	0	0	0	0	roughness
roulette	0	1	0	0	0	0	0	0	0	0	roulette
round	0	0	0	0	0	0	0	0	0	0	round
roundabout	0	0	0	0	0	0	0	0	0	0	roundabout
rounded	0	0	0	0	0	0	0	0	0	0	rounded
roundup	0	0	0	0	0	0	0	0	0	0	roundup
rouse	0	0	0	0	0	0	0	0	0	0	mutsa
rouser	0	0	0	0	0	0	0	0	0	0	rouser
rousing	0	0	0	0	0	0	0	0	0	0	kumutsa
rout	0	0	0	0	0	1	0	0	0	0	rout
route	0	0	0	0	0	0	0	0	0	0	nzira
routine	0	0	0	0	0	0	1	0	0	1	routine
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	roving
row	1	0	0	0	0	1	0	0	0	0	row
rowdy	0	0	0	0	0	1	0	0	0	0	rowdy
royal	0	0	0	0	0	0	0	0	0	0	royal
royalty	0	0	0	0	0	0	1	0	0	0	royalty
rub	0	0	0	0	0	0	0	0	0	0	rub
rubber	0	0	0	0	0	0	0	0	0	0	rabha
rubbers	0	0	0	0	0	0	0	0	0	0	rubbers
rubbing	0	0	0	0	0	0	0	0	0	0	kukwiza
rubbish	0	0	1	0	0	1	0	0	0	0	marara
rubble	0	0	0	1	0	1	0	1	0	0	rubble
rubric	0	0	0	0	0	0	1	0	0	0	rubric
ruby	0	0	0	0	0	0	0	0	0	0	ruby
rudder	0	0	0	0	0	0	0	0	0	0	chidzoreso
ruddy	0	0	0	0	0	0	0	0	0	0	ruddy
rudimentary	0	0	0	0	0	0	0	0	0	0	rudimentary
rudiments	0	0	0	0	0	0	0	0	0	0	rudiments
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	ruffle
rug	0	0	0	0	0	0	0	0	0	0	rug
rugged	0	0	0	0	0	1	0	0	0	0	rugged
