English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Korean Word
spree	0	0	0	0	0	1	0	0	0	0	주연
sprinkling	0	0	0	0	0	0	0	0	0	0	살포
sprite	0	0	0	1	0	1	0	0	0	0	스프라이트
sprout	0	0	0	0	0	0	0	0	0	0	새싹
spruce	0	0	0	0	0	0	1	0	0	0	가문비
spur	0	0	0	1	0	0	0	0	0	0	박차
spurious	0	0	1	0	0	1	0	0	0	0	가짜
spurred	0	0	0	0	0	0	0	0	0	0	박차
spurt	0	0	0	0	0	0	0	0	0	0	스퍼트
spy	0	0	0	0	0	0	0	0	0	0	스파이
squad	0	0	0	0	0	0	0	0	0	0	분대
squadron	0	0	0	0	0	0	0	0	0	0	전대
squall	0	0	0	1	0	1	0	1	0	0	돌풍
squamous	0	0	0	0	0	0	0	0	0	0	편평
square	0	0	0	0	0	0	0	0	0	0	정사각형
squat	0	0	0	0	0	0	0	0	0	0	쪼그리고 앉은
squatter	0	0	0	0	0	1	0	0	0	0	쪼그리고 앉는 사람
squeak	0	0	0	0	0	0	0	0	0	0	쥐 우는 소리
squeal	0	0	0	0	0	0	0	0	0	0	비명
squeamish	0	0	1	1	0	1	0	0	0	0	비꼬는
squeeze	0	0	0	0	0	0	0	0	0	0	짜내다
squeezing	0	0	0	0	0	0	0	0	0	0	짜내다
squelch	1	0	1	0	0	1	0	0	0	0	끽소리 못 하게 함
squint	0	0	0	0	0	0	0	0	0	0	곁눈질
squire	0	0	0	0	0	0	0	0	0	0	향사
squirm	0	0	1	0	0	1	0	0	0	0	꿈틀거리다
squirrel	0	0	0	0	0	0	0	0	0	0	다람쥐
squirt	0	0	0	0	0	0	0	0	0	0	분출
stab	1	0	0	1	0	1	0	1	1	0	찌르다
stability	0	0	0	0	0	0	0	0	0	0	안정
stable	0	0	0	0	0	0	1	0	0	1	안정적인
staccato	0	0	0	0	0	0	1	0	0	0	단음
stack	0	0	0	0	0	0	0	0	0	0	스택
staff	0	0	0	0	0	0	0	0	0	0	직원
stag	0	0	0	0	0	0	0	0	0	0	수사슴
stage	0	0	0	0	0	0	0	0	0	0	단계
stagger	0	0	0	0	0	0	0	0	1	0	파상 배치
staggering	0	0	0	0	0	1	0	0	0	0	엄청난
stagnant	0	0	0	0	0	1	0	1	0	0	흐르지 않는
stagnation	0	0	0	0	0	0	0	0	0	0	침체
staid	0	0	0	0	0	0	0	0	0	0	가만히
stain	0	0	1	0	0	1	0	0	0	0	얼룩
stainless	0	0	0	0	0	0	1	0	0	0	스테인리스
stair	0	0	0	0	0	0	0	0	0	0	계단
staircase	0	0	0	0	0	0	0	0	0	0	계단
stairway	0	0	0	0	0	0	0	0	0	0	계단
stake	0	0	0	0	0	0	0	0	0	0	말뚝
stale	0	0	0	0	0	1	0	0	0	0	탁한
stalemate	1	0	1	0	0	0	0	0	0	0	수가 막힘
stalk	0	0	0	1	0	1	0	0	0	0	줄기
stall	0	0	1	0	0	0	0	0	0	0	마구간
stallion	0	0	0	0	0	0	1	0	0	0	종마
stalls	0	0	0	0	0	0	0	0	0	0	포장 마차
stalwart	0	0	0	0	0	0	1	0	0	0	매우 충실한
stamina	0	0	0	0	0	0	1	0	0	1	내구력
stamp	0	0	0	0	0	0	0	0	0	0	우표
stand	0	0	0	0	0	0	0	0	0	0	서다
standard	0	0	0	0	0	0	0	0	0	0	기준
standardize	0	0	0	0	0	0	0	0	0	0	표준화하다
standing	0	0	0	0	0	0	1	0	0	0	서 있는
standoff	1	0	0	1	0	1	0	0	0	0	대치 상태
standpoint	0	0	0	0	0	0	0	0	0	0	점
standstill	1	0	0	0	0	1	0	0	0	0	가만히 서있다
stanza	0	0	0	0	0	0	0	0	0	0	절
staple	0	0	0	0	0	0	0	0	0	0	스테이플
star	0	1	0	0	1	0	1	0	0	1	별
starboard	0	0	0	0	0	0	0	0	0	0	우현
starch	0	0	0	0	0	0	0	0	0	0	녹말
stare	0	0	0	0	0	0	0	0	0	0	응시
staring	0	0	0	0	0	1	0	0	0	0	응시
stark	0	0	0	0	0	1	0	0	0	1	뚜렷한
starlight	0	0	0	0	0	0	1	0	0	0	별빛
starry	0	1	0	0	1	0	1	0	0	0	별이 빛나는
stars	0	0	0	0	0	0	0	0	0	0	별
start	0	1	0	0	0	0	0	0	0	0	시작
startle	0	0	0	1	0	1	0	0	1	0	펄쩍 뛸 만한 놀람
startling	0	0	0	0	0	0	0	0	1	0	놀라운
starvation	0	0	0	1	0	1	0	1	0	0	굶주림
starved	0	0	0	0	0	1	0	0	0	0	굶주린
starving	0	0	0	0	0	1	0	0	0	0	굶주림
state	0	0	0	0	0	0	0	0	0	0	상태
stately	0	0	0	0	0	0	1	0	0	0	위엄 있는
statement	0	0	0	0	0	0	1	0	0	1	성명
stateroom	0	0	0	0	0	0	0	0	0	0	전용실
statesman	0	0	0	0	0	0	0	0	0	0	정치가
static	0	0	0	0	0	0	0	0	0	0	공전
statics	0	0	0	0	0	0	0	0	0	0	정적
station	0	0	0	0	0	0	0	0	0	0	역
stationary	0	0	0	0	0	1	0	0	0	0	변화 없는
stationery	0	0	0	0	0	0	0	0	0	0	문방구
statistical	0	0	0	0	0	0	0	0	0	1	통계
statistician	0	0	0	0	0	0	0	0	0	0	통계학자
stator	0	0	0	0	0	0	0	0	0	0	고정자
statuary	0	0	0	0	0	0	0	0	0	0	조상
statue	0	0	0	0	0	0	1	0	0	0	동상
statuette	0	0	0	0	0	0	0	0	0	0	작은 조상
stature	0	0	0	0	0	0	0	0	0	0	지위
status	0	0	0	0	0	0	1	0	0	0	상태
statute	0	0	0	0	0	0	0	0	0	0	법령
statutory	0	0	0	0	0	0	0	0	0	0	법정
staunch	0	0	0	0	0	0	1	0	0	0	확고한
stave	0	0	0	0	0	1	0	0	0	0	통널
stay	0	0	0	0	0	0	0	0	0	0	머무르다
stayed	0	0	0	0	0	0	0	0	0	0	머물렀다
stays	0	0	0	0	0	0	0	0	0	0	숙박
stead	0	0	0	0	0	0	0	0	0	0	대신
steadfast	0	0	0	0	0	0	1	0	0	1	확고부동
steady	0	0	0	0	0	0	0	0	1	1	꾸준한
steal	1	0	0	1	0	1	0	1	0	0	훔치다
stealing	0	0	1	1	0	1	0	0	0	0	훔침
stealth	0	0	0	0	0	0	0	0	1	0	몰래 하기
stealthily	0	0	0	0	0	0	0	0	1	0	몰래
stealthy	0	1	0	1	0	1	0	0	1	0	은밀한
steamboat	0	0	0	0	0	0	0	0	0	0	기선
steamer	0	0	0	0	0	0	0	0	0	0	기선
steamroller	0	0	0	0	0	0	0	0	0	0	증기 롤러
steamship	0	0	0	0	0	0	0	0	0	0	기선
steamy	0	0	0	0	0	0	0	0	0	0	안개 짙은
steel	0	0	0	0	0	0	0	0	0	0	강철
steep	0	0	0	0	0	0	0	0	0	0	험한
steeple	0	0	0	0	0	0	0	0	0	0	뾰족한 탑
steer	0	0	0	0	0	0	0	0	0	0	조종하다
stellar	0	0	0	0	0	0	1	0	0	0	주요한
stem	0	0	0	0	0	0	0	0	0	0	줄기
stench	0	0	0	0	0	0	0	0	0	0	고약한 냄새
stencil	0	0	0	0	0	0	0	0	0	0	원판
step	0	0	0	0	0	0	0	0	0	0	단계
steppe	0	0	0	0	0	0	0	0	0	0	스텝
steps	0	0	0	0	0	0	0	0	0	0	단계
stereoscopic	0	0	0	0	0	0	0	0	0	0	입체
stereotype	0	0	0	0	0	1	0	0	0	0	스테레오
stereotyped	0	0	0	0	0	1	0	0	0	0	고정 관념
sterile	0	0	0	0	0	1	0	1	0	0	멸균
sterility	0	0	0	0	0	1	0	0	0	0	불임
sterling	1	1	0	0	1	1	1	0	0	1	영화
stern	0	0	0	0	0	1	0	0	0	0	고물
stethoscope	0	0	0	0	0	0	0	0	0	0	청진기
stew	0	0	0	0	0	0	0	0	0	0	스튜
steward	0	0	0	0	0	0	1	0	0	1	청지기
stewardship	0	0	0	0	0	0	0	0	0	0	청지기직
stick	0	0	0	0	0	0	0	0	0	0	막대
sticking	0	0	0	0	0	0	0	0	0	0	고집
sticky	0	0	1	0	0	0	0	0	0	0	어려운
stiff	0	0	0	0	0	1	0	0	0	0	뻣뻣한
stiffen	0	0	0	0	0	0	0	0	0	0	고집 세게 되다
stiffness	0	0	0	0	0	1	0	0	0	0	단단함
stifle	0	0	0	0	0	1	0	0	0	0	끄다
stifled	1	0	0	1	0	1	0	1	0	0	억눌린
stifling	0	0	0	0	0	0	0	0	0	0	숨막히는
stigma	1	0	1	1	0	1	0	1	0	0	오명
stile	0	0	0	0	0	0	0	0	0	0	회전식 문
stiletto	0	0	0	0	0	0	0	0	0	0	단도
stillborn	0	0	0	0	0	1	0	1	0	0	사산
stillness	0	0	0	1	0	0	1	1	0	0	고요함
stilts	0	0	0	0	0	0	0	0	0	0	죽마
stimulant	0	0	0	0	0	0	0	0	0	0	흥분제
stimulation	0	0	0	0	0	0	0	0	0	0	자극
stimulus	0	0	0	0	0	0	0	0	0	0	자극제
sting	1	0	0	1	0	1	0	0	0	0	찌르기
stinging	0	0	0	0	0	1	0	0	0	0	찌르는
stingy	1	0	1	1	0	1	0	1	0	0	적은
stink	0	0	1	0	0	1	0	0	0	0	악취
stinking	0	0	1	0	0	1	0	0	0	0	냄새나는
stint	0	0	0	1	0	1	0	1	0	0	정량
stipulate	0	0	0	0	0	0	0	0	0	0	규정하다
stipulation	0	0	0	0	0	0	0	0	0	0	약정
stir	0	0	0	0	0	0	0	0	0	0	휘젓다
stirring	0	0	0	0	0	0	0	0	0	0	활발한
stitch	0	0	0	0	0	0	0	0	0	0	땀
stock	0	0	0	0	0	0	0	0	0	0	스톡
stockbroker	0	0	0	0	0	0	0	0	0	0	주식 중개인
stocking	0	0	0	0	0	0	0	0	0	0	긴 양말
stocks	0	0	0	0	0	1	0	0	0	0	주식
stole	0	0	0	0	0	0	0	0	0	0	스톨
stolen	1	0	0	0	0	1	0	0	0	0	훔친
stomach	0	0	1	0	0	0	0	0	0	0	위
stone	1	0	0	0	0	1	0	0	0	0	결석
stoned	0	0	0	0	0	1	0	0	0	0	술취한
stoneware	0	0	0	0	0	0	0	0	0	0	석기
stony	0	0	0	0	0	0	0	0	0	0	스토니
stool	0	0	0	0	0	0	0	0	0	0	발판
stools	0	0	1	0	0	1	0	0	0	0	변
stoop	0	0	0	0	0	0	0	0	0	0	앞으로 굽은 사람
stop	0	0	0	0	0	0	0	0	0	0	멈추다
stoppage	0	0	0	0	0	1	0	0	0	0	중지
stopper	0	0	0	0	0	0	0	0	0	0	스토퍼
stopping	0	0	0	0	0	0	0	0	0	0	멎는
stopwatch	0	0	0	0	0	0	0	0	0	0	스톱워치
storage	0	0	0	0	0	0	0	0	0	0	저장
store	0	1	0	0	0	0	1	0	0	0	가게
storehouse	0	0	0	0	0	0	0	0	0	0	창고
storing	0	0	0	0	0	0	0	0	0	0	저장
storm	1	0	0	0	0	1	0	0	0	0	폭풍
storming	1	0	0	0	0	0	0	0	0	0	폭풍우 치는
stormy	0	0	0	1	0	1	0	0	0	0	폭풍우 같은
story	0	0	0	0	0	0	0	0	0	0	이야기
stout	0	0	0	0	0	0	0	0	0	0	스타우트
stove	0	0	0	0	0	0	0	0	0	0	난로
stow	0	0	0	0	0	0	0	0	0	0	집어 챙겨 넣다
straddle	0	0	0	0	0	0	0	0	0	0	태도 불명
straighten	0	0	0	0	0	0	0	0	0	0	바르게 되다
straightforward	0	0	0	0	0	0	1	0	0	1	똑바로
straightway	0	0	0	0	0	0	0	0	0	0	바로
strained	1	0	0	0	0	1	0	0	0	0	팽팽한
strait	0	0	0	0	0	0	0	0	0	0	좁은
straits	0	0	0	1	0	1	0	0	0	0	해협
strand	0	0	0	0	0	0	0	0	0	0	바닷가
stranded	0	0	0	0	0	1	0	0	0	0	좌초
stranger	0	0	0	1	0	1	0	0	0	0	낯선 사람
strangle	1	0	1	1	0	1	0	1	1	0	교살
strap	0	0	0	0	0	0	0	0	0	0	견장
strapping	0	0	0	0	0	0	0	0	0	0	반창고
strata	0	0	0	0	0	0	0	0	0	0	지층
strategic	0	0	0	0	0	0	1	0	0	0	전략적
strategist	0	1	0	0	0	0	1	0	0	1	전략가
strategy	0	0	0	0	0	0	0	0	0	0	전략
stratification	0	0	0	0	0	0	0	0	0	0	충화
stratum	0	0	0	0	0	0	0	0	0	0	지층
stratus	0	0	0	0	0	0	0	0	0	0	충운
straw	0	0	0	0	0	0	0	0	0	0	빨대
stray	0	0	0	0	0	1	0	0	0	0	흩어진
streak	0	0	0	0	0	0	0	0	0	0	줄
streaked	0	0	0	0	0	0	0	0	0	0	줄무늬
stream	0	0	0	0	0	0	0	0	0	0	개울
streamer	0	0	0	0	0	0	0	0	0	0	사광
streaming	0	0	0	0	0	0	0	0	0	0	스트리밍
street	0	0	0	0	0	0	0	0	0	0	거리
strength	0	0	0	0	0	0	1	0	0	1	힘
strengthen	0	0	0	0	0	0	1	0	0	0	강하게 하다
strengthening	0	0	0	0	1	0	1	0	0	1	강하게 하는 것
strenuous	0	0	0	0	0	0	0	0	0	0	힘든
stress	0	0	0	0	0	1	0	0	0	0	스트레스
stretch	0	0	0	0	0	0	0	0	0	0	뻗기
stretcher	0	0	0	1	0	0	0	1	0	0	들것
stricken	0	0	0	0	0	0	0	1	0	0	맞은
stride	0	0	0	0	0	0	0	0	0	0	보폭
strife	1	0	0	0	0	1	0	0	0	0	싸움
strike	1	0	0	0	0	1	0	0	0	0	스트라이크
striking	0	0	0	0	0	0	1	0	0	0	치는
strikingly	0	0	0	0	0	0	1	0	0	0	눈에 띄게
string	0	0	0	0	0	0	0	0	0	0	끈
stringy	0	0	0	0	0	0	0	0	0	0	끈끈한
strip	0	0	0	0	0	1	0	1	0	0	조각
stripe	0	0	0	0	0	1	0	0	0	0	줄무늬
stripped	1	1	1	1	0	1	0	1	0	0	벗겨진
strive	0	1	0	0	0	0	0	0	0	0	애쓰다
strobe	0	0	0	0	0	0	0	0	0	0	스트로보
stroke	0	0	0	1	0	1	0	1	0	0	뇌졸중
stroll	0	0	0	0	0	0	0	0	0	0	한가롭게 이리저리 거닐다
stronghold	0	0	0	0	0	0	0	0	0	0	요새
strongly	0	0	0	0	0	0	1	0	0	0	강하게
structural	0	0	0	0	0	0	0	0	0	1	구조적
structure	0	0	0	0	0	0	1	0	0	1	구조
struggle	1	0	0	1	0	1	0	1	0	0	고심하다
strut	0	0	0	0	0	1	0	0	0	0	뒤를 젖히고 걷다
stubble	0	0	0	0	0	0	0	0	0	0	그루터기
stubbornness	0	0	0	0	0	0	0	0	0	0	고집
stubby	0	0	0	0	0	0	0	0	0	0	그루터기 같은
stucco	0	0	0	0	0	0	0	0	0	0	치장 벽토
stuck	0	0	0	0	0	0	0	0	0	0	갇힌
stud	0	0	0	0	0	0	1	0	0	0	마개
studded	0	0	0	0	0	0	0	0	0	0	박힌
student	0	0	0	0	0	0	0	0	0	0	학생
studied	0	0	0	0	0	0	0	0	0	0	공부했다
studio	0	0	0	0	0	0	0	0	0	0	사진관
study	0	0	0	0	0	0	1	0	0	0	공부하다
stuff	0	0	0	0	0	0	0	0	0	0	물건
stuffing	0	0	0	0	0	0	0	0	0	0	소
stuffy	0	0	0	0	0	1	0	0	0	0	답답한
stumble	0	0	0	0	0	1	0	0	0	0	채이기
stump	0	0	0	0	0	0	0	0	0	0	그루터기
stunned	0	0	0	1	0	1	0	0	1	0	기절
stunt	0	0	0	0	0	0	0	0	0	0	묘기
stunted	0	0	0	0	0	1	0	0	0	0	발육부진
stupendous	0	0	0	0	0	0	0	0	0	0	깜짝 놀랄 만한
stupid	0	0	0	0	0	1	0	0	0	0	멍청한
stupidity	0	0	0	0	0	1	0	0	0	0	우둔
stupor	0	0	0	0	0	1	0	0	0	0	무감각
sturdy	0	0	0	0	0	0	1	0	0	0	튼튼한
sturgeon	0	0	0	0	0	0	0	0	0	0	철갑상어
stutter	0	0	0	0	0	0	0	0	0	0	말더듬이
sty	0	0	1	0	0	1	0	0	0	0	다래끼
style	0	0	0	0	0	0	0	0	0	0	스타일
stylish	0	0	0	0	0	0	0	0	0	0	세련된
subatomic	0	0	0	0	0	0	0	0	0	0	아원자
subcommittee	0	0	0	0	0	0	0	0	0	0	소위원회
subconscious	0	0	0	0	0	0	0	0	0	0	잠재의식
subcutaneous	0	0	0	0	0	0	0	0	0	0	피하
subdivide	0	0	0	0	0	0	0	0	0	0	작게 다시 나누다
subdivision	0	0	0	0	0	0	0	0	0	0	재분
subduction	0	0	0	0	0	0	0	0	0	0	섭입
subdue	0	0	0	0	0	1	0	0	0	0	누르다
subdued	0	0	0	0	0	0	0	0	0	0	차분해진
subito	0	0	0	0	0	0	0	0	1	0	수비토
subject	0	0	0	0	0	1	0	0	0	0	주제
subjected	0	0	0	0	0	1	0	1	0	0	대상
subjection	0	0	0	0	0	1	0	0	0	0	정복
subjective	0	0	0	0	0	0	0	0	0	0	주걱
subjugation	1	0	1	1	0	1	0	1	0	0	진압
sublimation	0	0	0	0	1	0	1	0	0	0	승화
subliminal	0	0	0	0	0	0	0	0	0	0	잠재의식
submarine	0	0	0	0	0	0	0	0	0	0	잠수함
submerged	0	0	0	0	0	0	0	0	0	0	물에 잠긴
submersible	0	0	0	0	0	0	0	0	0	0	잠수정
submission	0	0	0	0	0	0	0	0	0	0	제출
submit	0	1	0	0	0	0	0	0	0	0	제출하다
subordinate	0	0	0	1	0	1	0	0	0	0	부하
subordination	0	0	0	0	0	0	0	0	0	0	종속
subplot	0	0	0	0	0	0	0	0	0	0	서브플롯
subpoena	0	0	0	0	0	1	0	0	0	0	소환장
subscribe	0	1	0	0	0	0	0	0	0	0	구독하다
subscription	0	0	0	0	0	0	0	0	0	0	신청
subsequence	0	0	0	0	0	0	0	0	0	0	하위 시퀀스
subsequent	0	0	0	0	0	0	0	0	0	0	후속
subsequently	0	0	0	0	0	0	0	0	0	0	그후
subset	0	0	0	0	0	0	0	0	0	0	부분집합
subside	0	0	0	0	0	0	0	0	0	0	앉다
subsidence	0	0	0	0	0	1	0	1	0	0	침하
subsidiary	0	0	0	0	0	0	0	0	0	0	자회사
subsidize	0	0	0	0	0	0	0	0	0	0	보조금을 지급하다
subsidy	1	0	1	0	0	1	0	0	0	0	보조금
subsist	0	0	0	0	0	1	0	0	0	0	생존하다
subsistence	0	0	0	0	0	0	0	0	0	0	생활
subsoil	0	0	0	0	0	0	0	0	0	0	하층토
substance	0	0	0	0	0	0	1	0	0	0	물질
substantially	0	0	0	0	0	0	0	0	0	0	대체로
substantiate	0	0	0	0	0	0	0	0	0	1	입증하다
substantive	0	0	0	0	0	0	1	0	0	0	실사
substitute	0	0	0	0	0	0	0	0	0	0	대리자
substituted	0	0	0	0	0	0	0	0	0	0	대체
substitution	0	0	0	0	0	0	0	0	0	0	치환
substructure	0	0	0	0	0	0	0	0	0	0	기초 공사
subterranean	0	0	0	0	0	0	0	0	0	0	지하
subtle	0	0	0	0	0	0	0	0	0	0	미묘한
subtlety	0	0	0	0	0	0	0	0	0	0	미묘
subtract	0	0	0	0	0	1	0	0	0	0	덜다
subtraction	0	0	0	0	0	0	0	0	0	0	빼기
subtype	0	0	0	0	0	0	0	0	0	0	하위 유형
suburb	0	0	0	0	0	0	0	0	0	0	근교
suburban	0	0	0	0	0	0	0	0	0	0	교외의
suburbs	0	0	0	0	0	0	0	0	0	0	교외
subversion	1	0	0	1	0	1	0	0	0	0	파괴
subversive	1	0	0	0	0	1	0	0	1	0	전복
subvert	0	0	1	1	0	1	0	1	0	0	전복
subway	0	0	0	0	0	0	0	0	0	0	지하철
succeed	0	1	0	0	1	0	1	0	1	1	성공하다
succeeding	0	1	0	0	1	0	1	0	0	1	성공
success	0	1	0	0	1	0	1	0	0	0	성공
successful	0	1	0	0	1	0	1	0	0	1	성공적인
succession	0	0	0	0	0	0	0	0	0	0	계승
successive	0	0	0	0	0	0	0	0	0	0	연속적인
successor	0	0	0	0	0	0	0	0	0	0	후임
succinct	0	0	0	0	0	0	1	0	0	0	간결
succulent	0	0	0	0	0	1	1	0	0	0	흥미 진진한
succumb	0	0	0	0	0	1	0	0	0	0	굴복하다
suck	0	0	0	0	0	1	0	0	0	0	빨다
sucker	1	0	0	0	0	1	0	0	0	0	빨판
sucking	0	0	0	0	0	0	0	0	0	0	빠는
suckling	0	0	0	0	0	0	0	0	0	0	유아
suction	0	0	0	0	0	0	0	0	0	0	흡입관
sudden	0	0	0	0	0	0	0	0	1	0	갑자기
suddenly	0	0	0	0	0	0	0	0	1	0	갑자기
sue	1	0	0	0	0	1	0	1	0	0	고소하다
suffer	0	0	0	0	0	1	0	0	0	0	시달리다
sufferer	0	0	0	1	0	1	0	1	0	0	고통받는 사람
suffering	0	0	1	1	0	1	0	1	0	0	고통
suffice	0	0	0	0	0	0	0	0	0	0	충분하다
sufficiency	0	0	0	0	0	0	1	0	0	0	충분
sufficient	0	0	0	0	0	0	0	0	0	0	충분한
sufficiently	0	0	0	0	0	0	0	0	0	0	충분히
suffix	0	0	0	0	0	0	0	0	0	0	접미사
suffocating	0	0	1	1	0	1	0	1	0	0	질식
suffocation	1	0	0	1	0	1	0	0	0	0	질식
sugar	0	0	0	0	0	0	1	0	0	0	설탕
suggest	0	0	0	0	0	0	0	0	0	1	제안하다
suggestion	0	0	0	0	0	0	0	0	0	0	제안
suggestive	0	0	0	0	0	0	0	0	0	0	암시적인
suicidal	1	0	1	1	0	1	0	1	0	0	자살 충동
suicide	1	0	0	1	0	1	0	1	0	0	자살
suit	0	0	0	0	0	0	0	0	0	0	정장
suitable	0	0	0	0	0	0	1	0	0	0	적합한
suite	0	0	0	0	0	0	0	0	0	0	모음곡
suitor	0	0	0	0	0	0	0	0	0	0	구혼자
sullen	1	0	0	0	0	1	0	1	0	0	음산한
sulphur	0	0	0	0	0	0	0	0	0	0	황
sultan	0	0	0	1	0	0	0	0	0	0	술탄
sultry	0	0	0	0	0	0	1	0	0	0	찌는 듯한
sum	0	0	0	0	0	0	0	0	0	0	합집합
summarily	0	0	0	0	0	0	0	0	0	0	요약하자면
summarize	0	0	0	0	0	0	0	0	0	0	요약하다
summary	0	0	0	0	0	0	0	0	0	0	요약
summation	0	0	0	0	0	0	0	0	0	0	요약
summer	0	0	0	0	0	0	0	0	0	0	여름
summit	0	0	0	0	0	0	0	0	0	0	정상 회담
summon	0	0	0	0	0	0	0	0	0	0	소환
summons	0	0	0	0	0	1	0	0	0	0	소환장
sumo	0	0	0	0	0	0	0	0	0	0	스모
sump	0	0	1	0	0	0	0	0	0	0	웅덩이
sumptuous	0	0	0	0	0	0	0	0	0	0	사치스런
sun	0	1	0	0	1	0	1	0	1	1	태양
sunbeam	0	0	0	0	0	0	0	0	0	0	햇빛
sundial	0	1	0	0	0	0	0	0	0	1	해시계
sundown	0	0	0	0	0	0	0	0	0	0	일몰
sundry	0	0	0	0	0	0	0	0	0	0	잡다한
sunglass	0	0	0	0	0	0	0	0	0	0	선글라스
sunglasses	0	0	0	0	0	0	0	0	0	0	색안경
sunk	0	0	1	1	0	1	0	1	0	0	침몰
sunless	0	0	0	0	0	0	0	0	0	0	햇볕이 들지 않는
sunlight	0	0	0	0	0	0	0	0	0	0	햇빛
sunny	0	1	0	0	1	0	1	0	1	0	맑은
sunrise	0	0	0	0	0	0	0	0	0	0	해돋이
sunset	0	1	0	0	0	0	1	0	0	0	일몰
sunshine	0	0	0	0	1	0	1	0	0	0	햇빛
superannuation	0	0	0	0	0	0	0	0	0	0	노후
superb	0	0	0	0	0	0	1	0	0	0	훌륭한
superficial	0	0	0	0	0	1	0	0	0	0	피상적인
superfluous	0	0	0	0	0	1	0	0	0	0	불필요한
superhuman	0	0	0	0	0	0	1	0	0	0	초인
superimposed	0	0	0	0	0	0	0	0	0	0	겹쳐진
superintendent	0	0	0	0	0	0	0	0	0	0	감독
superior	0	0	0	0	0	0	1	0	0	0	우수한
superiority	0	0	0	0	0	0	1	0	0	0	우월
superlative	0	0	0	0	0	0	0	0	0	0	최고의
superman	0	0	0	0	1	0	1	0	0	1	슈퍼맨
supermarket	0	0	0	0	0	0	0	0	0	0	슈퍼마켓
supernatant	0	0	0	0	0	0	0	0	0	0	상등액
supernatural	0	0	0	0	0	0	0	0	0	0	신의 조화
superposition	0	0	0	0	0	0	0	0	0	0	위에 놓기
supersede	0	0	0	0	0	0	0	0	0	0	대신하다
superstar	0	0	0	0	1	0	1	0	0	1	슈퍼스타
superstition	0	0	0	1	0	1	1	0	0	0	미신
superstitious	0	1	0	1	0	1	0	0	0	0	미신적인
supervise	0	0	0	0	0	0	0	0	0	0	감독하다
supervision	0	0	0	0	0	0	0	0	0	0	감독
supervisor	0	0	0	0	0	0	0	0	0	0	감독자
supper	0	0	0	0	0	0	0	0	0	0	저녁
supplant	0	0	0	0	0	0	0	0	0	0	대신하다
supple	0	0	0	0	0	0	0	0	0	0	유연한
supplement	0	0	0	0	0	0	0	0	0	0	보충
supplemental	0	0	0	0	0	0	0	0	0	0	보충
supplementary	0	0	0	0	0	0	0	0	0	0	보충
supplication	0	0	0	0	0	0	1	0	0	1	간청
supplies	0	0	0	0	0	0	1	0	0	0	용품
supply	0	0	0	0	0	0	1	0	0	0	공급
supported	0	0	0	0	0	0	1	0	0	0	지원
supporter	0	0	0	0	1	0	1	0	0	1	서포터
supporters	0	0	0	0	0	0	0	0	0	0	지지자
supporting	0	0	0	0	0	0	1	0	0	1	지원
suppose	0	0	0	0	0	0	0	0	0	0	가정하다
supposing	0	0	0	0	0	0	0	0	0	0	가정
supposition	0	0	0	0	0	0	0	0	0	0	상상
suppress	1	0	0	1	0	1	0	1	0	0	막다
suppression	1	0	1	1	0	1	0	0	0	0	억압
supremacy	1	1	0	1	1	1	1	0	1	1	최고
supreme	0	0	0	0	0	0	1	0	0	0	최고
supremely	0	0	0	0	0	0	1	0	0	0	최고로
surcharge	1	0	0	0	0	1	0	0	0	0	부가 요금
surety	0	0	0	0	0	0	1	0	0	1	보증
surf	0	0	0	0	0	0	0	0	0	0	서핑
surface	0	0	0	0	0	0	0	0	0	0	표면
surge	0	0	0	0	0	0	0	0	1	0	급등하다
surgeon	0	0	0	0	0	0	0	0	0	0	외과 의사
surgery	0	0	0	1	0	0	0	1	0	0	수술
surly	1	0	1	0	0	1	0	0	0	0	거친
surmise	0	0	0	0	0	0	1	0	0	0	추량
surname	0	0	0	0	0	0	0	0	0	0	성
surpassing	0	0	0	0	0	0	1	0	0	0	뛰어난
surplus	0	0	0	0	0	0	0	0	0	0	여분
surprise	0	0	0	1	1	0	1	0	1	0	놀라다
surprised	0	0	0	0	0	0	0	0	1	0	놀란
surprising	0	0	0	0	0	0	0	0	1	0	놀라운
surprisingly	0	1	0	0	0	0	0	0	1	0	놀랍게도
surrender	0	0	0	1	0	1	0	1	0	0	항복
surrendering	0	0	0	0	0	1	0	1	0	0	항복
surrogate	0	0	0	0	0	0	0	0	0	1	대리
surround	0	1	0	0	0	1	1	0	0	0	둘러 싸다
surrounding	0	0	0	0	0	0	0	0	0	0	주변
surroundings	0	0	0	0	0	0	0	0	0	0	주위
surveillance	0	0	0	1	0	0	0	0	0	0	감시
survey	0	0	0	0	0	0	0	0	0	0	조사
surveying	0	0	0	0	0	0	1	0	0	0	측량
surveyor	0	0	0	0	0	0	0	0	0	0	감정인
survival	0	0	0	0	0	0	0	0	0	0	활착
survive	0	0	0	0	0	0	1	0	0	0	생존하다
surviving	0	0	0	0	0	0	0	0	0	0	생존
susceptibility	0	0	0	0	0	0	0	0	0	0	자화율
susceptible	0	0	0	0	0	1	0	0	0	0	느끼기 쉬운
suspect	0	0	0	1	0	1	0	0	0	0	의심하다
suspected	0	0	0	0	0	0	0	0	0	0	의심 가는
suspend	0	0	0	0	0	0	0	0	0	0	유예하다
