English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chichewa Word
shield	0	0	0	0	0	0	0	0	0	0	chishango
shift	0	0	0	0	0	0	0	0	0	0	kusintha
shifting	0	0	0	0	0	0	0	0	0	0	kusintha
shilling	0	0	0	0	0	0	0	0	0	0	shillingi
shimmer	0	0	0	0	0	0	0	0	0	0	chonyezimira
shin	0	0	0	0	0	0	0	0	0	0	Shin
shine	0	0	0	0	0	0	1	0	0	0	wala
shingle	0	0	0	0	0	0	0	0	0	0	shingle
shining	0	1	0	0	1	0	1	0	0	0	kuwala
shiny	0	0	0	0	0	0	0	0	0	0	chonyezimira
ship	0	1	0	0	0	0	0	0	0	0	sitima
shipment	0	0	0	0	0	0	0	0	0	0	kutumiza
shipping	0	0	0	0	0	0	0	0	0	0	Manyamulidwe
shipwreck	0	0	0	1	0	1	0	1	0	0	kusweka kwa ngalawa
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	malaya
shit	1	0	1	0	0	1	0	0	0	0	zoyipa
shiver	1	1	0	1	0	1	0	1	0	0	kunjenjemera
shivering	0	0	0	0	0	0	0	0	0	0	kunjenjemera
shoals	0	0	0	0	0	0	0	0	0	0	nsapato
shock	1	0	0	1	0	1	0	0	1	0	mantha
shockingly	0	0	0	0	0	0	0	0	1	0	modabwitsa
shoddy	1	0	1	0	0	1	0	0	0	0	wopanda pake
shoe	0	0	0	0	0	0	0	0	0	0	nsapato
shoemaker	0	0	0	0	0	0	0	0	0	0	wopanga nsapato
shoot	1	0	0	1	0	1	0	0	0	0	kuwombera
shooter	0	0	0	1	0	0	0	0	0	0	wowombera
shooting	1	0	0	1	0	1	0	0	0	0	kuwombera
shop	0	0	0	0	0	0	0	0	0	0	shopu
shopkeeper	0	0	0	0	0	0	0	0	0	1	wogulitsa sitolo
shoplifting	1	0	1	0	0	1	0	0	0	0	kuba m'masitolo
shopping	0	1	0	0	1	0	1	0	1	1	kugula
shore	0	0	0	0	0	0	0	0	0	0	gombe
shorn	0	0	0	0	0	0	0	0	0	0	metedwa
short	0	0	0	0	0	0	0	0	0	0	mwachidule
shortage	1	0	0	1	0	1	0	1	0	0	kuchepa
shortcoming	0	0	0	0	0	1	0	0	0	0	chopereŵera
shorten	0	0	0	0	0	0	0	0	0	0	kufupikitsa
shortening	0	0	0	0	0	0	0	0	0	0	kufupikitsa
shorthand	0	0	0	0	0	0	0	0	0	0	shorthand
shortly	0	1	0	0	0	0	0	0	0	0	posachedwa
shortness	0	0	0	0	0	0	0	0	0	0	kufupika
shorts	0	0	0	0	0	0	0	0	0	0	zazifupi
shot	1	0	0	1	0	1	0	1	1	0	kuwomberedwa
shotgun	0	0	0	0	0	0	0	0	0	0	mfuti
shoulder	0	0	0	0	0	0	1	0	0	1	phewa
shout	1	0	0	0	0	0	0	0	1	0	fuula
shove	1	0	0	0	0	1	0	0	0	0	kukankha
shovel	0	0	0	0	0	0	0	0	0	0	fosholo
shoveling	0	0	0	0	0	0	0	0	0	0	fosholo
show	0	0	0	0	0	0	0	0	0	1	chiwonetsero
shower	0	0	0	0	0	0	0	0	0	0	shawa
showing	0	0	0	0	0	0	0	0	0	0	kuwonetsa
showy	0	0	0	0	0	1	0	0	0	0	chiwonetsero
shrapnel	0	0	0	1	0	0	0	0	0	0	zipsera
shred	0	0	0	0	0	0	0	0	0	0	kuphwanya
shrewd	0	0	0	0	0	0	1	0	0	0	wochenjera
shriek	1	0	0	1	0	1	0	1	1	0	fuula
shrill	1	0	0	1	0	1	0	0	1	0	kukuwa
shrimp	0	0	0	0	0	0	0	0	0	0	shirimpi
shrine	0	0	0	0	0	0	0	0	0	0	kachisi
shrink	0	0	0	1	0	1	0	1	0	0	kuchepa
shrinking	0	0	0	0	0	0	0	0	0	0	kuchepa
shroud	0	0	0	0	0	0	0	1	0	0	nsalu
shrub	0	0	0	0	0	0	0	0	0	0	shrub
shrubbery	0	0	0	0	0	0	0	0	0	0	shrubbery
shrug	0	0	0	0	0	0	0	0	0	0	tsitsa
shrunk	0	0	0	0	0	1	0	0	0	0	kufota
shudder	0	0	0	1	0	1	0	0	0	0	kunjenjemera
shuffle	0	0	0	0	0	0	0	0	0	0	sinthani
shuffling	0	0	0	0	0	0	0	0	0	0	kusuntha
shun	1	0	1	0	0	1	0	1	0	0	pewani
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	kutseka
shutter	0	0	0	0	0	0	0	0	0	0	chotsekera
shuttle	0	0	0	0	0	0	0	0	0	0	shuttle
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	si
sick	0	0	1	0	0	1	0	1	0	0	odwala
sickening	1	0	1	1	0	1	0	1	0	0	kudwala
sickle	0	0	0	0	0	0	0	0	0	0	chikwakwa
sickly	0	0	1	0	0	1	0	1	0	0	odwala
sickness	0	0	1	1	0	1	0	1	0	0	matenda
side	0	0	0	0	0	0	0	0	0	0	mbali
sideboard	0	0	0	0	0	0	0	0	0	0	sideboard
sidestep	0	0	0	0	0	0	0	0	0	0	kumbali
sideways	0	0	0	0	0	0	0	0	0	0	kumbali
siege	0	0	0	0	0	0	0	0	0	0	kuzungulira
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	sieve
sifting	0	0	0	0	0	0	0	0	0	0	kusefa
sigh	0	0	0	0	0	0	0	0	0	0	kuusa moyo
sight	0	0	0	0	0	0	0	0	0	0	kuwona
sign	0	0	0	0	0	0	0	0	0	0	chizindikiro
signal	0	0	0	0	0	0	0	0	0	0	chizindikiro
signature	0	0	0	0	0	0	0	0	0	1	siginecha
significance	0	0	0	0	0	0	0	0	0	0	tanthauzo
significant	0	0	0	0	0	0	0	0	0	0	kwambiri
signification	0	0	0	0	0	0	0	0	0	0	tanthauzo
signify	0	1	0	0	0	0	0	0	0	0	sonyeza
signpost	0	0	0	0	0	0	0	0	0	0	chizindikiro
silent	0	0	0	0	0	0	0	0	0	0	chete
silently	0	0	0	0	0	0	0	0	0	0	mwakachetechete
silhouette	0	0	0	0	0	0	0	0	0	0	silhouette
silk	0	0	0	0	0	0	1	0	0	0	silika
silken	0	0	0	0	0	0	0	0	0	0	silika
silky	0	0	0	0	0	0	0	0	0	0	silky
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	kupusa
silly	0	0	0	0	1	1	0	0	0	0	wopusa
silt	0	0	0	0	0	0	0	0	0	0	silt
silver	0	0	0	0	0	0	0	0	0	0	siliva
silvery	0	0	0	0	0	0	0	0	0	0	zasiliva
similar	0	0	0	0	0	0	0	0	0	0	zofanana
similarity	0	0	0	0	0	0	0	0	0	0	kufanana
simile	0	0	0	0	0	0	0	0	0	0	fanizo
simmer	1	1	0	0	0	0	0	0	0	0	simmer
simmering	0	1	0	0	0	0	0	0	0	0	kuyimilira
simple	0	0	0	0	0	0	0	0	0	0	zosavuta
simples	0	0	0	0	0	0	0	0	0	0	zosavuta
simplify	0	1	0	0	1	0	1	0	1	1	chepetsa
simply	0	0	0	0	0	0	0	0	0	0	mophweka
simulate	0	0	0	0	0	0	0	0	0	0	yerekezerani
simulated	0	0	0	0	0	0	0	0	0	0	woyerekeza
simulating	0	0	0	0	0	0	0	0	0	0	kuyerekezera
simulation	0	0	0	0	0	0	0	0	0	0	kayeseleledwe
simultaneous	0	0	0	0	0	0	0	0	0	0	munthawi imodzi
simultaneously	0	0	0	0	0	0	0	0	0	0	nthawi imodzi
sin	1	0	1	1	0	1	0	1	0	0	tchimo
sincere	0	0	0	0	0	0	1	0	0	1	owona mtima
sincerity	0	0	0	0	0	0	1	0	0	0	kuwona mtima
sinful	1	0	1	1	0	1	0	1	0	0	wochimwa
sing	0	1	0	0	1	0	1	1	0	1	yimba
singer	0	0	0	0	0	0	0	0	0	0	woyimba
single	0	0	0	0	0	0	0	0	0	0	wosakwatiwa
singly	0	0	0	0	0	0	1	0	0	0	payekha
singular	0	0	0	0	0	0	0	0	0	0	umodzi
singularity	0	0	0	0	0	0	0	0	0	0	umodzi
singularly	0	0	0	0	0	0	0	0	1	0	limodzi
sinister	1	0	1	1	0	1	0	0	0	0	woyipa
sink	0	0	0	0	0	0	0	0	0	0	kumira
sinner	1	0	1	1	0	1	0	1	0	0	wochimwa
sinning	0	0	1	0	0	1	0	0	0	0	kuchimwa
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	sip
siphon	0	0	0	0	0	0	0	0	0	0	siphoni
sir	0	0	0	0	0	0	1	0	0	1	bwana
sire	0	0	0	0	0	0	0	0	0	0	bwana
siren	0	0	0	1	0	1	0	0	0	0	siren
sissy	0	0	0	0	0	1	0	0	0	0	wachikazi
sister	0	0	0	0	0	0	0	0	0	0	mlongo
sisterhood	1	0	0	0	0	0	1	1	1	1	ulongo
site	0	0	0	0	0	0	0	0	0	0	malo
sith	0	0	0	0	0	0	0	0	0	0	siti
sitting	0	0	0	0	0	0	0	0	0	0	atakhala
situate	0	0	0	0	0	0	0	0	0	0	malo
situated	0	0	0	0	0	0	0	0	0	0	zomwe zili
situation	0	0	0	0	0	0	0	0	0	0	mkhalidwe
sixth	0	0	0	0	0	0	0	0	0	0	chachisanu ndi chimodzi
sixty	0	0	0	0	0	0	0	0	0	0	makumi asanu ndi limodzi
size	0	0	0	0	0	0	0	0	0	0	kukula
sizzle	1	0	0	0	0	0	0	0	0	0	zikomo
skate	0	0	0	0	0	0	0	0	0	0	yenda momyata
skating	0	0	0	0	0	0	0	0	0	0	skating
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	chigoba
skeptic	0	0	0	0	0	0	0	0	0	0	wokayikira
skeptical	0	0	0	0	0	1	0	0	0	0	wokayikira
skepticism	0	0	0	0	0	0	0	0	0	0	kukayikira
sketch	0	0	0	0	0	0	0	0	0	0	chojambula
sketchy	0	0	0	0	0	1	0	0	0	0	zojambula
skewed	1	1	0	0	0	1	0	0	0	0	zokhotakhota
skewer	0	0	0	0	0	0	0	0	0	0	skewer
ski	0	0	0	0	0	0	0	0	0	0	ski
skid	1	0	0	1	0	1	0	1	0	0	skid
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	luso
skilled	0	0	0	0	0	0	1	0	0	0	waluso
skillet	0	0	0	0	0	0	0	0	0	0	skillet
skillful	0	0	0	0	0	0	1	0	0	1	waluso
skim	0	0	0	0	0	0	0	0	0	0	skim
skin	0	0	0	0	0	0	0	0	0	0	khungu
skinny	0	0	0	0	0	0	0	0	0	0	woonda
skip	0	0	0	0	0	1	0	0	0	0	dumpha
skipper	0	0	0	0	0	0	0	0	0	0	kapitawo
skirmish	1	0	0	0	0	1	0	0	0	0	kulimbana
skirt	0	0	0	0	0	0	0	0	0	0	siketi
skirting	0	0	0	0	0	0	0	0	0	0	kuyendayenda
skirts	0	0	0	0	0	0	0	0	0	0	masiketi
skit	0	0	0	0	0	0	0	0	0	0	skit
skull	0	0	0	0	0	0	0	0	0	0	chigaza
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	kumwamba
skyscraper	0	0	0	0	0	0	0	0	0	0	skyscraper
slab	0	0	0	0	0	0	0	0	0	0	slab
slack	0	0	0	0	0	1	0	0	0	0	waulesi
slag	0	0	0	0	0	1	0	0	0	0	slag
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	miseche
slanderous	0	0	0	0	0	1	0	0	0	0	wamiseche
slang	0	0	0	0	0	0	0	0	0	0	slang
slant	0	0	0	0	0	0	0	0	0	0	chopendekera
slap	1	0	0	0	0	1	0	0	1	0	mbama
slash	1	0	0	0	0	0	0	0	0	0	slash
slashes	0	0	0	0	0	0	0	0	0	0	mapanga
slate	0	0	0	0	0	0	1	0	0	0	slate
slates	0	0	0	0	0	0	0	0	0	0	masileti
slaughter	1	0	1	1	0	1	0	1	1	0	kupha
slaughterhouse	1	0	1	1	0	1	0	1	0	0	nyumba yophera
slaughtering	1	0	1	1	0	1	0	1	1	0	kupha
slave	1	0	0	1	0	1	0	1	0	0	kapolo
slavery	1	0	1	1	0	1	0	1	0	0	ukapolo
slay	1	0	0	0	0	1	0	0	0	0	kupha
slayer	1	0	1	1	0	1	0	1	1	0	wakupha
sledge	0	0	0	0	0	0	0	0	0	0	sileji
sleek	0	0	0	0	0	0	1	0	0	0	wosalala
sleep	0	0	0	0	0	0	0	0	0	0	kugona
sleeper	0	0	0	0	0	0	0	0	0	0	wogona
sleeping	0	0	0	0	0	0	0	0	0	0	kugona
sleeplessness	0	0	0	0	0	0	0	0	0	0	kusagona tulo
sleepy	0	0	0	0	0	0	0	0	0	0	tulo
sleet	0	0	0	0	0	1	0	0	0	0	matalala
sleeve	0	0	0	0	0	0	0	0	0	0	manja
sleeveless	0	0	0	0	0	0	0	0	0	0	opanda manja
sleigh	0	0	0	0	0	0	0	0	0	0	sileji
sleight	0	0	0	0	0	0	0	0	0	0	tulo
slender	0	0	0	0	0	0	1	0	0	0	woonda
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	kagawo
slick	0	0	0	0	0	0	0	0	0	0	wopusa
slide	0	0	0	0	0	0	0	0	0	0	yenda
sliding	0	0	0	0	0	0	0	0	0	0	kutsetsereka
slight	0	0	0	0	0	0	0	0	0	0	pang'ono
slightly	0	0	0	0	0	0	0	0	0	0	pang'ono
slim	0	0	0	0	0	0	1	0	0	0	woonda
slime	0	0	1	0	0	0	0	0	0	0	matope
slimy	0	0	1	0	0	1	0	0	0	0	woonda
sling	0	0	0	0	0	0	0	0	0	0	gulaye
slink	0	0	0	0	0	1	0	0	0	0	slink
slip	0	0	0	0	0	1	0	0	1	0	kuzembera
slipper	0	0	0	0	0	0	0	0	0	0	slipper
slippers	0	0	0	0	0	0	0	0	0	0	slippers
slit	0	0	0	0	0	0	0	0	0	0	kudula
sliver	0	0	0	0	0	0	0	0	0	0	siliva
slogan	0	0	0	0	0	0	0	0	0	0	slogan
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	kutsetsereka
slope	0	0	0	0	0	0	0	0	0	0	otsetsereka
sloppy	0	0	1	0	0	1	0	0	0	0	wosasamala
slot	0	0	0	0	0	0	0	0	0	0	kagawo
sloth	0	0	1	0	0	1	0	0	0	0	ulesi
slouch	0	0	0	0	0	1	0	0	0	0	slouch
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	pang'onopang'ono
slowly	0	0	0	0	0	0	0	0	0	0	pang'onopang'ono
slowness	0	0	0	0	0	1	0	0	0	0	kuchedwa
sludge	0	0	1	0	0	1	0	0	0	0	matope
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	waulesi
sluice	0	0	0	0	0	0	0	0	0	0	sluce
slum	0	0	1	0	0	1	0	0	0	0	malo osanja
slumber	0	0	0	0	0	0	0	0	0	0	kugona
slump	0	0	0	0	0	1	0	1	0	0	kugwa
slur	1	0	1	0	0	1	0	1	0	0	slur
slush	0	0	1	0	0	1	0	0	1	0	slush
slut	1	0	1	0	0	1	0	0	0	0	slut
sly	1	0	1	1	0	1	0	0	0	0	wochenjera
smack	1	0	0	0	0	1	0	0	0	0	kumenya
small	0	0	0	0	0	1	0	0	0	0	yaying'ono
smaller	0	0	0	0	0	0	0	0	0	0	zazing'ono
smallest	0	0	0	0	0	0	0	0	0	0	chochepa kwambiri
smash	1	0	0	1	0	1	0	0	0	0	smash
smashed	0	0	0	0	0	1	0	0	0	0	wosweka
smattering	0	0	0	0	0	1	0	0	0	0	kumenya
smear	0	0	0	0	0	0	0	0	0	0	kupaka
smell	1	0	1	0	0	1	0	0	0	0	fungo
smelling	0	0	1	0	0	1	0	0	0	0	kununkhiza
smelt	0	0	0	0	0	0	0	0	0	0	fungo
smile	0	0	0	0	1	0	1	0	1	1	kumwetulira
smiling	0	0	0	0	1	0	1	0	0	0	kumwetulira
smirk	0	0	0	0	0	1	0	0	0	0	seka
smite	1	0	0	1	0	1	0	1	0	0	menya
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	kumenyedwa
smoker	0	0	0	0	0	1	0	0	0	0	wosuta
smokey	0	0	0	0	0	0	0	0	0	0	kusuta
smoking	0	0	0	0	0	0	0	0	0	0	kusuta
smoky	0	0	0	0	0	0	0	0	0	0	wosuta
smoldering	0	0	0	0	0	0	0	0	0	0	kusuta
smoothly	0	0	0	0	0	0	0	0	0	0	bwino
smoothness	0	0	0	0	0	0	1	0	0	0	kusalala
smother	1	0	0	0	0	1	0	0	0	0	kulira
smudge	0	0	0	0	0	1	0	0	0	0	smudge
smug	0	0	0	0	0	1	0	0	0	0	smug
smuggle	0	0	0	1	0	1	0	0	0	0	kuzembetsa
smuggler	1	0	1	1	0	1	0	0	0	0	wozembetsa
smuggling	0	0	0	0	0	1	0	0	0	0	kuzembetsa
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	zokhwasula-khwasula
snacks	0	0	0	0	0	0	0	0	0	0	zokhwasula-khwasula
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	nkhono
snake	0	0	1	1	0	1	0	0	0	0	njoka
snap	0	0	0	0	0	0	0	0	0	0	chithunzithunzi
snapshot	0	0	0	0	0	0	0	0	0	0	chithunzithunzi
snare	0	0	0	1	0	1	0	0	0	0	msampha
snarl	1	0	1	0	0	1	0	0	0	0	snarl
snarling	1	0	0	0	0	1	0	0	0	0	kukuwa
snatch	0	0	0	0	0	0	0	0	0	0	khwatula
sneak	1	0	0	1	0	1	0	0	1	0	zembera
sneakers	0	0	0	0	0	0	0	0	0	0	nsapato
sneaking	0	1	0	1	0	1	0	0	0	1	kuzembera
sneer	1	0	1	0	0	1	0	0	0	0	monyodola
sneeze	0	0	1	0	0	1	0	0	1	0	yetsemula
sneezing	0	0	0	0	0	0	0	0	0	0	kuyetsemula
snicker	0	0	0	0	0	0	1	0	0	0	wonyengerera
snide	0	0	0	0	0	1	0	0	0	0	snide
sniff	0	0	0	0	0	0	0	0	0	0	kununkhiza
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	kaduka
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	wopusa
snooze	0	0	0	0	0	0	0	0	0	0	snooze
snore	0	0	0	0	0	0	0	0	0	0	nkonono
snort	0	0	0	0	0	0	0	1	0	0	kufwenthera
snout	0	0	0	0	0	0	0	0	0	0	mphuno
snow	0	0	0	0	0	0	0	0	0	0	chisanu
snowball	0	0	0	0	0	0	0	0	0	0	mpira wa chipale chofewa
snowflake	0	0	0	0	0	0	0	0	0	0	chipale chofewa
snowy	0	0	0	0	0	0	0	0	0	0	chisanu
snuff	0	0	0	0	0	0	0	0	0	0	fodya
soak	0	0	0	0	0	1	0	0	0	0	zilowerere
soaking	0	0	0	0	0	0	0	0	0	0	kumikha
soap	0	0	0	0	0	0	0	0	0	0	sopo
soapy	0	0	0	0	0	0	0	0	0	0	sopo
soaring	0	0	0	0	0	0	0	0	0	0	kukwera
sob	0	0	0	0	0	1	0	1	0	0	kulira
sobriety	0	0	0	0	0	0	1	0	0	1	kudziletsa
soc	0	0	0	0	0	0	0	0	0	0	kutero
soccer	0	0	0	0	0	0	0	0	0	0	mpira
sociable	0	0	0	0	0	0	1	0	0	0	wochezeka
social	0	0	0	0	0	0	0	0	0	0	chikhalidwe
socialism	0	0	1	1	0	0	0	0	0	0	socialism
socialist	1	0	1	1	0	1	0	1	0	0	socialist
society	0	0	0	0	0	0	0	0	0	0	anthu
sock	0	0	0	0	0	0	0	0	0	0	masokosi
socket	0	0	0	0	0	0	0	0	0	0	soketi
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	kufewetsa
softness	0	0	0	0	0	0	0	0	0	0	kufewa
soggy	0	0	0	0	0	0	0	0	0	0	zachisoni
soil	0	0	1	0	0	1	0	0	0	0	nthaka
soiled	0	0	1	0	0	1	0	0	0	0	wodetsedwa
sojourn	0	0	0	0	0	0	0	0	0	0	yenda
solace	0	0	0	0	0	0	1	0	0	0	chitonthozo
solar	0	0	0	0	0	0	0	0	0	0	dzuwa
solder	0	0	0	0	0	0	0	0	0	0	solder
soldering	0	0	0	0	0	0	0	0	0	0	soldering
soldier	1	0	0	0	0	0	1	1	0	0	msilikali
sole	0	0	0	0	0	0	0	0	0	0	chidendene
solicit	0	0	0	0	0	0	0	0	0	0	pemphani
solicitation	0	0	0	0	0	0	0	0	0	0	kupempha
solicitor	0	0	0	0	0	0	0	0	0	0	loya
solid	0	0	0	0	0	0	1	0	0	0	cholimba
solidarity	0	0	0	0	0	0	0	0	0	1	mgwirizano
solidification	0	0	0	0	0	0	0	0	0	0	kulimbitsa
solidified	0	0	0	0	0	0	0	0	0	0	zolimba
solidify	0	0	0	0	0	0	0	0	0	0	limbitsa
solidity	0	0	0	0	0	0	1	0	0	1	kulimba
solitaire	0	0	0	0	0	0	0	0	0	0	Solitaire
solitary	0	0	0	0	0	0	0	0	0	0	payekha
solitude	0	0	0	0	0	0	0	0	0	0	kukhala payekha
solo	0	0	0	0	0	0	0	0	0	0	payekha
solubility	0	0	0	0	0	0	0	0	0	0	kusungunuka
soluble	0	0	0	0	0	0	0	0	0	0	zosungunuka
solution	0	0	0	0	0	0	1	0	0	0	yankho
solve	0	0	0	0	0	0	0	0	0	0	kuthetsa
solvency	0	0	0	0	0	0	1	0	0	0	solvency
solvent	0	0	0	0	0	0	0	0	0	0	zosungunulira
somatic	0	0	0	0	0	1	0	0	1	0	somatic
somber	0	0	0	0	0	1	0	1	0	0	zachisoni
son	0	0	0	0	0	0	0	0	0	0	mwana
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	nyimbo
sonnet	0	0	0	0	1	0	1	1	0	0	sonnet
sonorous	0	0	0	0	1	0	1	0	0	0	sonorous
soot	0	0	1	0	0	1	0	0	0	0	mitsizi
soothe	0	0	0	0	0	0	1	0	0	0	kutonthoza
soothing	0	0	0	0	1	0	1	0	0	1	otonthoza
sophomore	0	0	0	0	0	0	0	0	0	0	wachiwiri
soprano	0	0	0	0	0	0	0	0	0	0	soprano
sorcerer	0	0	0	0	0	0	0	0	0	0	wamatsenga
sorcery	0	1	0	1	0	1	0	0	1	0	matsenga
sordid	1	0	1	1	0	1	0	1	0	0	zoipa
sore	1	0	0	0	0	1	0	1	0	0	zowawa
sorely	0	0	0	0	0	1	0	1	0	0	kwambiri
soreness	0	0	1	0	0	1	0	1	0	0	kuwawa
sorghum	0	0	0	0	0	0	0	0	0	0	manyuchi
sorority	0	0	0	0	0	0	0	0	0	0	matsenga
sorrow	0	0	0	1	0	1	0	1	0	0	chisoni
sorrowful	0	0	0	0	0	1	0	1	0	0	wachisoni
sort	0	0	0	0	0	0	0	0	0	0	mtundu
sorter	0	0	0	0	0	0	1	0	0	0	sintha
sortie	0	0	0	1	0	1	0	0	0	0	mtundu
sorting	0	0	0	0	0	0	0	0	0	0	kusankha
sou	0	0	0	0	0	0	0	0	0	0	inu
soulless	0	0	1	1	0	1	0	1	0	0	wopanda moyo
soulmate	0	0	0	1	0	1	0	0	0	0	mzimu
sound	0	0	0	0	0	0	0	0	0	0	phokoso
sounding	0	0	0	0	0	0	0	0	0	0	kuwomba
soundness	0	1	0	0	1	0	1	0	0	1	zabwino
soup	0	0	0	0	0	0	1	0	0	0	supu
sour	0	0	1	0	0	1	0	0	0	0	wowawasa
source	0	0	0	0	0	0	0	0	0	0	gwero
souvenir	0	0	0	0	0	0	0	0	0	0	chikumbutso
sovereign	0	0	0	0	0	0	0	0	0	1	mwayekha
sovereignty	0	0	0	0	0	0	0	0	0	0	ulamuliro
sow	0	0	0	0	0	0	0	0	0	0	fesa
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	danga
spacious	0	0	0	0	0	0	1	0	0	0	chachikulu
spade	0	0	0	0	0	0	0	0	0	0	zokumbira
span	0	0	0	0	0	0	0	0	0	0	kutalika
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	kumenya
spanking	1	0	0	0	0	0	0	0	0	0	kukwapula
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	sungani
sparingly	0	0	0	0	0	0	0	0	0	0	mochepa
spark	0	0	0	0	0	0	0	0	0	0	moto
sparkle	0	1	0	0	1	0	1	0	1	0	kunyezimira
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	ochepa
spasm	0	0	0	1	0	1	0	0	0	0	spasm
spat	1	0	0	0	0	1	0	0	0	0	kulavulira
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	mbewu
speaker	0	0	0	0	0	0	0	0	0	0	wokamba nkhani
speaking	0	0	0	0	0	0	0	0	0	0	Kulankhula
spear	1	1	0	1	0	1	0	0	0	0	mkondo
special	0	0	0	0	1	0	1	0	0	0	wapadera
specialist	0	0	0	0	0	0	0	0	0	1	katswiri
speciality	0	0	0	0	0	0	0	0	0	0	zapaderazi
specialize	0	0	0	0	0	0	0	0	0	1	akatswiri
specially	0	0	0	0	0	0	0	0	0	0	mwapadera
specie	0	0	0	0	0	0	1	0	0	0	mtundu
species	0	0	0	0	0	0	0	0	0	0	mitundu
specific	0	0	0	0	0	0	0	0	0	0	mwachindunji
specification	0	0	0	0	0	0	0	0	0	0	kufotokoza
specimen	0	0	0	0	0	0	0	0	0	0	chitsanzo
speck	0	0	1	0	0	1	0	0	0	0	chidutswa
speckled	0	0	0	0	0	0	0	0	0	0	zamathothomathotho
specs	0	0	0	0	0	0	0	0	0	0	zofotokozera
spectacle	0	0	0	0	0	1	1	0	0	0	chiwonetsero
spectacles	0	0	0	0	0	0	0	0	0	0	zowonera
spectacular	0	1	0	0	0	0	0	0	1	0	zochititsa chidwi
spectator	0	0	0	0	0	0	0	0	0	0	wowonera
specter	0	0	0	1	0	1	0	1	0	0	chododometsa
spectral	0	0	0	0	0	1	0	0	0	0	zowonera
spectrometer	0	0	0	0	0	0	0	0	0	0	spectrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrophotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spectroscopy
spectrum	0	0	0	0	0	0	0	0	0	0	sipekitiramu
speculate	0	0	0	0	0	0	0	0	0	0	lingalirani
speculation	0	0	0	1	0	1	0	1	0	0	kulingalira
speculative	0	1	0	0	0	0	0	0	0	0	zongopeka
speculum	0	0	0	0	0	0	0	0	0	0	speculum
speech	0	0	0	0	0	0	1	0	0	0	kulankhula
speechless	0	0	0	0	0	0	0	0	0	0	osalankhula
speed	0	0	0	0	0	0	0	0	0	0	liwiro
speedily	0	0	0	0	0	0	0	0	0	0	mwachangu
speedometer	0	0	0	0	0	0	0	0	0	0	speedometer
speedway	0	0	0	0	0	0	0	0	0	0	speedway
speedy	0	0	0	0	0	0	1	0	0	0	mwachangu
