English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bengali Word
reference	0	0	0	0	0	0	0	0	0	0	রেফারেন্স
referendum	0	0	0	0	0	0	0	0	0	0	গণভোট
refine	0	0	0	0	0	0	1	0	0	0	পরিমার্জন
refinement	0	0	0	0	0	0	1	0	0	0	পরিমার্জন
refinery	0	0	0	0	0	0	0	0	0	0	শোধনাগার
refining	0	0	0	0	0	0	0	0	0	0	পরিশোধন
refit	0	0	0	0	0	0	0	0	0	0	রিফিট
reflect	0	0	0	0	0	0	0	0	0	0	প্রতিফলিত করা
reflecting	0	0	0	0	0	0	0	0	0	0	প্রতিফলিত
reflection	0	0	0	0	0	0	0	0	0	0	প্রতিফলন
reflective	0	0	0	0	0	0	0	0	0	0	প্রতিফলিত
reflector	0	0	0	0	0	0	0	0	0	0	প্রতিফলক
reflex	0	0	0	0	0	0	0	0	1	0	প্রতিফলন
reflux	0	0	1	0	0	1	0	0	0	0	রিফ্লাক্স
reform	0	0	0	0	0	0	1	0	0	0	সংশোধন
reformation	0	0	0	0	0	0	1	0	0	0	সংস্কার
reformer	0	0	0	0	0	0	1	0	0	0	সংস্কারক
refraction	0	0	0	0	0	0	0	0	0	0	প্রতিসরণ
refractor	0	0	0	0	0	0	0	0	0	0	প্রতিসরণকারী
refractory	0	0	0	0	0	1	0	0	0	0	অবাধ্য
refrain	0	0	0	0	0	0	0	0	0	0	বিরত থাকা
refraining	0	0	0	0	0	0	0	0	0	0	বিরত
refreshing	0	0	0	0	0	0	1	0	0	0	রিফ্রেশিং
refrigerate	0	0	0	0	0	0	0	0	0	0	ফ্রিজ করা
refrigeration	0	0	0	0	0	0	0	0	0	0	হিমায়ন
refrigerator	0	0	0	0	0	0	0	0	0	0	রেফ্রিজারেটর
refuge	0	0	0	0	0	0	0	0	0	0	আশ্রয়
refugee	0	0	0	0	0	0	0	1	0	0	উদ্বাস্তু
refund	0	0	0	0	0	0	0	0	0	0	ফেরত
refurbish	0	0	0	0	0	0	1	0	0	0	সংস্কার করা
refusal	0	0	0	0	0	1	0	0	0	0	প্রত্যাখ্যান
refuse	0	0	0	0	0	1	0	0	0	0	প্রত্যাখ্যান
refused	0	0	0	0	0	1	0	1	0	0	প্রত্যাখ্যান
refusing	0	0	0	0	0	0	0	0	0	0	অস্বীকার
refutation	0	0	0	1	0	0	0	0	0	0	খণ্ডন
refute	0	0	0	0	0	0	0	0	0	0	খণ্ডন করা
regain	0	0	0	0	0	0	0	0	0	0	পুনরুদ্ধার
regal	0	0	0	0	0	0	1	0	0	1	regal
regalia	0	0	0	0	0	0	0	0	0	0	রেগালিয়া
regatta	0	1	0	0	0	0	0	0	0	0	রেগাট্টা
regency	0	0	0	0	0	0	0	0	0	0	রিজেন্সি
regenerate	0	0	0	0	0	0	0	0	0	0	পুনর্জন্ম
regeneration	0	0	0	0	0	0	0	0	0	0	পুনর্জন্ম
regent	0	0	0	0	0	0	1	0	0	1	শাসক
regime	0	0	0	0	0	0	0	0	0	0	শাসন
regimen	0	0	0	0	0	0	0	0	0	0	নিয়ম
regiment	0	0	0	1	0	0	0	0	0	0	রেজিমেন্ট
region	0	0	0	0	0	0	0	0	0	0	অঞ্চল
regional	0	0	0	0	0	0	0	0	0	0	আঞ্চলিক
regionalism	0	0	0	0	0	0	0	0	0	0	আঞ্চলিকতা
register	0	0	0	0	0	0	0	0	0	0	নিবন্ধন
registrar	0	0	0	0	0	0	0	0	0	0	রেজিস্ট্রার
registration	0	0	0	0	0	0	0	0	0	0	নিবন্ধন
registry	0	0	0	0	0	0	0	0	0	1	রেজিস্ট্রি
regress	0	0	0	0	0	1	0	0	0	0	প্রত্যাবর্তন
regression	0	0	0	0	0	1	0	0	0	0	রিগ্রেশন
regressive	0	0	0	0	0	1	1	0	0	0	রিগ্রেসিভ
regret	0	0	0	0	0	1	0	1	0	0	অনুশোচনা
regrettable	0	0	0	0	0	1	0	1	0	0	দুঃখজনক
regretted	0	0	0	0	0	1	0	1	0	0	দুঃখিত
regretting	0	0	0	0	0	1	0	1	0	0	অনুশোচনা
regular	0	0	0	0	0	0	0	0	0	0	নিয়মিত
regularity	0	1	0	0	0	0	1	0	0	1	নিয়মিততা
regulars	0	0	0	0	0	0	0	0	0	0	নিয়মিত
regulate	0	0	0	0	0	0	1	0	0	0	নিয়ন্ত্রণ করা
regulated	0	0	0	0	0	0	0	0	0	0	নিয়ন্ত্রিত
regulation	0	0	0	0	0	0	0	0	0	0	প্রবিধান
regulatory	0	0	0	1	0	1	0	0	0	0	নিয়ন্ত্রক
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitation
rehabilitate	0	0	0	0	0	0	1	0	0	0	পুনর্বাসন
rehabilitation	0	1	0	0	0	0	1	0	0	0	পুনর্বাসন
rehearsal	0	0	0	0	0	0	0	0	0	0	মহড়া
reign	0	0	0	0	0	0	0	0	0	0	রাজত্ব
reimburse	0	0	0	0	0	0	1	0	0	0	প্রতিদান
reimbursement	0	0	0	0	0	0	1	0	0	1	প্রতিদান
rein	0	0	0	0	0	1	0	0	0	0	লাগাম
reindeer	0	0	0	0	0	0	0	0	0	0	বল্গাহরিণ
reinforce	0	0	0	0	0	0	0	0	0	0	শক্তিশালী করা
reinforcement	0	0	0	0	0	0	1	0	0	1	শক্তিবৃদ্ধি
reinforcements	0	0	0	0	0	0	0	0	0	1	শক্তিবৃদ্ধি
reins	0	0	0	0	0	0	0	0	0	0	লাগাম
reinstall	0	0	0	0	0	0	0	0	0	0	পুনরায় ইনস্টল করুন
reinstate	0	0	0	0	0	0	1	0	0	0	পুনঃস্থাপন
reinstatement	0	0	0	0	0	0	0	0	0	0	পুনঃস্থাপন
reinvest	0	0	0	0	0	0	0	0	0	0	পুনঃবিনিয়োগ
reinvestment	0	0	0	0	0	0	0	0	0	0	পুনঃবিনিয়োগ
reiterate	0	0	0	0	0	0	0	0	0	0	পুনরাবৃত্তি
reject	1	0	0	1	0	1	0	1	0	0	প্রত্যাখ্যান
rejected	0	0	0	0	0	1	0	0	0	0	প্রত্যাখ্যাত
rejection	1	0	1	1	0	1	0	1	0	0	প্রত্যাখ্যান
rejects	1	0	0	1	0	1	0	1	0	0	প্রত্যাখ্যান করে
rejoice	0	1	0	0	1	0	1	0	1	1	আনন্দ করা
rejoicing	0	1	0	0	1	0	1	0	1	0	আনন্দিত
rejoin	0	0	0	0	0	0	0	0	0	0	পুনরায় যোগদান
rejuvenate	0	0	0	0	0	0	1	0	0	0	পুনরুজ্জীবিত করা
rejuvenated	0	0	0	0	0	0	1	0	0	0	rejuvenated
rekindle	0	1	0	1	1	1	1	0	1	0	পুনরায় জাগানো
relapse	0	0	0	1	0	1	0	1	0	0	পুনরায় সংক্রমণ
relate	0	0	0	0	0	0	0	0	0	0	বলা
related	0	0	0	0	0	0	0	0	0	1	সম্পর্কিত
relation	0	0	0	0	0	0	0	0	0	0	সম্পর্ক
relationship	0	0	0	0	0	0	0	0	0	0	সম্পর্ক
relative	0	0	0	0	0	0	0	0	0	1	আপেক্ষিক
relativity	0	0	0	0	0	0	0	0	0	0	আপেক্ষিকতা
relaxant	0	0	0	0	0	0	0	0	0	0	শিথিলকারী
relaxation	0	0	0	0	0	0	1	0	0	0	শিথিলকরণ
relaxed	0	0	0	0	0	0	0	0	0	0	নিরুদ্বেগ
relay	0	0	0	0	0	0	0	0	0	0	রিলে
release	0	0	0	0	0	0	0	0	0	0	মুক্তি
released	0	0	0	0	0	0	0	0	0	0	মুক্তি
relegation	0	0	0	0	0	1	0	0	0	0	নির্বাসন
relevancy	0	0	0	0	0	0	0	0	0	0	প্রাসঙ্গিকতা
relevant	0	0	0	0	0	0	1	0	0	1	প্রাসঙ্গিক
reliability	0	0	0	0	0	0	1	0	0	1	নির্ভরযোগ্যতা
reliable	0	0	0	0	0	0	1	0	0	1	নির্ভরযোগ্য
reliance	0	0	0	0	0	0	1	0	0	1	নির্ভরতা
relic	0	0	0	0	0	0	0	0	0	0	অবশেষ
relics	0	0	0	0	0	0	0	1	0	0	ধ্বংসাবশেষ
relief	0	0	0	0	0	0	1	0	0	0	ত্রাণ
relieving	0	0	0	0	0	0	1	0	0	0	উপশম
religion	0	0	0	0	0	0	0	0	0	1	ধর্ম
religious	0	0	0	0	0	0	0	0	0	0	ধর্মীয়
relinquish	0	0	0	0	0	1	0	0	0	0	পরিত্যাগ করা
relish	0	0	0	0	0	0	0	0	0	0	স্বাদ
reluctance	0	0	0	0	0	0	0	0	0	0	অনিচ্ছা
reluctant	0	0	0	1	0	1	0	0	0	0	অনিচ্ছুক
remainder	0	0	0	0	0	0	0	0	0	0	অবশিষ্ট
remaining	0	0	0	0	0	0	0	0	0	0	অবশিষ্ট
remains	0	0	1	1	0	1	1	0	0	1	অবশেষ
remake	0	0	0	0	0	0	1	0	0	0	রিমেক
remand	1	0	0	0	0	1	0	0	0	0	রিমান্ড
remark	0	0	0	0	0	0	0	0	0	0	মন্তব্য
remarkable	0	0	0	0	1	0	1	0	1	1	উল্লেখযোগ্য
remarkably	0	0	0	0	0	0	1	0	0	0	উল্লেখযোগ্যভাবে
remedial	0	0	0	0	0	1	0	0	0	0	প্রতিকারমূলক
remedy	0	1	0	0	1	0	1	0	0	1	প্রতিকার
remember	0	0	0	0	0	0	0	0	0	0	মনে রাখবেন
remembered	0	0	0	0	0	0	0	0	0	0	মনে আছে
remembering	0	0	0	0	0	0	0	0	0	0	মনে রাখা
remembrance	0	0	0	0	0	0	0	0	0	0	স্মরণ
remind	0	0	0	0	0	0	0	0	0	0	মনে করিয়ে দেওয়া
reminder	0	0	0	0	0	0	0	0	0	0	অনুস্মারক
remiss	1	0	1	0	0	1	0	1	0	0	রিমিস
remission	0	0	0	0	0	0	1	0	0	0	মওকুফ
remit	0	0	0	0	0	0	0	0	0	0	লাঘব করা
remittance	0	0	0	0	0	0	0	0	0	0	রেমিটেন্স
remnant	0	0	0	0	0	0	0	0	0	0	অবশিষ্টাংশ
remodel	0	0	0	0	0	0	1	0	0	0	পুনর্নির্মাণ
remorse	0	0	0	0	0	1	0	1	0	0	অনুশোচনা
remote	0	0	0	0	0	0	0	0	0	0	দূরবর্তী
remoteness	0	0	0	0	0	0	0	0	0	0	দূরত্ব
removal	0	0	0	0	0	1	0	0	0	0	অপসারণ
remove	1	0	0	1	0	1	0	1	0	0	অপসারণ
remuneration	0	0	0	0	0	0	0	0	0	0	পারিশ্রমিক
renaissance	0	0	0	0	0	0	1	0	0	0	রেনেসাঁ
rencontre	0	0	0	0	0	1	0	0	0	0	rencontre
rend	0	0	0	0	0	1	0	0	0	0	ছিঁড়ে ফেলা
render	0	0	0	0	0	0	1	0	0	0	রেন্ডার
rendering	0	0	0	0	0	0	0	0	0	0	রেন্ডারিং
rendezvous	0	0	0	0	0	0	0	0	0	0	মিলনস্থল
rendition	0	0	0	0	0	0	0	0	0	0	উপস্থাপনা
renegade	1	0	0	0	0	1	0	0	0	0	ধর্মত্যাগী
renewal	0	0	0	0	0	0	1	0	0	0	পুনর্নবীকরণ
renounce	1	0	0	0	0	1	0	0	0	0	পরিত্যাগ করা
renovate	0	1	0	0	0	0	1	0	0	0	সংস্কার করা
renovated	0	0	0	0	0	0	0	0	0	0	সংস্কার করা
renovation	0	1	0	0	1	0	1	0	0	0	সংস্কার
renown	0	0	0	0	0	0	1	0	0	0	খ্যাতি
renowned	0	0	0	0	0	0	1	0	0	0	বিখ্যাত
rent	0	0	0	0	0	0	0	0	0	0	ভাড়া
rental	0	0	0	0	0	0	0	0	0	0	ভাড়া
renter	0	0	0	0	0	0	0	0	0	0	ভাড়াটে
renunciation	0	0	0	0	0	1	0	0	0	0	ত্যাগ
reorganization	0	0	0	0	0	0	0	0	0	0	পুনর্গঠন
reorganize	0	0	0	0	0	0	1	0	0	0	পুনর্গঠন
repair	0	0	0	0	0	0	0	0	0	0	মেরামত
reparation	0	0	0	0	0	0	1	0	0	1	ক্ষতিপূরণ
repay	1	1	0	0	1	0	1	0	0	1	শোধ
repayment	0	0	0	0	0	0	0	0	0	0	পরিশোধ
repeal	0	0	0	0	0	0	0	0	0	0	বাতিল
repeat	0	0	0	0	0	0	0	0	0	0	পুনরাবৃত্তি
repeated	0	0	0	0	0	0	0	0	0	0	পুনরাবৃত্ত
repeatedly	0	0	0	0	0	0	0	0	0	0	পুনঃপুনঃ
repeater	0	0	0	0	0	0	0	0	0	0	পুনরাবৃত্তিকারী
repellant	0	0	1	1	0	1	0	0	0	0	প্রতিরোধক
repellent	1	0	1	1	0	1	0	0	0	0	প্রতিরোধক
repelling	0	0	1	0	0	1	0	0	0	0	repelling
repent	0	0	0	1	0	0	1	0	0	0	অনুতপ্ত
repentance	0	0	0	0	0	0	0	0	0	0	অনুতাপ
repertoire	0	0	0	0	0	0	0	0	0	0	সংগ্রহশালা
repertory	0	0	0	0	0	0	0	0	0	0	রেপার্টরি
repetition	0	0	0	0	0	0	0	0	0	0	পুনরাবৃত্তি
replace	0	0	0	0	0	0	0	0	0	0	প্রতিস্থাপন
replacement	0	0	0	0	0	0	0	0	0	0	প্রতিস্থাপন
replenish	0	0	0	0	0	0	1	0	0	0	পুনরায় পূরণ করা
replete	0	0	0	0	0	0	1	0	0	0	পরিপূর্ণ
replication	0	0	0	0	0	0	0	0	0	0	প্রতিলিপি
reply	0	0	0	0	0	0	0	0	0	0	উত্তর
report	0	0	0	0	0	0	0	0	0	0	রিপোর্ট
reported	0	0	0	0	0	0	0	0	0	0	রিপোর্ট
reporter	0	0	0	0	0	0	1	0	0	1	রিপোর্টার
repose	0	0	0	0	0	0	1	0	0	0	বিশ্রাম
reposition	0	0	0	0	0	0	0	0	0	0	রিপজিশন
repository	0	0	0	0	0	0	0	0	0	0	ভান্ডার
representation	0	0	0	0	0	0	0	0	0	0	প্রতিনিধিত্ব
representative	0	0	0	0	0	0	0	0	0	0	প্রতিনিধি
represented	0	0	0	0	0	0	1	0	0	0	প্রতিনিধিত্ব
representing	0	1	0	0	0	0	0	0	0	0	প্রতিনিধিত্ব করে
repress	0	0	0	0	0	1	0	1	0	0	দমন করা
repressed	0	0	0	0	0	0	0	0	0	0	দমন করা
repression	0	0	0	1	0	1	0	0	0	0	দমন
reprieve	0	0	0	0	0	0	0	0	0	0	নিরাময়
reprimand	1	0	0	0	0	1	0	0	0	0	তিরস্কার
reprint	0	0	0	0	0	1	0	0	0	0	পুনর্মুদ্রণ
reprisal	1	0	0	1	0	1	0	1	0	0	প্রতিশোধ গ্রহণ
reprise	0	0	0	0	0	0	0	0	0	0	পুনঃপ্রতিষ্ঠা
reproach	1	0	1	0	0	1	0	1	0	0	নিন্দা
reproduce	0	0	0	0	0	0	0	0	0	0	পুনরুত্পাদন
reproduction	0	0	0	0	0	0	0	0	0	0	প্রজনন
reproductive	0	0	0	0	1	0	1	0	0	0	প্রজনন
reptile	0	0	0	0	0	0	0	0	0	0	সরীসৃপ
republic	0	0	0	0	0	1	0	0	0	0	প্রজাতন্ত্র
republican	0	0	0	0	0	0	0	0	0	0	প্রজাতন্ত্র
repudiation	1	0	1	0	0	1	0	0	0	0	প্রত্যাখ্যান
repulsion	0	0	1	1	0	1	0	0	0	0	বিকর্ষণ
repurchase	0	0	0	0	0	0	0	0	0	0	পুনঃক্রয়
reputable	0	0	0	0	0	0	1	0	0	1	সম্মানজনক
reputation	0	0	0	0	0	0	0	0	0	0	খ্যাতি
repute	0	0	0	0	0	0	0	0	0	0	খ্যাতি
request	0	0	0	0	0	0	0	0	0	0	অনুরোধ
requiem	0	0	0	0	0	0	0	1	0	0	অনুরোধ
required	0	0	0	0	0	0	0	0	0	0	প্রয়োজনীয়
requirement	0	0	0	0	0	0	0	0	0	0	প্রয়োজন
requisite	0	0	0	0	0	0	0	0	0	0	প্রয়োজনীয়
requisition	0	0	0	0	0	0	0	0	0	0	অনুরোধ
rescind	0	0	0	0	0	1	0	0	0	0	বাতিল করা
rescission	0	0	0	0	0	1	0	0	0	0	বর্জন
rescue	0	1	0	0	1	0	1	0	1	1	উদ্ধার
research	0	0	0	0	0	0	0	0	0	0	গবেষণা
resection	0	0	0	1	0	0	0	0	0	0	বিচ্ছেদ
resemblance	0	0	0	0	0	0	0	0	0	0	সদৃশতা
resemble	0	0	0	0	0	0	0	0	0	0	অনুরূপ
resembling	0	0	0	0	0	0	0	0	0	0	অনুরূপ
resent	1	0	0	0	0	1	0	0	0	0	বিরক্ত করা
resentful	1	0	0	0	0	1	0	0	0	0	বিরক্ত
resentment	1	0	1	0	0	1	0	1	0	0	বিরক্তি
reservation	0	0	0	0	0	0	0	0	0	0	সংরক্ষণ
reserve	0	0	0	0	0	0	1	0	0	0	সংচিতি
reserved	0	0	0	0	0	0	0	0	0	0	সংরক্ষিত
reserves	0	0	0	0	0	0	0	0	0	0	মজুদ
reservoir	0	0	0	0	0	0	0	0	0	0	জলাধার
reside	0	0	0	0	0	0	0	0	0	0	বসবাস
residence	0	0	0	0	0	0	0	0	0	0	বাসস্থান
residences	0	0	0	0	0	0	0	0	0	0	বাসস্থান
resident	0	0	0	0	0	0	1	0	0	0	বাসিন্দা
residual	0	0	0	0	0	0	0	0	0	0	অবশিষ্ট
residue	0	0	0	0	0	0	0	0	0	0	অবশিষ্টাংশ
resign	1	0	1	1	0	1	0	1	0	0	পদত্যাগ
resignation	0	0	0	0	0	1	0	1	1	0	পদত্যাগ
resigned	0	0	0	0	0	1	0	1	0	0	পদত্যাগ
resilience	0	0	0	0	0	0	0	0	0	0	সহনশীলতা
resilient	0	0	0	0	0	0	1	0	0	0	স্থিতিস্থাপক
resin	0	0	0	0	0	0	0	0	0	0	রজন
resist	0	0	0	0	0	1	0	0	0	0	প্রতিহত করা
resistance	1	0	0	0	0	1	0	0	0	0	প্রতিরোধ
resistant	0	0	0	1	0	1	0	0	0	0	প্রতিরোধী
resisting	1	0	0	1	0	1	0	1	0	0	প্রতিরোধ
resistive	0	0	0	0	0	0	1	0	0	0	প্রতিরোধী
resolute	0	0	0	0	0	0	0	0	0	0	সংকল্প
resolutely	0	0	0	0	0	0	1	0	0	0	দৃঢ়ভাবে
resolution	0	0	0	0	0	0	0	0	0	0	রেজোলিউশন
resolve	0	0	0	0	0	0	0	0	0	0	সমাধান
resolved	0	0	0	0	0	0	0	0	0	0	সমাধান করা
resonance	0	0	0	0	0	0	0	0	0	0	অনুরণন
resonant	0	0	0	0	0	0	0	0	0	0	অনুরণিত
resonate	0	0	0	0	0	0	0	0	0	0	অনুরণিত
resonator	0	0	0	0	0	0	0	0	0	0	অনুরণক
resort	0	0	0	0	0	0	0	0	0	0	অবলম্বন
resounding	0	0	0	0	0	0	0	0	0	0	ধ্বনিত
resources	0	0	0	0	1	0	1	0	0	1	সম্পদ
respect	0	1	0	0	1	0	1	0	0	1	সম্মান
respectability	0	0	0	0	0	0	1	0	0	0	সম্মান
respectable	0	0	0	0	0	0	1	0	0	1	সম্মানজনক
respected	0	0	0	0	0	0	0	0	0	0	সম্মানিত
respectful	0	0	0	0	0	0	1	0	0	1	শ্রদ্ধাশীল
respecting	0	0	0	0	0	0	1	0	0	0	সম্মান
respective	0	0	0	0	0	0	0	0	0	0	নিজ নিজ
respects	0	0	0	0	0	0	1	0	0	1	সম্মান
respiration	0	0	0	0	0	0	0	0	0	0	শ্বসন
respirator	0	0	0	0	0	0	0	0	0	0	শ্বাসযন্ত্র
respite	0	0	0	0	1	0	1	0	0	1	অবকাশ
resplendent	0	0	0	0	1	0	1	0	0	0	উজ্জ্বল
respond	0	0	0	0	0	0	0	0	0	0	প্রতিক্রিয়া
respondent	0	0	0	0	0	0	0	0	0	0	উত্তরদাতা
response	0	0	0	0	0	0	0	0	0	0	প্রতিক্রিয়া
responsibility	0	0	0	0	0	0	0	0	0	0	দায়িত্ব
responsible	0	0	0	0	0	0	1	0	0	1	দায়ী
responsive	0	1	0	0	0	0	1	0	0	1	প্রতিক্রিয়াশীল
rest	0	0	0	0	0	0	1	0	0	0	বিশ্রাম
restaurant	0	0	0	0	0	0	0	0	0	0	রেঁস্তোরা
restful	0	0	0	0	0	0	1	0	0	0	শান্ত
restitution	1	0	0	0	0	0	1	0	0	0	পুনরুদ্ধার
restlessness	0	1	0	0	0	0	0	0	0	0	অস্থিরতা
restoration	0	0	0	0	0	0	0	0	0	0	পুন: প্রতিষ্ঠা
restorative	0	1	0	0	1	0	1	0	0	1	পুনরুদ্ধারকারী
restored	0	0	0	0	0	0	0	0	0	0	পুনরুদ্ধার
restoring	0	0	0	0	0	0	1	0	0	0	পুনরুদ্ধার
restrain	1	0	0	1	0	1	0	0	0	0	সংযত করা
restrained	0	0	0	1	0	0	0	0	0	0	সংযত
restraint	0	0	0	0	0	0	1	0	0	0	সংযম
restrict	0	0	0	0	0	1	0	1	0	0	সীমাবদ্ধ
restricted	0	0	0	0	0	0	0	0	0	0	সীমাবদ্ধ
restriction	1	0	0	1	0	1	0	1	0	0	সীমাবদ্ধতা
restrictive	0	0	0	0	0	1	0	0	0	0	সীমাবদ্ধ
result	0	1	0	0	0	0	0	0	0	0	ফলাফল
resultant	0	1	0	0	0	0	0	0	0	0	ফলে
resumption	0	0	0	0	0	0	1	0	0	0	পুনরায় শুরু
resurrection	0	0	0	0	0	0	0	0	0	0	পুনরুত্থান
resuscitation	0	0	0	0	0	0	0	0	0	0	পুনরুত্থান
retail	0	0	0	0	0	0	0	0	0	0	খুচরা
retailer	0	0	0	0	0	0	0	0	0	0	খুচরা বিক্রেতা
retain	0	0	0	0	0	0	0	0	0	1	ধরে রাখা
retaining	0	0	0	0	0	0	0	0	0	0	ধরে রাখা
retake	0	0	0	0	0	0	0	0	0	0	পুনরায় গ্রহণ
retaliate	1	0	0	0	0	1	0	0	0	0	প্রতিশোধ
retaliation	1	0	0	1	0	1	0	0	0	0	প্রতিশোধ
retaliatory	1	0	0	0	0	1	0	0	0	0	প্রতিশোধমূলক
retard	0	0	1	1	0	1	0	1	0	0	স্থগিত করা
retardation	0	0	0	0	0	1	0	0	0	0	প্রতিবন্ধকতা
retention	0	0	0	0	0	0	1	0	0	0	ধারণ
retentive	0	0	0	0	0	0	0	0	0	0	ধারণকারী
reticent	0	0	0	1	0	1	0	0	0	0	সংযত
retina	0	0	0	0	0	0	0	0	0	0	রেটিনা
retired	0	0	0	0	0	0	0	0	0	0	অবসরপ্রাপ্ত
retirement	0	1	0	1	1	1	1	1	0	1	অবসর
retiring	0	0	0	0	0	0	0	0	0	0	অবসর গ্রহণ
retold	0	0	0	0	0	0	0	0	0	0	পুনরায় বলা
retort	0	0	0	0	0	1	0	0	0	0	প্রতিক্রিয়া
retrace	0	0	0	0	0	0	0	0	0	0	রিট্রেস
retract	1	0	0	0	0	1	0	0	0	0	প্রত্যাহার
retraction	0	0	0	0	0	1	0	0	0	0	প্রত্যাহার
retrenchment	0	0	0	1	0	1	0	0	0	0	ছাঁটাই
retribution	1	0	0	1	0	1	0	1	0	0	প্রতিশোধ
retrieval	0	0	0	0	0	0	0	0	0	0	পুনরুদ্ধার
retrieve	0	0	0	0	0	0	0	0	0	0	পুনরুদ্ধার
retriever	0	0	0	0	0	0	0	0	0	0	উদ্ধারকারী
retroactive	0	0	0	0	0	0	0	0	0	0	পূর্ববর্তী
retrograde	0	0	0	0	0	1	0	0	0	0	বিপরীতমুখী
retrospect	0	0	0	0	0	0	0	0	0	0	পশ্চাদপসরণ
retrospective	0	0	0	0	0	0	0	0	0	0	পূর্ববর্তী
retrospectively	0	0	0	0	0	0	0	0	0	0	পূর্ববর্তীভাবে
return	0	0	0	0	0	0	0	0	0	0	ফিরে
reunion	0	1	0	0	0	0	1	0	0	1	পুনর্মিলন
reveal	0	0	0	0	0	0	0	0	0	0	প্রকাশ করা
revel	0	0	0	0	1	0	1	0	0	0	আনন্দ করা
revelation	0	0	0	0	0	0	0	0	0	0	উদ্ঘাটন
revels	0	0	0	0	1	0	1	0	0	0	revels
revenge	1	1	0	1	0	1	0	0	1	0	প্রতিশোধ
revenue	0	0	0	0	0	0	0	0	0	0	রাজস্ব
reverberation	0	0	0	0	0	0	0	0	0	0	প্রতিধ্বনি
revere	0	1	0	0	1	0	1	0	0	1	শ্রদ্ধা
reverence	0	0	0	0	1	0	1	0	0	1	শ্রদ্ধা
reverend	0	0	0	0	1	0	1	0	0	0	শ্রদ্ধেয়
reverent	0	0	0	0	0	0	0	0	0	0	শ্রদ্ধেয়
reverie	0	0	0	0	1	0	1	0	0	1	reverie
reversal	1	0	1	0	0	1	0	0	1	0	বিপরীত
reverse	0	0	0	0	0	0	0	0	0	0	বিপরীত
reversion	0	0	0	0	0	0	0	0	0	0	প্রত্যাবর্তন
revert	0	0	0	0	0	0	0	0	0	0	প্রত্যাবর্তন
reverting	0	0	0	0	0	0	0	0	0	0	প্রত্যাবর্তন
review	0	0	0	0	0	0	0	0	0	0	পুনঃমূল্যায়ন
reviewer	0	0	0	0	0	0	0	0	0	0	পর্যালোচক
revise	0	0	0	0	0	0	1	0	0	0	সংশোধন করা
revision	0	0	0	0	0	0	0	0	0	0	পুনর্বিবেচনা
revisit	0	0	0	0	0	0	0	0	0	0	পুনরায় দেখা
revival	0	1	0	0	1	0	1	0	0	1	পুনরুজ্জীবন
revive	0	1	0	0	0	1	1	0	0	0	পুনরায় জীবত করা
revocation	0	0	0	0	0	1	0	0	0	0	প্রত্যাহার
revoke	1	0	1	1	0	1	0	1	0	0	প্রত্যাহার
revolt	1	0	0	0	0	1	0	0	1	0	বিদ্রোহ
revolting	1	0	1	1	0	1	0	0	0	0	বিদ্রোহী
revolution	1	1	0	1	0	1	1	1	1	0	বিপ্লব
revolutionary	0	0	0	0	0	0	1	0	0	0	বিপ্লবী
revolutionize	0	0	0	0	0	0	0	0	0	0	বিপ্লব করা
revolve	0	0	0	0	0	0	0	0	0	0	ঘোরানো
revolver	1	0	0	1	0	1	0	1	0	0	রিভলবার
revulsion	1	0	1	1	0	1	0	0	0	0	বিদ্রোহ
reward	0	1	0	0	1	0	1	0	1	1	পুরস্কার
rhetoric	0	0	0	0	0	0	0	0	0	0	অলঙ্কারশাস্ত্র
rhetorical	0	0	0	0	0	0	0	0	0	0	অলঙ্কৃত
rheumatism	1	0	0	1	0	1	0	1	0	0	বাত
rhyme	0	0	0	0	0	0	0	0	0	0	ছড়া
rhyming	0	0	0	0	0	0	0	0	0	0	ছড়া
rhythm	0	0	0	0	0	0	1	0	0	0	তাল
rhythmical	0	0	0	0	1	0	1	0	1	0	ছন্দময়
rib	0	0	0	0	0	0	0	0	0	0	পাঁজর
ribbed	0	0	0	0	0	0	0	0	0	0	পাঁজরযুক্ত
ribbon	1	1	0	0	1	0	1	0	0	0	ফিতা
rice	0	0	0	0	0	0	0	0	0	0	চাল
riches	0	0	0	0	0	0	0	0	0	0	সম্পদ
richness	0	0	0	0	0	0	1	0	0	0	সমৃদ্ধি
rick	0	0	0	0	0	0	0	0	0	0	রিক
rickety	0	0	0	0	0	1	0	0	0	0	রিকেট
rid	0	0	0	0	0	0	0	0	0	0	পরিত্রাণ
riddance	0	0	0	0	0	0	0	0	0	0	পরিত্রাণ
riddle	0	0	0	0	0	0	0	0	1	0	ধাঁধা
riddled	0	0	0	0	0	1	0	0	0	0	হেঁয়ালি
ride	0	0	0	0	0	0	0	0	0	0	অশ্বারোহণ
rider	0	0	0	0	0	0	1	0	0	0	রাইডার
ridge	0	0	0	0	0	0	0	0	0	0	রিজ
ridicule	1	0	1	0	0	1	0	1	0	0	উপহাস
ridiculous	1	0	1	0	0	1	0	0	0	0	হাস্যকর
riding	0	0	0	0	0	0	0	0	0	0	অশ্বচালনা
rife	0	0	0	0	0	1	0	0	0	0	ব্যাপক
rifle	1	0	0	1	0	1	0	0	0	0	রাইফেল
