English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yoruba Word
theatrical	0	0	0	0	0	0	0	0	0	0	tiata
theft	1	0	1	1	0	1	0	1	0	0	ole
theism	0	0	1	0	0	1	0	0	0	0	ẹkọ ẹkọ
theistic	0	0	0	0	0	0	0	0	0	0	onimọran
theme	0	0	0	0	0	0	0	0	0	0	akori
theocracy	0	0	0	0	0	0	0	0	0	0	ìṣàkóso Ọlọrun
theocratic	1	0	0	1	0	1	0	1	0	1	ìṣàkóso Ọlọ́run
theologian	0	0	0	0	0	0	0	0	0	0	ẹlẹ́kọ̀ọ́ ìsìn
theological	0	0	0	0	0	0	0	0	0	1	imq
theology	0	1	0	0	0	0	0	0	0	0	eko nipa esin
theorem	0	0	0	0	0	0	0	0	0	1	akori
theoretical	0	0	0	0	0	0	1	0	0	0	o tumq si
theory	0	1	0	0	0	0	0	0	0	1	ẹkọ
therapeutic	0	0	0	0	1	0	1	0	0	1	mba
therapeutics	0	0	0	0	0	0	1	0	0	0	oniwosan
thereabouts	0	0	0	0	0	0	0	0	0	0	nipa rẹ
thereof	0	0	0	0	0	0	0	0	0	0	ninu rẹ
therewith	0	0	0	0	0	0	0	0	0	0	pẹlu rẹ
thermal	0	0	0	0	0	0	0	0	0	0	gbona
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	thermodynamics
thermometer	0	0	0	0	0	0	0	0	0	1	thermometer
thermostat	0	0	0	0	0	0	0	0	0	0	thermostat
thesaurus	0	0	0	0	0	0	0	0	0	0	thesaurus
thesis	0	0	0	0	0	0	0	0	0	0	iwe afọwọkọ
thick	0	0	0	0	0	0	0	0	0	0	nipọn
thicken	0	0	0	0	0	0	0	0	0	0	nipọn
thickening	0	0	0	0	0	0	0	0	0	0	nipọn
thicket	0	0	0	0	0	0	0	0	0	0	igboro
thickness	0	0	0	0	0	0	0	0	0	0	sisanra
thief	1	0	1	1	0	1	0	1	1	0	ole
thimble	0	0	0	0	0	0	0	0	0	0	itankalẹ
thin	0	0	0	0	0	0	0	0	0	0	tinrin
thing	0	0	0	0	0	0	0	0	0	0	nkan
things	0	0	0	0	0	0	0	0	0	0	ohun
thinker	0	0	0	0	0	0	1	0	0	0	onimọran
thinking	0	0	0	0	0	0	0	0	0	0	ero
thirds	0	0	0	0	0	0	0	0	0	0	idamẹta
thirst	0	1	0	0	0	0	0	1	1	0	oungbe
thirsty	0	0	0	0	0	1	0	0	0	0	ongbẹ
thirteen	0	0	0	0	0	0	0	0	0	0	mẹtala
thirteenth	0	0	0	1	0	0	0	0	0	0	kẹtala
thistle	0	0	0	0	0	0	0	0	0	0	òṣùṣú
thither	0	0	0	0	0	0	0	0	0	0	nibẹ
thong	0	0	0	0	0	0	0	0	0	0	ogbo
thorn	0	0	0	0	0	1	0	0	0	0	elegun
thorny	0	0	0	1	0	1	0	0	0	0	elegun
thoroughbred	0	0	0	0	0	0	1	0	0	0	thoroughbred
thoroughfare	0	0	0	0	0	0	0	0	0	0	ọna opopona
thought	0	1	0	0	0	0	0	0	0	0	ero
thoughtful	0	0	0	0	0	0	1	0	0	1	laniiyan
thoughtfulness	0	0	0	0	0	0	1	0	0	0	laniiyan
thoughtless	1	0	1	0	0	1	0	0	0	0	lairotẹlẹ
thoughts	0	0	0	0	0	0	0	0	0	0	ero
thousand	0	0	0	0	0	0	0	0	0	0	ẹgbẹrun
thrash	1	0	1	1	0	1	0	1	0	0	paṣan
thread	0	0	0	0	0	0	0	0	0	0	okùn
threat	1	0	0	1	0	1	0	0	0	0	ewu
threaten	1	1	0	1	0	1	0	0	0	0	deruba
threatening	1	0	1	1	0	1	0	0	0	0	idẹruba
threefold	0	0	0	0	0	0	0	0	0	0	meta
thresh	1	0	0	1	0	1	0	1	0	0	ipakà
threshold	0	0	0	0	0	0	0	0	0	0	ala
thrice	0	0	0	0	0	0	0	0	0	0	lẹẹmẹta
thrift	0	0	1	0	0	0	1	0	0	1	arowoto
thrifty	0	0	0	0	0	0	0	0	0	0	arosọ
thrill	0	1	0	1	1	0	1	0	1	0	iwunilori
thrilling	0	1	0	0	1	0	1	0	1	0	ojlofọndotenamẹ tọn
thriving	0	1	0	0	1	0	1	0	0	0	gbígbóná janjan
throat	0	0	0	0	0	0	0	0	0	0	ọfun
throb	0	0	0	1	0	1	0	1	0	0	lilu
throbbing	0	0	0	0	0	0	0	0	0	0	lilu
throne	0	0	0	0	0	0	1	0	0	1	itẹ
throng	0	0	0	0	0	0	0	0	0	0	ogunlọgọ
throttle	1	0	0	0	0	1	0	0	0	0	finasi
throw	0	0	0	0	0	0	0	0	0	0	jabọ
thrush	0	0	0	0	0	0	0	0	0	0	thrush
thrust	0	0	0	0	0	0	0	0	0	0	titari
thud	0	0	0	0	0	0	0	0	0	0	ọsan
thug	1	0	1	1	0	1	0	0	0	0	onijagidijagan
thumb	0	0	0	0	0	0	0	0	0	0	atanpako
thump	1	0	0	0	0	1	0	0	0	0	jump
thumping	0	0	0	1	0	0	0	0	0	0	thumping
thunder	0	0	0	0	0	0	0	0	0	0	ãra
thunderbolt	0	0	0	0	0	0	0	0	0	0	ãra
thundering	1	0	0	1	0	1	0	0	0	0	ãra
thunderstorm	0	0	0	0	0	0	0	0	0	0	ãrá
thwart	0	0	0	0	0	1	0	0	1	0	dena
thyme	0	0	0	0	0	0	0	0	0	0	thyme
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	fi ami si
ticker	0	0	0	0	0	0	0	0	0	0	tika
ticket	0	0	0	0	0	0	0	0	0	0	Tiketi
tickle	0	1	0	0	1	0	1	0	1	1	tickle
ticklish	0	0	0	0	0	0	0	0	0	0	ticklish
tidal	0	0	0	0	0	0	0	0	0	0	tidal
tidbit	0	0	0	0	0	0	0	0	0	0	tidbit
tide	0	0	0	0	0	0	0	0	0	0	igbi omi
tidings	0	0	0	0	0	0	0	0	0	0	iroyin
tie	0	0	0	0	0	0	0	0	0	0	tai
tier	0	0	0	0	0	0	0	0	0	0	ipele
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	ẹkùn
tighten	1	0	0	0	0	0	0	0	0	0	rọ
tightness	0	0	0	0	0	0	0	0	0	0	ihamọra
tights	0	0	0	0	0	0	0	0	0	0	tights
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	tile
tiling	0	0	0	0	0	0	1	0	0	0	tiling
till	0	0	0	0	0	0	0	0	0	0	titi
tillage	0	0	0	0	0	0	0	0	0	0	tillage
tiller	0	0	0	0	0	0	0	0	0	0	tiller
tilt	0	0	0	0	0	0	0	0	0	0	tẹlọrun
tilting	0	0	0	0	0	0	0	0	0	0	tilting
timber	0	0	0	0	0	0	0	0	0	0	igi
timberland	0	0	0	0	0	0	0	0	0	0	timberland
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	aago
timeliness	0	0	0	0	0	0	0	0	0	0	timeliness
timely	0	0	0	0	0	0	1	0	0	0	asiko
timepiece	0	0	0	0	0	0	0	0	0	0	igba akoko
timid	0	0	0	1	0	1	0	1	0	0	itiju
timidity	0	1	0	1	0	1	0	0	0	0	itiju
tin	0	0	0	0	0	0	0	0	0	0	tin
tincture	0	0	0	0	0	0	0	0	0	0	tincture
tine	0	0	0	0	0	0	0	0	0	0	tine
tinge	0	0	0	0	0	0	0	0	0	0	tinge
tingle	0	0	0	0	0	0	0	0	0	0	tingle
tingling	0	0	0	0	0	0	0	0	0	0	tingling
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	tinkering
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	tinsel
tint	0	0	0	0	0	0	0	0	0	0	tint
tiny	0	0	0	0	0	0	0	0	0	0	kekere
tip	0	0	0	0	0	0	0	0	0	0	sample
tipsy	0	0	0	0	0	1	0	0	0	0	tipsy
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	taya
tired	0	0	0	0	0	1	0	0	0	0	bani o
tiredness	0	0	0	0	0	1	0	0	0	0	rirẹ
tiresome	0	0	0	0	0	1	0	0	0	0	bani o
tissue	0	0	0	0	0	0	0	0	0	0	àsopọ̀
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	titanic
tithe	0	0	0	0	0	0	0	0	0	0	idamẹwa
title	0	0	0	0	0	0	1	0	0	1	akọle
titled	0	0	0	0	0	0	0	0	0	0	akole
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	titular
toad	0	0	1	0	0	1	0	0	0	0	toad
toast	0	0	0	0	1	0	1	0	0	0	tositi
tobacco	0	0	0	0	0	1	0	0	0	0	taba
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	loni
toe	0	0	0	0	0	0	0	0	0	0	ika ẹsẹ
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	ṣiṣẹ
toilet	0	0	1	0	0	1	0	0	0	0	igbonse
toils	0	0	0	0	0	1	0	0	0	0	awọn iṣẹ ṣiṣe
token	0	0	0	0	0	0	0	0	0	0	àmi
tolerance	0	0	0	0	0	0	0	0	0	0	ifarada
tolerant	0	0	0	0	0	0	1	0	0	0	ọlọdun
tolerate	1	0	0	0	0	1	0	1	0	0	farada
toleration	0	0	0	0	0	0	1	0	0	0	ifarada
toll	0	0	0	0	0	0	0	0	0	0	Owo-ipe
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	ibojì
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	si mi
tomorrow	0	1	0	0	0	0	0	0	0	0	ọla
ton	0	0	0	0	0	0	0	0	0	0	pupọ
tone	0	0	0	0	0	0	0	0	0	0	ohun orin
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	awọn ẹmu
tongue	0	0	0	0	0	0	0	0	0	0	ahọn
tonic	0	0	0	0	0	0	0	0	0	0	tonic
tonnage	0	0	0	0	0	0	0	0	0	0	tonnaji
tonsils	0	0	0	0	0	0	0	0	0	0	tonsils
tooling	0	0	0	0	0	0	0	0	0	0	irinṣẹ irinṣẹ
tooth	0	0	0	0	0	0	0	0	0	0	ehin
toothache	0	0	0	1	0	1	0	0	0	0	irora ehin
toothed	0	0	0	0	0	0	0	0	0	0	ehin
toothless	0	0	0	0	0	0	0	0	0	0	ehin ehin
top	0	1	0	0	0	0	1	0	0	1	oke
topaz	0	0	0	0	0	0	0	0	0	0	topasi
topic	0	0	0	0	0	0	0	0	0	0	koko
topical	0	0	0	0	0	0	0	0	0	0	ti agbegbe
topographic	0	0	0	0	0	0	0	0	0	0	topographic
topographical	0	0	0	0	0	0	0	0	0	0	topographical
topography	0	0	0	0	0	0	0	0	0	0	topography
topple	0	0	0	0	0	0	0	0	1	0	topple
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	ògùṣọ
torment	1	0	0	1	0	1	0	1	0	0	ijiya
torn	0	0	0	0	0	1	0	0	0	0	ya
tornado	0	0	0	1	0	0	0	0	0	0	efufu nla
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	odò
torrid	0	0	0	0	0	1	0	0	0	0	torrid
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	torso
tort	0	0	0	0	0	1	0	0	0	0	ijiya
tortious	1	0	1	0	0	1	0	0	0	0	tortious
tortoise	0	0	0	0	0	0	0	0	0	0	ijapa
tortuous	0	0	0	0	0	0	0	0	0	0	tortuous
torture	1	1	1	1	0	1	0	1	0	0	ijiya
toss	0	0	0	0	0	0	0	0	0	0	síwá
total	0	0	0	0	0	0	0	0	0	0	lapapọ
totality	0	0	0	0	0	0	0	0	0	0	lapapọ
totally	0	0	0	0	0	0	0	0	0	0	patapata
tote	0	0	0	0	0	0	0	0	0	0	toti
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	fi ọwọ kan
touched	0	0	0	0	0	1	0	0	0	0	fi ọwọ kan
touching	0	0	0	0	0	0	0	0	0	0	fọwọkan
touchy	1	0	0	0	0	1	0	1	0	0	ifọwọkan
tough	0	0	0	0	0	1	0	1	0	0	lile
toughness	1	0	0	1	0	0	1	0	0	1	lile
tour	0	0	0	0	0	0	0	0	0	0	ajo
tourist	0	0	0	0	0	0	0	0	0	0	oniriajo
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	figagbaga
tourniquet	0	0	0	0	0	0	0	0	0	0	irin-ajo
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	gbigbe
towel	0	0	0	0	0	0	0	0	0	0	aṣọ ìnura
tower	0	0	0	0	0	0	1	0	0	0	ile-iṣọ
towering	0	1	0	1	0	0	1	0	0	0	ga soke
town	0	0	0	0	0	0	0	0	0	0	ilu
townhouse	0	0	0	0	0	0	0	0	0	0	ile-ile
toxic	0	0	1	0	0	1	0	0	0	0	majele ti
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	majele ti
toy	0	0	0	0	0	0	0	0	0	0	isere
trace	0	0	0	0	0	0	0	0	0	0	wa kakiri
traces	0	0	0	0	0	0	0	0	0	0	awọn itọpa
trachea	0	0	0	0	0	0	0	0	0	0	atẹgun
tracing	0	0	0	0	0	0	0	0	0	0	wiwa kakiri
track	0	1	0	0	0	0	0	0	0	0	orin
tract	0	0	0	1	0	0	0	0	0	0	igboro
tractable	0	0	0	0	0	0	0	0	0	0	tractable
traction	0	0	0	0	0	0	0	0	0	0	isunki
tractor	0	0	0	0	0	0	0	0	0	0	tirakito
trade	0	0	0	0	0	0	0	0	0	1	isowo
trader	0	0	0	0	0	0	0	0	0	0	onisowo
tradesman	0	0	0	0	0	0	0	0	0	0	onisowo
trading	0	0	0	0	0	0	0	0	0	0	iṣowo
tradition	0	0	0	0	0	0	0	0	0	0	atọwọdọwọ
traditional	0	0	0	0	0	0	1	0	0	0	ibile
traffic	0	0	0	0	0	0	0	0	0	0	ijabọ
tragedy	0	0	0	1	0	1	0	1	0	0	ajalu
tragic	0	0	0	0	0	1	0	0	0	0	ajalu
trail	0	0	0	0	0	0	0	0	0	0	itọpa
train	0	0	0	0	0	0	0	0	0	0	reluwe
trained	0	0	0	0	0	0	0	0	0	0	oṣiṣẹ
trainer	0	0	0	0	0	0	0	0	0	1	olukọni
training	0	0	0	0	0	0	0	0	0	0	Idanileko
trait	0	0	0	0	0	0	0	0	0	0	iwa
traitor	1	0	1	1	0	1	0	1	0	0	ẹlẹtan
trajectory	0	0	0	0	0	0	0	0	0	0	itopase
tram	0	0	0	0	0	0	0	0	0	0	train
tramp	0	0	1	1	0	1	0	1	0	0	tramp
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	ifarakanra
tranquil	0	0	0	0	1	0	1	0	0	0	ifokanbale
tranquility	0	0	0	0	1	0	1	0	0	1	ifokanbale
transact	0	0	0	0	0	0	0	0	0	0	idunadura
transaction	0	0	0	0	0	0	0	0	0	1	idunadura
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantic
transcendence	0	1	0	0	1	0	1	0	1	1	irekọja
transcendent	0	0	0	0	0	0	0	0	0	0	transcendent
transcendental	0	0	0	0	0	0	1	0	0	0	transcendental
transcribe	0	0	0	0	0	0	0	0	0	0	gbasilẹ
transcriber	0	0	0	0	0	0	0	0	0	0	olupilẹṣẹ
transcript	0	0	0	0	0	0	0	0	0	1	tiransikiripiti
transcription	0	0	0	0	0	0	0	0	0	0	transcription
transfer	0	0	0	0	0	0	0	0	0	0	gbigbe
transference	0	0	0	0	0	0	0	0	0	0	gbigbe
transferred	0	0	0	0	0	0	0	0	0	0	ti o ti gbe
transfixed	0	0	0	0	0	0	0	0	0	0	transfixed
transform	0	0	0	0	0	0	0	0	0	0	yipada
transformation	0	0	0	0	0	0	0	0	0	0	iyipada
transfusion	0	0	0	0	0	0	0	0	0	0	ìfàjẹ̀sínilára
transgression	0	0	0	0	0	1	0	0	0	0	irekọja
transient	0	0	0	0	0	0	0	0	0	0	igba akoko
transit	0	0	0	0	0	0	0	0	0	0	irekọja
transition	0	0	0	0	0	0	0	0	0	0	iyipada
transitional	0	1	0	0	0	0	0	0	0	0	iyipada
transitive	0	0	0	0	0	0	0	0	0	0	irekọja
transitory	0	0	0	0	0	0	0	0	0	0	irekọja
translate	0	0	0	0	0	0	0	0	0	0	tumọ
translation	0	0	0	0	0	0	0	0	0	1	itumọ
translocation	0	0	0	0	0	0	0	0	0	0	gbigbe
translucent	0	0	0	0	0	0	0	0	0	0	translucent
transmission	0	0	0	0	0	0	0	0	0	0	gbigbe
transmit	0	0	0	0	0	0	0	0	0	0	gbejade
transmutation	0	0	0	0	0	0	0	0	0	0	transmutation
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	akoyawo
transparent	0	0	0	0	0	0	0	0	0	0	sihin
transplant	0	0	0	0	0	0	0	0	0	0	asopo
transplantation	0	0	0	0	0	0	0	0	0	0	asopo
transport	0	0	0	0	0	0	0	0	0	0	gbigbe
transportation	0	0	0	0	0	0	0	0	0	0	gbigbe
transpose	0	0	0	0	0	0	0	0	0	0	transpose
transposition	0	0	0	0	0	0	0	0	0	0	transposition
transverse	0	0	0	0	0	0	0	0	0	0	ifapa
trap	0	0	0	0	0	0	0	0	0	0	pakute
trapping	0	0	0	0	0	0	0	0	0	0	idẹkùn
trappings	0	0	0	0	0	1	0	0	0	0	ìdẹkùn
traps	0	0	0	0	0	1	0	0	0	0	ẹgẹ
trash	0	0	1	0	0	1	0	1	0	0	idọti
trashy	0	0	1	0	0	1	0	0	0	0	idọti
traumatic	1	0	0	1	0	1	0	1	0	0	ibalokanje
travail	0	0	0	0	0	1	0	0	0	0	irẹwẹsi
travel	0	0	0	0	0	0	0	0	0	0	ajo
traveler	0	0	0	0	0	0	0	0	0	0	alarinkiri
traveling	0	0	0	0	0	0	1	0	0	0	rin irin ajo
traverse	0	0	0	0	0	0	0	0	0	0	rekọja
travesty	0	0	1	1	0	1	0	1	0	0	travesty
trawl	0	0	0	0	0	0	0	0	0	0	irin-ajo
trawler	0	0	0	0	0	0	0	0	0	0	trawler
tray	0	0	0	0	0	0	0	0	0	0	atẹ
treacherous	1	0	1	1	0	1	0	0	0	0	arekereke
treachery	1	0	0	1	0	1	0	1	1	0	arekereke
tread	0	0	0	0	0	0	0	0	0	0	te agbala
treadmill	0	1	0	0	0	0	0	0	0	0	treadmill
treason	1	0	1	1	0	1	0	0	1	0	iṣọtẹ
treasure	0	1	0	0	1	0	1	0	0	1	iṣura
treasurer	0	0	0	0	0	0	0	0	0	1	iṣura
treasury	0	0	0	0	0	0	0	0	0	0	iṣura
treat	1	1	1	1	1	1	1	1	1	1	toju
treatise	0	0	0	0	0	0	0	0	0	0	itọju
treatment	0	0	0	0	0	0	0	0	0	0	itọju
treaty	0	0	0	0	0	0	0	0	0	0	adehun
treble	0	0	0	0	0	0	0	0	0	0	tirẹbu
tree	1	1	1	0	1	0	1	0	1	1	igi
trek	0	0	0	0	0	0	0	0	0	0	irin ajo
trellis	0	0	0	0	0	0	0	0	0	0	trellis
tremble	0	0	0	0	0	0	0	0	0	0	wariri
trembling	0	0	0	1	0	1	0	0	0	0	iwariri
tremendous	0	0	0	0	0	0	0	0	0	0	awqn
tremendously	0	0	0	0	0	0	1	0	0	0	lọpọlọpọ
tremor	1	1	0	1	0	1	0	1	0	0	iwariri
trench	0	0	0	0	0	0	0	0	0	0	yàrà
trend	0	0	0	0	0	0	1	0	0	0	aṣa
trending	0	0	0	0	0	0	0	0	0	0	ti aṣa
trendy	0	0	0	0	0	0	1	0	0	0	aṣa
trepidation	0	1	0	1	0	1	0	0	1	0	iwariri
trespass	1	0	0	0	0	1	0	0	0	0	irekọja
triad	0	0	0	0	0	0	0	0	0	0	mẹta
triangle	0	0	0	0	0	0	0	0	0	0	onigun mẹta
triangular	0	0	0	0	0	0	0	0	0	0	onigun mẹta
tribe	0	0	0	0	0	0	0	0	0	1	ẹyà
tribulation	0	0	0	1	0	1	0	1	0	0	iponju
tribunal	0	1	1	1	0	1	0	0	0	1	ile ejo
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	tributari
tribute	0	0	0	0	0	0	1	0	0	0	oriyin
trick	0	0	0	0	0	1	0	0	1	0	omoluabi
trickery	1	0	1	1	0	1	0	1	1	0	arekereke
trickle	0	0	0	0	0	0	0	0	0	0	ẹtan
tricky	0	0	0	0	0	0	0	0	0	0	ẹtan
tricycle	0	0	0	0	0	0	0	0	0	0	ẹlẹsẹ mẹta
trident	0	0	0	0	0	0	0	0	0	0	trident
trifle	0	0	0	0	0	1	0	0	0	0	kekere
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	okunfa
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometry
trillion	0	0	0	0	0	0	0	0	0	0	aimọye
trim	0	0	0	0	0	0	0	0	0	0	gee
trimmer	0	0	0	0	0	0	0	0	0	0	trimmer
trimming	0	0	0	0	0	0	0	0	0	0	trimming
trine	0	0	0	0	0	0	0	0	0	0	trine
trinity	0	0	0	0	0	0	0	0	0	0	Mẹtalọkan
trio	0	0	0	0	0	0	0	0	0	0	meta
trip	0	0	0	0	0	0	0	0	1	0	irin ajo
tripartite	0	0	0	0	0	0	0	0	0	0	tripartite
triple	0	0	0	0	0	0	0	0	0	0	meteta
triplet	0	0	0	0	0	0	0	0	0	0	meteta
triplicate	0	0	0	0	0	0	0	0	0	0	meteta
tripod	0	0	0	0	0	0	0	0	0	0	mẹta
tripping	1	0	0	0	0	1	0	1	0	0	tripping
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	isegun
triumphant	0	1	0	0	1	0	1	0	0	1	asegun
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	trolley
trombone	0	0	0	0	0	0	0	0	0	0	trombone
troop	0	0	0	0	0	0	0	0	0	0	ogun
trooper	0	0	0	0	0	0	0	0	0	0	ologun
troops	0	0	0	0	0	0	0	0	0	0	awọn ọmọ ogun
trophy	0	1	0	0	1	0	1	0	1	1	ife eye
tropical	0	0	0	0	0	0	0	0	0	0	Tropical
trot	0	0	0	0	0	0	0	0	0	0	trot
troublesome	1	0	0	1	0	1	0	0	0	0	onijogbon
trough	0	0	0	0	0	0	0	0	0	0	trough
troupe	0	0	0	0	0	0	0	0	0	0	egbe
trousers	0	0	0	0	0	0	0	0	0	0	sokoto
trout	0	0	0	0	0	0	0	0	0	0	ẹja ẹja
trowel	0	0	0	0	0	0	0	0	0	0	trowel
truce	0	0	0	0	1	0	1	0	0	1	ijakadi
truck	0	0	0	0	0	0	0	0	0	1	oko nla
true	0	0	0	0	1	0	1	0	0	1	otitọ
truism	0	0	0	0	0	0	0	0	0	0	otito
trump	0	0	0	0	0	0	0	0	1	0	ipè
trumpet	0	0	0	0	0	1	0	0	0	0	ipè
trumpeter	0	0	0	0	0	0	0	0	0	0	ipè
truncate	0	0	0	0	0	0	0	0	0	0	truncate
truncated	0	0	0	0	0	0	0	0	0	0	truncated
trundle	0	0	0	0	0	0	0	0	0	0	trundle
trunk	0	0	0	0	0	0	0	0	0	0	ẹhin mọto
truss	0	0	0	0	0	0	0	0	0	1	truss
trust	0	0	0	0	0	0	0	0	0	1	igbekele
trustee	0	0	0	0	0	0	0	0	0	1	alafojusi
trusty	0	0	0	0	0	0	1	0	0	0	igbekele
truth	0	0	0	0	0	0	1	0	0	1	otitọ
truthful	0	0	0	0	0	0	0	0	0	1	ooto
truthfulness	0	0	0	0	0	0	1	0	0	1	ooto
tryout	0	0	0	0	0	0	0	0	0	0	gbidanwo
tub	0	0	0	0	0	0	0	0	0	0	iwẹ
tube	0	0	0	0	0	0	0	0	0	0	tube
tubular	0	0	0	0	0	0	0	0	0	0	tubular
tubule	0	0	0	0	0	0	0	0	0	0	tubule
tuck	0	0	0	0	0	0	0	0	0	0	tukọ
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	tufted
tug	0	0	0	0	0	0	0	0	0	0	fami
tuition	0	0	0	0	0	0	0	0	0	0	owo ileiwe
tulip	0	0	0	0	0	0	0	0	0	0	tulip
tumble	0	0	0	0	0	1	0	0	0	0	tumble
tumbler	0	0	0	0	0	0	0	0	0	0	tumbler
tumor	0	0	0	1	0	1	0	0	0	0	tumo
tumour	0	0	0	1	0	1	0	1	0	0	tumo
tumult	1	0	0	1	0	1	0	0	1	0	rudurudu
tumultuous	1	0	0	1	0	1	0	0	0	0	rudurudu
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	tunable
tune	0	0	0	0	0	0	0	0	0	0	orin dín
tunic	0	0	0	0	0	0	0	0	0	0	aṣọ-ikele
tuning	0	0	0	0	0	0	0	0	0	0	yiyi
tunnel	0	0	0	0	0	0	0	0	0	0	eefin
turban	0	0	0	0	0	0	0	0	0	0	láwàní
turbidity	0	0	0	0	0	0	0	0	0	0	turbidity
turbine	0	0	0	0	0	0	0	0	0	0	tobaini
turbulence	1	0	0	1	0	1	0	0	0	0	rudurudu
turbulent	0	0	0	1	0	1	0	0	0	0	rudurudu
turf	0	0	0	0	0	0	0	0	0	0	koríko
turmeric	0	0	0	0	0	0	0	0	0	0	turmeric
turmoil	1	0	0	1	0	1	0	1	0	0	rudurudu
turn	0	0	0	0	0	0	0	0	0	0	yipada
turning	0	0	0	0	0	0	0	0	0	0	titan
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	turnpike
turntable	0	0	0	0	0	0	0	0	0	0	turntable
turquoise	0	0	0	0	0	0	0	0	0	0	turquoise
turret	0	0	0	0	0	0	0	0	0	0	turret
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	tussle
tutelage	0	0	0	0	0	0	1	0	0	1	ikẹkọ
tutor	0	0	0	0	0	0	1	0	0	0	olukọni
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	kejila
twelve	0	0	0	0	0	0	0	0	0	0	mejila
twentieth	0	0	0	0	0	0	0	0	0	0	ogun
twenty	0	0	0	0	0	0	0	0	0	0	ogun
twig	0	0	0	0	0	0	0	0	0	0	eka igi
twilight	0	0	0	0	0	0	0	0	0	0	aṣalẹ
twill	0	0	0	0	0	0	0	0	0	0	twill
twin	0	0	0	0	0	0	1	0	0	0	ibeji
twine	0	0	0	0	0	0	0	0	0	0	ibeji
twinkle	0	1	0	0	1	0	1	0	0	0	twinkle
twins	0	0	0	0	0	0	0	0	0	0	ìbejì
twist	0	0	0	0	0	0	0	0	0	0	lilọ
