English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Telugu Word
statuary	0	0	0	0	0	0	0	0	0	0	విగ్రహం
statue	0	0	0	0	0	0	1	0	0	0	విగ్రహం
statuette	0	0	0	0	0	0	0	0	0	0	విగ్రహం
stature	0	0	0	0	0	0	0	0	0	0	పొట్టితనము
status	0	0	0	0	0	0	1	0	0	0	హోదా
statute	0	0	0	0	0	0	0	0	0	0	శాసనం
statutory	0	0	0	0	0	0	0	0	0	0	చట్టబద్ధమైన
staunch	0	0	0	0	0	0	1	0	0	0	స్థిరమైన
stave	0	0	0	0	0	1	0	0	0	0	పొట్టు
stay	0	0	0	0	0	0	0	0	0	0	ఉండు
stayed	0	0	0	0	0	0	0	0	0	0	ఉండిపోయాడు
stays	0	0	0	0	0	0	0	0	0	0	ఉంటాడు
stead	0	0	0	0	0	0	0	0	0	0	బదులుగా
steadfast	0	0	0	0	0	0	1	0	0	1	దృఢమైన
steady	0	0	0	0	0	0	0	0	1	1	స్థిరమైన
steal	1	0	0	1	0	1	0	1	0	0	దొంగతనం చేస్తారు
stealing	0	0	1	1	0	1	0	0	0	0	దొంగతనం
stealth	0	0	0	0	0	0	0	0	1	0	దొంగతనం
stealthily	0	0	0	0	0	0	0	0	1	0	దొంగతనంగా
stealthy	0	1	0	1	0	1	0	0	1	0	దొంగతనంగా
steamboat	0	0	0	0	0	0	0	0	0	0	స్టీమ్ బోట్
steamer	0	0	0	0	0	0	0	0	0	0	స్టీమర్
steamroller	0	0	0	0	0	0	0	0	0	0	స్టీమ్ రోలర్
steamship	0	0	0	0	0	0	0	0	0	0	ఆవిరి నౌక
steamy	0	0	0	0	0	0	0	0	0	0	ఆవిరి
steel	0	0	0	0	0	0	0	0	0	0	ఉక్కు
steep	0	0	0	0	0	0	0	0	0	0	నిటారుగా
steeple	0	0	0	0	0	0	0	0	0	0	ఏటవాలు
steer	0	0	0	0	0	0	0	0	0	0	నడిపించు
stellar	0	0	0	0	0	0	1	0	0	0	నక్షత్ర
stem	0	0	0	0	0	0	0	0	0	0	కాండం
stench	0	0	0	0	0	0	0	0	0	0	దుర్వాసన
stencil	0	0	0	0	0	0	0	0	0	0	స్టెన్సిల్
step	0	0	0	0	0	0	0	0	0	0	అడుగు
steppe	0	0	0	0	0	0	0	0	0	0	స్టెప్పీ
steps	0	0	0	0	0	0	0	0	0	0	అడుగులు
stereoscopic	0	0	0	0	0	0	0	0	0	0	స్టీరియోస్కోపిక్
stereotype	0	0	0	0	0	1	0	0	0	0	మూస పద్ధతి
stereotyped	0	0	0	0	0	1	0	0	0	0	మూసపోత
sterile	0	0	0	0	0	1	0	1	0	0	శుభ్రమైన
sterility	0	0	0	0	0	1	0	0	0	0	వంధ్యత్వం
sterling	1	1	0	0	1	1	1	0	0	1	స్టెర్లింగ్
stern	0	0	0	0	0	1	0	0	0	0	దృఢమైన
stethoscope	0	0	0	0	0	0	0	0	0	0	స్టెతస్కోప్
stew	0	0	0	0	0	0	0	0	0	0	వంటకం
steward	0	0	0	0	0	0	1	0	0	1	సారథి
stewardship	0	0	0	0	0	0	0	0	0	0	సారథ్యం
stick	0	0	0	0	0	0	0	0	0	0	కర్ర
sticking	0	0	0	0	0	0	0	0	0	0	అంటుకోవడం
sticky	0	0	1	0	0	0	0	0	0	0	అంటుకునే
stiff	0	0	0	0	0	1	0	0	0	0	గట్టి
stiffen	0	0	0	0	0	0	0	0	0	0	గట్టిపడతాయి
stiffness	0	0	0	0	0	1	0	0	0	0	దృఢత్వం
stifle	0	0	0	0	0	1	0	0	0	0	అణచివేయు
stifled	1	0	0	1	0	1	0	1	0	0	ఉక్కిరిబిక్కిరి చేశాడు
stifling	0	0	0	0	0	0	0	0	0	0	ఉక్కిరిబిక్కిరి చేయడం
stigma	1	0	1	1	0	1	0	1	0	0	కళంకం
stile	0	0	0	0	0	0	0	0	0	0	స్టైల్
stiletto	0	0	0	0	0	0	0	0	0	0	స్టిలెట్టో
stillborn	0	0	0	0	0	1	0	1	0	0	చనిపోయి పుట్టాడు
stillness	0	0	0	1	0	0	1	1	0	0	నిశ్చలత
stilts	0	0	0	0	0	0	0	0	0	0	స్టిల్ట్స్
stimulant	0	0	0	0	0	0	0	0	0	0	ఉద్దీపన
stimulation	0	0	0	0	0	0	0	0	0	0	ప్రేరణ
stimulus	0	0	0	0	0	0	0	0	0	0	ఉద్దీపన
sting	1	0	0	1	0	1	0	0	0	0	స్టింగ్
stinging	0	0	0	0	0	1	0	0	0	0	కుట్టడం
stingy	1	0	1	1	0	1	0	1	0	0	జిడ్డుగల
stink	0	0	1	0	0	1	0	0	0	0	దుర్వాసన
stinking	0	0	1	0	0	1	0	0	0	0	దుర్వాసన వెదజల్లుతోంది
stint	0	0	0	1	0	1	0	1	0	0	స్టింట్
stipulate	0	0	0	0	0	0	0	0	0	0	షరతు పెట్టండి
stipulation	0	0	0	0	0	0	0	0	0	0	నిబంధన
stir	0	0	0	0	0	0	0	0	0	0	కదిలించు
stirring	0	0	0	0	0	0	0	0	0	0	కదిలించడం
stitch	0	0	0	0	0	0	0	0	0	0	కుట్టు
stock	0	0	0	0	0	0	0	0	0	0	స్టాక్
stockbroker	0	0	0	0	0	0	0	0	0	0	స్టాక్ బ్రోకర్
stocking	0	0	0	0	0	0	0	0	0	0	స్టాకింగ్
stocks	0	0	0	0	0	1	0	0	0	0	స్టాక్స్
stole	0	0	0	0	0	0	0	0	0	0	దొంగిలించాడు
stolen	1	0	0	0	0	1	0	0	0	0	దొంగిలించారు
stomach	0	0	1	0	0	0	0	0	0	0	కడుపు
stone	1	0	0	0	0	1	0	0	0	0	రాయి
stoned	0	0	0	0	0	1	0	0	0	0	రాళ్లతో కొట్టారు
stoneware	0	0	0	0	0	0	0	0	0	0	రాతి పాత్రలు
stony	0	0	0	0	0	0	0	0	0	0	రాతి
stool	0	0	0	0	0	0	0	0	0	0	మలం
stools	0	0	1	0	0	1	0	0	0	0	బల్లలు
stoop	0	0	0	0	0	0	0	0	0	0	వంగి
stop	0	0	0	0	0	0	0	0	0	0	ఆపండి
stoppage	0	0	0	0	0	1	0	0	0	0	ఆపడం
stopper	0	0	0	0	0	0	0	0	0	0	స్టాపర్
stopping	0	0	0	0	0	0	0	0	0	0	ఆపడం
stopwatch	0	0	0	0	0	0	0	0	0	0	స్టాప్‌వాచ్
storage	0	0	0	0	0	0	0	0	0	0	నిల్వ
store	0	1	0	0	0	0	1	0	0	0	స్టోర్
storehouse	0	0	0	0	0	0	0	0	0	0	స్టోర్హౌస్
storing	0	0	0	0	0	0	0	0	0	0	నిల్వ చేయడం
storm	1	0	0	0	0	1	0	0	0	0	తుఫాను
storming	1	0	0	0	0	0	0	0	0	0	తుఫాను
stormy	0	0	0	1	0	1	0	0	0	0	ఈదర
story	0	0	0	0	0	0	0	0	0	0	కథ
stout	0	0	0	0	0	0	0	0	0	0	బలిష్టమైన
stove	0	0	0	0	0	0	0	0	0	0	పొయ్యి
stow	0	0	0	0	0	0	0	0	0	0	స్టవ్
straddle	0	0	0	0	0	0	0	0	0	0	అడ్డుపడుట
straighten	0	0	0	0	0	0	0	0	0	0	నిఠారుగా
straightforward	0	0	0	0	0	0	1	0	0	1	సూటిగా
straightway	0	0	0	0	0	0	0	0	0	0	నేరుగా
strained	1	0	0	0	0	1	0	0	0	0	ఒత్తిడి
strait	0	0	0	0	0	0	0	0	0	0	జలసంధి
straits	0	0	0	1	0	1	0	0	0	0	జలసంధి
strand	0	0	0	0	0	0	0	0	0	0	స్ట్రాండ్
stranded	0	0	0	0	0	1	0	0	0	0	చిక్కుకుపోయింది
stranger	0	0	0	1	0	1	0	0	0	0	అపరిచితుడు
strangle	1	0	1	1	0	1	0	1	1	0	గొంతు పిసికి
strap	0	0	0	0	0	0	0	0	0	0	పట్టీ
strapping	0	0	0	0	0	0	0	0	0	0	స్ట్రాపింగ్
strata	0	0	0	0	0	0	0	0	0	0	పొరలు
strategic	0	0	0	0	0	0	1	0	0	0	వ్యూహాత్మక
strategist	0	1	0	0	0	0	1	0	0	1	వ్యూహకర్త
strategy	0	0	0	0	0	0	0	0	0	0	వ్యూహం
stratification	0	0	0	0	0	0	0	0	0	0	స్తరీకరణ
stratum	0	0	0	0	0	0	0	0	0	0	పొర
stratus	0	0	0	0	0	0	0	0	0	0	స్ట్రాటస్
straw	0	0	0	0	0	0	0	0	0	0	గడ్డి
stray	0	0	0	0	0	1	0	0	0	0	దారితప్పి
streak	0	0	0	0	0	0	0	0	0	0	గీత
streaked	0	0	0	0	0	0	0	0	0	0	చారికలు
stream	0	0	0	0	0	0	0	0	0	0	ప్రవాహం
streamer	0	0	0	0	0	0	0	0	0	0	స్ట్రీమర్
streaming	0	0	0	0	0	0	0	0	0	0	స్ట్రీమింగ్
street	0	0	0	0	0	0	0	0	0	0	వీధి
strength	0	0	0	0	0	0	1	0	0	1	బలం
strengthen	0	0	0	0	0	0	1	0	0	0	బలపరుస్తాయి
strengthening	0	0	0	0	1	0	1	0	0	1	బలపరచడం
strenuous	0	0	0	0	0	0	0	0	0	0	శ్రమతో కూడిన
stress	0	0	0	0	0	1	0	0	0	0	ఒత్తిడి
stretch	0	0	0	0	0	0	0	0	0	0	సాగదీయడం
stretcher	0	0	0	1	0	0	0	1	0	0	స్ట్రెచర్
stricken	0	0	0	0	0	0	0	1	0	0	అలుముకుంది
stride	0	0	0	0	0	0	0	0	0	0	ముందుకు సాగండి
strife	1	0	0	0	0	1	0	0	0	0	కలహాలు
strike	1	0	0	0	0	1	0	0	0	0	సమ్మె
striking	0	0	0	0	0	0	1	0	0	0	కొట్టడం
strikingly	0	0	0	0	0	0	1	0	0	0	అద్భుతంగా
string	0	0	0	0	0	0	0	0	0	0	స్ట్రింగ్
stringy	0	0	0	0	0	0	0	0	0	0	తీగల
strip	0	0	0	0	0	1	0	1	0	0	స్ట్రిప్
stripe	0	0	0	0	0	1	0	0	0	0	గీత
stripped	1	1	1	1	0	1	0	1	0	0	తీసివేసిన
strive	0	1	0	0	0	0	0	0	0	0	పోరాడాలి
strobe	0	0	0	0	0	0	0	0	0	0	స్ట్రోబ్
stroke	0	0	0	1	0	1	0	1	0	0	స్ట్రోక్
stroll	0	0	0	0	0	0	0	0	0	0	షికారు చేయండి
stronghold	0	0	0	0	0	0	0	0	0	0	కోట
strongly	0	0	0	0	0	0	1	0	0	0	గట్టిగా
structural	0	0	0	0	0	0	0	0	0	1	నిర్మాణ
structure	0	0	0	0	0	0	1	0	0	1	నిర్మాణం
struggle	1	0	0	1	0	1	0	1	0	0	పోరాటం
strut	0	0	0	0	0	1	0	0	0	0	స్ట్రట్
stubble	0	0	0	0	0	0	0	0	0	0	పొట్టేలు
stubbornness	0	0	0	0	0	0	0	0	0	0	మొండితనం
stubby	0	0	0	0	0	0	0	0	0	0	మొండిగా
stucco	0	0	0	0	0	0	0	0	0	0	గార
stuck	0	0	0	0	0	0	0	0	0	0	ఇరుక్కుపోయింది
stud	0	0	0	0	0	0	1	0	0	0	స్టడ్
studded	0	0	0	0	0	0	0	0	0	0	పొదిగిన
student	0	0	0	0	0	0	0	0	0	0	విద్యార్థి
studied	0	0	0	0	0	0	0	0	0	0	చదువుకున్నాడు
studio	0	0	0	0	0	0	0	0	0	0	స్టూడియో
study	0	0	0	0	0	0	1	0	0	0	చదువు
stuff	0	0	0	0	0	0	0	0	0	0	విషయం
stuffing	0	0	0	0	0	0	0	0	0	0	కూరటానికి
stuffy	0	0	0	0	0	1	0	0	0	0	stuffy
stumble	0	0	0	0	0	1	0	0	0	0	పొరపాట్లు
stump	0	0	0	0	0	0	0	0	0	0	స్టంప్
stunned	0	0	0	1	0	1	0	0	1	0	చలించిపోయాడు
stunt	0	0	0	0	0	0	0	0	0	0	స్టంట్
stunted	0	0	0	0	0	1	0	0	0	0	కుంగిపోయింది
stupendous	0	0	0	0	0	0	0	0	0	0	అద్భుతమైన
stupid	0	0	0	0	0	1	0	0	0	0	తెలివితక్కువ
stupidity	0	0	0	0	0	1	0	0	0	0	మూర్ఖత్వం
stupor	0	0	0	0	0	1	0	0	0	0	మూర్ఖత్వం
sturdy	0	0	0	0	0	0	1	0	0	0	దృఢమైన
sturgeon	0	0	0	0	0	0	0	0	0	0	స్టర్జన్
stutter	0	0	0	0	0	0	0	0	0	0	నత్తిగా మాట్లాడుట
sty	0	0	1	0	0	1	0	0	0	0	అందమైన
style	0	0	0	0	0	0	0	0	0	0	శైలి
stylish	0	0	0	0	0	0	0	0	0	0	స్టైలిష్
subatomic	0	0	0	0	0	0	0	0	0	0	ఉప పరమాణువు
subcommittee	0	0	0	0	0	0	0	0	0	0	ఉపసంఘం
subconscious	0	0	0	0	0	0	0	0	0	0	ఉపచేతన
subcutaneous	0	0	0	0	0	0	0	0	0	0	చర్మాంతర్గత
subdivide	0	0	0	0	0	0	0	0	0	0	ఉపవిభజన
subdivision	0	0	0	0	0	0	0	0	0	0	ఉపవిభాగం
subduction	0	0	0	0	0	0	0	0	0	0	సబ్డక్షన్
subdue	0	0	0	0	0	1	0	0	0	0	లొంగదీసుకుంటారు
subdued	0	0	0	0	0	0	0	0	0	0	లొంగదీసుకున్నాడు
subito	0	0	0	0	0	0	0	0	1	0	సుబిటో
subject	0	0	0	0	0	1	0	0	0	0	విషయం
subjected	0	0	0	0	0	1	0	1	0	0	లోబడి
subjection	0	0	0	0	0	1	0	0	0	0	లోబడి
subjective	0	0	0	0	0	0	0	0	0	0	ఆత్మాశ్రయమైన
subjugation	1	0	1	1	0	1	0	1	0	0	లొంగదీసుకోవడం
sublimation	0	0	0	0	1	0	1	0	0	0	సబ్లిమేషన్
subliminal	0	0	0	0	0	0	0	0	0	0	ఉత్కృష్టమైన
submarine	0	0	0	0	0	0	0	0	0	0	జలాంతర్గామి
submerged	0	0	0	0	0	0	0	0	0	0	మునిగిపోయింది
submersible	0	0	0	0	0	0	0	0	0	0	సబ్మెర్సిబుల్
submission	0	0	0	0	0	0	0	0	0	0	సమర్పణ
submit	0	1	0	0	0	0	0	0	0	0	సమర్పించండి
subordinate	0	0	0	1	0	1	0	0	0	0	అధీన
subordination	0	0	0	0	0	0	0	0	0	0	అధీనత
subplot	0	0	0	0	0	0	0	0	0	0	ఉపకథ
subpoena	0	0	0	0	0	1	0	0	0	0	ఉపన్యాసము
subscribe	0	1	0	0	0	0	0	0	0	0	చందా చేయండి
subscription	0	0	0	0	0	0	0	0	0	0	చందా
subsequence	0	0	0	0	0	0	0	0	0	0	తదుపరి
subsequent	0	0	0	0	0	0	0	0	0	0	తదుపరి
subsequently	0	0	0	0	0	0	0	0	0	0	తదనంతరం
subset	0	0	0	0	0	0	0	0	0	0	ఉపసమితి
subside	0	0	0	0	0	0	0	0	0	0	తగ్గుతాయి
subsidence	0	0	0	0	0	1	0	1	0	0	క్షీణత
subsidiary	0	0	0	0	0	0	0	0	0	0	అనుబంధ
subsidize	0	0	0	0	0	0	0	0	0	0	సబ్సిడీ
subsidy	1	0	1	0	0	1	0	0	0	0	సబ్సిడీ
subsist	0	0	0	0	0	1	0	0	0	0	జీవనోపాధి
subsistence	0	0	0	0	0	0	0	0	0	0	జీవనోపాధి
subsoil	0	0	0	0	0	0	0	0	0	0	భూగర్భం
substance	0	0	0	0	0	0	1	0	0	0	పదార్ధం
substantially	0	0	0	0	0	0	0	0	0	0	గణనీయంగా
substantiate	0	0	0	0	0	0	0	0	0	1	సమర్థించు
substantive	0	0	0	0	0	0	1	0	0	0	వాస్తవికమైన
substitute	0	0	0	0	0	0	0	0	0	0	ప్రత్యామ్నాయం
substituted	0	0	0	0	0	0	0	0	0	0	ప్రత్యామ్నాయం
substitution	0	0	0	0	0	0	0	0	0	0	ప్రత్యామ్నాయం
substructure	0	0	0	0	0	0	0	0	0	0	ఉపనిర్మాణం
subterranean	0	0	0	0	0	0	0	0	0	0	భూగర్భంలోని
subtle	0	0	0	0	0	0	0	0	0	0	సూక్ష్మమైన
subtlety	0	0	0	0	0	0	0	0	0	0	సూక్ష్మత
subtract	0	0	0	0	0	1	0	0	0	0	తీసివేయుము
subtraction	0	0	0	0	0	0	0	0	0	0	తీసివేత
subtype	0	0	0	0	0	0	0	0	0	0	ఉప రకం
suburb	0	0	0	0	0	0	0	0	0	0	శివారు
suburban	0	0	0	0	0	0	0	0	0	0	సబర్బన్
suburbs	0	0	0	0	0	0	0	0	0	0	శివారు ప్రాంతాలు
subversion	1	0	0	1	0	1	0	0	0	0	అణచివేత
subversive	1	0	0	0	0	1	0	0	1	0	విధ్వంసకర
subvert	0	0	1	1	0	1	0	1	0	0	అణచివేయు
subway	0	0	0	0	0	0	0	0	0	0	సబ్వే
succeed	0	1	0	0	1	0	1	0	1	1	విజయం సాధిస్తారు
succeeding	0	1	0	0	1	0	1	0	0	1	విజయం సాధిస్తోంది
success	0	1	0	0	1	0	1	0	0	0	విజయం
successful	0	1	0	0	1	0	1	0	0	1	విజయవంతమైంది
succession	0	0	0	0	0	0	0	0	0	0	వారసత్వం
successive	0	0	0	0	0	0	0	0	0	0	వరుసగా
successor	0	0	0	0	0	0	0	0	0	0	వారసుడు
succinct	0	0	0	0	0	0	1	0	0	0	క్లుప్తమైన
succulent	0	0	0	0	0	1	1	0	0	0	రసవంతమైన
succumb	0	0	0	0	0	1	0	0	0	0	లొంగిపోతారు
suck	0	0	0	0	0	1	0	0	0	0	పీలుస్తుంది
sucker	1	0	0	0	0	1	0	0	0	0	పీల్చేవాడు
sucking	0	0	0	0	0	0	0	0	0	0	పీల్చటం
suckling	0	0	0	0	0	0	0	0	0	0	పసివాడు
suction	0	0	0	0	0	0	0	0	0	0	చూషణ
sudden	0	0	0	0	0	0	0	0	1	0	ఆకస్మికంగా
suddenly	0	0	0	0	0	0	0	0	1	0	అకస్మాత్తుగా
sue	1	0	0	0	0	1	0	1	0	0	దావా వేయండి
suffer	0	0	0	0	0	1	0	0	0	0	బాధపడతారు
sufferer	0	0	0	1	0	1	0	1	0	0	బాధపడేవాడు
suffering	0	0	1	1	0	1	0	1	0	0	బాధ
suffice	0	0	0	0	0	0	0	0	0	0	సరిపోతుంది
sufficiency	0	0	0	0	0	0	1	0	0	0	సమృద్ధి
sufficient	0	0	0	0	0	0	0	0	0	0	తగినంత
sufficiently	0	0	0	0	0	0	0	0	0	0	తగినంతగా
suffix	0	0	0	0	0	0	0	0	0	0	ప్రత్యయం
suffocating	0	0	1	1	0	1	0	1	0	0	ఉక్కిరిబిక్కిరి చేస్తోంది
suffocation	1	0	0	1	0	1	0	0	0	0	ఊపిరాడక
sugar	0	0	0	0	0	0	1	0	0	0	చక్కెర
suggest	0	0	0	0	0	0	0	0	0	1	సూచించండి
suggestion	0	0	0	0	0	0	0	0	0	0	సూచన
suggestive	0	0	0	0	0	0	0	0	0	0	సూచించే
suicidal	1	0	1	1	0	1	0	1	0	0	ఆత్మహత్య
suicide	1	0	0	1	0	1	0	1	0	0	ఆత్మహత్య
suit	0	0	0	0	0	0	0	0	0	0	దావా
suitable	0	0	0	0	0	0	1	0	0	0	తగినది
suite	0	0	0	0	0	0	0	0	0	0	సూట్
suitor	0	0	0	0	0	0	0	0	0	0	సూటర్
sullen	1	0	0	0	0	1	0	1	0	0	నీరసంగా
sulphur	0	0	0	0	0	0	0	0	0	0	సల్ఫర్
sultan	0	0	0	1	0	0	0	0	0	0	సుల్తాన్
sultry	0	0	0	0	0	0	1	0	0	0	గంభీరమైన
sum	0	0	0	0	0	0	0	0	0	0	మొత్తం
summarily	0	0	0	0	0	0	0	0	0	0	సారాంశంగా
summarize	0	0	0	0	0	0	0	0	0	0	సంగ్రహించండి
summary	0	0	0	0	0	0	0	0	0	0	సారాంశం
summation	0	0	0	0	0	0	0	0	0	0	సమ్మషన్
summer	0	0	0	0	0	0	0	0	0	0	వేసవి
summit	0	0	0	0	0	0	0	0	0	0	శిఖరాగ్ర సమావేశం
summon	0	0	0	0	0	0	0	0	0	0	పిలువు
summons	0	0	0	0	0	1	0	0	0	0	అధికార పూర్వక ఆదేశాల పట్టీ
sumo	0	0	0	0	0	0	0	0	0	0	సుమో
sump	0	0	1	0	0	0	0	0	0	0	సంప్
sumptuous	0	0	0	0	0	0	0	0	0	0	విలాసవంతమైన
sun	0	1	0	0	1	0	1	0	1	1	సూర్యుడు
sunbeam	0	0	0	0	0	0	0	0	0	0	సూర్యకిరణము
sundial	0	1	0	0	0	0	0	0	0	1	సన్డియల్
sundown	0	0	0	0	0	0	0	0	0	0	సూర్యాస్తమయం
sundry	0	0	0	0	0	0	0	0	0	0	వివిధ రకాల
sunglass	0	0	0	0	0	0	0	0	0	0	సన్ గ్లాస్
sunglasses	0	0	0	0	0	0	0	0	0	0	సన్ గ్లాసెస్
sunk	0	0	1	1	0	1	0	1	0	0	మునిగిపోయింది
sunless	0	0	0	0	0	0	0	0	0	0	సూర్యుడు లేని
sunlight	0	0	0	0	0	0	0	0	0	0	సూర్యకాంతి
sunny	0	1	0	0	1	0	1	0	1	0	ఎండ
sunrise	0	0	0	0	0	0	0	0	0	0	సూర్యోదయం
sunset	0	1	0	0	0	0	1	0	0	0	సూర్యాస్తమయం
sunshine	0	0	0	0	1	0	1	0	0	0	సూర్యరశ్మి
superannuation	0	0	0	0	0	0	0	0	0	0	పదవీ విరమణ
superb	0	0	0	0	0	0	1	0	0	0	అద్భుతమైన
superficial	0	0	0	0	0	1	0	0	0	0	ఉపరితల
superfluous	0	0	0	0	0	1	0	0	0	0	మితిమీరిన
superhuman	0	0	0	0	0	0	1	0	0	0	మానవాతీతుడు
superimposed	0	0	0	0	0	0	0	0	0	0	అతిశయోక్తి
superintendent	0	0	0	0	0	0	0	0	0	0	సూపరింటెండెంట్
superior	0	0	0	0	0	0	1	0	0	0	ఉన్నతమైన
superiority	0	0	0	0	0	0	1	0	0	0	ఆధిక్యత
superlative	0	0	0	0	0	0	0	0	0	0	అతిశయోక్తి
superman	0	0	0	0	1	0	1	0	0	1	సూపర్మ్యాన్
supermarket	0	0	0	0	0	0	0	0	0	0	సూపర్ మార్కెట్
supernatant	0	0	0	0	0	0	0	0	0	0	సూపర్నాటెంట్
supernatural	0	0	0	0	0	0	0	0	0	0	అతీంద్రియ
superposition	0	0	0	0	0	0	0	0	0	0	సూపర్పోజిషన్
supersede	0	0	0	0	0	0	0	0	0	0	భర్తీ
superstar	0	0	0	0	1	0	1	0	0	1	సూపర్ స్టార్
superstition	0	0	0	1	0	1	1	0	0	0	మూఢనమ్మకం
superstitious	0	1	0	1	0	1	0	0	0	0	మూఢనమ్మకం
supervise	0	0	0	0	0	0	0	0	0	0	పర్యవేక్షిస్తారు
supervision	0	0	0	0	0	0	0	0	0	0	పర్యవేక్షణ
supervisor	0	0	0	0	0	0	0	0	0	0	సూపర్వైజర్
supper	0	0	0	0	0	0	0	0	0	0	భోజనం
supplant	0	0	0	0	0	0	0	0	0	0	ప్రత్యామ్నాయం
supple	0	0	0	0	0	0	0	0	0	0	మృదువుగా
supplement	0	0	0	0	0	0	0	0	0	0	అనుబంధం
supplemental	0	0	0	0	0	0	0	0	0	0	అనుబంధం
supplementary	0	0	0	0	0	0	0	0	0	0	అనుబంధ
supplication	0	0	0	0	0	0	1	0	0	1	ప్రార్థన
supplies	0	0	0	0	0	0	1	0	0	0	సరఫరా
supply	0	0	0	0	0	0	1	0	0	0	సరఫరా
supported	0	0	0	0	0	0	1	0	0	0	మద్దతు ఇచ్చారు
supporter	0	0	0	0	1	0	1	0	0	1	మద్దతుదారు
supporters	0	0	0	0	0	0	0	0	0	0	మద్దతుదారులు
supporting	0	0	0	0	0	0	1	0	0	1	మద్దతునిస్తోంది
suppose	0	0	0	0	0	0	0	0	0	0	అనుకుందాం
supposing	0	0	0	0	0	0	0	0	0	0	అనుకుందాం
supposition	0	0	0	0	0	0	0	0	0	0	ఊహ
suppress	1	0	0	1	0	1	0	1	0	0	అణచివేస్తాయి
suppression	1	0	1	1	0	1	0	0	0	0	అణచివేత
supremacy	1	1	0	1	1	1	1	0	1	1	ఆధిపత్యం
supreme	0	0	0	0	0	0	1	0	0	0	అత్యున్నతమైనది
supremely	0	0	0	0	0	0	1	0	0	0	అత్యున్నతంగా
surcharge	1	0	0	0	0	1	0	0	0	0	సర్‌ఛార్జ్
surety	0	0	0	0	0	0	1	0	0	1	హామీ
surf	0	0	0	0	0	0	0	0	0	0	సర్ఫ్
surface	0	0	0	0	0	0	0	0	0	0	ఉపరితల
surge	0	0	0	0	0	0	0	0	1	0	ఉప్పెన
surgeon	0	0	0	0	0	0	0	0	0	0	సర్జన్
surgery	0	0	0	1	0	0	0	1	0	0	శస్త్రచికిత్స
surly	1	0	1	0	0	1	0	0	0	0	అతిగా
surmise	0	0	0	0	0	0	1	0	0	0	ఊహించు
surname	0	0	0	0	0	0	0	0	0	0	ఇంటిపేరు
surpassing	0	0	0	0	0	0	1	0	0	0	అధిగమిస్తోంది
surplus	0	0	0	0	0	0	0	0	0	0	మిగులు
surprise	0	0	0	1	1	0	1	0	1	0	ఆశ్చర్యం
surprised	0	0	0	0	0	0	0	0	1	0	ఆశ్చర్యపోయాడు
surprising	0	0	0	0	0	0	0	0	1	0	ఆశ్చర్యకరం
surprisingly	0	1	0	0	0	0	0	0	1	0	ఆశ్చర్యకరంగా
surrender	0	0	0	1	0	1	0	1	0	0	లొంగిపోతారు
surrendering	0	0	0	0	0	1	0	1	0	0	లొంగిపోతున్నాను
surrogate	0	0	0	0	0	0	0	0	0	1	సర్రోగేట్
surround	0	1	0	0	0	1	1	0	0	0	చుట్టుముట్టండి
surrounding	0	0	0	0	0	0	0	0	0	0	పరిసర
surroundings	0	0	0	0	0	0	0	0	0	0	పరిసరాలు
surveillance	0	0	0	1	0	0	0	0	0	0	నిఘా
survey	0	0	0	0	0	0	0	0	0	0	సర్వే
surveying	0	0	0	0	0	0	1	0	0	0	సర్వే చేయడం
surveyor	0	0	0	0	0	0	0	0	0	0	సర్వేయర్
survival	0	0	0	0	0	0	0	0	0	0	మనుగడ
survive	0	0	0	0	0	0	1	0	0	0	జీవించి
surviving	0	0	0	0	0	0	0	0	0	0	బ్రతుకుతున్నాడు
susceptibility	0	0	0	0	0	0	0	0	0	0	గ్రహణశీలత
susceptible	0	0	0	0	0	1	0	0	0	0	ఆకర్షనీయమైనది
suspect	0	0	0	1	0	1	0	0	0	0	అనుమానితుడు
suspected	0	0	0	0	0	0	0	0	0	0	అనుమానిత
suspend	0	0	0	0	0	0	0	0	0	0	సస్పెండ్
suspended	0	0	0	0	0	0	0	0	0	0	సస్పెండ్ చేశారు
suspenders	0	0	0	0	0	0	0	0	0	0	సస్పెండర్లు
suspense	0	1	0	1	0	0	0	0	1	0	సస్పెన్స్
suspension	0	0	0	1	0	1	0	0	0	0	సస్పెన్షన్
suspicion	0	0	0	1	0	1	0	0	0	0	అనుమానం
suspicions	0	0	0	0	0	0	0	0	0	0	అనుమానాలు
suspicious	1	1	0	0	0	1	0	0	0	0	అనుమానాస్పదమైన
sustained	0	0	0	0	0	0	0	0	0	0	తగిలిన
sustenance	0	0	0	0	0	0	0	0	0	0	జీవనోపాధి
suture	0	0	0	0	0	0	0	0	0	0	కుట్టు
swab	0	0	0	0	0	1	0	0	0	0	శుభ్రముపరచు
swag	0	0	0	0	0	0	0	0	0	0	అక్రమార్జన
swagger	0	0	0	0	0	0	0	0	0	0	అక్రమార్జన
swallow	0	0	0	0	0	0	0	0	0	0	మింగడానికి
swamp	0	0	1	1	0	1	0	0	0	0	చిత్తడి
swamped	0	0	0	0	0	0	0	0	0	0	చిత్తడి నేల
swampy	0	0	1	1	0	1	0	0	0	0	చిత్తడి నేల
swan	0	0	0	0	0	0	0	0	0	0	హంస
swap	0	0	0	0	0	0	0	0	0	0	మార్పిడి
