English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Simplified Word
railing	0	0	0	0	0	0	0	0	0	0	栏杆
railroad	0	0	0	0	0	0	0	0	0	0	铁路
railway	0	0	0	0	0	0	0	0	0	0	铁路
raiment	0	0	0	0	0	0	0	0	0	0	服饰
rain	0	0	0	0	0	0	0	0	0	0	雨
raincoat	0	0	0	0	0	0	0	0	0	0	雨衣
rainfall	0	0	0	0	0	0	0	0	0	0	雨量
rainy	0	0	0	0	0	0	0	1	0	0	下雨
raise	0	0	0	0	0	0	0	0	0	0	增加
raised	0	0	0	0	0	0	0	0	0	0	提高
raising	0	0	0	0	0	0	0	0	0	0	提高
rake	0	0	0	0	0	0	0	0	0	0	耙
rally	0	0	0	0	0	0	0	0	0	0	团结
ram	1	1	0	0	0	1	0	0	0	0	内存
ramble	0	0	0	0	0	0	0	0	0	0	漫谈
rambling	0	0	0	0	0	1	0	0	0	0	漫无边际
ramp	0	0	0	0	0	0	0	0	0	0	坡道
rampage	1	0	0	1	0	1	0	0	0	0	横冲直撞
ranch	0	0	0	0	0	0	0	0	0	0	牧场
rancid	0	0	1	0	0	1	0	0	0	0	馊
randomly	0	0	0	0	0	0	0	0	1	0	随机
randomness	0	0	0	0	0	0	0	0	0	0	随机性
randy	0	0	0	0	0	0	0	0	0	0	兰迪
ranger	0	0	0	0	0	0	0	0	0	1	游侠
rank	0	0	0	0	0	0	0	0	0	0	秩
ransom	1	0	0	1	0	1	0	0	0	0	赎金
rant	0	0	0	0	0	0	0	0	0	0	咆哮
rap	0	0	0	0	0	0	0	0	0	0	说唱
rape	1	0	1	1	0	1	0	1	0	0	强奸
rapid	0	0	0	0	0	0	0	0	1	0	迅速的
rapidity	0	0	0	0	0	0	0	0	0	0	速度
rapids	0	0	0	0	0	0	0	0	0	0	急流
rapping	1	0	0	0	0	0	0	0	0	0	说唱
rapt	0	0	0	0	1	0	1	0	1	1	全神贯注
raptors	0	0	0	1	0	1	0	0	0	0	猛龙
rapture	0	1	0	0	1	0	1	0	0	0	狂喜
rarely	0	0	0	0	0	0	0	0	0	0	很少
rarity	0	0	0	0	0	0	0	0	1	0	稀有
rascal	1	0	1	1	0	1	0	0	0	0	无赖
rash	0	0	1	0	0	1	0	0	0	0	皮疹
rat	0	0	1	1	0	1	0	0	0	0	鼠
ratchet	0	0	0	0	0	0	0	0	0	0	棘轮
rate	0	0	0	0	0	0	0	0	0	0	速度
ratification	0	0	0	0	0	0	0	0	0	0	批准
ratify	0	0	0	0	0	0	0	0	0	1	批准
rating	1	0	0	1	0	1	0	1	0	0	评分
ratio	0	0	0	0	0	0	0	0	0	0	比率
ration	0	0	0	0	0	0	0	0	0	0	配给
rational	0	0	0	0	0	0	1	0	0	1	合理的
rationale	0	0	0	0	0	0	0	0	0	0	理由
rationalism	0	0	0	0	0	0	0	0	0	0	理性主义
rationality	0	0	0	0	0	0	0	0	0	0	理性
rattan	0	0	0	0	0	0	0	0	0	0	藤
rattle	0	0	0	0	0	0	0	0	0	0	拨浪鼓
rattlesnake	0	0	0	1	0	0	0	0	0	0	响尾蛇
raucous	0	0	0	0	0	1	0	0	0	0	沙哑
rave	1	0	1	0	1	1	1	0	1	1	狂欢
raven	0	0	0	0	0	0	0	0	0	0	掠夺
ravenous	1	0	0	1	0	1	0	1	0	0	贪婪的
ravine	0	0	0	1	0	0	0	0	0	0	沟壑
raving	1	1	0	1	1	1	0	0	1	0	狂言
rawhide	0	0	0	0	0	0	0	0	0	0	生皮
ray	0	0	0	0	0	0	0	0	0	0	射线
razor	0	0	0	1	0	0	0	0	0	0	剃刀
reach	0	0	0	0	0	0	0	0	0	0	抵达
react	1	0	0	1	0	0	0	0	0	0	反应
reactionary	0	0	0	0	0	1	0	0	0	0	反动
read	0	0	0	0	0	0	0	0	0	0	读
reader	0	0	0	0	0	0	1	0	0	0	读者
readership	0	0	0	0	0	0	0	0	0	0	读者
readily	0	0	0	0	0	0	1	0	0	0	容易
readiness	0	1	0	0	1	0	1	0	0	1	准备就绪
reading	0	0	0	0	0	0	1	0	0	0	阅读
readjustment	0	0	0	0	0	0	0	0	0	0	重新调整
ready	0	1	0	0	0	0	0	0	0	0	准备好
reaffirm	0	0	0	0	0	0	1	0	0	0	重申
reagent	0	0	0	0	0	0	0	0	0	0	试剂
real	0	0	0	0	0	0	1	0	0	1	真实的
realism	0	0	0	0	0	0	0	0	0	0	现实主义
realistic	0	0	0	0	0	0	0	0	0	0	实际的
reality	0	0	0	0	0	0	0	0	0	0	现实
realm	0	0	0	0	0	0	0	0	0	0	领域
realty	0	0	0	0	0	0	0	0	0	0	不动产
ream	0	0	0	0	0	0	0	0	0	0	令
reap	0	0	0	0	0	0	0	0	0	0	收割
reappear	0	0	0	0	0	0	0	0	1	0	再现
rear	0	0	0	0	0	1	0	0	0	0	后部
rearrange	0	0	0	0	0	0	0	0	0	0	改编
rearrangement	0	0	0	0	0	0	0	0	0	0	重排
reason	0	0	0	0	0	0	1	0	0	0	原因
reasonableness	0	0	0	0	0	0	0	0	0	0	合理性
reasoning	0	0	0	0	0	0	0	0	0	0	推理
reasons	0	0	0	0	0	0	0	0	0	0	原因
reassemble	0	0	0	0	0	0	0	0	0	0	重新组装
reassurance	0	0	0	0	0	0	1	0	0	1	放心
reassure	0	0	0	0	0	0	1	0	0	1	放心
reassured	0	0	0	0	0	0	0	0	0	0	放心
reassuring	0	0	0	0	0	0	0	0	0	0	令人放心
rebate	0	0	0	0	0	0	1	0	0	0	回扣
rebel	1	0	0	1	0	1	0	0	0	0	反叛
rebellion	1	0	1	1	0	0	0	0	0	0	叛乱
reborn	0	0	0	0	0	0	0	0	0	0	重生
rebound	0	0	0	0	0	0	0	0	0	0	反弹
rebuild	0	0	0	0	0	0	0	0	0	0	重建
rebuke	0	0	0	0	0	1	0	0	0	0	训斥
rebut	0	0	0	0	0	1	0	0	0	0	驳斥
recalcitrant	1	0	1	0	0	1	0	0	0	0	顽固的
recall	0	0	0	0	0	0	0	0	0	0	记起
recast	0	0	0	0	0	0	1	0	0	0	重铸
recede	0	0	0	0	0	0	0	0	0	0	后退
receding	0	0	0	0	0	0	0	0	0	0	后退
receipt	0	0	0	0	0	0	0	0	0	0	收据
receipts	0	0	0	0	0	0	0	0	0	0	收据
received	0	0	0	0	0	0	1	0	0	0	已收到
receiver	0	0	0	0	0	0	0	0	0	0	接收者
receiving	0	1	0	0	1	0	1	0	1	0	接收
recent	0	0	0	0	0	0	0	0	0	0	最近的
receptacle	0	0	0	0	0	0	0	0	0	0	容器
reception	0	0	0	0	0	0	0	0	0	0	接待
recess	0	0	0	0	0	0	0	0	0	0	凹槽
recesses	0	0	0	1	0	0	0	0	0	0	凹槽
recession	1	0	1	1	0	1	0	1	0	0	经济衰退
recherche	0	0	0	0	0	0	1	0	0	0	研究
recidivism	1	0	1	0	0	1	0	1	0	0	累犯
recipe	0	0	0	0	0	0	0	0	0	0	食谱
recipient	0	1	0	0	0	0	0	0	0	0	接受者
reciprocal	0	0	0	0	0	0	0	0	0	0	互惠的
reciprocate	0	0	0	0	0	0	1	0	0	0	往复
reciprocity	0	0	0	0	0	0	0	0	0	0	互惠
recital	0	0	0	0	0	0	0	0	0	0	独奏会
recitation	0	0	0	0	0	0	0	0	0	0	背诵
recite	0	0	0	0	0	0	0	0	0	0	背诵
reckless	1	0	0	1	0	1	0	0	0	0	鲁莽
recklessness	1	0	1	1	0	1	0	0	1	0	鲁莽
reckoning	0	0	0	0	0	0	0	0	0	0	清算
reclamation	0	0	0	0	0	0	1	0	0	0	开垦
recline	0	0	0	0	0	0	1	0	0	1	横卧
recluse	0	0	0	0	0	0	0	0	0	0	隐士
recognition	0	0	0	0	0	0	0	0	0	0	认出
recognizable	0	1	0	0	0	0	1	0	0	0	可识别的
recognized	0	0	0	0	0	0	0	0	0	0	认可
recoil	0	0	0	0	0	0	0	0	0	0	畏缩
recollect	0	0	0	0	0	0	0	0	0	0	追忆
recollection	0	0	0	0	0	0	0	0	0	0	回忆
recombinant	0	0	0	0	0	0	0	0	0	0	重组
recombination	0	1	0	0	0	0	0	0	0	0	重组
recommend	0	0	0	0	0	0	1	0	0	1	推荐
recommendation	0	0	0	0	0	0	0	0	0	0	推荐
recompense	0	0	0	0	0	0	0	0	0	0	补偿
reconcile	0	0	0	0	0	0	0	0	0	0	调和
reconciliation	0	1	0	0	1	0	1	0	0	1	和解
reconnaissance	0	0	0	0	0	0	0	0	0	0	侦察
reconsider	0	0	0	0	0	0	0	0	0	0	重新考虑
reconsideration	0	0	0	0	0	0	1	0	0	1	重新考虑
reconstitution	0	0	0	0	0	0	0	0	0	0	重组
reconstruct	0	1	0	0	0	0	1	0	0	0	重建
reconstruction	0	1	0	0	0	0	1	0	0	0	重建
record	0	0	0	0	0	0	0	0	0	0	记录
recorder	0	0	0	0	0	0	1	0	0	0	录音机
recording	0	0	0	0	0	0	0	0	0	0	记录
recount	0	0	0	0	0	0	0	0	0	0	叙事
recoup	0	0	0	0	0	0	1	0	0	0	补偿
recourse	0	0	0	0	0	0	0	0	0	0	追索权
recoverable	0	0	0	0	0	0	0	0	0	0	可恢复的
recovery	0	0	0	0	0	0	1	0	0	0	恢复
recreation	0	1	0	0	1	0	1	0	0	0	娱乐
recreational	0	1	0	0	1	0	1	0	0	0	休闲的
recruit	0	0	0	0	0	0	0	0	0	0	招募
recruiting	0	0	0	0	0	0	0	0	0	0	招聘
recruits	0	0	0	0	0	0	0	0	0	1	新兵
rectangle	0	0	0	0	0	0	0	0	0	0	长方形
rectangular	0	0	0	0	0	0	0	0	0	0	长方形
rectification	0	0	0	0	0	0	0	0	0	0	整改
rectify	0	0	0	0	0	0	1	0	0	0	纠正
rector	0	0	0	0	0	0	0	0	0	0	校长
rectory	0	0	0	0	0	0	0	0	0	0	教区长
recumbent	0	0	0	0	0	0	0	0	0	0	横卧
recuperation	0	0	0	0	0	0	0	0	0	0	休养
recur	0	0	0	0	0	0	0	0	0	0	复发
recurrence	0	0	0	0	0	0	0	0	0	0	复发
recurrent	0	1	0	0	0	0	0	0	0	0	经常性的
recurring	0	0	0	0	0	0	0	0	0	0	再次发生的
recursion	0	0	0	0	0	0	0	0	0	0	递归
recursive	0	0	0	0	0	0	0	0	0	0	递归的
recursively	0	0	0	0	0	0	0	0	0	0	递归地
red	0	0	0	0	0	0	0	0	0	0	红色的
reddish	0	0	0	0	0	0	0	0	0	0	微红
redemption	0	0	0	0	0	0	1	0	0	0	赎回
redness	0	0	0	0	0	0	0	0	0	0	发红
redress	0	0	0	0	0	0	1	0	0	0	纠正
reduced	0	0	0	0	0	0	0	0	0	0	减少
reduction	0	0	0	0	0	0	0	0	0	0	减少
redundancy	0	0	0	0	0	0	0	0	0	0	冗余
redundant	0	0	0	0	0	1	0	0	0	0	多余的
reed	0	0	0	0	0	0	0	0	0	0	芦苇
reef	0	0	0	0	0	0	0	0	0	0	礁
reefs	0	0	0	0	0	0	0	0	0	0	礁石
reel	0	0	0	0	0	0	0	0	0	0	卷轴
reestablish	0	0	0	0	0	0	0	0	0	0	重建
referee	0	0	0	0	0	0	0	0	0	1	裁判
reference	0	0	0	0	0	0	0	0	0	0	参考
referendum	0	0	0	0	0	0	0	0	0	0	公投
refine	0	0	0	0	0	0	1	0	0	0	提炼
refinement	0	0	0	0	0	0	1	0	0	0	细化
refinery	0	0	0	0	0	0	0	0	0	0	炼油厂
refining	0	0	0	0	0	0	0	0	0	0	精制
refit	0	0	0	0	0	0	0	0	0	0	改装
reflect	0	0	0	0	0	0	0	0	0	0	反映
reflecting	0	0	0	0	0	0	0	0	0	0	反映
reflection	0	0	0	0	0	0	0	0	0	0	反射
reflective	0	0	0	0	0	0	0	0	0	0	反光的
reflector	0	0	0	0	0	0	0	0	0	0	反射器
reflex	0	0	0	0	0	0	0	0	1	0	反射
reflux	0	0	1	0	0	1	0	0	0	0	回流
reform	0	0	0	0	0	0	1	0	0	0	改革
reformation	0	0	0	0	0	0	1	0	0	0	改革
reformer	0	0	0	0	0	0	1	0	0	0	改革者
refraction	0	0	0	0	0	0	0	0	0	0	折射
refractor	0	0	0	0	0	0	0	0	0	0	折射镜
refractory	0	0	0	0	0	1	0	0	0	0	耐火
refrain	0	0	0	0	0	0	0	0	0	0	避免
refraining	0	0	0	0	0	0	0	0	0	0	克制
refreshing	0	0	0	0	0	0	1	0	0	0	清爽
refrigerate	0	0	0	0	0	0	0	0	0	0	冷藏
refrigeration	0	0	0	0	0	0	0	0	0	0	冷藏
refrigerator	0	0	0	0	0	0	0	0	0	0	冰箱
refuge	0	0	0	0	0	0	0	0	0	0	避难所
refugee	0	0	0	0	0	0	0	1	0	0	难民
refund	0	0	0	0	0	0	0	0	0	0	退款
refurbish	0	0	0	0	0	0	1	0	0	0	翻新
refusal	0	0	0	0	0	1	0	0	0	0	拒绝
refuse	0	0	0	0	0	1	0	0	0	0	拒绝
refused	0	0	0	0	0	1	0	1	0	0	拒绝
refusing	0	0	0	0	0	0	0	0	0	0	拒绝
refutation	0	0	0	1	0	0	0	0	0	0	反驳
refute	0	0	0	0	0	0	0	0	0	0	反驳
regain	0	0	0	0	0	0	0	0	0	0	恢复
regal	0	0	0	0	0	0	1	0	0	1	富豪
regalia	0	0	0	0	0	0	0	0	0	0	王权
regatta	0	1	0	0	0	0	0	0	0	0	帆船赛
regency	0	0	0	0	0	0	0	0	0	0	摄政
regenerate	0	0	0	0	0	0	0	0	0	0	再生
regeneration	0	0	0	0	0	0	0	0	0	0	再生
regent	0	0	0	0	0	0	1	0	0	1	摄政
regime	0	0	0	0	0	0	0	0	0	0	政权
regimen	0	0	0	0	0	0	0	0	0	0	养生法
regiment	0	0	0	1	0	0	0	0	0	0	团
region	0	0	0	0	0	0	0	0	0	0	地区
regional	0	0	0	0	0	0	0	0	0	0	区域性
regionalism	0	0	0	0	0	0	0	0	0	0	区域主义
register	0	0	0	0	0	0	0	0	0	0	登记
registrar	0	0	0	0	0	0	0	0	0	0	注册商
registration	0	0	0	0	0	0	0	0	0	0	登记
registry	0	0	0	0	0	0	0	0	0	1	登记处
regress	0	0	0	0	0	1	0	0	0	0	回归
regression	0	0	0	0	0	1	0	0	0	0	回归
regressive	0	0	0	0	0	1	1	0	0	0	倒退的
regret	0	0	0	0	0	1	0	1	0	0	后悔
regrettable	0	0	0	0	0	1	0	1	0	0	遗憾
regretted	0	0	0	0	0	1	0	1	0	0	后悔
regretting	0	0	0	0	0	1	0	1	0	0	后悔的
regular	0	0	0	0	0	0	0	0	0	0	常规的
regularity	0	1	0	0	0	0	1	0	0	1	规律性
regulars	0	0	0	0	0	0	0	0	0	0	常客
regulate	0	0	0	0	0	0	1	0	0	0	调节
regulated	0	0	0	0	0	0	0	0	0	0	受监管的
regulation	0	0	0	0	0	0	0	0	0	0	规定
regulatory	0	0	0	1	0	1	0	0	0	0	监管
regurgitation	0	0	1	0	0	0	0	0	0	0	反流
rehabilitate	0	0	0	0	0	0	1	0	0	0	恢复
rehabilitation	0	1	0	0	0	0	1	0	0	0	复原
rehearsal	0	0	0	0	0	0	0	0	0	0	排演
reign	0	0	0	0	0	0	0	0	0	0	统治
reimburse	0	0	0	0	0	0	1	0	0	0	补偿
reimbursement	0	0	0	0	0	0	1	0	0	1	报销
rein	0	0	0	0	0	1	0	0	0	0	缰绳
reindeer	0	0	0	0	0	0	0	0	0	0	驯鹿
reinforce	0	0	0	0	0	0	0	0	0	0	加强
reinforcement	0	0	0	0	0	0	1	0	0	1	加强
reinforcements	0	0	0	0	0	0	0	0	0	1	增援
reins	0	0	0	0	0	0	0	0	0	0	缰绳
reinstall	0	0	0	0	0	0	0	0	0	0	重新安装
reinstate	0	0	0	0	0	0	1	0	0	0	恢复
reinstatement	0	0	0	0	0	0	0	0	0	0	复职
reinvest	0	0	0	0	0	0	0	0	0	0	再投资
reinvestment	0	0	0	0	0	0	0	0	0	0	再投资
reiterate	0	0	0	0	0	0	0	0	0	0	重申
reject	1	0	0	1	0	1	0	1	0	0	拒绝
rejected	0	0	0	0	0	1	0	0	0	0	被拒绝
rejection	1	0	1	1	0	1	0	1	0	0	拒绝
rejects	1	0	0	1	0	1	0	1	0	0	拒绝
rejoice	0	1	0	0	1	0	1	0	1	1	麾
rejoicing	0	1	0	0	1	0	1	0	1	0	欣喜若狂
rejoin	0	0	0	0	0	0	0	0	0	0	重新加入
rejuvenate	0	0	0	0	0	0	1	0	0	0	恢复活力
rejuvenated	0	0	0	0	0	0	1	0	0	0	焕然一新
rekindle	0	1	0	1	1	1	1	0	1	0	重新点燃
relapse	0	0	0	1	0	1	0	1	0	0	复发
relate	0	0	0	0	0	0	0	0	0	0	涉及
related	0	0	0	0	0	0	0	0	0	1	有关的
relation	0	0	0	0	0	0	0	0	0	0	关系
relationship	0	0	0	0	0	0	0	0	0	0	关系
relative	0	0	0	0	0	0	0	0	0	1	相对的
relativity	0	0	0	0	0	0	0	0	0	0	相对论
relaxant	0	0	0	0	0	0	0	0	0	0	松弛剂
relaxation	0	0	0	0	0	0	1	0	0	0	松弛
relaxed	0	0	0	0	0	0	0	0	0	0	轻松
relay	0	0	0	0	0	0	0	0	0	0	中继
release	0	0	0	0	0	0	0	0	0	0	发布
released	0	0	0	0	0	0	0	0	0	0	发布
relegation	0	0	0	0	0	1	0	0	0	0	降级
relevancy	0	0	0	0	0	0	0	0	0	0	关联
relevant	0	0	0	0	0	0	1	0	0	1	相关的
reliability	0	0	0	0	0	0	1	0	0	1	可靠性
reliable	0	0	0	0	0	0	1	0	0	1	可靠的
reliance	0	0	0	0	0	0	1	0	0	1	依赖
relic	0	0	0	0	0	0	0	0	0	0	遗迹
relics	0	0	0	0	0	0	0	1	0	0	遗物
relief	0	0	0	0	0	0	1	0	0	0	宽慰
relieving	0	0	0	0	0	0	1	0	0	0	缓解
religion	0	0	0	0	0	0	0	0	0	1	宗教
religious	0	0	0	0	0	0	0	0	0	0	宗教的
relinquish	0	0	0	0	0	1	0	0	0	0	放弃
relish	0	0	0	0	0	0	0	0	0	0	津津乐道
reluctance	0	0	0	0	0	0	0	0	0	0	不情愿
reluctant	0	0	0	1	0	1	0	0	0	0	不情愿的
remainder	0	0	0	0	0	0	0	0	0	0	余
remaining	0	0	0	0	0	0	0	0	0	0	其余的
remains	0	0	1	1	0	1	1	0	0	1	遗迹
remake	0	0	0	0	0	0	1	0	0	0	翻拍
remand	1	0	0	0	0	1	0	0	0	0	归还
remark	0	0	0	0	0	0	0	0	0	0	评论
remarkable	0	0	0	0	1	0	1	0	1	1	卓越
remarkably	0	0	0	0	0	0	1	0	0	0	显着
remedial	0	0	0	0	0	1	0	0	0	0	补救的
remedy	0	1	0	0	1	0	1	0	0	1	补救
remember	0	0	0	0	0	0	0	0	0	0	记住
remembered	0	0	0	0	0	0	0	0	0	0	记得
remembering	0	0	0	0	0	0	0	0	0	0	记住
remembrance	0	0	0	0	0	0	0	0	0	0	纪念
remind	0	0	0	0	0	0	0	0	0	0	提醒
reminder	0	0	0	0	0	0	0	0	0	0	提醒
remiss	1	0	1	0	0	1	0	1	0	0	疏忽
remission	0	0	0	0	0	0	1	0	0	0	缓解
remit	0	0	0	0	0	0	0	0	0	0	汇
remittance	0	0	0	0	0	0	0	0	0	0	汇款
remnant	0	0	0	0	0	0	0	0	0	0	剩
remodel	0	0	0	0	0	0	1	0	0	0	改造
remorse	0	0	0	0	0	1	0	1	0	0	悔恨
remote	0	0	0	0	0	0	0	0	0	0	偏僻的
remoteness	0	0	0	0	0	0	0	0	0	0	偏远
removal	0	0	0	0	0	1	0	0	0	0	移动
remove	1	0	0	1	0	1	0	1	0	0	消除
remuneration	0	0	0	0	0	0	0	0	0	0	报酬
renaissance	0	0	0	0	0	0	1	0	0	0	再生
rencontre	0	0	0	0	0	1	0	0	0	0	反抗
rend	0	0	0	0	0	1	0	0	0	0	撕裂
render	0	0	0	0	0	0	1	0	0	0	使成为
rendering	0	0	0	0	0	0	0	0	0	0	渲染
rendezvous	0	0	0	0	0	0	0	0	0	0	会合
rendition	0	0	0	0	0	0	0	0	0	0	演绎
renegade	1	0	0	0	0	1	0	0	0	0	叛徒
renewal	0	0	0	0	0	0	1	0	0	0	更新
renounce	1	0	0	0	0	1	0	0	0	0	放弃
renovate	0	1	0	0	0	0	1	0	0	0	翻新
renovated	0	0	0	0	0	0	0	0	0	0	装修
renovation	0	1	0	0	1	0	1	0	0	0	装修
renown	0	0	0	0	0	0	1	0	0	0	名声
renowned	0	0	0	0	0	0	1	0	0	0	著名的
rent	0	0	0	0	0	0	0	0	0	0	租
rental	0	0	0	0	0	0	0	0	0	0	出租
renter	0	0	0	0	0	0	0	0	0	0	承租人
renunciation	0	0	0	0	0	1	0	0	0	0	放弃
reorganization	0	0	0	0	0	0	0	0	0	0	重组
reorganize	0	0	0	0	0	0	1	0	0	0	改组
repair	0	0	0	0	0	0	0	0	0	0	修理
reparation	0	0	0	0	0	0	1	0	0	1	赔偿
repay	1	1	0	0	1	0	1	0	0	1	偿还
repayment	0	0	0	0	0	0	0	0	0	0	还款
repeal	0	0	0	0	0	0	0	0	0	0	废除
repeat	0	0	0	0	0	0	0	0	0	0	重复
repeated	0	0	0	0	0	0	0	0	0	0	重复
repeatedly	0	0	0	0	0	0	0	0	0	0	反复
repeater	0	0	0	0	0	0	0	0	0	0	中继器
repellant	0	0	1	1	0	1	0	0	0	0	驱虫剂
repellent	1	0	1	1	0	1	0	0	0	0	驱虫剂
repelling	0	0	1	0	0	1	0	0	0	0	排斥
repent	0	0	0	1	0	0	1	0	0	0	悔改
repentance	0	0	0	0	0	0	0	0	0	0	悔改
repertoire	0	0	0	0	0	0	0	0	0	0	曲目
repertory	0	0	0	0	0	0	0	0	0	0	剧目
repetition	0	0	0	0	0	0	0	0	0	0	重复
replace	0	0	0	0	0	0	0	0	0	0	代替
replacement	0	0	0	0	0	0	0	0	0	0	替代品
replenish	0	0	0	0	0	0	1	0	0	0	补充
replete	0	0	0	0	0	0	1	0	0	0	充满
replication	0	0	0	0	0	0	0	0	0	0	复制
reply	0	0	0	0	0	0	0	0	0	0	回复
report	0	0	0	0	0	0	0	0	0	0	报告
reported	0	0	0	0	0	0	0	0	0	0	报道
reporter	0	0	0	0	0	0	1	0	0	1	记者
repose	0	0	0	0	0	0	1	0	0	0	休息
reposition	0	0	0	0	0	0	0	0	0	0	复位
repository	0	0	0	0	0	0	0	0	0	0	存储库
representation	0	0	0	0	0	0	0	0	0	0	表示
representative	0	0	0	0	0	0	0	0	0	0	代表
represented	0	0	0	0	0	0	1	0	0	0	代表
representing	0	1	0	0	0	0	0	0	0	0	代表
repress	0	0	0	0	0	1	0	1	0	0	抑
repressed	0	0	0	0	0	0	0	0	0	0	压抑
repression	0	0	0	1	0	1	0	0	0	0	抑制
reprieve	0	0	0	0	0	0	0	0	0	0	缓刑
reprimand	1	0	0	0	0	1	0	0	0	0	惩戒
reprint	0	0	0	0	0	1	0	0	0	0	重印
reprisal	1	0	0	1	0	1	0	1	0	0	报复
reprise	0	0	0	0	0	0	0	0	0	0	重复
reproach	1	0	1	0	0	1	0	1	0	0	责备
reproduce	0	0	0	0	0	0	0	0	0	0	复制
reproduction	0	0	0	0	0	0	0	0	0	0	再生产
reproductive	0	0	0	0	1	0	1	0	0	0	生殖
reptile	0	0	0	0	0	0	0	0	0	0	爬虫
republic	0	0	0	0	0	1	0	0	0	0	共和国
republican	0	0	0	0	0	0	0	0	0	0	共和党人
repudiation	1	0	1	0	0	1	0	0	0	0	否认
repulsion	0	0	1	1	0	1	0	0	0	0	排斥力
repurchase	0	0	0	0	0	0	0	0	0	0	回购
reputable	0	0	0	0	0	0	1	0	0	1	有信誉的
reputation	0	0	0	0	0	0	0	0	0	0	名声
repute	0	0	0	0	0	0	0	0	0	0	声誉
request	0	0	0	0	0	0	0	0	0	0	要求
requiem	0	0	0	0	0	0	0	1	0	0	安魂曲
required	0	0	0	0	0	0	0	0	0	0	必需的
requirement	0	0	0	0	0	0	0	0	0	0	要求
requisite	0	0	0	0	0	0	0	0	0	0	必需的
requisition	0	0	0	0	0	0	0	0	0	0	征用
rescind	0	0	0	0	0	1	0	0	0	0	废除
rescission	0	0	0	0	0	1	0	0	0	0	撤销
rescue	0	1	0	0	1	0	1	0	1	1	救援
research	0	0	0	0	0	0	0	0	0	0	研究
resection	0	0	0	1	0	0	0	0	0	0	切除
resemblance	0	0	0	0	0	0	0	0	0	0	相似
resemble	0	0	0	0	0	0	0	0	0	0	类似
resembling	0	0	0	0	0	0	0	0	0	0	类似于
resent	1	0	0	0	0	1	0	0	0	0	怨恨
resentful	1	0	0	0	0	1	0	0	0	0	不满
resentment	1	0	1	0	0	1	0	1	0	0	怨恨
reservation	0	0	0	0	0	0	0	0	0	0	预订
reserve	0	0	0	0	0	0	1	0	0	0	预订
reserved	0	0	0	0	0	0	0	0	0	0	预订的
reserves	0	0	0	0	0	0	0	0	0	0	储备金
reservoir	0	0	0	0	0	0	0	0	0	0	水库
reside	0	0	0	0	0	0	0	0	0	0	居住
residence	0	0	0	0	0	0	0	0	0	0	住宅
residences	0	0	0	0	0	0	0	0	0	0	住宅
resident	0	0	0	0	0	0	1	0	0	0	居民
residual	0	0	0	0	0	0	0	0	0	0	剩余的
residue	0	0	0	0	0	0	0	0	0	0	残留物
resign	1	0	1	1	0	1	0	1	0	0	辞职
resignation	0	0	0	0	0	1	0	1	1	0	辞职
resigned	0	0	0	0	0	1	0	1	0	0	辞职
resilience	0	0	0	0	0	0	0	0	0	0	弹力
resilient	0	0	0	0	0	0	1	0	0	0	有弹性的
resin	0	0	0	0	0	0	0	0	0	0	树脂
resist	0	0	0	0	0	1	0	0	0	0	抵抗
resistance	1	0	0	0	0	1	0	0	0	0	反抗
resistant	0	0	0	1	0	1	0	0	0	0	抵抗的
resisting	1	0	0	1	0	1	0	1	0	0	抵抗
resistive	0	0	0	0	0	0	1	0	0	0	电阻式
resolute	0	0	0	0	0	0	0	0	0	0	坚决
resolutely	0	0	0	0	0	0	1	0	0	0	坚决地
resolution	0	0	0	0	0	0	0	0	0	0	解析度
resolve	0	0	0	0	0	0	0	0	0	0	解决
resolved	0	0	0	0	0	0	0	0	0	0	解决
resonance	0	0	0	0	0	0	0	0	0	0	谐振
resonant	0	0	0	0	0	0	0	0	0	0	共振
resonate	0	0	0	0	0	0	0	0	0	0	谐振
resonator	0	0	0	0	0	0	0	0	0	0	谐振器
resort	0	0	0	0	0	0	0	0	0	0	采取
resounding	0	0	0	0	0	0	0	0	0	0	高亢
resources	0	0	0	0	1	0	1	0	0	1	资源
respect	0	1	0	0	1	0	1	0	0	1	尊重
respectability	0	0	0	0	0	0	1	0	0	0	体面的
respectable	0	0	0	0	0	0	1	0	0	1	可敬
respected	0	0	0	0	0	0	0	0	0	0	受人尊敬
respectful	0	0	0	0	0	0	1	0	0	1	尊敬的
respecting	0	0	0	0	0	0	1	0	0	0	尊重
respective	0	0	0	0	0	0	0	0	0	0	各自
respects	0	0	0	0	0	0	1	0	0	1	尊重
respiration	0	0	0	0	0	0	0	0	0	0	呼吸
respirator	0	0	0	0	0	0	0	0	0	0	呼吸器
respite	0	0	0	0	1	0	1	0	0	1	喘息
resplendent	0	0	0	0	1	0	1	0	0	0	灿烂
respond	0	0	0	0	0	0	0	0	0	0	回应
respondent	0	0	0	0	0	0	0	0	0	0	受访者
response	0	0	0	0	0	0	0	0	0	0	回复
responsibility	0	0	0	0	0	0	0	0	0	0	责任
responsible	0	0	0	0	0	0	1	0	0	1	负责任的
responsive	0	1	0	0	0	0	1	0	0	1	反应灵敏
rest	0	0	0	0	0	0	1	0	0	0	休息
restaurant	0	0	0	0	0	0	0	0	0	0	餐厅
