English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swahili Word
tortoise	0	0	0	0	0	0	0	0	0	0	kobe
tortuous	0	0	0	0	0	0	0	0	0	0	mtesaji
torture	1	1	1	1	0	1	0	1	0	0	mateso
toss	0	0	0	0	0	0	0	0	0	0	tupa
total	0	0	0	0	0	0	0	0	0	0	jumla
totality	0	0	0	0	0	0	0	0	0	0	jumla
totally	0	0	0	0	0	0	0	0	0	0	kabisa
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	kugusa
touched	0	0	0	0	0	1	0	0	0	0	kuguswa
touching	0	0	0	0	0	0	0	0	0	0	kugusa
touchy	1	0	0	0	0	1	0	1	0	0	kugusa
tough	0	0	0	0	0	1	0	1	0	0	kali
toughness	1	0	0	1	0	0	1	0	0	1	ukakamavu
tour	0	0	0	0	0	0	0	0	0	0	ziara
tourist	0	0	0	0	0	0	0	0	0	0	mtalii
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	mashindano
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	vuta
towel	0	0	0	0	0	0	0	0	0	0	kitambaa
tower	0	0	0	0	0	0	1	0	0	0	mnara
towering	0	1	0	1	0	0	1	0	0	0	mnara
town	0	0	0	0	0	0	0	0	0	0	mji
townhouse	0	0	0	0	0	0	0	0	0	0	nyumba ya jiji
toxic	0	0	1	0	0	1	0	0	0	0	yenye sumu
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	sumu
toy	0	0	0	0	0	0	0	0	0	0	mwanasesere
trace	0	0	0	0	0	0	0	0	0	0	kufuatilia
traces	0	0	0	0	0	0	0	0	0	0	athari
trachea	0	0	0	0	0	0	0	0	0	0	trachea
tracing	0	0	0	0	0	0	0	0	0	0	kufuatilia
track	0	1	0	0	0	0	0	0	0	0	wimbo
tract	0	0	0	1	0	0	0	0	0	0	trakti
tractable	0	0	0	0	0	0	0	0	0	0	inayoweza kuambukizwa
traction	0	0	0	0	0	0	0	0	0	0	mvuto
tractor	0	0	0	0	0	0	0	0	0	0	trekta
trade	0	0	0	0	0	0	0	0	0	1	biashara
trader	0	0	0	0	0	0	0	0	0	0	mfanyabiashara
tradesman	0	0	0	0	0	0	0	0	0	0	mfanyabiashara
trading	0	0	0	0	0	0	0	0	0	0	Biashara
tradition	0	0	0	0	0	0	0	0	0	0	mila
traditional	0	0	0	0	0	0	1	0	0	0	jadi
traffic	0	0	0	0	0	0	0	0	0	0	trafiki
tragedy	0	0	0	1	0	1	0	1	0	0	msiba
tragic	0	0	0	0	0	1	0	0	0	0	ya kusikitisha
trail	0	0	0	0	0	0	0	0	0	0	njia
train	0	0	0	0	0	0	0	0	0	0	treni
trained	0	0	0	0	0	0	0	0	0	0	mafunzo
trainer	0	0	0	0	0	0	0	0	0	1	mkufunzi
training	0	0	0	0	0	0	0	0	0	0	mafunzo
trait	0	0	0	0	0	0	0	0	0	0	sifa
traitor	1	0	1	1	0	1	0	1	0	0	msaliti
trajectory	0	0	0	0	0	0	0	0	0	0	njia
tram	0	0	0	0	0	0	0	0	0	0	tramu
tramp	0	0	1	1	0	1	0	1	0	0	jambazi
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	mawazo
tranquil	0	0	0	0	1	0	1	0	0	0	utulivu
tranquility	0	0	0	0	1	0	1	0	0	1	utulivu
transact	0	0	0	0	0	0	0	0	0	0	shughuli
transaction	0	0	0	0	0	0	0	0	0	1	shughuli
transatlantic	0	0	0	0	0	0	0	0	0	0	kuvuka Atlantiki
transcendence	0	1	0	0	1	0	1	0	1	1	kuvuka mipaka
transcendent	0	0	0	0	0	0	0	0	0	0	ipitayo maumbile
transcendental	0	0	0	0	0	0	1	0	0	0	kupita maumbile
transcribe	0	0	0	0	0	0	0	0	0	0	andika
transcriber	0	0	0	0	0	0	0	0	0	0	mwandishi
transcript	0	0	0	0	0	0	0	0	0	1	nakala
transcription	0	0	0	0	0	0	0	0	0	0	unukuzi
transfer	0	0	0	0	0	0	0	0	0	0	uhamisho
transference	0	0	0	0	0	0	0	0	0	0	uhamisho
transferred	0	0	0	0	0	0	0	0	0	0	kuhamishwa
transfixed	0	0	0	0	0	0	0	0	0	0	kubadilishwa
transform	0	0	0	0	0	0	0	0	0	0	kubadilisha
transformation	0	0	0	0	0	0	0	0	0	0	mabadiliko
transfusion	0	0	0	0	0	0	0	0	0	0	kutiwa damu mishipani
transgression	0	0	0	0	0	1	0	0	0	0	uvunjaji sheria
transient	0	0	0	0	0	0	0	0	0	0	ya muda mfupi
transit	0	0	0	0	0	0	0	0	0	0	usafiri
transition	0	0	0	0	0	0	0	0	0	0	mpito
transitional	0	1	0	0	0	0	0	0	0	0	ya mpito
transitive	0	0	0	0	0	0	0	0	0	0	mpito
transitory	0	0	0	0	0	0	0	0	0	0	mpito
translate	0	0	0	0	0	0	0	0	0	0	kutafsiri
translation	0	0	0	0	0	0	0	0	0	1	tafsiri
translocation	0	0	0	0	0	0	0	0	0	0	uhamisho
translucent	0	0	0	0	0	0	0	0	0	0	inayong'aa
transmission	0	0	0	0	0	0	0	0	0	0	uambukizaji
transmit	0	0	0	0	0	0	0	0	0	0	sambaza
transmutation	0	0	0	0	0	0	0	0	0	0	ubadilishaji
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	uwazi
transparent	0	0	0	0	0	0	0	0	0	0	uwazi
transplant	0	0	0	0	0	0	0	0	0	0	kupandikiza
transplantation	0	0	0	0	0	0	0	0	0	0	upandikizaji
transport	0	0	0	0	0	0	0	0	0	0	usafiri
transportation	0	0	0	0	0	0	0	0	0	0	usafiri
transpose	0	0	0	0	0	0	0	0	0	0	transpose
transposition	0	0	0	0	0	0	0	0	0	0	uhamishaji
transverse	0	0	0	0	0	0	0	0	0	0	kupita
trap	0	0	0	0	0	0	0	0	0	0	mtego
trapping	0	0	0	0	0	0	0	0	0	0	utegaji
trappings	0	0	0	0	0	1	0	0	0	0	mitego
traps	0	0	0	0	0	1	0	0	0	0	mitego
trash	0	0	1	0	0	1	0	1	0	0	takataka
trashy	0	0	1	0	0	1	0	0	0	0	takataka
traumatic	1	0	0	1	0	1	0	1	0	0	kiwewe
travail	0	0	0	0	0	1	0	0	0	0	uchungu
travel	0	0	0	0	0	0	0	0	0	0	kusafiri
traveler	0	0	0	0	0	0	0	0	0	0	msafiri
traveling	0	0	0	0	0	0	1	0	0	0	Safiri
traverse	0	0	0	0	0	0	0	0	0	0	pita
travesty	0	0	1	1	0	1	0	1	0	0	uzembe
trawl	0	0	0	0	0	0	0	0	0	0	trawl
trawler	0	0	0	0	0	0	0	0	0	0	trela
tray	0	0	0	0	0	0	0	0	0	0	trei
treacherous	1	0	1	1	0	1	0	0	0	0	wasaliti
treachery	1	0	0	1	0	1	0	1	1	0	usaliti
tread	0	0	0	0	0	0	0	0	0	0	kukanyaga
treadmill	0	1	0	0	0	0	0	0	0	0	kinu
treason	1	0	1	1	0	1	0	0	1	0	uhaini
treasure	0	1	0	0	1	0	1	0	0	1	hazina
treasurer	0	0	0	0	0	0	0	0	0	1	mweka hazina
treasury	0	0	0	0	0	0	0	0	0	0	hazina
treat	1	1	1	1	1	1	1	1	1	1	kutibu
treatise	0	0	0	0	0	0	0	0	0	0	risala
treatment	0	0	0	0	0	0	0	0	0	0	matibabu
treaty	0	0	0	0	0	0	0	0	0	0	mkataba
treble	0	0	0	0	0	0	0	0	0	0	treble
tree	1	1	1	0	1	0	1	0	1	1	mti
trek	0	0	0	0	0	0	0	0	0	0	safari
trellis	0	0	0	0	0	0	0	0	0	0	trellis
tremble	0	0	0	0	0	0	0	0	0	0	tetemeka
trembling	0	0	0	1	0	1	0	0	0	0	kutetemeka
tremendous	0	0	0	0	0	0	0	0	0	0	kubwa
tremendously	0	0	0	0	0	0	1	0	0	0	kwa kiasi kikubwa
tremor	1	1	0	1	0	1	0	1	0	0	tetemeko
trench	0	0	0	0	0	0	0	0	0	0	mtaro
trend	0	0	0	0	0	0	1	0	0	0	mwenendo
trending	0	0	0	0	0	0	0	0	0	0	inayovuma
trendy	0	0	0	0	0	0	1	0	0	0	mtindo
trepidation	0	1	0	1	0	1	0	0	1	0	woga
trespass	1	0	0	0	0	1	0	0	0	0	kosa
triad	0	0	0	0	0	0	0	0	0	0	utatu
triangle	0	0	0	0	0	0	0	0	0	0	pembetatu
triangular	0	0	0	0	0	0	0	0	0	0	pembetatu
tribe	0	0	0	0	0	0	0	0	0	1	kabila
tribulation	0	0	0	1	0	1	0	1	0	0	dhiki
tribunal	0	1	1	1	0	1	0	0	0	1	mahakama
tribune	0	0	0	0	0	0	0	0	0	1	mkuu wa jeshi
tributary	0	1	0	0	0	0	1	0	0	0	tawimto
tribute	0	0	0	0	0	0	1	0	0	0	heshima
trick	0	0	0	0	0	1	0	0	1	0	hila
trickery	1	0	1	1	0	1	0	1	1	0	hila
trickle	0	0	0	0	0	0	0	0	0	0	cheza
tricky	0	0	0	0	0	0	0	0	0	0	gumu
tricycle	0	0	0	0	0	0	0	0	0	0	baiskeli ya magurudumu matatu
trident	0	0	0	0	0	0	0	0	0	0	tatu
trifle	0	0	0	0	0	1	0	0	0	0	dogo
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	kichochezi
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometry
trillion	0	0	0	0	0	0	0	0	0	0	trilioni
trim	0	0	0	0	0	0	0	0	0	0	punguza
trimmer	0	0	0	0	0	0	0	0	0	0	trimmer
trimming	0	0	0	0	0	0	0	0	0	0	kupunguza
trine	0	0	0	0	0	0	0	0	0	0	trine
trinity	0	0	0	0	0	0	0	0	0	0	utatu
trio	0	0	0	0	0	0	0	0	0	0	watatu
trip	0	0	0	0	0	0	0	0	1	0	safari
tripartite	0	0	0	0	0	0	0	0	0	0	pande tatu
triple	0	0	0	0	0	0	0	0	0	0	mara tatu
triplet	0	0	0	0	0	0	0	0	0	0	triplet
triplicate	0	0	0	0	0	0	0	0	0	0	mara tatu
tripod	0	0	0	0	0	0	0	0	0	0	tripod
tripping	1	0	0	0	0	1	0	1	0	0	kujikwaa
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	ushindi
triumphant	0	1	0	0	1	0	1	0	0	1	mshindi
troll	1	0	0	1	0	1	0	0	0	0	troli
trolley	0	0	0	0	0	0	0	0	0	0	kitoroli
trombone	0	0	0	0	0	0	0	0	0	0	trombone
troop	0	0	0	0	0	0	0	0	0	0	jeshi
trooper	0	0	0	0	0	0	0	0	0	0	askari
troops	0	0	0	0	0	0	0	0	0	0	askari
trophy	0	1	0	0	1	0	1	0	1	1	nyara
tropical	0	0	0	0	0	0	0	0	0	0	kitropiki
trot	0	0	0	0	0	0	0	0	0	0	troti
troublesome	1	0	0	1	0	1	0	0	0	0	yenye matatizo
trough	0	0	0	0	0	0	0	0	0	0	kupitia nyimbo
troupe	0	0	0	0	0	0	0	0	0	0	kundi
trousers	0	0	0	0	0	0	0	0	0	0	suruali
trout	0	0	0	0	0	0	0	0	0	0	samaki aina ya trout
trowel	0	0	0	0	0	0	0	0	0	0	mwiko
truce	0	0	0	0	1	0	1	0	0	1	makubaliano
truck	0	0	0	0	0	0	0	0	0	1	lori
true	0	0	0	0	1	0	1	0	0	1	kweli
truism	0	0	0	0	0	0	0	0	0	0	ukweli
trump	0	0	0	0	0	0	0	0	1	0	mbiu
trumpet	0	0	0	0	0	1	0	0	0	0	tarumbeta
trumpeter	0	0	0	0	0	0	0	0	0	0	mpiga tarumbeta
truncate	0	0	0	0	0	0	0	0	0	0	punguza
truncated	0	0	0	0	0	0	0	0	0	0	kupunguzwa
trundle	0	0	0	0	0	0	0	0	0	0	shindano
trunk	0	0	0	0	0	0	0	0	0	0	shina
truss	0	0	0	0	0	0	0	0	0	1	truss
trust	0	0	0	0	0	0	0	0	0	1	uaminifu
trustee	0	0	0	0	0	0	0	0	0	1	mdhamini
trusty	0	0	0	0	0	0	1	0	0	0	mwaminifu
truth	0	0	0	0	0	0	1	0	0	1	ukweli
truthful	0	0	0	0	0	0	0	0	0	1	mkweli
truthfulness	0	0	0	0	0	0	1	0	0	1	ukweli
tryout	0	0	0	0	0	0	0	0	0	0	jaribu
tub	0	0	0	0	0	0	0	0	0	0	tub
tube	0	0	0	0	0	0	0	0	0	0	bomba
tubular	0	0	0	0	0	0	0	0	0	0	tubular
tubule	0	0	0	0	0	0	0	0	0	0	tubule
tuck	0	0	0	0	0	0	0	0	0	0	weka
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	tufted
tug	0	0	0	0	0	0	0	0	0	0	kuvuta
tuition	0	0	0	0	0	0	0	0	0	0	masomo
tulip	0	0	0	0	0	0	0	0	0	0	tulip
tumble	0	0	0	0	0	1	0	0	0	0	anguka
tumbler	0	0	0	0	0	0	0	0	0	0	bilauri
tumor	0	0	0	1	0	1	0	0	0	0	uvimbe
tumour	0	0	0	1	0	1	0	1	0	0	uvimbe
tumult	1	0	0	1	0	1	0	0	1	0	ghasia
tumultuous	1	0	0	1	0	1	0	0	0	0	wenye misukosuko
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	inaweza kutumika
tune	0	0	0	0	0	0	0	0	0	0	wimbo
tunic	0	0	0	0	0	0	0	0	0	0	kanzu
tuning	0	0	0	0	0	0	0	0	0	0	kurekebisha
tunnel	0	0	0	0	0	0	0	0	0	0	handaki
turban	0	0	0	0	0	0	0	0	0	0	kilemba
turbidity	0	0	0	0	0	0	0	0	0	0	tope
turbine	0	0	0	0	0	0	0	0	0	0	turbine
turbulence	1	0	0	1	0	1	0	0	0	0	mtikisiko
turbulent	0	0	0	1	0	1	0	0	0	0	yenye misukosuko
turf	0	0	0	0	0	0	0	0	0	0	turf
turmeric	0	0	0	0	0	0	0	0	0	0	manjano
turmoil	1	0	0	1	0	1	0	1	0	0	mtikisiko
turn	0	0	0	0	0	0	0	0	0	0	kugeuka
turning	0	0	0	0	0	0	0	0	0	0	kugeuka
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	turnpike
turntable	0	0	0	0	0	0	0	0	0	0	turntable
turquoise	0	0	0	0	0	0	0	0	0	0	turquoise
turret	0	0	0	0	0	0	0	0	0	0	turret
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	mzozo
tutelage	0	0	0	0	0	0	1	0	0	1	mafunzo
tutor	0	0	0	0	0	0	1	0	0	0	mwalimu
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	kumi na mbili
twelve	0	0	0	0	0	0	0	0	0	0	kumi na mbili
twentieth	0	0	0	0	0	0	0	0	0	0	ya ishirini
twenty	0	0	0	0	0	0	0	0	0	0	ishirini
twig	0	0	0	0	0	0	0	0	0	0	tawi
twilight	0	0	0	0	0	0	0	0	0	0	jioni
twill	0	0	0	0	0	0	0	0	0	0	twill
twin	0	0	0	0	0	0	1	0	0	0	pacha
twine	0	0	0	0	0	0	0	0	0	0	twine
twinkle	0	1	0	0	1	0	1	0	0	0	kufumba na kufumbua
twins	0	0	0	0	0	0	0	0	0	0	mapacha
twist	0	0	0	0	0	0	0	0	0	0	twist
twisted	0	0	0	0	0	0	0	0	0	0	iliyosokotwa
twitch	0	0	0	0	0	1	0	0	0	0	kutetemeka
twofold	0	0	0	0	0	0	0	0	0	0	mara mbili
tycoon	0	0	0	0	0	0	0	0	0	0	tajiri
type	0	0	0	0	0	0	0	0	0	0	aina
typewriter	0	0	0	0	0	0	0	0	0	0	taipureta
typhoon	0	0	0	1	0	1	0	0	0	0	kimbunga
typically	0	0	0	0	0	0	0	0	0	0	kawaida
typist	0	0	0	0	0	0	0	0	0	0	chapa
typography	0	0	0	0	0	0	0	0	0	0	uchapaji
tyrannical	1	0	1	1	0	1	0	0	0	0	dhalimu
tyranny	0	0	0	1	0	1	0	1	0	0	udhalimu
tyrant	1	0	1	1	0	1	0	1	0	0	jeuri
tyre	0	0	0	0	0	0	0	0	0	0	tairi
ubiquitous	0	0	0	0	0	0	0	0	0	0	kila mahali
ubiquity	0	0	0	0	0	0	0	0	0	0	kila mahali
ugliness	0	0	1	1	0	1	0	1	0	0	ubaya
ugly	0	0	1	0	0	1	0	0	0	0	mbaya
ulcer	1	0	1	1	0	1	0	1	0	0	kidonda
ulterior	0	0	0	0	0	1	0	0	0	0	ya juu
ultimate	0	1	0	0	0	0	0	1	0	0	mwisho
ultimately	0	1	0	0	0	0	1	0	0	0	hatimaye
ultimatum	1	0	0	1	0	1	0	0	0	0	kauli ya mwisho
ultimo	0	0	0	0	0	0	0	0	0	0	mwisho
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraviolet
umbilical	0	0	0	0	0	0	0	0	0	0	kitovu
umbra	0	0	0	0	0	0	0	0	0	0	mwavuli
umbrella	0	0	0	0	0	0	0	0	0	0	mwavuli
umpire	0	0	0	0	0	0	1	0	0	1	mwamuzi
unabashed	0	0	0	0	0	0	0	0	0	0	bila aibu
unabated	0	0	0	0	0	0	0	0	0	0	bila kupunguzwa
unable	0	0	0	0	0	1	0	1	0	0	haiwezi
unacceptable	0	0	0	0	0	1	0	1	0	0	haikubaliki
unaccompanied	0	0	0	0	0	0	0	0	0	0	bila kusindikizwa
unaccountable	0	1	1	0	0	1	0	1	0	1	kutowajibika
unacknowledged	0	0	0	0	0	0	0	1	0	0	bila kutambuliwa
unadulterated	0	0	0	0	0	0	0	0	0	0	isiyoghoshiwa
unaided	0	0	0	0	0	0	0	0	0	0	bila kusaidiwa
unaltered	0	0	0	0	0	0	0	0	0	0	haijabadilishwa
unambiguous	0	0	0	0	0	0	0	0	0	0	isiyo na utata
unanimity	0	0	0	0	0	0	1	0	0	0	umoja
unanimous	0	0	0	0	0	0	1	0	0	0	kwa kauli moja
unanimously	0	0	0	0	0	0	0	0	0	0	kwa kauli moja
unanticipated	0	0	0	0	0	0	0	0	1	0	bila kutarajiwa
unapproved	0	0	0	0	0	1	0	0	0	0	haijaidhinishwa
unarmed	0	0	0	0	0	0	0	0	0	0	wasio na silaha
unassisted	0	0	0	0	0	0	0	0	0	0	bila kusaidiwa
unassuming	0	0	0	0	0	0	1	0	0	0	asiye na kiburi
unattached	0	0	0	0	0	1	0	0	0	0	isiyoambatanishwa
unattainable	1	0	0	0	0	1	0	1	0	0	isiyoweza kufikiwa
unattended	0	0	0	0	0	0	0	0	0	0	bila kushughulikiwa
unattractive	0	0	1	0	0	1	0	1	0	0	isiyovutia
unauthorized	0	0	0	0	0	1	0	0	0	0	isiyoidhinishwa
unavoidable	0	0	0	0	0	1	0	0	0	0	isiyoepukika
unaware	0	0	0	0	0	1	0	0	0	0	bila kujua
unbalanced	0	0	0	0	0	0	0	0	0	0	isiyo na usawa
unbearable	0	0	1	0	0	1	0	1	0	0	isiyovumilika
unbeaten	0	1	0	0	1	1	1	1	1	0	bila kushindwa
unbelief	0	0	0	0	0	1	0	0	0	0	kutoamini
unbelievable	0	0	0	0	0	1	0	0	0	0	isiyoaminika
unbiased	0	0	0	0	0	0	1	0	0	0	bila upendeleo
unborn	0	0	0	0	0	1	0	0	0	0	ambaye hajazaliwa
unbound	0	0	0	0	0	0	0	0	0	0	bila kufungwa
unbounded	0	0	0	0	0	0	0	0	0	0	isiyo na mipaka
unbreakable	0	0	0	0	0	0	1	0	0	0	isiyoweza kuvunjika
unbridled	1	1	0	1	0	1	1	0	1	0	isiyodhibitiwa
unbroken	0	0	0	0	0	0	1	0	0	1	isiyovunjika
uncanny	0	0	0	1	0	1	0	0	1	0	isiyo ya kawaida
uncaring	1	0	1	0	0	1	0	1	0	0	kutojali
uncertain	1	0	1	1	0	1	0	0	1	0	kutokuwa na uhakika
uncertainty	0	0	0	0	0	0	0	0	0	0	kutokuwa na uhakika
unchallenged	0	0	0	0	0	0	0	0	0	0	bila kupingwa
unchangeable	0	0	0	0	0	1	0	0	0	0	isiyobadilika
unchanged	0	0	0	0	0	0	0	0	0	0	bila kubadilika
unclaimed	0	0	0	0	0	0	0	0	0	0	haijadaiwa
uncle	0	0	0	0	0	0	0	0	0	0	mjomba
unclean	0	0	1	0	0	1	0	0	0	0	najisi
uncomfortable	0	0	0	0	0	1	0	0	0	0	wasiwasi
uncommon	0	0	0	0	0	0	0	0	0	0	isiyo ya kawaida
uncommonly	0	0	0	0	0	0	0	0	0	0	isiyo ya kawaida
uncompromising	0	0	0	0	0	0	0	0	0	0	bila maelewano
unconcerned	0	0	0	0	0	0	0	0	0	0	bila kujali
unconfirmed	0	0	0	0	0	0	0	0	0	0	haijathibitishwa
unconnected	0	0	0	0	0	0	0	0	0	0	haijaunganishwa
unconscionable	0	0	1	0	0	1	0	0	0	0	asiye na fahamu
unconscious	0	0	0	0	0	1	0	0	0	0	kupoteza fahamu
unconsciousness	0	0	0	0	0	0	0	0	0	0	kupoteza fahamu
unconstitutional	0	0	0	0	0	1	0	0	0	0	kinyume na katiba
unconstrained	0	0	0	0	1	0	1	0	0	0	bila vikwazo
uncontested	0	0	0	0	0	0	0	0	0	0	bila kupingwa
uncontrollable	1	1	0	0	0	1	0	0	1	0	isiyoweza kudhibitiwa
uncontrolled	0	0	0	0	0	1	0	0	0	0	isiyodhibitiwa
unconventional	0	0	0	0	0	0	0	0	0	0	isiyo ya kawaida
unconvinced	0	0	0	0	0	0	0	0	0	0	bila kushawishika
uncooked	0	0	0	0	0	0	0	0	0	0	isiyopikwa
uncorrelated	0	0	0	0	0	0	0	0	0	0	isiyo na uhusiano
uncover	0	0	0	0	0	0	0	0	1	0	funua
uncritical	0	0	0	0	0	0	0	0	0	0	isiyo ya kukosoa
uncut	0	0	0	0	0	0	0	0	0	0	isiyokatwa
undecided	0	1	0	1	0	1	0	0	0	0	bila kuamua
undefined	0	0	0	0	0	0	0	0	0	0	isiyofafanuliwa
undeniable	0	0	0	0	0	0	0	0	0	0	isiyopingika
undercover	0	0	0	0	0	0	0	0	0	0	siri
undercurrent	0	0	0	0	0	0	0	0	0	0	mkondo wa chini
underestimate	0	0	0	0	0	0	0	0	1	0	dharau
undergo	0	0	0	0	0	0	0	0	0	0	kupitia
undergraduate	0	0	0	0	0	0	0	0	0	0	shahada ya kwanza
underground	0	0	0	0	0	0	0	0	0	0	chini ya ardhi
underlie	0	0	0	0	0	0	0	0	0	0	msingi
underline	0	0	0	0	0	0	1	0	0	0	pigia mstari
undermined	0	0	0	0	0	1	0	0	0	0	kudhoofishwa
underneath	0	0	0	0	0	0	0	0	0	0	chini
underpaid	1	0	0	0	0	1	0	1	0	0	kulipwa kidogo
underpants	0	0	0	0	0	0	0	0	0	0	suruali ya ndani
underscore	0	0	0	0	0	0	0	0	0	0	kusisitiza
undersized	0	0	0	0	0	1	0	0	0	0	chini ya ukubwa
understanding	0	0	0	0	0	0	1	0	0	1	ufahamu
understood	0	0	0	0	0	0	0	0	0	0	kueleweka
undertake	0	0	0	0	0	0	0	0	0	0	fanya
undertaker	0	0	0	0	0	0	0	1	0	0	mzishi
undertaking	0	1	0	0	0	0	0	0	0	0	kufanya
underwood	0	0	0	0	0	0	0	0	0	0	chini ya mbao
underwrite	0	0	0	0	0	0	1	0	0	1	andika chini
underwriter	0	0	0	0	0	0	0	0	0	0	mwandishi wa chini
undeserved	0	0	0	0	0	0	0	0	0	0	wasiostahili
undesirable	1	0	1	1	0	1	0	1	0	0	isiyohitajika
undesired	0	0	0	0	0	1	0	1	0	0	zisizohitajika
undeveloped	0	0	0	0	0	0	0	0	0	0	haijaendelezwa
undirected	0	0	0	0	0	0	0	0	0	0	isiyoelekezwa
undisclosed	0	1	0	0	0	0	0	0	0	0	haijafichuliwa
undiscovered	0	0	0	0	0	0	0	0	1	0	haijagunduliwa
undisputed	0	0	0	0	0	0	0	0	0	0	bila ubishi
undisturbed	0	0	0	0	0	0	0	0	0	0	bila kusumbuliwa
undivided	0	0	0	0	0	0	1	0	0	0	haijagawanywa
undo	0	0	0	0	0	1	0	0	0	0	tengua
undoing	0	0	0	0	0	0	0	0	0	0	kutengua
undoubted	0	1	1	0	0	0	0	0	0	0	bila shaka
undress	0	0	0	0	0	0	0	0	0	0	vua nguo
undressed	0	0	0	0	0	0	0	0	0	0	kumvua nguo
undue	0	0	0	0	0	0	0	0	0	0	yasiyofaa
undying	0	1	0	0	1	0	1	1	0	1	isiyokufa
unearned	0	0	0	0	0	0	0	0	0	0	haijapata
unearth	0	0	0	0	0	0	0	0	0	0	fukua
uneasiness	0	1	0	0	0	1	0	1	0	0	kutokuwa na utulivu
uneasy	0	0	1	1	0	1	0	0	0	0	wasiwasi
uneducated	0	0	0	0	0	1	0	1	0	0	wasio na elimu
unemployed	0	0	0	1	0	1	0	1	0	0	wasio na ajira
unencumbered	0	0	0	0	0	0	0	0	0	0	bila kubanwa
unending	0	0	0	0	0	0	0	0	0	0	isiyo na mwisho
unequal	1	0	1	1	0	1	0	1	0	0	zisizo sawa
unequalled	0	0	0	0	0	0	0	0	0	0	isiyo na kifani
unequivocal	0	0	0	0	0	0	0	0	0	1	isiyo na shaka
unequivocally	0	0	0	0	0	0	1	0	0	0	bila shaka
uneven	0	0	0	0	0	1	0	0	0	0	kutofautiana
uneventful	0	0	0	0	0	0	0	0	0	0	isiyo na matukio
unexpected	0	1	0	1	1	1	1	0	1	0	zisizotarajiwa
unexpectedly	0	0	0	0	0	0	0	0	1	0	bila kutarajia
unexplained	0	1	0	0	0	1	0	1	0	0	isiyoelezeka
unexplored	0	0	0	0	0	0	0	0	0	0	haijachunguzwa
unfailing	0	0	0	0	0	0	0	0	0	0	isiyoshindikana
unfair	1	0	1	0	0	1	0	1	0	0	haki
unfairness	1	0	0	0	0	1	0	1	0	0	ukosefu wa haki
unfaithful	0	0	1	0	0	1	0	0	0	0	wasio mwaminifu
unfamiliar	0	0	0	0	0	0	0	0	0	0	isiyojulikana
unfavorable	0	0	1	0	0	1	0	1	0	0	isiyofaa
unfettered	0	0	0	0	0	0	0	0	0	0	isiyo na vikwazo
unfinished	0	0	0	0	0	1	0	0	0	0	haijakamilika
unflinching	0	0	0	0	0	0	0	0	0	0	isiyoyumba
unfold	0	1	0	0	0	0	1	0	0	0	funua
unforeseen	0	0	0	0	0	0	0	0	1	0	zisizotarajiwa
unforgiving	1	0	0	0	0	1	0	1	0	0	kutosamehe
unfortunate	0	0	0	0	0	1	0	1	0	0	bahati mbaya
unfriendly	1	0	1	1	0	1	0	1	0	0	wasio na urafiki
unfulfilled	1	1	0	0	0	1	0	1	1	0	haijatimizwa
unfurnished	0	0	0	0	0	1	0	0	0	0	bila samani
ungodly	0	0	0	0	0	1	0	1	0	0	wasiomcha Mungu
ungrateful	1	0	1	0	0	1	0	0	0	0	wasio na shukrani
unguarded	0	0	0	0	0	0	0	0	1	0	bila kulindwa
unhappiness	0	0	0	0	0	1	0	1	0	0	kutokuwa na furaha
unhappy	1	0	1	0	0	1	0	1	0	0	kutokuwa na furaha
unharmed	0	0	0	0	0	0	0	0	0	0	bila kudhurika
unhealthy	0	0	1	1	0	1	0	1	0	0	isiyo na afya
