English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Samoan Word
tomb	0	0	0	0	0	0	0	1	0	0	tu'ugamau
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	mo a'u
tomorrow	0	1	0	0	0	0	0	0	0	0	taeao
ton	0	0	0	0	0	0	0	0	0	0	tone
tone	0	0	0	0	0	0	0	0	0	0	leo
tong	0	0	0	0	0	0	0	0	0	0	toga
tongs	0	0	0	0	0	0	0	0	0	0	togoi
tongue	0	0	0	0	0	0	0	0	0	0	laulaufaiva
tonic	0	0	0	0	0	0	0	0	0	0	tonika
tonnage	0	0	0	0	0	0	0	0	0	0	tone
tonsils	0	0	0	0	0	0	0	0	0	0	tonela
tooling	0	0	0	0	0	0	0	0	0	0	meafaigaluega
tooth	0	0	0	0	0	0	0	0	0	0	nifo
toothache	0	0	0	1	0	1	0	0	0	0	tiga nifo
toothed	0	0	0	0	0	0	0	0	0	0	nifofo
toothless	0	0	0	0	0	0	0	0	0	0	leai ni nifo
top	0	1	0	0	0	0	1	0	0	1	pito i luga
topaz	0	0	0	0	0	0	0	0	0	0	topasi
topic	0	0	0	0	0	0	0	0	0	0	autu
topical	0	0	0	0	0	0	0	0	0	0	autu
topographic	0	0	0	0	0	0	0	0	0	0	fa'afanua
topographical	0	0	0	0	0	0	0	0	0	0	fa'afanua
topography	0	0	0	0	0	0	0	0	0	0	fa'afanua
topple	0	0	0	0	0	0	0	0	1	0	soloia
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	sulu
torment	1	0	0	1	0	1	0	1	0	0	puapuaga
torn	0	0	0	0	0	1	0	0	0	0	saeia
tornado	0	0	0	1	0	0	0	0	0	0	asiosio
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	vaitafe
torrid	0	0	0	0	0	1	0	0	0	0	vevela
torsion	0	0	0	0	0	0	0	0	0	0	fa'alavelave
torso	0	0	0	0	0	0	0	0	0	0	tino
tort	0	0	0	0	0	1	0	0	0	0	fa'alavelave
tortious	1	0	1	0	0	1	0	0	0	0	tiga
tortoise	0	0	0	0	0	0	0	0	0	0	laumei
tortuous	0	0	0	0	0	0	0	0	0	0	feliua'i
torture	1	1	1	1	0	1	0	1	0	0	sauaga
toss	0	0	0	0	0	0	0	0	0	0	togi
total	0	0	0	0	0	0	0	0	0	0	atoa
totality	0	0	0	0	0	0	0	0	0	0	atoa
totally	0	0	0	0	0	0	0	0	0	0	atoa
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totema
touch	0	0	0	0	0	0	0	0	0	0	pa'i
touched	0	0	0	0	0	1	0	0	0	0	pa'i
touching	0	0	0	0	0	0	0	0	0	0	pa'i
touchy	1	0	0	0	0	1	0	1	0	0	pa'i
tough	0	0	0	0	0	1	0	1	0	0	faigata
toughness	1	0	0	1	0	0	1	0	0	1	maaa
tour	0	0	0	0	0	0	0	0	0	0	maimoaga
tourist	0	0	0	0	0	0	0	0	0	0	turisi
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	tauvaga
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	ta'u
tow	0	0	0	0	0	0	0	0	0	0	toso
towel	0	0	0	0	0	0	0	0	0	0	solo
tower	0	0	0	0	0	0	1	0	0	0	olo
towering	0	1	0	1	0	0	1	0	0	0	maualuluga
town	0	0	0	0	0	0	0	0	0	0	taulaga
townhouse	0	0	0	0	0	0	0	0	0	0	fale taulaga
toxic	0	0	1	0	0	1	0	0	0	0	oona
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	oona
toy	0	0	0	0	0	0	0	0	0	0	meataalo
trace	0	0	0	0	0	0	0	0	0	0	fa'ailoga
traces	0	0	0	0	0	0	0	0	0	0	fa'ailoga
trachea	0	0	0	0	0	0	0	0	0	0	alatoto
tracing	0	0	0	0	0	0	0	0	0	0	su'eina
track	0	1	0	0	0	0	0	0	0	0	ala
tract	0	0	0	1	0	0	0	0	0	0	sāvali
tractable	0	0	0	0	0	0	0	0	0	0	fa'asalaina
traction	0	0	0	0	0	0	0	0	0	0	tosina
tractor	0	0	0	0	0	0	0	0	0	0	palau
trade	0	0	0	0	0	0	0	0	0	1	fefa'ataua'iga
trader	0	0	0	0	0	0	0	0	0	0	faioloa
tradesman	0	0	0	0	0	0	0	0	0	0	faioloa
trading	0	0	0	0	0	0	0	0	0	0	fefa'ataua'iga
tradition	0	0	0	0	0	0	0	0	0	0	tu ma aga
traditional	0	0	0	0	0	0	1	0	0	0	masani
traffic	0	0	0	0	0	0	0	0	0	0	feoaiga
tragedy	0	0	0	1	0	1	0	1	0	0	fa'alavelave
tragic	0	0	0	0	0	1	0	0	0	0	mata'utia
trail	0	0	0	0	0	0	0	0	0	0	ala
train	0	0	0	0	0	0	0	0	0	0	nofoaafi
trained	0	0	0	0	0	0	0	0	0	0	aoaoina
trainer	0	0	0	0	0	0	0	0	0	1	faiaoga
training	0	0	0	0	0	0	0	0	0	0	aoaoga
trait	0	0	0	0	0	0	0	0	0	0	uiga
traitor	1	0	1	1	0	1	0	1	0	0	faalata
trajectory	0	0	0	0	0	0	0	0	0	0	alafua
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	tu'uvalea
tramway	0	0	0	0	0	0	0	0	0	0	ala taavale afi
trance	0	0	0	0	0	1	0	0	0	0	mata'utia
tranquil	0	0	0	0	1	0	1	0	0	0	to'afilemu
tranquility	0	0	0	0	1	0	1	0	0	1	to'afilemu
transact	0	0	0	0	0	0	0	0	0	0	fefa'ataua'iga
transaction	0	0	0	0	0	0	0	0	0	1	fefa'ataua'iga
transatlantic	0	0	0	0	0	0	0	0	0	0	fa'asatelani
transcendence	0	1	0	0	1	0	1	0	1	1	fa'asilisili
transcendent	0	0	0	0	0	0	0	0	0	0	silisili ese
transcendental	0	0	0	0	0	0	1	0	0	0	maualuga
transcribe	0	0	0	0	0	0	0	0	0	0	tusia
transcriber	0	0	0	0	0	0	0	0	0	0	tusitala
transcript	0	0	0	0	0	0	0	0	0	1	tusitusiga
transcription	0	0	0	0	0	0	0	0	0	0	fa'aliliuga
transfer	0	0	0	0	0	0	0	0	0	0	fesiitaiga
transference	0	0	0	0	0	0	0	0	0	0	fesiitaiga
transferred	0	0	0	0	0	0	0	0	0	0	siitia
transfixed	0	0	0	0	0	0	0	0	0	0	fa'amauina
transform	0	0	0	0	0	0	0	0	0	0	liua
transformation	0	0	0	0	0	0	0	0	0	0	suiga
transfusion	0	0	0	0	0	0	0	0	0	0	tuiina
transgression	0	0	0	0	0	1	0	0	0	0	solitulafono
transient	0	0	0	0	0	0	0	0	0	0	lē tumau
transit	0	0	0	0	0	0	0	0	0	0	felauaiga
transition	0	0	0	0	0	0	0	0	0	0	suiga
transitional	0	1	0	0	0	0	0	0	0	0	suiga
transitive	0	0	0	0	0	0	0	0	0	0	fe'avea'i
transitory	0	0	0	0	0	0	0	0	0	0	lē tumau
translate	0	0	0	0	0	0	0	0	0	0	fa'aliliu
translation	0	0	0	0	0	0	0	0	0	1	fa'aliliuga
translocation	0	0	0	0	0	0	0	0	0	0	fa'aliliuga
translucent	0	0	0	0	0	0	0	0	0	0	felanulanua'i
transmission	0	0	0	0	0	0	0	0	0	0	fa'asalalauga
transmit	0	0	0	0	0	0	0	0	0	0	fa'asalalau
transmutation	0	0	0	0	0	0	0	0	0	0	fa'aliliuga
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	manino
transparent	0	0	0	0	0	0	0	0	0	0	manino
transplant	0	0	0	0	0	0	0	0	0	0	fa'atosina
transplantation	0	0	0	0	0	0	0	0	0	0	fa'atosina
transport	0	0	0	0	0	0	0	0	0	0	felauaiga
transportation	0	0	0	0	0	0	0	0	0	0	felauaiga
transpose	0	0	0	0	0	0	0	0	0	0	liliu
transposition	0	0	0	0	0	0	0	0	0	0	fa'aliliuga
transverse	0	0	0	0	0	0	0	0	0	0	faalava
trap	0	0	0	0	0	0	0	0	0	0	mailei
trapping	0	0	0	0	0	0	0	0	0	0	mailei
trappings	0	0	0	0	0	1	0	0	0	0	mailei
traps	0	0	0	0	0	1	0	0	0	0	mailei
trash	0	0	1	0	0	1	0	1	0	0	lapisi
trashy	0	0	1	0	0	1	0	0	0	0	lapisi
traumatic	1	0	0	1	0	1	0	1	0	0	fa'alavelave
travail	0	0	0	0	0	1	0	0	0	0	tigaina
travel	0	0	0	0	0	0	0	0	0	0	malaga
traveler	0	0	0	0	0	0	0	0	0	0	tagata malaga
traveling	0	0	0	0	0	0	1	0	0	0	malaga
traverse	0	0	0	0	0	0	0	0	0	0	sopoia
travesty	0	0	1	1	0	1	0	1	0	0	taufaaleaga
trawl	0	0	0	0	0	0	0	0	0	0	to'a
trawler	0	0	0	0	0	0	0	0	0	0	vaa fagota
tray	0	0	0	0	0	0	0	0	0	0	fata
treacherous	1	0	1	1	0	1	0	0	0	0	fa'a'ole'ole
treachery	1	0	0	1	0	1	0	1	1	0	fa'a'ole'ole
tread	0	0	0	0	0	0	0	0	0	0	soli
treadmill	0	1	0	0	0	0	0	0	0	0	treadmill
treason	1	0	1	1	0	1	0	0	1	0	faalata
treasure	0	1	0	0	1	0	1	0	0	1	oa
treasurer	0	0	0	0	0	0	0	0	0	1	teutupe
treasury	0	0	0	0	0	0	0	0	0	0	faleteuoloa
treat	1	1	1	1	1	1	1	1	1	1	togafiti
treatise	0	0	0	0	0	0	0	0	0	0	fa'asalalauga
treatment	0	0	0	0	0	0	0	0	0	0	togafitiga
treaty	0	0	0	0	0	0	0	0	0	0	feagaiga
treble	0	0	0	0	0	0	0	0	0	0	fa'atolu
tree	1	1	1	0	1	0	1	0	1	1	laau
trek	0	0	0	0	0	0	0	0	0	0	savaliga
trellis	0	0	0	0	0	0	0	0	0	0	alavai
tremble	0	0	0	0	0	0	0	0	0	0	tetete
trembling	0	0	0	1	0	1	0	0	0	0	gatete
tremendous	0	0	0	0	0	0	0	0	0	0	maoae
tremendously	0	0	0	0	0	0	1	0	0	0	tele lava
tremor	1	1	0	1	0	1	0	1	0	0	gatete
trench	0	0	0	0	0	0	0	0	0	0	alavai
trend	0	0	0	0	0	0	1	0	0	0	aga'iga
trending	0	0	0	0	0	0	0	0	0	0	faiga masani
trendy	0	0	0	0	0	0	1	0	0	0	masani
trepidation	0	1	0	1	0	1	0	0	1	0	fefete
trespass	1	0	0	0	0	1	0	0	0	0	solitulafono
triad	0	0	0	0	0	0	0	0	0	0	tafatolu
triangle	0	0	0	0	0	0	0	0	0	0	tafatolu
triangular	0	0	0	0	0	0	0	0	0	0	tafatolu
tribe	0	0	0	0	0	0	0	0	0	1	ituaiga
tribulation	0	0	0	1	0	1	0	1	0	0	puapuaga
tribunal	0	1	1	1	0	1	0	0	0	1	faamasinoga
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	vaitafe
tribute	0	0	0	0	0	0	1	0	0	0	fa'aaloaloga
trick	0	0	0	0	0	1	0	0	1	0	togafiti
trickery	1	0	1	1	0	1	0	1	1	0	togafiti
trickle	0	0	0	0	0	0	0	0	0	0	tafe
tricky	0	0	0	0	0	0	0	0	0	0	togafiti
tricycle	0	0	0	0	0	0	0	0	0	0	uila tolu
trident	0	0	0	0	0	0	0	0	0	0	trident
trifle	0	0	0	0	0	1	0	0	0	0	mea faatauvaa
trig	0	0	0	0	0	0	1	0	0	0	fa'avae
trigger	0	0	0	0	0	0	0	0	0	0	fa'aoso
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometry
trillion	0	0	0	0	0	0	0	0	0	0	tiliona
trim	0	0	0	0	0	0	0	0	0	0	teuteu
trimmer	0	0	0	0	0	0	0	0	0	0	tipi
trimming	0	0	0	0	0	0	0	0	0	0	teuteuga
trine	0	0	0	0	0	0	0	0	0	0	tolutasi
trinity	0	0	0	0	0	0	0	0	0	0	tolutasi
trio	0	0	0	0	0	0	0	0	0	0	to'atolu
trip	0	0	0	0	0	0	0	0	1	0	malaga
tripartite	0	0	0	0	0	0	0	0	0	0	fa'atolu
triple	0	0	0	0	0	0	0	0	0	0	faatolu
triplet	0	0	0	0	0	0	0	0	0	0	tolu tolu
triplicate	0	0	0	0	0	0	0	0	0	0	fa'atolu
tripod	0	0	0	0	0	0	0	0	0	0	tripod
tripping	1	0	0	0	0	1	0	1	0	0	tautevateva
trite	0	0	0	0	0	0	0	0	0	0	fa'atauva'a
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	manumalo
triumphant	0	1	0	0	1	0	1	0	0	1	manumalo
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	trolley
trombone	0	0	0	0	0	0	0	0	0	0	trombone
troop	0	0	0	0	0	0	0	0	0	0	'au
trooper	0	0	0	0	0	0	0	0	0	0	fitafita
troops	0	0	0	0	0	0	0	0	0	0	'au
trophy	0	1	0	0	1	0	1	0	1	1	ipu
tropical	0	0	0	0	0	0	0	0	0	0	teropika
trot	0	0	0	0	0	0	0	0	0	0	ta'avale
troublesome	1	0	0	1	0	1	0	0	0	0	fa'alavelave
trough	0	0	0	0	0	0	0	0	0	0	alavai
troupe	0	0	0	0	0	0	0	0	0	0	vaega
trousers	0	0	0	0	0	0	0	0	0	0	ofuvae
trout	0	0	0	0	0	0	0	0	0	0	i'a
trowel	0	0	0	0	0	0	0	0	0	0	trowel
truce	0	0	0	0	1	0	1	0	0	1	filemu
truck	0	0	0	0	0	0	0	0	0	1	loli
true	0	0	0	0	1	0	1	0	0	1	moni
truism	0	0	0	0	0	0	0	0	0	0	fa'amaoni
trump	0	0	0	0	0	0	0	0	1	0	pu
trumpet	0	0	0	0	0	1	0	0	0	0	pu
trumpeter	0	0	0	0	0	0	0	0	0	0	ili pu
truncate	0	0	0	0	0	0	0	0	0	0	tipi
truncated	0	0	0	0	0	0	0	0	0	0	tipi
trundle	0	0	0	0	0	0	0	0	0	0	ta'avale
trunk	0	0	0	0	0	0	0	0	0	0	ogalaau
truss	0	0	0	0	0	0	0	0	0	1	faufau
trust	0	0	0	0	0	0	0	0	0	1	faatuatuaina
trustee	0	0	0	0	0	0	0	0	0	1	tausi mavaega
trusty	0	0	0	0	0	0	1	0	0	0	faatuatuaina
truth	0	0	0	0	0	0	1	0	0	1	upu moni
truthful	0	0	0	0	0	0	0	0	0	1	faamaoni
truthfulness	0	0	0	0	0	0	1	0	0	1	faamaoni
tryout	0	0	0	0	0	0	0	0	0	0	fa'ata'ita'iga
tub	0	0	0	0	0	0	0	0	0	0	tapu
tube	0	0	0	0	0	0	0	0	0	0	paipa
tubular	0	0	0	0	0	0	0	0	0	0	tubular
tubule	0	0	0	0	0	0	0	0	0	0	tubula
tuck	0	0	0	0	0	0	0	0	0	0	tui
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	fufui
tug	0	0	0	0	0	0	0	0	0	0	toso
tuition	0	0	0	0	0	0	0	0	0	0	pili
tulip	0	0	0	0	0	0	0	0	0	0	tulip
tumble	0	0	0	0	0	1	0	0	0	0	pa'u
tumbler	0	0	0	0	0	0	0	0	0	0	tumbler
tumor	0	0	0	1	0	1	0	0	0	0	tumo
tumour	0	0	0	1	0	1	0	1	0	0	tumo
tumult	1	0	0	1	0	1	0	0	1	0	vevesi
tumultuous	1	0	0	1	0	1	0	0	0	0	vevesi
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	fa'alogoina
tune	0	0	0	0	0	0	0	0	0	0	fati
tunic	0	0	0	0	0	0	0	0	0	0	ofu tino
tuning	0	0	0	0	0	0	0	0	0	0	fa'alogo
tunnel	0	0	0	0	0	0	0	0	0	0	alavai
turban	0	0	0	0	0	0	0	0	0	0	pulou
turbidity	0	0	0	0	0	0	0	0	0	0	gaogao
turbine	0	0	0	0	0	0	0	0	0	0	turbine
turbulence	1	0	0	1	0	1	0	0	0	0	vevesi
turbulent	0	0	0	1	0	1	0	0	0	0	vevesi
turf	0	0	0	0	0	0	0	0	0	0	gaogao
turmeric	0	0	0	0	0	0	0	0	0	0	turmeric
turmoil	1	0	0	1	0	1	0	1	0	0	vevesi
turn	0	0	0	0	0	0	0	0	0	0	liliu
turning	0	0	0	0	0	0	0	0	0	0	liliu
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	ta'avale
turntable	0	0	0	0	0	0	0	0	0	0	laulau pi'u
turquoise	0	0	0	0	0	0	0	0	0	0	turquoise
turret	0	0	0	0	0	0	0	0	0	0	'olo
turtleneck	0	0	0	0	0	0	0	0	0	0	laumei
tussle	1	0	0	0	0	0	0	0	0	0	tauiviga
tutelage	0	0	0	0	0	0	1	0	0	1	fa'atonuga
tutor	0	0	0	0	0	0	1	0	0	0	faiaoga
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	tulaga sefulu ma le lua
twelve	0	0	0	0	0	0	0	0	0	0	sefulu ma le lua
twentieth	0	0	0	0	0	0	0	0	0	0	tulaga lua sefulu
twenty	0	0	0	0	0	0	0	0	0	0	lua sefulu
twig	0	0	0	0	0	0	0	0	0	0	lala
twilight	0	0	0	0	0	0	0	0	0	0	afiafi
twill	0	0	0	0	0	0	0	0	0	0	twill
twin	0	0	0	0	0	0	1	0	0	0	masaga
twine	0	0	0	0	0	0	0	0	0	0	manoa
twinkle	0	1	0	0	1	0	1	0	0	0	emo
twins	0	0	0	0	0	0	0	0	0	0	masaga
twist	0	0	0	0	0	0	0	0	0	0	mimilo
twisted	0	0	0	0	0	0	0	0	0	0	mimilo
twitch	0	0	0	0	0	1	0	0	0	0	mimi
twofold	0	0	0	0	0	0	0	0	0	0	fa'alua
tycoon	0	0	0	0	0	0	0	0	0	0	ta'ita'i
type	0	0	0	0	0	0	0	0	0	0	ituaiga
typewriter	0	0	0	0	0	0	0	0	0	0	masini lomitusi
typhoon	0	0	0	1	0	1	0	0	0	0	afa
typically	0	0	0	0	0	0	0	0	0	0	masani
typist	0	0	0	0	0	0	0	0	0	0	lomitusi
typography	0	0	0	0	0	0	0	0	0	0	fa'ailoga tusi
tyrannical	1	0	1	1	0	1	0	0	0	0	sauā
tyranny	0	0	0	1	0	1	0	1	0	0	sauā
tyrant	1	0	1	1	0	1	0	1	0	0	sauā
tyre	0	0	0	0	0	0	0	0	0	0	pa'u
ubiquitous	0	0	0	0	0	0	0	0	0	0	so'o se mea
ubiquity	0	0	0	0	0	0	0	0	0	0	so'o se mea
ugliness	0	0	1	1	0	1	0	1	0	0	matagā
ugly	0	0	1	0	0	1	0	0	0	0	matagā
ulcer	1	0	1	1	0	1	0	1	0	0	papala
ulterior	0	0	0	0	0	1	0	0	0	0	pito i tua
ultimate	0	1	0	0	0	0	0	1	0	0	silisili
ultimately	0	1	0	0	0	0	1	0	0	0	mulimuli ane
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	mulimuli
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraviolet
umbilical	0	0	0	0	0	0	0	0	0	0	umbilical
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	faamalu
umpire	0	0	0	0	0	0	1	0	0	1	fa'amasino
unabashed	0	0	0	0	0	0	0	0	0	0	lē matamuli
unabated	0	0	0	0	0	0	0	0	0	0	lē fa'avaivai
unable	0	0	0	0	0	1	0	1	0	0	le mafai
unacceptable	0	0	0	0	0	1	0	1	0	0	le taliaina
unaccompanied	0	0	0	0	0	0	0	0	0	0	lē fa'atasi
unaccountable	0	1	1	0	0	1	0	1	0	1	lē tali atu
unacknowledged	0	0	0	0	0	0	0	1	0	0	le amanaiaina
unadulterated	0	0	0	0	0	0	0	0	0	0	e le fa'afefeteina
unaided	0	0	0	0	0	0	0	0	0	0	le fesoasoani
unaltered	0	0	0	0	0	0	0	0	0	0	le suia
unambiguous	0	0	0	0	0	0	0	0	0	0	manino
unanimity	0	0	0	0	0	0	1	0	0	0	autasi
unanimous	0	0	0	0	0	0	1	0	0	0	autasi
unanimously	0	0	0	0	0	0	0	0	0	0	autasi
unanticipated	0	0	0	0	0	0	0	0	1	0	lē mafaufauina
unapproved	0	0	0	0	0	1	0	0	0	0	lē fa'amaonia
unarmed	0	0	0	0	0	0	0	0	0	0	lē fa'aauupegaina
unassisted	0	0	0	0	0	0	0	0	0	0	lē fesoasoani
unassuming	0	0	0	0	0	0	1	0	0	0	lē manatu faapito
unattached	0	0	0	0	0	1	0	0	0	0	le fa'apipi'iina
unattainable	1	0	0	0	0	1	0	1	0	0	e le mafai ona maua
unattended	0	0	0	0	0	0	0	0	0	0	le tausiaina
unattractive	0	0	1	0	0	1	0	1	0	0	le manaia
unauthorized	0	0	0	0	0	1	0	0	0	0	lē fa'atagaina
unavoidable	0	0	0	0	0	1	0	0	0	0	e le maalofia
unaware	0	0	0	0	0	1	0	0	0	0	le iloa
unbalanced	0	0	0	0	0	0	0	0	0	0	le paleni
unbearable	0	0	1	0	0	1	0	1	0	0	le gafatia
unbeaten	0	1	0	0	1	1	1	1	1	0	le faiaina
unbelief	0	0	0	0	0	1	0	0	0	0	le talitonu
unbelievable	0	0	0	0	0	1	0	0	0	0	le talitonuina
unbiased	0	0	0	0	0	0	1	0	0	0	lē fa'aituau
unborn	0	0	0	0	0	1	0	0	0	0	e le'i fanau mai
unbound	0	0	0	0	0	0	0	0	0	0	lē noatia
unbounded	0	0	0	0	0	0	0	0	0	0	lē fa'atuaoia
unbreakable	0	0	0	0	0	0	1	0	0	0	lē motusia
unbridled	1	1	0	1	0	1	1	0	1	0	lē taofiofia
unbroken	0	0	0	0	0	0	1	0	0	1	le motusia
uncanny	0	0	0	1	0	1	0	0	1	0	uiga ese
uncaring	1	0	1	0	0	1	0	1	0	0	le popole
uncertain	1	0	1	1	0	1	0	0	1	0	le mautinoa
uncertainty	0	0	0	0	0	0	0	0	0	0	le mautonu
unchallenged	0	0	0	0	0	0	0	0	0	0	le lu'iina
unchangeable	0	0	0	0	0	1	0	0	0	0	e le masuia
unchanged	0	0	0	0	0	0	0	0	0	0	e le suia
unclaimed	0	0	0	0	0	0	0	0	0	0	e le'i ta'ua
uncle	0	0	0	0	0	0	0	0	0	0	uncle
unclean	0	0	1	0	0	1	0	0	0	0	le mama
uncomfortable	0	0	0	0	0	1	0	0	0	0	le to'a
uncommon	0	0	0	0	0	0	0	0	0	0	e le masani ai
uncommonly	0	0	0	0	0	0	0	0	0	0	e le masani ai
uncompromising	0	0	0	0	0	0	0	0	0	0	le fa'amalieina
unconcerned	0	0	0	0	0	0	0	0	0	0	le popole
unconfirmed	0	0	0	0	0	0	0	0	0	0	e le'i fa'amaonia
unconnected	0	0	0	0	0	0	0	0	0	0	le fesootai
unconscionable	0	0	1	0	0	1	0	0	0	0	lē magafagafa
unconscious	0	0	0	0	0	1	0	0	0	0	le iloa
unconsciousness	0	0	0	0	0	0	0	0	0	0	le malamalama
unconstitutional	0	0	0	0	0	1	0	0	0	0	lē fa'avae
unconstrained	0	0	0	0	1	0	1	0	0	0	le taofiofia
uncontested	0	0	0	0	0	0	0	0	0	0	e lei finauina
uncontrollable	1	1	0	0	0	1	0	0	1	0	le pulea
uncontrolled	0	0	0	0	0	1	0	0	0	0	le pulea
unconventional	0	0	0	0	0	0	0	0	0	0	e le masani ai
unconvinced	0	0	0	0	0	0	0	0	0	0	le talitonuina
uncooked	0	0	0	0	0	0	0	0	0	0	e le'i vela
uncorrelated	0	0	0	0	0	0	0	0	0	0	lē fa'atasi
uncover	0	0	0	0	0	0	0	0	1	0	tatala le ufiufi
uncritical	0	0	0	0	0	0	0	0	0	0	lē faitio
uncut	0	0	0	0	0	0	0	0	0	0	e le'i tipiina
undecided	0	1	0	1	0	1	0	0	0	0	le mautonu
undefined	0	0	0	0	0	0	0	0	0	0	lē fa'amalamalamaina
undeniable	0	0	0	0	0	0	0	0	0	0	e le mafaafitia
undercover	0	0	0	0	0	0	0	0	0	0	fa'alilo
undercurrent	0	0	0	0	0	0	0	0	0	0	a'ave lalo
underestimate	0	0	0	0	0	0	0	0	1	0	manatu faatauvaa
undergo	0	0	0	0	0	0	0	0	0	0	feagai
undergraduate	0	0	0	0	0	0	0	0	0	0	tulaga maualuga
underground	0	0	0	0	0	0	0	0	0	0	lalo o le eleele
underlie	0	0	0	0	0	0	0	0	0	0	lalo
underline	0	0	0	0	0	0	1	0	0	0	vase lalo
undermined	0	0	0	0	0	1	0	0	0	0	fa'aleagaina
underneath	0	0	0	0	0	0	0	0	0	0	i lalo
underpaid	1	0	0	0	0	1	0	1	0	0	itiiti totogi
underpants	0	0	0	0	0	0	0	0	0	0	ofuvae
underscore	0	0	0	0	0	0	0	0	0	0	fa'amaulalo
undersized	0	0	0	0	0	1	0	0	0	0	laititi
understanding	0	0	0	0	0	0	1	0	0	1	malamalama
understood	0	0	0	0	0	0	0	0	0	0	malamalama
undertake	0	0	0	0	0	0	0	0	0	0	faia
undertaker	0	0	0	0	0	0	0	1	0	0	tagata fai galuega
undertaking	0	1	0	0	0	0	0	0	0	0	galuega faatino
underwood	0	0	0	0	0	0	0	0	0	0	lalo o fafie
underwrite	0	0	0	0	0	0	1	0	0	1	fa'amauina
underwriter	0	0	0	0	0	0	0	0	0	0	failautusi
undeserved	0	0	0	0	0	0	0	0	0	0	lē tatau
undesirable	1	0	1	1	0	1	0	1	0	0	lē mana'omia
undesired	0	0	0	0	0	1	0	1	0	0	lē mana'omia
undeveloped	0	0	0	0	0	0	0	0	0	0	le atina'e
undirected	0	0	0	0	0	0	0	0	0	0	lē fa'atonuina
undisclosed	0	1	0	0	0	0	0	0	0	0	le faailoaina
undiscovered	0	0	0	0	0	0	0	0	1	0	e le'i maua
undisputed	0	0	0	0	0	0	0	0	0	0	le finauina
undisturbed	0	0	0	0	0	0	0	0	0	0	le fa'alavelave
undivided	0	0	0	0	0	0	1	0	0	0	lē vaeluaina
undo	0	0	0	0	0	1	0	0	0	0	soloia
undoing	0	0	0	0	0	0	0	0	0	0	faaleaogaina
undoubted	0	1	1	0	0	0	0	0	0	0	e le masalomia
undress	0	0	0	0	0	0	0	0	0	0	tatala ofu
undressed	0	0	0	0	0	0	0	0	0	0	tatala ofu
undue	0	0	0	0	0	0	0	0	0	0	lē tatau
undying	0	1	0	0	1	0	1	1	0	1	le oti
unearned	0	0	0	0	0	0	0	0	0	0	lē maua
unearth	0	0	0	0	0	0	0	0	0	0	suli
uneasiness	0	1	0	0	0	1	0	1	0	0	fa'anoanoa
uneasy	0	0	1	1	0	1	0	0	0	0	fa'anoanoa
uneducated	0	0	0	0	0	1	0	1	0	0	lē a‘oa‘oina
unemployed	0	0	0	1	0	1	0	1	0	0	leai se galuega
unencumbered	0	0	0	0	0	0	0	0	0	0	lē fa'alavelave
unending	0	0	0	0	0	0	0	0	0	0	e le gata
unequal	1	0	1	1	0	1	0	1	0	0	lē tutusa
unequalled	0	0	0	0	0	0	0	0	0	0	lē fa'atusalia
unequivocal	0	0	0	0	0	0	0	0	0	1	fa'amaoni
unequivocally	0	0	0	0	0	0	1	0	0	0	ma le manino
uneven	0	0	0	0	0	1	0	0	0	0	lē tutusa
