English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maltese Word
tailings	0	0	0	0	0	0	0	0	0	0	denb
tailor	0	0	0	0	0	0	0	0	0	0	apposta
tailoring	0	0	0	0	0	0	0	0	0	0	tfassil
taint	0	0	0	0	0	1	0	1	0	0	tbajja
taker	0	0	0	0	0	0	0	0	0	0	min jieħu
tale	0	0	0	0	0	0	1	0	0	0	rakkont
talent	0	0	0	0	0	0	1	0	0	0	talent
talented	0	0	0	0	0	0	0	0	0	0	b'talent
talisman	0	0	0	0	0	0	1	0	0	0	talisman
talk	0	0	0	0	0	0	1	0	0	0	tkellem
talkative	0	0	0	0	0	0	0	0	0	0	jitkellem
talker	0	0	0	0	0	0	0	0	0	0	min jitkellem
tall	0	0	0	0	0	0	0	0	0	0	għoli
tallies	0	0	0	0	0	0	0	0	0	0	il-qbil
tallow	0	0	0	0	0	0	0	0	0	0	xaħam tad-dam
tally	0	0	0	0	0	0	0	0	0	0	tally
talons	1	0	0	1	0	1	0	0	0	0	talons
tambourine	0	0	0	0	0	0	0	0	0	0	tamburin
taming	0	0	0	0	0	0	0	0	0	0	taming
tan	0	0	0	0	0	0	0	0	0	0	tan
tandem	0	0	0	0	0	0	0	0	0	1	tandem
tang	0	0	0	0	0	0	0	0	0	0	tang
tangent	0	0	0	0	0	0	0	0	0	0	tanġent
tangle	0	0	0	0	0	0	0	0	0	0	tħabbil
tangled	0	0	0	0	0	1	0	0	0	0	imħabbbil
tank	0	0	0	0	0	0	0	0	0	0	tank
tanned	0	0	0	0	0	0	1	0	0	0	ikkunzat
tantalizing	0	1	0	0	1	1	1	0	1	0	tantalizing
tantamount	0	0	0	0	0	0	0	0	0	1	daqstant
tap	0	0	0	0	0	0	0	0	0	0	vit
tape	0	0	0	0	0	0	0	0	0	0	tejp
taper	0	0	0	0	0	0	0	0	0	0	taper
tapering	0	0	0	0	0	0	0	0	0	0	jonqos
tapestry	0	0	0	0	0	0	0	0	0	0	xenarju
tar	0	0	0	0	0	0	0	0	0	0	qatran
tardiness	0	0	0	0	0	1	0	0	0	0	dewmien
tardy	0	0	0	0	0	1	0	0	0	0	tard
target	0	0	0	0	0	0	0	0	0	0	mira
tariff	1	0	1	0	0	1	0	0	0	0	tariffa
tarnish	0	0	1	0	0	1	0	1	0	0	ittebba
tarry	0	0	0	0	0	1	0	0	0	0	qatran
tart	0	0	0	0	0	0	0	0	0	0	tart
tartan	0	0	0	0	0	0	0	0	0	0	tartan
tartar	0	0	0	0	0	0	0	0	0	0	tartru
task	0	0	0	0	0	0	1	0	0	0	kompitu
tassel	0	0	0	0	0	0	0	0	0	0	ġmiemen
taste	0	0	0	0	0	0	0	0	0	0	togħma
tasteful	0	0	0	0	0	0	1	0	0	0	b'togħma
tasteless	0	0	1	0	0	1	0	0	0	0	bla togħma
tasting	0	0	0	0	0	0	0	0	0	0	b’togħma
tasty	0	0	0	0	0	0	1	0	0	0	fit-togħma
tat	0	0	0	0	0	0	0	0	0	0	tat
tattoo	0	0	0	0	0	0	0	0	0	0	tatwaġġ
taught	0	0	0	0	0	0	0	0	0	1	mgħallma
taunt	1	0	0	1	0	1	0	1	0	0	tqarraq
taut	0	0	0	0	0	0	0	0	0	0	stirat
tavern	0	0	0	0	0	0	0	0	0	0	taverna
tawny	0	0	1	0	0	0	0	0	0	0	lewn
tax	0	0	0	0	0	1	0	1	0	0	taxxa
taxicab	0	0	0	0	0	0	0	0	0	0	taxib
taxonomy	0	0	0	0	0	0	0	0	0	0	tassonomija
tea	0	0	0	0	0	0	0	0	0	0	tè
teach	0	0	0	0	1	0	1	0	1	1	jgħallmu
teacher	0	0	0	0	0	0	1	0	0	1	għalliem
teaching	0	0	0	0	0	0	0	0	0	0	tagħlim
team	0	0	0	0	0	0	0	0	0	1	tim
tearful	0	0	1	1	0	0	0	1	0	0	bid-dmugħ
tease	1	1	0	0	0	1	0	1	0	0	tease
teaser	0	0	0	0	0	0	0	0	0	0	teaser
teasing	1	0	0	1	0	1	0	0	0	0	tghajjar
teat	0	0	0	0	0	0	0	0	0	0	beżaża
technical	0	0	0	0	0	0	0	0	0	0	tekniku
technicality	0	0	0	0	0	0	0	0	0	0	teknikalità
technician	0	0	0	0	0	0	0	0	0	0	tekniku
technology	0	0	0	0	0	0	1	0	0	0	teknoloġija
ted	0	0	0	0	0	0	0	0	0	0	ted
tedious	0	0	0	0	0	1	0	0	0	0	tedjanti
tedium	0	0	0	0	0	1	0	0	0	0	tedju
teeming	0	0	1	0	0	0	0	0	0	0	teeming
teens	0	0	0	0	0	1	1	0	0	0	żagħżagħ
teeth	0	0	0	0	0	0	0	0	0	0	snien
teflon	0	0	0	0	0	0	0	0	0	0	teflon
telegram	0	0	0	0	0	0	0	0	0	0	telegramma
telegraph	0	0	0	0	0	0	0	0	0	0	telegrafu
telephone	0	0	0	0	0	0	0	0	0	0	telefon
telescope	0	0	0	0	0	0	0	0	0	0	teleskopju
telescopic	0	0	0	0	0	0	0	0	0	0	teleskopiku
television	0	0	0	0	0	0	0	0	0	0	televiżjoni
teller	0	0	0	0	0	0	0	0	0	0	kaxxiera
telling	0	0	0	0	0	0	0	0	0	0	javżak
telltale	0	0	0	0	0	0	0	0	0	0	telltale
temper	0	0	0	0	0	0	0	0	0	0	temper
tempera	0	0	0	0	0	0	0	0	0	0	tempera
temperament	0	0	0	0	0	0	0	0	0	0	temperament
temperance	0	0	0	0	0	0	1	0	0	0	temperanza
temperate	0	0	0	0	0	0	0	0	0	1	moderat
temperature	0	0	0	0	0	0	0	0	0	0	temperatura
tempered	0	0	0	0	0	0	1	0	0	0	ittemprat
tempest	1	1	0	1	0	1	0	1	1	0	tempesta
temple	0	0	0	0	0	0	0	0	0	0	tempju
temporal	0	0	0	0	0	0	0	0	0	0	temporali
temporarily	0	0	0	0	0	0	0	0	0	0	temporanjament
temporary	0	0	0	0	0	0	0	0	0	0	temporanju
tempt	0	0	0	0	0	0	0	0	0	0	iħajjar
temptation	0	0	0	0	0	1	0	0	0	0	tentazzjoni
tempting	0	0	0	0	0	0	0	0	0	0	jitħajjar
ten	0	0	0	0	0	0	0	0	0	0	għaxra
tenable	0	0	0	0	0	0	1	0	0	0	tenibbli
tenacious	0	0	0	0	0	0	1	0	0	0	tenaċi
tenacity	0	0	0	0	0	0	1	0	0	0	tenaċità
tenancy	0	0	0	0	0	0	1	0	0	0	kirja
tenant	0	0	0	0	0	0	1	0	0	0	kerrej
tendency	0	0	0	0	0	0	0	0	0	0	tendenza
tender	0	0	0	0	1	0	1	0	0	1	offerta
tenderness	0	0	0	0	1	0	1	0	0	0	tenerezza
tending	0	0	0	0	0	0	0	0	0	0	tendenza
tendon	0	0	0	0	0	0	0	0	0	0	tendon
tenement	0	0	0	0	0	1	0	0	0	0	fond
tenet	0	0	0	0	0	0	0	0	0	0	prinċipju
tenets	0	0	0	0	0	0	0	0	0	0	prinċipji
tenfold	0	0	0	0	0	0	0	0	0	0	għaxar darbiet
tennis	0	0	0	0	0	0	0	0	0	0	tennis
tense	0	0	0	0	0	0	0	0	0	0	tensjoni
tensile	0	0	0	0	0	0	0	0	0	0	tensili
tension	1	0	0	0	0	0	0	0	0	0	tensjoni
tent	0	0	0	0	0	0	0	0	0	0	tinda
tentacle	0	0	0	0	0	0	0	0	0	0	tentaklu
tentative	0	0	0	0	0	0	0	0	0	0	tentattiv
tenth	0	0	0	0	0	0	0	0	0	0	l-għaxar
tenths	0	0	0	0	0	0	0	0	0	0	minn għaxra
tenuous	0	0	0	0	0	0	0	0	0	0	tenuwż
tenure	0	0	0	0	0	0	0	0	0	0	mandat
tepid	0	0	0	0	0	0	0	0	0	0	tepida
term	0	0	0	0	0	0	0	0	0	0	terminu
terminal	0	0	0	1	0	1	0	1	0	0	terminali
terminate	0	0	0	0	0	0	0	1	0	0	ittemm
termination	0	0	0	0	0	1	0	1	0	0	terminazzjoni
terminus	0	0	0	0	0	0	0	0	0	0	terminus
termite	0	0	1	0	0	1	0	0	0	0	termite
terms	0	0	0	0	0	0	0	0	0	0	termini
tern	0	0	0	0	0	0	0	0	0	0	tern
ternary	0	0	0	0	0	0	0	0	0	0	ternarju
terrace	0	0	0	0	0	0	0	0	0	0	terrazzin
terrestrial	0	0	0	0	0	0	0	0	0	0	terrestri
terrible	1	0	1	1	0	1	0	1	0	0	terribbli
terribly	0	0	0	0	0	0	0	1	0	0	terriblement
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	terrific
territorial	0	0	0	0	0	0	0	0	0	0	territorjali
territory	0	0	0	0	0	0	0	0	0	0	territorju
terror	0	0	0	1	0	1	0	0	0	0	terrur
terrorism	1	0	1	1	0	1	0	1	0	0	terroriżmu
terrorist	1	0	1	1	0	1	0	1	1	0	terroristiku
terrorize	1	0	0	1	0	1	0	1	0	0	terrorize
terse	0	0	0	0	0	0	0	0	0	0	konċiż
tertiary	0	0	0	0	0	0	0	0	0	0	terzjarju
test	0	0	0	0	0	0	0	0	0	0	test
testament	0	1	0	0	0	0	0	0	0	1	testment
testify	0	0	0	0	0	0	0	0	0	0	jixhdu
testimonial	0	0	0	0	0	0	0	0	0	0	testimonjanza
testimony	0	0	0	0	0	0	0	0	0	1	xhieda
tetanus	0	0	1	0	0	1	0	0	0	0	tetnu
tether	0	0	0	0	0	1	0	0	0	0	irbit
tethered	0	0	0	0	0	0	0	0	0	0	marbut
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetraedriku
text	0	0	0	0	0	0	0	0	0	0	test
textbook	0	0	0	0	0	0	0	0	0	0	ktieb tat-test
textile	0	0	0	0	0	0	0	0	0	0	tessuti
textural	0	0	0	0	0	0	0	0	0	0	tessili
texture	0	0	0	0	0	0	0	0	0	0	tessut
thankful	0	0	0	0	1	0	1	0	0	0	grati
thanksgiving	0	0	0	0	1	0	1	0	0	0	radd il-ħajr
thatch	0	0	0	0	0	0	0	0	0	0	thatch
thaw	0	0	0	0	0	0	0	0	0	0	jinħall
theater	0	0	0	0	0	0	0	0	0	0	teatru
theatrical	0	0	0	0	0	0	0	0	0	0	teatrali
theft	1	0	1	1	0	1	0	1	0	0	serq
theism	0	0	1	0	0	1	0	0	0	0	teiżmu
theistic	0	0	0	0	0	0	0	0	0	0	teistiku
theme	0	0	0	0	0	0	0	0	0	0	tema
theocracy	0	0	0	0	0	0	0	0	0	0	teokrazija
theocratic	1	0	0	1	0	1	0	1	0	1	teokratiku
theologian	0	0	0	0	0	0	0	0	0	0	teologu
theological	0	0	0	0	0	0	0	0	0	1	teoloġiku
theology	0	1	0	0	0	0	0	0	0	0	teoloġija
theorem	0	0	0	0	0	0	0	0	0	1	teorema
theoretical	0	0	0	0	0	0	1	0	0	0	teoretiku
theory	0	1	0	0	0	0	0	0	0	1	teorija
therapeutic	0	0	0	0	1	0	1	0	0	1	terapewtiċi
therapeutics	0	0	0	0	0	0	1	0	0	0	terapewtiċi
thereabouts	0	0	0	0	0	0	0	0	0	0	hemmhekk
thereof	0	0	0	0	0	0	0	0	0	0	tiegħu
therewith	0	0	0	0	0	0	0	0	0	0	b’hekk
thermal	0	0	0	0	0	0	0	0	0	0	termali
thermocouple	0	1	0	0	0	0	0	0	0	0	termokoppja
thermodynamics	0	0	0	0	0	0	0	0	0	0	termodinamika
thermometer	0	0	0	0	0	0	0	0	0	1	termometru
thermostat	0	0	0	0	0	0	0	0	0	0	termostat
thesaurus	0	0	0	0	0	0	0	0	0	0	teżawru
thesis	0	0	0	0	0	0	0	0	0	0	teżi
thick	0	0	0	0	0	0	0	0	0	0	oħxon
thicken	0	0	0	0	0	0	0	0	0	0	jeħxien
thickening	0	0	0	0	0	0	0	0	0	0	tħaxxin
thicket	0	0	0	0	0	0	0	0	0	0	ħxuna
thickness	0	0	0	0	0	0	0	0	0	0	ħxuna
thief	1	0	1	1	0	1	0	1	1	0	ħalliel
thimble	0	0	0	0	0	0	0	0	0	0	dejtal
thin	0	0	0	0	0	0	0	0	0	0	irqiq
thing	0	0	0	0	0	0	0	0	0	0	ħaġa
things	0	0	0	0	0	0	0	0	0	0	affarijiet
thinker	0	0	0	0	0	0	1	0	0	0	ħassieb
thinking	0	0	0	0	0	0	0	0	0	0	ħsieb
thirds	0	0	0	0	0	0	0	0	0	0	terzi
thirst	0	1	0	0	0	0	0	1	1	0	għatx
thirsty	0	0	0	0	0	1	0	0	0	0	bil-għatx
thirteen	0	0	0	0	0	0	0	0	0	0	tlettax
thirteenth	0	0	0	1	0	0	0	0	0	0	it-tlettax
thistle	0	0	0	0	0	0	0	0	0	0	thistle
thither	0	0	0	0	0	0	0	0	0	0	hemm
thong	0	0	0	0	0	0	0	0	0	0	ċinga
thorn	0	0	0	0	0	1	0	0	0	0	xewka
thorny	0	0	0	1	0	1	0	0	0	0	xewn
thoroughbred	0	0	0	0	0	0	1	0	0	0	ta’ razza pura
thoroughfare	0	0	0	0	0	0	0	0	0	0	it-triq
thought	0	1	0	0	0	0	0	0	0	0	ħsibt
thoughtful	0	0	0	0	0	0	1	0	0	1	maħsub
thoughtfulness	0	0	0	0	0	0	1	0	0	0	ħsieb
thoughtless	1	0	1	0	0	1	0	0	0	0	bla ħsieb
thoughts	0	0	0	0	0	0	0	0	0	0	ħsibijiet
thousand	0	0	0	0	0	0	0	0	0	0	elf
thrash	1	0	1	1	0	1	0	1	0	0	thrash
thread	0	0	0	0	0	0	0	0	0	0	ħajt
threat	1	0	0	1	0	1	0	0	0	0	theddida
threaten	1	1	0	1	0	1	0	0	0	0	jheddu
threatening	1	0	1	1	0	1	0	0	0	0	thedded
threefold	0	0	0	0	0	0	0	0	0	0	tliet darbiet
thresh	1	0	0	1	0	1	0	1	0	0	dris
threshold	0	0	0	0	0	0	0	0	0	0	limitu
thrice	0	0	0	0	0	0	0	0	0	0	tliet darbiet
thrift	0	0	1	0	0	0	1	0	0	1	tfaddil
thrifty	0	0	0	0	0	0	0	0	0	0	thrifty
thrill	0	1	0	1	1	0	1	0	1	0	eċċitament
thrilling	0	1	0	0	1	0	1	0	1	0	thrilling
thriving	0	1	0	0	1	0	1	0	0	0	b'saħħitha
throat	0	0	0	0	0	0	0	0	0	0	gerżuma
throb	0	0	0	1	0	1	0	1	0	0	tħabbat
throbbing	0	0	0	0	0	0	0	0	0	0	tħabbat
throne	0	0	0	0	0	0	1	0	0	1	tron
throng	0	0	0	0	0	0	0	0	0	0	folla
throttle	1	0	0	0	0	1	0	0	0	0	throttle
throw	0	0	0	0	0	0	0	0	0	0	tarmi
thrush	0	0	0	0	0	0	0	0	0	0	traxx
thrust	0	0	0	0	0	0	0	0	0	0	imbottatura
thud	0	0	0	0	0	0	0	0	0	0	thud
thug	1	0	1	1	0	1	0	0	0	0	thug
thumb	0	0	0	0	0	0	0	0	0	0	il-kbir
thump	1	0	0	0	0	1	0	0	0	0	tħabbat
thumping	0	0	0	1	0	0	0	0	0	0	tħabbat
thunder	0	0	0	0	0	0	0	0	0	0	Ragħad
thunderbolt	0	0	0	0	0	0	0	0	0	0	thunderbolt
thundering	1	0	0	1	0	1	0	0	0	0	tar-ragħad
thunderstorm	0	0	0	0	0	0	0	0	0	0	maltempata bir-ragħad
thwart	0	0	0	0	0	1	0	0	1	0	ifixkel
thyme	0	0	0	0	0	0	0	0	0	0	sagħtar
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	immarka
ticker	0	0	0	0	0	0	0	0	0	0	ticker
ticket	0	0	0	0	0	0	0	0	0	0	biljett
tickle	0	1	0	0	1	0	1	0	1	1	tikkek
ticklish	0	0	0	0	0	0	0	0	0	0	imtikek
tidal	0	0	0	0	0	0	0	0	0	0	marea
tidbit	0	0	0	0	0	0	0	0	0	0	tidbit
tide	0	0	0	0	0	0	0	0	0	0	marea
tidings	0	0	0	0	0	0	0	0	0	0	aħbar
tie	0	0	0	0	0	0	0	0	0	0	tie
tier	0	0	0	0	0	0	0	0	0	0	saff
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	tigra
tighten	1	0	0	0	0	0	0	0	0	0	issikka
tightness	0	0	0	0	0	0	0	0	0	0	issikkar
tights	0	0	0	0	0	0	0	0	0	0	tajts
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	madum
tiling	0	0	0	0	0	0	1	0	0	0	tiling
till	0	0	0	0	0	0	0	0	0	0	till
tillage	0	0	0	0	0	0	0	0	0	0	ħdim
tiller	0	0	0	0	0	0	0	0	0	0	laċċ
tilt	0	0	0	0	0	0	0	0	0	0	tilt
tilting	0	0	0	0	0	0	0	0	0	0	inklinazzjoni
timber	0	0	0	0	0	0	0	0	0	0	injam
timberland	0	0	0	0	0	0	0	0	0	0	timberland
timbre	0	0	0	0	0	0	0	0	0	0	timbru
time	0	1	0	0	0	0	0	0	0	0	ħin
timeliness	0	0	0	0	0	0	0	0	0	0	puntwalità
timely	0	0	0	0	0	0	1	0	0	0	fil-ħin
timepiece	0	0	0	0	0	0	0	0	0	0	Strument
timid	0	0	0	1	0	1	0	1	0	0	timida
timidity	0	1	0	1	0	1	0	0	0	0	timidità
tin	0	0	0	0	0	0	0	0	0	0	landa
tincture	0	0	0	0	0	0	0	0	0	0	tintura
tine	0	0	0	0	0	0	0	0	0	0	tine
tinge	0	0	0	0	0	0	0	0	0	0	lewn
tingle	0	0	0	0	0	0	0	0	0	0	tingiż
tingling	0	0	0	0	0	0	0	0	0	0	tnemnim
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	tbagħbis
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	tinsel
tint	0	0	0	0	0	0	0	0	0	0	lewn
tiny	0	0	0	0	0	0	0	0	0	0	ċkejkna
tip	0	0	0	0	0	0	0	0	0	0	ponta
tipsy	0	0	0	0	0	1	0	0	0	0	tipsy
tirade	1	0	1	0	0	1	0	0	0	0	tirata
tire	0	0	0	0	0	0	0	0	0	0	tajer
tired	0	0	0	0	0	1	0	0	0	0	għajjien
tiredness	0	0	0	0	0	1	0	0	0	0	għeja
tiresome	0	0	0	0	0	1	0	0	0	0	għeja
tissue	0	0	0	0	0	0	0	0	0	0	tessut
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	titaniku
tithe	0	0	0	0	0	0	0	0	0	0	deċmi
title	0	0	0	0	0	0	1	0	0	1	titolu
titled	0	0	0	0	0	0	0	0	0	0	intitolat
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	titulari
toad	0	0	1	0	0	1	0	0	0	0	toad
toast	0	0	0	0	1	0	1	0	0	0	toast
tobacco	0	0	0	0	0	1	0	0	0	0	tabakk
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	illum
toe	0	0	0	0	0	0	0	0	0	0	toe
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	tbatija
toilet	0	0	1	0	0	1	0	0	0	0	toilet
toils	0	0	0	0	0	1	0	0	0	0	toils
token	0	0	0	0	0	0	0	0	0	0	token
tolerance	0	0	0	0	0	0	0	0	0	0	tolleranza
tolerant	0	0	0	0	0	0	1	0	0	0	tolleranti
tolerate	1	0	0	0	0	1	0	1	0	0	jittollera
toleration	0	0	0	0	0	0	1	0	0	0	tolleranza
toll	0	0	0	0	0	0	0	0	0	0	pedaġġ
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	qabar
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	tome
tomorrow	0	1	0	0	0	0	0	0	0	0	għada
ton	0	0	0	0	0	0	0	0	0	0	tunnellata
tone	0	0	0	0	0	0	0	0	0	0	ton
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	pinzetti
tongue	0	0	0	0	0	0	0	0	0	0	ilsien
tonic	0	0	0	0	0	0	0	0	0	0	toniku
tonnage	0	0	0	0	0	0	0	0	0	0	tunnellaġġ
tonsils	0	0	0	0	0	0	0	0	0	0	tunsilli
tooling	0	0	0	0	0	0	0	0	0	0	għodda
tooth	0	0	0	0	0	0	0	0	0	0	sinna
toothache	0	0	0	1	0	1	0	0	0	0	uġigħ fis-snien
toothed	0	0	0	0	0	0	0	0	0	0	bis-snien
toothless	0	0	0	0	0	0	0	0	0	0	bla snien
top	0	1	0	0	0	0	1	0	0	1	fuq
topaz	0	0	0	0	0	0	0	0	0	0	topaz
topic	0	0	0	0	0	0	0	0	0	0	suġġett
topical	0	0	0	0	0	0	0	0	0	0	topiku
topographic	0	0	0	0	0	0	0	0	0	0	topografiċi
topographical	0	0	0	0	0	0	0	0	0	0	topografiċi
topography	0	0	0	0	0	0	0	0	0	0	topografija
topple	0	0	0	0	0	0	0	0	1	0	titwaqqa
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	torċa
torment	1	0	0	1	0	1	0	1	0	0	turment
torn	0	0	0	0	0	1	0	0	0	0	imqatta
tornado	0	0	0	1	0	0	0	0	0	0	tornado
torpedo	1	0	0	0	0	1	0	0	0	0	torpidows
torrent	0	0	0	1	0	0	0	0	0	0	torrent
torrid	0	0	0	0	0	1	0	0	0	0	torrid
torsion	0	0	0	0	0	0	0	0	0	0	torsjoni
torso	0	0	0	0	0	0	0	0	0	0	torso
tort	0	0	0	0	0	1	0	0	0	0	tort
tortious	1	0	1	0	0	1	0	0	0	0	tortious
tortoise	0	0	0	0	0	0	0	0	0	0	Fekruna
tortuous	0	0	0	0	0	0	0	0	0	0	tortuous
torture	1	1	1	1	0	1	0	1	0	0	tortura
toss	0	0	0	0	0	0	0	0	0	0	toss
total	0	0	0	0	0	0	0	0	0	0	totali
totality	0	0	0	0	0	0	0	0	0	0	totalità
totally	0	0	0	0	0	0	0	0	0	0	totalment
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	mess
touched	0	0	0	0	0	1	0	0	0	0	mimsus
touching	0	0	0	0	0	0	0	0	0	0	tmiss
touchy	1	0	0	0	0	1	0	1	0	0	imissu
tough	0	0	0	0	0	1	0	1	0	0	iebsa
toughness	1	0	0	1	0	0	1	0	0	1	ebusija
tour	0	0	0	0	0	0	0	0	0	0	mawra
tourist	0	0	0	0	0	0	0	0	0	0	turist
tourmaline	0	0	0	0	0	0	0	0	0	0	turmalina
tournament	0	0	0	0	0	0	0	0	0	0	tournament
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	stoppa
towel	0	0	0	0	0	0	0	0	0	0	xugaman
tower	0	0	0	0	0	0	1	0	0	0	torri
towering	0	1	0	1	0	0	1	0	0	0	towering
town	0	0	0	0	0	0	0	0	0	0	belt
townhouse	0	0	0	0	0	0	0	0	0	0	Townhouse
toxic	0	0	1	0	0	1	0	0	0	0	tossiċi
toxicology	0	0	0	0	0	0	0	0	0	0	tossikoloġija
toxin	0	0	0	1	0	1	0	0	0	0	tossina
toy	0	0	0	0	0	0	0	0	0	0	ġugarell
trace	0	0	0	0	0	0	0	0	0	0	traċċa
traces	0	0	0	0	0	0	0	0	0	0	traċċi
trachea	0	0	0	0	0	0	0	0	0	0	trakea
tracing	0	0	0	0	0	0	0	0	0	0	traċċar
track	0	1	0	0	0	0	0	0	0	0	binarju
tract	0	0	0	1	0	0	0	0	0	0	passaġġ
tractable	0	0	0	0	0	0	0	0	0	0	trattabbli
traction	0	0	0	0	0	0	0	0	0	0	trazzjoni
tractor	0	0	0	0	0	0	0	0	0	0	trattur
trade	0	0	0	0	0	0	0	0	0	1	kummerċ
trader	0	0	0	0	0	0	0	0	0	0	negozjant
tradesman	0	0	0	0	0	0	0	0	0	0	negozjant
trading	0	0	0	0	0	0	0	0	0	0	kummerċ
tradition	0	0	0	0	0	0	0	0	0	0	tradizzjoni
traditional	0	0	0	0	0	0	1	0	0	0	tradizzjonali
traffic	0	0	0	0	0	0	0	0	0	0	traffiku
tragedy	0	0	0	1	0	1	0	1	0	0	traġedja
tragic	0	0	0	0	0	1	0	0	0	0	traġiku
trail	0	0	0	0	0	0	0	0	0	0	traċċa
train	0	0	0	0	0	0	0	0	0	0	ferrovija
trained	0	0	0	0	0	0	0	0	0	0	imħarreġ
trainer	0	0	0	0	0	0	0	0	0	1	trainer
training	0	0	0	0	0	0	0	0	0	0	taħriġ
trait	0	0	0	0	0	0	0	0	0	0	karatteristika
traitor	1	0	1	1	0	1	0	1	0	0	traditur
trajectory	0	0	0	0	0	0	0	0	0	0	trajettorja
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	tramp
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	trance
tranquil	0	0	0	0	1	0	1	0	0	0	trankwill
tranquility	0	0	0	0	1	0	1	0	0	1	trankwillità
transact	0	0	0	0	0	0	0	0	0	0	tittratta
transaction	0	0	0	0	0	0	0	0	0	1	transazzjoni
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantiku
transcendence	0	1	0	0	1	0	1	0	1	1	traxxendenza
transcendent	0	0	0	0	0	0	0	0	0	0	traxxendenti
transcendental	0	0	0	0	0	0	1	0	0	0	traxxendentali
transcribe	0	0	0	0	0	0	0	0	0	0	traskrivi
transcriber	0	0	0	0	0	0	0	0	0	0	traskritur
transcript	0	0	0	0	0	0	0	0	0	1	traskrizzjoni
transcription	0	0	0	0	0	0	0	0	0	0	traskrizzjoni
transfer	0	0	0	0	0	0	0	0	0	0	trasferiment
transference	0	0	0	0	0	0	0	0	0	0	trasferiment
transferred	0	0	0	0	0	0	0	0	0	0	trasferiti
transfixed	0	0	0	0	0	0	0	0	0	0	trafissat
transform	0	0	0	0	0	0	0	0	0	0	tittrasforma
transformation	0	0	0	0	0	0	0	0	0	0	trasformazzjoni
transfusion	0	0	0	0	0	0	0	0	0	0	trasfużjoni
transgression	0	0	0	0	0	1	0	0	0	0	trasgressjoni
transient	0	0	0	0	0	0	0	0	0	0	temporanju
transit	0	0	0	0	0	0	0	0	0	0	transitu
transition	0	0	0	0	0	0	0	0	0	0	transizzjoni
transitional	0	1	0	0	0	0	0	0	0	0	tranżizzjonali
transitive	0	0	0	0	0	0	0	0	0	0	tranżittivi
transitory	0	0	0	0	0	0	0	0	0	0	tranżitorju
translate	0	0	0	0	0	0	0	0	0	0	tittraduċi
translation	0	0	0	0	0	0	0	0	0	1	traduzzjoni
translocation	0	0	0	0	0	0	0	0	0	0	traslokazzjoni
translucent	0	0	0	0	0	0	0	0	0	0	trasluċidi
transmission	0	0	0	0	0	0	0	0	0	0	trasmissjoni
transmit	0	0	0	0	0	0	0	0	0	0	jittrasmetti
transmutation	0	0	0	0	0	0	0	0	0	0	trasmutazzjoni
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	trasparenza
transparent	0	0	0	0	0	0	0	0	0	0	trasparenti
transplant	0	0	0	0	0	0	0	0	0	0	trapjant
transplantation	0	0	0	0	0	0	0	0	0	0	trapjant
transport	0	0	0	0	0	0	0	0	0	0	trasport
transportation	0	0	0	0	0	0	0	0	0	0	trasport
transpose	0	0	0	0	0	0	0	0	0	0	jittrasponi
