English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hmong Word
sequence	0	0	0	0	0	0	0	0	0	0	ib ntus
sequent	0	0	0	0	0	0	0	0	0	0	raws
sequestered	0	0	0	0	0	0	0	0	0	0	sequestered
sequestration	0	0	0	0	0	1	0	1	0	0	kev txiav txim
serene	0	0	0	0	0	1	0	0	0	1	nyob zoo
serenity	0	1	0	0	1	0	1	0	0	1	kev kaj siab lug
sergeant	0	0	0	0	0	0	0	0	0	0	tub ceev xwm
serial	0	1	0	0	0	0	0	0	0	0	xwm txheej
series	0	0	0	0	0	0	0	0	0	1	series
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	mob hnyav
sermon	0	0	0	0	0	0	1	0	0	1	lus qhuab qhia
serpent	0	0	1	1	0	1	0	0	0	0	nab
serpentine	0	0	0	0	0	0	0	0	0	0	serpentine
serrated	0	0	0	0	0	0	0	0	0	0	serrated
serum	0	0	0	0	0	0	1	0	0	0	ntshav qab zib
servant	0	0	0	0	0	1	0	0	0	1	tub qhe
serve	0	0	0	0	0	1	0	0	0	1	ua hauj lwm
service	0	0	0	0	0	0	0	0	0	0	kev pabcuam
serviceable	0	0	0	0	0	0	0	0	0	0	pab tau
servile	0	0	1	1	0	1	0	1	0	0	ua haujlwm
servitude	0	0	0	0	0	1	0	0	0	0	kev ua qhev
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	kev sib tham
sessions	0	0	0	0	0	0	0	0	0	0	kev sib tham
set	0	0	0	0	0	0	0	0	0	0	teeb
setback	0	0	0	0	0	1	0	1	0	0	poob siab
sett	0	0	0	0	0	0	0	0	0	0	sett
setter	0	0	0	0	0	0	0	0	0	0	tus txheej txheem
settle	0	0	0	0	0	0	0	0	0	0	daws
settled	0	0	0	0	0	0	0	0	0	0	daws
settler	0	0	0	0	0	0	0	0	0	0	neeg nyob
settlor	0	0	0	1	0	0	1	0	0	0	chaw nyob
seventh	0	0	0	0	0	0	0	0	0	0	xya
seventy	0	0	0	0	0	0	0	0	0	0	xya caum
sever	0	0	0	0	0	1	0	0	0	0	siv
severable	0	0	0	0	0	0	0	0	0	0	sib tau
severally	0	0	0	0	0	0	0	0	0	0	ntau ntau
severance	0	0	0	0	0	0	0	1	0	0	kev sib cais
severely	0	0	0	0	0	0	0	0	0	0	hnyav heev
severity	0	0	0	0	0	0	0	0	0	0	hnyav
sew	0	0	0	0	0	0	0	0	0	0	sew
sewage	0	0	1	0	0	1	0	0	0	0	dej phwj
sewer	0	0	1	0	0	0	0	0	0	0	dej phwj
sewerage	0	0	1	0	0	1	0	0	0	0	dej phwj
sex	0	1	0	0	1	0	1	0	0	1	poj niam deev
sexuality	0	0	0	0	0	0	0	0	0	0	kev sib deev
sexy	0	0	0	0	0	0	0	0	0	0	sexy
shabby	0	0	1	0	0	1	0	0	0	0	txaj muag
shack	0	0	1	0	0	1	0	1	0	0	txaj
shackle	1	1	1	1	0	1	0	1	0	0	shackle
shade	0	0	0	0	0	0	0	0	0	0	ntxoov ntxoo
shades	0	0	0	0	0	0	0	0	0	0	ntxoov ntxoo
shading	0	0	0	0	0	0	0	0	0	0	ntxoov ntxoo
shadow	0	0	0	0	0	0	0	0	0	0	duab ntxoov ntxoo
shadowy	0	0	0	0	0	0	0	0	0	0	duab ntxoov ntxoo
shady	0	0	0	1	0	1	0	0	0	0	ntxoov ntxoo
shaft	0	0	0	0	0	0	0	0	0	0	ncej
shag	0	0	0	0	0	0	0	0	0	0	shag
shaggy	0	0	0	0	0	0	0	0	0	0	shaggy
shake	0	0	0	0	0	0	0	0	0	0	co
shaken	0	0	0	0	0	0	0	0	0	0	shaken
shaking	0	0	0	1	0	1	0	0	0	0	tuav
shaky	1	1	0	1	0	1	0	0	0	0	tshee
sham	1	0	1	0	0	1	0	0	0	0	txaj muag
shaman	0	0	0	0	0	0	0	0	0	0	shaman
shambles	0	0	0	0	0	1	0	0	0	0	shambles
shame	0	0	1	1	0	1	0	1	0	0	txaj muag
shameful	0	0	0	0	0	1	0	1	0	0	txaj muag
shameless	0	0	1	0	0	1	0	0	0	0	tsis txaj muag
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	shank
shanty	0	0	0	0	0	0	0	0	0	0	shanty
shape	0	0	0	0	0	0	1	0	0	0	puab
shapely	0	0	0	0	0	0	1	0	0	0	zoo zoo
share	0	1	0	0	1	0	1	0	0	1	qhia
shareholder	0	0	0	0	0	0	0	0	0	0	tus tswv cuab
shark	0	0	0	0	0	1	0	0	0	0	shark
sharpen	1	1	0	0	0	0	0	0	0	0	ntse
sharpened	0	0	0	0	0	0	0	0	0	0	ntse
sharpener	0	0	0	0	0	0	0	0	0	0	tus ntse
sharpness	0	0	0	0	0	0	0	0	0	0	ntse
shatter	1	0	0	1	0	1	0	1	1	0	tawg
shattered	0	0	0	0	0	1	0	1	0	0	tawg
shave	0	0	0	0	0	0	0	0	0	0	chais plaub
shaving	0	0	0	0	0	0	0	0	0	0	chais plaub
shawl	0	0	0	0	0	0	0	0	0	0	shawl
sheaf	0	0	0	0	0	0	0	0	0	0	sheaf
shear	0	0	0	0	0	0	0	0	0	0	txiav
shears	0	0	0	0	0	0	0	0	0	0	txiav
sheath	0	0	0	0	0	0	0	0	0	0	sheath
sheathing	0	0	0	0	0	0	0	0	0	0	sheathing
shed	0	0	0	0	0	1	0	0	0	0	tsev
sheen	0	0	0	0	0	0	0	0	0	0	sheen
sheep	0	0	0	0	0	0	0	0	0	0	yaj
sheer	0	0	0	0	0	0	0	0	0	0	sheer
sheet	0	0	0	0	0	0	0	0	0	0	daim ntawv
shelf	0	0	0	0	0	0	0	0	0	0	txee
shell	1	0	0	1	0	1	0	1	1	0	plhaub
shellfish	0	0	0	0	0	0	0	0	0	0	shellfish
shelter	0	0	0	0	0	0	1	0	0	1	vaj tse
shelved	0	0	0	0	0	1	0	0	0	0	txee
shepherd	0	0	0	0	0	0	1	0	0	1	tus tswv yug yaj
sheriff	0	0	0	0	0	0	0	0	0	1	tub ceev xwm
sherry	0	0	0	0	0	0	0	0	0	0	sherry
shield	0	0	0	0	0	0	0	0	0	0	daim ntaub thaiv
shift	0	0	0	0	0	0	0	0	0	0	ua haujlwm
shifting	0	0	0	0	0	0	0	0	0	0	hloov
shilling	0	0	0	0	0	0	0	0	0	0	ua shilling
shimmer	0	0	0	0	0	0	0	0	0	0	ci ntsa iab
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	ci
shingle	0	0	0	0	0	0	0	0	0	0	shingle
shining	0	1	0	0	1	0	1	0	0	0	ci ntsa iab
shiny	0	0	0	0	0	0	0	0	0	0	ci iab
ship	0	1	0	0	0	0	0	0	0	0	nkoj
shipment	0	0	0	0	0	0	0	0	0	0	khoom xa tuaj
shipping	0	0	0	0	0	0	0	0	0	0	shipping
shipwreck	0	0	0	1	0	1	0	1	0	0	nkoj tawg
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	lub tsho
shit	1	0	1	0	0	1	0	0	0	0	quav
shiver	1	1	0	1	0	1	0	1	0	0	tshee
shivering	0	0	0	0	0	0	0	0	0	0	tshee hnyo
shoals	0	0	0	0	0	0	0	0	0	0	shoals
shock	1	0	0	1	0	1	0	0	1	0	poob siab
shockingly	0	0	0	0	0	0	0	0	1	0	xav tsis thoob
shoddy	1	0	1	0	0	1	0	0	0	0	txaj muag
shoe	0	0	0	0	0	0	0	0	0	0	khau
shoemaker	0	0	0	0	0	0	0	0	0	0	nkawm khau
shoot	1	0	0	1	0	1	0	0	0	0	tua
shooter	0	0	0	1	0	0	0	0	0	0	tus neeg tua phom
shooting	1	0	0	1	0	1	0	0	0	0	tua
shop	0	0	0	0	0	0	0	0	0	0	khw
shopkeeper	0	0	0	0	0	0	0	0	0	1	tus tswv khw
shoplifting	1	0	1	0	0	1	0	0	0	0	khw muag khoom
shopping	0	1	0	0	1	0	1	0	1	1	khw
shore	0	0	0	0	0	0	0	0	0	0	ntug dej
shorn	0	0	0	0	0	0	0	0	0	0	luv
short	0	0	0	0	0	0	0	0	0	0	luv
shortage	1	0	0	1	0	1	0	1	0	0	tsis txaus
shortcoming	0	0	0	0	0	1	0	0	0	0	ua tsis tau
shorten	0	0	0	0	0	0	0	0	0	0	luv
shortening	0	0	0	0	0	0	0	0	0	0	luv luv
shorthand	0	0	0	0	0	0	0	0	0	0	luv luv
shortly	0	1	0	0	0	0	0	0	0	0	luv luv
shortness	0	0	0	0	0	0	0	0	0	0	luv
shorts	0	0	0	0	0	0	0	0	0	0	luv
shot	1	0	0	1	0	1	0	1	1	0	txhaj tshuaj
shotgun	0	0	0	0	0	0	0	0	0	0	phom phom
shoulder	0	0	0	0	0	0	1	0	0	1	xub pwg
shout	1	0	0	0	0	0	0	0	1	0	qw
shove	1	0	0	0	0	1	0	0	0	0	shov
shovel	0	0	0	0	0	0	0	0	0	0	duav
shoveling	0	0	0	0	0	0	0	0	0	0	shoveling
show	0	0	0	0	0	0	0	0	0	1	ua yeeb yam
shower	0	0	0	0	0	0	0	0	0	0	da dej
showing	0	0	0	0	0	0	0	0	0	0	qhia
showy	0	0	0	0	0	1	0	0	0	0	yeeb yam
shrapnel	0	0	0	1	0	0	0	0	0	0	rab riam
shred	0	0	0	0	0	0	0	0	0	0	shred
shrewd	0	0	0	0	0	0	1	0	0	0	ntse
shriek	1	0	0	1	0	1	0	1	1	0	shriek
shrill	1	0	0	1	0	1	0	0	1	0	shrill
shrimp	0	0	0	0	0	0	0	0	0	0	cw
shrine	0	0	0	0	0	0	0	0	0	0	thaj neeb
shrink	0	0	0	1	0	1	0	1	0	0	ntsws
shrinking	0	0	0	0	0	0	0	0	0	0	shrinking
shroud	0	0	0	0	0	0	0	1	0	0	daim ntaub
shrub	0	0	0	0	0	0	0	0	0	0	tsob ntoo
shrubbery	0	0	0	0	0	0	0	0	0	0	shrubbery
shrug	0	0	0	0	0	0	0	0	0	0	shrug
shrunk	0	0	0	0	0	1	0	0	0	0	poob
shudder	0	0	0	1	0	1	0	0	0	0	txaj muag
shuffle	0	0	0	0	0	0	0	0	0	0	shuffle
shuffling	0	0	0	0	0	0	0	0	0	0	shuffling
shun	1	0	1	0	0	1	0	1	0	0	shun
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	kaw
shutter	0	0	0	0	0	0	0	0	0	0	shutter
shuttle	0	0	0	0	0	0	0	0	0	0	shuttle
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	mob
sickening	1	0	1	1	0	1	0	1	0	0	mob
sickle	0	0	0	0	0	0	0	0	0	0	kab mob
sickly	0	0	1	0	0	1	0	1	0	0	mob mob
sickness	0	0	1	1	0	1	0	1	0	0	mob
side	0	0	0	0	0	0	0	0	0	0	sab
sideboard	0	0	0	0	0	0	0	0	0	0	sideboard
sidestep	0	0	0	0	0	0	0	0	0	0	sab laug
sideways	0	0	0	0	0	0	0	0	0	0	sab xis
siege	0	0	0	0	0	0	0	0	0	0	siege
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	sieve
sifting	0	0	0	0	0	0	0	0	0	0	sifting
sigh	0	0	0	0	0	0	0	0	0	0	xyu
sight	0	0	0	0	0	0	0	0	0	0	pom
sign	0	0	0	0	0	0	0	0	0	0	kos npe
signal	0	0	0	0	0	0	0	0	0	0	teeb liab
signature	0	0	0	0	0	0	0	0	0	1	kos npe
significance	0	0	0	0	0	0	0	0	0	0	qhov tseem ceeb
significant	0	0	0	0	0	0	0	0	0	0	tseem ceeb
signification	0	0	0	0	0	0	0	0	0	0	kos npe
signify	0	1	0	0	0	0	0	0	0	0	kos npe
signpost	0	0	0	0	0	0	0	0	0	0	kos npe
silent	0	0	0	0	0	0	0	0	0	0	ntsiag to
silently	0	0	0	0	0	0	0	0	0	0	ntsiag to
silhouette	0	0	0	0	0	0	0	0	0	0	silhouette
silk	0	0	0	0	0	0	1	0	0	0	txhob lo lo ntxhuav
silken	0	0	0	0	0	0	0	0	0	0	silken
silky	0	0	0	0	0	0	0	0	0	0	txhob lo lo ntxhuav
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	kev ruam
silly	0	0	0	0	1	1	0	0	0	0	ruam
silt	0	0	0	0	0	0	0	0	0	0	silt
silver	0	0	0	0	0	0	0	0	0	0	nyiaj
silvery	0	0	0	0	0	0	0	0	0	0	nyiaj
similar	0	0	0	0	0	0	0	0	0	0	zoo sib xws
similarity	0	0	0	0	0	0	0	0	0	0	zoo sib xws
simile	0	0	0	0	0	0	0	0	0	0	simile
simmer	1	1	0	0	0	0	0	0	0	0	simmer
simmering	0	1	0	0	0	0	0	0	0	0	simmering
simple	0	0	0	0	0	0	0	0	0	0	yooj yim
simples	0	0	0	0	0	0	0	0	0	0	yooj yim
simplify	0	1	0	0	1	0	1	0	1	1	ua kom yooj yim
simply	0	0	0	0	0	0	0	0	0	0	yooj yim
simulate	0	0	0	0	0	0	0	0	0	0	simulate
simulated	0	0	0	0	0	0	0	0	0	0	simulated
simulating	0	0	0	0	0	0	0	0	0	0	simulating
simulation	0	0	0	0	0	0	0	0	0	0	simulation
simultaneous	0	0	0	0	0	0	0	0	0	0	ib txhij
simultaneously	0	0	0	0	0	0	0	0	0	0	ib txhij
sin	1	0	1	1	0	1	0	1	0	0	kev txhaum
sincere	0	0	0	0	0	0	1	0	0	1	siab ncaj
sincerity	0	0	0	0	0	0	1	0	0	0	lub siab dawb paug
sinful	1	0	1	1	0	1	0	1	0	0	kev txhaum
sing	0	1	0	0	1	0	1	1	0	1	hu nkauj
singer	0	0	0	0	0	0	0	0	0	0	tus hu nkauj
single	0	0	0	0	0	0	0	0	0	0	ib leeg
singly	0	0	0	0	0	0	1	0	0	0	ib leeg
singular	0	0	0	0	0	0	0	0	0	0	yam lus
singularity	0	0	0	0	0	0	0	0	0	0	kev paub zoo
singularly	0	0	0	0	0	0	0	0	1	0	ib leeg
sinister	1	0	1	1	0	1	0	0	0	0	siab phem
sink	0	0	0	0	0	0	0	0	0	0	dab dej
sinner	1	0	1	1	0	1	0	1	0	0	neeg txhaum
sinning	0	0	1	0	0	1	0	0	0	0	kev txhaum
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	sip
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	tus tswv
sire	0	0	0	0	0	0	0	0	0	0	sire
siren	0	0	0	1	0	1	0	0	0	0	siren
sissy	0	0	0	0	0	1	0	0	0	0	sis
sister	0	0	0	0	0	0	0	0	0	0	tus muam
sisterhood	1	0	0	0	0	0	1	1	1	1	kev sib hlub
site	0	0	0	0	0	0	0	0	0	0	qhov chaw
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	zaum
situate	0	0	0	0	0	0	0	0	0	0	nyob
situated	0	0	0	0	0	0	0	0	0	0	nyob
situation	0	0	0	0	0	0	0	0	0	0	xwm txheej
sixth	0	0	0	0	0	0	0	0	0	0	thib rau
sixty	0	0	0	0	0	0	0	0	0	0	rau caum
size	0	0	0	0	0	0	0	0	0	0	qhov loj
sizzle	1	0	0	0	0	0	0	0	0	0	xiab
skate	0	0	0	0	0	0	0	0	0	0	caij skate
skating	0	0	0	0	0	0	0	0	0	0	skating
skein	0	0	0	0	0	0	0	0	0	0	skin ua
skeleton	0	0	0	0	0	0	0	0	0	0	cev pob txha
skeptic	0	0	0	0	0	0	0	0	0	0	tsis ntseeg
skeptical	0	0	0	0	0	1	0	0	0	0	tsis ntseeg
skepticism	0	0	0	0	0	0	0	0	0	0	kev tsis ntseeg
sketch	0	0	0	0	0	0	0	0	0	0	daim duab
sketchy	0	0	0	0	0	1	0	0	0	0	daim duab
skewed	1	1	0	0	0	1	0	0	0	0	ua skew
skewer	0	0	0	0	0	0	0	0	0	0	skewer
ski	0	0	0	0	0	0	0	0	0	0	caij ski
skid	1	0	0	1	0	1	0	1	0	0	caij ski
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	txuj
skilled	0	0	0	0	0	0	1	0	0	0	txawj
skillet	0	0	0	0	0	0	0	0	0	0	txuj
skillful	0	0	0	0	0	0	1	0	0	1	txawj
skim	0	0	0	0	0	0	0	0	0	0	skim
skin	0	0	0	0	0	0	0	0	0	0	tawv nqaij
skinny	0	0	0	0	0	0	0	0	0	0	tawv nqaij
skip	0	0	0	0	0	1	0	0	0	0	hla
skipper	0	0	0	0	0	0	0	0	0	0	tus thawj coj
skirmish	1	0	0	0	0	1	0	0	0	0	kev sib cav
skirt	0	0	0	0	0	0	0	0	0	0	tiab
skirting	0	0	0	0	0	0	0	0	0	0	tiab tiab
skirts	0	0	0	0	0	0	0	0	0	0	tiab
skit	0	0	0	0	0	0	0	0	0	0	skit
skull	0	0	0	0	0	0	0	0	0	0	taub hau
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	ntuj
skyscraper	0	0	0	0	0	0	0	0	0	0	skyscraper
slab	0	0	0	0	0	0	0	0	0	0	slab
slack	0	0	0	0	0	1	0	0	0	0	luag
slag	0	0	0	0	0	1	0	0	0	0	slag
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	kev hais lus phem
slanderous	0	0	0	0	0	1	0	0	0	0	hais lus phem
slang	0	0	0	0	0	0	0	0	0	0	lus
slant	0	0	0	0	0	0	0	0	0	0	slant
slap	1	0	0	0	0	1	0	0	1	0	npuaj
slash	1	0	0	0	0	0	0	0	0	0	swb
slashes	0	0	0	0	0	0	0	0	0	0	luas
slate	0	0	0	0	0	0	1	0	0	0	slate
slates	0	0	0	0	0	0	0	0	0	0	slates
slaughter	1	0	1	1	0	1	0	1	1	0	kev tua
slaughterhouse	1	0	1	1	0	1	0	1	0	0	tsev tua tsiaj
slaughtering	1	0	1	1	0	1	0	1	1	0	kev tua tsiaj
slave	1	0	0	1	0	1	0	1	0	0	qhev
slavery	1	0	1	1	0	1	0	1	0	0	kev ua qhev
slay	1	0	0	0	0	1	0	0	0	0	tua
slayer	1	0	1	1	0	1	0	1	1	0	tus tua neeg
sledge	0	0	0	0	0	0	0	0	0	0	sledge
sleek	0	0	0	0	0	0	1	0	0	0	sleek
sleep	0	0	0	0	0	0	0	0	0	0	pw tsaug zog
sleeper	0	0	0	0	0	0	0	0	0	0	neeg pw tsaug zog
sleeping	0	0	0	0	0	0	0	0	0	0	pw tsaug zog
sleeplessness	0	0	0	0	0	0	0	0	0	0	pw tsis tsaug zog
sleepy	0	0	0	0	0	0	0	0	0	0	tsaug zog
sleet	0	0	0	0	0	1	0	0	0	0	qab
sleeve	0	0	0	0	0	0	0	0	0	0	lub tes tsho
sleeveless	0	0	0	0	0	0	0	0	0	0	tes tsho
sleigh	0	0	0	0	0	0	0	0	0	0	sleigh
sleight	0	0	0	0	0	0	0	0	0	0	tsis pom kev
slender	0	0	0	0	0	0	1	0	0	0	daim tawv nqaij
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	hlais
slick	0	0	0	0	0	0	0	0	0	0	slick
slide	0	0	0	0	0	0	0	0	0	0	swb
sliding	0	0	0	0	0	0	0	0	0	0	zawv zawg
slight	0	0	0	0	0	0	0	0	0	0	me ntsis
slightly	0	0	0	0	0	0	0	0	0	0	me ntsis
slim	0	0	0	0	0	0	1	0	0	0	yuag
slime	0	0	1	0	0	0	0	0	0	0	slime
slimy	0	0	1	0	0	1	0	0	0	0	slimy
sling	0	0	0	0	0	0	0	0	0	0	hlua
slink	0	0	0	0	0	1	0	0	0	0	slink
slip	0	0	0	0	0	1	0	0	1	0	plam
slipper	0	0	0	0	0	0	0	0	0	0	khau khiab
slippers	0	0	0	0	0	0	0	0	0	0	khau khiab
slit	0	0	0	0	0	0	0	0	0	0	hlais
sliver	0	0	0	0	0	0	0	0	0	0	qab
slogan	0	0	0	0	0	0	0	0	0	0	lus hais
sloop	0	0	0	0	0	0	0	0	0	0	plam
slop	0	0	1	0	0	1	0	0	0	0	plam
slope	0	0	0	0	0	0	0	0	0	0	txoj kab nqes
sloppy	0	0	1	0	0	1	0	0	0	0	ruam
slot	0	0	0	0	0	0	0	0	0	0	qhov
sloth	0	0	1	0	0	1	0	0	0	0	ruam
slouch	0	0	0	0	0	1	0	0	0	0	slouch
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	qeeb
slowly	0	0	0	0	0	0	0	0	0	0	maj mam
slowness	0	0	0	0	0	1	0	0	0	0	qeeb
sludge	0	0	1	0	0	1	0	0	0	0	sludge
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	qeeb
sluice	0	0	0	0	0	0	0	0	0	0	dej ntws
slum	0	0	1	0	0	1	0	0	0	0	lub tsev pheeb suab
slumber	0	0	0	0	0	0	0	0	0	0	tsaug zog
slump	0	0	0	0	0	1	0	1	0	0	poob
slur	1	0	1	0	0	1	0	1	0	0	lus
slush	0	0	1	0	0	1	0	0	1	0	slush
slut	1	0	1	0	0	1	0	0	0	0	slut
sly	1	0	1	1	0	1	0	0	0	0	sly
smack	1	0	0	0	0	1	0	0	0	0	smack
small	0	0	0	0	0	1	0	0	0	0	me me
smaller	0	0	0	0	0	0	0	0	0	0	me me
smallest	0	0	0	0	0	0	0	0	0	0	tsawg tshaj plaws
smash	1	0	0	1	0	1	0	0	0	0	tsoo
smashed	0	0	0	0	0	1	0	0	0	0	tsoo
smattering	0	0	0	0	0	1	0	0	0	0	smattering
smear	0	0	0	0	0	0	0	0	0	0	smear
smell	1	0	1	0	0	1	0	0	0	0	tsw
smelling	0	0	1	0	0	1	0	0	0	0	ntxhiab tsw
smelt	0	0	0	0	0	0	0	0	0	0	ua kua
smile	0	0	0	0	1	0	1	0	1	1	luag ntxhi
smiling	0	0	0	0	1	0	1	0	0	0	luag ntxhi
smirk	0	0	0	0	0	1	0	0	0	0	luag
smite	1	0	0	1	0	1	0	1	0	0	smite
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	ntaus
smoker	0	0	0	0	0	1	0	0	0	0	neeg haus luam yeeb
smokey	0	0	0	0	0	0	0	0	0	0	haus luam yeeb
smoking	0	0	0	0	0	0	0	0	0	0	haus luam yeeb
smoky	0	0	0	0	0	0	0	0	0	0	haus luam yeeb
smoldering	0	0	0	0	0	0	0	0	0	0	smoldering
smoothly	0	0	0	0	0	0	0	0	0	0	smoothly
smoothness	0	0	0	0	0	0	1	0	0	0	smoothness
smother	1	0	0	0	0	1	0	0	0	0	luag
smudge	0	0	0	0	0	1	0	0	0	0	smuag
smug	0	0	0	0	0	1	0	0	0	0	smug
smuggle	0	0	0	1	0	1	0	0	0	0	smuggle
smuggler	1	0	1	1	0	1	0	0	0	0	tus neeg nyiag khoom
smuggling	0	0	0	0	0	1	0	0	0	0	smuggling
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	khoom noj txom ncauj
snacks	0	0	0	0	0	0	0	0	0	0	khoom noj txom ncauj
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	qwj
snake	0	0	1	1	0	1	0	0	0	0	nab
snap	0	0	0	0	0	0	0	0	0	0	snap
snapshot	0	0	0	0	0	0	0	0	0	0	snapshot
snare	0	0	0	1	0	1	0	0	0	0	snare
snarl	1	0	1	0	0	1	0	0	0	0	snarl
snarling	1	0	0	0	0	1	0	0	0	0	snarling
snatch	0	0	0	0	0	0	0	0	0	0	txeeb
sneak	1	0	0	1	0	1	0	0	1	0	nyiag
sneakers	0	0	0	0	0	0	0	0	0	0	khau ntaub
sneaking	0	1	0	1	0	1	0	0	0	1	nyiag
sneer	1	0	1	0	0	1	0	0	0	0	yws
sneeze	0	0	1	0	0	1	0	0	1	0	txham
sneezing	0	0	0	0	0	0	0	0	0	0	txham
snicker	0	0	0	0	0	0	1	0	0	0	snicker
snide	0	0	0	0	0	1	0	0	0	0	snide
sniff	0	0	0	0	0	0	0	0	0	0	nqus
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	kab lus
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	pw tsaug zog
snore	0	0	0	0	0	0	0	0	0	0	nqos
snort	0	0	0	0	0	0	0	1	0	0	nqhis
snout	0	0	0	0	0	0	0	0	0	0	snout
snow	0	0	0	0	0	0	0	0	0	0	daus
snowball	0	0	0	0	0	0	0	0	0	0	snowball
snowflake	0	0	0	0	0	0	0	0	0	0	snowflake
snowy	0	0	0	0	0	0	0	0	0	0	daus daus
snuff	0	0	0	0	0	0	0	0	0	0	nqus
soak	0	0	0	0	0	1	0	0	0	0	da dej
soaking	0	0	0	0	0	0	0	0	0	0	ntub dej
soap	0	0	0	0	0	0	0	0	0	0	xab npum
soapy	0	0	0	0	0	0	0	0	0	0	xab npum
soaring	0	0	0	0	0	0	0	0	0	0	nce
sob	0	0	0	0	0	1	0	1	0	0	sob
sobriety	0	0	0	0	0	0	1	0	0	1	kev zoo siab
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	ncaws pob
sociable	0	0	0	0	0	0	1	0	0	0	sib raug zoo
social	0	0	0	0	0	0	0	0	0	0	kev sib raug zoo
socialism	0	0	1	1	0	0	0	0	0	0	socialism
socialist	1	0	1	1	0	1	0	1	0	0	socialist
society	0	0	0	0	0	0	0	0	0	0	haiv neeg
sock	0	0	0	0	0	0	0	0	0	0	thom khwm
socket	0	0	0	0	0	0	0	0	0	0	lub qhov (socket).
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	softening
softness	0	0	0	0	0	0	0	0	0	0	softness
soggy	0	0	0	0	0	0	0	0	0	0	soggy
soil	0	0	1	0	0	1	0	0	0	0	av
soiled	0	0	1	0	0	1	0	0	0	0	ua qias neeg
sojourn	0	0	0	0	0	0	0	0	0	0	soj
solace	0	0	0	0	0	0	1	0	0	0	kev kaj siab
solar	0	0	0	0	0	0	0	0	0	0	hnub ci
solder	0	0	0	0	0	0	0	0	0	0	solder
soldering	0	0	0	0	0	0	0	0	0	0	soldering
soldier	1	0	0	0	0	0	1	1	0	0	tub rog
sole	0	0	0	0	0	0	0	0	0	0	ib leeg
solicit	0	0	0	0	0	0	0	0	0	0	thov
solicitation	0	0	0	0	0	0	0	0	0	0	kev thov
solicitor	0	0	0	0	0	0	0	0	0	0	tus kws lij choj
solid	0	0	0	0	0	0	1	0	0	0	khov kho
solidarity	0	0	0	0	0	0	0	0	0	1	kev sib koom siab
solidification	0	0	0	0	0	0	0	0	0	0	solidification
solidified	0	0	0	0	0	0	0	0	0	0	khov kho
solidify	0	0	0	0	0	0	0	0	0	0	ua kom khov
solidity	0	0	0	0	0	0	1	0	0	1	khov kho
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
