English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Croatian Word
retain	0	0	0	0	0	0	0	0	0	1	zadržati
retaining	0	0	0	0	0	0	0	0	0	0	zadržavanje
retake	0	0	0	0	0	0	0	0	0	0	ponovno polagati
retaliate	1	0	0	0	0	1	0	0	0	0	uzvratiti
retaliation	1	0	0	1	0	1	0	0	0	0	osveta
retaliatory	1	0	0	0	0	1	0	0	0	0	uzvratni
retard	0	0	1	1	0	1	0	1	0	0	usporiti
retardation	0	0	0	0	0	1	0	0	0	0	retardacija
retention	0	0	0	0	0	0	1	0	0	0	zadržavanje
retentive	0	0	0	0	0	0	0	0	0	0	zadržavajući
reticent	0	0	0	1	0	1	0	0	0	0	suzdržan
retina	0	0	0	0	0	0	0	0	0	0	Mrežnica
retired	0	0	0	0	0	0	0	0	0	0	u mirovini
retirement	0	1	0	1	1	1	1	1	0	1	odlazak u mirovinu
retiring	0	0	0	0	0	0	0	0	0	0	odlazak u mirovinu
retold	0	0	0	0	0	0	0	0	0	0	prepričavati
retort	0	0	0	0	0	1	0	0	0	0	uzvratiti
retrace	0	0	0	0	0	0	0	0	0	0	ponovno pratiti
retract	1	0	0	0	0	1	0	0	0	0	povući se
retraction	0	0	0	0	0	1	0	0	0	0	povlačenje
retrenchment	0	0	0	1	0	1	0	0	0	0	otpuštanje
retribution	1	0	0	1	0	1	0	1	0	0	odmazda
retrieval	0	0	0	0	0	0	0	0	0	0	dohvaćanje
retrieve	0	0	0	0	0	0	0	0	0	0	dohvatiti
retriever	0	0	0	0	0	0	0	0	0	0	retriver
retroactive	0	0	0	0	0	0	0	0	0	0	retroaktivno
retrograde	0	0	0	0	0	1	0	0	0	0	retrogradan
retrospect	0	0	0	0	0	0	0	0	0	0	retrospektiva
retrospective	0	0	0	0	0	0	0	0	0	0	retrospektiva
retrospectively	0	0	0	0	0	0	0	0	0	0	retrospektivno
return	0	0	0	0	0	0	0	0	0	0	povratak
reunion	0	1	0	0	0	0	1	0	0	1	ponovno sjedinjenje
reveal	0	0	0	0	0	0	0	0	0	0	otkriti
revel	0	0	0	0	1	0	1	0	0	0	uživanje
revelation	0	0	0	0	0	0	0	0	0	0	otkrivenje
revels	0	0	0	0	1	0	1	0	0	0	uživanja
revenge	1	1	0	1	0	1	0	0	1	0	osveta
revenue	0	0	0	0	0	0	0	0	0	0	prihod
reverberation	0	0	0	0	0	0	0	0	0	0	odjekivanje
revere	0	1	0	0	1	0	1	0	0	1	duboko poštovati
reverence	0	0	0	0	1	0	1	0	0	1	štovanje
reverend	0	0	0	0	1	0	1	0	0	0	velečasni
reverent	0	0	0	0	0	0	0	0	0	0	pobožan
reverie	0	0	0	0	1	0	1	0	0	1	sanjarenje
reversal	1	0	1	0	0	1	0	0	1	0	preokret
reverse	0	0	0	0	0	0	0	0	0	0	obrnuti
reversion	0	0	0	0	0	0	0	0	0	0	reverzija
revert	0	0	0	0	0	0	0	0	0	0	vratiti
reverting	0	0	0	0	0	0	0	0	0	0	vraćajući se
review	0	0	0	0	0	0	0	0	0	0	pregled
reviewer	0	0	0	0	0	0	0	0	0	0	recenzent
revise	0	0	0	0	0	0	1	0	0	0	revidirati
revision	0	0	0	0	0	0	0	0	0	0	revizija
revisit	0	0	0	0	0	0	0	0	0	0	ponovno posjetiti
revival	0	1	0	0	1	0	1	0	0	1	oživljavanje
revive	0	1	0	0	0	1	1	0	0	0	oživjeti
revocation	0	0	0	0	0	1	0	0	0	0	opoziv
revoke	1	0	1	1	0	1	0	1	0	0	opozvati
revolt	1	0	0	0	0	1	0	0	1	0	pobuna
revolting	1	0	1	1	0	1	0	0	0	0	revoltiran
revolution	1	1	0	1	0	1	1	1	1	0	revolucija
revolutionary	0	0	0	0	0	0	1	0	0	0	revolucionarna
revolutionize	0	0	0	0	0	0	0	0	0	0	revolucionirati
revolve	0	0	0	0	0	0	0	0	0	0	okretati se
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	odbojnost
reward	0	1	0	0	1	0	1	0	1	1	nagrada
rhetoric	0	0	0	0	0	0	0	0	0	0	retorika
rhetorical	0	0	0	0	0	0	0	0	0	0	retorički
rheumatism	1	0	0	1	0	1	0	1	0	0	reumatizam
rhyme	0	0	0	0	0	0	0	0	0	0	rima
rhyming	0	0	0	0	0	0	0	0	0	0	rimovanje
rhythm	0	0	0	0	0	0	1	0	0	0	ritam
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmički
rib	0	0	0	0	0	0	0	0	0	0	rebro
ribbed	0	0	0	0	0	0	0	0	0	0	rebrasti
ribbon	1	1	0	0	1	0	1	0	0	0	vrpca
rice	0	0	0	0	0	0	0	0	0	0	riža
riches	0	0	0	0	0	0	0	0	0	0	bogatstvo
richness	0	0	0	0	0	0	1	0	0	0	bogatstvo
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	rahitičan
rid	0	0	0	0	0	0	0	0	0	0	osloboditi
riddance	0	0	0	0	0	0	0	0	0	0	oslobađanje
riddle	0	0	0	0	0	0	0	0	1	0	zagonetka
riddled	0	0	0	0	0	1	0	0	0	0	izrešetan
ride	0	0	0	0	0	0	0	0	0	0	vožnja
rider	0	0	0	0	0	0	1	0	0	0	jahač
ridge	0	0	0	0	0	0	0	0	0	0	greben
ridicule	1	0	1	0	0	1	0	1	0	0	ismijavanje
ridiculous	1	0	1	0	0	1	0	0	0	0	smiješan
riding	0	0	0	0	0	0	0	0	0	0	jahanje
rife	0	0	0	0	0	1	0	0	0	0	raširen
rifle	1	0	0	1	0	1	0	0	0	0	puška
rifles	0	0	0	0	0	0	0	0	0	0	pušaka
rift	0	0	0	0	0	1	0	0	0	0	puknuti
rig	0	0	0	0	0	0	0	0	0	0	opremiti
rigging	0	0	0	0	0	0	0	0	0	0	namještanje
righteous	0	0	0	0	0	0	1	0	0	0	pravednik
rightful	0	0	0	0	0	0	1	0	0	0	s pravom
rightly	0	0	0	0	0	0	1	0	0	0	s pravom
rigid	0	0	0	0	0	1	0	0	0	0	kruta
rigidity	0	0	0	0	0	1	0	0	0	0	krutost
rigor	0	0	1	1	0	1	0	0	0	0	strogost
rigorous	0	0	0	0	0	1	0	0	0	0	rigorozan
rim	0	0	0	0	0	0	0	0	0	0	rub
rind	0	0	0	0	0	0	0	0	0	0	kora
ring	0	0	0	0	0	0	0	0	0	0	prsten
ringer	1	0	0	0	0	1	0	0	0	0	zvono
ringing	0	0	0	0	0	0	0	0	0	0	zvonjava
rink	0	0	0	0	0	0	0	0	0	0	klizalište
rinse	0	0	0	0	0	0	0	0	0	0	ispiranje
riot	1	0	0	1	0	1	0	0	0	0	pobuna
riotous	1	0	0	1	0	1	0	0	1	0	buntovnički
riparian	0	0	0	0	0	0	0	0	0	0	priobalni
ripe	0	0	0	0	0	0	1	0	0	0	zrelo
ripen	0	1	0	0	0	0	1	0	0	0	sazrijevati
ripening	0	0	0	0	0	0	0	0	0	0	sazrijevanje
ripple	0	0	0	0	0	0	0	0	0	0	mreškanje
rise	0	0	0	0	0	0	0	0	0	0	ustati
rising	0	1	0	0	1	0	1	0	0	0	dižući se
risk	0	1	0	1	0	1	0	0	0	0	rizik
risky	0	1	0	1	0	1	0	0	0	0	riskantno
rite	0	0	0	0	0	0	0	0	0	0	obred
ritual	0	0	0	0	0	0	0	0	0	0	ritual
ritualistic	0	0	0	0	0	0	0	0	0	0	obredni
rival	0	0	0	0	0	0	0	0	0	0	rival
rivalry	1	0	0	0	0	1	0	0	0	0	suparništvo
river	0	0	0	0	0	0	0	0	0	0	Rijeka
riverbank	0	0	0	0	0	0	0	0	0	0	obala rijeke
rivet	0	0	0	0	0	0	0	0	0	0	zakovica
riveted	0	0	0	0	0	0	0	0	0	0	zakovicama
riveting	0	0	0	0	0	0	1	0	0	0	zakivanje
road	0	0	0	0	0	0	0	0	0	0	cesta
roads	0	0	0	0	0	0	0	0	0	0	cestama
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	prometnica
roam	0	0	0	0	0	0	0	0	0	0	lutati
roar	0	0	0	0	0	0	0	0	0	0	rikati
roast	0	0	0	0	0	0	0	0	0	0	pečenje
rob	1	0	1	1	0	1	0	1	0	0	opljačkati
robber	0	0	1	1	0	1	0	0	0	0	razbojnik
robbery	1	0	1	1	0	1	0	1	0	0	pljačka
robe	0	0	0	0	0	0	0	0	0	0	ogrtač
robot	0	0	0	0	0	0	0	0	0	0	robot
robotics	0	0	0	0	0	0	0	0	0	0	robotika
robust	0	0	0	0	0	0	1	0	0	0	robustan
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	stijena
rocket	1	0	0	0	0	0	0	0	0	0	raketa
rocks	0	0	0	0	0	0	0	0	0	0	stijene
rod	0	0	0	1	0	0	1	0	0	1	štap
roe	0	0	0	0	0	0	0	0	0	0	srna
rogue	0	0	1	0	0	1	0	0	0	0	lupež
role	0	0	0	0	0	0	0	0	0	0	uloga
roll	0	0	0	0	0	0	0	0	0	0	svitak
roller	0	0	0	0	0	0	0	0	0	0	valjak
rollers	0	0	0	0	0	0	0	0	0	0	valjci
rollicking	0	0	0	0	1	0	1	0	0	0	veseo
rolling	0	0	0	0	0	0	0	0	0	0	valjanje
romance	0	1	0	1	1	0	1	1	1	1	romantika
romantic	0	1	0	0	1	0	1	0	0	1	romantičan
romanticism	0	0	0	0	1	0	1	0	0	0	romantizam
romp	0	0	0	0	1	0	1	0	0	0	nered
roof	0	0	0	0	0	0	0	0	0	0	krov
rook	1	0	1	0	0	1	0	0	0	0	vrana
room	0	0	0	0	0	0	0	0	0	0	soba
roomy	0	0	0	0	0	0	0	0	0	0	prostrano
roost	0	0	0	0	0	0	0	0	0	0	kokošarnik
rooster	0	0	0	0	0	0	0	0	0	0	pijetao
root	0	0	0	0	0	0	0	0	0	0	korijen
rooted	0	0	0	0	0	0	1	0	0	1	ukorijenjen
rope	0	0	0	0	0	0	0	0	0	0	uže
rosary	0	0	0	0	0	0	0	0	0	0	brojanica
rose	0	0	0	0	0	0	0	0	0	0	ruža
rosemary	0	0	0	0	0	0	0	0	0	0	ružmarin
rosette	0	0	0	0	0	0	0	0	0	0	rozeta
roster	0	0	0	0	0	0	0	0	0	0	spisak imena
rosy	0	0	0	0	0	0	1	0	0	0	rumena
rot	0	0	1	1	0	1	0	1	0	0	istrunuti
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	rotacijski
rotate	0	0	0	0	0	0	0	0	0	0	rotirati
rotation	0	0	0	0	0	0	0	0	0	0	rotacija
rote	0	0	0	0	0	0	0	0	0	0	napamet
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	truljenje
rouge	0	0	0	0	0	0	0	0	0	0	rumenilo
rough	0	0	0	0	0	0	0	0	0	0	hrapav
roughly	0	0	0	0	0	0	0	0	0	0	grubo
roughness	0	0	0	0	0	1	0	0	0	0	hrapavost
roulette	0	1	0	0	0	0	0	0	0	0	rulet
round	0	0	0	0	0	0	0	0	0	0	krug
roundabout	0	0	0	0	0	0	0	0	0	0	kružni tok
rounded	0	0	0	0	0	0	0	0	0	0	zaobljena
roundup	0	0	0	0	0	0	0	0	0	0	okupite se
rouse	0	0	0	0	0	0	0	0	0	0	probuditi
rouser	0	0	0	0	0	0	0	0	0	0	uzbuđivač
rousing	0	0	0	0	0	0	0	0	0	0	uzbuđivanje
rout	0	0	0	0	0	1	0	0	0	0	potući se
route	0	0	0	0	0	0	0	0	0	0	ruta
routine	0	0	0	0	0	0	1	0	0	1	rutinski
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	lutajući
row	1	0	0	0	0	1	0	0	0	0	red
rowdy	0	0	0	0	0	1	0	0	0	0	grubijan
royal	0	0	0	0	0	0	0	0	0	0	kraljevski
royalty	0	0	0	0	0	0	1	0	0	0	tantijema
rub	0	0	0	0	0	0	0	0	0	0	trljati
rubber	0	0	0	0	0	0	0	0	0	0	guma
rubbers	0	0	0	0	0	0	0	0	0	0	gumice
rubbing	0	0	0	0	0	0	0	0	0	0	trljanje
rubbish	0	0	1	0	0	1	0	0	0	0	smeće
rubble	0	0	0	1	0	1	0	1	0	0	ruševine
rubric	0	0	0	0	0	0	1	0	0	0	rubrika
ruby	0	0	0	0	0	0	0	0	0	0	rubin
rudder	0	0	0	0	0	0	0	0	0	0	kormilo
ruddy	0	0	0	0	0	0	0	0	0	0	rumen
rudimentary	0	0	0	0	0	0	0	0	0	0	rudimentaran
rudiments	0	0	0	0	0	0	0	0	0	0	rudimenti
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	grgeč
ruffle	0	0	0	0	0	1	0	0	0	0	naborati se
rug	0	0	0	0	0	0	0	0	0	0	tepih
rugged	0	0	0	0	0	1	0	0	0	0	hrapav
ruin	0	0	0	1	0	1	0	1	0	0	propast
ruined	1	0	1	1	0	1	0	1	0	0	upropašten
ruinous	1	0	1	1	0	1	0	1	0	0	ruševna
ruins	0	0	0	0	0	0	0	0	0	0	ruševine
rule	0	0	0	1	0	0	0	0	0	1	Pravilo
ruler	0	0	0	0	0	0	0	0	0	0	vladar
ruling	0	0	0	0	0	0	0	0	0	0	vladajući
rum	0	0	0	0	0	0	0	0	0	0	rum
rumble	0	0	0	0	0	0	0	0	0	0	tutnjava
rummage	0	0	0	0	0	0	0	0	0	0	čeprkati
rumor	0	0	0	0	0	1	0	1	0	0	glasina
rumored	0	0	0	0	0	0	0	0	0	0	šuškalo se
rump	0	0	0	0	0	0	0	0	0	0	zadnjica
runaway	0	0	0	0	0	1	0	1	0	0	pobjeći
runes	0	0	0	0	0	0	0	0	0	0	rune
rung	0	0	0	0	0	0	0	0	0	0	prečaga
runner	0	0	0	0	0	0	0	0	0	0	trkač
running	0	0	0	0	0	0	0	0	0	0	trčanje
runway	0	0	0	0	0	0	0	0	0	0	pista
rupture	0	0	0	1	0	1	0	1	1	0	puknuće
rural	0	0	0	0	0	0	0	0	0	0	ruralna
ruse	0	0	0	0	0	1	0	0	0	0	smicalica
rush	0	0	0	0	0	0	0	0	0	0	žuriti
rust	0	0	0	0	0	1	0	0	0	0	hrđati
rustic	0	0	0	0	0	0	0	0	0	0	rustikalna
rustle	0	0	0	0	0	0	0	0	0	0	šuškanje
rusty	0	0	0	0	0	1	0	0	0	0	zapušten
rut	0	0	0	0	0	0	0	0	0	0	kolotečina
ruth	0	0	0	0	0	0	1	0	0	0	ruth
ruthless	1	0	1	1	0	1	0	0	0	0	nemilosrdan
rye	0	0	0	0	0	0	0	0	0	0	raž
saber	1	0	0	1	0	1	0	0	0	0	sablja
sable	0	0	0	0	0	0	0	0	0	0	samurovina
sabotage	1	0	1	1	0	1	0	1	1	0	sabotaža
sac	0	0	0	0	0	0	0	0	0	0	vrećica
sack	0	0	0	0	0	0	0	0	0	0	vreća
sacrament	0	0	0	0	0	0	0	0	0	0	sakrament
sacred	0	0	0	0	0	0	0	0	0	0	sveto
sacrifices	0	0	1	1	0	1	0	1	0	0	žrtve
saddle	0	0	0	0	0	0	0	0	0	0	sedlo
sadly	0	0	0	0	0	1	0	1	0	0	nažalost
sadness	0	0	0	0	0	1	0	1	0	1	tuga
safe	0	0	0	0	1	0	1	0	0	1	sef
safeguard	0	0	0	0	0	0	1	0	0	1	zaštita
safekeeping	0	0	0	0	0	0	0	0	0	1	sigurnosno čuvanje
safety	0	0	0	0	0	0	0	0	0	0	sigurnost
saffron	0	0	0	0	0	0	0	0	0	0	šafran
sag	0	0	0	1	0	1	0	0	0	0	popustiti
saga	0	0	0	0	0	0	0	0	0	0	saga
sage	0	0	0	0	0	0	1	0	0	1	kadulja
sail	0	0	0	0	0	0	0	0	0	0	ploviti
sailing	0	0	0	0	0	0	0	0	0	0	jedrenje
sailor	0	0	0	0	0	0	0	0	0	0	mornar
saint	0	1	0	0	1	0	1	0	1	1	svetac
saintly	0	1	0	0	1	0	1	0	1	1	svetački
salad	0	0	0	0	0	0	0	0	0	0	salata
salamander	0	0	0	0	0	0	0	0	0	0	salamander
salary	0	1	0	0	1	0	1	0	0	1	plaća
sale	0	0	0	0	0	0	0	0	0	0	prodaja
salesman	0	0	0	0	0	0	0	0	0	0	prodavač
salient	0	0	0	0	0	0	1	0	0	0	istaknut
saline	0	0	0	0	0	0	0	0	0	0	fiziološka otopina
saliva	0	1	0	0	0	0	0	0	0	0	slina
sally	0	0	0	0	0	0	0	0	1	0	Sally
salon	0	0	0	0	0	0	0	0	0	0	salon
saloon	1	0	0	0	0	0	0	0	0	0	salon
salt	0	0	0	0	0	0	0	0	0	0	sol
salty	0	0	0	0	0	0	0	0	0	0	slan
salutary	0	0	0	0	1	0	1	0	0	1	spasonosan
salutation	0	0	0	0	0	0	0	0	0	0	pozdrav
salute	0	0	0	0	1	0	1	0	0	0	pozdrav
salvage	0	0	0	0	0	0	0	0	0	0	spasiti
salvation	0	1	0	0	1	0	1	0	0	1	spasenje
salve	0	0	0	0	0	0	1	0	0	0	melem
samba	0	0	0	0	0	0	0	0	0	0	samba
sameness	0	0	0	0	0	0	0	0	0	0	istovjetnost
samurai	0	0	0	1	0	0	1	0	0	0	samuraj
sanctification	0	0	0	0	1	0	1	0	0	1	posvećenje
sanctified	0	0	0	0	0	0	0	0	0	0	posvećeni
sanctify	0	1	0	0	1	0	1	1	1	1	posvetiti
sanction	0	0	0	0	0	0	0	0	0	0	sankcija
sanctioned	0	0	0	0	0	0	0	0	0	0	sankcioniran
sanctity	0	0	0	0	0	0	0	0	0	0	svetost
sanctuary	0	1	0	0	1	0	1	0	0	1	svetilište
sand	0	0	0	0	0	0	0	0	0	0	pijesak
sandal	0	0	0	0	0	0	0	0	0	0	sandala
sander	0	0	0	0	0	0	0	0	0	0	brusilica
sands	0	0	0	0	0	0	0	0	0	0	pijesak
sandy	0	0	0	0	0	0	0	0	0	0	pjeskovita
sane	0	0	0	0	0	0	0	0	0	0	razuman
sanguine	0	0	0	0	0	0	1	0	0	0	sangvinik
sanitary	0	0	0	0	0	0	1	0	0	0	sanitarni
sanity	0	0	0	0	0	0	0	0	0	0	duševno zdravlje
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	sok
sapphire	0	0	0	0	0	0	0	0	0	0	safir
sappy	0	0	0	0	0	0	0	0	0	1	sočan
sarcasm	1	0	1	0	0	1	0	1	0	0	sarkazam
sarcoma	0	0	0	1	0	1	0	1	0	0	sarkom
sardonic	0	0	0	0	0	1	0	0	0	0	sardoničan
sash	0	0	0	0	0	0	0	0	0	0	krilo
satanic	1	0	0	0	0	1	0	0	0	0	sotonski
satchel	0	0	0	0	0	0	0	0	0	0	torbica
sate	0	0	0	0	0	0	0	0	0	0	zasititi
satellite	0	0	0	0	0	0	0	0	0	0	satelit
satin	0	0	0	0	0	0	1	0	0	0	saten
satire	0	0	0	0	0	0	0	0	0	0	satira
satirical	0	0	0	0	0	0	0	0	0	0	satiričan
satisfaction	0	0	0	0	0	0	0	0	0	0	zadovoljstvo
satisfactorily	0	0	0	0	0	0	1	0	0	0	zadovoljavajuće
satisfied	0	0	0	0	1	0	1	0	0	0	zadovoljan
saturate	0	0	0	0	0	0	0	0	0	0	zasititi
saturated	0	0	1	0	0	1	0	0	0	0	zasićena
saturation	0	0	0	0	0	0	0	0	0	0	zasićenost
sauce	0	0	0	0	0	0	0	0	0	0	umak
saucepan	0	0	0	0	0	0	0	0	0	0	lonac za pirjanje
saucer	0	0	0	0	0	0	0	0	0	0	tanjurić
saucy	0	0	0	0	0	0	0	0	0	0	bezobrazan
sauerkraut	0	0	0	0	0	0	0	0	0	0	kiseli kupus
sauna	0	0	0	0	0	0	0	0	0	0	sauna
savage	1	0	0	1	0	1	0	0	0	0	divljak
savagery	1	0	0	1	0	1	0	0	0	0	divljaštvo
savanna	0	0	0	0	0	0	0	0	0	0	savana
save	0	0	0	0	1	0	1	0	0	1	uštedjeti
saving	0	0	0	0	0	0	0	0	0	0	spremanje
savings	0	0	0	0	0	0	1	0	0	0	štednja
savor	0	1	1	0	1	0	1	1	0	1	uživati
savory	0	0	0	0	0	0	1	0	0	0	ukusan
savvy	0	0	0	0	0	0	1	0	0	0	pametan
sawdust	0	0	0	0	0	0	0	0	0	0	piljevina
sax	0	0	0	0	0	0	0	0	0	0	saksofon
saxophone	0	0	0	0	0	0	0	0	0	0	saksofon
scab	0	0	0	0	0	1	0	0	0	0	krasta
scabbard	0	0	0	0	0	0	0	0	0	0	korice
scaffold	0	0	0	1	0	1	0	0	0	0	skele
scaffolding	0	0	0	0	0	0	0	0	0	0	skele
scale	0	0	0	0	0	0	0	0	0	0	mjerilo
scales	0	0	0	0	0	0	0	0	0	0	mjerila
scallop	0	0	0	0	0	0	0	0	0	0	jakobova kapica
scalp	0	0	0	0	0	0	0	0	0	0	skalp
scalpel	0	0	0	1	0	1	0	0	0	0	skalpel
scaly	0	0	0	0	0	1	0	0	0	0	pokriven krljuštima
scan	0	0	0	0	0	0	0	0	0	0	skenirati
scandal	0	0	0	1	0	1	0	0	0	0	skandal
scandalous	1	0	0	0	0	1	0	0	0	0	skandalozno
scanty	0	0	0	0	0	1	0	0	0	0	oskudan
scape	0	0	0	0	0	0	0	0	0	0	trup
scapegoat	1	0	0	1	0	1	0	0	0	0	žrtveni jarac
scar	1	0	1	1	0	1	0	1	0	0	ožiljak
scarab	0	0	0	0	0	0	0	0	0	0	skarabej
scarce	0	0	0	1	0	1	0	1	0	0	oskudan
scarcely	0	0	0	0	0	1	0	1	0	0	jedva
scarcity	1	0	0	1	0	1	0	1	0	0	oskudica
scare	1	1	0	1	0	1	0	0	1	0	uplašiti
scarecrow	0	0	0	1	0	1	1	0	0	0	strašilo
scarf	0	0	0	0	0	0	0	0	0	0	šal
scarlet	0	0	0	0	0	0	0	0	0	0	grimizna
scatter	0	0	0	0	0	0	0	0	0	0	raspršiti
scattered	0	0	0	0	0	0	0	0	0	0	raštrkani
scattering	0	0	0	0	0	0	0	0	0	0	raspršivanje
scavenger	0	0	0	0	0	1	0	0	0	0	smetlar
scene	0	0	0	0	0	0	0	0	0	0	scena
scenery	0	0	0	0	0	0	0	0	0	0	krajolik
scenic	0	0	0	0	0	0	0	0	0	0	scenski
scent	0	0	0	0	0	0	0	0	0	0	miris
sceptical	0	0	0	0	0	0	0	0	0	1	skeptičan
scepticism	0	0	0	0	0	0	0	0	0	0	skepticizam
schematic	0	0	0	0	0	0	0	0	0	0	shematski
scheme	0	0	0	0	0	1	0	0	0	0	shema
schism	1	0	0	0	0	1	0	0	0	0	raskol
schizophrenia	1	0	1	1	0	1	0	1	0	0	shizofrenija
scholar	0	0	0	0	0	0	1	0	0	0	učenjak
scholarly	0	0	0	0	0	0	0	0	0	0	učenjački
scholarship	0	0	0	0	1	0	1	0	0	0	stipendija
school	0	0	0	0	0	0	0	0	0	1	škola
schoolboy	0	0	0	0	0	0	0	0	0	0	školarac
schooling	0	0	0	0	0	0	0	0	0	0	školovanje
schoolmaster	0	0	0	0	0	0	0	0	0	0	učitelj
schooner	0	0	0	0	0	0	0	0	0	0	škuna
sciatica	0	0	0	0	0	1	0	0	0	0	išijas
science	0	0	0	0	0	0	0	0	0	0	znanost
scientific	0	0	0	0	0	0	1	0	0	1	znanstveni
scientist	0	1	0	0	0	0	1	0	0	1	znanstvenik
scintilla	0	0	0	0	0	0	1	0	0	0	trunka
scintillation	0	0	0	0	0	0	0	0	0	0	scintilacija
scintillator	0	0	0	0	0	0	0	0	0	0	scintilator
scion	0	0	0	0	0	0	0	0	0	0	potomak
scissors	0	0	0	0	0	0	0	0	0	0	škare
scoff	1	0	1	0	0	1	0	0	0	0	rugati se
scold	1	0	1	1	0	1	0	1	0	0	grditi
scolding	1	0	0	0	0	1	0	0	0	0	grdnja
scoop	0	0	0	0	0	0	0	0	0	0	kašičica
scope	0	0	0	0	0	0	0	0	0	0	djelokrug
scorching	1	0	0	0	0	1	0	0	0	0	spaljivanjem
score	0	1	0	0	1	0	1	0	1	0	postići
scores	0	0	0	0	0	0	0	0	0	0	rezultati
scorn	1	0	0	0	0	1	0	0	0	0	prezir
scorpion	1	0	1	1	0	1	0	0	1	0	škorpion
scotch	0	0	0	0	0	1	0	0	0	0	scotch
scoundrel	1	0	1	1	0	1	0	0	0	1	hulja
scour	0	0	0	0	0	0	0	0	0	0	ribati
scourge	1	0	0	1	0	1	0	1	0	0	bičevati
scout	0	0	0	0	0	0	0	0	0	0	izviđač
scrabble	0	0	0	0	0	0	0	0	0	0	škrabati
scramble	0	0	0	0	0	0	0	0	0	0	otimati se
scrambling	0	0	0	0	0	1	0	0	0	0	koprcanje
scrape	0	0	0	0	0	0	0	0	0	0	ostrugati
scrapie	1	0	0	1	0	1	0	1	0	0	scrapie
scraping	0	0	0	0	0	0	0	0	0	0	struganje
scratch	0	0	0	0	0	0	0	0	0	0	ogrepsti
scream	1	0	1	1	0	1	0	0	1	0	vrisak
screaming	1	0	1	1	0	1	0	0	0	0	vrištanje
screech	0	0	0	1	0	1	0	0	1	0	vrisak
screen	0	0	0	0	0	0	0	0	0	0	zaslon
screwdriver	0	0	0	0	0	0	0	0	0	0	odvijač
screwed	1	0	0	0	0	1	0	0	0	0	sjeban
scribble	0	0	0	0	0	0	0	0	0	0	škrabotine
scribe	0	0	0	0	0	0	1	0	0	0	pisar
scrimmage	0	0	0	0	0	1	0	0	1	0	krkljanac
scrip	0	0	0	0	0	0	0	0	0	0	cedulja
script	0	0	0	0	0	0	1	0	0	0	skripta
scriptural	0	0	0	0	0	0	0	0	0	0	biblijski
scripture	0	0	0	0	0	0	0	0	0	1	sveto pismo
scroll	0	0	0	0	0	0	0	0	0	0	svitak
scrub	0	0	1	0	0	1	0	0	0	0	pročišćavati
scrumptious	0	0	0	0	0	0	1	0	0	0	divan
scrupulous	0	0	0	0	0	0	0	0	0	0	savjestan
scrutinize	0	1	0	0	0	1	0	0	0	0	proučavati
scrutiny	0	0	0	0	0	1	0	0	0	0	pomno ispitivanje
sculptor	0	0	0	0	0	0	0	0	0	0	kipar
sculpture	0	0	0	0	0	0	1	0	0	0	skulptura
sculptured	0	0	0	0	0	0	0	0	0	0	isklesan
scum	0	0	1	0	0	1	0	0	0	0	bagra
sea	0	0	0	0	0	0	1	0	0	0	more
seaboard	0	0	0	0	0	0	0	0	0	0	morska obala
seal	0	0	0	0	0	0	1	0	0	1	pečat
seals	0	0	0	0	0	0	0	0	0	1	tuljani
seam	0	0	0	0	0	0	0	0	0	0	šav
seaman	0	0	0	0	0	0	0	0	0	0	pomorac
seamless	0	0	0	0	0	0	0	0	0	0	bez šavova
seamstress	0	0	0	0	0	0	0	0	0	0	krojačica
seaport	0	0	0	0	0	0	0	0	0	0	morska luka
sear	0	0	0	0	0	1	0	0	0	0	pržiti
search	0	0	0	0	0	0	0	0	0	0	traži
searching	0	0	0	0	0	0	0	0	0	0	traženje
seared	0	0	0	0	0	0	0	0	0	0	spržen
seaside	0	0	0	0	0	0	0	0	0	0	Primorsko
season	0	0	0	0	0	0	0	0	0	0	sezona
seasoned	0	0	0	0	0	0	1	0	0	0	začinjena
seasoning	0	0	0	0	0	0	0	0	0	0	začin
seat	0	0	0	0	0	0	0	0	0	0	sjedalo
secession	0	0	0	0	0	1	0	0	0	0	otcjepljenja
secluded	0	0	0	0	0	1	0	1	0	0	osamljen
seclusion	0	0	0	1	0	1	1	0	0	0	povučenost
secondary	0	0	0	0	0	0	0	0	0	0	sekundarni
secondhand	0	0	0	0	0	1	0	0	0	0	druga ruka
