English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Danish Word
stew	0	0	0	0	0	0	0	0	0	0	gryderet
steward	0	0	0	0	0	0	1	0	0	1	steward
stewardship	0	0	0	0	0	0	0	0	0	0	forvaltning
stick	0	0	0	0	0	0	0	0	0	0	Pind
sticking	0	0	0	0	0	0	0	0	0	0	klæber
sticky	0	0	1	0	0	0	0	0	0	0	klæbrig
stiff	0	0	0	0	0	1	0	0	0	0	stiv
stiffen	0	0	0	0	0	0	0	0	0	0	stivne
stiffness	0	0	0	0	0	1	0	0	0	0	stivhed
stifle	0	0	0	0	0	1	0	0	0	0	kvæle
stifled	1	0	0	1	0	1	0	1	0	0	kvalt
stifling	0	0	0	0	0	0	0	0	0	0	kvælende
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stil
stiletto	0	0	0	0	0	0	0	0	0	0	stilet
stillborn	0	0	0	0	0	1	0	1	0	0	dødfødt
stillness	0	0	0	1	0	0	1	1	0	0	Stilhed
stilts	0	0	0	0	0	0	0	0	0	0	stylter
stimulant	0	0	0	0	0	0	0	0	0	0	stimulerende
stimulation	0	0	0	0	0	0	0	0	0	0	stimulation
stimulus	0	0	0	0	0	0	0	0	0	0	stimulus
sting	1	0	0	1	0	1	0	0	0	0	stik
stinging	0	0	0	0	0	1	0	0	0	0	stikkende
stingy	1	0	1	1	0	1	0	1	0	0	nærig
stink	0	0	1	0	0	1	0	0	0	0	stinke
stinking	0	0	1	0	0	1	0	0	0	0	stinkende
stint	0	0	0	1	0	1	0	1	0	0	stint
stipulate	0	0	0	0	0	0	0	0	0	0	betinge
stipulation	0	0	0	0	0	0	0	0	0	0	bestemmelse
stir	0	0	0	0	0	0	0	0	0	0	røre rundt
stirring	0	0	0	0	0	0	0	0	0	0	omrøring
stitch	0	0	0	0	0	0	0	0	0	0	søm
stock	0	0	0	0	0	0	0	0	0	0	lager
stockbroker	0	0	0	0	0	0	0	0	0	0	børsmægler
stocking	0	0	0	0	0	0	0	0	0	0	strømpe
stocks	0	0	0	0	0	1	0	0	0	0	aktier
stole	0	0	0	0	0	0	0	0	0	0	stjal
stolen	1	0	0	0	0	1	0	0	0	0	stjålet
stomach	0	0	1	0	0	0	0	0	0	0	mave
stone	1	0	0	0	0	1	0	0	0	0	sten-
stoned	0	0	0	0	0	1	0	0	0	0	stenet
stoneware	0	0	0	0	0	0	0	0	0	0	stentøj
stony	0	0	0	0	0	0	0	0	0	0	stenet
stool	0	0	0	0	0	0	0	0	0	0	afføring
stools	0	0	1	0	0	1	0	0	0	0	afføring
stoop	0	0	0	0	0	0	0	0	0	0	bøje sig
stop	0	0	0	0	0	0	0	0	0	0	hold op
stoppage	0	0	0	0	0	1	0	0	0	0	standsning
stopper	0	0	0	0	0	0	0	0	0	0	prop
stopping	0	0	0	0	0	0	0	0	0	0	stopper
stopwatch	0	0	0	0	0	0	0	0	0	0	stopur
storage	0	0	0	0	0	0	0	0	0	0	opbevaring
store	0	1	0	0	0	0	1	0	0	0	butik
storehouse	0	0	0	0	0	0	0	0	0	0	lagerbygning
storing	0	0	0	0	0	0	0	0	0	0	opbevaring
storm	1	0	0	0	0	1	0	0	0	0	storm
storming	1	0	0	0	0	0	0	0	0	0	stormende
stormy	0	0	0	1	0	1	0	0	0	0	stormfuld
story	0	0	0	0	0	0	0	0	0	0	historie
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	komfur
stow	0	0	0	0	0	0	0	0	0	0	stuv
straddle	0	0	0	0	0	0	0	0	0	0	grænseoverskridende
straighten	0	0	0	0	0	0	0	0	0	0	glatte
straightforward	0	0	0	0	0	0	1	0	0	1	ligetil
straightway	0	0	0	0	0	0	0	0	0	0	med det samme
strained	1	0	0	0	0	1	0	0	0	0	anstrengt
strait	0	0	0	0	0	0	0	0	0	0	stræde
straits	0	0	0	1	0	1	0	0	0	0	strædet
strand	0	0	0	0	0	0	0	0	0	0	streng
stranded	0	0	0	0	0	1	0	0	0	0	strandet
stranger	0	0	0	1	0	1	0	0	0	0	fremmed
strangle	1	0	1	1	0	1	0	1	1	0	kvæle
strap	0	0	0	0	0	0	0	0	0	0	rem
strapping	0	0	0	0	0	0	0	0	0	0	omsnøring
strata	0	0	0	0	0	0	0	0	0	0	lag
strategic	0	0	0	0	0	0	1	0	0	0	strategisk
strategist	0	1	0	0	0	0	1	0	0	1	strateg
strategy	0	0	0	0	0	0	0	0	0	0	strategi
stratification	0	0	0	0	0	0	0	0	0	0	lagdeling
stratum	0	0	0	0	0	0	0	0	0	0	stratum
stratus	0	0	0	0	0	0	0	0	0	0	stratus
straw	0	0	0	0	0	0	0	0	0	0	strå
stray	0	0	0	0	0	1	0	0	0	0	vildfaren
streak	0	0	0	0	0	0	0	0	0	0	streak
streaked	0	0	0	0	0	0	0	0	0	0	stribet
stream	0	0	0	0	0	0	0	0	0	0	strøm
streamer	0	0	0	0	0	0	0	0	0	0	streamer
streaming	0	0	0	0	0	0	0	0	0	0	streaming
street	0	0	0	0	0	0	0	0	0	0	gade
strength	0	0	0	0	0	0	1	0	0	1	styrke
strengthen	0	0	0	0	0	0	1	0	0	0	styrke
strengthening	0	0	0	0	1	0	1	0	0	1	styrkelse
strenuous	0	0	0	0	0	0	0	0	0	0	anstrengende
stress	0	0	0	0	0	1	0	0	0	0	stress
stretch	0	0	0	0	0	0	0	0	0	0	strække
stretcher	0	0	0	1	0	0	0	1	0	0	båre
stricken	0	0	0	0	0	0	0	1	0	0	ramt
stride	0	0	0	0	0	0	0	0	0	0	skridt
strife	1	0	0	0	0	1	0	0	0	0	stridigheder
strike	1	0	0	0	0	1	0	0	0	0	strejke
striking	0	0	0	0	0	0	1	0	0	0	slående
strikingly	0	0	0	0	0	0	1	0	0	0	påfaldende
string	0	0	0	0	0	0	0	0	0	0	snor
stringy	0	0	0	0	0	0	0	0	0	0	snorlige
strip	0	0	0	0	0	1	0	1	0	0	strimmel
stripe	0	0	0	0	0	1	0	0	0	0	stribe
stripped	1	1	1	1	0	1	0	1	0	0	strippet
strive	0	1	0	0	0	0	0	0	0	0	stræbe
strobe	0	0	0	0	0	0	0	0	0	0	strobe
stroke	0	0	0	1	0	1	0	1	0	0	slag
stroll	0	0	0	0	0	0	0	0	0	0	slentre
stronghold	0	0	0	0	0	0	0	0	0	0	højborg
strongly	0	0	0	0	0	0	1	0	0	0	stærkt
structural	0	0	0	0	0	0	0	0	0	1	strukturel
structure	0	0	0	0	0	0	1	0	0	1	struktur
struggle	1	0	0	1	0	1	0	1	0	0	kamp
strut	0	0	0	0	0	1	0	0	0	0	spankulere
stubble	0	0	0	0	0	0	0	0	0	0	skægstubbe
stubbornness	0	0	0	0	0	0	0	0	0	0	stædighed
stubby	0	0	0	0	0	0	0	0	0	0	stubbet
stucco	0	0	0	0	0	0	0	0	0	0	stuk
stuck	0	0	0	0	0	0	0	0	0	0	sidde fast
stud	0	0	0	0	0	0	1	0	0	0	stud
studded	0	0	0	0	0	0	0	0	0	0	besat
student	0	0	0	0	0	0	0	0	0	0	studerende
studied	0	0	0	0	0	0	0	0	0	0	studeret
studio	0	0	0	0	0	0	0	0	0	0	studie
study	0	0	0	0	0	0	1	0	0	0	undersøgelse
stuff	0	0	0	0	0	0	0	0	0	0	ting og sager
stuffing	0	0	0	0	0	0	0	0	0	0	fyld
stuffy	0	0	0	0	0	1	0	0	0	0	indelukket
stumble	0	0	0	0	0	1	0	0	0	0	snuble
stump	0	0	0	0	0	0	0	0	0	0	stump
stunned	0	0	0	1	0	1	0	0	1	0	bedøvet
stunt	0	0	0	0	0	0	0	0	0	0	stunt
stunted	0	0	0	0	0	1	0	0	0	0	forkrøblet
stupendous	0	0	0	0	0	0	0	0	0	0	fantastisk
stupid	0	0	0	0	0	1	0	0	0	0	Dum
stupidity	0	0	0	0	0	1	0	0	0	0	dumhed
stupor	0	0	0	0	0	1	0	0	0	0	stupor
sturdy	0	0	0	0	0	0	1	0	0	0	robust
sturgeon	0	0	0	0	0	0	0	0	0	0	stør
stutter	0	0	0	0	0	0	0	0	0	0	stamme
sty	0	0	1	0	0	1	0	0	0	0	sty
style	0	0	0	0	0	0	0	0	0	0	stil
stylish	0	0	0	0	0	0	0	0	0	0	stilfuldt
subatomic	0	0	0	0	0	0	0	0	0	0	subatomare
subcommittee	0	0	0	0	0	0	0	0	0	0	underudvalg
subconscious	0	0	0	0	0	0	0	0	0	0	underbevidsthed
subcutaneous	0	0	0	0	0	0	0	0	0	0	subkutan
subdivide	0	0	0	0	0	0	0	0	0	0	underinddele
subdivision	0	0	0	0	0	0	0	0	0	0	underafdeling
subduction	0	0	0	0	0	0	0	0	0	0	subduktion
subdue	0	0	0	0	0	1	0	0	0	0	undertrykke
subdued	0	0	0	0	0	0	0	0	0	0	afdæmpet
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	emne
subjected	0	0	0	0	0	1	0	1	0	0	udsat
subjection	0	0	0	0	0	1	0	0	0	0	underkastelse
subjective	0	0	0	0	0	0	0	0	0	0	subjektiv
subjugation	1	0	1	1	0	1	0	1	0	0	underkastelse
sublimation	0	0	0	0	1	0	1	0	0	0	sublimering
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	undervandsbåd
submerged	0	0	0	0	0	0	0	0	0	0	nedsænket
submersible	0	0	0	0	0	0	0	0	0	0	nedsænkelig
submission	0	0	0	0	0	0	0	0	0	0	indsendelse
submit	0	1	0	0	0	0	0	0	0	0	Indsend
subordinate	0	0	0	1	0	1	0	0	0	0	underordnet
subordination	0	0	0	0	0	0	0	0	0	0	underordning
subplot	0	0	0	0	0	0	0	0	0	0	delplot
subpoena	0	0	0	0	0	1	0	0	0	0	stævning
subscribe	0	1	0	0	0	0	0	0	0	0	abonnere
subscription	0	0	0	0	0	0	0	0	0	0	abonnement
subsequence	0	0	0	0	0	0	0	0	0	0	efterfølgen
subsequent	0	0	0	0	0	0	0	0	0	0	efterfølgende
subsequently	0	0	0	0	0	0	0	0	0	0	efterfølgende
subset	0	0	0	0	0	0	0	0	0	0	delmængde
subside	0	0	0	0	0	0	0	0	0	0	aftage
subsidence	0	0	0	0	0	1	0	1	0	0	nedsynkning
subsidiary	0	0	0	0	0	0	0	0	0	0	datterselskab
subsidize	0	0	0	0	0	0	0	0	0	0	subsidiere
subsidy	1	0	1	0	0	1	0	0	0	0	tilskud
subsist	0	0	0	0	0	1	0	0	0	0	ernære sig
subsistence	0	0	0	0	0	0	0	0	0	0	underhold
subsoil	0	0	0	0	0	0	0	0	0	0	undergrund
substance	0	0	0	0	0	0	1	0	0	0	stof
substantially	0	0	0	0	0	0	0	0	0	0	væsentligt
substantiate	0	0	0	0	0	0	0	0	0	1	underbygge
substantive	0	0	0	0	0	0	1	0	0	0	indholdsmæssigt
substitute	0	0	0	0	0	0	0	0	0	0	erstatning
substituted	0	0	0	0	0	0	0	0	0	0	erstattet
substitution	0	0	0	0	0	0	0	0	0	0	substitution
substructure	0	0	0	0	0	0	0	0	0	0	underbygning
subterranean	0	0	0	0	0	0	0	0	0	0	underjordisk
subtle	0	0	0	0	0	0	0	0	0	0	diskret
subtlety	0	0	0	0	0	0	0	0	0	0	subtilitet
subtract	0	0	0	0	0	1	0	0	0	0	trække fra
subtraction	0	0	0	0	0	0	0	0	0	0	subtraktion
subtype	0	0	0	0	0	0	0	0	0	0	undertype
suburb	0	0	0	0	0	0	0	0	0	0	forstad
suburban	0	0	0	0	0	0	0	0	0	0	forstad
suburbs	0	0	0	0	0	0	0	0	0	0	forstæder
subversion	1	0	0	1	0	1	0	0	0	0	subversion
subversive	1	0	0	0	0	1	0	0	1	0	subversiv
subvert	0	0	1	1	0	1	0	1	0	0	undergrave
subway	0	0	0	0	0	0	0	0	0	0	undergrundsbane
succeed	0	1	0	0	1	0	1	0	1	1	lykkes
succeeding	0	1	0	0	1	0	1	0	0	1	lykkes
success	0	1	0	0	1	0	1	0	0	0	succes
successful	0	1	0	0	1	0	1	0	0	1	vellykket
succession	0	0	0	0	0	0	0	0	0	0	arvefølge
successive	0	0	0	0	0	0	0	0	0	0	successiv
successor	0	0	0	0	0	0	0	0	0	0	efterfølger
succinct	0	0	0	0	0	0	1	0	0	0	kortfattet
succulent	0	0	0	0	0	1	1	0	0	0	saftig
succumb	0	0	0	0	0	1	0	0	0	0	bukke under
suck	0	0	0	0	0	1	0	0	0	0	suge
sucker	1	0	0	0	0	1	0	0	0	0	sutter
sucking	0	0	0	0	0	0	0	0	0	0	sutter
suckling	0	0	0	0	0	0	0	0	0	0	diende
suction	0	0	0	0	0	0	0	0	0	0	sugning
sudden	0	0	0	0	0	0	0	0	1	0	pludselig
suddenly	0	0	0	0	0	0	0	0	1	0	pludselig
sue	1	0	0	0	0	1	0	1	0	0	sagsøge
suffer	0	0	0	0	0	1	0	0	0	0	lide
sufferer	0	0	0	1	0	1	0	1	0	0	lidende
suffering	0	0	1	1	0	1	0	1	0	0	lidelse
suffice	0	0	0	0	0	0	0	0	0	0	tilstrækkeligt
sufficiency	0	0	0	0	0	0	1	0	0	0	tilstrækkelighed
sufficient	0	0	0	0	0	0	0	0	0	0	tilstrækkelig
sufficiently	0	0	0	0	0	0	0	0	0	0	tilstrækkeligt
suffix	0	0	0	0	0	0	0	0	0	0	suffiks
suffocating	0	0	1	1	0	1	0	1	0	0	kvælende
suffocation	1	0	0	1	0	1	0	0	0	0	kvælning
sugar	0	0	0	0	0	0	1	0	0	0	sukker
suggest	0	0	0	0	0	0	0	0	0	1	antyder
suggestion	0	0	0	0	0	0	0	0	0	0	forslag
suggestive	0	0	0	0	0	0	0	0	0	0	suggestivt
suicidal	1	0	1	1	0	1	0	1	0	0	selvmorderisk
suicide	1	0	0	1	0	1	0	1	0	0	selvmord
suit	0	0	0	0	0	0	0	0	0	0	dragt
suitable	0	0	0	0	0	0	1	0	0	0	egnet
suite	0	0	0	0	0	0	0	0	0	0	suite
suitor	0	0	0	0	0	0	0	0	0	0	bejler
sullen	1	0	0	0	0	1	0	1	0	0	surmulende
sulphur	0	0	0	0	0	0	0	0	0	0	svovl
sultan	0	0	0	1	0	0	0	0	0	0	sultan
sultry	0	0	0	0	0	0	1	0	0	0	lummer
sum	0	0	0	0	0	0	0	0	0	0	sum
summarily	0	0	0	0	0	0	0	0	0	0	summarisk
summarize	0	0	0	0	0	0	0	0	0	0	sammenfatte
summary	0	0	0	0	0	0	0	0	0	0	Resumé
summation	0	0	0	0	0	0	0	0	0	0	summering
summer	0	0	0	0	0	0	0	0	0	0	sommer
summit	0	0	0	0	0	0	0	0	0	0	topmøde
summon	0	0	0	0	0	0	0	0	0	0	tilkalde
summons	0	0	0	0	0	1	0	0	0	0	stævning
sumo	0	0	0	0	0	0	0	0	0	0	sumo
sump	0	0	1	0	0	0	0	0	0	0	sump
sumptuous	0	0	0	0	0	0	0	0	0	0	overdådig
sun	0	1	0	0	1	0	1	0	1	1	sol
sunbeam	0	0	0	0	0	0	0	0	0	0	solstråle
sundial	0	1	0	0	0	0	0	0	0	1	solur
sundown	0	0	0	0	0	0	0	0	0	0	solnedgang
sundry	0	0	0	0	0	0	0	0	0	0	diverse
sunglass	0	0	0	0	0	0	0	0	0	0	solbrille
sunglasses	0	0	0	0	0	0	0	0	0	0	solbriller
sunk	0	0	1	1	0	1	0	1	0	0	sunket
sunless	0	0	0	0	0	0	0	0	0	0	solfri
sunlight	0	0	0	0	0	0	0	0	0	0	sollys
sunny	0	1	0	0	1	0	1	0	1	0	solrig
sunrise	0	0	0	0	0	0	0	0	0	0	solopgang
sunset	0	1	0	0	0	0	1	0	0	0	solnedgang
sunshine	0	0	0	0	1	0	1	0	0	0	solskin
superannuation	0	0	0	0	0	0	0	0	0	0	pensionering
superb	0	0	0	0	0	0	1	0	0	0	fremragende
superficial	0	0	0	0	0	1	0	0	0	0	overfladisk
superfluous	0	0	0	0	0	1	0	0	0	0	overflødigt
superhuman	0	0	0	0	0	0	1	0	0	0	overmenneskelig
superimposed	0	0	0	0	0	0	0	0	0	0	overlejret
superintendent	0	0	0	0	0	0	0	0	0	0	forstander
superior	0	0	0	0	0	0	1	0	0	0	overlegen
superiority	0	0	0	0	0	0	1	0	0	0	overlegenhed
superlative	0	0	0	0	0	0	0	0	0	0	superlativ
superman	0	0	0	0	1	0	1	0	0	1	supermand
supermarket	0	0	0	0	0	0	0	0	0	0	supermarked
supernatant	0	0	0	0	0	0	0	0	0	0	supernatant
supernatural	0	0	0	0	0	0	0	0	0	0	overnaturlige
superposition	0	0	0	0	0	0	0	0	0	0	superposition
supersede	0	0	0	0	0	0	0	0	0	0	afløse
superstar	0	0	0	0	1	0	1	0	0	1	superstjerne
superstition	0	0	0	1	0	1	1	0	0	0	overtro
superstitious	0	1	0	1	0	1	0	0	0	0	overtroisk
supervise	0	0	0	0	0	0	0	0	0	0	overvåge
supervision	0	0	0	0	0	0	0	0	0	0	overvågning
supervisor	0	0	0	0	0	0	0	0	0	0	tilsynsførende
supper	0	0	0	0	0	0	0	0	0	0	aftensmad
supplant	0	0	0	0	0	0	0	0	0	0	fortrænge
supple	0	0	0	0	0	0	0	0	0	0	smidig
supplement	0	0	0	0	0	0	0	0	0	0	supplement
supplemental	0	0	0	0	0	0	0	0	0	0	supplerende
supplementary	0	0	0	0	0	0	0	0	0	0	supplerende
supplication	0	0	0	0	0	0	1	0	0	1	bønfald
supplies	0	0	0	0	0	0	1	0	0	0	forsyninger
supply	0	0	0	0	0	0	1	0	0	0	levere
supported	0	0	0	0	0	0	1	0	0	0	understøttes
supporter	0	0	0	0	1	0	1	0	0	1	tilhænger
supporters	0	0	0	0	0	0	0	0	0	0	tilhængere
supporting	0	0	0	0	0	0	1	0	0	1	støttende
suppose	0	0	0	0	0	0	0	0	0	0	formode
supposing	0	0	0	0	0	0	0	0	0	0	antager
supposition	0	0	0	0	0	0	0	0	0	0	antagelse
suppress	1	0	0	1	0	1	0	1	0	0	undertrykke
suppression	1	0	1	1	0	1	0	0	0	0	undertrykkelse
supremacy	1	1	0	1	1	1	1	0	1	1	overhøjhed
supreme	0	0	0	0	0	0	1	0	0	0	øverste
supremely	0	0	0	0	0	0	1	0	0	0	suverænt
surcharge	1	0	0	0	0	1	0	0	0	0	ekstragebyr
surety	0	0	0	0	0	0	1	0	0	1	kautionist
surf	0	0	0	0	0	0	0	0	0	0	surf
surface	0	0	0	0	0	0	0	0	0	0	overflade
surge	0	0	0	0	0	0	0	0	1	0	stigning
surgeon	0	0	0	0	0	0	0	0	0	0	kirurg
surgery	0	0	0	1	0	0	0	1	0	0	kirurgi
surly	1	0	1	0	0	1	0	0	0	0	surt
surmise	0	0	0	0	0	0	1	0	0	0	formodning
surname	0	0	0	0	0	0	0	0	0	0	efternavn
surpassing	0	0	0	0	0	0	1	0	0	0	overgå
surplus	0	0	0	0	0	0	0	0	0	0	overskud
surprise	0	0	0	1	1	0	1	0	1	0	overraskelse
surprised	0	0	0	0	0	0	0	0	1	0	overrasket
surprising	0	0	0	0	0	0	0	0	1	0	overraskende
surprisingly	0	1	0	0	0	0	0	0	1	0	overraskende
surrender	0	0	0	1	0	1	0	1	0	0	overgivelse
surrendering	0	0	0	0	0	1	0	1	0	0	overgive sig
surrogate	0	0	0	0	0	0	0	0	0	1	surrogat
surround	0	1	0	0	0	1	1	0	0	0	omgive
surrounding	0	0	0	0	0	0	0	0	0	0	omkringliggende
surroundings	0	0	0	0	0	0	0	0	0	0	omgivelser
surveillance	0	0	0	1	0	0	0	0	0	0	overvågning
survey	0	0	0	0	0	0	0	0	0	0	undersøgelse
surveying	0	0	0	0	0	0	1	0	0	0	opmåling
surveyor	0	0	0	0	0	0	0	0	0	0	landmåler
survival	0	0	0	0	0	0	0	0	0	0	overlevelse
survive	0	0	0	0	0	0	1	0	0	0	overleve
surviving	0	0	0	0	0	0	0	0	0	0	overlever
susceptibility	0	0	0	0	0	0	0	0	0	0	modtagelighed
susceptible	0	0	0	0	0	1	0	0	0	0	modtagelige
suspect	0	0	0	1	0	1	0	0	0	0	formode
suspected	0	0	0	0	0	0	0	0	0	0	mistænkt
suspend	0	0	0	0	0	0	0	0	0	0	suspendere
suspended	0	0	0	0	0	0	0	0	0	0	suspenderet
suspenders	0	0	0	0	0	0	0	0	0	0	seler
suspense	0	1	0	1	0	0	0	0	1	0	spænding
suspension	0	0	0	1	0	1	0	0	0	0	affjedring
suspicion	0	0	0	1	0	1	0	0	0	0	mistanke
suspicions	0	0	0	0	0	0	0	0	0	0	mistanker
suspicious	1	1	0	0	0	1	0	0	0	0	mistænksom
sustained	0	0	0	0	0	0	0	0	0	0	vedvarende
sustenance	0	0	0	0	0	0	0	0	0	0	forsørgelse
suture	0	0	0	0	0	0	0	0	0	0	sutur
swab	0	0	0	0	0	1	0	0	0	0	vatpind
swag	0	0	0	0	0	0	0	0	0	0	swag
swagger	0	0	0	0	0	0	0	0	0	0	svimmel
swallow	0	0	0	0	0	0	0	0	0	0	sluge
swamp	0	0	1	1	0	1	0	0	0	0	sump
swamped	0	0	0	0	0	0	0	0	0	0	oversvømmet
swampy	0	0	1	1	0	1	0	0	0	0	sumpet
swan	0	0	0	0	0	0	0	0	0	0	Svane
swap	0	0	0	0	0	0	0	0	0	0	bytte rundt
swarm	0	0	1	0	0	0	0	0	0	0	sværm
swarming	0	0	0	0	0	0	0	0	0	0	sværmer
swastika	1	0	0	1	0	1	0	0	0	0	hagekors
sway	0	0	0	0	0	0	0	0	0	0	svaje
swear	0	0	0	0	0	0	1	0	0	1	sværge
swearing	0	0	0	0	0	0	0	0	0	0	at bande
sweat	0	0	0	1	0	0	0	0	0	0	sved
sweater	0	0	0	0	0	0	0	0	0	0	sweater
sweating	0	0	0	0	0	0	0	0	0	0	svedtendens
sweep	0	0	0	0	0	0	0	0	0	0	feje
sweeping	0	0	0	0	0	0	0	0	0	0	fejende
sweet	0	1	0	0	1	0	1	0	1	1	sød
sweeten	0	0	0	0	0	0	0	0	0	0	forsøde
sweetened	0	0	0	0	0	0	0	0	0	0	sødet
sweetener	0	0	0	0	0	0	0	0	0	0	sødemiddel
sweetheart	0	1	0	0	1	0	1	1	0	1	kæreste
sweetie	0	0	0	0	0	0	1	0	0	0	søde
sweetness	0	0	0	0	0	0	1	0	0	0	sødme
sweets	0	1	0	0	1	0	1	0	0	0	søde sager
swell	0	0	0	0	0	0	0	0	0	0	svulme
swelling	0	0	0	1	0	1	0	0	0	0	hævelse
sweltering	0	0	0	0	0	0	0	0	0	0	kvælende
swerve	0	0	0	1	0	0	0	0	1	0	vige
swift	0	0	0	0	0	0	1	0	0	0	hurtig
swiftly	0	0	0	0	0	0	0	0	0	0	hurtigt
swig	0	0	1	0	0	1	0	0	0	0	swig
swim	0	1	0	1	1	0	1	0	0	0	svømme
swimming	0	0	0	0	0	0	0	0	0	0	svømning
swine	0	0	1	0	0	1	0	0	0	0	svin
swing	0	0	0	0	0	0	0	0	0	0	svinge
swinging	0	0	0	0	0	0	0	0	0	0	svingende
swish	0	0	0	0	0	0	0	0	0	0	swish
switch	0	0	0	0	0	0	0	0	0	0	kontakt
swivel	0	0	0	0	0	0	0	0	0	0	drejelig
swollen	0	0	0	0	0	1	0	0	0	0	opsvulmet
swoon	0	0	0	0	0	0	0	0	0	0	svime
swoop	0	0	0	0	0	0	0	0	0	0	slag
sword	0	0	0	0	0	0	0	0	0	0	sværd
syllable	0	0	0	0	0	0	0	0	0	0	stavelse
syllabus	0	0	0	0	0	0	0	0	0	0	pensum
symbol	0	0	0	0	0	0	0	0	0	0	symbol
symbolic	0	0	0	0	0	0	1	0	0	0	symbolsk
symbolically	0	0	0	0	0	0	0	0	0	0	symbolsk
symbolism	0	0	0	0	0	0	0	0	0	0	symbolik
symbolize	0	0	0	0	0	0	0	0	0	0	symbolisere
symmetric	0	0	0	0	0	0	0	0	0	0	symmetrisk
symmetrical	0	0	0	0	0	0	1	0	0	0	symmetrisk
symmetry	0	0	0	0	1	0	1	0	0	1	symmetri
sympathetic	0	0	0	1	1	0	1	1	0	1	sympatisk
sympathize	0	0	0	0	0	0	0	1	0	0	sympatisere
sympathy	0	0	0	0	0	0	1	1	0	0	sympati
symphony	0	1	0	0	1	0	1	0	0	0	symfoni
symptom	0	0	0	0	0	1	0	0	0	0	symptom
symptomatic	0	0	0	0	0	0	0	0	0	0	symptomatisk
synagogue	0	0	0	0	0	0	0	0	0	0	synagoge
synchronize	0	1	0	0	1	0	1	0	1	1	synkronisere
synchronous	0	0	0	0	0	0	0	0	0	0	synkron
syncope	0	0	0	1	0	1	0	1	1	0	synkope
syndicate	0	0	0	0	0	0	0	0	0	0	syndikat
synergistic	0	0	0	0	0	0	1	0	0	1	synergistisk
synergy	0	0	0	0	0	0	0	0	0	0	synergi
synod	0	0	0	0	0	0	1	0	0	1	synode
synonym	0	0	0	0	0	0	0	0	0	0	synonym
synonymous	0	0	0	1	0	1	1	0	0	1	synonymt
synopsis	0	0	0	0	0	0	0	0	0	0	synopsis
synoptic	0	0	0	0	0	0	0	0	0	0	synoptisk
syntax	0	0	0	0	0	0	0	0	0	0	syntaks
synthesis	0	0	0	0	0	0	0	0	0	0	syntese
synthetic	0	0	0	0	0	0	0	0	0	0	syntetisk
syringe	0	0	0	1	0	0	0	0	0	0	sprøjte
syrup	0	0	0	0	0	0	0	0	0	0	sirup
system	0	0	0	0	0	0	0	0	0	1	system
systematic	0	0	0	0	0	0	0	0	0	0	systematisk
systematically	0	0	0	0	0	0	0	0	0	0	systematisk
tabby	0	0	0	0	0	0	0	0	0	0	tabby
tabernacle	0	0	0	0	0	0	0	0	0	0	tabernakel
table	0	0	0	0	0	0	0	0	0	0	bord
tableau	0	0	0	0	0	0	0	0	0	0	tableau
tablespoon	0	0	0	0	0	0	0	0	0	0	spiseskefuld
tablet	0	0	0	0	0	0	0	0	0	0	tablet
tableware	0	0	0	0	0	0	0	0	0	0	service
taboo	0	0	1	1	0	1	0	0	0	0	tabu
tabular	0	0	0	0	0	0	0	0	0	0	tabelform
tabulate	0	1	0	0	0	0	0	0	0	0	tabulere
tabulation	0	0	0	0	0	0	0	0	0	0	tabulering
tachometer	0	0	0	0	0	0	0	0	0	0	omdrejningstæller
tacit	0	0	0	0	0	0	0	0	0	0	stiltiende
tack	0	0	0	0	0	0	0	0	0	0	tack
tackle	1	0	0	0	0	0	0	0	1	0	tackle
tackling	0	0	0	0	0	0	0	0	0	0	tackling
tacky	0	0	0	0	0	0	0	0	0	0	tarvelig
tact	0	0	0	0	0	0	1	0	0	0	takt
tactics	0	0	0	1	0	0	0	0	0	1	taktik
tactile	0	0	0	0	0	0	0	0	0	0	taktile
taffeta	0	0	0	0	0	0	0	0	0	0	taft
taffy	0	0	0	0	0	0	0	0	0	0	taffy
tag	0	0	0	0	0	0	0	0	0	0	tag
tail	0	0	0	0	0	0	0	0	0	0	hale
tailed	0	0	0	0	0	0	0	0	0	0	halet
tailings	0	0	0	0	0	0	0	0	0	0	tailings
tailor	0	0	0	0	0	0	0	0	0	0	skrædder
tailoring	0	0	0	0	0	0	0	0	0	0	skræddersy
taint	0	0	0	0	0	1	0	1	0	0	plette
taker	0	0	0	0	0	0	0	0	0	0	tager
tale	0	0	0	0	0	0	1	0	0	0	fortælling
talent	0	0	0	0	0	0	1	0	0	0	talent
talented	0	0	0	0	0	0	0	0	0	0	talentfulde
talisman	0	0	0	0	0	0	1	0	0	0	talisman
talk	0	0	0	0	0	0	1	0	0	0	tale
talkative	0	0	0	0	0	0	0	0	0	0	snakkesalig
talker	0	0	0	0	0	0	0	0	0	0	taler
tall	0	0	0	0	0	0	0	0	0	0	høj
