English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Scots-Gaelic Word
remembrance	0	0	0	0	0	0	0	0	0	0	cuimhne
remind	0	0	0	0	0	0	0	0	0	0	cur an cuimhne
reminder	0	0	0	0	0	0	0	0	0	0	cuimhneachan
remiss	1	0	1	0	0	1	0	1	0	0	dearmad
remission	0	0	0	0	0	0	1	0	0	0	maitheanas
remit	0	0	0	0	0	0	0	0	0	0	raon-ùghdarrais
remittance	0	0	0	0	0	0	0	0	0	0	airgead-dìolaidh
remnant	0	0	0	0	0	0	0	0	0	0	fuigheall
remodel	0	0	0	0	0	0	1	0	0	0	ath-mhodail
remorse	0	0	0	0	0	1	0	1	0	0	aithreachas
remote	0	0	0	0	0	0	0	0	0	0	iomallach
remoteness	0	0	0	0	0	0	0	0	0	0	iomallachd
removal	0	0	0	0	0	1	0	0	0	0	toirt air falbh
remove	1	0	0	1	0	1	0	1	0	0	thoir air falbh
remuneration	0	0	0	0	0	0	0	0	0	0	tuarastal
renaissance	0	0	0	0	0	0	1	0	0	0	ath-bheothachadh
rencontre	0	0	0	0	0	1	0	0	0	0	ath-chonaltradh
rend	0	0	0	0	0	1	0	0	0	0	rùisg
render	0	0	0	0	0	0	1	0	0	0	toirt seachad
rendering	0	0	0	0	0	0	0	0	0	0	a' toirt seachad
rendezvous	0	0	0	0	0	0	0	0	0	0	rendezvous
rendition	0	0	0	0	0	0	0	0	0	0	aithris
renegade	1	0	0	0	0	1	0	0	0	0	renegade
renewal	0	0	0	0	0	0	1	0	0	0	ath-nuadhachadh
renounce	1	0	0	0	0	1	0	0	0	0	diùltadh
renovate	0	1	0	0	0	0	1	0	0	0	ath-nuadhachadh
renovated	0	0	0	0	0	0	0	0	0	0	ath-nuadhachadh
renovation	0	1	0	0	1	0	1	0	0	0	ath-nuadhachadh
renown	0	0	0	0	0	0	1	0	0	0	cliù
renowned	0	0	0	0	0	0	1	0	0	0	cliùiteach
rent	0	0	0	0	0	0	0	0	0	0	màl
rental	0	0	0	0	0	0	0	0	0	0	màl
renter	0	0	0	0	0	0	0	0	0	0	màladair
renunciation	0	0	0	0	0	1	0	0	0	0	trèigsinn
reorganization	0	0	0	0	0	0	0	0	0	0	ath-eagrachadh
reorganize	0	0	0	0	0	0	1	0	0	0	ath-eagrachadh
repair	0	0	0	0	0	0	0	0	0	0	càradh
reparation	0	0	0	0	0	0	1	0	0	1	dìolaidh
repay	1	1	0	0	1	0	1	0	0	1	ath-dhìoladh
repayment	0	0	0	0	0	0	0	0	0	0	ath-phàigheadh
repeal	0	0	0	0	0	0	0	0	0	0	ath-ghairm
repeat	0	0	0	0	0	0	0	0	0	0	ath-aithris
repeated	0	0	0	0	0	0	0	0	0	0	a-rithist
repeatedly	0	0	0	0	0	0	0	0	0	0	uair is uair
repeater	0	0	0	0	0	0	0	0	0	0	ath-aithris
repellant	0	0	1	1	0	1	0	0	0	0	repellant
repellent	1	0	1	1	0	1	0	0	0	0	ath-dhiol
repelling	0	0	1	0	0	1	0	0	0	0	ag ath-ghairm
repent	0	0	0	1	0	0	1	0	0	0	aithreachas
repentance	0	0	0	0	0	0	0	0	0	0	aithreachas
repertoire	0	0	0	0	0	0	0	0	0	0	repertoire
repertory	0	0	0	0	0	0	0	0	0	0	stòr
repetition	0	0	0	0	0	0	0	0	0	0	ath-aithris
replace	0	0	0	0	0	0	0	0	0	0	àite
replacement	0	0	0	0	0	0	0	0	0	0	ath-chur
replenish	0	0	0	0	0	0	1	0	0	0	ath-lìonadh
replete	0	0	0	0	0	0	1	0	0	0	lìonmhor
replication	0	0	0	0	0	0	0	0	0	0	mac-samhail
reply	0	0	0	0	0	0	0	0	0	0	freagair
report	0	0	0	0	0	0	0	0	0	0	aithris
reported	0	0	0	0	0	0	0	0	0	0	air aithris
reporter	0	0	0	0	0	0	1	0	0	1	neach-aithris
repose	0	0	0	0	0	0	1	0	0	0	fois
reposition	0	0	0	0	0	0	0	0	0	0	ath-shuidheachadh
repository	0	0	0	0	0	0	0	0	0	0	tasgaidh
representation	0	0	0	0	0	0	0	0	0	0	riochdachadh
representative	0	0	0	0	0	0	0	0	0	0	riochdaire
represented	0	0	0	0	0	0	1	0	0	0	riochdachadh
representing	0	1	0	0	0	0	0	0	0	0	riochdachadh
repress	0	0	0	0	0	1	0	1	0	0	ath-aithris
repressed	0	0	0	0	0	0	0	0	0	0	air ath-chuinge
repression	0	0	0	1	0	1	0	0	0	0	ro-aithris
reprieve	0	0	0	0	0	0	0	0	0	0	ath-ghlacadh
reprimand	1	0	0	0	0	1	0	0	0	0	cronachadh
reprint	0	0	0	0	0	1	0	0	0	0	ath-chlò-bhualadh
reprisal	1	0	0	1	0	1	0	1	0	0	dìoghaltas
reprise	0	0	0	0	0	0	0	0	0	0	ath-aithris
reproach	1	0	1	0	0	1	0	1	0	0	tàir
reproduce	0	0	0	0	0	0	0	0	0	0	gintinn
reproduction	0	0	0	0	0	0	0	0	0	0	gintinn
reproductive	0	0	0	0	1	0	1	0	0	0	gintinn
reptile	0	0	0	0	0	0	0	0	0	0	snàgaire
republic	0	0	0	0	0	1	0	0	0	0	poblachd
republican	0	0	0	0	0	0	0	0	0	0	poblachdach
repudiation	1	0	1	0	0	1	0	0	0	0	dìoghaltas
repulsion	0	0	1	1	0	1	0	0	0	0	ath-bhualadh
repurchase	0	0	0	0	0	0	0	0	0	0	ath-cheannach
reputable	0	0	0	0	0	0	1	0	0	1	cliùiteach
reputation	0	0	0	0	0	0	0	0	0	0	cliù
repute	0	0	0	0	0	0	0	0	0	0	cliù
request	0	0	0	0	0	0	0	0	0	0	iarrtas
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	dhìth
requirement	0	0	0	0	0	0	0	0	0	0	riatanas
requisite	0	0	0	0	0	0	0	0	0	0	riatanach
requisition	0	0	0	0	0	0	0	0	0	0	iarrtas
rescind	0	0	0	0	0	1	0	0	0	0	cur dheth
rescission	0	0	0	0	0	1	0	0	0	0	aiseirigh
rescue	0	1	0	0	1	0	1	0	1	1	teasairginn
research	0	0	0	0	0	0	0	0	0	0	rannsachadh
resection	0	0	0	1	0	0	0	0	0	0	resection
resemblance	0	0	0	0	0	0	0	0	0	0	coltach
resemble	0	0	0	0	0	0	0	0	0	0	coltach
resembling	0	0	0	0	0	0	0	0	0	0	coltach
resent	1	0	0	0	0	1	0	0	0	0	dioghaltas
resentful	1	0	0	0	0	1	0	0	0	0	diombach
resentment	1	0	1	0	0	1	0	1	0	0	dioghaltas
reservation	0	0	0	0	0	0	0	0	0	0	glèidheadh
reserve	0	0	0	0	0	0	1	0	0	0	tèarmann
reserved	0	0	0	0	0	0	0	0	0	0	glèidhte
reserves	0	0	0	0	0	0	0	0	0	0	tèarmainn
reservoir	0	0	0	0	0	0	0	0	0	0	loch-tasgaidh
reside	0	0	0	0	0	0	0	0	0	0	fuireach
residence	0	0	0	0	0	0	0	0	0	0	àite-fuirich
residences	0	0	0	0	0	0	0	0	0	0	àiteachan-fuirich
resident	0	0	0	0	0	0	1	0	0	0	neach-còmhnaidh
residual	0	0	0	0	0	0	0	0	0	0	fuigheall
residue	0	0	0	0	0	0	0	0	0	0	fuigheall
resign	1	0	1	1	0	1	0	1	0	0	Thoir suas
resignation	0	0	0	0	0	1	0	1	1	0	a dhreuchd a leigeil dheth
resigned	0	0	0	0	0	1	0	1	0	0	leig dheth a dhreuchd
resilience	0	0	0	0	0	0	0	0	0	0	fulangas
resilient	0	0	0	0	0	0	1	0	0	0	tapaidh
resin	0	0	0	0	0	0	0	0	0	0	roisinn
resist	0	0	0	0	0	1	0	0	0	0	cur an aghaidh
resistance	1	0	0	0	0	1	0	0	0	0	an aghaidh
resistant	0	0	0	1	0	1	0	0	0	0	an aghaidh
resisting	1	0	0	1	0	1	0	1	0	0	cur an aghaidh
resistive	0	0	0	0	0	0	1	0	0	0	an aghaidh
resolute	0	0	0	0	0	0	0	0	0	0	diongmhalta
resolutely	0	0	0	0	0	0	1	0	0	0	gu diongmhalta
resolution	0	0	0	0	0	0	0	0	0	0	rùn
resolve	0	0	0	0	0	0	0	0	0	0	fuasgladh
resolved	0	0	0	0	0	0	0	0	0	0	fuasgladh
resonance	0	0	0	0	0	0	0	0	0	0	athshondas
resonant	0	0	0	0	0	0	0	0	0	0	sonnach
resonate	0	0	0	0	0	0	0	0	0	0	resonachadh
resonator	0	0	0	0	0	0	0	0	0	0	resonator
resort	0	0	0	0	0	0	0	0	0	0	baile-turasachd
resounding	0	0	0	0	0	0	0	0	0	0	fuaimneach
resources	0	0	0	0	1	0	1	0	0	1	goireasan
respect	0	1	0	0	1	0	1	0	0	1	spèis
respectability	0	0	0	0	0	0	1	0	0	0	urram
respectable	0	0	0	0	0	0	1	0	0	1	urramach
respected	0	0	0	0	0	0	0	0	0	0	meas
respectful	0	0	0	0	0	0	1	0	0	1	urramach
respecting	0	0	0	0	0	0	1	0	0	0	a' toirt spèis
respective	0	0	0	0	0	0	0	0	0	0	fa leth
respects	0	0	0	0	0	0	1	0	0	1	spèis
respiration	0	0	0	0	0	0	0	0	0	0	faochadh
respirator	0	0	0	0	0	0	0	0	0	0	analach
respite	0	0	0	0	1	0	1	0	0	1	faochadh
resplendent	0	0	0	0	1	0	1	0	0	0	eireachdail
respond	0	0	0	0	0	0	0	0	0	0	freagair
respondent	0	0	0	0	0	0	0	0	0	0	neach-freagairt
response	0	0	0	0	0	0	0	0	0	0	freagairt
responsibility	0	0	0	0	0	0	0	0	0	0	uallach
responsible	0	0	0	0	0	0	1	0	0	1	cunntachail
responsive	0	1	0	0	0	0	1	0	0	1	freagarach
rest	0	0	0	0	0	0	1	0	0	0	fois
restaurant	0	0	0	0	0	0	0	0	0	0	taigh-bìdh
restful	0	0	0	0	0	0	1	0	0	0	fois
restitution	1	0	0	0	0	0	1	0	0	0	ath-dhìoladh
restlessness	0	1	0	0	0	0	0	0	0	0	aimhreit
restoration	0	0	0	0	0	0	0	0	0	0	ath-nuadhachadh
restorative	0	1	0	0	1	0	1	0	0	1	aisirich
restored	0	0	0	0	0	0	0	0	0	0	ath-nuadhachadh
restoring	0	0	0	0	0	0	1	0	0	0	ag ath-nuadhachadh
restrain	1	0	0	1	0	1	0	0	0	0	bacadh
restrained	0	0	0	1	0	0	0	0	0	0	bacadh
restraint	0	0	0	0	0	0	1	0	0	0	srianadh
restrict	0	0	0	0	0	1	0	1	0	0	srian
restricted	0	0	0	0	0	0	0	0	0	0	cuingealaichte
restriction	1	0	0	1	0	1	0	1	0	0	srianadh
restrictive	0	0	0	0	0	1	0	0	0	0	cuingealach
result	0	1	0	0	0	0	0	0	0	0	toradh
resultant	0	1	0	0	0	0	0	0	0	0	toradh
resumption	0	0	0	0	0	0	1	0	0	0	ath-thòiseachadh
resurrection	0	0	0	0	0	0	0	0	0	0	aiseirigh
resuscitation	0	0	0	0	0	0	0	0	0	0	ath-bheothachadh
retail	0	0	0	0	0	0	0	0	0	0	reic
retailer	0	0	0	0	0	0	0	0	0	0	neach-reic
retain	0	0	0	0	0	0	0	0	0	1	cumail
retaining	0	0	0	0	0	0	0	0	0	0	gleidheadh
retake	0	0	0	0	0	0	0	0	0	0	ath-ghabhail
retaliate	1	0	0	0	0	1	0	0	0	0	dìoghaltas
retaliation	1	0	0	1	0	1	0	0	0	0	dìoghaltas
retaliatory	1	0	0	0	0	1	0	0	0	0	dìoghaltas
retard	0	0	1	1	0	1	0	1	0	0	cuir air ais
retardation	0	0	0	0	0	1	0	0	0	0	moille
retention	0	0	0	0	0	0	1	0	0	0	gleidheadh
retentive	0	0	0	0	0	0	0	0	0	0	caomhail
reticent	0	0	0	1	0	1	0	0	0	0	suarach
retina	0	0	0	0	0	0	0	0	0	0	reitine
retired	0	0	0	0	0	0	0	0	0	0	air a dhreuchd a leigeil dheth
retirement	0	1	0	1	1	1	1	1	0	1	cluaineas
retiring	0	0	0	0	0	0	0	0	0	0	a' leigeil dheth a dhreuchd
retold	0	0	0	0	0	0	0	0	0	0	ath-aithris
retort	0	0	0	0	0	1	0	0	0	0	retort
retrace	0	0	0	0	0	0	0	0	0	0	air ais
retract	1	0	0	0	0	1	0	0	0	0	tarraing air ais
retraction	0	0	0	0	0	1	0	0	0	0	tarraing air ais
retrenchment	0	0	0	1	0	1	0	0	0	0	crìonadh
retribution	1	0	0	1	0	1	0	1	0	0	dìoghaltas
retrieval	0	0	0	0	0	0	0	0	0	0	trusadh
retrieve	0	0	0	0	0	0	0	0	0	0	fhaighinn air ais
retriever	0	0	0	0	0	0	0	0	0	0	tèarmadair
retroactive	0	0	0	0	0	0	0	0	0	0	ath-ghnìomhach
retrograde	0	0	0	0	0	1	0	0	0	0	air ais
retrospect	0	0	0	0	0	0	0	0	0	0	ath-shealladh
retrospective	0	0	0	0	0	0	0	0	0	0	ath-shealladh
retrospectively	0	0	0	0	0	0	0	0	0	0	air ais
return	0	0	0	0	0	0	0	0	0	0	tilleadh
reunion	0	1	0	0	0	0	1	0	0	1	coinneamh
reveal	0	0	0	0	0	0	0	0	0	0	nochd
revel	0	0	0	0	1	0	1	0	0	0	gàirdeachas
revelation	0	0	0	0	0	0	0	0	0	0	nochd
revels	0	0	0	0	1	0	1	0	0	0	gàirdeachas
revenge	1	1	0	1	0	1	0	0	1	0	dìoghaltas
revenue	0	0	0	0	0	0	0	0	0	0	teachd a-steach
reverberation	0	0	0	0	0	0	0	0	0	0	ath-aithris
revere	0	1	0	0	1	0	1	0	0	1	urram
reverence	0	0	0	0	1	0	1	0	0	1	urram
reverend	0	0	0	0	1	0	1	0	0	0	urramach
reverent	0	0	0	0	0	0	0	0	0	0	urramach
reverie	0	0	0	0	1	0	1	0	0	1	urram
reversal	1	0	1	0	0	1	0	0	1	0	tionndadh air ais
reverse	0	0	0	0	0	0	0	0	0	0	air ais
reversion	0	0	0	0	0	0	0	0	0	0	tionndadh air ais
revert	0	0	0	0	0	0	0	0	0	0	tilleadh
reverting	0	0	0	0	0	0	0	0	0	0	a' tilleadh
review	0	0	0	0	0	0	0	0	0	0	lèirmheas
reviewer	0	0	0	0	0	0	0	0	0	0	ath-sgrùdaire
revise	0	0	0	0	0	0	1	0	0	0	ath-sgrùdadh
revision	0	0	0	0	0	0	0	0	0	0	ath-sgrùdadh
revisit	0	0	0	0	0	0	0	0	0	0	ath-thadhal
revival	0	1	0	0	1	0	1	0	0	1	ath-bheothachadh
revive	0	1	0	0	0	1	1	0	0	0	ath-bheothachadh
revocation	0	0	0	0	0	1	0	0	0	0	cùl-ghairm
revoke	1	0	1	1	0	1	0	1	0	0	chùl-ghairm
revolt	1	0	0	0	0	1	0	0	1	0	ar-a-mach
revolting	1	0	1	1	0	1	0	0	0	0	ar-a-mach
revolution	1	1	0	1	0	1	1	1	1	0	ar-a-mach
revolutionary	0	0	0	0	0	0	1	0	0	0	rèabhlaideach
revolutionize	0	0	0	0	0	0	0	0	0	0	cruth-atharraich
revolve	0	0	0	0	0	0	0	0	0	0	tionndadh
revolver	1	0	0	1	0	1	0	1	0	0	rèabhlaid
revulsion	1	0	1	1	0	1	0	0	0	0	reultachadh
reward	0	1	0	0	1	0	1	0	1	1	duais
rhetoric	0	0	0	0	0	0	0	0	0	0	reul-eòlas
rhetorical	0	0	0	0	0	0	0	0	0	0	reul-eòlach
rheumatism	1	0	0	1	0	1	0	1	0	0	reumatism
rhyme	0	0	0	0	0	0	0	0	0	0	rann
rhyming	0	0	0	0	0	0	0	0	0	0	rannachd
rhythm	0	0	0	0	0	0	1	0	0	0	ruitheam
rhythmical	0	0	0	0	1	0	1	0	1	0	ruitheamach
rib	0	0	0	0	0	0	0	0	0	0	rib
ribbed	0	0	0	0	0	0	0	0	0	0	ribeach
ribbon	1	1	0	0	1	0	1	0	0	0	ribean
rice	0	0	0	0	0	0	0	0	0	0	reis
riches	0	0	0	0	0	0	0	0	0	0	saoibhreas
richness	0	0	0	0	0	0	1	0	0	0	beairteas
rick	0	0	0	0	0	0	0	0	0	0	riic
rickety	0	0	0	0	0	1	0	0	0	0	rickety
rid	0	0	0	0	0	0	0	0	0	0	ruaig
riddance	0	0	0	0	0	0	0	0	0	0	riddance
riddle	0	0	0	0	0	0	0	0	1	0	tòimhseachan
riddled	0	0	0	0	0	1	0	0	0	0	tòimhseach
ride	0	0	0	0	0	0	0	0	0	0	marcaich
rider	0	0	0	0	0	0	1	0	0	0	marcaiche
ridge	0	0	0	0	0	0	0	0	0	0	druim
ridicule	1	0	1	0	0	1	0	1	0	0	magadh
ridiculous	1	0	1	0	0	1	0	0	0	0	amaideach
riding	0	0	0	0	0	0	0	0	0	0	marcachd
rife	0	0	0	0	0	1	0	0	0	0	lìonmhor
rifle	1	0	0	1	0	1	0	0	0	0	raidhfil
rifles	0	0	0	0	0	0	0	0	0	0	raidhfilean
rift	0	0	0	0	0	1	0	0	0	0	sgiorradh
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigadh
righteous	0	0	0	0	0	0	1	0	0	0	ceart
rightful	0	0	0	0	0	0	1	0	0	0	dligheach
rightly	0	0	0	0	0	0	1	0	0	0	gu ceart
rigid	0	0	0	0	0	1	0	0	0	0	cruaidh
rigidity	0	0	0	0	0	1	0	0	0	0	cruadal
rigor	0	0	1	1	0	1	0	0	0	0	cruadal
rigorous	0	0	0	0	0	1	0	0	0	0	dian
rim	0	0	0	0	0	0	0	0	0	0	oir
rind	0	0	0	0	0	0	0	0	0	0	rind
ring	0	0	0	0	0	0	0	0	0	0	fàinne
ringer	1	0	0	0	0	1	0	0	0	0	fàinneadair
ringing	0	0	0	0	0	0	0	0	0	0	a' glaodhaich
rink	0	0	0	0	0	0	0	0	0	0	rinc
rinse	0	0	0	0	0	0	0	0	0	0	sruthlaich
riot	1	0	0	1	0	1	0	0	0	0	aimhreit
riotous	1	0	0	1	0	1	0	0	1	0	aimhreiteach
riparian	0	0	0	0	0	0	0	0	0	0	bruach
ripe	0	0	0	0	0	0	1	0	0	0	abaich
ripen	0	1	0	0	0	0	1	0	0	0	ribeadh
ripening	0	0	0	0	0	0	0	0	0	0	abachadh
ripple	0	0	0	0	0	0	0	0	0	0	ripple
rise	0	0	0	0	0	0	0	0	0	0	èirich
rising	0	1	0	0	1	0	1	0	0	0	ag eirigh
risk	0	1	0	1	0	1	0	0	0	0	cunnart
risky	0	1	0	1	0	1	0	0	0	0	cunnartach
rite	0	0	0	0	0	0	0	0	0	0	rit
ritual	0	0	0	0	0	0	0	0	0	0	deas-ghnàth
ritualistic	0	0	0	0	0	0	0	0	0	0	deas-ghnàth
rival	0	0	0	0	0	0	0	0	0	0	co-fharpaiseach
rivalry	1	0	0	0	0	1	0	0	0	0	còmhstri
river	0	0	0	0	0	0	0	0	0	0	abhainn
riverbank	0	0	0	0	0	0	0	0	0	0	bruaich na h-aibhne
rivet	0	0	0	0	0	0	0	0	0	0	seamrag
riveted	0	0	0	0	0	0	0	0	0	0	sàthaichte
riveting	0	0	0	0	0	0	1	0	0	0	a' reubadh
road	0	0	0	0	0	0	0	0	0	0	rathad
roads	0	0	0	0	0	0	0	0	0	0	rathaidean
roadster	0	0	0	0	1	0	1	0	0	1	fear-rathaid
roadway	0	0	0	0	0	0	0	0	0	0	rathad-mòr
roam	0	0	0	0	0	0	0	0	0	0	ruith
roar	0	0	0	0	0	0	0	0	0	0	ruaig
roast	0	0	0	0	0	0	0	0	0	0	ròstadh
rob	1	0	1	1	0	1	0	1	0	0	rob
robber	0	0	1	1	0	1	0	0	0	0	robair
robbery	1	0	1	1	0	1	0	1	0	0	robaireachd
robe	0	0	0	0	0	0	0	0	0	0	eideadh
robot	0	0	0	0	0	0	0	0	0	0	robot
robotics	0	0	0	0	0	0	0	0	0	0	robotics
robust	0	0	0	0	0	0	1	0	0	0	làidir
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	creag
rocket	1	0	0	0	0	0	0	0	0	0	rocaid
rocks	0	0	0	0	0	0	0	0	0	0	creagan
rod	0	0	0	1	0	0	1	0	0	1	slat
roe	0	0	0	0	0	0	0	0	0	0	earb
rogue	0	0	1	0	0	1	0	0	0	0	meallta
role	0	0	0	0	0	0	0	0	0	0	dreuchd
roll	0	0	0	0	0	0	0	0	0	0	rolla
roller	0	0	0	0	0	0	0	0	0	0	rolair
rollers	0	0	0	0	0	0	0	0	0	0	rolairean
rollicking	0	0	0	0	1	0	1	0	0	0	a' roiligeadh
rolling	0	0	0	0	0	0	0	0	0	0	roilig
romance	0	1	0	1	1	0	1	1	1	1	romansa
romantic	0	1	0	0	1	0	1	0	0	1	romansach
romanticism	0	0	0	0	1	0	1	0	0	0	romansaidheachd
romp	0	0	0	0	1	0	1	0	0	0	romp
roof	0	0	0	0	0	0	0	0	0	0	mullach
rook	1	0	1	0	0	1	0	0	0	0	roc
room	0	0	0	0	0	0	0	0	0	0	rùm
roomy	0	0	0	0	0	0	0	0	0	0	rùmail
roost	0	0	0	0	0	0	0	0	0	0	ròstadh
rooster	0	0	0	0	0	0	0	0	0	0	ròc
root	0	0	0	0	0	0	0	0	0	0	freumh
rooted	0	0	0	0	0	0	1	0	0	1	freumhaichte
rope	0	0	0	0	0	0	0	0	0	0	ròp
rosary	0	0	0	0	0	0	0	0	0	0	ròsaraidh
rose	0	0	0	0	0	0	0	0	0	0	ròs
rosemary	0	0	0	0	0	0	0	0	0	0	ròsmaraidh
rosette	0	0	0	0	0	0	0	0	0	0	ròsag
roster	0	0	0	0	0	0	0	0	0	0	rosg
rosy	0	0	0	0	0	0	1	0	0	0	ròsach
rot	0	0	1	1	0	1	0	1	0	0	grodadh
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	rothach
rotate	0	0	0	0	0	0	0	0	0	0	cuairtich
rotation	0	0	0	0	0	0	0	0	0	0	cuairteachadh
rote	0	0	0	0	0	0	0	0	0	0	air chul
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	grodadh
rouge	0	0	0	0	0	0	0	0	0	0	ruadh
rough	0	0	0	0	0	0	0	0	0	0	garbh
roughly	0	0	0	0	0	0	0	0	0	0	gu garbh
roughness	0	0	0	0	0	1	0	0	0	0	garbhachd
roulette	0	1	0	0	0	0	0	0	0	0	roulette
round	0	0	0	0	0	0	0	0	0	0	cruinn
roundabout	0	0	0	0	0	0	0	0	0	0	cearcall-rathaid
rounded	0	0	0	0	0	0	0	0	0	0	cruinn
roundup	0	0	0	0	0	0	0	0	0	0	cuairt suas
rouse	0	0	0	0	0	0	0	0	0	0	dùisg
rouser	0	0	0	0	0	0	0	0	0	0	rouser
rousing	0	0	0	0	0	0	0	0	0	0	ag èirigh
rout	0	0	0	0	0	1	0	0	0	0	ruaig
route	0	0	0	0	0	0	0	0	0	0	slighe
routine	0	0	0	0	0	0	1	0	0	1	ghnàth
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	a' siubhal
row	1	0	0	0	0	1	0	0	0	0	sreath
rowdy	0	0	0	0	0	1	0	0	0	0	sranndach
royal	0	0	0	0	0	0	0	0	0	0	rìoghail
royalty	0	0	0	0	0	0	1	0	0	0	rìoghalachd
rub	0	0	0	0	0	0	0	0	0	0	rub
rubber	0	0	0	0	0	0	0	0	0	0	rubair
rubbers	0	0	0	0	0	0	0	0	0	0	rubairean
rubbing	0	0	0	0	0	0	0	0	0	0	suathadh
rubbish	0	0	1	0	0	1	0	0	0	0	sgudal
rubble	0	0	0	1	0	1	0	1	0	0	sprùilleach
rubric	0	0	0	0	0	0	1	0	0	0	rubric
ruby	0	0	0	0	0	0	0	0	0	0	rubaidh
rudder	0	0	0	0	0	0	0	0	0	0	stiùir
ruddy	0	0	0	0	0	0	0	0	0	0	rudhadh
rudimentary	0	0	0	0	0	0	0	0	0	0	bunasach
rudiments	0	0	0	0	0	0	0	0	0	0	feartan
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	ruffle
rug	0	0	0	0	0	0	0	0	0	0	brat
rugged	0	0	0	0	0	1	0	0	0	0	garbh
ruin	0	0	0	1	0	1	0	1	0	0	tobhta
ruined	1	0	1	1	0	1	0	1	0	0	sgrios
ruinous	1	0	1	1	0	1	0	1	0	0	sgriosail
ruins	0	0	0	0	0	0	0	0	0	0	tobhtaichean
rule	0	0	0	1	0	0	0	0	0	1	riaghladh
ruler	0	0	0	0	0	0	0	0	0	0	riaghladair
ruling	0	0	0	0	0	0	0	0	0	0	riaghladh
rum	0	0	0	0	0	0	0	0	0	0	ruma
rumble	0	0	0	0	0	0	0	0	0	0	rumble
rummage	0	0	0	0	0	0	0	0	0	0	fathann
rumor	0	0	0	0	0	1	0	1	0	0	fathann
rumored	0	0	0	0	0	0	0	0	0	0	fathann
rump	0	0	0	0	0	0	0	0	0	0	rump
runaway	0	0	0	0	0	1	0	1	0	0	Ruith air falbh
runes	0	0	0	0	0	0	0	0	0	0	runes
rung	0	0	0	0	0	0	0	0	0	0	ruith
runner	0	0	0	0	0	0	0	0	0	0	ruitheadair
running	0	0	0	0	0	0	0	0	0	0	ruith
runway	0	0	0	0	0	0	0	0	0	0	raon-laighe
rupture	0	0	0	1	0	1	0	1	1	0	aimhreit
rural	0	0	0	0	0	0	0	0	0	0	dùthchail
ruse	0	0	0	0	0	1	0	0	0	0	rusg
rush	0	0	0	0	0	0	0	0	0	0	ruaig
rust	0	0	0	0	0	1	0	0	0	0	meirgeadh
rustic	0	0	0	0	0	0	0	0	0	0	meirgeach
rustle	0	0	0	0	0	0	0	0	0	0	meirgeach
rusty	0	0	0	0	0	1	0	0	0	0	meirgeach
rut	0	0	0	0	0	0	0	0	0	0	rut
ruth	0	0	0	0	0	0	1	0	0	0	ruth
ruthless	1	0	1	1	0	1	0	0	0	0	neo-thruaillidh
rye	0	0	0	0	0	0	0	0	0	0	seagal
saber	1	0	0	1	0	1	0	0	0	0	saber
sable	0	0	0	0	0	0	0	0	0	0	sàbaill
sabotage	1	0	1	1	0	1	0	1	1	0	sabotàis
sac	0	0	0	0	0	0	0	0	0	0	sac
sack	0	0	0	0	0	0	0	0	0	0	poca
sacrament	0	0	0	0	0	0	0	0	0	0	sàcramaid
sacred	0	0	0	0	0	0	0	0	0	0	naomh
sacrifices	0	0	1	1	0	1	0	1	0	0	ìobairtean
saddle	0	0	0	0	0	0	0	0	0	0	diollaid
sadly	0	0	0	0	0	1	0	1	0	0	brònach
sadness	0	0	0	0	0	1	0	1	0	1	bròn
safe	0	0	0	0	1	0	1	0	0	1	sàbhailte
safeguard	0	0	0	0	0	0	1	0	0	1	dìon
safekeeping	0	0	0	0	0	0	0	0	0	1	cumail sàbhailte
safety	0	0	0	0	0	0	0	0	0	0	sàbhailteachd
saffron	0	0	0	0	0	0	0	0	0	0	saffron
sag	0	0	0	1	0	1	0	0	0	0	sag
saga	0	0	0	0	0	0	0	0	0	0	saga
sage	0	0	0	0	0	0	1	0	0	1	saoi
sail	0	0	0	0	0	0	0	0	0	0	sheòl
sailing	0	0	0	0	0	0	0	0	0	0	seòladh
sailor	0	0	0	0	0	0	0	0	0	0	seòladair
saint	0	1	0	0	1	0	1	0	1	1	naomh
saintly	0	1	0	0	1	0	1	0	1	1	naomh
salad	0	0	0	0	0	0	0	0	0	0	salad
salamander	0	0	0	0	0	0	0	0	0	0	salamander
salary	0	1	0	0	1	0	1	0	0	1	tuarastal
sale	0	0	0	0	0	0	0	0	0	0	reic
salesman	0	0	0	0	0	0	0	0	0	0	fear-reic
salient	0	0	0	0	0	0	1	0	0	0	iomchuidh
