English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Arabic Word
stingy	1	0	1	1	0	1	0	1	0	0	بخيل
stink	0	0	1	0	0	1	0	0	0	0	نتن
stinking	0	0	1	0	0	1	0	0	0	0	كريه الرائحة
stint	0	0	0	1	0	1	0	1	0	0	مهمة عمل
stipulate	0	0	0	0	0	0	0	0	0	0	تنص
stipulation	0	0	0	0	0	0	0	0	0	0	الشرط
stir	0	0	0	0	0	0	0	0	0	0	يقلب
stirring	0	0	0	0	0	0	0	0	0	0	التقليب
stitch	0	0	0	0	0	0	0	0	0	0	غرزة
stock	0	0	0	0	0	0	0	0	0	0	مخزون
stockbroker	0	0	0	0	0	0	0	0	0	0	سمسار البورصة
stocking	0	0	0	0	0	0	0	0	0	0	جورب
stocks	0	0	0	0	0	1	0	0	0	0	مخازن
stole	0	0	0	0	0	0	0	0	0	0	نهب
stolen	1	0	0	0	0	1	0	0	0	0	مسروق
stomach	0	0	1	0	0	0	0	0	0	0	معدة
stone	1	0	0	0	0	1	0	0	0	0	حصاة
stoned	0	0	0	0	0	1	0	0	0	0	مخدر
stoneware	0	0	0	0	0	0	0	0	0	0	خزف حجري
stony	0	0	0	0	0	0	0	0	0	0	صخرية
stool	0	0	0	0	0	0	0	0	0	0	براز
stools	0	0	1	0	0	1	0	0	0	0	كرسي بلا ظهر أو ذراعين
stoop	0	0	0	0	0	0	0	0	0	0	ينحدر
stop	0	0	0	0	0	0	0	0	0	0	قف
stoppage	0	0	0	0	0	1	0	0	0	0	توقف
stopper	0	0	0	0	0	0	0	0	0	0	سدادة
stopping	0	0	0	0	0	0	0	0	0	0	وقف
stopwatch	0	0	0	0	0	0	0	0	0	0	ساعة التوقيف
storage	0	0	0	0	0	0	0	0	0	0	تخزين
store	0	1	0	0	0	0	1	0	0	0	متجر
storehouse	0	0	0	0	0	0	0	0	0	0	مخزن
storing	0	0	0	0	0	0	0	0	0	0	التخزين
storm	1	0	0	0	0	1	0	0	0	0	عاصفه
storming	1	0	0	0	0	0	0	0	0	0	اقتحام
stormy	0	0	0	1	0	1	0	0	0	0	عاصف
story	0	0	0	0	0	0	0	0	0	0	قصة
stout	0	0	0	0	0	0	0	0	0	0	شجاع
stove	0	0	0	0	0	0	0	0	0	0	موقد
stow	0	0	0	0	0	0	0	0	0	0	خبأ
straddle	0	0	0	0	0	0	0	0	0	0	امتطى
straighten	0	0	0	0	0	0	0	0	0	0	تصويب
straightforward	0	0	0	0	0	0	1	0	0	1	صريح
straightway	0	0	0	0	0	0	0	0	0	0	على الفور
strained	1	0	0	0	0	1	0	0	0	0	تمزق
strait	0	0	0	0	0	0	0	0	0	0	مضيق
straits	0	0	0	1	0	1	0	0	0	0	المضائق
strand	0	0	0	0	0	0	0	0	0	0	ساحل
stranded	0	0	0	0	0	1	0	0	0	0	تقطعت
stranger	0	0	0	1	0	1	0	0	0	0	شخص غريب
strangle	1	0	1	1	0	1	0	1	1	0	خنق
strap	0	0	0	0	0	0	0	0	0	0	حزام
strapping	0	0	0	0	0	0	0	0	0	0	الربط
strata	0	0	0	0	0	0	0	0	0	0	طبقات
strategic	0	0	0	0	0	0	1	0	0	0	إستراتيجي
strategist	0	1	0	0	0	0	1	0	0	1	استراتيجي
strategy	0	0	0	0	0	0	0	0	0	0	إستراتيجية
stratification	0	0	0	0	0	0	0	0	0	0	التقسيم الطبقي
stratum	0	0	0	0	0	0	0	0	0	0	طبقة
stratus	0	0	0	0	0	0	0	0	0	0	ستراتوس
straw	0	0	0	0	0	0	0	0	0	0	قش
stray	0	0	0	0	0	1	0	0	0	0	ضال
streak	0	0	0	0	0	0	0	0	0	0	أثَر
streaked	0	0	0	0	0	0	0	0	0	0	مخططة
stream	0	0	0	0	0	0	0	0	0	0	مجرى
streamer	0	0	0	0	0	0	0	0	0	0	غاسل
streaming	0	0	0	0	0	0	0	0	0	0	تدفق
street	0	0	0	0	0	0	0	0	0	0	شارع
strength	0	0	0	0	0	0	1	0	0	1	قوة
strengthen	0	0	0	0	0	0	1	0	0	0	تعزيز - يقوي
strengthening	0	0	0	0	1	0	1	0	0	1	تقوية
strenuous	0	0	0	0	0	0	0	0	0	0	شاق
stress	0	0	0	0	0	1	0	0	0	0	ضغط عصبى
stretch	0	0	0	0	0	0	0	0	0	0	تمتد
stretcher	0	0	0	1	0	0	0	1	0	0	نقالة
stricken	0	0	0	0	0	0	0	1	0	0	منكوبة
stride	0	0	0	0	0	0	0	0	0	0	خطوة
strife	1	0	0	0	0	1	0	0	0	0	الفتنة
strike	1	0	0	0	0	1	0	0	0	0	يضرب
striking	0	0	0	0	0	0	1	0	0	0	ملفت للنظر
strikingly	0	0	0	0	0	0	1	0	0	0	بشكل لافت للنظر
string	0	0	0	0	0	0	0	0	0	0	سلسلة
stringy	0	0	0	0	0	0	0	0	0	0	خيطي
strip	0	0	0	0	0	1	0	1	0	0	قطاع
stripe	0	0	0	0	0	1	0	0	0	0	شريط
stripped	1	1	1	1	0	1	0	1	0	0	جردت
strive	0	1	0	0	0	0	0	0	0	0	السعي
strobe	0	0	0	0	0	0	0	0	0	0	القوية
stroke	0	0	0	1	0	1	0	1	0	0	السكتة الدماغية
stroll	0	0	0	0	0	0	0	0	0	0	تنزه تجول
stronghold	0	0	0	0	0	0	0	0	0	0	معقل
strongly	0	0	0	0	0	0	1	0	0	0	بقوة
structural	0	0	0	0	0	0	0	0	0	1	الهيكلي
structure	0	0	0	0	0	0	1	0	0	1	بنية
struggle	1	0	0	1	0	1	0	1	0	0	صراع
strut	0	0	0	0	0	1	0	0	0	0	من المقطع العرضي
stubble	0	0	0	0	0	0	0	0	0	0	قصبة
stubbornness	0	0	0	0	0	0	0	0	0	0	عناد
stubby	0	0	0	0	0	0	0	0	0	0	قصير
stucco	0	0	0	0	0	0	0	0	0	0	الجص
stuck	0	0	0	0	0	0	0	0	0	0	عالق
stud	0	0	0	0	0	0	1	0	0	0	عشيق
studded	0	0	0	0	0	0	0	0	0	0	رصع
student	0	0	0	0	0	0	0	0	0	0	طالب علم
studied	0	0	0	0	0	0	0	0	0	0	درس
studio	0	0	0	0	0	0	0	0	0	0	الاستوديو
study	0	0	0	0	0	0	1	0	0	0	دراسة
stuff	0	0	0	0	0	0	0	0	0	0	أمور
stuffing	0	0	0	0	0	0	0	0	0	0	حشوة
stuffy	0	0	0	0	0	1	0	0	0	0	خانق
stumble	0	0	0	0	0	1	0	0	0	0	تعثر
stump	0	0	0	0	0	0	0	0	0	0	عقب السيجارة
stunned	0	0	0	1	0	1	0	0	1	0	فاجأ
stunt	0	0	0	0	0	0	0	0	0	0	حيلة
stunted	0	0	0	0	0	1	0	0	0	0	قزم
stupendous	0	0	0	0	0	0	0	0	0	0	مذهل
stupid	0	0	0	0	0	1	0	0	0	0	غبي
stupidity	0	0	0	0	0	1	0	0	0	0	غباء
stupor	0	0	0	0	0	1	0	0	0	0	ذهول
sturdy	0	0	0	0	0	0	1	0	0	0	قوي
sturgeon	0	0	0	0	0	0	0	0	0	0	سمك الحفش
stutter	0	0	0	0	0	0	0	0	0	0	تلعثم
sty	0	0	1	0	0	1	0	0	0	0	مكان قذر
style	0	0	0	0	0	0	0	0	0	0	نمط
stylish	0	0	0	0	0	0	0	0	0	0	أنيق
subatomic	0	0	0	0	0	0	0	0	0	0	دون الذري
subcommittee	0	0	0	0	0	0	0	0	0	0	اللجنة الفرعية
subconscious	0	0	0	0	0	0	0	0	0	0	الا وعي
subcutaneous	0	0	0	0	0	0	0	0	0	0	تحت الجلد
subdivide	0	0	0	0	0	0	0	0	0	0	تقسيم
subdivision	0	0	0	0	0	0	0	0	0	0	التقسيم
subduction	0	0	0	0	0	0	0	0	0	0	الاندساس
subdue	0	0	0	0	0	1	0	0	0	0	إخضاع
subdued	0	0	0	0	0	0	0	0	0	0	خافت
subito	0	0	0	0	0	0	0	0	1	0	سوبيتو
subject	0	0	0	0	0	1	0	0	0	0	موضوعات
subjected	0	0	0	0	0	1	0	1	0	0	تعرض
subjection	0	0	0	0	0	1	0	0	0	0	الخضوع
subjective	0	0	0	0	0	0	0	0	0	0	شخصي
subjugation	1	0	1	1	0	1	0	1	0	0	القهر
sublimation	0	0	0	0	1	0	1	0	0	0	تسامي
subliminal	0	0	0	0	0	0	0	0	0	0	لا شعوري
submarine	0	0	0	0	0	0	0	0	0	0	غواصة
submerged	0	0	0	0	0	0	0	0	0	0	المغمورة
submersible	0	0	0	0	0	0	0	0	0	0	غاطسة
submission	0	0	0	0	0	0	0	0	0	0	استسلام
submit	0	1	0	0	0	0	0	0	0	0	إرسال
subordinate	0	0	0	1	0	1	0	0	0	0	المرؤوس
subordination	0	0	0	0	0	0	0	0	0	0	التبعية
subplot	0	0	0	0	0	0	0	0	0	0	حبكة فرعية
subpoena	0	0	0	0	0	1	0	0	0	0	استدعاء للمحكمة
subscribe	0	1	0	0	0	0	0	0	0	0	الإشتراك
subscription	0	0	0	0	0	0	0	0	0	0	الاشتراك
subsequence	0	0	0	0	0	0	0	0	0	0	اللاحقة
subsequent	0	0	0	0	0	0	0	0	0	0	لاحق
subsequently	0	0	0	0	0	0	0	0	0	0	بعد ذلك
subset	0	0	0	0	0	0	0	0	0	0	مجموعة فرعية
subside	0	0	0	0	0	0	0	0	0	0	تهدأ
subsidence	0	0	0	0	0	1	0	1	0	0	هبوط
subsidiary	0	0	0	0	0	0	0	0	0	0	شركة فرعية
subsidize	0	0	0	0	0	0	0	0	0	0	دعم
subsidy	1	0	1	0	0	1	0	0	0	0	دعم مالي
subsist	0	0	0	0	0	1	0	0	0	0	تعيش
subsistence	0	0	0	0	0	0	0	0	0	0	الكفاف
subsoil	0	0	0	0	0	0	0	0	0	0	باطن الأرض
substance	0	0	0	0	0	0	1	0	0	0	مستوى
substantially	0	0	0	0	0	0	0	0	0	0	جوهريا
substantiate	0	0	0	0	0	0	0	0	0	1	إثبات
substantive	0	0	0	0	0	0	1	0	0	0	الموضوعية
substitute	0	0	0	0	0	0	0	0	0	0	بديل
substituted	0	0	0	0	0	0	0	0	0	0	مستبدلة
substitution	0	0	0	0	0	0	0	0	0	0	الاستبدال
substructure	0	0	0	0	0	0	0	0	0	0	بنية
subterranean	0	0	0	0	0	0	0	0	0	0	جوفية
subtle	0	0	0	0	0	0	0	0	0	0	رقيق
subtlety	0	0	0	0	0	0	0	0	0	0	دقة
subtract	0	0	0	0	0	1	0	0	0	0	طرح او خصم
subtraction	0	0	0	0	0	0	0	0	0	0	الطرح
subtype	0	0	0	0	0	0	0	0	0	0	نوع فرعي
suburb	0	0	0	0	0	0	0	0	0	0	ضاحية
suburban	0	0	0	0	0	0	0	0	0	0	من الضواحى
suburbs	0	0	0	0	0	0	0	0	0	0	الضواحي
subversion	1	0	0	1	0	1	0	0	0	0	التخريب
subversive	1	0	0	0	0	1	0	0	1	0	تخريبي
subvert	0	0	1	1	0	1	0	1	0	0	تخريب
subway	0	0	0	0	0	0	0	0	0	0	مترو
succeed	0	1	0	0	1	0	1	0	1	1	ينجح
succeeding	0	1	0	0	1	0	1	0	0	1	النجاح
success	0	1	0	0	1	0	1	0	0	0	النجاح
successful	0	1	0	0	1	0	1	0	0	1	ناجح
succession	0	0	0	0	0	0	0	0	0	0	الخلافة
successive	0	0	0	0	0	0	0	0	0	0	متتالي
successor	0	0	0	0	0	0	0	0	0	0	خليفة
succinct	0	0	0	0	0	0	1	0	0	0	الإيجاز
succulent	0	0	0	0	0	1	1	0	0	0	عصاري
succumb	0	0	0	0	0	1	0	0	0	0	خضع
suck	0	0	0	0	0	1	0	0	0	0	مص
sucker	1	0	0	0	0	1	0	0	0	0	مصاصة
sucking	0	0	0	0	0	0	0	0	0	0	مص
suckling	0	0	0	0	0	0	0	0	0	0	الرضاعة
suction	0	0	0	0	0	0	0	0	0	0	مص
sudden	0	0	0	0	0	0	0	0	1	0	مفاجئ
suddenly	0	0	0	0	0	0	0	0	1	0	فجأة
sue	1	0	0	0	0	1	0	1	0	0	قاضى
suffer	0	0	0	0	0	1	0	0	0	0	يعاني
sufferer	0	0	0	1	0	1	0	1	0	0	المتألم
suffering	0	0	1	1	0	1	0	1	0	0	معاناة
suffice	0	0	0	0	0	0	0	0	0	0	كفى
sufficiency	0	0	0	0	0	0	1	0	0	0	كفاية
sufficient	0	0	0	0	0	0	0	0	0	0	كافٍ
sufficiently	0	0	0	0	0	0	0	0	0	0	بشكل كافي
suffix	0	0	0	0	0	0	0	0	0	0	لاحقة
suffocating	0	0	1	1	0	1	0	1	0	0	خانقة
suffocation	1	0	0	1	0	1	0	0	0	0	الاختناق
sugar	0	0	0	0	0	0	1	0	0	0	السكر
suggest	0	0	0	0	0	0	0	0	0	1	يقترح
suggestion	0	0	0	0	0	0	0	0	0	0	اقتراح
suggestive	0	0	0	0	0	0	0	0	0	0	موحية
suicidal	1	0	1	1	0	1	0	1	0	0	انتحاري
suicide	1	0	0	1	0	1	0	1	0	0	انتحار
suit	0	0	0	0	0	0	0	0	0	0	تناسب
suitable	0	0	0	0	0	0	1	0	0	0	متكافئ
suite	0	0	0	0	0	0	0	0	0	0	جناح
suitor	0	0	0	0	0	0	0	0	0	0	الخاطب
sullen	1	0	0	0	0	1	0	1	0	0	متجهم
sulphur	0	0	0	0	0	0	0	0	0	0	كبريت
sultan	0	0	0	1	0	0	0	0	0	0	سلطان
sultry	0	0	0	0	0	0	1	0	0	0	قائظ
sum	0	0	0	0	0	0	0	0	0	0	مجموع
summarily	0	0	0	0	0	0	0	0	0	0	محاكمة
summarize	0	0	0	0	0	0	0	0	0	0	لخص
summary	0	0	0	0	0	0	0	0	0	0	ملخص
summation	0	0	0	0	0	0	0	0	0	0	خلاصة
summer	0	0	0	0	0	0	0	0	0	0	الصيف
summit	0	0	0	0	0	0	0	0	0	0	قمة
summon	0	0	0	0	0	0	0	0	0	0	استدعى
summons	0	0	0	0	0	1	0	0	0	0	الاستدعاء
sumo	0	0	0	0	0	0	0	0	0	0	السومو
sump	0	0	1	0	0	0	0	0	0	0	مستنقع
sumptuous	0	0	0	0	0	0	0	0	0	0	مترف
sun	0	1	0	0	1	0	1	0	1	1	الشمس
sunbeam	0	0	0	0	0	0	0	0	0	0	شعاع الشمس
sundial	0	1	0	0	0	0	0	0	0	1	مزولة
sundown	0	0	0	0	0	0	0	0	0	0	غروب
sundry	0	0	0	0	0	0	0	0	0	0	متنوع
sunglass	0	0	0	0	0	0	0	0	0	0	عدسة مكبرة
sunglasses	0	0	0	0	0	0	0	0	0	0	نظارة شمسيه
sunk	0	0	1	1	0	1	0	1	0	0	غرقت
sunless	0	0	0	0	0	0	0	0	0	0	مشمس
sunlight	0	0	0	0	0	0	0	0	0	0	ضوء الشمس
sunny	0	1	0	0	1	0	1	0	1	0	مشمس
sunrise	0	0	0	0	0	0	0	0	0	0	شروق الشمس
sunset	0	1	0	0	0	0	1	0	0	0	غروب الشمس
sunshine	0	0	0	0	1	0	1	0	0	0	إشراق
superannuation	0	0	0	0	0	0	0	0	0	0	التقاعد
superb	0	0	0	0	0	0	1	0	0	0	رائع
superficial	0	0	0	0	0	1	0	0	0	0	سطحي
superfluous	0	0	0	0	0	1	0	0	0	0	لا لزوم لها
superhuman	0	0	0	0	0	0	1	0	0	0	فوق طاقة البشر
superimposed	0	0	0	0	0	0	0	0	0	0	متراكب
superintendent	0	0	0	0	0	0	0	0	0	0	المشرف
superior	0	0	0	0	0	0	1	0	0	0	متفوق
superiority	0	0	0	0	0	0	1	0	0	0	التفوق
superlative	0	0	0	0	0	0	0	0	0	0	صيغة التفضيل
superman	0	0	0	0	1	0	1	0	0	1	سوبرمان
supermarket	0	0	0	0	0	0	0	0	0	0	سوبر ماركت
supernatant	0	0	0	0	0	0	0	0	0	0	طاف
supernatural	0	0	0	0	0	0	0	0	0	0	خارق للعادة
superposition	0	0	0	0	0	0	0	0	0	0	تراكب
supersede	0	0	0	0	0	0	0	0	0	0	تلغي
superstar	0	0	0	0	1	0	1	0	0	1	نجم النجوم
superstition	0	0	0	1	0	1	1	0	0	0	خرافة
superstitious	0	1	0	1	0	1	0	0	0	0	مؤمن بالخرافات
supervise	0	0	0	0	0	0	0	0	0	0	الإشراف
supervision	0	0	0	0	0	0	0	0	0	0	إشراف
supervisor	0	0	0	0	0	0	0	0	0	0	مشرف
supper	0	0	0	0	0	0	0	0	0	0	عشاء
supplant	0	0	0	0	0	0	0	0	0	0	يحل محل
supple	0	0	0	0	0	0	0	0	0	0	مطواع
supplement	0	0	0	0	0	0	0	0	0	0	ملحق
supplemental	0	0	0	0	0	0	0	0	0	0	تكميلي
supplementary	0	0	0	0	0	0	0	0	0	0	تكميلي
supplication	0	0	0	0	0	0	1	0	0	1	الدعاء
supplies	0	0	0	0	0	0	1	0	0	0	لوازم
supply	0	0	0	0	0	0	1	0	0	0	إمداد
supported	0	0	0	0	0	0	1	0	0	0	أيد
supporter	0	0	0	0	1	0	1	0	0	1	مؤيد، مشجع، داعم
supporters	0	0	0	0	0	0	0	0	0	0	أنصار
supporting	0	0	0	0	0	0	1	0	0	1	دعم
suppose	0	0	0	0	0	0	0	0	0	0	افترض
supposing	0	0	0	0	0	0	0	0	0	0	نفترض
supposition	0	0	0	0	0	0	0	0	0	0	افتراض
suppress	1	0	0	1	0	1	0	1	0	0	كبح
suppression	1	0	1	1	0	1	0	0	0	0	إخماد
supremacy	1	1	0	1	1	1	1	0	1	1	السيادة
supreme	0	0	0	0	0	0	1	0	0	0	أعلى فائق
supremely	0	0	0	0	0	0	1	0	0	0	بدرجة عليا
surcharge	1	0	0	0	0	1	0	0	0	0	تكلفة إضافية
surety	0	0	0	0	0	0	1	0	0	1	الكفالة
surf	0	0	0	0	0	0	0	0	0	0	تصفح
surface	0	0	0	0	0	0	0	0	0	0	سطح - المظهر الخارجي
surge	0	0	0	0	0	0	0	0	1	0	يندفع يقوة
surgeon	0	0	0	0	0	0	0	0	0	0	دكتور جراح
surgery	0	0	0	1	0	0	0	1	0	0	الجراحة
surly	1	0	1	0	0	1	0	0	0	0	عابس
surmise	0	0	0	0	0	0	1	0	0	0	تخمين
surname	0	0	0	0	0	0	0	0	0	0	لقب
surpassing	0	0	0	0	0	0	1	0	0	0	متجاوز
surplus	0	0	0	0	0	0	0	0	0	0	فائض
surprise	0	0	0	1	1	0	1	0	1	0	مفاجئة
surprised	0	0	0	0	0	0	0	0	1	0	مندهش
surprising	0	0	0	0	0	0	0	0	1	0	مفاجأة
surprisingly	0	1	0	0	0	0	0	0	1	0	بشكل مدهش
surrender	0	0	0	1	0	1	0	1	0	0	يستسلم
surrendering	0	0	0	0	0	1	0	1	0	0	استسلام
surrogate	0	0	0	0	0	0	0	0	0	1	بديل
surround	0	1	0	0	0	1	1	0	0	0	تحيط
surrounding	0	0	0	0	0	0	0	0	0	0	المحيط
surroundings	0	0	0	0	0	0	0	0	0	0	محيط
surveillance	0	0	0	1	0	0	0	0	0	0	مراقبة
survey	0	0	0	0	0	0	0	0	0	0	الدراسة الاستكشافية
surveying	0	0	0	0	0	0	1	0	0	0	المسح
surveyor	0	0	0	0	0	0	0	0	0	0	مساح
survival	0	0	0	0	0	0	0	0	0	0	نجاة
survive	0	0	0	0	0	0	1	0	0	0	ينجو
surviving	0	0	0	0	0	0	0	0	0	0	البقاء على قيد الحياة
susceptibility	0	0	0	0	0	0	0	0	0	0	قابلية
susceptible	0	0	0	0	0	1	0	0	0	0	سريع التأثر
suspect	0	0	0	1	0	1	0	0	0	0	مشتبه فيه
suspected	0	0	0	0	0	0	0	0	0	0	مشتبه به
suspend	0	0	0	0	0	0	0	0	0	0	تعليق
suspended	0	0	0	0	0	0	0	0	0	0	موقوف عن العمل
suspenders	0	0	0	0	0	0	0	0	0	0	الحمالات
suspense	0	1	0	1	0	0	0	0	1	0	تشويق
suspension	0	0	0	1	0	1	0	0	0	0	ايقاف عن العمل
suspicion	0	0	0	1	0	1	0	0	0	0	اشتباه
suspicions	0	0	0	0	0	0	0	0	0	0	شكوك
suspicious	1	1	0	0	0	1	0	0	0	0	مثير للشك
sustained	0	0	0	0	0	0	0	0	0	0	مستمر
sustenance	0	0	0	0	0	0	0	0	0	0	القوت
suture	0	0	0	0	0	0	0	0	0	0	خياطة
swab	0	0	0	0	0	1	0	0	0	0	مسحة
swag	0	0	0	0	0	0	0	0	0	0	غنيمة
swagger	0	0	0	0	0	0	0	0	0	0	اختيال
swallow	0	0	0	0	0	0	0	0	0	0	ابتلاع
swamp	0	0	1	1	0	1	0	0	0	0	مستنقع
swamped	0	0	0	0	0	0	0	0	0	0	غارقة
swampy	0	0	1	1	0	1	0	0	0	0	مستنقع
swan	0	0	0	0	0	0	0	0	0	0	بجعة
swap	0	0	0	0	0	0	0	0	0	0	تبديل
swarm	0	0	1	0	0	0	0	0	0	0	سرب
swarming	0	0	0	0	0	0	0	0	0	0	يحتشد
swastika	1	0	0	1	0	1	0	0	0	0	الصليب المعقوف
sway	0	0	0	0	0	0	0	0	0	0	تمايل
swear	0	0	0	0	0	0	1	0	0	1	أقسم
swearing	0	0	0	0	0	0	0	0	0	0	أداء اليمين الدستورية
sweat	0	0	0	1	0	0	0	0	0	0	عرق
sweater	0	0	0	0	0	0	0	0	0	0	سترة
sweating	0	0	0	0	0	0	0	0	0	0	التعرق
sweep	0	0	0	0	0	0	0	0	0	0	مسح
sweeping	0	0	0	0	0	0	0	0	0	0	كنس
sweet	0	1	0	0	1	0	1	0	1	1	حلو
sweeten	0	0	0	0	0	0	0	0	0	0	تحلية
sweetened	0	0	0	0	0	0	0	0	0	0	محلى
sweetener	0	0	0	0	0	0	0	0	0	0	محلي
sweetheart	0	1	0	0	1	0	1	1	0	1	حبيبة القلب
sweetie	0	0	0	0	0	0	1	0	0	0	الحبيبة
sweetness	0	0	0	0	0	0	1	0	0	0	العذوبة
sweets	0	1	0	0	1	0	1	0	0	0	حلويات
swell	0	0	0	0	0	0	0	0	0	0	تضخم
swelling	0	0	0	1	0	1	0	0	0	0	تورم
sweltering	0	0	0	0	0	0	0	0	0	0	قائظ
swerve	0	0	0	1	0	0	0	0	1	0	انحرف
swift	0	0	0	0	0	0	1	0	0	0	سريع
swiftly	0	0	0	0	0	0	0	0	0	0	بسرعة
swig	0	0	1	0	0	1	0	0	0	0	جرعة كبيرة
swim	0	1	0	1	1	0	1	0	0	0	السباحة
swimming	0	0	0	0	0	0	0	0	0	0	سباحة
swine	0	0	1	0	0	1	0	0	0	0	انثي خنزير
swing	0	0	0	0	0	0	0	0	0	0	تأرجح
swinging	0	0	0	0	0	0	0	0	0	0	يتأرجح
swish	0	0	0	0	0	0	0	0	0	0	حفيف
switch	0	0	0	0	0	0	0	0	0	0	تحول
swivel	0	0	0	0	0	0	0	0	0	0	يدور على محور
swollen	0	0	0	0	0	1	0	0	0	0	منتفخة
swoon	0	0	0	0	0	0	0	0	0	0	إغماء
swoop	0	0	0	0	0	0	0	0	0	0	انقضاض
sword	0	0	0	0	0	0	0	0	0	0	سيف
syllable	0	0	0	0	0	0	0	0	0	0	مقطع لفظي
syllabus	0	0	0	0	0	0	0	0	0	0	المنهج
symbol	0	0	0	0	0	0	0	0	0	0	رمز
symbolic	0	0	0	0	0	0	1	0	0	0	رمزي
symbolically	0	0	0	0	0	0	0	0	0	0	رمزيًا
symbolism	0	0	0	0	0	0	0	0	0	0	رمزية
symbolize	0	0	0	0	0	0	0	0	0	0	يرمز
symmetric	0	0	0	0	0	0	0	0	0	0	متماثل
symmetrical	0	0	0	0	0	0	1	0	0	0	متماثل
symmetry	0	0	0	0	1	0	1	0	0	1	تناظر
sympathetic	0	0	0	1	1	0	1	1	0	1	ودي
sympathize	0	0	0	0	0	0	0	1	0	0	تتعاطف
sympathy	0	0	0	0	0	0	1	1	0	0	تعاطف
symphony	0	1	0	0	1	0	1	0	0	0	سمفونية
symptom	0	0	0	0	0	1	0	0	0	0	علامة مرض
symptomatic	0	0	0	0	0	0	0	0	0	0	مصحوب بأعراض
synagogue	0	0	0	0	0	0	0	0	0	0	كنيس أو مجمع يهودي
synchronize	0	1	0	0	1	0	1	0	1	1	تزامن
synchronous	0	0	0	0	0	0	0	0	0	0	متزامن
syncope	0	0	0	1	0	1	0	1	1	0	إغماء
syndicate	0	0	0	0	0	0	0	0	0	0	نقابة
synergistic	0	0	0	0	0	0	1	0	0	1	تآزري
synergy	0	0	0	0	0	0	0	0	0	0	التعاضد
synod	0	0	0	0	0	0	1	0	0	1	السينودس
synonym	0	0	0	0	0	0	0	0	0	0	مرادف
synonymous	0	0	0	1	0	1	1	0	0	1	مرادف
synopsis	0	0	0	0	0	0	0	0	0	0	ملخص
synoptic	0	0	0	0	0	0	0	0	0	0	سينوبتيك
syntax	0	0	0	0	0	0	0	0	0	0	بناء الجملة
synthesis	0	0	0	0	0	0	0	0	0	0	تركيب
synthetic	0	0	0	0	0	0	0	0	0	0	اصطناعي
syringe	0	0	0	1	0	0	0	0	0	0	حقنة
syrup	0	0	0	0	0	0	0	0	0	0	شراب مركز
system	0	0	0	0	0	0	0	0	0	1	النظام
systematic	0	0	0	0	0	0	0	0	0	0	منهجي
systematically	0	0	0	0	0	0	0	0	0	0	بشكل منهجي
tabby	0	0	0	0	0	0	0	0	0	0	مبرقع
tabernacle	0	0	0	0	0	0	0	0	0	0	المسكن
table	0	0	0	0	0	0	0	0	0	0	الطاولة
tableau	0	0	0	0	0	0	0	0	0	0	تابلوه
tablespoon	0	0	0	0	0	0	0	0	0	0	ملعقة طعام
tablet	0	0	0	0	0	0	0	0	0	0	لوح
tableware	0	0	0	0	0	0	0	0	0	0	أدوات المائدة
taboo	0	0	1	1	0	1	0	0	0	0	محرم
tabular	0	0	0	0	0	0	0	0	0	0	مجدول
tabulate	0	1	0	0	0	0	0	0	0	0	جدولة
tabulation	0	0	0	0	0	0	0	0	0	0	جدولة
tachometer	0	0	0	0	0	0	0	0	0	0	مقياس سرعة الدوران
tacit	0	0	0	0	0	0	0	0	0	0	ضمني
tack	0	0	0	0	0	0	0	0	0	0	تك
tackle	1	0	0	0	0	0	0	0	1	0	يعالج
tackling	0	0	0	0	0	0	0	0	0	0	معالجة
tacky	0	0	0	0	0	0	0	0	0	0	رديئ
tact	0	0	0	0	0	0	1	0	0	0	براعة
tactics	0	0	0	1	0	0	0	0	0	1	تكتيكات
tactile	0	0	0	0	0	0	0	0	0	0	اللمس
taffeta	0	0	0	0	0	0	0	0	0	0	التفتا
taffy	0	0	0	0	0	0	0	0	0	0	حلوى
tag	0	0	0	0	0	0	0	0	0	0	بطاقة شعار
tail	0	0	0	0	0	0	0	0	0	0	ذيل
tailed	0	0	0	0	0	0	0	0	0	0	ذيول
tailings	0	0	0	0	0	0	0	0	0	0	المخلفات
tailor	0	0	0	0	0	0	0	0	0	0	خياط
tailoring	0	0	0	0	0	0	0	0	0	0	الخياطة
taint	0	0	0	0	0	1	0	1	0	0	تلوث
taker	0	0	0	0	0	0	0	0	0	0	آخذ
tale	0	0	0	0	0	0	1	0	0	0	حكاية
talent	0	0	0	0	0	0	1	0	0	0	موهبة
talented	0	0	0	0	0	0	0	0	0	0	موهوب
talisman	0	0	0	0	0	0	1	0	0	0	تعويذة
talk	0	0	0	0	0	0	1	0	0	0	حديث
talkative	0	0	0	0	0	0	0	0	0	0	كثير الكلام
talker	0	0	0	0	0	0	0	0	0	0	المتكلم
tall	0	0	0	0	0	0	0	0	0	0	طويل
tallies	0	0	0	0	0	0	0	0	0	0	الأعداد
tallow	0	0	0	0	0	0	0	0	0	0	الشحم
tally	0	0	0	0	0	0	0	0	0	0	حصيلة
talons	1	0	0	1	0	1	0	0	0	0	مخالب
tambourine	0	0	0	0	0	0	0	0	0	0	دف صغير
taming	0	0	0	0	0	0	0	0	0	0	ترويض
