Word	Danish-da	Valence	Arousal	Dominance
superfluous	overflødig	0.316	0.469	0.393
superhero	superhelt	0.910	0.820	0.893
superhuman	overmenneskelig	0.810	0.745	0.895
superimposed	overlejret	0.490	0.529	0.683
superintendent	Overlægen	0.592	0.570	0.942
superior	overlegen	0.801	0.697	0.940
superiority	overlegenhed	0.582	0.602	0.959
superlative	superlativ	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarked	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	overnaturlig	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superposition	0.480	0.570	0.806
superpower	supermagt	0.806	0.784	0.972
supersede	afløse	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	overtro	0.177	0.640	0.418
superstitious	overtroisk	0.281	0.545	0.514
superstore	supermarked	0.719	0.600	0.640
supervise	overvåge	0.698	0.555	0.889
supervision	overvågning	0.459	0.578	0.825
supervisor	tilsynsførende	0.615	0.479	0.933
supper	aftensmad	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	fortrænge	0.344	0.558	0.463
supple	smidig	0.812	0.528	0.436
supplement	supplement	0.745	0.406	0.491
supplemental	supplerende	0.604	0.404	0.555
supplementary	supplerende	0.625	0.352	0.541
supplication	bøn	0.469	0.570	0.309
supplier	leverandør	0.615	0.462	0.736
supplies	forsyninger	0.698	0.390	0.595
supply	levere	0.708	0.519	0.603
support	support	0.811	0.472	0.737
supported	understøttet	0.853	0.408	0.613
supporter	supporter	0.721	0.510	0.698
supporters	tilhængere	0.763	0.539	0.558
supporting	støtte	0.634	0.490	0.764
supportive	støttende	0.875	0.420	0.635
suppose	formode	0.551	0.343	0.348
supposed	formodede	0.296	0.378	0.379
supposing	formode	0.449	0.451	0.357
supposition	formodning	0.531	0.408	0.526
suppress	undertrykke	0.281	0.559	0.509
suppression	undertrykkelse	0.267	0.541	0.537
supremacy	overhøjhed	0.794	0.706	0.943
supreme	supreme	0.812	0.700	0.974
supremely	suverænt	0.833	0.725	0.897
surcharge	ekstragebyr	0.375	0.528	0.500
sure	jo da	0.724	0.270	0.793
surety	kaution	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	overflade	0.448	0.375	0.604
surfboard	surfbræt	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	bølge	0.449	0.684	0.500
surgeon	kirurg	0.500	0.598	0.793
surgery	kirurgi	0.286	0.769	0.600
surgical	kirurgisk	0.327	0.696	0.723
surly	surly	0.221	0.469	0.493
surmise	formode	0.529	0.400	0.347
surname	efternavn	0.670	0.250	0.493
surpassing	overgår	0.719	0.660	0.720
surplus	overskud	0.602	0.680	0.630
surprise	overraskelse	0.875	0.875	0.562
surprised	overrasket	0.784	0.855	0.539
surprises	overraskelser	0.875	0.769	0.632
surprising	overraskende	0.888	0.790	0.692
surprisingly	overraskende	0.847	0.793	0.819
surreal	surrealistisk	0.550	0.529	0.670
surrender	overgivelse	0.115	0.396	0.186
surrendering	overgivelse	0.198	0.411	0.245
surrogate	surrogat	0.406	0.590	0.472
surround	omgive	0.542	0.623	0.627
surrounding	omgivende	0.531	0.422	0.669
surroundings	omgivelser	0.600	0.346	0.492
surveillance	overvågning	0.365	0.720	0.718
survey	undersøgelse	0.580	0.357	0.379
surveying	opmåling	0.488	0.455	0.682
surveyor	landmåler	0.545	0.337	0.648
survival	overlevelse	0.541	0.798	0.879
survive	overleve	0.770	0.824	0.726
surviving	overlevende	0.646	0.836	0.721
survivor	overlevende	0.677	0.750	0.815
susceptibility	modtagelighed	0.458	0.627	0.364
susceptible	modtagelig	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	formode	0.133	0.750	0.509
suspected	mistænkt	0.173	0.755	0.452
suspend	suspendere	0.240	0.320	0.368
suspended	suspenderet	0.224	0.402	0.368
suspenders	seler	0.391	0.333	0.500
suspense	spænding	0.286	0.775	0.402
suspension	affjedring	0.288	0.530	0.426
suspicion	mistanke	0.204	0.711	0.377
suspicions	mistanke	0.208	0.745	0.500
suspicious	mistænksom	0.153	0.745	0.431
sustain	opretholde	0.635	0.358	0.593
sustained	vedvarende	0.649	0.340	0.580
sustenance	næring	0.820	0.519	0.679
suture	sutur	0.240	0.510	0.510
suv	sUV	0.552	0.431	0.446
sux	sux	0.406	0.531	0.331
swab	vatpind	0.470	0.364	0.259
swag	Swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	sluge	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	sump	0.245	0.425	0.235
swamped	oversvømmet	0.156	0.480	0.270
swampy	sumpet	0.306	0.390	0.412
swan	svane	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	bytte rundt	0.552	0.500	0.509
swarm	sværm	0.302	0.735	0.458
swarming	sværmer	0.375	0.600	0.435
swastika	hagekors	0.316	0.472	0.491
swat	smække	0.380	0.694	0.571
sway	svaje	0.690	0.596	0.721
swear	sværge	0.601	0.577	0.658
swearing	at bande	0.333	0.559	0.586
sweat	sved	0.388	0.579	0.297
sweater	sweater	0.704	0.245	0.295
sweating	sveden	0.292	0.667	0.265
sweatshirt	sweatshirt	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	svedig	0.281	0.540	0.304
sweep	feje	0.448	0.385	0.383
sweeper	fejemaskine	0.470	0.549	0.414
sweeping	fejende	0.344	0.431	0.355
sweet	sød	0.668	0.418	0.382
sweeten	forsøde	0.908	0.455	0.423
sweetened	sødet	0.940	0.461	0.398
sweetener	sødemiddel	0.670	0.333	0.330
sweetest	sødeste	0.959	0.500	0.370
sweetheart	kæreste	0.959	0.423	0.509
sweetie	søde	0.990	0.549	0.560
sweetness	sødme	0.906	0.474	0.528
sweets	søde sager	0.910	0.422	0.321
swell	svulme	0.360	0.679	0.348
swelling	hævelse	0.323	0.608	0.250
sweltering	kvælende	0.204	0.644	0.362
swerve	sno sig	0.276	0.612	0.357
swift	swift	0.760	0.776	0.698
swiftly	hurtigt	0.660	0.885	0.618
swig	slurk	0.604	0.481	0.406
swill	køkkenaffald	0.427	0.528	0.322
swim	svømme	0.688	0.461	0.529
swimmer	svømmer	0.657	0.698	0.610
swimming	svømning	0.760	0.559	0.524
swimsuit	badedragt	0.740	0.373	0.269
swindle	svindel	0.122	0.740	0.439
swindler	svindler	0.125	0.721	0.575
swine	svin	0.340	0.519	0.277
swing	svinge	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	svingende	0.656	0.510	0.312
swipe	knalde	0.573	0.450	0.266
swirl	hvirvel	0.490	0.726	0.639
swish	hvislen	0.562	0.510	0.474
switch	kontakt	0.500	0.538	0.509
switchblade	Switchblade	0.357	0.596	0.528
switchboard	omstillingsbord	0.571	0.519	0.558
swivel	drejelig	0.562	0.480	0.500
swollen	opsvulmet	0.236	0.510	0.277
swoon	dåne	0.292	0.510	0.160
swoop	razzia	0.479	0.618	0.446
sword	sværd	0.438	0.653	0.713
swordfish	sværdfisk	0.564	0.520	0.442
swordplay	sværdkampe	0.616	0.750	0.528
swordsman	sværdkæmper	0.395	0.857	0.696
sycamore	ahorn	0.500	0.401	0.527
syllable	stavelse	0.448	0.250	0.417
syllabus	pensum	0.736	0.370	0.643
symbiotic	symbiotisk	0.832	0.425	0.406
symbol	symbol	0.643	0.388	0.527
symbolic	symbolsk	0.670	0.385	0.574
symbolically	symbolsk	0.582	0.385	0.648
symbolism	symbolik	0.688	0.347	0.640
symbolize	symbolisere	0.633	0.327	0.673
symmetric	symmetrisk	0.745	0.212	0.588
symmetrical	symmetrisk	0.542	0.263	0.569
symmetry	symmetri	0.604	0.274	0.500
sympathetic	sympatisk	0.796	0.434	0.609
sympathize	sympatisere	0.770	0.627	0.644
sympathy	sympati	0.827	0.497	0.634
symphonic	symfonisk	0.775	0.545	0.566
symphony	symfoni	0.765	0.490	0.600
symposium	symposium	0.573	0.394	0.644
symptom	symptom	0.380	0.529	0.434
symptomatic	symptomatisk	0.367	0.434	0.491
synagogue	synagoge	0.531	0.300	0.544
synapse	synapser	0.660	0.471	0.491
synaptic	synaptisk	0.573	0.553	0.622
sync	synkronisere	0.802	0.440	0.670
synchronize	synkronisere	0.781	0.361	0.654
synchronous	synkron	0.600	0.538	0.545
syncope	synkope	0.245	0.538	0.398
syndicate	syndikat	0.439	0.491	0.673
syndrome	syndrom	0.229	0.510	0.246
synergistic	synergistiske	0.571	0.550	0.547
synergy	synergi	0.667	0.510	0.720
synod	synode	0.469	0.377	0.574
synonym	synonym	0.615	0.210	0.433
synonymous	synonym	0.480	0.323	0.400
synopsis	synopsis	0.541	0.390	0.482
synoptic	synoptiske	0.561	0.510	0.596
syntax	syntaks	0.531	0.346	0.559
synthesis	syntese	0.604	0.315	0.377
synthesizer	synthesizer	0.500	0.410	0.592
synthetic	syntetisk	0.396	0.350	0.519
syphilis	syfilis	0.071	0.606	0.245
syringe	sprøjte	0.250	0.680	0.330
syrup	sirup	0.620	0.223	0.318
system	system	0.615	0.346	0.764
systematic	systematisk	0.617	0.444	0.594
systematically	systematisk	0.690	0.390	0.651
t-shirt	T-shirt	0.815	0.286	0.284
tab	fanen	0.594	0.208	0.308
tabasco	Tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	tabernakel	0.408	0.480	0.605
table	bord	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	dug	0.480	0.165	0.215
tablespoon	spiseskefuld	0.490	0.353	0.245
tablet	tablet	0.562	0.330	0.438
tableware	bordservice	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	tabelform	0.438	0.330	0.462
tabulate	tabulate	0.480	0.403	0.598
tabulation	tabulering	0.396	0.346	0.526
tachometer	omdrejningstæller	0.398	0.394	0.518
tacit	stiltiende	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	tackle	0.365	0.686	0.569
tackled	tackles	0.438	0.612	0.569
tackling	tackle	0.480	0.694	0.613
tacky	klæbrig	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	takt	0.550	0.417	0.417
tactful	taktfuld	0.704	0.292	0.537
tactic	taktik	0.531	0.434	0.798
tactical	taktisk	0.594	0.481	0.684
tactics	taktik	0.583	0.676	0.774
tactile	taktil	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	haletudse	0.350	0.434	0.218
taffeta	taft	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	hale	0.480	0.272	0.293
tailed	halet	0.438	0.358	0.351
tailgate	bagklap	0.323	0.340	0.398
tailings	tailings	0.439	0.311	0.446
taillight	baglygte	0.479	0.367	0.283
tailor	skrædder	0.573	0.206	0.450
tailoring	skræddersy	0.673	0.540	0.566
tailpipe	afgangsrør	0.460	0.429	0.409
taint	afsmag	0.141	0.425	0.226
take	tage	0.828	0.537	0.348
takeoff	Afgang	0.755	0.884	0.626
takeout	takeout	0.736	0.392	0.368
takeover	overtage	0.663	0.531	0.861
taker	taker	0.375	0.521	0.618
talcum	talkum	0.500	0.196	0.291
tale	fortælling	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	talentfuld	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	tale	0.833	0.346	0.594
talkative	snakkesalig	0.562	0.673	0.535
talker	talker	0.500	0.604	0.552
tall	høj	0.725	0.591	0.538
tallies	fremstillingsanlæg	0.551	0.290	0.402
tallow	talg	0.344	0.283	0.290
tally	tally	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tamburin	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tammere	0.385	0.783	0.815
taming	tæmning	0.569	0.514	0.575
tamper	manipulere	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	mandarin	0.571	0.271	0.395
tangible	håndgribelige	0.646	0.350	0.679
tangle	virvar	0.354	0.545	0.254
tangled	sammenfiltrede	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	tanktop	0.610	0.371	0.371
tanker	tankskib	0.520	0.647	0.713
tanned	garvet	0.615	0.550	0.491
tantalizing	forjættende	0.525	0.788	0.625
tantamount	ensbetydende	0.633	0.288	0.670
tantrum	raserianfald	0.219	0.817	0.404
taoism	Taoisme	0.490	0.250	0.456
tap	hanen	0.461	0.370	0.349
tape	bånd	0.531	0.277	0.254
tape measure	målebånd	0.406	0.250	0.360
taper	tilspidsning	0.541	0.410	0.415
tapering	smallere	0.344	0.380	0.237
tapestry	gobelin	0.520	0.176	0.362
tapeworm	bændelorm	0.357	0.334	0.331
tapioca	tapioka	0.594	0.297	0.324
taps	vandhaner	0.448	0.378	0.409
tar	tjære	0.438	0.440	0.570
tarantula	tarantel	0.260	0.718	0.544
tardiness	langsommelighed	0.296	0.452	0.260
tardy	træg	0.204	0.592	0.293
target	mål	0.633	0.573	0.798
targeted	målrettet	0.573	0.537	0.573
targeting	rettet mod	0.510	0.420	0.580
tariff	tarif	0.459	0.402	0.491
tarmac	asfalt	0.357	0.302	0.398
tarnish	plette	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	bie	0.392	0.413	0.388
tart	tærte	0.719	0.380	0.219
tartan	skotskternet	0.448	0.423	0.389
tartar	tandsten	0.214	0.351	0.212
task	opgave	0.550	0.353	0.500
tassel	kvast	0.552	0.330	0.307
taste	smag	0.802	0.406	0.465
tasteful	smagfuld	0.918	0.458	0.625
tasteless	smagløs	0.146	0.196	0.148
tasting	smagning	0.781	0.603	0.600
tasty	velsmagende	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	tatovering	0.490	0.602	0.525
taught	undervist	0.814	0.481	0.642
taunt	håne	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	spændt	0.432	0.704	0.457
tavern	værtshus	0.516	0.577	0.475
tawdry	tarvelige	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	skat	0.260	0.481	0.534
taxed	beskattes	0.255	0.456	0.500
taxi	taxa	0.542	0.362	0.430
taxicab	taxa	0.479	0.430	0.355
taxonomy	taksonomi	0.370	0.410	0.630
taxpayer	skatteyder	0.592	0.528	0.647
tea	te	0.698	0.163	0.370
teach	underviser	0.840	0.510	0.852
teacher	lærer	0.760	0.404	0.885
teaching	undervisning	0.822	0.444	0.736
teacup	te kop	0.633	0.135	0.277
teahouse	tehus	0.802	0.314	0.288
teal	krikand	0.540	0.293	0.321
team	hold	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	Holdkammerat	0.865	0.449	0.660
teamwork	samarbejde	0.918	0.490	0.773
teapot	tepotte	0.479	0.110	0.309
tear	rive	0.404	0.620	0.327
tearful	tårevædet	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	teary	0.167	0.473	0.216
tease	drille	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	drilleri	0.235	0.725	0.352
teaspoon	teske	0.521	0.330	0.221
teat	patte	0.612	0.469	0.328
teatime	te tid	0.847	0.159	0.339
tech	tech	0.684	0.491	0.732
technical	teknisk	0.510	0.490	0.736
technicality	formalitet	0.632	0.471	0.661
technician	tekniker	0.592	0.510	0.713
technique	teknik	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	teknologisk	0.680	0.452	0.815
technology	teknologi	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	Bamse	0.890	0.170	0.192
tedious	kedelig	0.104	0.406	0.241
tedium	kedsomhed	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	vrimler	0.582	0.550	0.727
teen	teen	0.729	0.531	0.568
teenage	teenage	0.667	0.673	0.558
teenager	teenager	0.781	0.593	0.527
teens	teenagere	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	teeny	0.427	0.418	0.216
teeth	tænder	0.520	0.388	0.427
teething	begyndervanskeligheder	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	telegram	0.561	0.542	0.550
telegraph	telegraf	0.594	0.423	0.400
telekinesis	telekinese	0.582	0.646	0.667
telemetry	telemetri	0.460	0.382	0.611
telepathic	telepatisk	0.602	0.490	0.642
telepathy	telepati	0.594	0.510	0.588
telephone	telefon	0.694	0.520	0.425
telescope	teleskop	0.531	0.340	0.500
telescopic	teleskopisk	0.490	0.290	0.660
telethon	Telethon	0.643	0.641	0.473
teletype	fjernskriver	0.532	0.392	0.455
televised	tv	0.625	0.519	0.518
television	television	0.633	0.391	0.547
tell	fortælle	0.551	0.350	0.457
teller	teller	0.500	0.395	0.443
telling	fortæller	0.719	0.441	0.527
telltale	afslørende	0.240	0.663	0.426
temp	Midlertidig	0.490	0.440	0.314
temper	temperament	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	temperamentsfuld	0.316	0.774	0.608
temperance	mådehold	0.500	0.294	0.639
temperate	tempereret	0.469	0.394	0.593
temperature	temperatur	0.521	0.559	0.473
tempered	hærdet	0.583	0.437	0.667
tempest	storm	0.245	0.843	0.653
template	skabelon	0.479	0.311	0.411
temple	tempel	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	tidsmæssig	0.500	0.413	0.360
temporarily	midlertidigt	0.500	0.365	0.373
temporary	midlertidig	0.458	0.415	0.324
tempt	friste	0.210	0.677	0.500
temptation	fristelse	0.365	0.817	0.560
tempting	fristende	0.615	0.740	0.519
temptress	temptress	0.427	0.787	0.667
ten	ti	0.562	0.260	0.406
tenable	holdbar	0.741	0.412	0.636
tenacious	ihærdige	0.724	0.658	0.692
tenacity	vedholdenhed	0.740	0.657	0.889
tenancy	lejemål	0.500	0.458	0.605
tenant	lejer	0.385	0.360	0.398
tend	tendens	0.604	0.398	0.412
tendency	tendens	0.684	0.500	0.675
tender	bud	0.630	0.520	0.509
tenderfoot	Tenderfoot	0.469	0.421	0.438
tenderness	ømhed	0.949	0.276	0.367
tending	tendens	0.622	0.556	0.594
tendon	sene	0.341	0.271	0.463
tenement	bebyggelsen	0.470	0.384	0.550
tenet	tese	0.667	0.333	0.636
tenets	grundsætninger	0.734	0.357	0.667
tenfold	tifold	0.469	0.418	0.500
tennis	tennis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	anspændt	0.396	0.439	0.655
tensile	trækstyrke	0.458	0.510	0.618
tension	spænding	0.304	0.810	0.529
tent	telt	0.510	0.275	0.333
tentacle	fangarm	0.370	0.559	0.398
tentative	foreløbige	0.582	0.657	0.534
tenth	tiende	0.510	0.349	0.382
tenths	tiendedele	0.406	0.294	0.284
tenuous	spinkel	0.398	0.263	0.276
tenure	uopsigelighed	0.615	0.472	0.611
tepee	tipi	0.500	0.337	0.373
tepid	lunken	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	semester	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	opsige	0.171	0.410	0.441
termination	afslutning	0.344	0.472	0.545
terminator	terminator	0.370	0.663	0.737
terminology	terminologi	0.612	0.284	0.566
terminus	terminus	0.281	0.382	0.615
termite	termit	0.265	0.480	0.408
terms	betingelser	0.490	0.362	0.645
tern	tern	0.573	0.365	0.309
ternary	ternære	0.550	0.406	0.480
terrace	terrasse	0.615	0.269	0.411
terrain	terræn	0.540	0.300	0.472
terrestrial	jordbaserede	0.542	0.413	0.582
terrible	forfærdeligt	0.061	0.849	0.604
terribly	forfærdeligt	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	fantastisk	0.859	0.650	0.821
terrified	rædselsslagen	0.090	0.902	0.387
terrifies	skræmmer	0.083	0.923	0.500
terrify	forfærde	0.052	0.889	0.509
terrifying	frygtindgydende	0.031	0.836	0.602
territorial	territoriale	0.405	0.600	0.766
territory	territorium	0.625	0.469	0.676
terror	terror	0.069	0.902	0.415
terrorism	terrorisme	0.060	0.971	0.673
terrorist	terrorist	0.019	0.930	0.679
terrorists	terrorister	0.062	0.967	0.688
terrorize	terrorisere	0.041	0.907	0.577
terse	lakoniske	0.542	0.393	0.409
tertiary	tertiære	0.500	0.350	0.431
test	prøve	0.449	0.500	0.509
testament	testamente	0.594	0.420	0.806
testicle	testikel	0.458	0.651	0.410
testicular	testikel	0.388	0.680	0.453
testify	vidner	0.521	0.650	0.741
testimonial	vidnesbyrd	0.541	0.538	0.750
testimony	vidnesbyrd	0.615	0.578	0.643
testosterone	testosteron	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	stivkrampe	0.133	0.577	0.368
tether	tøjr	0.323	0.620	0.407
tethered	tøjret	0.260	0.472	0.351
tetrahedral	tetraedralsk	0.595	0.468	0.423
text	tekst	0.604	0.157	0.402
textbook	lærebog	0.622	0.235	0.526
textile	tekstil	0.604	0.235	0.395
textural	stoflige	0.660	0.296	0.445
texture	struktur	0.615	0.215	0.412
tgif	TGIF	0.542	0.471	0.436
thank	takke	0.958	0.353	0.526
thankful	taknemmelig	0.969	0.344	0.714
thankgod	gudskelov	0.823	0.451	0.466
thanking	takke	0.917	0.538	0.658
thankless	utaknemmelig	0.146	0.500	0.497
thanks	tak	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	taksigelse	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	stråtag	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	tø	0.438	0.321	0.327
theater	teater	0.760	0.635	0.516
theatrical	teatralske	0.720	0.690	0.546
theatrics	teater	0.694	0.539	0.486
thebest	det bedste	0.760	0.596	0.719
theft	tyveri	0.135	0.867	0.394
theism	teisme	0.460	0.431	0.481
theistic	teistisk	0.397	0.365	0.509
thelife	livet	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	tema	0.541	0.176	0.427
theocracy	teokrati	0.490	0.427	0.722
theocratic	teokratisk	0.380	0.480	0.605
theologian	teolog	0.521	0.304	0.759
theological	teologisk	0.480	0.363	0.683
theology	teologi	0.448	0.330	0.711
theorem	teorem	0.500	0.296	0.615
theoretical	teoretisk	0.615	0.270	0.546
theory	teori	0.583	0.314	0.529
therapeutic	terapeutisk	0.625	0.275	0.680
therapeutics	terapi	0.552	0.343	0.625
therapist	terapeut	0.468	0.430	0.679
therapy	terapi	0.490	0.353	0.607
thereabouts	deromkring	0.427	0.365	0.285
thereof	deraf	0.542	0.265	0.281
therewith	dermed	0.462	0.317	0.398
thermal	termisk	0.480	0.360	0.509
thermocouple	termoelement	0.406	0.406	0.422
thermodynamics	termodynamik	0.510	0.594	0.678
thermometer	termometer	0.400	0.327	0.473
thermos	termokande	0.582	0.255	0.328
thermostat	termostat	0.439	0.480	0.321
thesaurus	synonymordbog	0.520	0.480	0.509
thesis	afhandling	0.583	0.582	0.552
thick	tyk	0.449	0.433	0.596
thicken	tykkere	0.406	0.398	0.509
thickening	fortykkelse	0.448	0.355	0.434
thicket	krat	0.385	0.373	0.324
thickness	tykkelse	0.552	0.370	0.443
thief	tyv	0.088	0.888	0.443
thigh	lår	0.469	0.433	0.588
thimble	fingerbøl	0.490	0.192	0.218
thin	tynd	0.469	0.337	0.356
thing	ting	0.449	0.222	0.260
things	ting	0.519	0.250	0.368
thingy	thingy	0.458	0.312	0.158
think	tænke	0.786	0.408	0.618
thinker	tænker	0.706	0.386	0.764
thinking	tænker	0.720	0.308	0.595
third	tredje	0.551	0.187	0.304
thirds	tredjedele	0.402	0.327	0.345
thirst	tørst	0.298	0.519	0.307
thirsty	tørstig	0.281	0.660	0.310
thirteen	tretten	0.459	0.385	0.331
thirteenth	trettende	0.408	0.330	0.425
thirty	tredive	0.562	0.349	0.316
thistle	tidsel	0.427	0.423	0.357
thither	derhen	0.500	0.270	0.316
thong	g-streng	0.467	0.596	0.269
thorn	torn	0.296	0.541	0.427
thorny	tornede	0.177	0.690	0.500
thorough	grundig	0.467	0.350	0.558
thoroughbred	fuldblods	0.669	0.740	0.716
thoroughfare	færdselsåre	0.582	0.481	0.490
thought	tanke	0.780	0.315	0.571
thoughtful	tankevækkende	0.667	0.290	0.527
thoughtfulness	eftertænksomhed	0.867	0.269	0.667
thoughtless	tankeløs	0.194	0.580	0.452
thoughts	tanker	0.745	0.382	0.691
thousand	tusind	0.663	0.355	0.480
thrash	thrash	0.260	0.510	0.472
thread	tråd	0.646	0.184	0.209
threat	trussel	0.135	0.865	0.667
threaten	true	0.104	0.958	0.590
threatened	truet	0.052	0.928	0.354
threatening	truende	0.071	0.875	0.652
three	tre	0.653	0.225	0.377
threefold	trefoldige	0.521	0.400	0.534
threesome	trekløver	0.490	0.676	0.560
thresh	tærske	0.490	0.417	0.500
threshold	Grænseværdi	0.531	0.519	0.575
thrice	tre gange	0.469	0.442	0.462
thrift	sparsommelighed	0.760	0.217	0.649
thrifty	sparsommelige	0.604	0.380	0.676
thrill	gys	0.888	0.837	0.711
thrilled	begejstret	0.898	0.818	0.807
thriller	thriller	0.490	0.796	0.645
thrilling	spændende	0.930	0.827	0.782
thrive	trives	0.948	0.529	0.772
thriving	blomstrende	0.865	0.521	0.779
throat	hals	0.350	0.538	0.346
throb	banke	0.500	0.673	0.556
throbbing	dunkende	0.645	0.808	0.491
throes	kvaler	0.146	0.760	0.235
throne	trone	0.724	0.606	0.887
throng	skare	0.480	0.810	0.706
throttle	gashåndtag	0.562	0.804	0.750
throw	kaste	0.344	0.770	0.623
throwback	tilbagevenden	0.280	0.454	0.356
thrower	kasteren	0.470	0.690	0.717
thrown	kastet	0.500	0.550	0.619
thrush	trøske	0.306	0.490	0.454
thrust	fremstød	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	bump	0.255	0.686	0.620
thug	bandit	0.240	0.882	0.667
thumb	tommelfinger	0.673	0.271	0.361
thumbprint	fingeraftryk	0.510	0.347	0.451
thump	dunk	0.280	0.792	0.608
thumper	Thumper	0.354	0.623	0.457
thumping	hamrende	0.214	0.755	0.566
thunder	torden	0.296	0.916	0.526
thunderbolt	lyn	0.418	0.719	0.642
thunderclap	tordenskrald	0.390	0.833	0.607
thundering	tordnende	0.337	0.778	0.700
thunderstorm	tordenvejr	0.135	0.860	0.784
thunderstruck	himmelfalden	0.194	0.716	0.509
thwart	forpurre	0.281	0.684	0.409
thx	thx	0.562	0.425	0.461
thyme	timian	0.561	0.255	0.325
thyroid	skjoldbruskkirtel	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	skinneben	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	skovflåt	0.521	0.386	0.412
ticked	afkrydset	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	billet	0.684	0.387	0.434
tickle	kildre	0.760	0.727	0.342
tickled	kildede	0.755	0.707	0.364
ticklish	kilden	0.823	0.814	0.345
