Word	Malayalam-ml	Valence	Arousal	Dominance
theologian	ദൈവശാസ്ത്രജ്ഞൻ	0.521	0.304	0.759
theological	ദൈവശാസ്ത്രപരമായ	0.480	0.363	0.683
theology	ദൈവശാസ്ത്രം	0.448	0.330	0.711
theorem	തിയറി	0.500	0.296	0.615
theoretical	സൈദ്ധാന്തിക	0.615	0.270	0.546
theory	സിദ്ധാന്തം	0.583	0.314	0.529
therapeutic	ചികിത്സാ	0.625	0.275	0.680
therapeutics	ചികിത്സാ	0.552	0.343	0.625
therapist	തെറാപ്പിസ്റ്റ്	0.468	0.430	0.679
therapy	തെറാപ്പി	0.490	0.353	0.607
thereabouts	അവിടെ അവശേഷിക്കുന്നു	0.427	0.365	0.285
thereof	അതിന്റെ	0.542	0.265	0.281
therewith	അതിനൊപ്പം	0.462	0.317	0.398
thermal	താപം	0.480	0.360	0.509
thermocouple	തെർമോഗോപ്പിൾ	0.406	0.406	0.422
thermodynamics	തെർമോഡൈനാമിക്സ്	0.510	0.594	0.678
thermometer	തെർമോമീറ്റർ	0.400	0.327	0.473
thermos	തെർമോകൾ	0.582	0.255	0.328
thermostat	തെർമോസ്റ്റാറ്റ്	0.439	0.480	0.321
thesaurus	തെസറസ്	0.520	0.480	0.509
thesis	തിസിസ്	0.583	0.582	0.552
thick	കട്ടിയുള്ള	0.449	0.433	0.596
thicken	സുണീ	0.406	0.398	0.509
thickening	വറുത്തത്	0.448	0.355	0.434
thicket	കട്ടി	0.385	0.373	0.324
thickness	കനം	0.552	0.370	0.443
thief	മോഷ്ടാവ്	0.088	0.888	0.443
thigh	തുട	0.469	0.433	0.588
thimble	തങ്ക	0.490	0.192	0.218
thin	നേർത്ത	0.469	0.337	0.356
thing	കാര്യം	0.449	0.222	0.260
things	കാര്യങ്ങൾ	0.519	0.250	0.368
thingy	കാര്യം	0.458	0.312	0.158
think	ചിന്തിക്കുക	0.786	0.408	0.618
thinker	ചിന്തകൻ	0.706	0.386	0.764
thinking	ചിന്തിക്കുന്നതെന്ന്	0.720	0.308	0.595
third	മൂന്നാമത്	0.551	0.187	0.304
thirds	മൂന്നാമത്	0.402	0.327	0.345
thirst	ദാഹം	0.298	0.519	0.307
thirsty	ദാഹിക്കുന്നു	0.281	0.660	0.310
thirteen	പതിമൂന്ന്	0.459	0.385	0.331
thirteenth	പതിമൂന്നാം	0.408	0.330	0.425
thirty	മുപ്പത്	0.562	0.349	0.316
thistle	മുൾപടർപ്പു	0.427	0.423	0.357
thither	അവിടെ	0.500	0.270	0.316
thong	തങ്കം	0.467	0.596	0.269
thorn	മുൾച്ചെടി	0.296	0.541	0.427
thorny	മുൾച്ചെടി	0.177	0.690	0.500
thorough	സമഗ്രമായി	0.467	0.350	0.558
thoroughbred	നന്നായി	0.669	0.740	0.716
thoroughfare	സുഗമമായി	0.582	0.481	0.490
thought	ചിന്തിച്ചു	0.780	0.315	0.571
thoughtful	ചിന്താഗതി	0.667	0.290	0.527
thoughtfulness	ചിന്താഗതി	0.867	0.269	0.667
thoughtless	ചിന്തയില്ലാത്ത	0.194	0.580	0.452
thoughts	ചിന്തകൾ	0.745	0.382	0.691
thousand	ആയിരം	0.663	0.355	0.480
thrash	തട്ടുക	0.260	0.510	0.472
thread	ത്രെഡ്	0.646	0.184	0.209
threat	ഭീഷണി	0.135	0.865	0.667
threaten	ഭീഷണിപ്പെടുത്തുക	0.104	0.958	0.590
threatened	ഭീഷണിപ്പെടുത്തി	0.052	0.928	0.354
threatening	ഭീഷണിപ്പെടുത്തുന്നു	0.071	0.875	0.652
three	മൂന്ന്	0.653	0.225	0.377
threefold	മൂന്നുതവണ	0.521	0.400	0.534
threesome	മൂന്നൂ	0.490	0.676	0.560
thresh	മെതിച്ചെടുക്കുക	0.490	0.417	0.500
threshold	ഉമ്മരപ്പടി	0.531	0.519	0.575
thrice	മൂന്നു തവണ	0.469	0.442	0.462
thrift	മിച്ചം	0.760	0.217	0.649
thrifty	ത്രിഫ്റ്റ്	0.604	0.380	0.676
thrill	പുഞ്ചിരി	0.888	0.837	0.711
thrilled	പുളകം	0.898	0.818	0.807
thriller	ത്രില്ലർ	0.490	0.796	0.645
thrilling	കുളിര്മഴയായി	0.930	0.827	0.782
thrive	അഭിവൃദ്ധിപ്പെടുത്തുക	0.948	0.529	0.772
thriving	പുരോഗമിക്കുന്നു	0.865	0.521	0.779
throat	തൊണ്ട	0.350	0.538	0.346
throb	throb	0.500	0.673	0.556
throbbing	തുള്ളിച്ചാടി	0.645	0.808	0.491
throes	ആക്രോശിച്ചു	0.146	0.760	0.235
throne	സിംഹാസനം	0.724	0.606	0.887
throng	ഞണ്ട്	0.480	0.810	0.706
throttle	ത്രോട്ടിൽ	0.562	0.804	0.750
throw	എറിയുക	0.344	0.770	0.623
throwback	ടേക്ക്ബാക്ക്	0.280	0.454	0.356
thrower	കളിക്കാരൻ	0.470	0.690	0.717
thrown	വലിച്ചെറിയൽ	0.500	0.550	0.619
thrush	കഷ്ടം	0.306	0.490	0.454
thrust	ഊന്നിപ്പറയുക	0.510	0.647	0.663
thruster	ത്രിശൂലം	0.698	0.812	0.719
thud	തണ്ട്	0.255	0.686	0.620
thug	തഗ്	0.240	0.882	0.667
thumb	തമ്പ്	0.673	0.271	0.361
thumbprint	തംബ്രിന്റ്	0.510	0.347	0.451
thump	തുമ്പി	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	ആവർത്തിക്കുക	0.214	0.755	0.566
thunder	ഇടി	0.296	0.916	0.526
thunderbolt	ഇടിമുഴക്കം	0.418	0.719	0.642
thunderclap	ഇടിമുഴക്കം	0.390	0.833	0.607
thundering	ഇടിമിന്നൽ	0.337	0.778	0.700
thunderstorm	ഇടിനാദം	0.135	0.860	0.784
thunderstruck	ഇടിനാദം	0.194	0.716	0.509
thwart	തടയുക	0.281	0.684	0.409
thx	നന്ദി	0.562	0.425	0.461
thyme	കാശിത്തുമ്പ	0.561	0.255	0.325
thyroid	തൈറോയ്ഡ്	0.234	0.455	0.373
tiara	ടിയറ	0.719	0.300	0.472
tibia	ടിബിയ	0.450	0.302	0.425
tic	നർമ്മം	0.271	0.438	0.250
tick	ടിക്	0.521	0.386	0.412
ticked	തട്ടുക	0.469	0.386	0.455
ticker	ടിക്കർ	0.479	0.471	0.509
ticket	ടിക്കറ്റ്	0.684	0.387	0.434
tickle	ടിക്കിൽ	0.760	0.727	0.342
tickled	ടിക്കറ്റുചെയ്തു	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	ടൈഡൽ	0.592	0.539	0.519
tidal wave	തരംഗ തരംഗം	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	മറികടക്കുക	0.541	0.556	0.420
tidings	സദ്വർത്തമാനം	0.610	0.510	0.694
tidy	വൃത്തിയാക്കുക	0.760	0.208	0.647
tie	ടൈ	0.663	0.464	0.431
tier	ടയർ	0.520	0.245	0.560
tiff	ടിഫ്	0.531	0.415	0.343
tiger	കടുവ	0.479	0.765	0.664
tighten	മുറുക്കുക	0.388	0.487	0.627
tightness	ഞെരിയുക	0.344	0.606	0.759
tightrope	ദൃഢചിഹ്നം	0.354	0.653	0.279
tights	ടൈറ്റുകളാണ്	0.583	0.343	0.269
tilde	ടിൽഡ്	0.520	0.314	0.321
tile	ടൈൽ	0.429	0.245	0.348
tiling	ടൈൽ	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	ഉപജീവനം	0.552	0.591	0.540
tiller	തോട്ടം	0.448	0.410	0.290
tilt	ചെരിപ്പ്	0.365	0.549	0.463
tilting	ടിൽറ്റിംഗ്	0.459	0.384	0.340
timber	തടി	0.332	0.202	0.386
timberland	തണ്ടർലാൻഡ്	0.550	0.415	0.571
timbre	തമാശ	0.460	0.480	0.296
time	സമയം	0.604	0.288	0.609
timeless	കാലഹരണപ്പെട്ടു	0.408	0.468	0.583
timeliness	സമയക്കുറവ്	0.760	0.404	0.582
timely	സമയബന്ധിതമായി	0.865	0.387	0.591
timeout	ടൈം ഔട്ട്	0.344	0.433	0.322
timepiece	സമയശബ്ദം	0.650	0.279	0.461
timer	ടൈമർ	0.469	0.433	0.500
times	തവണ	0.490	0.279	0.439
timetable	ടൈംടേബിൾ	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	തട്ടിപ്പ്	0.327	0.276	0.132
timidity	തട്ടിപ്പ്	0.333	0.358	0.153
timing	സമയത്തിന്റെ	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	കഷായങ്ങൾ	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	ഈയ പാളി	0.448	0.284	0.311
tinge	ടീൻ	0.469	0.292	0.264
tingle	മുഴുകുക	0.460	0.560	0.264
tingling	ടേൺലിംഗ്	0.427	0.615	0.340
tinker	ടൈനർ	0.396	0.528	0.275
tinkering	ടിക്കറിങ്	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	ടിൽലിംഗ്	0.612	0.530	0.324
tinnitus	ടിന്നിടസ്	0.384	0.536	0.411
tinsel	ചെറുതരം	0.663	0.521	0.473
tint	ടിന്റ്	0.582	0.292	0.273
tiny	ചെറുത്	0.479	0.196	0.125
tip	ടിപ്പ്	0.708	0.221	0.518
tipper	ടിപ്പര്	0.427	0.571	0.431
tipster	ടിപ്സ്	0.490	0.462	0.490
tipsy	കുത്തിവയ്പ്പ്	0.510	0.625	0.570
tiptoe	ടിപ്പൂ	0.510	0.490	0.407
tirade	കരയുക	0.378	0.587	0.532
tire	ടയർ	0.438	0.385	0.381
tired	ക്ഷീണിച്ചിരിക്കുന്നു	0.125	0.317	0.191
tiredness	ക്ഷീണം	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	വല്ലാത്ത	0.657	0.750	0.645
tiresome	അലസമായ	0.240	0.542	0.153
tiring	ക്ഷീണിച്ചിരിക്കുന്നു	0.153	0.510	0.176
tissue	ടിഷ്യു	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	പേ	0.402	0.539	0.388
titan	ടൈറ്റാൻ	0.598	0.653	0.811
titanic	ടൈറ്റാനിക്	0.427	0.786	0.795
titanium	ടൈറ്റാനിയം	0.520	0.470	0.704
tithe	ദശാംശം	0.507	0.276	0.385
title	ശീർഷകം	0.708	0.356	0.574
titled	തലക്കെട്ട്	0.677	0.240	0.658
titty	തമാശ	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	തക്കാളി	0.302	0.452	0.196
toast	ടോസ്റ്റ്	0.740	0.382	0.356
toaster	ടോസ്റ്റർ	0.542	0.337	0.387
toasty	ടോസ്റ്റു	0.698	0.461	0.396
tobacco	പുകയില	0.327	0.546	0.387
toby	ടോൾബി	0.427	0.375	0.330
tod	ടോഡ്	0.469	0.330	0.384
today	ഇന്ന്	0.806	0.306	0.362
toddler	ടോഡ്ലർ	0.812	0.469	0.368
toe	തോലും	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	മിഠായി	0.658	0.510	0.396
tofu	ടോഫു	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	ഒരുമിച്ച്	0.874	0.392	0.658
togetherness	ഏകത	0.906	0.360	0.635
toil	കഷ്ടത	0.558	0.510	0.583
toilet	ടോയ്ലറ്റ്	0.490	0.290	0.233
toils	ശിലകൾ	0.480	0.710	0.482
token	ടോക്കൺ	0.510	0.418	0.414
tolerable	സഹിക്കാവതല്ല	0.750	0.350	0.374
tolerance	ടോളറൻസ്	0.875	0.206	0.649
tolerant	സഹിഷ്ണുത	0.765	0.192	0.618
tolerate	സഹിക്കാനാവില്ല	0.724	0.430	0.588
toleration	സഹനം	0.776	0.442	0.727
toll	ടോൾ	0.296	0.422	0.453
tomahawk	തമഹാവ്	0.510	0.642	0.504
tomato	തക്കാളി	0.550	0.183	0.275
tomatoes	തക്കാളി	0.615	0.240	0.272
tomb	ശവകുടീരം	0.112	0.500	0.343
tombstone	ശവകുടീരം	0.204	0.441	0.311
tomcat	ഗോവ	0.520	0.412	0.386
tome	എന്നോട്	0.429	0.316	0.492
tomorrow	നാളെ	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	ടോൺ	0.551	0.355	0.411
toner	ടോണർ	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	ടങ്സ്	0.500	0.459	0.321
tongue	നാവ്	0.542	0.432	0.482
tonic	ടോണിക്ക്	0.541	0.360	0.500
tonnage	ടൺനജ്	0.323	0.382	0.590
tonsils	തുണികൾ	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	ഉപകരണം	0.490	0.350	0.594
toolbox	ടൂൾബോക്സ്	0.531	0.316	0.472
tooling	ടൂൾകിംഗ്	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	പായസം	0.500	0.481	0.373
tooth	പല്ല്	0.439	0.250	0.367
toothache	പല്ലുവേദന	0.188	0.853	0.412
toothbrush	ടൂത്ത് ബ്രഷ്	0.517	0.330	0.321
toothed	പല്ലുവേദന	0.449	0.394	0.352
toothless	പല്ലുകൾ	0.312	0.541	0.272
toothpaste	ടൂത്ത്പേസ്റ്റ്	0.510	0.290	0.371
toothpick	ടൂത്ത്പിക്ക്	0.561	0.216	0.185
toots	ടോക്ടുകൾ	0.552	0.480	0.451
top	മുകളിൽ	0.760	0.400	0.554
topaz	പുത്തൻ	0.643	0.325	0.384
topic	വിഷയം	0.520	0.276	0.427
topical	സംക്ഷിപ്തമായ	0.561	0.340	0.500
topless	ടോപ്ലെസ്	0.625	0.765	0.414
topographic	ടോപ്പോഗ്രാഫിക്ക്	0.604	0.378	0.558
topographical	ഭൂപ്രകൃതി	0.438	0.350	0.538
topography	ടോപ്പിഗ്രഫി	0.469	0.357	0.506
topple	കവിതാ	0.198	0.820	0.573
topside	ടോപ്സൈഡ്	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	പന്തം	0.531	0.630	0.545
torment	ദണ്ഡനം	0.057	0.750	0.387
tormented	പീഡിപ്പിക്കപ്പെട്ട	0.071	0.855	0.323
torn	കീറി	0.153	0.510	0.283
tornado	ചുഴലിക്കാറ്റ്	0.260	0.896	0.784
torpedo	ടോപ്പോഡോ	0.219	0.794	0.707
torque	ടോർക്ക്	0.466	0.375	0.406
torrent	തോട്ടം	0.541	0.745	0.676
torrid	വെടി	0.281	0.625	0.517
torsion	ടോർഷ്യൻ	0.312	0.651	0.402
torso	ചുമ	0.408	0.394	0.473
tort	കേടുകൂടാതെ	0.229	0.635	0.455
tortious	ക്രൂരനായ	0.312	0.724	0.491
tortoise	ആമ	0.673	0.078	0.250
tortuous	വൃത്തികെട്ട	0.194	0.755	0.382
torture	പീഡിപ്പിക്കാനും	0.115	0.878	0.555
tortured	പീഡിപ്പിക്കപ്പെട്ടു	0.062	0.890	0.361
toss	ടോസ്	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	മൊത്തം	0.771	0.286	0.714
totality	സമത്വം	0.688	0.443	0.717
totally	പൂർണ്ണമായും	0.820	0.422	0.702
tote	ടൂൾ	0.510	0.398	0.625
totem	ടോംറ്റ്	0.639	0.350	0.571
touch	സ്പർശിക്കുക	0.646	0.477	0.455
touchdown	ടച്ച്ഡൌൺ	0.667	0.770	0.586
touched	സ്പർശിച്ചു	0.592	0.380	0.404
touching	സ്പർശിക്കുന്നു	0.760	0.439	0.491
touchy	ടച്ച്പി	0.323	0.510	0.343
tough	കഠിനമായ	0.344	0.588	0.742
toughen	കഠിനമായി	0.458	0.683	0.711
toughness	ദൃഢത	0.552	0.618	0.837
toupee	ടേപ്പി	0.323	0.270	0.324
tour	ടൂർ	0.663	0.545	0.543
tourism	ടൂറിസം	0.823	0.531	0.545
tourist	ടൂറിസം	0.745	0.480	0.430
tourmaline	വിനോദയാത്ര	0.448	0.513	0.441
tournament	ടൂർണമെന്റ്	0.694	0.740	0.611
tourniquet	ടൂർക്കിക്കറ്റ്	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	തോൽ	0.531	0.500	0.508
towel	തൂവാല	0.630	0.208	0.286
tower	ഗോപുരം	0.606	0.380	0.644
towering	മനോഹരമായ	0.500	0.690	0.806
town	പട്ടണം	0.551	0.299	0.627
townhouse	ടൗൺഹൗസ്	0.622	0.400	0.443
township	ടൗൺഷിപ്പ്	0.531	0.292	0.667
townspeople	നഗരവാസികൾ	0.677	0.466	0.569
toxic	വിഷ	0.008	0.885	0.492
toxicity	വിഷബാധ	0.104	0.865	0.491
toxicology	ടോക്സിക്കോളജി	0.302	0.736	0.574
toxin	ടോക്സിൻ	0.115	0.654	0.456
toy	കളിപ്പാട്ടം	0.878	0.420	0.275
toymaker	ടോമിക്ക്	0.755	0.510	0.536
trace	പിന്തുടരുക	0.573	0.346	0.483
traceable	കണ്ടെത്തൽ	0.602	0.370	0.535
tracer	ട്രെയ്സർ	0.573	0.327	0.645
traces	തെളിവുകൾ	0.482	0.448	0.389
trachea	ശ്വാസനാളം	0.448	0.509	0.387
tracing	കണ്ടെത്തൽ	0.418	0.591	0.565
track	ട്രാക്ക്	0.448	0.433	0.526
tracker	ട്രാക്കർ	0.398	0.744	0.731
tract	ലഘുലേഖ	0.406	0.422	0.339
tractable	ട്രാക്റ്റബിൾ	0.635	0.500	0.469
traction	ട്രാക്ഷൻ	0.429	0.585	0.648
tractor	ട്രാക്ടർ	0.449	0.580	0.619
trade	വ്യാപാരം	0.561	0.544	0.690
trademark	വ്യാപാരമുദ്ര	0.667	0.344	0.750
trader	വ്യാപാരി	0.562	0.632	0.854
tradesman	ട്രേഡ്സ്മാൻ	0.531	0.431	0.664
trading	വ്യാപാരം	0.635	0.602	0.705
tradition	പാരമ്പര്യം	0.830	0.430	0.750
traditional	പരമ്പരാഗത	0.677	0.221	0.604
traffic	ട്രാഫിക്	0.323	0.559	0.518
traffic light	ട്രാഫിക്ക് ലൈറ്റ്	0.490	0.469	0.479
trafficking	കടത്തുക	0.250	0.710	0.399
tragedies	ദുരന്തങ്ങൾ	0.100	0.910	0.442
tragedy	ദുരന്തം	0.052	0.843	0.340
tragic	ദുരന്തം	0.048	0.904	0.396
trail	നടപ്പാത	0.600	0.322	0.455
trailer	ട്രെയിലർ	0.541	0.490	0.473
train	ട്രെയിൻ	0.666	0.705	0.620
train set	ട്രെയിൻ സെറ്റ്	0.604	0.598	0.464
trained	പരിശീലിപ്പിക്കപ്പെടുന്നു	0.771	0.538	0.645
trainee	ട്രെയിനി	0.627	0.408	0.352
trainer	പരിശീലകൻ	0.698	0.719	0.824
training	പരിശീലനം	0.714	0.776	0.788
trait	സ്വഭാവം	0.469	0.365	0.453
traitor	വഞ്ചകൻ	0.112	0.796	0.491
traitorous	വഞ്ചകനായ	0.073	0.745	0.412
trajectory	പഥം	0.653	0.558	0.779
tram	ട്രാം	0.667	0.628	0.492
tramp	തമ്പ്	0.108	0.510	0.182
trample	ചവിട്ടുക	0.235	0.764	0.562
trampoline	ട്രാംപോളിൻ	0.604	0.690	0.391
tramway	ട്രാംവേ	0.615	0.538	0.543
trance	ട്രാൻസ്	0.469	0.481	0.382
tranquil	പ്രശാന്തമായ	0.917	0.094	0.355
tranquility	ശാന്തത	0.840	0.135	0.442
tranquilizer	മയക്കുമരുന്ന്	0.510	0.236	0.596
transact	കൈമാറ്റം ചെയ്യുക	0.521	0.625	0.680
transaction	ഇടപാട്	0.650	0.577	0.579
transatlantic	അറ്റ്ലാന്റിക്	0.724	0.596	0.706
transceiver	ട്രാൻസിവർ	0.510	0.490	0.537
transcend	മറികടക്കുക	0.604	0.771	0.726
transcendence	പരിക്രമണം	0.656	0.608	0.754
transcendent	അതിരുകടന്ന	0.667	0.600	0.824
transcendental	ഭ്രാന്തൻ	0.635	0.652	0.842
transcribe	ട്രാൻസ്ക്രൈബ്	0.500	0.394	0.573
transcriber	ട്രാൻസ്ക്രൈബർ	0.490	0.420	0.615
transcript	ട്രാൻസ്ക്രിപ്റ്റ്	0.639	0.398	0.528
transcription	ട്രാൻസ്ക്രിപ്ഷൻ	0.592	0.455	0.615
transfer	കൈമാറ്റം ചെയ്യുക	0.702	0.490	0.519
transference	കൈമാറ്റം	0.592	0.294	0.551
transferred	കൈമാറ്റം ചെയ്തു	0.480	0.450	0.409
transfixed	ട്രാൻസ്ഫർ ചെയ്തു	0.427	0.660	0.528
transform	പരിവർത്തനം ചെയ്യുക	0.735	0.667	0.696
transformation	രൂപാന്തരം	0.796	0.618	0.770
transformer	ട്രാൻസ്ഫോർമർ	0.582	0.582	0.723
transfusion	ട്രാൻസ്ഫ്യൂഷൻ	0.417	0.730	0.557
transgression	ലംഘനം	0.158	0.890	0.611
transient	തന്മൂലം	0.510	0.405	0.430
transistor	ട്രാൻസിസ്റ്റർ	0.480	0.480	0.444
transit	സംതരണം	0.439	0.590	0.588
transition	പരിവർത്തനം	0.605	0.561	0.558
transitional	പരിവർത്തനമാണ്	0.573	0.472	0.491
transitive	ട്രാൻസിറ്റീവ്	0.479	0.377	0.414
transitory	മർമ്മപ്രധാനമായ	0.438	0.450	0.407
translate	വിവർത്തനം ചെയ്യുക	0.604	0.423	0.462
translation	വിവർത്തനം	0.633	0.435	0.598
translator	പരിഭാഷകൻ	0.760	0.412	0.473
translocation	പരിഭാഷപ്പെടുത്തൽ	0.367	0.612	0.564
translucent	അസ്പഷ്ടമായ	0.600	0.500	0.389
transmission	സംപ്രേഷണം	0.688	0.490	0.611
transmit	സംപ്രേഷണം ചെയ്യുക	0.836	0.581	0.673
transmitter	ട്രാൻസ്മിറ്റർ	0.520	0.511	0.719
transmutation	കൈമാറ്റം	0.438	0.740	0.737
transom	കൈമോശം	0.375	0.385	0.417
transparency	സുതാര്യത	0.847	0.260	0.587
transparent	സുതാര്യം	0.542	0.330	0.667
transplant	ട്രാൻസ്പ്ലാൻറ്	0.445	0.806	0.620
transplantation	ട്രാൻസ്പ്ലാൻറേഷൻ	0.531	0.694	0.610
transponder	ട്രാൻസ്പോണ്ടർ	0.564	0.575	0.565
transport	ഗതാഗതം	0.613	0.627	0.605
transportation	ഗതാഗതം	0.667	0.560	0.472
transporter	ട്രാൻസ്പോർട്ടർ	0.615	0.625	0.750
transpose	ഗതാഗതം	0.440	0.585	0.467
transposition	സംക്രമണം	0.312	0.451	0.555
transsexual	ട്രാൻസാക്ഷിക്കൽ	0.264	0.815	0.423
transverse	തിരശ്ചീനമായി	0.429	0.429	0.525
transvestite	പരസ്പരവിരുദ്ധം	0.270	0.675	0.373
trap	കെണി	0.104	0.610	0.391
trapdoor	ട്രാഫോർഡ്	0.094	0.670	0.462
trapeze	ട്രൂപീസ്	0.542	0.625	0.566
trapped	കുടുങ്ങി	0.135	0.615	0.380
trapper	ട്രാപ്പർ	0.296	0.654	0.491
trapping	കെണി	0.333	0.621	0.491
trappings	വഞ്ചന	0.458	0.462	0.370
traps	കെണി	0.235	0.673	0.481
trash	ട്രാഷ്	0.163	0.541	0.154
trashy	ട്രാഷ് ആണ്	0.071	0.380	0.161
trauma	കഷ്ടം	0.112	0.792	0.453
traumatic	ഭീകരമായ	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	യാത്ര	0.931	0.689	0.535
traveler	യാത്രക്കാരന്	0.837	0.571	0.700
traveling	യാത്ര ചെയ്യുക	0.900	0.750	0.582
traverse	കടന്നുകയറി	0.571	0.590	0.629
travesty	വഞ്ചന	0.354	0.644	0.407
trawl	വല	0.255	0.590	0.464
trawler	ട്രോളർ	0.316	0.430	0.405
tray	ട്രേ	0.549	0.250	0.345
treacherous	വഞ്ചകൻ	0.112	0.815	0.402
treachery	വഞ്ചന	0.104	0.852	0.448
tread	ചവിട്ടുക	0.510	0.520	0.426
treadmill	ട്രെഡ്മിൽ	0.459	0.636	0.436
treason	രാജ്യദ്രോഹം	0.094	0.806	0.552
treasure	നിധി	0.927	0.592	0.821
treasured	ധന്യമായ	0.849	0.471	0.730
treasurer	ട്രഷറർ	0.694	0.456	0.755
treasures	ധനം	0.867	0.771	0.842
treasury	ട്രഷറി	0.812	0.541	0.736
treat	പെരുമാറുക	0.573	0.571	0.436
treatable	ചികിത്സിക്കാം	0.780	0.302	0.560
treatise	ആലേഖനം ചെയ്യുക	0.604	0.407	0.613
treatment	ചികിത്സ	0.663	0.386	0.620
treaty	ഉടമ്പടി	0.646	0.382	0.667
treble	ട്രൈബിൾ	0.358	0.471	0.466
tree	വൃക്ഷം	0.670	0.118	0.442
trees	മരങ്ങൾ	0.653	0.137	0.537
trek	ട്രെക്ക്	0.469	0.530	0.535
trellis	തോപ്പുകളാണ്	0.299	0.500	0.389
tremble	വിറയ്ക്കുന്നു	0.177	0.878	0.388
trembling	വിറയ്ക്കുക	0.177	0.824	0.324
tremendous	വമ്പിച്ച	0.600	0.888	0.773
tremendously	അതിശയമായി	0.719	0.722	0.661
tremor	ട്രംമോർ	0.104	0.833	0.455
trench	കിടങ്ങ്	0.429	0.760	0.429
trend	ട്രെൻഡ്	0.625	0.458	0.706
trending	ട്രെൻഡിംഗ്	0.750	0.472	0.600
trendy	ട്രെൻഡി	0.713	0.520	0.536
trepidation	വക്രത	0.582	0.594	0.464
trespass	അതിക്രമം	0.229	0.670	0.613
triad	ട്രൈഡ്	0.469	0.413	0.528
triage	തൃശൂലം	0.398	0.433	0.479
trial	വിചാരണ	0.438	0.663	0.612
triangle	ത്രികോണം	0.562	0.269	0.352
triangular	ത്രികോണാകാരം	0.430	0.320	0.397
triangulate	ത്രിതീയ ഞരമ്പുകൾ	0.408	0.380	0.517
triathlon	ട്രൈത്തലൺ	0.521	0.853	0.663
tribal	ആദിവാസി	0.417	0.404	0.482
tribe	ഗോത്രം	0.664	0.486	0.516
tribulation	ഉപദ്രവം	0.448	0.612	0.484
tribunal	ട്രൈബ്യൂണൽ	0.410	0.670	0.797
tribune	ട്രൈബൂൻ	0.610	0.585	0.556
tributary	ഉപഹാരം	0.615	0.463	0.616
tribute	നാട്ടുകാരൻ	0.684	0.573	0.700
trick	തമാശ	0.542	0.700	0.409
trickery	വഞ്ചന	0.146	0.798	0.336
trickle	കിളിവാതിൽക്കൽ	0.500	0.196	0.231
trickster	തട്ടിപ്പുകാരൻ	0.375	0.680	0.446
tricky	വഞ്ചന	0.219	0.651	0.500
tricycle	ത്രിശ്ശൈലി	0.633	0.402	0.368
trident	ത്രിശൂലം	0.403	0.606	0.609
trifle	ത്രിഫ്റ്റ്	0.271	0.296	0.221
trifling	മുരളുക	0.375	0.418	0.183
trig	ട്രിഗ്	0.438	0.417	0.415
trigger	ട്രിഗർ ചെയ്യുക	0.271	0.804	0.660
trigonometry	ത്രികോണമിതി	0.396	0.400	0.616
trillion	ട്രില്യൺ	0.592	0.420	0.623
trilogy	ത്രിലോഗി	0.615	0.520	0.664
trim	ട്രിം ചെയ്യുക	0.500	0.466	0.430
trimester	ത്രിമാസിക	0.783	0.336	0.538
trimmer	ട്രിം	0.260	0.548	0.529
trimming	ട്രിംങ്ങ്	0.500	0.478	0.325
trine	ട്രൈൻ	0.396	0.365	0.317
trinity	ത്രിനിതം	0.635	0.346	0.660
trinket	തുണി	0.521	0.352	0.368
trio	മൂത്രപിണ്ഡം	0.521	0.613	0.473
trip	യാത്ര	0.875	0.643	0.538
tripartite	ത്രിപാഠി	0.500	0.480	0.539
tripe	മൃഗക്കുടൽമാല	0.312	0.361	0.438
triple	ട്രിപ്പിൾ	0.585	0.385	0.481
triplet	ട്രിപ്റ്റ്	0.622	0.510	0.618
