Word	French-fr	Valence	Arousal	Dominance
restock	réapprovisionner	0.510	0.538	0.645
restoration	restauration	0.755	0.426	0.734
restorative	réparatrice	0.633	0.510	0.703
restore	restaurer	0.765	0.490	0.625
restored	restauré	0.892	0.410	0.728
restoring	restaurer	0.820	0.490	0.783
restrain	restreindre	0.134	0.696	0.434
restrained	restreint	0.354	0.590	0.509
restraining	retenir	0.296	0.702	0.672
restraint	retenue	0.167	0.618	0.520
restrict	restreindre	0.115	0.539	0.577
restricted	limité	0.276	0.500	0.407
restriction	restriction	0.130	0.590	0.569
restrictive	contraignant	0.215	0.596	0.500
restroom	salle de repos	0.653	0.279	0.267
result	résultat	0.812	0.490	0.652
resultant	résultant	0.670	0.441	0.637
resume	CV	0.573	0.411	0.586
resumption	reprise	0.637	0.528	0.653
resurrect	ressusciter	0.781	0.725	0.817
resurrection	résurrection	0.708	0.740	0.759
resuscitate	réanimer	0.531	0.696	0.818
resuscitation	réanimation	0.753	0.768	0.795
retail	vente au détail	0.510	0.353	0.411
retailer	détaillant	0.708	0.439	0.595
retain	conserver	0.367	0.451	0.630
retainer	retenue	0.396	0.422	0.356
retaining	retenir	0.417	0.559	0.632
retake	reprendre	0.616	0.471	0.591
retaliate	user de représailles	0.111	0.812	0.595
retaliation	représailles	0.156	0.812	0.491
retaliatory	de représailles	0.194	0.865	0.598
retard	retard	0.194	0.347	0.222
retardation	retardement	0.125	0.360	0.155
retarded	retardé	0.302	0.462	0.161
retards	retarde	0.362	0.434	0.218
retention	rétention	0.344	0.490	0.558
retentive	rétentif	0.439	0.482	0.491
rethink	repenser	0.480	0.423	0.583
reticent	réticent	0.396	0.519	0.500
retina	rétine	0.490	0.255	0.342
retinal	rétinienne	0.531	0.343	0.475
retire	se retirer	0.398	0.392	0.186
retired	retraité	0.270	0.259	0.301
retirement	retraite	0.250	0.324	0.255
retiring	sortant	0.408	0.376	0.214
retold	raconté	0.459	0.385	0.352
retort	cornue	0.417	0.520	0.481
retrace	retracer	0.250	0.482	0.317
retract	se rétracter	0.316	0.443	0.358
retraction	rétraction	0.312	0.491	0.427
retractor	rétracteur	0.354	0.590	0.557
retreat	battre en retraite	0.500	0.519	0.312
retrenchment	retranchement	0.230	0.650	0.384
retrial	nouveau procès	0.500	0.577	0.593
retribution	châtiment	0.625	0.490	0.708
retrieval	récupération	0.700	0.440	0.704
retrieve	récupérer	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	rétro	0.650	0.276	0.321
retroactive	rétroactif	0.521	0.452	0.655
retrograde	rétrograde	0.208	0.464	0.415
retrospect	rétrospection	0.406	0.500	0.538
retrospective	rétrospective	0.594	0.481	0.528
retrospectively	rétrospectivement	0.516	0.400	0.560
return	revenir	0.602	0.412	0.463
reunion	réunion	0.837	0.500	0.672
reunite	réunir	0.656	0.550	0.657
reunited	réuni	0.708	0.439	0.658
rev	tour	0.367	0.422	0.353
reveal	révéler	0.493	0.637	0.526
revel	se délecter	0.740	0.705	0.684
revelation	révélation	0.879	0.500	0.865
revelations	révélations	0.729	0.655	0.600
revels	se réjouit	0.827	0.683	0.647
revenge	vengeance	0.230	0.940	0.627
revenue	revenu	0.873	0.510	0.854
reverberation	réverbération	0.390	0.639	0.551
revere	révérer	0.750	0.562	0.608
reverence	révérence	0.643	0.347	0.516
reverend	révérend	0.650	0.337	0.576
reverent	respectueux	0.551	0.490	0.694
reverie	rêverie	0.667	0.413	0.471
reversal	renversement	0.380	0.510	0.591
reverse	sens inverse	0.539	0.415	0.461
reversion	réversion	0.458	0.538	0.425
revert	revenir	0.380	0.451	0.519
reverting	revenant	0.562	0.385	0.544
review	la revue	0.667	0.408	0.636
reviewer	critique	0.562	0.344	0.500
revise	réviser	0.500	0.469	0.509
revision	révision	0.417	0.459	0.710
revisit	revisiter	0.552	0.530	0.509
revival	la relance	0.823	0.664	0.597
revive	relancer	0.676	0.780	0.778
revocation	révocation	0.260	0.610	0.673
revoke	révoquer	0.251	0.696	0.737
revolt	révolte	0.343	0.878	0.658
revolting	révoltant	0.102	0.690	0.300
revolution	révolution	0.417	0.902	0.798
revolutionary	révolutionnaire	0.635	0.887	0.824
revolutionize	révolutionner	0.684	0.816	0.904
revolve	tourner	0.592	0.546	0.402
revolver	revolver	0.194	0.796	0.750
revolving	tournant	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	dégoût	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	récompense	0.948	0.694	0.783
rewarding	récompense	0.958	0.637	0.783
rewind	rembobiner	0.460	0.551	0.431
rewire	recâbler	0.365	0.462	0.406
rewrite	récrire	0.490	0.500	0.434
rhapsody	rhapsodie	0.708	0.490	0.460
rhetoric	rhétorique	0.417	0.429	0.504
rhetorical	rhétorique	0.417	0.569	0.635
rheumatism	rhumatisme	0.219	0.472	0.418
rhinestone	strass	0.531	0.551	0.408
rhino	rhinocéros	0.531	0.549	0.555
rhinoceros	rhinocéros	0.556	0.656	0.569
rhubarb	Rhubarbe	0.582	0.304	0.340
rhyme	rime	0.667	0.249	0.481
rhyming	rimer	0.729	0.410	0.500
rhythm	rythme	0.771	0.759	0.573
rhythmic	rythmique	0.714	0.642	0.664
rhythmical	rythmé	0.844	0.694	0.632
rib	nervure	0.490	0.349	0.351
ribbed	nervuré	0.365	0.378	0.409
ribbon	ruban	0.719	0.288	0.357
rice	riz	0.667	0.208	0.330
rich	riches	0.882	0.627	0.905
riches	richesse	0.958	0.694	0.880
richness	richesse	0.896	0.833	0.922
rick	meule	0.459	0.420	0.444
rickety	rachitique	0.224	0.402	0.241
rickshaw	pousse-pousse	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	débarrasser	0.194	0.408	0.327
riddance	débarras	0.323	0.562	0.472
riddle	énigme	0.521	0.583	0.543
riddled	criblé	0.281	0.861	0.422
ride	balade	0.806	0.465	0.472
rider	cavalier	0.635	0.627	0.574
ridge	crête	0.484	0.402	0.349
ridicule	ridicule	0.143	0.745	0.255
ridiculed	ridiculisé	0.112	0.806	0.212
ridiculous	ridicule	0.159	0.594	0.245
riding	équitation	0.694	0.654	0.620
rife	répandre	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	racaille	0.360	0.404	0.397
rifle	fusil	0.329	0.900	0.718
rifleman	fusilier	0.245	0.863	0.767
rifles	fusils	0.337	0.864	0.765
rift	crevasse	0.246	0.519	0.289
rig	plate-forme	0.542	0.382	0.746
rigged	gréé	0.188	0.510	0.412
rigging	gréement	0.510	0.518	0.440
right	droite	0.740	0.352	0.710
righteous	vertueux	0.823	0.385	0.790
righteousness	droiture	0.802	0.660	0.897
rightful	légitime	0.837	0.358	0.821
rightly	justement	0.740	0.471	0.782
righty	droitier	0.750	0.314	0.786
rigid	rigide	0.357	0.552	0.591
rigidity	rigidité	0.198	0.530	0.726
rigor	rigueur	0.375	0.745	0.713
rigorous	rigoureux	0.438	0.818	0.847
rim	jante	0.510	0.397	0.302
rind	couenne	0.542	0.280	0.491
ring	bague	0.677	0.427	0.464
ringer	sonneur	0.573	0.604	0.347
ringing	sonnerie	0.724	0.598	0.693
ringleader	meneur	0.520	0.550	0.640
ringmaster	Monsieur Loyal	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	patinoire	0.551	0.392	0.392
rinse	rincer	0.663	0.168	0.409
riot	émeute	0.061	0.946	0.586
rioting	émeute	0.156	0.949	0.560
riotous	séditieux	0.163	0.837	0.588
riots	émeutes	0.099	0.882	0.564
rip	déchirure	0.146	0.676	0.365
riparian	riverain	0.552	0.408	0.412
ripe	mûr	0.671	0.337	0.670
ripen	mûrir	0.755	0.373	0.671
ripening	maturité	0.615	0.490	0.759
ripper	éventreur	0.219	0.887	0.642
ripple	ondulation	0.500	0.453	0.370
rippling	ondulation	0.500	0.480	0.327
rise	augmenter	0.667	0.593	0.745
rising	en hausse	0.750	0.602	0.696
risk	risque	0.240	0.816	0.438
risky	risqué	0.224	0.922	0.700
risotto	Risotto	0.802	0.454	0.234
rite	rite	0.378	0.570	0.606
ritual	rituel	0.375	0.520	0.508
ritualistic	ritualiste	0.450	0.583	0.540
rival	rival	0.286	0.605	0.574
rivalry	rivalité	0.192	0.765	0.538
river	rivière	0.688	0.392	0.605
riverbank	berge de rivière	0.684	0.300	0.330
riverbed	lit de rivière	0.610	0.233	0.421
riverboat	bateau mouche	0.561	0.347	0.462
rivet	rivet	0.458	0.306	0.405
riveted	rivé	0.385	0.439	0.443
riveting	rivetage	0.448	0.544	0.394
roach	gardon	0.146	0.598	0.259
road	route	0.656	0.404	0.404
roadblock	barrage routier	0.337	0.669	0.490
roadhouse	relais routier	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	routes	0.677	0.448	0.496
roadside	bord de la route	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	roadtrip	0.677	0.596	0.519
roadway	chaussée	0.562	0.206	0.509
roadworks	travaux	0.562	0.538	0.509
roam	errer	0.510	0.550	0.444
roar	rugir	0.427	0.816	0.675
roaring	rugissement	0.449	0.817	0.634
roast	rôti	0.521	0.541	0.311
roasted	rôti	0.615	0.520	0.339
rob	Rob	0.112	0.840	0.500
robber	voleur	0.135	0.772	0.481
robbery	vol	0.133	0.843	0.435
robe	peignoir	0.594	0.216	0.298
robin	Robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robotique	0.417	0.602	0.657
robotics	robotique	0.592	0.600	0.763
robust	robuste	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	Roche	0.623	0.236	0.557
rocker	bascule	0.615	0.704	0.625
rocket	fusée	0.664	0.824	0.774
rocks	roches	0.365	0.209	0.543
rod	barre	0.479	0.319	0.355
rodent	rongeur	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	chevreuil	0.490	0.382	0.398
rogue	coquin	0.334	0.713	0.636
role	rôle	0.552	0.260	0.464
roll	rouleau	0.469	0.510	0.172
roller	rouleau	0.521	0.394	0.345
rollercoaster	montagnes russes	0.802	0.910	0.651
rollers	patin à roulettes	0.490	0.365	0.336
rollicking	joyeux	0.878	0.806	0.552
rolling	roulant	0.510	0.606	0.321
roman	romain	0.615	0.475	0.639
romance	romance	0.980	0.682	0.587
romantic	romantique	0.936	0.531	0.598
romanticism	le romantisme	0.854	0.521	0.593
romp	rompre	0.610	0.640	0.417
roof	toit	0.602	0.226	0.342
rooftop	toit	0.571	0.471	0.461
rook	tour	0.380	0.400	0.510
rookie	débutant	0.583	0.370	0.198
room	chambre	0.729	0.283	0.445
roomful	spacieux	0.786	0.425	0.634
roommate	colocataire	0.750	0.481	0.480
rooms	pièces	0.677	0.241	0.386
roomy	spacieux	0.760	0.342	0.736
roost	perchoir	0.500	0.410	0.345
rooster	coq	0.459	0.385	0.275
root	racine	0.602	0.279	0.508
root beer	biere de Racine	0.582	0.520	0.415
rooted	enraciné	0.510	0.527	0.718
rope	corde	0.385	0.280	0.345
ropes	cordes	0.458	0.304	0.402
rosary	chapelet	0.806	0.140	0.430
rose	Rose	0.865	0.276	0.386
rosemary	Romarin	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	liste	0.531	0.306	0.381
rosy	rosé	0.940	0.528	0.755
rot	pourrir	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	rotatif	0.573	0.462	0.528
rotate	tourner	0.458	0.470	0.492
rotation	rotation	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	pourri	0.104	0.590	0.327
rotting	pourrir	0.188	0.462	0.255
rotunda	rotonde	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	rugueux	0.406	0.794	0.632
roughly	grossièrement	0.448	0.539	0.463
roughneck	voyou	0.323	0.640	0.491
roughness	rugosité	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	rond	0.552	0.434	0.311
roundabout	rond point	0.490	0.425	0.495
rounded	arrondi	0.592	0.391	0.396
roundup	rassemblement	0.520	0.580	0.474
rouse	réveiller	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	vibrant	0.714	0.517	0.692
rout	déroute	0.163	0.625	0.233
route	route	0.583	0.353	0.518
routine	routine	0.365	0.219	0.333
rove	vagabonder	0.457	0.400	0.400
rover	vagabond	0.510	0.538	0.421
roving	errant	0.583	0.442	0.491
row	rangée	0.427	0.275	0.406
rowboat	bateau à rames	0.455	0.393	0.353
rowdy	chahuteur	0.255	0.900	0.518
rowing	aviron	0.458	0.443	0.467
royal	Royal	0.796	0.430	0.759
royalty	royalties	0.832	0.571	0.833
rub	frotter	0.521	0.565	0.400
rubber	caoutchouc	0.460	0.217	0.315
rubbers	caoutchoucs	0.604	0.360	0.414
rubbing	frottement	0.406	0.569	0.440
rubbish	ordures	0.198	0.454	0.164
rubble	décombres	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	rubrique	0.427	0.260	0.500
ruby	rubis	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	gouvernail	0.439	0.469	0.509
ruddy	rouge	0.490	0.630	0.395
rude	grossier	0.061	0.821	0.402
rudeness	impolitesse	0.280	0.819	0.692
rudimentary	rudimentaire	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	triste	0.173	0.429	0.225
ruff	fraise	0.365	0.510	0.375
ruffian	brute	0.130	0.824	0.463
ruffle	ébouriffer	0.443	0.561	0.518
rug	couverture	0.520	0.240	0.245
rugby	le rugby	0.677	0.820	0.708
rugged	robuste	0.561	0.569	0.793
ruin	se ruiner	0.125	0.588	0.192
ruination	ruine	0.184	0.582	0.209
ruined	ruiné	0.135	0.564	0.194
ruinous	ruineux	0.255	0.690	0.275
ruins	ruines	0.250	0.490	0.248
rule	règle	0.567	0.427	0.593
ruler	règle	0.440	0.400	0.631
ruling	décision	0.177	0.566	0.410
rum	Rhum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	gronder	0.367	0.745	0.613
rummage	farfouiller	0.243	0.615	0.289
rumor	rumeur	0.255	0.582	0.282
rumored	rumeur	0.427	0.604	0.318
rump	croupe	0.449	0.425	0.396
rumpus	chahut	0.448	0.531	0.422
run	courir	0.542	0.787	0.543
runaround	courir autour	0.448	0.519	0.349
runaway	fuyez	0.271	0.770	0.402
rundown	fatigué	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	échelon	0.510	0.355	0.368
runner	coureur	0.459	0.747	0.632
running	fonctionnement	0.730	0.858	0.442
running shoes	chaussures de course	0.653	0.573	0.491
runny	qui coule	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	piste	0.585	0.373	0.406
rupture	rupture	0.125	0.633	0.430
rural	rural	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	se ruer	0.406	0.809	0.546
rushing	se précipiter	0.398	0.821	0.529
rust	rouille	0.281	0.265	0.321
rusted	rouillé	0.286	0.357	0.302
rustic	rustique	0.369	0.657	0.491
rustle	bruissement	0.333	0.538	0.394
rustler	voleur de bétail	0.281	0.830	0.429
rusty	rouillé	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	Ruth	0.469	0.427	0.444
ruthless	impitoyable	0.208	0.850	0.670
rye	seigle	0.490	0.298	0.411
sabbatical	sabbatique	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	zibeline	0.449	0.596	0.500
sabotage	sabotage	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	sac	0.385	0.337	0.264
sacrament	sacrement	0.690	0.316	0.700
sacred	sacré	0.833	0.375	0.862
sacrifice	sacrifice	0.208	0.833	0.534
sacrifices	sacrifices	0.281	0.717	0.538
sacrificial	sacrificiel	0.198	0.755	0.452
sacrilege	sacrilège	0.281	0.708	0.491
sacrilegious	sacrilège	0.146	0.736	0.449
sad	triste	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	selle	0.510	0.509	0.306
sadist	sadique	0.042	0.918	0.500
sadistic	sadique	0.031	0.906	0.618
sadly	Malheureusement	0.047	0.255	0.216
sadness	tristesse	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	sûr	0.898	0.306	0.759
safeguard	sauvegarde	0.786	0.624	0.700
safekeeping	garde	0.653	0.510	0.586
safety	sécurité	0.708	0.491	0.868
saffron	Safran	0.443	0.373	0.349
sag	affaissement	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sauge	0.781	0.327	0.693
saggy	flasque	0.370	0.429	0.300
sail	voile	0.615	0.220	0.325
sailboat	voilier	0.719	0.392	0.381
sailing	voile	0.667	0.520	0.500
sailor	marin	0.500	0.588	0.500
saint	Saint	0.812	0.240	0.693
sainted	sanctifié	0.708	0.296	0.676
saintly	saint	0.865	0.286	0.591
sake	Saké	0.490	0.573	0.407
salad	salade	0.750	0.260	0.307
salamander	salamandre	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	un salaire	0.786	0.480	0.652
sale	vente	0.647	0.602	0.573
salesgirl	vendeuse	0.582	0.490	0.605
salesman	vendeur	0.643	0.559	0.664
salient	saillant	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	salive	0.214	0.265	0.236
sally	sortie	0.604	0.390	0.451
salmon	Saumon	0.760	0.250	0.444
salmonella	salmonelle	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	salon	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	sel	0.323	0.312	0.306
salted	salé	0.333	0.400	0.304
saltwater	eau salée	0.327	0.330	0.364
salty	salé	0.388	0.531	0.288
salutary	salutaire	0.885	0.360	0.686
salutation	salutation	0.878	0.417	0.500
salute	saluer	0.833	0.542	0.681
salvage	sauvetage	0.622	0.510	0.832
salvation	salut	0.857	0.480	0.800
salve	baume	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	similitude	0.531	0.330	0.484
sample	échantillon	0.521	0.187	0.452
samurai	samouraï	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	sanctification	0.770	0.431	0.816
sanctified	sanctifié	0.792	0.240	0.612
sanctify	sanctifier	0.673	0.443	0.783
sanctimonious	moralisateur	0.240	0.365	0.327
sanction	sanction	0.201	0.750	0.517
sanctioned	sanctionné	0.323	0.696	0.391
sanctity	sainteté	0.771	0.330	0.628
sanctuary	sanctuaire	0.863	0.226	0.575
sanctum	sanctuaire	0.521	0.438	0.657
sand	le sable	0.582	0.279	0.304
sandal	sandale	0.490	0.283	0.333
sandbox	bac à sable	0.573	0.274	0.264
sander	ponceuse	0.438	0.580	0.445
sandman	marchand de sable	0.479	0.469	0.388
sandpaper	papier de verre	0.417	0.425	0.404
sands	sables	0.646	0.304	0.377
sandstorm	tempête de sable	0.324	0.821	0.629
sandwich	sandwich	0.672	0.314	0.310
sandy	sablonneux	0.406	0.265	0.296
sane	sain	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanatorium	0.448	0.645	0.570
sanitary	sanitaire	0.458	0.320	0.425
sanitation	assainissement	0.742	0.312	0.500
sanity	santé mentale	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	Père Noël	0.735	0.286	0.509
sap	sève	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	saphir	0.770	0.472	0.651
sappy	plein de sève	0.583	0.469	0.330
sarcasm	sarcasme	0.125	0.685	0.346
sarcastic	sarcastique	0.397	0.781	0.298
sarcoma	sarcome	0.260	0.519	0.402
sarcophagus	sarcophage	0.271	0.561	0.435
sardine	sardine	0.541	0.236	0.236
sardonic	sardonique	0.208	0.679	0.446
sarsaparilla	salsepareille	0.542	0.488	0.345
sash	ceinture	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	impertinent	0.271	0.704	0.320
satanic	satanique	0.062	0.843	0.720
satchel	cartable	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	Satellite	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satire	0.458	0.655	0.472
satirical	satirique	0.323	0.615	0.538
satisfaction	la satisfaction	0.939	0.637	0.673
satisfactorily	de manière satisfaisante	0.765	0.570	0.802
satisfactory	satisfaisant	0.959	0.569	0.702
satisfied	satisfait	0.959	0.510	0.685
satisfy	satisfaire	0.867	0.790	0.705
satisfying	satisfaisant	0.890	0.606	0.814
saturate	saturer	0.281	0.680	0.467
saturated	saturé	0.474	0.700	0.442
saturation	saturation	0.255	0.582	0.583
satyr	satyre	0.280	0.639	0.500
sauce	sauce	0.562	0.515	0.288
saucepan	casserole	0.347	0.264	0.321
saucer	soucoupe	0.510	0.327	0.337
saucy	grivois	0.250	0.653	0.391
sauerkraut	Choucroute	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	saucisse	0.542	0.429	0.300
savage	sauvage	0.204	0.931	0.605
savagery	sauvagerie	0.219	0.907	0.711
savanna	savane	0.606	0.147	0.394
savannah	savane	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	enregistrer	0.770	0.439	0.682
saver	épargnant	0.745	0.382	0.802
saving	économie	0.663	0.230	0.621
savings	des économies	0.776	0.431	0.608
savior	Sauveur	0.920	0.469	0.804
savor	saveur	0.827	0.552	0.526
savory	sarriette	0.812	0.717	0.619
savvy	savvy	0.719	0.520	0.706
saw	vu	0.316	0.541	0.518
sawdust	sciure	0.398	0.279	0.241
sawmill	scierie	0.427	0.378	0.434
sax	saxo	0.573	0.465	0.409
saxophone	saxophone	0.688	0.444	0.482
say	dire	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	gale	0.354	0.330	0.272
scabbard	fourreau	0.325	0.219	0.217
scaffold	échafaud	0.480	0.500	0.336
scaffolding	échafaudage	0.496	0.366	0.545
scalding	bouillant	0.271	0.540	0.381
scale	échelle	0.310	0.350	0.577
scales	Balance	0.439	0.330	0.491
scallop	coquille	0.490	0.363	0.331
scalp	cuir chevelu	0.347	0.346	0.302
scalpel	scalpel	0.302	0.700	0.482
scaly	écailleux	0.281	0.481	0.358
scam	arnaque	0.042	0.745	0.418
scamp	polisson	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	balayage	0.479	0.423	0.470
scandal	scandale	0.122	0.821	0.557
scandalous	scandaleux	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	maigre	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	bouc émissaire	0.184	0.685	0.481
scar	cicatrice	0.146	0.500	0.397
scarab	scarabée	0.406	0.458	0.267
scarce	rare	0.292	0.324	0.218
scarcely	à peine	0.082	0.412	0.160
scarcity	rareté	0.167	0.500	0.182
scare	effrayer	0.122	0.910	0.264
scarecrow	épouvantail	0.219	0.274	0.349
scared	effrayé	0.146	0.828	0.185
scares	effraie	0.122	0.847	0.386
scarf	écharpe	0.750	0.224	0.224
scarier	effrayant	0.156	0.846	0.472
scariest	effrayant	0.167	0.863	0.538
scarlet	écarlate	0.507	0.390	0.411
scary	effrayant	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	dispersion	0.229	0.620	0.404
scattered	épars	0.208	0.380	0.238
scattering	diffusion	0.347	0.550	0.394
scavenger	charognard	0.177	0.578	0.408
scenario	scénario	0.667	0.510	0.683
scene	scène	0.570	0.340	0.578
scenery	paysage	0.745	0.253	0.592
scenic	scénique	0.684	0.548	0.756
scent	parfum	0.633	0.410	0.491
scented	parfumé	0.865	0.509	0.431
scepter	sceptre	0.630	0.300	0.670
sceptical	sceptique	0.214	0.387	0.466
scepticism	scepticisme	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	programme	0.510	0.380	0.480
schematic	schématique	0.490	0.284	0.647
scheme	schème	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	schisme	0.280	0.569	0.386
schizophrenia	schizophrénie	0.092	0.880	0.435
schizophrenic	schizophrène	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	savant	0.694	0.421	0.731
scholarly	savant	0.750	0.466	0.709
scholarship	Bourse d'études	0.866	0.490	0.625
scholastic	scolaire	0.500	0.470	0.491
school	école	0.765	0.423	0.633
schoolboy	écolier	0.623	0.385	0.441
schoolgirl	écolière	0.760	0.521	0.415
schoolhouse	école	0.602	0.407	0.672
schooling	scolarité	0.582	0.462	0.640
schoolmaster	instituteur	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	devoirs scolaires	0.479	0.500	0.481
schoolyard	cour d'école	0.684	0.529	0.440
schooner	goélette	0.635	0.408	0.427
sciatica	sciatique	0.286	0.443	0.393
science	science	0.588	0.429	0.741
scientific	scientifique	0.653	0.510	0.836
scientist	scientifique	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillant	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillateur	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	les ciseaux	0.458	0.462	0.302
scoff	moquerie	0.125	0.686	0.306
scold	gronder	0.194	0.755	0.626
scolding	réprimande	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	scoop	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scooter	0.510	0.587	0.371
scope	portée	0.656	0.386	0.718
scorch	brûler	0.214	0.689	0.491
scorching	brûlant	0.406	0.635	0.464
score	But	0.670	0.388	0.589
scoreboard	tableau de bord	0.667	0.484	0.472
scorer	buteur	0.730	0.608	0.764
scores	scores	0.594	0.469	0.629
scorn	mépris	0.110	0.721	0.356
scorned	méprisé	0.062	0.529	0.226
scornful	méprisant	0.173	0.608	0.368
scorpion	Scorpion	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	scélérat	0.094	0.740	0.412
scour	parcourir	0.388	0.602	0.632
scourge	fléau	0.214	0.640	0.302
scout	scout	0.656	0.611	0.763
scowl	mine renfrognée	0.302	0.600	0.413
scrabble	scrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	brouiller	0.469	0.744	0.500
scrambled	brouillé	0.451	0.535	0.539
scrambler	brouilleur	0.417	0.550	0.444
scrambling	brouiller	0.421	0.810	0.731
scrap	ferraille	0.156	0.339	0.173
scrapbook	scrapbook	0.562	0.274	0.432
scrape	gratter	0.365	0.615	0.384
scrapie	tremblante	0.306	0.706	0.231
scraping	grattage	0.265	0.479	0.305
scrappy	décousu	0.301	0.375	0.406
scratch	rayure	0.276	0.625	0.270
scratchy	rêche	0.235	0.610	0.436
scrawny	maigre	0.276	0.422	0.245
scream	crier	0.188	0.863	0.594
screamer	screamer	0.156	0.670	0.392
screaming	en hurlant	0.245	0.901	0.460
screech	hurler	0.214	0.802	0.306
screen	écran	0.670	0.300	0.417
screening	dépistage	0.562	0.570	0.709
screenplay	scénario	0.500	0.406	0.518
screenwriter	scénariste	0.571	0.500	0.712
screw	vis	0.385	0.460	0.377
screwball	cinglé	0.271	0.680	0.505
screwdriver	Tournevis	0.520	0.519	0.439
