Word	Bengali-bn	Valence	Arousal	Dominance
uncontested	প্রতিদ্বন্দ্বিতাহীন	0.510	0.471	0.689
uncontrollable	উদ্দাম	0.265	0.790	0.626
uncontrolled	অবশ	0.188	0.891	0.544
unconventional	রীতিবিরুদ্ধ	0.177	0.509	0.288
unconvinced	অপ্রত্যয়িত	0.409	0.458	0.228
unconvincing	আস্থা রাখতে পারেনি	0.190	0.532	0.144
uncooked	অসিদ্ধ	0.312	0.321	0.241
uncooperative	অসহযোগী	0.250	0.422	0.246
uncorrelated	সম্পর্কহীন	0.333	0.327	0.316
uncouth	অপরিচিত	0.080	0.761	0.350
uncover	উন্মোচন	0.771	0.552	0.648
uncritical	সমালোচনাকর নহে এমন	0.480	0.367	0.412
uncut	আকাটা	0.448	0.422	0.278
undead	আনডেড	0.367	0.635	0.406
undecided	অমীমাংসিত	0.286	0.433	0.127
undefeated	অপরাজিত	0.833	0.752	0.825
undefined	অনির্দিষ্ট	0.260	0.418	0.350
undeniable	অনস্বীকার্য	0.552	0.473	0.778
underage	কম বয়স	0.469	0.461	0.300
underbelly	আঘাতপ্রবণ	0.406	0.423	0.361
undercover	চোরাগোপ্তা	0.388	0.627	0.483
undercurrent	অন্ত: প্রবাহ	0.357	0.582	0.520
underdog	নিয়ত লাঁজিত ব্যক্তি	0.250	0.410	0.226
underestimate	অবমূল্যায়ন	0.413	0.464	0.193
undergo	ভুগা	0.398	0.554	0.339
undergraduate	অস্নাতক	0.583	0.500	0.559
underground	ভূগর্ভস্থ	0.396	0.455	0.452
underhanded	underhanded	0.188	0.415	0.527
underlay	নিচে স্থাপন করা	0.521	0.365	0.458
underlie	আচার-ব্যবহার করা	0.323	0.378	0.275
underline	আনডারলাইন করা	0.480	0.412	0.509
underlying	নিম্নাবস্থিত	0.480	0.445	0.452
undermine	অধোদেশ খনন করা	0.316	0.491	0.413
undermined	কমিয়ে	0.365	0.409	0.394
underneath	নিম্নদেশে	0.450	0.265	0.158
underpaid	এখনও কম মজুরী	0.146	0.413	0.209
underpants	আন্ডারপ্যান্ট	0.448	0.473	0.276
underprivileged	দুঃস্থ	0.167	0.449	0.172
underrated	আন্ডাররেটেড	0.208	0.520	0.333
underscore	আন্ডারস্কোর	0.375	0.275	0.306
undersea	অন্ত: সাগরীয়	0.545	0.490	0.425
undersecretary	সহকারীর অধীনস্থ	0.459	0.377	0.594
undersized	খর্বাকৃতির	0.316	0.425	0.298
understaffed	কর্মীর অভাবযুক্ত	0.148	0.444	0.302
understand	বোঝা	0.760	0.374	0.643
understandable	বোধগম্য	0.776	0.363	0.566
understanding	বোধশক্তি	0.865	0.304	0.689
understatement	ন্যূনোক্তি	0.347	0.480	0.473
understood	বোঝা	0.780	0.441	0.686
understudy	উপস্থিতির	0.378	0.402	0.420
undertake	দায়িত্বগ্রহণ করা	0.796	0.702	0.754
undertaker	গঙ্গাপুত্র	0.363	0.696	0.611
undertaking	প্রতিশ্রুতি	0.667	0.530	0.696
undertow	undertow	0.327	0.639	0.231
underwear	আন্ডারওয়্যার	0.610	0.546	0.375
underwood	বনজঙ্গল	0.510	0.453	0.510
underworld	অধোলোক	0.177	0.676	0.613
underwrite	স্বাক্ষর করা	0.416	0.520	0.423
underwriter	নিম্নস্থ কেরানী	0.571	0.327	0.620
undeserved	অযাচিত	0.219	0.552	0.283
undesirable	অকাম্য	0.177	0.644	0.260
undesired	অনভিপ্রেত	0.156	0.441	0.235
undetectable	সনাক্তকরণের অযোগ্য	0.438	0.539	0.604
undetected	ধরা পড়েনি	0.224	0.304	0.268
undetermined	অনির্ধারিত	0.265	0.256	0.353
undeveloped	অপরিণত	0.292	0.330	0.254
undignified	অসম্ভ্রান্ত	0.122	0.627	0.308
undirected	undirected	0.330	0.417	0.310
undisclosed	অপ্রকাশিত	0.479	0.361	0.314
undiscovered	অনাবিষ্কৃত	0.438	0.347	0.261
undisputed	নির্বিবাদ	0.646	0.588	0.673
undisturbed	নির্বিঘ্ন	0.725	0.287	0.434
undivided	অবিভক্ত	0.510	0.380	0.490
undo	বাতিল করা	0.365	0.444	0.349
undoing	সর্বনাশের কারণ	0.219	0.452	0.298
undoubted	সন্দেহাতীত	0.592	0.461	0.740
undress	সাধারণ পোশাক	0.438	0.900	0.336
undressed	অসংবৃত	0.375	0.755	0.356
undue	অযৌক্তিক	0.156	0.573	0.318
undying	অক্ষয়	0.708	0.500	0.773
unearned	অনর্জিত	0.177	0.340	0.213
unearth	মৃত্তিকা খুঁড়িয়া তোলা	0.427	0.635	0.545
uneasiness	অস্বস্তি	0.190	0.798	0.241
uneasy	অস্থির	0.115	0.598	0.349
uneducated	অশিক্ষিত	0.177	0.350	0.246
unemployed	বেকার	0.094	0.481	0.230
unemployment	বেকারি	0.094	0.400	0.297
unencumbered	ভারমুক্ত	0.604	0.280	0.472
unending	বিরামহীন	0.385	0.519	0.454
unequal	অসম	0.118	0.433	0.202
unequalled	অতুলনীয়	0.562	0.470	0.769
unequivocal	দ্ব্যর্থহীন	0.604	0.415	0.615
unequivocally	দ্ব্যর্থহীনভাবে	0.521	0.668	0.554
unethical	অনৈতিক	0.104	0.433	0.269
uneven	অমসৃণ	0.125	0.457	0.240
uneventful	উল্লেখযোগ্য ঘটনাহীন	0.510	0.343	0.410
unexpected	অপ্রত্যাশিত	0.500	0.720	0.333
unexpectedly	অপ্রত্যাশিতভাবে	0.354	0.759	0.462
unexplainable	অবর্ণনীয়	0.260	0.448	0.610
unexplained	অব্যাখ্যাত	0.271	0.531	0.349
unexplored	অনাবিষ্কৃত	0.401	0.640	0.388
unfailing	অফুরান	0.625	0.635	0.594
unfair	অন্যায্য	0.173	0.472	0.190
unfairness	পক্ষপাতদুষ্টতা	0.170	0.817	0.336
unfaithful	অবিশ্বস্ত	0.031	0.806	0.298
unfamiliar	অপরিচিত	0.219	0.558	0.273
unfavorable	প্রতিকূল	0.133	0.450	0.232
unfeeling	অনুভূতিহীন	0.235	0.377	0.345
unfettered	কারামুক্ত	0.569	0.650	0.586
unfinished	অসমাপ্ত	0.188	0.368	0.264
unfit	অযোগ্য	0.250	0.368	0.185
unflinching	অপ্রতিহত	0.667	0.606	0.882
unfold	বিছান	0.612	0.510	0.520
unfollow	অনুসরণ মুক্ত	0.281	0.337	0.293
unforeseen	অভাবিত	0.255	0.714	0.500
unforgettable	অবিস্মরণীয়	0.833	0.561	0.660
unforgivable	ক্ষমার অযোগ্য	0.276	0.743	0.490
unforgiving	ক্ষমাহীন	0.406	0.630	0.793
unfortunate	দুর্ভাগা	0.073	0.487	0.195
unfortunately	দুর্ভাগ্যবশত	0.104	0.494	0.281
unfounded	ভিত্তিহীন	0.271	0.520	0.410
unfreeze	unfreeze	0.458	0.297	0.375
unfriendly	অনাত্মীয়	0.173	0.670	0.458
unfulfilled	অপরিটুষ্ত	0.184	0.426	0.268
unfurnished	আসবাবহীন	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ধর্মবিরোধী	0.296	0.423	0.388
ungrateful	অকৃতজ্ঞ	0.219	0.461	0.275
unguarded	অসতর্ক	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	অসুখ	0.083	0.630	0.222
unhappy	অসুখী	0.112	0.500	0.155
unharmed	অক্ষত	0.740	0.378	0.491
unhealthy	অস্বাস্থ্যকর	0.115	0.549	0.214
unheard	অশ্রুত	0.344	0.539	0.500
unhelpful	অকেজো	0.104	0.320	0.118
unhindered	নিরঙ্কুশ	0.729	0.441	0.725
unholy	অপবিত্র	0.327	0.560	0.445
unhook	হুক খুলিয়া ফেলা	0.375	0.592	0.310
unicorn	Unicorn	0.776	0.510	0.480
unidentified	অজ্ঞাত পরিচয়	0.385	0.361	0.199
unification	একীকরণ	0.688	0.345	0.788
unified	সমন্বিত	0.729	0.439	0.764
uniform	অভিন্ন	0.570	0.245	0.655
uniformed	উর্দি-পরিহিত	0.469	0.519	0.589
uniformity	একরূপতা	0.745	0.353	0.538
uniformly	অবিশেষে	0.625	0.333	0.704
unimaginable	অকল্পনীয়	0.573	0.634	0.589
unimpeachable	অনিন্দ্য	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	গুরুত্বহীন	0.281	0.240	0.175
unimpressed	অপ্রভাবিত	0.198	0.302	0.327
unimproved	অনুন্নত	0.163	0.377	0.144
uninfected	অসংক্রামিত	0.688	0.304	0.389
uninformed	অজ্ঞ	0.156	0.370	0.182
uninhabited	বসতিহীন	0.301	0.230	0.221
uninitiated	অদীক্ষিত	0.271	0.288	0.288
uninspired	অননুপ্রাণিত	0.163	0.243	0.260
unintelligible	অপাচ্য	0.208	0.472	0.283
unintended	অনিচ্ছাকৃত	0.438	0.385	0.349
unintentional	অনিচ্ছাকৃত	0.333	0.538	0.306
unintentionally	অজানতে	0.460	0.490	0.286
uninterested	উদাসীন	0.365	0.240	0.328
uninteresting	নীরস	0.153	0.235	0.228
uninterrupted	নিরবচ্ছিন্ন	0.500	0.434	0.527
uninvited	অনাহূত	0.090	0.385	0.307
union	মিলন	0.854	0.226	0.766
unique	অনন্য	0.823	0.347	0.661
unisex	নরনারীনির্বিশেষে পরিধেয়	0.492	0.417	0.417
unison	মিশ	0.510	0.439	0.583
unit	একক	0.562	0.235	0.578
unitary	ঐকিক	0.531	0.239	0.641
unite	ঐক্যবদ্ধ	0.781	0.375	0.610
united	একজোট	0.781	0.431	0.783
unity	ঐক্য	0.837	0.288	0.658
universal	সার্বজনীন	0.802	0.417	0.833
universality	বিশ্বজনীনতা	0.796	0.410	0.840
universe	বিশ্ব	0.694	0.454	0.839
university	বিশ্ববিদ্যালয়	0.735	0.574	0.741
unjust	অন্যায্য	0.115	0.625	0.278
unjustifiable	অসমর্থনীয়	0.115	0.596	0.394
unjustified	অহেতুক	0.288	0.541	0.314
unkind	ক্ষমাহীন	0.135	0.409	0.310
unknowable	অজ্ঞেয়	0.347	0.540	0.396
unknown	অজানা	0.357	0.450	0.204
unlawful	বেআইনী	0.094	0.759	0.402
unleash	ছাড়িয়া দেত্তয়া	0.479	0.775	0.559
unlicensed	অনধিকার	0.306	0.574	0.196
unlike	অসদৃশ	0.439	0.439	0.418
unlikely	অসম্ভাব্য	0.271	0.293	0.245
unlimited	সীমাহীন	0.750	0.623	0.679
unlisted	তালিকাবহির্ভূত	0.365	0.265	0.218
unload	মাল খালাস করা	0.656	0.639	0.573
unloaded	unloaded	0.469	0.380	0.331
unlock	আনলক	0.582	0.442	0.592
unlucky	হতভাগ্য	0.073	0.395	0.198
unmanageable	নিয়ন্ত্রণের অসাধ্য	0.177	0.666	0.482
unmanned	জনহীন	0.235	0.441	0.324
unmarked	অচিহ্নিত	0.416	0.294	0.433
unmarried	অবিবাহিত	0.438	0.480	0.545
unmask	মুখোশ খুলিয়া ফেলা	0.323	0.690	0.520
unmatched	প্রতিদ্বন্দ্বিহীন	0.776	0.536	0.771
unmistakable	সন্দেহাতীত	0.602	0.571	0.765
unmitigated	অপ্রশমিত	0.649	0.427	0.422
unmoved	অবিচল	0.184	0.355	0.360
unnamed	নামহীন	0.316	0.189	0.284
unnatural	অপ্রাকৃত	0.153	0.587	0.434
unnecessary	অপ্রয়োজনীয়	0.219	0.358	0.190
unneeded	অপ্রয়োজনীয়	0.177	0.375	0.245
unnoticed	অলক্ষিত	0.302	0.440	0.260
unnumbered	অগণিত	0.406	0.255	0.331
unobserved	অলক্ষিত	0.398	0.255	0.257
unobstructed	অনিরুদ্ধ	0.583	0.440	0.573
unobtrusive	বিচক্ষণ	0.447	0.327	0.402
unoccupied	অনধিকৃত	0.258	0.245	0.412
unofficial	বেসরকারী	0.260	0.302	0.255
unopened	অনুদ্ঘাটিত	0.542	0.340	0.265
unopposed	বাধাহীন	0.615	0.375	0.537
unordered	unordered	0.224	0.482	0.190
unorganised	অসংগঠিত	0.250	0.500	0.212
unorganized	অসংগঠিত	0.260	0.657	0.173
unorthodox	প্রচলিত নিয়মানুযায়ী নহে এমন	0.340	0.480	0.441
unpack	মোড়ক খোলা	0.531	0.528	0.445
unpaid	অবৈতনিক	0.300	0.413	0.365
unparalleled	অনুপম	0.708	0.306	0.538
unpleasant	অপ্রীতিকর	0.122	0.612	0.185
unpleasantness	সম্ভাবহীনতা	0.062	0.724	0.264
unplug	unplug	0.239	0.441	0.404
unplugged	সংযুক্ত	0.367	0.375	0.318
unpopular	জনসাধারণের অপ্রি়	0.073	0.441	0.164
unprecedented	অভূতপূর্ব	0.500	0.491	0.658
unpredictable	অনিশ্চিত	0.429	0.769	0.515
unprepared	অপ্রস্তুত	0.204	0.450	0.152
unpretentious	বিনয়ী	0.510	0.296	0.410
unproductive	অফলা	0.100	0.324	0.237
unprofessional	অ -পেশাদারী	0.042	0.370	0.170
unprofitable	লাভহীন	0.163	0.376	0.217
unprotected	অরক্ষিত	0.150	0.582	0.197
unproven	অপ্রমাণিত	0.296	0.427	0.216
unprovoked	অনর্থক	0.565	0.327	0.385
unpublished	অপ্রকাশিত	0.406	0.480	0.481
unpunished	শাস্তি দেত্তয়া হয় হাই এমন	0.292	0.594	0.519
unqualified	অযোগ্য	0.170	0.433	0.173
unquestionable	অবিসন্বাদিত	0.469	0.450	0.843
unquestionably	নিঃসন্দেহে	0.500	0.630	0.750
unquestioned	অক্ষুণ্ণ	0.562	0.509	0.746
unquote	উদ্ধতি শেষ করা	0.388	0.363	0.517
unravel	পাক খুলা	0.378	0.598	0.455
unreachable	অনধিগম্য	0.208	0.679	0.557
unread	অপঠিত	0.458	0.240	0.214
unreal	অবাস্তব	0.173	0.431	0.296
unrealistic	অবাস্তব	0.229	0.500	0.245
unreasonable	অযৌক্তিক	0.115	0.702	0.264
unrecorded	অনিবনি্ধত	0.241	0.351	0.350
unregistered	রেজিষ্টারী করা হয় নাই এমন	0.255	0.337	0.266
unregulated	সংযমহীন	0.344	0.454	0.421
unrelated	সম্পর্কহীন	0.302	0.270	0.264
unrelenting	অকরূণ	0.500	0.790	0.875
unreliable	অবিশ্বস্ত	0.108	0.480	0.240
unremarkable	অনুল্লেখ্য	0.271	0.155	0.230
unrepentant	অননুতপ্ত	0.240	0.445	0.413
unrequited	প্রতিদানহীন	0.143	0.441	0.179
unresolved	অমীমাংসিত	0.135	0.441	0.173
unresponsive	ক্ষমাহীন	0.108	0.282	0.244
unrest	অশান্তি	0.102	0.577	0.231
unrestrained	অসংযত	0.385	0.775	0.627
unrestricted	অবাধ	0.698	0.458	0.644
unromantic	আটপৌরে	0.208	0.316	0.307
unruly	অবশ	0.240	0.745	0.547
unsafe	বিপজ্জনক	0.115	0.562	0.147
unsanitary	মলিন	0.063	0.592	0.269
unsatisfactory	অসন্তোষজনক	0.122	0.520	0.189
unsatisfied	অতৃপ্ত	0.200	0.547	0.241
unsavory	বিস্বাদ	0.071	0.637	0.353
unscathed	অনাহত	0.625	0.308	0.611
unscheduled	অনির্ধারিত	0.312	0.436	0.300
unscientific	অবৈজ্ঞানিক	0.396	0.317	0.321
unscrew	স্ক্রু যাত্তয়া	0.333	0.462	0.396
unscrupulous	বিবেকবর্জিত	0.094	0.727	0.465
unseat	পদচ্যুত	0.229	0.500	0.312
unseen	অদৃশ্য	0.427	0.351	0.421
unselfish	স্বার্থপরতাশূন্য	0.615	0.353	0.377
unsettled	অরাজক	0.208	0.647	0.170
unsightly	কুদর্শন	0.226	0.559	0.373
unsolicited	অযাচিত	0.094	0.339	0.280
unsolved	অসমাধিত	0.146	0.390	0.235
unsophisticated	অকৃত্রিম	0.327	0.491	0.339
unsound	ক্রটিপূর্ণ	0.146	0.222	0.272
unspeakable	অনির্বচনীয়	0.327	0.567	0.393
unspecified	অসূচিত	0.240	0.365	0.165
unspoken	অকথিত	0.177	0.260	0.208
unstable	অস্থিতিশীল	0.167	0.587	0.150
unsteady	অস্থির	0.122	0.500	0.190
unstoppable	থামানো যেত	0.625	0.887	0.862
unsuccessful	ব্যার্থ	0.140	0.318	0.106
unsuitable	অনুপযুক্ত	0.188	0.528	0.300
unsung	অগীত	0.296	0.330	0.314
unsupervised	তত্ত্বাবধান ছাড়াই	0.478	0.481	0.442
unsupported	অসমর্থিত	0.260	0.450	0.221
unsure	অবিশ্বাস্য	0.143	0.580	0.217
unsurpassed	অতুলনীয়	0.694	0.569	0.798
unsuspecting	অসন্দিগ্ধচরিত্র	0.302	0.509	0.413
unsustainable	অস্থিতিশীল	0.255	0.650	0.406
unsweetened	শ্রেণীর চিনি ছাড়া	0.396	0.263	0.300
unsympathetic	সমব্যথাহীন	0.163	0.620	0.281
untamed	অশান্ত	0.429	0.778	0.709
untenable	অসমর্থনীয়	0.143	0.637	0.425
untested	অপরীক্ষিত	0.302	0.296	0.348
unthinkable	অভাবনীয়	0.365	0.480	0.481
untidy	অপরিচ্ছন্ন	0.106	0.610	0.254
untie	আলান	0.542	0.463	0.472
untimely	অসময়ে	0.245	0.676	0.233
untitled	শিরোনামহীন	0.213	0.240	0.240
untold	অনুচ্চারিত	0.240	0.367	0.191
untouchable	অস্পৃশ্য	0.490	0.602	0.683
untouched	অস্পৃষ্ট	0.531	0.276	0.600
untoward	প্রতিকূল	0.122	0.555	0.291
untraceable	হদিশ পাওয়া যাচ্ছে	0.321	0.674	0.574
untrained	গোলা	0.149	0.529	0.282
untranslated	অ-অনুবাদিত	0.271	0.188	0.264
untroubled	নিরূপদ্রব	0.750	0.213	0.653
untrue	অসত্য	0.031	0.500	0.188
untrustworthy	অবিশ্বাসযোগ্য	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	অব্যবহৃত	0.344	0.231	0.234
unusual	অস্বাভাবিক	0.429	0.433	0.361
unusually	অসাধারণভাবে	0.385	0.406	0.358
unutterable	অকথ্য	0.406	0.592	0.538
unveil	প্রকটিত করা	0.439	0.442	0.562
unveiling	অপাবরণ	0.569	0.570	0.675
unverified	যাচাই না	0.214	0.365	0.180
unwanted	অনাবশ্যক	0.177	0.546	0.205
unwarranted	অন্যায্য	0.091	0.500	0.345
unwary	অসাবধান	0.286	0.417	0.402
unwashed	আধোয়	0.365	0.427	0.360
unwavering	অবিচল	0.740	0.630	0.858
unwed	অবিবাহিত	0.541	0.595	0.459
unwelcome	অনভিপ্রেত	0.115	0.480	0.269
unwell	অসুস্থ	0.143	0.640	0.221
unwilling	অনিচ্ছুক	0.302	0.316	0.179
unwillingly	অনিচ্ছায়	0.204	0.548	0.182
unwillingness	অনিচ্ছা	0.204	0.311	0.113
unwind	পোক খোলা	0.837	0.181	0.394
unwise	মূর্খতাপূর্ণ	0.141	0.610	0.304
unwitting	অনিচ্ছাকৃত	0.260	0.526	0.344
unwittingly	অনিচ্ছাকৃতভাবে	0.312	0.510	0.264
unworthy	অযোগ্য	0.194	0.433	0.226
unwrap	মোড়ক খোলা	0.604	0.491	0.557
unwritten	অলিখিত	0.367	0.384	0.272
unyielding	অনমনীয়	0.367	0.806	0.738
unzip	আনজিপ	0.378	0.520	0.538
upbeat	আশাবাদী	0.878	0.531	0.802
upbringing	লালনপালন	0.677	0.490	0.600
upcoming	আসন্ন	0.688	0.460	0.550
update	হালনাগাদ	0.698	0.535	0.802
upgrade	আপগ্রেড	0.786	0.500	0.670
upheaval	উত্ক্ষেপ	0.290	0.830	0.570
uphill	কঠিন	0.396	0.723	0.572
uphold	সমর্থন করা	0.698	0.321	0.561
upholstery	গৃহসজ্জার সামগ্রী	0.592	0.270	0.386
upkeep	সংরক্ষণ	0.590	0.442	0.685
upland	পাহাড়	0.719	0.578	0.607
uplands	উচ্চভূমির	0.615	0.471	0.577
uplift	উন্নয়ন	0.656	0.779	0.771
uplifting	উৎসাহজনক	0.771	0.548	0.605
uplink	আপলিঙ্ক	0.544	0.510	0.595
upload	আপলোড	0.638	0.683	0.696
upper	উচ্চতর	0.740	0.529	0.868
uppercut	আপারকাট	0.410	0.600	0.550
uppity	উন্নাসিক	0.465	0.546	0.417
upright	ন্যায়পরায়ণ	0.667	0.373	0.600
uprising	বিদ্রোহ	0.561	0.777	0.704
uproar	চিল্লাচিল্লি	0.271	0.902	0.462
upscale	, upscale	0.698	0.526	0.846
upset	মর্মাহত	0.071	0.680	0.330
upshot	পরিণতি	0.693	0.490	0.716
upstairs	উপরে	0.663	0.408	0.645
upstanding	সত্	0.851	0.390	0.708
upstart	ভুঁইফোঁড়	0.449	0.500	0.455
uptight	প্রচণ্ড ক্রুদ্ধ	0.184	0.716	0.333
upward	ঊর্ধ্বাভিমুখী	0.792	0.481	0.620
upwards	ঊর্ধ্বে	0.724	0.439	0.638
uranium	ইউরেনিয়াম	0.375	0.580	0.490
urban	শহুরে	0.561	0.528	0.644
urchin	শজারু	0.417	0.510	0.373
urge	চালনা করা	0.418	0.680	0.653
urgency	চাড়া	0.429	0.908	0.543
urgent	জরুরী	0.327	0.918	0.623
urinal	মূত্রধানী	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	মুত্রত্যাগ করা	0.360	0.500	0.353
urination	মূত্রত্যাগ	0.271	0.441	0.232
urine	প্রস্রাব	0.375	0.361	0.169
urn	শবাধার	0.194	0.520	0.295
usable	উপভোগ্য	0.812	0.455	0.611
usage	ব্যবহার	0.646	0.360	0.426
use	ব্যবহার	0.438	0.358	0.409
used	ব্যবহৃত	0.354	0.306	0.287
useful	দরকারী	0.833	0.411	0.726
usefully	থেকে কার্যকররূপে	0.650	0.481	0.760
usefulness	কাজেরতা	0.806	0.519	0.741
useless	বেহুদা	0.052	0.342	0.184
user	ব্যবহারকারী	0.629	0.347	0.442
usher	নকীব	0.521	0.440	0.519
usual	চলিত	0.625	0.221	0.400
usurp	অন্যায়রূপে অধিকার করা	0.125	0.818	0.433
usurped	করায়ত্ত	0.292	0.780	0.438
usury	সুদ	0.344	0.679	0.430
utensil	বর্তন	0.573	0.279	0.383
uterus	জরায়ু	0.551	0.420	0.510
utilitarian	উপযোগবাদী	0.427	0.363	0.639
utility	উপযোগ	0.622	0.400	0.704
utilization	ব্যবহারের	0.562	0.469	0.706
utilize	সদ্ব্যবহার করা	0.694	0.445	0.545
utmost	পরম	0.719	0.740	0.858
utopian	আজগুবি	0.542	0.327	0.552
utter	কহা	0.531	0.422	0.549
utterance	উচ্চারণ	0.542	0.640	0.704
utterly	একদম	0.633	0.440	0.673
vacancy	কর্মখালি	0.643	0.311	0.418
vacant	খালি	0.578	0.220	0.464
vacate	খালি করা	0.357	0.490	0.397
vacation	অবকাশ	0.840	0.490	0.598
vaccination	টিকা	0.530	0.578	0.621
vaccine	টীকা	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	দেহাবয়বে বায়ু বা রসপূর্ণ গহ্বর	0.490	0.406	0.481
vacuous	শূন্য	0.354	0.267	0.304
vacuum	শূন্যস্থান	0.327	0.196	0.134
vagabond	ভবঘুরে	0.384	0.531	0.144
vagina	যোনি	0.551	0.870	0.500
vaginal	যোনি	0.449	0.765	0.420
vagrancy	ভবঘুরেমি	0.219	0.567	0.277
vagrant	ভবঘুরে	0.265	0.548	0.250
vague	অস্পষ্ট	0.271	0.335	0.083
vagueness	অনিশ্চয়	0.150	0.324	0.221
vainly	ব্যর্থ	0.365	0.283	0.169
valance	ঝালর	0.424	0.286	0.371
vale	উপত্যকা	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	ভালেনতৈন্	0.888	0.615	0.510
valet	সাজভৃত্য	0.635	0.406	0.389
valiant	বীর	0.880	0.745	0.904
valid	বৈধ	0.693	0.353	0.565
validate	সত্যতা সমর্থন করা	0.760	0.431	0.745
validation	বৈধতা	0.655	0.460	0.720
validity	বৈধতা	0.646	0.470	0.706
valium	ভ্যালিয়াম	0.419	0.398	0.443
valley	উপত্যকা	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	দামি	0.899	0.547	0.798
valuables	মূল্যবান	0.790	0.625	0.759
valuation	মাননির্ণয়	0.615	0.480	0.795
value	মান	0.875	0.582	0.802
valve	কপাটক	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	রক্তচোষা	0.310	0.794	0.566
vampire	রক্তচোষা	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	ভানড্ল	0.135	0.792	0.473
vandalism	ভানড্লীসম্	0.083	0.904	0.509
vane	পাখা	0.561	0.280	0.231
vanguard	অগ্রদূত	0.693	0.640	0.780
vanilla	ভ্যানিলা	0.706	0.216	0.284
vanish	বিলুপ্ত করা	0.236	0.480	0.347
vanished	বিলুপ্ত	0.208	0.566	0.255
vanishing	অন্তর্ধান	0.292	0.550	0.322
vanity	অসারত্ব	0.260	0.540	0.439
vanquish	পটকান	0.708	0.760	0.804
vanquished	পরাজিত	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	সুবিধাজনক অবস্থান	0.740	0.632	0.788
vapor	বাষ্প	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	পরিবর্তনশীল	0.620	0.407	0.400
variance	অনৈক্য	0.540	0.405	0.509
variation	পরিবর্তন	0.635	0.561	0.406
variations	বৈচিত্র	0.458	0.548	0.353
varicella	জলবসন্ত	0.184	0.593	0.314
varicose	স্থায়িভাবে স্ফীত বা বর্ধিত	0.235	0.462	0.368
varied	বিভিন্ন	0.604	0.701	0.472
variegated	নানাবর্ণ	0.398	0.549	0.406
variety	বৈচিত্র্য	0.714	0.472	0.598
various	বিভিন্ন	0.500	0.296	0.342
varmint	দুষ্ট প্রাণী	0.417	0.500	0.411
varnish	বার্নিশ	0.448	0.353	0.361
varsity	বিশ্ববিদ্যালয়	0.710	0.594	0.670
vary	বিভিন্ন করা	0.521	0.373	0.413
varying	অসমজ্ঞ্জস	0.552	0.471	0.385
vascular	সংবহনতান্ত্রিক	0.516	0.451	0.627
vase	দানি	0.638	0.225	0.215
vasectomy	vasectomy	0.208	0.663	0.431
vassal	সামন্ত	0.417	0.525	0.196
vast	সুবিশাল	0.520	0.535	0.545
vat	ভাঁটি	0.333	0.491	0.509
vaudeville	বিচিত্রানুষ্ঠান	0.490	0.471	0.472
vault	খিলান	0.490	0.378	0.644
vaulted	খিলানযুক্ত	0.417	0.460	0.542
vaulting	ধনুকাকৃতি ছাদ	0.510	0.323	0.520
veal	বাছুরের মাংস	0.438	0.337	0.410
vector	ভেক্টর	0.538	0.308	0.482
veer	ঢিলা করা	0.469	0.430	0.338
vega	Vega	0.510	0.333	0.434
vegan	ভেজান	0.490	0.226	0.357
vegetable	শাকসবজি	0.551	0.120	0.289
vegetarian	নিরামিষ	0.562	0.255	0.407
vegetarianism	নিরামিষভোজন	0.510	0.269	0.407
vegetation	গাছপালা	0.740	0.177	0.500
vegetative	জায়মান	0.500	0.270	0.351
veggie	Veggie	0.602	0.245	0.409
vehement	প্রচণ্ড	0.500	0.500	0.575
vehicle	বাহন	0.641	0.565	0.500
veil	ঘোমটা	0.500	0.235	0.415
veiled	অবগুণ্ঠিত	0.370	0.317	0.324
vein	শিরা	0.347	0.373	0.318
veined	শিরাযুক্ত	0.487	0.459	0.294
vellum	ঝোঁকমাত্র	0.500	0.349	0.321
velocity	বেগ	0.673	0.769	0.783
velour	মখমলতুল্য বস্ত্রবিশেষ	0.670	0.292	0.412
velvet	মখমল	0.663	0.226	0.304
velvety	মখলের পোশাকপরিহিত	0.677	0.343	0.493
vena	গর্ত	0.500	0.315	0.345
vendetta	জাতিবৈর	0.198	0.784	0.583
vending	ভেন্ডিং	0.417	0.565	0.549
vendor	বিক্রেতা	0.541	0.541	0.627
veneer	পাতলা তক্তার আবরণ	0.490	0.265	0.289
venerable	প্রবীণ	0.708	0.369	0.600
veneration	শ্রদ্ধা	0.745	0.650	0.712
