Word	Somali-so	Valence	Arousal	Dominance
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	iftiin	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	dhalaalaya	0.885	0.673	0.812
shiny	dhalaalaya	0.885	0.604	0.787
ship	markab	0.646	0.500	0.439
shipment	shixnad	0.582	0.440	0.452
shipping	maraakiibta	0.622	0.327	0.443
shipshape	markabka	0.594	0.480	0.474
shipwreck	Doonta	0.268	0.768	0.373
shipyard	Markabka	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	shirt	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	shaki la'aan	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	shiver	0.260	0.765	0.236
shivering	qulqulaya	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	shoog	0.286	0.821	0.453
shocked	yaabay	0.292	0.773	0.375
shocker	shucuur	0.235	0.804	0.616
shocking	naxdin leh	0.378	0.853	0.833
shockingly	naxdin leh	0.510	0.924	0.721
shoddy	qoryaha	0.082	0.463	0.179
shoe	kabo	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	kabaha	0.729	0.324	0.210
shoeshine	duufaan	0.392	0.387	0.325
shook	ruxay	0.163	0.759	0.509
shoot	toogasho	0.092	0.926	0.625
shooter	rasaastu	0.224	0.814	0.774
shooting	toogasho	0.276	0.931	0.602
shootout	toogasho	0.080	0.927	0.615
shop	dukaanka	0.725	0.632	0.565
shopkeeper	dukaanka	0.677	0.510	0.730
shoplifter	dukaanka	0.167	0.830	0.500
shoplifting	dukaanka	0.152	0.833	0.441
shopper	dukaanka	0.646	0.615	0.741
shopping	dukaamaysiga	0.915	0.445	0.630
shore	xeebta	0.542	0.304	0.204
shoreline	xeebta	0.677	0.296	0.529
shorn	dildillaac	0.396	0.415	0.400
short	gaaban	0.184	0.264	0.237
short story	Sheeko Gaaban	0.697	0.321	0.348
shortage	yaraanta	0.094	0.455	0.198
shortcake	gaaban	0.677	0.359	0.398
shortcoming	gaabin	0.195	0.370	0.258
shortcut	gaaban	0.594	0.308	0.426
shorten	gaaban	0.302	0.382	0.460
shortening	yareynta	0.286	0.333	0.385
shorthand	shorthand	0.459	0.450	0.461
shortly	dhowaan	0.582	0.310	0.360
shortness	gaaban	0.459	0.280	0.272
shorts	gaaban	0.622	0.481	0.287
shortstop	gaaban	0.418	0.529	0.450
shortwave	gaaban	0.460	0.271	0.368
shot	toogasho	0.144	0.750	0.569
shotgun	shotgun	0.200	0.868	0.684
shoulder	garabka	0.562	0.286	0.406
shout	qaylada	0.229	0.925	0.444
shove	qoryaha	0.306	0.690	0.602
shovel	majarafad	0.427	0.308	0.267
shoveling	shooleling	0.265	0.620	0.537
show	muuji	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	riwaayadaha	0.618	0.625	0.509
showcase	showcase	0.521	0.255	0.415
showdown	muujinta	0.302	0.950	0.692
shower	qubeyska	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	muujinaya	0.622	0.540	0.491
showoff	muuqaalka	0.344	0.598	0.463
showroom	bandhigga	0.740	0.441	0.536
showy	sharaf leh	0.698	0.657	0.661
shrapnel	isweydaarsi	0.240	0.740	0.681
shred	burburin	0.224	0.750	0.627
shrew	gareeyay	0.306	0.463	0.390
shrewd	jaahil ah	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	qoyaan	0.312	0.721	0.640
shrimp	gawaarida	0.571	0.361	0.425
shrine	hudheello	0.802	0.255	0.574
shrink	yareeyaa	0.385	0.453	0.272
shrinking	yaraynta	0.190	0.400	0.217
shrivel	qalooca	0.160	0.409	0.143
shroud	dildillaac	0.417	0.457	0.389
shrub	geedaha	0.531	0.340	0.340
shrubbery	jeexan	0.490	0.267	0.332
shrug	gooyaa	0.208	0.296	0.278
shrunk	hoos u dhacay	0.163	0.354	0.218
shrunken	hoos u dhac	0.500	0.373	0.221
shudder	shudder	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shakhsiyeed	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	diidday	0.271	0.464	0.367
shunt	shuntu	0.312	0.500	0.470
shut	xiro	0.240	0.352	0.311
shutdown	Bakhtii	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	xirmo	0.191	0.380	0.482
shuttle	gawaarida	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	xishood	0.280	0.153	0.132
shyness	xishood	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	walaalaha	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	jiran	0.104	0.431	0.136
sickbay	xanaaqa	0.296	0.510	0.345
sicken	xanuunsan	0.051	0.500	0.294
sickening	xanuun	0.074	0.618	0.259
sickle	bukaanka	0.427	0.585	0.370
sickly	jiran	0.188	0.550	0.191
sickness	jirro	0.094	0.704	0.288
side	dhinaca	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	daaqada	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideed	0.440	0.382	0.517
sideshow	Sideshow	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	socodka	0.479	0.192	0.348
sideways	jidadka	0.788	0.245	0.291
sidewinder	socodka	0.500	0.500	0.439
siege	go'doomin	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	shaandho	0.459	0.250	0.333
sift	ka baxa	0.542	0.412	0.461
sifting	isdaba-joog	0.571	0.469	0.474
sigh	taahid	0.469	0.387	0.273
sight	aragga	0.684	0.250	0.528
sighting	aragtida	0.582	0.560	0.627
sightseeing	meelaha wax lagu daawado	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	saxiix	0.620	0.481	0.397
signal	signalka	0.615	0.417	0.464
signature	saxiixa	0.570	0.422	0.657
significance	muhiimada	0.820	0.460	0.644
significant	muhiim ah	0.827	0.649	0.786
signification	calaamadeynta	0.583	0.337	0.530
signify	calaamadee	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	aamusnaanta	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	aamusnaan	0.469	0.125	0.280
silently	aamusnaan	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	silicon	0.439	0.448	0.445
silicone	silikoon	0.480	0.340	0.333
silk	silc	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	dareenka	0.327	0.368	0.192
silly	nacas	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	lacag	0.684	0.451	0.615
silverware	koobab	0.663	0.365	0.409
silvery	silvery	0.543	0.460	0.517
similar	isku mid ah	0.562	0.250	0.423
similarity	isku mid ah	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	isku kari	0.650	0.293	0.393
simmering	isku dhejinta	0.382	0.613	0.412
simple	fudud	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	fududee	0.429	0.144	0.358
simplicity	fududayn	0.667	0.250	0.337
simplify	fududee	0.565	0.347	0.602
simplistic	fududayn	0.490	0.245	0.391
simply	sifudud	0.535	0.148	0.393
simulate	simulate	0.551	0.375	0.417
simulated	simulated	0.500	0.461	0.356
simulating	simulating	0.552	0.462	0.481
simulation	jilicsanaanta	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	isku mar	0.691	0.577	0.554
simultaneously	isku mar	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	daacad ah	0.918	0.265	0.725
sincerity	daacadnimo	0.908	0.351	0.686
sinful	dembi leh	0.143	0.788	0.417
sing	heeso	0.858	0.606	0.420
singer	Fanaan	0.802	0.735	0.628
singing	heeso	0.885	0.594	0.528
single	hal	0.291	0.354	0.259
singly	keligood	0.553	0.354	0.466
singular	keli	0.610	0.302	0.482
singularity	midnimo	0.582	0.348	0.654
singularly	si sax ah	0.571	0.330	0.527
sinister	niyadjab	0.125	0.896	0.581
sink	dejiso	0.375	0.439	0.322
sinker	dejiyaha	0.302	0.557	0.538
sinking	dejinta	0.135	0.439	0.342
sinner	dembiile	0.237	0.667	0.356
sinning	dembi	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	Kale	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	bacaha	0.469	0.349	0.377
sir	ereyga	0.622	0.306	0.778
sire	iwm	0.854	0.452	0.808
siren	siren	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	Sissy	0.333	0.562	0.232
sister	walaashaa	0.916	0.324	0.562
sisterhood	walaashiis	0.837	0.415	0.696
sit	fadhiiso	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	goobta	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	boodh	0.656	0.429	0.404
sitting	fadhiya	0.561	0.146	0.353
situate	situate	0.510	0.310	0.483
situated	meel ku taal	0.542	0.231	0.543
situation	xaaladda	0.531	0.387	0.600
six	lix	0.500	0.154	0.271
sixpence	lixdaas	0.469	0.417	0.463
sixteen	lix iyo toban	0.583	0.290	0.324
sixth	lixaad	0.521	0.275	0.366
sixty	lixdan	0.694	0.240	0.433
sizable	weyn	0.727	0.337	0.657
size	cabbirka	0.531	0.336	0.569
sizzle	qafiif	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	barafka	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	qalfoofka	0.306	0.558	0.318
skeleton	qalfoofka	0.183	0.464	0.343
skeptic	shaki	0.135	0.440	0.500
skeptical	shaki	0.207	0.500	0.452
skepticism	shaki	0.229	0.480	0.582
sketch	sawir	0.704	0.276	0.420
sketching	sawir	0.729	0.327	0.400
sketchy	muuqaal ah	0.333	0.479	0.241
skewed	murugaysan	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	Ski	0.684	0.670	0.471
skid	taraarax	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	shiil	0.479	0.375	0.472
skiing	skiing	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	xirfad	0.847	0.701	0.833
skilled	xirfad leh	0.886	0.614	0.929
skillet	skillet	0.510	0.296	0.345
skillful	xirfad leh	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	iskutallaab	0.302	0.349	0.208
skin	maqaarka	0.569	0.350	0.395
skinny	maqaarka	0.333	0.333	0.298
skip	ka bood	0.458	0.804	0.439
skipper	kabtanka	0.440	0.577	0.692
skirmish	iskuday	0.290	0.640	0.474
skirt	dharka	0.602	0.463	0.226
skirting	maro	0.449	0.529	0.386
skirts	tiknoolaji	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	iskudubarid	0.156	0.815	0.172
skull	dhakada	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	samada	0.958	0.234	0.401
skylight	dusha sare	0.708	0.314	0.343
skyline	cirka	0.592	0.412	0.662
skyscraper	quruxda badan	0.622	0.696	0.798
slab	xargaha	0.398	0.265	0.264
slack	gooyay	0.521	0.283	0.446
slag	jeex	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	qarsoodi ah	0.184	0.604	0.454
slanderous	qarsoodi ah	0.057	0.800	0.337
slang	kala duwan	0.479	0.418	0.491
slant	fadlan	0.469	0.396	0.536
slap	xoqin	0.100	0.804	0.518
slash	xoqan	0.260	0.500	0.509
slashes	jeexjeexyada	0.330	0.328	0.410
slate	xayeysiin	0.531	0.283	0.431
slates	xayeysiin	0.500	0.270	0.342
slaughter	la gowraco	0.052	0.953	0.602
slaughterhouse	gooynta	0.146	0.794	0.472
slaughtering	gawaarida	0.133	0.947	0.714
slave	addoonto	0.171	0.795	0.151
slavery	addoonsiga	0.052	0.783	0.218
slay	dilaan	0.133	0.920	0.585
slayer	dilka	0.041	0.930	0.661
sleaze	dillaacaya	0.312	0.538	0.405
sleazy	lumay	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	xakamaynta	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	boobka	0.449	0.479	0.482
sleek	jilicsan	0.750	0.484	0.643
sleep	hurdo	0.719	0.090	0.339
sleeper	hurdo	0.640	0.154	0.254
sleeping	hurdada	0.704	0.091	0.312
sleepless	hurdo la'aan	0.213	0.410	0.207
sleeplessness	hurdo la'aan	0.104	0.604	0.202
sleepover	hurdada	0.815	0.519	0.340
sleepy	hurdo	0.604	0.125	0.250
sleepyhead	hurdo la'aan	0.327	0.350	0.294
sleet	qabow	0.410	0.355	0.395
sleeve	xabbad	0.531	0.270	0.273
sleeveless	jilbaha	0.638	0.290	0.200
sleigh	qoorta	0.742	0.551	0.396
sleight	cabudhin	0.719	0.677	0.379
slender	caato ah	0.812	0.548	0.664
sleuth	hurut	0.460	0.633	0.676
slice	fadlan	0.583	0.375	0.303
slick	gabbasho	0.388	0.383	0.349
slicker	xargaha	0.727	0.387	0.519
slide	ku dheji	0.615	0.435	0.432
slider	xawaaraha	0.585	0.491	0.518
sliding	gawaarida	0.356	0.730	0.491
slight	wax yar	0.521	0.240	0.155
slight anticipation	rajo yar	0.562	0.490	0.445
slight disgust	nacayb yar	0.156	0.578	0.318
slight surprise	yaab leh	0.677	0.746	0.557
slight trust	kalsooni yar	0.306	0.400	0.245
slightly	wax yar	0.470	0.274	0.255
slightly negative	wax yar oo taban	0.190	0.472	0.259
slightly positive	waxoogaa wanaagsan	0.792	0.480	0.567
slim	slim	0.562	0.180	0.296
slime	jilicsan	0.300	0.370	0.183
slimy	jilicsan	0.177	0.500	0.309
sling	xoqin	0.417	0.423	0.404
slingshot	xoqan	0.323	0.654	0.474
slink	jeexi	0.460	0.546	0.314
slinky	jahwareer	0.400	0.637	0.603
slip	qashin	0.316	0.714	0.321
slipper	xargaha	0.635	0.298	0.245
slippers	xargaha	0.573	0.413	0.236
slippery	sariirta	0.219	0.740	0.343
slit	fadlan	0.406	0.490	0.366
sliver	sheyga	0.388	0.347	0.291
slob	fadlan	0.275	0.365	0.300
slobber	xakameyn	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	xayiraad	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	jiirada	0.347	0.438	0.279
sloppy	jilicsan	0.303	0.441	0.183
slot	booska	0.469	0.337	0.337
sloth	caajis	0.198	0.140	0.125
slouch	jilicsan	0.365	0.450	0.328
slough	iska daa	0.265	0.390	0.200
slow	gaabis ah	0.357	0.073	0.131
slowly	si tartiib ah	0.427	0.185	0.295
slowness	liidata	0.302	0.212	0.191
sludge	dhoobada	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	qaboojiyaha	0.458	0.500	0.518
sluggish	jilicsan	0.224	0.124	0.155
sluice	duufaan	0.427	0.520	0.365
slum	xumbo	0.292	0.528	0.302
slumber	jiifsan	0.592	0.191	0.426
slump	yareeyaa	0.194	0.438	0.130
slur	gabbasho	0.115	0.814	0.427
slurp	jilicsan	0.540	0.528	0.411
slush	riix	0.427	0.283	0.296
slut	gaabin	0.071	0.808	0.309
slutty	gardarro	0.224	0.810	0.371
sly	aad u	0.573	0.690	0.750
smack	dharbaaxo	0.323	0.662	0.381
small	yar yar	0.542	0.205	0.120
smaller	yar yar	0.300	0.310	0.179
smallest	ugu yar	0.281	0.340	0.129
smallpox	furuqa	0.156	0.583	0.222
smart	xikmad	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	xaasidnimo	0.673	0.510	0.848
smash	garaacaan	0.195	0.692	0.530
smashed	burburay	0.143	0.660	0.256
smattering	smattering	0.448	0.460	0.500
smear	smear	0.230	0.433	0.400
smell	urin	0.510	0.520	0.330
smelling	urta	0.458	0.481	0.349
smelly	dhadhan	0.100	0.528	0.245
smelt	dhoobo	0.333	0.441	0.345
smidgen	santuuqa	0.367	0.385	0.357
smile	dhoola cadeyn	0.906	0.598	0.618
smiled	la dhoola tiray	0.949	0.530	0.536
smiles	qosolka	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	oo dhoola cadeynaya	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	garaac	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	la garaacay	0.153	0.760	0.204
smock	dharbaaxo	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	qiiqa	0.188	0.500	0.391
smoker	sigaarka	0.208	0.528	0.311
smokey	sigaarka	0.494	0.462	0.430
smoking	sigaar cabista	0.176	0.557	0.384
smoky	sigaarka	0.459	0.420	0.327
smoldering	smoldering	0.635	0.781	0.764
smooch	garaac	0.796	0.731	0.491
smooth	si siman	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	si habboon	0.821	0.134	0.488
smoothness	sinnaanta	0.833	0.221	0.412
smother	xoqin	0.292	0.685	0.420
smudge	dhadhanka	0.327	0.429	0.245
smug	ku dhufo	0.198	0.552	0.587
smuggle	tahriibin	0.194	0.775	0.570
smuggler	tahriibiye	0.062	0.867	0.645
smuggling	tahriibinta	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	cunto fudud	0.646	0.407	0.345
snacks	cunto fudud	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	jug	0.417	0.250	0.339
snags	yareeyo	0.177	0.721	0.490
snail	qumbaha	0.480	0.104	0.296
snake	abeeso	0.276	0.750	0.549
snakes	masaska	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	xiran	0.344	0.517	0.352
snapper	yareeye	0.417	0.429	0.245
snappy	gabbasho	0.573	0.592	0.418
snapshot	sheyga	0.573	0.578	0.588
snare	dabin	0.229	0.850	0.466
snarl	sariir	0.430	0.787	0.455
snarling	gabbasho	0.312	0.704	0.491
snatch	xakameyn	0.219	0.861	0.691
snatcher	gawaarida	0.122	0.867	0.563
snazzy	dabacsan	0.735	0.370	0.660
sneak	sneak	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	dharbaaxayaal	0.604	0.548	0.349
sneaking	boobka	0.203	0.755	0.545
sneaky	sneaky	0.240	0.740	0.560
sneer	kaftanka	0.133	0.755	0.345
sneeze	hindhiso	0.271	0.442	0.336
sneezing	hindhisada	0.434	0.570	0.345
snicker	qosol	0.708	0.693	0.409
snide	ku dhufo	0.186	0.723	0.455
sniff	qashin	0.396	0.500	0.318
snip	yare	0.417	0.327	0.268
snipe	saaran	0.198	0.915	0.491
sniper	naqshadeeye	0.167	0.870	0.853
snippet	qashinka	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	xoqin	0.300	0.598	0.333
snob	sariir	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	yareey	0.390	0.455	0.446
snooze	gadaal	0.235	0.357	0.282
snore	qashinka	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	santoon	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	sotty	0.180	0.382	0.200
snout	qashinka	0.276	0.385	0.241
snow	barafka	0.667	0.363	0.309
snowball	kubbadda barafka	0.717	0.444	0.321
snowboard	barafka	0.663	0.680	0.511
snowboarder	barafka	0.719	0.754	0.545
snowday	barafka	0.602	0.500	0.440
snowfall	barafka	0.675	0.280	0.455
snowflake	barafka	0.748	0.192	0.260
snowing	barafka	0.586	0.490	0.387
snowmageddon	bilowga barafka	0.375	0.575	0.472
snowman	Snowman	0.776	0.291	0.323
snowplow	barafka	0.449	0.480	0.493
snowstorm	baraf duufaan	0.204	0.833	0.629
snowy	baraf	0.656	0.304	0.357
snub	qaboojin	0.229	0.412	0.228
snubbed	niyad jabay	0.265	0.528	0.279
snuff	baqda	0.357	0.470	0.377
snug	riix	0.867	0.173	0.500
snuggle	qashin	0.781	0.390	0.350
snuggled	la daboolay	0.552	0.439	0.314
snuggles	qashinka	0.670	0.340	0.287
snuggling	qabashada	0.683	0.585	0.373
soak	ku qoyn	0.480	0.370	0.240
soaked	qooyay	0.365	0.462	0.358
soaking	qoyaan	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	saabuun	0.531	0.163	0.311
soapbox	saabuun	0.500	0.415	0.393
soapy	saabuun	0.552	0.373	0.355
soar	kor	0.790	0.740	0.718
soaring	koraan	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	miisaan	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	miyir la'aan	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	kubadda cagta	0.698	0.837	0.644
sociable	bulsho	0.854	0.459	0.627
social	bulsho	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	bulshada dhexdeeda	0.510	0.500	0.560
socialist	Socialist	0.448	0.400	0.543
socialite	bulsho	0.684	0.668	0.570
socialize	bulshada dhexdeeda	0.907	0.683	0.726
society	bulshada	0.674	0.464	0.782
sociology	cilmiga bulshada	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	fadhi	0.500	0.167	0.290
socket	socket	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soodhada	0.688	0.314	0.364
soda/pop	soodhada / pop	0.581	0.410	0.382
sodding	sdding	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	fadhiga	0.583	0.106	0.263
soft	jilicsan	0.760	0.179	0.232
softball	kubbadda gacanta	0.735	0.630	0.518
soften	jilicsan	0.694	0.194	0.392
softener	jilciye	0.745	0.300	0.373
softening	jilicsan	0.700	0.255	0.361
softly	jilicsan	0.517	0.206	0.304
softness	jilicsanaanta	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	jilicsan	0.312	0.350	0.241
sohappy	qanacsanaan	0.949	0.673	0.681
soil	ciid	0.350	0.180	0.356
soiled	wasakhaysan	0.106	0.529	0.213
soiree	Sallaal	0.729	0.692	0.578
sojourn	degenaansho	0.514	0.243	0.509
solace	kalsooni	0.776	0.294	0.453
solar	qoraxda	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	mashiinka	0.439	0.510	0.611
soldering	Meelaynta	0.573	0.536	0.538
soldier	askari	0.392	0.708	0.768
sole	kaliya	0.427	0.194	0.279
solemn	adadag	0.708	0.370	0.709
solicit	codsasho	0.620	0.490	0.604
solicitation	Dacwado	0.612	0.519	0.415
solicitor	garyaqaan	0.600	0.479	0.802
solid	adag	0.667	0.304	0.763
solidarity	midnimo	0.792	0.407	0.781
solidification	Xoojinta	0.480	0.500	0.827
solidified	adkeeyay	0.633	0.415	0.745
solidify	adkeyso	0.583	0.318	0.754
solidity	adkaysiga	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	keli ah	0.224	0.202	0.268
solitude	kali	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	xalka	0.506	0.360	0.442
soluble	xalka	0.542	0.272	0.409
solucky	qulqulo	0.573	0.529	0.615
solution	xal	0.790	0.339	0.664
solve	xallin	0.656	0.530	0.688
solvency	mushaharka	0.604	0.296	0.605
solvent	xalka	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	Somatic	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	Qaar ka mid ah rajada	0.423	0.482	0.472
some disgust	qaar nacayb ah	0.094	0.657	0.321
some surprise	qaar la yaab leh	0.827	0.849	0.500
some trust	qaar kalsooni	0.594	0.451	0.547
somersault	qadar	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	xoogaa diidmo ah	0.208	0.480	0.150
somewhat positive	waxoogaa wanaagsan	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	Wiil	0.792	0.365	0.528
sonar	Sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	hees	0.854	0.413	0.500
songwriter	qoraaga qoraaga	0.844	0.558	0.713
sonic	Sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sonorous	0.646	0.580	0.442
soot	santuuq	0.375	0.328	0.292
soothe	yareeyo	0.817	0.194	0.412
soothing	sariirta	0.625	0.179	0.519
sophisticated	aad u sarreeya	0.865	0.481	0.845
sophistication	sofistication	0.792	0.472	0.704
sophomore	Sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	sixir	0.377	0.633	0.632
sorcery	sixir	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	xanuuno	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	dhib badan	0.284	0.727	0.370
soreness	xanuun	0.113	0.843	0.302
sorghum	hadhuudhka	0.469	0.358	0.420
sorority	daa'in	0.635	0.637	0.627
sorrow	murugo	0.052	0.235	0.164
sorrowful	murugo	0.049	0.422	0.163
sorry	waan ka xumahay	0.406	0.362	0.212
sort	nooc	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	kala soocida	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	soslow	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	aad u macaan	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	nafta	0.770	0.220	0.510
soulful	niyadjab	0.755	0.331	0.500
soulless	naftayda	0.125	0.591	0.400
soulmate	nafsadaheeda	0.890	0.500	0.628
sound	cod	0.765	0.623	0.398
sounding	qeylinta	0.690	0.500	0.558
soundness	midab	0.780	0.377	0.893
soundproof	soundproof	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	Maraq	0.602	0.245	0.269
