Word	Khmer-km	Valence	Arousal	Dominance
toxicity	ការពុល	0.104	0.865	0.491
toxicology	toxicology	0.302	0.736	0.574
toxin	ពុល	0.115	0.654	0.456
toy	ប្រដាប់ក្មេងលេង	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	ដាន	0.573	0.346	0.483
traceable	traceable	0.602	0.370	0.535
tracer	គំនូសតាង	0.573	0.327	0.645
traces	ដាន	0.482	0.448	0.389
trachea	trachea	0.448	0.509	0.387
tracing	តាមដាន	0.418	0.591	0.565
track	បទ	0.448	0.433	0.526
tracker	កម្មវិធីតាមដាន	0.398	0.744	0.731
tract	ខិត្ត	0.406	0.422	0.339
tractable	គួរឱ្យរំភើប	0.635	0.500	0.469
traction	traction	0.429	0.585	0.648
tractor	ត្រាក់ទ័រ	0.449	0.580	0.619
trade	ពាណិជ្ជកម្ម	0.561	0.544	0.690
trademark	ពាណិជ្ជសញ្ញា	0.667	0.344	0.750
trader	ពាណិជ្ជករ	0.562	0.632	0.854
tradesman	ពាណិជ្ជករ	0.531	0.431	0.664
trading	ពាណិជ្ជកម្ម	0.635	0.602	0.705
tradition	ប្រពៃណី	0.830	0.430	0.750
traditional	ប្រពៃណី	0.677	0.221	0.604
traffic	ចរាចរ	0.323	0.559	0.518
traffic light	ភ្លើង​ចរាចរណ៍	0.490	0.469	0.479
trafficking	ការជួញដូរ	0.250	0.710	0.399
tragedies	សោកនាដកម្ម	0.100	0.910	0.442
tragedy	សោកនាដកម្ម	0.052	0.843	0.340
tragic	សោកនាដកម្ម	0.048	0.904	0.396
trail	ផ្លូវ	0.600	0.322	0.455
trailer	ភាពយន្ត	0.541	0.490	0.473
train	រថភ្លើង	0.666	0.705	0.620
train set	សំណុំរថភ្លើង	0.604	0.598	0.464
trained	បណ្តុះបណ្តាល	0.771	0.538	0.645
trainee	សិក្ខាកាម	0.627	0.408	0.352
trainer	គ្រូបង្វឹក	0.698	0.719	0.824
training	ការបណ្តុះបណ្តាល	0.714	0.776	0.788
trait	លក្ខណៈ	0.469	0.365	0.453
traitor	ក្បត់	0.112	0.796	0.491
traitorous	ក្បត់	0.073	0.745	0.412
trajectory	គន្លង	0.653	0.558	0.779
tram	រថយន្តអគ្គិសនី	0.667	0.628	0.492
tramp	ត្រាំ	0.108	0.510	0.182
trample	trample	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	ផ្លូវរថភ្លើង	0.615	0.538	0.543
trance	trance	0.469	0.481	0.382
tranquil	ស្ងប់ស្ងាត់	0.917	0.094	0.355
tranquility	ស្ងប់ស្ងាត់	0.840	0.135	0.442
tranquilizer	tranquilizer	0.510	0.236	0.596
transact	ធ្វើប្រតិបត្តិការ	0.521	0.625	0.680
transaction	ប្រតិបត្តិការ	0.650	0.577	0.579
transatlantic	អាត្លង់ទិច	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	ឆ្លងកាត់	0.604	0.771	0.726
transcendence	ភាពអស្ចារ្យ	0.656	0.608	0.754
transcendent	អស្ចារ្យ	0.667	0.600	0.824
transcendental	transcendental	0.635	0.652	0.842
transcribe	ចម្លង	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	ប្រតិចារិក	0.639	0.398	0.528
transcription	ប្រតិចារិក	0.592	0.455	0.615
transfer	ផ្ទេរ	0.702	0.490	0.519
transference	ការផ្ទេរ	0.592	0.294	0.551
transferred	ផ្ទេរ	0.480	0.450	0.409
transfixed	transfixed	0.427	0.660	0.528
transform	ផ្លាស់ប្តូរ	0.735	0.667	0.696
transformation	ការ​ផ្លាស់​ប្តូ​រ	0.796	0.618	0.770
transformer	ប្លែង	0.582	0.582	0.723
transfusion	ការចាក់បញ្ចូល	0.417	0.730	0.557
transgression	ការរំលង	0.158	0.890	0.611
transient	ឆ្លងកាត់	0.510	0.405	0.430
transistor	ត្រង់ស៊ីស្ទ័រ	0.480	0.480	0.444
transit	ឆ្លងកាត់	0.439	0.590	0.588
transition	ការផ្លាស់ប្តូរ	0.605	0.561	0.558
transitional	អន្តរកាល	0.573	0.472	0.491
transitive	ប្រែប្រួល	0.479	0.377	0.414
transitory	បណ្តោះអាសន្ន	0.438	0.450	0.407
translate	បកប្រែ	0.604	0.423	0.462
translation	ការបកប្រែ	0.633	0.435	0.598
translator	អ្នកបកប្រែ	0.760	0.412	0.473
translocation	ការបកប្រែ	0.367	0.612	0.564
translucent	translucent	0.600	0.500	0.389
transmission	ការបញ្ជូន	0.688	0.490	0.611
transmit	បញ្ជូន	0.836	0.581	0.673
transmitter	បញ្ជូន	0.520	0.511	0.719
transmutation	ការផ្លាស់ប្តូរ	0.438	0.740	0.737
transom	ស្ទ្រីម	0.375	0.385	0.417
transparency	តម្លាភាព	0.847	0.260	0.587
transparent	ថ្លា	0.542	0.330	0.667
transplant	ប្តូរ	0.445	0.806	0.620
transplantation	ប្តូរ	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	ដឹកជញ្ជូន	0.613	0.627	0.605
transportation	ដឹកជញ្ជូន	0.667	0.560	0.472
transporter	ដឹកជញ្ជូន	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	transposition	0.312	0.451	0.555
transsexual	ប្តូរភេទ	0.264	0.815	0.423
transverse	ឆ្លងកាត់	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	អន្ទាក់	0.104	0.610	0.391
trapdoor	ម្ខាង	0.094	0.670	0.462
trapeze	trapeze	0.542	0.625	0.566
trapped	ជាប់	0.135	0.615	0.380
trapper	ចោរលួច	0.296	0.654	0.491
trapping	អន្ទាក់	0.333	0.621	0.491
trappings	អន្ទាក់	0.458	0.462	0.370
traps	អន្ទាក់	0.235	0.673	0.481
trash	ធុងសំរាម	0.163	0.541	0.154
trashy	សំរាម	0.071	0.380	0.161
trauma	របួស	0.112	0.792	0.453
traumatic	ឈឺចាប់	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ការធ្វើដំណើរ	0.931	0.689	0.535
traveler	អ្នកដំណើរ	0.837	0.571	0.700
traveling	ធ្វើដំណើរ	0.900	0.750	0.582
traverse	ឆ្លងកាត់	0.571	0.590	0.629
travesty	ការកុហក	0.354	0.644	0.407
trawl	អន្ទាក់	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	ថាស	0.549	0.250	0.345
treacherous	កខ្វក់	0.112	0.815	0.402
treachery	ការក្បត់	0.104	0.852	0.448
tread	ធុញ	0.510	0.520	0.426
treadmill	ម៉ាស៊ីនហាត់ប្រាណ	0.459	0.636	0.436
treason	ការក្បត់ជាតិ	0.094	0.806	0.552
treasure	កំណប់	0.927	0.592	0.821
treasured	មានតម្លៃ	0.849	0.471	0.730
treasurer	ហេរញ្ញិក	0.694	0.456	0.755
treasures	កំណប់	0.867	0.771	0.842
treasury	រតនាគារ	0.812	0.541	0.736
treat	ព្យាបាល	0.573	0.571	0.436
treatable	អាចព្យាបាលបាន	0.780	0.302	0.560
treatise	treatise	0.604	0.407	0.613
treatment	ការព្យាបាល	0.663	0.386	0.620
treaty	សន្ធិសញ្ញា	0.646	0.382	0.667
treble	បីដង	0.358	0.471	0.466
tree	ដើមឈើ	0.670	0.118	0.442
trees	ដើមឈើ	0.653	0.137	0.537
trek	ដើរ	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	ញ័រ	0.177	0.878	0.388
trembling	ញ័រ	0.177	0.824	0.324
tremendous	យ៉ាងខ្លាំង	0.600	0.888	0.773
tremendously	យ៉ាងខ្លាំង	0.719	0.722	0.661
tremor	រញ្ជួយ	0.104	0.833	0.455
trench	ធន់	0.429	0.760	0.429
trend	និន្នាការ	0.625	0.458	0.706
trending	និន្នាការ	0.750	0.472	0.600
trendy	ទាន់សម័យ	0.713	0.520	0.536
trepidation	គួរឱ្យភ័យខ្លាច	0.582	0.594	0.464
trespass	ការរំលោភបំពាន	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	ការជំនុំជម្រះ	0.438	0.663	0.612
triangle	ត្រីកោណ	0.562	0.269	0.352
triangular	ត្រីកោណ	0.430	0.320	0.397
triangulate	ត្រីកោណ	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	កុលសម្ព័ន្ធ	0.417	0.404	0.482
tribe	កុលសម្ព័ន្ធ	0.664	0.486	0.516
tribulation	ទុក្ខវេទនា	0.448	0.612	0.484
tribunal	តុលាការ	0.410	0.670	0.797
tribune	វេទិកា	0.610	0.585	0.556
tributary	ដៃ	0.615	0.463	0.616
tribute	កិត្តិយស	0.684	0.573	0.700
trick	ល្បិច	0.542	0.700	0.409
trickery	ល្បិចកល	0.146	0.798	0.336
trickle	trickle	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	មានល្បិចកល	0.219	0.651	0.500
tricycle	ត្រីចក្រយាន	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	trifle	0.271	0.296	0.221
trifling	trifling	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	កេះ	0.271	0.804	0.660
trigonometry	ត្រីកោណមាត្រ	0.396	0.400	0.616
trillion	ពាន់លាន	0.592	0.420	0.623
trilogy	ត្រីវិនាដសាស្ត្រ	0.615	0.520	0.664
trim	កាត់	0.500	0.466	0.430
trimester	ត្រីមាសទី	0.783	0.336	0.538
trimmer	ត្រាក់ទ័រ	0.260	0.548	0.529
trimming	ការកាត់បន្ថយ	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	ត្រីកោណ	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	បីនាក់	0.521	0.613	0.473
trip	ដំណើរកំសាន្ត	0.875	0.643	0.538
tripartite	ត្រីកោណ	0.500	0.480	0.539
tripe	ល្បិច	0.312	0.361	0.438
triple	បីដង	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	ត្រីធំ ៗ	0.684	0.545	0.717
tripod	ជើងកាមេរ៉ា	0.406	0.388	0.483
tripping	ការទម្លាក់	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	ជ័យជំនះ	0.969	0.798	0.926
triumphant	ជ័យជំនះ	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	មិនសំខាន់	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	ឡាន	0.562	0.558	0.464
trombone	ត្រុំប៉ុង	0.562	0.500	0.500
troop	កងទ័ព	0.375	0.696	0.750
trooper	ប៉ូលិស	0.458	0.694	0.713
troops	កងទ័ព	0.385	0.718	0.804
trophy	ពាន	0.947	0.643	0.676
tropic	ត្រូពិច	0.740	0.529	0.536
tropical	ត្រូពិច	0.740	0.461	0.509
tropics	តំបន់ត្រូពិច	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	បញ្ហា	0.135	0.811	0.452
troubled	មានបញ្ហា	0.167	0.627	0.385
troublemaker	troublemaker	0.260	0.900	0.596
troubles	បញ្ហា	0.051	0.854	0.269
troublesome	បញ្ហា	0.283	0.894	0.404
trough	trough	0.500	0.308	0.340
troupe	ក្រុម	0.625	0.406	0.557
trousers	ខោ	0.625	0.314	0.442
trout	trout	0.516	0.387	0.298
trowel	ត្រែង	0.470	0.418	0.250
truce	បទឈប់បាញ់	0.688	0.441	0.453
truck	រថយន្ត	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	truckload	0.480	0.450	0.534
truculent	ហិនហោច	0.210	0.731	0.498
true	ពិត	0.896	0.436	0.777
truelove	ស្នេហ៍​ពិត	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	trump	0.640	0.716	0.898
trumpet	ត្រែ	0.573	0.570	0.393
trumpeter	ត្រែ	0.673	0.600	0.676
truncate	កាត់ឱ្យខ្លី	0.323	0.600	0.412
truncated	កាត់ឱ្យខ្លី	0.316	0.602	0.439
trundle	trundle	0.507	0.270	0.414
trunk	ដើម	0.271	0.167	0.404
truss	ត្រចៀក	0.521	0.482	0.569
trust	ជឿទុកចិត្ត	0.888	0.547	0.741
trustee	អ្នកទទួល	0.531	0.442	0.658
trusting	ទុកចិត្ត	0.857	0.508	0.750
trustworthy	គួរឱ្យទុកចិត្ត	0.969	0.315	0.824
trusty	ទុកចិត្ត	0.863	0.398	0.696
truth	ការពិត	0.971	0.400	0.685
truthful	ការពិត	0.708	0.467	0.807
truthfulness	ភាពពិត	0.920	0.549	0.808
try	សាកល្បង	0.604	0.551	0.556
tryout	សាកល្បង	0.459	0.539	0.472
tryouts	ព្យាយាម	0.490	0.602	0.594
tsunami	រលកស៊ូណាមី	0.042	0.944	0.684
tub	អាង	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	បំពង់	0.418	0.279	0.409
tuberculosis	ជំងឺរបេង	0.214	0.519	0.424
tubing	បំពង់	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	បំពង់	0.500	0.330	0.333
tuck	ចាប់	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	ថ្ងៃអង្គារ	0.469	0.184	0.330
tufted	tufted	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	ទូកកប៉ាល់	0.271	0.510	0.652
tuition	សិក្សា	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	ខូច	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	ពោះ	0.427	0.365	0.230
tumor	ដុំមហារីក	0.102	0.664	0.324
tumour	ដុំមហារីក	0.092	0.627	0.464
tumult	ចលាចល	0.271	0.640	0.636
tumultuous	ច្របូកច្របល់	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	ធូណា	0.531	0.386	0.304
tunable	tunable	0.510	0.364	0.582
tune	អ៊ីចឹង	0.708	0.479	0.426
tunic	អាវ	0.531	0.248	0.391
tuning	លៃតម្រូវ	0.719	0.390	0.635
tunnel	ធ្យូនែល	0.312	0.490	0.412
turban	ឈ្នួតក្បាល	0.469	0.386	0.426
turbidity	ភាពធ្យូង	0.184	0.607	0.393
turbine	ទួរប៊ីន	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	ចលាចល	0.062	0.922	0.532
turbulent	ចលាចល	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	ទួរគី	0.634	0.245	0.247
turmeric	រមៀត	0.542	0.316	0.312
turmoil	ភាពចលាចល	0.198	0.888	0.417
turn	បើក	0.531	0.398	0.482
turnaround	បង្វិល​ជុំ	0.560	0.654	0.407
turned	ងាក	0.630	0.538	0.583
turning	ងាក	0.510	0.684	0.420
turnip	turnip	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	បត់​ចេញក្រៅ	0.641	0.692	0.898
turnover	ចំណូល	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	ចង្អៀត	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	មុជទឹក	0.786	0.226	0.357
turret	ប៉ម​តូច	0.494	0.500	0.588
turtle	អណ្តើក	0.291	0.102	0.271
turtleneck	អាវទ្រនាប់	0.583	0.398	0.327
tussle	តស៊ូ	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	គ្រូ	0.750	0.346	0.826
tutoring	បង្រៀន	0.663	0.402	0.702
tutu	តាទូ	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	តុក្កតា	0.694	0.354	0.519
tv	ទូរទស្សន៍	0.622	0.380	0.393
twain	ពីរ	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	បង្កើនល្បឿន	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	Tweet	0.659	0.490	0.537
tweezers	ខ្ញី	0.493	0.408	0.295
twelfth	ទី 12	0.521	0.292	0.527
twelve	ដប់ពីរនាក់	0.490	0.298	0.412
twentieth	ម្ភៃប្រាំ	0.469	0.297	0.346
twenty	ម្ភៃ	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	twig	0.378	0.288	0.236
twilight	ភ្លៀង	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	ភ្លោះ	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	កូនភ្លោះ	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	បង្វិល	0.375	0.469	0.337
twisted	រមួល	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	បង្វិល	0.510	0.740	0.548
twitching	កន្ត្រាក់	0.292	0.700	0.482
twitchy	កំប្លែង	0.094	0.918	0.281
two	ពីរ	0.520	0.200	0.404
two step	ពីរជំហាន	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	ពីរដង	0.573	0.333	0.551
twosome	ពីរ	0.583	0.544	0.500
tycoon	ឧកញ៉ា	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	វាយ	0.500	0.284	0.364
typewriter	ម៉ាស៊ីនអង្គុលីលេខ	0.542	0.373	0.418
typhoid	ជំងឺុនះវៀន	0.265	0.458	0.401
typhoon	ព្យុះ	0.323	0.796	0.697
typical	ធម្មតា	0.635	0.206	0.426
typically	ជាធម្មតា	0.569	0.377	0.559
typist	អ្នកវាយអត្ថបទ	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	ពុម្ពអក្សរ	0.480	0.334	0.574
tyrannical	tyrannical	0.167	0.860	0.731
tyranny	ភាពឃោរឃៅ	0.112	0.792	0.705
tyrant	tyrant	0.115	0.850	0.683
tyre	សំបកកង់	0.480	0.358	0.407
ubiquitous	នៅគ្រប់ទីកន្លែង	0.635	0.571	0.884
ubiquity	ubiquity	0.578	0.490	0.595
ugliness	អាក្រក់	0.094	0.407	0.267
ugly	មិនស្អាត	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	ដំបៅ	0.286	0.596	0.377
ulterior	ជាង	0.375	0.509	0.490
ultimate	ចុងក្រោយ	0.648	0.645	0.544
ultimately	ទីបំផុត	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	អ៊ុលត្រាសោន	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	លាមក	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	ឆ័ត្រ	0.583	0.246	0.255
umpire	umpire	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	គ្មានសំណល់	0.532	0.420	0.466
unable	មិនអាច	0.132	0.459	0.193
unacceptable	មិនអាចទទួលយកបាន	0.133	0.479	0.330
unaccompanied	មិនមានភ្ជាប់មកជាមួយ	0.292	0.376	0.297
unaccountable	មិនអាចរាប់បាន	0.180	0.600	0.543
unaccounted	មិនបានរាប់បញ្ចូល	0.410	0.338	0.361
unacknowledged	មិនដឹង	0.240	0.269	0.116
unadulterated	unadulterated	0.570	0.420	0.528
unaffected	គ្មានឥតទ្ធិពល	0.542	0.265	0.571
unafraid	មិនខ្លាច	0.500	0.520	0.655
unaided	មិនជួយ	0.290	0.410	0.336
unaltered	unaltered	0.571	0.269	0.598
unambiguous	មិនច្បាស់លាស់	0.406	0.390	0.578
unanimity	ភាពឯកភាព	0.490	0.407	0.706
unanimous	ជាឯកច្ឆន្ទ	0.656	0.380	0.682
unanimously	ជាឯកច្ឆ័ន្ទ	0.686	0.333	0.738
unannounced	មិនបានប្រកាស	0.240	0.588	0.291
unanswered	គ្មានចម្លើយ	0.276	0.361	0.219
unanticipated	មិនទៀងទាត់	0.255	0.775	0.327
unappreciated	មិនគោរព	0.143	0.431	0.209
unapproved	មិនអនុម័ត	0.184	0.471	0.254
unarmed	គ្មានអាវុធ	0.427	0.420	0.241
unassisted	មិនគាំទ្រ	0.302	0.320	0.211
unassuming	unassuming	0.490	0.230	0.471
unattached	មិនភ្ជាប់ទំនាក់ទំនង	0.192	0.439	0.283
unattainable	មិនអាចទទួលបាន	0.220	0.635	0.571
unattended	គ្មានសម្លេង	0.255	0.400	0.167
unattractive	មិនទាក់ទាញ	0.177	0.307	0.208
unauthorized	គ្មានការអនុញ្ញាត	0.260	0.448	0.259
unavailable	មិនមាន	0.323	0.281	0.159
unavoidable	មិនអាចជៀសវាងបាន	0.350	0.580	0.445
unaware	មិនដឹង	0.208	0.355	0.310
unbalanced	មិនមានតុល្យភាព	0.302	0.596	0.343
unbearable	មិនអាចទទួលបាន	0.125	0.798	0.447
unbeatable	unbeatable	0.735	0.719	0.681
unbeaten	មិនស្គាល់ចាញ់សោះ	0.854	0.760	0.828
unbecoming	មិនចង់	0.123	0.471	0.288
unbelief	មិនជឿ	0.265	0.582	0.407
unbelievable	មិនគួរឱ្យជឿ	0.771	0.790	0.717
unbiased	មិនលំអៀង	0.625	0.378	0.618
unborn	មិនទាន់កើត	0.312	0.300	0.216
unbound	មិនចង	0.354	0.402	0.283
unbounded	គ្មានដែនកំណត់	0.646	0.600	0.736
unbreakable	មិនអាចបំបែកបាន	0.653	0.573	0.759
unbridled	unbridled	0.396	0.759	0.448
unbroken	មិនឈប់	0.550	0.224	0.602
unbutton	មិនឈប់	0.479	0.539	0.311
uncalled	uncalled	0.344	0.294	0.222
uncanny	ភាពអាថ៌កំបាំង	0.469	0.461	0.430
uncaring	មិនខ្វល់	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	មិនប្រាកដ	0.363	0.500	0.164
uncertainty	ភាពមិនច្បាស់លាស់	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	មិនអាចផ្លាស់ប្តូរ	0.375	0.442	0.709
unchanged	មិនផ្លាស់ប្តូរ	0.490	0.204	0.237
uncharted	uncharted	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	uncivilized	0.133	0.600	0.400
unclaimed	មិនបានអះអាង	0.316	0.346	0.278
uncle	ពូ	0.653	0.255	0.578
unclean	មិនស្អាត	0.133	0.529	0.134
unclear	មិនច្បាស់	0.229	0.463	0.202
uncomfortable	មិនស្រួល	0.188	0.610	0.214
uncommon	មិនធម្មតា	0.459	0.429	0.373
uncommonly	មិនធម្មតា	0.626	0.490	0.778
uncomplicated	មិនស្មុគ្រស្មាញ	0.740	0.260	0.453
uncompromising	មិនមានការខកចិត្ត	0.320	0.531	0.613
unconcerned	មិនខ្វល់	0.562	0.283	0.298
unconditional	ដោយគ្មានលក្ខណ	0.760	0.493	0.715
unconfirmed	មិនបានបញ្ជាក់	0.334	0.321	0.339
unconnected	មិនភ្ជាប់	0.188	0.265	0.213
unconscionable	មិនដឹងខ្លួន	0.208	0.618	0.429
unconscious	សន្លប់	0.240	0.356	0.195
unconsciousness	សន្លប់	0.177	0.440	0.121
unconstitutional	មិនស្របតាមរដ្ឋធម្មនុញ្ញ	0.230	0.588	0.491
unconstrained	មិនបង្ខូច	0.653	0.640	0.635
uncontested	uncontested	0.510	0.471	0.689
uncontrollable	មិនអាចគ្រប់គ្រងបាន	0.265	0.790	0.626
uncontrolled	មិនទប់ស្កាត់	0.188	0.891	0.544
unconventional	មិនធម្មតា	0.177	0.509	0.288
unconvinced	មិនជឿ	0.409	0.458	0.228
unconvincing	មិនជឿ	0.190	0.532	0.144
uncooked	uncooked	0.312	0.321	0.241
uncooperative	មិនសហការគ្នា	0.250	0.422	0.246
uncorrelated	មិនទាក់ទងគ្នា	0.333	0.327	0.316
uncouth	uncouth	0.080	0.761	0.350
uncover	បង្ហាញ	0.771	0.552	0.648
uncritical	uncritical	0.480	0.367	0.412
uncut	uncut	0.448	0.422	0.278
undead	អនាមិក	0.367	0.635	0.406
undecided	មិនបានសម្រេច	0.286	0.433	0.127
undefeated	មិនមានការប្រកួត	0.833	0.752	0.825
undefined	មិនបានកំណត់	0.260	0.418	0.350
undeniable	មិនអាចប្រកែកបាន	0.552	0.473	0.778
underage	មិនទាន់គ្រប់អាយុ	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	សម្ងាត់	0.388	0.627	0.483
undercurrent	ក្រោម	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	បន្ទាបតម្លៃ	0.413	0.464	0.193
undergo	ឆ្លងកាត់	0.398	0.554	0.339
undergraduate	ថ្នាក់បរិញ្ញាបត្រ	0.583	0.500	0.559
underground	នៅក្រោមដី	0.396	0.455	0.452
underhanded	សោកស្ដាយ	0.188	0.415	0.527
underlay	ក្រោម	0.521	0.365	0.458
underlie	ក្រោម	0.323	0.378	0.275
underline	គូសបញ្ជាក់	0.480	0.412	0.509
underlying	មូលដ្ឋាន	0.480	0.445	0.452
undermine	ធ្វើឱ្យខូច	0.316	0.491	0.413
undermined	ខូច	0.365	0.409	0.394
underneath	ក្រោម	0.450	0.265	0.158
underpaid	មានប្រាក់ខែតិច	0.146	0.413	0.209
underpants	សំពត់	0.448	0.473	0.276
underprivileged	ជនក្រីក្រ	0.167	0.449	0.172
underrated	ទាបជាង	0.208	0.520	0.333
underscore	សញ្ញាគូសក្រោម	0.375	0.275	0.306
undersea	បាតសមុទ្រ	0.545	0.490	0.425
undersecretary	អនុរដ្ឋលេខាធិការ	0.459	0.377	0.594
undersized	undersized	0.316	0.425	0.298
understaffed	មិនមានបុគ្គលិក	0.148	0.444	0.302
understand	យល់	0.760	0.374	0.643
understandable	អាចយល់បាន	0.776	0.363	0.566
understanding	ការយល់ដឹង	0.865	0.304	0.689
understatement	ការយល់ច្រឡំ	0.347	0.480	0.473
understood	យល់	0.780	0.441	0.686
understudy	understudy	0.378	0.402	0.420
undertake	អនុវត្ត	0.796	0.702	0.754
undertaker	កិច្ចការ	0.363	0.696	0.611
undertaking	កិច្ចការ	0.667	0.530	0.696
undertow	undertow	0.327	0.639	0.231
underwear	ខោអាវក	0.610	0.546	0.375
underwood	ធ្យូង	0.510	0.453	0.510
underworld	ក្រោម	0.177	0.676	0.613
underwrite	សរសេរ	0.416	0.520	0.423
underwriter	អ្នកធានា	0.571	0.327	0.620
undeserved	មិនបានទទួល	0.219	0.552	0.283
undesirable	មិនចង់បាន	0.177	0.644	0.260
undesired	មិនចង់បាន	0.156	0.441	0.235
undetectable	មិនអាចរកឃើញ	0.438	0.539	0.604
undetected	មិនបានរកឃើញ	0.224	0.304	0.268
undetermined	មិនបានកំណត់	0.265	0.256	0.353
undeveloped	មិនអភិវឌ្ឍន៍	0.292	0.330	0.254
undignified	មិនត្រឹមត្រូវ	0.122	0.627	0.308
undirected	មិនមានទិសដៅ	0.330	0.417	0.310
undisclosed	មិនបង្ហាញ	0.479	0.361	0.314
undiscovered	មិនទាន់រកឃើញ	0.438	0.347	0.261
undisputed	គ្មានជម្លោះ	0.646	0.588	0.673
undisturbed	មិនរំខាន	0.725	0.287	0.434
undivided	អវិភាគ	0.510	0.380	0.490
undo	មិនធ្វើវិញ	0.365	0.444	0.349
undoing	មិនធ្វើវិញ	0.219	0.452	0.298
undoubted	សង្ស័យ	0.592	0.461	0.740
undress	សម្រាក	0.438	0.900	0.336
