Word	Sesotho-st	Valence	Arousal	Dominance
transition	phetoho	0.605	0.561	0.558
transitional	phetoho	0.573	0.472	0.491
transitive	phetoho	0.479	0.377	0.414
transitory	nako ea nakoana	0.438	0.450	0.407
translate	fetolela	0.604	0.423	0.462
translation	phetolelo	0.633	0.435	0.598
translator	mofetoleli	0.760	0.412	0.473
translocation	translocation	0.367	0.612	0.564
translucent	ho fetoloha	0.600	0.500	0.389
transmission	phetiso	0.688	0.490	0.611
transmit	fetisetsa	0.836	0.581	0.673
transmitter	transmitter	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	ho hlaka	0.847	0.260	0.587
transparent	e hlakileng	0.542	0.330	0.667
transplant	transplant	0.445	0.806	0.620
transplantation	transplantation	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	lipalangoang	0.613	0.627	0.605
transportation	lipalangoang	0.667	0.560	0.472
transporter	ho tsamaisa	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	phetolelo	0.312	0.451	0.555
transsexual	transsexual	0.264	0.815	0.423
transverse	ho fetoloa	0.429	0.429	0.525
transvestite	e fetisitsoeng	0.270	0.675	0.373
trap	leraba	0.104	0.610	0.391
trapdoor	trapdoor	0.094	0.670	0.462
trapeze	sefuba	0.542	0.625	0.566
trapped	ba qabeletsoe	0.135	0.615	0.380
trapper	sebapali	0.296	0.654	0.491
trapping	ho khaola	0.333	0.621	0.491
trappings	litšitiso	0.458	0.462	0.370
traps	maraba	0.235	0.673	0.481
trash	lithōle	0.163	0.541	0.154
trashy	moferefere	0.071	0.380	0.161
trauma	tšitiso	0.112	0.792	0.453
traumatic	ho tšoenyeha	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ho tsamaea	0.931	0.689	0.535
traveler	moeti	0.837	0.571	0.700
traveling	ho tsamaea	0.900	0.750	0.582
traverse	ho phalla	0.571	0.590	0.629
travesty	sehlahisoa	0.354	0.644	0.407
trawl	sekepe	0.255	0.590	0.464
trawler	motlakase	0.316	0.430	0.405
tray	betere	0.549	0.250	0.345
treacherous	ba bolotsana	0.112	0.815	0.402
treachery	bolotsana	0.104	0.852	0.448
tread	ho hatakela	0.510	0.520	0.426
treadmill	treadmill	0.459	0.636	0.436
treason	bolotsana	0.094	0.806	0.552
treasure	letlotlo	0.927	0.592	0.821
treasured	e le ea bohlokoa	0.849	0.471	0.730
treasurer	mohiri oa matlotlo	0.694	0.456	0.755
treasures	matlotlo	0.867	0.771	0.842
treasury	matlotlo	0.812	0.541	0.736
treat	tšoara	0.573	0.571	0.436
treatable	phekoloa	0.780	0.302	0.560
treatise	phekolo	0.604	0.407	0.613
treatment	phekolo	0.663	0.386	0.620
treaty	selekane	0.646	0.382	0.667
treble	ho thothomela	0.358	0.471	0.466
tree	sefate	0.670	0.118	0.442
trees	lifate	0.653	0.137	0.537
trek	leeto	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	thothomela	0.177	0.878	0.388
trembling	ho thothomela	0.177	0.824	0.324
tremendous	e kholo	0.600	0.888	0.773
tremendously	haholo	0.719	0.722	0.661
tremor	ho thothomela	0.104	0.833	0.455
trench	molamu	0.429	0.760	0.429
trend	tloaelo	0.625	0.458	0.706
trending	tloaelehileng	0.750	0.472	0.600
trendy	e tloaelehileng	0.713	0.520	0.536
trepidation	ho tsuba	0.582	0.594	0.464
trespass	tlōlo	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	nyeoe	0.438	0.663	0.612
triangle	triangle	0.562	0.269	0.352
triangular	tse tharo	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	meloko	0.417	0.404	0.482
tribe	moloko	0.664	0.486	0.516
tribulation	mahlomola	0.448	0.612	0.484
tribunal	lekhotla la makhotla	0.410	0.670	0.797
tribune	tribune	0.610	0.585	0.556
tributary	bo-ntate	0.615	0.463	0.616
tribute	lekhetho	0.684	0.573	0.700
trick	qhekella	0.542	0.700	0.409
trickery	bolotsana	0.146	0.798	0.336
trickle	tsamaea	0.500	0.196	0.231
trickster	moqapi	0.375	0.680	0.446
tricky	e qhekellang	0.219	0.651	0.500
tricycle	li-tricycle	0.633	0.402	0.368
trident	tse tharo	0.403	0.606	0.609
trifle	trifle	0.271	0.296	0.221
trifling	trifling	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	qala	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	trillion	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	ho trimmer	0.260	0.548	0.529
trimming	trimming	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	boraro-bo-bong	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	leeto	0.875	0.643	0.538
tripartite	tse tharo tse tharo	0.500	0.480	0.539
tripe	likahare	0.312	0.361	0.438
triple	tse tharo	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	kathathu	0.684	0.545	0.717
tripod	likete tse tharo	0.406	0.388	0.483
tripping	ho tlōla	0.276	0.594	0.293
trite	ho etsa joalo	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	tlhōlo	0.969	0.798	0.926
triumphant	tlhōlo	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	e nyenyane	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	trolley	0.562	0.558	0.464
trombone	tromone	0.562	0.500	0.500
troop	lebotho	0.375	0.696	0.750
trooper	mohatelli	0.458	0.694	0.713
troops	masole	0.385	0.718	0.804
trophy	tlhōlisano	0.947	0.643	0.676
tropic	tropike	0.740	0.529	0.536
tropical	tropike	0.740	0.461	0.509
tropics	tropike	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	mathata	0.135	0.811	0.452
troubled	ho tšoenyeha	0.167	0.627	0.385
troublemaker	troublesmaker	0.260	0.900	0.596
troubles	mathata	0.051	0.854	0.269
troublesome	e thata	0.283	0.894	0.404
trough	sekepe	0.500	0.308	0.340
troupe	sehlopha	0.625	0.406	0.557
trousers	lisebelisoa	0.625	0.314	0.442
trout	trout	0.516	0.387	0.298
trowel	marwello	0.470	0.418	0.250
truce	truce	0.688	0.441	0.453
truck	teraka	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	teraka	0.480	0.450	0.534
truculent	e fokolang	0.210	0.731	0.498
true	'NETE	0.896	0.436	0.777
truelove	lerato la 'nete	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	terompeta	0.640	0.716	0.898
trumpet	terompeta	0.573	0.570	0.393
trumpeter	letlapa	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	truncated	0.316	0.602	0.439
trundle	tlōla	0.507	0.270	0.414
trunk	trunk	0.271	0.167	0.404
truss	ho tsuba	0.521	0.482	0.569
trust	tšepa	0.888	0.547	0.741
trustee	trustee	0.531	0.442	0.658
trusting	ho tšepa	0.857	0.508	0.750
trustworthy	ea tšepahala	0.969	0.315	0.824
trusty	ho tšepahala	0.863	0.398	0.696
truth	'nete	0.971	0.400	0.685
truthful	'nete	0.708	0.467	0.807
truthfulness	'nete	0.920	0.549	0.808
try	leka	0.604	0.551	0.556
tryout	teko	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tub	0.449	0.235	0.265
tuba	lithaba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	tube	0.418	0.279	0.409
tuberculosis	lefuba	0.214	0.519	0.424
tubing	tubing	0.438	0.363	0.358
tubular	sefuba	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	ka labeli	0.469	0.184	0.330
tufted	ho tletse	0.500	0.510	0.406
tug	ho hula	0.320	0.604	0.558
tugboat	ts'ebetso	0.271	0.510	0.652
tuition	thuto	0.531	0.372	0.436
tulip	sefahleho	0.730	0.189	0.356
tumble	senyeha	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ho fokotseha	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	hlahala	0.102	0.664	0.324
tumour	hlahala	0.092	0.627	0.464
tumult	morusu	0.271	0.640	0.636
tumultuous	ho soabisa	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	lumellana	0.510	0.364	0.582
tune	tune	0.708	0.479	0.426
tunic	teki	0.531	0.248	0.391
tuning	ho lokisa	0.719	0.390	0.635
tunnel	tunnel	0.312	0.490	0.412
turban	tukumba	0.469	0.386	0.426
turbidity	turbidity	0.184	0.607	0.393
turbine	turbine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	moferefere	0.062	0.922	0.532
turbulent	khathatso	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	kalakuni	0.634	0.245	0.247
turmeric	turmeric	0.542	0.316	0.312
turmoil	moferefere	0.198	0.888	0.417
turn	etele	0.531	0.398	0.482
turnaround	selikalikoe	0.560	0.654	0.407
turned	etelehile	0.630	0.538	0.583
turning	ho reteleha	0.510	0.684	0.420
turnip	turnip	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	fetolela	0.641	0.692	0.898
turnover	kakaretso	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	e tsitsitseng	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	turret	0.494	0.500	0.588
turtle	turtle	0.291	0.102	0.271
turtleneck	ho ts'oana	0.583	0.398	0.327
tussle	tsuba	0.333	0.919	0.691
tutelage	koetlisa	0.393	0.442	0.609
tutor	motataisi	0.750	0.346	0.826
tutoring	ho ruta	0.663	0.402	0.702
tutu	Tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	TV	0.622	0.380	0.393
twain	tse peli	0.541	0.255	0.370
twat	bobeli	0.292	0.459	0.404
twats	likotoana	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	ho bapala	0.493	0.408	0.295
twelfth	leshome le metso e 'meli	0.521	0.292	0.527
twelve	ba leshome	0.490	0.298	0.412
twentieth	mashome a mabeli	0.469	0.297	0.346
twenty	mashome a mane	0.520	0.292	0.286
twerp	ho tsuba	0.408	0.443	0.384
twig	lekala	0.378	0.288	0.236
twilight	mantsiboea	0.622	0.341	0.633
twill	ho fihlela	0.449	0.415	0.353
twin	mafahla	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	e khanyang	0.719	0.724	0.610
twins	mafahla	0.760	0.473	0.602
twirl	maoto	0.552	0.647	0.409
twist	e sotha	0.375	0.469	0.337
twisted	e sothehileng	0.071	0.736	0.311
twister	tister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	ho senya	0.510	0.740	0.548
twitching	ho senya	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	tse peli	0.520	0.200	0.404
two step	mehato e 'meli	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	tse peli	0.573	0.333	0.551
twosome	tse peli	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	mofuta	0.500	0.284	0.364
typewriter	mochine oa ho thaepa	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	sefefo	0.323	0.796	0.697
typical	e tloaelehileng	0.635	0.206	0.426
typically	ka tloaelo	0.569	0.377	0.559
typist	tloaelehileng	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	mongolo oa litlhaku	0.480	0.334	0.574
tyrannical	bohatelli	0.167	0.860	0.731
tyranny	khatello	0.112	0.792	0.705
tyrant	tyrant	0.115	0.850	0.683
tyre	khathala	0.480	0.358	0.407
ubiquitous	ho tloaelehile	0.635	0.571	0.884
ubiquity	ho ba teng	0.578	0.490	0.595
ugliness	bobebe	0.094	0.407	0.267
ugly	e mpe	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	seso	0.286	0.596	0.377
ulterior	holimo	0.375	0.509	0.490
ultimate	qetellong	0.648	0.645	0.544
ultimately	qetellong	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	sekhele	0.583	0.246	0.255
umpire	moferefere	0.520	0.592	0.755
umpteen	e leng mohlankana	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	e sa sebetsane	0.532	0.420	0.466
unable	ha e khone	0.132	0.459	0.193
unacceptable	e sa amoheleheng	0.133	0.479	0.330
unaccompanied	e sa tsamaeang	0.292	0.376	0.297
unaccountable	e ke keng ea lekanngoa	0.180	0.600	0.543
unaccounted	e sa fumaneheng	0.410	0.338	0.361
unacknowledged	e sa amoheloe	0.240	0.269	0.116
unadulterated	e sa silafatsoang	0.570	0.420	0.528
unaffected	ha e amehe	0.542	0.265	0.571
unafraid	u se ke ua tšoha	0.500	0.520	0.655
unaided	ha e fumanehe	0.290	0.410	0.336
unaltered	e sa rarahaneng	0.571	0.269	0.598
unambiguous	e sa tsejoeng	0.406	0.390	0.578
unanimity	ho se lumellane	0.490	0.407	0.706
unanimous	ho lekana	0.656	0.380	0.682
unanimously	ka bonngoe	0.686	0.333	0.738
unannounced	e sa tsejoe	0.240	0.588	0.291
unanswered	e sa arajoe	0.276	0.361	0.219
unanticipated	e sa lebelloang	0.255	0.775	0.327
unappreciated	ha a ananeloe	0.143	0.431	0.209
unapproved	ha e amohelehe	0.184	0.471	0.254
unarmed	ba sa sirelelitsoe	0.427	0.420	0.241
unassisted	e sa tiisetsoe	0.302	0.320	0.211
unassuming	e sa hlompheheng	0.490	0.230	0.471
unattached	e sa lebelloa	0.192	0.439	0.283
unattainable	e ke keng ea fumaneha	0.220	0.635	0.571
unattended	e sa lebelloa	0.255	0.400	0.167
unattractive	e sa thabiseng	0.177	0.307	0.208
unauthorized	e sa lumelloe	0.260	0.448	0.259
unavailable	ha e fumanehe	0.323	0.281	0.159
unavoidable	e ke keng ea qojoa	0.350	0.580	0.445
unaware	ha u tsebe	0.208	0.355	0.310
unbalanced	ho se leka-lekane	0.302	0.596	0.343
unbearable	ho mamella	0.125	0.798	0.447
unbeatable	e sa tsitsang	0.735	0.719	0.681
unbeaten	ho sa tsotellehe	0.854	0.760	0.828
unbecoming	e sa lokelang	0.123	0.471	0.288
unbelief	ho se lumele	0.265	0.582	0.407
unbelievable	ha hoa kholoa	0.771	0.790	0.717
unbiased	ho hloka toka	0.625	0.378	0.618
unborn	o sa tsoaloa	0.312	0.300	0.216
unbound	e sa tsitsang	0.354	0.402	0.283
unbounded	e se nang motheo	0.646	0.600	0.736
unbreakable	e sa sisinyeheng	0.653	0.573	0.759
unbridled	e sa laoleheng	0.396	0.759	0.448
unbroken	e sa sisinyehe	0.550	0.224	0.602
unbutton	e-s'o bue	0.479	0.539	0.311
uncalled	e sa tsejoe	0.344	0.294	0.222
uncanny	tse sa tloaelehang	0.469	0.461	0.430
uncaring	e sa tsotelleng	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	ho se ts'oane	0.363	0.500	0.164
uncertainty	ho se ts'oane	0.064	0.494	0.282
unchallenged	ho sa ts'oanehe	0.552	0.394	0.545
unchangeable	e sa fetohe	0.375	0.442	0.709
unchanged	e sa fetohe	0.490	0.204	0.237
uncharted	e sa tsejoe	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	e sa tsoetseng pele	0.133	0.600	0.400
unclaimed	e sa tsejoe	0.316	0.346	0.278
uncle	Malome	0.653	0.255	0.578
unclean	o sa hloeka	0.133	0.529	0.134
unclear	ho hlakile	0.229	0.463	0.202
uncomfortable	sa phutholoha	0.188	0.610	0.214
uncommon	e sa tloaelehang	0.459	0.429	0.373
uncommonly	e sa tloaelehang	0.626	0.490	0.778
uncomplicated	e sa rarahaneng	0.740	0.260	0.453
uncompromising	ho se tsitsisehe	0.320	0.531	0.613
unconcerned	e sa tsotellehe	0.562	0.283	0.298
unconditional	ntle ho tumello	0.760	0.493	0.715
unconfirmed	e sa netefatsoang	0.334	0.321	0.339
unconnected	e sa lumellane	0.188	0.265	0.213
unconscionable	e sa tsejoeng	0.208	0.618	0.429
unconscious	ho se tsebe letho	0.240	0.356	0.195
unconsciousness	ho se tsebe letho	0.177	0.440	0.121
unconstitutional	ho sa lumellane le molao-motheo	0.230	0.588	0.491
unconstrained	e sa lumellane	0.653	0.640	0.635
uncontested	ba sa haneloang	0.510	0.471	0.689
uncontrollable	e sa laoleheng	0.265	0.790	0.626
uncontrolled	e sa laoleheng	0.188	0.891	0.544
unconventional	e sa lumellaneng	0.177	0.509	0.288
unconvinced	u sa kholisehe	0.409	0.458	0.228
unconvincing	e sa khotsofatsang	0.190	0.532	0.144
uncooked	e sa phehoa	0.312	0.321	0.241
uncooperative	ho se sebelisane	0.250	0.422	0.246
uncorrelated	e sa kopane	0.333	0.327	0.316
uncouth	ho se na letho	0.080	0.761	0.350
uncover	koahela	0.771	0.552	0.648
uncritical	ho sa utloisisehe	0.480	0.367	0.412
uncut	e sa etsoe	0.448	0.422	0.278
undead	senya	0.367	0.635	0.406
undecided	e sa tsejoe	0.286	0.433	0.127
undefeated	e sa hloekisoe	0.833	0.752	0.825
undefined	e sa tsejoe	0.260	0.418	0.350
undeniable	e ke keng ea latoloa	0.552	0.473	0.778
underage	tlaase	0.469	0.461	0.300
underbelly	ka tlaase	0.406	0.423	0.361
undercover	sepakapaka	0.388	0.627	0.483
undercurrent	ka tlaase ho nako	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	ho se tsotellehe	0.413	0.464	0.193
undergo	tla feta	0.398	0.554	0.339
undergraduate	sehlopheng sa pele sa thuto	0.583	0.500	0.559
underground	ka tlas'a lefatše	0.396	0.455	0.452
underhanded	ka tlase	0.188	0.415	0.527
underlay	tlaase	0.521	0.365	0.458
underlie	tlaase	0.323	0.378	0.275
underline	beha ka tlaase	0.480	0.412	0.509
underlying	motheo	0.480	0.445	0.452
undermine	nyelisa	0.316	0.491	0.413
undermined	e senyehile	0.365	0.409	0.394
underneath	ka tlase	0.450	0.265	0.158
underpaid	e lefuoang tlaase	0.146	0.413	0.209
underpants	liaparo tsa ka tlaase	0.448	0.473	0.276
underprivileged	ba futsanehileng	0.167	0.449	0.172
underrated	tlaase	0.208	0.520	0.333
underscore	tiisa maikutlo	0.375	0.275	0.306
undersea	tlas'a sekepe sa tlase	0.545	0.490	0.425
undersecretary	undersecretary	0.459	0.377	0.594
undersized	ka tlase	0.316	0.425	0.298
understaffed	tlaase	0.148	0.444	0.302
understand	utloisisa	0.760	0.374	0.643
understandable	e utloahala	0.776	0.363	0.566
understanding	kutloisiso	0.865	0.304	0.689
understatement	ho nyenyefatsa	0.347	0.480	0.473
understood	utloisisa	0.780	0.441	0.686
understudy	tlaase	0.378	0.402	0.420
undertake	etsa joalo	0.796	0.702	0.754
undertaker	moetsi oa boipheliso	0.363	0.696	0.611
undertaking	mosebetsi	0.667	0.530	0.696
undertow	etsa joalo	0.327	0.639	0.231
underwear	liaparo tsa ka tlaase	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	lefats'e	0.177	0.676	0.613
underwrite	tlaleha	0.416	0.520	0.423
underwriter	underwriter	0.571	0.327	0.620
undeserved	e sa tšoanelang	0.219	0.552	0.283
undesirable	e sa rateheng	0.177	0.644	0.260
undesired	e sa rateheng	0.156	0.441	0.235
undetectable	e sa bonahaleng	0.438	0.539	0.604
undetected	e sa tsejoe	0.224	0.304	0.268
undetermined	e sa tsejoang	0.265	0.256	0.353
undeveloped	e sa ntlafatsoang	0.292	0.330	0.254
undignified	e sa hlomphehe	0.122	0.627	0.308
undirected	e seng e sa tsejoe	0.330	0.417	0.310
undisclosed	e sa tsejoe	0.479	0.361	0.314
undiscovered	e sa fumanoe	0.438	0.347	0.261
undisputed	e sa tsejoe hantle	0.646	0.588	0.673
undisturbed	e sa sireletseha	0.725	0.287	0.434
undivided	ka bomong	0.510	0.380	0.490
undo	hlakola	0.365	0.444	0.349
undoing	ho etsolla	0.219	0.452	0.298
undoubted	ntle ho pelaelo	0.592	0.461	0.740
undress	khaola	0.438	0.900	0.336
undressed	e sa silafatsoa	0.375	0.755	0.356
undue	e sa lokelang	0.156	0.573	0.318
undying	ho senya	0.708	0.500	0.773
unearned	e sa fumanehe	0.177	0.340	0.213
unearth	unarth	0.427	0.635	0.545
uneasiness	ho hloka botsitso	0.190	0.798	0.241
uneasy	e sa tsotellehe	0.115	0.598	0.349
uneducated	ba sa rutehang	0.177	0.350	0.246
unemployed	ba sa sebetseng	0.094	0.481	0.230
unemployment	ho hloka mosebetsi	0.094	0.400	0.297
unencumbered	ho se nahane	0.604	0.280	0.472
unending	e sa feleng	0.385	0.519	0.454
unequal	ho se lekane	0.118	0.433	0.202
unequalled	e sa lekanyetsoang	0.562	0.470	0.769
unequivocal	ho hloka botsitso	0.604	0.415	0.615
unequivocally	ka mokhoa o sa tsitsang	0.521	0.668	0.554
unethical	ho se tšepahale	0.104	0.433	0.269
uneven	ho se tšoane	0.125	0.457	0.240
uneventful	e sa tsebeng	0.510	0.343	0.410
unexpected	ho sa lebelloa	0.500	0.720	0.333
unexpectedly	ka tšohanyetso	0.354	0.759	0.462
unexplainable	e sa hlalosoang	0.260	0.448	0.610
unexplained	e sa hlalosoang	0.271	0.531	0.349
unexplored	e sa tsejoe	0.401	0.640	0.388
unfailing	ho sa feleng	0.625	0.635	0.594
unfair	ho hloka toka	0.173	0.472	0.190
unfairness	ho hloka toka	0.170	0.817	0.336
unfaithful	ba sa tšepahaleng	0.031	0.806	0.298
unfamiliar	e sa tloaelehang	0.219	0.558	0.273
unfavorable	e sa rateheng	0.133	0.450	0.232
unfeeling	ho hloka kutloelo-bohloko	0.235	0.377	0.345
unfettered	e se nang sekoli	0.569	0.650	0.586
unfinished	e sa phethoa	0.188	0.368	0.264
unfit	e sa tšoanelehe	0.250	0.368	0.185
unflinching	ho senya	0.667	0.606	0.882
unfold	hlahella	0.612	0.510	0.520
unfollow	unfollow	0.281	0.337	0.293
unforeseen	ho sa lebelloang	0.255	0.714	0.500
unforgettable	e sa lebaleheng	0.833	0.561	0.660
unforgivable	e ke keng ea tšoareloa	0.276	0.743	0.490
unforgiving	ho se tšoarele	0.406	0.630	0.793
unfortunate	bobebe	0.073	0.487	0.195
unfortunately	ka bomalimabe	0.104	0.494	0.281
unfounded	e se nang motheo	0.271	0.520	0.410
unfreeze	se lokolohe	0.458	0.297	0.375
unfriendly	ba sa ratane	0.173	0.670	0.458
unfulfilled	e sa phethahaleng	0.184	0.426	0.268
unfurnished	e sa silafatsoang	0.316	0.333	0.272
unglued	ha e le hantle	0.378	0.446	0.352
ungodly	ho hloka bomolimo	0.296	0.423	0.388
ungrateful	a se ananele	0.219	0.461	0.275
unguarded	e sa sireletsoeng	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	ho se thabe	0.083	0.630	0.222
unhappy	ha u thabe	0.112	0.500	0.155
unharmed	ha e na kotsi	0.740	0.378	0.491
unhealthy	e sa pheleng hantle	0.115	0.549	0.214
unheard	ha e utloe	0.344	0.539	0.500
unhelpful	u se na thuso	0.104	0.320	0.118
unhindered	e sa sitisoe	0.729	0.441	0.725
unholy	ho hloka mohopolo	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	e sa tsejoe	0.385	0.361	0.199
unification	bonngoe	0.688	0.345	0.788
unified	e momahane	0.729	0.439	0.764
uniform	junifomo	0.570	0.245	0.655
uniformed	junifomo	0.469	0.519	0.589
uniformity	ho tšoana	0.745	0.353	0.538
uniformly	ka mokhoa o ts'oanang	0.625	0.333	0.704
unimaginable	ho sa nahaneheng	0.573	0.634	0.589
unimpeachable	e ke keng ea fumaneha	0.684	0.550	0.784
unimpeached	e sa amoheloe	0.458	0.335	0.433
unimportant	e seng ea bohlokoa	0.281	0.240	0.175
unimpressed	ha e na maikutlo	0.198	0.302	0.327
unimproved	e sa amohelehe	0.163	0.377	0.144
uninfected	e sa sirelelitsoeng	0.688	0.304	0.389
uninformed	e sa tsejoe	0.156	0.370	0.182
uninhabited	u se na baahi	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	e sa tsosolosoa	0.163	0.243	0.260
unintelligible	e sa utloahaleng	0.208	0.472	0.283
unintended	e sa lebelloang	0.438	0.385	0.349
unintentional	ka boomo	0.333	0.538	0.306
unintentionally	ntle ho morero	0.460	0.490	0.286
uninterested	e sa rateheng	0.365	0.240	0.328
uninteresting	e sa rateheng	0.153	0.235	0.228
uninterrupted	e sa sitisoe	0.500	0.434	0.527
uninvited	e sa amoheloa	0.090	0.385	0.307
union	bonngoe	0.854	0.226	0.766
unique	e ikhetha	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	kopanya	0.510	0.439	0.583
unit	unit	0.562	0.235	0.578
unitary	bonngoe	0.531	0.239	0.641
unite	kopanya	0.781	0.375	0.610
united	bonngoeng	0.781	0.431	0.783
unity	bonngoe	0.837	0.288	0.658
universal	bokahohle	0.802	0.417	0.833
universality	bokahohleng bohle	0.796	0.410	0.840
universe	bokahohle	0.694	0.454	0.839
university	univesithi	0.735	0.574	0.741
unjust	ho hloka toka	0.115	0.625	0.278
unjustifiable	ho se na molato	0.115	0.596	0.394
unjustified	ho hloka toka	0.288	0.541	0.314
unkind	ho hloka mosa	0.135	0.409	0.310
unknowable	e sa tsejoeng	0.347	0.540	0.396
unknown	tse sa tsejoeng	0.357	0.450	0.204
unlawful	e seng molaong	0.094	0.759	0.402
unleash	unleash	0.479	0.775	0.559
unlicensed	e sa tsejoe	0.306	0.574	0.196
unlike	ho fapana le	0.439	0.439	0.418
unlikely	ha ho joalo	0.271	0.293	0.245
unlimited	se nang moeli	0.750	0.623	0.679
unlisted	e sa ngoloa	0.365	0.265	0.218
unload	laolla	0.656	0.639	0.573
unloaded	e laoloa	0.469	0.380	0.331
unlock	bula	0.582	0.442	0.592
unlucky	unlucky	0.073	0.395	0.198
unmanageable	e ke keng ea qojoa	0.177	0.666	0.482
unmanned	e sa tsejoa	0.235	0.441	0.324
unmarked	e sa tsejoe	0.416	0.294	0.433
unmarried	e sa nyalana	0.438	0.480	0.545
unmask	khutsa	0.323	0.690	0.520
unmatched	e sa tšoanelang	0.776	0.536	0.771
unmistakable	ho hlakileng	0.602	0.571	0.765
unmitigated	e sa amohelehe	0.649	0.427	0.422
unmoved	e sa sisinyehe	0.184	0.355	0.360
