Word	Bosnian-bs	Valence	Arousal	Dominance
streak	serija	0.440	0.608	0.511
streaked	prokleto	0.458	0.426	0.393
stream	potok	0.449	0.537	0.559
streamer	strimer	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	orijentisati	0.656	0.573	0.618
street	ulica	0.594	0.324	0.398
streetcar	tramvaj	0.390	0.569	0.566
streetlight	streetlight	0.673	0.268	0.390
strength	snaga	0.802	0.682	0.858
strengthen	jačati	0.802	0.796	0.971
strengthening	jačanje	0.913	0.627	0.945
strenuous	naporan	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stres	0.173	0.843	0.317
stressed	naglasio	0.167	0.740	0.502
stresses	naglašava	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresno	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	naglašavajući	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	rastezanje	0.604	0.578	0.500
stretcher	nosila	0.438	0.196	0.295
stricken	pogođen	0.163	0.720	0.368
strict	striktno	0.500	0.646	0.878
stride	korak	0.490	0.670	0.434
strife	borba	0.344	0.898	0.630
strike	štrajk	0.271	0.811	0.571
strikeout	odbijanje	0.316	0.520	0.371
striker	napadač	0.500	0.589	0.696
striking	upečatljivo	0.357	0.827	0.657
strikingly	upečatljivo	0.690	0.684	0.811
string	string	0.385	0.398	0.445
strings	stringovi	0.457	0.292	0.355
stringy	stringy	0.430	0.510	0.527
strip	skinuti se	0.427	0.500	0.436
stripe	traka	0.629	0.302	0.361
striped	prugasta	0.344	0.373	0.385
stripped	uklonjen	0.255	0.615	0.278
stripper	striptizeta	0.625	0.848	0.453
striptease	striptiz	0.607	0.918	0.608
strive	težiti	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	moždani udar	0.562	0.440	0.570
stroll	šetati	0.745	0.415	0.444
stroller	kolica	0.786	0.398	0.314
strolling	šetanje	0.755	0.515	0.340
strong	jak	0.912	0.745	0.895
stronghold	uporište	0.708	0.636	0.954
strongly	snažno	0.630	0.817	0.885
structural	strukturalno	0.582	0.425	0.690
structure	struktura	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	borba	0.365	0.820	0.741
strut	strut	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	stubble	0.333	0.442	0.264
stubborn	tvrdoglava	0.157	0.702	0.575
stubbornness	tvrdoglavost	0.156	0.673	0.508
stubby	tvrdi	0.417	0.370	0.393
stucco	štukat	0.439	0.292	0.279
stuck	zaglavio	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	obučen	0.396	0.412	0.425
student	student	0.634	0.318	0.537
studied	proučavao	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	studija	0.653	0.361	0.768
stuff	stvari	0.622	0.367	0.263
stuffed animal	punjena životinja	0.684	0.255	0.306
stuffing	punjenje	0.417	0.324	0.304
stuffy	Dušo	0.323	0.615	0.406
stumble	posumnjati	0.153	0.716	0.259
stump	panj	0.449	0.510	0.340
stumped	stumpovano	0.344	0.604	0.392
stun	omamljen	0.333	0.710	0.451
stunned	zapanjen	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	zapanjujuće	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	oštar	0.194	0.472	0.275
stuntman	kaskader	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	fantastično	0.823	0.690	0.798
stupid	glupo	0.133	0.510	0.200
stupidity	glupost	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	čvrsta	0.580	0.642	0.824
sturgeon	jesetra	0.417	0.473	0.465
stutter	zezanje	0.250	0.469	0.258
sty	špijun	0.296	0.500	0.225
style	stil	0.745	0.472	0.586
styling	styling	0.823	0.378	0.652
stylish	moderan	0.885	0.490	0.689
stylist	stilista	0.760	0.445	0.500
suave	suviše	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomski	0.385	0.538	0.491
subcommittee	podkomitet	0.396	0.467	0.600
subconscious	podsvest	0.531	0.375	0.415
subcutaneous	subkutani	0.396	0.444	0.376
subdivide	podelite	0.538	0.433	0.348
subdivision	podjela	0.592	0.455	0.430
subduction	subduction	0.350	0.569	0.445
subdue	podrediti	0.275	0.640	0.784
subdued	podređeni	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	predmet	0.602	0.344	0.558
subjected	podložan	0.286	0.520	0.221
subjection	subjekcija	0.354	0.408	0.539
subjective	subjektivno	0.510	0.350	0.432
subjugation	potčinjavanje	0.280	0.610	0.377
sublet	sublet	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimacija	0.510	0.390	0.538
sublime	sublimno	0.784	0.333	0.585
subliminal	subliminalno	0.410	0.528	0.464
submarine	podmornica	0.572	0.481	0.549
submerge	potopiti	0.517	0.643	0.456
submerged	potopljeno	0.337	0.528	0.357
submersible	potopljeni	0.406	0.459	0.540
submission	podnošenje	0.531	0.580	0.633
submissive	podložan	0.480	0.217	0.173
submit	podnesite	0.635	0.448	0.500
submitting	podnošenje	0.667	0.610	0.611
subordinate	podređeni	0.276	0.392	0.121
subordination	podređenost	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	sudski poziv	0.281	0.634	0.555
subscribe	pretplatite se	0.660	0.344	0.591
subscriber	pretplatnik	0.562	0.398	0.570
subscription	pretplata	0.583	0.333	0.651
subsequence	podsećanje	0.438	0.510	0.413
subsequent	kasnije	0.449	0.385	0.400
subsequently	naknadno	0.380	0.337	0.336
subservient	podređeni	0.255	0.402	0.339
subset	podset	0.429	0.358	0.404
subside	spusti se	0.375	0.308	0.209
subsidence	sidrenje	0.320	0.509	0.452
subsidiary	podružnica	0.541	0.295	0.500
subsidize	subvencionirati	0.604	0.615	0.589
subsidy	subvencija	0.573	0.462	0.517
subsist	postoji	0.573	0.418	0.472
subsistence	izdržavanje	0.510	0.404	0.491
subsoil	podzemlje	0.429	0.240	0.382
subspace	podprostor	0.470	0.453	0.475
substance	supstanca	0.615	0.422	0.528
substandard	podstandardno	0.235	0.333	0.150
substantial	značajno	0.590	0.490	0.690
substantially	znatno	0.646	0.471	0.684
substantiate	potkrepi	0.531	0.549	0.636
substantive	substantive	0.500	0.350	0.455
substation	trafostanica	0.469	0.461	0.491
substitute	zameniti	0.427	0.406	0.398
substituted	zamijenjen	0.271	0.545	0.394
substitution	zamena	0.406	0.480	0.353
substructure	podstruktura	0.441	0.358	0.587
subterranean	podzemni	0.469	0.306	0.432
subtext	subtext	0.635	0.276	0.412
subtitle	titl	0.445	0.202	0.347
subtle	suptilna	0.708	0.167	0.228
subtlety	suptilnost	0.615	0.176	0.363
subtract	oduzeti	0.208	0.330	0.283
subtraction	oduzimanje	0.163	0.382	0.349
subtype	podtip	0.427	0.296	0.420
suburb	predgrađe	0.354	0.566	0.441
suburban	predgrađe	0.439	0.450	0.453
suburbia	predgrađa	0.438	0.490	0.421
suburbs	predgrađa	0.510	0.571	0.286
subversion	subverzija	0.347	0.608	0.415
subversive	subverzivno	0.198	0.765	0.500
subvert	subvert	0.357	0.557	0.536
subway	podzemna	0.418	0.300	0.464
succeed	uspjeti	0.926	0.755	0.926
succeeding	uspješno	0.867	0.755	0.849
success	uspeh	0.959	0.880	0.981
successful	uspješno	0.949	0.724	0.938
succession	uspjeh	0.698	0.481	0.587
successive	sukcesivno	0.635	0.471	0.518
successor	naslednik	0.729	0.531	0.648
succinct	suštinski	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	sukulentni	0.823	0.538	0.556
succumb	podleći	0.202	0.787	0.292
suck	sisati	0.344	0.706	0.377
sucker	sucker	0.265	0.393	0.204
sucking	sisanje	0.227	0.528	0.377
suckling	sisanje	0.596	0.558	0.518
sucks	sranje	0.115	0.683	0.302
suction	usisavanje	0.460	0.593	0.526
sudden	iznenada	0.449	0.660	0.435
suddenly	iznenada	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	tužio	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	patiti	0.082	0.910	0.259
sufferer	patronaž	0.156	0.690	0.278
suffering	patnja	0.020	0.719	0.235
suffice	dovoljan	0.643	0.326	0.504
sufficiency	dovoljno	0.594	0.438	0.576
sufficient	dovoljno	0.833	0.330	0.588
sufficiently	dovoljno	0.776	0.367	0.714
suffix	sufiks	0.430	0.420	0.364
suffocate	ugušiti	0.219	0.764	0.440
suffocating	gušenje	0.133	0.774	0.429
suffocation	gušenje	0.020	0.830	0.462
sugar	šećer	0.896	0.382	0.402
suggest	predlažem	0.573	0.471	0.517
suggestion	sugestija	0.646	0.365	0.558
suggestive	sugestivno	0.552	0.500	0.555
suicidal	suicidalan	0.021	0.867	0.382
suicide	samoubistvo	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	odijelo	0.776	0.282	0.482
suitable	pogodan	0.792	0.298	0.722
suitcase	kofer	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	suitor	0.708	0.639	0.546
sulfate	sulfat	0.427	0.352	0.429
sulfur	sumpor	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sulen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	sumpor	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	sultry	0.735	0.696	0.627
sum	suma	0.792	0.340	0.420
summarily	sumarno	0.469	0.431	0.543
summarize	sumirati	0.590	0.323	0.471
summary	sažetak	0.729	0.260	0.427
summation	sumiranje	0.766	0.337	0.594
summer	leto	0.812	0.373	0.550
summerhouse	ljetna kuća	0.796	0.308	0.443
summertime	ljeto	0.837	0.500	0.455
summit	samit	0.625	0.618	0.764
summon	pozvati	0.521	0.560	0.664
summons	poziv	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	raskošan	0.698	0.550	0.555
sun	sunce	0.877	0.400	0.681
sunbeam	sunbeam	0.729	0.440	0.505
sunburn	opekotine od sunca	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	nedjelju	0.776	0.196	0.394
sundial	sunčano	0.643	0.225	0.406
sundown	zalazak sunca	0.812	0.276	0.445
sundry	vise	0.543	0.369	0.407
sunflower	suncokret	0.878	0.231	0.270
sunglass	sunglass	0.684	0.264	0.324
sunglasses	sunčane naočale	0.844	0.443	0.364
sunk	potopljen	0.146	0.531	0.185
sunken	utonuo	0.103	0.476	0.173
sunless	bez sunca	0.245	0.280	0.273
sunlight	sunčeva svetlost	0.906	0.407	0.639
sunny	sunčano	0.740	0.348	0.481
sunrise	sunrise	0.823	0.347	0.640
sunroof	krovni otvor	0.681	0.325	0.425
sunscreen	za zaštitu od sunca	0.656	0.387	0.462
sunset	zalazak sunca	0.875	0.231	0.298
sunshine	sunce	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	Super	0.844	0.663	0.780
superannuation	superannuation	0.448	0.412	0.562
superb	super	0.980	0.708	0.852
superficial	površno	0.357	0.407	0.309
superfluous	suvišni	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	superhuman	0.810	0.745	0.895
superimposed	nadvišen	0.490	0.529	0.683
superintendent	superintendent	0.592	0.570	0.942
superior	nadređeni	0.801	0.697	0.940
superiority	superiornost	0.582	0.602	0.959
superlative	superlativ	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	natprirodno	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superpozicija	0.480	0.570	0.806
superpower	superpower	0.806	0.784	0.972
supersede	supersede	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	sujeverje	0.177	0.640	0.418
superstitious	sujeverja	0.281	0.545	0.514
superstore	superstor	0.719	0.600	0.640
supervise	nadgledati	0.698	0.555	0.889
supervision	nadzor	0.459	0.578	0.825
supervisor	supervizor	0.615	0.479	0.933
supper	večera	0.708	0.429	0.552
suppertime	večera	0.792	0.388	0.461
supplant	zameniti	0.344	0.558	0.463
supple	suptilno	0.812	0.528	0.436
supplement	dodatak	0.745	0.406	0.491
supplemental	dodatak	0.604	0.404	0.555
supplementary	dodatak	0.625	0.352	0.541
supplication	molitvu	0.469	0.570	0.309
supplier	dobavljač	0.615	0.462	0.736
supplies	snabdevanje	0.698	0.390	0.595
supply	snabdevanje	0.708	0.519	0.603
support	podrška	0.811	0.472	0.737
supported	podržan	0.853	0.408	0.613
supporter	supporter	0.721	0.510	0.698
supporters	pristalice	0.763	0.539	0.558
supporting	podrška	0.634	0.490	0.764
supportive	podrška	0.875	0.420	0.635
suppose	Pretpostavimo	0.551	0.343	0.348
supposed	navodno	0.296	0.378	0.379
supposing	pretpostavljam	0.449	0.451	0.357
supposition	pretpostavka	0.531	0.408	0.526
suppress	potisni	0.281	0.559	0.509
suppression	supresija	0.267	0.541	0.537
supremacy	supremacy	0.794	0.706	0.943
supreme	vrhovni	0.812	0.700	0.974
supremely	Vrhunski	0.833	0.725	0.897
surcharge	nadoplata	0.375	0.528	0.500
sure	sigurno	0.724	0.270	0.793
surety	sigurnost	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	površine	0.448	0.375	0.604
surfboard	surfboard	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	talas	0.449	0.684	0.500
surgeon	hirurg	0.500	0.598	0.793
surgery	operacija	0.286	0.769	0.600
surgical	hirurški	0.327	0.696	0.723
surly	suptilno	0.221	0.469	0.493
surmise	surmise	0.529	0.400	0.347
surname	prezime	0.670	0.250	0.493
surpassing	nadmašuje	0.719	0.660	0.720
surplus	višak	0.602	0.680	0.630
surprise	iznenađenje	0.875	0.875	0.562
surprised	iznenađeni	0.784	0.855	0.539
surprises	iznenađenja	0.875	0.769	0.632
surprising	iznenađujuće	0.888	0.790	0.692
surprisingly	iznenađujuće	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	predaju se	0.115	0.396	0.186
surrendering	predaja	0.198	0.411	0.245
surrogate	surogat	0.406	0.590	0.472
surround	surround	0.542	0.623	0.627
surrounding	okolo	0.531	0.422	0.669
surroundings	okruženje	0.600	0.346	0.492
surveillance	nadzor	0.365	0.720	0.718
survey	istraživanje	0.580	0.357	0.379
surveying	istraživanje	0.488	0.455	0.682
surveyor	geodet	0.545	0.337	0.648
survival	preživljavanje	0.541	0.798	0.879
survive	opstaju	0.770	0.824	0.726
surviving	preživjela	0.646	0.836	0.721
survivor	preživeli	0.677	0.750	0.815
susceptibility	podložnost	0.458	0.627	0.364
susceptible	podložno	0.438	0.449	0.304
sushi	suši	0.698	0.343	0.394
suspect	osumnjičeni	0.133	0.750	0.509
suspected	sumnjivo	0.173	0.755	0.452
suspend	suspendovati	0.240	0.320	0.368
suspended	suspendovan	0.224	0.402	0.368
suspenders	privjesci	0.391	0.333	0.500
suspense	suspenzija	0.286	0.775	0.402
suspension	suspenzija	0.288	0.530	0.426
suspicion	sumnja	0.204	0.711	0.377
suspicions	sumnje	0.208	0.745	0.500
suspicious	sumnjiv	0.153	0.745	0.431
sustain	održati	0.635	0.358	0.593
sustained	održan	0.649	0.340	0.580
sustenance	hranu	0.820	0.519	0.679
suture	šivanje	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	sux	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	progutati	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	močvara	0.245	0.425	0.235
swamped	preplavljena	0.156	0.480	0.270
swampy	mokar	0.306	0.390	0.412
swan	labud	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	swap	0.552	0.500	0.509
swarm	roj	0.302	0.735	0.458
swarming	ljarmantan	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	potući	0.690	0.596	0.721
swear	kunem se	0.601	0.577	0.658
swearing	psovanje	0.333	0.559	0.586
sweat	znoj	0.388	0.579	0.297
sweater	džemper	0.704	0.245	0.295
sweating	znojenje	0.292	0.667	0.265
sweatshirt	dukserica	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	znojenje	0.281	0.540	0.304
sweep	pometanje	0.448	0.385	0.383
sweeper	čistač	0.470	0.549	0.414
sweeping	pometanje	0.344	0.431	0.355
sweet	slatko	0.668	0.418	0.382
sweeten	slatko	0.908	0.455	0.423
sweetened	zaslađena	0.940	0.461	0.398
sweetener	zaslađivač	0.670	0.333	0.330
sweetest	najslađe	0.959	0.500	0.370
sweetheart	duljo	0.959	0.423	0.509
sweetie	dušo	0.990	0.549	0.560
sweetness	sladakost	0.906	0.474	0.528
sweets	slatkiši	0.910	0.422	0.321
swell	nabreknite	0.360	0.679	0.348
swelling	oticanje	0.323	0.608	0.250
sweltering	sweltering	0.204	0.644	0.362
swerve	okrenite se	0.276	0.612	0.357
swift	brza	0.760	0.776	0.698
swiftly	brzo	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	plivaj	0.688	0.461	0.529
swimmer	plivač	0.657	0.698	0.610
swimming	plivanje	0.760	0.559	0.524
swimsuit	kupaći kostim	0.740	0.373	0.269
swindle	prevara	0.122	0.740	0.439
swindler	swindler	0.125	0.721	0.575
swine	svinja	0.340	0.519	0.277
swing	swing	0.602	0.510	0.481
swinger	svinger	0.459	0.778	0.482
swinging	swinging	0.656	0.510	0.312
swipe	prevucite	0.573	0.450	0.266
swirl	vrti	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	prekidač	0.500	0.538	0.509
switchblade	switchblade	0.357	0.596	0.528
switchboard	centrala	0.571	0.519	0.558
swivel	okretati	0.562	0.480	0.500
swollen	otečeno	0.236	0.510	0.277
swoon	svoon	0.292	0.510	0.160
swoop	swoop	0.479	0.618	0.446
sword	mač	0.438	0.653	0.713
swordfish	mečarica	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	mačevalac	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	slog	0.448	0.250	0.417
syllabus	nastavni plan	0.736	0.370	0.643
symbiotic	simbiotički	0.832	0.425	0.406
symbol	simbol	0.643	0.388	0.527
symbolic	simbolički	0.670	0.385	0.574
symbolically	simbolički	0.582	0.385	0.648
symbolism	simbolizam	0.688	0.347	0.640
symbolize	simbolizuju	0.633	0.327	0.673
symmetric	simetrična	0.745	0.212	0.588
symmetrical	simetrična	0.542	0.263	0.569
symmetry	simetrija	0.604	0.274	0.500
sympathetic	saosećajno	0.796	0.434	0.609
sympathize	saosećati	0.770	0.627	0.644
sympathy	simpatija	0.827	0.497	0.634
symphonic	simfonijski	0.775	0.545	0.566
symphony	simfonija	0.765	0.490	0.600
symposium	simpozijum	0.573	0.394	0.644
symptom	simptom	0.380	0.529	0.434
symptomatic	simptomatski	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapse	0.660	0.471	0.491
synaptic	sinaptički	0.573	0.553	0.622
sync	sinhronizacija	0.802	0.440	0.670
synchronize	sinhronizirati	0.781	0.361	0.654
synchronous	sinhrono	0.600	0.538	0.545
syncope	sinkopa	0.245	0.538	0.398
syndicate	sindikat	0.439	0.491	0.673
syndrome	sindrom	0.229	0.510	0.246
synergistic	sinergistički	0.571	0.550	0.547
synergy	sinergija	0.667	0.510	0.720
synod	sinod	0.469	0.377	0.574
synonym	sinonim	0.615	0.210	0.433
synonymous	sinonim	0.480	0.323	0.400
synopsis	sinopsis	0.541	0.390	0.482
synoptic	sinoptički	0.561	0.510	0.596
syntax	sintaksa	0.531	0.346	0.559
synthesis	sinteza	0.604	0.315	0.377
synthesizer	sintisajzer	0.500	0.410	0.592
synthetic	sintetički	0.396	0.350	0.519
syphilis	sifilis	0.071	0.606	0.245
syringe	špric	0.250	0.680	0.330
syrup	sirup	0.620	0.223	0.318
system	sistem	0.615	0.346	0.764
systematic	sistematično	0.617	0.444	0.594
systematically	sistematski	0.690	0.390	0.651
t-shirt	majica	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	tabernacle	0.408	0.480	0.605
table	stol	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	stolnjaci	0.480	0.165	0.215
tablespoon	kašika	0.490	0.353	0.245
tablet	tableta	0.562	0.330	0.438
tableware	posuđe	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	tabularno	0.438	0.330	0.462
tabulate	tabulirati	0.480	0.403	0.598
tabulation	tabulacija	0.396	0.346	0.526
tachometer	tahometar	0.398	0.394	0.518
tacit	prećutno	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	rešiti	0.365	0.686	0.569
tackled	riješeno	0.438	0.612	0.569
tackling	rešavanje problema	0.480	0.694	0.613
tacky	lepljiv	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	takt	0.550	0.417	0.417
tactful	taktičan	0.704	0.292	0.537
tactic	taktika	0.531	0.434	0.798
tactical	taktička	0.594	0.481	0.684
tactics	taktika	0.583	0.676	0.774
tactile	taktilna	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	rep	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	prtljažnik	0.323	0.340	0.398
tailings	jalovišta	0.439	0.311	0.446
taillight	taillight	0.479	0.367	0.283
tailor	po meri	0.573	0.206	0.450
tailoring	krojenje	0.673	0.540	0.566
tailpipe	izduvni gas	0.460	0.429	0.409
taint	mrvica	0.141	0.425	0.226
take	uzmi	0.828	0.537	0.348
takeoff	polijetanje	0.755	0.884	0.626
takeout	izvaditi	0.736	0.392	0.368
takeover	preuzmi	0.663	0.531	0.861
taker	taker	0.375	0.521	0.618
talcum	talcum	0.500	0.196	0.291
tale	priča	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	talentovan	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	pričajte	0.833	0.346	0.594
talkative	razgovor	0.562	0.673	0.535
talker	govorilac	0.500	0.604	0.552
tall	visoka	0.725	0.591	0.538
tallies	troljkovi	0.551	0.290	0.402
tallow	losos	0.344	0.283	0.290
tally	Tally	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tamburin	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	taming	0.569	0.514	0.575
tamper	tamper	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	mandarina	0.571	0.271	0.395
tangible	opipljivo	0.646	0.350	0.679
tangle	tangle	0.354	0.545	0.254
tangled	zapletena	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	rezervoar	0.431	0.454	0.634
tank top	rezervoar za gorivo	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	strojen	0.615	0.550	0.491
tantalizing	tantalizing	0.525	0.788	0.625
tantamount	pantomount	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	taoizam	0.490	0.250	0.456
tap	tapnite	0.461	0.370	0.349
tape	traka	0.531	0.277	0.254
tape measure	traka za mjerenje	0.406	0.250	0.360
taper	konus	0.541	0.410	0.415
tapering	sužavanje	0.344	0.380	0.237
tapestry	tapiserija	0.520	0.176	0.362
tapeworm	tapeworm	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	slavine	0.448	0.378	0.409
tar	katran	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	tardiness	0.296	0.452	0.260
tardy	tardy	0.204	0.592	0.293
target	cilj	0.633	0.573	0.798
targeted	ciljano	0.573	0.537	0.573
targeting	ciljanje	0.510	0.420	0.580
tariff	tarifa	0.459	0.402	0.491
tarmac	asfalt	0.357	0.302	0.398
tarnish	opaliti	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	stari	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	zadatak	0.550	0.353	0.500
tassel	tassel	0.552	0.330	0.307
taste	ukus	0.802	0.406	0.465
tasteful	ukusno	0.918	0.458	0.625
tasteless	bez ukusa	0.146	0.196	0.148
tasting	degustacija	0.781	0.603	0.600
tasty	ukusno	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	tetovaža	0.490	0.602	0.525
taught	predavao	0.814	0.481	0.642
taunt	uznemiri	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	taverna	0.516	0.577	0.475
tawdry	tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	porez	0.260	0.481	0.534
taxed	oporezovano	0.255	0.456	0.500
taxi	taksi	0.542	0.362	0.430
taxicab	taxicab	0.479	0.430	0.355
taxonomy	taksonomija	0.370	0.410	0.630
taxpayer	poreski obveznik	0.592	0.528	0.647
tea	čaj	0.698	0.163	0.370
teach	naučiti	0.840	0.510	0.852
teacher	nastavnik	0.760	0.404	0.885
teaching	učenje	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	teahouse	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	tim	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	kolega	0.865	0.449	0.660
teamwork	timski rad	0.918	0.490	0.773
teapot	čajnik	0.479	0.110	0.309
tear	suza	0.404	0.620	0.327
tearful	plakanje	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	suzavac	0.167	0.473	0.216
tease	tease	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	zadirkivanje	0.235	0.725	0.352
teaspoon	kašičica	0.521	0.330	0.221
teat	teat	0.612	0.469	0.328
teatime	teatime	0.847	0.159	0.339
tech	tech	0.684	0.491	0.732
technical	tehnički	0.510	0.490	0.736
technicality	tehnički	0.632	0.471	0.661
technician	tehničar	0.592	0.510	0.713
technique	tehnika	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	tehnološki	0.680	0.452	0.815
technology	tehnologija	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	medvjedić	0.890	0.170	0.192
tedious	dosadan	0.104	0.406	0.241
