Word	Javanese-jw	Valence	Arousal	Dominance
sector	sektor	0.594	0.190	0.569
secular	sekuler	0.463	0.461	0.520
secularism	sekularisme	0.367	0.440	0.559
secure	ngamanake	0.844	0.380	0.914
securities	sekuritase	0.750	0.304	0.852
security	keamanan	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedation	0.510	0.270	0.398
sedative	sedative	0.314	0.273	0.352
sedentary	sedentary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	endapan	0.438	0.306	0.372
sedimentary	sedimentary	0.398	0.265	0.500
sedition	sedulur	0.327	0.557	0.591
seduce	seduce	0.462	0.864	0.689
seducer	seducer	0.704	0.812	0.775
seducing	seducing	0.569	0.794	0.708
seduction	seduction	0.510	0.891	0.618
seductive	seductive	0.771	0.821	0.667
see	ndeleng	0.635	0.269	0.312
seed	winih	0.656	0.135	0.306
seedling	seedling	0.406	0.343	0.423
seeds	wiji	0.731	0.269	0.418
seedy	seedy	0.229	0.390	0.325
seek	nggoleki	0.622	0.429	0.482
seeker	seeker	0.646	0.464	0.553
seem	koyone	0.471	0.302	0.298
seemingly	ketoke	0.490	0.410	0.356
seer	seer	0.604	0.481	0.740
seesaw	seesaw	0.570	0.559	0.410
seething	seething	0.312	0.821	0.642
segment	babagan	0.469	0.290	0.440
segregate	segregate	0.290	0.627	0.440
segregated	dipisahake	0.164	0.575	0.411
segregation	segregasi	0.302	0.545	0.390
seismic	seismik	0.323	0.925	0.578
seize	ngrebut	0.656	0.644	0.673
seizure	penyitaan	0.177	0.775	0.462
seldom	jarang	0.323	0.379	0.287
select	pilih	0.615	0.406	0.602
selection	pilihan	0.594	0.340	0.595
selective	selektif	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	dhewe	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	egois	0.061	0.637	0.495
selfishness	selfishness	0.200	0.686	0.453
selfless	tanpa pamrih	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	ngedol	0.618	0.608	0.605
seller	seller	0.635	0.471	0.635
sellout	sellout	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantik	0.698	0.394	0.569
semaphore	semafore	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	semen	0.500	0.755	0.471
semester	semester	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	titik koma	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminari	0.594	0.367	0.589
semiotics	semiotik	0.449	0.417	0.596
senate	senat	0.490	0.349	0.836
senator	senator	0.391	0.422	0.821
send	ngirim	0.663	0.480	0.537
sender	pangirim	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	senioritas	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	sensasi	0.781	0.663	0.673
sensational	sensasional	0.938	0.827	0.858
sense	pangertèn	0.781	0.417	0.474
senseless	bodho	0.125	0.388	0.136
senses	pikiran	0.740	0.461	0.693
sensibility	sensibilitas	0.583	0.423	0.448
sensible	nyoto	0.625	0.454	0.312
sensibly	sensibly	0.786	0.337	0.396
sensitive	sensitif	0.714	0.426	0.254
sensitivity	sensitivitas	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	sensori	0.583	0.480	0.442
sensual	sensual	0.730	0.790	0.642
sensuality	sensualitas	0.844	0.840	0.632
sensuous	sensuous	0.854	0.798	0.625
sentence	ukara	0.625	0.265	0.548
sentencing	ukuman	0.120	0.782	0.561
sentient	sentient	0.583	0.417	0.363
sentiment	sentimen	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimen	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	bisa dipisahake	0.469	0.390	0.368
separate	kapisah	0.240	0.514	0.349
separately	kapisah	0.310	0.365	0.368
separation	misah	0.198	0.592	0.409
separatist	separatis	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	terusan	0.650	0.480	0.574
sequence	urutan	0.543	0.350	0.529
sequent	urutan	0.531	0.423	0.591
sequestered	diasingake	0.160	0.863	0.427
sequestration	sequestration	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	tenang	0.802	0.132	0.370
serenity	serenity	0.900	0.122	0.557
sergeant	sergeant	0.408	0.600	0.833
serial	serial	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	seri	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	serius	0.500	0.455	0.619
seriousness	serius	0.439	0.365	0.750
sermon	khotbah	0.417	0.507	0.615
serpent	ula	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	serrated	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	abdi dalem	0.340	0.408	0.331
serve	ngawula	0.622	0.400	0.384
server	server	0.656	0.356	0.536
service	layanan	0.684	0.408	0.535
serviceable	serviceable	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	servitude	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	sesi	0.510	0.481	0.491
sessions	sesi	0.646	0.578	0.650
set	nyetel	0.521	0.482	0.630
setback	mundur	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	dumunung	0.833	0.520	0.772
settled	ditetepake	0.521	0.510	0.473
settlement	pemukiman	0.635	0.412	0.723
settler	wong liyo	0.573	0.453	0.519
settlor	angger	0.531	0.434	0.534
setup	persiyapan	0.667	0.398	0.635
seven	pitu	0.672	0.265	0.373
seventeen	pitulas	0.585	0.296	0.321
seventh	kaping pitu	0.500	0.245	0.288
seventy	pitung puluh	0.625	0.353	0.446
sever	sever	0.156	0.635	0.451
severable	severable	0.406	0.451	0.398
severally	sithik	0.719	0.298	0.600
severance	severance	0.396	0.620	0.541
severe	abot	0.164	0.735	0.635
severely	banget	0.219	0.673	0.700
severity	keruwetan	0.260	0.712	0.661
sew	jahitan	0.510	0.340	0.340
sewage	limbah	0.255	0.343	0.339
sewer	sewer	0.286	0.367	0.282
sewerage	sewerage	0.208	0.450	0.198
sewing	sewing	0.625	0.337	0.356
sex	jinis	0.803	0.939	0.704
sexist	sexist	0.255	0.798	0.411
sexual	seksual	0.584	0.959	0.640
sexuality	seksualitas	0.670	0.898	0.657
sexy	seksi	0.865	0.945	0.802
shabby	apik banget	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	iyub	0.388	0.265	0.278
shades	mbandingake	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	Shadow	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	ngantuk	0.323	0.509	0.375
shaft	batang	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	goyangake	0.439	0.689	0.539
shakedown	ngguyu	0.286	0.692	0.481
shaken	goyang	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	goyang	0.275	0.849	0.255
shaky	shaky	0.260	0.734	0.223
shall	bakal	0.510	0.385	0.412
shallow	cethek	0.427	0.298	0.351
shallows	cetha	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	dhukun	0.490	0.531	0.604
shambles	ngguyu	0.271	0.696	0.287
shame	malu	0.060	0.670	0.155
shamed	isin	0.135	0.567	0.218
shameful	isin	0.040	0.680	0.264
shameless	ora duwe isin	0.274	0.713	0.407
shampoo	sampo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	wujud	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	bareng	0.759	0.548	0.545
shareholder	shareholder	0.656	0.632	0.915
sharing	andum	0.827	0.462	0.545
shark	hiu	0.260	0.845	0.596
sharp	cetha	0.459	0.585	0.585
sharpen	ngasah	0.582	0.694	0.611
sharpened	sharpened	0.573	0.647	0.727
sharpener	sharpener	0.532	0.435	0.327
sharpness	ketajaman	0.729	0.385	0.653
sharpshooter	sharpshooter	0.240	0.929	0.764
shatter	ngeculake	0.108	0.821	0.464
shattered	sirna	0.097	0.806	0.309
shattering	mbebayani	0.135	0.760	0.475
shave	cukur	0.521	0.410	0.480
shaver	cukur	0.418	0.450	0.392
shaving	cukur	0.500	0.469	0.353
shawl	selendang	0.720	0.365	0.230
sheaf	wedhus	0.396	0.387	0.456
shear	nyukur	0.286	0.647	0.388
shears	shears	0.429	0.527	0.254
sheath	sarung	0.460	0.314	0.342
sheathing	sheathing	0.378	0.480	0.642
shed	ngeculake	0.427	0.402	0.470
sheen	sheen	0.812	0.510	0.712
sheep	wedhus	0.604	0.206	0.161
sheepdog	sheepdog	0.684	0.442	0.529
sheepish	wedhus	0.326	0.441	0.205
sheer	banget	0.604	0.250	0.481
sheet	lembaran	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	panci	0.561	0.202	0.366
shell	cangkang	0.615	0.408	0.391
shellfish	kerang	0.594	0.412	0.393
shelling	shelling	0.337	0.917	0.773
shelter	papan perlindungan	0.704	0.229	0.569
sheltered	sheltered	0.590	0.377	0.717
shelters	papan perlindungan	0.582	0.333	0.482
shelved	shelved	0.306	0.166	0.321
shepherd	bocah angon	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	tameng	0.510	0.373	0.663
shift	shift	0.479	0.610	0.491
shifting	owah-owahan	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	sumunar	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	sumringah	0.885	0.673	0.812
shiny	mengilap	0.885	0.604	0.787
ship	kapal	0.646	0.500	0.439
shipment	kiriman	0.582	0.440	0.452
shipping	shipping	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	shipwreck	0.268	0.768	0.373
shipyard	galangan kapal	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	klambi	0.698	0.186	0.231
shit	taek	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	Manginggil	0.260	0.765	0.236
shivering	ngguyu	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	kejut	0.286	0.821	0.453
shocked	kaget	0.292	0.773	0.375
shocker	kejutan	0.235	0.804	0.616
shocking	nggegirisi	0.378	0.853	0.833
shockingly	nggegirisi	0.510	0.924	0.721
shoddy	apik banget	0.082	0.463	0.179
shoe	sepatu	0.517	0.225	0.288
shoelace	tali sikil	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	sepatu	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	guncang	0.163	0.759	0.509
shoot	njupuk	0.092	0.926	0.625
shooter	penembak	0.224	0.814	0.774
shooting	shooting	0.276	0.931	0.602
shootout	shootout	0.080	0.927	0.615
shop	toko	0.725	0.632	0.565
shopkeeper	toko	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	Shoplifting	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	shopping	0.915	0.445	0.630
shore	pantai	0.542	0.304	0.204
shoreline	garis pantai	0.677	0.296	0.529
shorn	cemlorot	0.396	0.415	0.400
short	cekak	0.184	0.264	0.237
short story	crita cekak	0.697	0.321	0.348
shortage	kekurangan	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	kekurangan	0.195	0.370	0.258
shortcut	trabasan	0.594	0.308	0.426
shorten	shorten	0.302	0.382	0.460
shortening	shortening	0.286	0.333	0.385
shorthand	shorthand	0.459	0.450	0.461
shortly	sakcepete	0.582	0.310	0.360
shortness	cekak	0.459	0.280	0.272
shorts	celana pendek	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	dijupuk	0.144	0.750	0.569
shotgun	shotgun	0.200	0.868	0.684
shoulder	pundhak	0.562	0.286	0.406
shout	bengok	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	shovel	0.427	0.308	0.267
shoveling	shoveling	0.265	0.620	0.537
show	tampilake	0.673	0.771	0.719
showbiz	Nuwun	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	pertunjukan	0.521	0.255	0.415
showdown	gelaran	0.302	0.950	0.692
shower	pancuran	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	nuduhake	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	apik banget	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	shrill	0.312	0.721	0.640
shrimp	udang	0.571	0.361	0.425
shrine	candhi	0.802	0.255	0.574
shrink	nyilikake	0.385	0.453	0.272
shrinking	nyusut	0.190	0.400	0.217
shrivel	kurang ajar	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	shrub	0.531	0.340	0.340
shrubbery	shrubbery	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	nyebar	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	ngguyu	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	ngalih	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	meneng	0.240	0.352	0.311
shutdown	mati	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	rana	0.191	0.380	0.482
shuttle	pesawat ulang-alik	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	isin	0.280	0.153	0.132
shyness	shyness	0.312	0.265	0.246
shyster	kaya mangkene	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	sibling	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	lara	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	sickening	0.074	0.618	0.259
sickle	sickle	0.427	0.585	0.370
sickly	sakit	0.188	0.550	0.191
sickness	penyakit	0.094	0.704	0.288
side	sisih	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	sideboard	0.590	0.259	0.426
sideburns	cedhak	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	trotoar	0.479	0.192	0.348
sideways	miring	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	pengepungan	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	sieve	0.459	0.250	0.333
sift	sift	0.542	0.412	0.461
sifting	sifting	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	nggoleki	0.684	0.250	0.528
sighting	nonton	0.582	0.560	0.627
sightseeing	nyawang	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	tandha	0.620	0.481	0.397
signal	sinyal	0.615	0.417	0.464
signature	teken	0.570	0.422	0.657
significance	pinunjul	0.820	0.460	0.644
significant	pinunjul	0.827	0.649	0.786
signification	tegese	0.583	0.337	0.530
signify	tegese	0.453	0.422	0.634
signpost	tandha	0.510	0.400	0.446
silence	bisu	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	bisu	0.469	0.125	0.280
silently	meneng	0.448	0.185	0.306
silhouette	siluet	0.582	0.410	0.288
silicon	silicon	0.439	0.448	0.445
silicone	silikon	0.480	0.340	0.333
silk	sutra	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	silly	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	perak	0.684	0.451	0.615
silverware	perak	0.663	0.365	0.409
silvery	silvery	0.543	0.460	0.517
similar	padha	0.562	0.250	0.423
similarity	mirip	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	simmer	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	prasaja	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	gampang banget	0.429	0.144	0.358
simplicity	gamblang	0.667	0.250	0.337
simplify	nyederakake	0.565	0.347	0.602
simplistic	simplistic	0.490	0.245	0.391
simply	mung	0.535	0.148	0.393
simulate	simulasi	0.551	0.375	0.417
simulated	simulasi	0.500	0.461	0.356
simulating	simulasi	0.552	0.462	0.481
simulation	simulasi	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	simultaneous	0.691	0.577	0.554
simultaneously	bebarengan karo	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	tulus	0.918	0.265	0.725
sincerity	sinceritas	0.908	0.351	0.686
sinful	dosa	0.143	0.788	0.417
sing	sing	0.858	0.606	0.420
singer	penyanyi	0.802	0.735	0.628
singing	singing	0.885	0.594	0.528
single	tunggal	0.291	0.354	0.259
singly	singly	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	singularitas	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	sinister	0.125	0.896	0.581
sink	sink	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	sinking	0.135	0.439	0.342
sinner	dosa	0.237	0.667	0.356
sinning	nglakoni dosa	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sip	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	sir	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirene	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	adhine	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	njagong	0.561	0.230	0.368
sitcom	sitkom	0.562	0.537	0.407
site	situs	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	pengasuh	0.656	0.429	0.404
sitting	lungguh	0.561	0.146	0.353
situate	situate	0.510	0.310	0.483
situated	dumunung	0.542	0.231	0.543
situation	kahanan	0.531	0.387	0.600
six	enem	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	nembelas	0.583	0.290	0.324
sixth	kaping nem	0.521	0.275	0.366
sixty	sewidak	0.694	0.240	0.433
sizable	cukup gedhe	0.727	0.337	0.657
size	ukuran	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	olahraga	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	skeletal	0.306	0.558	0.318
skeleton	balung	0.183	0.464	0.343
skeptic	mamang	0.135	0.440	0.500
skeptical	mamang	0.207	0.500	0.452
skepticism	skeptisisme	0.229	0.480	0.582
sketch	gambar	0.704	0.276	0.420
sketching	sketching	0.729	0.327	0.400
sketchy	sketchy	0.333	0.479	0.241
skewed	skewed	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	ski	0.684	0.670	0.471
skid	skid	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	ski	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	skill	0.847	0.701	0.833
skilled	trampil	0.886	0.614	0.929
skillet	skillet	0.510	0.296	0.345
skillful	skillful	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	skimpy	0.302	0.349	0.208
skin	kulit	0.569	0.350	0.395
skinny	ceking	0.333	0.333	0.298
skip	lumpati	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	skirmish	0.290	0.640	0.474
skirt	rok	0.602	0.463	0.226
skirting	skirting	0.449	0.529	0.386
skirts	rok	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	tengkorak	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	langit	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	skyline	0.592	0.412	0.662
skyscraper	pencakar langit	0.622	0.696	0.798
slab	papan	0.398	0.265	0.264
slack	slack	0.521	0.283	0.446
slag	slag	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	slander	0.184	0.604	0.454
slanderous	nyenyamah	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	slant	0.469	0.396	0.536
slap	tamparan	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	slashes	0.330	0.328	0.410
slate	slate	0.531	0.283	0.431
slates	slates	0.500	0.270	0.342
slaughter	nyembeleh	0.052	0.953	0.602
slaughterhouse	nyembelih	0.146	0.794	0.472
slaughtering	nyembelih	0.133	0.947	0.714
slave	wong lanang	0.171	0.795	0.151
slavery	perbudakan	0.052	0.783	0.218
slay	mateni	0.133	0.920	0.585
slayer	slayer	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	sledding	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	ayu	0.750	0.484	0.643
sleep	turu	0.719	0.090	0.339
sleeper	sleeper	0.640	0.154	0.254
sleeping	turu	0.704	0.091	0.312
sleepless	ngantuk	0.213	0.410	0.207
sleeplessness	sleeplessness	0.104	0.604	0.202
sleepover	turu	0.815	0.519	0.340
sleepy	ngantuk	0.604	0.125	0.250
sleepyhead	ngantuk	0.327	0.350	0.294
sleet	sleet	0.410	0.355	0.395
sleeve	lengan	0.531	0.270	0.273
sleeveless	sleeveless	0.638	0.290	0.200
sleigh	sleigh	0.742	0.551	0.396
sleight	sleight	0.719	0.677	0.379
slender	langsing	0.812	0.548	0.664
sleuth	sleuth	0.460	0.633	0.676
slice	irisan	0.583	0.375	0.303
slick	apik banget	0.388	0.383	0.349
slicker	slicker	0.727	0.387	0.519
slide	geser	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	ngusap	0.356	0.730	0.491
slight	tipis	0.521	0.240	0.155
slight anticipation	antepsi tipis	0.562	0.490	0.445
slight disgust	kurang ajar	0.156	0.578	0.318
slight surprise	sithik banget	0.677	0.746	0.557
slight trust	kepercayaan cilik	0.306	0.400	0.245
slightly	rada	0.470	0.274	0.255
slightly negative	rada negatif	0.190	0.472	0.259
slightly positive	rada positif	0.792	0.480	0.567
slim	slim	0.562	0.180	0.296
slime	slime	0.300	0.370	0.183
slimy	slimy	0.177	0.500	0.309
sling	sling	0.417	0.423	0.404
slingshot	slingshot	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	slip	0.316	0.714	0.321
slipper	sandal	0.635	0.298	0.245
slippers	sandal	0.573	0.413	0.236
slippery	licik	0.219	0.740	0.343
slit	irisan	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	slope	0.347	0.438	0.279
sloppy	ora apik	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	sloth	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	slough	0.265	0.390	0.200
slow	alon	0.357	0.073	0.131
slowly	alon	0.427	0.185	0.295
slowness	slamet	0.302	0.212	0.191
sludge	sludge	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	sluggish	0.224	0.124	0.155
sluice	sluice	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	slamet	0.592	0.191	0.426
slump	slump	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slush	0.427	0.283	0.296
slut	slut	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	sly	0.573	0.690	0.750
smack	smack	0.323	0.662	0.381
small	cilik	0.542	0.205	0.120
smaller	luwih cilik	0.300	0.310	0.179
smallest	paling cilik	0.281	0.340	0.129
smallpox	cacar	0.156	0.583	0.222
smart	pinter	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	smash	0.195	0.692	0.530
smashed	smashed	0.143	0.660	0.256
smattering	smattering	0.448	0.460	0.500
smear	smear	0.230	0.433	0.400
smell	mambu	0.510	0.520	0.330
smelling	smelling	0.458	0.481	0.349
smelly	smelly	0.100	0.528	0.245
smelt	smelt	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	eseman	0.906	0.598	0.618
smiled	mesem	0.949	0.530	0.536
smiles	mesem	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	esem	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	nyenyet	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	smitten	0.153	0.760	0.204
smock	smock	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	kumelun	0.188	0.500	0.391
smoker	perokok	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	udud	0.176	0.557	0.384
smoky	smoky	0.459	0.420	0.327
