Word	Xhosa-xh	Valence	Arousal	Dominance
unbounded	ezingenakubalwa	0.646	0.600	0.736
unbreakable	ezingaphukiyo	0.653	0.573	0.759
unbridled	engagqitywanga	0.396	0.759	0.448
unbroken	engabikho	0.550	0.224	0.602
unbutton	ukuxuba	0.479	0.539	0.311
uncalled	nga cwanga	0.344	0.294	0.222
uncanny	engazi	0.469	0.461	0.430
uncaring	engakhathazeki	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	qi niseki	0.363	0.500	0.164
uncertainty	ukungaqiniseki	0.064	0.494	0.282
unchallenged	zichazwe	0.552	0.394	0.545
unchangeable	zi ngatshintshi	0.375	0.442	0.709
unchanged	zitshintshi	0.490	0.204	0.237
uncharted	engatshatanga	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	engaphilile	0.133	0.600	0.400
unclaimed	zi ngaziwa	0.316	0.346	0.278
uncle	malume	0.653	0.255	0.578
unclean	yinqambi	0.133	0.529	0.134
unclear	ngokucacileyo	0.229	0.463	0.202
uncomfortable	nga phu	0.188	0.610	0.214
uncommon	ngaqhelekanga	0.459	0.429	0.373
uncommonly	ngokuqhelekileyo	0.626	0.490	0.778
uncomplicated	ngxaki	0.740	0.260	0.453
uncompromising	ukungahambelani	0.320	0.531	0.613
unconcerned	engakhathazeki	0.562	0.283	0.298
unconditional	ezingenammiselo	0.760	0.493	0.715
unconfirmed	nga qi ni	0.334	0.321	0.339
unconnected	engaxhunyiwe	0.188	0.265	0.213
unconscionable	zi ngakwazi	0.208	0.618	0.429
unconscious	ngakwazi	0.240	0.356	0.195
unconsciousness	bengazi	0.177	0.440	0.121
unconstitutional	engekho mthethweni	0.230	0.588	0.491
unconstrained	engaxelwanga	0.653	0.640	0.635
uncontested	engavunyelwanga	0.510	0.471	0.689
uncontrollable	a wu lawule	0.265	0.790	0.626
uncontrolled	nga lawuli	0.188	0.891	0.544
unconventional	engavumelaniyo	0.177	0.509	0.288
unconvinced	engaqinisekanga	0.409	0.458	0.228
unconvincing	engavumiyo	0.190	0.532	0.144
uncooked	apheki	0.312	0.321	0.241
uncooperative	engasebenzi	0.250	0.422	0.246
uncorrelated	engavumelekanga	0.333	0.327	0.316
uncouth	kungenanto	0.080	0.761	0.350
uncover	kutyhila	0.771	0.552	0.648
uncritical	ezingabonakaliyo	0.480	0.367	0.412
uncut	ngafuni	0.448	0.422	0.278
undead	ungadluli	0.367	0.635	0.406
undecided	engacacisiwe	0.286	0.433	0.127
undefeated	engadlulanga	0.833	0.752	0.825
undefined	engachazwanga	0.260	0.418	0.350
undeniable	ezingenakukhunjulwa	0.552	0.473	0.778
underage	ngaphantsi	0.469	0.461	0.300
underbelly	ngokunyanisekileyo	0.406	0.423	0.361
undercover	kutyhila	0.388	0.627	0.483
undercurrent	ngaphantsi kwexesha	0.357	0.582	0.520
underdog	ngaphantsi	0.250	0.410	0.226
underestimate	ngqalelo	0.413	0.464	0.193
undergo	bahamba	0.398	0.554	0.339
undergraduate	igraduate	0.583	0.500	0.559
underground	ngaphantsi komhlaba	0.396	0.455	0.452
underhanded	engaphantsi	0.188	0.415	0.527
underlay	zi ngaphantsi	0.521	0.365	0.458
underlie	phantsi	0.323	0.378	0.275
underline	gxi ninisa	0.480	0.412	0.509
underlying	engundoqo	0.480	0.445	0.452
undermine	ukuphazamisa	0.316	0.491	0.413
undermined	zi ngaphantsi	0.365	0.409	0.394
underneath	ngaphantsi	0.450	0.265	0.158
underpaid	ngaphantsi	0.146	0.413	0.209
underpants	izipho	0.448	0.473	0.276
underprivileged	abahluphekileyo	0.167	0.449	0.172
underrated	ngaphantsi	0.208	0.520	0.333
underscore	phawula	0.375	0.275	0.306
undersea	ngaphantsi	0.545	0.490	0.425
undersecretary	ngaphantsi	0.459	0.377	0.594
undersized	ngaphantsi	0.316	0.425	0.298
understaffed	ngaphantsi	0.148	0.444	0.302
understand	baqonde	0.760	0.374	0.643
understandable	kuqondakala	0.776	0.363	0.566
understanding	ukuqonda	0.865	0.304	0.689
understatement	ngaphantsi	0.347	0.480	0.473
understood	kuqondwa	0.780	0.441	0.686
understudy	ukuxhomekeka	0.378	0.402	0.420
undertake	zenze	0.796	0.702	0.754
undertaker	owenzayo	0.363	0.696	0.611
undertaking	u msebenzi	0.667	0.530	0.696
undertow	zenze	0.327	0.639	0.231
underwear	zangaphantsi	0.610	0.546	0.375
underwood	phantsi	0.510	0.453	0.510
underworld	phantsi komhlaba	0.177	0.676	0.613
underwrite	kubhala	0.416	0.520	0.423
underwriter	umbhali	0.571	0.327	0.620
undeserved	obungasifanelanga	0.219	0.552	0.283
undesirable	ezingathandekiyo	0.177	0.644	0.260
undesired	ezingathandekiyo	0.156	0.441	0.235
undetectable	ezingabonakaliyo	0.438	0.539	0.604
undetected	nga fumani	0.224	0.304	0.268
undetermined	engagqitywanga	0.265	0.256	0.353
undeveloped	nga phuhliswa	0.292	0.330	0.254
undignified	ngacingi	0.122	0.627	0.308
undirected	a khululwe	0.330	0.417	0.310
undisclosed	engachazwanga	0.479	0.361	0.314
undiscovered	nga funyanwa	0.438	0.347	0.261
undisputed	engamangalelwa	0.646	0.588	0.673
undisturbed	engaphazamiseki	0.725	0.287	0.434
undivided	nga hlu lekanga	0.510	0.380	0.490
undo	lungisa	0.365	0.444	0.349
undoing	ku rhoxisa	0.219	0.452	0.298
undoubted	ngathandabuzeki	0.592	0.461	0.740
undress	ukugxotha	0.438	0.900	0.336
undressed	nganyanga	0.375	0.755	0.356
undue	engafanelekanga	0.156	0.573	0.318
undying	ukuphazamiseka	0.708	0.500	0.773
unearned	nga fumani	0.177	0.340	0.213
unearth	kuvela	0.427	0.635	0.545
uneasiness	ukungazinzi	0.190	0.798	0.241
uneasy	ngxaki	0.115	0.598	0.349
uneducated	nga fundanga	0.177	0.350	0.246
unemployed	bengasebenzi	0.094	0.481	0.230
unemployment	yokungasebenzi	0.094	0.400	0.297
unencumbered	zi ngaxilwanga	0.604	0.280	0.472
unending	engapheliyo	0.385	0.519	0.454
unequal	lingalingani	0.118	0.433	0.202
unequalled	engalinganiyo	0.562	0.470	0.769
unequivocal	ngokungafanelanga	0.604	0.415	0.615
unequivocally	ngokungaqinisekanga	0.521	0.668	0.554
unethical	ezingekho mthethweni	0.104	0.433	0.269
uneven	ukungalingani	0.125	0.457	0.240
uneventful	ezingabonakaliyo	0.510	0.343	0.410
unexpected	engalindelekanga	0.500	0.720	0.333
unexpectedly	ngokungalindelekanga	0.354	0.759	0.462
unexplainable	ezingachazwanga	0.260	0.448	0.610
unexplained	zichazwe	0.271	0.531	0.349
unexplored	engakhangeli	0.401	0.640	0.388
unfailing	ngokungapheliyo	0.625	0.635	0.594
unfair	ngokungafanelekanga	0.173	0.472	0.190
unfairness	ukungalungi	0.170	0.817	0.336
unfaithful	nga thembeki	0.031	0.806	0.298
unfamiliar	engaqhelekanga	0.219	0.558	0.273
unfavorable	nga lunganga	0.133	0.450	0.232
unfeeling	u bubele	0.235	0.377	0.345
unfettered	ezingabikho	0.569	0.650	0.586
unfinished	engagqitywanga	0.188	0.368	0.264
unfit	nga lunganga	0.250	0.368	0.185
unflinching	ukucima	0.667	0.606	0.882
unfold	kuvela	0.612	0.510	0.520
unfollow	ulandele	0.281	0.337	0.293
unforeseen	ezingalindelekanga	0.255	0.714	0.500
unforgettable	a libaleki	0.833	0.561	0.660
unforgivable	ku xolelwa	0.276	0.743	0.490
unforgiving	nga xoleli	0.406	0.630	0.793
unfortunate	buhlungu	0.073	0.487	0.195
unfortunately	ngelanga	0.104	0.494	0.281
unfounded	ezingenasiseko	0.271	0.520	0.410
unfreeze	ukukhulula	0.458	0.297	0.375
unfriendly	nga buhlobo	0.173	0.670	0.458
unfulfilled	engagqibekanga	0.184	0.426	0.268
unfurnished	engabonakaliyo	0.316	0.333	0.272
unglued	engabonakaliyo	0.378	0.446	0.352
ungodly	abangamhloneli uThixo	0.296	0.423	0.388
ungrateful	nga mbuleli	0.219	0.461	0.275
unguarded	zigcinwe	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	nwabanga	0.083	0.630	0.222
unhappy	nwabanga	0.112	0.500	0.155
unharmed	li nga lunganga	0.740	0.378	0.491
unhealthy	engasondelanga	0.115	0.549	0.214
unheard	a nga yivanga	0.344	0.539	0.500
unhelpful	u nga thandiyo	0.104	0.320	0.118
unhindered	nga phenduli	0.729	0.441	0.725
unholy	ngendawo	0.327	0.560	0.445
unhook	ungenayo	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	engaziwayo	0.385	0.361	0.199
unification	u manyano	0.688	0.345	0.788
unified	simanyene	0.729	0.439	0.764
uniform	yunifomu	0.570	0.245	0.655
uniformed	yunifom	0.469	0.519	0.589
uniformity	kufana	0.745	0.353	0.538
uniformly	ngokufanayo	0.625	0.333	0.704
unimaginable	ku ngacingi	0.573	0.634	0.589
unimpeachable	ezingenakufumaneka	0.684	0.550	0.784
unimpeached	engagqitywanga	0.458	0.335	0.433
unimportant	ezingabalulekanga	0.281	0.240	0.175
unimpressed	ngathanga	0.198	0.302	0.327
unimproved	engavumelekanga	0.163	0.377	0.144
uninfected	ezingakhuselekanga	0.688	0.304	0.389
uninformed	nga chaziwe	0.156	0.370	0.182
uninhabited	ngahlali	0.301	0.230	0.221
uninitiated	engabonwanga	0.271	0.288	0.288
uninspired	nga fumani	0.163	0.243	0.260
unintelligible	engacacanga	0.208	0.472	0.283
unintended	nga lunganga	0.438	0.385	0.349
unintentional	ngezenzo	0.333	0.538	0.306
unintentionally	ngokungazi	0.460	0.490	0.286
uninterested	engathandekiyo	0.365	0.240	0.328
uninteresting	ngathandeki	0.153	0.235	0.228
uninterrupted	kungaphazamiseki	0.500	0.434	0.527
uninvited	engavunywanga	0.090	0.385	0.307
union	manyano	0.854	0.226	0.766
unique	ekhethekileyo	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	nyanisa	0.510	0.439	0.583
unit	iyunithi	0.562	0.235	0.578
unitary	bunye	0.531	0.239	0.641
unite	ukudibanisa	0.781	0.375	0.610
united	manyene	0.781	0.431	0.783
unity	manyano	0.837	0.288	0.658
universal	yonke	0.802	0.417	0.833
universality	jikelele	0.796	0.410	0.840
universe	iphela	0.694	0.454	0.839
university	yunivesithi	0.735	0.574	0.741
unjust	sikweni	0.115	0.625	0.278
unjustifiable	engabonakaliyo	0.115	0.596	0.394
unjustified	nga lunganga	0.288	0.541	0.314
unkind	buhlungu	0.135	0.409	0.310
unknowable	engaziwayo	0.347	0.540	0.396
unknown	ngaziwa	0.357	0.450	0.204
unlawful	mthethweni	0.094	0.759	0.402
unleash	unleash	0.479	0.775	0.559
unlicensed	engavumelekanga	0.306	0.574	0.196
unlike	ngokungafaniyo	0.439	0.439	0.418
unlikely	akunakwenzeka	0.271	0.293	0.245
unlimited	elingenamkhawulo	0.750	0.623	0.679
unlisted	nga bhalwanga	0.365	0.265	0.218
unload	kukhulula	0.656	0.639	0.573
unloaded	kulayishwa	0.469	0.380	0.331
unlock	uvule	0.582	0.442	0.592
unlucky	nganto	0.073	0.395	0.198
unmanageable	ezingenakuxanduva	0.177	0.666	0.482
unmanned	engabonwanga	0.235	0.441	0.324
unmarked	engabonakaliyo	0.416	0.294	0.433
unmarried	engatshatanga	0.438	0.480	0.545
unmask	kukhulula	0.323	0.690	0.520
unmatched	nga lingani	0.776	0.536	0.771
unmistakable	azinakunakwenzeka	0.602	0.571	0.765
unmitigated	engagqithwanga	0.649	0.427	0.422
unmoved	nga khu lukanga	0.184	0.355	0.360
unnamed	ngegama	0.316	0.189	0.284
unnatural	engavamile	0.153	0.587	0.434
unnecessary	ayimfuneko	0.219	0.358	0.190
unneeded	engenayo	0.177	0.375	0.245
unnoticed	engabonwa	0.302	0.440	0.260
unnumbered	ezingabalwa	0.406	0.255	0.331
unobserved	engabonakaliyo	0.398	0.255	0.257
unobstructed	engagqitywanga	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	ngahlali	0.258	0.245	0.412
unofficial	engafanelekanga	0.260	0.302	0.255
unopened	avuliwe	0.542	0.340	0.265
unopposed	nga thandwanga	0.615	0.375	0.537
unordered	nga ngqi nelwanga	0.224	0.482	0.190
unorganised	nga lungiswa	0.250	0.500	0.212
unorganized	nga lungiswa	0.260	0.657	0.173
unorthodox	unorthodox	0.340	0.480	0.441
unpack	ukukhupha	0.531	0.528	0.445
unpaid	ahlawulwe	0.300	0.413	0.365
unparalleled	ezingafaniyo	0.708	0.306	0.538
unpleasant	ngathandeki	0.122	0.612	0.185
unpleasantness	buhlungu	0.062	0.724	0.264
unplug	vula	0.239	0.441	0.404
unplugged	avuliwe	0.367	0.375	0.318
unpopular	nga thandwanga	0.073	0.441	0.164
unprecedented	nga phambili	0.500	0.491	0.658
unpredictable	nga qi niseki	0.429	0.769	0.515
unprepared	nga lungeli	0.204	0.450	0.152
unpretentious	ukuthobeka	0.510	0.296	0.410
unproductive	kuvelanga	0.100	0.324	0.237
unprofessional	engenzi nzuzo	0.042	0.370	0.170
unprofitable	engenzi nzuzo	0.163	0.376	0.217
unprotected	engakhuselekanga	0.150	0.582	0.197
unproven	engavumelekanga	0.296	0.427	0.216
unprovoked	engavumelekanga	0.565	0.327	0.385
unpublished	engashicilelwa	0.406	0.480	0.481
unpunished	ahlawulwa	0.292	0.594	0.519
unqualified	nga fa nelwanga	0.170	0.433	0.173
unquestionable	ngathandabuzeki	0.469	0.450	0.843
unquestionably	ngokungathandabuzekiyo	0.500	0.630	0.750
unquestioned	ngathanga	0.562	0.509	0.746
unquote	ukungahambelani	0.388	0.363	0.517
unravel	u kuvula	0.378	0.598	0.455
unreachable	ezingenakufumaneka	0.208	0.679	0.557
unread	nga fundwanga	0.458	0.240	0.214
unreal	engenziwanga	0.173	0.431	0.296
unrealistic	ngqiqweni	0.229	0.500	0.245
unreasonable	ngqiqweni	0.115	0.702	0.264
unrecorded	engavumelekanga	0.241	0.351	0.350
unregistered	nga bhalwanga	0.255	0.337	0.266
unregulated	nga lawulwa	0.344	0.454	0.421
unrelated	a nga faniyo	0.302	0.270	0.264
unrelenting	engapheliyo	0.500	0.790	0.875
unreliable	niseki	0.108	0.480	0.240
unremarkable	ezingenakwenzeka	0.271	0.155	0.230
unrepentant	nga phenduki	0.240	0.445	0.413
unrequited	engagqithwanga	0.143	0.441	0.179
unresolved	nga lungiswa	0.135	0.441	0.173
unresponsive	nga phenduli	0.108	0.282	0.244
unrest	ngxakini	0.102	0.577	0.231
unrestrained	zi thintele	0.385	0.775	0.627
unrestricted	engavinjelwe	0.698	0.458	0.644
unromantic	ngathandeki	0.208	0.316	0.307
unruly	nga lawula	0.240	0.745	0.547
unsafe	khu seleko	0.115	0.562	0.147
unsanitary	ezingenamntu	0.063	0.592	0.269
unsatisfactory	enganelisekanga	0.122	0.520	0.189
unsatisfied	nga nelanga	0.200	0.547	0.241
unsavory	ngendawo	0.071	0.637	0.353
unscathed	ngathathi	0.625	0.308	0.611
unscheduled	ezingaphunyekanga	0.312	0.436	0.300
unscientific	ngezesayensi	0.396	0.317	0.321
unscrew	ukuyeka	0.333	0.462	0.396
unscrupulous	engacinekiyo	0.094	0.727	0.465
unseat	ukuyivula	0.229	0.500	0.312
unseen	nga bonwayo	0.427	0.351	0.421
unselfish	kuzingca	0.615	0.353	0.377
unsettled	ngazinzi	0.208	0.647	0.170
unsightly	ngqalelo	0.226	0.559	0.373
unsolicited	a ngaceli	0.094	0.339	0.280
unsolved	zi ngekanga	0.146	0.390	0.235
unsophisticated	engabonakaliyo	0.327	0.491	0.339
unsound	engacacanga	0.146	0.222	0.272
unspeakable	ezingabonakaliyo	0.327	0.567	0.393
unspecified	engacacisiwe	0.240	0.365	0.165
unspoken	engavumi	0.177	0.260	0.208
unstable	ngazinzi	0.167	0.587	0.150
unsteady	ngazinzi	0.122	0.500	0.190
unstoppable	azinakukhutshwa	0.625	0.887	0.862
unsuccessful	ayiphumelelanga	0.140	0.318	0.106
unsuitable	engafanelekanga	0.188	0.528	0.300
unsung	zi ngqi	0.296	0.330	0.314
unsupervised	zi ngaphantsi	0.478	0.481	0.442
unsupported	axhaswanga	0.260	0.450	0.221
unsure	qi niseki	0.143	0.580	0.217
unsurpassed	ezingaphelelwanga	0.694	0.569	0.798
unsuspecting	engabonakaliyo	0.302	0.509	0.413
unsustainable	ngazinzi	0.255	0.650	0.406
unsweetened	ezingenasiphelo	0.396	0.263	0.300
unsympathetic	abangenabubele	0.163	0.620	0.281
untamed	ezingabonakaliyo	0.429	0.778	0.709
untenable	nga lunganga	0.143	0.637	0.425
untested	nga fumwanga	0.302	0.296	0.348
unthinkable	ngacingi	0.365	0.480	0.481
untidy	ngazinzi	0.106	0.610	0.254
untie	khulule	0.542	0.463	0.472
untimely	ngokungafanelekanga	0.245	0.676	0.233
untitled	elingenasicatshulwa	0.213	0.240	0.240
untold	ezingabonakaliyo	0.240	0.367	0.191
untouchable	ezingenakuthenjwa	0.490	0.602	0.683
untouched	nga funyanwa	0.531	0.276	0.600
untoward	ahlawulwe	0.122	0.555	0.291
untraceable	ezingenakufunyanwa	0.321	0.674	0.574
untrained	nga fundanga	0.149	0.529	0.282
untranslated	ezingatshintshwanga	0.271	0.188	0.264
untroubled	engapheliyo	0.750	0.213	0.653
untrue	buxoki	0.031	0.500	0.188
untrustworthy	ngathembeki	0.097	0.449	0.287
unturned	ku rhoxiswa	0.312	0.255	0.316
unused	engasetyenziswa	0.344	0.231	0.234
unusual	engavamile	0.429	0.433	0.361
unusually	ngokungaqhelekanga	0.385	0.406	0.358
unutterable	azinakulungiswa	0.406	0.592	0.538
unveil	kuvula	0.439	0.442	0.562
unveiling	ukutyhila	0.569	0.570	0.675
unverified	nga qi niseki	0.214	0.365	0.180
unwanted	nga funeki	0.177	0.546	0.205
unwarranted	nga lunganga	0.091	0.500	0.345
unwary	nga qapheli	0.286	0.417	0.402
unwashed	ngahlanjululwa	0.365	0.427	0.360
unwavering	engaguqukiyo	0.740	0.630	0.858
unwed	engasetyenziswanga	0.541	0.595	0.459
unwelcome	engamkelekanga	0.115	0.480	0.269
unwell	ngahlali	0.143	0.640	0.221
unwilling	ngafuni	0.302	0.316	0.179
unwillingly	ngokungafuni	0.204	0.548	0.182
unwillingness	ukungafuni	0.204	0.311	0.113
unwind	ukukhupha	0.837	0.181	0.394
unwise	bulumko	0.141	0.610	0.304
unwitting	nga ziqondi	0.260	0.526	0.344
unwittingly	ngokungazi	0.312	0.510	0.264
unworthy	nga fanele	0.194	0.433	0.226
unwrap	ukungafihli	0.604	0.491	0.557
unwritten	engabhalwanga	0.367	0.384	0.272
unyielding	ukungabonakali	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	ukunyusa	0.878	0.531	0.802
upbringing	khuliswe	0.677	0.490	0.600
upcoming	oluzayo	0.688	0.460	0.550
update	hlaziya	0.698	0.535	0.802
upgrade	phucula	0.786	0.500	0.670
upheaval	ukuphazamiseka	0.290	0.830	0.570
uphill	ekukhuphukeni	0.396	0.723	0.572
uphold	ukuxhasa	0.698	0.321	0.561
upholstery	ukuphucula	0.592	0.270	0.386
upkeep	ukugcina	0.590	0.442	0.685
upland	phezulu	0.719	0.578	0.607
uplands	ziqithi	0.615	0.471	0.577
uplift	kuphakanyiswa	0.656	0.779	0.771
uplifting	phucula	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	ulayishe	0.638	0.683	0.696
upper	phezulu	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	ubuchule	0.465	0.546	0.417
upright	tyekile	0.667	0.373	0.600
uprising	ukuvukela	0.561	0.777	0.704
uproar	ngqungquthela	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	khathazekile	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	phezulu	0.663	0.408	0.645
upstanding	ukuphakamisa	0.851	0.390	0.708
upstart	phezulu	0.449	0.500	0.455
uptight	ukuphakamisa	0.184	0.716	0.333
upward	phezulu	0.792	0.481	0.620
upwards	phezulu	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	edolophini	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	bongoza	0.418	0.680	0.653
urgency	ngxamiseko	0.429	0.908	0.543
urgent	ngxamisekileyo	0.327	0.918	0.623
urinal	ukuvuthwa	0.214	0.510	0.306
urinalysis	ukulungiswa komzimba	0.344	0.532	0.398
urinate	ukuhamba	0.360	0.500	0.353
urination	ukuhamba	0.271	0.441	0.232
urine	umchamo	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	tyenziswa	0.812	0.455	0.611
usage	ukusetyenziswa	0.646	0.360	0.426
use	se benzisa	0.438	0.358	0.409
used	tyenziswa	0.354	0.306	0.287
useful	luncedo	0.833	0.411	0.726
usefully	se benzisa	0.650	0.481	0.760
usefulness	luncedo	0.806	0.519	0.741
useless	engenamsebenzi	0.052	0.342	0.184
user	benzisi	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	ngokuqhelekileyo	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	usurped	0.292	0.780	0.438
usury	umvuzo	0.344	0.679	0.430
utensil	impahla	0.573	0.279	0.383
uterus	isisu	0.551	0.420	0.510
utilitarian	se benzisi	0.427	0.363	0.639
utility	se benzisi	0.622	0.400	0.704
utilization	tyenziswa	0.562	0.469	0.706
utilize	se benzisa	0.694	0.445	0.545
utmost	kakhulu	0.719	0.740	0.858
utopian	iindawo ezingaqhelekanga	0.542	0.327	0.552
utter	ukuthetha	0.531	0.422	0.549
utterance	intetho	0.542	0.640	0.704
utterly	ngokupheleleyo	0.633	0.440	0.673
vacancy	sithuba	0.643	0.311	0.418
vacant	ezingenamntu	0.578	0.220	0.464
vacate	kuphuma	0.357	0.490	0.397
vacation	iholide	0.840	0.490	0.598
vaccination	lokugonywa	0.530	0.578	0.621
vaccine	lokugonya	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	aphumayo	0.354	0.267	0.304
vacuum	ukucima	0.327	0.196	0.134
vagabond	i-vagabond	0.384	0.531	0.144
vagina	ngesini	0.551	0.870	0.500
vaginal	zesini	0.449	0.765	0.420
vagrancy	i-vagrancy	0.219	0.567	0.277
vagrant	ukuhamba	0.265	0.548	0.250
vague	ecacileyo	0.271	0.335	0.083
vagueness	ukungafani	0.150	0.324	0.221
vainly	ngelize	0.365	0.283	0.169
valance	ngokuqinisekileyo	0.424	0.286	0.371
vale	isiqithi	0.592	0.276	0.387
valedictorian	i-valestorian	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	ngomelele	0.880	0.745	0.904
valid	zivumelekile	0.693	0.353	0.565
validate	vumela	0.760	0.431	0.745
validation	ukuqinisekiswa	0.655	0.460	0.720
validity	sekile	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	ntlambo	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	luleke	0.899	0.547	0.798
valuables	ezixabisekileyo	0.790	0.625	0.759
valuation	xabiso	0.615	0.480	0.795
value	xabiso	0.875	0.582	0.802
valve	valve	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	ukutshatyalaliswa	0.135	0.792	0.473
vandalism	ukuchitheka	0.083	0.904	0.509
vane	abanayo	0.561	0.280	0.231
vanguard	mineard	0.693	0.640	0.780
vanilla	vanilla	0.706	0.216	0.284
vanish	ziphele	0.236	0.480	0.347
vanished	yaphela	0.208	0.566	0.255
vanishing	ziphela	0.292	0.550	0.322
vanity	mampunge	0.260	0.540	0.439
vanquish	ukutshatyalaliswa	0.708	0.760	0.804
vanquished	laliswa	0.496	0.529	0.176
vanquishing	ukutshatyalaliswa	0.600	0.748	0.764
vantage	isantya	0.740	0.632	0.788
vapor	umphunga	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	eziguquguqukayo	0.620	0.407	0.400
variance	ukuhluka	0.540	0.405	0.509
variation	ukuhluka	0.635	0.561	0.406
variations	ukuhluka	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varicose	0.235	0.462	0.368
varied	ezahlukeneyo	0.604	0.701	0.472
variegated	zigugu	0.398	0.549	0.406
variety	ezahlukahlukeneyo	0.714	0.472	0.598
various	ezahlukeneyo	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	varnish	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	ziyahluka	0.521	0.373	0.413
varying	ziyahluka	0.552	0.471	0.385
vascular	iisetyhula	0.516	0.451	0.627
vase	vase	0.638	0.225	0.215
vasectomy	vasectomy	0.208	0.663	0.431
vassal	i-vassal	0.417	0.525	0.196
vast	enkulu	0.520	0.535	0.545
vat	udoti	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	inqaba	0.490	0.378	0.644
vaulted	ikhutshwe	0.417	0.460	0.542
vaulting	ukukhupha	0.510	0.323	0.520
veal	isagqumatheolo	0.438	0.337	0.410
vector	vector	0.538	0.308	0.482
veer	ukuvala	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	imifuno	0.551	0.120	0.289
vegetarian	imifuno	0.562	0.255	0.407
vegetarianism	zemifuno	0.510	0.269	0.407
vegetation	zityalo	0.740	0.177	0.500
vegetative	zityalo	0.500	0.270	0.351
veggie	i-veggie	0.602	0.245	0.409
vehement	ngxamele	0.500	0.500	0.575
vehicle	sithuthi	0.641	0.565	0.500
veil	mkhusane	0.500	0.235	0.415
veiled	efihliweyo	0.370	0.317	0.324
vein	isisu	0.347	0.373	0.318
veined	zihluthe	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	velocity	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	velvet	0.663	0.226	0.304
velvety	velvety	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	ukuthengisa	0.417	0.565	0.549
vendor	umthengisi	0.541	0.541	0.627
veneer	veneer	0.490	0.265	0.289
venerable	uzukileyo	0.708	0.369	0.600
veneration	ukuhlonela	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	impindezelo	0.103	0.927	0.719
vengeful	ndezela	0.150	0.840	0.561
venison	inyama	0.510	0.422	0.296
venom	utyumbo	0.125	0.770	0.491
venomous	buhlungu	0.159	0.841	0.636
venous	zibuhlungu	0.406	0.571	0.453
vent	ukuva	0.479	0.519	0.529
ventilation	umoya	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	ukuvula	0.375	0.388	0.418
ventricle	i ventricle	0.520	0.387	0.464
ventricular	nge ventricular	0.440	0.549	0.475
ventriloquist	i-ventriloquist	0.552	0.600	0.526
venture	msebenzi	0.893	0.810	0.644
venue	indawo	0.727	0.316	0.395
veracity	ukuthembeka	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	isenzi	0.582	0.312	0.414
verbal	ngomlomo	0.520	0.291	0.562
verbatim	NO TRANSLATION	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	ukuzithiba	0.300	0.491	0.451
verdant	efanelekileyo	0.600	0.260	0.389
