Word	Lithuanian-lt	Valence	Arousal	Dominance
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	sėlinti	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sportiniai bateliai	0.604	0.548	0.349
sneaking	siautėti	0.203	0.755	0.545
sneaky	paslėptas	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	Čiaudėti	0.271	0.442	0.336
sneezing	čiaudėjimas	0.434	0.570	0.345
snicker	snaigė	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	šnipštas	0.396	0.500	0.318
snip	nuimkite	0.417	0.327	0.268
snipe	saldainis	0.198	0.915	0.491
sniper	snaiperis	0.167	0.870	0.853
snippet	fragmentas	0.612	0.410	0.368
snippy	šlykštus	0.418	0.491	0.481
snitch	snigtis	0.300	0.598	0.333
snob	snobas	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	nešvarus	0.390	0.455	0.446
snooze	snausti	0.235	0.357	0.282
snore	snukis	0.245	0.610	0.481
snorkel	snorkelė	0.510	0.470	0.327
snort	snortas	0.469	0.531	0.413
snot	snukis	0.214	0.340	0.269
snotty	snukis	0.180	0.382	0.200
snout	snukis	0.276	0.385	0.241
snow	sniegas	0.667	0.363	0.309
snowball	sniego kamuolys	0.717	0.444	0.321
snowboard	snieglentė	0.663	0.680	0.511
snowboarder	snieglentininkas	0.719	0.754	0.545
snowday	sniego diena	0.602	0.500	0.440
snowfall	sniegas	0.675	0.280	0.455
snowflake	snaigė	0.748	0.192	0.260
snowing	sniegas	0.586	0.490	0.387
snowmageddon	snowmagedon	0.375	0.575	0.472
snowman	sniego senis	0.776	0.291	0.323
snowplow	snowplow	0.449	0.480	0.493
snowstorm	snowstorm	0.204	0.833	0.629
snowy	snieguotas	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	nuleidžiamas	0.265	0.528	0.279
snuff	snuffas	0.357	0.470	0.377
snug	tvirtas	0.867	0.173	0.500
snuggle	pasinerti	0.781	0.390	0.350
snuggled	prisirišęs	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	pabėgimas	0.683	0.585	0.373
soak	mirkyti	0.480	0.370	0.240
soaked	mirkymas	0.365	0.462	0.358
soaking	mirkymas	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	muilas	0.531	0.163	0.311
soapbox	muilas	0.500	0.415	0.393
soapy	muilas	0.552	0.373	0.355
soar	pakilti	0.790	0.740	0.718
soaring	didėjantis	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	blaivus	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	tylumas	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	futbolas	0.698	0.837	0.644
sociable	socialus	0.854	0.459	0.627
social	socialinis	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socializmas	0.510	0.500	0.560
socialist	socialistė	0.448	0.400	0.543
socialite	socialistas	0.684	0.668	0.570
socialize	bendrauti	0.907	0.683	0.726
society	visuomenė	0.674	0.464	0.782
sociology	sociologija	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	kojinė	0.500	0.167	0.290
socket	lizdas	0.583	0.469	0.377
sod	sodas	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodring	0.240	0.500	0.400
sodium	natris	0.490	0.340	0.291
sofa	sofa	0.583	0.106	0.263
soft	minkštas	0.760	0.179	0.232
softball	futbolas	0.735	0.630	0.518
soften	minkština	0.694	0.194	0.392
softener	minkštiklis	0.745	0.300	0.373
softening	minkština	0.700	0.255	0.361
softly	švelniai	0.517	0.206	0.304
softness	minkštumas	0.875	0.086	0.402
software	programinė įranga	0.561	0.280	0.570
soggy	saldus	0.312	0.350	0.241
sohappy	labai laimingas	0.949	0.673	0.681
soil	dirvožemis	0.350	0.180	0.356
soiled	purvinas	0.106	0.529	0.213
soiree	vakarienė	0.729	0.692	0.578
sojourn	apsigyventi	0.514	0.243	0.509
solace	paguoda	0.776	0.294	0.453
solar	saulės energija	0.622	0.452	0.645
solarium	soliariumas	0.602	0.356	0.421
solder	litavimas	0.439	0.510	0.611
soldering	litavimas	0.573	0.536	0.538
soldier	kareivis	0.392	0.708	0.768
sole	vienintelis	0.427	0.194	0.279
solemn	iškilmingas	0.708	0.370	0.709
solicit	pakviesti	0.620	0.490	0.604
solicitation	prašymas	0.612	0.519	0.415
solicitor	advokatas	0.600	0.479	0.802
solid	tvirtas	0.667	0.304	0.763
solidarity	Solidarumas	0.792	0.407	0.781
solidification	kietėjimas	0.480	0.500	0.827
solidified	sustiprintas	0.633	0.415	0.745
solidify	sustiprinti	0.583	0.318	0.754
solidity	tvirtumas	0.745	0.444	0.850
solitaire	Solitaire	0.365	0.227	0.279
solitary	vienišas	0.224	0.202	0.268
solitude	vienatvė	0.208	0.226	0.358
solo	Solo	0.438	0.190	0.325
solubility	tirpumas	0.506	0.360	0.442
soluble	tirpus	0.542	0.272	0.409
solucky	toks laimingas	0.573	0.529	0.615
solution	tirpalas	0.790	0.339	0.664
solve	išspręsk	0.656	0.530	0.688
solvency	mokumas	0.604	0.296	0.605
solvent	tirpiklis	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatinis	0.438	0.406	0.444
somber	siaubingas	0.184	0.500	0.380
some anticipation	kai tikimasi	0.423	0.482	0.472
some disgust	šiek tiek pasibjaurėjimas	0.094	0.657	0.321
some surprise	kažkoks staigmena	0.827	0.849	0.500
some trust	kai kurie pasitikėjimas	0.594	0.451	0.547
somersault	Somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	šiek tiek neigiamas	0.208	0.480	0.150
somewhat positive	šiek tiek teigiamas	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	sūnus	0.792	0.365	0.528
sonar	sonaras	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	daina	0.854	0.413	0.500
songwriter	dainų autorius	0.844	0.558	0.713
sonic	Sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonetas	0.718	0.294	0.404
sonorous	skambesys	0.646	0.580	0.442
soot	suodžiai	0.375	0.328	0.292
soothe	nuraminti	0.817	0.194	0.412
soothing	raminantis	0.625	0.179	0.519
sophisticated	sudėtingas	0.865	0.481	0.845
sophistication	rafinuotumas	0.792	0.472	0.704
sophomore	antraisiais metais	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	sopy	0.510	0.355	0.297
soprano	sopranas	0.552	0.550	0.685
sorcerer	burtininkas	0.377	0.633	0.632
sorcery	burtininkas	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	skauda	0.094	0.650	0.224
soready	Soready	0.622	0.500	0.545
sorely	skausmingai	0.284	0.727	0.370
soreness	skausmas	0.113	0.843	0.302
sorghum	sorgo	0.469	0.358	0.420
sorority	sorority	0.635	0.637	0.627
sorrow	liūdesys	0.052	0.235	0.164
sorrowful	liūdnas	0.049	0.422	0.163
sorry	atsiprašau	0.406	0.362	0.212
sort	rūšiuoti	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	rūšiavimas	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	labai išsigandęs	0.229	0.652	0.319
soscary	taip baisu	0.301	0.660	0.414
soslow	taip lėtai	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sosweet	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	siela	0.770	0.220	0.510
soulful	sielos	0.755	0.331	0.500
soulless	be jokios	0.125	0.591	0.400
soulmate	sielos draugas	0.890	0.500	0.628
sound	garsas	0.765	0.623	0.398
sounding	skamba	0.690	0.500	0.558
soundness	tvirtumas	0.780	0.377	0.893
soundproof	garso izoliacija	0.490	0.390	0.409
soundtrack	garso takelis	0.630	0.559	0.518
soup	sriuba	0.602	0.245	0.269
sour	rūgštus	0.276	0.594	0.373
source	šaltinis	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	pietuose	0.562	0.265	0.429
southbound	į pietus	0.510	0.370	0.395
southeast	į pietryčius	0.510	0.283	0.413
southern	pietuose	0.552	0.269	0.370
southpaw	lydinys	0.542	0.389	0.404
southwest	į pietvakarius	0.406	0.314	0.355
souvenir	suvenyrą	0.844	0.311	0.466
sovereign	suverenias	0.698	0.500	0.885
sovereignty	suverenitetas	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	sėti	0.667	0.430	0.446
soy	soja	0.438	0.250	0.286
soy sauce	sojų padažas	0.573	0.382	0.318
soybean	sojos pupelės	0.521	0.250	0.293
spa	SPA	0.622	0.151	0.386
space	erdvė	0.800	0.317	0.573
spacecraft	erdvėlaivis	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	erdvėlaivis	0.643	0.781	0.664
spacing	tarpai	0.621	0.425	0.507
spacious	erdvus	0.880	0.365	0.557
spade	lova	0.469	0.667	0.529
spaghetti	spagečiai	0.729	0.353	0.288
spam	šlamštas	0.188	0.354	0.304
spammers	"spameriai"	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spanielis	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	skersinis	0.417	0.438	0.536
spare	atsarginis	0.552	0.398	0.411
spareribs	šonkauliukai	0.635	0.431	0.395
sparingly	taupiai	0.510	0.353	0.518
spark	kibirkštis	0.688	0.745	0.529
sparkle	spindesys	0.819	0.765	0.510
sparkling	putojantis	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	žvirblis	0.583	0.460	0.327
sparse	retas	0.240	0.367	0.209
spasm	spazmas	0.194	0.594	0.366
spastic	spasta	0.240	0.541	0.491
spat	švaistyti	0.427	0.413	0.309
spatial	erdvinis	0.604	0.625	0.645
spatter	purkšti	0.292	0.630	0.315
spatula	mentele	0.302	0.198	0.369
spawn	neršti	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	kalbėk	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	garsiakalbis	0.604	0.660	0.723
speakerphone	garsiakalbis	0.531	0.569	0.560
speaking	kalbant	0.753	0.590	0.575
spear	ietis	0.510	0.601	0.500
spec	Spec	0.583	0.426	0.691
special	ypatingas	0.844	0.602	0.730
specialist	specialistas	0.760	0.562	0.877
speciality	specialybė	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	specialiai	0.847	0.398	0.714
specialty	specialybė	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	rūšis	0.561	0.330	0.645
specific	konkretus	0.656	0.388	0.691
specification	specifikacija	0.552	0.479	0.602
specify	nurodykite	0.656	0.405	0.600
specimen	egzempliorius	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	grazus	0.449	0.263	0.254
specs	specifikacijos	0.540	0.398	0.618
spectacle	aklas	0.812	0.745	0.762
spectacles	akinius	0.816	0.775	0.648
spectacular	įspūdingas	0.947	0.740	0.887
spectator	žiūrovas	0.694	0.560	0.667
specter	spoksas	0.265	0.723	0.540
spectral	Spektrinis	0.430	0.667	0.500
spectrometer	spektrometras	0.500	0.452	0.490
spectrophotometer	spektrofotometras	0.500	0.484	0.500
spectroscopy	spektroskopija	0.470	0.541	0.570
spectrum	spektras	0.312	0.700	0.527
speculate	spėlioti	0.398	0.602	0.553
speculation	spekuliacija	0.325	0.683	0.394
speculative	spekuliacinis	0.276	0.591	0.464
speculum	spekulumas	0.417	0.469	0.433
speech	kalba	0.656	0.470	0.688
speechless	be kalbos	0.459	0.320	0.315
speed	greitis	0.719	0.849	0.658
speedboat	greitaeigė kateris	0.635	0.858	0.612
speedily	greitai	0.688	0.740	0.665
speeding	greičio viršijimas	0.438	0.908	0.645
speedometer	spidometras	0.427	0.549	0.579
speedway	greitkelis	0.667	0.519	0.416
speedy	greitas	0.625	0.625	0.793
spell	burtas	0.385	0.380	0.368
spellbound	spellbound	0.531	0.647	0.387
spelling	tarimas	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	praleisti	0.672	0.745	0.429
spender	spenderas	0.312	0.692	0.377
spending	išlaidų	0.333	0.556	0.330
spent	išleista	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	sfera	0.633	0.277	0.500
spherical	sferinis	0.550	0.308	0.500
sphincter	sfinkteris	0.347	0.633	0.375
sphinx	sfinksas	0.604	0.324	0.490
spic	Spic	0.302	0.455	0.451
spice	prieskonis	0.594	0.439	0.384
spicy	aštrus	0.440	0.733	0.610
spider	voras	0.229	0.569	0.430
spiders	vorai	0.260	0.696	0.368
spiffy	siaubingas	0.615	0.582	0.470
spigot	tigras	0.380	0.346	0.423
spike	spiglys	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	šlykštus	0.284	0.657	0.587
spill	išsiliejimas	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	nugara	0.551	0.422	0.345
spinach	špinatai	0.583	0.200	0.368
spinal	stuburas	0.312	0.491	0.296
spindle	suklys	0.552	0.410	0.360
spine	stuburo dalis	0.495	0.461	0.600
spineless	Spineless	0.344	0.387	0.321
spinner	Spinner	0.458	0.593	0.471
spinning	verpimo	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	smailas	0.167	0.639	0.528
spiral	spiralė	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	dvasia	0.786	0.370	0.621
spirited	energingas	0.854	0.587	0.734
spirits	spiritai	0.583	0.847	0.545
spiritual	dvasinis	0.938	0.327	0.564
spirituality	dvasingumas	0.865	0.281	0.667
spit	nerija	0.149	0.545	0.436
spite	nepaisant to	0.080	0.600	0.317
spiteful	piktas	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	sijonas	0.276	0.426	0.280
splash	įstrigti	0.521	0.412	0.281
splat	simbolis	0.510	0.433	0.385
splatter	blaškytis	0.312	0.596	0.352
spleen	blužnis	0.448	0.255	0.396
splendid	nuostabus	0.896	0.740	0.810
splendor	didybė	0.927	0.612	0.850
splice	sujungimas	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	skiltis	0.179	0.400	0.343
splinter	skalda	0.136	0.422	0.325
split	padalinti	0.344	0.618	0.410
splitting	padalijimas	0.188	0.598	0.375
splurge	išplėšti	0.365	0.481	0.542
spoil	sugadinti	0.146	0.723	0.328
spoiler	spoileris	0.347	0.527	0.380
spoiling	sugadinti	0.135	0.678	0.306
spoils	sugadinti	0.388	0.760	0.481
spoke	kalbėjo	0.635	0.433	0.483
spoken	pasakyta	0.551	0.363	0.545
spokesman	atstovas spaudai	0.720	0.480	0.611
spokesperson	spaudos atstovas	0.573	0.453	0.615
sponge	kempinė	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	rėmėjas	0.729	0.537	0.800
sponsorship	rėmimas	0.854	0.608	0.696
spontaneity	spontaniškumas	0.817	0.698	0.655
spontaneous	spontaniškas	0.780	0.578	0.655
spoof	apgaulingas	0.490	0.594	0.381
spook	spooky	0.327	0.887	0.322
spooky	baisu	0.104	0.858	0.380
spool	ritė	0.397	0.389	0.312
spoon	šaukštas	0.479	0.236	0.259
spoonful	šaukštas	0.582	0.208	0.308
sporadic	atsitiktinis	0.333	0.394	0.500
spore	sporas	0.480	0.408	0.231
sport	Sportas	0.865	0.700	0.657
sporting	sporto	0.917	0.656	0.675
sports	sportas	0.833	0.683	0.587
sports car	Sportinė mašina	0.759	0.696	0.669
sportsman	sportininkas	0.755	0.735	0.713
sportsmanship	sportingumas	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	sportiškas	0.735	0.713	0.648
spot	vieta	0.510	0.180	0.336
spotless	tyliai	0.792	0.327	0.726
spotlight	prožektorius	0.688	0.353	0.519
spotted	pastebėtas	0.354	0.472	0.295
spotter	stebėtojas	0.542	0.491	0.644
spotty	pluta	0.281	0.606	0.241
spousal	sutuoktinė	0.656	0.582	0.632
spouse	sutuoktinis	0.750	0.600	0.645
spout	snapelis	0.438	0.357	0.309
sprain	suspaudimas	0.063	0.580	0.384
sprawl	sprawl	0.600	0.596	0.672
spray	purkšti	0.438	0.410	0.333
spread	skleisti	0.570	0.583	0.651
spreader	skirstytuvas	0.510	0.480	0.500
spree	šypsotis	0.564	0.663	0.474
spring	pavasaris	0.837	0.370	0.481
springtime	pavasarį	0.837	0.439	0.722
sprinkle	pabarstyti	0.635	0.404	0.380
sprinkler	purkštuvas	0.510	0.434	0.473
sprinkling	purškimas	0.677	0.510	0.466
sprint	sprintas	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	asaras	0.582	0.565	0.443
spruce	Eglė	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	siaubingas	0.646	0.879	0.755
spur	paskatinti	0.378	0.545	0.340
spurious	klaidingas	0.178	0.480	0.343
spurred	paskatino	0.562	0.684	0.472
spurt	spurtas	0.448	0.550	0.475
spy	šnipas	0.260	0.686	0.530
squabble	šmeižti	0.173	0.850	0.500
squad	būrys	0.552	0.711	0.806
squadron	eskadra	0.469	0.686	0.787
squall	škvalas	0.191	0.833	0.655
squamous	plokščialus	0.344	0.446	0.418
squander	išmesti	0.240	0.755	0.529
square	kvadratas	0.509	0.340	0.291
squash	skvošas	0.531	0.667	0.410
squat	pritūpęs	0.330	0.550	0.453
squatter	Squatter	0.390	0.361	0.565
squaw	skandalas	0.428	0.441	0.398
squawk	siaubas	0.265	0.480	0.245
squeak	Squeak	0.271	0.679	0.300
squeaky	čiulpia	0.229	0.771	0.367
squeal	šaukti	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	gudrumas	0.176	0.656	0.453
squeeze	išspausti	0.458	0.676	0.532
squeezing	išspaudimas	0.260	0.598	0.557
squelch	šlifuoti	0.271	0.510	0.462
squid	kalmaras	0.497	0.398	0.357
squint	šuktelėti	0.385	0.461	0.452
squire	Squire	0.479	0.459	0.710
squirm	kramtyti	0.235	0.824	0.373
squirrel	voverė	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	Squish	0.260	0.788	0.481
squishy	švelnus	0.516	0.333	0.307
stab	stab	0.167	0.882	0.595
stabbed	nudurtas	0.031	0.875	0.431
stability	stabilumas	0.812	0.264	0.849
stabilize	stabilizuoti	0.839	0.427	0.722
stabilizer	stabilizatorius	0.688	0.353	0.767
stable	stabilus	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	surinkti	0.470	0.282	0.427
stadium	stadionas	0.635	0.679	0.611
staff	darbuotojai	0.745	0.274	0.627
stag	Stebuklas	0.594	0.250	0.389
stage	etapas	0.592	0.306	0.473
stagecoach	Stagecoach	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	pasipriešinti	0.531	0.620	0.458
staggering	stulbinantis	0.520	0.657	0.683
stagnant	sustingęs	0.300	0.500	0.208
stagnation	sąstingis	0.276	0.324	0.396
staid	staid	0.385	0.290	0.634
stain	dėmė	0.453	0.324	0.264
stained	dažytos	0.245	0.460	0.209
stainless	nerūdijantis	0.594	0.329	0.618
stair	laiptas	0.375	0.354	0.345
staircase	laiptinė	0.469	0.347	0.440
stairs	laiptai	0.510	0.439	0.342
stairway	laiptai	0.562	0.510	0.407
stairwell	laiptinė	0.510	0.292	0.333
stake	akcija	0.406	0.608	0.460
stakeout	palikimas	0.344	0.546	0.600
stale	pasenusi	0.235	0.461	0.286
stalemate	aklavietė	0.296	0.354	0.267
stalk	kotelis	0.436	0.272	0.395
stalker	persekiotojas	0.177	0.930	0.639
stall	stalas	0.370	0.245	0.292
stallion	eržilas	0.628	0.596	0.779
stalls	prekystaliai	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	ištvermė	0.664	0.694	0.877
stamp	antspaudas	0.438	0.327	0.441
stampede	paniekimas	0.235	0.875	0.683
stance	pozicija	0.604	0.333	0.609
stand	stovėti	0.600	0.324	0.509
standard	standartas	0.673	0.143	0.605
standardize	standartizuoti	0.684	0.353	0.729
standardized	standartizuotas	0.610	0.324	0.607
standby	laukimo režimas	0.260	0.224	0.386
standing	stovintis	0.604	0.317	0.425
standoff	atsilikimas	0.333	0.840	0.558
standpoint	požiūris	0.585	0.388	0.652
standstill	sustabdyti	0.441	0.203	0.500
standup	Atsistok	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staf	0.375	0.480	0.412
staple	kuokšteliniai	0.542	0.306	0.438
stapler	Stapler	0.370	0.264	0.394
star	žvaigždė	0.833	0.418	0.560
star fruit	karambola	0.701	0.433	0.427
starboard	dešinysis lėktuvas	0.531	0.388	0.558
starch	krakmolas	0.507	0.354	0.312
stardom	žvaigždė	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	žvilgsnis	0.541	0.430	0.538
starfish	žvaigždynas	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	žvilgsnis	0.542	0.306	0.423
stark	kietas	0.330	0.630	0.577
starlet	žvaigždutė	0.806	0.471	0.587
starlight	žvaigždutė	0.908	0.368	0.611
starling	garbanotasis	0.500	0.490	0.514
starry	žvaigždė	0.438	0.643	0.434
stars	žvaigždės	0.796	0.521	0.484
starship	žvaigždutė	0.740	0.719	0.704
start	pradėti	0.684	0.430	0.589
starter	starteris	0.667	0.461	0.827
startle	sumušimas	0.276	0.817	0.417
startled	nustebęs	0.333	0.865	0.526
startling	siaubingas	0.750	0.768	0.830
starvation	badas	0.240	0.592	0.284
starve	badauti	0.073	0.729	0.402
starved	badaujantis	0.097	0.689	0.219
starving	badaujantis	0.163	0.670	0.336
stash	Atlicināt	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	valstija	0.562	0.320	0.604
stately	didingas	0.830	0.728	0.915
statement	pareiškimas	0.688	0.608	0.825
stateroom	kajutė	0.653	0.380	0.441
stateside	valstijos valstija	0.643	0.480	0.708
statesman	valstybės vadovas	0.510	0.490	0.736
static	statinis	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statika	0.542	0.290	0.527
station	stotis	0.688	0.367	0.519
stationary	stacionarus	0.408	0.240	0.484
stationery	Raštinės reikmenys	0.570	0.120	0.455
statistic	statistika	0.508	0.420	0.609
statistical	statistinis	0.714	0.353	0.627
statistician	statistikas	0.571	0.360	0.703
stator	statorius	0.281	0.453	0.557
statuary	statulai	0.561	0.281	0.500
statue	statula	0.542	0.153	0.570
statuette	statulėlė	0.677	0.433	0.518
stature	augimas	0.470	0.353	0.664
status	statusas	0.658	0.377	0.588
statute	įstatai	0.592	0.330	0.673
statutory	įstatymais	0.510	0.376	0.539
staunch	tvirtas	0.480	0.363	0.833
stave	tvirtovė	0.417	0.333	0.424
stay	likti	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	liko	0.497	0.270	0.395
stays	lieka	0.633	0.363	0.564
stead	vietoj	0.551	0.214	0.510
steadfast	tvirtas	0.771	0.433	0.800
steady	pastovus	0.680	0.186	0.763
steak	kepsnys	0.625	0.359	0.315
steakhouse	Steakhouse	0.802	0.379	0.547
steal	pavogti	0.021	0.856	0.528
stealing	vagystė	0.086	0.913	0.455
stealth	slaptumas	0.520	0.270	0.452
stealthily	slaptai	0.763	0.294	0.458
stealthy	slaptas	0.380	0.363	0.534
steam	garai	0.469	0.413	0.421
steamboat	garlaivis	0.708	0.500	0.633
steamer	garlaivis	0.510	0.442	0.528
steaming	garuose	0.592	0.553	0.402
steamroller	garo lenktynininkas	0.396	0.567	0.667
steamship	turejimas	0.469	0.490	0.569
steamy	garus	0.479	0.538	0.445
steel	plienas	0.521	0.420	0.714
steep	kietas	0.312	0.612	0.321
steeple	bokštas	0.625	0.519	0.500
steer	valdyti	0.469	0.490	0.527
steering	vairuoti	0.580	0.431	0.660
stellar	žvaigždė	0.796	0.580	0.769
stem	stiebas	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	trafaretas	0.500	0.327	0.421
stenographer	stenografas	0.510	0.408	0.589
step	žingsnis	0.531	0.321	0.347
stepdaughter	palikuonys	0.510	0.510	0.432
stepfather	Patėvis	0.396	0.491	0.611
stepmother	pamergė	0.427	0.530	0.484
steppe	stepė	0.427	0.321	0.379
steps	žingsniai	0.511	0.349	0.373
stepson	Padėtis	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopinis	0.363	0.417	0.574
stereotype	stereotipas	0.151	0.422	0.612
stereotyped	stereotipinis	0.375	0.510	0.436
sterile	sterilus	0.302	0.471	0.291
sterility	sterilumas	0.201	0.519	0.414
sterilize	sterilizuoti	0.406	0.510	0.520
sterling	sterlingas	0.529	0.481	0.615
stern	sargas	0.552	0.394	0.415
sternum	krūtinkaulis	0.520	0.422	0.436
steroid	steroidas	0.360	0.706	0.681
stethoscope	stetoskopas	0.427	0.377	0.490
stew	troškinti	0.667	0.373	0.250
steward	valdytojas	0.633	0.238	0.550
stewardess	Stjuarja	0.625	0.491	0.491
stewardship	valdymas	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	klijuoti	0.396	0.364	0.382
sticker	lipdukas	0.583	0.306	0.346
sticking	klijuoti	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	laikytis	0.453	0.537	0.434
sticky	lipnus	0.385	0.569	0.292
stiff	standus	0.158	0.459	0.569
stiffen	sustiprinti	0.360	0.582	0.719
stiffness	standumas	0.323	0.500	0.657
stifle	užgniaužti	0.240	0.764	0.427
stifled	slopinamas	0.229	0.731	0.193
stifling	slopinantis	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	negyvas gimimas	0.092	0.809	0.291
stillborn	negyvas	0.271	0.519	0.337
stillness	tamsumas	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	kelnės	0.439	0.577	0.300
stimulant	stimuliatorius	0.441	0.794	0.745
stimulate	stimuliuoti	0.792	0.798	0.754
stimulating	stimuliuoja	0.740	0.804	0.809
stimulation	stimuliavimas	0.708	0.821	0.702
stimulus	stimulas	0.771	0.779	0.750
sting	girtis	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	švelnus	0.260	0.730	0.459
stingy	švelnus	0.094	0.548	0.283
stink	garsas	0.042	0.481	0.180
stinker	Stinker	0.163	0.567	0.275
stinking	liūdna	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	tvirtumas	0.490	0.326	0.342
stipend	stipendija	0.604	0.546	0.614
stipulate	numatyti	0.570	0.546	0.623
stipulation	sąlyga	0.469	0.622	0.654
stir	maišyti	0.448	0.773	0.453
stirring	maišant	0.582	0.702	0.558
