Word	Dutch-nl	Valence	Arousal	Dominance
slink	sluipen	0.460	0.546	0.314
slinky	stiekeme	0.400	0.637	0.603
slip	uitglijden	0.316	0.714	0.321
slipper	pantoffel	0.635	0.298	0.245
slippers	slippers	0.573	0.413	0.236
slippery	glad	0.219	0.740	0.343
slit	spleet	0.406	0.490	0.366
sliver	splinter	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	kwijlen	0.350	0.375	0.278
slogan	leuze	0.550	0.216	0.564
sloop	sloep	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	helling	0.347	0.438	0.279
sloppy	slordig	0.303	0.441	0.183
slot	sleuf	0.469	0.337	0.337
sloth	luiaard	0.198	0.140	0.125
slouch	slungelen	0.365	0.450	0.328
slough	moeras	0.265	0.390	0.200
slow	langzaam	0.357	0.073	0.131
slowly	langzaam	0.427	0.185	0.295
slowness	traagheid	0.302	0.212	0.191
sludge	modder	0.354	0.396	0.229
slug	naaktslak	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	traag	0.224	0.124	0.155
sluice	sluis	0.427	0.520	0.365
slum	achterbuurt	0.292	0.528	0.302
slumber	sluimeren	0.592	0.191	0.426
slump	malaise	0.194	0.438	0.130
slur	smet	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slush	0.427	0.283	0.296
slut	slet	0.071	0.808	0.309
slutty	sletterig	0.224	0.810	0.371
sly	sluw	0.573	0.690	0.750
smack	slaan	0.323	0.662	0.381
small	klein	0.542	0.205	0.120
smaller	kleiner	0.300	0.310	0.179
smallest	kleinste	0.281	0.340	0.129
smallpox	pokken	0.156	0.583	0.222
smart	slim	0.906	0.607	0.923
smartass	bijdehandje	0.364	0.520	0.620
smarten	mooi maken	0.602	0.490	0.551
smarty	betweter	0.673	0.510	0.848
smash	intrappen	0.195	0.692	0.530
smashed	vernield	0.143	0.660	0.256
smattering	oppervlakkige kennis	0.448	0.460	0.500
smear	smeren	0.230	0.433	0.400
smell	geur	0.510	0.520	0.330
smelling	ruikend	0.458	0.481	0.349
smelly	stinkend	0.100	0.528	0.245
smelt	spiering	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	glimlach	0.906	0.598	0.618
smiled	glimlachte	0.949	0.530	0.536
smiles	glimlacht	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	glimlachen	0.981	0.679	0.625
smirk	meesmuilen	0.792	0.596	0.583
smite	slaan	0.303	0.846	0.682
smith	smid	0.677	0.333	0.529
smithereens	gruizelementen	0.281	0.561	0.409
smitten	getroffen	0.153	0.760	0.204
smock	kiel	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	rook	0.188	0.500	0.391
smoker	roker	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	roken	0.176	0.557	0.384
smoky	rokerig	0.459	0.420	0.327
smoldering	smeulende	0.635	0.781	0.764
smooch	knuffelt	0.796	0.731	0.491
smooth	glad	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	glad	0.821	0.134	0.488
smoothness	gladheid	0.833	0.221	0.412
smother	smoren	0.292	0.685	0.420
smudge	vlekken	0.327	0.429	0.245
smug	zelfgenoegzaam	0.198	0.552	0.587
smuggle	smokkelen	0.194	0.775	0.570
smuggler	smokkelaar	0.062	0.867	0.645
smuggling	smokkelen	0.229	0.783	0.510
smut	roetvlek	0.357	0.360	0.349
snack	snack	0.646	0.407	0.345
snacks	snacks	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	moeilijkheid	0.417	0.250	0.339
snags	haken en ogen	0.177	0.721	0.490
snail	slak	0.480	0.104	0.296
snake	slang	0.276	0.750	0.549
snakes	slangen	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	breuk	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	pittig	0.573	0.592	0.418
snapshot	momentopname	0.573	0.578	0.588
snare	strik	0.229	0.850	0.466
snarl	grauwen	0.430	0.787	0.455
snarling	snauwen	0.312	0.704	0.491
snatch	rukken	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	hippe	0.735	0.370	0.660
sneak	sluipen	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sportschoenen	0.604	0.548	0.349
sneaking	sluipen	0.203	0.755	0.545
sneaky	stiekem	0.240	0.740	0.560
sneer	grijns	0.133	0.755	0.345
sneeze	niezen	0.271	0.442	0.336
sneezing	niezen	0.434	0.570	0.345
snicker	gehinnik	0.708	0.693	0.409
snide	fals	0.186	0.723	0.455
sniff	snuiven	0.396	0.500	0.318
snip	knip	0.417	0.327	0.268
snipe	watersnip	0.198	0.915	0.491
sniper	scherpschutter	0.167	0.870	0.853
snippet	snipper	0.612	0.410	0.368
snippy	arrogant	0.418	0.491	0.481
snitch	jatten	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snuffelen	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	verachtelijk	0.390	0.455	0.446
snooze	dutten	0.235	0.357	0.282
snore	snurken	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snuiven	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	snotterig	0.180	0.382	0.200
snout	snuit	0.276	0.385	0.241
snow	sneeuw	0.667	0.363	0.309
snowball	sneeuwbal	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	sneeuwdag	0.602	0.500	0.440
snowfall	sneeuwval	0.675	0.280	0.455
snowflake	sneeuwvlok	0.748	0.192	0.260
snowing	sneeuwen	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	sneeuwman	0.776	0.291	0.323
snowplow	sneeuwploeg	0.449	0.480	0.493
snowstorm	sneeuwbui	0.204	0.833	0.629
snowy	besneeuwd	0.656	0.304	0.357
snub	afsnauwen	0.229	0.412	0.228
snubbed	afgesnauwd	0.265	0.528	0.279
snuff	snuif	0.357	0.470	0.377
snug	knus	0.867	0.173	0.500
snuggle	lekker liggen	0.781	0.390	0.350
snuggled	nestelde	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	vlijen	0.683	0.585	0.373
soak	weken	0.480	0.370	0.240
soaked	geweekt	0.365	0.462	0.358
soaking	soaking	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	zeep	0.531	0.163	0.311
soapbox	zeepkist	0.500	0.415	0.393
soapy	zeepachtig	0.552	0.373	0.355
soar	opstijgen	0.790	0.740	0.718
soaring	stijgende	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	nuchter	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	soberheid	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	voetbal	0.698	0.837	0.644
sociable	sociaal	0.854	0.459	0.627
social	sociaal	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socialisme	0.510	0.500	0.560
socialist	socialist	0.448	0.400	0.543
socialite	socialite	0.684	0.668	0.570
socialize	socialiseren	0.907	0.683	0.726
society	maatschappij	0.674	0.464	0.782
sociology	sociologie	0.615	0.439	0.694
sociopath	sociopaat	0.104	0.863	0.439
sock	sok	0.500	0.167	0.290
socket	stopcontact	0.583	0.469	0.377
sod	zode	0.427	0.383	0.333
soda	soda-	0.688	0.314	0.364
soda/pop	frisdrank	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	natrium	0.490	0.340	0.291
sofa	bank	0.583	0.106	0.263
soft	zacht	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	verzachten	0.694	0.194	0.392
softener	verzachter	0.745	0.300	0.373
softening	verzachting	0.700	0.255	0.361
softly	zacht	0.517	0.206	0.304
softness	zachtheid	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	vochtig	0.312	0.350	0.241
sohappy	zo blij	0.949	0.673	0.681
soil	bodem	0.350	0.180	0.356
soiled	vuil	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	vertoeven	0.514	0.243	0.509
solace	troost	0.776	0.294	0.453
solar	zonne-	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	soldeer	0.439	0.510	0.611
soldering	soldering	0.573	0.536	0.538
soldier	soldaat	0.392	0.708	0.768
sole	zool	0.427	0.194	0.279
solemn	plechtig	0.708	0.370	0.709
solicit	vragen	0.620	0.490	0.604
solicitation	verzoek	0.612	0.519	0.415
solicitor	notaris	0.600	0.479	0.802
solid	solide	0.667	0.304	0.763
solidarity	solidariteit	0.792	0.407	0.781
solidification	stollen	0.480	0.500	0.827
solidified	gestold	0.633	0.415	0.745
solidify	stollen	0.583	0.318	0.754
solidity	stevigheid	0.745	0.444	0.850
solitaire	patiencespel	0.365	0.227	0.279
solitary	eenzaam	0.224	0.202	0.268
solitude	eenzaamheid	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	oplosbaarheid	0.506	0.360	0.442
soluble	oplosbaar	0.542	0.272	0.409
solucky	zoveel geluk	0.573	0.529	0.615
solution	oplossing	0.790	0.339	0.664
solve	oplossen	0.656	0.530	0.688
solvency	solvabiliteit	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatische	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	enige verwachting	0.423	0.482	0.472
some disgust	wat afkeer	0.094	0.657	0.321
some surprise	een verrassing	0.827	0.849	0.500
some trust	wat vertrouwen	0.594	0.451	0.547
somersault	duikelen	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	enigszins negatief	0.208	0.480	0.150
somewhat positive	enigszins positief	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	zoon	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonate	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	lied	0.854	0.413	0.500
songwriter	songwriter	0.844	0.558	0.713
sonic	sonisch	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sonoor	0.646	0.580	0.442
soot	roet	0.375	0.328	0.292
soothe	kalmeren	0.817	0.194	0.412
soothing	verzachtend	0.625	0.179	0.519
sophisticated	geavanceerde	0.865	0.481	0.845
sophistication	verfijning	0.792	0.472	0.704
sophomore	tweedejaars	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	sopperig	0.510	0.355	0.297
soprano	sopraan	0.552	0.550	0.685
sorcerer	tovenaar	0.377	0.633	0.632
sorcery	tovenarij	0.279	0.740	0.640
sordid	gemeen	0.219	0.555	0.447
sore	zeer	0.094	0.650	0.224
soready	zo klaar	0.622	0.500	0.545
sorely	sorely	0.284	0.727	0.370
soreness	pijnlijkheid	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	vrouwenclub	0.635	0.637	0.627
sorrow	leed	0.052	0.235	0.164
sorrowful	treurig	0.049	0.422	0.163
sorry	Sorry	0.406	0.362	0.212
sort	soort	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	sorteer-	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	zo bang	0.229	0.652	0.319
soscary	zo eng	0.301	0.660	0.414
soslow	zo langzaam	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	zo lief	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	ziel	0.770	0.220	0.510
soulful	gevoelvol	0.755	0.331	0.500
soulless	zielloos	0.125	0.591	0.400
soulmate	zielsverwant	0.890	0.500	0.628
sound	geluid	0.765	0.623	0.398
sounding	klinkend	0.690	0.500	0.558
soundness	soliditeit	0.780	0.377	0.893
soundproof	geluiddicht	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	soep	0.602	0.245	0.269
sour	zuur	0.276	0.594	0.373
source	bron	0.740	0.318	0.684
sourpuss	zuurpruim	0.188	0.620	0.382
south	zuiden	0.562	0.265	0.429
southbound	naar het zuiden	0.510	0.370	0.395
southeast	zuidoosten	0.510	0.283	0.413
southern	zuidelijk	0.552	0.269	0.370
southpaw	linkshandige	0.542	0.389	0.404
southwest	zuidwesten	0.406	0.314	0.355
souvenir	souvenir	0.844	0.311	0.466
sovereign	soeverein	0.698	0.500	0.885
sovereignty	soevereiniteit	0.719	0.529	0.886
soviet	Sovjet	0.347	0.580	0.536
sow	zeug	0.667	0.430	0.446
soy	sojasaus	0.438	0.250	0.286
soy sauce	sojasaus	0.573	0.382	0.318
soybean	soja	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	ruimte	0.800	0.317	0.573
spacecraft	ruimtevaartuig	0.646	0.698	0.680
spaceman	ruimtevaarder	0.688	0.577	0.848
spaceship	ruimteschip	0.643	0.781	0.664
spacing	tussenruimte	0.621	0.425	0.507
spacious	ruim	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	afranselen	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	Reserve	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	spaarzaam	0.510	0.353	0.518
spark	vonk	0.688	0.745	0.529
sparkle	fonkeling	0.819	0.765	0.510
sparkling	mousserend	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	mus	0.583	0.460	0.327
sparse	dun	0.240	0.367	0.209
spasm	spasme	0.194	0.594	0.366
spastic	spastisch	0.240	0.541	0.491
spat	slobkous	0.427	0.413	0.309
spatial	ruimtelijke	0.604	0.625	0.645
spatter	spatten	0.292	0.630	0.315
spatula	spatel	0.302	0.198	0.369
spawn	paaien	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	spreken	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	spreker	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	sprekend	0.753	0.590	0.575
spear	speer	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	speciaal	0.844	0.602	0.730
specialist	specialist	0.760	0.562	0.877
speciality	specialiteit	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	speciaal	0.847	0.398	0.714
specialty	specialiteit	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	soorten	0.561	0.330	0.645
specific	specifiek	0.656	0.388	0.691
specification	specificatie	0.552	0.479	0.602
specify	specificeren	0.656	0.405	0.600
specimen	specimen	0.531	0.444	0.568
speck	vlek	0.418	0.245	0.343
speckled	bont	0.449	0.263	0.254
specs	bril	0.540	0.398	0.618
spectacle	schouwspel	0.812	0.745	0.762
spectacles	bril	0.816	0.775	0.648
spectacular	spectaculaire	0.947	0.740	0.887
spectator	toeschouwer	0.694	0.560	0.667
specter	spook	0.265	0.723	0.540
spectral	spectraal	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	spectrofotometer	0.500	0.484	0.500
spectroscopy	spectroscopie	0.470	0.541	0.570
spectrum	spectrum	0.312	0.700	0.527
speculate	speculeren	0.398	0.602	0.553
speculation	speculatie	0.325	0.683	0.394
speculative	speculatieve	0.276	0.591	0.464
speculum	speculum	0.417	0.469	0.433
speech	toespraak	0.656	0.470	0.688
speechless	sprakeloos	0.459	0.320	0.315
speed	snelheid	0.719	0.849	0.658
speedboat	speedboot	0.635	0.858	0.612
speedily	snel	0.688	0.740	0.665
speeding	te hard rijden	0.438	0.908	0.645
speedometer	snelheidsmeter	0.427	0.549	0.579
speedway	speedway	0.667	0.519	0.416
speedy	snel	0.625	0.625	0.793
spell	spellen	0.385	0.380	0.368
spellbound	als betoverd	0.531	0.647	0.387
spelling	spelling	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	besteden	0.672	0.745	0.429
spender	verkwister	0.312	0.692	0.377
spending	uitgaven	0.333	0.556	0.330
spent	doorgebracht	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	spuwen	0.260	0.651	0.573
sphere	gebied	0.633	0.277	0.500
spherical	bolvormig	0.550	0.308	0.500
sphincter	sluitspier	0.347	0.633	0.375
sphinx	sfinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	kruid	0.594	0.439	0.384
spicy	gekruid	0.440	0.733	0.610
spider	spin	0.229	0.569	0.430
spiders	spiders	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	zwikje	0.380	0.346	0.423
spike	aar	0.382	0.510	0.408
spiked	spits	0.281	0.613	0.407
spiky	puntig	0.284	0.657	0.587
spill	morsen	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	spinnen	0.551	0.422	0.345
spinach	spinazie	0.583	0.200	0.368
spinal	spinal	0.312	0.491	0.296
spindle	spil	0.552	0.410	0.360
spine	wervelkolom	0.495	0.461	0.600
spineless	ongewerveld	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	spinnen	0.594	0.610	0.481
spinster	oude vrijster	0.357	0.368	0.345
spiny	doornig	0.167	0.639	0.528
spiral	spiraal	0.490	0.624	0.361
spire	torenspits	0.354	0.358	0.389
spirit	geest	0.786	0.370	0.621
spirited	levendig	0.854	0.587	0.734
spirits	spiritualiën	0.583	0.847	0.545
spiritual	geestelijk	0.938	0.327	0.564
spirituality	geestelijkheid	0.865	0.281	0.667
spit	spit	0.149	0.545	0.436
spite	wrok	0.080	0.600	0.317
spiteful	hatelijk	0.073	0.710	0.330
spitfire	driftkop	0.233	0.623	0.566
spittoon	kwispedoor	0.276	0.426	0.280
splash	plons	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	geklater	0.312	0.596	0.352
spleen	milt	0.448	0.255	0.396
splendid	geweldig	0.896	0.740	0.810
splendor	pracht	0.927	0.612	0.850
splice	verbinding	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	spalk	0.179	0.400	0.343
splinter	splinter	0.136	0.422	0.325
split	spleet	0.344	0.618	0.410
splitting	splitsing	0.188	0.598	0.375
splurge	pralerij	0.365	0.481	0.542
spoil	Bederven	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	bederven	0.135	0.678	0.306
spoils	buit	0.388	0.760	0.481
spoke	spaak	0.635	0.433	0.483
spoken	mondeling	0.551	0.363	0.545
spokesman	woordvoerder	0.720	0.480	0.611
spokesperson	woordvoerder	0.573	0.453	0.615
sponge	spons	0.551	0.192	0.219
spongy	sponsachtig	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	sponsoring	0.854	0.608	0.696
spontaneity	spontaniteit	0.817	0.698	0.655
spontaneous	spontaan	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	spook	0.327	0.887	0.322
spooky	spookachtig	0.104	0.858	0.380
spool	spoel	0.397	0.389	0.312
spoon	lepel	0.479	0.236	0.259
spoonful	lepelvol	0.582	0.208	0.308
sporadic	sporadisch	0.333	0.394	0.500
spore	spoor	0.480	0.408	0.231
sport	sport	0.865	0.700	0.657
sporting	sporting	0.917	0.656	0.675
sports	sport-	0.833	0.683	0.587
sports car	sportwagen	0.759	0.696	0.669
sportsman	sportman	0.755	0.735	0.713
sportsmanship	sportiviteit	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	sportief	0.735	0.713	0.648
spot	plek	0.510	0.180	0.336
spotless	vlekkeloos	0.792	0.327	0.726
spotlight	spotlight	0.688	0.353	0.519
spotted	gevlekt	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	gevlekt	0.281	0.606	0.241
spousal	echtelijk	0.656	0.582	0.632
spouse	echtgenoot	0.750	0.600	0.645
spout	tuit	0.438	0.357	0.309
sprain	verstuiking	0.063	0.580	0.384
sprawl	sprawl	0.600	0.596	0.672
spray	verstuiven	0.438	0.410	0.333
spread	verspreiding	0.570	0.583	0.651
spreader	verspreider	0.510	0.480	0.500
spree	Spree	0.564	0.663	0.474
spring	de lente	0.837	0.370	0.481
springtime	lente	0.837	0.439	0.722
sprinkle	besprenkelen	0.635	0.404	0.380
sprinkler	sproeier	0.510	0.434	0.473
sprinkling	sprenkeling	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	spruit	0.582	0.565	0.443
spruce	net	0.604	0.288	0.380
spud	schoffel	0.403	0.423	0.349
spunk	fut	0.438	0.632	0.473
spunky	sprankje	0.646	0.879	0.755
spur	uitloper	0.378	0.545	0.340
spurious	onecht	0.178	0.480	0.343
spurred	aangespoord	0.562	0.684	0.472
spurt	spurt	0.448	0.550	0.475
spy	spion	0.260	0.686	0.530
squabble	kibbelen	0.173	0.850	0.500
squad	rot	0.552	0.711	0.806
squadron	smaldeel	0.469	0.686	0.787
squall	bui	0.191	0.833	0.655
squamous	squameuze	0.344	0.446	0.418
squander	verkwisten	0.240	0.755	0.529
square	plein	0.509	0.340	0.291
squash	squash	0.531	0.667	0.410
squat	hurken	0.330	0.550	0.453
squatter	kraker	0.390	0.361	0.565
squaw	indianenvrouw	0.428	0.441	0.398
squawk	vogelskreet	0.265	0.480	0.245
squeak	piepen	0.271	0.679	0.300
squeaky	pieperig	0.229	0.771	0.367
squeal	piepen	0.250	0.731	0.375
squealer	verklikker	0.541	0.519	0.330
squeamish	preuts	0.176	0.656	0.453
squeeze	knijpen	0.458	0.676	0.532
squeezing	knijpen	0.260	0.598	0.557
squelch	squelch	0.271	0.510	0.462
squid	inktvis	0.497	0.398	0.357
squint	scheel	0.385	0.461	0.452
squire	schildknaap	0.479	0.459	0.710
squirm	kronkelen	0.235	0.824	0.373
squirrel	eekhoorn	0.592	0.358	0.333
squirt	spuiten	0.406	0.460	0.255
squish	zuigen	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	steken	0.167	0.882	0.595
stabbed	gestoken	0.031	0.875	0.431
stability	stabiliteit	0.812	0.264	0.849
stabilize	stabiliseren	0.839	0.427	0.722
stabilizer	stabilisator	0.688	0.353	0.767
stable	stal	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	stack	0.470	0.282	0.427
stadium	stadion	0.635	0.679	0.611
staff	personeel	0.745	0.274	0.627
stag	hert	0.594	0.250	0.389
stage	stadium	0.592	0.306	0.473
stagecoach	diligence	0.516	0.519	0.627
stagehand	toneelknecht	0.420	0.684	0.555
stagger	wankelen	0.531	0.620	0.458
staggering	onthutsend	0.520	0.657	0.683
stagnant	stilstaand	0.300	0.500	0.208
stagnation	stagnatie	0.276	0.324	0.396
staid	sober	0.385	0.290	0.634
stain	vlek	0.453	0.324	0.264
stained	gebrandschilderd	0.245	0.460	0.209
stainless	roestvrij	0.594	0.329	0.618
stair	trap	0.375	0.354	0.345
staircase	trappenhuis	0.469	0.347	0.440
stairs	trap	0.510	0.439	0.342
stairway	trap	0.562	0.510	0.407
stairwell	trappenhuis	0.510	0.292	0.333
stake	inzet	0.406	0.608	0.460
stakeout	uitzetten	0.344	0.546	0.600
stale	muf	0.235	0.461	0.286
stalemate	patstelling	0.296	0.354	0.267
stalk	stengel	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	kraam	0.370	0.245	0.292
stallion	hengst	0.628	0.596	0.779
stalls	stallen	0.582	0.378	0.451
stalwart	stoer	0.812	0.430	0.691
stamina	uithoudingsvermogen	0.664	0.694	0.877
stamp	postzegel	0.438	0.327	0.441
stampede	wilde vlucht	0.235	0.875	0.683
stance	houding	0.604	0.333	0.609
stand	stand	0.600	0.324	0.509
standard	standaard-	0.673	0.143	0.605
standardize	normaliseren	0.684	0.353	0.729
standardized	gestandaardiseerde	0.610	0.324	0.607
standby	standby	0.260	0.224	0.386
standing	staand	0.604	0.317	0.425
standoff	impasse	0.333	0.840	0.558
standpoint	standpunt	0.585	0.388	0.652
standstill	blijf staan	0.441	0.203	0.500
standup	sta op	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	stafylokok	0.375	0.480	0.412
staple	kram	0.542	0.306	0.438
stapler	nietmachine	0.370	0.264	0.394
star	ster	0.833	0.418	0.560
star fruit	stervrucht	0.701	0.433	0.427
starboard	stuurboord	0.531	0.388	0.558
starch	stijfsel	0.507	0.354	0.312
stardom	sterrendom	0.844	0.786	0.689
stardust	sterrenstof	0.843	0.410	0.549
stare	staren	0.541	0.430	0.538
starfish	zeester	0.680	0.320	0.421
stargazing	sterrenwacht	0.802	0.461	0.709
staring	staren	0.542	0.306	0.423
stark	strak	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	sterrenlicht	0.908	0.368	0.611
starling	spreeuw	0.500	0.490	0.514
starry	sterrenhemel	0.438	0.643	0.434
stars	sterren	0.796	0.521	0.484
starship	sterrenschip	0.740	0.719	0.704
start	begin	0.684	0.430	0.589
starter	beginner	0.667	0.461	0.827
startle	doen schrikken	0.276	0.817	0.417
startled	geschrokken	0.333	0.865	0.526
startling	ontstellend	0.750	0.768	0.830
starvation	uithongering	0.240	0.592	0.284
starve	verhongeren	0.073	0.729	0.402
starved	uitgehongerd	0.097	0.689	0.219
starving	hongerig	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	staat	0.562	0.320	0.604
stately	statig	0.830	0.728	0.915
statement	uitspraak	0.688	0.608	0.825
stateroom	statiezaal	0.653	0.380	0.441
stateside	stateside	0.643	0.480	0.708
statesman	staatsman	0.510	0.490	0.736
static	statisch	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statica	0.542	0.290	0.527
station	station	0.688	0.367	0.519
stationary	stationair	0.408	0.240	0.484
stationery	schrijfbehoeften	0.570	0.120	0.455
statistic	statistisch	0.508	0.420	0.609
statistical	statistisch	0.714	0.353	0.627
statistician	statisticus	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	beeldhouwwerk	0.561	0.281	0.500
statue	standbeeld	0.542	0.153	0.570
statuette	beeldje	0.677	0.433	0.518
stature	gestalte	0.470	0.353	0.664
status	staat	0.658	0.377	0.588
statute	statuut	0.592	0.330	0.673
statutory	wettelijk voorgeschreven	0.510	0.376	0.539
staunch	trouw	0.480	0.363	0.833
stave	duig	0.417	0.333	0.424
stay	blijven	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	verbleef	0.497	0.270	0.395
stays	verblijven	0.633	0.363	0.564
stead	plaats	0.551	0.214	0.510
steadfast	standvastig	0.771	0.433	0.800
steady	vast	0.680	0.186	0.763
steak	biefstuk	0.625	0.359	0.315
steakhouse	Steak-restaurant	0.802	0.379	0.547
steal	stelen	0.021	0.856	0.528
stealing	diefstal	0.086	0.913	0.455
stealth	heimelijkheid	0.520	0.270	0.452
stealthily	heimelijk	0.763	0.294	0.458
