Word	Lao-lo	Valence	Arousal	Dominance
treatment	ການປິ່ນປົວ	0.663	0.386	0.620
treaty	ສົນທິສັນຍາ	0.646	0.382	0.667
treble	treble	0.358	0.471	0.466
tree	ຕົ້ນໄມ້	0.670	0.118	0.442
trees	ຕົ້ນໄມ້	0.653	0.137	0.537
trek	trek	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	tremble	0.177	0.878	0.388
trembling	tremble	0.177	0.824	0.324
tremendous	ຢ່າງຫຼວງຫຼາຍ	0.600	0.888	0.773
tremendously	ຢ່າງຫຼວງຫຼາຍ	0.719	0.722	0.661
tremor	tremor	0.104	0.833	0.455
trench	trench	0.429	0.760	0.429
trend	ແນວໂນ້ມ	0.625	0.458	0.706
trending	trending	0.750	0.472	0.600
trendy	trendy	0.713	0.520	0.536
trepidation	ຄວາມຢ້ານກົວ	0.582	0.594	0.464
trespass	trespass	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	ການທົດລອງ	0.438	0.663	0.612
triangle	triangle	0.562	0.269	0.352
triangular	triangular	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	tribal	0.417	0.404	0.482
tribe	ຊົນເຜົ່າ	0.664	0.486	0.516
tribulation	ຄວາມຍາກລໍາບາກ	0.448	0.612	0.484
tribunal	tribunal	0.410	0.670	0.797
tribune	tribune	0.610	0.585	0.556
tributary	tributary	0.615	0.463	0.616
tribute	tribute	0.684	0.573	0.700
trick	trick	0.542	0.700	0.409
trickery	trickery	0.146	0.798	0.336
trickle	trickle	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	tricky	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	trifle	0.271	0.296	0.221
trifling	trifling	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	ກະຕຸ້ນ	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	ພັນຕື້	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	trimming	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	trinity	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	ການເດີນທາງ	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	tripe	0.312	0.361	0.438
triple	triple	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	triplicate	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	tripping	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	ຊະນະເລີດ	0.969	0.798	0.926
triumphant	triumphant	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	trivial	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	trolley	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	ກອງທັບ	0.375	0.696	0.750
trooper	trooper	0.458	0.694	0.713
troops	ຫລາຍແດ່	0.385	0.718	0.804
trophy	trophy	0.947	0.643	0.676
tropic	tropic	0.740	0.529	0.536
tropical	ຮ້ອນ	0.740	0.461	0.509
tropics	ເຂດຮ້ອນ	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	ບັນຫາ	0.135	0.811	0.452
troubled	ມີບັນຫາ	0.167	0.627	0.385
troublemaker	troublemaker	0.260	0.900	0.596
troubles	ບັນຫາ	0.051	0.854	0.269
troublesome	ມີບັນຫາ	0.283	0.894	0.404
trough	trough	0.500	0.308	0.340
troupe	troupe	0.625	0.406	0.557
trousers	ກາງເກງຂາສັ້ນ	0.625	0.314	0.442
trout	trout	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	truce	0.688	0.441	0.453
truck	ລົດບັນທຸກ	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	ລົດບັນທຸກ	0.480	0.450	0.534
truculent	truculent	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	ຮັກ​ແທ້	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	trump	0.640	0.716	0.898
trumpet	trumpet	0.573	0.570	0.393
trumpeter	trumpeter	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	ຖືກຕັດອອກ	0.316	0.602	0.439
trundle	trundle	0.507	0.270	0.414
trunk	ລໍາຕົ້ນ	0.271	0.167	0.404
truss	truss	0.521	0.482	0.569
trust	ເຊື່ອຫມັ້ນ	0.888	0.547	0.741
trustee	trustee	0.531	0.442	0.658
trusting	ເຊື່ອຫມັ້ນ	0.857	0.508	0.750
trustworthy	ເຊື່ອຖືໄດ້	0.969	0.315	0.824
trusty	ເຊື່ອຖືໄດ້	0.863	0.398	0.696
truth	ຄວາມຈິງ	0.971	0.400	0.685
truthful	ຈິງໆ	0.708	0.467	0.807
truthfulness	ຄວາມຈິງ	0.920	0.549	0.808
try	ພະຍາຍາມ	0.604	0.551	0.556
tryout	ລອງ​ເບິ່ງ	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tub	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	ທໍ່	0.418	0.279	0.409
tuberculosis	tuberculosis	0.214	0.519	0.424
tubing	ທໍ່	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	tuesday	0.469	0.184	0.330
tufted	tufted	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	tugboat	0.271	0.510	0.652
tuition	ຄ່າຮຽນ	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	tumble	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	tumor	0.102	0.664	0.324
tumour	tumor	0.092	0.627	0.464
tumult	tumult	0.271	0.640	0.636
tumultuous	tumultuous	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	tunable	0.510	0.364	0.582
tune	tune	0.708	0.479	0.426
tunic	ເສື້ອຍືດ	0.531	0.248	0.391
tuning	tuning	0.719	0.390	0.635
tunnel	tunnel	0.312	0.490	0.412
turban	turban	0.469	0.386	0.426
turbidity	turbidity	0.184	0.607	0.393
turbine	turbine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulence	0.062	0.922	0.532
turbulent	turbulent	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	ຕຸລະກີ	0.634	0.245	0.247
turmeric	ເລັບ	0.542	0.316	0.312
turmoil	turmoil	0.198	0.888	0.417
turn	ຫັນໄປ	0.531	0.398	0.482
turnaround	turnaround	0.560	0.654	0.407
turned	ຫັນໄປ	0.630	0.538	0.583
turning	ການຫັນເປັນ	0.510	0.684	0.420
turnip	turnip	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	ການລົງທືນ	0.641	0.692	0.898
turnover	ລາຍໄດ້	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	turntable	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	turret	0.494	0.500	0.588
turtle	ເຕົ່າ	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	ຄູສອນ	0.750	0.346	0.826
tutoring	tutoring	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	twain	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	tweezers	0.493	0.408	0.295
twelfth	ສິບສອງ	0.521	0.292	0.527
twelve	ສິບສອງ	0.490	0.298	0.412
twentieth	twentieth	0.469	0.297	0.346
twenty	twenty	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	twig	0.378	0.288	0.236
twilight	twilight	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	twin	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	ຄູ່ແຝດ	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	ບິດ	0.375	0.469	0.337
twisted	twisted	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	twitch	0.510	0.740	0.548
twitching	twitching	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	ສອງ	0.520	0.200	0.404
two step	ສອງຂັ້ນຕອນ	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	ສອງເທົ່າ	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	ປະເພດ	0.500	0.284	0.364
typewriter	ຜູ້ຂຽນພິມ	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	typhoon	0.323	0.796	0.697
typical	ປົກກະຕິ	0.635	0.206	0.426
typically	ໂດຍປົກກະຕິ	0.569	0.377	0.559
typist	typist	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	typography	0.480	0.334	0.574
tyrannical	tyrannical	0.167	0.860	0.731
tyranny	tyranny	0.112	0.792	0.705
tyrant	tyrant	0.115	0.850	0.683
tyre	tire	0.480	0.358	0.407
ubiquitous	ubiquitous	0.635	0.571	0.884
ubiquity	ubiquity	0.578	0.490	0.595
ugliness	ugliness	0.094	0.407	0.267
ugly	ugly	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	ulcer	0.286	0.596	0.377
ulterior	ຫລ້າສຸດ	0.375	0.509	0.490
ultimate	ສຸດທ້າຍ	0.648	0.645	0.544
ultimately	ສຸດທ້າຍ	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	ຕຸ້ມຫູ	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	umbrella	0.583	0.246	0.255
umpire	ຜູ້ລົງໂທດ	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	unabated	0.532	0.420	0.466
unable	ບໍ່ສາມາດ	0.132	0.459	0.193
unacceptable	unacceptable	0.133	0.479	0.330
unaccompanied	unaccompanied	0.292	0.376	0.297
unaccountable	unaccountable	0.180	0.600	0.543
unaccounted	unaccounted	0.410	0.338	0.361
unacknowledged	unacknowledged	0.240	0.269	0.116
unadulterated	unadulterated	0.570	0.420	0.528
unaffected	unaffected	0.542	0.265	0.571
unafraid	ບໍ່ຢ້ານ	0.500	0.520	0.655
unaided	unaided	0.290	0.410	0.336
unaltered	unaltered	0.571	0.269	0.598
unambiguous	unambiguous	0.406	0.390	0.578
unanimity	unanimity	0.490	0.407	0.706
unanimous	unanimous	0.656	0.380	0.682
unanimously	unanimously	0.686	0.333	0.738
unannounced	unannounced	0.240	0.588	0.291
unanswered	unanswered	0.276	0.361	0.219
unanticipated	unanticipated	0.255	0.775	0.327
unappreciated	unappreciated	0.143	0.431	0.209
unapproved	unapproved	0.184	0.471	0.254
unarmed	ບໍ່ມີເຄື່ອງມື	0.427	0.420	0.241
unassisted	unassisted	0.302	0.320	0.211
unassuming	unassuming	0.490	0.230	0.471
unattached	unattached	0.192	0.439	0.283
unattainable	unattainable	0.220	0.635	0.571
unattended	unattended	0.255	0.400	0.167
unattractive	unattractive	0.177	0.307	0.208
unauthorized	ບໍ່ໄດ້ຮັບອະນຸຍາດ	0.260	0.448	0.259
unavailable	ບໍ່ສາມາດໃຊ້ໄດ້	0.323	0.281	0.159
unavoidable	unavoidable	0.350	0.580	0.445
unaware	ບໍ່ຮູ້	0.208	0.355	0.310
unbalanced	ບໍ່ສົມເຫດສົມຜົນ	0.302	0.596	0.343
unbearable	unbearable	0.125	0.798	0.447
unbeatable	unbeatable	0.735	0.719	0.681
unbeaten	unbeaten	0.854	0.760	0.828
unbecoming	unbecoming	0.123	0.471	0.288
unbelief	ບໍ່ເຊື່ອ	0.265	0.582	0.407
unbelievable	ບໍ່ຫນ້າເຊື່ອ	0.771	0.790	0.717
unbiased	unbiased	0.625	0.378	0.618
unborn	unborn	0.312	0.300	0.216
unbound	unbound	0.354	0.402	0.283
unbounded	unbounded	0.646	0.600	0.736
unbreakable	unbreakable	0.653	0.573	0.759
unbridled	unbridled	0.396	0.759	0.448
unbroken	unbroken	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	uncalled	0.344	0.294	0.222
uncanny	uncanny	0.469	0.461	0.430
uncaring	ບໍ່ສົນໃຈ	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	ບໍ່ແນ່ນອນ	0.363	0.500	0.164
uncertainty	ຄວາມບໍ່ແນ່ນອນ	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	ບໍ່ປ່ຽນແປງ	0.375	0.442	0.709
unchanged	ບໍ່ປ່ຽນແປງ	0.490	0.204	0.237
uncharted	uncharted	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	uncivilized	0.133	0.600	0.400
unclaimed	unclaimed	0.316	0.346	0.278
uncle	ລຸງ	0.653	0.255	0.578
unclean	ບໍ່ສະອາດ	0.133	0.529	0.134
unclear	ບໍ່ຊັດເຈນ	0.229	0.463	0.202
uncomfortable	ບໍ່ສະບາຍ	0.188	0.610	0.214
uncommon	ເປັນເລື່ອງແປກທີ່	0.459	0.429	0.373
uncommonly	ໂດຍທົ່ວໄປແລ້ວ	0.626	0.490	0.778
uncomplicated	uncomplicated	0.740	0.260	0.453
uncompromising	uncompromising	0.320	0.531	0.613
unconcerned	ບໍ່ສົນໃຈ	0.562	0.283	0.298
unconditional	unconditional	0.760	0.493	0.715
unconfirmed	unconfirmed	0.334	0.321	0.339
unconnected	unconnected	0.188	0.265	0.213
unconscionable	unconscious	0.208	0.618	0.429
unconscious	unconscious	0.240	0.356	0.195
unconsciousness	ບໍ່ຮູ້ຕົວ	0.177	0.440	0.121
unconstitutional	unconstitutional	0.230	0.588	0.491
unconstrained	unconstrained	0.653	0.640	0.635
uncontested	uncontested	0.510	0.471	0.689
uncontrollable	uncontrollable	0.265	0.790	0.626
uncontrolled	uncontrolled	0.188	0.891	0.544
unconventional	unconventional	0.177	0.509	0.288
unconvinced	unconvinced	0.409	0.458	0.228
unconvincing	unconvincing	0.190	0.532	0.144
uncooked	uncooked	0.312	0.321	0.241
uncooperative	uncooperative	0.250	0.422	0.246
uncorrelated	ບໍ່ກ່ຽວຂ້ອງ	0.333	0.327	0.316
uncouth	uncouth	0.080	0.761	0.350
uncover	ເປີດເຜີຍ	0.771	0.552	0.648
uncritical	uncritical	0.480	0.367	0.412
uncut	uncut	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	undecided	0.286	0.433	0.127
undefeated	undefeated	0.833	0.752	0.825
undefined	undefined	0.260	0.418	0.350
undeniable	undeniable	0.552	0.473	0.778
underage	underage	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	undercover	0.388	0.627	0.483
undercurrent	undercurrent	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	ຄາດເດົາ	0.413	0.464	0.193
undergo	undergo	0.398	0.554	0.339
undergraduate	undergraduate	0.583	0.500	0.559
underground	ໃຕ້ດິນ	0.396	0.455	0.452
underhanded	underhanded	0.188	0.415	0.527
underlay	underlay	0.521	0.365	0.458
underlie	underlie	0.323	0.378	0.275
underline	ຂີດ​ກ້ອງ	0.480	0.412	0.509
underlying	underlying	0.480	0.445	0.452
undermine	undermine	0.316	0.491	0.413
undermined	undermined	0.365	0.409	0.394
underneath	underneath	0.450	0.265	0.158
underpaid	underpaid	0.146	0.413	0.209
underpants	underpants	0.448	0.473	0.276
underprivileged	underprivileged	0.167	0.449	0.172
underrated	underrated	0.208	0.520	0.333
underscore	underscore	0.375	0.275	0.306
undersea	undersea	0.545	0.490	0.425
undersecretary	ຮອງເລຂາທິການ	0.459	0.377	0.594
undersized	undersized	0.316	0.425	0.298
understaffed	understaffed	0.148	0.444	0.302
understand	ເຂົ້າໃຈ	0.760	0.374	0.643
understandable	ສາມາດເຂົ້າໃຈໄດ້	0.776	0.363	0.566
understanding	ຄວາມເຂົ້າໃຈ	0.865	0.304	0.689
understatement	understatement	0.347	0.480	0.473
understood	ເຂົ້າໃຈ	0.780	0.441	0.686
understudy	understudy	0.378	0.402	0.420
undertake	ດໍາເນີນການ	0.796	0.702	0.754
undertaker	ຜູ້ເຮັດວຽກ	0.363	0.696	0.611
undertaking	undertaking	0.667	0.530	0.696
undertow	ເຮັດວຽກ	0.327	0.639	0.231
underwear	underwear	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	underworld	0.177	0.676	0.613
underwrite	underwrite	0.416	0.520	0.423
underwriter	underwriter	0.571	0.327	0.620
undeserved	undeserved	0.219	0.552	0.283
undesirable	undesirable	0.177	0.644	0.260
undesired	ບໍ່ຕ້ອງການ	0.156	0.441	0.235
undetectable	undetectable	0.438	0.539	0.604
undetected	undetected	0.224	0.304	0.268
undetermined	ບໍ່ໄດ້ກໍານົດ	0.265	0.256	0.353
undeveloped	undeveloped	0.292	0.330	0.254
undignified	undignified	0.122	0.627	0.308
undirected	ບໍ່ໄດ້ຊີ້ນໍາ	0.330	0.417	0.310
undisclosed	ບໍ່ເປີດເຜີຍ	0.479	0.361	0.314
undiscovered	undiscovered	0.438	0.347	0.261
undisputed	undisputed	0.646	0.588	0.673
undisturbed	undisturbed	0.725	0.287	0.434
undivided	ບໍ່ແບ່ງປັນ	0.510	0.380	0.490
undo	ຍົກເລີກ	0.365	0.444	0.349
undoing	undoing	0.219	0.452	0.298
undoubted	undoubted	0.592	0.461	0.740
undress	undress	0.438	0.900	0.336
undressed	undressed	0.375	0.755	0.356
undue	undue	0.156	0.573	0.318
undying	undying	0.708	0.500	0.773
unearned	unearned	0.177	0.340	0.213
unearth	unearth	0.427	0.635	0.545
uneasiness	ຄວາມບໍ່ສະບາຍ	0.190	0.798	0.241
uneasy	unasy	0.115	0.598	0.349
uneducated	uneducated	0.177	0.350	0.246
unemployed	unemployed	0.094	0.481	0.230
unemployment	unemployment	0.094	0.400	0.297
unencumbered	unencumbered	0.604	0.280	0.472
unending	unending	0.385	0.519	0.454
unequal	ບໍ່ສົມເຫດສົມຜົນ	0.118	0.433	0.202
unequalled	unqualed	0.562	0.470	0.769
unequivocal	unquivocal	0.604	0.415	0.615
unequivocally	ຢ່າງແນ່ນອນ	0.521	0.668	0.554
unethical	unethical	0.104	0.433	0.269
uneven	ບໍ່ເທົ່າກັນ	0.125	0.457	0.240
uneventful	unventful	0.510	0.343	0.410
unexpected	unexpected	0.500	0.720	0.333
unexpectedly	ຢ່າງບໍ່ຄາດຝັນ	0.354	0.759	0.462
unexplainable	unexplainable	0.260	0.448	0.610
unexplained	unexplained	0.271	0.531	0.349
unexplored	unexplored	0.401	0.640	0.388
unfailing	unfailing	0.625	0.635	0.594
unfair	ບໍ່ຍຸດຕິທໍາ	0.173	0.472	0.190
unfairness	ຄວາມບໍ່ຍຸດຕິທໍາ	0.170	0.817	0.336
unfaithful	ບໍ່ເຊື່ອຖື	0.031	0.806	0.298
unfamiliar	ບໍ່ຄຸ້ນເຄີຍ	0.219	0.558	0.273
unfavorable	ບໍ່ດີ	0.133	0.450	0.232
unfeeling	unfeeling	0.235	0.377	0.345
unfettered	unfettered	0.569	0.650	0.586
unfinished	unfinished	0.188	0.368	0.264
unfit	ບໍ່ເຫມາະສົມ	0.250	0.368	0.185
unflinching	unflinching	0.667	0.606	0.882
unfold	ເປີດເຜີຍ	0.612	0.510	0.520
unfollow	unfollow	0.281	0.337	0.293
unforeseen	unforeseen	0.255	0.714	0.500
unforgettable	unforgettable	0.833	0.561	0.660
unforgivable	unforgivable	0.276	0.743	0.490
unforgiving	unforgiving	0.406	0.630	0.793
unfortunate	ໂຊກຮ້າຍ	0.073	0.487	0.195
unfortunately	ຫນ້າເສຍດາຍ	0.104	0.494	0.281
unfounded	ບໍ່ມີເຫດຜົນ	0.271	0.520	0.410
unfreeze	unfreeze	0.458	0.297	0.375
unfriendly	unfriendly	0.173	0.670	0.458
unfulfilled	unfulfilled	0.184	0.426	0.268
unfurnished	unfurnished	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ungodly	0.296	0.423	0.388
ungrateful	ungrateful	0.219	0.461	0.275
unguarded	unguarded	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	ຄວາມບໍ່ພໍໃຈ	0.083	0.630	0.222
unhappy	ບໍ່ພໍໃຈ	0.112	0.500	0.155
unharmed	unharmed	0.740	0.378	0.491
unhealthy	ບໍ່ມີສຸຂະພາບ	0.115	0.549	0.214
unheard	unheard	0.344	0.539	0.500
unhelpful	unhelpful	0.104	0.320	0.118
unhindered	unhindered	0.729	0.441	0.725
unholy	unholy	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	unidentified	0.385	0.361	0.199
unification	unification	0.688	0.345	0.788
unified	unified	0.729	0.439	0.764
uniform	uniform	0.570	0.245	0.655
uniformed	ເປັນເອກະພາບ	0.469	0.519	0.589
uniformity	uniformity	0.745	0.353	0.538
uniformly	ຢ່າງດຽວກັນ	0.625	0.333	0.704
unimaginable	unimaginable	0.573	0.634	0.589
unimpeachable	unimpeachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	ບໍ່ສໍາຄັນ	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	unimproved	0.163	0.377	0.144
uninfected	ບໍ່ຕິດເຊື້ອ	0.688	0.304	0.389
uninformed	uninformed	0.156	0.370	0.182
uninhabited	uninhabited	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	unintelligible	0.208	0.472	0.283
unintended	unintended	0.438	0.385	0.349
unintentional	unintentional	0.333	0.538	0.306
unintentionally	unintentionally	0.460	0.490	0.286
uninterested	ບໍ່ສົນໃຈ	0.365	0.240	0.328
uninteresting	uninteresting	0.153	0.235	0.228
uninterrupted	uninterrupted	0.500	0.434	0.527
uninvited	uninvited	0.090	0.385	0.307
union	ສະຫະພັນ	0.854	0.226	0.766
unique	ເປັນເອກະລັກ	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	unison	0.510	0.439	0.583
unit	ຫນ່ວຍງານ	0.562	0.235	0.578
unitary	unitary	0.531	0.239	0.641
unite	unite	0.781	0.375	0.610
united	united	0.781	0.431	0.783
unity	ຄວາມສາມັກຄີ	0.837	0.288	0.658
universal	ທົ່ວໄປ	0.802	0.417	0.833
universality	universalness	0.796	0.410	0.840
universe	ຈັກກະວານ	0.694	0.454	0.839
university	ວິທະຍາໄລ	0.735	0.574	0.741
unjust	ຍຸຕິທໍາ	0.115	0.625	0.278
unjustifiable	ບໍ່ຖືກຕ້ອງ	0.115	0.596	0.394
unjustified	ບໍ່ຖືກຕ້ອງ	0.288	0.541	0.314
unkind	unkind	0.135	0.409	0.310
unknowable	unknowable	0.347	0.540	0.396
unknown	ບໍ່ຮູ້ຈັກ	0.357	0.450	0.204
unlawful	ຜິດກົດຫມາຍ	0.094	0.759	0.402
unleash	unleash	0.479	0.775	0.559
unlicensed	unlicensed	0.306	0.574	0.196
unlike	ບໍ່​ມັກ	0.439	0.439	0.418
unlikely	ອາດຈະບໍ່ແມ່ນ	0.271	0.293	0.245
unlimited	ບໍ່ຈໍາກັດ	0.750	0.623	0.679
unlisted	unlisted	0.365	0.265	0.218
unload	unload	0.656	0.639	0.573
unloaded	unloaded	0.469	0.380	0.331
unlock	unlock	0.582	0.442	0.592
unlucky	ໂຊກຮ້າຍ	0.073	0.395	0.198
unmanageable	unmanageable	0.177	0.666	0.482
unmanned	unmanned	0.235	0.441	0.324
unmarked	unmarked	0.416	0.294	0.433
unmarried	ບໍ່ໄດ້ແຕ່ງງານ	0.438	0.480	0.545
unmask	unmask	0.323	0.690	0.520
unmatched	unmatched	0.776	0.536	0.771
unmistakable	unmistakable	0.602	0.571	0.765
unmitigated	unmitigated	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	ບໍ່ມີຊື່	0.316	0.189	0.284
unnatural	unnatural	0.153	0.587	0.434
unnecessary	ບໍ່ຈໍາເປັນ	0.219	0.358	0.190
unneeded	unneeded	0.177	0.375	0.245
unnoticed	unnoticed	0.302	0.440	0.260
unnumbered	unnumbered	0.406	0.255	0.331
unobserved	unobserved	0.398	0.255	0.257
unobstructed	unobstructed	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	unoccupied	0.258	0.245	0.412
unofficial	unofficial	0.260	0.302	0.255
unopened	unopened	0.542	0.340	0.265
unopposed	unopposed	0.615	0.375	0.537
unordered	unordered	0.224	0.482	0.190
unorganised	unorganized	0.250	0.500	0.212
unorganized	unorganized	0.260	0.657	0.173
unorthodox	unorthodox	0.340	0.480	0.441
unpack	unpack	0.531	0.528	0.445
unpaid	ບໍ່ຈ່າຍຄ່າ	0.300	0.413	0.365
unparalleled	unparalleled	0.708	0.306	0.538
unpleasant	ບໍ່ສະບາຍ	0.122	0.612	0.185
unpleasantness	ຄວາມບໍ່ສະບາຍ	0.062	0.724	0.264
unplug	ປົດລັອກ	0.239	0.441	0.404
unplugged	unplugged	0.367	0.375	0.318
unpopular	unpopular	0.073	0.441	0.164
unprecedented	unprecedented	0.500	0.491	0.658
unpredictable	unpredictable	0.429	0.769	0.515
unprepared	unprepared	0.204	0.450	0.152
unpretentious	unpretentious	0.510	0.296	0.410
unproductive	unproductive	0.100	0.324	0.237
unprofessional	unprofessional	0.042	0.370	0.170
unprofitable	ບໍ່ໄດ້ຜົນປະໂຫຍດ	0.163	0.376	0.217
unprotected	unprotected	0.150	0.582	0.197
unproven	unproven	0.296	0.427	0.216
unprovoked	unprovoked	0.565	0.327	0.385
unpublished	unpublished	0.406	0.480	0.481
unpunished	unpunished	0.292	0.594	0.519
unqualified	unqualified	0.170	0.433	0.173
unquestionable	unquestionable	0.469	0.450	0.843
unquestionably	ຢ່າງແນ່ນອນ	0.500	0.630	0.750
unquestioned	unquestioned	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	unravel	0.378	0.598	0.455
