Word	Arabic-ar	Valence	Arousal	Dominance
uncooked	نيء	0.312	0.321	0.241
uncooperative	غير متعاون	0.250	0.422	0.246
uncorrelated	غير مترابطة	0.333	0.327	0.316
uncouth	غير مألوف	0.080	0.761	0.350
uncover	كشف	0.771	0.552	0.648
uncritical	ضعيف التمييز	0.480	0.367	0.412
uncut	غير مختصر	0.448	0.422	0.278
undead	أوندد	0.367	0.635	0.406
undecided	متردد	0.286	0.433	0.127
undefeated	مهزوم	0.833	0.752	0.825
undefined	غير محدد	0.260	0.418	0.350
undeniable	لا ينكر	0.552	0.473	0.778
underage	تحت السن القانونية	0.469	0.461	0.300
underbelly	بطن	0.406	0.423	0.361
undercover	سري	0.388	0.627	0.483
undercurrent	تيار تحتي	0.357	0.582	0.520
underdog	خاسر	0.250	0.410	0.226
underestimate	يقلل من شأن	0.413	0.464	0.193
undergo	خضع	0.398	0.554	0.339
undergraduate	الجامعية	0.583	0.500	0.559
underground	تحت الارض	0.396	0.455	0.452
underhanded	المخادعة	0.188	0.415	0.527
underlay	بطانة	0.521	0.365	0.458
underlie	تكمن وراء	0.323	0.378	0.275
underline	أكد	0.480	0.412	0.509
underlying	الأساسية	0.480	0.445	0.452
undermine	تقويض	0.316	0.491	0.413
undermined	قوض	0.365	0.409	0.394
underneath	تحته	0.450	0.265	0.158
underpaid	يتقاضون أجورا	0.146	0.413	0.209
underpants	سراويل تحتية	0.448	0.473	0.276
underprivileged	المحرومين	0.167	0.449	0.172
underrated	الاستخفاف	0.208	0.520	0.333
underscore	أكد	0.375	0.275	0.306
undersea	البحر	0.545	0.490	0.425
undersecretary	وكيل الوزارة	0.459	0.377	0.594
undersized	أصغر من الحجم العادي	0.316	0.425	0.298
understaffed	نقص بالعمال	0.148	0.444	0.302
understand	تفهم	0.760	0.374	0.643
understandable	مفهوم	0.776	0.363	0.566
understanding	فهم	0.865	0.304	0.689
understatement	تصريح مكبوح	0.347	0.480	0.473
understood	فهم	0.780	0.441	0.686
understudy	قيد الدراسة	0.378	0.402	0.420
undertake	تعهد	0.796	0.702	0.754
undertaker	متعهد	0.363	0.696	0.611
undertaking	تعهد	0.667	0.530	0.696
undertow	تيار تحتي	0.327	0.639	0.231
underwear	ثياب داخلية	0.610	0.546	0.375
underwood	الشجيرات النامية تحت الشجر الكبير	0.510	0.453	0.510
underworld	الجحيم	0.177	0.676	0.613
underwrite	الاكتتاب	0.416	0.520	0.423
underwriter	ضامن	0.571	0.327	0.620
undeserved	غير مستحق	0.219	0.552	0.283
undesirable	غير مرغوب فيه	0.177	0.644	0.260
undesired	غير مرغوب	0.156	0.441	0.235
undetectable	غير قابلة للكشف	0.438	0.539	0.604
undetected	لم يتم كشفها	0.224	0.304	0.268
undetermined	غير حازم	0.265	0.256	0.353
undeveloped	غير متطور	0.292	0.330	0.254
undignified	غير وقور	0.122	0.627	0.308
undirected	صليات	0.330	0.417	0.310
undisclosed	لم يكشف عنها	0.479	0.361	0.314
undiscovered	غير المكتشفة	0.438	0.347	0.261
undisputed	مسلم به	0.646	0.588	0.673
undisturbed	هادئ	0.725	0.287	0.434
undivided	غير مقسمة	0.510	0.380	0.490
undo	فك	0.365	0.444	0.349
undoing	خراب	0.219	0.452	0.298
undoubted	لا شك فيه	0.592	0.461	0.740
undress	خلع ملابسه	0.438	0.900	0.336
undressed	خام	0.375	0.755	0.356
undue	مفرط	0.156	0.573	0.318
undying	لا يموت	0.708	0.500	0.773
unearned	لا مكتسب	0.177	0.340	0.213
unearth	كشف	0.427	0.635	0.545
uneasiness	قلق	0.190	0.798	0.241
uneasy	غير مستقر	0.115	0.598	0.349
uneducated	غير متعلم	0.177	0.350	0.246
unemployed	عاطلين عن العمل	0.094	0.481	0.230
unemployment	بطالة	0.094	0.400	0.297
unencumbered	غير مرتبط	0.604	0.280	0.472
unending	سرمدي	0.385	0.519	0.454
unequal	غير متساو	0.118	0.433	0.202
unequalled	فذ	0.562	0.470	0.769
unequivocal	لا لبس فيه	0.604	0.415	0.615
unequivocally	لا لبس فيه	0.521	0.668	0.554
unethical	غير اخلاقى	0.104	0.433	0.269
uneven	متفاوت	0.125	0.457	0.240
uneventful	هادئ	0.510	0.343	0.410
unexpected	غير متوقع	0.500	0.720	0.333
unexpectedly	بشكل غير متوقع	0.354	0.759	0.462
unexplainable	غير قابل للتفسير	0.260	0.448	0.610
unexplained	غير المبررة	0.271	0.531	0.349
unexplored	غير مستكشفة	0.401	0.640	0.388
unfailing	لا يفتر	0.625	0.635	0.594
unfair	غير منصف	0.173	0.472	0.190
unfairness	ظلم	0.170	0.817	0.336
unfaithful	غير مخلص	0.031	0.806	0.298
unfamiliar	غير مألوف	0.219	0.558	0.273
unfavorable	غير ملائمة	0.133	0.450	0.232
unfeeling	عديم الشعور	0.235	0.377	0.345
unfettered	محرر من	0.569	0.650	0.586
unfinished	ناقص	0.188	0.368	0.264
unfit	غير مؤهل	0.250	0.368	0.185
unflinching	رابط الجأش ثابتا	0.667	0.606	0.882
unfold	كشف	0.612	0.510	0.520
unfollow	الغاء المتابعة	0.281	0.337	0.293
unforeseen	غير متوقع	0.255	0.714	0.500
unforgettable	لا ينسى	0.833	0.561	0.660
unforgivable	غير متسامح	0.276	0.743	0.490
unforgiving	لا ترحم	0.406	0.630	0.793
unfortunate	يؤسف له	0.073	0.487	0.195
unfortunately	لسوء الحظ	0.104	0.494	0.281
unfounded	غير صحيحة	0.271	0.520	0.410
unfreeze	تسيح	0.458	0.297	0.375
unfriendly	غير ودي	0.173	0.670	0.458
unfulfilled	لم تتحقق	0.184	0.426	0.268
unfurnished	غير مفروشة	0.316	0.333	0.272
unglued	غير إلتصق	0.378	0.446	0.352
ungodly	الفجار	0.296	0.423	0.388
ungrateful	جاحد	0.219	0.461	0.275
unguarded	غير مصون	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	تعاسة	0.083	0.630	0.222
unhappy	تعيس	0.112	0.500	0.155
unharmed	سالمين	0.740	0.378	0.491
unhealthy	غير صحي	0.115	0.549	0.214
unheard	غير مسموع	0.344	0.539	0.500
unhelpful	غير مساعد	0.104	0.320	0.118
unhindered	دون عوائق	0.729	0.441	0.725
unholy	غير مقدس	0.327	0.560	0.445
unhook	نزع من الخطاف	0.375	0.592	0.310
unicorn	آحادي القرن حيوان خرافي	0.776	0.510	0.480
unidentified	مجهولة الهوية	0.385	0.361	0.199
unification	توحيد	0.688	0.345	0.788
unified	موحد	0.729	0.439	0.764
uniform	زى موحد	0.570	0.245	0.655
uniformed	القوات النظامية	0.469	0.519	0.589
uniformity	انتظام	0.745	0.353	0.538
uniformly	بشكل موحد	0.625	0.333	0.704
unimaginable	غير معقول	0.573	0.634	0.589
unimpeachable	لا يرقى إليه الشك	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	غير مهم	0.281	0.240	0.175
unimpressed	متفائلين	0.198	0.302	0.327
unimproved	غير مستفاد منه	0.163	0.377	0.144
uninfected	غير مصاب	0.688	0.304	0.389
uninformed	جهل	0.156	0.370	0.182
uninhabited	غير معتاد	0.301	0.230	0.221
uninitiated	مبتدئين	0.271	0.288	0.288
uninspired	لا روح فيه	0.163	0.243	0.260
unintelligible	لا يمكن فهمه	0.208	0.472	0.283
unintended	غير مقصود	0.438	0.385	0.349
unintentional	غير مقصود	0.333	0.538	0.306
unintentionally	عن غير قصد	0.460	0.490	0.286
uninterested	لا مبالي	0.365	0.240	0.328
uninteresting	ممل	0.153	0.235	0.228
uninterrupted	متواصل	0.500	0.434	0.527
uninvited	غير مدعو	0.090	0.385	0.307
union	الاتحاد	0.854	0.226	0.766
unique	فريد	0.823	0.347	0.661
unisex	للجنسين	0.492	0.417	0.417
unison	انسجام	0.510	0.439	0.583
unit	وحدة	0.562	0.235	0.578
unitary	وحدوي	0.531	0.239	0.641
unite	توحد	0.781	0.375	0.610
united	متحد	0.781	0.431	0.783
unity	وحدة	0.837	0.288	0.658
universal	عالمي	0.802	0.417	0.833
universality	عالمية	0.796	0.410	0.840
universe	كون	0.694	0.454	0.839
university	جامعة	0.735	0.574	0.741
unjust	ظالم	0.115	0.625	0.278
unjustifiable	غير عادل	0.115	0.596	0.394
unjustified	غير مبرر	0.288	0.541	0.314
unkind	غير لطيف	0.135	0.409	0.310
unknowable	لا سبيل لمعرفته	0.347	0.540	0.396
unknown	غير معروف	0.357	0.450	0.204
unlawful	غير شرعي	0.094	0.759	0.402
unleash	إطلاق العنان	0.479	0.775	0.559
unlicensed	غير مرخصة	0.306	0.574	0.196
unlike	مختلف	0.439	0.439	0.418
unlikely	من غير المرجح	0.271	0.293	0.245
unlimited	غير محدود	0.750	0.623	0.679
unlisted	غير المدرجة في البورصة	0.365	0.265	0.218
unload	تفريغ	0.656	0.639	0.573
unloaded	تفريغ	0.469	0.380	0.331
unlock	فتح	0.582	0.442	0.592
unlucky	قليل الحظ	0.073	0.395	0.198
unmanageable	أهوج	0.177	0.666	0.482
unmanned	غير مزود بالرجال	0.235	0.441	0.324
unmarked	إنفراد	0.416	0.294	0.433
unmarried	اعزب	0.438	0.480	0.545
unmask	فضح	0.323	0.690	0.520
unmatched	لا مثيل له	0.776	0.536	0.771
unmistakable	جلي	0.602	0.571	0.765
unmitigated	غير ملطف	0.649	0.427	0.422
unmoved	لا مبالي	0.184	0.355	0.360
unnamed	غير مسمى	0.316	0.189	0.284
unnatural	غير طبيعي	0.153	0.587	0.434
unnecessary	غير ضروري	0.219	0.358	0.190
unneeded	لزوم لها	0.177	0.375	0.245
unnoticed	دون أن يلاحظها أحد	0.302	0.440	0.260
unnumbered	غير مرقم	0.406	0.255	0.331
unobserved	مخفي	0.398	0.255	0.257
unobstructed	دون عائق	0.583	0.440	0.573
unobtrusive	غير بارز	0.447	0.327	0.402
unoccupied	غير مشغول	0.258	0.245	0.412
unofficial	غير رسمي	0.260	0.302	0.255
unopened	فتحها	0.542	0.340	0.265
unopposed	دون معارضة	0.615	0.375	0.537
unordered	غير مرتبة	0.224	0.482	0.190
unorganised	غير منظم	0.250	0.500	0.212
unorganized	غير منظم	0.260	0.657	0.173
unorthodox	غير تقليدي	0.340	0.480	0.441
unpack	فضا	0.531	0.528	0.445
unpaid	غير مدفوع	0.300	0.413	0.365
unparalleled	لا نظير له	0.708	0.306	0.538
unpleasant	غير سارة	0.122	0.612	0.185
unpleasantness	بغض	0.062	0.724	0.264
unplug	افصل	0.239	0.441	0.404
unplugged	موصول	0.367	0.375	0.318
unpopular	غير شعبي	0.073	0.441	0.164
unprecedented	غير مسبوق	0.500	0.491	0.658
unpredictable	لا يمكن التنبؤ به	0.429	0.769	0.515
unprepared	غير مستعد	0.204	0.450	0.152
unpretentious	بسيط	0.510	0.296	0.410
unproductive	غير منتج	0.100	0.324	0.237
unprofessional	غير محترف	0.042	0.370	0.170
unprofitable	عديم الجدوى	0.163	0.376	0.217
unprotected	غير محمية	0.150	0.582	0.197
unproven	غير مثبتة	0.296	0.427	0.216
unprovoked	غير مبرر	0.565	0.327	0.385
unpublished	غير منشورة	0.406	0.480	0.481
unpunished	دون عقاب	0.292	0.594	0.519
unqualified	غير مؤهل	0.170	0.433	0.173
unquestionable	لا يرقى إليه الشك	0.469	0.450	0.843
unquestionably	بلا جدال	0.500	0.630	0.750
unquestioned	غير مفند	0.562	0.509	0.746
unquote	ختم كلاما مقتبسا بعلامة	0.388	0.363	0.517
unravel	كشف	0.378	0.598	0.455
unreachable	لا يمكن الوصول	0.208	0.679	0.557
unread	غير مقروء	0.458	0.240	0.214
unreal	غير حقيقي	0.173	0.431	0.296
unrealistic	غير واقعية	0.229	0.500	0.245
unreasonable	غير منطقى	0.115	0.702	0.264
unrecorded	غير المسجلة	0.241	0.351	0.350
unregistered	غير مسجلة	0.255	0.337	0.266
unregulated	غير المنظم	0.344	0.454	0.421
unrelated	غير مرتبطه	0.302	0.270	0.264
unrelenting	لا يلين	0.500	0.790	0.875
unreliable	غير جدير بالثقة	0.108	0.480	0.240
unremarkable	اعتقالهم	0.271	0.155	0.230
unrepentant	غير نادم	0.240	0.445	0.413
unrequited	غير متبادل	0.143	0.441	0.179
unresolved	لم تحل	0.135	0.441	0.173
unresponsive	لا تستجيب	0.108	0.282	0.244
unrest	اضطراب	0.102	0.577	0.231
unrestrained	غير مقيد	0.385	0.775	0.627
unrestricted	مطلق	0.698	0.458	0.644
unromantic	غير رومانسي	0.208	0.316	0.307
unruly	جامح	0.240	0.745	0.547
unsafe	غير مأمون	0.115	0.562	0.147
unsanitary	غير صحي	0.063	0.592	0.269
unsatisfactory	غير مرض	0.122	0.520	0.189
unsatisfied	غير مقنع	0.200	0.547	0.241
unsavory	تافه	0.071	0.637	0.353
unscathed	سالم	0.625	0.308	0.611
unscheduled	غير المجدولة	0.312	0.436	0.300
unscientific	غير علمي	0.396	0.317	0.321
unscrew	انفك	0.333	0.462	0.396
unscrupulous	عديم الضمير	0.094	0.727	0.465
unseat	يخلع	0.229	0.500	0.312
unseen	غير مرئي	0.427	0.351	0.421
unselfish	غير أناني	0.615	0.353	0.377
unsettled	غير مستقر	0.208	0.647	0.170
unsightly	بشع	0.226	0.559	0.373
unsolicited	المرغوب فيها	0.094	0.339	0.280
unsolved	دون حل	0.146	0.390	0.235
unsophisticated	ساذج	0.327	0.491	0.339
unsound	غير سليم	0.146	0.222	0.272
unspeakable	لا يوصف	0.327	0.567	0.393
unspecified	غير محدد	0.240	0.365	0.165
unspoken	غير معلن	0.177	0.260	0.208
unstable	غير مستقر	0.167	0.587	0.150
unsteady	غير مستقر	0.122	0.500	0.190
unstoppable	لا يمكن وقفها	0.625	0.887	0.862
unsuccessful	غير ناجح	0.140	0.318	0.106
unsuitable	غير ملائم	0.188	0.528	0.300
unsung	يتغنى	0.296	0.330	0.314
unsupervised	غير خاضعة للرقابة	0.478	0.481	0.442
unsupported	غير معتمد	0.260	0.450	0.221
unsure	غير متأكد	0.143	0.580	0.217
unsurpassed	لا نظير لهما	0.694	0.569	0.798
unsuspecting	المطمئنين	0.302	0.509	0.413
unsustainable	لا يمكن تحملها	0.255	0.650	0.406
unsweetened	غير محلى	0.396	0.263	0.300
unsympathetic	غير متعاطف	0.163	0.620	0.281
untamed	الجامح	0.429	0.778	0.709
untenable	لا يمكن الدفاع عنها	0.143	0.637	0.425
untested	لم تختبر	0.302	0.296	0.348
unthinkable	غير وارد	0.365	0.480	0.481
untidy	غير مرتب	0.106	0.610	0.254
untie	فك	0.542	0.463	0.472
untimely	غير ملائم	0.245	0.676	0.233
untitled	بدون عنوان	0.213	0.240	0.240
untold	لا يعد ولا يحصى	0.240	0.367	0.191
untouchable	لا تلمس	0.490	0.602	0.683
untouched	يمسها	0.531	0.276	0.600
untoward	صعب المراس	0.122	0.555	0.291
untraceable	لا يمكن تعقبها	0.321	0.674	0.574
untrained	غير مدرب	0.149	0.529	0.282
untranslated	غير مترجمة	0.271	0.188	0.264
untroubled	يكدره	0.750	0.213	0.653
untrue	غير صحيح	0.031	0.500	0.188
untrustworthy	غير موثوق به	0.097	0.449	0.287
unturned	غير محول	0.312	0.255	0.316
unused	غير مستعمل	0.344	0.231	0.234
unusual	غير عادي	0.429	0.433	0.361
unusually	على غير العادة	0.385	0.406	0.358
unutterable	لا يوصف	0.406	0.592	0.538
unveil	كشف النقاب	0.439	0.442	0.562
unveiling	إزاحة الستار	0.569	0.570	0.675
unverified	غير مثبت عليه	0.214	0.365	0.180
unwanted	غير مرغوب فيه	0.177	0.546	0.205
unwarranted	لا مبرر له	0.091	0.500	0.345
unwary	غافل	0.286	0.417	0.402
unwashed	غير مغسولة	0.365	0.427	0.360
unwavering	غير متموج	0.740	0.630	0.858
unwed	غير متزوجة	0.541	0.595	0.459
unwelcome	غير مرغوب فيه	0.115	0.480	0.269
unwell	مريض	0.143	0.640	0.221
unwilling	غير راغبة	0.302	0.316	0.179
unwillingly	كرها	0.204	0.548	0.182
unwillingness	عدم رغبة	0.204	0.311	0.113
unwind	فك	0.837	0.181	0.394
unwise	غير حكيم	0.141	0.610	0.304
unwitting	غير مقصود	0.260	0.526	0.344
unwittingly	عن غير قصد	0.312	0.510	0.264
unworthy	غير مستحق	0.194	0.433	0.226
unwrap	بسط	0.604	0.491	0.557
unwritten	سماعي	0.367	0.384	0.272
unyielding	عنيد	0.367	0.806	0.738
unzip	بفك	0.378	0.520	0.538
upbeat	متفائل	0.878	0.531	0.802
upbringing	تربية	0.677	0.490	0.600
upcoming	القادمة	0.688	0.460	0.550
update	تحديث	0.698	0.535	0.802
upgrade	تطوير	0.786	0.500	0.670
upheaval	ثورة	0.290	0.830	0.570
uphill	صعدا	0.396	0.723	0.572
uphold	دعم	0.698	0.321	0.561
upholstery	تنجيد	0.592	0.270	0.386
upkeep	صيانة	0.590	0.442	0.685
upland	المرتفعات	0.719	0.578	0.607
uplands	أنجاد	0.615	0.471	0.577
uplift	رفع	0.656	0.779	0.771
uplifting	النهضة	0.771	0.548	0.605
uplink	الإرسال	0.544	0.510	0.595
upload	تحميل	0.638	0.683	0.696
upper	أعلى	0.740	0.529	0.868
uppercut	لكمة	0.410	0.600	0.550
uppity	مغرور	0.465	0.546	0.417
upright	مستقيم	0.667	0.373	0.600
uprising	الانتفاضة	0.561	0.777	0.704
uproar	صخب	0.271	0.902	0.462
upscale	الراقي	0.698	0.526	0.846
upset	مضطراب	0.071	0.680	0.330
upshot	نتيجة	0.693	0.490	0.716
upstairs	الطابق العلوي	0.663	0.408	0.645
upstanding	منتصب	0.851	0.390	0.708
upstart	مغرور	0.449	0.500	0.455
uptight	عصبي	0.184	0.716	0.333
upward	إلى أعلى	0.792	0.481	0.620
upwards	صاعدا	0.724	0.439	0.638
uranium	اليورانيوم	0.375	0.580	0.490
urban	الحضاري	0.561	0.528	0.644
urchin	قنفذ	0.417	0.510	0.373
urge	حث	0.418	0.680	0.653
urgency	الاستعجال	0.429	0.908	0.543
urgent	العاجلة	0.327	0.918	0.623
urinal	مبولة	0.214	0.510	0.306
urinalysis	تحليل البول	0.344	0.532	0.398
urinate	تبول	0.360	0.500	0.353
urination	تبول	0.271	0.441	0.232
urine	بول	0.375	0.361	0.169
urn	جرة	0.194	0.520	0.295
usable	صالح للإستعمال	0.812	0.455	0.611
usage	استعمال	0.646	0.360	0.426
use	استعمال	0.438	0.358	0.409
used	مستخدم	0.354	0.306	0.287
useful	مفيد	0.833	0.411	0.726
usefully	مفيد	0.650	0.481	0.760
usefulness	فائدة	0.806	0.519	0.741
useless	بدون فائدة	0.052	0.342	0.184
user	المستعمل	0.629	0.347	0.442
usher	مغني	0.521	0.440	0.519
usual	معتاد	0.625	0.221	0.400
usurp	انتزاع	0.125	0.818	0.433
usurped	المغتصبة	0.292	0.780	0.438
usury	الربا	0.344	0.679	0.430
utensil	إناء	0.573	0.279	0.383
uterus	الرحم	0.551	0.420	0.510
utilitarian	المنفعي	0.427	0.363	0.639
utility	خدمة	0.622	0.400	0.704
utilization	استغلال	0.562	0.469	0.706
utilize	استخدام	0.694	0.445	0.545
utmost	قصارى	0.719	0.740	0.858
utopian	المدينة الفاضلة	0.542	0.327	0.552
utter	نفث	0.531	0.422	0.549
utterance	كلام	0.542	0.640	0.704
utterly	تماما	0.633	0.440	0.673
vacancy	شاغر	0.643	0.311	0.418
vacant	شاغر	0.578	0.220	0.464
vacate	يخلى	0.357	0.490	0.397
vacation	عطلة	0.840	0.490	0.598
vaccination	تلقيح	0.530	0.578	0.621
vaccine	لقاح	0.500	0.520	0.555
vacuolar	فجوي	0.439	0.370	0.439
vacuole	فجوة عصارية	0.490	0.406	0.481
vacuous	فارغ	0.354	0.267	0.304
vacuum	مكنسة كهرباء	0.327	0.196	0.134
vagabond	متشرد	0.384	0.531	0.144
vagina	المهبل	0.551	0.870	0.500
vaginal	مهبلي	0.449	0.765	0.420
vagrancy	تشرد	0.219	0.567	0.277
vagrant	المتشرد	0.265	0.548	0.250
vague	مشاكل	0.271	0.335	0.083
vagueness	غموض	0.150	0.324	0.221
vainly	عبثا	0.365	0.283	0.169
valance	ستارة قصيرة	0.424	0.286	0.371
vale	وادي	0.592	0.276	0.387
valedictorian	الطالب المتفوق	0.500	0.490	0.594
valentine	عيد الحب	0.888	0.615	0.510
valet	خادم	0.635	0.406	0.389
valiant	الشجاع	0.880	0.745	0.904
valid	صالح	0.693	0.353	0.565
validate	التحقق من صحة	0.760	0.431	0.745
validation	التحقق من صحة	0.655	0.460	0.720
validity	صلاحية	0.646	0.470	0.706
valium	الفاليوم	0.419	0.398	0.443
valley	الوادي	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	ذو قيمة	0.899	0.547	0.798
valuables	الأشياء الثمينة	0.790	0.625	0.759
valuation	تقييم	0.615	0.480	0.795
value	القيمة	0.875	0.582	0.802
valve	صمام	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	تغوي الرجال	0.310	0.794	0.566
vampire	رعب	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	مخرب	0.135	0.792	0.473
vandalism	تخريب	0.083	0.904	0.509
vane	ريشة مروحة	0.561	0.280	0.231
vanguard	مقدمة	0.693	0.640	0.780
vanilla	فانيلا	0.706	0.216	0.284
vanish	تلاشى	0.236	0.480	0.347
vanished	اختفت	0.208	0.566	0.255
vanishing	زوال	0.292	0.550	0.322
vanity	الغرور	0.260	0.540	0.439
vanquish	قهر	0.708	0.760	0.804
vanquished	المهزوم	0.496	0.529	0.176
vanquishing	قهر	0.600	0.748	0.764
vantage	أفضلية	0.740	0.632	0.788
vapor	بخار	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	متغير	0.620	0.407	0.400
variance	التباين	0.540	0.405	0.509
variation	الاختلاف	0.635	0.561	0.406
variations	الاختلافات	0.458	0.548	0.353
varicella	الحماق	0.184	0.593	0.314
varicose	الدوالي	0.235	0.462	0.368
varied	متنوع	0.604	0.701	0.472
variegated	منوع	0.398	0.549	0.406
variety	تشكيلة	0.714	0.472	0.598
various	مختلف	0.500	0.296	0.342
varmint	سافل	0.417	0.500	0.411
varnish	ورنيش	0.448	0.353	0.361
varsity	اسكواش	0.710	0.594	0.670
vary	تختلف	0.521	0.373	0.413
varying	متفاوتة	0.552	0.471	0.385
vascular	الأوعية الدموية	0.516	0.451	0.627
vase	مزهرية	0.638	0.225	0.215
vasectomy	قطع القناة الدافقة	0.208	0.663	0.431
vassal	تابع	0.417	0.525	0.196
vast	شاسع	0.520	0.535	0.545
vat	برميل	0.333	0.491	0.509
vaudeville	الفودفيل مسرحية هزلية	0.490	0.471	0.472
vault	قبو	0.490	0.378	0.644
vaulted	معقود	0.417	0.460	0.542
vaulting	واثب	0.510	0.323	0.520
veal	لحم العجل	0.438	0.337	0.410
vector	قوه موجهة	0.538	0.308	0.482
veer	انحرف	0.469	0.430	0.338
vega	النسر الواقع	0.510	0.333	0.434
vegan	نباتي	0.490	0.226	0.357
vegetable	الخضروات	0.551	0.120	0.289
vegetarian	نباتي	0.562	0.255	0.407
vegetarianism	النباتية نظرية	0.510	0.269	0.407
vegetation	الحياة النباتية	0.740	0.177	0.500
vegetative	نام	0.500	0.270	0.351
veggie	الخضروات	0.602	0.245	0.409
vehement	عنيف	0.500	0.500	0.575
vehicle	مركبة	0.641	0.565	0.500
veil	حجاب	0.500	0.235	0.415
veiled	متلثم	0.370	0.317	0.324
vein	وريد	0.347	0.373	0.318
veined	معرق	0.487	0.459	0.294
vellum	الورق الرقي	0.500	0.349	0.321
velocity	● السرعة	0.673	0.769	0.783
velour	القطيفة	0.670	0.292	0.412
velvet	مخمل	0.663	0.226	0.304
velvety	مخملي	0.677	0.343	0.493
vena	الوريد	0.500	0.315	0.345
vendetta	ثأر	0.198	0.784	0.583
vending	بيع	0.417	0.565	0.549
vendor	بائع	0.541	0.541	0.627
veneer	القشرة	0.490	0.265	0.289
venerable	مبجل	0.708	0.369	0.600
veneration	تبجيل	0.745	0.650	0.712
venereal	تناسلي	0.302	0.654	0.424
venetian	فينيسي	0.633	0.373	0.464
vengeance	انتقام	0.103	0.927	0.719
vengeful	منتقم	0.150	0.840	0.561
venison	لحم الغزال	0.510	0.422	0.296
venom	سم	0.125	0.770	0.491
venomous	سام	0.159	0.841	0.636
venous	الأوردة	0.406	0.571	0.453
vent	منفس	0.479	0.519	0.529
ventilation	تنفس	0.719	0.451	0.568
ventilator	التنفس الصناعي	0.471	0.353	0.344
venting	التنفيس	0.375	0.388	0.418
ventricle	بطين القلب	0.520	0.387	0.464
ventricular	البطين	0.440	0.549	0.475
ventriloquist	متكلم من بطنه	0.552	0.600	0.526
venture	المغامر	0.893	0.810	0.644
venue	مكان	0.727	0.316	0.395
veracity	الإيذائية	0.735	0.724	0.798
veranda	شرفة	0.743	0.343	0.439
verb	الفعل	0.582	0.312	0.414
verbal	شفهي	0.520	0.291	0.562
verbatim	حرفي	0.562	0.255	0.574
verbiage	حشو كلامي	0.429	0.560	0.535
verbose	مطنب	0.439	0.480	0.635
verbosity	إسهاب	0.300	0.491	0.451
verdant	وارف	0.600	0.260	0.389
verdict	حكم	0.325	0.689	0.800
verge	حافة	0.500	0.337	0.305
verification	التحقق	0.750	0.276	0.642
verified	التحقق	0.781	0.367	0.677
verify	التحقق	0.761	0.481	0.704
verily	الحق	0.713	0.351	0.585
veritable	حقيقي	0.794	0.330	0.759
vermin	الهوام	0.167	0.712	0.385
vermouth	نوع من الخمر	0.503	0.480	0.425
vernacular	عامية	0.479	0.453	0.615
vernal	ربيعي	0.553	0.402	0.451
veronica	فيرونيكا	0.594	0.399	0.402
versatile	متعدد الجوانب والاستعمالات	0.906	0.625	0.714
versatility	براعه	0.878	0.585	0.750
verse	بيت شعر	0.667	0.269	0.336
version	الإصدار	0.604	0.423	0.538
versus	مقابل	0.310	0.500	0.447
vert	كل نبات أخضر	0.490	0.375	0.434
vertebra	فقرة	0.427	0.330	0.532
vertebral	فقاري	0.308	0.434	0.525
vertex	قمة الرأس	0.316	0.510	0.491
vertical	عمودي	0.520	0.387	0.492
vertically	عموديا	0.534	0.385	0.545
vertigo	دوار	0.292	0.655	0.445
verve	حيوية	0.724	0.840	0.693
very negative	سلبي جدا	0.062	0.521	0.148
very positive	إيجابي جدا	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	حويصلة	0.359	0.509	0.379
vesicular	حويصلي	0.214	0.440	0.483
vessel	وعاء	0.490	0.398	0.538
vest	سترة	0.667	0.380	0.371
vested	راسخ	0.663	0.415	0.648
vestibule	دهليز	0.541	0.385	0.422
vestige	بقايا	0.562	0.470	0.454
vet	دكتور بيطري	0.531	0.400	0.644
veteran	مخضرم	0.560	0.431	0.759
veterinarian	طبيب بيطري	0.582	0.418	0.542
veterinary	طبيب بيطري	0.656	0.450	0.603
veto	حق النقض	0.271	0.462	0.509
vexed	مغيظ	0.115	0.802	0.413
viability	بقاء	0.776	0.500	0.684
viable	قابل للحياة	0.656	0.320	0.667
viaduct	جسر	0.420	0.440	0.662
vial	قارورة	0.594	0.346	0.445
vibe	طاقة	0.710	0.480	0.517
vibes	ردود فعل إيجابية	0.635	0.688	0.574
vibrant	نابض بالحياة	0.771	0.824	0.782
vibrate	تذبذب	0.500	0.698	0.604
vibration	اهتزاز	0.583	0.657	0.528
vibrator	هزاز	0.479	0.798	0.500
vibratory	اهتزازي	0.542	0.690	0.527
vicar	كاهن	0.531	0.370	0.555
vicarious	غير مباشر	0.479	0.452	0.517
vice	نائب	0.296	0.778	0.480
viceroy	نائب الملك	0.541	0.481	0.712
vicinity	المناطق المجاورة	0.700	0.353	0.466
vicious	وحشي	0.208	0.694	0.407
victim	ضحية	0.115	0.676	0.202
