Word	Hausa-ha	Valence	Arousal	Dominance
trajectory	yanayin	0.653	0.558	0.779
tram	tram	0.667	0.628	0.492
tramp	tattake	0.108	0.510	0.182
trample	tattake	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	trance	0.469	0.481	0.382
tranquil	natsuwa	0.917	0.094	0.355
tranquility	natsuwa	0.840	0.135	0.442
tranquilizer	tranquilizer	0.510	0.236	0.596
transact	kasuwanci	0.521	0.625	0.680
transaction	ma'amala	0.650	0.577	0.579
transatlantic	transatlantic	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	wucewa	0.604	0.771	0.726
transcendence	matsakaici	0.656	0.608	0.754
transcendent	transcendent	0.667	0.600	0.824
transcendental	transcendental	0.635	0.652	0.842
transcribe	transcribe	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	kwafi	0.639	0.398	0.528
transcription	kundin rubutu	0.592	0.455	0.615
transfer	canja wurin	0.702	0.490	0.519
transference	Tsarin	0.592	0.294	0.551
transferred	canjawa wuri	0.480	0.450	0.409
transfixed	sanyawa	0.427	0.660	0.528
transform	canzawa	0.735	0.667	0.696
transformation	canji	0.796	0.618	0.770
transformer	transformer	0.582	0.582	0.723
transfusion	transfusion	0.417	0.730	0.557
transgression	laifi	0.158	0.890	0.611
transient	m	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	wucewa	0.439	0.590	0.588
transition	sauyawa	0.605	0.561	0.558
transitional	Tsarin mulki	0.573	0.472	0.491
transitive	m	0.479	0.377	0.414
transitory	transitory	0.438	0.450	0.407
translate	fassara	0.604	0.423	0.462
translation	fassarar	0.633	0.435	0.598
translator	fassara	0.760	0.412	0.473
translocation	fassarar	0.367	0.612	0.564
translucent	translucent	0.600	0.500	0.389
transmission	watsa	0.688	0.490	0.611
transmit	aikawa	0.836	0.581	0.673
transmitter	aikawa	0.520	0.511	0.719
transmutation	fassarar	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	gaskiya	0.847	0.260	0.587
transparent	m	0.542	0.330	0.667
transplant	dashi	0.445	0.806	0.620
transplantation	dashi	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	sufuri	0.613	0.627	0.605
transportation	sufuri	0.667	0.560	0.472
transporter	ɗaukar kayan aiki	0.615	0.625	0.750
transpose	canza	0.440	0.585	0.467
transposition	transposition	0.312	0.451	0.555
transsexual	transsexual	0.264	0.815	0.423
transverse	ketare	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	tarkon	0.104	0.610	0.391
trapdoor	kullun	0.094	0.670	0.462
trapeze	trapeze	0.542	0.625	0.566
trapped	kamala	0.135	0.615	0.380
trapper	fashi	0.296	0.654	0.491
trapping	fashewa	0.333	0.621	0.491
trappings	trappings	0.458	0.462	0.370
traps	tarkuna	0.235	0.673	0.481
trash	sharar	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	ciwo	0.112	0.792	0.453
traumatic	traumatic	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	tafiya	0.931	0.689	0.535
traveler	matafiyi	0.837	0.571	0.700
traveling	tafiya	0.900	0.750	0.582
traverse	ƙetare	0.571	0.590	0.629
travesty	farfajiya	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	tire	0.549	0.250	0.345
treacherous	mayaudara	0.112	0.815	0.402
treachery	yaudara	0.104	0.852	0.448
tread	tafiya	0.510	0.520	0.426
treadmill	zane	0.459	0.636	0.436
treason	cin amana	0.094	0.806	0.552
treasure	tasiri	0.927	0.592	0.821
treasured	dukiya	0.849	0.471	0.730
treasurer	mai ba da kuɗi	0.694	0.456	0.755
treasures	dukiya	0.867	0.771	0.842
treasury	Kasuwanci	0.812	0.541	0.736
treat	bi da	0.573	0.571	0.436
treatable	treatable	0.780	0.302	0.560
treatise	rubutun	0.604	0.407	0.613
treatment	magani	0.663	0.386	0.620
treaty	yarjejeniya	0.646	0.382	0.667
treble	dabara	0.358	0.471	0.466
tree	itace	0.670	0.118	0.442
trees	itatuwa	0.653	0.137	0.537
trek	tafiya	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	girgiza	0.177	0.878	0.388
trembling	girgiza	0.177	0.824	0.324
tremendous	gagarumin	0.600	0.888	0.773
tremendously	gagarumin	0.719	0.722	0.661
tremor	tremor	0.104	0.833	0.455
trench	tare mahara	0.429	0.760	0.429
trend	Trend	0.625	0.458	0.706
trending	trending	0.750	0.472	0.600
trendy	yayi	0.713	0.520	0.536
trepidation	trepidation	0.582	0.594	0.464
trespass	laifi	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	saduwa	0.398	0.433	0.479
trial	gwaji	0.438	0.663	0.612
triangle	triangle	0.562	0.269	0.352
triangular	triangular	0.430	0.320	0.397
triangulate	kwance	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	tribal	0.417	0.404	0.482
tribe	kabilar	0.664	0.486	0.516
tribulation	tsanani	0.448	0.612	0.484
tribunal	kotun	0.410	0.670	0.797
tribune	tribune	0.610	0.585	0.556
tributary	tributary	0.615	0.463	0.616
tribute	haraji	0.684	0.573	0.700
trick	yaudara	0.542	0.700	0.409
trickery	yaudara	0.146	0.798	0.336
trickle	trickle	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	tricky	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	m	0.403	0.606	0.609
trifle	makami	0.271	0.296	0.221
trifling	tifling	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	jawo	0.271	0.804	0.660
trigonometry	fasali	0.396	0.400	0.616
trillion	tiriliyan	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	datsa	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	ƙaddamarwa	0.500	0.478	0.325
trine	tayin	0.396	0.365	0.317
trinity	Triniti	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	uku	0.521	0.613	0.473
trip	tafiya	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	fashe	0.312	0.361	0.438
triple	sau uku	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	karo na uku	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	fashewa	0.276	0.594	0.293
trite	Ƙari	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	nasara	0.969	0.798	0.926
triumphant	nasara	0.949	0.837	0.972
trivia	razana	0.690	0.490	0.473
trivial	maras muhimmanci	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	trolley	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	ƙungiyar	0.375	0.696	0.750
trooper	dakarun	0.458	0.694	0.713
troops	sojojin	0.385	0.718	0.804
trophy	ganima	0.947	0.643	0.676
tropic	tropic	0.740	0.529	0.536
tropical	na wurare masu zafi	0.740	0.461	0.509
tropics	yankuna	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	matsala	0.135	0.811	0.452
troubled	damuwa	0.167	0.627	0.385
troublemaker	damuwa	0.260	0.900	0.596
troubles	matsaloli	0.051	0.854	0.269
troublesome	damuwa	0.283	0.894	0.404
trough	trough	0.500	0.308	0.340
troupe	ƙungiya	0.625	0.406	0.557
trousers	wando	0.625	0.314	0.442
trout	kwari	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	amincewa	0.688	0.441	0.453
truck	truck	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	truckload	0.480	0.450	0.534
truculent	truculent	0.210	0.731	0.498
true	Gaskiya	0.896	0.436	0.777
truelove	gaskiya	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	gaskiya	0.521	0.422	0.480
trump	trump	0.640	0.716	0.898
trumpet	ƙaho	0.573	0.570	0.393
trumpeter	Kira	0.673	0.600	0.676
truncate	Truncate	0.323	0.600	0.412
truncated	truncated	0.316	0.602	0.439
trundle	damuwa	0.507	0.270	0.414
trunk	akwati	0.271	0.167	0.404
truss	abin mamaki	0.521	0.482	0.569
trust	dogara	0.888	0.547	0.741
trustee	amincewa	0.531	0.442	0.658
trusting	dogara	0.857	0.508	0.750
trustworthy	amintacce	0.969	0.315	0.824
trusty	amincewa	0.863	0.398	0.696
truth	gaskiya	0.971	0.400	0.685
truthful	gaskiya	0.708	0.467	0.807
truthfulness	gaskiya	0.920	0.549	0.808
try	gwada	0.604	0.551	0.556
tryout	aiki	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tub	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	tube	0.418	0.279	0.409
tuberculosis	tarin fuka	0.214	0.519	0.424
tubing	tubing	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	Talata	0.469	0.184	0.330
tufted	tufted	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	Tugboat	0.271	0.510	0.652
tuition	koyarwa	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	gushe	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	tumo	0.102	0.664	0.324
tumour	tumo	0.092	0.627	0.464
tumult	tumult	0.271	0.640	0.636
tumultuous	tumultuous	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	tuna	0.510	0.364	0.582
tune	sauti	0.708	0.479	0.426
tunic	tunic	0.531	0.248	0.391
tuning	saurara	0.719	0.390	0.635
tunnel	rami	0.312	0.490	0.412
turban	rawani	0.469	0.386	0.426
turbidity	turbidity	0.184	0.607	0.393
turbine	turbine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulence	0.062	0.922	0.532
turbulent	m	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	turkey	0.634	0.245	0.247
turmeric	turmeric	0.542	0.316	0.312
turmoil	tashin hankali	0.198	0.888	0.417
turn	juya	0.531	0.398	0.482
turnaround	turnaround	0.560	0.654	0.407
turned	juya	0.630	0.538	0.583
turning	juya	0.510	0.684	0.420
turnip	turnip	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	hallara	0.641	0.692	0.898
turnover	karuwar	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	m	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	fargaba	0.494	0.500	0.588
turtle	kaji	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	tutor	0.750	0.346	0.826
tutoring	koyarwa	0.663	0.402	0.702
tutu	sanyi	0.583	0.276	0.233
tux	Tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	twain	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	tweezers	0.493	0.408	0.295
twelfth	goma sha biyu	0.521	0.292	0.527
twelve	goma sha biyu	0.490	0.298	0.412
twentieth	ashirin	0.469	0.297	0.346
twenty	ashirin	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	twig	0.378	0.288	0.236
twilight	maraice	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	twin	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	twins	0.760	0.473	0.602
twirl	yanki	0.552	0.647	0.409
twist	karkatarwa	0.375	0.469	0.337
twisted	juya	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	juyawa	0.510	0.740	0.548
twitching	twitching	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	biyu	0.520	0.200	0.404
two step	mataki biyu	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	biyu	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	yanki	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	nau'in	0.500	0.284	0.364
typewriter	mawallafin rubutu	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	typhoon	0.323	0.796	0.697
typical	hali	0.635	0.206	0.426
typically	yawanci	0.569	0.377	0.559
typist	masanin	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	typography	0.480	0.334	0.574
tyrannical	cin zarafi	0.167	0.860	0.731
tyranny	cin zarafi	0.112	0.792	0.705
tyrant	mai tsanani	0.115	0.850	0.683
tyre	taya	0.480	0.358	0.407
ubiquitous	a kowane wuri	0.635	0.571	0.884
ubiquity	ƴan aiki	0.578	0.490	0.595
ugliness	ugliness	0.094	0.407	0.267
ugly	mummuna	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	ulcer	0.286	0.596	0.377
ulterior	ulterior	0.375	0.509	0.490
ultimate	ƙarshe	0.648	0.645	0.544
ultimately	kyakkyawan	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	duban dan tayi	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	laima	0.583	0.246	0.255
umpire	umpire	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	unabated	0.532	0.420	0.466
unable	iya	0.132	0.459	0.193
unacceptable	unacceptable	0.133	0.479	0.330
unaccompanied	ba tare da shi ba	0.292	0.376	0.297
unaccountable	rashin tabbas	0.180	0.600	0.543
unaccounted	unaccounted	0.410	0.338	0.361
unacknowledged	unacknowledged	0.240	0.269	0.116
unadulterated	unadulterated	0.570	0.420	0.528
unaffected	unaffected	0.542	0.265	0.571
unafraid	ba tare da jin tsoro ba	0.500	0.520	0.655
unaided	unaided	0.290	0.410	0.336
unaltered	ba a rage ba	0.571	0.269	0.598
unambiguous	unambiguous	0.406	0.390	0.578
unanimity	unanimity	0.490	0.407	0.706
unanimous	baki daya	0.656	0.380	0.682
unanimously	gaba daya	0.686	0.333	0.738
unannounced	unannounced	0.240	0.588	0.291
unanswered	ba a amsa ba	0.276	0.361	0.219
unanticipated	ba tare da tsammani ba	0.255	0.775	0.327
unappreciated	wanda bai yarda da shi ba	0.143	0.431	0.209
unapproved	ba a amince da shi ba	0.184	0.471	0.254
unarmed	marasa lafiya	0.427	0.420	0.241
unassisted	ba tare da ƙarfafa ba	0.302	0.320	0.211
unassuming	unassuming	0.490	0.230	0.471
unattached	unattached	0.192	0.439	0.283
unattainable	unattainable	0.220	0.635	0.571
unattended	ba a kula ba	0.255	0.400	0.167
unattractive	unattractive	0.177	0.307	0.208
unauthorized	ba tare da izni ba	0.260	0.448	0.259
unavailable	ba samuwa	0.323	0.281	0.159
unavoidable	wanda babu shakka	0.350	0.580	0.445
unaware	rashin sani	0.208	0.355	0.310
unbalanced	rashin daidaituwa	0.302	0.596	0.343
unbearable	wanda ba dama a jure masa ba	0.125	0.798	0.447
unbeatable	unbeatable	0.735	0.719	0.681
unbeaten	unbeaten	0.854	0.760	0.828
unbecoming	wanda ba shi da kyau	0.123	0.471	0.288
unbelief	rashin kafirci	0.265	0.582	0.407
unbelievable	marar yarda	0.771	0.790	0.717
unbiased	mara bambanci	0.625	0.378	0.618
unborn	ba a haifa ba	0.312	0.300	0.216
unbound	unbound	0.354	0.402	0.283
unbounded	unbounded	0.646	0.600	0.736
unbreakable	wanda ba a iya raba shi ba	0.653	0.573	0.759
unbridled	unbridled	0.396	0.759	0.448
unbroken	unbroken	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	ba a buɗe ba	0.344	0.294	0.222
uncanny	ba'a	0.469	0.461	0.430
uncaring	ba tare da damu ba	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	rashin tabbas	0.363	0.500	0.164
uncertainty	rashin tabbas	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	musanyawa	0.375	0.442	0.709
unchanged	canzawa	0.490	0.204	0.237
uncharted	uncharted	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	ba tare da yin la'akari ba	0.133	0.600	0.400
unclaimed	ba a bayyana shi ba	0.316	0.346	0.278
uncle	kawuna	0.653	0.255	0.578
unclean	marar tsarki	0.133	0.529	0.134
unclear	m	0.229	0.463	0.202
uncomfortable	m	0.188	0.610	0.214
uncommon	sababbin abubuwa	0.459	0.429	0.373
uncommonly	ba a sani ba	0.626	0.490	0.778
uncomplicated	uncomplicated	0.740	0.260	0.453
uncompromising	ba tare da komai ba	0.320	0.531	0.613
unconcerned	ba a sani ba	0.562	0.283	0.298
unconditional	ba tare da komai ba	0.760	0.493	0.715
unconfirmed	unconfirmed	0.334	0.321	0.339
unconnected	unconnected	0.188	0.265	0.213
unconscionable	maras komai	0.208	0.618	0.429
unconscious	maras sani	0.240	0.356	0.195
unconsciousness	rashin sani	0.177	0.440	0.121
unconstitutional	rashin bin doka	0.230	0.588	0.491
unconstrained	unconstrained	0.653	0.640	0.635
uncontested	ba a sani ba	0.510	0.471	0.689
uncontrollable	wanda ba a iya lura da shi ba	0.265	0.790	0.626
uncontrolled	uncontrolled	0.188	0.891	0.544
unconventional	unconventional	0.177	0.509	0.288
unconvinced	maras yarda	0.409	0.458	0.228
unconvincing	unconvincing	0.190	0.532	0.144
uncooked	uncooked	0.312	0.321	0.241
uncooperative	uncooperative	0.250	0.422	0.246
uncorrelated	ba tare da sune ba	0.333	0.327	0.316
uncouth	uncouth	0.080	0.761	0.350
uncover	cirewa	0.771	0.552	0.648
uncritical	ba tare da dadewa ba	0.480	0.367	0.412
uncut	uncut	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	undecided	0.286	0.433	0.127
undefeated	undefeated	0.833	0.752	0.825
undefined	ba a bayyana ba	0.260	0.418	0.350
undeniable	undeniable	0.552	0.473	0.778
underage	underage	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	shayarwa	0.388	0.627	0.483
undercurrent	undercurrent	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	rashin sanin cikakken farashi	0.413	0.464	0.193
undergo	sha	0.398	0.554	0.339
undergraduate	dalibi	0.583	0.500	0.559
underground	karkashin kasa	0.396	0.455	0.452
underhanded	karkashin sa hannun	0.188	0.415	0.527
underlay	kunna	0.521	0.365	0.458
underlie	underlie	0.323	0.378	0.275
underline	layi	0.480	0.412	0.509
underlying	ainihin	0.480	0.445	0.452
undermine	rushe	0.316	0.491	0.413
undermined	undermined	0.365	0.409	0.394
underneath	a ƙasa	0.450	0.265	0.158
underpaid	karkashin biya	0.146	0.413	0.209
underpants	m	0.448	0.473	0.276
underprivileged	ba a ciki ba	0.167	0.449	0.172
underrated	an ƙaddamar	0.208	0.520	0.333
underscore	tabbatarwa	0.375	0.275	0.306
undersea	karkashin ƙasa	0.545	0.490	0.425
undersecretary	mai kula da	0.459	0.377	0.594
undersized	ƙaddara	0.316	0.425	0.298
understaffed	ba a amince ba	0.148	0.444	0.302
understand	fahimta	0.760	0.374	0.643
understandable	m	0.776	0.363	0.566
understanding	fahimta	0.865	0.304	0.689
understatement	rashin faɗi	0.347	0.480	0.473
understood	fahimta	0.780	0.441	0.686
understudy	understudy	0.378	0.402	0.420
undertake	yin aiki	0.796	0.702	0.754
undertaker	makami	0.363	0.696	0.611
undertaking	aikin	0.667	0.530	0.696
undertow	undertow	0.327	0.639	0.231
underwear	tufafi	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	underworld	0.177	0.676	0.613
underwrite	underwrite	0.416	0.520	0.423
underwriter	underwriter	0.571	0.327	0.620
undeserved	rashin cancanta	0.219	0.552	0.283
undesirable	wanda ba'a so	0.177	0.644	0.260
undesired	ba a so	0.156	0.441	0.235
undetectable	undetectable	0.438	0.539	0.604
undetected	ba a gano ba	0.224	0.304	0.268
undetermined	ba a ƙaddara ba	0.265	0.256	0.353
undeveloped	undeveloped	0.292	0.330	0.254
undignified	ba a sani ba	0.122	0.627	0.308
undirected	wanda ba a taɓa shi ba	0.330	0.417	0.310
undisclosed	ba a bayyana ba	0.479	0.361	0.314
undiscovered	ba a gano ba	0.438	0.347	0.261
undisputed	ba a sani ba	0.646	0.588	0.673
undisturbed	ba a sani ba	0.725	0.287	0.434
undivided	rarrabe	0.510	0.380	0.490
undo	gyara	0.365	0.444	0.349
undoing	undoing	0.219	0.452	0.298
undoubted	babu shakka	0.592	0.461	0.740
undress	sanyaya	0.438	0.900	0.336
undressed	gurgunta	0.375	0.755	0.356
undue	baza	0.156	0.573	0.318
undying	bace	0.708	0.500	0.773
unearned	unarned	0.177	0.340	0.213
unearth	laarth	0.427	0.635	0.545
uneasiness	rashin lafiya	0.190	0.798	0.241
uneasy	m	0.115	0.598	0.349
uneducated	marasa ilimi	0.177	0.350	0.246
unemployed	rashin aiki	0.094	0.481	0.230
unemployment	rashin aikin yi	0.094	0.400	0.297
unencumbered	unencumbered	0.604	0.280	0.472
unending	unending	0.385	0.519	0.454
unequal	rashin daidaito	0.118	0.433	0.202
unequalled	unqualed	0.562	0.470	0.769
unequivocal	rashin daidaituwa	0.604	0.415	0.615
unequivocally	ba tare da komai ba	0.521	0.668	0.554
unethical	unethical	0.104	0.433	0.269
uneven	m	0.125	0.457	0.240
uneventful	m	0.510	0.343	0.410
unexpected	m	0.500	0.720	0.333
unexpectedly	ba zato ba tsammani	0.354	0.759	0.462
unexplainable	unxplainable	0.260	0.448	0.610
unexplained	unxplained	0.271	0.531	0.349
unexplored	unxplored	0.401	0.640	0.388
unfailing	bazawa	0.625	0.635	0.594
unfair	rashin adalci	0.173	0.472	0.190
unfairness	rashin adalci	0.170	0.817	0.336
unfaithful	m	0.031	0.806	0.298
unfamiliar	wanda ba a sani ba	0.219	0.558	0.273
unfavorable	mara kyau	0.133	0.450	0.232
unfeeling	unfeeling	0.235	0.377	0.345
unfettered	bazawa	0.569	0.650	0.586
unfinished	ba a ƙare ba	0.188	0.368	0.264
unfit	rashin lafiya	0.250	0.368	0.185
unflinching	ba tare da nunawa ba	0.667	0.606	0.882
unfold	bayyana	0.612	0.510	0.520
unfollow	ba damuwa	0.281	0.337	0.293
unforeseen	unforeseen	0.255	0.714	0.500
unforgettable	wanda ba a iya mantawa da shi ba	0.833	0.561	0.660
unforgivable	ba a gafarta	0.276	0.743	0.490
unforgiving	unforgiving	0.406	0.630	0.793
unfortunate	m	0.073	0.487	0.195
unfortunately	rashin alheri	0.104	0.494	0.281
unfounded	rashin tushe	0.271	0.520	0.410
unfreeze	bazuwa	0.458	0.297	0.375
unfriendly	rashin tausayi	0.173	0.670	0.458
unfulfilled	ba a cika ba	0.184	0.426	0.268
unfurnished	bazawa	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	marar laifi	0.296	0.423	0.388
ungrateful	mãsu gõdiya	0.219	0.461	0.275
unguarded	unguarded	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	rashin tausayi	0.083	0.630	0.222
unhappy	m	0.112	0.500	0.155
unharmed	rashin lafiya	0.740	0.378	0.491
unhealthy	rashin lafiya	0.115	0.549	0.214
unheard	unheard	0.344	0.539	0.500
unhelpful	unhelpful	0.104	0.320	0.118
unhindered	unhindered	0.729	0.441	0.725
unholy	unholy	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	unidentified	0.385	0.361	0.199
unification	unification	0.688	0.345	0.788
unified	unified	0.729	0.439	0.764
uniform	uniform	0.570	0.245	0.655
uniformed	uniformed	0.469	0.519	0.589
uniformity	daidaito	0.745	0.353	0.538
uniformly	daidai	0.625	0.333	0.704
unimaginable	wanda ba a iya kwatanta shi ba	0.573	0.634	0.589
unimpeachable	unimpeachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	maras muhimmanci	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	wanda ba shi da amfani	0.163	0.377	0.144
uninfected	uninfected	0.688	0.304	0.389
uninformed	uninformed	0.156	0.370	0.182
uninhabited	wanda ba a zauna ba	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	unintelligible	0.208	0.472	0.283
unintended	ba a amince da shi ba	0.438	0.385	0.349
unintentional	ba da gangan ba	0.333	0.538	0.306
unintentionally	ba tare da gangan ba	0.460	0.490	0.286
uninterested	ba a damu ba	0.365	0.240	0.328
uninteresting	uninteresting	0.153	0.235	0.228
uninterrupted	ba tare da katsewa ba	0.500	0.434	0.527
uninvited	uninvited	0.090	0.385	0.307
union	ƙungiyar	0.854	0.226	0.766
unique	musamman	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	unison	0.510	0.439	0.583
unit	ɗaya	0.562	0.235	0.578
unitary	unitary	0.531	0.239	0.641
unite	unite	0.781	0.375	0.610
united	united	0.781	0.431	0.783
unity	hadin kai	0.837	0.288	0.658
universal	duniya	0.802	0.417	0.833
universality	duniya	0.796	0.410	0.840
universe	duniya	0.694	0.454	0.839
university	jami'a	0.735	0.574	0.741
unjust	azzalumai	0.115	0.625	0.278
unjustifiable	rashin amincewa	0.115	0.596	0.394
unjustified	ba daidai ba	0.288	0.541	0.314
unkind	rashin tausayi	0.135	0.409	0.310
unknowable	ba a sani ba	0.347	0.540	0.396
unknown	ba a sani ba	0.357	0.450	0.204
unlawful	haramta	0.094	0.759	0.402
unleash	yardar	0.479	0.775	0.559
unlicensed	unlicensed	0.306	0.574	0.196
unlike	sabanin	0.439	0.439	0.418
unlikely	mai yiwuwa	0.271	0.293	0.245
unlimited	Unlimited	0.750	0.623	0.679
unlisted	unlisted	0.365	0.265	0.218
unload	cirewa	0.656	0.639	0.573
unloaded	cirewa	0.469	0.380	0.331
unlock	buše	0.582	0.442	0.592
unlucky	m	0.073	0.395	0.198
unmanageable	unmanageable	0.177	0.666	0.482
unmanned	unmanned	0.235	0.441	0.324
unmarked	ba a sanya shi ba	0.416	0.294	0.433
unmarried	ba tare da aure ba	0.438	0.480	0.545
unmask	unmask	0.323	0.690	0.520
unmatched	unmatched	0.776	0.536	0.771
unmistakable	marar kuskure	0.602	0.571	0.765
unmitigated	unmitigated	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	mara suna	0.316	0.189	0.284
unnatural	m	0.153	0.587	0.434
unnecessary	ba dole ba	0.219	0.358	0.190
