Word	Indonesian-id	Valence	Arousal	Dominance
prove	membuktikan	0.583	0.520	0.566
proven	terbukti	0.724	0.311	0.611
proverb	pepatah	0.714	0.260	0.518
proverbial	terkenal	0.583	0.430	0.697
provide	menyediakan	0.833	0.517	0.704
provided	disediakan	0.871	0.353	0.648
providence	takdir	0.603	0.337	0.755
provider	pemberi	0.751	0.494	0.750
providing	menyediakan	0.816	0.550	0.896
province	propinsi	0.714	0.255	0.471
provincial	provinsi	0.645	0.341	0.481
provision	ketentuan	0.750	0.450	0.692
provisional	sementara	0.531	0.539	0.364
provisionally	untuk sementara waktu	0.570	0.470	0.461
provisions	ketentuan	0.670	0.510	0.642
proviso	syarat	0.418	0.406	0.569
provocation	provokasi	0.210	0.893	0.705
provocative	provokatif	0.438	0.814	0.684
provoke	memprovokasi	0.300	0.871	0.735
provoked	terprovokasi	0.271	0.676	0.528
provoking	memprovokasi	0.338	0.920	0.717
provost	rektor	0.480	0.474	0.464
prowess	kecakapan	0.792	0.657	0.833
prowl	berkeliaran mencari mangsa	0.312	0.542	0.396
prowler	perampas	0.375	0.608	0.509
proximal	proksimal	0.541	0.460	0.562
proximate	terdekat	0.667	0.433	0.519
proximity	kedekatan	0.677	0.508	0.569
proxy	proxy	0.521	0.408	0.520
prude	pemalu	0.327	0.410	0.333
prudence	kebijaksanaan	0.781	0.284	0.679
prudent	bijaksana	0.706	0.250	0.657
prune	memangkas	0.531	0.311	0.382
pruning	pemangkasan	0.265	0.302	0.310
pry	membongkar	0.406	0.482	0.500
prying	mencongkel	0.385	0.647	0.547
psalm	mazmur	0.688	0.224	0.557
psalms	mazmur	0.602	0.252	0.534
pseudo	semu	0.367	0.389	0.282
pseudonym	nama samaran	0.500	0.398	0.423
psi	psi	0.429	0.454	0.449
psoriasis	psorias	0.125	0.674	0.330
psych	psikis	0.480	0.500	0.526
psyche	jiwa	0.427	0.375	0.435
psychedelic	psikedelik	0.450	0.630	0.482
psychiatric	psikiatrik	0.210	0.616	0.525
psychiatrist	psikiater	0.489	0.627	0.765
psychiatry	psikiatri	0.191	0.663	0.698
psychic	cenayang	0.490	0.559	0.726
psychical	psikis	0.500	0.500	0.811
psychics	psikologi	0.490	0.529	0.692
psycho	psiko	0.039	0.922	0.560
psychoanalysis	psikoanalisa	0.438	0.490	0.741
psychoanalyst	psikoanalis	0.343	0.600	0.738
psychobabble	psikobabble	0.363	0.602	0.543
psychological	psikologis	0.406	0.449	0.660
psychologist	psikolog	0.375	0.308	0.658
psychology	psikologi	0.561	0.396	0.726
psychopath	psikopat	0.040	0.943	0.536
psychopathic	psikopat	0.077	0.918	0.508
psychosis	psikosis	0.167	0.859	0.312
psychosomatic	psikosomatis	0.250	0.580	0.473
psychotherapy	psikoterapi	0.396	0.547	0.651
psychotic	gila	0.198	0.856	0.474
pterodactyl	pterodactyl	0.354	0.716	0.625
ptsd	ptsd	0.373	0.520	0.346
pub	pub	0.592	0.637	0.446
puberty	masa pubertas	0.552	0.786	0.504
pubes	pubes	0.490	0.513	0.349
pubescent	puber	0.550	0.570	0.455
pubic	kemaluan	0.406	0.570	0.509
public	publik	0.592	0.510	0.664
publication	publikasi	0.549	0.470	0.600
publicist	wartawan	0.562	0.531	0.676
publicity	publisitas	0.590	0.622	0.679
publicly	di depan umum	0.740	0.481	0.632
publicspeaking	NO TRANSLATION	0.448	0.917	0.632
publish	menerbitkan	0.714	0.547	0.603
published	diterbitkan	0.667	0.429	0.570
publisher	penerbit	0.571	0.392	0.691
publishing	penerbitan	0.708	0.615	0.660
puck	keping	0.398	0.490	0.349
pucker	mengerut	0.327	0.427	0.315
pudding	puding	0.750	0.255	0.202
puddle	genangan air	0.396	0.302	0.298
pudgy	tembam	0.310	0.428	0.300
puff	engah	0.531	0.367	0.260
puffing	engahan	0.396	0.612	0.375
puffy	bengkak	0.333	0.540	0.387
pug	pug	0.600	0.298	0.462
puke	muntah	0.204	0.545	0.292
pull	Tarik	0.450	0.685	0.473
pulley	katrol	0.480	0.333	0.413
pullover	menarik	0.657	0.340	0.439
pulmonary	paru-paru	0.276	0.471	0.544
pulp	bubur	0.469	0.231	0.324
pulpit	mimbar	0.469	0.449	0.517
pulsar	pulsar	0.490	0.500	0.618
pulsation	denyut	0.448	0.567	0.585
pulse	nadi	0.507	0.412	0.492
puma	puma	0.615	0.704	0.561
pump	pompa	0.417	0.882	0.681
pumped	dipompa	0.615	0.700	0.528
pumpkin	labu	0.539	0.177	0.355
pun	NO TRANSLATION	0.653	0.529	0.457
punch	meninju	0.229	0.787	0.608
punched	menekan	0.188	0.634	0.452
punching	meninju	0.332	0.915	0.623
punchy	punchy	0.520	0.618	0.745
punctual	tepat waktu	0.745	0.337	0.636
punctuality	ketepatan waktu	0.810	0.406	0.758
punctually	tepat waktu	0.760	0.380	0.728
punctuation	tanda baca	0.561	0.385	0.592
puncture	tusukan	0.198	0.777	0.420
pundit	cendekiawan	0.644	0.582	0.833
pungent	tajam	0.347	0.755	0.535
punish	menghukum	0.061	0.808	0.610
punishable	bisa dihukum	0.198	0.588	0.433
punished	dihukum	0.177	0.735	0.481
punishing	menghukum	0.094	0.898	0.471
punishment	hukuman	0.083	0.825	0.536
punitive	menghukum	0.281	0.576	0.605
punk	punk	0.429	0.630	0.358
punt	menyepak bola	0.365	0.480	0.393
puny	lemah	0.312	0.324	0.135
pup	anak anjing	0.755	0.427	0.302
pupil	murid	0.729	0.406	0.368
puppet	wayang	0.459	0.433	0.298
puppeteer	dalang	0.337	0.491	0.390
puppy	anak anjing	0.908	0.461	0.324
purchase	membeli	0.625	0.500	0.616
purchaser	pembeli	0.510	0.549	0.673
purchasing	pembelian	0.667	0.653	0.661
pure	murni	0.811	0.306	0.652
purebliss	NO TRANSLATION	0.625	0.451	0.526
puree	bubur	0.708	0.255	0.208
purely	murni	0.684	0.441	0.536
purgatory	api penyucian	0.255	0.705	0.413
purge	membersihkan	0.125	0.566	0.327
purification	pemurnian	0.847	0.452	0.774
purify	memurnikan	0.823	0.304	0.746
purist	purist	0.625	0.418	0.575
purity	kemurnian	0.823	0.205	0.712
purple	ungu	0.700	0.298	0.330
purport	mengaku	0.663	0.377	0.684
purpose	tujuan	0.800	0.534	0.782
purposely	dengan sengaja	0.646	0.706	0.703
purr	dengung	0.604	0.460	0.302
purring	mendengkur	0.748	0.330	0.271
purse	tas	0.656	0.176	0.306
pursuance	hal melakukan	0.552	0.500	0.559
pursue	mengejar	0.417	0.783	0.536
pursuing	mengejar	0.483	0.906	0.690
pursuit	pengejaran	0.643	0.453	0.617
purveyor	penyetor	0.643	0.480	0.843
purview	bidang	0.635	0.480	0.681
pus	nanah	0.135	0.431	0.226
push	Dorong	0.417	0.608	0.524
pusher	pusher	0.323	0.828	0.585
pushing	mendorong	0.396	0.644	0.731
pushover	pushover	0.347	0.558	0.375
pushy	ambisius	0.080	0.906	0.741
puss	kucing	0.306	0.582	0.236
pussy	vagina	0.323	0.759	0.409
pussycat	kucing	0.541	0.290	0.196
put	taruh	0.520	0.398	0.510
putative	diduga	0.510	0.480	0.410
putrid	busuk	0.146	0.620	0.385
puts	menempatkan	0.428	0.407	0.369
putt	pat	0.480	0.500	0.418
putter	pater	0.371	0.394	0.381
putty	dempul	0.438	0.304	0.314
puzzle	membingungkan	0.537	0.471	0.525
puzzled	bingung	0.204	0.500	0.272
puzzling	membingungkan	0.296	0.644	0.353
pygmy	kerdil	0.357	0.373	0.317
pylon	tiang	0.417	0.288	0.370
pyramid	piramida	0.740	0.390	0.635
pyramidal	berbentuk piramide	0.613	0.385	0.600
pyrotechnics	kembang api	0.561	0.821	0.532
python	python	0.219	0.618	0.618
quack	dukun	0.530	0.451	0.625
quad	quad	0.520	0.441	0.391
quadrangle	segi empat	0.458	0.589	0.573
quadrant	kuadran	0.500	0.269	0.482
quadratic	kuadrat	0.430	0.385	0.471
quadrature	quadrature	0.458	0.363	0.472
quadruple	melipatempatkan	0.510	0.400	0.589
quadrupole	quadrupole	0.450	0.425	0.386
quagmire	rawa	0.318	0.480	0.413
quail	Burung puyuh	0.500	0.318	0.287
quaint	aneh	0.625	0.463	0.474
quake	gempa	0.110	0.824	0.672
qualifications	kualifikasi	0.776	0.576	0.750
qualified	berkualitas	0.760	0.520	0.815
qualify	memenuhi syarat	0.730	0.594	0.520
qualifying	kualifikasi	0.788	0.577	0.789
qualities	kualitas	0.844	0.510	0.731
quality	kualitas	0.896	0.443	0.852
quandary	kebingungan	0.208	0.575	0.422
quantify	mengukur	0.719	0.459	0.721
quantitative	kuantitatif	0.604	0.460	0.667
quantitatively	secara kuantitatif	0.510	0.491	0.713
quantity	kuantitas	0.520	0.472	0.783
quantum	kuantum	0.704	0.500	0.600
quarantine	karantina	0.160	0.577	0.589
quarrel	bertengkar	0.112	0.929	0.496
quarry	tambang	0.378	0.426	0.450
quart	kuart	0.439	0.265	0.436
quarter	perempat	0.568	0.296	0.509
quarterback	quarterback	0.677	0.726	0.767
quartered	dibagi empat	0.296	0.870	0.395
quarterly	triwulanan	0.604	0.380	0.448
quartermaster	intendan	0.551	0.580	0.661
quarters	kamar	0.510	0.412	0.480
quartet	kuartet	0.479	0.377	0.472
quartile	kuartil	0.438	0.445	0.445
quarto	NO TRANSLATION	0.458	0.396	0.393
quartz	kuarsa	0.704	0.292	0.481
quash	membatalkan	0.271	0.689	0.518
quasi	sok	0.510	0.343	0.330
quaternary	kuaterner	0.491	0.370	0.509
quay	NO TRANSLATION	0.542	0.209	0.442
queasiness	mual	0.230	0.594	0.135
queasy	mual	0.250	0.587	0.225
queen	ratu	0.875	0.692	0.860
queer	aneh	0.286	0.610	0.304
quell	menumpas	0.388	0.696	0.434
quench	memuaskan	0.385	0.344	0.333
query	pertanyaan	0.521	0.420	0.467
quest	pencarian	0.643	0.716	0.545
question	pertanyaan	0.510	0.410	0.509
questionable	dipertanyakan	0.268	0.551	0.365
questioning	bertanya	0.438	0.696	0.509
questionnaire	daftar pertanyaan	0.385	0.327	0.606
queue	antre	0.458	0.344	0.365
queues	antrian	0.385	0.479	0.269
quibble	berdalih	0.312	0.685	0.466
quiche	quiche	0.500	0.456	0.396
quick	cepat	0.704	0.755	0.750
quicken	mempercepat	0.686	0.750	0.799
quickie	kilat	0.600	0.700	0.431
quickly	segera	0.784	0.850	0.636
quickness	kecepatan	0.774	0.635	0.740
quicksand	pasir apung	0.219	0.740	0.508
quicksilver	air raksa	0.417	0.441	0.529
quid	quid	0.479	0.378	0.327
quiescent	diam	0.500	0.160	0.305
quiet	diam	0.792	0.105	0.431
quietly	diam-diam	0.561	0.125	0.321
quill	bulu ayam	0.521	0.216	0.263
quilt	selimut	0.643	0.123	0.226
quince	quince	0.557	0.368	0.474
quinine	kina	0.418	0.461	0.375
quintet	kwintet	0.560	0.560	0.500
quirk	permainan kata-kata	0.490	0.384	0.618
quirky	unik	0.708	0.373	0.564
quit	berhenti	0.469	0.559	0.488
quits	seri	0.229	0.480	0.352
quitter	NO TRANSLATION	0.260	0.460	0.321
quiver	gemetar	0.320	0.452	0.335
quivering	gemetaran	0.407	0.776	0.342
quiz	ulangan	0.462	0.610	0.527
quorum	kuorum	0.615	0.544	0.602
quota	kuota	0.427	0.410	0.400
quotation	kutipan	0.796	0.590	0.461
quote	kutipan	0.680	0.550	0.430
quotes	tanda kutip	0.625	0.578	0.520
quotient	hasil bagi	0.615	0.290	0.580
rabbi	rabbi	0.459	0.362	0.723
rabbit	kelinci	0.685	0.330	0.241
rabble	rakyat jelata	0.184	0.602	0.292
rabid	fanatik	0.089	0.827	0.454
rabies	rabies	0.115	0.750	0.382
raccoon	rakun	0.541	0.435	0.320
race	ras	0.592	0.426	0.658
racehorse	kuda pacu	0.719	0.702	0.600
racer	pembalap	0.480	0.631	0.678
racetrack	balapan	0.708	0.808	0.624
racial	rasial	0.292	0.519	0.513
racism	rasisme	0.122	0.673	0.487
racist	rasis	0.061	0.673	0.482
rack	rak	0.385	0.373	0.409
racket	raket	0.520	0.356	0.352
racketeering	pemerasan	0.167	0.877	0.697
racking	memeras	0.411	0.442	0.375
racquetball	badminton	0.582	0.667	0.444
racy	bersemangat	0.427	0.566	0.390
radar	radar	0.521	0.615	0.579
radial	radial	0.439	0.404	0.500
radiance	cahaya	0.796	0.625	0.719
radiant	berseri	0.888	0.717	0.791
radiate	memancarkan	0.719	0.735	0.738
radiation	radiasi	0.167	0.741	0.536
radiator	radiator	0.385	0.452	0.475
radical	radikal	0.500	0.792	0.811
radically	secara radikal	0.552	0.731	0.715
radio	radio	0.573	0.402	0.358
radioactive	radioaktif	0.190	0.798	0.741
radioactivity	radioaktivitas	0.240	0.910	0.696
radiograph	radiograf	0.561	0.490	0.491
radiography	radiografi	0.469	0.614	0.543
radiologist	radiolog	0.490	0.423	0.634
radiology	radiologi	0.459	0.460	0.574
radish	lobak	0.500	0.316	0.398
radium	radium	0.469	0.360	0.517
radius	radius	0.521	0.324	0.500
radon	radon	0.323	0.418	0.375
raffle	mengundi	0.640	0.510	0.454
raft	rakit	0.510	0.229	0.228
rag	lap	0.255	0.226	0.180
rage	kemarahan	0.082	0.888	0.658
ragemode	ragemode	0.363	0.663	0.454
ragetweet	NO TRANSLATION	0.398	0.551	0.431
ragged	kasar	0.198	0.519	0.226
raggedy	compang-camping	0.198	0.531	0.314
raging	hebat	0.219	0.927	0.598
rags	compang-camping	0.434	0.309	0.198
ragtime	ragtime	0.469	0.602	0.398
raid	serangan	0.350	0.726	0.560
raider	penjarah	0.302	0.860	0.525
rail	rel	0.470	0.500	0.526
railing	railing	0.551	0.298	0.440
railroad	jalan kereta api	0.591	0.592	0.500
railway	kereta api	0.613	0.615	0.623
raiment	pakaian	0.667	0.402	0.377
rain	hujan	0.542	0.388	0.330
rainbow	Pelangi	0.878	0.350	0.462
rainbow trout	ikan trout pelangi	0.700	0.462	0.330
rainbows	pelangi	0.875	0.517	0.402
raincoat	jas hujan	0.458	0.300	0.525
raindrops	tetesan hujan	0.698	0.337	0.311
rainfall	curah hujan	0.604	0.314	0.378
rainforest	hutan hujan	0.612	0.375	0.398
rainmaker	rainmaker	0.448	0.509	0.544
rainstorm	hujan badai	0.392	0.535	0.377
rainy	hujan	0.610	0.451	0.433
rainyday	hari hujan	0.520	0.380	0.315
raise	menaikkan	0.885	0.685	0.765
raised	dibesarkan	0.656	0.326	0.643
raisin	kismis	0.594	0.235	0.246
raising	pemeliharaan	0.735	0.519	0.643
rake	menyapu	0.410	0.286	0.314
rally	rapat umum	0.612	0.680	0.554
ram	ram	0.406	0.452	0.388
ramble	pelancongan	0.615	0.464	0.440
rambling	bertele-tele	0.448	0.510	0.528
ramp	lereng	0.490	0.517	0.357
rampage	mengamuk	0.240	0.875	0.509
rampant	merajalela	0.490	0.788	0.526
rampart	benteng	0.322	0.520	0.538
ramrod	pelantak	0.406	0.408	0.349
ranch	peternakan	0.357	0.420	0.409
rancher	pengusaha peternakan	0.510	0.520	0.543
rancid	tengik	0.156	0.451	0.214
random	acak	0.490	0.520	0.321
randomly	secara acak	0.410	0.594	0.302
randomness	keserampangan	0.418	0.449	0.433
randy	randy	0.490	0.394	0.481
range	jarak	0.490	0.472	0.615
ranger	ranger	0.526	0.545	0.705
rank	pangkat	0.531	0.380	0.686
ranking	peringkat	0.540	0.592	0.680
ransom	tebusan	0.582	0.800	0.565
rant	kata-kata kasar	0.219	0.774	0.482
ranting	mengomel	0.181	0.755	0.500
rap	rap	0.604	0.575	0.464
rape	memperkosa	0.062	0.856	0.527
rapid	cepat	0.667	0.788	0.768
rapidity	kecepatan	0.667	0.798	0.806
rapids	jeram	0.573	0.817	0.788
rapist	pemerkosa	0.062	0.906	0.571
rapper	rapper	0.550	0.755	0.482
rapping	mengetuk	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	penuh	0.521	0.736	0.510
raptor	raptor	0.270	0.773	0.612
raptors	raptor	0.280	0.565	0.591
rapture	pengangkatan	0.439	0.883	0.567
rare	langka	0.396	0.413	0.236
rarely	jarang	0.408	0.367	0.366
rarity	keanehan	0.646	0.548	0.364
rascal	bajingan	0.169	0.706	0.445
rash	ruam	0.219	0.820	0.491
raspberries	raspberi	0.802	0.278	0.333
raspberry	frambos	0.735	0.336	0.291
rat	tikus	0.271	0.567	0.255
ratchet	roda bergigi searah	0.449	0.520	0.343
rate	menilai	0.521	0.297	0.407
ratification	ratifikasi	0.653	0.577	0.609
ratify	mengesahkan	0.750	0.462	0.716
rating	rating	0.663	0.679	0.637
ratio	perbandingan	0.560	0.461	0.741
ration	jatah	0.521	0.346	0.390
rational	rasional	0.775	0.347	0.632
rationale	alasan	0.656	0.400	0.815
rationalism	rasionalisme	0.562	0.500	0.676
rationality	rasionalitas	0.633	0.510	0.767
rationalize	merasionalisasikan	0.633	0.400	0.746
rationing	pendistribusian	0.396	0.404	0.540
rattan	rotan	0.434	0.334	0.377
rattle	berdetak	0.490	0.429	0.268
rattled	bingung	0.354	0.641	0.330
rattler	ular berbisa	0.396	0.730	0.455
rattlesnake	ular berbisa	0.188	0.803	0.613
ratty	ratty	0.354	0.450	0.358
raucous	parau	0.316	0.740	0.538
ravage	merusak	0.214	0.755	0.575
rave	sambutan hangat	0.490	0.637	0.420
raven	gagak	0.479	0.446	0.426
ravenous	sangat lapar	0.406	0.700	0.509
ravine	jurang	0.354	0.673	0.413
raving	ocehan	0.312	0.764	0.358
ravioli	Ravioli	0.656	0.281	0.308
ravishing	yg menggairahkan	0.745	0.833	0.830
raw	mentah	0.143	0.349	0.342
rawhide	kulit mentah	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	sinar	0.550	0.670	0.538
razor	pisau cukur	0.260	0.610	0.481
reach	mencapai	0.719	0.625	0.690
react	reaksi	0.500	0.716	0.717
reaction	reaksi	0.470	0.811	0.706
reactionary	reaksioner	0.406	0.573	0.690
reactive	reaktif	0.434	0.817	0.721
reactor	reaktor	0.438	0.794	0.772
read	Baca baca	0.740	0.283	0.611
reader	pembaca	0.776	0.224	0.602
readership	jumlah pembaca	0.698	0.306	0.422
readily	segera	0.740	0.290	0.547
readiness	kesiapan	0.708	0.531	0.700
reading	bacaan	0.781	0.183	0.415
readjustment	penyesuaian kembali	0.560	0.563	0.510
readout	bacakan	0.590	0.250	0.518
ready	siap	0.770	0.388	0.648
readytogo	siap untuk berangkat	0.667	0.654	0.578
reaffirm	menegaskan kembali	0.750	0.559	0.654
reagent	reagen	0.385	0.698	0.642
real	nyata	0.719	0.510	0.717
realism	realisme	0.740	0.545	0.670
realist	realis	0.720	0.572	0.809
realistic	realistis	0.700	0.520	0.783
reality	realitas	0.786	0.365	0.787
realization	realisasi	0.554	0.510	0.836
realize	menyadari	0.757	0.462	0.647
realm	dunia	0.708	0.509	0.878
realtor	makelar barang tak bergerak	0.429	0.471	0.582
realty	realty	0.633	0.471	0.648
ream	rim	0.490	0.173	0.346
reap	menuai	0.677	0.422	0.623
reaper	mesin penuai	0.340	0.565	0.464
reappear	muncul lagi	0.688	0.625	0.632
rear	belakang	0.459	0.520	0.284
rearrange	mengatur kembali	0.656	0.510	0.729
rearrangement	penyusunan kembali	0.542	0.527	0.769
reason	alasan	0.781	0.455	0.712
reasonable	masuk akal	0.902	0.337	0.726
reasonableness	kewajaran	0.729	0.448	0.665
reasoning	pemikiran	0.729	0.365	0.729
reasons	alasan	0.583	0.460	0.571
reassemble	berkumpul kembali	0.552	0.540	0.589
reassign	menugaskan kembali	0.359	0.490	0.559
reassignment	penugasan kembali	0.551	0.480	0.415
reassurance	jaminan	0.875	0.127	0.593
reassure	meyakinkan	0.837	0.306	0.630
reassured	diyakinkan	0.854	0.186	0.519
reassuring	meyakinkan	0.847	0.308	0.691
rebate	potongan harga	0.667	0.569	0.510
rebel	pemberontak	0.235	0.830	0.555
rebellion	pemberontakan	0.245	0.843	0.746
rebellious	memberontak	0.344	0.880	0.663
rebels	pemberontak	0.135	0.860	0.609
rebirth	kelahiran kembali	0.781	0.712	0.780
reboot	reboot	0.673	0.577	0.519
reborn	terlahir kembali	0.802	0.618	0.737
rebound	melambung	0.521	0.480	0.506
rebuild	membangun kembali	0.656	0.557	0.519
rebuke	menegur	0.115	0.677	0.429
rebut	membantah	0.154	0.519	0.573
rebuttal	bantahan	0.312	0.690	0.540
recalcitrant	bandel	0.357	0.624	0.580
recall	penarikan	0.583	0.351	0.525
recant	menarik kembali	0.333	0.575	0.482
recap	rekap	0.602	0.578	0.667
recapture	menangkap kembali	0.333	0.656	0.658
recast	perombakan	0.367	0.481	0.500
recede	surut	0.231	0.449	0.245
receding	surut	0.224	0.418	0.333
receipt	penerimaan	0.542	0.230	0.415
receipts	tanda terima	0.320	0.333	0.381
receive	menerima	0.740	0.462	0.551
received	diterima	0.646	0.436	0.561
receiver	penerima	0.583	0.464	0.586
receiving	menerima	0.719	0.562	0.623
recent	baru	0.592	0.365	0.589
receptacle	wadah	0.500	0.451	0.426
reception	penerimaan	0.694	0.375	0.567
receptionist	resepsionis	0.677	0.430	0.385
receptive	reseptif	0.729	0.519	0.639
receptor	reseptor	0.417	0.360	0.510
recess	reses	0.646	0.510	0.367
recesses	relung	0.367	0.470	0.379
recession	resesi	0.368	0.398	0.373
recharge	mengisi ulang	0.584	0.702	0.664
recheck	periksa kembali	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	kepulangan sakit	0.245	0.520	0.558
recipe	resep	0.698	0.271	0.415
recipient	penerima	0.604	0.324	0.679
reciprocal	timbal-balik	0.677	0.520	0.660
reciprocate	membalas	0.760	0.460	0.618
reciprocity	timbal balik	0.740	0.673	0.556
recital	pertunjukan	0.838	0.440	0.572
recitation	pembacaan	0.708	0.519	0.462
recite	membaca	0.688	0.398	0.453
reckless	sembrono	0.262	0.788	0.279
recklessness	kenekatan	0.292	0.763	0.380
reckon	memperhitungkan	0.643	0.420	0.472
reckoning	perhitungan	0.418	0.622	0.532
reclaim	memperoleh kembali	0.469	0.724	0.648
reclamation	reklamasi	0.573	0.750	0.548
recline	berbaring	0.460	0.404	0.418
reclining	berbaring	0.448	0.312	0.317
recluse	pertapa	0.240	0.490	0.446
recognition	pengakuan	0.833	0.587	0.726
recognizable	dapat dikenali	0.625	0.400	0.609
recognize	mengakui	0.760	0.315	0.600
recognized	diakui	0.875	0.458	0.786
recoil	mundur	0.089	0.429	0.259
recollect	mengingat kembali	0.688	0.491	0.602
recollection	ingatan	0.722	0.337	0.566
recombinant	rekombinan	0.561	0.519	0.463
recombination	rekombinasi	0.510	0.492	0.602
recommend	sarankan	0.812	0.439	0.672
recommendation	rekomendasi	0.912	0.388	0.664
recompense	pembalasan	0.844	0.620	0.853
recon	pengintaian	0.500	0.447	0.400
reconcile	mendamaikan	0.760	0.470	0.625
reconciliation	rekonsiliasi	0.896	0.570	0.604
reconfigure	konfigurasi ulang	0.429	0.500	0.658
reconnaissance	pengintaian	0.729	0.604	0.712
reconnect	hubungkan kembali	0.630	0.548	0.667
reconsider	mempertimbangkan kembali	0.448	0.442	0.582
reconsideration	pertimbangan kembali	0.531	0.459	0.611
reconstitution	rekonstitusi	0.587	0.461	0.783
reconstruct	merekonstruksi	0.740	0.618	0.718
reconstruction	rekonstruksi	0.625	0.719	0.667
reconstructive	rekonstruktif	0.596	0.444	0.722
reconvene	berkumpul kembali	0.490	0.529	0.560
record	merekam	0.552	0.421	0.500
recorder	perekam	0.551	0.374	0.481
recording	rekaman	0.573	0.537	0.474
recount	menceritakan	0.479	0.402	0.509
recoup	menghitung	0.719	0.422	0.575
recourse	jalan lain	0.402	0.337	0.598
recover	memulihkan	0.918	0.510	0.647
recoverable	dapat dipulihkan	0.780	0.388	0.709
recovery	pemulihan	0.781	0.402	0.737
recreate	buat ulang	0.724	0.545	0.616
recreation	rekreasi	0.909	0.632	0.660
recreational	rekreasi	0.896	0.686	0.479
recruit	rekrut	0.551	0.654	0.633
recruiter	perekrut	0.662	0.630	0.690
recruiting	merekrut	0.448	0.787	0.693
recruitment	pengerahan	0.479	0.645	0.591
recruits	rekrutmen	0.396	0.653	0.593
rectal	dubur	0.344	0.618	0.410
rectangle	empat persegi panjang	0.479	0.225	0.438
rectangular	persegi panjang	0.438	0.240	0.307
rectification	pembetulan	0.449	0.560	0.695
rectify	memperbaiki	0.625	0.480	0.634
rector	rektor	0.458	0.406	0.862
rectory	pastoran	0.490	0.373	0.704
rectum	dubur	0.438	0.443	0.491
recumbent	telentang	0.429	0.370	0.352
recuperation	penyembuhan	0.688	0.418	0.500
recur	terulang	0.479	0.500	0.416
recurrence	kambuh	0.490	0.538	0.615
recurrent	berulang	0.552	0.500	0.561
recurring	berulang	0.370	0.560	0.445
recursion	rekursi	0.312	0.580	0.543
recursive	rekursif	0.459	0.590	0.561
recursively	secara rekursif	0.427	0.519	0.618
recycle	mendaur ulang	0.521	0.392	0.526
recycled	didaur ulang	0.561	0.316	0.409
recycling	mendaur ulang	0.552	0.320	0.509
red	merah	0.427	0.385	0.377
reddish	kemerahan	0.521	0.337	0.328
redecorate	menghiasi lagi	0.602	0.444	0.490
redeem	menebus	0.633	0.469	0.491
redeemed	ditukarkan	0.625	0.378	0.434
redemption	penebusan	0.376	0.408	0.545
redesign	mendesain ulang	0.622	0.460	0.396
redhead	si rambut merah	0.677	0.549	0.518
redheaded	berambut merah	0.510	0.520	0.428
redirect	mengalihkan	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	kemerahan	0.151	0.470	0.417
redo	mengulangi	0.481	0.500	0.535
redress	memperbaiki	0.677	0.558	0.649
reduce	mengurangi	0.219	0.304	0.336
reduced	dikurangi	0.229	0.365	0.204
reduction	pengurangan	0.365	0.382	0.240
redundancy	redundansi	0.316	0.262	0.589
redundant	mubazir	0.210	0.500	0.527
redwood	Redwood	0.592	0.350	0.443
reed	buluh	0.490	0.350	0.307
reef	karang	0.583	0.490	0.456
reefer	lemari pendingin	0.500	0.453	0.421
reefs	terumbu karang	0.531	0.471	0.455
reek	bau	0.177	0.480	0.311
reel	kumparan	0.449	0.332	0.395
reelection	pemilihan kembali	0.541	0.673	0.681
reeling	terguncang	0.327	0.542	0.267
reenactment	peragaan kembali	0.771	0.592	0.768
reentry	masuk kembali	0.604	0.449	0.500
reestablish	membangun kembali	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	lihat	0.506	0.358	0.558
referee	wasit	0.531	0.644	0.778
reference	referensi	0.633	0.312	0.595
referendum	referendum	0.510	0.469	0.643
referral	rujukan	0.694	0.314	0.603
refill	isi ulang	0.670	0.400	0.464
refine	menyaring	0.653	0.460	0.640
refined	halus	0.850	0.430	0.653
refinement	perbaikan	0.719	0.387	0.709
refinery	kilang minyak	0.646	0.444	0.565
refining	pengilangan	0.694	0.466	0.664
refit	mereparasi	0.500	0.577	0.506
reflect	mencerminkan	0.698	0.342	0.472
reflecting	mencerminkan	0.590	0.408	0.471
reflection	refleksi	0.710	0.500	0.528
reflective	reflektif	0.656	0.292	0.735
reflector	reflektor	0.479	0.510	0.500
reflex	refleks	0.583	0.460	0.538
reflux	surutnya	0.281	0.559	0.347
reform	pembaruan	0.531	0.490	0.797
reformation	reformasi	0.809	0.500	0.558
reformer	pembaru	0.562	0.569	0.905
refraction	pembiasan	0.388	0.471	0.526
refractor	refraktor	0.510	0.541	0.433
refractory	tahan panas	0.520	0.357	0.588
refrain	menahan diri	0.314	0.373	0.277
refraining	menahan diri	0.418	0.453	0.404
refresh	menyegarkan	0.719	0.640	0.689
refreshed	disegarkan	0.910	0.377	0.480
refreshing	segar	0.936	0.520	0.571
refreshment	minuman	0.667	0.410	0.352
refrigerate	mendinginkan	0.635	0.357	0.457
refrigeration	pendinginan	0.735	0.392	0.500
