Word	Albanian-sq	Valence	Arousal	Dominance
sacrificial	i flijimit	0.198	0.755	0.452
sacrilege	sakrilegj	0.281	0.708	0.491
sacrilegious	i pabesë	0.146	0.736	0.449
sad	i trishtuar	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	shalë	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	sadist	0.031	0.906	0.618
sadly	Mjerisht	0.047	0.255	0.216
sadness	trishtim	0.052	0.288	0.164
safari	ekspeditë gjuetine	0.663	0.673	0.640
safe	i sigurt	0.898	0.306	0.759
safeguard	mbrojtje	0.786	0.624	0.700
safekeeping	ruajtja	0.653	0.510	0.586
safety	siguri	0.708	0.491	0.868
saffron	shafran	0.443	0.373	0.349
sag	epem	0.153	0.578	0.445
saga	sagë	0.635	0.440	0.600
sage	i urtë	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	vela	0.615	0.220	0.325
sailboat	varkë me vela	0.719	0.392	0.381
sailing	me vela	0.667	0.520	0.500
sailor	marinar	0.500	0.588	0.500
saint	shenjt	0.812	0.240	0.693
sainted	i shenjtë	0.708	0.296	0.676
saintly	i shenjtë	0.865	0.286	0.591
sake	hir	0.490	0.573	0.407
salad	sallatë	0.750	0.260	0.307
salamander	picërrak	0.410	0.362	0.309
salami	sallam	0.667	0.360	0.339
salary	rrogë	0.786	0.480	0.652
sale	shitje	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	shitës	0.643	0.559	0.664
salient	i spikatur	0.600	0.573	0.702
saline	i kripur	0.430	0.340	0.385
saliva	pështymë	0.214	0.265	0.236
sally	hedhje në sulm	0.604	0.390	0.451
salmon	salmon	0.760	0.250	0.444
salmonella	Salmonella	0.167	0.608	0.312
salon	sallon	0.531	0.296	0.463
saloon	veturë	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	kripë	0.323	0.312	0.306
salted	i kripur	0.333	0.400	0.304
saltwater	ujë i kripur	0.327	0.330	0.364
salty	i kripur	0.388	0.531	0.288
salutary	i dobishëm	0.885	0.360	0.686
salutation	përshëndetje	0.878	0.417	0.500
salute	përshëndetje	0.833	0.542	0.681
salvage	rikuperoj	0.622	0.510	0.832
salvation	shpëtim	0.857	0.480	0.800
salve	balsam	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	ngjashmëri	0.531	0.330	0.484
sample	mostër	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	shenjtërim	0.770	0.431	0.816
sanctified	i shenjtëruar	0.792	0.240	0.612
sanctify	shenjtëroj	0.673	0.443	0.783
sanctimonious	moralizues	0.240	0.365	0.327
sanction	sanksionim	0.201	0.750	0.517
sanctioned	sanksionuar	0.323	0.696	0.391
sanctity	shenjtëri	0.771	0.330	0.628
sanctuary	shenjtërore	0.863	0.226	0.575
sanctum	strehë	0.521	0.438	0.657
sand	rërë	0.582	0.279	0.304
sandal	sandale	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	Sander	0.438	0.580	0.445
sandman	mashtrues	0.479	0.469	0.388
sandpaper	letër zmerile	0.417	0.425	0.404
sands	plazh	0.646	0.304	0.377
sandstorm	stuhi rëre	0.324	0.821	0.629
sandwich	sanduiç	0.672	0.314	0.310
sandy	me rërë	0.406	0.265	0.296
sane	i arsyeshëm	0.760	0.235	0.670
sanguine	optimist	0.520	0.560	0.545
sanitarium	sanatorium	0.448	0.645	0.570
sanitary	sanitar	0.458	0.320	0.425
sanitation	kanalizime	0.742	0.312	0.500
sanity	mendje e shëndoshë	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	llogore	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	safir	0.770	0.472	0.651
sappy	i njomë	0.583	0.469	0.330
sarcasm	sarkazëm	0.125	0.685	0.346
sarcastic	sarkastik	0.397	0.781	0.298
sarcoma	sarkomë	0.260	0.519	0.402
sarcophagus	sarkofag	0.271	0.561	0.435
sardine	sardele	0.541	0.236	0.236
sardonic	i hidhur	0.208	0.679	0.446
sarsaparilla	Sarsaparilla	0.542	0.488	0.345
sash	brez	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	Sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	satanik	0.062	0.843	0.720
satchel	çantë	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satelit	0.562	0.409	0.764
satin	saten	0.519	0.396	0.481
satire	satirë	0.458	0.655	0.472
satirical	satirike	0.323	0.615	0.538
satisfaction	kënaqësi	0.939	0.637	0.673
satisfactorily	në mënyrë të kënaqshme	0.765	0.570	0.802
satisfactory	i kënaqshëm	0.959	0.569	0.702
satisfied	i kënaqur	0.959	0.510	0.685
satisfy	kënaq	0.867	0.790	0.705
satisfying	kënaqshme	0.890	0.606	0.814
saturate	njom	0.281	0.680	0.467
saturated	i ngopur	0.474	0.700	0.442
saturation	ngopje	0.255	0.582	0.583
satyr	njeri i shthurur	0.280	0.639	0.500
sauce	salcë	0.562	0.515	0.288
saucepan	tenxhere	0.347	0.264	0.321
saucer	pjatëz	0.510	0.327	0.337
saucy	i gjallë	0.250	0.653	0.391
sauerkraut	lakër turshi	0.531	0.454	0.336
sauna	saunë	0.781	0.350	0.455
sausage	suxhuk	0.542	0.429	0.300
savage	i egër	0.204	0.931	0.605
savagery	egërsi	0.219	0.907	0.711
savanna	savanë	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	dijetar	0.781	0.451	0.818
save	ruaj	0.770	0.439	0.682
saver	kursimtar	0.745	0.382	0.802
saving	kursim	0.663	0.230	0.621
savings	kursime	0.776	0.431	0.608
savior	shpëtimtar	0.920	0.469	0.804
savor	shijoj	0.827	0.552	0.526
savory	i shijshëm	0.812	0.717	0.619
savvy	tru	0.719	0.520	0.706
saw	sharrë	0.316	0.541	0.518
sawdust	tallash	0.398	0.279	0.241
sawmill	sharra	0.427	0.378	0.434
sax	saksofon	0.573	0.465	0.409
saxophone	saksofon	0.688	0.444	0.482
say	them	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	kore	0.354	0.330	0.272
scabbard	këllëf	0.325	0.219	0.217
scaffold	tribunë	0.480	0.500	0.336
scaffolding	skeleri	0.496	0.366	0.545
scalding	përvëlues	0.271	0.540	0.381
scale	shkallë	0.310	0.350	0.577
scales	peshore	0.439	0.330	0.491
scallop	fiston	0.490	0.363	0.331
scalp	lëkurë e kokës	0.347	0.346	0.302
scalpel	bisturi	0.302	0.700	0.482
scaly	me luspa	0.281	0.481	0.358
scam	scam	0.042	0.745	0.418
scamp	qerrata	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	hetim	0.479	0.423	0.470
scandal	skandal	0.122	0.821	0.557
scandalous	skandaloz	0.135	0.907	0.556
scanner	skaner	0.531	0.356	0.567
scanty	i pakët	0.287	0.333	0.127
scape	arratisje	0.290	0.625	0.536
scapegoat	dash i kurbanit	0.184	0.685	0.481
scar	mbresë	0.146	0.500	0.397
scarab	bubuzhel	0.406	0.458	0.267
scarce	i pakët	0.292	0.324	0.218
scarcely	thuajse	0.082	0.412	0.160
scarcity	pamjaftueshmëri	0.167	0.500	0.182
scare	tremb	0.122	0.910	0.264
scarecrow	dordolec	0.219	0.274	0.349
scared	i frikësuar	0.146	0.828	0.185
scares	frikëson	0.122	0.847	0.386
scarf	shall	0.750	0.224	0.224
scarier	scarier	0.156	0.846	0.472
scariest	scariest	0.167	0.863	0.538
scarlet	e kuqe e ndezur	0.507	0.390	0.411
scary	i tmerrshëm	0.062	0.952	0.528
scat	shu	0.337	0.548	0.409
scatter	shpërndaj	0.229	0.620	0.404
scattered	i shpërndarë	0.208	0.380	0.238
scattering	shpërndajnë	0.347	0.550	0.394
scavenger	pastrues	0.177	0.578	0.408
scenario	skenar	0.667	0.510	0.683
scene	skenë	0.570	0.340	0.578
scenery	peizazh	0.745	0.253	0.592
scenic	skenik	0.684	0.548	0.756
scent	parfum	0.633	0.410	0.491
scented	aromatike	0.865	0.509	0.431
scepter	skeptër	0.630	0.300	0.670
sceptical	skeptik	0.214	0.387	0.466
scepticism	skepticizëm	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	orar	0.510	0.380	0.480
schematic	skematik	0.490	0.284	0.647
scheme	skemë	0.521	0.269	0.577
schilling	shilingë	0.367	0.410	0.418
schism	përçarje	0.280	0.569	0.386
schizophrenia	shizofreni	0.092	0.880	0.435
schizophrenic	skizofren	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	shnizel	0.365	0.430	0.382
scholar	dijetar	0.694	0.421	0.731
scholarly	prej dijetari	0.750	0.466	0.709
scholarship	bursë	0.866	0.490	0.625
scholastic	shkollor	0.500	0.470	0.491
school	shkollë	0.765	0.423	0.633
schoolboy	nxënës	0.623	0.385	0.441
schoolgirl	nxënëse	0.760	0.521	0.415
schoolhouse	Schoolhouse	0.602	0.407	0.672
schooling	shkollim	0.582	0.462	0.640
schoolmaster	pedagog	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	schoolwork	0.479	0.500	0.481
schoolyard	oborrin	0.684	0.529	0.440
schooner	gotë birre	0.635	0.408	0.427
sciatica	dhimbje të nervit shiatik	0.286	0.443	0.393
science	shkencë	0.588	0.429	0.741
scientific	shkencor	0.653	0.510	0.836
scientist	shkencëtar	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillating	0.650	0.736	0.612
scintillation	shkëlqim	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	pasardhës	0.490	0.380	0.451
scissors	gërshërë	0.458	0.462	0.302
scoff	përqeshje	0.125	0.686	0.306
scold	shaj	0.194	0.755	0.626
scolding	sharje	0.071	0.833	0.417
scone	kulaç	0.418	0.287	0.229
scoop	lugë e madhe	0.583	0.543	0.640
scoot	vrapoj	0.510	0.490	0.412
scooter	skuter	0.510	0.587	0.371
scope	fushë	0.656	0.386	0.718
scorch	digjem	0.214	0.689	0.491
scorching	vend e djegur	0.406	0.635	0.464
score	rezultat	0.670	0.388	0.589
scoreboard	Scoreboard	0.667	0.484	0.472
scorer	shënues	0.730	0.608	0.764
scores	rezultatet	0.594	0.469	0.629
scorn	përçmim	0.110	0.721	0.356
scorned	përbuzej	0.062	0.529	0.226
scornful	përbuzës	0.173	0.608	0.368
scorpion	akrep	0.198	0.745	0.600
scotch	shtyp	0.578	0.520	0.615
scoundrel	faqezi	0.094	0.740	0.412
scour	gërryen	0.388	0.602	0.632
scourge	kamzhik	0.214	0.640	0.302
scout	skaut	0.656	0.611	0.763
scowl	ngrys	0.302	0.600	0.413
scrabble	gërvishtje	0.625	0.412	0.399
scram	zhdukem	0.306	0.485	0.409
scramble	përleshje	0.469	0.744	0.500
scrambled	fërguara	0.451	0.535	0.539
scrambler	Scrambler	0.417	0.550	0.444
scrambling	përpiqen	0.421	0.810	0.731
scrap	copëz	0.156	0.339	0.173
scrapbook	album me copa të ngjitura	0.562	0.274	0.432
scrape	hall	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	scraping	0.265	0.479	0.305
scrappy	i copëzuar	0.301	0.375	0.406
scratch	gërvishtje	0.276	0.625	0.270
scratchy	i ashpër	0.235	0.610	0.436
scrawny	i dobët	0.276	0.422	0.245
scream	piskat	0.188	0.863	0.594
screamer	titull sensacional	0.156	0.670	0.392
screaming	ulëritës	0.245	0.901	0.460
screech	ulërimë	0.214	0.802	0.306
screen	ekran	0.670	0.300	0.417
screening	ekzaminim	0.562	0.570	0.709
screenplay	skenar	0.500	0.406	0.518
screenwriter	skenarist	0.571	0.500	0.712
screw	vidhos	0.385	0.460	0.377
screwball	çyryk	0.271	0.680	0.505
screwdriver	kaçavidë	0.520	0.519	0.439
screwed	screwed	0.302	0.520	0.464
screwy	i dehur	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	shkarravitje	0.429	0.453	0.358
scribe	shkrues	0.541	0.264	0.491
scrimmage	kacafytje	0.367	0.660	0.411
scrip	kupon	0.430	0.462	0.455
script	dorëshkrim	0.610	0.450	0.527
scriptural	i shkrimeve të shenjta	0.551	0.250	0.596
scripture	Shkrimet e Shenjta	0.745	0.270	0.630
scroll	dorëshkrim i mbledhur rrotull	0.375	0.630	0.409
scrotum	qese e herdheve	0.396	0.653	0.361
scrounge	vjedh	0.210	0.565	0.397
scrounger	përfitues	0.323	0.490	0.358
scrub	pastrim	0.417	0.420	0.500
scruffy	i lerosur	0.194	0.435	0.176
scrumptious	i shijshëm	0.959	0.650	0.566
scrupulous	i ndershëm	0.545	0.685	0.602
scrutinize	vëzhgoj	0.458	0.587	0.573
scrutiny	shqyrtim	0.500	0.653	0.658
scuba	skafandër autonome	0.542	0.494	0.456
scuff	zvarritje	0.165	0.560	0.376
scuffle	përleshje	0.146	0.800	0.529
scullery	kthinë	0.469	0.337	0.353
sculptor	skulptor	0.653	0.431	0.694
sculpture	skulpturë	0.750	0.346	0.490
sculptured	gdhëndur	0.708	0.373	0.557
scum	llum	0.357	0.380	0.218
scumbag	Scumbag	0.240	0.591	0.278
scurry	vrap	0.398	0.647	0.509
scurvy	skorbut	0.354	0.462	0.312
scuttle	baxhë	0.438	0.398	0.430
sea	det	0.833	0.353	0.589
seaboard	bregdetar	0.663	0.356	0.507
seafood	ushqim deti	0.656	0.500	0.328
seagull	pulëbardhë	0.635	0.245	0.314
seal	vulë	0.490	0.218	0.518
seals	vula	0.412	0.241	0.402
seam	damar	0.427	0.250	0.414
seaman	detar	0.520	0.510	0.672
seamless	seamless	0.459	0.140	0.302
seamstress	rrobaqepëse	0.535	0.288	0.389
seaport	qytet me port	0.594	0.317	0.491
sear	thaj	0.490	0.553	0.600
search	kërkim	0.635	0.580	0.462
searching	kërkim	0.534	0.657	0.466
searchlight	prozhektor	0.622	0.510	0.552
seared	i dobët	0.229	0.410	0.398
seashore	bregdet	0.796	0.310	0.375
seasick	zë deti	0.115	0.683	0.245
seaside	bregdetar	0.887	0.520	0.508
season	sezon	0.792	0.410	0.519
seasonal	sezonal	0.592	0.273	0.305
seasoned	i kalitur	0.812	0.570	0.509
seasoning	erëza	0.633	0.388	0.479
seat	vend	0.542	0.281	0.434
seatbelt	Rripi i sigurimit	0.656	0.314	0.726
seating	shtrojë	0.552	0.265	0.286
seawater	ujin e detit	0.760	0.197	0.491
seaweed	alga deti	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	shkëputje	0.323	0.561	0.509
secluded	i vetmuar	0.357	0.265	0.240
seclusion	izolim	0.230	0.558	0.505
second	i dytë	0.490	0.210	0.250
second cousin	kushëriri i dytë	0.698	0.360	0.441
secondary	dytësor	0.636	0.375	0.260
secondhand	dore e dyte	0.194	0.389	0.283
secrecy	fshehtësi	0.294	0.549	0.475
secret	sekret	0.479	0.580	0.509
secretariat	sekretariat	0.518	0.459	0.597
secretary	sekretar	0.612	0.426	0.561
secrete	nxjerr	0.427	0.567	0.518
secretion	sekrecion	0.354	0.582	0.529
secretive	i fshehtë	0.390	0.250	0.538
secretly	fshehurazi	0.525	0.404	0.479
sect	sekt	0.265	0.667	0.526
sectarian	sektar	0.260	0.606	0.517
section	seksion	0.500	0.269	0.421
sectional	sektorial	0.427	0.415	0.464
sector	sektor	0.594	0.190	0.569
secular	laik	0.463	0.461	0.520
secularism	kundërlaicizim	0.367	0.440	0.559
secure	i sigurt	0.844	0.380	0.914
securities	letrave me vlerë	0.750	0.304	0.852
security	siguri	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	i përmbajtur	0.656	0.157	0.345
sedation	qetësim	0.510	0.270	0.398
sedative	qetësues	0.314	0.273	0.352
sedentary	i ulur	0.292	0.185	0.273
sedge	shqirë	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimentar	0.398	0.265	0.500
sedition	kryengritje	0.327	0.557	0.591
seduce	josh	0.462	0.864	0.689
seducer	joshës	0.704	0.812	0.775
seducing	seducing	0.569	0.794	0.708
seduction	joshje	0.510	0.891	0.618
seductive	joshës	0.771	0.821	0.667
see	Shiko	0.635	0.269	0.312
seed	farë	0.656	0.135	0.306
seedling	filiz	0.406	0.343	0.423
seeds	fara	0.731	0.269	0.418
seedy	i sëmurë	0.229	0.390	0.325
seek	kërkoj	0.622	0.429	0.482
seeker	kërkues	0.646	0.464	0.553
seem	duket	0.471	0.302	0.298
seemingly	me sa duket	0.490	0.410	0.356
seer	parashikues	0.604	0.481	0.740
seesaw	kolovitem	0.570	0.559	0.410
seething	seething	0.312	0.821	0.642
segment	segment	0.469	0.290	0.440
segregate	i veçuar	0.290	0.627	0.440
segregated	ndarë	0.164	0.575	0.411
segregation	ndarje	0.302	0.545	0.390
seismic	sizmik	0.323	0.925	0.578
seize	kap	0.656	0.644	0.673
seizure	konfiskim	0.177	0.775	0.462
seldom	rrallë	0.323	0.379	0.287
select	zgjedh	0.615	0.406	0.602
selection	përzgjedhje	0.594	0.340	0.595
selective	selektiv	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	selen	0.469	0.408	0.336
self	vete	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	egoist	0.061	0.637	0.495
selfishness	egoizëm	0.200	0.686	0.453
selfless	vetëmohues	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	shes	0.618	0.608	0.605
seller	shitës	0.635	0.471	0.635
sellout	ekspozitë	0.398	0.490	0.465
seltzer	ujë mineral	0.448	0.452	0.406
semantics	semantikë	0.698	0.394	0.569
semaphore	semafor	0.552	0.374	0.598
semblance	pamje	0.500	0.471	0.442
semen	spermë	0.500	0.755	0.471
semester	semestër	0.521	0.327	0.482
semi	gjysmë	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	pikëpresje	0.378	0.255	0.318
seminal	i farës	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminar	0.594	0.367	0.589
semiotics	semiotika	0.449	0.417	0.596
senate	senat	0.490	0.349	0.836
senator	senator	0.391	0.422	0.821
send	dërgoj	0.663	0.480	0.537
sender	dërgues	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	pleqërishte	0.280	0.211	0.305
senior	i lartë	0.561	0.415	0.536
seniority	vjetërsi	0.408	0.427	0.602
senor	Senor	0.527	0.217	0.630
senorita	Senorita	0.765	0.550	0.500
sensation	ndjesi	0.781	0.663	0.673
sensational	sensacional	0.938	0.827	0.858
sense	kuptim	0.781	0.417	0.474
senseless	i pakuptim	0.125	0.388	0.136
senses	shqisat	0.740	0.461	0.693
sensibility	ndjeshmëri	0.583	0.423	0.448
sensible	i ndjeshëm	0.625	0.454	0.312
sensibly	me arsye	0.786	0.337	0.396
sensitive	i ndjeshëm	0.714	0.426	0.254
sensitivity	ndjeshmëri	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	ndijor	0.583	0.480	0.442
sensual	sensual	0.730	0.790	0.642
sensuality	ndjeshmëri	0.844	0.840	0.632
sensuous	i ndjeshëm	0.854	0.798	0.625
sentence	fjali	0.625	0.265	0.548
sentencing	dënimit	0.120	0.782	0.561
sentient	i ndjeshëm	0.583	0.417	0.363
sentiment	mendim	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentalizëm	0.771	0.548	0.319
sentinel	rojtar	0.531	0.602	0.845
sentry	rojë	0.470	0.547	0.684
separable	i ndashëm	0.469	0.390	0.368
separate	i veçantë	0.240	0.514	0.349
separately	veçmas	0.310	0.365	0.368
separation	ndarje	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	bojë e zezë supje	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	klan	0.521	0.333	0.361
septic	septik	0.281	0.462	0.425
septum	mur ndarës	0.276	0.423	0.410
sequel	vazhdim	0.650	0.480	0.574
sequence	rend	0.543	0.350	0.529
sequent	pasues	0.531	0.423	0.591
sequestered	i izoluar	0.160	0.863	0.427
sequestration	sekuestrim	0.177	0.860	0.500
serenade	serenatë	0.875	0.570	0.491
serendipity	Serendipity	0.677	0.413	0.500
serene	i qetë	0.802	0.132	0.370
serenity	qetësi	0.900	0.122	0.557
sergeant	rreshter	0.408	0.600	0.833
serial	rendor	0.469	0.350	0.472
serialize	botoj pjesë-pjesë	0.500	0.455	0.593
series	seri	0.622	0.431	0.420
serif	shrift me dhëmbëza	0.531	0.417	0.415
serious	serioz	0.500	0.455	0.619
seriousness	seriozitet	0.439	0.365	0.750
sermon	predikim	0.417	0.507	0.615
serpent	gjarpër	0.115	0.696	0.679
serpentine	serpentinë	0.576	0.646	0.329
serrated	i dhëmbëzuar	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	shërbyes	0.340	0.408	0.331
serve	shërbej	0.622	0.400	0.384
server	server	0.656	0.356	0.536
service	shërbim	0.684	0.408	0.535
serviceable	i dobishëm	0.834	0.400	0.684
servile	servil	0.439	0.327	0.415
servitude	robëri	0.250	0.490	0.250
sesame	susam	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	seancë	0.510	0.481	0.491
sessions	Sesionet	0.646	0.578	0.650
set	i vendosur	0.521	0.482	0.630
setback	pengesë	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setër	0.541	0.455	0.473
settle	zgjidh	0.833	0.520	0.772
settled	vendosën	0.521	0.510	0.473
settlement	zgjidhje	0.635	0.412	0.723
settler	kolon	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	Setup	0.667	0.398	0.635
seven	shtatë	0.672	0.265	0.373
seventeen	shtatëmbëdhjetë	0.585	0.296	0.321
seventh	i shtatë	0.500	0.245	0.288
seventy	shtatëdhjetë	0.625	0.353	0.446
sever	pres	0.156	0.635	0.451
severable	severable	0.406	0.451	0.398
severally	veçmas	0.719	0.298	0.600
severance	ndarje	0.396	0.620	0.541
severe	i rëndë	0.164	0.735	0.635
severely	ashpër	0.219	0.673	0.700
severity	ashpërsi	0.260	0.712	0.661
sew	qep	0.510	0.340	0.340
sewage	ujërave të zeza	0.255	0.343	0.339
sewer	kanal	0.286	0.367	0.282
sewerage	kanalizimit	0.208	0.450	0.198
sewing	qepje	0.625	0.337	0.356
sex	seks	0.803	0.939	0.704
sexist	seksiste	0.255	0.798	0.411
sexual	seksual	0.584	0.959	0.640
sexuality	seksualizëm	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	i lënë pas dore	0.235	0.519	0.259
shack	kasolle	0.396	0.425	0.339
shackle	pranga	0.276	0.580	0.414
shade	hije	0.388	0.265	0.278
shades	hije	0.490	0.300	0.380
shading	mbrojtje nga drita	0.420	0.324	0.318
shadow	hije	0.302	0.343	0.158
shadowy	i paqartë	0.135	0.373	0.330
shady	me hije	0.323	0.509	0.375
shaft	bosht	0.549	0.275	0.472
shag	xhufkë	0.417	0.462	0.340
shaggy	me push të ashpër	0.510	0.302	0.321
shake	shtrëngoj	0.439	0.689	0.539
shakedown	zhvatje	0.286	0.692	0.481
shaken	tronditur	0.344	0.657	0.333
shaker	përzierës pijesh	0.520	0.728	0.518
shaking	lëkundje	0.275	0.849	0.255
shaky	i dredhur	0.260	0.734	0.223
shall	do të	0.510	0.385	0.412
shallow	i cekët	0.427	0.298	0.351
shallows	shallows	0.388	0.368	0.368
sham	mashtrim	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	thertore	0.271	0.696	0.287
shame	turp	0.060	0.670	0.155
shamed	turpëruar	0.135	0.567	0.218
shameful	i turpshëm	0.040	0.680	0.264
shameless	i paturpshëm	0.274	0.713	0.407
shampoo	shampo	0.604	0.180	0.250
shanghai	Shanghai	0.551	0.450	0.509
shank	fyell	0.530	0.393	0.286
shanty	barakë	0.427	0.459	0.255
shape	formë	0.592	0.240	0.422
shapely	me formë të hijshme	0.771	0.441	0.830
shard	copë e thyer	0.388	0.407	0.426
share	pjesë	0.759	0.548	0.545
shareholder	aksioneri	0.656	0.632	0.915
sharing	ndarjen	0.827	0.462	0.545
shark	peshkaqen	0.260	0.845	0.596
sharp	i mprehtë	0.459	0.585	0.585
sharpen	shpij	0.582	0.694	0.611
sharpened	mprehur	0.573	0.647	0.727
sharpener	mprehës	0.532	0.435	0.327
sharpness	mprehtësi	0.729	0.385	0.653
sharpshooter	snajper	0.240	0.929	0.764
shatter	thyej	0.108	0.821	0.464
shattered	shpartallua	0.097	0.806	0.309
shattering	shkatërrimtar	0.135	0.760	0.475
shave	rruhem	0.521	0.410	0.480
shaver	berber	0.418	0.450	0.392
shaving	rruajtje	0.500	0.469	0.353
shawl	shall	0.720	0.365	0.230
sheaf	kapë	0.396	0.387	0.456
shear	qethje	0.286	0.647	0.388
shears	gërshërë të mëdha	0.429	0.527	0.254
sheath	mill	0.460	0.314	0.342
sheathing	sheathing	0.378	0.480	0.642
shed	derdh	0.427	0.402	0.470
sheen	shkëlqim	0.812	0.510	0.712
sheep	dhen	0.604	0.206	0.161
sheepdog	Sheepdog	0.684	0.442	0.529
sheepish	i turpshëm	0.326	0.441	0.205
sheer	i dukshëm	0.604	0.250	0.481
sheet	fletë	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	raft	0.561	0.202	0.366
shell	guaskë	0.615	0.408	0.391
shellfish	butak	0.594	0.412	0.393
shelling	bombardim me artileri	0.337	0.917	0.773
shelter	strehë	0.704	0.229	0.569
sheltered	strehuar	0.590	0.377	0.717
shelters	strehimoret	0.582	0.333	0.482
shelved	braktisi	0.306	0.166	0.321
shepherd	bari	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sherif	0.602	0.541	0.802
sherry	sheri	0.594	0.477	0.315
shield	mburojë	0.510	0.373	0.663
shift	ndryshim	0.479	0.610	0.491
shifting	i ndryshueshëm	0.518	0.548	0.546
shifty	i pakapshëm	0.365	0.687	0.483
shilling	monedhë	0.521	0.342	0.430
shimmer	Shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	këmishë	0.478	0.476	0.462
shin	kërci	0.459	0.500	0.231
shindig	festë e zhurmshme	0.552	0.560	0.491
shine	shndrit	0.844	0.539	0.741
shiner	Shiner	0.740	0.510	0.556
shingle	zall	0.510	0.200	0.410
shining	i ndritshëm	0.885	0.673	0.812
shiny	me shkëlqim	0.885	0.604	0.787
ship	anije	0.646	0.500	0.439
shipment	ngarkesë	0.582	0.440	0.452
shipping	anijeve	0.622	0.327	0.443
shipshape	në rregull të përsosur	0.594	0.480	0.474
shipwreck	anijembytje	0.268	0.768	0.373
shipyard	kantier detar	0.398	0.583	0.595
shire	konte	0.479	0.257	0.609
shirt	këmishë	0.698	0.186	0.231
shit	mut	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	Shitfaced	0.214	0.695	0.380
shithead	idiot	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	dreq	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	i ndyrë	0.020	0.679	0.163
shiver	drithmë	0.260	0.765	0.236
