Word	Tajik-tg	Valence	Arousal	Dominance
retrospect	бозгашт	0.406	0.500	0.538
retrospective	баъдтар	0.594	0.481	0.528
retrospectively	боқӣ мемонад	0.516	0.400	0.560
return	бозгашт	0.602	0.412	0.463
reunion	бозгашт	0.837	0.500	0.672
reunite	якҷоя	0.656	0.550	0.657
reunited	ҷашн гирифта мешавад	0.708	0.439	0.658
rev	Р	0.367	0.422	0.353
reveal	ошкор	0.493	0.637	0.526
revel	Рел	0.740	0.705	0.684
revelation	ваҳй	0.879	0.500	0.865
revelations	оятҳо	0.729	0.655	0.600
revels	Релҳо	0.827	0.683	0.647
revenge	дубора	0.230	0.940	0.627
revenue	даромад	0.873	0.510	0.854
reverberation	такмили ихтисос	0.390	0.639	0.551
revere	баргардед	0.750	0.562	0.608
reverence	эҳтиром	0.643	0.347	0.516
reverend	Рӯҳонӣ	0.650	0.337	0.576
reverent	эҳтиром	0.551	0.490	0.694
reverie	Бештар	0.667	0.413	0.471
reversal	бозгашт	0.380	0.510	0.591
reverse	баръакс	0.539	0.415	0.461
reversion	бозгашт	0.458	0.538	0.425
revert	баргардед	0.380	0.451	0.519
reverting	бозгашт	0.562	0.385	0.544
review	Шарҳ	0.667	0.408	0.636
reviewer	шарҳдиҳанда	0.562	0.344	0.500
revise	навсозӣ кунед	0.500	0.469	0.509
revision	нусхабардорӣ	0.417	0.459	0.710
revisit	бозгашт	0.552	0.530	0.509
revival	эҳё	0.823	0.664	0.597
revive	барқарор кардан	0.676	0.780	0.778
revocation	бекор кардан	0.260	0.610	0.673
revoke	бекор карда мешавад	0.251	0.696	0.737
revolt	исён	0.343	0.878	0.658
revolting	исрофкорӣ	0.102	0.690	0.300
revolution	инқилоб	0.417	0.902	0.798
revolutionary	инқилоб	0.635	0.887	0.824
revolutionize	инқилоб	0.684	0.816	0.904
revolve	баргарданд	0.592	0.546	0.402
revolver	инқилоб	0.194	0.796	0.750
revolving	давр	0.602	0.570	0.580
revue	баргарданд	0.594	0.350	0.420
revulsion	таркиб ёфтааст	0.104	0.765	0.343
revving	баргардонданд	0.604	0.875	0.879
reward	мукофот	0.948	0.694	0.783
rewarding	мукофотпулӣ	0.958	0.637	0.783
rewind	бозгашт	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	нав кунед	0.490	0.500	0.434
rhapsody	афсона	0.708	0.490	0.460
rhetoric	реторикӣ	0.417	0.429	0.504
rhetorical	реторикӣ	0.417	0.569	0.635
rheumatism	тарбияи ҷисмонӣ	0.219	0.472	0.418
rhinestone	rhinestone	0.531	0.551	0.408
rhino	вирус	0.531	0.549	0.555
rhinoceros	линзаҳо	0.556	0.656	0.569
rhubarb	рубоб	0.582	0.304	0.340
rhyme	ритм	0.667	0.249	0.481
rhyming	тасвир	0.729	0.410	0.500
rhythm	ритми	0.771	0.759	0.573
rhythmic	rhythmic	0.714	0.642	0.664
rhythmical	rhythmical	0.844	0.694	0.632
rib	риб	0.490	0.349	0.351
ribbed	лаблабу	0.365	0.378	0.409
ribbon	лев	0.719	0.288	0.357
rice	биринҷ	0.667	0.208	0.330
rich	сарватманд	0.882	0.627	0.905
riches	сарват	0.958	0.694	0.880
richness	сарватманд	0.896	0.833	0.922
rick	Рик	0.459	0.420	0.444
rickety	риск	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	халос	0.194	0.408	0.327
riddance	дубора	0.323	0.562	0.472
riddle	ситора	0.521	0.583	0.543
riddled	ронанда	0.281	0.861	0.422
ride	сафар	0.806	0.465	0.472
rider	ронанда	0.635	0.627	0.574
ridge	қатор	0.484	0.402	0.349
ridicule	дашном додан	0.143	0.745	0.255
ridiculed	дашном медиҳанд	0.112	0.806	0.212
ridiculous	мотам	0.159	0.594	0.245
riding	рондан	0.694	0.654	0.620
rife	ронанда	0.570	0.561	0.692
riff	рифт	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	пневматикӣ	0.329	0.900	0.718
rifleman	рифтани	0.245	0.863	0.767
rifles	қолинҳо	0.337	0.864	0.765
rift	релеф	0.246	0.519	0.289
rig	rig	0.542	0.382	0.746
rigged	пӯшида буд	0.188	0.510	0.412
rigging	ресурсҳо	0.510	0.518	0.440
right	рост	0.740	0.352	0.710
righteous	одилона	0.823	0.385	0.790
righteousness	адолат	0.802	0.660	0.897
rightful	ҳуқуқ	0.837	0.358	0.821
rightly	дуруст	0.740	0.471	0.782
righty	дуруст	0.750	0.314	0.786
rigid	сахт	0.357	0.552	0.591
rigidity	қавӣ	0.198	0.530	0.726
rigor	қавӣ	0.375	0.745	0.713
rigorous	қавӣ	0.438	0.818	0.847
rim	рим	0.510	0.397	0.302
rind	rind	0.542	0.280	0.491
ring	ангуштарин	0.677	0.427	0.464
ringer	ringer	0.573	0.604	0.347
ringing	занг	0.724	0.598	0.693
ringleader	сарлавҳа	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	Рост	0.551	0.392	0.392
rinse	дањон	0.663	0.168	0.409
riot	шӯриш	0.061	0.946	0.586
rioting	rioting	0.156	0.949	0.560
riotous	зӯроварӣ	0.163	0.837	0.588
riots	шӯришҳо	0.099	0.882	0.564
rip	Худо Раҳмат Кунад	0.146	0.676	0.365
riparian	ҳаво	0.552	0.408	0.412
ripe	пухтааст	0.671	0.337	0.670
ripen	бингаред	0.755	0.373	0.671
ripening	драхт	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	дубора	0.500	0.453	0.370
rippling	рифола	0.500	0.480	0.327
rise	афзоиш меёбад	0.667	0.593	0.745
rising	бархезад	0.750	0.602	0.696
risk	хавф	0.240	0.816	0.438
risky	хавфнок аст	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	данд	0.378	0.570	0.606
ritual	риторика	0.375	0.520	0.508
ritualistic	риторика	0.450	0.583	0.540
rival	рақиб	0.286	0.605	0.574
rivalry	муборак	0.192	0.765	0.538
river	дарё	0.688	0.392	0.605
riverbank	соҳили дарё	0.684	0.300	0.330
riverbed	дарё	0.610	0.233	0.421
riverboat	дарёбанд	0.561	0.347	0.462
rivet	шиша	0.458	0.306	0.405
riveted	ҷашн гирифта мешавад	0.385	0.439	0.443
riveting	дубора	0.448	0.544	0.394
roach	Роуминг	0.146	0.598	0.259
road	роҳ	0.656	0.404	0.404
roadblock	роҳбандӣ	0.337	0.669	0.490
roadhouse	роҳи мошингард	0.500	0.620	0.458
roadie	роҳ	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	роҳсоз	0.490	0.702	0.590
roads	роҳҳо	0.677	0.448	0.496
roadside	roadside	0.500	0.569	0.472
roadster	роҳи мошингард	0.531	0.622	0.473
roadtrip	роҳи мошингард	0.677	0.596	0.519
roadway	роҳи мошингард	0.562	0.206	0.509
roadworks	ШАҲРИ КӮЛОБ	0.562	0.538	0.509
roam	roam	0.510	0.550	0.444
roar	хлор	0.427	0.816	0.675
roaring	хандидан	0.449	0.817	0.634
roast	резед	0.521	0.541	0.311
roasted	резед	0.615	0.520	0.339
rob	роб	0.112	0.840	0.500
robber	садақа	0.135	0.772	0.481
robbery	зӯроварӣ	0.133	0.843	0.435
robe	либос	0.594	0.216	0.298
robin	робин	0.552	0.363	0.393
robot	робот	0.441	0.337	0.543
robotic	робот	0.417	0.602	0.657
robotics	роботҳо	0.592	0.600	0.763
robust	қавӣ	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	санг	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	ракет	0.664	0.824	0.774
rocks	сангҳо	0.365	0.209	0.543
rod	дона	0.479	0.319	0.355
rodent	rodent	0.323	0.577	0.279
rodeo	Родио	0.490	0.676	0.588
roe	roe	0.490	0.382	0.398
rogue	логар	0.334	0.713	0.636
role	нақш	0.552	0.260	0.464
roll	рол	0.469	0.510	0.172
roller	Роллер	0.521	0.394	0.345
rollercoaster	роҳи оҳани лағшишбозӣ	0.802	0.910	0.651
rollers	роллерҳо	0.490	0.365	0.336
rollicking	дубора	0.878	0.806	0.552
rolling	дубора	0.510	0.606	0.321
roman	роман	0.615	0.475	0.639
romance	романтикӣ	0.980	0.682	0.587
romantic	романтикӣ	0.936	0.531	0.598
romanticism	романтикӣ	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	сақф	0.602	0.226	0.342
rooftop	тарроҳӣ	0.571	0.471	0.461
rook	хоб	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	ҳуҷраи	0.729	0.283	0.445
roomful	ҷойгир аст	0.786	0.425	0.634
roommate	ҳуҷра	0.750	0.481	0.480
rooms	ҳуҷраҳо	0.677	0.241	0.386
roomy	бино	0.760	0.342	0.736
roost	баргашт	0.500	0.410	0.345
rooster	хурӯс	0.459	0.385	0.275
root	реша	0.602	0.279	0.508
root beer	пиво реша	0.582	0.520	0.415
rooted	rooted	0.510	0.527	0.718
rope	ресмон	0.385	0.280	0.345
ropes	рангҳо	0.458	0.304	0.402
rosary	россия	0.806	0.140	0.430
rose	бархост	0.865	0.276	0.386
rosemary	Розмари	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	Ростӣ	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	пӯсида	0.031	0.558	0.301
rota	Роуминг	0.320	0.462	0.209
rotary	риштарошӣ	0.573	0.462	0.528
rotate	баргардед	0.458	0.470	0.492
rotation	Равзанаи	0.670	0.520	0.550
rote	данд	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	пӯсида	0.104	0.590	0.327
rotting	rotting	0.188	0.462	0.255
rotunda	рубанда	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	шадид	0.406	0.794	0.632
roughly	тақрибан	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	фишор	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	давр	0.552	0.434	0.311
roundabout	гузариш	0.490	0.425	0.495
rounded	мудаввар карда шудааст	0.592	0.391	0.396
roundup	иҳота кардан	0.520	0.580	0.474
rouse	rouse	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	Роуминг	0.714	0.517	0.692
rout	Роуминг	0.163	0.625	0.233
route	масир	0.583	0.353	0.518
routine	мунтазам	0.365	0.219	0.333
rove	ранг	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	Ҷойгиршавӣ	0.583	0.442	0.491
row	сатр	0.427	0.275	0.406
rowboat	rowboat	0.455	0.393	0.353
rowdy	рубл	0.255	0.900	0.518
rowing	Ринг	0.458	0.443	0.467
royal	подшоҳ	0.796	0.430	0.759
royalty	роялти	0.832	0.571	0.833
rub	руб	0.521	0.565	0.400
rubber	резина	0.460	0.217	0.315
rubbers	резинӣ	0.604	0.360	0.414
rubbing	резед	0.406	0.569	0.440
rubbish	партофташуда	0.198	0.454	0.164
rubble	резинӣ	0.308	0.509	0.289
rubdown	Тағйирёбанда	0.561	0.491	0.404
rubric	рубл	0.427	0.260	0.500
ruby	ruby	0.663	0.408	0.544
ruckus	Ранг	0.271	0.706	0.411
rudder	дубора	0.439	0.469	0.509
ruddy	руд	0.490	0.630	0.395
rude	манъ аст	0.061	0.821	0.402
rudeness	сустӣ	0.280	0.819	0.692
rudimentary	Рӯйдодҳо	0.286	0.321	0.509
rudiments	Рудиментҳо	0.385	0.520	0.373
rue	Ру	0.323	0.394	0.246
rueful	хомӯш	0.173	0.429	0.225
ruff	данд	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	ручка	0.443	0.561	0.518
rug	хоб	0.520	0.240	0.245
rugby	регби	0.677	0.820	0.708
rugged	қавӣ	0.561	0.569	0.793
ruin	вайрон	0.125	0.588	0.192
ruination	нобуд кардан	0.184	0.582	0.209
ruined	вайрон шуд	0.135	0.564	0.194
ruinous	зӯроварӣ	0.255	0.690	0.275
ruins	ruins	0.250	0.490	0.248
rule	қоида	0.567	0.427	0.593
ruler	ҳоким	0.440	0.400	0.631
ruling	ҳукмронӣ мекунад	0.177	0.566	0.410
rum	ром	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	гуфтугӯ	0.255	0.582	0.282
rumored	гуфтугӯ	0.427	0.604	0.318
rump	садама	0.449	0.425	0.396
rumpus	рупус	0.448	0.531	0.422
run	иҷро кунед	0.542	0.787	0.543
runaround	иҷро	0.448	0.519	0.349
runaway	давидан	0.271	0.770	0.402
rundown	монда шудан	0.520	0.296	0.465
runes	данд	0.438	0.300	0.304
rung	сангсор	0.510	0.355	0.368
runner	ронанда	0.459	0.747	0.632
running	иҷро карда мешавад	0.730	0.858	0.442
running shoes	пойафзол	0.653	0.573	0.491
runny	дубора	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	офтоб	0.585	0.373	0.406
rupture	пӯлод	0.125	0.633	0.430
rural	дар деҳот	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	шитобед	0.406	0.809	0.546
rushing	шитобед	0.398	0.821	0.529
rust	занг	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	rustic	0.369	0.657	0.491
rustle	оҳиста-оҳиста	0.333	0.538	0.394
rustler	занг	0.281	0.830	0.429
rusty	rusty	0.271	0.345	0.231
rut	Рут	0.333	0.310	0.392
ruth	Рут	0.469	0.427	0.444
ruthless	бесавод	0.208	0.850	0.670
rye	ҷав	0.490	0.298	0.411
sabbatical	сапатрикӣ	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	Озодӣ "	0.449	0.596	0.500
sabotage	таҳқир	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	шир	0.344	0.245	0.226
sack	буридан	0.385	0.337	0.264
sacrament	sacrament	0.690	0.316	0.700
sacred	муқаддас	0.833	0.375	0.862
sacrifice	қурбонӣ кунед	0.208	0.833	0.534
sacrifices	қурбониҳо	0.281	0.717	0.538
sacrificial	қурбонӣ	0.198	0.755	0.452
sacrilege	қурбонӣ	0.281	0.708	0.491
sacrilegious	қурбонӣ	0.146	0.736	0.449
sad	ғамгин	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	садамаҳо	0.104	0.436	0.144
saddle	ангуштарин	0.510	0.509	0.306
sadist	сеҳру ҷоду	0.042	0.918	0.500
sadistic	sadistic	0.031	0.906	0.618
sadly	бад	0.047	0.255	0.216
sadness	ғамгин	0.052	0.288	0.164
safari	сафари	0.663	0.673	0.640
safe	бехатар	0.898	0.306	0.759
safeguard	ҳимоя кардан	0.786	0.624	0.700
safekeeping	нигаҳдорӣ	0.653	0.510	0.586
safety	бехатарӣ	0.708	0.491	0.868
saffron	шаффоф	0.443	0.373	0.349
sag	санд	0.153	0.578	0.445
saga	саг	0.635	0.440	0.600
sage	саг	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	сафар	0.615	0.220	0.325
sailboat	sailboat	0.719	0.392	0.381
sailing	шиноварӣ	0.667	0.520	0.500
sailor	баҳр	0.500	0.588	0.500
saint	муқаддас	0.812	0.240	0.693
sainted	муқоиса кунед	0.708	0.296	0.676
saintly	Садо Ояндасоз	0.865	0.286	0.591
sake	ба шумор меравад	0.490	0.573	0.407
salad	хӯриш	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	музди меҳнат	0.786	0.480	0.652
sale	фурӯш	0.647	0.602	0.573
salesgirl	фурӯшанда	0.582	0.490	0.605
salesman	фурӯшанда	0.643	0.559	0.664
salient	тазаккур дод	0.600	0.573	0.702
saline	шӯр	0.430	0.340	0.385
saliva	садаф	0.214	0.265	0.236
sally	сали	0.604	0.390	0.451
salmon	озодмоҳӣ	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	салон	0.531	0.296	0.463
saloon	салон	0.630	0.300	0.364
salsa	сальса	0.742	0.500	0.370
salt	намак	0.323	0.312	0.306
salted	намакин	0.333	0.400	0.304
saltwater	намак	0.327	0.330	0.364
salty	шӯр	0.388	0.531	0.288
salutary	Салом	0.885	0.360	0.686
salutation	Салом	0.878	0.417	0.500
salute	Салом	0.833	0.542	0.681
salvage	наҷот	0.622	0.510	0.832
salvation	наҷот	0.857	0.480	0.800
salve	заҳра	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	садақа	0.531	0.330	0.484
sample	намуна	0.521	0.187	0.452
samurai	Самурай	0.562	0.736	0.838
sanatorium	санаторий	0.469	0.490	0.491
sanctification	ҷудоӣ	0.770	0.431	0.816
sanctified	муқаддас	0.792	0.240	0.612
sanctify	муқаддас	0.673	0.443	0.783
sanctimonious	муқаддастарин	0.240	0.365	0.327
sanction	санҷиш	0.201	0.750	0.517
sanctioned	Санҷишҳо	0.323	0.696	0.391
sanctity	муқаддас	0.771	0.330	0.628
sanctuary	муқаддас	0.863	0.226	0.575
sanctum	муқаддас	0.521	0.438	0.657
sand	қум	0.582	0.279	0.304
sandal	қолаб	0.490	0.283	0.333
sandbox	зеркашӣ	0.573	0.274	0.264
sander	қолин	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	коғаз	0.417	0.425	0.404
sands	орд	0.646	0.304	0.377
sandstorm	қолинбофӣ	0.324	0.821	0.629
sandwich	сандвич	0.672	0.314	0.310
sandy	қум	0.406	0.265	0.296
sane	сиесӣ	0.760	0.235	0.670
sanguine	сангин	0.520	0.560	0.545
sanitarium	санитарӣ	0.448	0.645	0.570
sanitary	санитария	0.458	0.320	0.425
sanitation	санитария	0.742	0.312	0.500
sanity	санъат	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	Санта	0.735	0.286	0.509
sap	шир	0.470	0.298	0.258
sapiens	Сапиенс	0.480	0.453	0.584
sapphire	sapphire	0.770	0.472	0.651
sappy	садо	0.583	0.469	0.330
sarcasm	Сарқонун	0.125	0.685	0.346
sarcastic	зӯроварӣ	0.397	0.781	0.298
sarcoma	Сарcoma	0.260	0.519	0.402
sarcophagus	Сарбанд	0.271	0.561	0.435
sardine	сардин	0.541	0.236	0.236
sardonic	сардиони	0.208	0.679	0.446
sarsaparilla	САРСАРИЯ	0.542	0.488	0.345
sash	сеҳр	0.480	0.298	0.333
sashimi	сашми	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	Саси	0.271	0.704	0.320
satanic	Шайтон	0.062	0.843	0.720
satchel	сукут	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satellite	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	сатира	0.458	0.655	0.472
satirical	сатирикӣ	0.323	0.615	0.538
satisfaction	қаноатмандӣ	0.939	0.637	0.673
satisfactorily	қаноатманд аст	0.765	0.570	0.802
satisfactory	қаноатбахш	0.959	0.569	0.702
satisfied	қаноатмандӣ	0.959	0.510	0.685
satisfy	қонеъкунанда	0.867	0.790	0.705
satisfying	қонеъкунанда	0.890	0.606	0.814
saturate	saturate	0.281	0.680	0.467
saturated	шуста шудааст	0.474	0.700	0.442
saturation	Офтоб	0.255	0.582	0.583
satyr	Сирир	0.280	0.639	0.500
sauce	чошн	0.562	0.515	0.288
saucepan	лимӯ	0.347	0.264	0.321
saucer	лимӯ	0.510	0.327	0.337
saucy	сатил	0.250	0.653	0.391
sauerkraut	NO TRANSLATION	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	ҳасиб	0.542	0.429	0.300
savage	вирус	0.204	0.931	0.605
savagery	ватандӯстӣ	0.219	0.907	0.711
savanna	Savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	ҳимоятгар	0.781	0.451	0.818
save	захира кунед	0.770	0.439	0.682
saver	наҷотдиҳанда	0.745	0.382	0.802
saving	захира кунед	0.663	0.230	0.621
savings	пасандозҳо	0.776	0.431	0.608
savior	наҷотдиҳанда	0.920	0.469	0.804
savor	ширин	0.827	0.552	0.526
savory	сола	0.812	0.717	0.619
savvy	ҳикоят мекунад	0.719	0.520	0.706
saw	диданд	0.316	0.541	0.518
sawdust	sawdust	0.398	0.279	0.241
sawmill	данд	0.427	0.378	0.434
sax	дуруст	0.573	0.465	0.409
saxophone	сандофон	0.688	0.444	0.482
say	мегӯянд	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	садақа кардан	0.325	0.219	0.217
scaffold	сангин	0.480	0.500	0.336
scaffolding	данд	0.496	0.366	0.545
scalding	ҷорист	0.271	0.540	0.381
scale	миқёс	0.310	0.350	0.577
scales	таронаҳо	0.439	0.330	0.491
scallop	гӯшмоҳӣ	0.490	0.363	0.331
scalp	мӯй	0.347	0.346	0.302
scalpel	сӯзанак	0.302	0.700	0.482
scaly	мӯй	0.281	0.481	0.358
scam	фиреб	0.042	0.745	0.418
scamp	шамшер	0.458	0.464	0.371
scampi	шамшер	0.531	0.448	0.224
scan	скан	0.479	0.423	0.470
scandal	шанд	0.122	0.821	0.557
scandalous	шашум	0.135	0.907	0.556
scanner	сканер	0.531	0.356	0.567
scanty	содда	0.287	0.333	0.127
scape	дандон	0.290	0.625	0.536
scapegoat	Сироҷиддин Аслов	0.184	0.685	0.481
scar	нодир	0.146	0.500	0.397
scarab	сиёҳ	0.406	0.458	0.267
scarce	ночиз	0.292	0.324	0.218
scarcely	хеле кам	0.082	0.412	0.160
scarcity	кам	0.167	0.500	0.182
scare	тарсед	0.122	0.910	0.264
scarecrow	бегонапарастӣ	0.219	0.274	0.349
scared	тарсид	0.146	0.828	0.185
scares	данд	0.122	0.847	0.386
scarf	блог	0.750	0.224	0.224
scarier	ҷарима	0.156	0.846	0.472
scariest	тарроҳӣ	0.167	0.863	0.538
scarlet	шароб	0.507	0.390	0.411
scary	тарсовар	0.062	0.952	0.528
scat	данд	0.337	0.548	0.409
scatter	пароканда	0.229	0.620	0.404
scattered	пароканда	0.208	0.380	0.238
scattering	пароканда	0.347	0.550	0.394
scavenger	данд	0.177	0.578	0.408
scenario	Сенария	0.667	0.510	0.683
scene	саҳна	0.570	0.340	0.578
scenery	офтобӣ	0.745	0.253	0.592
scenic	манъ аст	0.684	0.548	0.756
scent	хушк мешавад	0.633	0.410	0.491
scented	сангин	0.865	0.509	0.431
scepter	сессия	0.630	0.300	0.670
sceptical	шубҳаовар	0.214	0.387	0.466
scepticism	шаффофият	0.292	0.444	0.550
schadenfreude	ШАҲРИ ҚӮРҒОНТЕППА	0.354	0.640	0.463
schedule	нақша	0.510	0.380	0.480
schematic	Шабака	0.490	0.284	0.647
scheme	нақша	0.521	0.269	0.577
schilling	шанд	0.367	0.410	0.418
schism	Шишак	0.280	0.569	0.386
schizophrenia	шизофрения	0.092	0.880	0.435
schizophrenic	шизофрения	0.102	0.958	0.433
schlep	шлем	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	Шӯҳрат	0.583	0.567	0.417
schnitzel	химия	0.365	0.430	0.382
scholar	олим	0.694	0.421	0.731
scholarly	олимон	0.750	0.466	0.709
scholarship	стипендия	0.866	0.490	0.625
scholastic	олимон	0.500	0.470	0.491
school	мактаб	0.765	0.423	0.633
schoolboy	мактаббонӣ	0.623	0.385	0.441
schoolgirl	мактабчӣ	0.760	0.521	0.415
schoolhouse	мактаби хонагӣ	0.602	0.407	0.672
schooling	мактабӣ	0.582	0.462	0.640
schoolmaster	муаллим	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	кори мактабӣ	0.479	0.500	0.481
schoolyard	мактабчӣ	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	сигарика	0.286	0.443	0.393
science	илм	0.588	0.429	0.741
scientific	илмӣ	0.653	0.510	0.836
scientist	олим	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	сиҳилатсия	0.650	0.736	0.612
scintillation	сканатсия	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	секунҷа	0.490	0.380	0.451
scissors	котиба	0.458	0.462	0.302
scoff	Мубориза кунед	0.125	0.686	0.306
scold	дубора	0.194	0.755	0.626
scolding	данд	0.071	0.833	0.417
scone	секунҷа	0.418	0.287	0.229
scoop	дандон	0.583	0.543	0.640
scoot	дубора	0.510	0.490	0.412
scooter	сканер	0.510	0.587	0.371
scope	миқёс	0.656	0.386	0.718
scorch	сандуқ	0.214	0.689	0.491
scorching	пошхӯрӣ	0.406	0.635	0.464
score	Ҳисоб	0.670	0.388	0.589
scoreboard	самбо	0.667	0.484	0.472
scorer	даста	0.730	0.608	0.764
scores	Натиҷаҳо	0.594	0.469	0.629
scorn	нопадид шудааст	0.110	0.721	0.356
scorned	нопадид шуд	0.062	0.529	0.226
scornful	нопок	0.173	0.608	0.368
scorpion	scorpion	0.198	0.745	0.600
scotch	санг	0.578	0.520	0.615
scoundrel	садақа	0.094	0.740	0.412
scour	ноком	0.388	0.602	0.632
scourge	тазриқи	0.214	0.640	0.302
scout	мушовир	0.656	0.611	0.763
scowl	Садо Ояндасоз	0.302	0.600	0.413
scrabble	ҷустуҷӯ	0.625	0.412	0.399
scram	ҷустуҷӯ	0.306	0.485	0.409
scramble	хашмгин	0.469	0.744	0.500
scrambled	хафа шуд	0.451	0.535	0.539
scrambler	дубора	0.417	0.550	0.444
scrambling	бӯҳрон	0.421	0.810	0.731
scrap	хомӯш	0.156	0.339	0.173
scrapbook	нусхабардорӣ	0.562	0.274	0.432
scrape	буридан	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	хомӯшӣ	0.265	0.479	0.305
scrappy	хомӯш	0.301	0.375	0.406
scratch	сатил	0.276	0.625	0.270
scratchy	сангин	0.235	0.610	0.436
scrawny	хашмгин	0.276	0.422	0.245
scream	гиря мекунанд	0.188	0.863	0.594
screamer	шикастхӯрда	0.156	0.670	0.392
screaming	садо дод	0.245	0.901	0.460
screech	секунҷа	0.214	0.802	0.306
screen	экрани	0.670	0.300	0.417
screening	тафтишот	0.562	0.570	0.709
screenplay	санҷиш	0.500	0.406	0.518
screenwriter	санҷанда	0.571	0.500	0.712
screw	вирус	0.385	0.460	0.377
screwball	Мегуфтанд	0.271	0.680	0.505
screwdriver	Тренер	0.520	0.519	0.439
screwed	данд	0.302	0.520	0.464
screwy	вирус	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	тасвир	0.429	0.453	0.358
scribe	класс	0.541	0.264	0.491
scrimmage	шамшер	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	сутуни	0.610	0.450	0.527
scriptural	Навиштан	0.551	0.250	0.596
scripture	оят	0.745	0.270	0.630
scroll	ҳаракат кунед	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	Шабакаҳои иҷтимоӣ	0.210	0.565	0.397
scrounger	садақа	0.323	0.490	0.358
scrub	чап	0.417	0.420	0.500
scruffy	пошхӯрӣ	0.194	0.435	0.176
scrumptious	зебо	0.959	0.650	0.566
scrupulous	бепарвоӣ	0.545	0.685	0.602
scrutinize	Тренинг	0.458	0.587	0.573
scrutiny	санҷиш	0.500	0.653	0.658
scuba	дубора	0.542	0.494	0.456
scuff	ношинос	0.165	0.560	0.376
scuffle	садақа кардан	0.146	0.800	0.529
scullery	қаллобӣ	0.469	0.337	0.353
sculptor	sculptor	0.653	0.431	0.694
