Word	Yiddish-yi	Valence	Arousal	Dominance
roster	roster	0.531	0.306	0.381
rosy	ראָזעווע	0.940	0.528	0.755
rot	פוילן	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	דריי	0.573	0.462	0.528
rotate	דרייען	0.458	0.470	0.492
rotation	ראָוטיישאַן	0.670	0.520	0.550
rote	red	0.561	0.481	0.696
rotor	ראָוטער	0.500	0.458	0.404
rotten	פּאַסקודנע	0.104	0.590	0.327
rotting	ראָטינג	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	rough	0.406	0.794	0.632
roughly	roughly	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	ראַפנאַס	0.214	0.578	0.490
roulette	ראָולעטטע	0.326	0.690	0.422
round	round	0.552	0.434	0.311
roundabout	roundabout	0.490	0.425	0.495
rounded	rounded	0.592	0.391	0.396
roundup	roundup	0.520	0.580	0.474
rouse	rouse	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	rousing	0.714	0.517	0.692
rout	red	0.163	0.625	0.233
route	מאַרשרוט	0.583	0.353	0.518
routine	רוטין	0.365	0.219	0.333
rove	ראַוו	0.457	0.400	0.400
rover	ראָווער	0.510	0.538	0.421
roving	ראָווינג	0.583	0.442	0.491
row	row	0.427	0.275	0.406
rowboat	ראָובאָוט	0.455	0.393	0.353
rowdy	גוואַלדיק	0.255	0.900	0.518
rowing	ראָוינג	0.458	0.443	0.467
royal	קעניגלעך	0.796	0.430	0.759
royalty	מאַלכעס	0.832	0.571	0.833
rub	רייַבן	0.521	0.565	0.400
rubber	גומע	0.460	0.217	0.315
rubbers	גומע	0.604	0.360	0.414
rubbing	ראַבינג	0.406	0.569	0.440
rubbish	מיסט	0.198	0.454	0.164
rubble	בויברעך	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	רובריק	0.427	0.260	0.500
ruby	רובין	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	רודער	0.439	0.469	0.509
ruddy	רודי	0.490	0.630	0.395
rude	גראָב	0.061	0.821	0.402
rudeness	רודנאַס	0.280	0.819	0.692
rudimentary	rudimentary	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	רו	0.323	0.394	0.246
rueful	רייטפאַל	0.173	0.429	0.225
ruff	ראַף	0.365	0.510	0.375
ruffian	רופפיש	0.130	0.824	0.463
ruffle	ראַפאַל	0.443	0.561	0.518
rug	דיוואַן	0.520	0.240	0.245
rugby	רעגבי	0.677	0.820	0.708
rugged	גראָב	0.561	0.569	0.793
ruin	צעשטערן	0.125	0.588	0.192
ruination	ruination	0.184	0.582	0.209
ruined	צעשטערן	0.135	0.564	0.194
ruinous	ruinous	0.255	0.690	0.275
ruins	ruins	0.250	0.490	0.248
rule	rule	0.567	0.427	0.593
ruler	ruler	0.440	0.400	0.631
ruling	ruling	0.177	0.566	0.410
rum	ראַם	0.561	0.377	0.451
rumba	רומבאַ	0.781	0.827	0.615
rumble	אַרומבלאָנקען	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	רומאָר	0.255	0.582	0.282
rumored	רומערד	0.427	0.604	0.318
rump	ראַמפּ	0.449	0.425	0.396
rumpus	רומפּוס	0.448	0.531	0.422
run	run	0.542	0.787	0.543
runaround	לויף ארום	0.448	0.519	0.349
runaway	לויף אוועק	0.271	0.770	0.402
rundown	rundown	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	rung	0.510	0.355	0.368
runner	לויפער	0.459	0.747	0.632
running	פליסנדיק	0.730	0.858	0.442
running shoes	פליסנדיק שיכלעך	0.653	0.573	0.491
runny	runny	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	סטאַרטפּאַס	0.585	0.373	0.406
rupture	בראָך	0.125	0.633	0.430
rural	דאָרפיש	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	קאַמיש	0.406	0.809	0.546
rushing	ראַשינג	0.398	0.821	0.529
rust	זשאַווער	0.281	0.265	0.321
rusted	ראַסטאַד	0.286	0.357	0.302
rustic	rustic	0.369	0.657	0.491
rustle	rustle	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	פאַרזשאַווערט	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	רות	0.469	0.427	0.444
ruthless	גרויזאַם	0.208	0.850	0.670
rye	קאָרן	0.490	0.298	0.411
sabbatical	sabbatical	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sable	0.449	0.596	0.500
sabotage	סאַבאָטאַזש	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	זאַק	0.385	0.337	0.264
sacrament	סאַקראַמענט	0.690	0.316	0.700
sacred	sacred	0.833	0.375	0.862
sacrifice	קרבן	0.208	0.833	0.534
sacrifices	sacrifices	0.281	0.717	0.538
sacrificial	sacrificial	0.198	0.755	0.452
sacrilege	sacrilege	0.281	0.708	0.491
sacrilegious	sacrilegious	0.146	0.736	0.449
sad	טרויעריק	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	זאָטל	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	סידיסטיק	0.031	0.906	0.618
sadly	סאַדלי	0.047	0.255	0.216
sadness	טרויעריק	0.052	0.288	0.164
safari	סאַפאַרי	0.663	0.673	0.640
safe	זיכער	0.898	0.306	0.759
safeguard	באַוואָרעניש	0.786	0.624	0.700
safekeeping	סייפקיפּינג	0.653	0.510	0.586
safety	זיכערקייַט	0.708	0.491	0.868
saffron	זאַפרען	0.443	0.373	0.349
sag	סאַג	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	זעגל	0.615	0.220	0.325
sailboat	זעגלשיף	0.719	0.392	0.381
sailing	sailing	0.667	0.520	0.500
sailor	מאַטראָס	0.500	0.588	0.500
saint	saint	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	צוליב	0.490	0.573	0.407
salad	סאַלאַט	0.750	0.260	0.307
salamander	סאַלאַמאַנדער	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	געצאָלט	0.786	0.480	0.652
sale	פאַרקויף	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	פאַרקויפער	0.643	0.559	0.664
salient	ויסגעצייכנט	0.600	0.573	0.702
saline	סאַלין	0.430	0.340	0.385
saliva	שפּייַז	0.214	0.265	0.236
sally	ויספאַל	0.604	0.390	0.451
salmon	סאַלמאָן	0.760	0.250	0.444
salmonella	סאַלמאַנעלאַ	0.167	0.608	0.312
salon	סאַלאָן	0.531	0.296	0.463
saloon	סאַלון	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	זאַלץ	0.323	0.312	0.306
salted	סאָלטאַד	0.333	0.400	0.304
saltwater	זאלץ וואסער	0.327	0.330	0.364
salty	געזאָלצן	0.388	0.531	0.288
salutary	salutary	0.885	0.360	0.686
salutation	גרוס	0.878	0.417	0.500
salute	גריסן	0.833	0.542	0.681
salvage	ראַטעווען	0.622	0.510	0.832
salvation	ישועה	0.857	0.480	0.800
salve	זאַלב	0.612	0.390	0.500
samba	סאַמבאַ	0.781	0.740	0.465
sameness	סאַמנאַס	0.531	0.330	0.484
sample	מוסטער	0.521	0.187	0.452
samurai	סאַמעריי	0.562	0.736	0.838
sanatorium	סאַנאַטאָריע	0.469	0.490	0.491
sanctification	הייליקייט	0.770	0.431	0.816
sanctified	געהייליקט	0.792	0.240	0.612
sanctify	הייליקן	0.673	0.443	0.783
sanctimonious	ריין	0.240	0.365	0.327
sanction	סאַנקציע	0.201	0.750	0.517
sanctioned	סאַנגקשאַנד	0.323	0.696	0.391
sanctity	הייליקייט	0.771	0.330	0.628
sanctuary	sanctuary	0.863	0.226	0.575
sanctum	sanctum	0.521	0.438	0.657
sand	זאַמד	0.582	0.279	0.304
sandal	sandal	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	סאַנדער	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	סאַנדפּייפּער	0.417	0.425	0.404
sands	סאַנדז	0.646	0.304	0.377
sandstorm	סאַנדסטאָרם	0.324	0.821	0.629
sandwich	סענדוויטש	0.672	0.314	0.310
sandy	זאַמדיק	0.406	0.265	0.296
sane	ויסמעקן	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	היגיעניש	0.458	0.320	0.425
sanitation	היגיענע	0.742	0.312	0.500
sanity	גלייבן	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	זאַפט	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	סאַפייער	0.770	0.472	0.651
sappy	sappy	0.583	0.469	0.330
sarcasm	sarcasm	0.125	0.685	0.346
sarcastic	sarcastic	0.397	0.781	0.298
sarcoma	סאַרקאָמאַ	0.260	0.519	0.402
sarcophagus	סאַרקאַפאַגאַס	0.271	0.561	0.435
sardine	סאַרדין	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	שאַרף	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	סאַסאַפראַס	0.469	0.388	0.471
sassy	סאַסי	0.271	0.704	0.320
satanic	סאַטאַניק	0.062	0.843	0.720
satchel	satchel	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	סאַטעליט	0.562	0.409	0.764
satin	אַטלעס	0.519	0.396	0.481
satire	סאַטירע	0.458	0.655	0.472
satirical	satirical	0.323	0.615	0.538
satisfaction	צופֿרידנקייט	0.939	0.637	0.673
satisfactorily	satisfactorily	0.765	0.570	0.802
satisfactory	באַפרידיקנדיק	0.959	0.569	0.702
satisfied	צופֿרידן	0.959	0.510	0.685
satisfy	באַפרידיקן	0.867	0.790	0.705
satisfying	סאַטיספייינג	0.890	0.606	0.814
saturate	אָנזעטיקן	0.281	0.680	0.467
saturated	סאַטשערייטאַד	0.474	0.700	0.442
saturation	זעטיקונג	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	סאָוס	0.562	0.515	0.288
saucepan	פאַן	0.347	0.264	0.321
saucer	סאַקער	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	NO TRANSLATION	0.531	0.454	0.336
sauna	סאָנאַ	0.781	0.350	0.455
sausage	ווורשט	0.542	0.429	0.300
savage	ווילד	0.204	0.931	0.605
savagery	savagery	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	ראַטעווען	0.770	0.439	0.682
saver	ויסלייזער	0.745	0.382	0.802
saving	שפּאָרן	0.663	0.230	0.621
savings	savings	0.776	0.431	0.608
savior	ראַטירער	0.920	0.469	0.804
savor	גוסטירן	0.827	0.552	0.526
savory	סייווערי	0.812	0.717	0.619
savvy	savvy	0.719	0.520	0.706
saw	געזען	0.316	0.541	0.518
sawdust	זעגעכץ	0.398	0.279	0.241
sawmill	sawmill	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	סאַקסאָפאָנע	0.688	0.444	0.482
say	זאָגן	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	scabbard	0.325	0.219	0.217
scaffold	סקאַפאַלד	0.480	0.500	0.336
scaffolding	scaffolding	0.496	0.366	0.545
scalding	scalding	0.271	0.540	0.381
scale	וואָג	0.310	0.350	0.577
scales	וואָג	0.439	0.330	0.491
scallop	סקאַלאַפּ	0.490	0.363	0.331
scalp	סקאַלפּ	0.347	0.346	0.302
scalpel	סקאַלפּעל	0.302	0.700	0.482
scaly	סקאַלי	0.281	0.481	0.358
scam	שווינדל	0.042	0.745	0.418
scamp	סקאַם	0.458	0.464	0.371
scampi	סקאַמפּי	0.531	0.448	0.224
scan	יבערקוקן	0.479	0.423	0.470
scandal	סקאַנדאַל	0.122	0.821	0.557
scandalous	סקאַנדאַליעז	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	סקאַנטי	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	scapegoat	0.184	0.685	0.481
scar	scar	0.146	0.500	0.397
scarab	סקאַראַב	0.406	0.458	0.267
scarce	קנאַפּ	0.292	0.324	0.218
scarcely	קימאַט	0.082	0.412	0.160
scarcity	יאַקרעס	0.167	0.500	0.182
scare	יבערשרעקן	0.122	0.910	0.264
scarecrow	סקאַרעקראָוו	0.219	0.274	0.349
scared	דערשראָקן	0.146	0.828	0.185
scares	סקערז	0.122	0.847	0.386
scarf	שאַל	0.750	0.224	0.224
scarier	scarier	0.156	0.846	0.472
scariest	סקערייסט	0.167	0.863	0.538
scarlet	שאַרלעכ רויט	0.507	0.390	0.411
scary	סקערי	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	צעוואָרפן	0.229	0.620	0.404
scattered	צעוואָרפן	0.208	0.380	0.238
scattering	סקאַטערינג	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	סצענאַר	0.667	0.510	0.683
scene	scene	0.570	0.340	0.578
scenery	דעקאראציע	0.745	0.253	0.592
scenic	scenic	0.684	0.548	0.756
scent	רייעך	0.633	0.410	0.491
scented	סענטיד	0.865	0.509	0.431
scepter	סצעפּטער	0.630	0.300	0.670
sceptical	סקעפּטיקאַל	0.214	0.387	0.466
scepticism	סקעפּטיסיזאַם	0.292	0.444	0.550
schadenfreude	שאָדן פרייד	0.354	0.640	0.463
schedule	schedule	0.510	0.380	0.480
schematic	סעמאַטיק	0.490	0.284	0.647
scheme	סכעמע	0.521	0.269	0.577
schilling	שילינג	0.367	0.410	0.418
schism	סקיסם	0.280	0.569	0.386
schizophrenia	schizophrenia	0.092	0.880	0.435
schizophrenic	שיזאַפרעניק	0.102	0.958	0.433
schlep	שלאָפן	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	שנאַפּס	0.583	0.567	0.417
schnitzel	Schnitzel	0.365	0.430	0.382
scholar	לערער	0.694	0.421	0.731
scholarly	scholarly	0.750	0.466	0.709
scholarship	געלערנטע	0.866	0.490	0.625
scholastic	scholastic	0.500	0.470	0.491
school	שולע	0.765	0.423	0.633
schoolboy	schoolboy	0.623	0.385	0.441
schoolgirl	סטשאָאָלגירל	0.760	0.521	0.415
schoolhouse	schoolhouse	0.602	0.407	0.672
schooling	שולע	0.582	0.462	0.640
schoolmaster	סקולמאַסטער	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	שולע ארבעט	0.479	0.500	0.481
schoolyard	שולע	0.684	0.529	0.440
schooner	שאָאָטער	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	science	0.588	0.429	0.741
scientific	science	0.653	0.510	0.836
scientist	געלערנטער	0.562	0.500	0.790
scifi	ססיפי	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	ססינטיללאַטינג	0.650	0.736	0.612
scintillation	ססינטיללאַטיאָן	0.576	0.579	0.573
scintillator	ססינטיללאַטאָר	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	שער	0.458	0.462	0.302
scoff	scoff	0.125	0.686	0.306
scold	scold	0.194	0.755	0.626
scolding	scolding	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	שעפּ	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	סקוטער	0.510	0.587	0.371
scope	פאַרנעם	0.656	0.386	0.718
scorch	סקאָרטש	0.214	0.689	0.491
scorching	סקאָרטשינג	0.406	0.635	0.464
score	score	0.670	0.388	0.589
scoreboard	סקאָרבאָרד	0.667	0.484	0.472
scorer	סקאָרער	0.730	0.608	0.764
scores	scores	0.594	0.469	0.629
scorn	scorn	0.110	0.721	0.356
scorned	scorned	0.062	0.529	0.226
scornful	scornful	0.173	0.608	0.368
scorpion	סקאָרפּיאָן	0.198	0.745	0.600
scotch	סקאַטטש	0.578	0.520	0.615
scoundrel	סקונדרעל	0.094	0.740	0.412
scour	שעפּס	0.388	0.602	0.632
scourge	פּלאָג	0.214	0.640	0.302
scout	ויסקוקער	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	סקראַבאַל	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	שטופּן	0.469	0.744	0.500
scrambled	סקראַמבאַלד	0.451	0.535	0.539
scrambler	סקראַמבאַלער	0.417	0.550	0.444
scrambling	סקראַמבאַלינג	0.421	0.810	0.731
scrap	ברעקל	0.156	0.339	0.173
scrapbook	אַלבאָם	0.562	0.274	0.432
scrape	קראצן	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	סקרייפּינג	0.265	0.479	0.305
scrappy	סקראַפּי	0.301	0.375	0.406
scratch	קראַץ	0.276	0.625	0.270
scratchy	סקראַטטשי	0.235	0.610	0.436
scrawny	סקראַווני	0.276	0.422	0.245
scream	שרייַען	0.188	0.863	0.594
screamer	סקרעאַמער	0.156	0.670	0.392
screaming	סקרימינג	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	screen	0.670	0.300	0.417
screening	זיפּונג	0.562	0.570	0.709
screenplay	screenplay	0.500	0.406	0.518
screenwriter	screenwriter	0.571	0.500	0.712
screw	שרויף	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	שרויפנ - ציער	0.520	0.519	0.439
screwed	סקרוד	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	סקריבבלע	0.429	0.453	0.358
scribe	סקריבע	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	סקריפּ	0.430	0.462	0.455
script	שריפט	0.610	0.450	0.527
scriptural	scriptural	0.551	0.250	0.596
scripture	פסוק	0.745	0.270	0.630
scroll	מעגילע	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	רייַבן	0.417	0.420	0.500
scruffy	סקראַפי	0.194	0.435	0.176
scrumptious	סקרומפּטיאָוס	0.959	0.650	0.566
scrupulous	געוואלד	0.545	0.685	0.602
scrutinize	סקרוטיניזע	0.458	0.587	0.573
scrutiny	קאָנטראָל	0.500	0.653	0.658
scuba	סקובאַ	0.542	0.494	0.456
scuff	שאַרף	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	סקולפּטאָר	0.653	0.431	0.694
sculpture	סקולפּטור	0.750	0.346	0.490
sculptured	sculptured	0.708	0.373	0.557
scum	סקאַם	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	סקערי	0.398	0.647	0.509
scurvy	סקאָרווי	0.354	0.462	0.312
scuttle	scuttle	0.438	0.398	0.430
sea	ים	0.833	0.353	0.589
seaboard	סעאַבאָאַרד	0.663	0.356	0.507
seafood	סעאַפאָאָד	0.656	0.500	0.328
seagull	מעווע	0.635	0.245	0.314
seal	פּלאָמבע	0.490	0.218	0.518
seals	סתימות	0.412	0.241	0.402
seam	נעט	0.427	0.250	0.414
seaman	סאַמאַן	0.520	0.510	0.672
seamless	סימלאַס	0.459	0.140	0.302
seamstress	נייטאָרין	0.535	0.288	0.389
seaport	seaport	0.594	0.317	0.491
sear	זיד	0.490	0.553	0.600
search	זוכן	0.635	0.580	0.462
searching	זוכן	0.534	0.657	0.466
searchlight	סעאַרליגהט	0.622	0.510	0.552
seared	seared	0.229	0.410	0.398
seashore	seashore	0.796	0.310	0.375
seasick	seasick	0.115	0.683	0.245
seaside	סעאַסידע	0.887	0.520	0.508
season	צייַט	0.792	0.410	0.519
seasonal	סיזאַנאַל	0.592	0.273	0.305
seasoned	סיזאַנד	0.812	0.570	0.509
seasoning	געווירץ	0.633	0.388	0.479
seat	אַוועקזעצן	0.542	0.281	0.434
seatbelt	seatbelt	0.656	0.314	0.726
seating	זיצן	0.552	0.265	0.286
seawater	seawater	0.760	0.197	0.491
seaweed	יאַמ - גראָז	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	סעסיעז	0.323	0.561	0.509
secluded	סיקלודיד	0.357	0.265	0.240
seclusion	סיקלוציע	0.230	0.558	0.505
second	סעקונדע	0.490	0.210	0.250
second cousin	צווייטע קוזינע	0.698	0.360	0.441
secondary	צווייטיק	0.636	0.375	0.260
secondhand	צווייטע האנט	0.194	0.389	0.283
secrecy	secrecy	0.294	0.549	0.475
secret	secret	0.479	0.580	0.509
secretariat	סעקרעטאַריאַט	0.518	0.459	0.597
secretary	סעקרעטאַר	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	ויסשיידונג	0.354	0.582	0.529
secretive	secretive	0.390	0.250	0.538
secretly	secretly	0.525	0.404	0.479
sect	סעקטע	0.265	0.667	0.526
sectarian	סעקטאַנטיש	0.260	0.606	0.517
section	אָפּטיילונג	0.500	0.269	0.421
sectional	סעקציע	0.427	0.415	0.464
sector	סעקטאָר	0.594	0.190	0.569
secular	וועלטלעך	0.463	0.461	0.520
secularism	סעקולאַריסם	0.367	0.440	0.559
secure	זיכער	0.844	0.380	0.914
securities	סיקיוראַטיז	0.750	0.304	0.852
security	security	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedation	0.510	0.270	0.398
sedative	sedative	0.314	0.273	0.352
sedentary	sedentary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimentary	0.398	0.265	0.500
sedition	אָפּהיטונג	0.327	0.557	0.591
seduce	פאַרפירן	0.462	0.864	0.689
seducer	סידערער	0.704	0.812	0.775
seducing	seducing	0.569	0.794	0.708
seduction	פאַרפירן	0.510	0.891	0.618
seductive	seductive	0.771	0.821	0.667
see	זען	0.635	0.269	0.312
seed	זוימען	0.656	0.135	0.306
seedling	סידלינג	0.406	0.343	0.423
seeds	זאמען	0.731	0.269	0.418
seedy	סידי	0.229	0.390	0.325
seek	זוכן	0.622	0.429	0.482
seeker	זוכער	0.646	0.464	0.553
seem	ויסמעקן	0.471	0.302	0.298
seemingly	פּאָנעם	0.490	0.410	0.356
seer	seer	0.604	0.481	0.740
seesaw	סיסאָ	0.570	0.559	0.410
seething	סעינג	0.312	0.821	0.642
segment	אָפּשניט	0.469	0.290	0.440
segregate	ויסגעמאַטערט	0.290	0.627	0.440
segregated	סעגרעגאַטעד	0.164	0.575	0.411
segregation	סעגרעגאַציע	0.302	0.545	0.390
seismic	סייזמיק	0.323	0.925	0.578
seize	אָננעמען	0.656	0.644	0.673
seizure	פאַרכאַפּונג	0.177	0.775	0.462
seldom	זעלטן	0.323	0.379	0.287
select	אויסקלייַבן	0.615	0.406	0.602
selection	סעלעקציע	0.594	0.340	0.595
selective	סעלעקטיוו	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	סעלעניום	0.469	0.408	0.336
self	זיך	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	selfish	0.061	0.637	0.495
selfishness	עגאָיזם	0.200	0.686	0.453
selfless	ומזעיק	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	פאַרקויפן	0.618	0.608	0.605
seller	טרעגער	0.635	0.471	0.635
sellout	סעלאַבריישאַנז	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantics	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	זיירע	0.500	0.755	0.471
semester	זמאַן	0.521	0.327	0.482
semi	האַלב	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semicolon	0.378	0.255	0.318
seminal	סעמינאַל	0.459	0.413	0.566
seminar	סעמינאַר	0.583	0.360	0.623
seminary	סעמינאַר	0.594	0.367	0.589
semiotics	semiotics	0.449	0.417	0.596
senate	סענאַט	0.490	0.349	0.836
senator	סענאַטאָר	0.391	0.422	0.821
send	שיקן	0.663	0.480	0.537
sender	סענדער	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	עלטער	0.561	0.415	0.536
seniority	עלטער	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	געפיל	0.781	0.663	0.673
sensational	סענסיישאַנאַל	0.938	0.827	0.858
sense	זינען	0.781	0.417	0.474
senseless	ומזיניק	0.125	0.388	0.136
senses	סענסעס	0.740	0.461	0.693
sensibility	סענסיביליטי	0.583	0.423	0.448
sensible	sensible	0.625	0.454	0.312
sensibly	זינענדיק	0.786	0.337	0.396
sensitive	שפּירעוודיק	0.714	0.426	0.254
sensitivity	סענסיטיוויטי	0.750	0.417	0.395
sensor	סענסער	0.571	0.377	0.542
sensory	סענסערי	0.583	0.480	0.442
sensual	sensual	0.730	0.790	0.642
sensuality	סענסואַליטי	0.844	0.840	0.632
sensuous	סענסואָוס	0.854	0.798	0.625
sentence	זאַץ	0.625	0.265	0.548
sentencing	סענטענסינג	0.120	0.782	0.561
sentient	sentient	0.583	0.417	0.363
sentiment	סענטימענט	0.765	0.451	0.639
sentimental	סענטימענטאַל	0.583	0.378	0.312
sentimentality	סענטימענטאַליטי	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	separable	0.469	0.390	0.368
separate	באַזונדער	0.240	0.514	0.349
separately	separately	0.310	0.365	0.368
separation	צעשיידונג	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	סעפּסיס	0.229	0.452	0.327
sept	סעפּט	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	סעפּטום	0.276	0.423	0.410
sequel	sequel	0.650	0.480	0.574
sequence	סיקוואַנס	0.543	0.350	0.529
sequent	sequent	0.531	0.423	0.591
sequestered	סאַקסעסד	0.160	0.863	0.427
sequestration	סעקוואַסטריישאַן	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	סערענע	0.802	0.132	0.370
serenity	serenity	0.900	0.122	0.557
sergeant	סערגער	0.408	0.600	0.833
serial	סיריאַל	0.469	0.350	0.472
serialize	סיריאַליזע	0.500	0.455	0.593
series	סעריע	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	ערנסט	0.500	0.455	0.619
seriousness	ערנסטקייט	0.439	0.365	0.750
sermon	דראָשע	0.417	0.507	0.615
serpent	שלאַנג	0.115	0.696	0.679
serpentine	סערפּאַנטיין	0.576	0.646	0.329
serrated	סערייטיד	0.388	0.435	0.418
serum	סערום	0.520	0.231	0.443
servant	קנעכט	0.340	0.408	0.331
serve	דינען	0.622	0.400	0.384
server	סערווירער	0.656	0.356	0.536
service	דינסט	0.684	0.408	0.535
serviceable	serviceable	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	קנעכט	0.250	0.490	0.250
