Word	Greek-el	Valence	Arousal	Dominance
taboo	ταμπού	0.198	0.794	0.482
tabular	πινακοειδής	0.438	0.330	0.462
tabulate	συνοψίζω	0.480	0.403	0.598
tabulation	κατάταξη εις πίνακα	0.396	0.346	0.526
tachometer	ταχύμετρο	0.398	0.394	0.518
tacit	σιωπηρός	0.459	0.340	0.473
tack	καρφάκι	0.365	0.431	0.431
tackle	ανυψωτήρ	0.365	0.686	0.569
tackled	αντιμετωπιστεί	0.438	0.612	0.569
tackling	εξάρτια	0.480	0.694	0.613
tacky	κολλώδης	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	λεπτότητα	0.550	0.417	0.417
tactful	προσεκτικός	0.704	0.292	0.537
tactic	τακτική	0.531	0.434	0.798
tactical	τακτικός	0.594	0.481	0.684
tactics	τακτική	0.583	0.676	0.774
tactile	απτός	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	γυρινός	0.350	0.434	0.218
taffeta	ταφτάς	0.604	0.279	0.405
taffy	είδος καραμέλας	0.448	0.431	0.204
tag	ετικέτα	0.612	0.353	0.375
tail	ουρά	0.480	0.272	0.293
tailed	ουρά	0.438	0.358	0.351
tailgate	πίσω πόρτα	0.323	0.340	0.398
tailings	απορρίμματα	0.439	0.311	0.446
taillight	οπίσθιο φώς	0.479	0.367	0.283
tailor	ράφτης	0.573	0.206	0.450
tailoring	ραπτική	0.673	0.540	0.566
tailpipe	σωλήνα εξαγωγής	0.460	0.429	0.409
taint	κηλίδα	0.141	0.425	0.226
take	παίρνω	0.828	0.537	0.348
takeoff	απογείωση	0.755	0.884	0.626
takeout	βγάζω	0.736	0.392	0.368
takeover	εξαγορά	0.663	0.531	0.861
taker	λήπτης	0.375	0.521	0.618
talcum	σαπουνόχωμα	0.500	0.196	0.291
tale	ιστορία	0.663	0.300	0.336
talent	ταλέντο	0.959	0.607	0.811
talented	ταλαντούχος	0.939	0.635	0.938
talisman	φυλαχτό	0.704	0.542	0.642
talk	ΜΙΛΑ ρε	0.833	0.346	0.594
talkative	ομιλητικός	0.562	0.673	0.535
talker	ομιλητής	0.500	0.604	0.552
tall	ψηλός	0.725	0.591	0.538
tallies	συμπεράσματα	0.551	0.290	0.402
tallow	λίπος	0.344	0.283	0.290
tally	λογαριασμός	0.542	0.420	0.518
talon	νύχι ορνίου	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	τυμπάνιο	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	θηριοδαμαστής	0.385	0.783	0.815
taming	εξημέρωση	0.569	0.514	0.575
tamper	αλλοίωση	0.184	0.802	0.545
tampon	ταμπόν	0.396	0.394	0.345
tan	ηλιοκαμένος	0.643	0.460	0.444
tandem	ένας όπισθεν του άλλου	0.552	0.406	0.485
tang	ισχυρή γεύση	0.594	0.383	0.340
tangent	εφαπτομένος	0.573	0.373	0.454
tangerine	μανταρίνι	0.571	0.271	0.395
tangible	απτός	0.646	0.350	0.679
tangle	μπλέξιμο	0.354	0.545	0.254
tangled	Μπλεγμένος	0.260	0.539	0.316
tango	ταγκό	0.622	0.560	0.430
tank	Δεξαμενή	0.431	0.454	0.634
tank top	κορυφή δεξαμενής	0.610	0.371	0.371
tanker	δεξαμενόπλοιο	0.520	0.647	0.713
tanned	μαυρισμένο	0.615	0.550	0.491
tantalizing	ενθουσιασμός	0.525	0.788	0.625
tantamount	ισάξιος	0.633	0.288	0.670
tantrum	θυμός	0.219	0.817	0.404
taoism	ταοϊσμό	0.490	0.250	0.456
tap	παρακέντηση	0.461	0.370	0.349
tape	κολλητική ταινία	0.531	0.277	0.254
tape measure	Μετροταινία	0.406	0.250	0.360
taper	κωνοειδής	0.541	0.410	0.415
tapering	κωνικό	0.344	0.380	0.237
tapestry	ταπισερί	0.520	0.176	0.362
tapeworm	ταινία	0.357	0.334	0.331
tapioca	ταπιόκα	0.594	0.297	0.324
taps	βρύσες	0.448	0.378	0.409
tar	πίσσα	0.438	0.440	0.570
tarantula	ταράντουλα	0.260	0.718	0.544
tardiness	βραδύτητα	0.296	0.452	0.260
tardy	βραδυκίνητος	0.204	0.592	0.293
target	στόχος	0.633	0.573	0.798
targeted	στοχοθετημένη	0.573	0.537	0.573
targeting	στόχευση	0.510	0.420	0.580
tariff	δασμολόγιο	0.459	0.402	0.491
tarmac	ασφαλτικό σκυρόδερμα	0.357	0.302	0.398
tarnish	θαμπώνω	0.204	0.441	0.342
tarot	ταρώ	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	παραμένω	0.392	0.413	0.388
tart	τάρτα	0.719	0.380	0.219
tartan	σκοτσέζικο ύφασμα	0.448	0.423	0.389
tartar	πουρί	0.214	0.351	0.212
task	έργο	0.550	0.353	0.500
tassel	θύσανος	0.552	0.330	0.307
taste	γεύση	0.802	0.406	0.465
tasteful	καλαίσθητος, έχων καλό γούστο	0.918	0.458	0.625
tasteless	άγευστος	0.146	0.196	0.148
tasting	γεύση	0.781	0.603	0.600
tasty	γευστικός	0.959	0.786	0.555
tat	πλέκω δαντέλαν	0.429	0.380	0.404
tattler	φλύαρος	0.417	0.530	0.434
tattletale	φλύαρος	0.633	0.406	0.317
tattoo	τατουάζ	0.490	0.602	0.525
taught	διδακτός	0.814	0.481	0.642
taunt	χλευασμός	0.083	0.696	0.355
taupe	τεφρόχρουν χρώμα	0.406	0.340	0.386
taut	τεταμένος	0.432	0.704	0.457
tavern	καπηλειό	0.516	0.577	0.475
tawdry	φανταχτερός	0.375	0.510	0.398
tawny	κιτρινομαύρος	0.551	0.398	0.400
tax	φόρος	0.260	0.481	0.534
taxed	φορολογηθούν	0.255	0.456	0.500
taxi	ταξί	0.542	0.362	0.430
taxicab	ταξί	0.479	0.430	0.355
taxonomy	ταξινόμηση	0.370	0.410	0.630
taxpayer	φορολογούμενος	0.592	0.528	0.647
tea	τσάι	0.698	0.163	0.370
teach	διδάσκω	0.840	0.510	0.852
teacher	δάσκαλος	0.760	0.404	0.885
teaching	διδασκαλία	0.822	0.444	0.736
teacup	φλυτζάνι τσαγιού	0.633	0.135	0.277
teahouse	τεϊοπωλείο	0.802	0.314	0.288
teal	βάσκας	0.540	0.293	0.321
team	ομάδα	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	συμπαίκτη	0.865	0.449	0.660
teamwork	ΟΜΑΔΙΚΗ ΔΟΥΛΕΙΑ	0.918	0.490	0.773
teapot	τσαγιέρα	0.479	0.110	0.309
tear	σχίσιμο	0.404	0.620	0.327
tearful	δακρυσμένος	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	Δακτύλιος	0.167	0.473	0.216
tease	πειράζω	0.317	0.790	0.432
teaser	πειρακτήριο	0.510	0.558	0.534
teasing	πειράζω	0.235	0.725	0.352
teaspoon	κουταλάκι του γλυκού	0.521	0.330	0.221
teat	θηλή μαστού	0.612	0.469	0.328
teatime	ώρα για τσάι	0.847	0.159	0.339
tech	tech	0.684	0.491	0.732
technical	τεχνικός	0.510	0.490	0.736
technicality	τεχνικός όρος	0.632	0.471	0.661
technician	τεχνικός	0.592	0.510	0.713
technique	τεχνική	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	τεχνολογικός	0.680	0.452	0.815
technology	τεχνολογία	0.776	0.490	0.825
ted	απλώνω χόρτα	0.712	0.453	0.336
teddy bear	αρκουδάκι	0.890	0.170	0.192
tedious	ανιαρός	0.104	0.406	0.241
tedium	ανία	0.224	0.331	0.298
tee	στόχος	0.459	0.373	0.377
teeming	γεμάτος	0.582	0.550	0.727
teen	έφηβος	0.729	0.531	0.568
teenage	έφηβος	0.667	0.673	0.558
teenager	νεαρός	0.781	0.593	0.527
teens	έφηβοι	0.653	0.660	0.440
teensy	έφηβος	0.520	0.427	0.347
teeny	teeny	0.427	0.418	0.216
teeth	τα δόντια	0.520	0.388	0.427
teething	οδοντοφυΐας	0.396	0.471	0.474
teflon	τεφλόν	0.354	0.245	0.434
telegram	τηλεγράφημα	0.561	0.542	0.550
telegraph	τηλεγράφος	0.594	0.423	0.400
telekinesis	τηλεκινησία	0.582	0.646	0.667
telemetry	τηλεμετρία	0.460	0.382	0.611
telepathic	τηλεπαθητικός	0.602	0.490	0.642
telepathy	τηλεπάθεια	0.594	0.510	0.588
telephone	τηλέφωνο	0.694	0.520	0.425
telescope	τηλεσκόπιο	0.531	0.340	0.500
telescopic	τηλεσκοπικός	0.490	0.290	0.660
telethon	telethon	0.643	0.641	0.473
teletype	τηλετυπία	0.532	0.392	0.455
televised	τηλεοπτικά	0.625	0.519	0.518
television	τηλεόραση	0.633	0.391	0.547
tell	λέγω	0.551	0.350	0.457
teller	ταμίας τράπεζας	0.500	0.395	0.443
telling	αποτελεσματικός	0.719	0.441	0.527
telltale	μαρτυριάρης	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	ιδιοσυγκρασία	0.633	0.623	0.818
tempera	τέμπερα	0.458	0.318	0.245
temperament	ιδιοσυγκρασία	0.420	0.625	0.703
temperamental	ιδιοσυγκρασίας	0.316	0.774	0.608
temperance	εγκράτεια	0.500	0.294	0.639
temperate	εγκρατής	0.469	0.394	0.593
temperature	θερμοκρασία	0.521	0.559	0.473
tempered	καλόβουλος	0.583	0.437	0.667
tempest	θύελλα	0.245	0.843	0.653
template	πρότυπο	0.479	0.311	0.411
temple	ναός	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	χρονικός	0.500	0.413	0.360
temporarily	προσωρινά	0.500	0.365	0.373
temporary	προσωρινός	0.458	0.415	0.324
tempt	πειράζω	0.210	0.677	0.500
temptation	πειρασμός	0.365	0.817	0.560
tempting	πειρασμός	0.615	0.740	0.519
temptress	ξεμυαλίστρα	0.427	0.787	0.667
ten	δέκα	0.562	0.260	0.406
tenable	υποστηρίξιμος	0.741	0.412	0.636
tenacious	επίμονος	0.724	0.658	0.692
tenacity	επιμονή	0.740	0.657	0.889
tenancy	μίσθωση	0.500	0.458	0.605
tenant	ενοικιαστής	0.385	0.360	0.398
tend	τείνω	0.604	0.398	0.412
tendency	τάση	0.684	0.500	0.675
tender	προσφορά	0.630	0.520	0.509
tenderfoot	νεοφερμένος	0.469	0.421	0.438
tenderness	τρυφερότητα	0.949	0.276	0.367
tending	τείνουν	0.622	0.556	0.594
tendon	τένοντας	0.341	0.271	0.463
tenement	φτηνό σπίτι	0.470	0.384	0.550
tenet	δόγμα	0.667	0.333	0.636
tenets	αρχές	0.734	0.357	0.667
tenfold	δεκαπλάσιος	0.469	0.418	0.500
tennis	τένις	0.622	0.519	0.431
tenor	νόημα	0.587	0.451	0.500
tense	σε υπερένταση	0.396	0.439	0.655
tensile	εντάσεως	0.458	0.510	0.618
tension	ένταση	0.304	0.810	0.529
tent	σκηνή	0.510	0.275	0.333
tentacle	πλοκάμι	0.370	0.559	0.398
tentative	δοκιμαστικός	0.582	0.657	0.534
tenth	δέκατος	0.510	0.349	0.382
tenths	δέκατα	0.406	0.294	0.284
tenuous	λεπτός	0.398	0.263	0.276
tenure	κατοχή	0.615	0.472	0.611
tepee	σκηνή ερυθρόδερμων	0.500	0.337	0.373
tepid	χλιαρός	0.337	0.327	0.237
tequila	τεκίλα	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	όρος	0.450	0.255	0.598
terminal	τερματικό	0.316	0.434	0.483
terminate	περατώ	0.171	0.410	0.441
termination	λήξη	0.344	0.472	0.545
terminator	τελειωτής	0.370	0.663	0.737
terminology	ορολογία	0.612	0.284	0.566
terminus	τέρμα	0.281	0.382	0.615
termite	τερμίτης	0.265	0.480	0.408
terms	όροι	0.490	0.362	0.645
tern	γλαρονάκι	0.573	0.365	0.309
ternary	τριαδικός	0.550	0.406	0.480
terrace	ταράτσα	0.615	0.269	0.411
terrain	έδαφος	0.540	0.300	0.472
terrestrial	γήινος	0.542	0.413	0.582
terrible	τρομερός	0.061	0.849	0.604
terribly	τρομερά	0.061	0.731	0.430
terrier	τερριέ	0.562	0.540	0.431
terrific	υπέροχος	0.859	0.650	0.821
terrified	τρομοκρατημένος	0.090	0.902	0.387
terrifies	τρομάζει	0.083	0.923	0.500
terrify	τρομάζω	0.052	0.889	0.509
terrifying	φοβερός	0.031	0.836	0.602
territorial	εδαφικός	0.405	0.600	0.766
territory	έδαφος	0.625	0.469	0.676
terror	τρόμος	0.069	0.902	0.415
terrorism	τρομοκρατία	0.060	0.971	0.673
terrorist	τρομοκράτης	0.019	0.930	0.679
terrorists	τρομοκράτες	0.062	0.967	0.688
terrorize	τρομοκρατώ	0.041	0.907	0.577
terse	λιτός	0.542	0.393	0.409
tertiary	τριτογενής	0.500	0.350	0.431
test	δοκιμή	0.449	0.500	0.509
testament	διαθήκη	0.594	0.420	0.806
testicle	όρχις	0.458	0.651	0.410
testicular	ορχέως	0.388	0.680	0.453
testify	καταθέτω	0.521	0.650	0.741
testimonial	πιστοποιητικό	0.541	0.538	0.750
testimony	μαρτυρία	0.615	0.578	0.643
testosterone	τεστοστερόνη	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	τέτανος	0.133	0.577	0.368
tether	τριχιά	0.323	0.620	0.407
tethered	δεμένο	0.260	0.472	0.351
tetrahedral	τετράεδρος	0.595	0.468	0.423
text	κείμενο	0.604	0.157	0.402
textbook	εγχειρίδιο	0.622	0.235	0.526
textile	ύφασμα	0.604	0.235	0.395
textural	υφή	0.660	0.296	0.445
texture	υφή	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	ευχαριστώ	0.958	0.353	0.526
thankful	ευγνώμων	0.969	0.344	0.714
thankgod	δόξα τω θεώ	0.823	0.451	0.466
thanking	Ευχαριστώ	0.917	0.538	0.658
thankless	αχάριστος	0.146	0.500	0.497
thanks	ευχαριστώ	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	ευχαριστία	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	αχυροσκεπή	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	θαυματουργία	0.510	0.546	0.618
thaw	τήξη	0.438	0.321	0.327
theater	θέατρο	0.760	0.635	0.516
theatrical	θεατρικός	0.720	0.690	0.546
theatrics	θεάτρων	0.694	0.539	0.486
thebest	το καλύτερο	0.760	0.596	0.719
theft	κλοπή	0.135	0.867	0.394
theism	θεϊσμός	0.460	0.431	0.481
theistic	θεϊστικός	0.397	0.365	0.509
thelife	η ζωή	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	θέμα	0.541	0.176	0.427
theocracy	θεοκρατία	0.490	0.427	0.722
theocratic	θεοκρατικός	0.380	0.480	0.605
theologian	θεολόγος	0.521	0.304	0.759
theological	θεολογικός	0.480	0.363	0.683
theology	θεολογία	0.448	0.330	0.711
theorem	θεώρημα	0.500	0.296	0.615
theoretical	θεωρητικός	0.615	0.270	0.546
theory	θεωρία	0.583	0.314	0.529
therapeutic	θεραπευτικός	0.625	0.275	0.680
therapeutics	θεραπευτική	0.552	0.343	0.625
therapist	θεραπευτής	0.468	0.430	0.679
therapy	θεραπεία	0.490	0.353	0.607
thereabouts	σχεδόν	0.427	0.365	0.285
thereof	τούτου	0.542	0.265	0.281
therewith	με αυτόν τον τρόπο	0.462	0.317	0.398
thermal	θερμικός	0.480	0.360	0.509
thermocouple	θερμοστοιχείο	0.406	0.406	0.422
thermodynamics	θερμοδυναμική	0.510	0.594	0.678
thermometer	θερμόμετρο	0.400	0.327	0.473
thermos	θερμός	0.582	0.255	0.328
thermostat	θερμοστάτης	0.439	0.480	0.321
thesaurus	θησαυρός	0.520	0.480	0.509
thesis	ΠΤΥΧΙΑΚΗ ΕΡΓΑΣΙΑ	0.583	0.582	0.552
thick	πυκνός	0.449	0.433	0.596
thicken	πυκνώνω	0.406	0.398	0.509
thickening	πύκνωση	0.448	0.355	0.434
thicket	λόχμη	0.385	0.373	0.324
thickness	πάχος	0.552	0.370	0.443
thief	κλέφτης	0.088	0.888	0.443
thigh	μήρος	0.469	0.433	0.588
thimble	δακτυλήθρα	0.490	0.192	0.218
thin	λεπτός	0.469	0.337	0.356
thing	πράγμα	0.449	0.222	0.260
things	πράγματα	0.519	0.250	0.368
thingy	πράγματι	0.458	0.312	0.158
think	νομίζω	0.786	0.408	0.618
thinker	στοχαστής	0.706	0.386	0.764
thinking	σκέψη	0.720	0.308	0.595
third	τρίτος	0.551	0.187	0.304
thirds	τρίτα	0.402	0.327	0.345
thirst	δίψα	0.298	0.519	0.307
thirsty	διψασμένος	0.281	0.660	0.310
thirteen	δεκατρείς	0.459	0.385	0.331
thirteenth	δέκατος τρίτος	0.408	0.330	0.425
thirty	τριάντα	0.562	0.349	0.316
thistle	γαϊδουράγκαθο	0.427	0.423	0.357
thither	προς τα εκεί	0.500	0.270	0.316
thong	λουρί	0.467	0.596	0.269
thorn	αγκάθι	0.296	0.541	0.427
thorny	αγκαθωτός	0.177	0.690	0.500
thorough	πλήρης	0.467	0.350	0.558
thoroughbred	καθαρόαιμος	0.669	0.740	0.716
thoroughfare	ανοικτός δρόμος	0.582	0.481	0.490
thought	σκέψη	0.780	0.315	0.571
thoughtful	προσεκτικός	0.667	0.290	0.527
thoughtfulness	προσοχή	0.867	0.269	0.667
thoughtless	επιπόλαιος	0.194	0.580	0.452
thoughts	σκέψεις	0.745	0.382	0.691
thousand	χίλια	0.663	0.355	0.480
thrash	κοπανίζω	0.260	0.510	0.472
thread	Νήμα	0.646	0.184	0.209
threat	απειλή	0.135	0.865	0.667
threaten	απειλώ	0.104	0.958	0.590
threatened	απειλούνται	0.052	0.928	0.354
threatening	απειλητικές	0.071	0.875	0.652
three	τρία	0.653	0.225	0.377
threefold	τριπλός	0.521	0.400	0.534
threesome	threesome	0.490	0.676	0.560
thresh	αλωνίζω	0.490	0.417	0.500
threshold	κατώφλι	0.531	0.519	0.575
thrice	τρείς φορές	0.469	0.442	0.462
thrift	λιτότης	0.760	0.217	0.649
thrifty	λιτός	0.604	0.380	0.676
thrill	συγκίνηση	0.888	0.837	0.711
thrilled	ενθουσιασμένος	0.898	0.818	0.807
thriller	συγκινών	0.490	0.796	0.645
thrilling	συγκινητικός	0.930	0.827	0.782
thrive	ευημερώ	0.948	0.529	0.772
thriving	ευημερούν	0.865	0.521	0.779
throat	λαιμός	0.350	0.538	0.346
throb	παλμός	0.500	0.673	0.556
throbbing	παλλομένος	0.645	0.808	0.491
throes	ωδίνες	0.146	0.760	0.235
throne	θρόνος	0.724	0.606	0.887
throng	πλήθος	0.480	0.810	0.706
throttle	γκάζι	0.562	0.804	0.750
throw	βολή	0.344	0.770	0.623
throwback	επιστροφή	0.280	0.454	0.356
thrower	ρίχτη	0.470	0.690	0.717
thrown	ρίχνονται	0.500	0.550	0.619
thrush	τσίχλα	0.306	0.490	0.454
thrust	ώθηση	0.510	0.647	0.663
thruster	ωθών	0.698	0.812	0.719
thud	γδούπος	0.255	0.686	0.620
thug	φονεύς	0.240	0.882	0.667
thumb	αντίχειρας	0.673	0.271	0.361
thumbprint	αποτύπωμα	0.510	0.347	0.451
thump	γροθιά	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	πελώριος	0.214	0.755	0.566
thunder	βροντή	0.296	0.916	0.526
thunderbolt	κεραυνός	0.418	0.719	0.642
thunderclap	βροντή	0.390	0.833	0.607
thundering	βροντή	0.337	0.778	0.700
thunderstorm	καταιγίδα	0.135	0.860	0.784
thunderstruck	κεραυνόπληκτος	0.194	0.716	0.509
thwart	εγκάρσιος	0.281	0.684	0.409
thx	ευχαριστώ	0.562	0.425	0.461
thyme	θυμάρι	0.561	0.255	0.325
thyroid	θυροειδής	0.234	0.455	0.373
tiara	στέμμα	0.719	0.300	0.472
tibia	οστό της κνήμης	0.450	0.302	0.425
tic	σύσπαση	0.271	0.438	0.250
tick	τσιμπούρι	0.521	0.386	0.412
ticked	σημειώσατε	0.469	0.386	0.455
ticker	καρδιά	0.479	0.471	0.509
ticket	εισιτήριο	0.684	0.387	0.434
tickle	γαργαλάω	0.760	0.727	0.342
tickled	παγωμένος	0.755	0.707	0.364
ticklish	ευπαθής	0.823	0.814	0.345
tidal	παλίρροιας	0.592	0.539	0.519
tidal wave	παλιρροϊκό κύμα	0.240	0.894	0.736
tidbit	εκλεκτός μεζές	0.552	0.382	0.385
tide	παλίρροια	0.541	0.556	0.420
tidings	είδηση	0.610	0.510	0.694
tidy	τακτοποιημένος	0.760	0.208	0.647
tie	γραβάτα	0.663	0.464	0.431
tier	κερκίδα	0.520	0.245	0.560
tiff	μικρή φιλονικία	0.531	0.415	0.343
tiger	τίγρη	0.479	0.765	0.664
tighten	σφίγγω	0.388	0.487	0.627
tightness	σφικτότητα	0.344	0.606	0.759
tightrope	ακροβατικό σχοινί	0.354	0.653	0.279
tights	καλσόν	0.583	0.343	0.269
tilde	πεσπιρώμενη	0.520	0.314	0.321
tile	πλακάκι	0.429	0.245	0.348
tiling	σκέπασμα με κεραμίδια	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	καλλιέργεια	0.552	0.591	0.540
tiller	οιακοστροφίο	0.448	0.410	0.290
tilt	κλίση	0.365	0.549	0.463
tilting	κλίση	0.459	0.384	0.340
timber	ξυλεία	0.332	0.202	0.386
timberland	ξυλεία	0.550	0.415	0.571
timbre	τέμπο	0.460	0.480	0.296
time	χρόνος	0.604	0.288	0.609
timeless	αιώνιος	0.408	0.468	0.583
timeliness	επικαιρότητα	0.760	0.404	0.582
timely	έγκαιρος	0.865	0.387	0.591
timeout	τέλος χρόνου	0.344	0.433	0.322
timepiece	ωρολόγιο	0.650	0.279	0.461
timer	μετρών την ώραν	0.469	0.433	0.500
times	φορές	0.490	0.279	0.439
timetable	ΧΡΟΝΟΔΙΑΓΡΑΜΜΑ	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	συνεσταλμένος	0.327	0.276	0.132
timidity	δειλία	0.333	0.358	0.153
timing	συγχρονισμός	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	βάμμα	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	αλουμινόχαρτο	0.448	0.284	0.311
tinge	χροιά	0.469	0.292	0.264
tingle	καίω	0.460	0.560	0.264
tingling	μυρμήγκιασμα	0.427	0.615	0.340
tinker	γανωματής	0.396	0.528	0.275
tinkering	τραγουδώντας	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	κωδώνισμα	0.612	0.530	0.324
tinnitus	εμβοές	0.384	0.536	0.411
tinsel	πούλιες	0.663	0.521	0.473
tint	απόχρωση	0.582	0.292	0.273
tiny	μικροσκοπικός	0.479	0.196	0.125
tip	υπόδειξη	0.708	0.221	0.518
tipper	ανατρεπόμενο	0.427	0.571	0.431
tipster	πληροφοριοδότης	0.490	0.462	0.490
tipsy	ζαλισμένος	0.510	0.625	0.570
tiptoe	ακροποδητί	0.510	0.490	0.407
tirade	υβρεολόγιο	0.378	0.587	0.532
tire	λάστιχο	0.438	0.385	0.381
tired	κουρασμένος	0.125	0.317	0.191
tiredness	κούραση	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	ακούραστος	0.657	0.750	0.645
tiresome	κουραστικός	0.240	0.542	0.153
tiring	κουραστικός	0.153	0.510	0.176
tissue	ιστός	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	χτύπημα	0.402	0.539	0.388
titan	Τιτάν	0.598	0.653	0.811
titanic	τιτανικός	0.427	0.786	0.795
titanium	τιτάνιο	0.520	0.470	0.704
tithe	δέκατο	0.507	0.276	0.385
title	τίτλος	0.708	0.356	0.574
titled	τιτλούχος	0.677	0.240	0.658
titty	ρόγα	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	φρύνος	0.302	0.452	0.196
toast	τοστ	0.740	0.382	0.356
toaster	φρυγανιέρα	0.542	0.337	0.387
toasty	τοστ	0.698	0.461	0.396
tobacco	καπνός	0.327	0.546	0.387
toby	είδος κανάτας	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	σήμερα	0.806	0.306	0.362
toddler	νήπιο	0.812	0.469	0.368
toe	δάχτυλο του ποδιού	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	είδος ζαχαροτού	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	μαζί	0.874	0.392	0.658
togetherness	σύμπνοια	0.906	0.360	0.635
toil	μόχθος	0.558	0.510	0.583
toilet	τουαλέτα	0.490	0.290	0.233
toils	πλεκτάνη	0.480	0.710	0.482
token	ένδειξη	0.510	0.418	0.414
tolerable	ανεκτός	0.750	0.350	0.374
tolerance	ανοχή	0.875	0.206	0.649
tolerant	ανεκτικός	0.765	0.192	0.618
tolerate	ανέχομαι	0.724	0.430	0.588
toleration	ανεκτικότητα	0.776	0.442	0.727
toll	διόδια	0.296	0.422	0.453
tomahawk	πέλεκυς ερυθρόδερμου	0.510	0.642	0.504
tomato	ντομάτα	0.550	0.183	0.275
tomatoes	ντομάτες	0.615	0.240	0.272
tomb	τάφος	0.112	0.500	0.343
tombstone	επιτύμβια στήλη	0.204	0.441	0.311
tomcat	γάτος	0.520	0.412	0.386
tome	σε μένα	0.429	0.316	0.492
tomorrow	αύριο	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	τόνος	0.551	0.355	0.411
toner	τονίζων	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	λαβίδα	0.500	0.459	0.321
tongue	γλώσσα	0.542	0.432	0.482
tonic	τόνικ	0.541	0.360	0.500
tonnage	χωρητικότητα	0.323	0.382	0.590
tonsils	αμυγδαλές	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	εργαλείο	0.490	0.350	0.594
toolbox	εργαλειοθήκη	0.531	0.316	0.472
tooling	εργαλεία	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	κορνάρω	0.500	0.481	0.373
tooth	δόντι	0.439	0.250	0.367
toothache	πονόδοντος	0.188	0.853	0.412
toothbrush	οδοντόβουρτσα	0.517	0.330	0.321
toothed	οδοντωτός	0.449	0.394	0.352
toothless	φαφούτης	0.312	0.541	0.272
toothpaste	οδοντόκρεμα	0.510	0.290	0.371
toothpick	οδοντογλυφίς	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	μπλουζα	0.760	0.400	0.554
topaz	τοπάζι	0.643	0.325	0.384
topic	θέμα	0.520	0.276	0.427
topical	τοπικός	0.561	0.340	0.500
topless	τόπλες	0.625	0.765	0.414
topographic	τοπογραφικό	0.604	0.378	0.558
topographical	τοπογραφικός	0.438	0.350	0.538
topography	τοπογραφία	0.469	0.357	0.506
topple	ανατρέπω	0.198	0.820	0.573
topside	επάνω	0.708	0.466	0.598
tor	βραχώδης κορυφή	0.337	0.430	0.418
torch	δάδα	0.531	0.630	0.545
torment	βασανιστήριο	0.057	0.750	0.387
tormented	βασανίστηκε	0.071	0.855	0.323
torn	σχισμένο	0.153	0.510	0.283
tornado	ανεμοστρόβιλος	0.260	0.896	0.784
torpedo	τορπίλλη	0.219	0.794	0.707
torque	ροπή	0.466	0.375	0.406
torrent	χείμαρος	0.541	0.745	0.676
