Word	Swedish-sv	Valence	Arousal	Dominance
restrictive	restriktiv	0.215	0.596	0.500
restroom	toalett	0.653	0.279	0.267
result	resultat	0.812	0.490	0.652
resultant	resulterande	0.670	0.441	0.637
resume	återuppta	0.573	0.411	0.586
resumption	återupptagande	0.637	0.528	0.653
resurrect	återuppväcka	0.781	0.725	0.817
resurrection	uppståndelse	0.708	0.740	0.759
resuscitate	återuppliva	0.531	0.696	0.818
resuscitation	återupplivning	0.753	0.768	0.795
retail	detaljhandeln	0.510	0.353	0.411
retailer	återförsäljare	0.708	0.439	0.595
retain	behålla	0.367	0.451	0.630
retainer	hållare	0.396	0.422	0.356
retaining	kvarhållande	0.417	0.559	0.632
retake	ta om	0.616	0.471	0.591
retaliate	hämnas	0.111	0.812	0.595
retaliation	hämnd	0.156	0.812	0.491
retaliatory	motåtgärder	0.194	0.865	0.598
retard	hämma	0.194	0.347	0.222
retardation	fördröjning	0.125	0.360	0.155
retarded	retarderad	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	bibehållande	0.344	0.490	0.558
retentive	kvarhållande	0.439	0.482	0.491
rethink	ompröva	0.480	0.423	0.583
reticent	förtegen	0.396	0.519	0.500
retina	näthinnan	0.490	0.255	0.342
retinal	retinal	0.531	0.343	0.475
retire	avgå	0.398	0.392	0.186
retired	pensionerad	0.270	0.259	0.301
retirement	pensionering	0.250	0.324	0.255
retiring	avgående	0.408	0.376	0.214
retold	återberättas	0.459	0.385	0.352
retort	retort	0.417	0.520	0.481
retrace	spåra	0.250	0.482	0.317
retract	dra tillbaka	0.316	0.443	0.358
retraction	tillbakadragning	0.312	0.491	0.427
retractor	sårhake	0.354	0.590	0.557
retreat	reträtt	0.500	0.519	0.312
retrenchment	nedskärning	0.230	0.650	0.384
retrial	förnyad prövning	0.500	0.577	0.593
retribution	vedergällning	0.625	0.490	0.708
retrieval	hämtning	0.700	0.440	0.704
retrieve	hämta	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroaktiv	0.521	0.452	0.655
retrograde	retrograd	0.208	0.464	0.415
retrospect	Återblick	0.406	0.500	0.538
retrospective	retrospektiv	0.594	0.481	0.528
retrospectively	efterhand	0.516	0.400	0.560
return	lämna tillbaka	0.602	0.412	0.463
reunion	återförening	0.837	0.500	0.672
reunite	återförena	0.656	0.550	0.657
reunited	återförenas	0.708	0.439	0.658
rev	varv	0.367	0.422	0.353
reveal	avslöja	0.493	0.637	0.526
revel	frossa	0.740	0.705	0.684
revelation	uppenbarelse	0.879	0.500	0.865
revelations	avslöjanden	0.729	0.655	0.600
revels	revels	0.827	0.683	0.647
revenge	hämnd	0.230	0.940	0.627
revenue	inkomst	0.873	0.510	0.854
reverberation	eko	0.390	0.639	0.551
revere	vörda	0.750	0.562	0.608
reverence	vördnad	0.643	0.347	0.516
reverend	högvördig	0.650	0.337	0.576
reverent	vördnads	0.551	0.490	0.694
reverie	dagdröm	0.667	0.413	0.471
reversal	omkastning	0.380	0.510	0.591
reverse	omvänd	0.539	0.415	0.461
reversion	reversion	0.458	0.538	0.425
revert	återgå	0.380	0.451	0.519
reverting	reverterande	0.562	0.385	0.544
review	recension	0.667	0.408	0.636
reviewer	recensent	0.562	0.344	0.500
revise	revidera	0.500	0.469	0.509
revision	revision	0.417	0.459	0.710
revisit	återkomma	0.552	0.530	0.509
revival	väckelse	0.823	0.664	0.597
revive	återuppliva	0.676	0.780	0.778
revocation	återkallande	0.260	0.610	0.673
revoke	återkalla	0.251	0.696	0.737
revolt	revolt	0.343	0.878	0.658
revolting	upprörande	0.102	0.690	0.300
revolution	rotation	0.417	0.902	0.798
revolutionary	revolutionerande	0.635	0.887	0.824
revolutionize	revolutionera	0.684	0.816	0.904
revolve	rotera	0.592	0.546	0.402
revolver	revolver	0.194	0.796	0.750
revolving	roterande	0.602	0.570	0.580
revue	revy	0.594	0.350	0.420
revulsion	motvilja	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	pris	0.948	0.694	0.783
rewarding	givande	0.958	0.637	0.783
rewind	spola tillbaka	0.460	0.551	0.431
rewire	lägga nya ledningar	0.365	0.462	0.406
rewrite	skriva om	0.490	0.500	0.434
rhapsody	rapsodi	0.708	0.490	0.460
rhetoric	retorik	0.417	0.429	0.504
rhetorical	retorisk	0.417	0.569	0.635
rheumatism	reumatism	0.219	0.472	0.418
rhinestone	strass	0.531	0.551	0.408
rhino	noshörning	0.531	0.549	0.555
rhinoceros	noshörning	0.556	0.656	0.569
rhubarb	rabarber	0.582	0.304	0.340
rhyme	rim	0.667	0.249	0.481
rhyming	rim-	0.729	0.410	0.500
rhythm	rytm	0.771	0.759	0.573
rhythmic	rytmisk	0.714	0.642	0.664
rhythmical	rytmisk	0.844	0.694	0.632
rib	revben	0.490	0.349	0.351
ribbed	räfflad	0.365	0.378	0.409
ribbon	band	0.719	0.288	0.357
rice	ris	0.667	0.208	0.330
rich	rik	0.882	0.627	0.905
riches	rikedom	0.958	0.694	0.880
richness	rikedom	0.896	0.833	0.922
rick	stack	0.459	0.420	0.444
rickety	rankig	0.224	0.402	0.241
rickshaw	Rickshaw shaw~~POS=HEADCOMP	0.438	0.594	0.402
ricochet	rikoschett	0.287	0.618	0.430
rid	befria	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	gåta	0.521	0.583	0.543
riddled	borrad	0.281	0.861	0.422
ride	rida	0.806	0.465	0.472
rider	ryttare	0.635	0.627	0.574
ridge	ås	0.484	0.402	0.349
ridicule	förlöjliga	0.143	0.745	0.255
ridiculed	förlöjligade	0.112	0.806	0.212
ridiculous	löjlig	0.159	0.594	0.245
riding	ridning	0.694	0.654	0.620
rife	utbredd	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	slödder	0.360	0.404	0.397
rifle	gevär	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	gevär	0.337	0.864	0.765
rift	reva	0.246	0.519	0.289
rig	rigg	0.542	0.382	0.746
rigged	riggade	0.188	0.510	0.412
rigging	tackling	0.510	0.518	0.440
right	höger	0.740	0.352	0.710
righteous	rättfärdig	0.823	0.385	0.790
righteousness	rättfärdighet	0.802	0.660	0.897
rightful	rättmätig	0.837	0.358	0.821
rightly	med rätta	0.740	0.471	0.782
righty	righty	0.750	0.314	0.786
rigid	stel	0.357	0.552	0.591
rigidity	stelhet	0.198	0.530	0.726
rigor	stränghet	0.375	0.745	0.713
rigorous	rigorös	0.438	0.818	0.847
rim	fälg	0.510	0.397	0.302
rind	svål	0.542	0.280	0.491
ring	ringa	0.677	0.427	0.464
ringer	ringer	0.573	0.604	0.347
ringing	ringande	0.724	0.598	0.693
ringleader	ledare	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringsiden	0.500	0.644	0.411
rink	rink	0.551	0.392	0.392
rinse	Skölj	0.663	0.168	0.409
riot	upplopp	0.061	0.946	0.586
rioting	upplopp	0.156	0.949	0.560
riotous	utsvävande	0.163	0.837	0.588
riots	kravaller	0.099	0.882	0.564
rip	vila i frid	0.146	0.676	0.365
riparian	riparian	0.552	0.408	0.412
ripe	mogen	0.671	0.337	0.670
ripen	mogna	0.755	0.373	0.671
ripening	mogning	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	krusning	0.500	0.453	0.370
rippling	porlande	0.500	0.480	0.327
rise	stiga	0.667	0.593	0.745
rising	stigande	0.750	0.602	0.696
risk	risk	0.240	0.816	0.438
risky	riskabel	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	rit	0.378	0.570	0.606
ritual	ritual	0.375	0.520	0.508
ritualistic	rituell	0.450	0.583	0.540
rival	rival	0.286	0.605	0.574
rivalry	rivalitet	0.192	0.765	0.538
river	flod	0.688	0.392	0.605
riverbank	flodbank	0.684	0.300	0.330
riverbed	flodbädden	0.610	0.233	0.421
riverboat	flodbåt	0.561	0.347	0.462
rivet	nit	0.458	0.306	0.405
riveted	nitade	0.385	0.439	0.443
riveting	nitning	0.448	0.544	0.394
roach	mört	0.146	0.598	0.259
road	väg	0.656	0.404	0.404
roadblock	vägspärr	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	vägar	0.677	0.448	0.496
roadside	vid vägkanten	0.500	0.569	0.472
roadster	sportbil	0.531	0.622	0.473
roadtrip	bilresa	0.677	0.596	0.519
roadway	körbana	0.562	0.206	0.509
roadworks	vägarbeten	0.562	0.538	0.509
roam	ströva omkring	0.510	0.550	0.444
roar	ryta	0.427	0.816	0.675
roaring	rytande	0.449	0.817	0.634
roast	steka	0.521	0.541	0.311
roasted	rostad	0.615	0.520	0.339
rob	råna	0.112	0.840	0.500
robber	rånare	0.135	0.772	0.481
robbery	rån	0.133	0.843	0.435
robe	morgonrock	0.594	0.216	0.298
robin	robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robot	0.417	0.602	0.657
robotics	robotik	0.592	0.600	0.763
robust	robust	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	sten	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	raket	0.664	0.824	0.774
rocks	stenar	0.365	0.209	0.543
rod	stav	0.479	0.319	0.355
rodent	gnagare	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	rom	0.490	0.382	0.398
rogue	skurk	0.334	0.713	0.636
role	roll	0.552	0.260	0.464
roll	rulla	0.469	0.510	0.172
roller	vält	0.521	0.394	0.345
rollercoaster	Berg och dalbana	0.802	0.910	0.651
rollers	rullar	0.490	0.365	0.336
rollicking	uppslupen	0.878	0.806	0.552
rolling	rullande	0.510	0.606	0.321
roman	romersk	0.615	0.475	0.639
romance	romantik	0.980	0.682	0.587
romantic	romantisk	0.936	0.531	0.598
romanticism	romantik	0.854	0.521	0.593
romp	stoja	0.610	0.640	0.417
roof	tak	0.602	0.226	0.342
rooftop	taket	0.571	0.471	0.461
rook	råka	0.380	0.400	0.510
rookie	nybörjare	0.583	0.370	0.198
room	rum	0.729	0.283	0.445
roomful	roomful	0.786	0.425	0.634
roommate	rumskamrat	0.750	0.481	0.480
rooms	rum	0.677	0.241	0.386
roomy	rymlig	0.760	0.342	0.736
roost	hönshus	0.500	0.410	0.345
rooster	tupp	0.459	0.385	0.275
root	rot	0.602	0.279	0.508
root beer	root beer	0.582	0.520	0.415
rooted	rotade	0.510	0.527	0.718
rope	rep	0.385	0.280	0.345
ropes	tågvirke	0.458	0.304	0.402
rosary	radband	0.806	0.140	0.430
rose	reste sig	0.865	0.276	0.386
rosemary	rosmarin	0.688	0.381	0.425
rosette	rosett	0.469	0.410	0.310
roster	roster	0.531	0.306	0.381
rosy	rosig	0.940	0.528	0.755
rot	ruttna	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	roterande	0.573	0.462	0.528
rotate	rotera	0.458	0.470	0.492
rotation	rotation	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	rutten	0.104	0.590	0.327
rotting	rötning	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	grov	0.406	0.794	0.632
roughly	ungefär	0.448	0.539	0.463
roughneck	råskinn	0.323	0.640	0.491
roughness	grovhet	0.214	0.578	0.490
roulette	roulett	0.326	0.690	0.422
round	runda	0.552	0.434	0.311
roundabout	rondell	0.490	0.425	0.495
rounded	avrundad	0.592	0.391	0.396
roundup	runda upp	0.520	0.580	0.474
rouse	väcka	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	väckande	0.714	0.517	0.692
rout	vild flykt	0.163	0.625	0.233
route	rutt	0.583	0.353	0.518
routine	rutin-	0.365	0.219	0.333
rove	flacka	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	rad	0.427	0.275	0.406
rowboat	roddbåt	0.455	0.393	0.353
rowdy	bråkig	0.255	0.900	0.518
rowing	rodd	0.458	0.443	0.467
royal	kunglig	0.796	0.430	0.759
royalty	royalty	0.832	0.571	0.833
rub	gnugga	0.521	0.565	0.400
rubber	gummi-	0.460	0.217	0.315
rubbers	gummin	0.604	0.360	0.414
rubbing	gnuggning	0.406	0.569	0.440
rubbish	skräp	0.198	0.454	0.164
rubble	spillror	0.308	0.509	0.289
rubdown	massera	0.561	0.491	0.404
rubric	rubriken	0.427	0.260	0.500
ruby	rubin	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	roder	0.439	0.469	0.509
ruddy	rödblommig	0.490	0.630	0.395
rude	oförskämd	0.061	0.821	0.402
rudeness	råhet	0.280	0.819	0.692
rudimentary	rudimentär	0.286	0.321	0.509
rudiments	rudiment	0.385	0.520	0.373
rue	ångra	0.323	0.394	0.246
rueful	rueful	0.173	0.429	0.225
ruff	gärs	0.365	0.510	0.375
ruffian	buse	0.130	0.824	0.463
ruffle	krås	0.443	0.561	0.518
rug	matta	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	oländig	0.561	0.569	0.793
ruin	ruin	0.125	0.588	0.192
ruination	ödeläggelse	0.184	0.582	0.209
ruined	förstörd	0.135	0.564	0.194
ruinous	ödeläggande	0.255	0.690	0.275
ruins	ruiner	0.250	0.490	0.248
rule	regel	0.567	0.427	0.593
ruler	linjal	0.440	0.400	0.631
ruling	styrande	0.177	0.566	0.410
rum	rom	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	letande	0.243	0.615	0.289
rumor	rykte	0.255	0.582	0.282
rumored	ryktas	0.427	0.604	0.318
rump	bakdel	0.449	0.425	0.396
rumpus	bråk	0.448	0.531	0.422
run	springa	0.542	0.787	0.543
runaround	springa omkring	0.448	0.519	0.349
runaway	Spring iväg	0.271	0.770	0.402
rundown	Spring ner	0.520	0.296	0.465
runes	runor	0.438	0.300	0.304
rung	ringt	0.510	0.355	0.368
runner	löpare	0.459	0.747	0.632
running	löpning	0.730	0.858	0.442
running shoes	löparskor	0.653	0.573	0.491
runny	rinnande	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	bana	0.585	0.373	0.406
rupture	brista	0.125	0.633	0.430
rural	lantlig	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	rusa	0.406	0.809	0.546
rushing	rusar	0.398	0.821	0.529
rust	rost	0.281	0.265	0.321
rusted	rostig	0.286	0.357	0.302
rustic	rustik	0.369	0.657	0.491
rustle	prassla	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	rostig	0.271	0.345	0.231
rut	brunst	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	hänsynslös	0.208	0.850	0.670
rye	råg	0.490	0.298	0.411
sabbatical	sabbatsår	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sobel-	0.449	0.596	0.500
sabotage	sabotage	0.135	0.906	0.500
saboteur	sabotör	0.250	0.804	0.407
sac	säck	0.344	0.245	0.226
sack	säck	0.385	0.337	0.264
sacrament	sakrament	0.690	0.316	0.700
sacred	helig	0.833	0.375	0.862
sacrifice	offra	0.208	0.833	0.534
sacrifices	uppoffringar	0.281	0.717	0.538
sacrificial	offer-	0.198	0.755	0.452
sacrilege	helgerån	0.281	0.708	0.491
sacrilegious	vanhelgande	0.146	0.736	0.449
sad	ledsen	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	sadel	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	sadistisk	0.031	0.906	0.618
sadly	tyvärr	0.047	0.255	0.216
sadness	sorg	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	säker	0.898	0.306	0.759
safeguard	skydda	0.786	0.624	0.700
safekeeping	säkert förvar	0.653	0.510	0.586
safety	säkerhet	0.708	0.491	0.868
saffron	saffran	0.443	0.373	0.349
sag	svikta	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	salvia	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	segla	0.615	0.220	0.325
sailboat	segelbåt	0.719	0.392	0.381
sailing	segling	0.667	0.520	0.500
sailor	sjöman	0.500	0.588	0.500
saint	helgon	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	skull	0.490	0.573	0.407
salad	sallad	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	lön	0.786	0.480	0.652
sale	försäljning	0.647	0.602	0.573
salesgirl	expedit	0.582	0.490	0.605
salesman	försäljare	0.643	0.559	0.664
salient	framträdande	0.600	0.573	0.702
saline	salin	0.430	0.340	0.385
saliva	saliv	0.214	0.265	0.236
sally	utfall	0.604	0.390	0.451
salmon	lax	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salong	0.531	0.296	0.463
saloon	salong	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	salt-	0.323	0.312	0.306
salted	saltade	0.333	0.400	0.304
saltwater	saltvatten	0.327	0.330	0.364
salty	salt	0.388	0.531	0.288
salutary	välgörande	0.885	0.360	0.686
salutation	hälsning	0.878	0.417	0.500
salute	honnör	0.833	0.542	0.681
salvage	rädda	0.622	0.510	0.832
salvation	frälsning	0.857	0.480	0.800
salve	salva	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	enformighet	0.531	0.330	0.484
sample	prov	0.521	0.187	0.452
samurai	samuraj	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	helgelse	0.770	0.431	0.816
sanctified	helig	0.792	0.240	0.612
sanctify	helga	0.673	0.443	0.783
sanctimonious	skenhelig	0.240	0.365	0.327
sanction	sanktion	0.201	0.750	0.517
sanctioned	sanktione	0.323	0.696	0.391
sanctity	helighet	0.771	0.330	0.628
sanctuary	fristad	0.863	0.226	0.575
sanctum	helgedom	0.521	0.438	0.657
sand	sand	0.582	0.279	0.304
sandal	sandal	0.490	0.283	0.333
sandbox	sandlåda	0.573	0.274	0.264
sander	slipmaskin	0.438	0.580	0.445
sandman	john blund	0.479	0.469	0.388
sandpaper	sandpapper	0.417	0.425	0.404
sands	sandstrand	0.646	0.304	0.377
sandstorm	sandstorm	0.324	0.821	0.629
sandwich	smörgås	0.672	0.314	0.310
sandy	sandig	0.406	0.265	0.296
sane	förnuftig	0.760	0.235	0.670
sanguine	sangvinisk	0.520	0.560	0.545
sanitarium	sanatorium	0.448	0.645	0.570
sanitary	sanitär	0.458	0.320	0.425
sanitation	sanering	0.742	0.312	0.500
sanity	förnuft	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	sav	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	safir	0.770	0.472	0.651
sappy	saftig	0.583	0.469	0.330
sarcasm	sarkasm	0.125	0.685	0.346
sarcastic	sarcastic	0.397	0.781	0.298
sarcoma	sarkom	0.260	0.519	0.402
sarcophagus	sarkofag	0.271	0.561	0.435
sardine	sardin	0.541	0.236	0.236
sardonic	hånfull	0.208	0.679	0.446
sarsaparilla	sarsaparill	0.542	0.488	0.345
sash	skärp	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	satanisk	0.062	0.843	0.720
satchel	skolväska	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satellit	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satir	0.458	0.655	0.472
satirical	satirisk	0.323	0.615	0.538
satisfaction	tillfredsställelse	0.939	0.637	0.673
satisfactorily	tillfredsställande	0.765	0.570	0.802
satisfactory	tillfredsställande	0.959	0.569	0.702
satisfied	nöjd	0.959	0.510	0.685
satisfy	uppfylla	0.867	0.790	0.705
satisfying	tillfredsställande	0.890	0.606	0.814
saturate	mätta	0.281	0.680	0.467
saturated	mättad	0.474	0.700	0.442
saturation	mättnad	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	sås	0.562	0.515	0.288
saucepan	kastrull	0.347	0.264	0.321
saucer	fat	0.510	0.327	0.337
saucy	uppkäftig	0.250	0.653	0.391
sauerkraut	NO TRANSLATION	0.531	0.454	0.336
sauna	bastu	0.781	0.350	0.455
sausage	korv	0.542	0.429	0.300
savage	vilde	0.204	0.931	0.605
savagery	barbari	0.219	0.907	0.711
savanna	savann	0.606	0.147	0.394
savannah	savann	0.729	0.212	0.309
savant	lärd	0.781	0.451	0.818
save	spara	0.770	0.439	0.682
saver	sparare	0.745	0.382	0.802
saving	sparande	0.663	0.230	0.621
savings	besparingar	0.776	0.431	0.608
savior	räddare	0.920	0.469	0.804
savor	njuta av	0.827	0.552	0.526
savory	välsmakande	0.812	0.717	0.619
savvy	smart	0.719	0.520	0.706
saw	fick syn på	0.316	0.541	0.518
sawdust	sågspån	0.398	0.279	0.241
sawmill	sågverk	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saxofon	0.688	0.444	0.482
say	säga	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	sårskorpa	0.354	0.330	0.272
scabbard	slida	0.325	0.219	0.217
scaffold	scaffold	0.480	0.500	0.336
scaffolding	byggnadsställningar	0.496	0.366	0.545
scalding	skållning	0.271	0.540	0.381
scale	skala	0.310	0.350	0.577
scales	skalor	0.439	0.330	0.491
scallop	kammussla	0.490	0.363	0.331
scalp	skalp	0.347	0.346	0.302
scalpel	skalpell	0.302	0.700	0.482
scaly	fjällig	0.281	0.481	0.358
scam	lurendrejeri	0.042	0.745	0.418
scamp	slyngel	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	skanna	0.479	0.423	0.470
scandal	skandal	0.122	0.821	0.557
scandalous	skandal-	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	knapphändig	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	syndabock	0.184	0.685	0.481
scar	ärr	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	knapp	0.292	0.324	0.218
scarcely	knappt	0.082	0.412	0.160
scarcity	brist	0.167	0.500	0.182
scare	skrämma	0.122	0.910	0.264
scarecrow	scarecrow	0.219	0.274	0.349
scared	rädd	0.146	0.828	0.185
scares	larmrapporter	0.122	0.847	0.386
scarf	scarf	0.750	0.224	0.224
scarier	skrämmande	0.156	0.846	0.472
scariest	scariest	0.167	0.863	0.538
scarlet	scharlakansrött	0.507	0.390	0.411
scary	skrämmande	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	sprida ut	0.229	0.620	0.404
scattered	spridd	0.208	0.380	0.238
scattering	spridning	0.347	0.550	0.394
scavenger	asätare	0.177	0.578	0.408
scenario	scenario	0.667	0.510	0.683
scene	scen	0.570	0.340	0.578
scenery	landskap	0.745	0.253	0.592
scenic	naturskön	0.684	0.548	0.756
scent	doft	0.633	0.410	0.491
scented	doftande	0.865	0.509	0.431
scepter	spira	0.630	0.300	0.670
sceptical	skeptisk	0.214	0.387	0.466
scepticism	skepsis	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	schema	0.510	0.380	0.480
schematic	schematisk	0.490	0.284	0.647
scheme	schema	0.521	0.269	0.577
schilling	Schilling	0.367	0.410	0.418
schism	schism	0.280	0.569	0.386
schizophrenia	schizofreni	0.092	0.880	0.435
schizophrenic	schizofren	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	brännvin	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	forskare	0.694	0.421	0.731
scholarly	vetenskaplig	0.750	0.466	0.709
scholarship	stipendium	0.866	0.490	0.625
scholastic	scholastic	0.500	0.470	0.491
school	skola	0.765	0.423	0.633
schoolboy	skol	0.623	0.385	0.441
schoolgirl	skol	0.760	0.521	0.415
schoolhouse	skolbyggnad	0.602	0.407	0.672
schooling	skolutbildning	0.582	0.462	0.640
schoolmaster	skollärare	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	skolarbete	0.479	0.500	0.481
schoolyard	skolgård	0.684	0.529	0.440
schooner	skonare	0.635	0.408	0.427
sciatica	ischias	0.286	0.443	0.393
science	vetenskap	0.588	0.429	0.741
scientific	vetenskaplig	0.653	0.510	0.836
scientist	forskare	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillerande	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	ättling	0.490	0.380	0.451
scissors	sax	0.458	0.462	0.302
scoff	håna	0.125	0.686	0.306
scold	skälla	0.194	0.755	0.626
scolding	utskällning	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	skopa	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	skoter	0.510	0.587	0.371
scope	omfattning	0.656	0.386	0.718
scorch	bränna	0.214	0.689	0.491
scorching	brännhet	0.406	0.635	0.464
score	Göra	0.670	0.388	0.589
scoreboard	resultattavla	0.667	0.484	0.472
scorer	målgörare	0.730	0.608	0.764
scores	poäng	0.594	0.469	0.629
scorn	förakt	0.110	0.721	0.356
scorned	scorned	0.062	0.529	0.226
scornful	hånfull	0.173	0.608	0.368
scorpion	skorpion	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	skurk	0.094	0.740	0.412
scour	skura	0.388	0.602	0.632
scourge	gissel	0.214	0.640	0.302
scout	spana	0.656	0.611	0.763
scowl	bister uppsyn	0.302	0.600	0.413
scrabble	scrabble	0.625	0.412	0.399
scram	snabbstopp	0.306	0.485	0.409
scramble	förvränga	0.469	0.744	0.500
scrambled	oordning	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	krypteringskod	0.421	0.810	0.731
scrap	skrot	0.156	0.339	0.173
scrapbook	klippbok	0.562	0.274	0.432
scrape	skrapa	0.365	0.615	0.384
scrapie	skrapie	0.306	0.706	0.231
scraping	skrapning	0.265	0.479	0.305
scrappy	scrappy	0.301	0.375	0.406
scratch	repa	0.276	0.625	0.270
scratchy	knaster	0.235	0.610	0.436
scrawny	mager	0.276	0.422	0.245
scream	skrika	0.188	0.863	0.594
screamer	skrikare	0.156	0.670	0.392
screaming	skrikande	0.245	0.901	0.460
screech	tjut	0.214	0.802	0.306
screen	skärm	0.670	0.300	0.417
screening	undersökning	0.562	0.570	0.709
screenplay	manus	0.500	0.406	0.518
screenwriter	manusförfattare	0.571	0.500	0.712
screw	skruva	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	skruvmejsel	0.520	0.519	0.439
screwed	skruvad	0.302	0.520	0.464
screwy	knäpp	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	klottra	0.429	0.453	0.358
scribe	skrivare	0.541	0.264	0.491
scrimmage	gruff	0.367	0.660	0.411
scrip	ränsel	0.430	0.462	0.455
script	manus	0.610	0.450	0.527
scriptural	biblisk	0.551	0.250	0.596
scripture	skriften	0.745	0.270	0.630
scroll	skrolla	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
