Word	Scots Gaelic-gd	Valence	Arousal	Dominance
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	s an Iar-	0.438	0.406	0.444
somber	gu leòr	0.184	0.500	0.380
some anticipation	beagan sùileachadh	0.423	0.482	0.472
some disgust	cuid de dhuais	0.094	0.657	0.321
some surprise	beagan iongnadh	0.827	0.849	0.500
some trust	beagan earbsa	0.594	0.451	0.547
somersault	aodach	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	rudeigin àicheil	0.208	0.480	0.150
somewhat positive	rudeigin adhartach	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	mac	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	òran	0.854	0.413	0.500
songwriter	sgrìobhadair òrain	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sonraichte	0.646	0.580	0.442
soot	sùith	0.375	0.328	0.292
soothe	sèid	0.817	0.194	0.412
soothing	sgaoileadh	0.625	0.179	0.519
sophisticated	soifiostaigeach	0.865	0.481	0.845
sophistication	sophistication	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	sìthiche	0.377	0.633	0.632
sorcery	dragh	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	sore	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	sneachda	0.284	0.727	0.370
soreness	tinneas	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	Sorority	0.635	0.637	0.627
sorrow	bròn	0.052	0.235	0.164
sorrowful	brònach	0.049	0.422	0.163
sorry	duilich	0.406	0.362	0.212
sort	seòrsachadh	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	a 'rèiteachadh	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	sàbhaladh	0.229	0.652	0.319
soscary	seusgraidh	0.301	0.660	0.414
soslow	soslow	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	Cho milis	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	anam	0.770	0.220	0.510
soulful	anam	0.755	0.331	0.500
soulless	gun anam	0.125	0.591	0.400
soulmate	anam	0.890	0.500	0.628
sound	fuaim	0.765	0.623	0.398
sounding	a 'fuaimneachadh	0.690	0.500	0.558
soundness	fuaim	0.780	0.377	0.893
soundproof	sgaoileadh	0.490	0.390	0.409
soundtrack	fuaim fuaim	0.630	0.559	0.518
soup	brot	0.602	0.245	0.269
sour	goirt	0.276	0.594	0.373
source	stòr	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	deas	0.562	0.265	0.429
southbound	a 'dol gu deas	0.510	0.370	0.395
southeast	dheas	0.510	0.283	0.413
southern	deas	0.552	0.269	0.370
southpaw	s an Ear-Dheas	0.542	0.389	0.404
southwest	dheas	0.406	0.314	0.355
souvenir	cuimhneachain	0.844	0.311	0.466
sovereign	uachdaranachd	0.698	0.500	0.885
sovereignty	uachdranas	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	sow	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	sauce soith	0.573	0.382	0.318
soybean	soybean	0.521	0.250	0.293
spa	spà	0.622	0.151	0.386
space	àite	0.800	0.317	0.573
spacecraft	bàta-fànais	0.646	0.698	0.680
spaceman	Spàinntiche	0.688	0.577	0.848
spaceship	soitheach-fànais	0.643	0.781	0.664
spacing	farsaingeachd	0.621	0.425	0.507
spacious	mòr	0.880	0.365	0.557
spade	spaid	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	sgaoileadh	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	sàmhach	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	gu math tric	0.510	0.353	0.518
spark	spiorad	0.688	0.745	0.529
sparkle	sparkle	0.819	0.765	0.510
sparkling	snasail	0.700	0.418	0.598
sparkly	gu sgiobalta	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	sparrow	0.583	0.460	0.327
sparse	gann	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	spat	0.427	0.413	0.309
spatial	spàsail	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	sìolachadh	0.542	0.586	0.709
spaz	sgaoileadh	0.443	0.500	0.268
speak	bruidhinn	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	neach-labhairt	0.604	0.660	0.723
speakerphone	fòn-labhairt	0.531	0.569	0.560
speaking	bruidhinn	0.753	0.590	0.575
spear	sleagh	0.510	0.601	0.500
spec	sònrachadh	0.583	0.426	0.691
special	sònraichte	0.844	0.602	0.730
specialist	speisealaiche	0.760	0.562	0.877
speciality	sònraichte	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	gu sònraichte	0.847	0.398	0.714
specialty	sònraichte	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	gnèithean	0.561	0.330	0.645
specific	sònraichte	0.656	0.388	0.691
specification	sònrachadh	0.552	0.479	0.602
specify	sònraichibh	0.656	0.405	0.600
specimen	eisimpleir	0.531	0.444	0.568
speck	slat	0.418	0.245	0.343
speckled	sneachda	0.449	0.263	0.254
specs	seòrsaichean	0.540	0.398	0.618
spectacle	seallaidhean	0.812	0.745	0.762
spectacles	speuclairean	0.816	0.775	0.648
spectacular	iongantach	0.947	0.740	0.887
spectator	neach-amhairc	0.694	0.560	0.667
specter	seallaidh	0.265	0.723	0.540
spectral	seallaidhean	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	spectrophotometer	0.500	0.484	0.500
spectroscopy	spectroscopy	0.470	0.541	0.570
spectrum	speactram	0.312	0.700	0.527
speculate	beachdachadh	0.398	0.602	0.553
speculation	beachdachadh	0.325	0.683	0.394
speculative	sònrachadh	0.276	0.591	0.464
speculum	sònrachadh	0.417	0.469	0.433
speech	òraid	0.656	0.470	0.688
speechless	chan eil cainnt	0.459	0.320	0.315
speed	astar	0.719	0.849	0.658
speedboat	bata luath	0.635	0.858	0.612
speedily	gu luath	0.688	0.740	0.665
speeding	giùlan	0.438	0.908	0.645
speedometer	luas astair	0.427	0.549	0.579
speedway	sgaoileadh	0.667	0.519	0.416
speedy	luath	0.625	0.625	0.793
spell	litreachadh	0.385	0.380	0.368
spellbound	sireadh	0.531	0.647	0.387
spelling	litreachadh	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	chaitheamh	0.672	0.745	0.429
spender	sealbhadair	0.312	0.692	0.377
spending	cosg	0.333	0.556	0.330
spent	air a chosg	0.296	0.296	0.263
sperm	sperm	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	farsaingeachd	0.633	0.277	0.500
spherical	spherical	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	spìosraidh	0.594	0.439	0.384
spicy	spicy	0.440	0.733	0.610
spider	damhan-allaidh	0.229	0.569	0.430
spiders	damhain-allaidh	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	spike	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	dòirt	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	spin	0.551	0.422	0.345
spinach	spionach	0.583	0.200	0.368
spinal	spinal	0.312	0.491	0.296
spindle	spindle	0.552	0.410	0.360
spine	spine	0.495	0.461	0.600
spineless	gun fhiosta	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	snìomh	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	spioradail	0.490	0.624	0.361
spire	spiorad	0.354	0.358	0.389
spirit	spiorad	0.786	0.370	0.621
spirited	saoghail	0.854	0.587	0.734
spirits	spioradan	0.583	0.847	0.545
spiritual	spioradail	0.938	0.327	0.564
spirituality	spioradalachd	0.865	0.281	0.667
spit	spit	0.149	0.545	0.436
spite	a dh'aindeoin	0.080	0.600	0.317
spiteful	èibhinn	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	splatter	0.312	0.596	0.352
spleen	spleen	0.448	0.255	0.396
splendid	eireachdail	0.896	0.740	0.810
splendor	bòidhchead	0.927	0.612	0.850
splice	splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	splinter	0.136	0.422	0.325
split	split	0.344	0.618	0.410
splitting	sgaradh	0.188	0.598	0.375
splurge	splurge	0.365	0.481	0.542
spoil	spoil	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	a 'milleadh	0.135	0.678	0.306
spoils	cròilean	0.388	0.760	0.481
spoke	bruidhinn	0.635	0.433	0.483
spoken	air a labhairt	0.551	0.363	0.545
spokesman	neach-labhairt	0.720	0.480	0.611
spokesperson	neach-labhairt	0.573	0.453	0.615
sponge	spong	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	urrasachd	0.854	0.608	0.696
spontaneity	deònach	0.817	0.698	0.655
spontaneous	gu dòigheil	0.780	0.578	0.655
spoof	sgaoileadh	0.490	0.594	0.381
spook	sgaoileadh	0.327	0.887	0.322
spooky	sàmhach	0.104	0.858	0.380
spool	spool	0.397	0.389	0.312
spoon	spàin	0.479	0.236	0.259
spoonful	spàin	0.582	0.208	0.308
sporadic	sgaoileadh	0.333	0.394	0.500
spore	spòran	0.480	0.408	0.231
sport	spòrs	0.865	0.700	0.657
sporting	spòrs	0.917	0.656	0.675
sports	spòrs	0.833	0.683	0.587
sports car	càr spòrs	0.759	0.696	0.669
sportsman	spòrs	0.755	0.735	0.713
sportsmanship	spòrs spòrs	0.890	0.582	0.694
sportswriter	sgrìobhadair spòrs	0.760	0.551	0.566
sporty	spòrs	0.735	0.713	0.648
spot	spot	0.510	0.180	0.336
spotless	gun spot	0.792	0.327	0.726
spotlight	sònrachadh	0.688	0.353	0.519
spotted	faicinn	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	spotty	0.281	0.606	0.241
spousal	spousal	0.656	0.582	0.632
spouse	cèile	0.750	0.600	0.645
spout	spout	0.438	0.357	0.309
sprain	sprain	0.063	0.580	0.384
sprawl	sprawl	0.600	0.596	0.672
spray	spraeadh	0.438	0.410	0.333
spread	sgaoileadh	0.570	0.583	0.651
spreader	sgaoileadh	0.510	0.480	0.500
spree	spree	0.564	0.663	0.474
spring	an earraich	0.837	0.370	0.481
springtime	an earrach	0.837	0.439	0.722
sprinkle	crathadh	0.635	0.404	0.380
sprinkler	sprinkler	0.510	0.434	0.473
sprinkling	a 'crathadh	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	saoghail	0.582	0.565	0.443
spruce	spruce	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	spur	0.378	0.545	0.340
spurious	spurious	0.178	0.480	0.343
spurred	sgaoileadh	0.562	0.684	0.472
spurt	spurt	0.448	0.550	0.475
spy	spy	0.260	0.686	0.530
squabble	squabble	0.173	0.850	0.500
squad	squad	0.552	0.711	0.806
squadron	squadron	0.469	0.686	0.787
squall	squall	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	fuasgladh	0.240	0.755	0.529
square	ceàrnagach	0.509	0.340	0.291
squash	squash	0.531	0.667	0.410
squat	sgaoileadh	0.330	0.550	0.453
squatter	sèididh	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	squawk	0.265	0.480	0.245
squeak	squeak	0.271	0.679	0.300
squeaky	squeaky	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	smealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	briseadh	0.458	0.676	0.532
squeezing	fàgail	0.260	0.598	0.557
squelch	sgaoileadh	0.271	0.510	0.462
squid	squid	0.497	0.398	0.357
squint	sgaoileadh	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	squirm	0.235	0.824	0.373
squirrel	feòrag	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	èibhinn	0.516	0.333	0.307
stab	stuic	0.167	0.882	0.595
stabbed	sgaoileadh	0.031	0.875	0.431
stability	seasmhachd	0.812	0.264	0.849
stabilize	seasmhach	0.839	0.427	0.722
stabilizer	stàlaichear	0.688	0.353	0.767
stable	stàball	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	stack	0.470	0.282	0.427
stadium	stadium	0.635	0.679	0.611
staff	luchd-obrach	0.745	0.274	0.627
stag	damh	0.594	0.250	0.389
stage	ìre	0.592	0.306	0.473
stagecoach	àrdachadh	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	stagger	0.531	0.620	0.458
staggering	sabaid	0.520	0.657	0.683
stagnant	stagnant	0.300	0.500	0.208
stagnation	stagnation	0.276	0.324	0.396
staid	staid	0.385	0.290	0.634
stain	stain	0.453	0.324	0.264
stained	daonnan	0.245	0.460	0.209
stainless	stainless	0.594	0.329	0.618
stair	staidhre	0.375	0.354	0.345
staircase	staidhre	0.469	0.347	0.440
stairs	staidhre	0.510	0.439	0.342
stairway	staidhre	0.562	0.510	0.407
stairwell	staidhre	0.510	0.292	0.333
stake	sgaoileadh	0.406	0.608	0.460
stakeout	sgaoileadh	0.344	0.546	0.600
stale	stale	0.235	0.461	0.286
stalemate	sneachda	0.296	0.354	0.267
stalk	stalk	0.436	0.272	0.395
stalker	stalcair	0.177	0.930	0.639
stall	stall	0.370	0.245	0.292
stallion	stall	0.628	0.596	0.779
stalls	stallaichean	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	stamina	0.664	0.694	0.877
stamp	stampa	0.438	0.327	0.441
stampede	stampa	0.235	0.875	0.683
stance	seasamh	0.604	0.333	0.609
stand	seasamh	0.600	0.324	0.509
standard	àbhaisteach	0.673	0.143	0.605
standardize	àbhaisteach	0.684	0.353	0.729
standardized	àbhaisteach	0.610	0.324	0.607
standby	Bi feitheamh	0.260	0.224	0.386
standing	seasamh	0.604	0.317	0.425
standoff	s an Iar-	0.333	0.840	0.558
standpoint	seasamh	0.585	0.388	0.652
standstill	seasamh	0.441	0.203	0.500
standup	Seas	0.633	0.583	0.550
stanza	rann	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	rionnag	0.833	0.418	0.560
star fruit	measan rionnag	0.701	0.433	0.427
starboard	rionnag	0.531	0.388	0.558
starch	starch	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	spleuchd	0.541	0.430	0.538
starfish	crosgagan	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	sàmhach	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	seallaidhean rionnag	0.908	0.368	0.611
starling	starling	0.500	0.490	0.514
starry	starry	0.438	0.643	0.434
stars	reultan	0.796	0.521	0.484
starship	sgaoileadh	0.740	0.719	0.704
start	tòiseachadh	0.684	0.430	0.589
starter	tòiseachadh	0.667	0.461	0.827
startle	trang	0.276	0.817	0.417
startled	air thoiseach	0.333	0.865	0.526
startling	sìorraidh	0.750	0.768	0.830
starvation	ann an cunnart	0.240	0.592	0.284
starve	caoidh	0.073	0.729	0.402
starved	dona	0.097	0.689	0.219
starving	caoidh	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	stàite	0.562	0.320	0.604
stately	sàmhach	0.830	0.728	0.915
statement	aithris	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	sgaoileadh	0.643	0.480	0.708
statesman	neach-stàite	0.510	0.490	0.736
static	stoidhle	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statics	0.542	0.290	0.527
station	stèisean	0.688	0.367	0.519
stationary	stad	0.408	0.240	0.484
stationery	pàipearachd	0.570	0.120	0.455
statistic	staitistig	0.508	0.420	0.609
statistical	staitistigeil	0.714	0.353	0.627
statistician	staitistig	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	ìomhaigh	0.561	0.281	0.500
statue	ìomhaigh	0.542	0.153	0.570
statuette	stàit	0.677	0.433	0.518
stature	inbhe	0.470	0.353	0.664
status	inbhe	0.658	0.377	0.588
statute	reachd	0.592	0.330	0.673
statutory	reachdail	0.510	0.376	0.539
staunch	dona	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	fuireach	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	fuireach	0.497	0.270	0.395
stays	fuireach	0.633	0.363	0.564
stead	àite	0.551	0.214	0.510
steadfast	seasmhach	0.771	0.433	0.800
steady	coimeasach	0.680	0.186	0.763
steak	staoig	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	steal	0.021	0.856	0.528
stealing	a 'goid	0.086	0.913	0.455
stealth	stàite	0.520	0.270	0.452
stealthily	saoghail	0.763	0.294	0.458
stealthy	stallach	0.380	0.363	0.534
steam	steam	0.469	0.413	0.421
steamboat	bàta-smùide	0.708	0.500	0.633
steamer	bàta-smùide	0.510	0.442	0.528
steaming	siubhal	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	bàta-smùide	0.469	0.490	0.569
steamy	steamy	0.479	0.538	0.445
steel	stàilinn	0.521	0.420	0.714
steep	cas	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	stiùir	0.469	0.490	0.527
steering	stiùireadh	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	giùlan	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	sgeulaiche	0.510	0.408	0.589
step	ceum	0.531	0.321	0.347
stepdaughter	nighinn	0.510	0.510	0.432
stepfather	athair-athar	0.396	0.491	0.611
stepmother	muime	0.427	0.530	0.484
steppe	ceum	0.427	0.321	0.379
steps	ceumannan	0.511	0.349	0.373
stepson	dalta	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoscopic	0.363	0.417	0.574
stereotype	stereotype	0.151	0.422	0.612
stereotyped	s an Ear-Dheas	0.375	0.510	0.436
sterile	sterile	0.302	0.471	0.291
sterility	duilich	0.201	0.519	0.414
sterilize	sterilize	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	sgaoileadh	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	stiùbhard	0.633	0.238	0.550
stewardess	stiùbhard	0.625	0.491	0.491
stewardship	stiùbhardachd	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	bata	0.396	0.364	0.382
sticker	stiogair	0.583	0.306	0.346
sticking	a 'gèilleadh	0.486	0.425	0.356
stickler	stuic	0.385	0.471	0.417
stickup	gàirdeanan	0.453	0.537	0.434
sticky	glic	0.385	0.569	0.292
stiff	stiff	0.158	0.459	0.569
stiffen	stiffen	0.360	0.582	0.719
stiffness	duilgheadas	0.323	0.500	0.657
stifle	stifle	0.240	0.764	0.427
stifled	stifled	0.229	0.731	0.193
stifling	stifling	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	marbh-bhreith	0.092	0.809	0.291
stillborn	a tha fhathast beò	0.271	0.519	0.337
stillness	seasmhachd	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	brosnachadh	0.441	0.794	0.745
stimulate	brosnachadh	0.792	0.798	0.754
stimulating	beòthail	0.740	0.804	0.809
stimulation	brosnachadh	0.708	0.821	0.702
stimulus	brosnachadh	0.771	0.779	0.750
sting	sgoltadh	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	sgoltadh	0.260	0.730	0.459
stingy	stingy	0.094	0.548	0.283
stink	stink	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	sàmhach	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	sgaoileadh	0.490	0.326	0.342
stipend	stipend	0.604	0.546	0.614
stipulate	stipulate	0.570	0.546	0.623
stipulation	suidheachadh	0.469	0.622	0.654
stir	stir	0.448	0.773	0.453
stirring	a 'gluasad	0.582	0.702	0.558
stitch	stitch	0.306	0.538	0.357
stitching	a 'fuaigheal	0.510	0.382	0.345
stock	stoc	0.594	0.418	0.407
stockade	stuic	0.375	0.402	0.500
stockbroker	bròcair stoc	0.417	0.676	0.802
stockholder	sealbhadair	0.573	0.625	0.716
stocking	stocadh	0.594	0.324	0.688
stockings	stocainnean	0.458	0.365	0.382
stockpile	cruinneachadh	0.542	0.315	0.425
stockroom	seòmar-stoc	0.562	0.312	0.406
stocks	stoc	0.573	0.598	0.586
stoic	s an Iar-	0.427	0.473	0.602
stole	ghoid	0.135	0.760	0.384
stolen	air a ghoid	0.156	0.646	0.308
stomach	stamag	0.367	0.402	0.438
stomachache	stamag goirt	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	clach	0.216	0.183	0.561
stoned	air a chlach	0.177	0.796	0.375
stonewall	balla cloiche	0.337	0.457	0.655
stoneware	bathar cloiche	0.458	0.300	0.443
stony	stony	0.356	0.494	0.525
stooge	steoge	0.438	0.406	0.163
stool	stòl	0.448	0.269	0.302
stools	stòl	0.459	0.382	0.327
stoop	stuic	0.490	0.430	0.284
stoopid	a dh 'fhalbh	0.280	0.431	0.382
stop	stad	0.280	0.510	0.490
stopover	staidhre	0.531	0.327	0.575
stoppage	stad	0.224	0.491	0.445
stopper	stad	0.365	0.336	0.390
stopping	stad	0.388	0.382	0.473
stopwatch	stad-faire	0.469	0.521	0.482
storage	stòradh	0.698	0.406	0.564
store	stòr	0.646	0.538	0.407
storefront	stòiridh	0.580	0.217	0.457
storehouse	taigh-stòir	0.570	0.250	0.491
storeroom	stòr	0.560	0.217	0.588
storing	stòradh	0.630	0.378	0.548
storm	stoirm	0.188	0.940	0.543
storming	s an Iar-	0.265	0.910	0.669
stormy	stoirmeil	0.146	0.870	0.562
story	sgeulachd	0.653	0.406	0.704
storybook	leabhar sgeulachdan	0.854	0.306	0.383
storyteller	seanchaidh	0.730	0.357	0.462
storytelling	sgeulachdan	0.643	0.375	0.472
stound	sneachda	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	stòbha	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	saoghail	0.306	0.550	0.444
straight	dìreach	0.667	0.298	0.669
straighten	dìreach	0.677	0.500	0.685
straightforward	dìreach	0.780	0.150	0.380
straightway	dìreach	0.667	0.444	0.565
strain	strain	0.190	0.750	0.380
strained	sneachda	0.122	0.656	0.580
strait	caolas	0.438	0.433	0.412
straitjacket	cruaidh-chasach	0.224	0.719	0.579
straits	sreathan	0.408	0.269	0.410
strand	sruth	0.396	0.406	0.538
stranded	sneachda	0.292	0.459	0.219
strange	neònach	0.314	0.663	0.395
stranger	coigreach	0.330	0.449	0.302
strangle	strangle	0.094	0.927	0.527
strangulation	strangulation	0.040	0.886	0.542
strap	strap	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	sgoltadh	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	ro-innleachdail	0.786	0.708	0.861
strategist	strategist	0.571	0.594	0.810
strategy	ro-innleachd	0.704	0.667	0.858
stratification	stratification	0.531	0.490	0.651
stratosphere	stratosphere	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	connlach	0.480	0.290	0.163
strawberry	sùbh-fraoich	0.833	0.270	0.336
stray	sìorraidh	0.133	0.760	0.281
streak	streak	0.440	0.608	0.511
streaked	sneachda	0.458	0.426	0.393
stream	sruth	0.449	0.537	0.559
streamer	sgaoileadh	0.615	0.530	0.429
streaming	sruthadh	0.592	0.481	0.582
streamline	sgioblachadh	0.656	0.573	0.618
street	sràid	0.594	0.324	0.398
streetcar	sràid-rathaid	0.390	0.569	0.566
streetlight	solas sràide	0.673	0.268	0.390
strength	neart	0.802	0.682	0.858
strengthen	neartachadh	0.802	0.796	0.971
strengthening	neartachadh	0.913	0.627	0.945
strenuous	neònach	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	cuideam	0.173	0.843	0.317
stressed	cuideam	0.167	0.740	0.502
stresses	cuideam	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	cuideam	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	a 'cur cuideam air	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	sreathan	0.604	0.578	0.500
stretcher	sreathan	0.438	0.196	0.295
stricken	air a bhualadh	0.163	0.720	0.368
strict	teann	0.500	0.646	0.878
stride	strì	0.490	0.670	0.434
strife	strì	0.344	0.898	0.630
strike	stailc	0.271	0.811	0.571
strikeout	sgaoileadh	0.316	0.520	0.371
striker	stailc	0.500	0.589	0.696
striking	stoidhle	0.357	0.827	0.657
strikingly	snasail	0.690	0.684	0.811
string	sreang	0.385	0.398	0.445
strings	strings	0.457	0.292	0.355
stringy	sneachda	0.430	0.510	0.527
strip	stiall	0.427	0.500	0.436
stripe	stripe	0.629	0.302	0.361
striped	stiallach	0.344	0.373	0.385
stripped	sgaoileadh	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	stiallan	0.607	0.918	0.608
strive	strì	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	stròc	0.562	0.440	0.570
stroll	seinn	0.745	0.415	0.444
stroller	stroller	0.786	0.398	0.314
strolling	seinn	0.755	0.515	0.340
strong	làidir	0.912	0.745	0.895
stronghold	daingneachd	0.708	0.636	0.954
strongly	gu làidir	0.630	0.817	0.885
structural	structarach	0.582	0.425	0.690
structure	structar	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
