Word	Belarusian-be	Valence	Arousal	Dominance
unseat	пазбаўляць месцы	0.229	0.500	0.312
unseen	нябачны	0.427	0.351	0.421
unselfish	бескарыслівы	0.615	0.353	0.377
unsettled	нявырашанае	0.208	0.647	0.170
unsightly	непрывабны	0.226	0.559	0.373
unsolicited	незатребованный	0.094	0.339	0.280
unsolved	нявырашанае	0.146	0.390	0.235
unsophisticated	наіўны	0.327	0.491	0.339
unsound	неабгрунтаваны	0.146	0.222	0.272
unspeakable	невымоўны	0.327	0.567	0.393
unspecified	нявызначаныя	0.240	0.365	0.165
unspoken	нявыказанае	0.177	0.260	0.208
unstable	няўстойлівы	0.167	0.587	0.150
unsteady	няўстойлівы	0.122	0.500	0.190
unstoppable	нястрымны	0.625	0.887	0.862
unsuccessful	няўдалы	0.140	0.318	0.106
unsuitable	непадыходны	0.188	0.528	0.300
unsung	невоспетых	0.296	0.330	0.314
unsupervised	бескантрольны	0.478	0.481	0.442
unsupported	Непадтрымоўваны	0.260	0.450	0.221
unsure	няўпэўнены	0.143	0.580	0.217
unsurpassed	непераўзыдзены	0.694	0.569	0.798
unsuspecting	не падазрае	0.302	0.509	0.413
unsustainable	няўстойлівы	0.255	0.650	0.406
unsweetened	несалодкі	0.396	0.263	0.300
unsympathetic	несімпатычны	0.163	0.620	0.281
untamed	неукрощенный	0.429	0.778	0.709
untenable	неплацежаздольнасці	0.143	0.637	0.425
untested	неправеранай	0.302	0.296	0.348
unthinkable	неймаверны	0.365	0.480	0.481
untidy	неахайны	0.106	0.610	0.254
untie	развязваць	0.542	0.463	0.472
untimely	заўчасна	0.245	0.676	0.233
untitled	без назвы	0.213	0.240	0.240
untold	незлічоная	0.240	0.367	0.191
untouchable	недатыкальны	0.490	0.602	0.683
untouched	некрануты	0.531	0.276	0.600
untoward	неспрыяльны	0.122	0.555	0.291
untraceable	без вестак	0.321	0.674	0.574
untrained	непадрыхтаваны	0.149	0.529	0.282
untranslated	неперакладзеных	0.271	0.188	0.264
untroubled	ціхамірнае	0.750	0.213	0.653
untrue	неадпаведныя	0.031	0.500	0.188
untrustworthy	ненадзейны	0.097	0.449	0.287
unturned	неперевернутый	0.312	0.255	0.316
unused	нявыкарыстаны	0.344	0.231	0.234
unusual	незвычайны	0.429	0.433	0.361
unusually	незвычайна	0.385	0.406	0.358
unutterable	невымоўны	0.406	0.592	0.538
unveil	адкрываць	0.439	0.442	0.562
unveiling	абнародаванне	0.569	0.570	0.675
unverified	неправераны	0.214	0.365	0.180
unwanted	непажаданы	0.177	0.546	0.205
unwarranted	неабгрунтаваны	0.091	0.500	0.345
unwary	неасцярожны	0.286	0.417	0.402
unwashed	нямыты	0.365	0.427	0.360
unwavering	недрогнувшей	0.740	0.630	0.858
unwed	незамужняя	0.541	0.595	0.459
unwelcome	нежаданы	0.115	0.480	0.269
unwell	нездаровы	0.143	0.640	0.221
unwilling	не жадае	0.302	0.316	0.179
unwillingly	неахвотна	0.204	0.548	0.182
unwillingness	нежаданне	0.204	0.311	0.113
unwind	размотваць	0.837	0.181	0.394
unwise	неразумны	0.141	0.610	0.304
unwitting	міжвольны	0.260	0.526	0.344
unwittingly	мімаволі	0.312	0.510	0.264
unworthy	няварты	0.194	0.433	0.226
unwrap	разгортваць	0.604	0.491	0.557
unwritten	няпісаны	0.367	0.384	0.272
unyielding	непадатным	0.367	0.806	0.738
unzip	расшпіліць маланку	0.378	0.520	0.538
upbeat	прыпадняты	0.878	0.531	0.802
upbringing	выхаванне	0.677	0.490	0.600
upcoming	маючы адбыцца	0.688	0.460	0.550
update	абнаўленне	0.698	0.535	0.802
upgrade	мадэрнізацыя	0.786	0.500	0.670
upheaval	пераварот	0.290	0.830	0.570
uphill	ў гару	0.396	0.723	0.572
uphold	падтрымліваць	0.698	0.321	0.561
upholstery	абіўка	0.592	0.270	0.386
upkeep	змест	0.590	0.442	0.685
upland	ўзвышша	0.719	0.578	0.607
uplands	ўзвышшы	0.615	0.471	0.577
uplift	ўздым	0.656	0.779	0.771
uplifting	ўздымаецца	0.771	0.548	0.605
uplink	ўзыходзячай лініі сувязі	0.544	0.510	0.595
upload	загружаць	0.638	0.683	0.696
upper	верхні	0.740	0.529	0.868
uppercut	аперкот	0.410	0.600	0.550
uppity	пагардлівы	0.465	0.546	0.417
upright	вертыкальна	0.667	0.373	0.600
uprising	паўстанне	0.561	0.777	0.704
uproar	гам	0.271	0.902	0.462
upscale	высакакласныя	0.698	0.526	0.846
upset	засмучэнне	0.071	0.680	0.330
upshot	вынік	0.693	0.490	0.716
upstairs	наверх	0.663	0.408	0.645
upstanding	стаялы	0.851	0.390	0.708
upstart	выскачка	0.449	0.500	0.455
uptight	устрывожаны	0.184	0.716	0.333
upward	уверх	0.792	0.481	0.620
upwards	уверх	0.724	0.439	0.638
uranium	уран	0.375	0.580	0.490
urban	гарадскі	0.561	0.528	0.644
urchin	вожык	0.417	0.510	0.373
urge	падахвочваць	0.418	0.680	0.653
urgency	тэрміновасць	0.429	0.908	0.543
urgent	тэрміновы	0.327	0.918	0.623
urinal	пісуар	0.214	0.510	0.306
urinalysis	аналіз мачы	0.344	0.532	0.398
urinate	мачыцца	0.360	0.500	0.353
urination	мачавыпусканне	0.271	0.441	0.232
urine	мача	0.375	0.361	0.169
urn	урна	0.194	0.520	0.295
usable	прыдатны да ўжывання	0.812	0.455	0.611
usage	выкарыстанне	0.646	0.360	0.426
use	выкарыстанне	0.438	0.358	0.409
used	які выкарыстоўваецца	0.354	0.306	0.287
useful	карысным	0.833	0.411	0.726
usefully	карысна	0.650	0.481	0.760
usefulness	карыснасць	0.806	0.519	0.741
useless	бескарысны	0.052	0.342	0.184
user	карыстальнік	0.629	0.347	0.442
usher	капельдынер	0.521	0.440	0.519
usual	звычайна	0.625	0.221	0.400
usurp	узурпаваць	0.125	0.818	0.433
usurped	ўзурпаваў	0.292	0.780	0.438
usury	ліхвярства	0.344	0.679	0.430
utensil	посуд	0.573	0.279	0.383
uterus	матка	0.551	0.420	0.510
utilitarian	ўтылітарны	0.427	0.363	0.639
utility	ўтыліта	0.622	0.400	0.704
utilization	выкарыстанне	0.562	0.469	0.706
utilize	выкарыстоўваць	0.694	0.445	0.545
utmost	усё магчымае	0.719	0.740	0.858
utopian	утапічны	0.542	0.327	0.552
utter	вымавіць	0.531	0.422	0.549
utterance	вымаўленне	0.542	0.640	0.704
utterly	дарэшты	0.633	0.440	0.673
vacancy	вакансія	0.643	0.311	0.418
vacant	вакантны	0.578	0.220	0.464
vacate	вызваляць	0.357	0.490	0.397
vacation	адпачынак	0.840	0.490	0.598
vaccination	вакцынацыя	0.530	0.578	0.621
vaccine	вакцына	0.500	0.520	0.555
vacuolar	вакуолярная	0.439	0.370	0.439
vacuole	вакуоля	0.490	0.406	0.481
vacuous	бяздзейны	0.354	0.267	0.304
vacuum	вакуум	0.327	0.196	0.134
vagabond	валацуга	0.384	0.531	0.144
vagina	похву	0.551	0.870	0.500
vaginal	вагінальны	0.449	0.765	0.420
vagrancy	бадзяжніцтва	0.219	0.567	0.277
vagrant	валацуга	0.265	0.548	0.250
vague	расплывісты	0.271	0.335	0.083
vagueness	нявызначанасць	0.150	0.324	0.221
vainly	дарэмна	0.365	0.283	0.169
valance	балдахін	0.424	0.286	0.371
vale	юдолі	0.592	0.276	0.387
valedictorian	студэнт-выпускнік, які сьведчыць развітальную прамову	0.500	0.490	0.594
valentine	Валянцін	0.888	0.615	0.510
valet	камердынер	0.635	0.406	0.389
valiant	доблесную	0.880	0.745	0.904
valid	сапраўдны	0.693	0.353	0.565
validate	сцвярджаць	0.760	0.431	0.745
validation	праверка дакладнасці	0.655	0.460	0.720
validity	тэрмін дзеяння	0.646	0.470	0.706
valium	валиум	0.419	0.398	0.443
valley	даліна	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	каштоўны	0.899	0.547	0.798
valuables	каштоўнасці	0.790	0.625	0.759
valuation	адзнака	0.615	0.480	0.795
value	значэнне	0.875	0.582	0.802
valve	клапан	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	вамп	0.310	0.794	0.566
vampire	вампір	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	вандал	0.135	0.792	0.473
vandalism	вандалізм	0.083	0.904	0.509
vane	лопасць	0.561	0.280	0.231
vanguard	авангардны	0.693	0.640	0.780
vanilla	ваніль	0.706	0.216	0.284
vanish	знікаць	0.236	0.480	0.347
vanished	знік	0.208	0.566	0.255
vanishing	знікаючы	0.292	0.550	0.322
vanity	ганарыстасць	0.260	0.540	0.439
vanquish	перамагаць	0.708	0.760	0.804
vanquished	пераможаны	0.496	0.529	0.176
vanquishing	перамагаючы	0.600	0.748	0.764
vantage	выгадная пазіцыя	0.740	0.632	0.788
vapor	пар	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	пераменная	0.620	0.407	0.400
variance	дысперсія	0.540	0.405	0.509
variation	змена	0.635	0.561	0.406
variations	варыяцыі	0.458	0.548	0.353
varicella	ветраная воспа	0.184	0.593	0.314
varicose	варыкознага	0.235	0.462	0.368
varied	разнастайны	0.604	0.701	0.472
variegated	стракаты	0.398	0.549	0.406
variety	разнастайнасць	0.714	0.472	0.598
various	розны	0.500	0.296	0.342
varmint	гарэза	0.417	0.500	0.411
varnish	лак	0.448	0.353	0.361
varsity	універсітэт	0.710	0.594	0.670
vary	вар'іраваць	0.521	0.373	0.413
varying	вар'іруючы	0.552	0.471	0.385
vascular	судзінкавы	0.516	0.451	0.627
vase	ваза	0.638	0.225	0.215
vasectomy	вазэктомия	0.208	0.663	0.431
vassal	васал	0.417	0.525	0.196
vast	велізарны	0.520	0.535	0.545
vat	чан	0.333	0.491	0.509
vaudeville	вадэвіль	0.490	0.471	0.472
vault	сховішча	0.490	0.378	0.644
vaulted	скляпеністая	0.417	0.460	0.542
vaulting	скляпенні	0.510	0.323	0.520
veal	цяляціна	0.438	0.337	0.410
vector	вектар	0.538	0.308	0.482
veer	цкаваць	0.469	0.430	0.338
vega	вега	0.510	0.333	0.434
vegan	вегетарыянскі	0.490	0.226	0.357
vegetable	агародніннай	0.551	0.120	0.289
vegetarian	вегетарыянец	0.562	0.255	0.407
vegetarianism	вегетарыянства	0.510	0.269	0.407
vegetation	расліннасць	0.740	0.177	0.500
vegetative	вегетатыўны	0.500	0.270	0.351
veggie	вегетарыянец	0.602	0.245	0.409
vehement	апантаны	0.500	0.500	0.575
vehicle	аўтамабіль	0.641	0.565	0.500
veil	вэлюм	0.500	0.235	0.415
veiled	замаскіраваны	0.370	0.317	0.324
vein	вена	0.347	0.373	0.318
veined	спярэшчаны прожылкамі	0.487	0.459	0.294
vellum	калька	0.500	0.349	0.321
velocity	хуткасць	0.673	0.769	0.783
velour	велюр	0.670	0.292	0.412
velvet	аксаміт	0.663	0.226	0.304
velvety	аксаміцісты	0.677	0.343	0.493
vena	вена	0.500	0.315	0.345
vendetta	вендэта	0.198	0.784	0.583
vending	вендинг	0.417	0.565	0.549
vendor	прадавец	0.541	0.541	0.627
veneer	шпон	0.490	0.265	0.289
venerable	шаноўны	0.708	0.369	0.600
veneration	шанаванне	0.745	0.650	0.712
venereal	венерычныя	0.302	0.654	0.424
venetian	венецианец	0.633	0.373	0.464
vengeance	помста	0.103	0.927	0.719
vengeful	помсны	0.150	0.840	0.561
venison	аленіна	0.510	0.422	0.296
venom	яд	0.125	0.770	0.491
venomous	атрутны	0.159	0.841	0.636
venous	вянозны	0.406	0.571	0.453
vent	вентыляцыйны	0.479	0.519	0.529
ventilation	вентыляцыя	0.719	0.451	0.568
ventilator	вентылятар	0.471	0.353	0.344
venting	вентыляцыйны	0.375	0.388	0.418
ventricle	страўнічак	0.520	0.387	0.464
ventricular	жалудачкавыя	0.440	0.549	0.475
ventriloquist	нутравешчам	0.552	0.600	0.526
venture	прадпрыемства	0.893	0.810	0.644
venue	месца сустрэчы	0.727	0.316	0.395
veracity	праўдзівасць	0.735	0.724	0.798
veranda	веранда	0.743	0.343	0.439
verb	дзеяслоў	0.582	0.312	0.414
verbal	слоўны	0.520	0.291	0.562
verbatim	даслоўны	0.562	0.255	0.574
verbiage	словаблудства	0.429	0.560	0.535
verbose	шматслоўны	0.439	0.480	0.635
verbosity	шматслоўе	0.300	0.491	0.451
verdant	зялёны	0.600	0.260	0.389
verdict	вердыкт	0.325	0.689	0.800
verge	абочына	0.500	0.337	0.305
verification	праверка	0.750	0.276	0.642
verified	правераны	0.781	0.367	0.677
verify	праверыць	0.761	0.481	0.704
verily	праўдзіва	0.713	0.351	0.585
veritable	сапраўдны	0.794	0.330	0.759
vermin	шкоднікі	0.167	0.712	0.385
vermouth	вермут	0.503	0.480	0.425
vernacular	агульнаўжывальнай	0.479	0.453	0.615
vernal	вясновы	0.553	0.402	0.451
veronica	вераніка	0.594	0.399	0.402
versatile	рознабаковы	0.906	0.625	0.714
versatility	шматбаковасць	0.878	0.585	0.750
verse	верш	0.667	0.269	0.336
version	версія	0.604	0.423	0.538
versus	супраць	0.310	0.500	0.447
vert	верціць	0.490	0.375	0.434
vertebra	пазванок	0.427	0.330	0.532
vertebral	пазваночны	0.308	0.434	0.525
vertex	вяршыня	0.316	0.510	0.491
vertical	вертыкальны	0.520	0.387	0.492
vertically	вертыкальна	0.534	0.385	0.545
vertigo	галавакружэнне	0.292	0.655	0.445
verve	жвавасць і яркасць	0.724	0.840	0.693
very negative	вельмі адмоўна	0.062	0.521	0.148
very positive	вельмі пазітыўны	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	бутэлечку	0.359	0.509	0.379
vesicular	везикулярный	0.214	0.440	0.483
vessel	судна	0.490	0.398	0.538
vest	камізэлька	0.667	0.380	0.371
vested	законны	0.663	0.415	0.648
vestibule	тамбур	0.541	0.385	0.422
vestige	рудымент	0.562	0.470	0.454
vet	ветэрынарны ўрач	0.531	0.400	0.644
veteran	ветэран	0.560	0.431	0.759
veterinarian	ветэрынарны ўрач	0.582	0.418	0.542
veterinary	ветэрынарны	0.656	0.450	0.603
veto	права вета	0.271	0.462	0.509
vexed	раззлаваны	0.115	0.802	0.413
viability	жыццяздольнасць	0.776	0.500	0.684
viable	жыццяздольны	0.656	0.320	0.667
viaduct	віядук	0.420	0.440	0.662
vial	флакон	0.594	0.346	0.445
vibe	Вибе	0.710	0.480	0.517
vibes	вібрафон	0.635	0.688	0.574
vibrant	вібруе	0.771	0.824	0.782
vibrate	вібраваць	0.500	0.698	0.604
vibration	вібрацыя	0.583	0.657	0.528
vibrator	вібратар	0.479	0.798	0.500
vibratory	вібруе	0.542	0.690	0.527
vicar	вікарый	0.531	0.370	0.555
vicarious	замяшчаюць	0.479	0.452	0.517
vice	віцэ	0.296	0.778	0.480
viceroy	намесьнік караля	0.541	0.481	0.712
vicinity	наваколлі	0.700	0.353	0.466
vicious	заганны	0.208	0.694	0.407
victim	ахвяра	0.115	0.676	0.202
victimized	виктимизации	0.115	0.644	0.273
victor	пераможца	0.802	0.587	0.796
victoria	Вікторыя	0.896	0.811	0.837
victorious	пераможны	0.884	0.886	0.946
victory	перамога	0.938	0.735	0.931
video	відэа	0.646	0.577	0.427
video game	відэа гульня	0.707	0.765	0.414
videotape	відэакасета	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	выгляд	0.896	0.292	0.555
viewer	глядач	0.592	0.358	0.558
viewing	прагляд	0.690	0.394	0.598
viewpoint	кропка гледжання	0.673	0.306	0.644
vigil	трыванне	0.521	0.480	0.491
vigilance	зоркасць	0.490	0.615	0.724
vigilant	пільны	0.469	0.643	0.791
vigilante	пільны	0.418	0.627	0.720
vignette	віньеткі	0.717	0.283	0.382
vigor	сіла	0.860	0.755	0.811
vigorous	бадзёры	0.857	0.770	0.897
viking	вікінг	0.541	0.755	0.605
vile	подлы	0.083	0.537	0.553
villa	віла	0.698	0.290	0.345
village	вёска	0.684	0.367	0.336
villager	сельскі жыхар	0.710	0.387	0.509
villain	нягоднік	0.177	0.892	0.590
villainous	злачынны	0.122	0.840	0.470
vinaigrette	флакон з нюхальны соллю	0.490	0.286	0.300
vindicate	рэабілітаваць	0.656	0.596	0.767
vindicated	даказаны	0.615	0.480	0.609
vindication	выпатрабаванне	0.531	0.632	0.764
vindictive	помсны	0.092	0.830	0.500
vine	вінаградная лаза	0.531	0.292	0.405
vinegar	воцат	0.276	0.370	0.356
vineyard	вінаграднік	0.806	0.382	0.595
vintage	марачны	0.680	0.390	0.481
vinyl	вініл	0.490	0.241	0.440
viola	альт	0.521	0.461	0.481
violate	парушаць	0.061	0.970	0.519
violation	парушэнне	0.083	0.892	0.413
violence	гвалт	0.061	0.933	0.719
violent	гвалтоўны	0.112	0.918	0.616
violently	моцна	0.120	0.970	0.527
violet	фіялетавы	0.688	0.272	0.401
violin	скрыпка	0.823	0.396	0.389
violinist	скрыпач	0.804	0.302	0.538
viper	гадзюка	0.173	0.846	0.632
viral	вірусны	0.240	0.612	0.518
virgin	нявінніца	0.622	0.433	0.462
virginal	некрануты	0.673	0.577	0.464
virginity	некранутасць	0.691	0.676	0.576
virility	мужнасць	0.684	0.670	0.718
virology	вірусалогія	0.418	0.569	0.562
virtual	віртуальны	0.598	0.532	0.463
virtually	фактычна	0.594	0.521	0.625
virtue	дабрачыннасць	0.896	0.443	0.827
virtuoso	віртуоз	0.929	0.591	0.863
virtuous	дабрадзейны	0.890	0.530	0.822
virulence	вірулентнасць	0.094	0.533	0.438
virus	вірус	0.277	0.740	0.443
visa	віза	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	глейкасць	0.417	0.521	0.454
viscous	глейкі	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	бачнасць	0.750	0.444	0.676
visible	бачны	0.750	0.342	0.509
visibly	прыкметна	0.724	0.373	0.591
vision	бачанне	0.708	0.447	0.742
visionary	празорлівец	0.823	0.565	0.791
visit	візіт	0.771	0.443	0.445
visitation	агляд	0.729	0.346	0.534
visiting	наведванне	0.729	0.440	0.519
visitor	наведвальнік	0.646	0.480	0.461
visor	казырок	0.396	0.490	0.265
vista	перспектыва	0.698	0.390	0.450
visual	візуальны	0.813	0.462	0.462
visualize	візуалізаваць	0.635	0.431	0.537
vital	жыццёва важны	0.750	0.716	0.847
vitality	жыццяздольнасць	0.923	0.565	0.869
vitals	найбольш важныя часткі	0.704	0.604	0.798
vitamin	вітамін	0.827	0.330	0.560
vitreous	шклопадобны	0.312	0.413	0.396
viva	вусны	0.840	0.567	0.644
vivacious	жывы	0.780	0.820	0.758
vivid	яркі	0.698	0.627	0.667
vixen	мегера	0.367	0.615	0.414
vocabulary	слоўнік	0.530	0.247	0.585
vocal	вакальны	0.583	0.352	0.340
vocalist	вакаліст	0.688	0.596	0.596
vocation	пакліканне	0.833	0.426	0.686
vodka	гарэлка	0.510	0.632	0.491
vogue	мода	0.740	0.491	0.538
voice	голас	0.594	0.343	0.528
voiceless	маўклівы	0.271	0.235	0.131
voicemail	галасавая пошта	0.458	0.453	0.406
void	несапраўдным	0.135	0.163	0.130
volatile	лятучы	0.323	0.786	0.565
volatility	лятучасць	0.281	0.755	0.553
volcanic	вулканічны	0.344	0.910	0.781
volcano	вулкан	0.240	0.844	0.787
volition	хаценьне	0.480	0.587	0.578
volley	залп	0.529	0.460	0.336
volleyball	валейбол	0.640	0.700	0.458
voltage	напружанне	0.382	0.855	0.621
voltmeter	вальтметр	0.599	0.596	0.545
volume	аб'ём	0.552	0.490	0.546
volumes	тома	0.552	0.452	0.520
voluminous	аб'ёмісты	0.561	0.450	0.658
voluntarily	добраахвотна	0.847	0.460	0.527
voluntary	добраахвотны	0.771	0.460	0.643
volunteer	добраахвотнік	0.888	0.422	0.596
volunteering	добровольчество	0.844	0.614	0.603
volunteers	добраахвотнікі	0.820	0.448	0.630
voluptuous	сладастрасны	0.673	0.719	0.792
vomit	ірвотнае	0.073	0.569	0.188
vomiting	ваніты	0.156	0.780	0.157
voodoo	шаман	0.188	0.600	0.453
voracious	пражэрлівы	0.385	0.892	0.694
vortex	віхравы	0.408	0.691	0.602
vote	галасаванне	0.582	0.500	0.649
voter	выбаршчык	0.612	0.538	0.754
voting	галасаванне	0.615	0.602	0.768
votive	выкананы па абяцаньні	0.479	0.460	0.453
vouch	паручыцца	0.625	0.417	0.746
voucher	ваўчар	0.622	0.416	0.601
vow	клятва	0.560	0.510	0.664
vowel	галосны	0.490	0.283	0.311
voyage	падарожжа	0.816	0.714	0.580
voyager	мараплавец	0.684	0.596	0.627
voyeur	вуайерист	0.479	0.615	0.466
vulgar	вульгарны	0.083	0.820	0.445
vulgarity	вульгарнасць	0.104	0.870	0.346
vulnerability	ўразлівасць	0.250	0.510	0.267
vulnerable	ўразлівы	0.198	0.490	0.245
vulture	сцярвятнік	0.316	0.604	0.472
wacko	Wacko	0.271	0.574	0.330
wacky	дурнаваты	0.153	0.720	0.321
wad	клак	0.333	0.318	0.259
waddle	перавальвацца	0.490	0.453	0.388
wade	брод	0.510	0.656	0.472
wafer	вафля	0.677	0.360	0.313
waffle	вафельны	0.708	0.394	0.327
wag	жартаўнік	0.448	0.490	0.481
wage	заработная плата	0.635	0.480	0.565
wager	стаўка	0.479	0.816	0.615
wages	заработная плата	0.776	0.440	0.620
wagon	вагон	0.490	0.461	0.474
wail	стогну	0.418	0.724	0.393
waist	талія	0.542	0.448	0.351
waistcoat	камізэлька	0.542	0.320	0.389
waistline	талія	0.560	0.417	0.320
wait	чакаць	0.224	0.167	0.264
waiter	афіцыянт	0.459	0.300	0.295
waiting	чаканне	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	афіцыянтка	0.646	0.531	0.352
waive	адмаўляцца ад	0.276	0.559	0.311
waiver	адмова ад права	0.396	0.630	0.373
wake	абуджаць	0.700	0.470	0.512
walk	хадзіць	0.643	0.412	0.450
walker	хадункі	0.551	0.491	0.525
walking	хада	0.708	0.480	0.781
walkout	выйсці	0.292	0.853	0.427
wall	сцяна	0.417	0.250	0.509
wallaby	кенгуру	0.541	0.368	0.391
wallet	папернік	0.680	0.432	0.500
wallflower	желтофиоль садовая	0.667	0.298	0.342
wallop	пакалаціць	0.320	0.790	0.689
wallow	боўтацца	0.286	0.878	0.491
wallpaper	шпалеры	0.673	0.173	0.308
walnut	грэцкі арэх	0.688	0.302	0.255
walrus	морж	0.521	0.327	0.361
waltz	вальс	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	палачка	0.542	0.322	0.315
wander	вандраваць	0.427	0.417	0.330
wanderer	вандроўнік	0.458	0.519	0.396
wandering	блукаючы	0.323	0.471	0.357
wane	меншаць	0.188	0.402	0.098
waning	змяншальнай	0.375	0.333	0.300
wanker	ідыёт	0.290	0.569	0.446
wannabe	пераймальнік	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	хацець	0.671	0.642	0.598
wanting	жадаючы	0.760	0.433	0.593
wanton	беспадстаўны	0.427	0.739	0.500
war	вайна	0.022	0.892	0.727
warbler	пявучая птушка	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	падапечны	0.469	0.255	0.254
warden	наглядчык	0.615	0.627	0.898
wardrobe	гардэроб	0.612	0.510	0.336
ware	вырабы	0.604	0.443	0.455
warehouse	склад	0.721	0.365	0.446
warfare	вайна	0.062	0.885	0.845
warhead	боегалоўка	0.219	0.756	0.536
warlike	ваяўнічы	0.367	0.847	0.779
warlock	вядзьмак	0.312	0.558	0.657
warlord	военачальнік	0.167	0.796	0.781
warm	цёпла	0.760	0.312	0.585
warming	у цеплыню	0.594	0.637	0.580
warms	сагравае	0.594	0.580	0.632
warmth	цёпла	0.878	0.307	0.602
warn	папярэджваць	0.429	0.647	0.564
warned	папярэджвала	0.302	0.604	0.547
warning	папярэджанне	0.229	0.774	0.629
warp	дэфармавацца	0.344	0.417	0.373
warpath	сцежка вайны	0.280	0.676	0.551
warped	перакручаны	0.219	0.663	0.304
warrant	варранты	0.653	0.398	0.802
warranted	гарантаваны	0.714	0.367	0.690
warrants	варранты	0.562	0.431	0.881
warranty	гарантыя	0.667	0.470	0.568
warren	трусіны садок	0.417	0.570	0.464
warrior	воін	0.458	0.863	0.915
warship	ваенны карабель	0.292	0.890	0.889
wart	бародаўка	0.082	0.314	0.205
wartime	ваенны час	0.100	0.912	0.726
wary	асцярожны	0.510	0.343	0.535
wash	мыць	0.635	0.377	0.297
washed	прамывалі	0.542	0.314	0.392
washer	пральная машына	0.594	0.390	0.365
washing	прамыванне	0.643	0.396	0.402
washout	размыў	0.383	0.304	0.389
washroom	прыбіральня	0.500	0.364	0.446
wasp	аса	0.390	0.620	0.406
waste	адходы	0.041	0.510	0.184
wastebasket	сметнік	0.271	0.230	0.286
wasted	марна	0.188	0.558	0.259
wasteful	марнатраўны	0.173	0.730	0.409
wasteland	пустку	0.365	0.308	0.391
wasting	марнаваць	0.051	0.417	0.207
watch	глядзець	0.531	0.346	0.423
watchdog	вартавы сабака	0.531	0.811	0.648
watcher	назіральнік	0.562	0.401	0.702
watchful	пільны	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	асцярожна	0.396	0.530	0.455
watchtower	вартаўнічая вежа	0.500	0.415	0.647
water	вада	0.812	0.123	0.429
water polo	воднае пола	0.688	0.670	0.534
waterbed	вадзяны	0.724	0.381	0.296
watercourse	рака	0.677	0.357	0.466
watered	паліваюць	0.615	0.290	0.377
waterfall	вадаспад	0.652	0.460	0.528
waterfront	бераг	0.716	0.274	0.556
watering can	лейка	0.602	0.298	0.336
watermelon	кавун	0.714	0.230	0.239
waterproof	воданепранікальны	0.779	0.423	0.545
waterworks	вадаправодная станцыя	0.510	0.490	0.561
watery	вадзяністы	0.367	0.461	0.292
wave	хваля	0.622	0.491	0.490
wavelength	даўжыня хвалі	0.604	0.442	0.516
waver	здрыгануцца	0.426	0.630	0.255
wavering	вагальны	0.375	0.430	0.384
waves	хвалі	0.643	0.470	0.509
wavy	хвалісты	0.520	0.284	0.345
wax	воск	0.436	0.245	0.309
waxed	ваксаванай	0.531	0.388	0.408
waxy	васковай	0.408	0.245	0.308
way	шлях	0.480	0.275	0.420
ways	шляху	0.688	0.560	0.425
wayward	наравісты	0.344	0.573	0.409
weak	слабы	0.180	0.241	0.045
weaken	слабець	0.112	0.250	0.223
weakened	паслабленыя	0.373	0.304	0.092
weakling	слабавольны чалавек	0.194	0.294	0.087
weakly	слаба	0.270	0.255	0.111
weakness	слабасць	0.088	0.370	0.125
wealth	багацце	0.857	0.637	0.858
wealthy	заможны	0.927	0.566	0.862
weapon	зброю	0.054	0.840	0.831
weaponry	зброю	0.219	0.840	0.870
wear	насіць	0.312	0.370	0.255
wearer	уладальнік	0.471	0.347	0.527
wearily	стомлена	0.327	0.286	0.128
weariness	стомленасць	0.104	0.333	0.226
wearing	нашэнне	0.646	0.520	0.461
weary	стомлены	0.194	0.281	0.202
weasel	ласка	0.408	0.317	0.337
weather	надвор'е	0.755	0.404	0.567
weathered	выветраны	0.422	0.491	0.537
weatherman	метэаролаг	0.660	0.413	0.643
weatherproof	ад атмасферных уздзеянняў	0.541	0.345	0.552
weave	ткаць	0.604	0.265	0.172
web	Web	0.583	0.411	0.519
website	сайт	0.615	0.442	0.526
wed	жаніць	0.604	0.549	0.448
wedded	адданы	0.771	0.413	0.518
wedding	вяселле	0.875	0.802	0.642
wedge	клін	0.490	0.290	0.278
wedlock	бо шлюб	0.747	0.654	0.745
wee	малюсенькі	0.663	0.452	0.315
weed	пустазелле	0.459	0.294	0.364
weeding	праполка	0.458	0.528	0.454
