Word	Czech-cs	Valence	Arousal	Dominance
shears	nůžky	0.429	0.527	0.254
sheath	pochva	0.460	0.314	0.342
sheathing	opláštění	0.378	0.480	0.642
shed	kůlna	0.427	0.402	0.470
sheen	lesk	0.812	0.510	0.712
sheep	ovce	0.604	0.206	0.161
sheepdog	ovčák	0.684	0.442	0.529
sheepish	rozpačitý	0.326	0.441	0.205
sheer	naprostý	0.604	0.250	0.481
sheet	list	0.439	0.174	0.302
sheik	šejk	0.521	0.579	0.708
shelf	police	0.561	0.202	0.366
shell	shell	0.615	0.408	0.391
shellfish	měkkýšů	0.594	0.412	0.393
shelling	ostřelování	0.337	0.917	0.773
shelter	přístřeší	0.704	0.229	0.569
sheltered	chráněné	0.590	0.377	0.717
shelters	úkryty	0.582	0.333	0.482
shelved	odloženo	0.306	0.166	0.321
shepherd	pastýř	0.656	0.304	0.610
sherbet	šerbet	0.592	0.363	0.348
sheriff	šerif	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	štít	0.510	0.373	0.663
shift	posun	0.479	0.610	0.491
shifting	posunutí	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	šilink	0.521	0.342	0.430
shimmer	lesk	0.745	0.562	0.656
shimmering	třpytivý	0.844	0.648	0.904
shimmy	košilka	0.478	0.476	0.462
shin	holeň	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	lesk	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	šindel	0.510	0.200	0.410
shining	zářící	0.885	0.673	0.812
shiny	lesklý	0.885	0.604	0.787
ship	loď	0.646	0.500	0.439
shipment	náklad	0.582	0.440	0.452
shipping	Lodní doprava	0.622	0.327	0.443
shipshape	shiphape	0.594	0.480	0.474
shipwreck	vrak	0.268	0.768	0.373
shipyard	loděnice	0.398	0.583	0.595
shire	hrabství	0.479	0.257	0.609
shirt	košile	0.698	0.186	0.231
shit	hovno	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	bezvýrazný	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	na hovno	0.020	0.679	0.163
shiver	zachvění	0.260	0.765	0.236
shivering	třesoucí se	0.122	0.663	0.373
shoals	plody	0.396	0.408	0.375
shock	šokovat	0.286	0.821	0.453
shocked	šokován	0.292	0.773	0.375
shocker	ostuda	0.235	0.804	0.616
shocking	šokující	0.378	0.853	0.833
shockingly	šokující	0.510	0.924	0.721
shoddy	chatrný	0.082	0.463	0.179
shoe	boty	0.517	0.225	0.288
shoelace	tkanička	0.396	0.280	0.307
shoemaker	švec	0.396	0.269	0.491
shoes	obuv	0.729	0.324	0.210
shoeshine	boty	0.392	0.387	0.325
shook	potřásl	0.163	0.759	0.509
shoot	střílet	0.092	0.926	0.625
shooter	střelec	0.224	0.814	0.774
shooting	Střílení	0.276	0.931	0.602
shootout	rozstřel	0.080	0.927	0.615
shop	prodejna	0.725	0.632	0.565
shopkeeper	vedoucí prodejny	0.677	0.510	0.730
shoplifter	stíhač	0.167	0.830	0.500
shoplifting	shoplifting	0.152	0.833	0.441
shopper	zákazník	0.646	0.615	0.741
shopping	nakupování	0.915	0.445	0.630
shore	pobřeží	0.542	0.304	0.204
shoreline	pobřeží	0.677	0.296	0.529
shorn	ostré	0.396	0.415	0.400
short	krátký	0.184	0.264	0.237
short story	krátký příběh	0.697	0.321	0.348
shortage	nedostatek	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	nedostatek	0.195	0.370	0.258
shortcut	zkratka	0.594	0.308	0.426
shorten	zkrátit	0.302	0.382	0.460
shortening	zkrácení	0.286	0.333	0.385
shorthand	těsnopis	0.459	0.450	0.461
shortly	krátce	0.582	0.310	0.360
shortness	zkratka	0.459	0.280	0.272
shorts	šortky	0.622	0.481	0.287
shortstop	krátké zastavení	0.418	0.529	0.450
shortwave	krátkovlnný	0.460	0.271	0.368
shot	výstřel	0.144	0.750	0.569
shotgun	brokovnice	0.200	0.868	0.684
shoulder	rameno	0.562	0.286	0.406
shout	křičet	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	lopata	0.427	0.308	0.267
shoveling	shoveling	0.265	0.620	0.537
show	show	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	vitrína	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	sprcha	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	zobrazování	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	šrapnel	0.240	0.740	0.681
shred	drtí	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	chytrý	0.551	0.673	0.816
shriek	výkřik	0.459	0.827	0.491
shrill	pronikavý	0.312	0.721	0.640
shrimp	krevety	0.571	0.361	0.425
shrine	svatyně	0.802	0.255	0.574
shrink	smršťovat	0.385	0.453	0.272
shrinking	smršťování	0.190	0.400	0.217
shrivel	svraštit	0.160	0.409	0.143
shroud	zahalit	0.417	0.457	0.389
shrub	keř	0.531	0.340	0.340
shrubbery	křovina	0.490	0.267	0.332
shrug	pokrčí rameny	0.208	0.296	0.278
shrunk	zkrácený	0.163	0.354	0.218
shrunken	scvrklý	0.500	0.373	0.221
shudder	zachvění	0.344	0.791	0.559
shuddering	otřáslo se	0.302	0.802	0.638
shuffle	zamíchat	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	míchání	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	vyhýbala se	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	zavřeno	0.240	0.352	0.311
shutdown	vypnout	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	uzávěr	0.191	0.380	0.482
shuttle	kyvadlová doprava	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	plachý	0.280	0.153	0.132
shyness	plachost	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	sourozenec	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	nemocný	0.104	0.431	0.136
sickbay	nemocnice	0.296	0.510	0.345
sicken	nemocný	0.051	0.500	0.294
sickening	zlobit	0.074	0.618	0.259
sickle	srp	0.427	0.585	0.370
sickly	neduživý	0.188	0.550	0.191
sickness	nemoc	0.094	0.704	0.288
side	boční	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	bočního panelu	0.469	0.364	0.405
sideboard	příborník	0.590	0.259	0.426
sideburns	licousy	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sidehow	0.458	0.594	0.658
sidestep	úkrok	0.378	0.559	0.407
sidewalk	chodník	0.479	0.192	0.348
sideways	bokem	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	obležení	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	síto	0.459	0.250	0.333
sift	prosít	0.542	0.412	0.461
sifting	prosévání	0.571	0.469	0.474
sigh	povzdech	0.469	0.387	0.273
sight	pohled	0.684	0.250	0.528
sighting	pozorování	0.582	0.560	0.627
sightseeing	prohlížení památek	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	podepsat	0.620	0.481	0.397
signal	signál	0.615	0.417	0.464
signature	podpis	0.570	0.422	0.657
significance	význam	0.820	0.460	0.644
significant	významný	0.827	0.649	0.786
signification	význam	0.583	0.337	0.530
signify	znamenat	0.453	0.422	0.634
signpost	rozcestník	0.510	0.400	0.446
silence	umlčet	0.438	0.200	0.223
silencer	tlumič	0.417	0.356	0.482
silent	tichý	0.469	0.125	0.280
silently	tiše	0.448	0.185	0.306
silhouette	silueta	0.582	0.410	0.288
silicon	křemík	0.439	0.448	0.445
silicone	silikon	0.480	0.340	0.333
silk	hedvábí	0.760	0.115	0.300
silken	hedvábný	0.730	0.265	0.394
silky	hedvábný	0.802	0.397	0.271
sill	práh	0.433	0.375	0.324
silliness	hloupost	0.327	0.368	0.192
silly	hloupý	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	bahno	0.510	0.269	0.200
silver	stříbrný	0.684	0.451	0.615
silverware	stříbro	0.663	0.365	0.409
silvery	stříbřitý	0.543	0.460	0.517
similar	podobný	0.562	0.250	0.423
similarity	podobnost	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	vřít	0.650	0.293	0.393
simmering	pálení	0.382	0.613	0.412
simple	jednoduchý	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	hlupák	0.429	0.144	0.358
simplicity	jednoduchost	0.667	0.250	0.337
simplify	zjednodušit	0.565	0.347	0.602
simplistic	zjednodušující	0.490	0.245	0.391
simply	jednoduše	0.535	0.148	0.393
simulate	simulovat	0.551	0.375	0.417
simulated	simulované	0.500	0.461	0.356
simulating	simulace	0.552	0.462	0.481
simulation	simulace	0.552	0.574	0.567
simulator	simulátoru	0.677	0.559	0.583
simultaneous	simultánní	0.691	0.577	0.554
simultaneously	zároveň	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	upřímný	0.918	0.265	0.725
sincerity	upřímnost	0.908	0.351	0.686
sinful	hříšný	0.143	0.788	0.417
sing	zpívat	0.858	0.606	0.420
singer	zpěvák	0.802	0.735	0.628
singing	zpěv	0.885	0.594	0.528
single	singl	0.291	0.354	0.259
singly	jednotlivě	0.553	0.354	0.466
singular	jednotné číslo	0.610	0.302	0.482
singularity	jedinečnost	0.582	0.348	0.654
singularly	zvlášť	0.571	0.330	0.527
sinister	zlověstný	0.125	0.896	0.581
sink	dřez	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	potopení	0.135	0.439	0.342
sinner	hříšník	0.237	0.667	0.356
sinning	hřích	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sip	0.375	0.380	0.213
siphon	sifon	0.354	0.333	0.435
sipping	usrkávání	0.469	0.349	0.377
sir	Vážený pane	0.622	0.306	0.778
sire	zplodit	0.854	0.452	0.808
siren	siréna	0.570	0.627	0.500
sirloin	svíčková	0.546	0.418	0.373
sissy	padavka	0.333	0.562	0.232
sister	sestra	0.916	0.324	0.562
sisterhood	sesterstvo	0.837	0.415	0.696
sit	sedět	0.561	0.230	0.368
sitcom	situační komedie	0.562	0.537	0.407
site	stránky	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	sedící	0.561	0.146	0.353
situate	situovat	0.510	0.310	0.483
situated	umístěné	0.542	0.231	0.543
situation	situace	0.531	0.387	0.600
six	šest	0.500	0.154	0.271
sixpence	šestpence	0.469	0.417	0.463
sixteen	šestnáct	0.583	0.290	0.324
sixth	šestý	0.521	0.275	0.366
sixty	šedesát	0.694	0.240	0.433
sizable	značný	0.727	0.337	0.657
size	velikost	0.531	0.336	0.569
sizzle	prskání	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	brusle	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	bruslař	0.633	0.774	0.652
skating	bruslení	0.745	0.673	0.435
skedaddle	skluzaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	přadeno	0.449	0.372	0.287
skeletal	skeletální	0.306	0.558	0.318
skeleton	kostra	0.183	0.464	0.343
skeptic	skeptik	0.135	0.440	0.500
skeptical	skeptický	0.207	0.500	0.452
skepticism	skepticismus	0.229	0.480	0.582
sketch	skica	0.704	0.276	0.420
sketching	kreslení	0.729	0.327	0.400
sketchy	povrchní	0.333	0.479	0.241
skewed	zkosený	0.340	0.480	0.361
skewer	špíz	0.470	0.365	0.457
ski	lyže	0.684	0.670	0.471
skid	smyk	0.357	0.640	0.440
skier	lyžař	0.802	0.788	0.639
skiff	skif	0.479	0.375	0.472
skiing	lyžování	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	dovednost	0.847	0.701	0.833
skilled	kvalifikovaní	0.886	0.614	0.929
skillet	pánev	0.510	0.296	0.345
skillful	dovedný	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	skrovný	0.302	0.349	0.208
skin	kůže	0.569	0.350	0.395
skinny	hubený	0.333	0.333	0.298
skip	přeskočit	0.458	0.804	0.439
skipper	kapitán	0.440	0.577	0.692
skirmish	šarvátka	0.290	0.640	0.474
skirt	sukně	0.602	0.463	0.226
skirting	soklování	0.449	0.529	0.386
skirts	sukně	0.622	0.538	0.241
skit	parodie	0.438	0.434	0.421
skittish	skličující	0.156	0.815	0.172
skull	lebka	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	nebe	0.958	0.234	0.401
skylight	sluneční světlo	0.708	0.314	0.343
skyline	panoráma	0.592	0.412	0.662
skyscraper	mrakodrap	0.622	0.696	0.798
slab	deska	0.398	0.265	0.264
slack	uvolnit	0.521	0.283	0.446
slag	struska	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	pomlouvat	0.184	0.604	0.454
slanderous	pomlouvačný	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	sklon	0.469	0.396	0.536
slap	políček	0.100	0.804	0.518
slash	lomítko	0.260	0.500	0.509
slashes	lomítka	0.330	0.328	0.410
slate	břidlice	0.531	0.283	0.431
slates	desky	0.500	0.270	0.342
slaughter	porážka	0.052	0.953	0.602
slaughterhouse	jatky	0.146	0.794	0.472
slaughtering	zabíjení	0.133	0.947	0.714
slave	otrok	0.171	0.795	0.151
slavery	otroctví	0.052	0.783	0.218
slay	zabít	0.133	0.920	0.585
slayer	vrah	0.041	0.930	0.661
sleaze	trápení	0.312	0.538	0.405
sleazy	špinavý	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	sáňkování	0.625	0.547	0.422
sledge	sáně	0.646	0.500	0.361
sledgehammer	perlík	0.449	0.479	0.482
sleek	elegantní	0.750	0.484	0.643
sleep	spát	0.719	0.090	0.339
sleeper	spáč	0.640	0.154	0.254
sleeping	spací	0.704	0.091	0.312
sleepless	bezesný	0.213	0.410	0.207
sleeplessness	nespavost	0.104	0.604	0.202
sleepover	přespání	0.815	0.519	0.340
sleepy	ospalý	0.604	0.125	0.250
sleepyhead	ospalec	0.327	0.350	0.294
sleet	plískanice	0.410	0.355	0.395
sleeve	rukáv	0.531	0.270	0.273
sleeveless	bez rukávů	0.638	0.290	0.200
sleigh	sáně	0.742	0.551	0.396
sleight	skákání	0.719	0.677	0.379
slender	štíhlý	0.812	0.548	0.664
sleuth	detektiv	0.460	0.633	0.676
slice	plátek	0.583	0.375	0.303
slick	úhledný	0.388	0.383	0.349
slicker	slicker	0.727	0.387	0.519
slide	skluzavka	0.615	0.435	0.432
slider	posuvník	0.585	0.491	0.518
sliding	posuvné	0.356	0.730	0.491
slight	mírné	0.521	0.240	0.155
slight anticipation	mírné očekávání	0.562	0.490	0.445
slight disgust	mírné znechucení	0.156	0.578	0.318
slight surprise	nepatrné překvapení	0.677	0.746	0.557
slight trust	mírná důvěra	0.306	0.400	0.245
slightly	mírně	0.470	0.274	0.255
slightly negative	mírně negativní	0.190	0.472	0.259
slightly positive	mírně pozitivní	0.792	0.480	0.567
slim	štíhlý	0.562	0.180	0.296
slime	sliz	0.300	0.370	0.183
slimy	sliznatý	0.177	0.500	0.309
sling	sling	0.417	0.423	0.404
slingshot	prak	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	uklouznutí	0.316	0.714	0.321
slipper	papuče	0.635	0.298	0.245
slippers	bačkory	0.573	0.413	0.236
slippery	kluzký	0.219	0.740	0.343
slit	štěrbina	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	flákač	0.275	0.365	0.300
slobber	slintání	0.350	0.375	0.278
slogan	heslo	0.550	0.216	0.564
sloop	šalupa	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	sklon	0.347	0.438	0.279
sloppy	nedbalý	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	lenochod	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	slough	0.265	0.390	0.200
slow	pomalý	0.357	0.073	0.131
slowly	pomalu	0.427	0.185	0.295
slowness	pomalost	0.302	0.212	0.191
sludge	kal	0.354	0.396	0.229
slug	slimák	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	pomalý	0.224	0.124	0.155
sluice	stavidlo	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	spánek	0.592	0.191	0.426
slump	pokles	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	rozbředlý sníh	0.427	0.283	0.296
slut	coura	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	mazaný	0.573	0.690	0.750
smack	plácnutí	0.323	0.662	0.381
small	malý	0.542	0.205	0.120
smaller	menší	0.300	0.310	0.179
smallest	nejmenší	0.281	0.340	0.129
smallpox	neštovice	0.156	0.583	0.222
smart	chytrý	0.906	0.607	0.923
smartass	chytrák	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	inteligentní	0.673	0.510	0.848
smash	rozbít	0.195	0.692	0.530
smashed	rozbité	0.143	0.660	0.256
smattering	smettering	0.448	0.460	0.500
smear	nátěr	0.230	0.433	0.400
smell	čich	0.510	0.520	0.330
smelling	vonící	0.458	0.481	0.349
smelly	páchnoucí	0.100	0.528	0.245
smelt	koruška	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	usměj se	0.906	0.598	0.618
smiled	usmál se	0.949	0.530	0.536
smiles	úsměvy	0.892	0.606	0.607
smiley	smajlík	0.865	0.470	0.571
smiling	usmívající se	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	bít	0.303	0.846	0.682
smith	Kovář	0.677	0.333	0.529
smithereens	kousíčky	0.281	0.561	0.409
smitten	smetten	0.153	0.760	0.204
smock	halena	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	kouř	0.188	0.500	0.391
smoker	kuřák	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	kouření	0.176	0.557	0.384
smoky	zakouřený	0.459	0.420	0.327
smoldering	doutnající	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	hladký	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	hladce	0.821	0.134	0.488
smoothness	hladkost	0.833	0.221	0.412
smother	udusit	0.292	0.685	0.420
smudge	zamazat	0.327	0.429	0.245
smug	samolibý	0.198	0.552	0.587
smuggle	pašovat	0.194	0.775	0.570
smuggler	pašerák	0.062	0.867	0.645
smuggling	pašování	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	Svačina	0.646	0.407	0.345
snacks	občerstvení	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	zádrhel	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	hlemýžď	0.480	0.104	0.296
snake	had	0.276	0.750	0.549
snakes	hadi	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	elegantní	0.573	0.592	0.418
snapshot	momentka	0.573	0.578	0.588
snare	snare	0.229	0.850	0.466
snarl	vrčet	0.430	0.787	0.455
snarling	zavrčel	0.312	0.704	0.491
snatch	úryvek	0.219	0.861	0.691
snatcher	únosce	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	žalobníček	0.281	0.745	0.449
sneaker	teniska	0.794	0.479	0.389
sneakers	tenisky	0.604	0.548	0.349
sneaking	plakat	0.203	0.755	0.545
sneaky	záludný	0.240	0.740	0.560
sneer	úšklebek	0.133	0.755	0.345
sneeze	kýchnutí	0.271	0.442	0.336
sneezing	kýchání	0.434	0.570	0.345
snicker	hihňání	0.708	0.693	0.409
snide	sarkastický	0.186	0.723	0.455
sniff	čichat	0.396	0.500	0.318
snip	stříhat	0.417	0.327	0.268
snipe	útočit	0.198	0.915	0.491
sniper	odstřelovač	0.167	0.870	0.853
snippet	fragmentu	0.612	0.410	0.368
snippy	ústřižkový	0.418	0.491	0.481
snitch	práskač	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	podřimovat	0.235	0.357	0.282
snore	chrápání	0.245	0.610	0.481
snorkel	šnorchl	0.510	0.470	0.327
snort	šňupat	0.469	0.531	0.413
snot	sopel	0.214	0.340	0.269
snotty	arogantní	0.180	0.382	0.200
snout	čenich	0.276	0.385	0.241
snow	sníh	0.667	0.363	0.309
snowball	sněhová koule	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboardista	0.719	0.754	0.545
snowday	snowday	0.602	0.500	0.440
snowfall	sněžení	0.675	0.280	0.455
snowflake	sněhová vločka	0.748	0.192	0.260
snowing	sněžení	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	sněhulák	0.776	0.291	0.323
snowplow	sněžný pluh	0.449	0.480	0.493
snowstorm	chumelenice	0.204	0.833	0.629
snowy	zasněžený	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	vyčerpaný	0.265	0.528	0.279
snuff	šňupací tabák	0.357	0.470	0.377
snug	pohodlný	0.867	0.173	0.500
snuggle	přitulit se	0.781	0.390	0.350
snuggled	přitahoval	0.552	0.439	0.314
snuggles	trápení	0.670	0.340	0.287
snuggling	trápení	0.683	0.585	0.373
soak	namočit	0.480	0.370	0.240
soaked	namočený	0.365	0.462	0.358
soaking	namáčení	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	mýdlo	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	mýdlové	0.552	0.373	0.355
soar	stoupat	0.790	0.740	0.718
soaring	stoupající	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	střízlivý	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	střízlivost	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	fotbal	0.698	0.837	0.644
sociable	společenský	0.854	0.459	0.627
social	sociální	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socialismus	0.510	0.500	0.560
socialist	socialista	0.448	0.400	0.543
socialite	prominent	0.684	0.668	0.570
socialize	socializovat	0.907	0.683	0.726
society	společnost	0.674	0.464	0.782
sociology	sociologie	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	ponožka	0.500	0.167	0.290
socket	zásuvka	0.583	0.469	0.377
sod	drn	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodování	0.240	0.500	0.400
sodium	sodík	0.490	0.340	0.291
sofa	gauč	0.583	0.106	0.263
soft	měkký	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	změkčit	0.694	0.194	0.392
softener	změkčovač	0.745	0.300	0.373
softening	měknutí	0.700	0.255	0.361
softly	měkce	0.517	0.206	0.304
softness	měkkost	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	mokrý	0.312	0.350	0.241
sohappy	tak šťastný	0.949	0.673	0.681
soil	půda	0.350	0.180	0.356
soiled	znečištěné	0.106	0.529	0.213
soiree	večírek	0.729	0.692	0.578
sojourn	pobyt	0.514	0.243	0.509
solace	útěcha	0.776	0.294	0.453
solar	sluneční	0.622	0.452	0.645
solarium	solárium	0.602	0.356	0.421
solder	pájka	0.439	0.510	0.611
soldering	pájení	0.573	0.536	0.538
soldier	voják	0.392	0.708	0.768
sole	jediný	0.427	0.194	0.279
solemn	slavnostní	0.708	0.370	0.709
solicit	požádat	0.620	0.490	0.604
solicitation	poptávka	0.612	0.519	0.415
solicitor	advokát	0.600	0.479	0.802
solid	pevný	0.667	0.304	0.763
solidarity	solidarita	0.792	0.407	0.781
solidification	tuhnutí	0.480	0.500	0.827
solidified	ztuhlé	0.633	0.415	0.745
solidify	ztuhnout	0.583	0.318	0.754
solidity	pevnost	0.745	0.444	0.850
solitaire	solitér	0.365	0.227	0.279
solitary	osamělý	0.224	0.202	0.268
solitude	samota	0.208	0.226	0.358
solo	sólo	0.438	0.190	0.325
solubility	rozpustnost	0.506	0.360	0.442
soluble	rozpustný	0.542	0.272	0.409
solucky	tak šťastný	0.573	0.529	0.615
solution	řešení	0.790	0.339	0.664
solve	řešit	0.656	0.530	0.688
solvency	platební schopnost	0.604	0.296	0.605
solvent	solventní	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatická	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	nějaké očekávání	0.423	0.482	0.472
some disgust	některé znechucení	0.094	0.657	0.321
some surprise	nějaké překvapení	0.827	0.849	0.500
some trust	nějakou důvěru	0.594	0.451	0.547
somersault	salto	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	poněkud negativní	0.208	0.480	0.150
somewhat positive	poněkud pozitivní	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	syn	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonáta	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	píseň	0.854	0.413	0.500
songwriter	písničkář	0.844	0.558	0.713
sonic	zvukový	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonet	0.718	0.294	0.404
sonorous	zvučný	0.646	0.580	0.442
soot	saze	0.375	0.328	0.292
soothe	uklidnit	0.817	0.194	0.412
soothing	uklidňující	0.625	0.179	0.519
sophisticated	sofistikovaný	0.865	0.481	0.845
sophistication	sofistikovanost	0.792	0.472	0.704
sophomore	druhého ročníku	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	rozměklý	0.510	0.355	0.297
soprano	soprán	0.552	0.550	0.685
sorcerer	kouzelník	0.377	0.633	0.632
sorcery	čarodějnictví	0.279	0.740	0.640
sordid	sordidní	0.219	0.555	0.447
sore	bolest	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	špatně	0.284	0.727	0.370
soreness	bolestivost	0.113	0.843	0.302
sorghum	ciroku	0.469	0.358	0.420
sorority	sorority	0.635	0.637	0.627
sorrow	zármutek	0.052	0.235	0.164
sorrowful	smutný	0.049	0.422	0.163
sorry	Promiňte	0.406	0.362	0.212
sort	třídění	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	třídění	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	tak děsivé	0.301	0.660	0.414
soslow	tak pomalý	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
