Word	Maltese-mt	Valence	Arousal	Dominance
stat	stat	0.479	0.460	0.395
state	Stat	0.562	0.320	0.604
stately	stately	0.830	0.728	0.915
statement	stqarrija	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	stateside	0.643	0.480	0.708
statesman	statesman	0.510	0.490	0.736
static	statiku	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statiċi	0.542	0.290	0.527
station	istazzjon	0.688	0.367	0.519
stationary	stazzjonarju	0.408	0.240	0.484
stationery	kartolerija	0.570	0.120	0.455
statistic	statistika	0.508	0.420	0.609
statistical	statistika	0.714	0.353	0.627
statistician	statistiku	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statwarja	0.561	0.281	0.500
statue	istatwa	0.542	0.153	0.570
statuette	statwetta	0.677	0.433	0.518
stature	istatura	0.470	0.353	0.664
status	l-istatus	0.658	0.377	0.588
statute	statut	0.592	0.330	0.673
statutory	statutorji	0.510	0.376	0.539
staunch	qalbu	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	waqfa	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	qagħad	0.497	0.270	0.395
stays	soġġorni	0.633	0.363	0.564
stead	minflok	0.551	0.214	0.510
steadfast	sod	0.771	0.433	0.800
steady	stabbli	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	steal	0.021	0.856	0.528
stealing	serq	0.086	0.913	0.455
stealth	stealth	0.520	0.270	0.452
stealthily	sigriet	0.763	0.294	0.458
stealthy	sigriet	0.380	0.363	0.534
steam	fwar	0.469	0.413	0.421
steamboat	steamboat	0.708	0.500	0.633
steamer	steamer	0.510	0.442	0.528
steaming	fwar	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	steamship	0.469	0.490	0.569
steamy	steamy	0.479	0.538	0.445
steel	azzar	0.521	0.420	0.714
steep	wieqaf	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	steer	0.469	0.490	0.527
steering	tmexxija	0.580	0.431	0.660
stellar	stellari	0.796	0.580	0.769
stem	zokk	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	stensil	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	pass	0.531	0.321	0.347
stepdaughter	stepdaughter	0.510	0.510	0.432
stepfather	stepfather	0.396	0.491	0.611
stepmother	stepmother	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	passi	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	sterjoskopiku	0.363	0.417	0.574
stereotype	sterjotip	0.151	0.422	0.612
stereotyped	sterjotipat	0.375	0.510	0.436
sterile	sterili	0.302	0.471	0.291
sterility	sterilità	0.201	0.519	0.414
sterilize	sterilizza	0.406	0.510	0.520
sterling	sterlina	0.529	0.481	0.615
stern	poppa	0.552	0.394	0.415
sternum	l-isternu	0.520	0.422	0.436
steroid	sterojdi	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	steward	0.633	0.238	0.550
stewardess	stewardess	0.625	0.491	0.491
stewardship	amministrazzjoni	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	stick	0.396	0.364	0.382
sticker	stiker	0.583	0.306	0.346
sticking	teħel	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	stikka	0.453	0.537	0.434
sticky	twaħħal	0.385	0.569	0.292
stiff	iebes	0.158	0.459	0.569
stiffen	stiffen	0.360	0.582	0.719
stiffness	ebusija	0.323	0.500	0.657
stifle	toqrob	0.240	0.764	0.427
stifled	sfurzat	0.229	0.731	0.193
stifling	toqgħod	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	twelid	0.092	0.809	0.291
stillborn	imwielda mejta	0.271	0.519	0.337
stillness	nuqqas ta 'saħħa	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	stimulant	0.441	0.794	0.745
stimulate	jistimula	0.792	0.798	0.754
stimulating	stimulanti	0.740	0.804	0.809
stimulation	stimulazzjoni	0.708	0.821	0.702
stimulus	stimulu	0.771	0.779	0.750
sting	sting	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	stinging	0.260	0.730	0.459
stingy	stingy	0.094	0.548	0.283
stink	stink	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	stinking	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	stipendju	0.604	0.546	0.614
stipulate	jistipulaw	0.570	0.546	0.623
stipulation	stipulation	0.469	0.622	0.654
stir	ħawwad	0.448	0.773	0.453
stirring	tħawwad	0.582	0.702	0.558
stitch	stitch	0.306	0.538	0.357
stitching	ħjata	0.510	0.382	0.345
stock	stokk	0.594	0.418	0.407
stockade	stockade	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	stockholder	0.573	0.625	0.716
stocking	ħażna	0.594	0.324	0.688
stockings	kalzetti	0.458	0.365	0.382
stockpile	ħażna	0.542	0.315	0.425
stockroom	kamra tal-ħażna	0.562	0.312	0.406
stocks	ħażniet	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	seraq	0.135	0.760	0.384
stolen	misruqa	0.156	0.646	0.308
stomach	stonku	0.367	0.402	0.438
stomachache	stomachache	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	ġebla	0.216	0.183	0.561
stoned	stoned	0.177	0.796	0.375
stonewall	stonewall	0.337	0.457	0.655
stoneware	stoneware	0.458	0.300	0.443
stony	ġeblija	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	ippurgar	0.448	0.269	0.302
stools	ippurgar	0.459	0.382	0.327
stoop	stoop	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	waqfa	0.280	0.510	0.490
stopover	waqfien	0.531	0.327	0.575
stoppage	waqfien	0.224	0.491	0.445
stopper	tapp	0.365	0.336	0.390
stopping	waqfien	0.388	0.382	0.473
stopwatch	istopwatch	0.469	0.521	0.482
storage	ħażna	0.698	0.406	0.564
store	maħżen	0.646	0.538	0.407
storefront	Storefront	0.580	0.217	0.457
storehouse	maħżen	0.570	0.250	0.491
storeroom	maħżen	0.560	0.217	0.588
storing	ħażna	0.630	0.378	0.548
storm	maltempata	0.188	0.940	0.543
storming	tempesta	0.265	0.910	0.669
stormy	maltemp	0.146	0.870	0.562
story	storja	0.653	0.406	0.704
storybook	storybook	0.854	0.306	0.383
storyteller	l-istejjer	0.730	0.357	0.462
storytelling	stejjer	0.643	0.375	0.472
stound	stound	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	stufi	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	dritta	0.667	0.298	0.669
straighten	straighten	0.677	0.500	0.685
straightforward	sempliċi	0.780	0.150	0.380
straightway	minnufih	0.667	0.444	0.565
strain	razza	0.190	0.750	0.380
strained	tensjoni	0.122	0.656	0.580
strait	strett	0.438	0.433	0.412
straitjacket	stretjacket	0.224	0.719	0.579
straits	stretti	0.408	0.269	0.410
strand	linja	0.396	0.406	0.538
stranded	stranded	0.292	0.459	0.219
strange	strambi	0.314	0.663	0.395
stranger	barrani	0.330	0.449	0.302
strangle	strangle	0.094	0.927	0.527
strangulation	strangolazzjoni	0.040	0.886	0.542
strap	ċinga	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	strapping	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	strateġiku	0.786	0.708	0.861
strategist	strategist	0.571	0.594	0.810
strategy	strateġija	0.704	0.667	0.858
stratification	stratifikazzjoni	0.531	0.490	0.651
stratosphere	stratosfera	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	tiben	0.480	0.290	0.163
strawberry	frawli	0.833	0.270	0.336
stray	jinqerdu	0.133	0.760	0.281
streak	Streak	0.440	0.608	0.511
streaked	streaked	0.458	0.426	0.393
stream	nixxiegħa	0.449	0.537	0.559
streamer	streamer	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	tissimplifika	0.656	0.573	0.618
street	triq	0.594	0.324	0.398
streetcar	streetcar	0.390	0.569	0.566
streetlight	fanal tad-dawl	0.673	0.268	0.390
strength	saħħa	0.802	0.682	0.858
strengthen	isaħħu	0.802	0.796	0.971
strengthening	tisħiħ	0.913	0.627	0.945
strenuous	sturdament	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stress	0.173	0.843	0.317
stressed	enfasizzat	0.167	0.740	0.502
stresses	jenfasizza	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stressanti	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	filwaqt li tenfasizza	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	stretch	0.604	0.578	0.500
stretcher	streċer	0.438	0.196	0.295
stricken	milquta	0.163	0.720	0.368
strict	stretti	0.500	0.646	0.878
stride	L-isturdament	0.490	0.670	0.434
strife	konflitti	0.344	0.898	0.630
strike	strajk	0.271	0.811	0.571
strikeout	strikeout	0.316	0.520	0.371
striker	attakkant	0.500	0.589	0.696
striking	impressjonanti	0.357	0.827	0.657
strikingly	impressjonanti	0.690	0.684	0.811
string	spag	0.385	0.398	0.445
strings	kordi	0.457	0.292	0.355
stringy	strinġenti	0.430	0.510	0.527
strip	strixxa	0.427	0.500	0.436
stripe	strixxa	0.629	0.302	0.361
striped	strixxat	0.344	0.373	0.385
stripped	imqaxxar	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	striptease	0.607	0.918	0.608
strive	tistinka	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	stroke	0.562	0.440	0.570
stroll	stroll	0.745	0.415	0.444
stroller	stroller	0.786	0.398	0.314
strolling	strolling	0.755	0.515	0.340
strong	qawwija	0.912	0.745	0.895
stronghold	stronghold	0.708	0.636	0.954
strongly	bil-qawwa	0.630	0.817	0.885
structural	strutturali	0.582	0.425	0.690
structure	struttura	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	ġlieda	0.365	0.820	0.741
strut	strut	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	stubble	0.333	0.442	0.264
stubborn	rasu iebsa	0.157	0.702	0.575
stubbornness	stubbornness	0.156	0.673	0.508
stubby	stubby	0.417	0.370	0.393
stucco	stokk	0.439	0.292	0.279
stuck	mwaħħla	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	studded	0.396	0.412	0.425
student	student	0.634	0.318	0.537
studied	studjat	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	studju	0.653	0.361	0.768
stuff	għalf	0.622	0.367	0.263
stuffed animal	annimal mimli	0.684	0.255	0.306
stuffing	mili	0.417	0.324	0.304
stuffy	misdud	0.323	0.615	0.406
stumble	stumble	0.153	0.716	0.259
stump	stump	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	storduti	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	sturdament	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	stunted	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	istopazzjoni	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	stupendous	0.823	0.690	0.798
stupid	stupid	0.133	0.510	0.200
stupidity	stupidity	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	b'saħħtu	0.580	0.642	0.824
sturgeon	sturjun	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	stil	0.745	0.472	0.586
styling	grafika	0.823	0.378	0.652
stylish	stylish	0.885	0.490	0.689
stylist	Stylist	0.760	0.445	0.500
suave	sofor	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomiku	0.385	0.538	0.491
subcommittee	sottokumitat	0.396	0.467	0.600
subconscious	subkonxju	0.531	0.375	0.415
subcutaneous	taħt il-ġilda	0.396	0.444	0.376
subdivide	suddivide	0.538	0.433	0.348
subdivision	suddiviżjoni	0.592	0.455	0.430
subduction	subduzzjoni	0.350	0.569	0.445
subdue	subdue	0.275	0.640	0.784
subdued	mrażżna	0.236	0.463	0.223
subdural	subdurali	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	suġġett	0.602	0.344	0.558
subjected	soġġett	0.286	0.520	0.221
subjection	suġġezzjoni	0.354	0.408	0.539
subjective	suġġettiv	0.510	0.350	0.432
subjugation	subjugation	0.280	0.610	0.377
sublet	sublet	0.469	0.551	0.545
sublevel	sub-livell	0.365	0.298	0.333
sublimation	sublimazzjoni	0.510	0.390	0.538
sublime	sublimi	0.784	0.333	0.585
subliminal	subliminali	0.410	0.528	0.464
submarine	sottomarini	0.572	0.481	0.549
submerge	immerger	0.517	0.643	0.456
submerged	mgħaddsa	0.337	0.528	0.357
submersible	sommerġibbli	0.406	0.459	0.540
submission	sottomissjoni	0.531	0.580	0.633
submissive	sottomessa	0.480	0.217	0.173
submit	ibgħat	0.635	0.448	0.500
submitting	sottomissjoni	0.667	0.610	0.611
subordinate	subordinat	0.276	0.392	0.121
subordination	subordinazzjoni	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	taħrika	0.281	0.634	0.555
subscribe	tabbona	0.660	0.344	0.591
subscriber	abbonat	0.562	0.398	0.570
subscription	sottoskrizzjoni	0.583	0.333	0.651
subsequence	sussegwenza	0.438	0.510	0.413
subsequent	sussegwenti	0.449	0.385	0.400
subsequently	sussegwentement	0.380	0.337	0.336
subservient	subservient	0.255	0.402	0.339
subset	subsett	0.429	0.358	0.404
subside	naqas	0.375	0.308	0.209
subsidence	sussidjar	0.320	0.509	0.452
subsidiary	sussidjarja	0.541	0.295	0.500
subsidize	tissussidja	0.604	0.615	0.589
subsidy	sussidju	0.573	0.462	0.517
subsist	jeżistu	0.573	0.418	0.472
subsistence	sussistenza	0.510	0.404	0.491
subsoil	sottoswol	0.429	0.240	0.382
subspace	subspace	0.470	0.453	0.475
substance	sustanza	0.615	0.422	0.528
substandard	mhux normali	0.235	0.333	0.150
substantial	sostanzjali	0.590	0.490	0.690
substantially	sostanzjalment	0.646	0.471	0.684
substantiate	tissostanzja	0.531	0.549	0.636
substantive	sostantiv	0.500	0.350	0.455
substation	sottotazzjoni	0.469	0.461	0.491
substitute	sostitut	0.427	0.406	0.398
substituted	sostitwit	0.271	0.545	0.394
substitution	sostituzzjoni	0.406	0.480	0.353
substructure	sottostruttura	0.441	0.358	0.587
subterranean	taħt l-art	0.469	0.306	0.432
subtext	subttest	0.635	0.276	0.412
subtitle	sottotitolu	0.445	0.202	0.347
subtle	sottili	0.708	0.167	0.228
subtlety	sottili	0.615	0.176	0.363
subtract	naqqas	0.208	0.330	0.283
subtraction	tnaqqis	0.163	0.382	0.349
subtype	sottotip	0.427	0.296	0.420
suburb	subborg	0.354	0.566	0.441
suburban	suburbani	0.439	0.450	0.453
suburbia	suburbia	0.438	0.490	0.421
suburbs	subborgi	0.510	0.571	0.286
subversion	subversjoni	0.347	0.608	0.415
subversive	subversiv	0.198	0.765	0.500
subvert	sullibit	0.357	0.557	0.536
subway	subway	0.418	0.300	0.464
succeed	tirnexxi	0.926	0.755	0.926
succeeding	warajha	0.867	0.755	0.849
success	suċċess	0.959	0.880	0.981
successful	suċċess	0.949	0.724	0.938
succession	suċċessjoni	0.698	0.481	0.587
successive	suċċessivi	0.635	0.471	0.518
successor	suċċessur	0.729	0.531	0.648
succinct	fil-qosor	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	sukkulenti	0.823	0.538	0.556
succumb	jirnexxielhomx	0.202	0.787	0.292
suck	terda '	0.344	0.706	0.377
sucker	ġungla	0.265	0.393	0.204
sucking	irdigħ	0.227	0.528	0.377
suckling	treddigħ	0.596	0.558	0.518
sucks	sucks	0.115	0.683	0.302
suction	ġbid tal-arja	0.460	0.593	0.526
sudden	f'daqqa	0.449	0.660	0.435
suddenly	f'daqqa waħda	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	sue	0.219	0.731	0.679
suede	Suede	0.542	0.259	0.259
suffer	ibatu	0.082	0.910	0.259
sufferer	jbatu	0.156	0.690	0.278
suffering	tbatija	0.020	0.719	0.235
suffice	huwa biżżejjed	0.643	0.326	0.504
sufficiency	suffiċjenza	0.594	0.438	0.576
sufficient	biżżejjed	0.833	0.330	0.588
sufficiently	biżżejjed	0.776	0.367	0.714
suffix	suffiss	0.430	0.420	0.364
suffocate	soffokat	0.219	0.764	0.440
suffocating	soffokanti	0.133	0.774	0.429
suffocation	soffokazzjoni	0.020	0.830	0.462
sugar	zokkor	0.896	0.382	0.402
suggest	jissuġġerixxu	0.573	0.471	0.517
suggestion	suġġeriment	0.646	0.365	0.558
suggestive	suġġestiva	0.552	0.500	0.555
suicidal	suwiċidju	0.021	0.867	0.382
suicide	suwiċidju	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	suit	0.776	0.282	0.482
suitable	xieraq	0.792	0.298	0.722
suitcase	Bagalja	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	pretendent	0.708	0.639	0.546
sulfate	sulfat	0.427	0.352	0.429
sulfur	kubrit	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sullen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	kubrit	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	sultry	0.735	0.696	0.627
sum	somma	0.792	0.340	0.420
summarily	sommarjament	0.469	0.431	0.543
summarize	sommarju	0.590	0.323	0.471
summary	sommarju	0.729	0.260	0.427
summation	summation	0.766	0.337	0.594
summer	sajf	0.812	0.373	0.550
summerhouse	summerhouse	0.796	0.308	0.443
summertime	sajf	0.837	0.500	0.455
summit	summit	0.625	0.618	0.764
summon	imlaqqa	0.521	0.560	0.664
summons	taħrika	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	sommuż	0.698	0.550	0.555
sun	xemx	0.877	0.400	0.681
sunbeam	raġġ tax-xemx	0.729	0.440	0.505
sunburn	ħruq mix-xemx	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	il-Ħadd	0.776	0.196	0.394
sundial	sundial	0.643	0.225	0.406
sundown	sundown	0.812	0.276	0.445
sundry	Diversi	0.543	0.369	0.407
sunflower	ġirasol	0.878	0.231	0.270
sunglass	glassglass	0.684	0.264	0.324
sunglasses	nuċċalijiet tax-xemx	0.844	0.443	0.364
sunk	għereq	0.146	0.531	0.185
sunken	imxerred	0.103	0.476	0.173
sunless	mingħajr xemx	0.245	0.280	0.273
sunlight	dawl tax-xemx	0.906	0.407	0.639
sunny	xemxi	0.740	0.348	0.481
sunrise	tluq mix-xemx	0.823	0.347	0.640
sunroof	xemx tas-saqaf	0.681	0.325	0.425
sunscreen	protezzjoni mix-xemx	0.656	0.387	0.462
sunset	nżul ix-xemx	0.875	0.231	0.298
sunshine	xemx	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	Sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	superannwazzjoni	0.448	0.412	0.562
superb	superb	0.980	0.708	0.852
superficial	superfiċjali	0.357	0.407	0.309
superfluous	superfluwa	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	superhuman	0.810	0.745	0.895
superimposed	superimpost	0.490	0.529	0.683
superintendent	superintendent	0.592	0.570	0.942
superior	superjuri	0.801	0.697	0.940
superiority	superjorità	0.582	0.602	0.959
superlative	superlativ	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	supernaturali	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superposizzjoni	0.480	0.570	0.806
superpower	superpotenza	0.806	0.784	0.972
supersede	jieħu postu	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	superstition	0.177	0.640	0.418
superstitious	superstitjuż	0.281	0.545	0.514
superstore	superstore	0.719	0.600	0.640
supervise	tissorvelja	0.698	0.555	0.889
supervision	superviżjoni	0.459	0.578	0.825
supervisor	superviżur	0.615	0.479	0.933
supper	supper	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	supplant	0.344	0.558	0.463
supple	suppli	0.812	0.528	0.436
supplement	suppliment	0.745	0.406	0.491
supplemental	supplimentari	0.604	0.404	0.555
supplementary	supplimentari	0.625	0.352	0.541
supplication	suppli	0.469	0.570	0.309
supplier	fornitur	0.615	0.462	0.736
supplies	provvisti	0.698	0.390	0.595
supply	provvista	0.708	0.519	0.603
support	appoġġ	0.811	0.472	0.737
supported	appoġġjat	0.853	0.408	0.613
supporter	sostenitur	0.721	0.510	0.698
supporters	partitarji	0.763	0.539	0.558
supporting	appoġġ	0.634	0.490	0.764
supportive	ta 'appoġġ	0.875	0.420	0.635
suppose	nassumu	0.551	0.343	0.348
supposed	suppost	0.296	0.378	0.379
supposing	suppost	0.449	0.451	0.357
supposition	suppożizzjoni	0.531	0.408	0.526
suppress	trażżan	0.281	0.559	0.509
suppression	trażżin	0.267	0.541	0.537
supremacy	supremazija	0.794	0.706	0.943
supreme	suprem	0.812	0.700	0.974
supremely	supremely	0.833	0.725	0.897
surcharge	soprataxxa	0.375	0.528	0.500
sure	żgur	0.724	0.270	0.793
surety	garanzija	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	wiċċ	0.448	0.375	0.604
surfboard	surfboard	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	żieda qawwija	0.449	0.684	0.500
surgeon	kirurgu	0.500	0.598	0.793
surgery	kirurġija	0.286	0.769	0.600
surgical	kirurġiċi	0.327	0.696	0.723
surly	surly	0.221	0.469	0.493
surmise	issimplix	0.529	0.400	0.347
surname	kunjom	0.670	0.250	0.493
surpassing	taqbeż	0.719	0.660	0.720
surplus	eċċess	0.602	0.680	0.630
surprise	sorpriża	0.875	0.875	0.562
surprised	sorpriż	0.784	0.855	0.539
surprises	sorprizi	0.875	0.769	0.632
surprising	sorprendenti	0.888	0.790	0.692
surprisingly	b'mod sorprendenti	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	konsenja	0.115	0.396	0.186
surrendering	ċediment	0.198	0.411	0.245
surrogate	surrogat	0.406	0.590	0.472
surround	surround	0.542	0.623	0.627
surrounding	madwar	0.531	0.422	0.669
surroundings	inħawi	0.600	0.346	0.492
surveillance	sorveljanza	0.365	0.720	0.718
survey	stħarriġ	0.580	0.357	0.379
surveying	surveying	0.488	0.455	0.682
surveyor	surveyor	0.545	0.337	0.648
survival	sopravivenza	0.541	0.798	0.879
survive	jgħixu	0.770	0.824	0.726
surviving	superstiti	0.646	0.836	0.721
survivor	sopravissut	0.677	0.750	0.815
susceptibility	suxxettibilità	0.458	0.627	0.364
susceptible	suxxettibbli	0.438	0.449	0.304
sushi	Sushi	0.698	0.343	0.394
suspect	suspett	0.133	0.750	0.509
suspected	suspettat	0.173	0.755	0.452
suspend	tissospendi	0.240	0.320	0.368
suspended	sospiż	0.224	0.402	0.368
suspenders	suspenders	0.391	0.333	0.500
suspense	suspense	0.286	0.775	0.402
suspension	sospensjoni	0.288	0.530	0.426
suspicion	suspett	0.204	0.711	0.377
suspicions	suspetti	0.208	0.745	0.500
suspicious	suspettuż	0.153	0.745	0.431
sustain	isostnu	0.635	0.358	0.593
sustained	sostnut	0.649	0.340	0.580
sustenance	sosteniment	0.820	0.519	0.679
suture	sutura	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	tibla '	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	swamp	0.245	0.425	0.235
swamped	swamped	0.156	0.480	0.270
swampy	swampy	0.306	0.390	0.412
swan	swan	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	tpartit	0.552	0.500	0.509
swarm	swarm	0.302	0.735	0.458
swarming	swarming	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	tbandil	0.690	0.596	0.721
swear	naħlef	0.601	0.577	0.658
swearing	ġurament	0.333	0.559	0.586
sweat	għaraq	0.388	0.579	0.297
sweater	sweater	0.704	0.245	0.295
sweating	għaraq	0.292	0.667	0.265
sweatshirt	sweatshirt	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	sweaty	0.281	0.540	0.304
sweep	kines	0.448	0.385	0.383
sweeper	sweeper	0.470	0.549	0.414
sweeping	knis	0.344	0.431	0.355
sweet	ħelu	0.668	0.418	0.382
sweeten	ħlewwa	0.908	0.455	0.423
sweetened	ħelu	0.940	0.461	0.398
sweetener	ħlewwa	0.670	0.333	0.330
sweetest	ħelu	0.959	0.500	0.370
sweetheart	sweetheart	0.959	0.423	0.509
sweetie	sweetie	0.990	0.549	0.560
sweetness	ħlewwa	0.906	0.474	0.528
sweets	ħelu	0.910	0.422	0.321
swell	jintefħu	0.360	0.679	0.348
swelling	nefħa	0.323	0.608	0.250
sweltering	sweltering	0.204	0.644	0.362
swerve	swerve	0.276	0.612	0.357
swift	malajr	0.760	0.776	0.698
swiftly	malajr	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	jgħum	0.688	0.461	0.529
swimmer	swimmer	0.657	0.698	0.610
swimming	għawm	0.760	0.559	0.524
swimsuit	swimsuit	0.740	0.373	0.269
swindle	swindle	0.122	0.740	0.439
swindler	swindler	0.125	0.721	0.575
swine	majjali	0.340	0.519	0.277
swing	jitbandal	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	jitbandal	0.656	0.510	0.312
swipe	swipe	0.573	0.450	0.266
swirl	dawwar	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	jaqilbu	0.500	0.538	0.509
switchblade	switchblade	0.357	0.596	0.528
switchboard	swiċċbord	0.571	0.519	0.558
swivel	iduru	0.562	0.480	0.500
swollen	minfuħin	0.236	0.510	0.277
swoon	swoon	0.292	0.510	0.160
swoop	swoop	0.479	0.618	0.446
sword	xabla	0.438	0.653	0.713
swordfish	pixxispad	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	swordsman	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	sillaba	0.448	0.250	0.417
syllabus	sillabu	0.736	0.370	0.643
symbiotic	simbijotiku	0.832	0.425	0.406
