Word	Kyrgyz-ky	Valence	Arousal	Dominance
summation	ролун	0.766	0.337	0.594
summer	жай	0.812	0.373	0.550
summerhouse	жайкы үй	0.796	0.308	0.443
summertime	жайкы	0.837	0.500	0.455
summit	чоку	0.625	0.618	0.764
summon	чакыруу	0.521	0.560	0.664
summons	сотко чакыруу	0.552	0.604	0.598
sumo	сумо	0.480	0.394	0.564
sump	тунма	0.365	0.451	0.340
sumptuous	кыскартуу	0.698	0.550	0.555
sun	күн	0.877	0.400	0.681
sunbeam	нурлары тартылган	0.729	0.440	0.505
sunburn	күнгө күйүү	0.061	0.755	0.447
sundae	Кулон	0.743	0.414	0.404
sunday	Жекшемби	0.776	0.196	0.394
sundial	сундук	0.643	0.225	0.406
sundown	Күн баткандан кийин	0.812	0.276	0.445
sundry	ар кандай	0.543	0.369	0.407
sunflower	карама	0.878	0.231	0.270
sunglass	көз айнек	0.684	0.264	0.324
sunglasses	электрогитара	0.844	0.443	0.364
sunk	батты	0.146	0.531	0.185
sunken	кургашы;	0.103	0.476	0.173
sunless	Барашек Шон	0.245	0.280	0.273
sunlight	күн нуру	0.906	0.407	0.639
sunny	ачык	0.740	0.348	0.481
sunrise	күндүн чыгышы	0.823	0.347	0.640
sunroof	люктарын	0.681	0.325	0.425
sunscreen	Селексии	0.656	0.387	0.462
sunset	күндүн батышы	0.875	0.231	0.298
sunshine	күндүн нуру	0.885	0.297	0.769
suntan	белбоо	0.620	0.510	0.366
sunup	келген турбайбы	0.760	0.304	0.620
sup	Sup	0.551	0.358	0.385
super	супер	0.844	0.663	0.780
superannuation	пенсиялык	0.448	0.412	0.562
superb	мыкты	0.980	0.708	0.852
superficial	сырткы	0.357	0.407	0.309
superfluous	ашыкча	0.316	0.469	0.393
superhero	Супер каарман	0.910	0.820	0.893
superhuman	тыш	0.810	0.745	0.895
superimposed	үйүлөт	0.490	0.529	0.683
superintendent	учура-	0.592	0.570	0.942
superior	жогору	0.801	0.697	0.940
superiority	артыкчылык	0.582	0.602	0.959
superlative	Бакберген	0.714	0.566	0.737
superman	Супермен	0.945	0.794	0.929
supermarket	супермаркет	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	тыш	0.622	0.824	0.733
supernova	Supernova	0.729	0.673	0.827
superposition	суперпозиция	0.480	0.570	0.806
superpower	эбегейсиз күч	0.806	0.784	0.972
supersede	алмаштырат	0.479	0.510	0.518
superstar	Superstar	0.885	0.860	0.880
superstition	ырым-жырым	0.177	0.640	0.418
superstitious	ырым-жырым	0.281	0.545	0.514
superstore	супермаркеттер	0.719	0.600	0.640
supervise	кароолчу	0.698	0.555	0.889
supervision	көзөмөлдөө	0.459	0.578	0.825
supervisor	көзөмөлдөөчү аял	0.615	0.479	0.933
supper	кечки тамак	0.708	0.429	0.552
suppertime	Сапэтайм	0.792	0.388	0.461
supplant	Түртүп	0.344	0.558	0.463
supple	ийкемдүү	0.812	0.528	0.436
supplement	кошумча	0.745	0.406	0.491
supplemental	кошумча	0.604	0.404	0.555
supplementary	кошумча	0.625	0.352	0.541
supplication	сурануу	0.469	0.570	0.309
supplier	жабдуучу	0.615	0.462	0.736
supplies	берүүлөр	0.698	0.390	0.595
supply	жабдуу	0.708	0.519	0.603
support	колдоо	0.811	0.472	0.737
supported	колдоо	0.853	0.408	0.613
supporter	багуучу	0.721	0.510	0.698
supporters	жактоочулары	0.763	0.539	0.558
supporting	колдоо	0.634	0.490	0.764
supportive	колдоо	0.875	0.420	0.635
suppose	эсептөө	0.551	0.343	0.348
supposed	калп	0.296	0.378	0.379
supposing	ойлоп	0.449	0.451	0.357
supposition	ойлогондун	0.531	0.408	0.526
suppress	басуу	0.281	0.559	0.509
suppression	бөгөт коюу	0.267	0.541	0.537
supremacy	артыкчылык	0.794	0.706	0.943
supreme	улуу	0.812	0.700	0.974
supremely	чексиз	0.833	0.725	0.897
surcharge	ашыра жүктөө	0.375	0.528	0.500
sure	ишенимдүү	0.724	0.270	0.793
surety	кепилдик	0.776	0.365	0.750
surf	Surf	0.847	0.650	0.500
surface	жер үстүндөгү	0.448	0.375	0.604
surfboard	серфинг үчүн такта	0.729	0.730	0.387
surfer	серфер	0.704	0.701	0.554
surge	толкунунун	0.449	0.684	0.500
surgeon	хирург	0.500	0.598	0.793
surgery	хирургия	0.286	0.769	0.600
surgical	хирургииялык	0.327	0.696	0.723
surly	уятсыздык	0.221	0.469	0.493
surmise	ойлоп	0.529	0.400	0.347
surname	атасынын аты	0.670	0.250	0.493
surpassing	мыкты	0.719	0.660	0.720
surplus	ашыкча	0.602	0.680	0.630
surprise	күтүлбөстүк	0.875	0.875	0.562
surprised	күтүлбөгөн	0.784	0.855	0.539
surprises	күтүлгөндөй	0.875	0.769	0.632
surprising	таң калтырган	0.888	0.790	0.692
surprisingly	Ошондуктан	0.847	0.793	0.819
surreal	сюрреализм	0.550	0.529	0.670
surrender	багынуу	0.115	0.396	0.186
surrendering	багындыруу	0.198	0.411	0.245
surrogate	орсок	0.406	0.590	0.472
surround	курчоо	0.542	0.623	0.627
surrounding	курчап	0.531	0.422	0.669
surroundings	г.	0.600	0.346	0.492
surveillance	көзөмөлдөө	0.365	0.720	0.718
survey	сурамжылоо	0.580	0.357	0.379
surveying	геодезиялык	0.488	0.455	0.682
surveyor	иликтөөчү	0.545	0.337	0.648
survival	тирүү калуу	0.541	0.798	0.879
survive	тирүү калуу	0.770	0.824	0.726
surviving	аман калган	0.646	0.836	0.721
survivor	тирүү калган аял	0.677	0.750	0.815
susceptibility	жалганчы	0.458	0.627	0.364
susceptible	сезгич	0.438	0.449	0.304
sushi	суши	0.698	0.343	0.394
suspect	шектүү	0.133	0.750	0.509
suspected	шектүү	0.173	0.755	0.452
suspend	токтотуу	0.240	0.320	0.368
suspended	убактылуу токтотулган	0.224	0.402	0.368
suspenders	кескин азайды	0.391	0.333	0.500
suspense	белгисиздик	0.286	0.775	0.402
suspension	токтотуу	0.288	0.530	0.426
suspicion	шек	0.204	0.711	0.377
suspicions	жоктугу	0.208	0.745	0.500
suspicious	шектүү	0.153	0.745	0.431
sustain	күч	0.635	0.358	0.593
sustained	туруктуу	0.649	0.340	0.580
sustenance	ичкенге тамагыбыз,	0.820	0.519	0.679
suture	көктөлгөн	0.240	0.510	0.510
suv	олен	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	идиштерден	0.470	0.364	0.259
swag	табылга	0.656	0.676	0.654
swagger	жерде +	0.333	0.731	0.538
swallow	жута	0.466	0.608	0.436
swami	Сиерра Леонада күн	0.510	0.547	0.491
swamp	саз	0.245	0.425	0.235
swamped	Элди тараткандан кийин	0.156	0.480	0.270
swampy	саздак	0.306	0.390	0.412
swan	ак куу	0.781	0.225	0.357
swank	Колдуэлл	0.490	0.500	0.442
swap	алмашуу	0.552	0.500	0.509
swarm	уюк	0.302	0.735	0.458
swarming	жайнаган	0.375	0.600	0.435
swastika	Гарринин	0.316	0.472	0.491
swat	калайын	0.380	0.694	0.571
sway	оой	0.690	0.596	0.721
swear	ант	0.601	0.577	0.658
swearing	ант берүү	0.333	0.559	0.586
sweat	тер	0.388	0.579	0.297
sweater	свитер	0.704	0.245	0.295
sweating	тердөө	0.292	0.667	0.265
sweatshirt	небо	0.510	0.368	0.353
sweatshop	көтөртпөй	0.385	0.797	0.602
sweaty	тердеп,	0.281	0.540	0.304
sweep	шашып өтүү	0.448	0.385	0.383
sweeper	борбру	0.470	0.549	0.414
sweeping	жапырган	0.344	0.431	0.355
sweet	таттуу	0.668	0.418	0.382
sweeten	кызбы	0.908	0.455	0.423
sweetened	таттуу	0.940	0.461	0.398
sweetener	Sweetener	0.670	0.333	0.330
sweetest	таттуу	0.959	0.500	0.370
sweetheart	Жылдыз	0.959	0.423	0.509
sweetie	шириним	0.990	0.549	0.560
sweetness	таттуу	0.906	0.474	0.528
sweets	таттуу	0.910	0.422	0.321
swell	үйлөө	0.360	0.679	0.348
swelling	шишик	0.323	0.608	0.250
sweltering	ысыгынан	0.204	0.644	0.362
swerve	адаштырба	0.276	0.612	0.357
swift	Күлүк	0.760	0.776	0.698
swiftly	тез	0.660	0.885	0.618
swig	чоң ууртам	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	сүзүү	0.688	0.461	0.529
swimmer	сүзгүч	0.657	0.698	0.610
swimming	сүзүү	0.760	0.559	0.524
swimsuit	крсный	0.740	0.373	0.269
swindle	көбөйтүү	0.122	0.740	0.439
swindler	митайым	0.125	0.721	0.575
swine	чочко	0.340	0.519	0.277
swing	термелүү	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	бүктөлмө	0.656	0.510	0.312
swipe	серпүү	0.573	0.450	0.266
swirl	Айланма	0.490	0.726	0.639
swish	Дай жару!	0.562	0.510	0.474
switch	өчүрүп күйгүзгүч	0.500	0.538	0.509
switchblade	Александр	0.357	0.596	0.528
switchboard	Switchboard	0.571	0.519	0.558
swivel	кесуучу	0.562	0.480	0.500
swollen	шишиген	0.236	0.510	0.277
swoon	суусаганынан	0.292	0.510	0.160
swoop	кычап	0.479	0.618	0.446
sword	кылыч	0.438	0.653	0.713
swordfish	Swordfish	0.564	0.520	0.442
swordplay	поток	0.616	0.750	0.528
swordsman	Танюшка	0.395	0.857	0.696
sycamore	анжир	0.500	0.401	0.527
syllable	муун	0.448	0.250	0.417
syllabus	дарс программасы	0.736	0.370	0.643
symbiotic	симбиоздук	0.832	0.425	0.406
symbol	белги	0.643	0.388	0.527
symbolic	символдук	0.670	0.385	0.574
symbolically	каймана мааниде	0.582	0.385	0.648
symbolism	каймана маанидеги	0.688	0.347	0.640
symbolize	билдирет	0.633	0.327	0.673
symmetric	симметриялуу	0.745	0.212	0.588
symmetrical	симметриялуу	0.542	0.263	0.569
symmetry	симметриялуу	0.604	0.274	0.500
sympathetic	санаалаш	0.796	0.434	0.609
sympathize	жан тартуу	0.770	0.627	0.644
sympathy	жан тартуу	0.827	0.497	0.634
symphonic	болат	0.775	0.545	0.566
symphony	гуслинин	0.765	0.490	0.600
symposium	симпозиум	0.573	0.394	0.644
symptom	белги	0.380	0.529	0.434
symptomatic	симптоматикалык	0.367	0.434	0.491
synagogue	синагога	0.531	0.300	0.544
synapse	синапс	0.660	0.471	0.491
synaptic	кичинекей	0.573	0.553	0.622
sync	синхрондоштуруу	0.802	0.440	0.670
synchronize	синхрондоштуруу	0.781	0.361	0.654
synchronous	синхрондуу	0.600	0.538	0.545
syncope	syncope	0.245	0.538	0.398
syndicate	синдикат	0.439	0.491	0.673
syndrome	синдром	0.229	0.510	0.246
synergistic	синергетикалык	0.571	0.550	0.547
synergy	биргелешкен	0.667	0.510	0.720
synod	Synod	0.469	0.377	0.574
synonym	окшоштук	0.615	0.210	0.433
synonymous	синоним	0.480	0.323	0.400
synopsis	кинорежиссерлордун	0.541	0.390	0.482
synoptic	синоптикалык	0.561	0.510	0.596
syntax	синтаксиси	0.531	0.346	0.559
synthesis	синтези	0.604	0.315	0.377
synthesizer	синтезатор	0.500	0.410	0.592
synthetic	жасалма	0.396	0.350	0.519
syphilis	котон жара	0.071	0.606	0.245
syringe	шприц	0.250	0.680	0.330
syrup	шире	0.620	0.223	0.318
system	система	0.615	0.346	0.764
systematic	систематикалык	0.617	0.444	0.594
systematically	системалуу	0.690	0.390	0.651
t-shirt	Т-рубашка	0.815	0.286	0.284
tab	табулатура	0.594	0.208	0.308
tabasco	Кетчуп	0.375	0.546	0.404
tabby	табби	0.510	0.426	0.387
tabernacle	Жыйын чатыры	0.408	0.480	0.605
table	стол	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	окуганда	0.480	0.165	0.215
tablespoon	кашык	0.490	0.353	0.245
tablet	таблеткадан	0.562	0.330	0.438
tableware	айнуу	0.677	0.250	0.276
tabloid	гезит	0.438	0.365	0.444
taboo	тыюу салынган	0.198	0.794	0.482
tabular	түрүндөгү	0.438	0.330	0.462
tabulate	эсепт	0.480	0.403	0.598
tabulation	жыйынтык чыгаруу	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	унчукпоо	0.459	0.340	0.473
tack	бөркү чоң мык	0.365	0.431	0.431
tackle	чечүү	0.365	0.686	0.569
tackled	тапшырмалар	0.438	0.612	0.569
tackling	издешүүдө	0.480	0.694	0.613
tacky	Жабышып	0.245	0.490	0.373
taco	тако	0.561	0.353	0.277
tact	адептүүлүк	0.550	0.417	0.417
tactful	адептүү	0.704	0.292	0.537
tactic	тактика	0.531	0.434	0.798
tactical	убактылуу	0.594	0.481	0.684
tactics	тактика	0.583	0.676	0.774
tactile	кёзъ начар	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	көнөк	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	ландыши	0.448	0.431	0.204
tag	теги	0.612	0.353	0.375
tail	куйрук	0.480	0.272	0.293
tailed	куйруктуу	0.438	0.358	0.351
tailgate	Tailgate	0.323	0.340	0.398
tailings	калдыктарды сактоочу	0.439	0.311	0.446
taillight	арткы жарык	0.479	0.367	0.283
tailor	кийим тигүүчү	0.573	0.206	0.450
tailoring	жараша өзгөртүп	0.673	0.540	0.566
tailpipe	tailpipe	0.460	0.429	0.409
taint	кайырлуу	0.141	0.425	0.226
take	кабыл алуу	0.828	0.537	0.348
takeoff	учуп чыгуу	0.755	0.884	0.626
takeout	алып чыгып	0.736	0.392	0.368
takeover	өзүңө ал	0.663	0.531	0.861
taker	баш калкалай	0.375	0.521	0.618
talcum	талк	0.500	0.196	0.291
tale	аңгеме	0.663	0.300	0.336
talent	талант	0.959	0.607	0.811
talented	таланттуу	0.939	0.635	0.938
talisman	талисман	0.704	0.542	0.642
talk	сүйлөшүү	0.833	0.346	0.594
talkative	сүйлөшкөн	0.562	0.673	0.535
talker	айпай	0.500	0.604	0.552
tall	бийик	0.725	0.591	0.538
tallies	уруулары	0.551	0.290	0.402
tallow	ылайга	0.344	0.283	0.290
tally	саны	0.542	0.420	0.518
talon	Талон	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	дап	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	Tamer	0.385	0.783	0.815
taming	багындыра	0.569	0.514	0.575
tamper	Суйунбай	0.184	0.802	0.545
tampon	басуу	0.396	0.394	0.345
tan	күнгө күйүү	0.643	0.460	0.444
tandem	тандем	0.552	0.406	0.485
tang	Tang	0.594	0.383	0.340
tangent	жаныма	0.573	0.373	0.454
tangerine	мандарины	0.571	0.271	0.395
tangible	материалдык	0.646	0.350	0.679
tangle	өрүлбөгөн	0.354	0.545	0.254
tangled	чаташкан	0.260	0.539	0.316
tango	танго	0.622	0.560	0.430
tank	танк	0.431	0.454	0.634
tank top	танк жогорку	0.610	0.371	0.371
tanker	нефть ташуучу кеме	0.520	0.647	0.713
tanned	куйгон	0.615	0.550	0.491
tantalizing	тийерлик	0.525	0.788	0.625
tantamount	барабар	0.633	0.288	0.670
tantrum	чыр	0.219	0.817	0.404
taoism	даосизм	0.490	0.250	0.456
tap	жапкыч	0.461	0.370	0.349
tape	сызма	0.531	0.277	0.254
tape measure	блокнот	0.406	0.250	0.360
taper	конус	0.541	0.410	0.415
tapering	жашарышын	0.344	0.380	0.237
tapestry	тукаба	0.520	0.176	0.362
tapeworm	курт	0.357	0.334	0.331
tapioca	тапиока	0.594	0.297	0.324
taps	чорголор	0.448	0.378	0.409
tar	кара май	0.438	0.440	0.570
tarantula	бөйөн	0.260	0.718	0.544
tardiness	кечигүү	0.296	0.452	0.260
tardy	Рене	0.204	0.592	0.293
target	бута	0.633	0.573	0.798
targeted	максаттуу	0.573	0.537	0.573
targeting	багытталган	0.510	0.420	0.580
tariff	бажы	0.459	0.402	0.491
tarmac	жайдан	0.357	0.302	0.398
tarnish	түшүрүшү	0.204	0.441	0.342
tarot	төлгө	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	калгыла	0.392	0.413	0.388
tart	Тарт	0.719	0.380	0.219
tartan	Tartan	0.448	0.423	0.389
tartar	Кыргыз жигит	0.214	0.351	0.212
task	маселе	0.550	0.353	0.500
tassel	.Үрөн	0.552	0.330	0.307
taste	кооздук сезим	0.802	0.406	0.465
tasteful	кооздук сезими менен жасалган	0.918	0.458	0.625
tasteless	даамсыз	0.146	0.196	0.148
tasting	даамын	0.781	0.603	0.600
tasty	даамдуу	0.959	0.786	0.555
tat	ък	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	ийне менен териге сүрөт тартуу	0.490	0.602	0.525
taught	үйрөттү	0.814	0.481	0.642
taunt	ылакап	0.083	0.696	0.355
taupe	Taupe	0.406	0.340	0.386
taut	жебени	0.432	0.704	0.457
tavern	бириктирүү	0.516	0.577	0.475
tawdry	-сыпыр	0.375	0.510	0.398
tawny	кылчудай	0.551	0.398	0.400
tax	салык	0.260	0.481	0.534
taxed	салык	0.255	0.456	0.500
taxi	такси	0.542	0.362	0.430
taxicab	такси	0.479	0.430	0.355
taxonomy	систематикасы	0.370	0.410	0.630
taxpayer	салык төлөөчү	0.592	0.528	0.647
tea	чай	0.698	0.163	0.370
teach	окутуу	0.840	0.510	0.852
teacher	мугалим	0.760	0.404	0.885
teaching	окутуу	0.822	0.444	0.736
teacup	Чыны	0.633	0.135	0.277
teahouse	ШОУ	0.802	0.314	0.288
teal	чүрөк	0.540	0.293	0.321
team	команда	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	командалашы	0.865	0.449	0.660
teamwork	биргелешкен иш	0.918	0.490	0.773
teapot	чайнек	0.479	0.110	0.309
tear	көз жаш	0.404	0.620	0.327
tearful	Көздөрүнө жаш	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	салаалап	0.167	0.473	0.216
tease	чатакташуу	0.317	0.790	0.432
teaser	тизер	0.510	0.558	0.534
teasing	тентектигине	0.235	0.725	0.352
teaspoon	чай кашык	0.521	0.330	0.221
teat	эмчектин учу	0.612	0.469	0.328
teatime	Teatime	0.847	0.159	0.339
tech	технология	0.684	0.491	0.732
technical	техникалык	0.510	0.490	0.736
technicality	формалдуу жак	0.632	0.471	0.661
technician	техник	0.592	0.510	0.713
technique	техника	0.760	0.414	0.593
techno	техно	0.561	0.539	0.500
technological	технологиялык	0.680	0.452	0.815
technology	технология	0.776	0.490	0.825
ted	TED	0.712	0.453	0.336
teddy bear	мамалак	0.890	0.170	0.192
tedious	Уикипедияны жакшыртуу	0.104	0.406	0.241
tedium	эриктирме	0.224	0.331	0.298
tee	Tee	0.459	0.373	0.377
teeming	быкпырдай кайнаган	0.582	0.550	0.727
teen	Өспүрүмдөр	0.729	0.531	0.568
teenage	өспүрүм	0.667	0.673	0.558
teenager	өспүрүм кыз	0.781	0.593	0.527
teens	өспүрүмдөр	0.653	0.660	0.440
teensy	дуйносу	0.520	0.427	0.347
teeny	куюлган	0.427	0.418	0.216
teeth	тиштери	0.520	0.388	0.427
teething	жарган	0.396	0.471	0.474
teflon	болуш	0.354	0.245	0.434
telegram	телеграмма	0.561	0.542	0.550
telegraph	телеграф	0.594	0.423	0.400
telekinesis	телекинездин	0.582	0.646	0.667
telemetry	телеметриясын	0.460	0.382	0.611
telepathic	потап	0.602	0.490	0.642
telepathy	детск	0.594	0.510	0.588
telephone	телефон	0.694	0.520	0.425
telescope	телескоп	0.531	0.340	0.500
telescopic	телескопиялык	0.490	0.290	0.660
telethon	Telethon	0.643	0.641	0.473
teletype	телетайпограмма	0.532	0.392	0.455
televised	сыналгы	0.625	0.519	0.518
television	телекөрсөтүү	0.633	0.391	0.547
tell	айтып	0.551	0.350	0.457
teller	Банкоматтардын	0.500	0.395	0.443
telling	айтып	0.719	0.441	0.527
telltale	пломбаларды	0.240	0.663	0.426
temp	темп	0.490	0.440	0.314
temper	жүрүш-туруш	0.633	0.623	0.818
tempera	температурасы	0.458	0.318	0.245
temperament	темпераментин	0.420	0.625	0.703
temperamental	темпераменттүү	0.316	0.774	0.608
temperance	поборники	0.500	0.294	0.639
temperate	мелүүн	0.469	0.394	0.593
temperature	температура	0.521	0.559	0.473
tempered	мүнөзү	0.583	0.437	0.667
tempest	бороон	0.245	0.843	0.653
template	шаблон	0.479	0.311	0.411
temple	ибадаткана	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	убактылуу	0.500	0.413	0.360
temporarily	убактылуу	0.500	0.365	0.373
temporary	убактылуу	0.458	0.415	0.324
tempt	азгыруу	0.210	0.677	0.500
temptation	азгыруу	0.365	0.817	0.560
tempting	азгыруучу	0.615	0.740	0.519
temptress	ролинде	0.427	0.787	0.667
ten	он	0.562	0.260	0.406
tenable	барбайт	0.741	0.412	0.636
tenacious	тайманбас	0.724	0.658	0.692
tenacity	бойлору	0.740	0.657	0.889
tenancy	ижара	0.500	0.458	0.605
tenant	жалдаган аял	0.385	0.360	0.398
tend	жакын	0.604	0.398	0.412
tendency	көрүнүш	0.684	0.500	0.675
tender	назик	0.630	0.520	0.509
tenderfoot	tenderfoot	0.469	0.421	0.438
tenderness	Боорукердик	0.949	0.276	0.367
tending	жайып	0.622	0.556	0.594
tendon	тарамыш	0.341	0.271	0.463
tenement	эртеё	0.470	0.384	0.550
tenet	анчалык	0.667	0.333	0.636
tenets	баалуулуктарынын	0.734	0.357	0.667
tenfold	эсеге	0.469	0.418	0.500
tennis	теннис	0.622	0.519	0.431
tenor	тенор	0.587	0.451	0.500
tense	чак	0.396	0.439	0.655
tensile	музоо	0.458	0.510	0.618
tension	чымыркануу	0.304	0.810	0.529
tent	чатыр	0.510	0.275	0.333
tentacle	сезүүчү	0.370	0.559	0.398
tentative	сыноо	0.582	0.657	0.534
tenth	онунчу	0.510	0.349	0.382
tenths	буудай унун	0.406	0.294	0.284
tenuous	деле	0.398	0.263	0.276
tenure	Мөөнөтүм	0.615	0.472	0.611
tepee	Tepee	0.500	0.337	0.373
tepid	жылуу	0.337	0.327	0.237
tequila	текила	0.612	0.710	0.536
teriyaki	Teriyaki	0.646	0.449	0.431
term	мөөнөт	0.450	0.255	0.598
terminal	акыркы пункт	0.316	0.434	0.483
terminate	токтотуу	0.171	0.410	0.441
termination	чек коюу	0.344	0.472	0.545
terminator	терминатор	0.370	0.663	0.737
terminology	терминология	0.612	0.284	0.566
terminus	тараптагы	0.281	0.382	0.615
termite	термит	0.265	0.480	0.408
terms	шарттары	0.490	0.362	0.645
tern	берилъъчъ	0.573	0.365	0.309
ternary	Үчилтик	0.550	0.406	0.480
terrace	веранда	0.615	0.269	0.411
terrain	район	0.540	0.300	0.472
terrestrial	жер бетиндеги	0.542	0.413	0.582
terrible	коркунучтуу	0.061	0.849	0.604
terribly	коркуткан	0.061	0.731	0.430
terrier	Terrier	0.562	0.540	0.431
terrific	коркунучтуу	0.859	0.650	0.821
terrified	коркуп	0.090	0.902	0.387
terrifies	үркүткөн	0.083	0.923	0.500
terrify	коркутуу	0.052	0.889	0.509
terrifying	коркунучтуу	0.031	0.836	0.602
territorial	аймактык	0.405	0.600	0.766
territory	территория	0.625	0.469	0.676
terror	террор	0.069	0.902	0.415
terrorism	терроризм	0.060	0.971	0.673
terrorist	террористтик	0.019	0.930	0.679
terrorists	террорчулар	0.062	0.967	0.688
terrorize	коркутуу	0.041	0.907	0.577
terse	кыска	0.542	0.393	0.409
tertiary	үчүнчү	0.500	0.350	0.431
test	текшерүү	0.449	0.500	0.509
testament	мурас	0.594	0.420	0.806
testicle	жумуртка	0.458	0.651	0.410
testicular	колу-	0.388	0.680	0.453
testify	күбөлөндүрүп турат	0.521	0.650	0.741
testimonial	аттестат	0.541	0.538	0.750
testimony	күбөлөрдүн көрсөтмөсу	0.615	0.578	0.643
testosterone	тестостерон	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	селейме	0.133	0.577	0.368
tether	бөлүшүү	0.323	0.620	0.407
tethered	бөлүшүү	0.260	0.472	0.351
tetrahedral	кремний-	0.595	0.468	0.423
text	текст	0.604	0.157	0.402
textbook	окуу китеби	0.622	0.235	0.526
textile	текстилдик	0.604	0.235	0.395
textural	textural	0.660	0.296	0.445
texture	текстура	0.615	0.215	0.412
tgif	TGiF	0.542	0.471	0.436
thank	рахмат	0.958	0.353	0.526
thankful	ыраазы	0.969	0.344	0.714
thankgod	Кудайга ыраазычылык	0.823	0.451	0.466
thanking	Шyгyр кылган	0.917	0.538	0.658
thankless	жакшылыкты билбеген	0.146	0.500	0.497
thanks	рахмат	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	ыраазычылык	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	Thatch	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	ээрүү	0.438	0.321	0.327
theater	театр	0.760	0.635	0.516
theatrical	театр	0.720	0.690	0.546
theatrics	зоок уюштуруу	0.694	0.539	0.486
thebest	мыкты	0.760	0.596	0.719
theft	уурулук	0.135	0.867	0.394
theism	материализм	0.460	0.431	0.481
theistic	теисттик	0.397	0.365	0.509
thelife	жашоо	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	тема	0.541	0.176	0.427
theocracy	теократия	0.490	0.427	0.722
theocratic	теократиялык	0.380	0.480	0.605
theologian	теолог	0.521	0.304	0.759
theological	теологиялык	0.480	0.363	0.683
theology	теология	0.448	0.330	0.711
theorem	теоремасы	0.500	0.296	0.615
theoretical	теориялык	0.615	0.270	0.546
theory	теория	0.583	0.314	0.529
therapeutic	дарылоо	0.625	0.275	0.680
therapeutics	дарыланууга	0.552	0.343	0.625
therapist	логопед	0.468	0.430	0.679
therapy	дарылануу	0.490	0.353	0.607
thereabouts	ошонун тегерегинде	0.427	0.365	0.285
thereof	анын	0.542	0.265	0.281
therewith	бүтүмдөр	0.462	0.317	0.398
thermal	жылуулук	0.480	0.360	0.509
thermocouple	термопар	0.406	0.406	0.422
thermodynamics	термодинамика	0.510	0.594	0.678
thermometer	жылуулукту өлчөгүч	0.400	0.327	0.473
thermos	сыкма	0.582	0.255	0.328
thermostat	термостат	0.439	0.480	0.321
thesaurus	тезаурус	0.520	0.480	0.509
thesis	тезис	0.583	0.582	0.552
thick	жоон	0.449	0.433	0.596
thicken	коюлануу	0.406	0.398	0.509
thickening	коюуланып	0.448	0.355	0.434
thicket	Thicket	0.385	0.373	0.324
thickness	туурасы	0.552	0.370	0.443
thief	ууру аял	0.088	0.888	0.443
thigh	сан	0.469	0.433	0.588
thimble	оймок	0.490	0.192	0.218
thin	арык	0.469	0.337	0.356
thing	буюм	0.449	0.222	0.260
things	нерселер	0.519	0.250	0.368
thingy	нерсе	0.458	0.312	0.158
think	ойлоо	0.786	0.408	0.618
thinker	ойчул	0.706	0.386	0.764
thinking	ой жүгүртүү	0.720	0.308	0.595
third	үчүнчү	0.551	0.187	0.304
thirds	үчтөн экиси	0.402	0.327	0.345
thirst	аңкоо	0.298	0.519	0.307
thirsty	суусап	0.281	0.660	0.310
thirteen	он үч	0.459	0.385	0.331
thirteenth	он үчүнчү	0.408	0.330	0.425
thirty	отуз	0.562	0.349	0.316
thistle	коко	0.427	0.423	0.357
thither	жакка	0.500	0.270	0.316
thong	Тонг	0.467	0.596	0.269
thorn	тикенек	0.296	0.541	0.427
thorny	тикенектүү	0.177	0.690	0.500
