Word	Georgian-ka	Valence	Arousal	Dominance
uninspired	შეუძლებელია	0.163	0.243	0.260
unintelligible	გაუგებარია	0.208	0.472	0.283
unintended	გაუთვალისწინებელი	0.438	0.385	0.349
unintentional	უნებლიე	0.333	0.538	0.306
unintentionally	უნებლიედ	0.460	0.490	0.286
uninterested	უინტერესოა	0.365	0.240	0.328
uninteresting	უინტერესო	0.153	0.235	0.228
uninterrupted	უწყვეტი	0.500	0.434	0.527
uninvited	დაუზუსტებელი	0.090	0.385	0.307
union	კავშირი	0.854	0.226	0.766
unique	უნიკალური	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	უნისონში	0.510	0.439	0.583
unit	ერთეული	0.562	0.235	0.578
unitary	უნიტარული	0.531	0.239	0.641
unite	გაერთიანდეს	0.781	0.375	0.610
united	ერთიანი	0.781	0.431	0.783
unity	ერთიანობა	0.837	0.288	0.658
universal	უნივერსალური	0.802	0.417	0.833
universality	უნივერსალობა	0.796	0.410	0.840
universe	სამყარო	0.694	0.454	0.839
university	უნივერსიტეტი	0.735	0.574	0.741
unjust	უსამართლო	0.115	0.625	0.278
unjustifiable	გაუმართლებელი	0.115	0.596	0.394
unjustified	დაუსაბუთებელი	0.288	0.541	0.314
unkind	უმანკო	0.135	0.409	0.310
unknowable	შეუცნობელი	0.347	0.540	0.396
unknown	უცნობი	0.357	0.450	0.204
unlawful	უკანონო	0.094	0.759	0.402
unleash	გაუხსნელი	0.479	0.775	0.559
unlicensed	არალიცენზირებული	0.306	0.574	0.196
unlike	განსხვავებით	0.439	0.439	0.418
unlikely	ნაკლებად სავარაუდოა	0.271	0.293	0.245
unlimited	შეუზღუდავი	0.750	0.623	0.679
unlisted	unlisted	0.365	0.265	0.218
unload	გადატვირთვა	0.656	0.639	0.573
unloaded	გადმოტვირთული	0.469	0.380	0.331
unlock	ზარალი	0.582	0.442	0.592
unlucky	უიღბლო	0.073	0.395	0.198
unmanageable	უმართავი	0.177	0.666	0.482
unmanned	უპილოტოა	0.235	0.441	0.324
unmarked	ამოუცნობი	0.416	0.294	0.433
unmarried	გაუთხოვარი	0.438	0.480	0.545
unmask	unmask	0.323	0.690	0.520
unmatched	შეუსაბამო	0.776	0.536	0.771
unmistakable	არასწორი	0.602	0.571	0.765
unmitigated	არატოკვატური	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	უცნობი	0.316	0.189	0.284
unnatural	არაბუნებრივი	0.153	0.587	0.434
unnecessary	არასაჭირო	0.219	0.358	0.190
unneeded	unneeded	0.177	0.375	0.245
unnoticed	შეუმჩნეველი	0.302	0.440	0.260
unnumbered	უნომრო	0.406	0.255	0.331
unobserved	დაუცველი	0.398	0.255	0.257
unobstructed	unobstructed	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	დაუცველი	0.258	0.245	0.412
unofficial	არაოფიციალური	0.260	0.302	0.255
unopened	გაუხსნელი	0.542	0.340	0.265
unopposed	უპასუხო	0.615	0.375	0.537
unordered	უწესრიგო	0.224	0.482	0.190
unorganised	არაორგანიზებული	0.250	0.500	0.212
unorganized	არაორგანიზებული	0.260	0.657	0.173
unorthodox	არაორდინალური	0.340	0.480	0.441
unpack	ამოაარქივეთ	0.531	0.528	0.445
unpaid	გადაუხდელი	0.300	0.413	0.365
unparalleled	შეუდარებელი	0.708	0.306	0.538
unpleasant	უსიამოვნო	0.122	0.612	0.185
unpleasantness	უსიამოვნო	0.062	0.724	0.264
unplug	unplug	0.239	0.441	0.404
unplugged	unplugged	0.367	0.375	0.318
unpopular	არაპოპულარული	0.073	0.441	0.164
unprecedented	უპრეცედენტო	0.500	0.491	0.658
unpredictable	არაპროგნოზირებადი	0.429	0.769	0.515
unprepared	მოუმზადებელი	0.204	0.450	0.152
unpretentious	unpretentious	0.510	0.296	0.410
unproductive	არაპროდუქტიული	0.100	0.324	0.237
unprofessional	არაპროფესიონალური	0.042	0.370	0.170
unprofitable	წამგებიანი	0.163	0.376	0.217
unprotected	დაუცველი	0.150	0.582	0.197
unproven	დაუმტკიცებელი	0.296	0.427	0.216
unprovoked	არაპროვოცირებული	0.565	0.327	0.385
unpublished	გამოუქვეყნებელი	0.406	0.480	0.481
unpunished	დაუსჯელი	0.292	0.594	0.519
unqualified	არაკვალიფიციური	0.170	0.433	0.173
unquestionable	უდავოა	0.469	0.450	0.843
unquestionably	უდავოა	0.500	0.630	0.750
unquestioned	უპასუხოდ	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	ამოვიცნოთ	0.378	0.598	0.455
unreachable	მიუწვდომელია	0.208	0.679	0.557
unread	წაუკითხავი	0.458	0.240	0.214
unreal	არარეალურია	0.173	0.431	0.296
unrealistic	არარეალურია	0.229	0.500	0.245
unreasonable	დაუსაბუთებელი	0.115	0.702	0.264
unrecorded	unrecorded	0.241	0.351	0.350
unregistered	არარეგისტრირებული	0.255	0.337	0.266
unregulated	არარეგულირებადი	0.344	0.454	0.421
unrelated	არ უკავშირდება	0.302	0.270	0.264
unrelenting	უადგილოა	0.500	0.790	0.875
unreliable	არასანდო	0.108	0.480	0.240
unremarkable	არარაციონალური	0.271	0.155	0.230
unrepentant	უპასუხისმგებლო	0.240	0.445	0.413
unrequited	unrequited	0.143	0.441	0.179
unresolved	გადაუჭრელი	0.135	0.441	0.173
unresponsive	უპასუხო	0.108	0.282	0.244
unrest	არეულობა	0.102	0.577	0.231
unrestrained	შეუზღუდავი	0.385	0.775	0.627
unrestricted	შეუზღუდავი	0.698	0.458	0.644
unromantic	არარომანული	0.208	0.316	0.307
unruly	ურჩი	0.240	0.745	0.547
unsafe	არაეფექტური	0.115	0.562	0.147
unsanitary	არასწორი	0.063	0.592	0.269
unsatisfactory	არადამაკმაყოფილებელი	0.122	0.520	0.189
unsatisfied	უკმაყოფილო	0.200	0.547	0.241
unsavory	არასასურველი	0.071	0.637	0.353
unscathed	unscathed	0.625	0.308	0.611
unscheduled	არ არის დაგეგმილი	0.312	0.436	0.300
unscientific	არა სამეცნიერო	0.396	0.317	0.321
unscrew	unscrew	0.333	0.462	0.396
unscrupulous	არაკეთილსინდისიერი	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	უხილავი	0.427	0.351	0.421
unselfish	უანგარო	0.615	0.353	0.377
unsettled	გადაუჭრელია	0.208	0.647	0.170
unsightly	არაორაზროვნად	0.226	0.559	0.373
unsolicited	არასასურველი	0.094	0.339	0.280
unsolved	გადაუჭრელია	0.146	0.390	0.235
unsophisticated	არაფორმალური	0.327	0.491	0.339
unsound	სუსტი	0.146	0.222	0.272
unspeakable	დაუჯერებელი	0.327	0.567	0.393
unspecified	დაუზუსტებელი	0.240	0.365	0.165
unspoken	უპასუხო	0.177	0.260	0.208
unstable	არასტაბილურია	0.167	0.587	0.150
unsteady	არასტაბილური	0.122	0.500	0.190
unstoppable	შეუჩერებელი	0.625	0.887	0.862
unsuccessful	წარუმატებელი	0.140	0.318	0.106
unsuitable	უვარგისი	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	unsupervised	0.478	0.481	0.442
unsupported	მხარდაუჭერელი	0.260	0.450	0.221
unsure	არ არის დარწმუნებული	0.143	0.580	0.217
unsurpassed	unsurpassed	0.694	0.569	0.798
unsuspecting	unsuspecting	0.302	0.509	0.413
unsustainable	არამდგრადი	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	არაპროფესიური	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	მიუწვდომელია	0.143	0.637	0.425
untested	არასწორი	0.302	0.296	0.348
unthinkable	წარმოუდგენელია	0.365	0.480	0.481
untidy	შეუძლებელია	0.106	0.610	0.254
untie	უცებ	0.542	0.463	0.472
untimely	უადგილოა	0.245	0.676	0.233
untitled	უსათაურო	0.213	0.240	0.240
untold	untold	0.240	0.367	0.191
untouchable	ხელშეუხებელი	0.490	0.602	0.683
untouched	ხელშეუხებელი	0.531	0.276	0.600
untoward	უპასუხო	0.122	0.555	0.291
untraceable	არასწორი	0.321	0.674	0.574
untrained	არაზუსტი	0.149	0.529	0.282
untranslated	თარგმნილი არ არის	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	სიცრუეა	0.031	0.500	0.188
untrustworthy	არასანდო	0.097	0.449	0.287
unturned	გაუქმებული	0.312	0.255	0.316
unused	გამოუყენებელი	0.344	0.231	0.234
unusual	უჩვეულო	0.429	0.433	0.361
unusually	უჩვეულოდ	0.385	0.406	0.358
unutterable	შეუძლებელია	0.406	0.592	0.538
unveil	წარმოგიდგენთ	0.439	0.442	0.562
unveiling	გამოაშკარავებას	0.569	0.570	0.675
unverified	გადაუმოწმებელი	0.214	0.365	0.180
unwanted	არასასურველი	0.177	0.546	0.205
unwarranted	დაუსაბუთებელი	0.091	0.500	0.345
unwary	უცნაურია	0.286	0.417	0.402
unwashed	unwashed	0.365	0.427	0.360
unwavering	ურყევი	0.740	0.630	0.858
unwed	unwed	0.541	0.595	0.459
unwelcome	არასასურველი	0.115	0.480	0.269
unwell	არასწორად	0.143	0.640	0.221
unwilling	არ სურს	0.302	0.316	0.179
unwillingly	სურვილისამებრ	0.204	0.548	0.182
unwillingness	უუნარობა	0.204	0.311	0.113
unwind	unwind	0.837	0.181	0.394
unwise	უგუნური	0.141	0.610	0.304
unwitting	უნებლიე	0.260	0.526	0.344
unwittingly	უნებლიეთ	0.312	0.510	0.264
unworthy	უღირსი	0.194	0.433	0.226
unwrap	unwrap	0.604	0.491	0.557
unwritten	დაუწერელი	0.367	0.384	0.272
unyielding	უცებ	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	ოპტიმალურად	0.878	0.531	0.802
upbringing	აღზრდა	0.677	0.490	0.600
upcoming	მომავალი	0.688	0.460	0.550
update	განახლება	0.698	0.535	0.802
upgrade	განახლება	0.786	0.500	0.670
upheaval	upheaval	0.290	0.830	0.570
uphill	აღზევება	0.396	0.723	0.572
uphold	დაიცვან	0.698	0.321	0.561
upholstery	upholstery	0.592	0.270	0.386
upkeep	შენახვა	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	მთებში	0.615	0.471	0.577
uplift	ამაღლება	0.656	0.779	0.771
uplifting	uplifting	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	ატვირთვა	0.638	0.683	0.696
upper	ზედა	0.740	0.529	0.868
uppercut	ზედა	0.410	0.600	0.550
uppity	უხერხულობა	0.465	0.546	0.417
upright	თავდაყირა	0.667	0.373	0.600
uprising	აჯანყება	0.561	0.777	0.704
uproar	uproar	0.271	0.902	0.462
upscale	მაღალი კლასის	0.698	0.526	0.846
upset	ნაწყენი	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	ზემოთ	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	ზემოთ	0.792	0.481	0.620
upwards	ზემოთ	0.724	0.439	0.638
uranium	ურანი	0.375	0.580	0.490
urban	ურბანული	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	მოვუწოდებ	0.418	0.680	0.653
urgency	სასწრაფო	0.429	0.908	0.543
urgent	სასწრაფოდ	0.327	0.918	0.623
urinal	შარდი	0.214	0.510	0.306
urinalysis	შარდის ანალიზი	0.344	0.532	0.398
urinate	შარდი	0.360	0.500	0.353
urination	შარდვა	0.271	0.441	0.232
urine	შარდის	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	გამოსადეგია	0.812	0.455	0.611
usage	გამოყენება	0.646	0.360	0.426
use	გამოყენება	0.438	0.358	0.409
used	გამოყენებული	0.354	0.306	0.287
useful	სასარგებლოა	0.833	0.411	0.726
usefully	სასარგებლო	0.650	0.481	0.760
usefulness	სარგებლობა	0.806	0.519	0.741
useless	აზრი არ აქვს	0.052	0.342	0.184
user	მომხმარებელი	0.629	0.347	0.442
usher	მივყავართ	0.521	0.440	0.519
usual	ჩვეულებრივი	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	usurped	0.292	0.780	0.438
usury	ნაღდი	0.344	0.679	0.430
utensil	ჭურჭელი	0.573	0.279	0.383
uterus	საშვილოსნო	0.551	0.420	0.510
utilitarian	უტილიტარული	0.427	0.363	0.639
utility	სასარგებლო	0.622	0.400	0.704
utilization	გამოყენება	0.562	0.469	0.706
utilize	გამოიყენოს	0.694	0.445	0.545
utmost	მაქსიმალურად	0.719	0.740	0.858
utopian	უტოპიური	0.542	0.327	0.552
utter	არა	0.531	0.422	0.549
utterance	სიტყვები	0.542	0.640	0.704
utterly	სრულიად	0.633	0.440	0.673
vacancy	ვაკანსია	0.643	0.311	0.418
vacant	ვაკანტური	0.578	0.220	0.464
vacate	შვებულება	0.357	0.490	0.397
vacation	შვებულება	0.840	0.490	0.598
vaccination	ვაქცინაცია	0.530	0.578	0.621
vaccine	ვაქცინა	0.500	0.520	0.555
vacuolar	ვაკუოლი	0.439	0.370	0.439
vacuole	ვაკუუმი	0.490	0.406	0.481
vacuous	ვაკუუმი	0.354	0.267	0.304
vacuum	ვაკუუმი	0.327	0.196	0.134
vagabond	ვაგონდი	0.384	0.531	0.144
vagina	საშოში	0.551	0.870	0.500
vaginal	ვაგინალური	0.449	0.765	0.420
vagrancy	vagrancy	0.219	0.567	0.277
vagrant	ცვალებადია	0.265	0.548	0.250
vague	ბუნდოვანი	0.271	0.335	0.083
vagueness	vagueness	0.150	0.324	0.221
vainly	უშედეგოდ	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	ვალენტინი	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	valiant	0.880	0.745	0.904
valid	ძალაშია	0.693	0.353	0.565
validate	შეამოწმოს	0.760	0.431	0.745
validation	დადასტურება	0.655	0.460	0.720
validity	მოქმედების ვადა	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	ხეობა	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	ღირებული	0.899	0.547	0.798
valuables	ფასეულობა	0.790	0.625	0.759
valuation	შეფასება	0.615	0.480	0.795
value	ღირებულება	0.875	0.582	0.802
valve	სარქველი	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	ვამპირი	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	ვანდალი	0.135	0.792	0.473
vandalism	ვანდალიზმი	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	ავანგარდი	0.693	0.640	0.780
vanilla	ვანილი	0.706	0.216	0.284
vanish	vanish	0.236	0.480	0.347
vanished	გაქრა	0.208	0.566	0.255
vanishing	ბარდება	0.292	0.550	0.322
vanity	ამაოება	0.260	0.540	0.439
vanquish	vanquish	0.708	0.760	0.804
vanquished	დამარცხდა	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	ბუნება	0.740	0.632	0.788
vapor	ორთქლი	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	ცვლადი	0.620	0.407	0.400
variance	ეწინააღმდეგება	0.540	0.405	0.509
variation	ვარიაცია	0.635	0.561	0.406
variations	ვარიაციები	0.458	0.548	0.353
varicella	ვარციელა	0.184	0.593	0.314
varicose	ვარიკოზი	0.235	0.462	0.368
varied	მრავალფეროვანი	0.604	0.701	0.472
variegated	მრავალფეროვანი	0.398	0.549	0.406
variety	მრავალფეროვანი	0.714	0.472	0.598
various	სხვადასხვა	0.500	0.296	0.342
varmint	ვარმინი	0.417	0.500	0.411
varnish	ლაქი	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	განსხვავდება	0.521	0.373	0.413
varying	განსხვავებული	0.552	0.471	0.385
vascular	სისხლძარღვთა	0.516	0.451	0.627
vase	ვაზა	0.638	0.225	0.215
vasectomy	ვაზაქტომია	0.208	0.663	0.431
vassal	ვასალი	0.417	0.525	0.196
vast	დიდი	0.520	0.535	0.545
vat	vat	0.333	0.491	0.509
vaudeville	ვოდევილი	0.490	0.471	0.472
vault	სარდაფით	0.490	0.378	0.644
vaulted	vaulted	0.417	0.460	0.542
vaulting	vaulting	0.510	0.323	0.520
veal	ხბოს	0.438	0.337	0.410
vector	ვექტორი	0.538	0.308	0.482
veer	ვერა	0.469	0.430	0.338
vega	ვეგა	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	ბოსტნეული	0.551	0.120	0.289
vegetarian	ვეგეტარიანული	0.562	0.255	0.407
vegetarianism	vegetarianism	0.510	0.269	0.407
vegetation	მცენარეულობა	0.740	0.177	0.500
vegetative	მცენარეული	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	მტკივა	0.500	0.500	0.575
vehicle	მანქანა	0.641	0.565	0.500
veil	veil	0.500	0.235	0.415
veiled	დაფარული	0.370	0.317	0.324
vein	ვენა	0.347	0.373	0.318
veined	ვენაში	0.487	0.459	0.294
vellum	ვალეუმი	0.500	0.349	0.321
velocity	სიჩქარე	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	ხავერდოვანი	0.663	0.226	0.304
velvety	ხავერდოვანი	0.677	0.343	0.493
vena	ვენა	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	ვაჭრობა	0.417	0.565	0.549
vendor	გამყიდველი	0.541	0.541	0.627
veneer	veneer	0.490	0.265	0.289
venerable	მხცოვანი	0.708	0.369	0.600
veneration	veneration	0.745	0.650	0.712
venereal	ვენერია	0.302	0.654	0.424
venetian	ვენეცია	0.633	0.373	0.464
vengeance	შურისძიება	0.103	0.927	0.719
vengeful	შურისმაძიებელი	0.150	0.840	0.561
venison	venison	0.510	0.422	0.296
venom	venom	0.125	0.770	0.491
venomous	შხამიანი	0.159	0.841	0.636
venous	ვენური	0.406	0.571	0.453
vent	გამწოვი	0.479	0.519	0.529
ventilation	ვენტილაცია	0.719	0.451	0.568
ventilator	ვენტილატორი	0.471	0.353	0.344
venting	venting	0.375	0.388	0.418
ventricle	პარკუჭზე	0.520	0.387	0.464
ventricular	პარკუჭოვანი	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	საწარმოს	0.893	0.810	0.644
venue	ადგილი	0.727	0.316	0.395
veracity	სიზუსტე	0.735	0.724	0.798
veranda	ვერანდა	0.743	0.343	0.439
verb	ზმნა	0.582	0.312	0.414
verbal	სიტყვიერი	0.520	0.291	0.562
verbatim	ვერბეტიტი	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	verdant	0.600	0.260	0.389
verdict	განაჩენი	0.325	0.689	0.800
verge	პირას	0.500	0.337	0.305
verification	გადამოწმება	0.750	0.276	0.642
verified	დამოწმებული	0.781	0.367	0.677
verify	გადაამოწმეთ	0.761	0.481	0.704
verily	ჭეშმარიტად	0.713	0.351	0.585
veritable	veritable	0.794	0.330	0.759
vermin	მავნე	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	მშობლიურ ენაზე	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	ვერონიკა	0.594	0.399	0.402
versatile	მრავალმხრივი	0.906	0.625	0.714
versatility	versatility	0.878	0.585	0.750
verse	ლექსი	0.667	0.269	0.336
version	ვერსია	0.604	0.423	0.538
versus	წინააღმდეგ	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	ხერხემლი	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	ვერტიკალური	0.520	0.387	0.492
vertically	ვერტიკალურად	0.534	0.385	0.545
vertigo	ვერტიგო	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	ძალიან უარყოფითი	0.062	0.521	0.148
very positive	ძალიან დადებითი	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesicle	0.359	0.509	0.379
vesicular	vesicular	0.214	0.440	0.483
vessel	ჭურჭელი	0.490	0.398	0.538
vest	ვესტი	0.667	0.380	0.371
vested	მინიჭებული	0.663	0.415	0.648
vestibule	ვესტიბული	0.541	0.385	0.422
vestige	ხელმოწერა	0.562	0.470	0.454
vet	ვეტერინარი	0.531	0.400	0.644
veteran	ვეტერანი	0.560	0.431	0.759
veterinarian	ვეტერინარი	0.582	0.418	0.542
veterinary	ვეტერინარული	0.656	0.450	0.603
veto	ვეტო	0.271	0.462	0.509
vexed	ვეშაპი	0.115	0.802	0.413
viability	სიცოცხლისუნარიანობა	0.776	0.500	0.684
viable	სიცოცხლისუნარიანი	0.656	0.320	0.667
viaduct	viaduct	0.420	0.440	0.662
vial	ფლაკონი	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	ვიები	0.635	0.688	0.574
vibrant	ძლიერი	0.771	0.824	0.782
vibrate	ვიბრაცია	0.500	0.698	0.604
vibration	ვიბრაცია	0.583	0.657	0.528
vibrator	ვიბრატორი	0.479	0.798	0.500
vibratory	ვიბრაციული	0.542	0.690	0.527
vicar	vicar	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	ვიცე	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	სიახლოვეს	0.700	0.353	0.466
vicious	მანკიერი	0.208	0.694	0.407
victim	მსხვერპლი	0.115	0.676	0.202
victimized	დაზარალებულს	0.115	0.644	0.273
victor	გამარჯვებული	0.802	0.587	0.796
victoria	ვიქტორია	0.896	0.811	0.837
victorious	გამარჯვებული	0.884	0.886	0.946
victory	გამარჯვება	0.938	0.735	0.931
video	ვიდეო	0.646	0.577	0.427
video game	ვიდეო თამაში	0.707	0.765	0.414
videotape	ვიდეოთვალი	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	ხედი	0.896	0.292	0.555
viewer	მაყურებელს	0.592	0.358	0.558
viewing	ნახულობენ	0.690	0.394	0.598
viewpoint	თვალსაზრისი	0.673	0.306	0.644
vigil	გაათენა	0.521	0.480	0.491
vigilance	სიფხიზლე	0.490	0.615	0.724
vigilant	სიფხიზლე	0.469	0.643	0.791
vigilante	სიფხიზლე	0.418	0.627	0.720
vignette	ხმოვანი	0.717	0.283	0.382
vigor	ენერგიით	0.860	0.755	0.811
vigorous	ენერგიული	0.857	0.770	0.897
viking	ვიკინგი	0.541	0.755	0.605
vile	ბილწი	0.083	0.537	0.553
villa	ვილა	0.698	0.290	0.345
village	სოფელი	0.684	0.367	0.336
villager	სოფელი	0.710	0.387	0.509
villain	villain	0.177	0.892	0.590
villainous	villainous	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	ვინაა	0.656	0.596	0.767
vindicated	დაადასტურა	0.615	0.480	0.609
vindication	დამტკიცება	0.531	0.632	0.764
vindictive	შურისძიება	0.092	0.830	0.500
vine	ვაზი	0.531	0.292	0.405
vinegar	ძმარი	0.276	0.370	0.356
vineyard	ვენახი	0.806	0.382	0.595
vintage	რთველი	0.680	0.390	0.481
vinyl	ვინილი	0.490	0.241	0.440
viola	ვიოლინო	0.521	0.461	0.481
violate	არღვევს	0.061	0.970	0.519
violation	დარღვევა	0.083	0.892	0.413
violence	ძალადობა	0.061	0.933	0.719
violent	ძალადობრივი	0.112	0.918	0.616
violently	უხეშად	0.120	0.970	0.527
violet	იისფერი	0.688	0.272	0.401
violin	ვიოლინო	0.823	0.396	0.389
violinist	მევიოლინე	0.804	0.302	0.538
viper	ვეფხვი	0.173	0.846	0.632
viral	ვირუსული	0.240	0.612	0.518
virgin	ქალწული	0.622	0.433	0.462
virginal	ვირჯინია	0.673	0.577	0.464
virginity	ქალწულობა	0.691	0.676	0.576
virility	virility	0.684	0.670	0.718
virology	ვირუსოლოგია	0.418	0.569	0.562
virtual	ვირტუალური	0.598	0.532	0.463
virtually	პრაქტიკულად	0.594	0.521	0.625
virtue	სათნოება	0.896	0.443	0.827
virtuoso	ვირტუოზი	0.929	0.591	0.863
virtuous	სათნოება	0.890	0.530	0.822
virulence	virulence	0.094	0.533	0.438
virus	ვირუსი	0.277	0.740	0.443
visa	ვიზა	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	სიბლანტე	0.417	0.521	0.454
viscous	ბლანტი	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ხილვადობა	0.750	0.444	0.676
visible	ჩანს	0.750	0.342	0.509
visibly	აშკარად ჩანს	0.724	0.373	0.591
vision	ხედვა	0.708	0.447	0.742
visionary	ხედვა	0.823	0.565	0.791
visit	ეწვევა	0.771	0.443	0.445
visitation	მონახულება	0.729	0.346	0.534
visiting	მონახულება	0.729	0.440	0.519
visitor	სტუმარი	0.646	0.480	0.461
visor	visor	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	ვიზუალური	0.813	0.462	0.462
visualize	ვიზუალურად	0.635	0.431	0.537
vital	სასიცოცხლო	0.750	0.716	0.847
vitality	სიცოცხლისუნარიანობა	0.923	0.565	0.869
vitals	ვაგონები	0.704	0.604	0.798
vitamin	ვიტამინი	0.827	0.330	0.560
vitreous	ვიწრო	0.312	0.413	0.396
viva	ვივა	0.840	0.567	0.644
vivacious	ცოცხალი	0.780	0.820	0.758
vivid	ნათელი	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	ლექსიკა	0.530	0.247	0.585
vocal	ვოკალური	0.583	0.352	0.340
vocalist	ვოკალისტი	0.688	0.596	0.596
vocation	მოწოდება	0.833	0.426	0.686
vodka	არაყი	0.510	0.632	0.491
vogue	Vogue	0.740	0.491	0.538
voice	ხმა	0.594	0.343	0.528
voiceless	ხმაურიანი	0.271	0.235	0.131
voicemail	ხმოვანი შეტყობინება	0.458	0.453	0.406
void	ბათილია	0.135	0.163	0.130
volatile	არასტაბილურია	0.323	0.786	0.565
volatility	არასტაბილურობა	0.281	0.755	0.553
volcanic	ვულკანური	0.344	0.910	0.781
volcano	ვულკანის	0.240	0.844	0.787
volition	ნებაყოფლობით	0.480	0.587	0.578
volley	ფრენბურთი	0.529	0.460	0.336
volleyball	ფრენბურთი	0.640	0.700	0.458
voltage	ვოლტაჟი	0.382	0.855	0.621
voltmeter	ვოლტმეტრი	0.599	0.596	0.545
volume	მოცულობა	0.552	0.490	0.546
volumes	ტომი	0.552	0.452	0.520
voluminous	მოცულობითი	0.561	0.450	0.658
voluntarily	ნებაყოფლობით	0.847	0.460	0.527
voluntary	ნებაყოფლობითი	0.771	0.460	0.643
volunteer	მოხალისე	0.888	0.422	0.596
volunteering	მოხალისეობა	0.844	0.614	0.603
volunteers	მოხალისეები	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	ღებინება	0.073	0.569	0.188
vomiting	ღებინება	0.156	0.780	0.157
voodoo	ვუდუ	0.188	0.600	0.453
voracious	voracious	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	ხმის მიცემა	0.582	0.500	0.649
voter	ამომრჩეველი	0.612	0.538	0.754
voting	კენჭისყრა	0.615	0.602	0.768
votive	პატივისცემა	0.479	0.460	0.453
vouch	დაპირება	0.625	0.417	0.746
voucher	ვაუჩერი	0.622	0.416	0.601
vow	vow	0.560	0.510	0.664
vowel	ხმოვანი	0.490	0.283	0.311
voyage	ვოიაჟი	0.816	0.714	0.580
voyager	მოყვარულთათვის	0.684	0.596	0.627
voyeur	თვალთვალი	0.479	0.615	0.466
