Word	Latvian-lv	Valence	Arousal	Dominance
snuff	smaka	0.357	0.470	0.377
snug	mājīgs	0.867	0.173	0.500
snuggle	pieskarties	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	atslābināties	0.683	0.585	0.373
soak	mērcēt	0.480	0.370	0.240
soaked	iemērc	0.365	0.462	0.358
soaking	mērcēšana	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	ziepes	0.531	0.163	0.311
soapbox	ziepju kastīte	0.500	0.415	0.393
soapy	ziepes	0.552	0.373	0.355
soar	planēt	0.790	0.740	0.718
soaring	planējošs	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	caurejošs	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	skaidrība	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	futbols	0.698	0.837	0.644
sociable	sociāls	0.854	0.459	0.627
social	sociālais	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sociālisms	0.510	0.500	0.560
socialist	sociālists	0.448	0.400	0.543
socialite	socialite	0.684	0.668	0.570
socialize	socializēties	0.907	0.683	0.726
society	sabiedrība	0.674	0.464	0.782
sociology	socioloģija	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	zeķes	0.500	0.167	0.290
socket	kontaktligzda	0.583	0.469	0.377
sod	sods	0.427	0.383	0.333
soda	sods	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	nātrijs	0.490	0.340	0.291
sofa	dīvāns	0.583	0.106	0.263
soft	mīksts	0.760	0.179	0.232
softball	softbols	0.735	0.630	0.518
soften	mīkstināt	0.694	0.194	0.392
softener	mīkstinātājs	0.745	0.300	0.373
softening	mīkstinoša	0.700	0.255	0.361
softly	maigi	0.517	0.206	0.304
softness	maigums	0.875	0.086	0.402
software	programmatūra	0.561	0.280	0.570
soggy	sārts	0.312	0.350	0.241
sohappy	tik laimīgs	0.949	0.673	0.681
soil	augsne	0.350	0.180	0.356
soiled	netīras	0.106	0.529	0.213
soiree	ceļojums	0.729	0.692	0.578
sojourn	uzturēties	0.514	0.243	0.509
solace	mierinājums	0.776	0.294	0.453
solar	saules	0.622	0.452	0.645
solarium	solārijs	0.602	0.356	0.421
solder	lodēt	0.439	0.510	0.611
soldering	lodēšana	0.573	0.536	0.538
soldier	karavīrs	0.392	0.708	0.768
sole	zole	0.427	0.194	0.279
solemn	svinīgs	0.708	0.370	0.709
solicit	lūgt	0.620	0.490	0.604
solicitation	uzmākšanās	0.612	0.519	0.415
solicitor	advokāts	0.600	0.479	0.802
solid	ciets	0.667	0.304	0.763
solidarity	solidaritāte	0.792	0.407	0.781
solidification	sacietēšana	0.480	0.500	0.827
solidified	sacietināts	0.633	0.415	0.745
solidify	sacietēt	0.583	0.318	0.754
solidity	stabilitāte	0.745	0.444	0.850
solitaire	solitārs	0.365	0.227	0.279
solitary	vientuļš	0.224	0.202	0.268
solitude	vientulība	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	šķīdība	0.506	0.360	0.442
soluble	šķīstošs	0.542	0.272	0.409
solucky	tik veiksmīgs	0.573	0.529	0.615
solution	risinājums	0.790	0.339	0.664
solve	atrisināt	0.656	0.530	0.688
solvency	maksātspēja	0.604	0.296	0.605
solvent	šķīdinātājs	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatiska	0.438	0.406	0.444
somber	slikts	0.184	0.500	0.380
some anticipation	daži pagaidi	0.423	0.482	0.472
some disgust	daži nožēlojami	0.094	0.657	0.321
some surprise	kāds pārsteigums	0.827	0.849	0.500
some trust	daži uzticību	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	nedaudz negatīvs	0.208	0.480	0.150
somewhat positive	nedaudz pozitīvs	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	dēls	0.792	0.365	0.528
sonar	hidrolokators	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	dziesma	0.854	0.413	0.500
songwriter	dziesmu autors	0.844	0.558	0.713
sonic	skaņas	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonets	0.718	0.294	0.404
sonorous	skaņas	0.646	0.580	0.442
soot	sodrēji	0.375	0.328	0.292
soothe	mierināt	0.817	0.194	0.412
soothing	nomierinoša	0.625	0.179	0.519
sophisticated	izsmalcināts	0.865	0.481	0.845
sophistication	izsmalcinātība	0.792	0.472	0.704
sophomore	otrā kursa studente	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprāns	0.552	0.550	0.685
sorcerer	burvis	0.377	0.633	0.632
sorcery	burvība	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	iekaisis	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	skumjš	0.284	0.727	0.370
soreness	sāpīgums	0.113	0.843	0.302
sorghum	sorgo	0.469	0.358	0.420
sorority	kororitāte	0.635	0.637	0.627
sorrow	skumjas	0.052	0.235	0.164
sorrowful	skumjš	0.049	0.422	0.163
sorry	atvainojiet	0.406	0.362	0.212
sort	kārtot	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	šķirošana	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	tik nobijies	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	tik lēni	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	tik salds	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	dvēsele	0.770	0.220	0.510
soulful	dvēselis	0.755	0.331	0.500
soulless	bezkaunīgs	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	skaņa	0.765	0.623	0.398
sounding	skan	0.690	0.500	0.558
soundness	drošība	0.780	0.377	0.893
soundproof	skaņas izolācija	0.490	0.390	0.409
soundtrack	skaņu celiņš	0.630	0.559	0.518
soup	zupa	0.602	0.245	0.269
sour	skābs	0.276	0.594	0.373
source	avots	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	uz dienvidiem	0.562	0.265	0.429
southbound	dienvidu virzienā	0.510	0.370	0.395
southeast	dienvidaustrumos	0.510	0.283	0.413
southern	dienvidos	0.552	0.269	0.370
southpaw	lente	0.542	0.389	0.404
southwest	uz dienvidrietumiem	0.406	0.314	0.355
souvenir	suvenīrs	0.844	0.311	0.466
sovereign	suverēna	0.698	0.500	0.885
sovereignty	suverenitāte	0.719	0.529	0.886
soviet	padomju	0.347	0.580	0.536
sow	sēt	0.667	0.430	0.446
soy	sojas	0.438	0.250	0.286
soy sauce	sojas mērce	0.573	0.382	0.318
soybean	sojas pupiņas	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	telpa	0.800	0.317	0.573
spacecraft	kosmosa kuģis	0.646	0.698	0.680
spaceman	atstarotājs	0.688	0.577	0.848
spaceship	kosmosa kuģis	0.643	0.781	0.664
spacing	atstatums	0.621	0.425	0.507
spacious	plašs	0.880	0.365	0.557
spade	lāpsta	0.469	0.667	0.529
spaghetti	spageti	0.729	0.353	0.288
spam	spams	0.188	0.354	0.304
spammers	surogātpasta izplatītāji	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandekss	0.429	0.520	0.429
spaniel	spaniels	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	pēriens	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	rezerves	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	taupīgi	0.510	0.353	0.518
spark	dzirksteles	0.688	0.745	0.529
sparkle	dzirksti	0.819	0.765	0.510
sparkling	dzirkstošais	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparings	0.292	0.870	0.704
sparrow	zvirbuļi	0.583	0.460	0.327
sparse	reti	0.240	0.367	0.209
spasm	spazmas	0.194	0.594	0.366
spastic	spastisks	0.240	0.541	0.491
spat	spata	0.427	0.413	0.309
spatial	telpiskais	0.604	0.625	0.645
spatter	šļakatas	0.292	0.630	0.315
spatula	lāpstiņa	0.302	0.198	0.369
spawn	nārsto	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	runā	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	runātājs	0.604	0.660	0.723
speakerphone	skaļrunis	0.531	0.569	0.560
speaking	runājot	0.753	0.590	0.575
spear	šķēps	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	īpašs	0.844	0.602	0.730
specialist	speciālists	0.760	0.562	0.877
speciality	specialitāte	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	speciāli	0.847	0.398	0.714
specialty	specialitāte	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	sugas	0.561	0.330	0.645
specific	īpašs	0.656	0.388	0.691
specification	specifikācija	0.552	0.479	0.602
specify	precizēt	0.656	0.405	0.600
specimen	paraugs	0.531	0.444	0.568
speck	plankumains	0.418	0.245	0.343
speckled	brīnišķīgs	0.449	0.263	0.254
specs	specs	0.540	0.398	0.618
spectacle	briļļu	0.812	0.745	0.762
spectacles	brilles	0.816	0.775	0.648
spectacular	iespaidīgs	0.947	0.740	0.887
spectator	skatītājs	0.694	0.560	0.667
specter	spoks	0.265	0.723	0.540
spectral	spektra	0.430	0.667	0.500
spectrometer	spektrometrs	0.500	0.452	0.490
spectrophotometer	spektrofotometrs	0.500	0.484	0.500
spectroscopy	spektroskopija	0.470	0.541	0.570
spectrum	spektrs	0.312	0.700	0.527
speculate	spekulēt	0.398	0.602	0.553
speculation	spekulācijas	0.325	0.683	0.394
speculative	spekulatīvs	0.276	0.591	0.464
speculum	Spoguļs	0.417	0.469	0.433
speech	runa	0.656	0.470	0.688
speechless	mēms	0.459	0.320	0.315
speed	ātrums	0.719	0.849	0.658
speedboat	kuteris	0.635	0.858	0.612
speedily	ātri	0.688	0.740	0.665
speeding	ātruma pārsniegšana	0.438	0.908	0.645
speedometer	spidometrs	0.427	0.549	0.579
speedway	spīdveja	0.667	0.519	0.416
speedy	ātrs	0.625	0.625	0.793
spell	pareizrakstības pārbaude	0.385	0.380	0.368
spellbound	apburts	0.531	0.647	0.387
spelling	pareizrakstība	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	tērēt	0.672	0.745	0.429
spender	Spender	0.312	0.692	0.377
spending	izdevumi	0.333	0.556	0.330
spent	iztērēti	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	sfēra	0.633	0.277	0.500
spherical	sfēriska	0.550	0.308	0.500
sphincter	sfinkteris	0.347	0.633	0.375
sphinx	sfinksa	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	garšviela	0.594	0.439	0.384
spicy	pikants	0.440	0.733	0.610
spider	zirneklis	0.229	0.569	0.430
spiders	zirnekļi	0.260	0.696	0.368
spiffy	spifšains	0.615	0.582	0.470
spigot	spiegot	0.380	0.346	0.423
spike	smaile	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	smejošs	0.284	0.657	0.587
spill	noplūde	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	spin	0.551	0.422	0.345
spinach	spināti	0.583	0.200	0.368
spinal	mugurkaula	0.312	0.491	0.296
spindle	vārpsta	0.552	0.410	0.360
spine	mugurkauls	0.495	0.461	0.600
spineless	bezgalīgs	0.344	0.387	0.321
spinner	vijātājs	0.458	0.593	0.471
spinning	vērpšana	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	spirāle	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	gars	0.786	0.370	0.621
spirited	enerģisks	0.854	0.587	0.734
spirits	stiprie alkoholiskie dzērieni	0.583	0.847	0.545
spiritual	garīgais	0.938	0.327	0.564
spirituality	garīgums	0.865	0.281	0.667
spit	iespļaut	0.149	0.545	0.436
spite	neskatoties	0.080	0.600	0.317
spiteful	spītīgs	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	šļakatām	0.521	0.412	0.281
splat	zīmulis	0.510	0.433	0.385
splatter	splatter	0.312	0.596	0.352
spleen	liesa	0.448	0.255	0.396
splendid	lielisks	0.896	0.740	0.810
splendor	krāšņums	0.927	0.612	0.850
splice	saplāksnis	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	kaļķakmens	0.136	0.422	0.325
split	sadalīt	0.344	0.618	0.410
splitting	sadalīšana	0.188	0.598	0.375
splurge	plosīties	0.365	0.481	0.542
spoil	sabojāt	0.146	0.723	0.328
spoiler	spoileris	0.347	0.527	0.380
spoiling	sabojāt	0.135	0.678	0.306
spoils	sabojāt	0.388	0.760	0.481
spoke	runāja	0.635	0.433	0.483
spoken	runā	0.551	0.363	0.545
spokesman	runasvīrs	0.720	0.480	0.611
spokesperson	pārstāvis	0.573	0.453	0.615
sponge	sūklis	0.551	0.192	0.219
spongy	sūklis	0.469	0.324	0.344
sponsor	sponsors	0.729	0.537	0.800
sponsorship	sponsorēšana	0.854	0.608	0.696
spontaneity	spontanitāte	0.817	0.698	0.655
spontaneous	spontāns	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	spoks	0.327	0.887	0.322
spooky	Spocīgs	0.104	0.858	0.380
spool	spole	0.397	0.389	0.312
spoon	karote	0.479	0.236	0.259
spoonful	karote	0.582	0.208	0.308
sporadic	sporādiska	0.333	0.394	0.500
spore	sporas	0.480	0.408	0.231
sport	sports	0.865	0.700	0.657
sporting	sporta	0.917	0.656	0.675
sports	sports	0.833	0.683	0.587
sports car	sporta mašīna	0.759	0.696	0.669
sportsman	sportists	0.755	0.735	0.713
sportsmanship	sportisti	0.890	0.582	0.694
sportswriter	sporta izdevējs	0.760	0.551	0.566
sporty	sportisks	0.735	0.713	0.648
spot	vietas	0.510	0.180	0.336
spotless	nevainīgs	0.792	0.327	0.726
spotlight	uzmanība	0.688	0.353	0.519
spotted	plankumainais	0.354	0.472	0.295
spotter	novērotājs	0.542	0.491	0.644
spotty	plankumains	0.281	0.606	0.241
spousal	laulāto	0.656	0.582	0.632
spouse	laulātais	0.750	0.600	0.645
spout	snīpis	0.438	0.357	0.309
sprain	sastiepums	0.063	0.580	0.384
sprawl	izplešanās	0.600	0.596	0.672
spray	aerosols	0.438	0.410	0.333
spread	izplatīt	0.570	0.583	0.651
spreader	izkliedētājs	0.510	0.480	0.500
spree	jautrība	0.564	0.663	0.474
spring	pavasaris	0.837	0.370	0.481
springtime	pavasaris	0.837	0.439	0.722
sprinkle	apkaisa	0.635	0.404	0.380
sprinkler	sprinkleru	0.510	0.434	0.473
sprinkling	apkaisīt	0.677	0.510	0.466
sprint	sprints	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	asns	0.582	0.565	0.443
spruce	egle	0.604	0.288	0.380
spud	noplūde	0.403	0.423	0.349
spunk	netīrs	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	stimulēt	0.378	0.545	0.340
spurious	nepareizs	0.178	0.480	0.343
spurred	stimulēts	0.562	0.684	0.472
spurt	spurt	0.448	0.550	0.475
spy	spiegu	0.260	0.686	0.530
squabble	skumjas	0.173	0.850	0.500
squad	squad	0.552	0.711	0.806
squadron	eskadra	0.469	0.686	0.787
squall	skvola	0.191	0.833	0.655
squamous	plakanveida	0.344	0.446	0.418
squander	izšķērdēt	0.240	0.755	0.529
square	kvadrāts	0.509	0.340	0.291
squash	skvošs	0.531	0.667	0.410
squat	tupēt	0.330	0.550	0.453
squatter	skandāla	0.390	0.361	0.565
squaw	skvošs	0.428	0.441	0.398
squawk	slikts	0.265	0.480	0.245
squeak	squeak	0.271	0.679	0.300
squeaky	pīkstošs	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	saspiest	0.458	0.676	0.532
squeezing	saspiežot	0.260	0.598	0.557
squelch	švīts	0.271	0.510	0.462
squid	kalmārs	0.497	0.398	0.357
squint	iesprūst	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	ķermenis	0.235	0.824	0.373
squirrel	vāvere	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	Squash	0.260	0.788	0.481
squishy	mīkstis	0.516	0.333	0.307
stab	stab	0.167	0.882	0.595
stabbed	nolaupīts	0.031	0.875	0.431
stability	stabilitāte	0.812	0.264	0.849
stabilize	stabilizēt	0.839	0.427	0.722
stabilizer	stabilizators	0.688	0.353	0.767
stable	stabils	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	kaudze	0.470	0.282	0.427
stadium	stadions	0.635	0.679	0.611
staff	personāls	0.745	0.274	0.627
stag	brīnums	0.594	0.250	0.389
stage	posms	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	satricināt	0.531	0.620	0.458
staggering	satriecošs	0.520	0.657	0.683
stagnant	nemierīgs	0.300	0.500	0.208
stagnation	stagnācija	0.276	0.324	0.396
staid	staid	0.385	0.290	0.634
stain	traips	0.453	0.324	0.264
stained	krāsots	0.245	0.460	0.209
stainless	nerūsējošais	0.594	0.329	0.618
stair	kāpņu telpa	0.375	0.354	0.345
staircase	kāpnes	0.469	0.347	0.440
stairs	kāpnes	0.510	0.439	0.342
stairway	kāpnes	0.562	0.510	0.407
stairwell	kāpņu telpa	0.510	0.292	0.333
stake	likme	0.406	0.608	0.460
stakeout	sadalīšana	0.344	0.546	0.600
stale	novecojusi	0.235	0.461	0.286
stalemate	strupceļš	0.296	0.354	0.267
stalk	kātiņš	0.436	0.272	0.395
stalker	stalkeris	0.177	0.930	0.639
stall	gulta	0.370	0.245	0.292
stallion	ērzelis	0.628	0.596	0.779
stalls	stendos	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	izturība	0.664	0.694	0.877
stamp	zīmogs	0.438	0.327	0.441
stampede	panīcis	0.235	0.875	0.683
stance	nostāja	0.604	0.333	0.609
stand	stāvēt	0.600	0.324	0.509
standard	standarts	0.673	0.143	0.605
standardize	standartizēt	0.684	0.353	0.729
standardized	standartizēts	0.610	0.324	0.607
standby	stāvēt	0.260	0.224	0.386
standing	stāvot	0.604	0.317	0.425
standoff	starpība	0.333	0.840	0.558
standpoint	viedoklis	0.585	0.388	0.652
standstill	apstāšanās	0.441	0.203	0.500
standup	piecelties	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	štāpeļšķiedrām	0.542	0.306	0.438
stapler	skavotājs	0.370	0.264	0.394
star	zvaigzne	0.833	0.418	0.560
star fruit	zvaigznes auglis	0.701	0.433	0.427
starboard	labais borts	0.531	0.388	0.558
starch	ciete	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	skatiens	0.541	0.430	0.538
starfish	zvaigzne	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	skatās	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	zvaigzne	0.806	0.471	0.587
starlight	starlight	0.908	0.368	0.611
starling	zirneklis	0.500	0.490	0.514
starry	zvaigžņains	0.438	0.643	0.434
stars	zvaigznes	0.796	0.521	0.484
starship	zvaigznājs	0.740	0.719	0.704
start	sākt	0.684	0.430	0.589
starter	starteris	0.667	0.461	0.827
startle	pārsteigt	0.276	0.817	0.417
startled	satraukti	0.333	0.865	0.526
startling	satriecošs	0.750	0.768	0.830
starvation	bads	0.240	0.592	0.284
starve	badu	0.073	0.729	0.402
starved	badu	0.097	0.689	0.219
starving	badu	0.163	0.670	0.336
stash	atlicināt	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	Valsts	0.562	0.320	0.604
stately	lielisks	0.830	0.728	0.915
statement	paziņojums, apgalvojums	0.688	0.608	0.825
stateroom	kafijas automāts	0.653	0.380	0.441
stateside	ASV	0.643	0.480	0.708
statesman	valstsvīrs	0.510	0.490	0.736
static	statisks	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statika	0.542	0.290	0.527
station	stacija	0.688	0.367	0.519
stationary	stacionārs	0.408	0.240	0.484
stationery	kancelejas preces	0.570	0.120	0.455
statistic	statistika	0.508	0.420	0.609
statistical	statistikas dati	0.714	0.353	0.627
statistician	statistiķis	0.571	0.360	0.703
stator	stators	0.281	0.453	0.557
statuary	statuetes	0.561	0.281	0.500
statue	statuja	0.542	0.153	0.570
statuette	statuete	0.677	0.433	0.518
stature	augums	0.470	0.353	0.664
status	statuss	0.658	0.377	0.588
statute	statūti	0.592	0.330	0.673
statutory	likumā noteikts	0.510	0.376	0.539
staunch	stingrs	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	paliec	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	palika	0.497	0.270	0.395
stays	paliek	0.633	0.363	0.564
stead	vietā	0.551	0.214	0.510
steadfast	nelokāms	0.771	0.433	0.800
steady	vienmērīgs	0.680	0.186	0.763
steak	steiks	0.625	0.359	0.315
steakhouse	Steiku nams	0.802	0.379	0.547
steal	nozagt	0.021	0.856	0.528
stealing	zagt	0.086	0.913	0.455
stealth	Maskēšanās	0.520	0.270	0.452
stealthily	zādzībās	0.763	0.294	0.458
stealthy	neredzīgs	0.380	0.363	0.534
steam	tvaiks	0.469	0.413	0.421
steamboat	tvaika laiva	0.708	0.500	0.633
steamer	tvaikonis	0.510	0.442	0.528
steaming	tvaicējot	0.592	0.553	0.402
steamroller	tvaika trase	0.396	0.567	0.667
steamship	tvaikonis	0.469	0.490	0.569
steamy	tvaikojoša	0.479	0.538	0.445
steel	tērauds	0.521	0.420	0.714
steep	stāvs	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	vadīt	0.469	0.490	0.527
steering	stūrēšana	0.580	0.431	0.660
stellar	zvaigžņu	0.796	0.580	0.769
stem	kāts	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	trafarets	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	solis	0.531	0.321	0.347
stepdaughter	meitene	0.510	0.510	0.432
stepfather	patēvs	0.396	0.491	0.611
stepmother	pamāte	0.427	0.530	0.484
steppe	stepja	0.427	0.321	0.379
steps	soļi	0.511	0.349	0.373
stepson	padievs	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopisks	0.363	0.417	0.574
stereotype	stereotips	0.151	0.422	0.612
stereotyped	stereotipisks	0.375	0.510	0.436
sterile	sterils	0.302	0.471	0.291
sterility	sterilitāti	0.201	0.519	0.414
sterilize	sterilizēt	0.406	0.510	0.520
sterling	mārciņa	0.529	0.481	0.615
stern	pakaļgala	0.552	0.394	0.415
sternum	krūšu kauls	0.520	0.422	0.436
steroid	steroīds	0.360	0.706	0.681
stethoscope	stetoskops	0.427	0.377	0.490
stew	sautējums	0.667	0.373	0.250
steward	pārvaldnieks	0.633	0.238	0.550
stewardess	stjuarte	0.625	0.491	0.491
stewardship	pārvaldība	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	nūju	0.396	0.364	0.382
sticker	uzlīme	0.583	0.306	0.346
sticking	uzlīmēšanu	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	krūzīti	0.453	0.537	0.434
sticky	lipīga	0.385	0.569	0.292
stiff	stīvs	0.158	0.459	0.569
stiffen	stingrināt	0.360	0.582	0.719
stiffness	stingums	0.323	0.500	0.657
stifle	slēpties	0.240	0.764	0.427
stifled	slēpts	0.229	0.731	0.193
stifling	slēpjas	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	mirstības piedzimšana	0.092	0.809	0.291
stillborn	mirušo	0.271	0.519	0.337
stillness	klusums	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	kāpšļi	0.439	0.577	0.300
stimulant	stimulants	0.441	0.794	0.745
stimulate	stimulēt	0.792	0.798	0.754
stimulating	stimulējot	0.740	0.804	0.809
stimulation	stimulēšana	0.708	0.821	0.702
stimulus	stimuls	0.771	0.779	0.750
sting	dzelt	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	dzeltā	0.260	0.730	0.459
stingy	stingrs	0.094	0.548	0.283
stink	smirdēt	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	smirdošs	0.041	0.657	0.264
stinky	smirdīgs	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	stipendija	0.604	0.546	0.614
stipulate	noteikt	0.570	0.546	0.623
stipulation	noteikums	0.469	0.622	0.654
stir	maisa	0.448	0.773	0.453
stirring	maisot	0.582	0.702	0.558
stitch	šuve	0.306	0.538	0.357
stitching	iesiešana	0.510	0.382	0.345
stock	krājums	0.594	0.418	0.407
stockade	lāde	0.375	0.402	0.500
stockbroker	biržas mākleris	0.417	0.676	0.802
stockholder	akcionārs	0.573	0.625	0.716
stocking	krājums	0.594	0.324	0.688
stockings	zeķes	0.458	0.365	0.382
stockpile	krājums	0.542	0.315	0.425
stockroom	noliktava	0.562	0.312	0.406
stocks	krājumi	0.573	0.598	0.586
stoic	stoika	0.427	0.473	0.602
stole	nozaga	0.135	0.760	0.384
stolen	nozagts	0.156	0.646	0.308
stomach	kuņģis	0.367	0.402	0.438
stomachache	vēdersāpes	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	akmens	0.216	0.183	0.561
stoned	Appīpējies	0.177	0.796	0.375
stonewall	akmens siena	0.337	0.457	0.655
stoneware	keramikas izstrādājumi	0.458	0.300	0.443
stony	akmeņa	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	izkārnījumos	0.448	0.269	0.302
stools	izkārnījumi	0.459	0.382	0.327
stoop	sagrābt	0.490	0.430	0.284
stoopid	stoopids	0.280	0.431	0.382
stop	apstāties	0.280	0.510	0.490
stopover	apstāšanās	0.531	0.327	0.575
stoppage	apstāšanās	0.224	0.491	0.445
stopper	aizbāznis	0.365	0.336	0.390
stopping	apstāšanās	0.388	0.382	0.473
stopwatch	hronometrs	0.469	0.521	0.482
storage	uzglabāšana	0.698	0.406	0.564
store	veikals	0.646	0.538	0.407
storefront	veikals	0.580	0.217	0.457
storehouse	noliktava	0.570	0.250	0.491
storeroom	noliktava	0.560	0.217	0.588
storing	uzglabāšana	0.630	0.378	0.548
storm	vētra	0.188	0.940	0.543
storming	vētra	0.265	0.910	0.669
stormy	vētrains	0.146	0.870	0.562
story	stāsts	0.653	0.406	0.704
storybook	stāstījuma grāmata	0.854	0.306	0.383
storyteller	stāstītājs	0.730	0.357	0.462
